ST,YEAR,FIPS_CODE,TELEWORKERS,TELEWORK
37,2008,37167,1262.00000,0.02589993022
48,2017,48013,1746.00000,0.03002321383
48,2017,48363,2869.00000,0.04993820821
48,2017,48381,2401.00000,0.03434415677
48,2017,48397,5050.00000,0.05872434444
6,2017,06015,3459.00000,0.07713234474
6,2017,06031,4677.00000,0.08005956966
48,2006,48311,1168.00000,0.02676873009
6,2013,06007,5540.00000,0.06245772266
37,2013,37063,7827.00000,0.05464293942
37,2013,37141,2279.00000,0.04911320389
34,2016,34033,1079.00000,0.02417872989
8,2016,08069,14399.00000,0.08206943328
8,2016,08015,4934.00000,0.12328835582
6,2009,06017,6009.00000,0.07280812291
4,2013,04011,1641.00000,0.04490354358
55,2017,55017,8667.00000,0.06011819708
27,2008,,20897.00000,0.04167572429
29,2008,29197,3068.00000,0.06452019936
29,2008,29105,10680.00000,0.12762906310
37,2009,37169,2478.00000,0.04706463315
22,2012,22119,1412.00000,0.01894412021
21,2012,21033,1628.00000,0.03788601615
18,2005,18093,1171.00000,0.01953587695
18,2005,18033,1286.00000,0.01747021505
18,2005,18103,1475.00000,0.02699042983
19,2005,19127,3692.00000,0.04415000478
20,2005,20159,2482.00000,0.05065512878
20,2005,20133,1402.00000,0.03139133939
48,2005,48139,6561.00000,0.07158912360
48,2005,48443,1074.00000,0.01933671816
48,2005,48383,1234.00000,0.02623187790
48,2005,48317,1234.00000,0.02623187790
48,2005,48093,1362.00000,0.02079040161
1,2014,01103,1189.00000,0.01872765361
1,2014,01055,2219.00000,0.05375484496
50,2013,50027,4612.00000,0.07032846381
51,2013,51045,3319.00000,0.03696896790
51,2013,51680,1521.00000,0.02586998673
51,2013,51069,2855.00000,0.04756430761
12,2014,12019,5356.00000,0.06435179623
13,2014,13009,1542.00000,0.02212783055
13,2014,13287,1293.00000,0.02812275703
13,2014,13189,1389.00000,0.03261865064
48,2005,48113,31156.00000,0.02960969300
48,2005,48065,2198.00000,0.02949900015
42,2010,42117,1367.00000,0.03286926832
12,2014,12111,5937.00000,0.05262038342
12,2014,12089,1052.00000,0.02516565797
51,2013,51105,1552.00000,0.02200575666
2,2007,02170,3604.00000,0.05863690350
34,2007,34017,7100.00000,0.02351842221
24,2005,24023,2103.00000,0.04943466303
6,2005,,589809.00000,0.04249112026
4,2006,04019,19316.00000,0.04666917940
22,2006,22115,492.00000,0.00887077872
55,2015,55087,3842.00000,0.03839082297
53,2012,53073,5456.00000,0.05506438981
13,2013,13001,1156.00000,0.02178337228
13,2013,13103,1872.00000,0.03116779328
17,2005,17041,1172.00000,0.02557221095
17,2005,17159,1792.00000,0.03701485138
17,2005,17055,1895.00000,0.02544580513
46,2008,46105,2343.00000,0.03649305339
47,2008,47189,4130.00000,0.03195926548
17,2016,17145,2688.00000,0.03473182329
17,2016,17123,2466.00000,0.03769604696
17,2016,17019,2994.00000,0.02860828436
17,2016,17173,2179.00000,0.03516558001
17,2016,17071,2208.00000,0.02976102223
36,2017,36117,2064.00000,0.03463959050
50,2005,50023,4945.00000,0.06453507341
44,2012,44003,1226.00000,0.01496034167
45,2012,45047,821.00000,0.02203553599
48,2013,48269,1237.00000,0.02162096027
48,2013,48503,2805.00000,0.04488933698
47,2008,47123,835.00000,0.01063802681
50,2005,50005,4945.00000,0.06453507341
45,2012,45031,3158.00000,0.03716124781
48,2013,48051,1700.00000,0.02964668132
47,2007,47101,1821.00000,0.03334065693
45,2010,45003,3586.00000,0.03111091832
48,2008,48253,1107.00000,0.01553226417
48,2008,48413,1151.00000,0.02293057077
48,2008,48441,1727.00000,0.02766032417
48,2008,48271,1419.00000,0.02487858758
48,2009,48419,3065.00000,0.05281204769
48,2009,48169,1623.00000,0.03201372862
48,2009,48269,1623.00000,0.03201372862
42,2016,42089,2366.00000,0.03222950239
12,2018,12041,3759.00000,0.05615224893
12,2018,12015,7840.00000,0.12615656931
48,2015,48341,1882.00000,0.02333829365
48,2015,48319,1051.00000,0.02534728921
48,2015,48425,5393.00000,0.09331741417
48,2015,48253,1867.00000,0.02637788044
48,2015,48151,1867.00000,0.02637788044
18,2015,18121,1479.00000,0.03420918721
18,2015,18117,2687.00000,0.03669010719
51,2018,51515,2864.00000,0.04850784188
27,2018,27125,5962.00000,0.07775879384
27,2018,27119,5962.00000,0.07775879384
28,2018,28137,1770.00000,0.04085778260
28,2018,28037,1078.00000,0.01931761164
12,2017,12011,46214.00000,0.04924639609
12,2017,12069,15466.00000,0.09186976899
18,2012,18085,1229.00000,0.02074401647
18,2012,18057,11050.00000,0.06298162418
39,2012,39069,1581.00000,0.02889465604
39,2012,39027,1256.00000,0.02782639520
39,2012,39137,1111.00000,0.02113975835
53,2015,53061,19243.00000,0.04996819049
54,2015,54085,1440.00000,0.03631594875
54,2013,54003,3591.00000,0.03550173010
55,2013,55069,2579.00000,0.04887061320
12,2015,12111,2912.00000,0.02475937829
37,2016,37141,3905.00000,0.07052937670
37,2016,37015,2578.00000,0.06197860320
37,2016,37007,1770.00000,0.03290023978
4,2018,04013,153460.00000,0.07284409531
4,2018,04001,3709.00000,0.07577274306
55,2007,55029,4505.00000,0.04092701274
56,2007,56001,5496.00000,0.07017991904
34,2008,34023,15226.00000,0.03852576819
35,2008,35041,5375.00000,0.06394242208
4,2018,04009,1842.00000,0.04758214507
48,2012,48221,2038.00000,0.03713286204
48,2012,48071,407.00000,0.01063440635
36,2016,36051,2284.00000,0.04936670557
36,2016,36121,2284.00000,0.04936670557
28,2016,28093,2344.00000,0.03855389980
28,2016,28033,1764.00000,0.02026980443
1,2016,01051,2632.00000,0.03487016428
1,2016,01021,896.00000,0.01821434380
48,2010,48493,5029.00000,0.04500384801
48,2010,48303,5740.00000,0.04504363111
8,2010,08045,3682.00000,0.05219067598
53,2018,53005,7939.00000,0.05206140610
54,2018,54053,1748.00000,0.03055570123
54,2018,54101,1832.00000,0.04503220097
54,2018,54027,5074.00000,0.04611679164
1,2011,01047,1457.00000,0.02365759008
1,2011,01065,1457.00000,0.02365759008
5,2007,05067,1717.00000,0.03842022824
42,2007,42093,1145.00000,0.02171151184
42,2007,42097,1145.00000,0.02171151184
29,2007,29067,1853.00000,0.02461411758
6,2018,06099,13061.00000,0.05910997868
26,2018,26027,2279.00000,0.03923425207
21,2006,21215,1164.00000,0.02442453365
21,2006,21111,8405.00000,0.02592271607
21,2006,21097,1084.00000,0.02298460625
17,2007,17077,2035.00000,0.02608740241
18,2007,18111,2182.00000,0.02290693402
18,2007,18029,1069.00000,0.01970143752
18,2007,18087,2450.00000,0.03059287748
19,2007,19175,1985.00000,0.02902343807
39,2011,39097,4758.00000,0.04692539080
17,2006,17165,1571.00000,0.02603320850
17,2006,17149,2871.00000,0.05573134039
17,2006,17023,1926.00000,0.03950039993
19,2006,19023,3711.00000,0.04269983546
45,2018,45051,6896.00000,0.04677347152
18,2011,18075,1303.00000,0.02803175354
18,2011,18033,2639.00000,0.03485715040
37,2017,37041,1054.00000,0.02186449820
37,2017,37075,1521.00000,0.03203251690
37,2017,37015,1822.00000,0.04249067164
22,2010,22009,1240.00000,0.02909978410
22,2010,22065,905.00000,0.01572463642
22,2010,22071,353.00000,0.00679944526
22,2010,22073,553.00000,0.00817684460
24,2010,24025,5503.00000,0.04583999733
27,2005,27029,1633.00000,0.03291476024
27,2005,27057,1633.00000,0.03291476024
27,2005,27091,3390.00000,0.05030046739
19,2015,19155,3046.00000,0.03458494658
19,2015,19111,1641.00000,0.03180417466
20,2015,20017,2488.00000,0.05052392170
20,2015,20121,1362.00000,0.02805991059
8,2009,08059,39230.00000,0.07990760619
40,2010,40059,3901.00000,0.04229138886
40,2013,40065,868.00000,0.01676905838
46,2018,46103,5267.00000,0.05736785353
46,2018,46029,5573.00000,0.08064072697
46,2018,46089,5573.00000,0.08064072697
47,2018,47175,1973.00000,0.04985344653
33,2015,33017,3652.00000,0.04500252615
54,2012,54051,1369.00000,0.02567324282
55,2012,55099,3927.00000,0.05095764559
20,2007,20119,3155.00000,0.04324168745
20,2007,20145,2549.00000,0.04925413511
21,2007,21143,909.00000,0.01953074642
21,2007,21095,2160.00000,0.05584281282
22,2007,22003,2866.00000,0.04835335403
22,2007,22081,2227.00000,0.03404417947
21,2009,21115,1226.00000,0.01542468201
21,2009,21137,3248.00000,0.06391687657
21,2009,21099,2372.00000,0.03242607757
22,2009,22065,1342.00000,0.02432040594
6,2008,06019,3972.00000,0.03823973968
40,2017,40049,1575.00000,0.03811252269
40,2017,40117,1229.00000,0.03089647544
55,2014,55113,4852.00000,0.05903897400
39,2015,39165,6321.00000,0.05696647441
20,2014,20023,2234.00000,0.04108127988
21,2014,21095,651.00000,0.01703029352
28,2013,28045,1150.00000,0.02177535409
19,2013,19135,1643.00000,0.03392595346
19,2013,19111,2591.00000,0.05544855333
20,2013,20081,2770.00000,0.04154169166
20,2013,20197,2406.00000,0.04178897091
20,2013,20001,2361.00000,0.04815320919
55,2006,55115,4578.00000,0.03646181783
55,2006,55121,7571.00000,0.07625676098
55,2006,55081,7571.00000,0.07625676098
39,2014,39001,2211.00000,0.04959956928
39,2014,39033,1461.00000,0.02756603774
6,2015,06047,4334.00000,0.04559753390
29,2016,29153,2114.00000,0.04701120797
29,2016,29027,2126.00000,0.03032291191
29,2016,29019,2922.00000,0.03305803824
19,2008,19061,4494.00000,0.06202727323
20,2008,20073,2131.00000,0.03445878206
21,2008,21039,1876.00000,0.02180482589
21,2008,21067,4728.00000,0.03234744771
37,2012,37033,1573.00000,0.03225475722
32,2005,32009,1782.00000,0.02637577336
37,2006,37125,9157.00000,0.10811097993
37,2006,37013,668.00000,0.00952693355
38,2006,38035,1513.00000,0.01962564695
19,2018,19083,3958.00000,0.06434621450
8,2015,08125,3453.00000,0.07238841953
8,2015,08115,3453.00000,0.07238841953
9,2015,09003,19875.00000,0.04581783980
29,2009,29135,2489.00000,0.02784645850
29,2009,29005,3920.00000,0.08103024164
13,2009,13195,1666.00000,0.02993979693
13,2009,13033,679.00000,0.01630095549
41,2013,41059,1982.00000,0.03996612357
18,2016,18103,3015.00000,0.05184777562
18,2016,18159,1540.00000,0.02506224877
13,2008,13119,2088.00000,0.03401981230
13,2008,13263,2310.00000,0.02033218030
13,2008,13183,1512.00000,0.01771570511
42,2008,42023,2767.00000,0.04521094082
42,2008,42005,3458.00000,0.03811560337
45,2008,45031,1492.00000,0.02362217191
55,2016,55093,6558.00000,0.06583478060
55,2016,55081,6558.00000,0.06583478060
55,2016,55099,5672.00000,0.07178020476
27,2014,27095,3535.00000,0.04495053534
29,2014,29059,2353.00000,0.06020520431
29,2014,29063,1666.00000,0.03010099915
29,2014,29179,390.00000,0.01062612392
4,2010,04021,9554.00000,0.06454009944
47,2014,47115,2052.00000,0.04982880455
47,2014,47175,1063.00000,0.02924427082
48,2014,48179,2261.00000,0.02767001579
48,2014,48465,1695.00000,0.02465992580
48,2014,48163,2184.00000,0.03841621080
48,2014,48429,2039.00000,0.02793724738
27,2015,27039,3057.00000,0.04909423781
27,2015,27011,3723.00000,0.05171120618
29,2014,29069,870.00000,0.02186863736
29,2014,29187,810.00000,0.01586648645
48,2014,48097,4734.00000,0.05640481836
39,2018,39089,4847.00000,0.05683297180
39,2016,39165,8798.00000,0.08182054907
48,2007,48115,1654.00000,0.03781262859
48,2007,48451,1326.00000,0.02356788653
48,2007,48275,1333.00000,0.01981242847
48,2007,48481,1607.00000,0.02993164335
5,2010,05111,1732.00000,0.04530117961
26,2011,26149,1300.00000,0.04692293810
48,2016,48001,1175.00000,0.02396198711
48,2016,48043,1505.00000,0.03156194950
48,2016,48069,896.00000,0.01159720425
48,2016,48309,4694.00000,0.04159466908
48,2016,48051,1747.00000,0.02780651631
48,2016,48273,773.00000,0.01861439545
19,2012,19045,2728.00000,0.04350114015
19,2012,19195,2249.00000,0.03845101727
20,2012,20173,9195.00000,0.03237083351
47,2009,47143,1409.00000,0.02523009705
27,2009,27017,4705.00000,0.03648644457
27,2009,27151,7643.00000,0.07715136527
27,2009,27063,5230.00000,0.07615580633
28,2009,28141,884.00000,0.02027941548
28,2009,28003,884.00000,0.02027941548
30,2005,30025,1900.00000,0.03143977628
31,2005,31083,4569.00000,0.08036232521
31,2005,31165,3799.00000,0.06996059077
13,2018,13219,3464.00000,0.06270818248
13,2018,13005,601.00000,0.00933853349
13,2018,13029,1788.00000,0.03324408746
16,2018,16053,3876.00000,0.07052530068
17,2018,17131,3786.00000,0.04952321155
17,2018,17001,3048.00000,0.05904916889
39,2008,39113,3736.00000,0.03166557894
36,2014,36113,1924.00000,0.03472798816
34,2005,34001,1785.00000,0.01444852763
8,2007,08001,19320.00000,0.04467434208
13,2005,13149,934.00000,0.02311881188
13,2005,13145,2175.00000,0.02184458706
13,2005,13125,1625.00000,0.03177054821
13,2005,13241,573.00000,0.01595167172
48,2011,48445,2235.00000,0.04239458260
13,2011,13297,1987.00000,0.04259013161
13,2011,13117,2408.00000,0.03398633772
13,2011,13027,5951.00000,0.05572566977
26,2017,26061,3116.00000,0.04336390331
26,2017,26039,2114.00000,0.04212833798
28,2012,28007,769.00000,0.01860994144
28,2012,28071,1427.00000,0.02477172517
29,2012,29195,3230.00000,0.05768269162
29,2012,29169,10689.00000,0.17383879781
31,2012,31003,4096.00000,0.04466057527
51,2016,51510,4997.00000,0.05153140146
51,2016,51730,1572.00000,0.02117228747
51,2016,51171,3240.00000,0.06825363387
19,2016,19143,4063.00000,0.06665026247
19,2016,19103,4365.00000,0.05570586283
20,2016,20117,3345.00000,0.04641514147
45,2014,45055,965.00000,0.01983433704
46,2014,46005,5841.00000,0.08511227359
46,2014,46007,3253.00000,0.07708165490
13,2012,13107,638.00000,0.01298384143
13,2012,13051,5003.00000,0.03987502690
13,2012,13295,3124.00000,0.04529374239
13,2012,13185,2397.00000,0.05067867563
29,2018,29077,6792.00000,0.03586970299
29,2018,29167,1740.00000,0.03639634363
30,2018,30033,5514.00000,0.07701762718
30,2018,30107,5744.00000,0.08503960323
31,2018,31107,6006.00000,0.06577808930
45,2005,45089,1975.00000,0.03187437462
47,2015,47075,1498.00000,0.02951840467
28,2015,28079,487.00000,0.01079272212
4,2005,04003,3958.00000,0.04899363751
35,2005,35009,4662.00000,0.05578890684
36,2005,36043,2103.00000,0.02965271217
54,2009,54037,6052.00000,0.05136169599
47,2013,47171,1620.00000,0.02791803815
18,2017,18043,1989.00000,0.03093456926
29,2006,29089,3782.00000,0.05942429766
30,2006,30047,3419.00000,0.05328533134
31,2006,31031,3588.00000,0.06288889278
1,2006,01057,2160.00000,0.02769230769
1,2006,01037,1170.00000,0.01590386994
1,2006,01017,1170.00000,0.01590386994
26,2013,26013,1661.00000,0.02476849436
26,2013,26111,3232.00000,0.03972858688
26,2013,26115,939.00000,0.01448962271
41,2009,41001,2477.00000,0.04899614281
41,2009,41041,3216.00000,0.04814155053
37,2011,37121,2533.00000,0.03466064587
37,2011,37075,4027.00000,0.05628861368
37,2011,37055,2696.00000,0.03188268685
37,2011,37125,1744.00000,0.01969197417
37,2011,37033,3793.00000,0.04250240918
38,2011,38063,5684.00000,0.05115881373
38,2011,38051,4986.00000,0.09350912398
38,2011,38023,4624.00000,0.07440662966
18,2009,18045,2803.00000,0.06853971049
18,2010,18131,1299.00000,0.01505196927
18,2010,18053,2141.00000,0.04033230352
19,2010,19151,2709.00000,0.03446433342
19,2010,19075,5702.00000,0.06808033049
20,2010,20077,3381.00000,0.06914393227
20,2010,20093,2828.00000,0.04024305210
41,2012,41069,1364.00000,0.02835169403
1,2017,01059,1650.00000,0.02107656541
8,2018,08087,2903.00000,0.05879850928
8,2018,08125,2903.00000,0.05879850928
8,2012,08063,2406.00000,0.05294078817
8,2012,08119,2178.00000,0.03724541273
25,2017,25025,11778.00000,0.02736447869
37,2010,37195,7456.00000,0.04919244168
17,2011,17003,1626.00000,0.03017257376
54,2011,54099,3786.00000,0.03196852122
54,2011,54085,1407.00000,0.02133305031
30,2017,30037,5848.00000,0.08215098474
21,2005,21145,3049.00000,0.03753400712
21,2005,21027,1439.00000,0.02644248438
21,2005,21095,344.00000,0.01165351130
28,2005,28079,1062.00000,0.01557161918
28,2005,28117,545.00000,0.01405254880
28,2005,28073,552.00000,0.01304409471
46,2017,46073,4666.00000,0.06394233405
46,2017,46009,4666.00000,0.06394233405
1,2012,01019,1606.00000,0.02734967048
2,2012,02275,4869.00000,0.10318519931
2,2012,02185,4869.00000,0.10318519931
2,2012,02130,3298.00000,0.04241964320
4,2012,04005,4998.00000,0.07652264446
35,2012,35025,992.00000,0.01848470167
30,2011,30087,2544.00000,0.03866085133
30,2011,30029,4084.00000,0.06266014085
30,2011,30095,7066.00000,0.10802959883
31,2011,31157,3851.00000,0.07049240344
31,2011,31103,3851.00000,0.07049240344
1,2013,01017,1334.00000,0.02606792512
1,2013,01015,741.00000,0.01802524995
1,2013,01081,2144.00000,0.02977777778
8,2017,08045,5980.00000,0.10651751839
39,2010,39107,4016.00000,0.06950020767
39,2010,39119,2319.00000,0.06433267678
46,2012,46069,3327.00000,0.08260502533
46,2012,46117,3327.00000,0.08260502533
47,2012,47029,756.00000,0.01665528409
51,2012,51181,3028.00000,0.04365125130
51,2012,51051,1470.00000,0.02073255010
51,2012,51660,3138.00000,0.05490813648
51,2012,51135,2169.00000,0.03127568456
47,2011,47141,1726.00000,0.04189218708
47,2011,47005,1680.00000,0.04031387229
34,2011,34013,8584.00000,0.02555492045
34,2011,34037,5207.00000,0.07102811387
34,2011,34015,4395.00000,0.02698421469
26,2016,26025,1521.00000,0.01763314707
35,2016,35053,1743.00000,0.04855423700
21,2016,21119,362.00000,0.01181230829
21,2016,21013,356.00000,0.01052133822
13,2006,13061,2637.00000,0.02505963185
13,2006,13307,2637.00000,0.02505963185
39,2017,39107,1180.00000,0.02115112298
39,2017,39079,938.00000,0.02295250447
39,2017,39159,2525.00000,0.03571933795
39,2017,39153,11018.00000,0.04151797995
22,2008,22119,874.00000,0.01277833823
23,2008,23023,1448.00000,0.02911547665
5,2017,05135,2033.00000,0.04226435491
5,2017,05011,290.00000,0.00783677881
5,2017,05029,3487.00000,0.05806730945
16,2005,16057,5557.00000,0.05815498927
46,2006,46113,3911.00000,0.09574051408
47,2006,47171,2522.00000,0.03924803137
27,2016,27117,2867.00000,0.05115349617
27,2016,27121,3995.00000,0.05429316953
17,2009,17141,1604.00000,0.03530473444
4,2015,04005,2705.00000,0.04145720942
5,2015,05149,2348.00000,0.04029310315
20,2017,20203,3683.00000,0.06991400748
20,2017,20041,2612.00000,0.03753574662
21,2017,21077,4291.00000,0.05377260367
21,2017,21071,1244.00000,0.03102399122
21,2017,21135,2225.00000,0.04196054766
50,2011,50007,6842.00000,0.05920375194
28,2017,28103,2639.00000,0.03848453473
28,2017,28107,1512.00000,0.03713801488
21,2017,21067,7533.00000,0.04527206510
21,2013,21149,689.00000,0.01588509245
21,2013,21011,658.00000,0.01268482640
21,2013,21121,1040.00000,0.02898873899
21,2013,21187,2170.00000,0.02908847185
21,2013,21131,496.00000,0.01451225935
22,2013,22075,299.00000,0.00640270670
8,2014,08041,17485.00000,0.05372726155
9,2014,09015,1700.00000,0.03032735706
16,2014,16071,2382.00000,0.04400923788
16,2014,16081,2868.00000,0.05013021971
16,2014,16085,3640.00000,0.08429047795
37,2005,37191,4341.00000,0.03525713914
37,2005,37145,1537.00000,0.01695363946
37,2005,37141,774.00000,0.01210699202
37,2005,37157,1669.00000,0.03262633174
37,2005,37105,2985.00000,0.04506068474
46,2011,46067,4272.00000,0.07313816127
13,2015,13141,1263.00000,0.02961590771
13,2015,13263,968.00000,0.01570434303
16,2015,16059,3233.00000,0.07913352099
53,2016,53033,79901.00000,0.06956278725
54,2016,54053,2212.00000,0.03546576880
13,2016,13131,1016.00000,0.02534677178
48,2018,48407,2653.00000,0.04021585896
48,2018,48159,2492.00000,0.03607098399
48,2018,48125,1163.00000,0.02152587547
48,2018,48319,1296.00000,0.03206650831
48,2018,48037,567.00000,0.01237748041
48,2018,48443,1706.00000,0.03280264575
48,2018,48187,4218.00000,0.05463730570
48,2018,48311,1785.00000,0.04648316450
27,2012,27141,2604.00000,0.04036082954
27,2012,27023,5772.00000,0.11519118704
18,2008,18053,1737.00000,0.03213393766
27,2007,27027,3631.00000,0.04939195255
27,2007,27061,3039.00000,0.06560314308
46,2010,46097,3630.00000,0.06173154431
46,2010,46007,3572.00000,0.08854515257
21,2015,21239,1169.00000,0.02149608326
42,2014,42001,2286.00000,0.03789536503
29,2015,29021,2074.00000,0.03648132838
29,2015,29159,2806.00000,0.05186116142
29,2015,29215,2242.00000,0.04709391476
29,2015,29219,3409.00000,0.05388445428
30,2015,30079,4745.00000,0.07012798912
30,2015,30045,4157.00000,0.06424542153
31,2015,31055,10202.00000,0.03631651828
31,2015,31155,1042.00000,0.02037703379
31,2015,31159,3652.00000,0.05405325400
31,2015,31049,3501.00000,0.06134249120
31,2015,31085,2523.00000,0.04806172016
38,2017,38051,2979.00000,0.04097548898
38,2008,38045,5178.00000,0.04747366394
38,2008,38001,4584.00000,0.07882112213
21,2011,21235,1010.00000,0.03020063989
22,2011,22085,1209.00000,0.01717646725
22,2011,22039,1724.00000,0.02905683274
23,2011,23005,12936.00000,0.05603541632
23,2011,23003,5764.00000,0.06080874363
40,2008,40065,6772.00000,0.07743410897
40,2008,40091,2676.00000,0.02183705445
19,2014,19089,3465.00000,0.05803048066
31,2013,31117,3465.00000,0.06813623314
20,2018,20079,3166.00000,0.03890773239
20,2018,20111,1609.00000,0.03306413497
16,2008,16085,5393.00000,0.05788095391
22,2016,22071,9702.00000,0.05385512073
22,2016,22099,1030.00000,0.01484813101
38,2012,38015,4018.00000,0.06221740477
38,2012,38037,6691.00000,0.06740407185
13,2017,13111,3811.00000,0.04721492641
13,2017,13207,1518.00000,0.02227374105
13,2017,13101,1579.00000,0.02457931850
13,2017,13177,2225.00000,0.04717081134
8,2008,08015,5438.00000,0.06379633975
8,2008,08013,23744.00000,0.09026489462
54,2008,54065,5056.00000,0.04130381505
27,2010,27039,2400.00000,0.03795006404
27,2010,27053,18389.00000,0.04679920801
27,2010,27033,6295.00000,0.08682638860
27,2010,27097,2985.00000,0.05566641180
27,2010,27137,7791.00000,0.04452101762
37,2014,37115,2401.00000,0.05280172414
37,2014,37123,2008.00000,0.04060256799
35,2015,35009,1025.00000,0.02442395215
20,2009,20095,2171.00000,0.04407674348
20,2009,20047,2171.00000,0.04407674348
20,2009,20037,2432.00000,0.05735713780
37,2015,37167,1868.00000,0.03500028105
37,2015,37005,2279.00000,0.03670714815
51,2017,51790,4272.00000,0.05963731800
51,2017,51730,1042.00000,0.01424119834
51,2017,51169,858.00000,0.01295465869
28,2006,28135,472.00000,0.01138611473
41,2015,41051,28293.00000,0.06801447168
41,2015,41063,2041.00000,0.03839714044
40,2006,40047,5474.00000,0.04676474106
40,2006,40111,5094.00000,0.04355000043
56,2012,56007,2611.00000,0.04444860577
22,2005,22111,1044.00000,0.01677027613
33,2012,33019,3858.00000,0.06214762074
2,2014,02270,1697.00000,0.03481454128
23,2016,23005,16959.00000,0.06127315492
46,2016,46073,3657.00000,0.05252725471
47,2016,47045,1077.00000,0.01984156227
47,2016,47171,2497.00000,0.04124613885
5,2018,05137,2757.00000,0.05385291532
19,2011,,4564.00000,0.05355298977
19,2011,19019,2803.00000,0.03736586016
20,2011,20131,2650.00000,0.05154037654
2,2009,02105,1967.00000,0.04945566088
5,2012,05109,1004.00000,0.02525595553
5,2012,05129,1633.00000,0.03058739792
30,2008,30085,2459.00000,0.04039690493
30,2008,30049,4585.00000,0.07365225214
30,2008,30045,2172.00000,0.02790984554
31,2008,31125,5495.00000,0.05781046164
31,2008,31135,3633.00000,0.07236331043
46,2009,46129,3438.00000,0.06791513571
24,2014,24037,2360.00000,0.02392295996
54,2010,54105,711.00000,0.01428801093
56,2010,56019,1658.00000,0.02643916441
50,2017,50001,3572.00000,0.05462024252
37,2018,37155,2134.00000,0.02771428571
37,2018,37037,3277.00000,0.05657413162
37,2018,37141,3264.00000,0.05996362501
37,2018,37027,1750.00000,0.03357442971
37,2018,37167,3319.00000,0.06163416899
49,2015,49031,2150.00000,0.03763149143
40,2009,40077,1545.00000,0.03346038896
40,2009,40025,3792.00000,0.04046785623
31,2014,31057,3263.00000,0.06376160234
31,2014,31079,2824.00000,0.05301992002
46,2013,46021,4783.00000,0.06785070858
24,2006,24025,4658.00000,0.03695769463
46,2015,46009,4395.00000,0.06462665059
29,2010,29153,2710.00000,0.03787825844
29,2010,29129,1483.00000,0.03064239519
29,2010,29181,5200.00000,0.04960033576
31,2010,31041,4381.00000,0.08012949482
31,2010,31087,2308.00000,0.04452074613
20,2006,20135,2684.00000,0.05587010824
20,2006,20117,1699.00000,0.03209232920
20,2006,20133,1506.00000,0.03177818573
38,2013,38055,4164.00000,0.03757817506
38,2013,38103,4167.00000,0.07142857143
38,2013,38047,3311.00000,0.04610072263
40,2005,40025,4076.00000,0.04491163119
27,2013,27073,3523.00000,0.06914757895
50,2007,50021,4380.00000,0.06345526983
28,2007,28011,1018.00000,0.02637510687
28,2010,28113,650.00000,0.01956829334
28,2010,28159,681.00000,0.02346900093
1,2008,01079,1591.00000,0.02264962132
6,2019,06017,7629.00000,0.08561040477
6,2019,06055,3724.00000,0.05524730736
9,2019,09009,20708.00000,0.04919372464
12,2019,12021,11168.00000,0.07160397258
24,2019,24027,13800.00000,0.08218835427
4,2019,04007,1788.00000,0.04382460354
42,2019,42127,4458.00000,0.06813180095
42,2019,42115,4458.00000,0.06813180095
45,2019,45019,27691.00000,0.06906002943
40,2019,40141,1762.00000,0.03872187060
49,2019,49023,6347.00000,0.09084533249
38,2019,38049,4992.00000,0.04507042254
38,2019,38071,3119.00000,0.05473082052
39,2019,39057,4446.00000,0.05417260665
39,2019,39137,1365.00000,0.02574742997
27,2019,27039,2293.00000,0.03590610858
28,2019,28059,1338.00000,0.02136049426
36,2019,36003,1881.00000,0.03655337259
47,2019,47119,5727.00000,0.06761112095
26,2019,26081,14981.00000,0.04401878166
26,2019,26017,3468.00000,0.04117640075
29,2019,29183,10576.00000,0.05024013225
30,2019,30047,5320.00000,0.05290163478
30,2019,30081,5320.00000,0.05290163478
31,2019,31181,1734.00000,0.02898114721
8,2019,08023,2229.00000,0.05006063873
8,2019,08003,2229.00000,0.05006063873
8,2019,08071,2229.00000,0.05006063873
19,2019,19097,4237.00000,0.05301153567
13,2019,13167,1369.00000,0.02560888922
13,2019,13017,653.00000,0.01271046229
13,2019,13241,4363.00000,0.06983928800
13,2019,13049,824.00000,0.01281652461
13,2019,13165,1921.00000,0.04058736531
51,2019,51137,5464.00000,0.06098758818
51,2019,51790,3159.00000,0.04062865742
51,2019,51830,6537.00000,0.07873532069
54,2019,54105,1711.00000,0.04471215408
46,2019,46093,5617.00000,0.05786843868
46,2019,46015,5967.00000,0.08490082809
46,2019,46125,3326.00000,0.04635023273
1,2019,01125,2016.00000,0.01949219732
1,2019,01061,2307.00000,0.02837917630
2,2019,02060,1862.00000,0.03882321053
21,2019,21213,3173.00000,0.04561267322
21,2019,21139,1317.00000,0.03209768224
21,2019,21207,2485.00000,0.05541308953
55,2019,55023,5151.00000,0.04970328557
50,2019,50011,8638.00000,0.07189945064
39,2020,39057,9649.00000,0.12997211708
39,2020,39137,6149.00000,0.11903287003
40,2020,40141,1104.00000,0.02312332440
6,2020,06017,19824.00000,0.23818907099
6,2020,06055,10970.00000,0.17122966940
26,2020,26017,7617.00000,0.09264958097
26,2020,26081,52935.00000,0.16358764849
27,2020,27039,5251.00000,0.08378943337
54,2020,54105,3239.00000,0.08601550882
55,2020,55023,11315.00000,0.11784371518
29,2020,29183,41156.00000,0.18892591879
30,2020,30047,17606.00000,0.16575032950
