ST,YEAR,FIPS_CODE,TELEWORKERS,TELEWORK
49,2016,49039,2927.00000,0.05146554604
51,2016,51700,2786.00000,0.03156761657
16,2016,16069,1997.00000,0.04753403789
1,2018,01021,813.00000,0.01768506232
27,2012,27149,3606.00000,0.04948470585
27,2012,27143,3858.00000,0.05933102653
40,2018,40003,2041.00000,0.03997492998
40,2018,40049,1625.00000,0.03517849025
28,2012,28113,1646.00000,0.02502356411
29,2012,29115,3423.00000,0.06815873838
19,2016,19051,3680.00000,0.06507285330
16,2012,16035,3737.00000,0.09252061103
47,2014,47141,1247.00000,0.02652909265
30,2018,30089,7058.00000,0.06638325088
31,2018,31093,2298.00000,0.04359869470
55,2009,55125,5976.00000,0.04114285714
37,2011,37157,2267.00000,0.04118224095
17,2011,17091,2406.00000,0.04971382524
5,2017,05027,507.00000,0.01470374989
54,2010,54007,1892.00000,0.03037942163
1,2010,01071,1663.00000,0.03534237259
40,2015,40009,1483.00000,0.03033650404
18,2010,18097,11738.00000,0.02892408229
37,2018,37175,4939.00000,0.07261313182
38,2018,38007,4419.00000,0.03958932459
49,2015,49051,2396.00000,0.03914776812
49,2015,49023,2150.00000,0.03763149143
27,2006,27151,5607.00000,0.06005140838
46,2012,46031,3327.00000,0.08260502533
47,2012,47017,1601.00000,0.03012399571
47,2012,47011,2799.00000,0.04018318594
51,2012,51177,4299.00000,0.04872381902
51,2012,51197,1754.00000,0.02137147870
51,2012,51111,2169.00000,0.03127568456
51,2012,51125,3483.00000,0.07216110386
45,2013,45021,957.00000,0.01485586551
21,2018,21219,835.00000,0.01915049768
21,2018,21217,1412.00000,0.03520231358
21,2018,21037,2242.00000,0.02969064520
46,2007,46007,3849.00000,0.08928944255
46,2007,46053,3849.00000,0.08928944255
13,2008,13139,1712.00000,0.03185412597
13,2008,13297,1821.00000,0.03425507901
46,2008,46045,2825.00000,0.05614516257
29,2014,29195,1451.00000,0.02420269549
2,2010,02170,5051.00000,0.07848042262
2,2010,02275,2934.00000,0.06599635603
27,2015,27047,3057.00000,0.04909423781
27,2007,27041,5630.00000,0.05806817596
27,2007,27059,3776.00000,0.07493252897
27,2007,27085,3576.00000,0.07028163755
27,2007,27159,2724.00000,0.05016020329
27,2007,27023,3748.00000,0.06216516561
46,2010,46127,4876.00000,0.09929540178
21,2015,21165,789.00000,0.01486911784
22,2015,22077,505.00000,0.01131272401
22,2015,22039,1736.00000,0.04401399523
29,2015,29005,2556.00000,0.05222294868
30,2015,30025,4745.00000,0.07012798912
30,2015,30007,3650.00000,0.05102968110
30,2015,30031,4276.00000,0.05620695094
39,2007,39167,1644.00000,0.03107456762
28,2007,28135,213.00000,0.00513872135
28,2010,28031,1117.00000,0.01920134770
29,2011,29087,2371.00000,0.05238042638
29,2011,29121,2870.00000,0.06487195136
54,2007,54037,2514.00000,0.02093395064
54,2007,54013,628.00000,0.00990833215
1,2008,01083,2246.00000,0.02866221717
50,2006,50021,3386.00000,0.04804336105
35,2017,35001,20414.00000,0.05883522735
29,2013,29217,1695.00000,0.03391356543
29,2013,29007,2216.00000,0.03632191444
30,2013,30053,1418.00000,0.02852831707
30,2013,30071,5215.00000,0.07362387588
20,2018,20129,3084.00000,0.04482362688
29,2017,29219,2463.00000,0.03792031038
20,2005,20201,2043.00000,0.04059209219
46,2015,46105,4541.00000,0.04948132328
29,2010,29063,1579.00000,0.03382387593
29,2010,29017,718.00000,0.01586705266
31,2010,31113,2308.00000,0.04452074613
31,2010,31091,2308.00000,0.04452074613
8,2013,08067,3131.00000,0.05572661742
38,2010,38099,2279.00000,0.02538908013
50,2012,50005,3919.00000,0.05168002954
18,2008,18171,1230.00000,0.02815998535
1,2009,01133,400.00000,0.00811424862
1,2009,01049,1124.00000,0.02516624499
1,2009,01131,1382.00000,0.01833304591
2,2009,02050,1967.00000,0.04945566088
5,2012,05051,1504.00000,0.02327380768
1,2015,01123,2379.00000,0.04856687898
1,2015,01005,2331.00000,0.04072825118
31,2008,31033,6301.00000,0.10809929832
31,2008,31041,4328.00000,0.08107449937
32,2008,32005,2570.00000,0.02371680109
25,2007,25003,2153.00000,0.03928903812
40,2016,40079,862.00000,0.01356668450
40,2016,40093,1991.00000,0.03983354340
40,2016,40087,2865.00000,0.05830874122
28,2006,28133,679.00000,0.01762766427
28,2006,28005,592.00000,0.01466617119
31,2017,31181,3648.00000,0.06157481644
13,2017,13271,1378.00000,0.02487454421
13,2017,13143,3214.00000,0.04325706595
13,2017,13321,817.00000,0.01814305701
40,2009,40027,2230.00000,0.02806160970
41,2009,41025,2889.00000,0.06815286624
30,2014,30035,4206.00000,0.08124867193
30,2014,30031,5599.00000,0.08372211257
30,2014,30059,3769.00000,0.05422943555
31,2014,31037,5341.00000,0.05608291157
38,2012,38005,4315.00000,0.06894402991
38,2012,38027,4315.00000,0.06894402991
38,2016,38093,3624.00000,0.05905357841
38,2011,38093,5684.00000,0.05115881373
19,2010,19127,3235.00000,0.03680360414
2,2011,02240,5832.00000,0.06432329293
2,2011,02100,5832.00000,0.06432329293
12,2019,12059,8818.00000,0.06645464685
12,2019,12119,8238.00000,0.06305733947
32,2019,32017,4680.00000,0.06238086987
34,2019,34009,2661.00000,0.05415360821
6,2019,06001,51307.00000,0.06324367434
6,2019,06049,2551.00000,0.05894586039
39,2019,39095,10624.00000,0.03510058710
40,2019,40027,7208.00000,0.04943012714
40,2019,40031,8172.00000,0.08902833611
19,2019,19179,3693.00000,0.06056977908
19,2019,19107,3693.00000,0.06056977908
19,2019,19165,4502.00000,0.05164680104
38,2019,38017,2658.00000,0.02426311514
49,2019,49003,2929.00000,0.05001109840
13,2019,13053,2652.00000,0.02894848872
13,2019,13151,10380.00000,0.09137404379
15,2019,15005,7216.00000,0.06058774139
51,2019,51119,5842.00000,0.08326563190
51,2019,51670,1975.00000,0.02923890032
51,2019,51127,7682.00000,0.07079531840
53,2019,53053,21499.00000,0.04846778321
54,2019,54013,1456.00000,0.04415600170
54,2019,54035,1456.00000,0.04415600170
1,2019,01021,1515.00000,0.02986339713
48,2019,48397,6845.00000,0.07287031320
29,2019,29083,4020.00000,0.07802492139
30,2019,30017,4036.00000,0.05484068211
31,2019,31011,4424.00000,0.04797224029
31,2019,31133,3712.00000,0.05420877388
20,2019,20039,3203.00000,0.05980209111
55,2019,55009,6939.00000,0.04946288680
50,2019,50025,5219.00000,0.07908055034
29,2020,29083,5828.00000,0.12368421053
30,2020,30017,9184.00000,0.12671256502
31,2020,31133,5531.00000,0.07967788870
32,2020,32017,6589.00000,0.08922018659
31,2020,31011,6900.00000,0.08478429156
6,2020,06001,241502.00000,0.29852137346
6,2020,06049,3299.00000,0.07848221720
34,2020,34009,4713.00000,0.11324971165
1,2020,01021,2605.00000,0.05661689596
39,2020,39095,28374.00000,0.10162607450
40,2020,40027,14235.00000,0.10304987078
40,2020,40031,6065.00000,0.06788900456
12,2020,12119,19179.00000,0.14902908472
12,2020,12059,13326.00000,0.11055067943
19,2020,19107,5348.00000,0.09623378259
19,2020,19165,7412.00000,0.08753055657
19,2020,19179,5348.00000,0.09623378259
20,2020,20039,5555.00000,0.08835973786
48,2020,48397,13597.00000,0.13593329801
13,2020,13151,12257.00000,0.10851704294
13,2020,13053,7730.00000,0.08425527277
15,2020,15005,13115.00000,0.13046635629
51,2020,51127,19401.00000,0.17758352403
51,2020,51119,9135.00000,0.13479216774
51,2020,51670,9084.00000,0.12474080991
53,2020,53053,59414.00000,0.13929062917
49,2020,49003,8669.00000,0.13824612882
50,2020,50025,15361.00000,0.24677098059
38,2020,38017,8398.00000,0.08934137597
54,2020,54013,2209.00000,0.06217106189
54,2020,54035,2209.00000,0.06217106189
55,2020,55009,15663.00000,0.11839897196
48,2008,48333,2450.00000,0.05332230614
48,2008,48099,2450.00000,0.05332230614
48,2008,48101,3376.00000,0.04732865094
48,2007,48479,2523.00000,0.01946729217
48,2007,48357,1674.00000,0.02255699887
48,2007,48105,1654.00000,0.03781262859
48,2007,48387,2274.00000,0.03447178135
48,2007,48323,1758.00000,0.03228472260
39,2008,39021,5456.00000,0.05941478182
39,2008,39115,1281.00000,0.02660601907
39,2008,39171,1548.00000,0.03060619242
48,2009,48489,1269.00000,0.01779005215
48,2009,48061,6906.00000,0.04313176861
48,2009,48069,2388.00000,0.03098200501
48,2009,48191,2388.00000,0.03098200501
48,2009,48037,1486.00000,0.02915955338
12,2014,12085,7521.00000,0.11585384639
12,2014,12067,935.00000,0.02666856817
48,2008,48397,1241.00000,0.02605719565
48,2009,48087,2388.00000,0.03098200501
8,2007,08097,3514.00000,0.05469175577
36,2014,36039,2231.00000,0.04677639166
47,2011,47133,1726.00000,0.04189218708
47,2011,47083,1680.00000,0.04031387229
48,2011,48037,658.00000,0.01393329804
48,2011,48343,2904.00000,0.04387435979
48,2011,48495,3458.00000,0.05011303693
48,2011,48419,3128.00000,0.05306551759
48,2011,48417,1316.00000,0.02038761251
42,2017,42013,1981.00000,0.02709912178
22,2017,22073,1471.00000,0.02241318889
24,2017,24003,16767.00000,0.05585797476
35,2016,35001,14138.00000,0.04078265309
36,2016,36041,3105.00000,0.04213997801
20,2016,20019,1285.00000,0.02496842514
21,2016,21147,868.00000,0.02650867334
21,2016,21113,3038.00000,0.05623114369
13,2006,13049,2253.00000,0.02783096365
39,2017,39151,8311.00000,0.04568114986
40,2017,40023,2415.00000,0.03569369929
40,2017,40097,2028.00000,0.03008678881
35,2011,35035,1542.00000,0.03122721750
36,2016,36033,3105.00000,0.04213997801
20,2016,20135,3153.00000,0.05819705415
13,2006,13029,825.00000,0.00969937806
6,2016,06055,4847.00000,0.06725499174
39,2017,39057,4121.00000,0.05130343849
39,2017,39023,1873.00000,0.03102534371
54,2008,54029,1664.00000,0.02584051557
1,2014,01085,1097.00000,0.01448356900
2,2014,02090,2573.00000,0.02945081611
48,2014,48195,2261.00000,0.02767001579
48,2014,48185,1605.00000,0.02868991652
48,2014,48023,4098.00000,0.05928219075
48,2014,48165,1183.00000,0.02484980885
48,2014,48131,1250.00000,0.03451894400
29,2016,29087,2977.00000,0.05820250640
31,2016,31175,2374.00000,0.04490344058
32,2016,32011,3688.00000,0.05244372396
24,2016,24029,3844.00000,0.04735331436
48,2016,48199,1020.00000,0.01665550856
48,2016,48039,3231.00000,0.02002330164
36,2015,36103,25564.00000,0.03476411425
37,2015,37159,2998.00000,0.05266116283
37,2015,37029,1145.00000,0.02398860279
37,2015,37149,1037.00000,0.01941911200
48,2016,48183,2554.00000,0.04642792220
36,2015,36083,2852.00000,0.03503298161
37,2005,37133,2958.00000,0.02543334709
37,2005,37057,609.00000,0.01647816440
38,2005,38041,4057.00000,0.07172279678
38,2005,38085,4057.00000,0.07172279678
39,2005,39111,1684.00000,0.03526406165
39,2005,39057,1183.00000,0.03083780825
42,2007,42101,8264.00000,0.03858148612
45,2011,45047,2392.00000,0.03538304513
46,2011,46119,4194.00000,0.09954901495
46,2011,46105,1301.00000,0.02306124258
20,2015,20013,1464.00000,0.02524268497
20,2015,20005,2033.00000,0.03760497207
51,2016,51163,3675.00000,0.04811028055
51,2016,51678,3675.00000,0.04811028055
51,2016,51520,3032.00000,0.03828717910
13,2015,13321,1259.00000,0.02800702956
13,2015,13303,1263.00000,0.02961590771
13,2015,13197,968.00000,0.01570434303
13,2015,13187,3821.00000,0.07150476262
13,2015,13233,3150.00000,0.04682900723
17,2015,17015,1651.00000,0.02966596590
17,2013,17041,1953.00000,0.04421452990
45,2013,45031,2419.00000,0.02951619791
46,2013,46019,6120.00000,0.06894531690
46,2013,46047,4502.00000,0.10815615616
47,2013,47057,1218.00000,0.02551373091
47,2013,47109,2197.00000,0.04236977610
22,2006,22071,1028.00000,0.01777470390
22,2006,22017,1349.00000,0.02403092490
22,2006,22087,779.00000,0.01511066281
24,2006,24047,2315.00000,0.03006649696
16,2008,16045,2974.00000,0.06100888260
17,2008,17149,1611.00000,0.03031158275
45,2018,45059,3488.00000,0.04325450464
45,2018,45009,2593.00000,0.03583075392
6,2012,06099,8631.00000,0.04435798865
6,2012,06087,9313.00000,0.06969712845
6,2012,06011,2954.00000,0.06735680409
21,2018,21131,1070.00000,0.03435212534
21,2018,21073,2000.00000,0.03455007169
17,2012,17057,4433.00000,0.05312990640
17,2012,17085,2069.00000,0.03501971869
18,2012,18023,1373.00000,0.02508770648
39,2012,39117,3211.00000,0.04642722883
56,2015,56005,2964.00000,0.05705595873
56,2015,56003,2347.00000,0.04200146746
53,2015,53021,4462.00000,0.04668242975
54,2015,54037,2145.00000,0.02035258843
54,2005,54053,3550.00000,0.02988492200
54,2005,54093,2187.00000,0.05569562228
48,2006,48187,1676.00000,0.02530269634
48,2006,48249,1916.00000,0.02721784218
54,2013,54035,1036.00000,0.02753268842
55,2013,55097,3018.00000,0.03451825419
55,2013,55127,1693.00000,0.03327437107
37,2016,37043,2778.00000,0.06062060839
37,2016,37103,883.00000,0.01923831104
37,2016,37129,8156.00000,0.06575298291
37,2016,37029,1972.00000,0.03996028288
55,2007,55031,4275.00000,0.05273285720
12,2005,12007,2173.00000,0.02075334747
2,2008,02198,4655.00000,0.10398052180
48,2017,48475,1575.00000,0.03503581439
48,2017,48229,1575.00000,0.03503581439
6,2013,06045,4495.00000,0.08254976860
6,2013,06105,1877.00000,0.04488175797
37,2013,37073,1072.00000,0.02228782902
37,2013,37107,384.00000,0.00777233534
8,2016,08035,23299.00000,0.11503236350
1,2005,01005,2054.00000,0.02881553289
1,2005,01121,414.00000,0.00953543543
36,2018,36115,3621.00000,0.06146560065
36,2018,36037,916.00000,0.01919731741
8,2012,08115,2406.00000,0.05294078817
26,2017,26099,9538.00000,0.02289513796
24,2010,24027,8739.00000,0.05775903662
28,2011,28041,1437.00000,0.02683323063
28,2011,28081,1007.00000,0.02412438312
54,2011,54073,1668.00000,0.03417052485
55,2011,55081,4922.00000,0.05103215171
29,2017,29197,3626.00000,0.06814636622
29,2017,29225,3296.00000,0.04391329256
20,2005,20033,2142.00000,0.04339722031
20,2005,20019,2578.00000,0.04536496093
21,2005,21163,1439.00000,0.02644248438
42,2011,42045,12452.00000,0.05077061078
42,2010,42003,19193.00000,0.03672654767
42,2010,42121,2811.00000,0.03893621442
44,2010,44005,1239.00000,0.02494262592
45,2010,45047,2136.00000,0.03341781658
16,2010,16027,12957.00000,0.06116466356
16,2010,16087,4021.00000,0.09190857143
47,2008,47021,2917.00000,0.03899107095
26,2015,26069,876.00000,0.02268313524
26,2015,26009,2608.00000,0.04329780523
41,2016,41031,5712.00000,0.11459984351
41,2016,41019,1984.00000,0.04999496019
42,2016,42129,7906.00000,0.04864302810
42,2016,42031,2119.00000,0.03689452241
45,2005,45047,2542.00000,0.03495166990
47,2015,47013,1864.00000,0.04526029526
48,2015,48211,1882.00000,0.02333829365
48,2015,48471,2213.00000,0.03332429828
48,2015,48137,2376.00000,0.03527839644
48,2015,48395,1926.00000,0.03290620195
28,2015,28139,2927.00000,0.04855754077
28,2015,28143,921.00000,0.02378308586
6,2015,06045,6144.00000,0.10455558770
6,2015,06093,2082.00000,0.05102065822
48,2013,48393,1727.00000,0.02166087622
48,2013,48007,537.00000,0.00989661083
6,2014,06033,4881.00000,0.08512233829
22,2012,22123,771.00000,0.01527035056
22,2012,22091,2963.00000,0.04798691413
24,2012,24039,2461.00000,0.03101996572
48,2012,48189,1313.00000,0.02476237176
48,2012,48037,1052.00000,0.02229238626
48,2012,48371,1414.00000,0.03045903970
35,2005,35023,3134.00000,0.04187040748
35,2005,35059,4662.00000,0.05578890684
36,2005,36021,1562.00000,0.02248290752
24,2009,24033,12828.00000,0.02996440151
28,2013,28139,2355.00000,0.04044654358
28,2013,28035,960.00000,0.01310311882
18,2013,18091,1354.00000,0.02740890688
19,2013,19103,3392.00000,0.04503571523
19,2013,19051,2267.00000,0.03964187665
19,2013,19047,3263.00000,0.05707039790
19,2013,19091,2304.00000,0.03719308441
20,2013,20189,2770.00000,0.04154169166
20,2013,20043,1559.00000,0.02929790273
20,2013,20127,2231.00000,0.04242896809
54,2006,54071,1045.00000,0.02325788431
55,2006,55063,2098.00000,0.03541107567
39,2014,39085,7004.00000,0.04240145778
40,2014,40049,1366.00000,0.02992791885
41,2014,41049,5537.00000,0.12186908483
22,2014,22051,4026.00000,0.01690978508
23,2005,23011,2962.00000,0.06117685937
24,2005,24001,2103.00000,0.04943466303
48,2005,48135,2025.00000,0.04922336469
48,2005,48427,852.00000,0.02060559156
33,2011,33017,2659.00000,0.04186676324
51,2014,51750,2069.00000,0.02629338281
51,2014,51165,2935.00000,0.04521018500
51,2014,51173,2837.00000,0.03548778505
42,2014,42027,2514.00000,0.03480981986
51,2015,51047,4606.00000,0.05814261730
51,2015,51830,5524.00000,0.07246015610
19,2012,19149,2483.00000,0.03935897029
19,2012,19039,3552.00000,0.06922357343
19,2012,19097,3713.00000,0.04882506871
19,2012,19071,4063.00000,0.04594646553
21,2012,21111,13642.00000,0.03936176352
21,2012,21103,1571.00000,0.03170918779
21,2012,21101,1312.00000,0.02947585990
21,2012,21115,542.00000,0.01275804439
36,2012,36043,5793.00000,0.05552786458
5,2009,05107,1275.00000,0.03790806922
12,2017,12115,11017.00000,0.06628122443
12,2017,12023,3266.00000,0.05330156347
47,2009,47161,2210.00000,0.02973747595
47,2009,47135,959.00000,0.01823540597
47,2009,47115,1409.00000,0.02523009705
47,2009,47159,2005.00000,0.02916872763
27,2009,27081,3208.00000,0.05288231706
27,2009,27127,3208.00000,0.05288231706
28,2009,,4426.00000,0.03172123158
28,2009,28015,542.00000,0.01835483762
29,2005,29195,1983.00000,0.03365180647
30,2005,30087,1900.00000,0.03143977628
12,2013,12091,2388.00000,0.02693617885
25,2013,25013,12934.00000,0.04931540277
42,2013,42081,1908.00000,0.02687588917
47,2017,47133,1125.00000,0.02246450608
18,2017,18115,2338.00000,0.04217628170
18,2017,18163,2700.00000,0.03202922964
29,2006,29033,3782.00000,0.05942429766
29,2006,29107,2666.00000,0.02903949633
31,2006,31043,6236.00000,0.06544576796
39,2011,39111,1178.00000,0.02446622913
40,2011,40009,4531.00000,0.04714291660
17,2006,17031,31126.00000,0.03199978616
18,2006,18121,893.00000,0.01945321860
19,2007,19171,4314.00000,0.04927076076
19,2007,19147,6136.00000,0.08402486786
19,2007,19041,6136.00000,0.08402486786
42,2018,42095,7717.00000,0.04874274417
42,2018,42101,30715.00000,0.04397859131
42,2018,42085,1516.00000,0.03273308287
18,2011,18153,2366.00000,0.05722578305
5,2011,05035,798.00000,0.02080454676
5,2011,05113,3124.00000,0.04511451925
5,2011,05103,466.00000,0.01148830215
37,2017,37127,2805.00000,0.04412528119
37,2017,37141,3317.00000,0.05650766610
22,2010,22067,905.00000,0.01572463642
23,2010,23001,3511.00000,0.06076181576
21,2008,21007,1876.00000,0.02180482589
21,2008,21151,567.00000,0.01090426555
11,2005,11001,11073.00000,0.04575903465
27,2010,27065,3553.00000,0.06807035022
27,2010,27057,3457.00000,0.07071264932
26,2011,26041,1277.00000,0.03001880583
42,2015,42011,7029.00000,0.03610633106
44,2015,44009,3028.00000,0.04804900109
37,2014,37005,2117.00000,0.03532218774
34,2015,34039,10456.00000,0.03884187612
35,2015,35051,1571.00000,0.04828497664
5,2013,05065,2014.00000,0.03967925606
53,2017,53047,4488.00000,0.11047928513
54,2017,54031,2240.00000,0.04449741756
26,2008,26117,3296.00000,0.04394725263
26,2008,26085,2265.00000,0.05456253613
27,2008,27113,3619.00000,0.04724111374
27,2008,27075,4944.00000,0.05517426094
27,2008,27029,2365.00000,0.04409598568
29,2008,29095,7459.00000,0.03439292499
29,2008,29153,2988.00000,0.04148789936
38,2009,38059,3313.00000,0.06799105219
39,2009,39039,1376.00000,0.03098331494
39,2009,39033,1468.00000,0.03599097774
28,2012,28093,1198.00000,0.02109823536
37,2012,37023,1428.00000,0.02807873056
37,2012,37085,1692.00000,0.03384270742
38,2012,38077,4315.00000,0.06894402991
13,2017,13155,914.00000,0.01717205877
13,2017,13249,2337.00000,0.03885738989
13,2017,13311,2402.00000,0.04245991763
47,2006,47125,735.00000,0.01143648472
47,2006,47161,735.00000,0.01143648472
29,2009,29109,4632.00000,0.07130102826
29,2009,29107,3983.00000,0.04230663013
29,2009,29169,3072.00000,0.05530252570
27,2015,27001,2722.00000,0.05234011460
27,2015,27035,3822.00000,0.05844394153
48,2010,48389,2001.00000,0.03101315851
48,2010,48373,3258.00000,0.05461677731
48,2010,48195,4312.00000,0.05591648836
48,2010,48365,3078.00000,0.05378956014
18,2005,18157,1295.00000,0.02265530694
18,2005,18005,2140.00000,0.04454435702
26,2005,26007,1779.00000,0.04350377815
26,2005,26119,1779.00000,0.04350377815
26,2005,26085,2012.00000,0.04706873158
35,2012,35005,2368.00000,0.04078960967
35,2012,35053,1918.00000,0.05202907986
31,2011,31097,3512.00000,0.05278186901
12,2012,12063,1891.00000,0.02803849176
12,2012,12051,795.00000,0.02463741168
13,2012,13319,1481.00000,0.02044168392
13,2012,13175,638.00000,0.01298384143
1,2013,01105,889.00000,0.02150147535
1,2013,01077,945.00000,0.01277665860
8,2017,08063,2996.00000,0.06480079595
8,2017,08079,2596.00000,0.06826548859
39,2018,39049,31999.00000,0.04778744674
2,2007,02220,3100.00000,0.07815257399
34,2007,34021,6102.00000,0.03477339169
34,2007,34011,1052.00000,0.01674013017
24,2015,24037,3305.00000,0.03270269735
13,2007,13053,3441.00000,0.03813798836
13,2007,13251,2154.00000,0.02729449928
37,2007,37099,3479.00000,0.02571437019
53,2012,53031,1446.00000,0.03971545497
13,2013,13139,4318.00000,0.05115931898
13,2013,13215,7450.00000,0.08348742086
13,2013,13249,2953.00000,0.05169908437
13,2013,13093,2953.00000,0.05169908437
31,2009,31159,3907.00000,0.05961426958
31,2009,31129,3729.00000,0.06115721455
13,2009,13155,5198.00000,0.04839760898
19,2008,19013,2307.00000,0.02160699066
19,2008,19131,3157.00000,0.04580274497
20,2008,20091,14037.00000,0.04720350268
13,2010,13013,1694.00000,0.03076643661
13,2010,13187,544.00000,0.01331570960
39,2006,39003,3391.00000,0.05114630468
39,2006,39111,1329.00000,0.02535146787
18,2018,18133,1987.00000,0.03633404648
18,2018,18167,1570.00000,0.03174025554
18,2018,18031,801.00000,0.01610082615
19,2018,19195,3186.00000,0.05745613244
33,2006,33013,10097.00000,0.05094117825
42,2005,42113,1114.00000,0.02539610168
42,2005,42001,3145.00000,0.03997356279
27,2005,27133,3390.00000,0.05030046739
1,2012,01119,467.00000,0.01203825432
1,2012,01081,2136.00000,0.03291166546
2,2012,02270,4869.00000,0.10318519931
21,2007,21171,1909.00000,0.02384193633
29,2007,29155,1927.00000,0.04130760986
17,2017,17011,2083.00000,0.03136386906
54,2014,54023,974.00000,0.02009946553
54,2014,54033,1204.00000,0.01917869317
20,2014,20013,1926.00000,0.03315430696
20,2014,20081,1901.00000,0.03002305821
21,2014,21231,494.00000,0.01447788752
21,2014,21059,349.00000,0.00793722993
27,2018,27091,3152.00000,0.05694258771
27,2018,27165,3152.00000,0.05694258771
27,2018,27095,3690.00000,0.04526774213
13,2005,13181,1625.00000,0.03177054821
13,2005,13225,3236.00000,0.04670226584
21,2010,21145,2207.00000,0.02725667214
21,2010,21003,1615.00000,0.02258994013
21,2010,21065,990.00000,0.02165922814
13,2011,13263,4891.00000,0.04815019000
42,2012,42057,2374.00000,0.03948506420
42,2012,42039,2233.00000,0.04186116266
27,2014,27051,3511.00000,0.05019586538
27,2014,27071,2569.00000,0.04607823794
27,2014,27065,3535.00000,0.04495053534
27,2014,27171,3271.00000,0.04935347104
42,2009,,108813.00000,0.03721712125
45,2012,45077,1862.00000,0.02452064897
5,2015,05089,2472.00000,0.04021931894
5,2015,05045,2778.00000,0.03180163473
21,2017,21121,734.00000,0.01897621510
4,2017,04015,3396.00000,0.04339603353
27,2017,27169,3727.00000,0.06132153082
27,2017,27065,5276.00000,0.06497296898
27,2017,27121,5112.00000,0.07202637586
27,2017,27047,3885.00000,0.06037671339
28,2017,28141,1188.00000,0.02088350590
49,2018,49045,2847.00000,0.04882189526
49,2018,49003,2847.00000,0.04882189526
5,2014,05135,2605.00000,0.05223790808
5,2014,05041,1409.00000,0.03478840551
39,2016,39055,5054.00000,0.08728089111
28,2018,28039,1875.00000,0.03547441112
28,2018,28069,1081.00000,0.02324581210
56,2006,56033,3830.00000,0.05625899703
56,2006,56023,3830.00000,0.05625899703
21,2006,21189,1153.00000,0.02254110379
39,2013,39085,7654.00000,0.04793877065
24,2014,24045,3022.00000,0.03739497358
40,2005,40057,2570.00000,0.03040232808
40,2005,40153,4076.00000,0.04491163119
32,2018,32007,3009.00000,0.04371068726
46,2006,46019,1842.00000,0.03195586551
10,2010,10003,8995.00000,0.03520423938
27,2016,27111,3995.00000,0.05429316953
18,2015,18043,2964.00000,0.04471195185
19,2015,19015,2351.00000,0.03599259021
5,2016,05055,2693.00000,0.03365618946
5,2016,05077,1627.00000,0.04346780657
5,2016,05023,3113.00000,0.06184686296
8,2006,08047,4929.00000,0.08575007394
55,2016,55107,5672.00000,0.07178020476
13,2016,13043,925.00000,0.02027041834
13,2016,13039,1148.00000,0.01717714303
13,2016,13055,2976.00000,0.04034050859
13,2016,13095,1827.00000,0.03696435075
16,2016,16059,1997.00000,0.04753403789
48,2018,48051,2256.00000,0.03576751118
48,2018,48331,2256.00000,0.03576751118
48,2018,48369,2406.00000,0.03130774236
48,2018,48171,4017.00000,0.06801212265
48,2018,48413,1296.00000,0.03206650831
48,2018,48093,2224.00000,0.02820294964
48,2018,48055,3599.00000,0.04875570668
1,2018,01095,1987.00000,0.03748420080
26,2012,26081,12923.00000,0.04455331194
26,2012,26019,2969.00000,0.04355991138
40,2018,40103,2838.00000,0.05370321311
40,2010,40055,7580.00000,0.07996624116
41,2010,41017,3816.00000,0.05932282436
41,2010,41043,5748.00000,0.06963305753
40,2013,40075,868.00000,0.01676905838
40,2013,40055,868.00000,0.01676905838
46,2018,46099,6986.00000,0.04088990863
47,2018,47043,3663.00000,0.04138842751
26,2007,26085,1643.00000,0.03968599034
26,2007,26153,1509.00000,0.03215358718
45,2009,45005,3104.00000,0.03803362251
18,2009,18037,1441.00000,0.02693004915
18,2009,18107,2085.00000,0.03466910542
19,2009,19021,2728.00000,0.03331949093
18,2009,18081,2664.00000,0.03838063680
20,2009,20111,2848.00000,0.05209057322
20,2009,20109,3225.00000,0.06431349088
20,2009,20081,2481.00000,0.03450721856
28,2014,28133,683.00000,0.01664311126
28,2014,28053,683.00000,0.01664311126
28,2014,28159,1895.00000,0.02736857308
28,2008,28049,2224.00000,0.01557924822
47,2010,47099,1017.00000,0.02032536574
47,2010,47067,2134.00000,0.03555659230
51,2017,51071,4709.00000,0.05520321677
51,2017,51683,3139.00000,0.04438191921
38,2014,38043,5888.00000,0.08547579299
38,2008,38005,5178.00000,0.04747366394
38,2008,38037,4584.00000,0.07882112213
39,2010,39089,1651.00000,0.03855314777
22,2011,22017,651.00000,0.01186527175
22,2011,22101,564.00000,0.01511537534
22,2011,22045,564.00000,0.01511537534
40,2008,40003,3231.00000,0.03477633788
40,2008,40121,1745.00000,0.03751719986
19,2014,19059,4504.00000,0.07237666720
19,2014,19113,3935.00000,0.03462018969
51,2018,51720,2075.00000,0.03246346882
53,2018,53009,3666.00000,0.08539681800
47,2005,47113,954.00000,0.01947694004
19,2011,19105,4301.00000,0.03848838458
20,2011,20051,3196.00000,0.06309222994
41,2012,41003,4625.00000,0.05627205256
13,2014,13121,38698.00000,0.07977011826
13,2014,13241,2299.00000,0.04437367304
13,2014,13183,801.00000,0.01564483681
29,2010,29093,5200.00000,0.04960033576
31,2010,31059,3380.00000,0.05195443995
31,2010,31063,2308.00000,0.04452074613
32,2010,32029,4067.00000,0.04413504216
32,2010,32009,1985.00000,0.02929629848
