ST,PUMA,YEAR,Telework
42,3501,2013,0.04127471
42,2600,2013,0.020583298
42,1806,2013,0.018737736
42,2200,2013,0.04048709
27,1000,2014,0.052678758
27,1409,2014,0.057692308
6,3752,2013,0.035127446
6,1903,2013,0.044009136
6,11101,2013,0.056867967
6,3716,2013,0.029761147
6,5902,2013,0.061920349
6,3100,2013,0.030896634
6,3767,2013,0.017385275
6,3736,2013,0.032951978
6,6513,2013,0.056905815
6,7902,2013,0.0953648
6,7505,2013,0.076873721
6,1907,2013,0.053042709
6,3760,2013,0.06936608
6,3713,2013,0.042456915
6,1100,2013,0.044881758
6,3707,2013,0.028225604
6,7507,2013,0.042610506
37,4400,2010,0.035508065
26,2901,2012,0.059065957
36,3105,2012,0.071712419
6,102,2012,0.053487669
6,3722,2012,0.082149306
25,100,2014,0.050273768
51,10701,2015,0.051379305
53,11505,2015,0.053937469
6,3713,2015,0.048415919
51,51010,2017,0.012954659
6,3709,2017,0.088961088
6,5700,2017,0.085852787
6,6704,2017,0.037833457
48,3702,2007,0.014953909
34,800,2010,0.073696934
34,302,2010,0.02676122
34,101,2010,0.029205245
18,2400,2011,0.029487576
18,3800,2011,0.037226836
48,2504,2011,0.023254103
48,5301,2011,0.03386267
48,6701,2011,0.058472798
48,501,2011,0.029462487
26,1200,2014,0.047621493
26,2701,2014,0.04878183
6,1304,2013,0.126380789
13,4006,2015,0.043639081
13,1900,2015,0.022853775
40,1204,2017,0.044967799
40,1001,2017,0.006129836
40,601,2017,0.103453951
17,800,2017,0.042999454
17,3411,2017,0.039774426
17,3204,2017,0.082909292
17,1701,2017,0.031294021
,38,2002,0.057551208
,40,2002,0.023053741
28,2200,2005,0.012548978
28,600,2005,0.011039021
29,2000,2005,0.047096248
29,600,2005,0.031800904
29,2200,2005,0.031076458
45,1001,2006,0.046049391
45,2000,2006,0.032230562
45,1600,2006,0.038547527
47,2500,2006,0.036361705
47,3101,2006,0.028085535
47,2205,2006,0.037474407
47,3103,2006,0.021568093
47,3105,2006,0.008775236
49,501,2008,0.060412658
49,503,2008,0.017317126
48,5201,2009,0.070321294
48,4623,2009,0.017370237
48,200,2009,0.010371893
48,2506,2009,0.0277453
48,2508,2009,0.032379229
48,5607,2009,0.033304262
48,6200,2009,0.015108925
48,2305,2009,0.071515562
48,501,2009,0.026946843
48,4200,2009,0.014799118
48,5000,2009,0.030557112
48,800,2009,0.044616848
48,4000,2009,0.031685978
48,4601,2009,0.011583843
48,4615,2009,0.016014501
53,2009,2007,0.066604077
53,601,2007,0.04924379
1,1200,2008,0.022376795
48,3702,2006,0.014655808
48,4621,2006,0.033802817
48,2306,2006,0.047238414
48,5302,2006,0.022844863
48,2504,2006,0.02939713
48,4502,2006,0.025387708
48,3100,2006,0.025461722
48,4614,2006,0.019592814
48,6701,2006,0.060414788
48,2307,2006,0.006919196
8,808,2006,0.064180422
8,820,2006,0.055098189
9,900,2006,0.035603559
36,2800,2009,0.057419466
36,300,2009,0.032202902
36,3505,2009,0.049383301
36,4003,2009,0.041517599
36,4013,2009,0.027275981
36,4114,2009,0.042506193
36,4109,2009,0.022383341
12,4007,2009,0.02701483
12,200,2009,0.044087129
12,2702,2009,0.051466257
12,3503,2009,0.018099271
12,4011,2009,0.04970116
12,4017,2009,0.045922929
12,4009,2009,0.038808442
12,4013,2009,0.030164248
20,500,2009,0.023294805
20,100,2009,0.064313491
21,1300,2009,0.031638046
6,2708,2009,0.02757387
6,1303,2009,0.03406068
6,5413,2009,0.080915879
6,6104,2009,0.056397985
6,8105,2009,0.027724902
6,2201,2009,0.079947075
6,600,2009,0.057964728
6,7900,2009,0.022729942
6,1902,2009,0.037382444
6,6103,2009,0.031787118
6,2712,2009,0.04402727
6,3001,2009,0.075731991
36,3505,2010,0.047738427
36,4110,2010,0.021055161
36,4105,2010,0.026180703
36,1005,2010,0.015374895
36,4017,2010,0.044994479
36,3000,2010,0.033443766
36,4302,2010,0.043651015
36,3704,2010,0.017813866
36,4310,2010,0.029802941
36,4109,2010,0.029006659
28,1100,2013,0.02329969
18,1900,2013,0.04681136
18,2305,2013,0.027543151
18,3200,2013,0.019330367
19,1200,2013,0.035476758
20,100,2013,0.062863817
20,1400,2013,0.048153209
6,7302,2013,0.075795635
6,5908,2013,0.027767581
8,810,2013,0.048543024
8,103,2013,0.097611144
4,103,2013,0.033432825
4,205,2013,0.038127524
4,109,2013,0.046122406
6,5918,2014,0.047495489
6,7306,2014,0.081400845
6,7320,2014,0.049622391
6,5500,2014,0.055857242
6,3720,2014,0.066630499
6,8511,2014,0.040006067
6,3744,2014,0.040956013
6,2905,2014,0.029554073
6,1906,2014,0.049281573
6,6510,2014,0.042713863
6,110,2014,0.054335457
6,2500,2014,0.036365292
6,7321,2014,0.082039023
6,3715,2014,0.029061035
6,7305,2014,0.04721085
41,1324,2014,0.05661728
41,1303,2014,0.064682275
41,1302,2014,0.086080934
41,1314,2014,0.095639461
55,1501,2015,0.027565192
55,1401,2015,0.046840551
55,2400,2015,0.035945926
25,100,2016,0.050484204
25,3301,2016,0.057070645
25,1300,2016,0.066194297
26,200,2016,0.046474983
26,1801,2016,0.041835537
26,1001,2016,0.017923282
42,2901,2017,0.046989197
42,3303,2017,0.036377041
42,3001,2017,0.067804415
42,2703,2017,0.047419768
48,2900,2017,0.037799355
48,4400,2017,0.054227455
48,5914,2017,0.085500782
48,5905,2017,0.046091597
48,5909,2017,0.040400223
48,4504,2017,0.031041282
48,400,2017,0.034646327
48,6703,2017,0.016280917
48,5902,2017,0.054274854
48,300,2017,0.034344157
48,900,2017,0.058724344
48,5904,2017,0.049309579
48,3305,2017,0.022232815
48,501,2017,0.011579443
48,1502,2017,0.033158222
48,2004,2017,0.108336929
8,803,2017,0.14452357
8,100,2017,0.064800796
8,820,2017,0.066755737
8,815,2017,0.084150435
9,1500,2017,0.055919404
9,302,2017,0.038712475
9,906,2017,0.05052673
39,3108,2005,0.059602113
39,604,2005,0.010379614
39,2300,2005,0.032230462
39,1900,2005,0.040501317
40,1302,2005,0.021452285
41,900,2005,0.070554095
41,702,2005,0.036217185
29,902,2006,0.041972698
24,805,2008,0.009696931
25,2700,2008,0.068487743
25,1000,2008,0.054753583
26,2505,2008,0.057437325
26,2601,2008,0.026044745
26,2503,2008,0.041960365
48,2507,2012,0.045215834
48,4638,2012,0.025687258
48,3501,2012,0.013054335
48,2310,2012,0.034898266
48,5912,2012,0.043610718
48,2501,2012,0.071652758
48,2001,2012,0.044838438
48,4621,2012,0.030683985
48,4634,2012,0.024045441
1,1700,2008,0.03008986
6,900,2009,0.039813453
18,2200,2013,0.038113927
8,400,2017,0.093042658
39,2700,2005,0.059354168
24,1204,2008,0.048595327
26,1800,2008,0.016121542
42,4103,2007,0.007302824
42,4303,2007,0.051715812
42,4104,2007,0.023241258
12,3612,2008,0.029257436
12,2708,2008,0.06868324
12,2102,2008,0.059478948
12,3903,2008,0.028022546
12,2403,2008,0.037867679
12,2104,2008,0.01651383
45,1300,2005,0.018894236
45,1002,2005,0.024361816
36,4009,2006,0.011213559
36,3807,2006,0.083264306
36,3901,2006,0.015796452
36,3701,2006,0.034739454
36,4211,2006,0.029430826
36,3504,2006,0.05178098
36,3503,2006,0.055961194
36,3703,2006,0.038445204
12,2003,2005,0.03630251
12,1801,2005,0.044902895
12,4002,2005,0.016087585
12,2002,2005,0.050363933
12,3901,2005,0.051011888
12,2802,2005,0.052470177
12,3607,2005,0.008836128
12,2602,2005,0.046977145
27,1404,2005,0.082484858
33,100,2006,0.036500066
33,800,2006,0.015440126
33,600,2006,0.058522621
34,601,2006,0.021502544
34,1101,2006,0.031163985
39,2000,2008,0.03650162
39,4800,2008,0.01750579
39,602,2008,0.023580539
39,1201,2008,0.020513152
39,3101,2008,0.04739095
39,3109,2008,0.038517761
39,701,2008,0.016085741
40,600,2008,0.040643739
39,2400,2009,0.025724029
39,608,2009,0.03177328
39,502,2009,0.024441434
39,1101,2009,0.053558059
39,1102,2009,0.037998482
27,1302,2009,0.087417349
27,1900,2009,0.078855313
27,1501,2009,0.043220499
27,700,2009,0.084656085
27,1405,2009,0.065847706
39,4602,2012,0.024843071
39,4000,2012,0.05610781
39,100,2012,0.028894656
40,100,2012,0.029292945
41,400,2012,0.056642382
41,901,2012,0.032420551
41,800,2012,0.042356031
34,1001,2012,0.071899375
34,901,2012,0.0607617
34,602,2012,0.039978881
34,1902,2012,0.047847694
45,604,2013,0.025242953
45,1000,2013,0.028058714
45,1300,2013,0.017776556
47,400,2013,0.040078585
47,2600,2013,0.078748338
48,2501,2013,0.055811455
48,3301,2013,0.049094242
48,1700,2013,0.013271054
48,5303,2013,0.055949153
48,3601,2013,0.029646681
48,4608,2013,0.022657702
48,4501,2013,0.046949587
48,5915,2013,0.062202287
48,6801,2013,0.024690637
48,5305,2013,0.119483844
48,3700,2013,0.022151843
48,1400,2013,0.028675693
48,2800,2013,0.027824915
48,4603,2013,0.045280936
48,4621,2013,0.027323617
48,4625,2013,0.022383523
48,3602,2014,0.030055278
48,2005,2014,0.038891476
48,2509,2014,0.045627085
48,5302,2014,0.058486003
48,4610,2014,0.018801284
48,1903,2014,0.046027062
48,2512,2014,0.014790015
48,4504,2014,0.027549246
48,4607,2014,0.012871842
51,51246,2014,0.025519186
51,51175,2014,0.024065701
51,51206,2014,0.059976161
51,51045,2014,0.047302941
36,2201,2015,0.026670713
36,4017,2015,0.021101705
36,4103,2015,0.016789324
36,3802,2015,0.048343056
36,3202,2015,0.078687115
36,4004,2015,0.076507614
36,1000,2015,0.033035401
36,3205,2015,0.027411778
39,1802,2016,0.027213499
39,5000,2016,0.040122559
6,5917,2016,0.031905848
6,5302,2016,0.022511404
6,7322,2016,0.026108327
6,7319,2016,0.07129802
6,7901,2016,0.063811375
6,1902,2016,0.058682795
6,7316,2016,0.076028017
6,5903,2016,0.100634447
6,104,2016,0.042222378
50,100,2018,0.047662576
50,200,2018,0.090079148
51,51089,2018,0.097234452
51,51164,2018,0.054550646
51,51095,2018,0.048507842
51,59302,2018,0.072033545
27,1405,2018,0.043049134
28,600,2018,0.032853354
28,200,2016,0.0385539
28,1000,2016,0.008988593
1,900,2016,0.049990368
1,2100,2016,0.034870164
1,1303,2016,0.038010324
48,6200,2005,0.029991598
48,2501,2005,0.019610021
48,2900,2005,0.024798166
48,5500,2005,0.044321242
48,3801,2005,0.021600686
48,4619,2005,0.029140101
13,1000,2006,0.020803773
13,1101,2006,0.110514217
13,2000,2006,0.046616249
13,200,2006,0.009699378
13,1206,2006,0.03343573
17,3404,2007,0.045151221
17,3001,2007,0.050605221
17,3413,2007,0.014075478
17,1600,2007,0.03051939
17,1202,2007,0.041306856
17,3510,2007,0.06773248
17,2000,2007,0.039986372
55,1300,2010,0.03612797
1,600,2010,0.020512981
6,2108,2011,0.092263977
6,2205,2011,0.067841964
6,2303,2011,0.04970623
6,4700,2011,0.049428854
6,1201,2011,0.121236451
6,5403,2011,0.027546955
6,6802,2011,0.030657321
6,5900,2011,0.032611899
6,5407,2011,0.049653259
6,5500,2011,0.02940506
6,5200,2011,0.03289539
6,1602,2011,0.057471889
51,1100,2011,0.022307641
51,600,2011,0.072054429
51,305,2011,0.068684186
51,2802,2011,0.041999111
51,2200,2011,0.053228827
51,3400,2011,0.044617025
53,2008,2011,0.039362654
53,1300,2011,0.029756568
13,1305,2009,0.073782499
13,1105,2009,0.03706136
13,500,2009,0.033784861
15,306,2009,0.025901255
15,301,2009,0.026055125
42,1000,2010,0.039738981
42,700,2010,0.026045205
42,4006,2010,0.068490598
42,400,2010,0.032869268
42,4102,2010,0.022695552
17,3502,2011,0.071322232
17,1201,2011,0.010996955
17,2300,2011,0.049713825
17,3006,2011,0.043844013
17,3511,2011,0.019422332
36,4307,2006,0.016939402
47,3206,2013,0.040392233
6,7310,2016,0.108514929
51,51010,2018,0.032463469
6,200,2011,0.061276366
17,3510,2011,0.065105095
28,400,2011,0.014478844
22,2500,2007,0.028953512
22,77777,2007,0.021004786
23,900,2007,0.052607121
24,1300,2007,0.043994999
24,804,2007,0.047620066
39,3109,2007,0.034200673
39,603,2007,0.009931034
39,4403,2007,0.034758862
40,700,2007,0.051395029
40,1500,2007,0.038604265
4,201,2007,0.064723129
4,122,2007,0.036538622
34,1203,2007,0.034513516
34,1402,2007,0.007587222
34,101,2007,0.024486235
34,1302,2007,0.011563336
35,100,2007,0.021712977
13,3000,2008,0.127350508
13,1000,2008,0.024208043
13,2800,2008,0.011805311
13,3100,2008,0.12186856
13,1301,2008,0.037121237
13,800,2008,0.103001935
44,600,2008,0.027088397
55,2300,2008,0.043931065
1,904,2009,0.024960228
1,1600,2009,0.026523596
2,101,2009,0.020694105
4,101,2009,0.050021828
4,800,2009,0.055866984
4,122,2009,0.023014398
27,700,2007,0.050160203
27,200,2007,0.053206003
27,1202,2007,0.05101158
27,1402,2007,0.037159806
28,400,2007,0.007998748
18,1600,2005,0.032633248
18,1400,2005,0.02699043
25,2500,2005,0.032742919
25,4000,2005,0.009505259
26,1300,2005,0.020925415
26,2501,2005,0.031829541
26,3400,2005,0.045034769
26,100,2005,0.028718774
26,3704,2005,0.015838712
9,2100,2008,0.078742246
9,300,2008,0.037273397
9,2200,2008,0.050963932
9,2300,2008,0.083025326
10,103,2008,0.020199287
11,101,2008,0.082359282
47,502,2008,0.038956429
47,1302,2008,0.036046537
47,1700,2008,0.026151397
47,900,2008,0.028974697
47,3202,2008,0.039200506
47,2600,2008,0.032162228
45,101,2012,0.024520649
45,602,2012,0.034403706
12,5301,2012,0.046660618
12,9909,2012,0.080357325
12,1102,2012,0.016400008
12,3301,2012,0.04895676
12,9504,2012,0.02738993
12,8700,2012,0.069358982
12,9300,2012,0.024637412
12,10303,2012,0.064964258
12,904,2012,0.027040591
12,8607,2012,0.075690619
5,600,2010,0.037706276
6,800,2010,0.034458405
6,2105,2010,0.09769809
6,8003,2010,0.038549449
6,8113,2010,0.086399084
6,7604,2010,0.046945325
6,5416,2010,0.046902192
6,3902,2010,0.042808351
6,1800,2010,0.082413807
6,6500,2010,0.079514825
6,3302,2010,0.066431682
6,2104,2010,0.104899709
6,6115,2010,0.006400207
6,1502,2010,0.037911992
6,6108,2010,0.071664743
6,4200,2010,0.048502292
18,600,2014,0.024756208
19,1600,2014,0.047823065
20,1301,2014,0.028055732
1,800,2014,0.025210526
1,2400,2014,0.028557626
4,101,2014,0.073213483
47,1400,2017,0.066653945
47,900,2017,0.023096212
47,1000,2017,0.050298907
47,300,2017,0.027337306
47,2600,2017,0.092374001
47,3207,2017,0.039251324
42,600,2014,0.064758674
42,1100,2014,0.076052466
42,3103,2014,0.079515166
42,3403,2014,0.038901814
42,2702,2014,0.024111566
42,200,2014,0.034216662
42,2500,2014,0.027530325
42,1501,2014,0.030240172
45,400,2014,0.026291457
17,3417,2016,0.046605928
17,3504,2016,0.067096951
17,2501,2016,0.037696047
17,3108,2016,0.024210199
17,3106,2016,0.070796359
17,3306,2016,0.057944602
17,3008,2016,0.024675662
17,3408,2016,0.049842967
34,1403,2017,0.080024836
34,1102,2017,0.036773843
35,400,2017,0.01627149
35,806,2017,0.026481492
23,400,2017,0.053577308
24,506,2017,0.035009548
53,11701,2018,0.054596331
53,11614,2018,0.037886496
53,11615,2018,0.087678855
53,11607,2018,0.069242206
54,900,2018,0.035913328
24,1007,2016,0.047666491
24,1103,2016,0.012423592
24,1202,2016,0.00613705
55,103,2017,0.052598316
55,30000,2017,0.042802663
55,1300,2017,0.054488104
31,702,2006,0.030449654
32,501,2006,0.037906528
32,200,2006,0.0338539
1,800,2006,0.029912161
1,2400,2006,0.033050493
51,2801,2010,0.065199879
51,900,2010,0.050081637
51,1600,2010,0.039489907
36,4304,2008,0.054857415
36,803,2008,0.026905496
36,4009,2008,0.024620283
36,1601,2008,0.039928862
36,1004,2008,0.024902539
36,3102,2008,0.06699229
37,3200,2009,0.028512422
37,2400,2009,0.038347031
38,500,2009,0.044055012
38,300,2009,0.067991052
6,2709,2010,0.049856135
42,3503,2014,0.073148866
31,802,2006,0.056844751
36,3502,2008,0.041256922
48,4606,2012,0.015471428
48,5100,2012,0.057548511
2,102,2011,0.046251752
4,400,2011,0.049182901
4,103,2011,0.066278178
10,103,2017,0.030054065
12,8624,2017,0.034677568
12,9702,2017,0.052205647
12,6300,2017,0.031368767
12,8621,2017,0.029742618
12,5704,2017,0.048821695
36,703,2018,0.044645135
36,1101,2018,0.024917715
36,4002,2018,0.052362378
36,3810,2018,0.097111279
36,4015,2018,0.040997026
42,600,2015,0.063339859
42,1802,2015,0.073560644
42,1806,2015,0.0394299
42,3211,2015,0.036544495
26,1002,2017,0.037806669
26,1600,2017,0.0491158
26,1703,2017,0.029330537
26,900,2017,0.030929613
27,2400,2017,0.060376713
27,1406,2017,0.06948604
27,1408,2017,0.06099858
27,1700,2017,0.075568392
32,401,2018,0.037244473
8,815,2016,0.048235353
8,812,2016,0.094142851
9,303,2016,0.062227284
28,1600,2011,0.013285024
55,2101,2011,0.052752125
9,300,2014,0.04010641
9,103,2014,0.073273363
9,700,2014,0.050180445
10,300,2014,0.0523156
12,9901,2014,0.052017098
12,5301,2014,0.062429754
12,10900,2014,0.077359525
12,903,2014,0.051849522
12,8616,2014,0.064459436
12,10102,2014,0.051303885
12,8618,2014,0.024888454
12,2101,2014,0.123514138
12,10303,2014,0.054968765
12,8601,2014,0.055822391
12,7104,2014,0.058265816
12,3106,2014,0.076139171
47,3202,2014,0.034767648
47,2600,2014,0.084184877
26,1002,2015,0.033374793
26,1300,2015,0.022683135
26,2908,2015,0.036387795
26,1200,2015,0.045557361
27,1502,2015,0.057953205
27,1101,2015,0.029979675
24,506,2015,0.023314204
24,505,2015,0.035969552
45,603,2015,0.040749492
25,503,2015,0.044374374
25,502,2015,0.034398034
25,3601,2015,0.057088926
25,4200,2015,0.030599952
12,8602,2014,0.009917173
51,301,2005,0.036627816
51,600,2005,0.050943924
51,2700,2005,0.014255188
51,3000,2005,0.027957791
37,2200,2006,0.024063013
37,904,2006,0.027743222
37,1900,2008,0.035875919
37,901,2008,0.04267101
37,4500,2008,0.040209971
38,200,2008,0.047473664
4,101,2006,0.053177898
5,1600,2006,0.00999435
6,100,2006,0.074275805
6,1401,2006,0.050132399
6,600,2006,0.055137239
6,1505,2006,0.035368996
6,3402,2006,0.036139173
6,2409,2006,0.033598738
6,5406,2006,0.046429821
6,1402,2006,0.046834757
6,2408,2006,0.023165254
6,6400,2006,0.042153803
6,7000,2006,0.032449341
6,2207,2006,0.052776684
6,6801,2006,0.023819917
6,5702,2006,0.032097359
6,2802,2006,0.059350989
6,2303,2006,0.020103936
6,5405,2006,0.020517563
6,5409,2006,0.055704195
22,700,2006,0.008870779
22,1401,2006,0.028897167
15,304,2006,0.038862945
6,5424,2007,0.03652691
6,8002,2007,0.079254158
6,8113,2007,0.093122073
6,4401,2007,0.040592097
6,5413,2007,0.072354395
6,7501,2007,0.020363064
6,3401,2007,0.027459654
6,7300,2007,0.066206477
6,6702,2007,0.072480464
6,7000,2007,0.047416271
6,8112,2007,0.037065743
6,2201,2007,0.082811325
6,5418,2007,0.028287875
6,4200,2007,0.039840127
6,6108,2007,0.05367826
6,6602,2007,0.054906054
6,1502,2007,0.037791425
45,301,2010,0.017044328
45,1100,2010,0.139046349
6,2205,2005,0.059168916
6,5411,2005,0.061558526
6,8115,2005,0.044358937
6,300,2005,0.040157392
6,100,2005,0.051998949
6,6104,2005,0.02989631
6,2709,2005,0.033799793
6,6110,2005,0.038181593
6,3200,2005,0.053167294
6,8107,2005,0.033555149
6,6113,2005,0.011385861
6,1901,2005,0.023946843
26,3100,2010,0.020462606
26,3802,2010,0.018438251
26,4101,2010,0.02451704
26,3400,2010,0.045921709
26,2700,2010,0.027158244
26,3806,2010,0.019794369
26,1401,2010,0.052709781
24,1600,2011,0.032243193
32,506,2011,0.034266275
33,1000,2011,0.053162042
34,905,2011,0.015537327
34,1402,2011,0.022050934
34,502,2011,0.036398251
34,302,2011,0.012745243
37,1208,2012,0.090652071
37,4000,2012,0.043237866
37,1703,2012,0.086919311
37,1206,2012,0.090109709
37,3900,2012,0.020404128
37,1704,2012,0.044358201
37,1803,2012,0.05529107
22,1600,2015,0.024974498
51,51044,2016,0.050669136
51,4102,2016,0.030907687
51,59304,2016,0.074791365
18,3400,2016,0.023618798
18,3600,2016,0.046081608
51,51165,2016,0.030148258
19,2000,2016,0.050833958
19,700,2016,0.037903762
19,2300,2016,0.036695287
20,602,2016,0.042583926
20,1302,2016,0.051243286
40,800,2015,0.03483803
40,1001,2015,0.034298355
41,1322,2015,0.063014842
48,2400,2015,0.045938737
48,6301,2015,0.011060892
48,2503,2015,0.054462722
48,2102,2015,0.044897259
48,5909,2015,0.064087478
48,2514,2015,0.027217451
48,4302,2015,0.008086558
48,4626,2015,0.010805224
48,2301,2015,0.041914191
48,1000,2015,0.033807151
48,3400,2015,0.039319115
48,4608,2015,0.016948013
48,5309,2015,0.13671977
6,2905,2018,0.057059396
6,5914,2018,0.068343541
6,6102,2018,0.087946928
6,6711,2018,0.05737656
6,3765,2018,0.069462972
6,3100,2018,0.038079802
6,3744,2018,0.085263945
6,7310,2018,0.11330975
6,7502,2018,0.064457491
6,5918,2018,0.088735217
6,3738,2018,0.033590938
6,3752,2018,0.029358382
6,1901,2018,0.031783015
6,7107,2018,0.028706555
6,7105,2018,0.055110563
6,6508,2018,0.01438543
6,5911,2018,0.044548468
6,3757,2018,0.022514762
6,7103,2018,0.064559931
6,5904,2018,0.088526183
6,104,2018,0.027278118
37,2500,2006,0.022702779
6,2106,2005,0.027809699
18,3000,2016,0.030758366
6,300,2018,0.079037989
6,8301,2018,0.050109812
22,1903,2008,0.004869316
22,1904,2008,0.009224499
23,700,2008,0.029115477
49,200,2006,0.028545465
49,503,2006,0.025257657
22,1502,2014,0.029292795
22,1201,2014,0.050604204
22,1300,2014,0.0084636
31,802,2018,0.067235859
12,8624,2018,0.034389243
12,9100,2018,0.059041551
12,1109,2018,0.028252125
12,3102,2018,0.013914366
12,9506,2018,0.009949229
12,11101,2018,0.062119718
12,8602,2018,0.025966307
55,40301,2013,0.011260953
55,1300,2013,0.03892257
55,800,2013,0.048276327
55,1001,2013,0.039443296
56,300,2013,0.028167759
13,1002,2014,0.116122858
13,1900,2014,0.024628866
13,4003,2014,0.069969822
16,1100,2014,0.05013022
17,1205,2014,0.019733809
17,2801,2014,0.041270865
17,2601,2014,0.042845516
8,600,2008,0.06379634
8,810,2008,0.022354148
8,502,2008,0.027207591
8,801,2008,0.10251046
10,101,2006,0.013001999
25,4300,2007,0.009835788
25,3800,2007,0.029049835
22,1201,2013,0.030243746
22,900,2013,0.014897468
22,2401,2013,0.035798512
23,800,2013,0.070037558
34,906,2013,0.044908164
34,703,2013,0.025093336
34,1401,2013,0.023513871
34,2600,2013,0.037977296
35,1002,2013,0.025762139
35,806,2013,0.01929444
47,3202,2011,0.034780238
47,3104,2011,0.019807535
32,401,2012,0.03345393
32,103,2012,0.033348506
1,1200,2013,0.04604207
1,2701,2013,0.011579262
32,410,2015,0.017171322
32,101,2015,0.029806969
34,2103,2015,0.03614098
34,1101,2015,0.049488197
34,304,2015,0.015084931
34,2303,2015,0.028669122
34,501,2015,0.015511841
34,1002,2015,0.063168952
34,907,2015,0.030307246
12,10305,2016,0.103742033
12,8500,2016,0.080394183
12,6903,2016,0.087088648
12,8624,2016,0.045507446
12,9902,2016,0.082668684
12,6902,2016,0.069355332
12,11702,2016,0.069985935
12,8601,2016,0.060892581
12,1114,2016,0.017783558
32,401,2014,0.046714902
32,402,2014,0.036080784
33,700,2014,0.057806884
34,101,2014,0.007416821
34,601,2014,0.033343487
34,1903,2014,0.030263794
34,1104,2014,0.059510755
34,1302,2014,0.000784966
34,302,2014,0.016027997
34,602,2014,0.024668009
6,4101,2018,0.178425311
6,9701,2018,0.106808368
6,7319,2018,0.053954765
6,1304,2018,0.129152795
6,1308,2018,0.058881423
37,4800,2018,0.072936099
37,1203,2018,0.155757224
37,3104,2018,0.119546934
37,2100,2018,0.028772108
8,801,2010,0.117590708
8,817,2010,0.051337937
9,100,2010,0.059345418
9,600,2010,0.020129295
9,700,2010,0.023621213
9,2500,2010,0.042864198
16,100,2007,0.057111712
8,820,2009,0.064661059
8,902,2009,0.048964218
8,802,2009,0.105090852
8,810,2009,0.039393881
25,4300,2011,0.02532147
25,2100,2011,0.026621866
25,4200,2011,0.037914359
25,3100,2011,0.021731749
26,3803,2011,0.026763114
26,400,2011,0.04397052
26,3703,2011,0.026612864
26,4103,2011,0.038515149
39,602,2011,0.025846763
39,301,2011,0.040657331
17,1000,2010,0.031277827
17,3402,2010,0.047466934
17,300,2010,0.032038159
17,3506,2010,0.025720706
17,3519,2010,0.035025958
41,704,2016,0.035148505
41,901,2016,0.070813912
48,2510,2018,0.091059445
48,6400,2018,0.046483165
48,6701,2018,0.025341208
48,502,2018,0.039308427
48,2516,2018,0.062675213
48,6703,2018,0.055226283
48,2319,2018,0.046953809
48,4613,2018,0.053584325
48,6803,2018,0.079103407
48,2506,2018,0.036472608
21,1500,2005,0.025083991
21,1200,2005,0.028574151
21,800,2005,0.007864229
21,2000,2005,0.040477062
21,1704,2005,0.006825489
24,1400,2005,0.035551348
24,400,2005,0.055065431
51,1100,2008,0.038547774
51,3200,2008,0.0434036
53,1402,2008,0.027548473
53,601,2008,0.080631332
53,1100,2008,0.045367066
53,1500,2008,0.026516906
53,2009,2008,0.058753252
53,1004,2008,0.057732959
42,2201,2009,0.03874014
42,3101,2009,0.037046831
42,2802,2009,0.050740248
42,3201,2009,0.044389545
42,500,2009,0.054742762
42,1803,2009,0.042066987
42,4104,2009,0.049534475
42,2502,2009,0.051905564
42,4103,2009,0.014929806
,28,2001,0.021102971
19,1800,2008,0.032589158
20,1500,2008,0.028955734
20,603,2008,0.038935537
21,1100,2008,0.032068616
24,1107,2010,0.011579241
25,2900,2010,0.031464506
25,4000,2010,0.019647473
25,300,2010,0.035823582
25,2100,2010,0.02921185
13,1203,2011,0.034464752
13,400,2011,0.077016496
13,1303,2011,0.059836288
29,500,2015,0.021336068
29,400,2015,0.053884454
31,904,2015,0.044948184
47,2505,2015,0.06361533
47,2800,2015,0.023650638
44,101,2013,0.021210257
29,2200,2016,0.033611954
29,1803,2016,0.007399157
29,1902,2016,0.040532383
29,1802,2016,0.024044179
31,701,2016,0.034226047
32,413,2016,0.039409265
32,405,2016,0.025681004
23,200,2016,0.04508612
18,2000,2017,0.056792104
18,2305,2017,0.037457096
18,1001,2017,0.04435457
18,102,2017,0.021280638
,47,2002,0.032919401
34,2302,2009,0.056737589
34,904,2009,0.050423397
34,2102,2009,0.019727998
33,300,2009,0.049088681
27,2500,2006,0.080721446
27,2400,2006,0.058335189
27,200,2006,0.041933307
27,1001,2006,0.037276333
27,1404,2006,0.068306722
13,100,2007,0.037046528
13,800,2007,0.058120673
13,2600,2007,0.054409643
13,1105,2007,0.007393027
13,2700,2007,0.045089655
47,1301,2009,0.03998394
47,200,2009,0.022241486
4,107,2012,0.066109405
4,208,2012,0.042968147
4,101,2012,0.045869108
4,128,2012,0.04584622
42,4201,2009,0.060079207
25,800,2010,0.064491092
48,5302,2016,0.079310613
48,2313,2016,0.056855263
48,2507,2016,0.076599554
48,5308,2016,0.117484043
48,1800,2016,0.023961987
48,3501,2016,0.037449791
48,2514,2016,0.045981459
48,3700,2016,0.039052069
48,1901,2016,0.067049644
48,5915,2016,0.071063932
48,6603,2016,0.048000271
37,1803,2015,0.04159164
37,4500,2015,0.04951527
34,1401,2016,0.032178767
34,400,2016,0.02154616
34,901,2016,0.072471296
34,602,2016,0.025648065
34,1504,2016,0.073559754
34,1904,2016,0.019076288
34,1002,2016,0.081608251
