ST,YEAR,FIPS_CODE,TELEWORK
51,2012,51181,0.04365125130
51,2012,51135,0.03127568456
51,2012,51051,0.02073255010
51,2012,51660,0.05490813648
13,2013,13103,0.03116779328
13,2013,13001,0.02178337228
54,2018,54053,0.03055570123
54,2018,54101,0.04503220097
54,2018,54027,0.04611679164
22,2010,22073,0.00817684460
22,2010,22009,0.02909978410
22,2010,22065,0.01572463642
22,2010,22071,0.00679944526
17,2005,17041,0.02557221095
18,2005,18103,0.02699042983
18,2005,18033,0.01747021505
18,2005,18093,0.01953587695
42,2014,42001,0.03789536503
45,2014,45055,0.01983433704
26,2018,26027,0.03923425207
17,2005,17159,0.03701485138
17,2005,17055,0.02544580513
19,2018,19083,0.06434621450
39,2012,39069,0.02889465604
39,2012,39027,0.02782639520
39,2012,39137,0.02113975835
26,2013,26111,0.03972858688
26,2013,26013,0.02476849436
26,2013,26115,0.01448962271
45,2018,45051,0.04736467290
41,2013,41059,0.03996612357
6,2018,06099,0.06185446947
8,2018,08087,0.05879850928
8,2018,08125,0.05879850928
27,2018,27119,0.07775879384
27,2018,27125,0.07775879384
12,2015,12111,0.02372631751
55,2016,55081,0.06583478060
55,2016,55093,0.06583478060
37,2016,37007,0.03290023978
37,2016,37015,0.06197860320
55,2016,55099,0.07178020476
36,2016,36051,0.04936670557
36,2016,36121,0.04936670557
37,2016,37141,0.07052937670
47,2009,47143,0.02523009705
48,2009,48419,0.05281204769
48,2009,48169,0.03201372862
48,2009,48269,0.03201372862
27,2009,27017,0.04583675612
27,2009,27151,0.07715136527
27,2009,27063,0.07615580633
28,2009,28003,0.02027941548
28,2009,28141,0.02027941548
48,2007,48275,0.01981242847
48,2007,48115,0.03781262859
48,2007,48451,0.02356788653
48,2007,48481,0.02993164335
54,2009,54037,0.05136169599
45,2010,45003,0.03111091832
46,2010,46097,0.06173154431
4,2010,04021,0.06454009944
18,2011,18033,0.03485715040
18,2011,18075,0.02803175354
37,2008,37167,0.02589993022
6,2009,06017,0.07280812291
46,2010,46007,0.08854515257
42,2016,42089,0.03222950239
8,2014,08041,0.05057774551
9,2014,09015,0.03032735706
48,2005,48139,0.07158912360
48,2005,48317,0.02623187790
48,2005,48113,0.02871083138
48,2005,48383,0.02623187790
48,2005,48443,0.01933671816
48,2005,48065,0.02949900015
48,2005,48093,0.02079040161
33,2015,33017,0.04500252615
47,2015,47075,0.02951840467
48,2015,48341,0.02333829365
48,2015,48151,0.02637788044
48,2015,48253,0.02637788044
48,2015,48319,0.02534728921
48,2015,48425,0.09331741417
28,2015,28079,0.01079272212
6,2015,06047,0.04360296032
17,2006,17149,0.05573134039
17,2006,17165,0.02603320850
17,2006,17023,0.03950039993
8,2009,08059,0.06673255504
8,2016,08069,0.08073887251
12,2017,12011,0.05069521269
12,2017,12069,0.08867500921
8,2016,08015,0.12328835582
6,2008,06019,0.03696868152
39,2008,39113,0.03326720652
46,2008,46105,0.03649305339
47,2008,47189,0.03195926548
47,2008,47123,0.01063802681
37,2009,37169,0.04706463315
4,2018,04013,0.07354622727
4,2018,04001,0.07577274306
4,2018,04009,0.04758214507
5,2018,05137,0.05385291532
34,2016,34033,0.02417872989
55,2017,55017,0.05357044072
48,2011,48445,0.04239458260
39,2016,39165,0.08133398325
6,2013,06007,0.06250038828
40,2013,40065,0.01676905838
48,2010,48493,0.04500384801
48,2010,48303,0.04638804140
8,2010,08045,0.05219067598
48,2014,48163,0.03841621080
48,2014,48097,0.05640481836
48,2014,48429,0.02793724738
48,2014,48179,0.02767001579
48,2014,48465,0.02465992580
24,2005,24023,0.04943466303
29,2010,29153,0.03787825844
29,2010,29129,0.03064239519
29,2010,29181,0.04960033576
31,2010,31041,0.08012949482
31,2010,31087,0.04452074613
26,2017,26061,0.04336390331
26,2017,26039,0.04212833798
21,2009,21115,0.01542468201
21,2009,21099,0.03242607757
21,2009,21137,0.06391687657
22,2009,22065,0.02432040594
8,2012,08119,0.03724541273
8,2012,08063,0.05294078817
33,2012,33019,0.06214762074
18,2009,18045,0.06853971049
18,2010,18131,0.01505196927
18,2010,18053,0.04033230352
19,2010,19151,0.03446433342
19,2010,19075,0.06808033049
20,2010,20077,0.06914393227
20,2010,20093,0.04024305210
45,2012,45047,0.02203553599
46,2012,46069,0.08260502533
46,2012,46117,0.08260502533
47,2012,47029,0.01665528409
48,2012,48071,0.01063440635
48,2012,48221,0.03713286204
45,2012,45031,0.03716124781
13,2008,13183,0.01771570511
13,2008,13119,0.03401981230
13,2008,13263,0.02033218030
42,2008,42023,0.04521094082
42,2008,42005,0.03811560337
45,2008,45031,0.02362217191
21,2011,21235,0.03020063989
22,2011,22085,0.01717646725
22,2011,22039,0.02905683274
23,2011,23005,0.05770846533
23,2011,23003,0.06080874363
45,2005,45089,0.03187437462
28,2010,28113,0.01956829334
28,2010,28159,0.02346900093
30,2011,30087,0.03866085133
30,2011,30029,0.06266014085
30,2011,30095,0.10802959883
4,2013,04011,0.04490354358
51,2013,51069,0.04756430761
51,2013,51105,0.02200575666
51,2013,51680,0.02586998673
51,2013,51045,0.03696896790
48,2018,48159,0.03607098399
48,2018,48407,0.04021585896
48,2018,48311,0.04648316450
48,2018,48037,0.01237748041
48,2018,48319,0.03206650831
48,2018,48187,0.05463730570
48,2018,48125,0.02152587547
48,2018,48443,0.03280264575
47,2007,47101,0.03334065693
34,2005,34001,0.01427448205
46,2011,46067,0.07313816127
47,2011,47005,0.04031387229
47,2011,47141,0.04189218708
36,2005,36043,0.02965271217
4,2005,04003,0.04899363751
48,2008,48441,0.02766032417
48,2008,48271,0.02487858758
48,2008,48413,0.02293057077
48,2008,48253,0.01553226417
44,2012,44003,0.01496034167
48,2013,48269,0.02162096027
48,2013,48503,0.04488933698
48,2013,48051,0.02964668132
37,2005,37191,0.03525713914
37,2005,37157,0.03262633174
37,2005,37145,0.01695363946
37,2005,37141,0.01210699202
37,2005,37105,0.04506068474
6,2005,,0.04249112026
37,2006,37125,0.10811097993
37,2006,37013,0.00952693355
1,2014,01103,0.01872765361
1,2014,01055,0.05375484496
2,2014,02270,0.03481454128
37,2013,37063,0.05472916990
37,2013,37141,0.04911320389
36,2014,36113,0.03472798816
55,2014,55113,0.05903897400
39,2010,39119,0.06433267678
39,2010,39107,0.06950020767
13,2012,13107,0.01298384143
13,2012,13185,0.05067867563
13,2012,13295,0.04529374239
13,2012,13051,0.04135006448
34,2011,34015,0.02701475257
34,2011,34013,0.02315613093
34,2011,34037,0.07102811387
1,2011,01047,0.02365759008
1,2011,01065,0.02365759008
18,2017,18043,0.03093456926
21,2008,21039,0.02180482589
21,2008,21067,0.03263296222
22,2008,22119,0.01277833823
25,2017,25025,0.02738204780
54,2010,54105,0.01428801093
19,2011,,0.05355298977
19,2011,19019,0.03736586016
20,2011,20131,0.05154037654
8,2008,08013,0.09414988127
8,2008,08015,0.06379633975
24,2010,24025,0.04796457221
13,2015,13141,0.02961590771
13,2015,13263,0.01570434303
16,2015,16059,0.07913352099
22,2007,22081,0.03404417947
22,2007,22003,0.04835335403
5,2010,05111,0.04530117961
39,2015,39165,0.05675542398
41,2015,41051,0.06779172909
41,2015,41063,0.03839714044
42,2007,42093,0.02171151184
42,2007,42097,0.02171151184
40,2006,40047,0.04676474106
40,2006,40111,0.04355000043
38,2008,38045,0.04747366394
38,2008,38001,0.07882112213
27,2007,27027,0.04939195255
34,2007,34017,0.02336843724
48,2017,48381,0.03434415677
48,2017,48013,0.03002321383
48,2017,48363,0.04993820821
48,2017,48397,0.05872434444
30,2005,30025,0.03143977628
31,2005,31083,0.08036232521
32,2005,32009,0.02637577336
27,2007,27061,0.06560314308
31,2005,31165,0.06996059077
13,2011,13297,0.04259013161
13,2011,13117,0.03398633772
13,2011,13027,0.05572566977
13,2014,13009,0.02212783055
13,2014,13287,0.02812275703
13,2014,13189,0.03261865064
37,2014,37115,0.05280172414
37,2014,37123,0.04060256799
50,2013,50027,0.07032846381
12,2014,12111,0.05349165319
12,2014,12019,0.06435179623
12,2014,12089,0.02516565797
53,2012,53073,0.05506438981
53,2016,53033,0.06964286933
54,2016,54053,0.03546576880
13,2016,13131,0.02534677178
48,2006,48311,0.02676873009
47,2013,47171,0.02791803815
41,2009,41001,0.04899614281
41,2009,41041,0.04814155053
40,2010,40059,0.04229138886
4,2015,04005,0.04145720942
5,2015,05149,0.04029310315
27,2010,27039,0.03795006404
27,2010,27053,0.04867190492
27,2010,27033,0.08682638860
27,2010,27097,0.05566641180
27,2010,27137,0.04545072443
26,2011,26149,0.04692293810
6,2017,06031,0.08005956966
6,2017,06015,0.07713234474
29,2014,29063,0.03010099915
29,2014,29069,0.02186863736
29,2014,29179,0.01062612392
29,2014,29059,0.06020520431
29,2014,29187,0.01586648645
31,2014,31057,0.06376160234
31,2014,31079,0.05301992002
38,2013,38055,0.03757817506
38,2013,38103,0.07142857143
38,2013,38047,0.04610072263
24,2014,24037,0.02392295996
53,2015,53061,0.04979562877
55,2007,55029,0.04092701274
56,2007,56001,0.07017991904
34,2008,34023,0.03830701249
35,2008,35041,0.06394242208
29,2018,29077,0.03427902171
29,2018,29167,0.03639634363
30,2018,30033,0.07701762718
30,2018,30107,0.08503960323
31,2018,31107,0.06577808930
39,2011,39097,0.04692539080
2,2009,02105,0.04945566088
19,2007,19175,0.02902343807
20,2007,20119,0.04324168745
20,2007,20145,0.04925413511
21,2007,21143,0.01953074642
21,2007,21095,0.05584281282
29,2007,29067,0.02461411758
46,2018,46103,0.05736785353
46,2018,46029,0.08064072697
46,2018,46089,0.08064072697
47,2018,47175,0.04985344653
35,2016,35053,0.04855423700
20,2016,20117,0.04641514147
21,2016,21119,0.01181230829
21,2016,21013,0.01052133822
40,2017,40049,0.03811252269
40,2017,40117,0.03089647544
55,2015,55087,0.03839082297
54,2015,54085,0.03631594875
20,2015,20121,0.02805991059
20,2015,20017,0.05052392170
21,2015,21239,0.02149608326
19,2006,19023,0.04269983546
8,2007,08001,0.04347624415
13,2018,13219,0.06270818248
13,2018,13005,0.00933853349
13,2018,13029,0.03324408746
16,2018,16053,0.07052530068
17,2018,17131,0.04952321155
17,2018,17001,0.05904916889
17,2009,17141,0.03530473444
37,2010,37195,0.04919244168
22,2006,22115,0.00887077872
24,2006,24025,0.03816767008
5,2007,05067,0.03842022824
42,2010,42117,0.03286926832
28,2016,28033,0.02026980443
28,2016,28093,0.03855389980
8,2015,08115,0.07238841953
8,2015,08125,0.07238841953
9,2015,09003,0.04519794514
51,2017,51730,0.01424119834
51,2017,51169,0.01295465869
28,2017,28103,0.03848453473
28,2017,28107,0.03713801488
12,2018,12041,0.05615224893
12,2018,12015,0.12615656931
54,2012,54051,0.02567324282
55,2012,55099,0.05095764559
41,2012,41069,0.02835169403
51,2017,51790,0.05963731800
4,2006,04019,0.04728371762
28,2005,28079,0.01557161918
28,2005,28073,0.01304409471
28,2005,28117,0.01405254880
46,2006,46113,0.09574051408
47,2006,47171,0.03924803137
31,2012,31003,0.04466057527
1,2013,01017,0.02606792512
1,2013,01015,0.01802524995
1,2013,01081,0.02977777778
27,2005,27029,0.03291476024
27,2005,27057,0.03291476024
27,2005,27091,0.05030046739
13,2009,13195,0.02993979693
13,2009,13033,0.01630095549
55,2006,55115,0.03646181783
55,2006,55081,0.07625676098
55,2006,55121,0.07625676098
27,2013,27073,0.06914757895
28,2013,28045,0.02177535409
39,2018,39089,0.05683297180
29,2015,29021,0.03648132838
29,2015,29159,0.05186116142
29,2015,29215,0.04709391476
29,2015,29219,0.05388445428
30,2015,30079,0.07012798912
30,2015,30045,0.06424542153
31,2015,31055,0.03579057759
31,2015,31155,0.02037703379
31,2015,31159,0.05405325400
31,2015,31085,0.04806172016
31,2015,31049,0.06134249120
39,2014,39001,0.04959956928
39,2014,39033,0.02756603774
20,2009,20047,0.04407674348
20,2009,20095,0.04407674348
20,2009,20037,0.05735713780
19,2008,19061,0.06202727323
20,2008,20073,0.03445878206
37,2011,37125,0.01969197417
37,2011,37121,0.03466064587
37,2011,37075,0.05628861368
37,2011,37033,0.04250240918
37,2011,37055,0.03188268685
30,2017,30037,0.08215098474
50,2007,50021,0.06345526983
27,2008,,0.04167572429
26,2016,26025,0.01763314707
13,2006,13061,0.02505963185
13,2006,13307,0.02505963185
17,2007,17077,0.02608740241
20,2014,20023,0.04108127988
18,2015,18117,0.03669010719
18,2015,18121,0.03420918721
20,2006,20135,0.05587010824
20,2006,20117,0.03209232920
20,2006,20133,0.03177818573
21,2006,21215,0.02442453365
21,2006,21111,0.02662940434
21,2006,21097,0.02298460625
27,2016,27117,0.05115349617
27,2016,27121,0.05429316953
1,2012,01019,0.02734967048
2,2012,02185,0.10318519931
2,2012,02275,0.10318519931
2,2012,02130,0.04241964320
4,2012,04005,0.07652264446
54,2008,54065,0.04130381505
21,2013,21149,0.01588509245
21,2013,21011,0.01268482640
21,2013,21121,0.02898873899
21,2013,21187,0.02908847185
21,2013,21131,0.01451225935
22,2013,22075,0.00640270670
35,2005,35009,0.05578890684
13,2005,13145,0.02184458706
13,2005,13125,0.03177054821
13,2005,13149,0.02311881188
13,2005,13241,0.01595167172
16,2005,16057,0.05815498927
37,2018,37155,0.02002677792
37,2018,37037,0.05657413162
37,2018,37141,0.05996362501
37,2018,37027,0.03357442971
37,2018,37167,0.06163416899
29,2006,29089,0.05942429766
30,2006,30047,0.05328533134
31,2006,31031,0.06288889278
1,2006,01057,0.02769230769
1,2006,01017,0.01590386994
1,2006,01037,0.01590386994
20,2005,20159,0.05065512878
20,2005,20133,0.03139133939
21,2005,21145,0.03753400712
21,2005,21027,0.02644248438
21,2005,21095,0.01165351130
39,2017,39153,0.03988252540
39,2017,39107,0.02115112298
39,2017,39079,0.02295250447
39,2017,39159,0.03571933795
49,2015,49031,0.03763149143
21,2012,21033,0.03788601615
22,2012,22119,0.01894412021
31,2011,31157,0.07049240344
31,2011,31103,0.07049240344
48,2016,48001,0.02396198711
48,2016,48043,0.03156194950
48,2016,48069,0.01159720425
48,2016,48309,0.04208892768
48,2016,48051,0.02780651631
48,2016,48273,0.01861439545
17,2016,17071,0.02976102223
17,2016,17173,0.03516558001
17,2016,17123,0.03769604696
17,2016,17145,0.03473182329
22,2016,22071,0.05257193841
22,2016,22099,0.01484813101
36,2017,36117,0.03463959050
17,2016,17019,0.02860828436
1,2016,01051,0.03487016428
1,2016,01021,0.01821434380
16,2008,16085,0.05788095391
28,2012,28007,0.01860994144
28,2012,28071,0.02477172517
29,2012,29195,0.05768269162
29,2012,29169,0.17383879781
50,2017,50001,0.05462024252
37,2012,37033,0.03225475722
51,2016,51171,0.06825363387
51,2016,51730,0.02117228747
51,2016,51510,0.05153140146
2,2007,02170,0.05863690350
28,2018,28037,0.01931761164
28,2018,28137,0.04085778260
17,2011,17003,0.03017257376
54,2011,54099,0.03196852122
54,2011,54085,0.02133305031
46,2009,46129,0.06791513571
29,2009,29135,0.02784645850
29,2009,29005,0.08103024164
38,2011,38063,0.05115881373
38,2011,38051,0.09350912398
38,2011,38023,0.07440662966
46,2015,46009,0.06462665059
5,2017,05135,0.04226435491
5,2017,05011,0.00783677881
5,2017,05029,0.05806730945
40,2009,40077,0.03346038896
40,2009,40025,0.04046785623
21,2014,21095,0.01703029352
19,2013,19135,0.03392595346
19,2013,19111,0.05544855333
20,2013,20081,0.04154169166
20,2013,20197,0.04178897091
20,2013,20001,0.04815320919
18,2012,18057,0.06155557905
18,2012,18085,0.02074401647
19,2015,19155,0.03458494658
19,2015,19111,0.03180417466
23,2008,23023,0.02911547665
47,2014,47115,0.04982880455
47,2014,47175,0.02924427082
27,2015,27039,0.04909423781
27,2015,27011,0.05171120618
20,2017,20203,0.06991400748
20,2017,20041,0.03753574662
21,2017,21067,0.04586553354
21,2017,21077,0.05377260367
21,2017,21071,0.03102399122
21,2017,21135,0.04196054766
46,2016,46073,0.05252725471
47,2016,47045,0.01984156227
47,2016,47171,0.04124613885
50,2005,50005,0.06453507341
50,2005,50023,0.06453507341
40,2008,40065,0.07743410897
40,2008,40091,0.02183705445
19,2005,19127,0.04415000478
18,2008,18053,0.03213393766
37,2017,37075,0.03203251690
37,2017,37041,0.02186449820
37,2017,37015,0.04249067164
28,2006,28135,0.01138611473
51,2018,51515,0.04850784188
53,2018,53005,0.04824411366
18,2016,18103,0.05184777562
18,2016,18159,0.02506224877
35,2012,35025,0.01848470167
56,2012,56007,0.04444860577
27,2014,27095,0.04495053534
1,2008,01079,0.02264962132
1,2017,01059,0.02107656541
19,2016,19143,0.06665026247
19,2016,19103,0.05570586283
13,2017,13111,0.04721492641
13,2017,13207,0.02227374105
13,2017,13101,0.02457931850
13,2017,13177,0.04717081134
54,2013,54003,0.03550173010
55,2013,55069,0.04887061320
37,2015,37005,0.03670714815
37,2015,37167,0.03500028105
19,2012,19045,0.04350114015
19,2012,19195,0.03845101727
20,2012,20173,0.03113768464
50,2011,50007,0.05920375194
22,2005,22111,0.01677027613
46,2014,46005,0.08511227359
46,2014,46007,0.07708165490
20,2018,20079,0.03890773239
20,2018,20111,0.03306413497
29,2016,29019,0.03305803824
29,2016,29027,0.03032291191
29,2016,29153,0.04701120797
23,2016,23005,0.06445083002
46,2017,46009,0.06394233405
46,2017,46073,0.06394233405
38,2017,38051,0.04097548898
28,2007,28011,0.02637510687
40,2005,40025,0.04491163119
16,2014,16071,0.04400923788
16,2014,16081,0.05013021971
16,2014,16085,0.08429047795
31,2013,31117,0.06813623314
35,2015,35009,0.02442395215
5,2012,05109,0.02525595553
5,2012,05129,0.03058739792
29,2008,29105,0.12762906310
29,2008,29197,0.06452019936
30,2008,30085,0.04039690493
30,2008,30049,0.07365225214
30,2008,30045,0.02790984554
31,2008,31125,0.05781046164
31,2008,31135,0.07236331043
18,2007,18111,0.02290693402
18,2007,18029,0.01970143752
18,2007,18087,0.03059287748
46,2013,46021,0.06785070858
56,2010,56019,0.02643916441
19,2014,19089,0.05803048066
38,2006,38035,0.01962564695
27,2012,27023,0.11519118704
27,2012,27141,0.04036082954
38,2012,38015,0.06221740477
38,2012,38037,0.06740407185
8,2017,08045,0.10651751839
40,2019,40141,0.03872187060
42,2019,42115,0.06813180095
42,2019,42127,0.06813180095
39,2019,39137,0.02574742997
39,2019,39057,0.05417260665
49,2019,49023,0.09084533249
6,2019,06017,0.08561040477
6,2019,06055,0.05524730736
36,2019,36003,0.03655337259
24,2019,24027,0.08099570592
29,2019,29183,0.05023180004
31,2019,31181,0.02898114721
30,2019,30047,0.05290163478
30,2019,30081,0.05290163478
26,2019,26081,0.04426710398
26,2019,26017,0.04117640075
4,2019,04007,0.04382460354
12,2019,12021,0.06981325311
47,2019,47119,0.06761112095
9,2019,09009,0.04818456965
19,2019,19097,0.05301153567
38,2019,38049,0.04507042254
38,2019,38071,0.05473082052
45,2019,45019,0.07018245246
8,2019,08003,0.05006063873
8,2019,08023,0.05006063873
8,2019,08071,0.05006063873
27,2019,27039,0.03590610858
28,2019,28059,0.02136049426
21,2019,21213,0.04561267322
21,2019,21139,0.03209768224
21,2019,21207,0.05541308953
51,2019,51137,0.06098758818
51,2019,51790,0.04062865742
51,2019,51830,0.07873532069
54,2019,54105,0.04471215408
55,2019,55023,0.04970328557
50,2019,50011,0.07189945064
13,2019,13167,0.02560888922
13,2019,13017,0.01271046229
13,2019,13165,0.04058736531
13,2019,13049,0.01281652461
13,2019,13241,0.06983928800
46,2019,46093,0.05786843868
46,2019,46015,0.08490082809
46,2019,46125,0.04635023273
1,2019,01061,0.02837917630
1,2019,01125,0.01826322783
2,2019,02060,0.03882321053
21,2020,21139,0.03156150288
21,2020,21207,0.11077144845
21,2020,21213,0.05751028037
24,2020,24027,0.27474476218
36,2020,36003,0.09089776079
26,2020,26017,0.09264958097
26,2020,26081,0.17291969673
27,2020,27039,0.08378943337
1,2020,01061,0.06285994078
1,2020,01125,0.09479997809
2,2020,02060,0.12727735269
4,2020,04007,0.06275485344
12,2020,12021,0.14418317424
13,2020,13241,0.11742789117
13,2020,13167,0.03534041131
13,2020,13049,0.03525719696
13,2020,13165,0.05703381059
13,2020,13017,0.03754886808
51,2020,51830,0.16965808970
51,2020,51137,0.12307817363
51,2020,51790,0.09222769568
28,2020,28059,0.06255821174
9,2020,09009,0.15975108657
6,2020,06017,0.23818907099
6,2020,06055,0.17122966940
8,2020,08003,0.08374738964
8,2020,08023,0.08374738964
8,2020,08071,0.08374738964
42,2020,42127,0.11977266806
42,2020,42115,0.11977266806
45,2020,45019,0.14370984581
46,2020,46015,0.12471008029
46,2020,46093,0.09573714771
46,2020,46125,0.14531578027
47,2020,47119,0.12685766630
54,2020,54105,0.08601550882
55,2020,55023,0.11784371518
29,2020,29183,0.18577741649
30,2020,30047,0.16575032950
30,2020,30081,0.16575032950
31,2020,31181,0.06760006139
38,2020,38071,0.09596725024
38,2020,38049,0.07726877481
39,2020,39137,0.11903287003
39,2020,39057,0.12997211708
19,2020,19097,0.11097284335
49,2020,49023,0.10164057797
50,2020,50011,0.19104637965
40,2020,40141,0.02312332440
39,2012,39093,0.03244958564
39,2012,39055,0.06739792375
26,2013,26151,0.05569587098
45,2018,45069,0.06042614176
45,2018,45049,0.03583075392
41,2013,41055,0.04390380917
6,2018,06059,0.06782948977
36,2016,36055,0.04262860408
36,2016,36073,0.03946027475
37,2016,37019,0.06778484414
6,2018,06061,0.10788201661
56,2016,56021,0.02603664417
6,2014,06003,0.08169128570
8,2014,08099,0.04384211508
8,2014,08109,0.04384211508
48,2005,48097,0.03702565004
48,2005,48045,0.02949900015
51,2014,51087,0.03977811192
51,2014,51520,0.03548778505
51,2014,51670,0.03294229174
53,2014,53047,0.06764102564
53,2014,53051,0.06764102564
47,2015,47005,0.01415559772
48,2015,48187,0.02742996831
48,2015,48213,0.04230524225
48,2015,48401,0.02313318592
48,2015,48267,0.02534728921
48,2015,48435,0.02534728921
48,2015,48423,0.01612649034
6,2015,06031,0.02800475276
8,2009,08123,0.06478792942
36,2010,36065,0.01457897322
48,2015,48453,0.08593626529
48,2015,48331,0.03290620195
36,2010,36103,0.06649258929
12,2013,12061,0.08078802974
12,2013,12111,0.05897951660
6,2016,06081,0.04981174825
47,2009,47075,0.03317683231
47,2009,47077,0.03317683231
48,2009,48019,0.03285889623
48,2009,48317,0.01791412823
48,2009,48473,0.03055711198
27,2009,27097,0.08465608466
28,2009,28131,0.05664667098
28,2009,28071,0.02296443773
48,2007,48435,0.03781262859
48,2007,48069,0.02255699887
48,2007,48503,0.05130371283
54,2009,54071,0.04115292602
55,2009,55053,0.05934597504
55,2009,55073,0.04685423937
46,2010,46099,0.05368688040
47,2010,47123,0.04692614532
47,2010,47085,0.02778551980
1,2010,01067,0.02082680537
1,2010,01019,0.01307953773
2,2010,02185,0.06599635603
26,2015,26131,0.04117596738
37,2008,37025,0.01571069316
45,2010,45001,0.03341781658
45,2010,45025,0.03025358266
1,2010,01057,0.01906986723
26,2015,26013,0.04117596738
16,2013,16003,0.06426120904
17,2013,17067,0.04549140859
25,2018,25001,0.07699463024
26,2018,26137,0.04392156863
21,2010,21131,0.01128289049
21,2010,21057,0.04111462518
21,2010,21185,0.03299242847
17,2005,17091,0.02421251672
18,2005,18043,0.04650591650
18,2005,18175,0.04650591650
42,2014,42119,0.07605246611
42,2014,42043,0.03404932214
51,2015,51510,0.03843142041
19,2018,19003,0.07675117998
19,2018,19011,0.03821249430
22,2010,22115,0.01662916952
39,2013,39041,0.07748450103
41,2014,41047,0.03643282346
41,2014,41027,0.12186908483
48,2010,48383,0.03679759008
48,2010,48417,0.02709869258
48,2010,48463,0.02418284307
48,2010,48297,0.02769200366
48,2010,48053,0.03409483056
48,2010,48119,0.05146743459
17,2014,17185,0.03739505082
17,2014,17113,0.02829331455
48,2014,48241,0.04820518861
48,2014,48105,0.02959683581
48,2014,48463,0.02465992580
13,2007,13059,0.01408739938
13,2007,13127,0.03704652839
30,2010,30103,0.04820516066
12,2016,12105,0.03951887690
12,2016,12077,0.03914214701
26,2017,26151,0.04911580039
13,2007,13241,0.01201671891
22,2008,22005,0.02655118557
55,2008,55083,0.03768670002
55,2008,55123,0.05263813916
56,2008,56027,0.03992437027
24,2017,24031,0.07020911884
25,2017,25001,0.05684195438
21,2011,21065,0.01766202055
21,2011,21033,0.01679113352
48,2011,48069,0.04033153451
48,2011,48431,0.01869488536
48,2011,48067,0.01393329804
13,2015,13003,0.01655196867
13,2015,13299,0.01655196867
13,2015,13211,0.06153420543
17,2015,17027,0.02700743729
13,2008,13075,0.02079712988
13,2008,13113,0.01626104987
13,2008,13319,0.02956199644
42,2008,42027,0.06389701305
53,2017,53009,0.07541226100
54,2017,54081,0.01622362466
22,2011,22075,0.01543238228
22,2011,22103,0.00567704794
6,2012,06111,0.05283767084
6,2012,06003,0.05477812295
54,2017,54025,0.02101605163
38,2005,38015,0.07422767824
39,2005,39119,0.02848157901
37,2006,37115,0.01416477205
37,2006,37121,0.04036530354
36,2013,36015,0.02330126775
36,2013,36085,0.03162566171
36,2013,36039,0.03663784012
37,2013,37145,0.02066772655
5,2008,05031,0.04514538997
5,2008,05131,0.06842181050
6,2008,06081,0.05228416273
47,2008,47147,0.03899107095
47,2008,47061,0.02766785546
47,2008,47143,0.02766785546
37,2009,37087,0.02817127201
36,2018,36105,0.08320329432
34,2016,34021,0.03542042093
34,2016,34039,0.03621687824
39,2016,39099,0.04281142813
39,2016,39145,0.01409786919
39,2016,39005,0.03402991682
39,2016,39139,0.02972775839
55,2015,55119,0.05021631069
20,2015,20051,0.04486274510
20,2015,20003,0.02805991059
21,2015,21019,0.01991580657
21,2015,21011,0.01486911784
21,2015,21073,0.02149608326
21,2015,21163,0.02648867178
19,2007,19181,0.01727738356
19,2007,19045,0.02814665940
19,2007,19017,0.03633634146
41,2006,41027,0.07651539578
8,2007,08069,0.05615001284
48,2013,48017,0.02162096027
48,2013,48121,0.05929485465
48,2013,48027,0.03229234322
48,2013,48287,0.04032669729
48,2013,48119,0.02113330982
48,2013,48497,0.04488933698
48,2013,48375,0.02540803990
13,2018,13303,0.05229285655
13,2018,13217,0.09110402463
13,2018,13171,0.02690286545
17,2018,17197,0.05160124629
17,2018,17049,0.03629681042
17,2018,17083,0.04436136289
8,2012,08041,0.05421827349
18,2010,18039,0.01883229689
18,2010,18029,0.04320632505
18,2010,18121,0.02817232622
19,2010,,0.06803505824
20,2010,20039,0.09891565268
20,2010,20101,0.09891565268
45,2012,45045,0.03869971264
45,2012,45037,0.02401974014
46,2012,46123,0.08260502533
46,2012,46091,0.06909861500
36,2011,36019,0.04203714421
26,2007,26025,0.03339183447
26,2008,26157,0.05568323686
32,2009,32001,0.02639182048
32,2009,32023,0.02639182048
33,2009,33009,0.05644732098
34,2009,34017,0.03085945527
38,2008,38019,0.02126981293
18,2013,18099,0.02715705072
18,2013,18013,0.02622926595
18,2013,18135,0.04712441439
27,2007,27005,0.05320600273
47,2017,47075,0.07122702512
48,2017,48191,0.02673170235
48,2017,48275,0.03453970990
48,2017,48399,0.03453970990
48,2017,48467,0.03225012814
29,2005,29059,0.04989401598
31,2005,31049,0.06996059077
31,2005,31011,0.05049803607
31,2005,31145,0.04511757972
32,2005,32023,0.02637577336
48,2018,48321,0.02549974539
48,2018,48377,0.03280264575
48,2018,48155,0.04378723106
25,2010,25013,0.04762336580
26,2010,26121,0.03507325427
26,2010,26061,0.04154002026
13,2011,13213,0.01917169440
13,2011,13227,0.01917169440
13,2011,13035,0.08242370666
13,2014,13305,0.03699913102
13,2014,13131,0.02868467187
13,2014,13169,0.02212783055
13,2014,13117,0.07580485038
37,2014,37055,0.04012951102
37,2014,37163,0.01424915549
37,2014,37113,0.04303609079
50,2013,50001,0.05922761556
51,2013,51155,0.03072383267
12,2014,12041,0.04731307444
53,2012,53047,0.07091006138
48,2018,48401,0.04527945916
