ST,YEAR,FIPS_CODE,TELEWORKERS
54,2015,54009,11790.00000
17,2012,17119,162228.00000
18,2012,18011,41200.00000
18,2012,18117,12252.00000
39,2012,39045,73556.00000
6,2013,06095,199638.00000
6,2013,06017,261182.00000
42,2013,42013,106148.00000
48,2014,48091,94416.00000
48,2014,48471,18070.00000
48,2014,48269,1615.00000
48,2014,48421,2261.00000
48,2014,48325,17472.00000
17,2006,17181,7855.00000
17,2006,17127,6284.00000
18,2006,18097,378662.00000
18,2006,18063,37002.00000
19,2006,19047,9030.00000
19,2006,,6915.00000
19,2007,19099,14967.00000
37,2011,37019,114708.00000
37,2011,37191,219206.00000
12,2012,12001,191627.00000
5,2012,05113,14190.00000
6,2012,06073,2867409.00000
6,2012,06109,42284.00000
36,2015,36025,52668.00000
23,2015,23023,31554.00000
40,2017,40027,230330.00000
40,2017,40127,7245.00000
18,2016,18131,6496.00000
18,2016,18163,80801.00000
18,2016,18125,6640.00000
18,2016,18161,5092.00000
18,2016,18165,5840.00000
51,2014,51043,12183.00000
16,2006,16035,9020.00000
22,2007,22073,38840.00000
29,2007,29181,16672.00000
29,2007,29027,28264.00000
29,2007,29119,12456.00000
29,2007,29149,5559.00000
29,2007,29173,7647.00000
29,2010,29201,7180.00000
29,2010,29069,24560.00000
30,2010,30095,15825.00000
30,2010,30011,3047.00000
31,2010,31051,9172.00000
28,2015,28107,5526.00000
12,2013,12001,120268.00000
53,2013,53041,69180.00000
8,2008,08065,10876.00000
6,2015,06095,274554.00000
6,2015,06103,44913.00000
55,2017,55029,28330.00000
55,2017,55125,11400.00000
39,2013,39011,10780.00000
40,2013,40067,4431.00000
8,2007,08043,103418.00000
6,2011,06019,99168.00000
17,2011,17127,6504.00000
55,2012,55017,43016.00000
45,2018,45025,41320.00000
47,2018,47143,9630.00000
47,2018,47009,64848.00000
17,2014,17189,8848.00000
17,2014,17047,6093.00000
31,2013,31165,3943.00000
31,2013,31027,9800.00000
31,2013,31131,16270.00000
31,2013,31079,31710.00000
48,2009,48475,6384.00000
1,2009,01107,1560.00000
2,2009,02240,11334.00000
39,2016,39097,25092.00000
12,2018,12107,46699.00000
26,2007,26113,14496.00000
33,2007,33011,203487.00000
33,2007,33001,41655.00000
5,2007,05059,4592.00000
40,2015,40103,4000.00000
40,2015,40115,18378.00000
40,2015,40099,2259.00000
41,2015,41001,12246.00000
37,2015,37111,6190.00000
37,2015,37173,2760.00000
37,2015,37187,5736.00000
35,2016,35005,27568.00000
27,2012,27055,11955.00000
27,2012,27139,88147.00000
28,2012,28129,3810.00000
38,2012,38067,18200.00000
33,2006,,3101.00000
48,2010,48485,132756.00000
48,2010,48387,13440.00000
48,2010,48491,335789.00000
48,2010,48337,9072.00000
8,2011,08117,21475.00000
13,2012,13145,9265.00000
13,2012,13249,3706.00000
36,2008,36031,52143.00000
48,2017,48277,27876.00000
48,2017,48265,46140.00000
48,2017,48427,23370.00000
48,2017,48481,31020.00000
35,2012,35013,110359.00000
37,2016,37135,190708.00000
37,2016,37177,2578.00000
55,2016,55043,71100.00000
34,2005,34021,131730.00000
39,2005,39041,14210.00000
39,2005,39097,41892.00000
37,2006,37061,24134.00000
37,2006,37137,3340.00000
41,2017,41069,3786.00000
41,2017,41035,64040.00000
42,2017,42031,15250.00000
21,2005,21067,210749.00000
5,2009,05045,120375.00000
5,2009,05013,1946.00000
5,2009,05139,9730.00000
8,2013,08021,5266.00000
33,2018,33013,182084.00000
54,2018,54021,2014.00000
26,2016,26101,47630.00000
42,2016,42017,616184.00000
42,2016,42111,77910.00000
13,2007,13293,57876.00000
13,2007,13017,20820.00000
36,2007,36049,9982.00000
18,2011,18143,10280.00000
21,2011,21151,16492.00000
21,2011,21075,5136.00000
21,2011,21099,4510.00000
21,2011,21141,5412.00000
48,2011,48257,44856.00000
48,2011,48179,21868.00000
48,2011,48291,16646.00000
48,2011,48387,11616.00000
48,2011,48187,87986.00000
48,2011,48311,1170.00000
25,2009,25005,130676.00000
26,2009,26129,27580.00000
26,2009,26103,44325.00000
47,2005,47099,9152.00000
13,2013,13143,11005.00000
13,2013,13311,11620.00000
13,2013,13011,9700.00000
13,2013,13303,9465.00000
16,2014,16035,7280.00000
37,2017,37077,33800.00000
37,2017,37169,14355.00000
27,2016,27083,28847.00000
27,2016,27053,1218828.00000
27,2016,27169,38460.00000
55,2013,55073,112455.00000
18,2009,18155,5925.00000
20,2009,20181,6450.00000
20,2009,20067,4962.00000
38,2005,38049,8114.00000
38,2005,38091,1921.00000
24,2012,24021,255519.00000
48,2012,48177,24330.00000
48,2012,48025,12810.00000
48,2012,48457,7750.00000
48,2012,48139,60388.00000
48,2012,48149,26075.00000
48,2012,48367,37411.00000
26,2018,26101,51830.00000
18,2017,18137,14028.00000
41,2018,41019,67091.00000
19,2012,19129,20315.00000
19,2012,19165,16252.00000
19,2012,19025,16492.00000
20,2012,20183,6718.00000
20,2012,20177,76907.00000
20,2012,20085,8967.00000
21,2012,21183,9184.00000
39,2011,39167,18848.00000
39,2011,39077,35321.00000
40,2005,40027,190340.00000
29,2006,29007,14504.00000
26,2006,26029,41874.00000
27,2006,27139,13204.00000
37,2013,37123,10104.00000
23,2014,23001,60172.00000
44,2010,,14208.00000
16,2010,16015,5418.00000
16,2010,16069,54180.00000
17,2010,17177,17953.00000
17,2010,17087,3944.00000
20,2013,20149,17080.00000
20,2013,20013,7218.00000
20,2013,20141,3337.00000
20,2013,20153,3337.00000
20,2013,20207,4462.00000
29,2013,29229,5960.00000
29,2013,29003,5972.00000
29,2018,29001,21987.00000
29,2018,29049,11292.00000
31,2018,31125,6006.00000
31,2018,31025,11556.00000
55,2009,55103,33170.00000
18,2015,18115,5178.00000
4,2018,04007,29472.00000
16,2016,16085,5991.00000
35,2017,35061,64710.00000
35,2017,35057,5356.00000
41,2012,41067,286257.00000
47,2008,47053,18648.00000
47,2008,47141,17625.00000
37,2009,37163,23485.00000
37,2009,37191,133822.00000
29,2015,29127,26160.00000
31,2015,31079,40572.00000
31,2015,31033,10503.00000
31,2015,31171,2523.00000
5,2011,05047,9372.00000
5,2011,05127,9372.00000
27,2010,27005,34570.00000
27,2010,27029,10371.00000
9,2006,09015,35350.00000
38,2011,38027,5684.00000
38,2011,38091,2906.00000
38,2011,38025,4624.00000
27,2015,27123,523356.00000
27,2015,27085,23996.00000
1,2017,01133,4459.00000
2,2017,02016,4918.00000
22,2010,22113,30771.00000
47,2014,47073,10712.00000
47,2014,47077,10878.00000
47,2014,47003,18990.00000
47,2014,47087,4988.00000
26,2015,26099,355474.00000
26,2015,26031,17595.00000
29,2014,29185,10749.00000
29,2014,29181,1560.00000
29,2014,29171,3584.00000
30,2014,30055,5529.00000
31,2014,31089,14736.00000
31,2014,31097,6854.00000
31,2014,31159,13708.00000
32,2014,32011,701.00000
39,2014,39117,20136.00000
39,2014,39075,25408.00000
26,2005,26157,53102.00000
31,2012,31169,8812.00000
31,2012,31153,88408.00000
31,2012,31005,5057.00000
31,2012,31087,5057.00000
13,2016,13069,20007.00000
13,2016,13245,50337.00000
13,2016,13033,5160.00000
13,2016,13037,2032.00000
54,2008,54043,7120.00000
55,2008,55091,10980.00000
53,2014,53077,52705.00000
53,2014,53053,365629.00000
53,2014,53041,36460.00000
54,2014,54021,1322.00000
54,2014,54049,21672.00000
32,2011,32023,13500.00000
47,2017,47031,24636.00000
47,2017,47185,7182.00000
19,2017,19137,12276.00000
47,2009,47121,4227.00000
49,2017,49041,21820.00000
50,2017,50011,61860.00000
51,2017,51197,19254.00000
51,2017,51103,13464.00000
25,2005,25007,11150.00000
38,2015,38059,15230.00000
29,2012,29123,3756.00000
2,2012,02290,19476.00000
2,2012,02020,171431.00000
29,2005,29131,11530.00000
29,2005,29189,68934.00000
29,2005,29187,15741.00000
31,2005,31183,4258.00000
2,2011,02016,5122.00000
41,2011,41059,31530.00000
41,2011,41061,16816.00000
26,2012,26003,6516.00000
22,2014,22065,6670.00000
13,2015,13279,5226.00000
13,2015,13241,19105.00000
13,2015,13293,9772.00000
13,2015,13319,5556.00000
28,2018,28063,2156.00000
28,2018,28157,2156.00000
9,2012,09003,438430.00000
37,2008,37197,19033.00000
37,2008,37121,15324.00000
37,2008,37061,27577.00000
21,2010,21195,29830.00000
26,2014,26039,9565.00000
26,2014,26141,13391.00000
38,2006,38093,29226.00000
39,2006,39113,107808.00000
38,2009,38047,3313.00000
27,2017,27125,10328.00000
27,2017,27123,571007.00000
27,2017,27057,23646.00000
10,2016,10005,242136.00000
17,2015,17057,49668.00000
42,2011,42083,31260.00000
5,2005,05061,2562.00000
5,2005,05089,5920.00000
5,2005,05041,3580.00000
33,2005,33013,109666.00000
33,2005,33017,44750.00000
51,2018,51103,18476.00000
53,2016,53055,32555.00000
53,2016,53019,6600.00000
54,2016,54061,85152.00000
8,2016,08115,4485.00000
8,2016,08111,4484.00000
42,2006,42029,171639.00000
42,2006,42053,5508.00000
45,2006,45027,11448.00000
46,2006,46071,7822.00000
47,2006,47053,26194.00000
47,2006,47095,3742.00000
20,2006,20193,5368.00000
30,2007,30071,4185.00000
31,2007,31005,5559.00000
31,2007,31185,16832.00000
5,2008,05015,14515.00000
5,2008,05143,73248.00000
40,2012,40145,31326.00000
40,2012,40051,19700.00000
30,2008,30089,13776.00000
31,2008,31015,6301.00000
31,2008,31175,8656.00000
26,2011,26039,8195.00000
44,2011,,14243.00000
45,2011,45009,12580.00000
15,2018,15001,304650.00000
50,2012,50013,14976.00000
51,2012,51700,122892.00000
16,2013,16017,19395.00000
18,2005,18063,29631.00000
19,2015,19193,70486.00000
20,2015,20179,5148.00000
20,2015,20173,311952.00000
20,2015,20095,6825.00000
20,2015,20161,34524.00000
8,2018,08061,2903.00000
8,2018,08073,5806.00000
54,2010,54005,8504.00000
54,2010,54093,5193.00000
55,2010,55021,61668.00000
1,2010,01107,2500.00000
22,2017,22037,4135.00000
22,2017,22023,5100.00000
21,2015,21133,3850.00000
21,2015,21221,5030.00000
45,2014,45071,12056.00000
45,2014,45013,221933.00000
46,2014,46097,5841.00000
46,2014,46135,20935.00000
17,2005,17075,22473.00000
49,2015,49029,13780.00000
51,2015,51810,218798.00000
51,2015,51109,27528.00000
33,2016,33013,130992.00000
21,2009,21237,2354.00000
21,2009,21015,48950.00000
21,2009,21231,11100.00000
21,2018,21027,8946.00000
28,2008,28125,1578.00000
5,2013,05129,3993.00000
1,2006,01045,18130.00000
2,2006,02164,3588.00000
4,2006,04021,22124.00000
13,2005,13217,14521.00000
13,2005,13213,10976.00000
13,2005,13179,9135.00000
13,2005,13157,20284.00000
31,2017,31035,7296.00000
31,2017,31117,3360.00000
13,2017,13223,57874.00000
16,2017,16025,3650.00000
35,2015,35059,1025.00000
22,2008,22001,15192.00000
19,2013,19079,11520.00000
28,2006,28115,6486.00000
28,2006,28025,2000.00000
30,2006,30079,3641.00000
31,2006,31095,13503.00000
31,2006,31075,4734.00000
18,2007,18049,13092.00000
21,2016,21179,19548.00000
21,2016,21183,3465.00000
22,2016,22109,67122.00000
22,2016,22107,1602.00000
22,2016,22111,3204.00000
22,2011,22079,27126.00000
23,2007,23015,40960.00000
29,2016,29005,5954.00000
29,2016,29081,8931.00000
29,2016,29109,31283.00000
30,2016,30069,3115.00000
30,2016,30047,52776.00000
19,2005,19039,7947.00000
28,2007,28099,6181.00000
46,2011,46071,8388.00000
47,2011,47123,13720.00000
1,2018,01103,60372.00000
20,2018,20001,12040.00000
20,2018,20075,3084.00000
46,2012,46119,3327.00000
47,2012,47079,14409.00000
13,2010,13143,4075.00000
38,2016,38015,57057.00000
5,2014,05093,10968.00000
5,2014,05053,5692.00000
5,2014,05073,2462.00000
5,2014,05097,14127.00000
31,2011,31029,4232.00000
31,2011,31095,10536.00000
31,2011,31155,23100.00000
31,2011,31105,3851.00000
53,2018,53029,174350.00000
53,2018,53047,32730.00000
56,2016,56023,21744.00000
38,2018,38099,6678.00000
35,2010,35009,73164.00000
35,2014,35021,1107.00000
27,2011,27077,9932.00000
27,2011,27013,73344.00000
27,2011,27167,16516.00000
5,2006,05029,10320.00000
46,2013,46127,9294.00000
46,2013,46089,4783.00000
19,2010,19037,7592.00000
20,2010,20205,8892.00000
20,2010,20125,17810.00000
38,2017,38049,7786.00000
6,2019,06053,365912.00000
22,2019,22049,5670.00000
22,2019,22097,18848.00000
23,2019,23029,25774.00000
23,2019,23023,43047.00000
24,2019,24001,35696.00000
48,2019,48129,4676.00000
48,2019,48189,18783.00000
48,2019,48463,8310.00000
33,2019,33001,64560.00000
34,2019,34037,163672.00000
17,2019,17089,266928.00000
17,2019,17061,14790.00000
17,2019,17087,6944.00000
27,2019,27127,22584.00000
28,2019,28055,536.00000
47,2019,47099,13948.00000
47,2019,47175,2616.00000
29,2019,29143,7104.00000
30,2019,30021,12108.00000
31,2019,31125,4424.00000
31,2019,31117,2770.00000
26,2019,26043,18858.00000
26,2019,26019,32856.00000
13,2019,13037,1156.00000
13,2019,13099,2890.00000
13,2019,13013,73980.00000
13,2019,13239,2650.00000
16,2019,16023,5242.00000
16,2019,16043,9783.00000
4,2019,04001,72816.00000
5,2019,05111,9464.00000
5,2019,05149,10680.00000
5,2019,05083,6708.00000
40,2019,40061,6484.00000
42,2019,42049,193768.00000
42,2019,42001,66263.00000
1,2019,01005,6030.00000
54,2019,54029,15144.00000
55,2019,55101,156240.00000
45,2019,45079,275253.00000
45,2019,45075,33140.00000
45,2019,45049,8285.00000
35,2019,35027,11990.00000
35,2019,35028,15384.00000
18,2019,18045,5060.00000
18,2019,18067,46720.00000
18,2019,18069,31743.00000
18,2019,18007,4338.00000
19,2019,19045,48096.00000
19,2019,19109,32970.00000
19,2019,19173,7836.00000
53,2019,53039,8526.00000
38,2019,38079,12476.00000
8,2019,08013,728035.00000
20,2019,20117,15680.00000
20,2019,20049,1747.00000
21,2019,21169,9519.00000
6,2020,06053,1081626.00000
5,2020,05111,11837.00000
5,2020,05149,15372.00000
5,2020,05083,8310.00000
35,2020,35028,25612.00000
35,2020,35027,19040.00000
24,2020,24001,76935.00000
42,2020,42001,146648.00000
42,2020,42049,364808.00000
45,2020,45049,14525.00000
45,2020,45075,58100.00000
45,2020,45079,1065841.00000
53,2020,53039,14226.00000
54,2020,54029,35440.00000
55,2020,55101,481995.00000
48,2020,48129,7978.00000
48,2020,48463,18540.00000
48,2020,48189,33687.00000
33,2020,33001,108840.00000
34,2020,34037,590072.00000
8,2020,08013,1623232.00000
26,2020,26043,38416.00000
26,2020,26019,57348.00000
1,2020,01005,26955.00000
4,2020,04001,75360.00000
27,2020,27127,40644.00000
28,2020,28055,1671.00000
18,2020,18045,16820.00000
18,2020,18067,66120.00000
18,2020,18007,12954.00000
19,2020,19109,25542.00000
19,2020,19173,9132.00000
19,2020,19045,68112.00000
20,2020,20049,3574.00000
21,2020,21169,11538.00000
18,2020,18069,48744.00000
20,2020,20117,18276.00000
13,2020,13013,103464.00000
13,2020,13037,3348.00000
13,2020,13099,8370.00000
13,2020,13239,3578.00000
16,2020,16023,7727.00000
16,2020,16043,22725.00000
17,2020,17089,718346.00000
17,2020,17087,10008.00000
17,2020,17061,20895.00000
29,2020,29143,7242.00000
30,2020,30021,27552.00000
31,2020,31117,2868.00000
31,2020,31125,6900.00000
47,2020,47099,30173.00000
47,2020,47175,4502.00000
22,2020,22097,34865.00000
22,2020,22049,8380.00000
23,2020,23029,41034.00000
23,2020,23023,91980.00000
40,2020,40061,12168.00000
38,2020,38079,22036.00000
26,2008,26133,19776.00000
8,2009,08097,25192.00000
48,2005,48025,6902.00000
48,2005,48269,2354.00000
29,2017,29109,19222.00000
29,2017,29071,23052.00000
29,2017,29035,3948.00000
27,2008,27143,12584.00000
27,2008,27163,149280.00000
27,2008,27061,30316.00000
29,2008,29085,32040.00000
29,2008,29037,26960.00000
48,2016,48499,42070.00000
48,2016,48435,1214.00000
17,2016,17159,17085.00000
51,2013,51750,7434.00000
51,2013,51103,8848.00000
51,2013,51510,134482.00000
12,2014,12031,452442.00000
13,2014,13019,7758.00000
48,2016,48237,8169.00000
48,2016,48265,34920.00000
51,2013,51840,14275.00000
34,2014,34001,63134.00000
45,2015,45005,5985.00000
45,2015,45089,25025.00000
55,2005,55087,220480.00000
56,2005,56019,5036.00000
8,2005,08019,15981.00000
46,2010,46061,3630.00000
46,2010,46103,53314.00000
47,2010,47043,35410.00000
26,2010,26107,58234.00000
26,2010,26141,9366.00000
26,2010,26063,38142.00000
26,2010,26149,11577.00000
37,2010,37111,15370.00000
39,2010,39003,55176.00000
39,2010,39117,9348.00000
13,2009,13075,20792.00000
13,2009,13293,66626.00000
42,2012,42109,40152.00000
45,2012,45081,25925.00000
48,2013,48409,8592.00000
48,2013,48265,45360.00000
48,2013,48219,8659.00000
48,2013,48209,131900.00000
48,2013,48071,1841.00000
48,2013,48313,6800.00000
46,2015,46095,4012.00000
45,2010,45027,12012.00000
26,2010,26053,12792.00000
13,2011,13199,5644.00000
39,2010,39013,31660.00000
13,2009,13157,7931.00000
45,2012,45049,8215.00000
48,2013,48099,92739.00000
48,2013,48445,3711.00000
41,2007,41013,15348.00000
19,2008,19045,40104.00000
20,2008,20021,8034.00000
20,2008,20147,13188.00000
21,2008,21101,31867.00000
21,2008,21061,12596.00000
19,2014,19077,5796.00000
48,2006,48059,4443.00000
48,2006,48239,10056.00000
48,2006,48201,1244036.00000
48,2006,48021,17470.00000
48,2006,48171,11645.00000
48,2006,48259,13974.00000
48,2006,48451,40225.00000
17,2007,17047,8829.00000
13,2008,13005,11070.00000
13,2008,13081,13860.00000
16,2008,16017,49428.00000
46,2016,46015,7314.00000
46,2016,46137,2795.00000
13,2008,13069,33210.00000
13,2008,13187,1192.00000
47,2016,47081,24684.00000
6,2018,06043,34566.00000
27,2005,27173,11044.00000
36,2016,36091,150770.00000
36,2016,36019,58995.00000
36,2016,36015,18406.00000
28,2016,28163,5580.00000
1,2016,01131,1520.00000
1,2016,01047,19155.00000
1,2016,01037,2688.00000
36,2018,36077,48518.00000
17,2018,17059,5230.00000
17,2018,17097,697927.00000
42,2008,42129,99318.00000
10,2009,10005,143208.00000
29,2009,29059,36234.00000
30,2009,30109,3032.00000
54,2007,54035,3768.00000
36,2012,36041,8260.00000
37,2012,37137,10955.00000
37,2012,37001,73620.00000
37,2012,37015,6468.00000
37,2012,37163,11352.00000
37,2012,37103,4293.00000
28,2013,28021,4644.00000
28,2013,28119,4326.00000
5,2016,05097,10293.00000
5,2016,05007,235494.00000
6,2016,06007,119014.00000
6,2016,06099,242673.00000
6,2016,06047,61265.00000
1,2008,01117,52656.00000
51,2016,51089,18690.00000
51,2016,51135,14460.00000
51,2016,51003,89413.00000
19,2016,19061,78624.00000
20,2016,20155,21318.00000
20,2016,20071,3153.00000
36,2014,36081,1437642.00000
51,2014,51650,71706.00000
17,2006,17125,17226.00000
19,2007,19089,6390.00000
19,2007,19109,25248.00000
20,2007,20155,50473.00000
21,2007,21159,4701.00000
30,2010,30017,18282.00000
30,2010,30053,24115.00000
31,2010,31115,4381.00000
1,2015,01031,11410.00000
1,2015,01043,15408.00000
2,2015,02060,2953.00000
2,2015,02090,65360.00000
19,2007,19097,15564.00000
1,2015,01039,11410.00000
47,2013,47107,10750.00000
47,2013,47019,27540.00000
6,2014,06071,995561.00000
6,2014,06109,64119.00000
6,2014,06019,476206.00000
18,2008,18041,6349.00000
48,2008,48427,25815.00000
48,2008,48107,5694.00000
48,2008,48457,10380.00000
40,2010,40079,32556.00000
6,2010,06037,277544.00000
25,2011,25023,45696.00000
46,2007,46043,3246.00000
46,2007,46101,6492.00000
46,2007,46119,3849.00000
1,2005,01133,6839.00000
1,2005,01127,6894.00000
1,2005,01053,19287.00000
48,2015,48339,166704.00000
48,2015,48383,1051.00000
48,2015,48037,26964.00000
48,2015,48295,3764.00000
12,2016,12099,1413695.00000
26,2017,26059,38088.00000
26,2017,26155,57273.00000
28,2010,28011,10456.00000
28,2010,28153,4468.00000
29,2011,29015,69552.00000
29,2011,29143,9282.00000
30,2011,30079,2544.00000
48,2018,48333,12142.00000
48,2018,48411,12142.00000
48,2018,48371,6824.00000
26,2013,26125,1236195.00000
26,2013,26157,41678.00000
21,2013,21005,7015.00000
48,2007,48023,3583.00000
48,2007,48403,6780.00000
5,2017,05013,1014.00000
6,2017,06025,140275.00000
28,2014,28125,1366.00000
8,2014,08037,77210.00000
55,2015,55005,52420.00000
55,2015,55009,116802.00000
56,2015,56011,5928.00000
18,2012,18177,36227.00000
39,2012,39107,18531.00000
18,2013,18049,4956.00000
6,2013,06089,158496.00000
6,2013,06025,76043.00000
1,2014,01087,18444.00000
1,2014,01017,14004.00000
1,2014,01121,42702.00000
1,2014,01025,7470.00000
48,2014,48443,1183.00000
48,2014,48427,18750.00000
48,2014,48415,8156.00000
48,2014,48455,9035.00000
48,2014,48477,9630.00000
42,2015,42035,15966.00000
42,2015,42081,51446.00000
42,2015,42051,41760.00000
36,2009,36101,118210.00000
42,2014,42083,22548.00000
30,2015,30109,4745.00000
31,2015,31051,8682.00000
48,2010,48103,2001.00000
48,2010,48115,6352.00000
48,2010,48367,42617.00000
18,2011,18111,6380.00000
5,2011,05053,3948.00000
27,2010,27043,37770.00000
24,2007,24015,23579.00000
37,2011,37089,16200.00000
37,2011,37169,20403.00000
37,2011,37147,304608.00000
38,2011,38095,2906.00000
38,2011,38087,4624.00000
39,2011,39091,70708.00000
39,2011,39159,47580.00000
27,2015,27073,12216.00000
27,2015,27109,93192.00000
39,2008,39103,113849.00000
41,2008,41007,32856.00000
24,2016,24037,49284.00000
24,2016,24021,308888.00000
55,2017,55045,45264.00000
55,2017,55049,33948.00000
1,2007,01043,7722.00000
1,2017,01029,9132.00000
6,2005,06051,8634.00000
22,2010,22049,4525.00000
22,2010,22119,20383.00000
23,2010,23003,158664.00000
23,2010,23007,22239.00000
8,2011,08123,389545.00000
19,2006,19175,7104.00000
12,2012,12099,1092055.00000
12,2012,12041,13095.00000
4,2012,04007,18784.00000
6,2012,06065,1345737.00000
40,2017,40079,28980.00000
40,2017,40017,129543.00000
17,2017,17185,8512.00000
17,2017,17099,35700.00000
26,2007,26107,44264.00000
26,2007,26071,5820.00000
26,2007,26033,24144.00000
27,2007,27129,21456.00000
27,2007,27097,21792.00000
32,2007,32021,3972.00000
45,2005,45037,21990.00000
22,2006,22079,16236.00000
5,2007,05001,8188.00000
39,2015,39155,72247.00000
41,2015,41011,47516.00000
12,2013,12057,1156361.00000
6,2015,06035,18738.00000
6,2015,06109,67694.00000
8,2015,08099,11330.00000
8,2015,08039,39636.00000
9,2015,09015,67250.00000
56,2017,56015,13696.00000
53,2017,53013,2688.00000
53,2017,53065,53856.00000
54,2017,54005,6848.00000
54,2017,54043,4280.00000
54,2017,54053,7014.00000
54,2017,54093,6720.00000
39,2013,39067,4910.00000
39,2013,39021,15760.00000
40,2013,40095,8520.00000
40,2013,40107,9500.00000
54,2012,54103,6435.00000
54,2012,54025,5586.00000
55,2012,55009,151335.00000
46,2018,46087,8530.00000
47,2018,47031,36216.00000
47,2018,47055,11448.00000
48,2009,48255,17324.00000
48,2009,48015,9162.00000
48,2009,48389,10640.00000
48,2009,48333,3128.00000
48,2009,48067,10402.00000
1,2009,01019,11340.00000
39,2016,39059,31170.00000
39,2016,39075,24936.00000
27,2012,27057,20965.00000
28,2012,28105,15768.00000
34,2006,34039,135830.00000
13,2012,13197,3706.00000
13,2012,13037,2994.00000
13,2012,13297,31575.00000
36,2008,36121,10945.00000
48,2017,48093,9620.00000
48,2017,48485,121656.00000
48,2017,48443,1575.00000
48,2017,48027,168919.00000
48,2017,48143,22952.00000
48,2017,48219,12782.00000
42,2017,42009,38588.00000
41,2013,41003,96732.00000
36,2006,36049,13531.00000
36,2007,36107,20000.00000
37,2007,37077,49647.00000
19,2011,19109,17130.00000
20,2011,20163,6392.00000
21,2011,21047,32813.00000
21,2011,21145,43656.00000
21,2011,21149,8871.00000
48,2011,48373,15520.00000
48,2011,48081,1590.00000
48,2011,48467,19540.00000
48,2011,48463,7425.00000
35,2012,35027,11840.00000
35,2012,35041,3195.00000
37,2016,37165,5684.00000
37,2016,37023,48474.00000
55,2016,55127,52602.00000
55,2016,55033,40552.00000
39,2005,39089,55392.00000
21,2005,21151,15143.00000
21,2005,21079,10036.00000
5,2009,05011,3400.00000
5,2009,05017,2720.00000
8,2013,08025,2034.00000
8,2013,08019,21150.00000
18,2009,18147,7205.00000
19,2009,19061,59124.00000
20,2009,20065,6450.00000
37,2005,37099,10254.00000
37,2005,37103,2379.00000
48,2012,48485,149554.00000
48,2012,48031,3862.00000
40,2018,40123,17282.00000
40,2018,40081,19082.00000
41,2018,41017,285096.00000
42,2018,42029,711787.00000
48,2012,48255,16220.00000
2,2014,02110,15438.00000
19,2012,19003,7104.00000
19,2012,19137,16252.00000
19,2012,19037,16788.00000
20,2012,20169,47004.00000
21,2012,21109,1314.00000
21,2012,21233,5248.00000
21,2012,21231,2100.00000
29,2006,29163,10360.00000
29,2006,29149,7557.00000
27,2006,27057,14357.00000
37,2013,37079,3192.00000
38,2013,38063,4167.00000
38,2013,38035,59508.00000
24,2014,24011,36549.00000
8,2012,08009,5260.00000
26,2009,26033,33088.00000
46,2005,46023,13131.00000
46,2005,46015,6278.00000
46,2005,46073,3139.00000
13,2013,13189,9465.00000
13,2013,13227,12192.00000
55,2013,55013,26340.00000
16,2014,16009,7878.00000
16,2014,16067,9375.00000
37,2017,37185,16053.00000
29,2014,29007,10325.00000
31,2014,31165,3684.00000
31,2014,31175,5648.00000
39,2014,39019,10829.00000
39,2014,39139,40680.00000
39,2014,39141,23426.00000
39,2014,39175,8766.00000
39,2014,39053,13027.00000
26,2005,26039,8895.00000
26,2005,26051,17001.00000
31,2012,31077,2450.00000
31,2012,31127,8812.00000
32,2012,32011,2371.00000
1,2013,01049,8316.00000
13,2016,13063,133944.00000
13,2016,13251,11385.00000
13,2016,13111,20875.00000
16,2010,16061,16254.00000
17,2010,17075,13860.00000
35,2018,35041,4160.00000
35,2018,35017,22936.00000
29,2013,29141,61165.00000
29,2013,29135,10080.00000
29,2013,29055,9576.00000
29,2018,29063,2536.00000
29,2018,29111,12564.00000
39,2018,39129,33007.00000
39,2018,39141,16048.00000
18,2015,18001,18991.00000
16,2016,16023,1997.00000
18,2018,18155,7005.00000
5,2018,05011,2210.00000
47,2017,47091,13755.00000
47,2009,47091,10805.00000
27,2009,27137,197419.00000
27,2009,27131,31954.00000
27,2009,27071,9728.00000
27,2009,27093,23940.00000
32,2018,32013,12036.00000
32,2018,32017,6018.00000
38,2015,38093,21942.00000
29,2012,29187,7590.00000
29,2012,29019,73602.00000
30,2012,30077,10492.00000
30,2012,30013,109296.00000
1,2012,01071,7062.00000
2,2012,02230,3298.00000
54,2008,54007,5463.00000
55,2008,55099,32238.00000
55,2008,55069,68430.00000
54,2014,54103,3305.00000
54,2014,54093,2922.00000
55,2014,55011,22945.00000
49,2012,49003,17413.00000
13,2015,13269,2904.00000
13,2015,13027,2570.00000
12,2015,12069,166893.00000
28,2018,28083,4264.00000
28,2018,28061,4324.00000
54,2013,54103,5180.00000
55,2006,55137,32046.00000
55,2006,55091,15142.00000
31,2007,31033,11403.00000
31,2007,31003,18528.00000
5,2008,05089,11612.00000
5,2008,05021,22404.00000
40,2012,40107,10512.00000
40,2012,40115,16902.00000
40,2012,40131,43350.00000
41,2006,41019,44850.00000
9,2007,09007,44548.00000
30,2008,30047,36736.00000
31,2008,31067,40075.00000
31,2008,31169,11450.00000
32,2008,32017,3254.00000
42,2011,42121,42688.00000
18,2005,18139,7110.00000
19,2015,19047,15190.00000
19,2015,19031,17275.00000
20,2015,20117,14064.00000
19,2013,19131,8856.00000
19,2013,19071,9300.00000
19,2013,19121,12303.00000
