ST,YEAR,FIPS_CODE,TELEWORKERS
5,2018,05137,8271.00000
6,2018,06099,335135.00000
34,2011,34015,139132.00000
34,2011,34013,259779.00000
33,2015,33017,91300.00000
39,2018,39089,155104.00000
26,2018,26027,25069.00000
39,2012,39069,11067.00000
41,2012,41069,1364.00000
8,2007,08001,260570.00000
29,2008,29105,64080.00000
29,2008,29197,6136.00000
30,2008,30085,7377.00000
31,2008,31125,5495.00000
31,2008,31135,3633.00000
46,2009,46129,6876.00000
47,2009,47143,8454.00000
34,2011,34037,213487.00000
39,2012,39027,11304.00000
39,2012,39137,7777.00000
30,2008,30049,64190.00000
30,2008,30045,2172.00000
48,2012,48221,20380.00000
48,2012,48071,2849.00000
13,2015,13263,2904.00000
13,2015,13141,2526.00000
9,2015,09003,640178.00000
12,2015,12111,60900.00000
27,2009,27017,16070.00000
27,2009,27151,30572.00000
28,2018,28037,2156.00000
28,2018,28137,8850.00000
12,2018,12041,18795.00000
12,2018,12015,305760.00000
8,2012,08119,13068.00000
8,2012,08063,7218.00000
54,2013,54003,50274.00000
27,2009,27063,20920.00000
33,2012,33019,38580.00000
55,2013,55069,25790.00000
42,2016,42089,78078.00000
20,2005,20159,7446.00000
21,2005,21145,51833.00000
21,2005,21027,8634.00000
21,2005,21095,3784.00000
22,2007,22003,14330.00000
22,2007,22081,4454.00000
29,2016,29019,84738.00000
29,2016,29027,17008.00000
29,2016,29153,4228.00000
22,2016,22071,551992.00000
22,2016,22099,11330.00000
23,2016,23005,279133.00000
18,2005,18093,11710.00000
18,2005,18033,11574.00000
18,2005,18103,14750.00000
19,2005,19127,36920.00000
48,2005,48113,764473.00000
48,2005,48139,203391.00000
48,2005,48317,2468.00000
48,2005,48383,1234.00000
48,2005,48093,5448.00000
27,2007,27027,47203.00000
27,2007,27061,33429.00000
28,2007,28011,8144.00000
42,2007,42093,4580.00000
54,2010,54105,1422.00000
47,2007,47101,3642.00000
48,2007,48481,17677.00000
6,2008,06019,129739.00000
4,2012,04005,139944.00000
48,2013,48503,11220.00000
48,2013,48051,8500.00000
20,2005,20133,7010.00000
48,2005,48065,4396.00000
48,2005,48443,1074.00000
42,2007,42097,27480.00000
48,2007,48275,2666.00000
48,2007,48115,6616.00000
48,2007,48451,33150.00000
48,2013,48269,1237.00000
55,2015,55087,153680.00000
6,2015,06047,105325.00000
25,2017,25025,414265.00000
26,2017,26039,10570.00000
26,2017,26061,37392.00000
39,2008,39113,107626.00000
20,2016,20117,13380.00000
46,2017,46009,9332.00000
46,2017,46073,4666.00000
48,2018,48407,10612.00000
48,2018,48159,7476.00000
48,2018,48319,2592.00000
48,2018,48125,1163.00000
48,2018,48037,10206.00000
48,2018,48443,1706.00000
48,2018,48187,122322.00000
4,2018,04013,4078103.00000
4,2018,04001,59344.00000
22,2008,22119,9614.00000
23,2008,23023,13032.00000
28,2016,28033,58212.00000
28,2016,28093,14064.00000
48,2017,48381,69629.00000
48,2017,48397,55550.00000
48,2017,48013,13968.00000
48,2018,48311,1785.00000
4,2018,04009,16578.00000
48,2017,48363,25821.00000
45,2012,45031,50528.00000
45,2012,45047,11494.00000
46,2012,46069,3327.00000
46,2012,46117,3327.00000
47,2012,47029,6804.00000
6,2013,06007,140845.00000
37,2016,37015,10312.00000
37,2016,37141,62480.00000
37,2016,37007,10620.00000
39,2016,39165,144669.00000
30,2011,30087,10176.00000
30,2011,30029,77596.00000
30,2011,30095,21198.00000
31,2011,31103,3851.00000
31,2011,31157,42361.00000
13,2012,13051,200088.00000
13,2012,13185,59925.00000
13,2012,13295,40612.00000
13,2012,13107,3828.00000
1,2011,01047,21855.00000
1,2011,01065,8742.00000
34,2008,34023,361734.00000
4,2013,04011,4923.00000
37,2013,37063,236740.00000
37,2013,37141,36464.00000
54,2018,54053,10488.00000
54,2018,54101,5496.00000
54,2018,54027,25370.00000
1,2006,01057,10800.00000
1,2006,01017,10530.00000
1,2006,01037,3510.00000
4,2006,04019,524927.00000
6,2017,06015,27672.00000
6,2017,06031,126279.00000
6,2009,06017,258387.00000
54,2008,54065,20224.00000
55,2014,55113,29112.00000
39,2015,39165,103929.00000
19,2007,19175,7940.00000
55,2007,55029,45050.00000
8,2008,08015,27190.00000
8,2008,08013,422108.00000
8,2015,08115,3453.00000
8,2015,08125,6906.00000
55,2017,55017,46482.00000
40,2013,40065,6944.00000
13,2011,13027,29755.00000
13,2011,13297,29805.00000
17,2011,17003,6504.00000
53,2012,53073,185504.00000
54,2012,54051,12321.00000
55,2012,55099,23562.00000
13,2011,13117,108360.00000
35,2012,35025,17856.00000
55,2016,55081,59022.00000
55,2016,55093,52464.00000
55,2016,55099,34032.00000
34,2005,34001,57515.00000
37,2006,37125,164826.00000
37,2006,37013,7348.00000
29,2009,29005,7840.00000
29,2009,29135,9956.00000
48,2008,48413,1151.00000
48,2008,48441,65626.00000
48,2008,48253,6642.00000
48,2008,48271,1419.00000
48,2009,48169,1623.00000
48,2009,48269,1623.00000
48,2009,48419,18390.00000
28,2013,28045,9200.00000
19,2013,19135,4929.00000
19,2013,19111,28501.00000
20,2013,20081,2770.00000
20,2013,20197,4812.00000
20,2013,20001,11805.00000
20,2015,20017,2488.00000
20,2015,20121,10896.00000
48,2016,48309,121965.00000
48,2016,48001,12925.00000
48,2016,48069,2688.00000
48,2016,48043,4515.00000
48,2016,48273,4638.00000
51,2016,51171,29160.00000
51,2016,51510,189886.00000
51,2016,51730,17292.00000
47,2006,47171,10088.00000
28,2006,28135,1888.00000
13,2006,13061,2637.00000
13,2006,13307,5274.00000
50,2007,50021,87600.00000
27,2008,,20897.00000
20,2014,20023,2234.00000
21,2014,21095,7161.00000
48,2016,48051,8735.00000
45,2018,45051,253800.00000
46,2018,46103,121141.00000
46,2018,46029,39011.00000
46,2018,46089,5573.00000
47,2018,47175,3946.00000
48,2014,48163,6552.00000
48,2014,48097,37872.00000
48,2014,48429,6117.00000
48,2014,48179,15827.00000
48,2014,48465,16950.00000
31,2013,31117,3465.00000
2,2009,02105,3934.00000
17,2005,17041,5860.00000
17,2005,17159,8960.00000
17,2005,17055,22740.00000
36,2016,36051,34260.00000
36,2016,36121,25124.00000
4,2015,04005,75740.00000
5,2015,05149,14088.00000
37,2018,37155,25802.00000
37,2018,37037,42601.00000
37,2018,37141,52224.00000
37,2018,37027,29750.00000
37,2018,37167,43147.00000
19,2018,19083,23748.00000
26,2013,26111,61408.00000
26,2013,26013,4983.00000
26,2013,26115,36621.00000
42,2008,42005,65702.00000
42,2008,42023,5534.00000
48,2011,48445,6705.00000
28,2005,28079,5310.00000
28,2005,28073,4416.00000
28,2005,28117,2725.00000
46,2006,46113,11733.00000
55,2006,55115,50358.00000
55,2006,55081,68139.00000
55,2006,55121,60568.00000
19,2006,19023,18555.00000
20,2006,20135,5368.00000
20,2006,20117,6796.00000
20,2006,20133,7530.00000
21,2006,21215,4656.00000
21,2006,21111,254986.00000
21,2006,21097,5420.00000
2,2007,02170,86496.00000
34,2007,34017,235904.00000
13,2018,13005,1803.00000
13,2018,13219,20784.00000
13,2018,13029,12516.00000
21,2012,21033,4884.00000
22,2012,22119,15532.00000
21,2011,21235,8080.00000
22,2011,22085,8463.00000
22,2011,22039,13792.00000
23,2011,23005,205023.00000
23,2011,23003,138336.00000
9,2014,09015,42500.00000
12,2014,12111,129855.00000
12,2014,12019,160680.00000
12,2014,12089,13676.00000
19,2008,19061,116844.00000
20,2008,20073,6393.00000
21,2008,21067,207080.00000
21,2008,21039,5628.00000
19,2014,19089,10395.00000
48,2006,48311,1168.00000
17,2007,17077,28490.00000
13,2008,13183,4536.00000
13,2008,13119,10440.00000
13,2008,13263,6930.00000
16,2008,16085,16179.00000
47,2016,47045,8616.00000
47,2016,47171,9988.00000
46,2016,46073,3657.00000
47,2013,47171,6480.00000
18,2008,18053,27792.00000
40,2010,40059,7802.00000
18,2010,18053,34256.00000
18,2010,18131,5196.00000
48,2015,48151,3734.00000
48,2015,48253,11202.00000
48,2015,48425,10786.00000
48,2015,48319,2102.00000
48,2015,48341,7528.00000
18,2009,18045,14015.00000
20,2009,20095,6513.00000
20,2009,20047,4342.00000
20,2009,20037,26752.00000
37,2005,37191,112866.00000
37,2005,37157,35049.00000
37,2005,37145,10759.00000
37,2005,37141,12384.00000
37,2005,37105,38805.00000
6,2005,,589809.00000
27,2018,27119,59620.00000
27,2018,27125,11924.00000
18,2017,18043,39780.00000
8,2014,08041,353351.00000
53,2015,53061,484260.00000
54,2015,54085,4320.00000
18,2012,18085,23351.00000
18,2012,18057,142072.00000
1,2014,01103,32103.00000
1,2014,01055,66570.00000
17,2006,17165,14139.00000
17,2006,17023,7704.00000
17,2006,17149,14355.00000
37,2011,37125,31392.00000
37,2011,37121,10132.00000
37,2011,37075,12081.00000
37,2011,37033,22758.00000
37,2011,37055,29656.00000
5,2012,05109,3012.00000
5,2012,05129,4899.00000
40,2017,40117,6145.00000
40,2017,40049,14175.00000
41,2009,41001,14862.00000
41,2009,41041,57888.00000
18,2015,18121,5916.00000
18,2015,18117,16122.00000
17,2016,17145,16128.00000
17,2016,17123,12330.00000
17,2016,17019,128742.00000
17,2016,17173,13074.00000
17,2016,17071,6624.00000
36,2017,36117,47472.00000
17,2018,17001,54864.00000
17,2018,17131,15144.00000
48,2010,48493,55319.00000
48,2010,48303,208240.00000
27,2010,27137,266013.00000
27,2010,27033,25180.00000
27,2010,27097,23880.00000
27,2010,27053,525826.00000
27,2010,27039,12000.00000
36,2005,36043,37854.00000
38,2011,38063,5684.00000
38,2011,38051,4986.00000
38,2011,38023,4624.00000
39,2011,39097,57096.00000
27,2015,27039,15285.00000
27,2015,27011,11169.00000
28,2015,28079,2435.00000
24,2005,24023,14721.00000
41,2015,41051,813311.00000
41,2015,41063,6123.00000
51,2018,51515,2864.00000
53,2018,53005,90682.00000
45,2005,45089,21725.00000
22,2006,22115,5904.00000
24,2006,24025,138717.00000
5,2007,05067,8585.00000
37,2015,37005,6837.00000
37,2015,37167,24284.00000
34,2016,34033,26975.00000
35,2016,35053,10458.00000
28,2010,28113,5200.00000
28,2010,28159,3405.00000
21,2013,21149,2067.00000
21,2013,21011,1974.00000
21,2013,21121,8320.00000
21,2013,21187,6510.00000
21,2013,21131,1488.00000
22,2013,22075,2691.00000
37,2010,37195,141664.00000
5,2017,05135,8132.00000
5,2017,05011,1450.00000
5,2017,05029,20922.00000
13,2014,13009,13878.00000
13,2014,13287,2586.00000
13,2014,13189,6945.00000
36,2014,36113,36556.00000
37,2014,37115,14406.00000
37,2014,37123,12048.00000
27,2012,27141,28644.00000
27,2012,27023,23088.00000
39,2017,39153,284283.00000
39,2017,39107,10620.00000
39,2017,39079,6566.00000
39,2017,39159,25250.00000
13,2005,13149,2802.00000
13,2005,13145,10875.00000
13,2005,13125,1625.00000
13,2005,13241,2865.00000
30,2017,30037,5848.00000
13,2017,13101,3158.00000
13,2017,13177,11125.00000
13,2017,13111,19055.00000
13,2017,13207,7590.00000
35,2015,35009,12300.00000
45,2008,45031,23872.00000
46,2008,46105,2343.00000
53,2016,53033,2010985.00000
54,2016,54053,13272.00000
13,2016,13131,6096.00000
8,2016,08069,571166.00000
8,2016,08015,24670.00000
12,2017,12011,1262034.00000
12,2017,12069,277544.00000
29,2007,29067,5559.00000
41,2013,41059,29730.00000
37,2008,37167,16406.00000
46,2015,46009,8790.00000
47,2015,47075,8988.00000
45,2010,45003,118338.00000
46,2010,46097,3630.00000
46,2010,46007,7144.00000
24,2010,24025,164273.00000
17,2009,17141,17644.00000
39,2010,39119,44061.00000
39,2010,39107,36144.00000
13,2009,13195,9996.00000
13,2009,13033,4074.00000
42,2010,42117,13670.00000
44,2012,44003,47814.00000
29,2014,29063,3332.00000
29,2014,29179,780.00000
29,2014,29069,8700.00000
29,2014,29059,7059.00000
29,2014,29187,8910.00000
31,2014,31057,3263.00000
31,2014,31079,39536.00000
24,2014,24037,42480.00000
39,2014,39001,13266.00000
39,2014,39033,18993.00000
27,2005,27029,4899.00000
27,2005,27057,11431.00000
27,2005,27091,20340.00000
31,2012,31003,12288.00000
1,2013,01017,12006.00000
1,2013,01015,22971.00000
1,2013,01081,57888.00000
37,2017,37075,4563.00000
37,2017,37041,3162.00000
37,2017,37015,7288.00000
47,2011,47141,25890.00000
47,2011,47005,8400.00000
26,2011,26149,22100.00000
20,2017,20203,3683.00000
20,2017,20041,15672.00000
21,2017,21067,326861.00000
21,2017,21077,8582.00000
21,2017,21071,12440.00000
21,2017,21135,8900.00000
38,2008,38045,10356.00000
38,2008,38001,4584.00000
56,2007,56001,54960.00000
35,2008,35041,26875.00000
20,2018,20079,18996.00000
20,2018,20111,12872.00000
22,2005,22111,6264.00000
26,2016,26025,59319.00000
18,2011,18033,23751.00000
18,2011,18075,9121.00000
19,2011,,4564.00000
19,2011,19019,16818.00000
20,2011,20131,7950.00000
13,2013,13001,5780.00000
13,2013,13103,18720.00000
16,2014,16071,2382.00000
16,2014,16081,2868.00000
16,2014,16085,10920.00000
27,2016,27121,15980.00000
27,2016,27117,14335.00000
45,2014,45055,14475.00000
46,2014,46005,35046.00000
46,2014,46007,6506.00000
47,2014,47115,12312.00000
47,2014,47175,2126.00000
4,2005,04003,126656.00000
49,2015,49031,2150.00000
1,2016,01051,39480.00000
1,2016,01021,8064.00000
30,2005,30025,1900.00000
31,2005,31083,4569.00000
31,2005,31165,3799.00000
32,2005,32009,1782.00000
56,2010,56019,3316.00000
21,2015,21239,9352.00000
27,2014,27095,24745.00000
37,2009,37169,22302.00000
21,2009,21115,7356.00000
21,2009,21099,11860.00000
21,2009,21137,19488.00000
22,2009,22065,6710.00000
18,2007,18111,8728.00000
18,2007,18029,10690.00000
18,2007,18087,19600.00000
21,2016,21013,3204.00000
21,2016,21119,1810.00000
35,2005,35009,55944.00000
47,2008,47189,86730.00000
47,2008,47123,5845.00000
8,2017,08045,65780.00000
29,2006,29089,11346.00000
30,2006,30047,27352.00000
31,2006,31031,7176.00000
50,2005,50005,49450.00000
50,2005,50023,93955.00000
51,2013,51069,39970.00000
51,2013,51105,9312.00000
51,2013,51045,3319.00000
27,2013,27073,10569.00000
51,2013,51680,28899.00000
19,2015,19155,91380.00000
19,2015,19111,18051.00000
8,2018,08087,23224.00000
8,2018,08125,5806.00000
56,2012,56007,13055.00000
29,2018,29077,123717.00000
29,2018,29167,6960.00000
30,2018,30033,5514.00000
30,2018,30107,5744.00000
31,2018,31107,18018.00000
4,2010,04021,38216.00000
2,2014,02270,1697.00000
19,2012,19045,32736.00000
19,2012,19195,6747.00000
20,2012,20173,268181.00000
40,2005,40025,8152.00000
38,2013,38055,8328.00000
38,2013,38103,8334.00000
38,2013,38047,3311.00000
31,2015,31085,2523.00000
31,2015,31155,5210.00000
31,2015,31055,404622.00000
31,2015,31159,14608.00000
31,2015,31049,3501.00000
28,2012,28007,4614.00000
28,2012,28071,14270.00000
29,2012,29195,25840.00000
29,2012,29169,96201.00000
1,2012,01019,9636.00000
2,2012,02185,14607.00000
2,2012,02275,4869.00000
2,2012,02130,13192.00000
38,2006,38035,27234.00000
28,2017,28103,7917.00000
28,2017,28107,9072.00000
16,2015,16059,9699.00000
37,2012,37033,9438.00000
38,2012,38015,76342.00000
38,2012,38037,6691.00000
51,2012,51181,6056.00000
51,2012,51051,5880.00000
51,2012,51660,34518.00000
51,2012,51135,8676.00000
8,2009,08059,560963.00000
50,2013,50027,83016.00000
5,2010,05111,12124.00000
40,2006,40047,65688.00000
40,2006,40111,50940.00000
8,2010,08045,40502.00000
28,2009,28003,6188.00000
28,2009,28141,3536.00000
50,2017,50001,35720.00000
51,2017,51790,25632.00000
51,2017,51730,11462.00000
51,2017,51169,5148.00000
18,2016,18103,30150.00000
18,2016,18159,6160.00000
19,2016,19143,8126.00000
19,2016,19103,104760.00000
20,2007,20119,6310.00000
20,2007,20145,5098.00000
21,2007,21143,2727.00000
21,2007,21095,23760.00000
29,2010,29153,5420.00000
29,2010,29129,2966.00000
29,2010,29181,20800.00000
31,2010,31041,17524.00000
31,2010,31087,2308.00000
46,2013,46021,4783.00000
19,2010,19151,8127.00000
19,2010,19075,22808.00000
20,2010,20077,10143.00000
20,2010,20093,2828.00000
42,2014,42001,52578.00000
54,2009,54037,90780.00000
38,2017,38051,2979.00000
22,2010,22073,22120.00000
22,2010,22009,11160.00000
22,2010,22065,4525.00000
22,2010,22071,19768.00000
40,2009,40077,4635.00000
40,2009,40025,7584.00000
46,2011,46067,12816.00000
1,2008,01079,14319.00000
50,2011,50007,239470.00000
16,2018,16053,19380.00000
29,2015,29021,51850.00000
29,2015,29159,30866.00000
29,2015,29215,8968.00000
29,2015,29219,17045.00000
30,2015,30079,4745.00000
30,2015,30045,4157.00000
16,2005,16057,38899.00000
54,2011,54099,41646.00000
54,2011,54085,4221.00000
40,2008,40065,54176.00000
40,2008,40091,16056.00000
1,2017,01059,14850.00000
29,2019,29183,282115.00000
31,2019,31181,3468.00000
30,2019,30047,42560.00000
30,2019,30081,53200.00000
12,2019,12021,265306.00000
36,2019,36003,24453.00000
38,2019,38049,9984.00000
38,2019,38071,9357.00000
39,2019,39057,155610.00000
39,2019,39137,9555.00000
49,2019,49023,12694.00000
24,2019,24027,380148.00000
26,2019,26081,500886.00000
26,2019,26017,93636.00000
42,2019,42115,49038.00000
42,2019,42127,62412.00000
45,2019,45019,653917.00000
6,2019,06055,148960.00000
6,2019,06017,328047.00000
46,2019,46093,28085.00000
46,2019,46015,11934.00000
46,2019,46125,6652.00000
47,2019,47119,97359.00000
50,2019,50011,86380.00000
51,2019,51790,18954.00000
51,2019,51830,19611.00000
51,2019,51137,27320.00000
19,2019,19097,25422.00000
21,2019,21213,12692.00000
21,2019,21139,2634.00000
21,2019,21207,12425.00000
8,2019,08003,8916.00000
8,2019,08023,4458.00000
8,2019,08071,13374.00000
9,2019,09009,551414.00000
1,2019,01061,13842.00000
1,2019,01125,45153.00000
2,2019,02060,1862.00000
4,2019,04007,28608.00000
27,2019,27039,11465.00000
40,2019,40141,8810.00000
54,2019,54105,3422.00000
55,2019,55023,30906.00000
13,2019,13167,4107.00000
13,2019,13017,3265.00000
13,2019,13165,3842.00000
13,2019,13049,1648.00000
13,2019,13241,21815.00000
28,2019,28059,38802.00000
12,2020,12021,572494.00000
24,2020,24027,1265151.00000
26,2020,26081,1907500.00000
26,2020,26017,205659.00000
13,2020,13241,32305.00000
13,2020,13017,10325.00000
13,2020,13165,5290.00000
13,2020,13049,4022.00000
13,2020,13167,5712.00000
6,2020,06055,438800.00000
6,2020,06017,852432.00000
45,2020,45019,1353380.00000
46,2020,46015,16776.00000
46,2020,46093,47320.00000
46,2020,46125,26580.00000
47,2020,47119,178925.00000
8,2020,08003,13956.00000
8,2020,08023,6978.00000
8,2020,08071,20934.00000
9,2020,09009,1763983.00000
42,2020,42115,80905.00000
42,2020,42127,102970.00000
51,2020,51830,43557.00000
51,2020,51137,52995.00000
51,2020,51790,46506.00000
36,2020,36003,56888.00000
19,2020,19097,51366.00000
21,2020,21207,22285.00000
21,2020,21213,15384.00000
21,2020,21139,2552.00000
1,2020,01061,32352.00000
1,2020,01125,231898.00000
39,2020,39057,337715.00000
39,2020,39137,43043.00000
40,2020,40141,5520.00000
29,2020,29183,1064515.00000
30,2020,30047,140848.00000
30,2020,30081,176060.00000
31,2020,31181,7928.00000
49,2020,49023,13506.00000
50,2020,50011,220500.00000
27,2020,27039,26255.00000
2,2020,02060,6504.00000
4,2020,04007,39152.00000
28,2020,28059,105183.00000
54,2020,54105,6478.00000
55,2020,55023,67890.00000
38,2020,38071,16527.00000
38,2020,38049,17950.00000
12,2012,12067,3430.00000
12,2012,12111,156480.00000
12,2012,12061,50468.00000
13,2015,13003,3081.00000
13,2015,13299,9243.00000
13,2015,13211,15570.00000
27,2009,27097,34176.00000
28,2018,28019,7098.00000
28,2018,28103,7098.00000
28,2018,28057,12780.00000
12,2018,12013,5394.00000
12,2018,12039,16182.00000
12,2018,12029,15036.00000
8,2012,08041,364940.00000
26,2015,26013,8664.00000
26,2015,26131,11552.00000
55,2015,55119,24306.00000
6,2015,06031,41364.00000
24,2017,24031,1259232.00000
25,2017,25001,192726.00000
5,2008,05031,57628.00000
5,2008,05131,74126.00000
20,2016,20011,12520.00000
20,2016,20133,4940.00000
20,2016,20145,2910.00000
20,2016,20051,18918.00000
20,2016,20147,9459.00000
47,2017,47075,21810.00000
48,2018,48377,3412.00000
1,2018,01041,4890.00000
48,2007,48503,14332.00000
48,2007,48435,1654.00000
22,2008,22005,39270.00000
48,2017,48399,9620.00000
26,2017,26151,33254.00000
6,2008,06081,679561.00000
48,2018,48401,29952.00000
48,2018,48321,21483.00000
48,2007,48069,5022.00000
48,2017,48275,4810.00000
48,2017,48191,2099.00000
48,2018,48155,3124.00000
48,2017,48467,15730.00000
20,2005,20155,42194.00000
21,2005,21131,3114.00000
21,2005,21091,3651.00000
29,2016,29045,11952.00000
30,2016,30005,12460.00000
31,2016,31023,13011.00000
18,2005,18043,41660.00000
18,2005,18175,12498.00000
48,2005,48097,20232.00000
48,2005,48045,2198.00000
27,2007,27005,26130.00000
42,2007,42117,11610.00000
47,2007,47131,24340.00000
47,2007,47007,7710.00000
47,2007,47139,12435.00000
48,2013,48119,2636.00000
48,2013,48121,509908.00000
48,2013,48497,30855.00000
48,2013,48027,149209.00000
48,2013,48375,45730.00000
48,2013,48287,10744.00000
48,2013,48017,1237.00000
31,2016,31143,8674.00000
28,2007,28063,1760.00000
47,2007,47099,20031.00000
45,2012,45045,253264.00000
45,2012,45037,11214.00000
46,2012,46123,6654.00000
46,2012,46091,4565.00000
13,2010,13003,15417.00000
13,2010,13069,46251.00000
37,2016,37019,99891.00000
38,2016,38077,21744.00000
39,2016,39099,232718.00000
39,2016,39145,14860.00000
39,2016,39139,45240.00000
39,2016,39005,20295.00000
6,2016,06081,537221.00000
5,2014,05091,14772.00000
6,2014,06003,5829.00000
53,2014,53047,26380.00000
53,2014,53051,13190.00000
30,2011,30031,155452.00000
13,2012,13035,4845.00000
17,2010,17029,25764.00000
17,2010,17141,15191.00000
1,2011,01093,8554.00000
1,2011,01013,20700.00000
31,2011,31057,4232.00000
42,2005,42045,440950.00000
39,2012,39093,152608.00000
39,2012,39055,79485.00000
26,2013,26151,38701.00000
42,2008,42027,168640.00000
21,2010,21131,1572.00000
21,2010,21185,45570.00000
21,2010,21057,5772.00000
48,2011,48067,4606.00000
48,2011,48069,9372.00000
48,2011,48431,795.00000
28,2005,28033,35838.00000
28,2005,28039,6590.00000
29,2005,29059,11016.00000
45,2006,45013,35793.00000
55,2006,55009,79380.00000
20,2006,20137,2684.00000
20,2006,20111,17336.00000
21,2006,21085,16492.00000
21,2006,21163,18848.00000
21,2006,21231,10725.00000
21,2006,21229,7629.00000
1,2007,01025,19539.00000
2,2007,02282,3100.00000
2,2007,02261,18900.00000
13,2018,13171,4884.00000
13,2018,13303,12635.00000
13,2018,13217,107705.00000
21,2006,21117,67404.00000
28,2008,28141,3816.00000
28,2008,28159,3380.00000
28,2008,28091,7800.00000
5,2013,05041,1845.00000
37,2013,37145,7098.00000
25,2018,25001,259327.00000
26,2018,26137,13776.00000
1,2006,01103,20439.00000
1,2006,01053,20583.00000
4,2006,04015,130333.00000
6,2018,06059,3594351.00000
6,2018,06061,545627.00000
20,2008,20187,2453.00000
20,2008,20203,4396.00000
36,2013,36085,241668.00000
36,2013,36015,22556.00000
36,2013,36039,26055.00000
19,2014,19047,15415.00000
20,2014,20001,8155.00000
12,2005,12021,133946.00000
54,2005,54065,13100.00000
54,2005,54071,6561.00000
48,2006,48411,1888.00000
48,2006,48351,4252.00000
48,2006,48115,3032.00000
16,2007,16031,20820.00000
16,2007,16033,4484.00000
17,2007,17065,8829.00000
13,2008,13113,20860.00000
13,2008,13319,7518.00000
13,2008,13075,8904.00000
47,2016,47021,37026.00000
48,2016,48283,1418.00000
48,2016,48449,17848.00000
48,2016,48105,1214.00000
48,2016,48057,15930.00000
47,2013,47095,1546.00000
47,2013,47025,3033.00000
18,2008,18169,13896.00000
18,2008,18075,9373.00000
18,2008,18179,13188.00000
48,2008,48191,3627.00000
18,2010,18039,26928.00000
18,2010,18029,23280.00000
18,2010,18121,4792.00000
44,2007,,13996.00000
45,2007,45089,16797.00000
46,2007,46075,3849.00000
1,2005,01039,25830.00000
48,2015,48453,1335453.00000
48,2015,48213,38386.00000
48,2015,48331,13482.00000
48,2015,48401,14144.00000
48,2015,48423,33256.00000
48,2015,48267,2102.00000
48,2015,48435,1051.00000
48,2015,48187,55970.00000
1,2015,01115,16679.00000
12,2016,12105,417137.00000
12,2016,12077,5260.00000
12,2013,12111,136785.00000
12,2013,12061,133734.00000
39,2005,39119,21166.00000
37,2006,37115,5682.00000
37,2006,37121,13136.00000
48,2009,48317,1482.00000
48,2009,48019,7630.00000
48,2009,48473,9162.00000
36,2015,36053,34048.00000
28,2013,28055,348.00000
18,2013,18099,18696.00000
18,2013,18013,5680.00000
18,2013,18135,17784.00000
20,2013,20005,6236.00000
20,2015,20051,15444.00000
20,2015,20003,2724.00000
49,2016,49043,117728.00000
51,2016,51059,1127305.00000
51,2016,51683,19929.00000
51,2016,51145,26910.00000
28,2006,28037,1184.00000
28,2006,28147,1776.00000
13,2006,13293,49028.00000
21,2014,21081,6764.00000
21,2014,21205,6996.00000
17,2005,17091,30450.00000
36,2016,36055,487613.00000
36,2016,36073,21296.00000
56,2016,56021,36855.00000
16,2017,16059,9339.00000
16,2017,16079,11745.00000
17,2017,17183,45480.00000
37,2018,37105,42601.00000
37,2018,37123,29940.00000
37,2018,37147,113824.00000
38,2018,38005,9444.00000
39,2018,39115,4728.00000
36,2010,36065,62625.00000
36,2010,36103,275707.00000
19,2018,19003,7350.00000
19,2018,19011,14665.00000
45,2018,45069,28924.00000
45,2018,45049,12965.00000
46,2018,46063,5267.00000
17,2014,17185,8124.00000
17,2014,17113,102131.00000
48,2014,48241,13096.00000
48,2014,48105,1317.00000
48,2014,48463,8475.00000
31,2013,31145,10395.00000
1,2009,01041,18774.00000
19,2007,19181,19956.00000
19,2007,19045,35964.00000
19,2007,19017,17040.00000
36,2011,36019,60724.00000
5,2012,05095,5355.00000
6,2012,06111,609049.00000
6,2012,06003,3844.00000
40,2017,40005,3704.00000
21,2012,21213,10916.00000
21,2012,21153,2168.00000
21,2011,21065,3472.00000
21,2011,21033,2118.00000
22,2011,22075,7560.00000
22,2011,22103,5964.00000
12,2014,12093,26400.00000
12,2014,12041,14285.00000
8,2014,08099,8225.00000
8,2014,08109,3290.00000
17,2012,17115,43486.00000
17,2012,17105,29640.00000
18,2012,18183,15813.00000
18,2012,18113,18770.00000
18,2012,18167,8652.00000
17,2013,17067,25130.00000
45,2013,45023,10527.00000
6,2017,06093,48426.00000
54,2008,54023,6768.00000
55,2008,55083,44242.00000
55,2008,55123,38430.00000
55,2009,55073,86643.00000
55,2009,55053,29935.00000
42,2009,42129,118442.00000
18,2015,18057,191616.00000
36,2018,36105,92136.00000
16,2016,16015,1997.00000
17,2016,17091,53128.00000
35,2017,35049,206450.00000
36,2017,36095,20512.00000
36,2017,36103,730072.00000
17,2018,17083,16944.00000
17,2018,17197,543565.00000
17,2018,17049,18408.00000
41,2012,41059,33570.00000
28,2010,28063,1300.00000
29,2011,29069,15470.00000
29,2011,29119,12456.00000
29,2011,29153,6162.00000
29,2011,29215,12324.00000
21,2013,21065,5464.00000
22,2013,22069,18621.00000
22,2013,22049,4595.00000
5,2017,05073,2344.00000
5,2017,05005,34479.00000
5,2017,05019,10675.00000
5,2017,05053,4420.00000
47,2010,47085,6480.00000
47,2010,47123,24787.00000
48,2010,48417,1768.00000
48,2010,48297,4484.00000
48,2010,48383,1588.00000
48,2010,48463,6285.00000
48,2010,48053,11856.00000
