b'"ST","NAICS","ESTABF","ESTAB","RCPTOT_F","RCPTOT"
"11","5242","D",0,"D",0
"11","52421",,131,,8351
"11","52429","D",0,"D",0
"11","53",,3717,,404351
"11","531",,3680,,401745
"11","5311",,1576,,259896
"11","5312",,1003,,67632
"11","53121",,1003,,67632
"11","5313",,1101,,74217
"11","53131",,210,,11087
"11","53132",,44,,2917
"11","53139",,847,,60213
"11","532",,37,,2606
"11","5321","D",0,"D",0
"11","5322",,12,,929
"11","53222","D",0,"D",0
"11","53223","D",0,"D",0
"11","53229","D",0,"D",0
"11","5323","D",0,"D",0
"11","53231","D",0,"D",0
"11","5324","D",0,"D",0
"11","54",,10273,,516980
"11","541",,10273,,516980
"11","5411",,1403,,95337
"11","5412",,482,,10392
"11","54121",,482,,10392
"11","541211","D",0,"D",0
"11","541213",,151,,2194
"11","541214","D",0,"D",0
"11","541219",,291,,6840
"11","5413",,442,,22090
"11","54131",,252,,13363
"11","54132",,54,,1380
"11","54133",,98,,6466
"11","54134","D",0,"D",0
"11","54135","D",0,"D",0
"11","54136","D",0,"D",0
"11","54137",,10,,92
"11","5414",,446,,20097
"11","5415",,650,,27657
"11","54151",,650,,27657
"11","5416",,2428,,135891
"11","5417",,171,,4547
"11","5418",,239,,14442
"11","5419",,4012,,186527
"11","54191",,111,,4348
"11","54192",,246,,8050
"11","54193",,247,,6543
"11","54194",,13,,1270
"11","54199",,3395,,166316
"11","56",,2186,,45271
"11","561",,2159,,42911
"11","5611",,525,,8325
"11","56111",,525,,8325
"11","5612",,52,,1271
"11","56121",,52,,1271
"11","5613",,31,,1312
"11","5614",,374,,10043
"11","56141",,88,,1065
"11","56142","D",0,"D",0
"11","56143",,66,,1826
"11","56144","D",0,"D",0
"11","56149",,206,,7107
"11","5615",,71,,3823
"11","5616",,119,,2107
"11","5617",,796,,11699
"11","56171","D",0,"D",0
"11","56172",,572,,6760
"11","56173",,121,,1855
"11","56174","D",0,"D",0
"11","56179",,62,,2418
"11","5619",,191,,4331
"11","562",,27,,2360
"11","61",,1335,,21274
"11","611",,1335,,21274
"11","62",,3046,,104196
"11","621",,1755,,85903
"11","6211",,443,,35293
"11","62111",,443,,35293
"11","621111",,282,,21120
"11","621112",,161,,14173
"11","6212",,93,,4337
"11","62121",,93,,4337
"11","6213",,759,,35395
"11","62131",,12,,754
"11","62132",,14,,1332
"11","62133",,386,,22328
"11","62134",,92,,2329
"11","62139",,255,,8652
"11","621391","D",0,"D",0
"11","621399","D",0,"D",0
"11","6214","D",0,"D",0
"11","6215","D",0,"D",0
"11","62151","D",0,"D",0
"11","6216",,328,,5602
"11","62161",,328,,5602
"11","6219",,89,,4115
"11","623",,178,,4300
"11","624",,1113,,13993
"11","6241",,286,,5049
"11","6242",,22,,377
"11","6243",,42,,702
"11","62431",,42,,702
"11","6244",,763,,7865
"11","62441",,763,,7865
"11","71",,2815,,68991
"11","711",,2583,,64040
"11","7111","D",0,"D",0
"11","7112",,86,,1315
"11","71121",,86,,1315
"11","7113","D",0,"D",0
"11","7114",,76,,2172
"11","71141",,76,,2172
"11","7115",,2252,,56805
"11","71151",,2252,,56805
"11","712","D",0,"D",0
"11","7121","D",0,"D",0
"11","713","D",0,"D",0
"11","7131","D",0,"D",0
"11","7132","D",0,"D",0
"11","7139","D",0,"D",0
"11","72",,576,,31154
"11","721",,83,,8500
"11","7211",,57,,7622
"11","7212","D",0,"D",0
"11","72121","D",0,"D",0
"11","7213","D",0,"D",0
"11","72131","D",0,"D",0
"11","722",,493,,22654
"11","7221",,78,,11848
"11","72211",,78,,11848
"11","7222",,60,,3658
"11","72221",,60,,3658
"11","7223",,342,,6786
"11","7224",,13,,362
"11","72241",,13,,362
"11","81",,3795,,97180
"11","811",,347,,10640
"11","8111",,138,,6179
"11","81111",,82,,4473
"11","81112",,17,,533
"11","81119",,39,,1173
"11","8112",,18,,753
"11","81121",,18,,753
"11","8113",,10,,404
"11","81131",,10,,404
"11","8114",,181,,3304
"11","81141",,30,,663
"11","81142","D",0,"D",0
"11","81143","D",0,"D",0
"11","81149",,131,,2232
"11","812",,2975,,77279
"11","8121",,1164,,23618
"11","81211",,1014,,20894
"11","812111",,196,,3116
"11","812112",,737,,16623
"11","812113",,81,,1155
"11","81219",,150,,2724
"11","8122",,24,,1797
"11","81221","D",0,"D",0
"11","81222","D",0,"D",0
"11","8123",,38,,1551
"11","81231",,13,,777
"11","81232","D",0,"D",0
"11","81233","D",0,"D",0
"11","8129",,1749,,50313
"11","81291",,82,,1510
"11","81292","D",0,"D",0
"11","81293","D",0,"D",0
"11","81299",,1638,,46133
"11","813",,473,,9261
"12","00",,1272863,,57484918
"12","11",,13181,,495738
"12","113",,1026,,58596
"12","114",,7255,,230788
"12","1141",,6989,,221873
"12","11411",,6989,,221873
"12","1142",,266,,8915
"12","11421",,266,,8915
"12","115",,4900,,206354
"12","1151",,2748,,125305
"12","11511",,2748,,125305
"12","1152",,1717,,60468
"12","11521",,1717,,60468
"12","1153",,435,,20581
"12","11531",,435,,20581
"12","21",,750,,44950
"12","211",,534,,21819
"12","2111",,534,,21819
"12","21111",,534,,21819
"12","212",,121,,19284
"12","2121","D",0,"D",0
"12","21211","D",0,"D",0
"12","2122","D",0,"D",0
"12","2123","D",0,"D",0
"12","213",,95,,3847
"12","2131",,95,,3847
"12","21311",,95,,3847
"12","22",,981,,36743
"12","221",,981,,36743
"12","23",,144913,,8091972
"12","236",,23349,,2035499
"12","2361",,19407,,1731340
"12","2362",,3942,,304159
"12","237",,3525,,346735
"12","2371",,489,,26986
"12","2372",,1445,,220908
"12","23721",,1445,,220908
"12","2373",,408,,26161
"12","23731",,408,,26161
"12","2379",,1183,,72680
"12","23799",,1183,,72680
"12","238",,118039,,5709738
"12","2381",,17846,,1030029
"12","2382",,12623,,663222
"12","23821",,6109,,265273
"12","23822",,5796,,362463
"12","23829",,718,,35486
"12","2383",,52294,,2069817
"12","2389",,35276,,1946670
"12","31-33",,16371,,988939
"12","311",,1257,,55289
"12","3111",,62,,2554
"12","31111",,62,,2554
"12","3112",,7,,67
"12","3113",,54,,2674
"12","3114",,150,,3668
"12","3115",,38,,2724
"12","3116",,36,,1339
"12","31161",,36,,1339
"12","3117",,142,,8047
"12","31171",,142,,8047
"12","3118",,384,,20165
"12","3119",,384,,14051
"12","312",,76,,6007
"12","313",,67,,1777
"12","314",,135,,5043
"12","315",,1677,,58677
"12","316",,183,,7371
"12","3161",,28,,1793
"12","31611",,28,,1793
"12","3162",,41,,1363
"12","31621",,41,,1363
"12","3169",,114,,4215
"12","31699",,114,,4215
"12","321",,1086,,76927
"12","322",,94,,5383
"12","323",,1621,,106186
"12","3231",,1621,,106186
"12","324",,75,,5335
"12","3241",,75,,5335
"12","325",,528,,31501
"12","3251",,57,,4285
"12","3252",,30,,2836
"12","3253",,37,,1602
"12","3254",,62,,2504
"12","32541",,62,,2504
"12","3255",,133,,7779
"12","3256",,99,,4275
"12","3259",,110,,8220
"12","326",,358,,28119
"12","327",,526,,29139
"12","3271","D",0,"D",0
"12","3272",,174,,8332
"12","32721",,174,,8332
"12","3273",,126,,10658
"12","3274","D",0,"D",0
"12","3279",,103,,7107
"12","331",,225,,22181
"12","332",,1491,,113691
"12","333",,596,,44235
"12","334",,509,,27379
"12","335",,428,,27314
"12","336",,502,,45576
"12","337",,1138,,76575
"12","339",,3799,,215234
"12","3391",,377,,30493
"12","33911",,377,,30493
"12","3399",,3422,,184741
"12","42",,29302,,2415960
"12","423",,15423,,1414656
"12","4231",,1382,,165616
"12","4232",,1139,,91063
"12","4233",,515,,59063
"12","4234",,961,,91506
"12","4235",,192,,24964
"12","4236",,1007,,105060
"12","4237",,381,,34501
"12","4238",,1508,,186220
"12","4239",,8338,,656663
"12","42391",,796,,55241
"12","42392",,537,,27400
"12","42393",,213,,18216
"12","42394",,1308,,87324
"12","42399",,5484,,468482
"12","424",,11320,,883560
"12","4241",,493,,34267
"12","4242",,357,,30880
"12","42421",,357,,30880
"12","4243",,1493,,105570
"12","4244",,2200,,210250
"12","4245",,344,,42915
"12","4246",,352,,25789
"12","4247",,133,,12290
"12","4248",,194,,16855
"12","4249",,5754,,404744
"12","42491",,89,,9131
"12","42492",,905,,27379
"12","42493",,820,,53438
"12","42494",,202,,23342
"12","42495",,97,,7788
"12","42499",,3641,,283666
"12","425",,2559,,117744
"12","4251",,2559,,117744
"12","42511",,223,,12858
"12","42512",,2336,,104886
"12","44-45",,107138,,4981015
"12","441",,10673,,1034228
"12","4411",,5746,,628576
"12","44112",,5746,,628576
"12","4412",,2993,,234891
"12","44121",,287,,22873
"12","44122",,2706,,212018
"12","441221",,232,,19569
"12","441222",,914,,85359
"12","441229",,1560,,107090
"12","4413",,1934,,170761
"12","442",,3057,,266055
"12","4421",,1114,,113471
"12","44211",,1114,,113471
"12","4422",,1943,,152584
"12","443",,2089,,135769
"12","4431",,2089,,135769
"12","44311",,1228,,79317
"12","443111",,386,,24948
"12","443112",,842,,54369
"12","44312",,747,,49507
"12","44313",,114,,6945
"12","444",,2269,,179206
"12","4441",,1674,,134842
"12","44411",,160,,7046
"12","44412",,185,,10290
"12","44413",,232,,28041
"12","44419",,1097,,89465
"12","4442",,595,,44364
"12","445",,5395,,494112
"12","4451",,2046,,215708
"12","4452",,2944,,214244
"12","44521",,140,,18332
"12","44522",,240,,18064
"12","44523",,662,,43359
"12","44529",,1902,,134489
"12","4453",,405,,64160
"12","44531",,405,,64160
"12","446",,7198,,190344
"12","4461",,7198,,190344
"12","44611",,392,,20810
"12","44612",,3929,,62149
"12","44613",,219,,14197
"12","44619",,2658,,93188
"12","447",,428,,84535
"12","4471",,428,,84535
"12","448",,7273,,342187
"12","4481",,4646,,206118
"12","44811",,264,,16715
"12","44812",,1039,,52463
"12","44813",,379,,13521
"12","44814",,631,,27271
"12","44815",,910,,35415
"12","44819",,1423,,60733
"12","4482",,351,,18150
"12","44821",,351,,18150
"12","4483",,2276,,117919
"12","44831",,2097,,110869
"12","44832",,179,,7050
"12","451",,4742,,204530
"12","4511",,3036,,156613
"12","45111",,1060,,75307
"12","45112",,1007,,50469
"12","45113",,655,,14671
"12","45114",,314,,16166
"12","4512",,1706,,47917
"12","45121",,1388,,33049
"12","451211",,509,,17200
"12","451212",,879,,15849
"12","45122",,318,,14868
"12","452",,2184,,100426
"12","453",,18593,,903226
"12","4531",,1541,,60874
"12","45311",,1541,,60874
"12","4532",,3903,,153709
"12","45321",,394,,26507
"12","45322",,3509,,127202
"12","4533",,3367,,104130
"12","45331",,3367,,104130
"12","4539",,9782,,584513
"12","45391",,606,,37011
"12","45392",,1206,,64287
"12","45393",,191,,16269
"12","45399",,7779,,466946
"12","454",,43237,,1046397
"12","4541",,3985,,139800
"12","45411",,3985,,139800
"12","4542",,1865,,52264
"12","45421",,1865,,52264
"12","4543",,37387,,854333
"12","45431",,81,,9887
"12","45439",,37306,,844446
"12","48-49",,69274,,3197408
"12","481",,2102,,115768
"12","483",,1071,,46803
"12","484",,33285,,2089913
"12","4841",,29520,,1836147
"12","48411",,13047,,671205
"12","48412",,16473,,1164942
"12","4842",,3765,,253766
"12","485",,10793,,296175
"12","4851",,99,,3718
"12","48511",,99,,3718
"12","4852",,133,,3708
"12","48521",,133,,3708
"12","4853",,7479,,195955
"12","4854",,620,,12154
"12","48541",,620,,12154
"12","4855",,333,,14515
"12","48551",,333,,14515
"12","4859",,2129,,66125
"12","48599",,2129,,66125
"12","486",,36,,2111
"12","487",,500,,17906
"12","488",,5886,,305545
"12","492",,15020,,284024
"12","493",,581,,39163
"12","4931",,581,,39163
"12","51",,16604,,571612
"12","511",,4166,,137008
"12","512",,2761,,80646
"12","5121",,2039,,65038
"12","5122",,722,,15608
"12","515",,1396,,48592
"12","516",,929,,21847
"12","5161",,929,,21847
"12","51611",,929,,21847
"12","517",,2418,,108200
"12","518",,2643,,75115
"12","5181",,600,,19904
"12","51811",,600,,19904
"12","518111",,410,,14552
"12","518112",,190,,5352
"12","5182",,2043,,55211
"12","51821",,2043,,55211
"12","519",,2291,,100204
"12","5191",,2291,,100204
"12","52",,51897,,3469990
"12","522",,8085,,392372
"12","5221",,346,,14558
"12","5222",,2846,,212447
"12","5223",,4893,,165367
"12","523",,17535,,1850037
"12","5231",,2539,,525051
"12","52311",,601,,268561
"12","52312",,1608,,228885
"12","52313",,61,,4358
"12","52314",,269,,23247
"12","5232",,149,,63390
"12","52321",,149,,63390
"12","5239",,14847,,1261596
"12","524",,26277,,1227581
"12","5241",,48,,4429
"12","5242",,26229,,1223152
"12","52421",,16993,,874976
"12","52429",,9236,,348176
"12","53",,156915,,11282948
"12","531",,153391,,11008400
"12","5311",,43262,,5520349
"12","5312",,59739,,2550301
"12","53121",,59739,,2550301
"12","5313",,50390,,2937750
"12","53131",,8664,,510126
"12","53132",,3772,,167313
"12","53139",,37954,,2260311
"12","532",,3445,,267868
"12","5321",,852,,42131
"12","5322",,905,,45347
"12","53221",,98,,7679
"12","53222",,25,,873
"12","53223",,140,,5635
"12","53229",,642,,31160
"12","5323",,216,,24370
"12","53231",,216,,24370
"12","5324",,1472,,156020
"12","533",,79,,6680
"12","5331",,79,,6680
"12","53311",,79,,6680
"12","54",,158915,,6437671
"12","541",,158915,,6437671
"12","5411",,13370,,765827
"12","5412",,19671,,416308
"12","54121",,19671,,416308
"12","541211",,2323,,120106
"12","541213",,3838,,59284
"12","541214",,273,,13784
"12","541219",,13237,,223134
"12","5413",,14445,,598220
"12","54131",,2699,,137037
"12","54132",,2167,,72364
"12","54133",,5510,,246083
"12","54134",,2164,,47774
"12","54135",,929,,29347
"12","54136",,165,,12465
"12","54137",,695,,43363
"12","54138",,116,,9787
"12","5414",,8424,,298659
"12","5415",,17485,,640758
"12","54151",,17485,,640758
"12","5416",,25976,,1240791
"12","5417",,1145,,44385
"12","5418",,7776,,382386
"12","5419",,50623,,2050337
"12","54191",,1599,,62942
"12","54192",,3685,,96396
"12","54193",,1836,,43744
"12","54194",,868,,65309
"12","54199",,42635,,1781946
"12","56",,112416,,2771838
"12","561",,111581,,2700608
"12","5611",,11829,,203656
"12","56111",,11829,,203656
"12","5612",,1705,,52500
"12","56121",,1705,,52500
"12","5613",,1306,,87614
"12","5614",,14226,,404550
"12","56141",,3382,,55291
"12","56142",,1750,,29962
"12","56143",,1326,,44570
"12","56144",,474,,22114
"12","56145",,55,,2596
"12","56149",,7239,,250017
"12","5615",,3117,,130067
"12","5616",,5747,,113916
"12","5617",,68150,,1495224
"12","56171",,860,,65459
"12","56172",,41483,,617527
"12","56173",,18883,,567992
"12","56174",,1832,,56415
"12","56179",,5092,,187831
"12","5619",,5501,,213081
"12","562",,835,,71230
"12","61",,19405,,319465
"12","611",,19405,,319465
"12","62",,94427,,3314989
"12","621",,62989,,2749856
"12","6211",,11220,,1010708
"12","62111",,11220,,1010708
"12","621111",,9356,,914784
"12","621112",,1864,,95924
"12","6212",,2296,,217969
"12","62121",,2296,,217969
"12","6213",,20492,,774921
"12","62131",,1400,,83449
"12","62132",,782,,53985
"12","62133",,3720,,120129
"12","62134",,4014,,140065
"12","62139",,10576,,377293
"12","621391",,272,,18489
"12","621399",,10304,,358804
"12","6214",,1054,,105633
"12","6215",,1655,,123439
"12","62151",,1655,,123439
"12","6216",,22563,,399921
"12","62161",,22563,,399921
"12","6219",,3709,,117265
"12","623",,5703,,174962
"12","624",,25735,,390171
"12","6241",,5539,,96677
"12","6242",,279,,4050
"12","6243",,603,,12308
"12","62431",,603,,12308
"12","6244",,19314,,277136
"12","62441",,19314,,277136
"12","71",,52282,,1541247
"12","711",,42509,,956317
"12","7111",,1681,,46943
"12","7112",,5142,,168451
"12","71121",,5142,,168451
"12","7113",,2188,,98347
"12","7114",,2203,,77529
"12","71141",,2203,,77529
"12","7115",,31295,,565047
"12","71151",,31295,,565047
"12","712",,199,,3158
"12","7121",,199,,3158
"12","713",,9574,,581772
"12","7131",,433,,54434
"12","7132",,454,,66372
"12","7139",,8687,,460966
"12","72",,18271,,1978620
"12","721",,3832,,425631
"12","7211",,2690,,376273
"12","7212",,398,,29785
"12","72121",,398,,29785
"12","7213",,744,,19573
"12","72131",,744,,19573
"12","722",,14439,,1552989
"12","7221",,3309,,881317
"12","72211",,3309,,881317
"12","7222",,2984,,336709
"12","72221",,2983,,336648
"12","7223",,6942,,205604
"12","7224",,1204,,129359
"12","72241",,1204,,129359
"12","81",,209821,,5543813
"12","811",,54857,,2094318
"12","8111",,18665,,946454
"12","81111",,8975,,489192
"12","81112",,4659,,245364
"12","81119",,5031,,211898
"12","8112",,3463,,131142
"12","81121",,3463,,131142
"12","8113",,3736,,198905
"12","81131",,3736,,198905
"12","8114",,28993,,817817
"12","81141",,4324,,161896
"12","81142",,1824,,54270
"12","81143",,204,,6189
"12","81149",,22641,,595462
"12","812",,145305,,3282664
"12","8121",,50685,,1063584
"12","81211",,41613,,893608
"12","812111",,5349,,104078
"12","812112",,25380,,548888
"12","812113",,10884,,240642
"12","81219",,9072,,169976
"12","8122",,569,,40124
"12","81221",,459,,33188
"12","81222",,110,,6936
"12","8123",,2045,,127339
"12","81231",,759,,43121
"12","81232",,1123,,78662
"12","81233",,163,,5556
"12","8129",,92006,,2051617
"12","81291",,2784,,67863
"12","81292",,729,,19221
"12","81293",,381,,12688
"12","81299",,88112,,1951845
"12","813",,9659,,166831
"13","00",,570216,,25597970
"13","11",,4907,,253811
"13","113",,1641,,132303
"13","114",,955,,27570
"13","1141",,707,,19343
"13","11411",,707,,19343
"13","1142",,248,,8227
"13","11421",,248,,8227
"13","115",,2311,,93938
"13","1151",,974,,34682
"13","11511",,974,,34682
"13","1152",,847,,35873
"13","11521",,847,,35873
"13","1153",,490,,23383
"13","11531",,490,,23383
"13","21",,91,,10641
"13","211","D",0,"D",0
"13","2111","D",0,"D",0
"13","21111","D",0,"D",0
"13","212","D",0,"D",0
"13","2121","D",0,"D",0
"13","21211","D",0,"D",0
"13","2122","D",0,"D",0
"13","2123",,46,,6684
"13","213",,30,,2751
"13","2131",,30,,2751
"13","21311",,30,,2751
"13","22",,509,,23425
"13","221",,509,,23425
"13","23",,89510,,5734555
"13","236",,20649,,2011836
"13","2361",,17719,,1803789
"13","2362",,2930,,208047
"13","237",,2771,,333726
"13","2371",,309,,14625
"13","2372",,1277,,226028
"13","23721",,1277,,226028
"13","2373",,237,,15691
"13","23731",,237,,15691
"13","2379",,948,,77382
"13","23799",,948,,77382
"13","238",,66090,,3388993
"13","2381",,11530,,714982
"13","2382",,10114,,453326
"13","23821",,4447,,163579
"13","23822",,5174,,268455
"13","23829",,493,,21292
"13","2383",,25022,,1204424
"13","2389",,19424,,1016261
"13","31-33",,7030,,371750
"13","311",,524,,19623
"13","3111",,37,,761
"13","31111",,37,,761
"13","3112",,7,,459
"13","3113",,28,,1913
"13","3114",,30,,840
"13","3115",,12,,1148
"13","3116",,97,,3054
"13","31161",,97,,3054
"13","3117",,24,,2249
"13","31171",,24,,2249
"13","3118",,141,,4625
"13","3119",,148,,4574
"13","312",,26,,1052
"13","313",,116,,8894
"13","314",,135,,10762
"13","315",,553,,18866
"13","316","D",0,"D",0
"13","3161",,25,,906
"13","31611",,25,,906
"13","3162","D",0,"D",0
"13","31621","D",0,"D",0
"13","3169",,26,,640
"13","31699",,26,,640
"13","321",,626,,31976
"13","322",,57,,2810
"13","323",,726,,38884
"13","3231",,726,,38884
"13","324","D",0,"D",0
"13","3241","D",0,"D",0
"13","325",,222,,16226
"13","3251",,38,,3788
"13","3252",,12,,449
"13","3253",,17,,1597
"13","3254",,17,,1183
"13","32541",,17,,1183
"13","3255",,43,,2924
"13","3256",,32,,1247
"13","3259",,63,,5038
"13","326",,117,,7396
"13","327",,303,,13486
"13","3271","D",0,"D",0
"13","3272",,69,,2191
"13","32721",,69,,2191
"13","3273",,84,,4977
"13","3274","D",0,"D",0
"13","3279",,77,,4873
"13","331",,94,,6804
"13","332",,768,,49578
"13","333",,419,,25831
"13","334",,208,,12307
"13","335",,123,,7448
"13","336",,158,,13390
"13","337",,485,,21133
"13","339",,1273,,62749
"13","3391",,118,,7003
"13","33911",,118,,7003
"13","3399",,1155,,55746
"13","42",,10817,,863757
"13","423",,5931,,495743
"13","4231",,483,,56764
"13","4232",,701,,52215
"13","4233",,249,,31645
"13","4234",,362,,28342
"13","4235",,88,,11423
"13","4236",,296,,25813
"13","4237",,170,,14919
"13","4238",,632,,66668
"13","4239",,2950,,207954
"13","42391",,295,,18985
"13","42392",,214,,8916
"13","42393",,159,,12128
"13","42394",,399,,20711
"13","42399",,1883,,147214
"13","424",,4125,,317892
"13","4241",,214,,18463
"13","4242",,94,,4798
"13","42421",,94,,4798
"13","4243",,681,,38772
"13","4244",,780,,83122
"13","4245",,110,,12744
"13","4246",,204,,19273
"13","4247",,39,,5064
"13","4248",,52,,3801
"13","4249",,1951,,131855
"13","42491",,75,,6050
"13","42492",,278,,11736
"13","42493",,284,,11603
"13","42494",,43,,3703
"13","42495",,39,,2647
"13","42499",,1232,,96116
"13","425",,761,,50122
"13","4251",,761,,50122
"13","42511",,84,,2570
"13","42512",,677,,47552
"13","44-45",,53018,,2281120
"13","441",,4438,,494543
"13","4411",,2515,,343401
"13","44112",,2515,,343401
"13","4412",,962,,67975
"13","44121",,77,,7052
"13","44122",,885,,60923
"13","441221",,105,,6340
"13","441222",,75,,6682
"13","441229",,705,,47901
"13","4413",,961,,83167
"13","442",,1741,,112170
"13","4421",,535,,35605
"13","44211",,535,,35605
"13","4422",,1206,,76565
"13","443",,856,,48997
"13","4431",,856,,48997
"13","44311",,534,,32747
"13","443111",,163,,9548
"13","443112",,371,,23199
"13","44312",,293,,15417
"13","44313",,29,,833
"13","444",,1112,,86111
"13","4441",,791,,65611
"13","44411",,132,,6674
"13","44412",,69,,4256
"13","44413",,163,,16129
"13","44419",,427,,38552
"13","4442",,321,,20500
"13","445",,2471,,261282
"13","4451",,1235,,152453
"13","4452",,1001,,61008
"13","44521",,56,,5436
"13","44522",,72,,4668
"13","44523",,169,,12898
"13","44529",,704,,38006
"13","4453",,235,,47821
"13","44531",,235,,47821
"13","446",,4200,,80301
"13","4461",,4200,,80301
"13","44611",,99,,4345
"13","44612",,3072,,41881
"13","44613",,48,,4036
"13","44619",,981,,30039
"13","447",,525,,104769
"13","4471",,525,,104769
"13","448",,3324,,133609
"13","4481",,2377,,88813
"13","44811",,155,,7628
"13","44812",,443,,22236
"13","44813",,250,,8171
"13","44814",,330,,12215
"13","44815",,544,,14287
"13","44819",,655,,24276
"13","4482",,96,,5228
"13","44821",,96,,5228
"13","4483",,851,,39568
"13","44831",,796,,37874
"13","44832",,55,,1694
"13","451",,2216,,89076
"13","4511",,1480,,68129
"13","45111",,477,,31373
"13","45112",,406,,20391
"13","45113",,411,,7663
"13","45114",,186,,8702
"13","4512",,736,,20947
"13","45121",,582,,12710
"13","451211",,266,,7604
"13","451212",,316,,5106
"13","45122",,154,,8237
"13","452",,1131,,48421
"13","453",,9410,,362951
"13","4531",,905,,30415
"13","45311",,905,,30415
"13","4532",,2275,,67091
"13","45321",,255,,12541
"13","45322",,2020,,54550
"13","4533",,1905,,51663
"13","45331",,1905,,51663
"13","4539",,4325,,213782
"13","45391",,181,,10639
"13","45392",,587,,17875
"13","45393",,107,,11788
"13","45399",,3450,,173480
"13","454",,21594,,458890
"13","4541",,1404,,43039
"13","45411",,1404,,43039
"13","4542",,925,,28273
"13","45421",,925,,28273
"13","4543",,19265,,387578
"13","45431",,57,,5373
"13","45439",,19207,,382203
"13","48-49",,26454,,1367594
"13","481",,661,,29186
"13","483",,86,,4989
"13","484",,15084,,1030413
"13","4841",,13478,,907930
"13","48411",,4390,,246660
"13","48412",,9088,,661270
"13","4842",,1606,,122483
"13","485",,3913,,94902
"13","4851",,21,,431
"13","48511",,21,,431
"13","4852",,35,,652
"13","48521",,35,,652
"13","4853",,2918,,65922
"13","4854",,74,,1246
"13","48541",,74,,1246
"13","4855",,167,,5077
"13","48551",,167,,5077
"13","4859",,698,,21574
"13","48599",,698,,21574
"13","486",,8,,326
"13","487",,94,,3052
"13","488",,2255,,104990
"13","492",,4132,,87791
"13","493",,221,,11945
"13","4931",,221,,11945
"13","51",,7147,,227561
"13","511",,1661,,48154
"13","512",,1305,,31901
"13","5121",,857,,23588
"13","5122",,448,,8313
"13","515",,581,,21647
"13","516",,394,,10629
"13","5161",,394,,10629
"13","51611",,394,,10629
"13","517",,1130,,48229
"13","518",,1149,,27493
"13","5181",,212,,4526
"13","51811",,212,,4526
"13","518111",,152,,3672
"13","518112",,60,,854
"13","5182",,937,,22967
"13","51821",,937,,22967
"13","519",,927,,39508
"13","5191",,927,,39508
"13","52",,18495,,1194502
"13","522",,1681,,94310
"13","5221",,185,,3444
"13","5222",,749,,63411
"13","5223",,747,,27455
"13","523",,5616,,621698
"13","5231","D",0,"D",0
"13","52311",,196,,46908
"13","52312",,389,,61084
"13","52313","D",0,"D",0
"13","52314",,37,,4457
"13","5232","D",0,"D",0
"13","52321","D",0,"D",0
"13","5239",,4937,,486648
"13","524",,11198,,478494
"13","5241",,14,,483
"13","5242",,11184,,478011
"13","52421",,7621,,368730
"13","52429",,3563,,109281
"13","53",,57931,,4691932
"13","531",,56053,,4544119
"13","5311",,18633,,2488751
"13","5312",,19570,,871160
"13","53121",,19570,,871160
"13","5313",,17850,,1184208
"13","53131",,3058,,169651
"13","53132",,1879,,79687
"13","53139",,12913,,934870
"13","532",,1850,,145315
"13","5321",,484,,22622
"13","5322",,392,,17051
"13","53221",,39,,1479
"13","53222",,15,,346
"13","53223",,88,,3544
"13","53229",,250,,11682
"13","5323",,91,,9090
"13","53231",,91,,9090
"13","5324",,883,,96552
"13","533",,28,,2498
"13","5331",,28,,2498
"13","53311",,28,,2498
"13","54",,74294,,2824504
"13","541",,74294,,2824504
"13","5411",,5827,,343515
"13","5412",,9002,,182110
"13","54121",,9002,,182110
"13","541211",,939,,41668
"13","541213",,2052,,36506
"13","541214",,163,,3563
"13","541219",,5848,,100373
"13","5413",,6548,,262307
"13","54131",,1087,,57023
"13","54132",,1382,,44826
"13","54133",,2534,,119095
"13","54134",,660,,13121
"13","54135",,407,,7514
"13","54136",,77,,3781
"13","54137",,325,,13190
"13","54138",,76,,3757
"13","5414",,4708,,150244
"13","5415",,9584,,369951
"13","54151",,9584,,369951
"13","5416",,12179,,520904
"13","5417",,592,,16405
"13","5418",,3241,,155510
"13","5419",,22613,,823558
"13","54191",,599,,19411
"13","54192",,2036,,53168
"13","54193",,600,,11952
"13","54194",,371,,19912
"13","54199",,19007,,719115
"13","56",,48998,,1086984
"13","561",,48364,,1037231
"13","5611",,5733,,80182
"13","56111",,5733,,80182
"13","5612",,768,,24472
"13","56121",,768,,24472
"13","5613",,934,,43202
"13","5614",,5658,,143508
"13","56141",,1441,,21492
"13","56142",,424,,7498
"13","56143",,537,,13488
"13","56144",,257,,10825
"13","56145",,19,,558
"13","56149",,2980,,89647
"13","5615",,785,,35170
"13","5616",,3459,,49523
"13","5617",,28696,,588435
"13","56171",,378,,15330
"13","56172",,16468,,260348
"13","56173",,9108,,223190
"13","56174",,911,,29446
"13","56179",,1831,,60121
"13","5619",,2331,,72739
"13","562",,634,,49753
"13","61",,10126,,139331
"13","611",,10126,,139331
"13","62",,38293,,1216749
"13","621",,19930,,934039
"13","6211",,4423,,386025
"13","62111",,4423,,386025
"13","621111",,3726,,343640
"13","621112",,697,,42385
"13","6212",,860,,62556
"13","62121",,860,,62556
"13","6213",,6966,,271842
"13","62131",,737,,34324
"13","62132",,305,,26353
"13","62133",,1466,,53195
"13","62134",,1433,,49785
"13","62139",,3025,,108185
"13","621391",,57,,3365
"13","621399",,2968,,104820
"13","6214",,395,,48772
