YEAR,STATE,COUNTY,LNMILES
2001,8,79,633
2001,8,81,"4,146"
2001,8,83,"2,725"
2001,8,85,"3,377"
2001,8,87,"2,842"
2001,8,89,"1,976"
2001,8,91,646
2001,8,93,"4,103"
2001,8,95,"2,298"
2001,8,97,847
2001,8,99,"3,026"
2001,8,101,"4,651"
2001,8,103,"2,735"
2001,8,105,"1,585"
2001,8,107,"2,205"
2001,8,109,"2,585"
2001,8,111,476
2001,8,113,"1,661"
2001,8,115,"1,568"
2001,8,117,"1,003"
2001,8,119,"1,423"
2001,8,121,"5,225"
2001,8,123,"9,391"
2001,8,125,"5,136"
2001,9,1,"9,084"
2001,9,3,"8,987"
2001,9,5,"5,079"
2001,9,7,"2,897"
2001,9,9,"8,257"
2001,9,11,"4,615"
2001,9,13,"2,786"
2001,9,15,"2,895"
2001,10,1,"2,881"
2001,10,3,"4,992"
2001,10,5,"4,763"
2001,11,1,"1,320"
2001,11,2,644
2001,11,3,497
2001,11,4,198
2001,11,5,966
2001,12,1,"3,843"
2001,12,3,"1,995"
2001,12,5,"3,255"
2001,12,7,"1,177"
2001,12,9,"7,440"
2001,12,11,"12,640"
2001,12,13,981
2001,12,15,"4,944"
2001,12,17,"4,978"
2001,12,19,"2,333"
2001,12,21,"3,830"
2001,12,23,"2,995"
2001,12,25,"15,776"
2001,12,27,"1,049"
2001,12,29,"1,058"
2001,12,31,"9,334"
2001,12,33,"5,353"
2001,12,35,"1,831"
2001,12,37,951
2001,12,39,"2,043"
2001,12,41,"1,145"
2001,12,43,787
2001,12,45,753
2001,12,47,"1,425"
2001,12,49,"1,363"
2001,12,51,"1,081"
2001,12,53,"3,766"
2001,12,55,"3,375"
2001,12,57,"11,535"
2001,12,59,"1,805"
2001,12,61,"2,258"
2001,12,63,"3,523"
2001,12,65,"1,503"
2001,12,67,991
2001,12,69,"4,553"
2001,12,71,"9,233"
2001,12,73,"3,223"
2001,12,75,"2,902"
2001,12,77,"1,599"
2001,12,79,"1,824"
2001,12,81,"3,188"
2001,12,83,"7,889"
2001,12,85,"1,691"
2001,12,87,"1,362"
2001,12,89,"2,165"
2001,12,91,"3,325"
2001,12,93,"1,020"
2001,12,95,"9,210"
2001,12,97,"3,002"
2001,12,99,"9,319"
2001,12,101,"4,334"
2001,12,103,"9,038"
2001,12,105,"9,019"
2001,12,107,"4,023"
2001,12,109,"2,259"
2001,12,111,"3,730"
2001,12,113,"3,926"
2001,12,115,"4,989"
2001,12,117,"3,145"
2001,12,119,"1,631"
2001,12,121,"2,925"
2001,12,123,"1,930"
2001,12,125,667
2001,12,127,"6,934"
2001,12,129,"2,222"
2001,12,131,"3,016"
2001,12,133,"2,543"
2001,13,1,"2,211"
2001,13,3,"1,024"
2001,13,5,"1,212"
2001,13,7,716
2001,13,9,"1,170"
2001,13,11,908
2001,13,13,"1,177"
2001,13,15,"2,506"
2001,13,17,"1,031"
2001,13,19,"1,697"
2001,13,21,"2,546"
2001,13,23,866
2001,13,25,"2,094"
2001,13,27,"1,593"
2001,13,29,981
2001,13,31,"3,042"
2001,13,33,"2,136"
2001,13,35,860
2001,13,37,689
2001,13,39,"1,271"
2001,13,43,"1,053"
2001,13,45,"2,899"
2001,13,47,"1,081"
2001,13,49,894
2001,13,51,"2,847"
2001,13,53,240
2001,13,55,"1,127"
2001,13,57,"2,515"
2001,13,59,"1,368"
2001,13,61,531
2001,13,63,"2,376"
2001,13,65,"1,144"
2001,13,67,"6,293"
2001,13,69,"2,411"
2001,13,71,"2,369"
2001,13,73,"1,524"
2001,13,75,"1,138"
2001,13,77,"2,332"
2001,13,79,824
2001,13,81,"1,459"
2001,13,83,736
2001,13,85,733
2001,13,87,"2,116"
2001,13,89,"5,549"
2001,13,91,"1,856"
2001,13,93,"1,617"
2001,13,95,"1,791"
2001,13,97,"1,628"
2001,13,99,"1,453"
2001,13,101,532
2001,13,103,"1,580"
2001,13,105,"1,396"
2001,13,107,"2,501"
2001,13,109,770
2001,13,111,"1,209"
2001,13,113,"1,621"
2001,13,115,"2,313"
2001,13,117,"1,830"
2001,13,119,"1,363"
2001,13,121,"8,378"
2001,13,123,"1,139"
2001,13,125,453
2001,13,127,"1,498"
2001,13,129,"1,659"
2001,13,131,"1,676"
2001,13,133,"1,201"
2001,13,135,"5,942"
2001,13,137,"1,455"
2001,13,139,"2,847"
2001,13,141,"1,183"
2001,13,143,"1,376"
2001,13,145,"1,451"
2001,13,147,"1,366"
2001,13,149,882
2001,13,151,"2,386"
2001,13,153,"2,168"
2001,13,155,"1,181"
2001,13,157,"1,708"
2001,13,159,"1,204"
2001,13,161,"1,332"
2001,13,163,"1,663"
2001,13,165,"1,057"
2001,13,167,"1,073"
2001,13,169,"1,152"
2001,13,171,850
2001,13,173,656
2001,13,175,"3,308"
2001,13,177,"1,014"
2001,13,179,"1,039"
2001,13,181,710
2001,13,183,653
2001,13,185,"2,755"
2001,13,187,"1,040"
2001,13,189,"1,054"
2001,13,191,676
2001,13,193,"1,185"
2001,13,195,"1,389"
2001,13,197,897
2001,13,199,"1,670"
2001,13,201,968
2001,13,205,"1,877"
2001,13,207,"1,394"
2001,13,209,924
2001,13,211,"1,243"
2001,13,213,"1,236"
2001,13,215,"2,256"
2001,13,217,"2,325"
2001,13,219,911
2001,13,221,"1,122"
2001,13,223,"1,625"
2001,13,225,816
2001,13,227,"1,030"
2001,13,229,"1,454"
2001,13,231,883
2001,13,233,"1,447"
2001,13,235,797
2001,13,237,"1,187"
2001,13,239,379
2001,13,241,"1,067"
2001,13,243,"1,028"
2001,13,245,"2,547"
2001,13,247,"1,185"
2001,13,249,470
2001,13,251,"1,633"
2001,13,253,948
2001,13,255,"1,401"
2001,13,257,"1,050"
2001,13,259,878
2001,13,261,"1,608"
2001,13,263,948
2001,13,265,494
2001,13,267,"1,923"
2001,13,269,"1,184"
2001,13,271,"1,285"
2001,13,273,"1,048"
2001,13,275,"2,149"
2001,13,277,"1,618"
2001,13,279,"1,634"
2001,13,281,552
2001,13,283,887
2001,13,285,"2,028"
2001,13,287,"1,128"
2001,13,289,927
2001,13,291,"1,136"
2001,13,293,"1,231"
2001,13,295,"1,882"
2001,13,297,"1,813"
2001,13,299,"2,123"
2001,13,301,896
2001,13,303,"1,942"
2001,13,305,"1,934"
2001,13,307,528
2001,13,309,841
2001,13,311,835
2001,13,313,"2,084"
2001,13,315,"1,235"
2001,13,317,"1,174"
2001,13,319,"1,017"
2001,13,321,"2,073"
2001,15,1,"2,957"
2001,15,3,"3,856"
2001,15,7,831
2001,15,9,"1,616"
2001,16,1,"4,204"
2001,16,3,"1,778"
2001,16,5,"2,463"
2001,16,7,"1,440"
2001,16,9,"1,382"
2001,16,11,"3,782"
2001,16,13,"1,678"
2001,16,15,"1,390"
2001,16,17,"2,752"
2001,16,19,"3,111"
2001,16,21,"1,226"
2001,16,23,"1,104"
2001,16,25,986
2001,16,27,"3,545"
2001,16,29,"2,099"
2001,16,31,"3,248"
2001,16,33,"1,175"
2001,16,35,"2,053"
2001,16,37,"2,297"
2001,16,39,"3,015"
2001,16,41,"1,173"
2001,16,43,"2,337"
2001,16,45,964
2001,16,47,"1,414"
2001,16,49,"6,120"
2001,16,51,"1,884"
2001,16,53,"1,569"
2001,16,55,"3,989"
2001,16,57,"2,572"
2001,16,59,"2,164"
2001,16,61,"1,286"
2001,16,63,"1,101"
2001,16,65,"1,114"
2001,16,67,"1,578"
2001,16,69,"1,912"
2001,16,71,"1,465"
2001,16,73,"2,574"
2001,16,75,"1,079"
2001,16,77,"1,945"
2001,16,79,"3,291"
2001,16,81,860
2001,16,83,"3,260"
2001,16,85,"3,000"
2001,16,87,"1,527"
2001,17,1,"3,787"
2001,17,3,884
2001,17,5,"1,681"
2001,17,7,"1,369"
2001,17,9,"1,041"
2001,17,11,"3,680"
2001,17,13,719
2001,17,15,"1,647"
2001,17,17,"1,187"
2001,17,19,"5,630"
2001,17,21,"3,155"
2001,17,23,"2,335"
2001,17,25,"2,012"
2001,17,27,"2,093"
2001,17,29,"2,602"
2001,17,31,"26,104"
2001,17,33,"1,919"
2001,17,35,"1,705"
2001,17,37,"2,858"
2001,17,39,"1,750"
2001,17,41,"1,928"
2001,17,43,"7,106"
2001,17,45,"2,524"
2001,17,47,911
2001,17,49,"2,463"
2001,17,51,"3,116"
2001,17,53,"2,111"
2001,17,55,"2,398"
2001,17,57,"3,091"
2001,17,59,"1,062"
2001,17,61,"1,811"
2001,17,63,"1,915"
2001,17,65,"1,863"
2001,17,67,"3,207"
2001,17,69,550
2001,17,71,"1,294"
2001,17,73,"3,617"
2001,17,75,"4,898"
2001,17,77,"2,278"
2001,17,79,"2,137"
2001,17,81,"2,932"
2001,17,83,"1,370"
2001,17,85,"2,178"
2001,17,87,"1,173"
2001,17,89,"4,529"
2001,17,91,"3,454"
2001,17,93,"1,546"
2001,17,95,"3,304"
2001,17,97,"5,871"
2001,17,99,"5,398"
2001,17,101,"1,690"
2001,17,103,"3,039"
2001,17,105,"4,609"
2001,17,107,"2,704"
2001,17,109,"2,558"
2001,17,111,"3,734"
2001,17,113,"5,891"
2001,17,115,"3,561"
2001,17,117,"3,561"
2001,17,119,"5,381"
2001,17,121,"2,901"
2001,17,123,"1,518"
2001,17,125,"1,909"
2001,17,127,"1,033"
2001,17,129,"1,165"
2001,17,131,"2,106"
2001,17,133,"1,402"
2001,17,135,"3,167"
2001,17,137,"2,446"
2001,17,139,"1,479"
2001,17,141,"3,210"
2001,17,143,"4,012"
2001,17,145,"1,566"
2001,17,147,"1,943"
2001,17,149,"3,032"
2001,17,151,903
2001,17,153,809
2001,17,155,643
2001,17,157,"2,095"
2001,17,159,"1,788"
2001,17,161,"2,910"
2001,17,163,"4,923"
2001,17,165,"1,740"
2001,17,167,"5,156"
2001,17,169,"1,579"
2001,17,171,919
2001,17,173,"3,318"
2001,17,175,"1,104"
2001,17,177,"2,622"
2001,17,179,"3,541"
2001,17,181,"1,395"
2001,17,183,"4,219"
2001,17,185,910
2001,17,187,"2,321"
2001,17,189,"2,108"
2001,17,191,"3,130"
2001,17,193,"2,308"
2001,17,195,"3,043"
2001,17,197,"6,188"
2001,17,199,"2,410"
2001,17,201,"4,744"
2001,17,203,"2,315"
2001,18,1,"1,783"
2001,18,3,"5,610"
2001,18,5,"2,194"
2001,18,7,"1,750"
2001,18,9,863
2001,18,11,"2,282"
2001,18,13,913
2001,18,15,"1,828"
2001,18,17,"2,309"
2001,18,19,"1,882"
2001,18,21,"1,790"
2001,18,23,"2,039"
2001,18,25,"1,204"
2001,18,27,"2,003"
2001,18,29,"1,482"
2001,18,31,"1,678"
2001,18,33,"1,980"
2001,18,35,"2,880"
2001,18,37,"1,913"
2001,18,39,"3,629"
2001,18,41,968
2001,18,43,"1,134"
2001,18,45,"1,793"
2001,18,47,"1,524"
2001,18,49,"1,918"
2001,18,51,"2,524"
2001,18,53,"2,569"
2001,18,55,"2,297"
2001,18,57,"3,358"
2001,18,59,"1,885"
2001,18,61,"2,048"
2001,18,63,"2,449"
2001,18,65,"2,269"
2001,18,67,"1,995"
2001,18,69,"2,061"
2001,18,71,"2,100"
2001,18,73,"2,415"
2001,18,75,"1,864"
2001,18,77,"1,500"
2001,18,79,"1,558"
2001,18,81,"2,118"
2001,18,83,"2,497"
2001,18,85,"3,069"
2001,18,87,"1,938"
2001,18,89,"5,595"
2001,18,91,"3,528"
2001,18,93,"1,903"
2001,18,95,"3,237"
2001,18,97,"7,759"
2001,18,99,"2,522"
2001,18,101,943
2001,18,103,"2,090"
2001,18,105,"2,070"
2001,18,107,"2,250"
2001,18,109,"1,976"
2001,18,111,"1,735"
2001,18,113,"2,097"
2001,18,115,352
2001,18,117,"1,503"
2001,18,119,"1,480"
2001,18,121,"1,755"
2001,18,123,"1,404"
2001,18,125,"1,381"
2001,18,127,"2,989"
2001,18,129,"1,814"
2001,18,131,"2,011"
2001,18,133,"1,973"
2001,18,135,"2,152"
2001,18,137,"1,889"
2001,18,139,"1,767"
2001,18,141,"4,212"
2001,18,143,934
2001,18,145,"2,113"
2001,18,147,"1,908"
2001,18,149,"1,712"
2001,18,151,"1,771"
2001,18,153,"2,196"
2001,18,155,924
2001,18,157,"2,867"
2001,18,159,"1,356"
2001,18,161,650
2001,18,163,"2,522"
2001,18,165,"1,233"
2001,18,167,"2,815"
2001,18,169,"1,995"
2001,18,171,"1,417"
2001,18,173,"1,922"
2001,18,175,"1,889"
2001,18,177,"2,321"
2001,18,179,"1,797"
2001,18,181,"2,309"
2001,18,183,"1,678"
2001,19,1,"2,349"
2001,19,3,"1,594"
2001,19,5,"2,084"
2001,19,7,"1,932"
2001,19,9,"1,695"
2001,19,11,"2,996"
2001,19,13,"3,634"
2001,19,15,"2,489"
2001,19,17,"1,909"
2001,19,19,"2,346"
2001,19,21,"2,411"
2001,19,23,"2,278"
2001,19,25,"2,335"
2001,19,27,"2,455"
2001,19,29,"2,344"
2001,19,31,"2,288"
2001,19,33,"2,805"
2001,19,35,"2,305"
2001,19,37,"1,959"
2001,19,39,"1,580"
2001,19,41,"2,293"
2001,19,43,"2,611"
2001,19,45,"2,917"
2001,19,47,"2,870"
2001,19,49,"2,573"
2001,19,51,"1,815"
2001,19,53,"1,912"
2001,19,55,"2,257"
2001,19,57,"1,860"
2001,19,59,"1,676"
2001,19,61,"2,667"
2001,19,63,"1,554"
2001,19,65,"2,822"
2001,19,67,"2,173"
2001,19,69,"2,354"
2001,19,71,"1,939"
2001,19,73,"2,281"
2001,19,75,"1,976"
2001,19,77,"2,214"
2001,19,79,"2,384"
2001,19,81,"2,285"
2001,19,83,"2,438"
2001,19,85,"2,654"
2001,19,87,"1,906"
2001,19,89,"1,701"
2001,19,91,"1,712"
2001,19,93,"1,658"
2001,19,95,"2,253"
2001,19,97,"2,127"
2001,19,99,"3,187"
2001,19,101,"1,752"
2001,19,103,"2,999"
2001,19,105,"2,085"
2001,19,107,"2,262"
2001,19,109,"3,786"
2001,19,111,"2,158"
2001,19,113,"4,578"
2001,19,115,"1,397"
2001,19,117,"1,560"
2001,19,119,"2,253"
2001,19,121,"2,067"
2001,19,123,"2,396"
2001,19,125,"2,293"
2001,19,127,"2,497"
2001,19,129,"1,687"
2001,19,131,"1,792"
2001,19,133,"2,548"
2001,19,135,"1,425"
2001,19,137,"1,755"
2001,19,139,"1,856"
2001,19,141,"2,397"
2001,19,143,"1,629"
2001,19,145,"2,257"
2001,19,147,"2,163"
2001,19,149,"3,349"
2001,19,151,"2,313"
2001,19,153,"5,761"
2001,19,155,"4,424"
2001,19,157,"2,442"
2001,19,159,"2,022"
2001,19,161,"2,398"
2001,19,163,"3,159"
2001,19,165,"2,226"
2001,19,167,"3,277"
2001,19,169,"2,974"
2001,19,171,"2,740"
2001,19,173,"2,097"
2001,19,175,"1,724"
2001,19,177,"1,744"
2001,19,179,"2,015"
2001,19,181,"2,410"
2001,19,183,"2,303"
2001,19,185,"1,927"
2001,19,187,"3,083"
2001,19,189,"1,657"
2001,19,191,"2,489"
2001,19,193,"4,225"
2001,19,195,"1,607"
2001,19,197,"2,295"
2001,20,1,"2,192"
2001,20,3,"2,192"
2001,20,5,"1,811"
2001,20,7,"2,022"
2001,20,9,"3,781"
2001,20,11,"2,433"
2001,20,13,"2,429"
2001,20,15,"5,103"
2001,20,17,"1,304"
2001,20,19,"1,457"
2001,20,21,"2,557"
2001,20,23,"2,429"
2001,20,25,"1,522"
2001,20,27,"2,423"
2001,20,29,"2,775"
2001,20,31,"2,471"
2001,20,33,"1,379"
2001,20,35,"3,649"
2001,20,37,"2,834"
2001,20,39,"2,478"
2001,20,41,"3,529"
2001,20,43,"1,443"
2001,20,45,"2,504"
2001,20,47,"2,047"
2001,20,49,"1,575"
2001,20,51,"3,129"
2001,20,53,"2,364"
2001,20,55,"2,964"
2001,20,57,"3,514"
2001,20,59,"2,467"
2001,20,61,"1,299"
2001,20,63,"2,400"
2001,20,65,"2,486"
2001,20,67,"1,616"
2001,20,69,"2,544"
2001,20,71,"1,354"
2001,20,73,"2,875"
2001,20,75,"1,469"
2001,20,77,"2,844"
2001,20,79,"2,552"
2001,20,81,"1,665"
2001,20,83,"2,134"
2001,20,85,"2,481"
2001,20,87,"2,231"
2001,20,89,"3,290"
2001,20,91,"6,306"
2001,20,93,"1,627"
2001,20,95,"2,959"
2001,20,97,"1,732"
2001,20,99,"2,688"
2001,20,101,"1,442"
2001,20,103,"2,099"
2001,20,105,"2,310"
2001,20,107,"2,368"
2001,20,109,"1,837"
2001,20,111,"3,505"
2001,20,113,"3,728"
2001,20,115,"3,668"
2001,20,117,"3,360"
2001,20,119,"2,032"
2001,20,121,"2,438"
2001,20,123,"2,541"
2001,20,125,"2,967"
2001,20,127,"2,196"
2001,20,129,"1,381"
2001,20,131,"2,848"
2001,20,133,"2,476"
2001,20,135,"2,773"
2001,20,137,"2,705"
2001,20,139,"2,787"
2001,20,141,"2,524"
2001,20,143,"2,474"
2001,20,145,"2,818"
2001,20,147,"2,980"
2001,20,149,"2,672"
2001,20,151,"2,670"
2001,20,153,"2,514"
2001,20,155,"5,581"
2001,20,157,"2,855"
2001,20,159,"2,805"
2001,20,161,"1,935"
2001,20,163,"2,933"
2001,20,165,"2,627"
2001,20,167,"2,909"
2001,20,169,"3,075"
2001,20,171,"1,607"
2001,20,173,"8,746"
2001,20,175,"1,838"
2001,20,177,"3,862"
2001,20,179,"2,693"
2001,20,181,"2,547"
2001,20,183,"3,081"
2001,20,185,"2,898"
2001,20,187,"1,461"
2001,20,189,"2,140"
2001,20,191,"4,834"
2001,20,193,"3,036"
2001,20,195,"2,480"
2001,20,197,"2,085"
2001,20,199,"1,448"
2001,20,201,"3,392"
2001,20,203,"1,652"
2001,20,205,"2,167"
2001,20,207,"1,692"
2001,20,209,"2,526"
2001,21,1,"1,732"
2001,21,3,"1,391"
2001,21,5,815
2001,21,7,849
2001,21,9,"2,323"
2001,21,11,896
2001,21,13,"1,144"
2001,21,15,"1,707"
2001,21,17,795
2001,21,19,"1,287"
2001,21,21,812
2001,21,23,739
2001,21,25,"1,124"
2001,21,27,"1,968"
2001,21,29,"1,297"
2001,21,31,"1,530"
2001,21,33,"1,300"
2001,21,35,"2,177"
2001,21,37,"1,305"
2001,21,39,671
2001,21,41,563
2001,21,43,"1,950"
2001,21,45,"1,551"
2001,21,47,"2,733"
2001,21,49,"1,095"
2001,21,51,"1,636"
2001,21,53,759
2001,21,55,"1,146"
2001,21,57,908
2001,21,59,"2,477"
2001,21,61,944
2001,21,63,916
2001,21,65,928
2001,21,67,"2,937"
2001,21,69,"1,092"
2001,21,71,"1,622"
2001,21,73,"1,122"
2001,21,75,704
2001,21,77,420
2001,21,79,752
2001,21,81,"1,054"
2001,21,83,"2,570"
2001,21,85,"2,034"
2001,21,87,"1,203"
2001,21,89,"1,792"
2001,21,91,724
2001,21,93,"2,904"
2001,21,95,"1,151"
2001,21,97,"1,081"
2001,21,99,"1,522"
2001,21,101,"1,846"
2001,21,103,960
2001,21,105,841
2001,21,107,"2,230"
2001,21,109,"1,451"
2001,21,111,"7,236"
2001,21,113,866
2001,21,115,"1,052"
2001,21,117,"1,765"
2001,21,119,927
2001,21,121,"1,414"
2001,21,123,925
2001,21,125,"2,302"
2001,21,127,"1,286"
2001,21,129,916
2001,21,131,"1,066"
2001,21,133,"1,335"
2001,21,135,"1,155"
2001,21,137,"1,342"
2001,21,139,"1,032"
2001,21,141,"2,095"
2001,21,143,"1,043"
2001,21,145,"1,733"
2001,21,147,"1,561"
2001,21,149,913
2001,21,151,"1,890"
2001,21,153,"1,148"
2001,21,155,"1,050"
2001,21,157,"1,746"
2001,21,159,569
2001,21,161,904
2001,21,163,"1,054"
2001,21,165,628
2001,21,167,960
2001,21,169,"1,256"
2001,21,171,"1,248"
2001,21,173,738
2001,21,175,"1,347"
2001,21,177,"1,644"
2001,21,179,"1,531"
2001,21,181,614
2001,21,183,"2,009"
2001,21,185,985
2001,21,187,945
2001,21,189,692
2001,21,191,963
2001,21,193,"1,310"
2001,21,195,"2,759"
2001,21,197,819
2001,21,199,"3,450"
2001,21,201,305
2001,21,203,"1,348"
2001,21,205,"1,083"
2001,21,207,"1,342"
2001,21,209,"1,120"
2001,21,211,"1,236"
2001,21,213,"1,038"
2001,21,215,649
2001,21,217,"1,206"
2001,21,219,"1,192"
2001,21,221,"1,614"
2001,21,223,567
2001,21,225,"1,251"
2001,21,227,"2,853"
2001,21,229,948
2001,21,231,"1,347"
2001,21,233,"1,262"
2001,21,235,"1,867"
2001,21,237,919
2001,21,239,732
2001,22,1,"2,704"
2001,22,3,"1,643"
2001,22,5,"1,483"
2001,22,7,702
2001,22,9,"1,807"
2001,22,11,"2,414"
2001,22,13,"2,079"
2001,22,15,"2,794"
2001,22,17,"4,809"
2001,22,19,"4,384"
2001,22,21,"1,212"
2001,22,23,825
2001,22,25,"1,198"
2001,22,27,"2,167"
2001,22,29,"1,118"
2001,22,31,"2,282"
2001,22,33,"4,647"
2001,22,35,940
2001,22,37,"1,134"
2001,22,39,"2,199"
2001,22,41,"1,888"
2001,22,43,"1,998"
2001,22,45,"1,480"
2001,22,47,"1,066"
2001,22,49,"1,417"
2001,22,51,"3,619"
2001,22,53,"2,125"
2001,22,55,"2,976"
2001,22,57,"1,672"
2001,22,59,"1,405"
2001,22,61,"1,945"
2001,22,63,"2,221"
2001,22,65,"1,108"
2001,22,67,"1,898"
2001,22,69,"3,149"
2001,22,71,"3,765"
2001,22,73,"3,299"
2001,22,75,651
2001,22,77,"1,067"
2001,22,79,"4,583"
2001,22,81,903
2001,22,83,"1,832"
2001,22,85,"2,276"
2001,22,87,565
2001,22,89,653
2001,22,91,"1,019"
2001,22,93,528
2001,22,95,662
2001,22,97,"3,295"
2001,22,99,"1,445"
2001,22,101,"1,236"
2001,22,103,"4,305"
2001,22,105,"3,204"
2001,22,107,996
2001,22,109,"1,506"
2001,22,111,"2,669"
2001,22,113,"2,600"
2001,22,115,"2,734"
2001,22,117,"2,573"
2001,22,119,"2,141"
2001,22,121,643
2001,22,123,"1,291"
2001,22,125,625
2001,22,127,"2,195"
2001,23,1,"2,399"
2001,23,3,"4,931"
2001,23,5,"5,053"
2001,23,7,"1,899"
2001,23,9,"2,486"
2001,23,11,"3,447"
2001,23,13,"1,405"
2001,23,15,"1,588"
2001,23,17,"3,430"
2001,23,19,"4,917"
2001,23,21,"1,557"
2001,23,23,"1,053"
2001,23,25,"2,945"
2001,23,27,"2,239"
2001,23,29,"2,400"
2001,23,31,"4,619"
2001,24,1,"2,064"
2001,24,3,"4,827"
2001,24,5,"6,808"
2001,24,9,"1,217"
2001,24,11,"1,387"
2001,24,13,"2,698"
2001,24,15,"1,871"
2001,24,17,"1,963"
2001,24,19,"1,596"
2001,24,21,"3,939"
2001,24,23,"2,035"
2001,24,25,"3,519"
2001,24,27,"2,589"
2001,24,29,946
2001,24,31,"6,720"
2001,24,33,"6,191"
2001,24,35,"1,639"
2001,24,37,"1,642"
2001,24,39,"1,009"
2001,24,41,"1,185"
2001,24,43,"2,783"
2001,24,45,"2,203"
2001,24,47,"1,920"
2001,24,510,"4,529"
2001,25,1,"5,255"
2001,25,3,"4,009"
2001,25,5,"5,871"
2001,25,7,346
2001,25,9,"6,839"
2001,25,11,"3,433"
2001,25,13,"5,833"
2001,25,15,"3,192"
2001,25,17,"12,781"
2001,25,19,262
2001,25,21,"6,213"
2001,25,23,"6,283"
2001,25,25,"2,516"
2001,25,27,"11,869"
2001,26,1,"1,686"
2001,26,3,"1,642"
2001,26,5,"4,254"
2001,26,7,"1,621"
2001,26,9,"2,087"
2001,26,11,"1,585"
2001,26,13,"1,244"
2001,26,15,"2,536"
2001,26,17,"2,931"
2001,26,19,"1,479"
2001,26,21,"4,311"
2001,26,23,"2,417"
2001,26,25,"4,142"
2001,26,27,"2,396"
2001,26,29,"1,731"
2001,26,31,"2,761"
2001,26,33,"3,697"
2001,26,35,"2,391"
2001,26,37,"2,878"
2001,26,39,"1,675"
2001,26,41,"2,834"
2001,26,43,"1,572"
2001,26,45,"3,079"
2001,26,47,"1,971"
2001,26,49,"5,971"
2001,26,51,"1,987"
2001,26,53,"2,130"
2001,26,55,"2,395"
2001,26,57,"2,823"
2001,26,59,"2,833"
2001,26,61,"2,257"
2001,26,63,"3,740"
2001,26,65,"4,276"
2001,26,67,"2,679"
2001,26,69,"2,051"
2001,26,71,"1,818"
2001,26,73,"2,783"
2001,26,75,"4,032"
2001,26,77,"4,106"
2001,26,79,"1,863"
2001,26,81,"7,477"
2001,26,83,467
2001,26,85,"2,195"
2001,26,87,"3,075"
2001,26,89,"1,483"
2001,26,91,"3,807"
2001,26,93,"3,180"
2001,26,95,937
2001,26,97,"2,051"
2001,26,99,"6,949"
2001,26,101,"2,446"
2001,26,103,"3,264"
2001,26,105,"2,240"
2001,26,107,"2,638"
2001,26,109,"2,791"
2001,26,111,"2,516"
2001,26,113,"1,864"
2001,26,115,"3,478"
2001,26,117,"3,526"
2001,26,119,"1,418"
2001,26,121,"3,654"
2001,26,123,"3,448"
2001,26,125,"12,454"
2001,26,127,"2,706"
2001,26,129,"1,918"
2001,26,131,"1,857"
2001,26,133,"2,228"
2001,26,135,"1,598"
2001,26,137,"1,916"
2001,26,139,"4,311"
2001,26,141,"1,904"
2001,26,143,"2,090"
2001,26,145,"5,097"
2001,26,147,"4,109"
2001,26,149,"2,648"
2001,26,151,"4,048"
2001,26,153,"1,432"
2001,26,155,"2,763"
2001,26,157,"3,745"
2001,26,159,"3,287"
2001,26,161,"4,673"
2001,26,163,"16,946"
2001,26,165,"2,517"
2001,27,1,"3,319"
2001,27,3,"4,356"
2001,27,5,"4,035"
2001,27,7,"4,196"
2001,27,9,"1,917"
2001,27,11,"1,841"
2001,27,13,"3,430"
2001,27,15,"2,397"
2001,27,17,"2,399"
2001,27,19,"1,955"
2001,27,21,"4,516"
2001,27,23,"2,407"
2001,27,25,"2,103"
2001,27,27,"4,178"
2001,27,29,"2,379"
2001,27,31,"1,362"
2001,27,33,"2,550"
2001,27,35,"3,613"
2001,27,37,"4,843"
2001,27,39,"1,789"
2001,27,41,"3,021"
2001,27,43,"2,958"
2001,27,45,"3,162"
2001,27,47,"3,223"
2001,27,49,"3,272"
2001,27,51,"2,161"
2001,27,53,"11,296"
2001,27,55,"1,805"
2001,27,57,"2,707"
2001,27,59,"2,014"
2001,27,61,"5,027"
2001,27,63,"2,868"
2001,27,65,"1,623"
2001,27,67,"3,371"
2001,27,69,"2,979"
2001,27,71,"2,448"
2001,27,73,"2,927"
2001,27,75,"1,718"
2001,27,77,"1,616"
2001,27,79,"1,992"
2001,27,81,"2,079"
2001,27,83,"2,932"
2001,27,85,"2,213"
2001,27,87,"1,406"
2001,27,89,"5,251"
2001,27,91,"3,046"
2001,27,93,"2,562"
2001,27,95,"2,091"
2001,27,97,"4,178"
2001,27,99,"3,198"
2001,27,101,"2,789"
2001,27,103,"1,824"
2001,27,105,"3,061"
2001,27,107,"2,925"
2001,27,109,"3,590"
2001,27,111,"7,705"
2001,27,113,"2,192"
2001,27,115,"3,545"
2001,27,117,"1,925"
2001,27,119,"7,078"
2001,27,121,"2,409"
2001,27,123,"4,396"
2001,27,125,"1,524"
2001,27,127,"3,418"
2001,27,129,"3,784"
2001,27,131,"2,516"
2001,27,133,"2,047"
2001,27,135,"3,899"
2001,27,137,"11,548"
2001,27,139,"2,189"
2001,27,141,"2,125"
2001,27,143,"2,261"
2001,27,145,"6,227"
2001,27,147,"1,937"
2001,27,149,"2,006"
2001,27,151,"2,802"
2001,27,153,"3,720"
2001,27,155,"2,110"
2001,27,157,"1,960"
2001,27,159,"1,862"
2001,27,161,"1,708"
2001,27,163,"3,635"
2001,27,165,"1,812"
