STATE_CODE,COUNTY_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
19,95,2251.292,2253.119,2253.081,2252.768,2254,2260.708,2260.574,2259.166,2259.166,2261.188,2255.69,,2251.5,2251.5,2239.921,2259.16,2261.667,2244.444,2250.509,2250.248,2251.11
19,97,2126.616,2126.589,2126.357,2126.512,2129.728,2129.599,2130.045,2129.447,2134.281,2139.655,2125.532,,2124.808,2124.938,2125.539,2100.125,2110.266,2098.602,2095.014,2094.667,2110.919
19,99,3186.323,3186.694,3201.028,3212.14,3216.618,3225.679,3229.835,3230.431,3229.902,3231.961,3217.325,,3210.735,3210.151,3188.452,3198.863,3193.285,3186.409,3180.298,3157.451,3177.296
19,101,1752.544,1752.191,1752.092,1752.814,1755.436,1774.923,1794.779,1795.067,1831.376,1833.966,1829.447,,1829.229,1828.569,1828.521,1815.49,1824.062,1814.807,1824.2,1823.216,1828.629
19,103,2977.286,2999.046,2998.588,3003.155,3038.088,3093.124,3100.852,3129.039,3138.239,3183.682,3151.18,,3159.674,3173.355,3173.384,3008.199,3027.312,3024.396,3151.181,3190.138,3271.799
19,105,2068.984,2085.074,2088.89,2097.912,2135.405,2138.61,2141.911,2141.951,2139.639,2144.495,2138.378,,2135.546,2135.858,2019.911,2101.44,2119.543,2103.779,2094.45,2093.603,2132.097
19,107,2262.749,2261.811,2257.807,2257.543,2255.6,2253.06,2251.672,2251.764,2251.227,2250.878,2237.562,,2234.23,2232.188,2230.924,2216.399,2224.457,2201.789,2206.224,2206.344,2204.264
19,109,3786.989,3785.816,3785.816,3785.505,3786.789,3778.629,3777.448,3776.13,3780.172,3769.944,3755.603,,3753.471,3753.471,3751.123,3736.369,3738.945,3734.275,3735.328,3760.44,3749.054
19,111,2145.099,2158.467,2158.734,2158.338,2182.295,2205.824,2205.796,2206.733,2228.298,2226.607,2202.23,,2242.176,2242.633,2242.282,2202.929,2218.404,2206.727,2212.177,2213.093,2229.85
19,113,4542.772,4577.924,4578.098,4581.937,4690.415,4708.951,4708.314,4766.328,4770.54,4786.483,4693.089,,4713.799,4729.531,4639.922,4667.712,4679.635,4718.933,4806.272,4840.264,4892.588
19,115,1398.071,1397.396,1398.418,1399.085,1399.025,1402.183,1404.396,1404.396,1404.835,1410.935,1405.603,,1408.801,1411.353,1411.354,1401.485,1397.302,1425.463,1433.141,1433.129,1443.695
19,117,1562.24,1560.332,1560.361,1560.323,1557.213,1553.431,1553.761,1553.836,1553.692,1547.422,1538.465,,1539.137,1539.137,1538.672,1538.343,1517.839,1535.609,1533.854,1533.684,1553.426
19,119,2253.709,2253.311,2253.311,2253.951,2253.569,2254.159,2255.239,2255.426,2255.306,2257.368,2257.038,,2256.466,2256.466,2256.88,2252.483,2255.086,2245.852,2249.461,2288.883,2250.867
19,121,2070.537,2067.018,2065.223,2064.201,2066.217,2066.521,2066.499,2069.689,2069.689,2066.201,2055.564,,2056.266,2055.592,2040.426,2018.82,2024.51,2007.742,2047.201,2052.831,2063.348
19,123,2400.715,2395.772,2396.068,2389.151,2398.893,2398.45,2398.35,2396.52,2395.088,2398.188,2390.345,,2388.491,2388.551,2389.535,2368.297,2383.475,2338.65,2365.856,2365.305,2373.695
19,125,2292.154,2293.066,2298.722,2303.938,2310.977,2308.65,2310.084,2310.522,2310.525,2321.219,2311.54,,2307.264,2304.722,2295.062,2228.762,2250.901,2222.615,2247.219,2246.851,2306.253
19,127,2497.469,2496.965,2529.11,2531.552,2540.336,2552.279,2551.501,2554.05,2552.931,2554.44,2530.344,,2547.943,2551.461,2466.28,2539.85,2548.542,2527.889,2554.171,2554.841,2575.727
19,129,1689.556,1687.309,1687.309,1688.848,1690.232,1691.346,1693.415,1698.325,1696.703,1699.625,1691.738,,1690.888,1690.886,1705.577,1691.107,1695.73,1696.468,1697.584,1698.49,1712.627
19,131,1792.552,1791.712,1788.709,1786.713,1786.948,1793.815,1792.753,1794.487,1795.331,1794.735,1789.832,,1792.088,1791.162,1790.904,1783.722,1793.434,1774.466,1776.53,1806.254,1786.354
19,133,2551.816,2548.257,2548.267,2552.628,2551.822,2549.352,2548.166,2547.343,2549.085,2557.271,2555.421,,2553.819,2552.523,2550.126,2545.502,2531.579,2523.399,2531.712,2529.78,2553.058
19,135,1425.174,1425.066,1424.014,1422.583,1421.265,1413.597,1413.738,1414.278,1414.286,1417.008,1406.134,,1400.484,1399.498,1396.016,1412.978,1420.346,1372.239,1401.936,1401.462,1405.56
19,137,1759.283,1755.296,1755.296,1757.737,1756.783,1756.727,1756.479,1754.539,1754.553,1755.201,1738.739,,1735.613,1736.57,1736.577,1728.799,1732.191,1726.225,1727.016,1716.632,1720.536
19,139,1850.091,1855.948,1884.111,1884.779,1895.048,1894.182,1893.912,1891.54,1891.899,1898.72,1882.095,,1879.351,1879.407,1878.692,1870.728,1868.396,1869.994,1872.227,1868.569,1881.413
19,141,2397.395,2396.649,2391.069,2389.649,2393.709,2394.55,2431.242,2431.368,2431.274,2431.28,2427.202,,2427.474,2428.14,2431.677,2440.225,2443.301,2428.327,2430.009,2427.269,2433.263
19,143,1630.843,1629.481,1629.481,1628.891,1628.007,1641.103,1655.818,1685.253,1690.097,1689.541,1686.315,,1686.177,1686.177,1686.868,1677.878,1686.088,1677.626,1678.634,1698.008,1680.872
19,145,2259.583,2256.524,2254.934,2255.654,2256.325,2264.169,2263.804,2265.375,2265.025,2264.441,2236.318,,2236.244,2233.188,2233.013,2230.076,2227.697,2219.716,2232.357,2232.731,2236.52
19,147,2163.618,2162.864,2162.864,2163.142,2162.234,2157.948,2157.78,2157.778,2157.622,2158.902,2157.55,,2158.58,2158.58,2158.138,2151.805,2157.987,2148.663,2150.43,2148.522,2154.228
19,149,3350.029,3349.468,3349.468,3350.901,3355.295,3361.466,3397.491,3402.937,3403.975,3394.6,3390.116,,3391.607,3391.979,3392.805,3393.026,3396.634,3405.109,3408.361,3395.041,3402.397
19,151,2314.68,2313.307,2311.445,2312.208,2309.578,2317.423,2316.871,2313.463,2313.463,2315.453,2315.966,,2315.91,2315.91,2316.042,2304.248,2311.37,2301.332,2301.278,2299.604,2302.362
19,153,5719.02,5761.456,5802.175,5851.365,5958.071,6036.723,6094.238,6140.816,6157.833,6184.254,6086.913,,6132.411,6161.636,6135.019,6065.23,6112.111,6143.062,6219.929,6255.696,6406.602
19,155,4429.913,4424.498,4424.603,4423.385,4447.085,4462.525,4480.312,4482.807,4484.434,4493.247,4420.692,,4423.685,4429.35,4431.086,4422.515,4416.182,4400.516,4423.479,4453.275,4481.315
19,157,2442.651,2441.612,2442.846,2443.654,2444.902,2445.737,2445.017,2444.189,2444.181,2444.093,2433.732,,2433.604,2431.398,2433.403,2459.56,2435.312,2468.478,2464.555,2464.875,2464.165
19,159,2021.87,2021.528,2021.528,2022.075,2021.853,2011.415,2006.967,2007.273,2005.971,2009.891,2008.542,,2009.992,2010.16,2013.832,2045.457,2032.689,2009.591,2017.514,2019.206,2021.724
19,161,2400.448,2398.431,2398.754,2398.879,2399.423,2399.913,2399.329,2398.267,2398.265,2401.651,2397.41,,2461.817,2460.111,2453.919,2456.307,2453.707,2442.504,2467.859,2471.355,2479.034
19,163,3148.63,3158.757,3149.916,3154.149,3205.464,3242.348,3257.661,3276.81,3279.008,3277.386,3215.208,,3222.484,3252.402,3242.454,3234.987,3233.655,3250.09,3298.636,3307.607,3324.926
19,165,2226.468,2225.601,2224.645,2223.922,2219.978,2218.791,2217.631,2217.269,2216.844,2218.229,2207.138,,2203.418,2205.332,2205.298,2210.773,2212.621,2188.203,2188.614,2188.614,2201.958
19,167,3276.116,3277.156,3278.628,3280.509,3309.987,3351.565,3362.608,3366.443,3365.797,3369.1,3349.226,,3354.46,3354.866,3363.568,3368.393,3367.627,3352.108,3366.353,3377.809,3376.016
19,169,2957.988,2974.292,2975.31,2974.459,2989.613,3001.475,3022.977,3024.939,3024.815,3026.579,3006.197,,3015.294,3014.302,3017.175,2933.022,2941.266,2947.313,2955.69,2963.12,3016.306
19,171,2740.079,2739.598,2740.122,2740.652,2741.055,2749.174,2748.658,2746.424,2744.36,2748.995,2753.766,,2776.058,2776.056,2775.568,2723.847,2739.122,2716.537,2727.84,2726.042,2754.998
19,173,2097.404,2096.797,2094.943,2095.014,2095.458,2087.33,2083.922,2079.618,2076.374,2076.242,2070.512,,2068.684,2066.662,2059.148,2066.155,2074.385,2045.68,2058.462,2065.396,2060.152
19,175,1723.278,1723.58,1722.588,1730.184,1730.942,1728.847,1729.215,1728.529,1728.449,1727.679,1715.693,,1715.689,1716.135,1715.938,1679.968,1700.303,1676.508,1685.519,1686.135,1706.497
19,177,1745.29,1744.165,1744.165,1745.092,1741.732,1738.469,1737.867,1737.867,1736.443,1735.811,1733.117,,1732.845,1732.845,1731.522,1727.699,1727.906,1713.674,1711.712,1712.753,1731.678
19,179,2016.724,2014.973,2013.231,2014.372,2019.223,2018.123,2036.818,2078.49,2080.574,2080.455,2047.065,,2048.659,2049.421,2048.923,2047.069,2039.678,2031.635,2031.932,2034.28,2033.864
19,181,2389.069,2410.301,2424.132,2427.672,2438.558,2440.42,2444.746,2453.34,2460.566,2458.574,2442.608,,2445.58,2447.79,2444.297,2441.46,2447.637,2435.356,2441.388,2455.608,2466.756
19,183,2301.936,2302.891,2305.243,2307.673,2308.103,2304.355,2303.584,2303.584,2303.293,2302.442,2290.833,,2288.185,2288.585,2287.116,2286.335,2301.21,2256.577,2259.466,2259.976,2264.878
19,185,1929.529,1926.554,1923.509,1923.717,1923.261,1921.401,1919.503,1919.317,1919.317,1918.439,1912.156,,1912.04,1911.5,1911.502,1907.012,1915.536,1893.978,1900.228,1912.2,1900.306
19,187,3078.142,3083.1,3082.231,3086.167,3085.275,3096.058,3098.632,3105.534,3102.88,3102.723,3088.079,,3087.611,3091.558,3091.86,3059.66,3051.571,3069.193,3079.472,3071.534,3102.644
19,189,1656.888,1656.964,1654.754,1652.946,1653.294,1651.745,1652.221,1645.731,1645.769,1649.593,1645.681,,1645.531,1645.531,1645.358,1645.741,1645.552,1628.107,1631.057,1659.445,1645.634
19,191,2488.87,2489.232,2489.857,2490.782,2492.598,2490.09,2492.268,2492.898,2494.701,2496.587,2477.02,,2477,2477.832,2478.619,2475.567,2478.602,2466.473,2475.002,2495.958,2487.664
19,193,4201.345,4225.022,4220.526,4225.945,4233.219,4233.282,4240.905,4255.819,4255.591,4260.141,4192.363,,4199.943,4211.356,4210.116,4201.573,4208.413,4178.385,4210.331,4232.802,4251.968
19,195,1606.816,1606.63,1606.718,1606.752,1607.35,1609.291,1609.153,1609.111,1610.347,1612.508,1609.354,,1609.526,1609.53,1609.449,1621.871,1618.307,1621.573,1622.296,1636.54,1616.75
19,197,2295.704,2294.687,2294.609,2295.21,2295.246,2295.527,2294.94,2292.98,2293.138,2298.13,2294.402,,2294.526,2294.914,2294.164,2271.159,2293.625,2274.633,2271.676,2271.916,2273.553
20,1,2190.85,2191.516,2187.972,2187.872,2194.532,2190.094,2222.658,2217.696,2216.4,,2206.516,2206.948,2209.694,2205.918,2205.918,2206.036,2217.416,2217.416,2218.424,2200.13,2203.618
20,3,2191.526,2191.528,2204.416,2204.328,2204.322,2204.29,2260.846,2262.304,2259.132,,2261.996,2261.996,2261.996,2261.996,2261.996,2261.996,2282.584,2282.584,2282.578,2260.446,2260.124
20,5,1820.138,1810.738,1811.818,1811.758,1824.104,1823.106,1856.266,1856.57,1857.57,,1856.506,1841.882,1856.99,1860.716,1856.906,1857.906,1888.294,1887.708,1887.708,1858.626,1858.778
20,7,2009.248,2022.008,2019.868,2019.888,2020.03,2019.976,2112.936,2112.42,2112.374,,2104.49,2104.488,2104.488,2104.488,2104.488,2104.488,2070.582,2070.616,2070.616,2111.694,2111.694
20,9,3780.85,3780.574,3774.694,3774.734,3775.062,3775.718,3804.142,3775.736,3786.114,,3830.558,3802.794,3803.342,3839.132,3840.81,3840.81,3868.114,3868.31,3868.31,3820.17,3819.918
20,11,2433.78,2432.578,2432.676,2432.578,2432.148,2431.306,2526.002,2519.022,2525.394,,2533.604,2534.69,2534.28,2534.28,2531.862,2534.868,2539.436,2539.152,2539.152,2550.123,2551.026
20,13,2418.21,2429.29,2431.85,2429.29,2431.12,2429.54,2592.79,2465.5,2462.108,,2481.258,2465.536,2489.12,2475.648,2461.574,2461.574,2491.478,2482.614,2482.628,2500.486,2498.91
20,15,5103.366,5103.424,5178.664,5185.024,5183.528,5049.416,5299.608,5352.832,5375.629,,5326.713,5329.599,5329.399,5326.507,5326.523,5326.261,5323.491,5324.835,5325.119,5360.827,5362.135
20,17,1307.362,1303.726,1303.802,1303.542,1303.912,1304.894,1332.444,1332.602,1336.91,,1334.968,1334.964,1334.784,1336.752,1336.63,1334.784,1341.488,1341.488,1344.852,1318.538,1318.628
20,19,1457.138,1457.138,1457.178,1457.138,1457.116,1457.108,1503.858,1504.762,1501.434,,1501.408,1501.406,1501.406,1501.406,1501.406,1501.406,1522.21,1522.21,1522.21,1512.932,1512.932
20,21,2557.22,2557.238,2561.136,2561.078,2561.202,2561.184,2649.394,2650.398,2649.38,,2662.89,2663.28,2663.884,2665.238,2665.648,2670.578,2674.454,2674.458,2674.44,2704.402,2704.628
20,23,2429.42,2429.422,2429.526,2411.118,2421.418,2422.902,2543.836,2546.518,2531.96,,2532.23,2532.23,2532.23,2532.23,2530.996,2530.996,2530.996,2530.996,2530.996,2529.37,2534.972
20,25,1522.192,1522.194,1522.172,1522.194,1521.6,1521.592,1546.822,1546.166,1546.28,,1547.624,1547.63,1547.6,1547.6,1547.6,1547.6,1535.186,1535.186,1535.186,1555.828,1555.958
20,27,2429.298,2423.138,2423.218,2423.138,2423.706,2423.704,2463.04,2458.568,2458.406,,2462.836,2462.834,2459.79,2459.79,2459.79,2459.79,2473.526,2473.526,2473.526,2445.582,2446.052
20,29,2772.414,2775.282,2781.668,2781.498,2780.788,2782.424,2809.704,2807.496,2805.972,,2809.348,2796.574,2797.544,2809.454,2809.454,2809.454,2819.25,2819.25,2819.25,2817.884,2817.916
20,31,2470.92,2470.92,2490.24,2490.26,2490.172,2490.192,2516.862,2516.852,2520.662,,2531.53,2528.642,2529.862,2531.042,2526.174,2524.968,2561.24,2561.24,2569.028,2573.064,2573.064
20,33,1379.412,1379.412,1377.972,1377.872,1377.834,1377.852,1405.89,1405.686,1405.688,,1398.94,1398.952,1398.952,1398.952,1398.952,1398.952,1390.978,1390.978,1390.978,1407.072,1406.804
20,35,3658.256,3649.276,3648.978,3626.61,3651.356,3650.234,3721.11,3714.802,3722.68,,3701.314,3703.842,3703.842,3707.348,3704.674,3703.832,3791.986,3791.978,3791.978,3817.686,3817.842
20,37,2834.064,2833.628,2845.288,2845.328,2837.166,2833.284,2890.148,2908.282,2906.442,,2905.184,2907.488,2907.4,2905.984,2889.848,2906.112,2912.594,2912.59,2910.624,2907.81,2907.636
20,39,2478.834,2478.074,2476.614,2476.554,2476.468,2476.466,2603.284,2605.534,2605.234,,2535.774,2535.772,2538.288,2538.288,2538.288,2538.288,2617.136,2617.136,2617.136,2609.232,2608.196
20,41,3552.334,3529.378,3527.27,3526.47,3526.43,3525.996,3601.516,3588.98,3581.936,,3579.812,3581.07,3581.142,3578.558,3579.71,3579.71,3609.972,3609.976,3609.976,3584.07,3584.068
20,43,1443.044,1442.5,1442.498,1442.5,1442.48,1448.22,1452.276,1456.594,1450.692,,1463.68,1464.476,1465.434,1467.158,1466.73,1466.73,1486.328,1485.776,1485.776,1448.069,1448.257
20,45,2517.786,2503.56,2541.87,2542.87,2566.006,2634.362,2727.252,2933.608,2927.374,,2848.9,2850.044,2894.42,2898.462,2892.62,2897.712,2994.758,2968.624,3010.792,2900.241,2898.485
20,47,2047.44,2047.438,2044.08,2040.398,2039.992,2040.052,2142.1,2142.096,2142.068,,2148.136,2148.136,2148.136,2148.136,2148.136,2148.136,2144.79,2144.79,2144.79,2109.1,2109.1
20,49,1574.702,1574.714,1574.926,1574.828,1574.81,1574.202,1621.874,1602.446,1602.308,,1601.298,1601.318,1601.644,1601.142,1601.142,1601.142,1622.272,1622.272,1622.272,1601.16,1601.16
20,51,3129.082,3129.038,3131.322,3094.98,3099.688,3099.698,3155.064,3159.788,3159.332,,3167.97,3169.986,3178.194,3178.194,3180.198,3178.19,3236.662,3236.66,3236.66,3199.094,3199.094
20,53,2353.56,2363.98,2392.652,2392.676,2364.838,2391.83,2422.456,2451.52,2452.218,,2449.338,2449.154,2448.968,2448.968,2429.674,2429.672,2467.18,2456.154,2447.172,2418.252,2418.07
20,55,2963.642,2963.926,2964.026,2971.006,3022.316,3046.6,3095.052,3105.79,3107.518,,3137.176,3151.334,3155.536,3160.618,3159.416,3160.978,3226.416,3226.432,3226.432,3099.056,3099.062
20,57,3482.504,3513.678,3513.284,3530.178,3530.132,3552.526,3680.802,3677.142,3676.504,,3684.84,3686.75,3686.752,3686.964,3688.018,3687.704,3727.168,3727.168,3727.168,3685.098,3685.098
20,59,2464.7,2466.728,2467.512,2468.912,2469.356,2469.364,2530.284,2527.794,2525.496,,2525.602,2525.29,2532.974,2532.386,2528.138,2530.608,2562.926,2562.926,2563.27,2494.672,2497.938
20,61,1306.288,1298.704,1309.364,1303.858,1304.28,1514.508,1566.484,1398.554,1650.41,,1630.054,1645.338,1647.254,1653.276,1602.254,1585.336,1712.976,1730.796,1772.025,1601.743,1425.626
20,63,2399.732,2399.752,2401.15,2401.192,2400.97,2400.628,2500.892,2506.774,2506.858,,2506.196,2505.244,2505.244,2506.194,2505.034,2505.054,2542.006,2542.006,2542.006,2418.306,2445.398
20,65,2485.562,2485.566,2485.186,2485.106,2485.128,2485.13,2508.684,2509.904,2517.34,,2517.176,2517.176,2517.176,2517.176,2517.176,2517.176,2558.692,2558.692,2558.692,2542.57,2542.57
20,67,1616.074,1616.076,1616.074,1616.076,1616.054,1617.632,1763.954,1760.812,1760.594,,1760.84,1762.14,1762.14,1762.146,1760.65,1762.116,1764.972,1764.972,1764.972,1804.274,1804.274
20,69,2543.802,2543.804,2543.802,2543.804,2543.758,2543.772,2659.028,2659.268,2648.876,,2653.154,2653.152,2670.29,2653.152,2655.152,2653.152,2653.152,2653.152,2653.152,2651.406,2651.406
20,71,1354.168,1354.166,1356.588,1356.586,1354.198,1354.258,1951.448,1951.61,1951.61,,1834.202,1827.802,1827.802,1827.804,1827.802,1827.802,1827.802,1827.802,1827.802,1341.414,1339.402
20,73,2876.902,2874.914,2891.514,2889.436,2877.256,2877.292,3013.97,3032.362,2997.502,,3018.438,3018.436,3001.298,3018.436,2991.694,2991.694,3068.728,3065.27,3050.328,2950.748,2950.748
20,75,1469.21,1469.192,1473.33,1473.212,1473.166,1473.026,1812.534,1815.02,1814.468,,1817.146,1817.152,1817.152,1817.152,1817.152,1817.152,1837.264,1837.264,1837.264,1636.184,1635.836
20,77,2844.052,2844.05,2837.092,2837.03,2836.982,2836.994,2891.754,2891.734,2891.736,,2884.414,2884.414,2885.502,2885.502,2885.502,2885.502,2846.524,2846.524,2846.522,2864.41,2864.404
20,79,2551.72,2551.72,2550.4,2551.2,2553.182,2558.482,2606.45,2604.188,2605.564,,2619.64,2626.776,2626.776,2626.778,2628.72,2628.72,2657.766,2663.778,2663.776,2622.716,2622.104
20,81,1664.554,1664.554,1664.474,1664.554,1664.506,1664.55,1839.596,1839.596,1851.726,,1851.282,1851.28,1851.28,1851.28,1851.28,1851.28,1851.28,1853.322,1857.324,1931.142,1931.142
20,83,2134.464,2134.476,2134.476,2134.476,2134.462,2134.464,2200.986,2197.514,2201.94,,2201.946,2201.95,2202.32,2201.414,2201.514,2201.514,2201.528,2201.528,2201.528,2205.604,2205.604
20,85,2495.544,2481.404,2481.504,2481.404,2481.392,2481.392,2817.17,2518.944,2518.934,,2526.476,2507.08,2516.368,2519.468,2520.598,2520.598,2524.912,2544.088,2543.874,2518.428,2520.91
20,87,2248.206,2231.374,2255.232,2255.254,2238.444,2238.436,2311.016,2341.57,2346.862,,2344.348,2375.182,2374.906,2373.926,2326.486,2322.486,2480.51,2480.766,2491.042,2271.524,2272.546
20,89,3292.102,3289.51,3302.03,3302.05,3302.716,3302.462,3309.936,3333.494,3333.662,,3327.426,3307.04,3308.726,3317.094,3308.162,3309.044,3315.776,3307.01,3307.01,3316.426,3316.426
20,91,6267.114,6306.334,6573.288,6573.728,6579.182,6667.862,7399.822,6946.038,6955.908,,7032.361,7040.001,7069.081,7074.052,7060.25,7238.962,7558.948,7631.352,7730.276,7567.311,7566.697
20,93,1634.472,1627.052,1627.03,1635.414,1637.648,1637.646,1684.454,1681.838,1681.718,,1670.948,1670.946,1671.318,1672.452,1672.56,1672.56,1718.068,1718.068,1718.068,1615.316,1616.294
20,95,2958.496,2958.554,2972.406,2972.414,2962.17,2962.2,2999.094,3016.552,3016.398,,3004.22,3009.154,3009.194,3010.012,3034.922,3034.922,3034.922,3034.922,3034.928,3038.412,3038.494
20,97,1732.48,1732.48,1732.48,1732.48,1732.444,1732.462,1814.038,1816.22,1812.906,,1811.52,1811.522,1811.522,1811.522,1811.522,1811.522,1811.188,1811.188,1811.188,1751.14,1751.14
20,99,2673.79,2688.07,2688.866,2711.652,2706.13,2692.818,2818.976,2816.914,2814.92,,2834.048,2834.208,2834.028,2834.13,2816.868,2794.846,2804.458,2804.108,2785.49,2817.036,2817.036
20,101,1442.364,1442.364,1442.464,1442.364,1442.346,1442.346,1530.606,1530.612,1531.17,,1535.35,1535.334,1535.334,1535.334,1535.334,1535.334,1544.91,1544.91,1544.91,1408.846,1408.846
20,103,2037.776,2098.876,2097.07,2096.97,2096.18,2219.802,2362.916,2223.7,2425.972,,2479.996,2401.128,2404.446,2407.486,2424.334,2424.32,2405.278,2423.136,2452.084,2652.654,2648.272
20,105,2305.056,2310.166,2310.146,2310.166,2310.504,2310.504,2347.53,2347.5,2347.8,,2338.556,2338.56,2338.434,2338.434,2337.48,2337.48,2367.032,2367.032,2367.01,2329.15,2329.15
20,107,2368.334,2368.336,2368.434,2368.336,2374.354,2374.352,2413.522,2412.564,2400.57,,2414.73,2441.006,2422.08,2422.082,2445.026,2422.08,2468.896,2468.896,2491.842,2428.056,2436.304
20,109,1837.428,1837.428,1837.236,1837.216,1837.148,1837.37,1911.104,1911.728,1961.43,,1962.608,1961.564,1961.564,1962.604,1962.304,1962.304,1974.94,1974.94,1974.94,1842.314,1842.314
20,111,3498.016,3504.892,3502.146,3502.206,3490.038,3486.646,3500.752,3497.708,3520.066,,3499.466,3499.726,3499.508,3501.062,3497.876,3499.444,3523.419,3522.376,3520.848,3493.019,3493.725
20,113,3742.634,3727.856,3727.894,3741.136,3726.836,3730.404,3808.85,3800.692,3801.466,,3809.014,3837.277,3842.897,3831.953,3842.481,3842.481,3909.833,3901.679,3901.679,3874.33,3874.33
20,115,3680.282,3668.324,3668.418,3668.118,3668.574,3667.478,3742.238,3736.946,3735.868,,3767.33,3767.332,3767.278,3768.724,3737.678,3741.236,3761.99,3761.416,3756.682,3724.654,3723.01
20,117,3328.382,3360.258,3335.018,3335.078,3335.43,3335.548,3440.154,3438.016,3438.576,,3404.444,3404.446,3404.45,3404.45,3404.45,3404.45,3425.824,3425.824,3425.824,3401.732,3403.968
20,119,2032.406,2032.418,2038.974,2038.878,2034.532,2034.536,2174.022,2182.392,2179.634,,2178.396,2178.136,2178.118,2178.298,2178.118,2178.118,2233.34,2233.34,2233.34,2180.604,2180.774
20,121,2439.216,2437.516,2454.416,2495.962,2528.048,2558.902,2631.208,2756.62,2671.95,,2684.258,2686.318,2688.996,2695.53,2709.788,2709.788,2755.702,2749.374,2745.958,2745.192,2745.124
20,123,2538.186,2541.162,2559.358,2559.542,2554.376,2554.554,2605.544,2631.52,2630.596,,2615.206,2613.792,2613.938,2615.008,2613.256,2613.336,2637.136,2637.136,2637.136,2621.728,2621.728
20,125,2959.732,2966.648,2981.648,2961.874,2991.98,3006.152,3000.292,2984.548,2997.012,,3003.052,3026.144,3027.234,3027.218,3014.422,3011.804,3089.8,3089.798,3089.884,3026.337,3021.915
20,127,2201.216,2196.368,2196.406,2196.406,2196.408,2196.404,2282.072,2284.43,2285.44,,2315.804,2303.154,2303.154,2303.154,2274.38,2274.38,2341.194,2341.144,2340.538,2256.93,2256.93
20,129,1380.596,1380.596,1380.556,1383.654,1383.652,1383.622,1554.884,1556.024,1555.686,,1621.43,1531.098,1578.804,1579.42,1551.698,1581.964,1526.378,1528.468,1485.244,2007.994,1961.772
20,131,2851.444,2848.484,2848.592,2848.552,2848.534,2849.062,2882.738,2886.218,2886.21,,2884.66,2877.636,2881.284,2887.078,2886.934,2886.934,2905.912,2905.9,2906.142,2872.55,2872.55
20,133,2476.274,2476.292,2475.716,2476.632,2487.184,2484.126,2426.952,2424.258,2422.798,,2435.63,2436.968,2436.922,2441.924,2441.81,2441.926,2456.088,2456.274,2457.168,2419.61,2419.61
20,135,2772.72,2772.718,2772.72,2772.718,2772.696,2772.694,2846.508,2846.508,2845.814,,2859.592,2859.594,2859.596,2859.596,2859.596,2859.596,2859.596,2859.596,2859.596,2845.062,2845.062
20,137,2706.322,2705.048,2760.264,2760.348,2714.312,2714.324,2783.334,2803.826,2803.59,,2802.258,2800.38,2801.682,2802.232,2845.37,2845.37,2869.364,2869.364,2820.296,2812.902,2812.936
20,139,2775.794,2787.28,2787.56,2787.62,2791.056,2791.052,2891.89,2983.372,2962.13,,2980.972,2978.41,2978.956,2980.968,2893.49,2893.49,2979.14,2943.252,2925.636,2831.666,2831.666
20,141,2523.966,2523.974,2524.034,2523.864,2524.038,2524.224,2585.47,2592.804,2592.502,,2561.878,2561.88,2561.748,2561.748,2561.748,2561.748,2590.318,2590.318,2590.318,2579.29,2578.984
20,143,2477.09,2474.014,2474.012,2474.014,2474.014,2474.012,2494.846,2494.858,2493.13,,2512.136,2508.572,2509.988,2512.338,2512.338,2512.338,2533.414,2533.414,2533.414,2489.786,2489.786
20,145,2817.95,2817.952,2815.064,2815.012,2814.99,2814.998,2859.212,2859.178,2860.472,,2858.34,2858.34,2858.34,2886.846,2857.664,2857.104,2858.32,2856.178,2856.868,2864.212,2863.6
20,147,2980.35,2980.354,2976.87,2976.894,2976.926,2976.924,3050.544,3053.246,3053.554,,3071.328,3065.714,3068.29,3073.898,3068.882,3067.472,3098.002,3098.002,3102.6,3076.502,3076.502
20,149,2704.678,2671.592,2718.788,2718.752,2703.064,2703.068,2798.65,2821.328,2823.758,,2828.018,2845.55,2872.878,2873.354,2874.676,2873.588,2942.718,2942.512,2971.364,2830.992,2831.12
20,151,2661.574,2669.58,2671.54,2672.65,2672.576,2672.402,2713.268,2719.204,2716.998,,2709.454,2717.33,2717.15,2718.71,2718.702,2730.062,2742.636,2742.636,2742.636,2768.608,2767.658
20,153,2514.104,2514.17,2514.204,2514.17,2516.046,2516.042,2632.308,2634.392,2634.75,,2586.528,2586.526,2586.512,2586.512,2586.512,2586.512,2608.012,2608.012,2606.064,2543.222,2542.972
20,155,5581.656,5581.206,5607.582,5584.984,5561.558,5568.006,5695.774,5703.03,5719.926,,5712.128,5690.996,5720.708,5724.64,5723.758,5725.794,5727.202,5727.26,5729.116,5717.275,5715.517
20,157,2837.904,2854.588,2876.778,2876.858,2876.842,2867.44,2938.132,2922.478,2922.676,,2922.134,2918.918,2919.702,2921.95,2921.952,2921.952,2930.688,2930.688,2930.688,2917.02,2917.24
20,159,2804.842,2804.842,2802.422,2802.422,2802.41,2802.41,2850.21,2927.372,2850.948,,2850.03,2850.024,2848.402,2848.438,2848.276,2841.188,2865.515,2865.515,2865.515,2856.409,2856.409
