YEAR,STATE_CODE,COUNTY_CODE,LNMILES
2000,18.0,71.0,2098.3
2000,18.0,73.0,2372.6
2000,18.0,75.0,1863.86
2000,18.0,77.0,1500.46
2000,18.0,79.0,1555.94
2000,18.0,81.0,2086.26
2000,18.0,83.0,2470.9
2000,18.0,85.0,3066.34
2000,18.0,87.0,1938.34
2000,18.0,89.0,5537.98
2000,18.0,91.0,3524.8
2000,18.0,93.0,1902.72
2000,18.0,95.0,3235.11
2000,18.0,97.0,7750.83
2000,18.0,99.0,2519.8
2000,18.0,101.0,943.44
2000,18.0,103.0,2078.32
2000,18.0,105.0,2041.06
2000,18.0,107.0,2250.26
2000,18.0,109.0,1953.98
2000,18.0,111.0,1735.24
2000,18.0,113.0,2087.07
2000,18.0,115.0,349.82
2000,18.0,117.0,1503.4
2000,18.0,119.0,1468.64
2000,18.0,121.0,1755.24
2000,18.0,123.0,1402.82
2000,18.0,125.0,1369.38
2000,18.0,127.0,2955.35
2000,18.0,129.0,1806.28
2000,18.0,131.0,2011.12
2000,18.0,133.0,1972.72
2000,18.0,135.0,2151.56
2000,18.0,137.0,1883.58
2000,18.0,139.0,1766.71
2000,18.0,141.0,4203.3
2000,18.0,143.0,934.34
2000,18.0,145.0,2113.0
2000,18.0,147.0,1907.9
2000,18.0,149.0,1706.78
2000,18.0,151.0,1765.7
2000,18.0,153.0,2194.92
2000,18.0,155.0,923.84
2000,18.0,157.0,2828.17
2000,18.0,159.0,1355.54
2000,18.0,161.0,649.84
2000,18.0,163.0,2499.23
2000,18.0,165.0,1233.4
2000,18.0,167.0,2814.38
2000,18.0,169.0,1960.46
2000,18.0,171.0,1417.16
2000,18.0,173.0,1885.86
2000,18.0,175.0,1884.44
2000,18.0,177.0,2311.59
2000,18.0,179.0,1795.78
2000,18.0,181.0,2307.54
2000,18.0,183.0,1677.62
2000,19.0,1.0,2348.893
2000,19.0,3.0,1594.116
2000,19.0,5.0,2082.709
2000,19.0,7.0,1934.54
2000,19.0,9.0,1696.352
2000,19.0,11.0,2989.249
2000,19.0,13.0,3627.979
2000,19.0,15.0,2487.98
2000,19.0,17.0,1906.689
2000,19.0,19.0,2345.768
2000,19.0,21.0,2409.823
2000,19.0,23.0,2279.69
2000,19.0,25.0,2336.136
2000,19.0,27.0,2454.158
2000,19.0,29.0,2346.13
2000,19.0,31.0,2290.842
2000,19.0,33.0,2803.881
2000,19.0,35.0,2305.18
2000,19.0,37.0,1960.001
2000,19.0,39.0,1580.21
2000,19.0,41.0,2290.349
2000,19.0,43.0,2612.212
2000,19.0,45.0,2917.463
2000,19.0,47.0,2877.583
2000,19.0,49.0,2569.856
2000,19.0,51.0,1816.276
2000,19.0,53.0,1912.812
2000,19.0,55.0,2260.791
2000,19.0,57.0,1860.464
2000,19.0,59.0,1674.416
2000,19.0,61.0,2664.414
2000,19.0,63.0,1555.101
2000,19.0,65.0,2821.881
2000,19.0,67.0,2169.152
2000,19.0,69.0,2353.379
2000,19.0,71.0,1939.502
2000,19.0,73.0,2282.81
2000,19.0,75.0,1973.366
2000,19.0,77.0,2213.468
2000,19.0,79.0,2383.471
2000,19.0,81.0,2285.957
2000,19.0,83.0,2439.182
2000,19.0,85.0,2654.341
2000,19.0,87.0,1883.743
2000,19.0,89.0,1702.207
2000,19.0,91.0,1713.76
2000,19.0,93.0,1657.841
2000,19.0,95.0,2251.292
2000,19.0,97.0,2126.616
2000,19.0,99.0,3186.323
2000,19.0,101.0,1752.544
2000,19.0,103.0,2977.286
2000,19.0,105.0,2068.984
2000,19.0,107.0,2262.749
2000,19.0,109.0,3786.989
2000,19.0,111.0,2145.099
2000,19.0,113.0,4542.772
2000,19.0,115.0,1398.071
2000,19.0,117.0,1562.24
2000,19.0,119.0,2253.709
2000,19.0,121.0,2070.537
2000,19.0,123.0,2400.715
2000,19.0,125.0,2292.154
2000,19.0,127.0,2497.469
2000,19.0,129.0,1689.556
