"st","naics","lfo","estab_f","estab","rcptot_n_f","rcptot_f","rcptot"
"01","3116","S",,76,"G",,1793
"01","31161","-",,80,"G",,1944
"01","31161","C",,4,"H",,151
"01","31161","S",,76,"G",,1793
"01","3117","-",,33,"G",,1894
"01","3117","C","D",0,"D","D",0
"01","3117","S",,30,"H",,1185
"01","31171","-",,33,"G",,1894
"01","31171","C","D",0,"D","D",0
"01","31171","S",,30,"H",,1185
"01","3118","-",,113,"G",,2643
"01","3118","C",,4,"H",,367
"01","3118","S",,106,"G",,2235
"01","3118","P",,3,"G",,41
"01","3119","-",,101,"H",,3326
"01","3119","C",,16,"G",,902
"01","3119","S",,77,"H",,2090
"01","3119","P","D",0,"D","D",0
"01","312","-","D",0,"D","D",0
"01","312","C","D",0,"D","D",0
"01","312","S",,6,"G",,45
"01","312","P","D",0,"D","D",0
"01","313","-",,20,"H",,542
"01","313","C","D",0,"D","D",0
"01","313","S",,19,"H",,539
"01","31-33","-",,4131,"G",,180206
"01","31-33","C",,405,"G",,52103
"01","31-33","S",,3578,"G",,116634
"01","31-33","P",,148,"G",,11469
"01","314","-",,52,"G",,1587
"01","314","C",,6,"G",,585
"01","314","S",,46,"G",,1002
"01","315","-",,335,"G",,8223
"01","315","C",,15,"G",,2360
"01","315","S",,312,"G",,5726
"01","315","P",,8,"H",,137
"01","316","-",,70,"H",,3017
"01","316","C","D",0,"D","D",0
"01","316","S",,66,"H",,2739
"01","316","P","D",0,"D","D",0
"01","3161","-","D",0,"D","D",0
"01","3161","S","D",0,"D","D",0
"01","3161","P","D",0,"D","D",0
"01","31611","-","D",0,"D","D",0
"01","31611","S","D",0,"D","D",0
"01","31611","P","D",0,"D","D",0
"01","3162","-",,8,"G",,393
"01","3162","S",,8,"G",,393
"01","31621","-",,8,"G",,393
"01","31621","S",,8,"G",,393
"01","3169","-",,49,"G",,2021
"01","3169","C","D",0,"D","D",0
"01","3169","S",,46,"H",,1811
"01","3169","P","D",0,"D","D",0
"01","31699","-",,49,"G",,2021
"01","31699","C","D",0,"D","D",0
"01","31699","S",,46,"H",,1811
"01","31699","P","D",0,"D","D",0
"01","321","-",,381,"G",,15840
"01","321","C",,24,"G",,2470
"01","321","S",,339,"G",,11131
"01","321","P",,18,"G",,2239
"01","322","-",,31,"H",,2101
"01","322","C","D",0,"D","D",0
"01","322","S",,26,"H",,1270
"01","322","P","D",0,"D","D",0
"01","323","-",,367,"G",,15053
"01","323","C",,33,"G",,5120
"01","323","S",,320,"G",,9033
"01","323","P",,14,"H",,900
"01","3231","-",,367,"G",,15053
"01","3231","C",,33,"G",,5120
"01","3231","S",,320,"G",,9033
"01","3231","P",,14,"H",,900
"01","324","-",,34,"H",,1777
"01","324","C","D",0,"D","D",0
"01","324","S",,30,"H",,1425
"01","324","P","D",0,"D","D",0
"01","3241","-",,34,"H",,1777
"01","3241","C","D",0,"D","D",0
"01","3241","S",,30,"H",,1425
"01","3241","P","D",0,"D","D",0
"01","325","-",,156,"G",,4884
"01","325","C",,17,"H",,2082
"01","325","S",,133,"G",,2375
"01","325","P",,6,"H",,427
"01","3251","-",,12,"H",,148
"01","3251","C","D",0,"D","D",0
"01","3251","S",,11,"H",,127
"01","3252","-",,7,"G",,192
"01","3252","C","D",0,"D","D",0
"01","3252","S","D",0,"D","D",0
"01","3253","-",,15,"G",,1034
"01","3253","C",,5,"H",,754
"01","3253","S",,10,"G",,280
"01","3254","-",,14,"H",,372
"01","3254","C","D",0,"D","D",0
"01","3254","S",,12,"G",,159
"01","32541","-",,14,"H",,372
"01","32541","C","D",0,"D","D",0
"01","32541","S",,12,"G",,159
"01","3255","-",,38,"G",,1117
"01","3255","C","D",0,"D","D",0
"01","3255","S",,33,"G",,527
"01","3255","P","D",0,"D","D",0
"01","3256","-",,45,"H",,370
"01","3256","C","D",0,"D","D",0
"01","3256","S","D",0,"D","D",0
"01","3256","P","D",0,"D","D",0
"01","3259","-",,25,"H",,1651
"01","3259","C","D",0,"D","D",0
"01","3259","S",,19,"G",,909
"01","3259","P","D",0,"D","D",0
"01","326","-",,64,"H",,4432
"01","326","C","D",0,"D","D",0
"01","326","S",,48,"G",,1420
"01","327","-",,122,"G",,4125
"01","327","C",,9,"G",,631
"01","327","S",,111,"G",,3153
"01","327","P","D",0,"D","D",0
"01","3271","-",,24,"H",,457
"01","3271","C","D",0,"D","D",0
"01","3271","S",,23,"H",,450
"01","3272","-",,22,"G",,866
"01","3272","C",,4,"H",,210
"01","3272","S","D",0,"D","D",0
"01","3272","P","D",0,"D","D",0
"01","32721","-",,22,"G",,866
"01","32721","C",,4,"H",,210
"01","32721","S","D",0,"D","D",0
"01","32721","P","D",0,"D","D",0
"01","3273","-",,53,"G",,1849
"01","3273","C",,3,"H",,258
"01","3273","S",,49,"G",,1347
"01","3273","P","D",0,"D","D",0
"01","3274","-","D",0,"D","D",0
"01","3274","S","D",0,"D","D",0
"01","3279","-",,20,"H",,936
"01","3279","C","D",0,"D","D",0
"01","3279","S",,19,"H",,780
"01","331","-",,54,"G",,2840
"01","331","C",,8,"G",,612
"01","331","S",,41,"H",,1521
"01","331","P",,5,"H",,707
"01","332","-",,514,"G",,31599
"01","332","C",,76,"G",,12053
"01","332","S",,428,"G",,18535
"01","332","P",,10,"H",,1011
"01","333","-",,240,"G",,12249
"01","333","C",,33,"G",,4137
"01","333","S",,200,"G",,7375
"01","333","P",,7,"G",,737
"01","334","-",,90,"H",,3901
"01","334","C",,13,"G",,916
"01","334","S",,68,"H",,2286
"01","334","P",,9,"H",,699
"01","335","-",,78,"H",,3829
"01","335","C",,13,"H",,2055
"01","335","S",,63,"G",,1678
"01","335","P","D",0,"D","D",0
"01","336","-",,107,"G",,8325
"01","336","C",,16,"G",,2196
"01","336","S",,87,"G",,5155
"01","336","P",,4,"H",,974
"01","337","-",,268,"G",,10473
"01","337","C",,11,"H",,814
"01","337","S",,252,"G",,9466
"01","337","P",,5,"G",,193
"01","339","-",,741,"G",,34123
"01","339","C",,74,"G",,9555
"01","339","S",,633,"G",,22530
"01","339","P",,34,"H",,2038
"01","3391","-",,61,"G",,4536
"01","3391","C",,11,"G",,1659
"01","3391","S",,47,"G",,2748
"01","3391","P",,3,"G",,129
"01","33911","-",,61,"G",,4536
"01","33911","C",,11,"G",,1659
"01","33911","S",,47,"G",,2748
"01","33911","P",,3,"G",,129
"01","3399","-",,680,"G",,29587
"01","3399","C",,63,"G",,7896
"01","3399","S",,586,"G",,19782
"01","3399","P",,31,"H",,1909
"01","42","-",,4927,"G",,424940
"01","42","C",,554,"G",,92830
"01","42","S",,4223,"G",,304989
"01","42","P",,150,"G",,27121
"01","423","-",,2527,"G",,241184
"01","423","C",,310,"G",,51815
"01","423","S",,2132,"G",,174664
"01","423","P",,85,"G",,14705
"01","4231","-",,302,"G",,38645
"01","4231","C",,39,"G",,6525
"01","4231","S",,257,"G",,30765
"01","4231","P",,6,"G",,1355
"01","4232","-",,207,"G",,12001
"01","4232","C",,18,"G",,2202
"01","4232","S",,183,"G",,8476
"01","4232","P",,6,"H",,1323
"01","4233","-",,154,"G",,18502
"01","4233","C",,23,"G",,4829
"01","4233","S",,121,"G",,12486
"01","4233","P",,10,"G",,1187
"01","4234","-",,150,"G",,12612
"01","4234","C",,22,"G",,4278
"01","4234","S",,122,"G",,6736
"01","4234","P",,6,"H",,1598
"01","4235","-",,80,"G",,9114
"01","4235","C",,6,"H",,1286
"01","4235","S",,69,"G",,7130
"01","4235","P","D",0,"D","D",0
"01","4236","-",,97,"G",,13133
"01","4236","C",,19,"H",,3694
"01","4236","S",,69,"H",,8669
"01","4236","P",,9,"G",,770
"01","4237","-",,65,"G",,6465
"01","4237","C",,11,"H",,1556
"01","4237","S",,49,"H",,3620
"01","4237","P",,5,"H",,1289
"01","4238","-",,231,"G",,36397
"01","4238","C",,48,"H",,8112
"01","4238","S",,175,"G",,25526
"01","4238","P",,8,"G",,2759
"01","4239","-",,1241,"G",,94315
"01","4239","C",,124,"G",,19333
"01","4239","S",,1087,"G",,71256
"01","4239","P",,30,"G",,3726
"01","42391","-",,135,"G",,7354
"01","42391","C",,22,"G",,3062
"01","42391","S",,109,"G",,4165
"01","42391","P","D",0,"D","D",0
"01","42392","-",,75,"G",,1941
"01","42392","C",,6,"G",,575
"01","42392","S",,67,"G",,1361
"01","42392","P","D",0,"D","D",0
"01","42393","-",,277,"G",,24229
"01","42393","C",,9,"G",,1041
"01","42393","S",,266,"G",,22347
"01","42393","P","D",0,"D","D",0
"01","42394","-",,178,"G",,9818
"01","42394","C",,4,"H",,396
"01","42394","S",,171,"G",,9265
"01","42394","P",,3,"G",,157
"01","42399","-",,576,"G",,50973
"01","42399","C",,83,"G",,14259
"01","42399","S",,474,"G",,34118
"01","42399","P",,19,"G",,2596
"01","424","-",,1868,"G",,149546
"01","424","C",,212,"G",,37581
"01","424","S",,1605,"G",,103071
"01","424","P",,51,"G",,8894
"01","4241","-",,100,"G",,9273
"01","4241","C",,13,"H",,2291
"01","4241","S",,86,"G",,6883
"01","4241","P","D",0,"D","D",0
"01","4242","-",,54,"G",,9587
"01","4242","C",,11,"G",,3163
"01","4242","S",,43,"H",,6424
"01","42421","-",,54,"G",,9587
"01","42421","C",,11,"G",,3163
"01","42421","S",,43,"H",,6424
"01","4243","-",,255,"G",,12900
"01","4243","C",,15,"H",,2741
"01","4243","S",,226,"G",,8823
"01","4243","P",,14,"H",,1336
"01","4244","-",,420,"G",,51651
"01","4244","C",,68,"G",,13597
"01","4244","S",,345,"G",,35792
"01","4244","P","D",0,"D","D",0
"01","4245","-",,70,"H",,7392
"01","4245","C",,8,"G",,1270
"01","4245","S","D",0,"D","D",0
"01","4245","P","D",0,"D","D",0
"01","4246","-",,43,"H",,3260
"01","4246","C",,15,"H",,1781
"01","4246","S",,26,"G",,1315
"01","4246","P","D",0,"D","D",0
"01","4247","-",,28,"G",,5324
"01","4247","C",,5,"H",,1249
"01","4247","S",,22,"H",,3382
"01","4247","P","D",0,"D","D",0
"01","4248","-",,26,"G",,1327
"01","4248","C",,5,"H",,618
"01","4248","S",,19,"H",,529
"01","4248","P","D",0,"D","D",0
"01","4249","-",,872,"G",,48832
"01","4249","C",,72,"G",,10871
"01","4249","S",,778,"G",,34905
"01","4249","P",,22,"G",,3056
"01","42491","-",,31,"G",,3032
"01","42491","C","D",0,"D","D",0
"01","42491","S",,30,"G",,2897
"01","42492","-",,167,"G",,4271
"01","42492","C",,10,"G",,414
"01","42492","S",,153,"G",,3114
"01","42492","P","D",0,"D","D",0
"01","42493","-",,173,"G",,8012
"01","42493","C",,7,"G",,883
"01","42493","S",,163,"G",,6843
"01","42493","P","D",0,"D","D",0
"01","42494","-",,11,"G",,1448
"01","42494","C","D",0,"D","D",0
"01","42494","S",,8,"G",,267
"01","42494","P","D",0,"D","D",0
"01","42495","-",,40,"H",,1542
"01","42495","C",,3,"G",,36
"01","42495","S",,34,"G",,853
"01","42495","P","D",0,"D","D",0
"01","42499","-",,450,"G",,30527
"01","42499","C",,49,"G",,8616
"01","42499","S",,390,"G",,20931
"01","42499","P",,11,"H",,980
"01","425","-",,532,"G",,34210
"01","425","C",,32,"H",,3434
"01","425","S",,486,"G",,27254
"01","425","P",,14,"G",,3522
"01","4251","-",,532,"G",,34210
"01","4251","C",,32,"H",,3434
"01","4251","S",,486,"G",,27254
"01","4251","P",,14,"G",,3522
"01","42511","-",,68,"H",,5259
"01","42511","C","D",0,"D","D",0
"01","42511","S","D",0,"D","D",0
"01","42511","P","D",0,"D","D",0
"01","42512","-",,464,"G",,28951
"01","42512","C",,28,"G",,3120
"01","42512","S",,424,"G",,23017
"01","42512","P",,12,"G",,2814
"01","441","-",,3672,"G",,487399
"01","441","C",,276,"G",,48178
"01","441","S",,3267,"G",,410593
"01","441","P",,129,"G",,28628
"01","4411","-",,2315,"G",,370151
"01","4411","C",,144,"G",,24352
"01","4411","S",,2090,"G",,325996
"01","4411","P",,81,"G",,19803
"01","44112","-",,2315,"G",,370151
"01","44112","C",,144,"G",,24352
"01","44112","S",,2090,"G",,325996
"01","44112","P",,81,"G",,19803
"01","4412","-",,702,"G",,64676
"01","4412","C",,63,"G",,11166
"01","4412","S",,618,"G",,49602
"01","4412","P",,21,"H",,3908
"01","44121","-",,99,"G",,10832
"01","44121","C",,12,"H",,2208
"01","44121","S",,85,"G",,8329
"01","44121","P","D",0,"D","D",0
"01","44122","-",,603,"G",,53844
"01","44122","C",,51,"H",,8958
"01","44122","S",,533,"G",,41273
"01","44122","P",,19,"H",,3613
"01","441221","-",,69,"G",,5675
"01","441221","C",,3,"H",,281
"01","441221","S",,62,"G",,4579
"01","441221","P","D",0,"D","D",0
"01","441222","-",,62,"H",,4524
"01","441222","C","D",0,"D","D",0
"01","441222","S",,48,"G",,1895
"01","441222","P","D",0,"D","D",0
"01","441229","-",,472,"G",,43645
"01","441229","C",,36,"G",,6631
"01","441229","S",,423,"G",,34799
"01","441229","P",,13,"G",,2215
"01","4413","-",,655,"G",,52572
"01","4413","C",,69,"G",,12660
"01","4413","S",,559,"G",,34995
"01","4413","P",,27,"G",,4917
"01","442","-",,793,"G",,44651
"01","442","C",,100,"G",,11974
"01","442","S",,640,"G",,24325
"01","442","P",,53,"G",,8352
"01","4421","-",,320,"G",,19275
"01","4421","C",,40,"G",,4073
"01","4421","S",,256,"G",,10253
"01","4421","P",,24,"G",,4949
"01","44211","-",,320,"G",,19275
"01","44211","C",,40,"G",,4073
"01","44211","S",,256,"G",,10253
"01","44211","P",,24,"G",,4949
"01","4422","-",,473,"G",,25376
"01","4422","C",,60,"G",,7901
"01","4422","S",,384,"G",,14072
"01","4422","P",,29,"G",,3403
"01","443","-",,414,"G",,23716
"01","443","C",,50,"G",,8743
"01","443","S",,346,"G",,13178
"01","443","P",,18,"G",,1795
"01","4431","-",,414,"G",,23716
"01","4431","C",,50,"G",,8743
"01","4431","S",,346,"G",,13178
"01","4431","P",,18,"G",,1795
"01","44311","-",,284,"G",,16491
"01","44311","C",,32,"G",,6246
"01","44311","S",,242,"G",,8702
"01","44311","P",,10,"G",,1543
"01","443111","-",,82,"G",,4679
"01","443111","C",,8,"G",,1923
"01","443111","S",,73,"H",,2684
"01","443111","P","D",0,"D","D",0
"01","443112","-",,202,"G",,11812
"01","443112","C",,24,"G",,4323
"01","443112","S",,169,"G",,6018
"01","443112","P",,9,"G",,1471
"01","44312","-",,112,"G",,6792
"01","44312","C",,16,"H",,2309
"01","44312","S",,89,"G",,4238
"01","44312","P",,7,"H",,245
"01","44313","-",,18,"H",,433
"01","44313","C","D",0,"D","D",0
"01","44313","S",,15,"H",,238
"01","44313","P","D",0,"D","D",0
"01","444","-",,760,"G",,57080
"01","444","C",,76,"G",,8999
"01","444","S",,656,"G",,41507
"01","444","P",,28,"H",,6574
"01","4441","-",,479,"G",,40788
"01","4441","C",,58,"G",,7135
"01","4441","S",,400,"G",,28882
"01","4441","P",,21,"H",,4771
"01","44411","-",,41,"G",,2037
"01","44411","C",,4,"H",,347
"01","44411","S",,36,"G",,1361
"01","44411","P","D",0,"D","D",0
"01","44412","-",,30,"G",,1393
"01","44412","S",,28,"H",,420
"01","44412","P","D",0,"D","D",0
"01","44413","-",,106,"G",,10955
"01","44413","C",,20,"H",,2305
"01","44413","S",,78,"G",,7283
"01","44413","P",,8,"H",,1367
"01","44419","-",,302,"G",,26403
"01","44419","C",,34,"G",,4483
"01","44419","S",,258,"G",,19818
"01","44419","P",,10,"H",,2102
"01","4442","-",,281,"G",,16292
"01","4442","C",,18,"G",,1864
"01","4442","S",,256,"G",,12625
"01","4442","P",,7,"G",,1803
"01","44-45","-",,28019,"G",,1446984
"01","44-45","C",,1351,"G",,186361
"01","44-45","S",,25871,"G",,1157051
"01","44-45","P",,797,"G",,103572
"01","445","-",,1544,"G",,140406
"01","445","C",,112,"G",,22096
"01","445","S",,1356,"G",,107156
"01","445","P",,76,"G",,11154
"01","4451","-",,753,"G",,83177
"01","4451","C",,55,"G",,14852
"01","4451","S",,660,"G",,60879
"01","4451","P",,38,"G",,7446
"01","4452","-",,669,"G",,42406
"01","4452","C",,42,"G",,4210
"01","4452","S",,600,"G",,36565
"01","4452","P",,27,"G",,1631
"01","44521","-",,41,"H",,4376
"01","44521","S",,41,"H",,4376
"01","44522","-",,57,"G",,5632
"01","44522","C","D",0,"D","D",0
"01","44522","S",,52,"H",,4312
"01","44522","P","D",0,"D","D",0
"01","44523","-",,149,"G",,10968
"01","44523","C","D",0,"D","D",0
"01","44523","S",,144,"G",,10384
"01","44523","P","D",0,"D","D",0
"01","44529","-",,422,"G",,21430
"01","44529","C",,36,"G",,2714
"01","44529","S",,363,"G",,17493
"01","44529","P",,23,"G",,1223
"01","4453","-",,122,"G",,14823
"01","4453","C",,15,"H",,3034
"01","4453","S",,96,"G",,9712
"01","4453","P",,11,"G",,2077
"01","44531","-",,122,"G",,14823
"01","44531","C",,15,"H",,3034
"01","44531","S",,96,"G",,9712
"01","44531","P",,11,"G",,2077
"01","446","-",,2248,"G",,48986
"01","446","C",,59,"G",,6516
"01","446","S",,2170,"G",,38808
"01","446","P",,19,"G",,3662
"01","4461","-",,2248,"G",,48986
"01","4461","C",,59,"G",,6516
"01","4461","S",,2170,"G",,38808
"01","4461","P",,19,"G",,3662
"01","44611","-",,135,"G",,4451
"01","44611","C",,14,"G",,1815
"01","44611","S",,119,"G",,2216
"01","44611","P","D",0,"D","D",0
"01","44612","-",,1512,"G",,25037
"01","44612","C","D",0,"D","D",0
"01","44612","S",,1494,"G",,22534
"01","44612","P",,6,"G",,1300
"01","44613","-",,31,"G",,2338
"01","44613","C","D",0,"D","D",0
"01","44613","S",,26,"G",,1496
"01","44613","P","D",0,"D","D",0
"01","44619","-",,570,"G",,17160
"01","44619","C",,29,"G",,3006
"01","44619","S",,531,"G",,12562
"01","44619","P",,10,"H",,1592
"01","447","-",,404,"G",,69544
"01","447","C",,57,"G",,14383
"01","447","S",,332,"G",,52245
"01","447","P",,15,"G",,2916
"01","4471","-",,404,"G",,69544
"01","4471","C",,57,"G",,14383
"01","4471","S",,332,"G",,52245
"01","4471","P",,15,"G",,2916
"01","448","-",,2063,"G",,79214
"01","448","C",,83,"G",,8874
"01","448","S",,1897,"G",,59658
"01","448","P",,83,"G",,10682
"01","4481","-",,1475,"G",,53723
"01","4481","C",,58,"G",,5937
"01","4481","S",,1351,"G",,38901
"01","4481","P",,66,"G",,8885
"01","44811","-",,47,"H",,3210
"01","44811","C","D",0,"D","D",0
"01","44811","S",,41,"G",,936
"01","44811","P","D",0,"D","D",0
"01","44812","-",,275,"G",,12688
"01","44812","C",,17,"G",,1864
"01","44812","S",,245,"G",,8916
"01","44812","P",,13,"G",,1908
"01","44813","-",,195,"G",,8345
"01","44813","C",,7,"H",,833
"01","44813","S",,173,"G",,5388
"01","44813","P",,15,"H",,2124
"01","44814","-",,279,"G",,7664
"01","44814","C",,7,"G",,516
"01","44814","S",,267,"G",,6408
"01","44814","P",,5,"G",,740
"01","44815","-",,304,"G",,8828
"01","44815","C","D",0,"D","D",0
"01","44815","S",,286,"G",,7639
"01","44815","P",,9,"G",,828
"01","44819","-",,375,"G",,12988
"01","44819","C",,15,"G",,1346
"01","44819","S",,339,"G",,9614
"01","44819","P",,21,"G",,2028
"01","4482","-",,82,"G",,2521
"01","4482","C",,5,"H",,184
"01","4482","S",,71,"H",,2055
"01","4482","P",,6,"G",,282
"01","44821","-",,82,"G",,2521
"01","44821","C",,5,"H",,184
"01","44821","S",,71,"H",,2055
"01","44821","P",,6,"G",,282
"01","4483","-",,506,"G",,22970
"01","4483","C",,20,"G",,2753
"01","4483","S",,475,"G",,18702
"01","4483","P",,11,"G",,1515
"01","44831","-",,474,"G",,22391
"01","44831","C",,20,"G",,2753
"01","44831","S",,443,"G",,18123
