state_and_county_fips_code,total_emissions,YEAR
12117,2273526.138404369,2014
12119,926829.3553820599,2014
12121,402939.148562596,2014
12123,148413.417926319,2014
12125,70785.2256600711,2014
12127,3173052.673147614,2014
12129,166622.837898022,2014
12131,657635.79649298,2014
12133,216191.94240300698,2014
13001,122844.2124212467,2014
13003,55533.948386518634,2014
13005,60832.6336762502,2014
13007,29055.27108975328,2014
13009,207986.57809691044,2014
13011,173207.92351699324,2014
13013,458617.05622632697,2014
13015,1077173.068234449,2014
13017,75480.1780265807,2014
13019,92771.95803054394,2014
13021,1122398.342735416,2014
13023,74695.50384188148,2014
13025,89223.80787827139,2014
13027,110416.4438138212,2014
13029,412439.12407848466,2014
13031,497224.4714471662,2014
13033,159780.030848789,2014
13035,226112.781600035,2014
13037,34379.25124426902,2014
13039,546410.2090975915,2014
13043,150862.0910911693,2014
13045,902884.7561583089,2014
13047,417047.42023063736,2014
13049,73114.04080017286,2014
13051,1838241.0870974301,2014
13053,41986.70666261919,2014
13055,113366.42748430038,2014
13057,1087326.4841483114,2014
13059,590997.0827588311,2014
13061,20761.285830494737,2014
13063,1425031.504199553,2014
13065,53706.37330492607,2014
13067,4214285.47437712,2014
13069,209083.1535745062,2014
13071,213989.06936233782,2014
13073,647984.2369142,2014
13075,265061.72128883493,2014
13077,877023.3140641717,2014
13079,59900.084334012296,2014
13081,284190.2338455328,2014
13083,230690.2464310817,2014
13085,129536.09346309767,2014
13087,179819.24887818983,2014
13089,4085674.44818321,2014
13091,109147.0124472935,2014
13093,295987.1984371462,2014
13095,483050.1215376542,2014
13097,871667.0482344755,2014
13099,79973.71037872873,2014
13101,21003.8379138991,2014
13103,261081.339456563,2014
13105,100734.490270659,2014
13107,195782.98452227138,2014
13109,53408.91303266873,2014
13111,116599.49519110665,2014
13113,492088.0095749649,2014
13115,506985.205155259,2014
13117,1089471.256360203,2014
13119,388647.56269837974,2014
13121,7001305.780410746,2014
13123,157356.1253801106,2014
13125,14894.738386028557,2014
13127,638960.7815202376,2014
13129,464716.3601487,2014
13131,144002.6603314688,2014
13133,202410.7248772235,2014
13135,4304036.2239526,2014
13137,253271.0052572533,2014
13139,1097600.229703351,2014
13141,47777.6011887074,2014
13143,216513.08362545804,2014
13145,294226.8081500639,2014
13147,145741.09567974435,2014
13149,62322.0102910086,2014
13151,1242362.139597442,2014
13153,795662.33085456,2014
13155,62069.6358463324,2014
13157,594095.562083385,2014
13159,70783.19658117196,2014
13161,79865.06454587901,2014
13163,117285.118375541,2014
13165,58064.6225779926,2014
13167,44998.22392628237,2014
13169,151150.89375590722,2014
13171,137857.06359364468,2014
13173,42287.92658484258,2014
13175,451898.49018987996,2014
13177,163633.7363761327,2014
13179,438295.8215038083,2014
13181,42146.371181713694,2014
13183,69833.29087172178,2014
13185,854638.167991948,2014
13187,122833.82602873111,2014
13189,206416.176737228,2014
13191,340860.7195476594,2014
13193,77886.23679770435,2014
13195,152149.09532273002,2014
13197,38876.01682602618,2014
13199,174332.58777117374,2014
13201,42263.91239587171,2014
13205,144156.0899187798,2014
13207,581157.533050379,2014
13209,53172.70572083997,2014
13211,327682.2127189527,2014
13213,180893.1148487656,2014
13215,924130.61377848,2014
13217,590069.1456059,2014
13219,259247.49302531802,2014
13221,72978.07418808382,2014
13223,593480.0917561653,2014
13225,301576.7863779731,2014
13227,182226.91139351876,2014
13229,97080.5147601314,2014
13231,92157.04167495671,2014
13233,206176.9076985954,2014
13235,58900.675462171144,2014
13237,130248.4164862287,2014
13239,18775.750673360428,2014
13241,108531.72246618115,2014
13243,44860.510406794434,2014
13245,1202152.93930642,2014
13247,536879.552124423,2014
13249,23891.812480180746,2014
13251,88583.334120445,2014
13253,49932.767642556,2014
13255,375806.687439017,2014
13257,119752.236327705,2014
13259,47078.585029371854,2014
13261,152676.277627551,2014
13263,56566.33694317614,2014
13265,80183.12554892697,2014
13267,111443.0052012942,2014
13269,69135.34225706992,2014
13271,61850.823945917,2014
13273,81201.8810505906,2014
13275,264464.87549254,2014
13277,413048.17685854,2014
13279,154971.0406901369,2014
13281,60005.96344966545,2014
13283,124947.25361413918,2014
13285,599233.3914320838,2014
13287,224946.67619989085,2014
13289,196229.22113204002,2014
13291,119152.83527999182,2014
13293,121641.77085287085,2014
13295,293315.2329275912,2014
13297,487268.8716090839,2014
13299,217441.180882365,2014
13301,122641.76316990092,2014
13303,113203.1348339855,2014
13305,165221.13218121772,2014
13307,26516.43260673988,2014
13309,39719.353106416755,2014
13311,113680.748902344,2014
13313,755657.2614579169,2014
13315,40765.8590377383,2014
13317,67693.7705282962,2014
13319,72781.63343789813,2014
13321,145275.1469066352,2014
21001,98980.089108674,2014
21003,82418.295610523,2014
21005,135307.37694226048,2014
21007,44335.713127694005,2014
21009,321393.41053653,2014
21011,113648.348758009,2014
21013,157657.33383963702,2014
21015,1020207.84375978,2014
21017,116682.304067172,2014
21019,295225.12149012,2014
21021,162211.413162452,2014
21023,49533.22048859689,2014
21025,73812.4417184805,2014
21027,80997.556856488,2014
21029,637428.9658075001,2014
21031,87135.051855355,2014
21033,110679.321440862,2014
21035,165217.550762044,2014
21037,514167.176598581,2014
21039,27458.135841605203,2014
21041,189387.9522626936,2014
21043,246117.746978423,2014
21045,61712.13380871,2014
21047,569168.3784782001,2014
21049,293611.85800981,2014
21051,104273.778094483,2014
21053,45560.0618098338,2014
21055,36958.287533951996,2014
21057,33863.2664673158,2014
21059,483881.636503,2014
21061,70399.5310033652,2014
21063,20404.1219283512,2014
21065,55102.4913248923,2014
21067,1928037.47556038,2014
21069,66731.572693803,2014
21071,250501.11507552,2014
21073,380611.483734098,2014
21075,34355.916963943004,2014
21077,213134.7731400566,2014
21079,87993.748099327,2014
21081,336633.913726033,2014
21083,217286.83763045,2014
21085,182857.613512351,2014
21087,45040.3941608873,2014
21089,189048.6674152791,2014
21091,47106.1326895412,2014
21093,829137.75130807,2014
21095,138051.79395428,2014
21097,77895.983770797,2014
21099,282229.904936898,2014
21101,297661.3819713842,2014
21103,191030.85505044088,2014
21105,28427.344974967,2014
21107,363582.29282083403,2014
21109,51835.4005382087,2014
21111,4383690.41448922,2014
21113,256207.161414986,2014
21115,118130.870343566,2014
21117,1022172.1274532614,2014
21119,82311.17405504,2014
21121,167071.59477780398,2014
21123,108789.78796916999,2014
21125,582144.2631813,2014
21127,100314.68167375699,2014
21129,29231.840377057997,2014
21131,57446.198438948995,2014
21133,113081.87760571501,2014
21135,65965.298098424,2014
21137,116658.169171517,2014
21139,87781.02392162751,2014
21141,145698.575194268,2014
21143,190866.666473619,2014
21145,478086.35236891,2014
21147,66097.0399257371,2014
21149,50479.9639915835,2014
21151,700568.19698406,2014
21153,68697.691126464,2014
21155,85491.665548013,2014
21157,305603.46208943,2014
21159,51707.428030642,2014
21161,108861.624751152,2014
21163,135675.767271707,2014
21165,27350.93356396174,2014
21167,116710.41824543901,2014
21169,56501.9827497976,2014
21171,37392.482634794,2014
21173,192266.164606991,2014
21175,64272.955878189,2014
21177,194676.387223054,2014
21179,282126.03701174,2014
21181,28884.3027886743,2014
21183,212414.947872666,2014
21185,367391.294039986,2014
21187,46672.9092181361,2014
21189,16083.364789733601,2014
21191,54812.733756036,2014
21193,179037.47672735,2014
21195,387921.221536662,2014
21197,92488.7822997919,2014
21199,373098.48383137,2014
21201,7458.3294857936,2014
21203,325417.406168948,2014
21205,193526.0286135,2014
21207,77697.973328567,2014
21209,500695.74502201,2014
21211,495927.45886282,2014
21213,247933.872840105,2014
21215,69777.75835088799,2014
21217,120094.765251895,2014
21219,61919.935597922,2014
21221,127731.373780744,2014
21223,46069.532240804,2014
21225,67789.50895714,2014
21227,906143.85290094,2014
21229,79416.6180708321,2014
21231,91649.772369342,2014
21233,105623.919260077,2014
21235,396419.511998219,2014
21237,57077.722817244205,2014
21239,242924.2854058151,2014
28001,207727.58244766,2014
28003,247492.12589327001,2014
28005,86470.2746801189,2014
28007,115166.60638874811,2014
28009,85889.1948276954,2014
28011,219328.5039530854,2014
28013,85917.204731448,2014
28015,150041.086921025,2014
28017,125772.04169307559,2014
28019,49882.578051496,2014
28021,63480.155418518,2014
28023,163071.05013309538,2014
28025,120578.50888014,2014
28027,177927.11363832967,2014
28029,314036.781672115,2014
28031,223901.24696896801,2014
28033,1172940.64871601,2014
28035,587461.159310985,2014
28037,75872.14520168495,2014
28039,150254.9931554568,2014
28041,88209.9507843645,2014
28043,213835.8606630449,2014
28045,477915.86161911,2014
28047,1536100.96230027,2014
28049,1988051.71127302,2014
28051,209968.712404516,2014
28053,66732.910618558,2014
28055,11707.421361477971,2014
28057,187692.28580551202,2014
28059,1193960.72698416,2014
28061,166720.625888555,2014
28063,63866.938090236,2014
28065,80516.26268292891,2014
28067,582531.1358075,2014
28069,87098.46630683781,2014
28071,320094.4151744931,2014
28073,387578.02350203996,2014
28075,712319.1121952,2014
28077,75033.302859749,2014
28079,184688.4392061982,2014
28081,655980.8136976099,2014
28083,183916.835384837,2014
28085,323679.81493878,2014
28087,408717.9113002801,2014
28089,911172.92150987,2014
28091,168256.06868395198,2014
28093,339871.086359875,2014
28095,291886.380558138,2014
28097,133236.54425061,2014
28099,194025.093507338,2014
28101,237629.1543707702,2014
28103,85682.56562848928,2014
28105,288497.665736017,2014
28107,366863.10673437,2014
28109,455105.52937665,2014
28111,107176.56681345499,2014
28113,319830.631409212,2014
28115,240913.803658457,2014
28117,181774.654238882,2014
28119,49093.20644680091,2014
28121,1195097.853498343,2014
28123,307069.364082142,2014
28125,35585.886353004345,2014
28127,232575.5920510266,2014
28129,100226.168402885,2014
28131,126639.8668825266,2014
28133,172410.8078591654,2014
28135,72115.133676675,2014
28137,260024.364368912,2014
28139,154178.09139116373,2014
28141,141026.247856314,2014
28143,123210.705264869,2014
28145,230285.832524367,2014
28147,82750.746312927,2014
28149,402478.04280541,2014
28151,298290.83137479,2014
28153,177454.2816621414,2014
28155,79614.06087284599,2014
28157,70341.621898194,2014
28159,131194.8700630167,2014
28161,167540.020665746,2014
28163,246680.10818133425,2014
37001,849859.04832332,2014
37003,151589.2565218011,2014
37005,47255.639158730686,2014
37007,165703.91650212,2014
37009,123183.42240236599,2014
37011,93945.505527922,2014
37013,255977.29988183,2014
37015,146208.646243635,2014
37017,214272.124878717,2014
37019,786154.5387454579,2014
37021,1575102.336111716,2014
37023,553609.256203322,2014
37025,1186554.92038332,2014
