FIPS_CODE,TOTAL_EMISSIONS,YEAR
42133,1669405.1370932057,2008
44001,134679.18948690983,2008
44003,713308.0040532373,2008
44005,293613.1094347537,2008
44007,2401486.874496814,2008
44009,549952.5800740656,2008
50001,184194.5704862512,2008
50003,198957.9281727829,2008
50005,209650.4072862777,2008
50007,770035.799039548,2008
50009,29533.04015775098,2008
50011,228410.9439099415,2008
50013,37914.42360073028,2008
50015,114018.58772160338,2008
50017,204613.5109219395,2008
50019,145448.7127264618,2008
50021,324636.509202022,2008
50023,332781.9370540583,2008
50025,377723.1397256176,2008
50027,473874.9526098813,2008
51001,248006.66786235312,2008
51003,748505.2369216385,2008
51005,149206.2827881922,2008
51007,111516.4971166077,2008
51009,185640.6736703104,2008
51011,92089.27791703516,2008
51013,957667.376326936,2008
51015,723626.1096368862,2008
51017,36846.59239941694,2008
51019,343940.5109036477,2008
51021,141795.8033729939,2008
51023,452954.8865580772,2008
51025,199730.528443476,2008
51027,142615.96410352248,2008
51029,94350.68191506332,2008
51031,322133.79423873115,2008
51033,482495.4899023031,2008
51035,312495.9059614609,2008
51036,51690.74300584911,2008
51037,81570.41656455764,2008
51041,1715897.445623368,2008
51043,167725.7726753158,2008
51045,24367.662410564026,2008
51047,287162.1463063677,2008
51049,48687.41612532037,2008
51051,77360.00866757396,2008
51053,283390.07146535267,2008
51057,88096.15315698762,2008
51059,6401172.245183472,2008
51061,596400.3232475148,2008
51063,76282.9604472688,2008
51065,101691.17842579455,2008
51067,302576.043383095,2008
51069,320208.9914464114,2008
51071,107687.30370262066,2008
51073,187239.8909250668,2008
51075,335041.8689009006,2008
51077,70757.2010404566,2008
51079,87111.27553350732,2008
51081,162938.19355810428,2008
51083,206750.1631592207,2008
51085,879684.1025618595,2008
51087,1663930.0098842494,2008
51089,271790.2827486397,2008
51091,18128.4168794092,2008
51093,317727.5832533143,2008
51095,382692.8688764055,2008
51097,60225.77822310056,2008
51099,165386.2162279575,2008
51101,81100.15653940174,2008
51103,69879.34575670844,2008
51105,117933.8398263754,2008
51107,969470.3303346152,2008
51109,281291.90170364775,2008
51111,55525.26352386899,2008
51113,101257.7326810088,2008
51115,42644.60287846424,2008
51117,264157.90276108164,2008
51119,75020.4460339794,2008
51121,567318.32921546,2008
51125,133899.87809954942,2008
51127,311166.54441469675,2008
51131,140191.04637014784,2008
51133,64380.71402229786,2008
51135,104210.61843062156,2008
51137,170102.71889038256,2008
51139,107002.91444097745,2008
51141,91620.94062418728,2008
51143,348860.85636631644,2008
51145,146409.9281347593,2008
51147,139103.1209507976,2008
51149,267347.7538144424,2008
51153,1925050.376278848,2008
51155,285327.87065945606,2008
51157,55284.19492536855,2008
51159,68377.06347534388,2008
51161,510857.43799084,2008
51163,391039.2962405786,2008
51165,452102.503163679,2008
51167,178744.6268815806,2008
51169,163054.03232001848,2008
51171,439991.13169667055,2008
51173,243859.86256249977,2008
51175,226810.9299754579,2008
51177,701597.7568570651,2008
51179,994226.0378119268,2008
51181,38227.62572683084,2008
51183,199838.11962526132,2008
51185,207392.32682629128,2008
51187,249172.2149273443,2008
51191,412852.49204560206,2008
51193,92132.17516001155,2008
51195,195263.15082595905,2008
51197,416860.6149951466,2008
51199,442700.72502451326,2008
51510,500576.6924284921,2008
51515,31458.31001221826,2008
51520,140851.8603443539,2008
51530,14163.46929583562,2008
51540,167633.40367139396,2008
51550,1260599.566444973,2008
51570,119602.1379942474,2008
51580,24029.40429728038,2008
51590,219337.0749564676,2008
51595,43342.12699568979,2008
51600,117001.2948095716,2008
51610,40452.919798953975,2008
51620,27975.40474904522,2008
51630,202229.2868332102,2008
51640,29942.89751810802,2008
51650,734027.0759201319,2008
51660,202372.4460625625,2008
51670,114601.92378724512,2008
51678,14886.43269427024,2008
51680,347667.8486747836,2008
51683,182365.69737875293,2008
51685,17581.511398861705,2008
51690,58389.85110666292,2008
51700,963966.831244917,2008
51710,1098312.7423016191,2008
51720,31452.66640534767,2008
51730,198598.0832795192,2008
51735,28398.3014389845,2008
51740,350573.7595584801,2008
51750,41883.70868722772,2008
51760,1071415.766122571,2008
51770,393701.7916977855,2008
51775,91143.33928318546,2008
51790,72067.2707971026,2008
51800,702272.4510440414,2008
51810,1624134.1014883032,2008
51820,90830.4295001105,2008
51830,52205.35501922421,2008
51840,94987.78645640703,2008
54001,74899.9122621278,2008
54003,606634.559036513,2008
54005,184776.76107368505,2008
54007,252962.1047446922,2008
54009,133534.89036645018,2008
54011,650519.2573422404,2008
54013,31275.76486028213,2008
54015,68748.16088986697,2008
54017,52370.95015508077,2008
54019,389808.855074037,2008
54021,33479.48872682532,2008
54023,62949.77619718885,2008
54025,280779.53345253074,2008
54027,112432.73500524963,2008
54029,119851.65362049878,2008
54031,79466.35981150912,2008
54033,489435.8456425963,2008
54035,312066.2443849243,2008
54037,208675.1902696184,2008
54039,1727006.7348766788,2008
54041,210255.1452650252,2008
54043,90077.5107675933,2008
54045,209131.046127457,2008
54047,134673.14269879973,2008
54049,292267.5243473949,2008
54051,136892.78755075918,2008
54053,154392.31721553425,2008
54055,521936.993781422,2008
54057,112742.39724434775,2008
54059,173386.78245307872,2008
54061,563641.6164017328,2008
54063,51242.08795546943,2008
54065,81276.07182370704,2008
54067,202922.19159014116,2008
54069,334882.14849630056,2008
54071,49132.5849878815,2008
54073,41712.7057877168,2008
54075,58528.03934703862,2008
54077,194512.55914742596,2008
54079,365884.9975860866,2008
54081,651091.738702523,2008
54083,167591.11578857526,2008
54085,74358.08541753855,2008
54087,112561.62704091912,2008
54089,86155.31529469996,2008
54091,63602.84921540322,2008
54093,41829.40619632618,2008
54095,41749.8840179217,2008
54097,100967.42587734813,2008
54099,240200.3243038201,2008
54101,37270.51770554074,2008
54103,74927.10817161886,2008
54105,23227.72730722364,2008
54107,565035.0085318175,2008
54109,130585.4411000603,2008
72001,176398.4548634813,2008
72003,117142.5033089607,2008
72005,179333.6087190249,2008
72007,101581.29748686696,2008
72009,90308.27833699448,2008
72011,82536.82089010612,2008
72013,202776.7092209463,2008
72015,3049.855671440857,2008
72017,8275.48790717161,2008
72019,99576.34415339428,2008
72021,775099.38436844,2008
72023,25542.334544374145,2008
72025,486016.3941364485,2008
72027,113586.89616435088,2008
72029,150703.75434770976,2008
72031,645360.3083572207,2008
72033,104637.5995050576,2008
72035,163930.70317866834,2008
72037,4895.793695637564,2008
72039,70523.6104090135,2008
72041,149138.0564655276,2008
72043,462494.5521922623,2008
72045,69667.0178048261,2008
72047,127131.24324512026,2008
72049,8109.39990277098,2008
72051,117607.76663229948,2008
72053,3569.809326263892,2008
72054,10585.56189812677,2008
72055,4676.314435680495,2008
72057,16308.13521947325,2008
72059,8292.16748063515,2008
72061,346718.9569207671,2008
72063,128720.13468587807,2008
72065,123751.26004815438,2008
72067,49374.742528388015,2008
72069,204304.72155249564,2008
72071,125195.74609674314,2008
72073,193476.3081145172,2008
72075,63781.42196232501,2008
72077,126943.9473680578,2008
72079,20924.34603818682,2008
72081,106148.79155029776,2008
72083,40486.58342020486,2008
72085,121751.65194908378,2008
72087,112857.02935537788,2008
72089,4773.340212363041,2008
72091,150802.931582465,2008
72093,51549.83241362375,2008
72095,44715.004923681314,2008
72097,293356.56859409966,2008
72099,112923.56637258816,2008
72101,104239.53446126213,2008
72103,71016.74766448721,2008
72105,102234.5569566661,2008
72107,83742.06103341565,2008
72109,27696.42424138245,2008
72111,15944.354282496264,2008
72113,553562.1617593956,2008
72115,80631.81072863194,2008
72117,41178.87999828319,2008
72119,183461.44473274803,2008
72121,8481.15206329482,2008
72123,290828.0981015949,2008
72125,23631.22270016111,2008
72127,1505706.958529924,2008
72129,145575.19233952372,2008
72131,128734.37843596912,2008
72133,278992.85654576734,2008
72135,220560.7955485871,2008
72137,325699.7231016051,2008
72139,262998.6531484024,2008
72141,339902.26588963345,2008
72143,130530.85872778326,2008
72145,214388.9695253708,2008
72147,121566.4920498648,2008
72149,17828.50964693012,2008
72151,136502.44060759846,2008
72153,20781.1811033445,2008
78010,87458.27616066352,2008
78020,7698.858385862255,2008
78030,90559.35381795092,2008
1001,331449.7891355329,2008
1003,1175958.1635754812,2008
1005,260826.3273036766,2008
1007,144172.2650333989,2008
1009,355409.4203139087,2008
1011,94215.8243058984,2008
1013,359712.5582580194,2008
1015,1547615.105945312,2008
1017,244983.25753932164,2008
1019,179840.4497402804,2008
1021,407707.4039388001,2008
1023,115044.62813370489,2008
1025,190031.62989189188,2008
1027,103739.28547571444,2008
1029,254746.58655711624,2008
1031,306929.2528483768,2008
1033,416709.4168884711,2008
1035,261269.6726243363,2008
1037,126879.57582630737,2008
1039,297631.2735632599,2008
1041,115860.9281176844,2008
1043,605252.6399994398,2008
1045,706452.3692395292,2008
1047,250946.1055135954,2008
1049,519309.3428165219,2008
1051,375770.98889383423,2008
1053,369143.2548986573,2008
1055,791393.3623506295,2008
1057,136644.2639002969,2008
1059,277984.9203348112,2008
1061,163185.0120263059,2008
1063,216075.1793529005,2008
1065,122874.561564133,2008
1067,162013.76785677782,2008
1069,729645.696962239,2008
1071,488253.5939627674,2008
1073,5209136.635364879,2008
1075,126139.63854437647,2008
1077,559915.4141798249,2008
1079,247469.3982044388,2008
1081,709977.9163585213,2008
1083,580398.5523274608,2008
1085,219271.30085641745,2008
1087,328183.4292746613,2008
1089,1833854.9008910973,2008
1091,180745.80147531137,2008
1093,343537.1324705307,2008
1095,472491.8001409089,2008
1097,2379220.0718531776,2008
1099,154447.74131208868,2008
1101,1723819.4322301126,2008
1103,811338.7956158007,2008
1105,93448.0615555451,2008
1107,162745.12637953303,2008
1109,266105.4942585098,2008
1111,130204.69050477871,2008
1113,431610.4704800681,2008
1115,689474.9859880556,2008
1117,955743.4886495068,2008
1119,245026.4216528875,2008
1121,508813.3668605341,2008
1123,303969.7019453879,2008
1125,1522915.739578789,2008
1127,503798.5231855852,2008
1129,143452.0076768706,2008
1131,99445.9378092259,2008
1133,149835.69921294507,2008
12001,1751335.8593656723,2008
12003,368651.6437030862,2008
12005,1134751.4420003267,2008
12007,228861.6017496621,2008
12009,4228039.073898656,2008
12011,10333851.05082276,2008
12013,76407.63438118596,2008
12015,1320790.046758891,2008
12017,1153609.2016980175,2008
12019,1019828.6411559904,2008
12021,2881495.6213695435,2008
12023,1015695.6820328992,2008
12027,281940.1646220325,2008
12029,92264.8284376727,2008
12031,7029465.557819987,2008
12033,2547703.4259690046,2008
12035,828236.811300814,2008
12037,67822.30842276789,2008
12039,641719.1905012449,2008
12041,125992.6129094594,2008
12043,71293.90515226751,2008
12045,89691.8935443452,2008
12047,337123.9190178568,2008
12049,238252.2393454769,2008
12051,329716.560573456,2008
12053,1146622.3220204334,2008
12055,785646.7336505321,2008
12057,7468973.028449519,2008
12059,226219.7139263494,2008
12061,903670.3575937008,2008
12063,688523.2201535542,2008
12065,292917.0568570174,2008
12067,59471.21156069968,2008
12069,1136897.744970843,2008
12071,4308694.28713598,2008
12073,1904703.4462788643,2008
12075,289841.1776515891,2008
12077,58920.12105145906,2008
12079,440282.7515952842,2008
12081,2011066.814350618,2008
12083,2613123.6486700578,2008
12085,1387840.0774977996,2008
12086,13989048.002026789,2008
12087,644262.1503980301,2008
12089,687365.1347099122,2008
12091,1606573.6379149896,2008
12093,331079.21238212613,2008
12095,7252472.906537466,2008
12097,606082.029167148,2008
12099,7285814.579774797,2008
12101,2413168.518593491,2008
12103,6685117.788877656,2008
12105,4243461.650854801,2008
12107,589294.8494053618,2008
12109,971774.8057889452,2008
12111,1858999.1584858417,2008
12113,1013028.7611269102,2008
12115,2717699.0412439564,2008
12117,3168353.4834489776,2008
12119,773597.4103843507,2008
12121,562248.75537369,2008
12123,156867.784575999,2008
12125,50707.07566842485,2008
12127,3694607.1145624127,2008
12129,230111.2949681443,2008
12131,665207.0648240387,2008
12133,320455.3582221988,2008
13001,149303.82507205397,2008
13003,80492.96240799977,2008
13005,75212.42355230608,2008
13007,39983.56288630293,2008
13009,261974.3264265503,2008
13011,162536.64016020056,2008
13013,375129.1085842874,2008
13015,1060242.6441758168,2008
13017,183139.94187105048,2008
13019,120300.34224575016,2008
13021,1359320.97384833,2008
13023,89145.73084853808,2008
13025,107185.35569077844,2008
13027,128620.72956766238,2008
13029,346209.8387372277,2008
13031,492135.34421940136,2008
13033,210452.29363183,2008
13035,196115.3130609068,2008
13037,47323.42998168319,2008
13039,467742.19547762536,2008
13043,137043.58672068917,2008
13045,692514.5297849542,2008
13047,508769.1366795688,2008
13049,93629.03109306098,2008
13051,1873997.475319162,2008
13053,51957.867308889145,2008
13055,147843.3017556004,2008
13057,1304128.8168923494,2008
13059,682897.5084591866,2008
13061,31310.32916197654,2008
13063,1862962.5176054365,2008
13065,71435.28096751303,2008
13067,4715636.524981838,2008
13069,254238.21374202397,2008
13071,277915.1892908096,2008
13073,628906.9545647765,2008
13075,257896.5575583094,2008
13077,868189.4304320153,2008
13079,78897.0714616073,2008
13081,289469.2995804375,2008
13083,206570.0537099829,2008
13085,127799.9903952068,2008
13087,233436.14918358115,2008
13089,5120832.521026596,2008
13091,139904.20539676797,2008
13093,268795.7698405425,2008
13095,676833.3834912152,2008
13097,1100750.1561483222,2008
13099,119156.7685631824,2008
13101,26282.26708520632,2008
13103,254712.20340944265,2008
13105,130928.7344276752,2008
13107,227666.58178638105,2008
13109,74925.06376582554,2008
13111,136351.64095438828,2008
13113,790944.6601307848,2008
13115,713719.4634420502,2008
13117,993066.6213985104,2008
13119,315004.7733335628,2008
13121,7911225.935581285,2008
13123,182664.99334878795,2008
13125,27581.23089529407,2008
13127,694592.156271765,2008
13129,481255.3098614258,2008
13131,177922.73181642534,2008
13133,207113.895724594,2008
13135,5046193.331875714,2008
13137,254402.38145061236,2008
13139,1083099.516569412,2008
13141,72400.20821386226,2008
13143,224445.23601465023,2008
13145,255444.81879284943,2008
13147,170376.92758635213,2008
13149,74549.31780782888,2008
13151,1533092.8918223968,2008
13153,892354.9645930364,2008
13155,84269.85013122593,2008
13157,547049.7019627633,2008
13159,90950.6662703988,2008
13161,97168.28459370811,2008
13163,153873.98297625134,2008
13165,68141.95699649683,2008
13167,67784.55590836878,2008
13169,182747.00201928624,2008
13171,155050.96696571363,2008
13173,56021.98636808574,2008
13175,467053.0076213715,2008
13177,163684.8986749967,2008
13179,449270.10413865314,2008
13181,64430.86211490028,2008
13183,85364.37594995559,2008
13185,847004.3197963986,2008
13187,148661.50299030074,2008
13189,202107.90067222336,2008
13191,267864.15223345865,2008
13193,99769.06067543948,2008
13195,182032.1251325259,2008
13197,56150.64229335038,2008
13199,190720.68428442325,2008
13201,57613.53244006664,2008
13205,179924.1076482709,2008
13207,513628.7311801918,2008
13209,69215.24093049749,2008
13211,294234.7883913659,2008
13213,182729.24052590155,2008
13215,1087623.5681448127,2008
13217,754068.6019659647,2008
13219,296563.8787322131,2008
13221,91690.89438293228,2008
13223,841370.3697504544,2008
13225,300170.5975452599,2008
13227,191241.67514693804,2008
13229,121072.85701448355,2008
13231,100512.56971908372,2008
13233,233491.90356714005,2008
13235,70154.34133934742,2008
13237,168006.02100668347,2008
13239,33121.57903667219,2008
13241,119804.45382998577,2008
13243,64553.75812126217,2008
13245,1315008.026955825,2008
13247,714711.7600854181,2008
13249,32967.300246727296,2008
13251,123003.05845532355,2008
13253,71663.90184325865,2008
13255,444071.0043842221,2008
13257,158200.23976644233,2008
13259,69650.74242766526,2008
13261,205542.7698467098,2008
13263,77569.9408591445,2008
13265,66757.84313872858,2008
13267,140817.10256794834,2008
13269,84642.35617125749,2008
13271,84849.80841385553,2008
13273,103730.7508106011,2008
13275,331940.1514086591,2008
13277,411245.960298498,2008
13279,191656.32259213732,2008
13281,74991.5072876249,2008
13283,115716.96230309532,2008
13285,552050.6678005371,2008
13287,197823.85089872364,2008
13289,181111.422984882,2008
13291,140606.77393723675,2008
13293,167683.1291203424,2008
13295,359618.0579006842,2008
13297,505531.86436668574,2008
13299,264095.2670082285,2008
13301,137336.46008964488,2008
13303,165718.295099462,2008
13305,217615.67075872733,2008
13307,37701.92725952744,2008
13309,60664.8487177715,2008
13311,125164.06622768634,2008
13313,891726.4986875663,2008
13315,61174.1759442827,2008
13317,88240.85424879237,2008
13319,95320.36179146364,2008
13321,209905.32118887888,2008
21001,93764.23196959237,2008
21003,104052.71344371371,2008
21005,111643.5333115958,2008
21007,55885.7029934144,2008
21009,347783.5143146005,2008
21011,166336.5953735342,2008
21013,162884.4942088548,2008
21015,692210.5459156592,2008
21017,119255.2998347275,2008
21019,361015.1807270343,2008
21021,173671.1030877194,2008
21023,49370.131727553,2008
21025,73580.63354016849,2008
21027,130207.81907040108,2008
21029,536309.793230719,2008
21031,76605.2033257982,2008
21033,94793.40188589988,2008
21035,203322.972128352,2008
21037,613247.8362379129,2008
21039,35153.10448532134,2008
21041,149792.0856525507,2008
21043,436519.86044196406,2008
21045,93773.0580613808,2008
21047,677189.5273369713,2008
21049,364335.2305196838,2008
21051,132810.25947295735,2008
21053,64605.9610349875,2008
21055,38718.00929070658,2008
21057,28541.4060430932,2008
21059,469385.8091792642,2008
21061,73871.7367253206,2008
21063,36433.025552665,2008
21065,48519.58119662105,2008
21067,1618687.1885700196,2008
21069,81444.45367914224,2008
21071,252145.48026646455,2008
21073,400956.4147044209,2008
21075,32341.90944801508,2008
21077,191304.6644218374,2008
21079,88479.99126114316,2008
21081,290773.8521919824,2008
21083,249627.83075758375,2008
21085,151688.20342897976,2008
21087,78376.2214079928,2008
21089,219910.6577868523,2008
21091,44819.75788236897,2008
21093,433267.615716614,2008
21095,118801.6708513394,2008
21097,118006.497643587,2008
21099,234770.4021308883,2008
21101,295004.5854865991,2008
21103,184881.9618010584,2008
21105,33373.86958550898,2008
21107,239795.5552746766,2008
21109,56275.1505990937,2008
21111,4538791.031072094,2008
21113,270130.0698350856,2008
21115,123500.8475214567,2008
21117,1036014.9212794713,2008
21119,115911.4262691591,2008
21121,182549.43694373668,2008
21123,109225.82039410716,2008
21125,567066.795194433,2008
21127,89775.03269654795,2008
21129,31005.272351393494,2008
21131,78389.6300894199,2008
21133,134922.80421474206,2008
21135,93923.3310830914,2008
21137,139840.34677786863,2008
21139,105052.1687630065,2008
21141,175138.8831593369,2008
21143,242021.3091441839,2008
21145,499898.2307598017,2008
21147,120693.048472254,2008
21149,55481.6301578066,2008
21151,712935.8056934758,2008
21153,88501.5495532543,2008
21155,123424.64655715915,2008
21157,292932.5328274126,2008
21159,89651.5726126575,2008
21161,106358.6567947744,2008
21163,153070.7895336499,2008
21165,28147.0448990906,2008
21167,136501.7050925708,2008
21169,69106.3512149173,2008
21171,36202.0658601873,2008
21173,221728.8016705934,2008
21175,78418.04029042572,2008
21177,176867.965526942,2008
21179,272017.8000641691,2008
21181,39385.7025031393,2008
21183,124866.6332508325,2008
21185,324955.2867960547,2008
21187,77309.5347300593,2008
21189,19572.3791593126,2008
21191,101293.9688149085,2008
21193,158461.7115271869,2008
21195,434714.9828527956,2008
21197,72922.82370242097,2008
21199,397595.9756605154,2008
21201,12754.36444507601,2008
21203,295496.50462388474,2008
21205,276835.28336385643,2008
21207,98913.0358911736,2008
21209,506965.4360919106,2008
21211,392220.1649690037,2008
21213,181757.2436647256,2008
21215,73746.0582614936,2008
21217,148214.6802879828,2008
21219,82724.1291506077,2008
21221,172988.43484320017,2008
21223,42553.61941933344,2008
21225,70876.601750186,2008
21227,460124.7981098458,2008
21229,77646.7083252884,2008
21231,95173.5303501471,2008
21233,75501.45025437498,2008
21235,482218.1185547906,2008
21237,47900.9928735375,2008
21239,216423.8030532963,2008
28001,218210.94371184456,2008
28003,286429.650349625,2008
28005,128847.3580499248,2008
28007,170904.8518844027,2008
28009,120786.38177732933,2008
28011,256081.8241538877,2008
28013,112606.26126238969,2008
28015,190230.8964837062,2008
28017,157916.1038335461,2008
28019,88166.51088866233,2008
28021,78272.42831695062,2008
28023,162362.5959289597,2008
28025,141760.22239612887,2008
28027,217141.64714589345,2008
28029,343107.8199892507,2008
28031,259676.1506916961,2008
28033,961127.0877623394,2008
28035,603286.0398330255,2008
28037,104333.07220473756,2008
28039,140186.18555254917,2008
28041,107812.09906617436,2008
28043,232236.79479923475,2008
28045,467541.87609975913,2008
28047,1433435.93581006,2008
28049,2050751.3897019927,2008
28051,254713.9058956343,2008
28053,84587.7750899689,2008
28055,23673.28382285464,2008
28057,212942.7484528795,2008
28059,1159400.2555312158,2008
28061,205347.7980740498,2008
28063,81138.36334160378,2008
28065,106717.61650727109,2008
28067,598023.7774887832,2008
28069,114670.51754777267,2008
28071,273532.85790547973,2008
28073,350152.17293771286,2008
28075,820489.6207039668,2008
28077,90814.29988546438,2008
28079,185134.6182507615,2008
28081,718298.6434688638,2008
28083,241819.12124366756,2008
28085,375889.1483436769,2008
28087,425461.5466549991,2008
28089,633906.4827958326,2008
28091,197976.1485795345,2008
28093,407554.70001220977,2008
28095,327962.2206467985,2008
28097,174341.61266932788,2008
28099,243661.8715331427,2008
28101,314467.63335127843,2008
28103,117412.14191584285,2008
28105,254925.1462169231,2008
28107,409509.3531522131,2008
28109,430817.9209643704,2008
28111,143416.9243715014,2008
28113,356453.3011639584,2008
28115,214147.3518561581,2008
28117,202303.35328088896,2008
28119,80353.18059307702,2008
28121,1115310.005512583,2008
28123,340244.20849342574,2008
28125,59065.41178433693,2008
28127,273678.64131125784,2008
28129,128055.59964045,2008
