State_Cd,COUNTY_CD,Year,VMT_Total
1,105,2012,33352884.6
1,105,2013,33258675.9
1,105,2014,32229832.15
1,105,2015,32141604.35
1,107,2011,73269373.65
1,107,2012,72582001.68
1,107,2013,74983037.7
1,107,2014,78719152.15
1,107,2015,80199435.2
1,109,2011,201940845.4
1,109,2012,199120115.0
1,109,2013,200047359.3
1,109,2014,200741050.2
1,109,2015,205101019.0
1,111,2011,56676816.75
1,111,2012,60282297.18
1,111,2013,64384240.7
1,111,2014,66786506.45
1,111,2015,66374768.2
1,113,2011,309148214.7
1,113,2012,296272630.0
1,113,2013,290533839.2
1,113,2014,289710095.9
1,113,2015,297539291.1
1,115,2011,626936501.3
1,115,2012,617794124.9799999
1,115,2013,626261174.6
1,115,2014,639856468.3
1,115,2015,648804103.9
1,117,2011,970636773.0
1,117,2012,1134856492.8000002
1,117,2013,505992758.5
1,117,2014,1075595585.3
1,117,2015,1101504219.8
1,119,2011,232923227.95
1,119,2012,230544402.8
1,119,2013,228513772.5
1,119,2014,234214685.6
1,119,2015,245135992.9
1,121,2011,566347935.8
1,121,2012,499387221.4
1,121,2013,308102898.5
1,121,2014,579950117.0
1,121,2015,586760856.4
1,123,2011,141500750.9
1,123,2012,142898467.0
1,123,2013,143874893.4
1,123,2014,159184876.8
1,123,2015,164017524.2
1,125,2011,1371771440.8
1,125,2012,1419359203.3000002
1,125,2013,1428559543.5
1,125,2014,1453403504.7
1,125,2015,1441240343.3000002
1,127,2011,133604129.2
1,127,2012,331929780.98
1,127,2013,349510973.2
1,127,2014,356910410.2
1,127,2015,370282593.90000004
1,129,2011,121597399.4
1,129,2012,125155533.7
1,129,2013,121106149.6
1,129,2014,129617748.8
1,129,2015,127044703.2
1,131,2011,26650099.05
1,131,2012,26869373.94
1,131,2013,26458408.35
1,131,2014,25040408.9
1,131,2015,26047057.0
1,133,2011,65192960.25
1,133,2012,64422386.7
1,133,2013,57202978.85
1,133,2014,59792763.35
1,133,2015,59915293.85
2,1,2011,54397339.56
2,1,2012,83401931.21
2,1,2013,85534340.17
2,4,2011,1200458674.4
2,4,2012,1302395306.3000002
2,4,2013,1322726002.5
2,6,2011,309912784.9
2,6,2012,355384104.5
2,6,2013,371529709.79999995
2,8,2011,482747459.70000005
2,8,2012,462744715.21000004
2,8,2013,481012410.0
2,9,2011,293933581.3
2,9,2012,326117451.4
2,9,2013,323898900.5
2,10,2011,8321090.42
2,10,2012,8130154.91
2,10,2013,6606122.96
2,11,2011,5936357.81
2,11,2012,8564171.62
2,11,2013,8160467.43
2,14,2011,47282349.3
2,14,2012,55456545.82
2,14,2013,55091947.33
2,17,2011,2824483.52
2,17,2013,3001361.79
2,18,2012,3033618.82
2,20,2014,1277059765.1
2,20,2015,1301402685.7
2,68,2014,44626658.57
2,68,2015,45270900.36
2,90,2014,319689420.9
2,90,2015,318729278.9
2,99,2011,151018560.18
2,99,2012,177713310.07999998
2,99,2013,173527893.03
2,100,2014,6575330.1
2,100,2015,5449516.43
2,105,2014,386078.02
2,105,2015,313726.99
2,110,2014,90530830.65
2,110,2015,91309999.43
2,122,2014,375045608.79999995
2,122,2015,381581962.5
2,170,2014,475154321.97
2,170,2015,487884866.06
2,185,2014,11655304.1
2,185,2015,11655304.1
2,230,2014,2932631.19
2,230,2015,2893494.07
2,240,2014,50514548.76
2,240,2015,51800562.02
2,261,2014,69908869.76
2,261,2015,71141554.32
2,290,2014,48469287.33
2,290,2015,47717837.010000005
4,1,2011,394497306.76
4,1,2012,373651507.41999996
4,1,2013,385364251.19000006
4,1,2014,411538421.3
4,1,2015,424427720.67
4,3,2011,838921900.6
4,3,2012,870359041.9000001
4,3,2013,776381110.3
4,3,2014,737437953.6
4,3,2015,791373951.7
4,5,2011,1387293880.5
4,5,2012,1416613027.0
4,5,2013,1378949055.2
4,5,2014,1404599343.6999998
4,5,2015,1480718003.3
4,7,2011,267273622.1
4,7,2012,257825757.4
4,7,2013,285810269.0
4,7,2014,320060873.3
4,7,2015,300814748.9
4,9,2011,36066538.05
4,9,2012,35555571.05
4,9,2013,35108328.0
4,12,2011,648307330.8
4,12,2012,649990277.1999999
4,12,2013,654667608.3000001
4,12,2014,592302475.8
4,12,2015,619423387.98
4,13,2011,13850183350.0
4,13,2012,14216606603.0
4,13,2013,14388684251.0
4,13,2014,9609583146.0
4,13,2015,10379162015.0
4,15,2011,1700170218.2
4,15,2012,1720244497.5
4,15,2013,1575775750.8000002
4,15,2014,1697583988.5
4,15,2015,1849353833.3
4,17,2011,719007647.5999999
4,17,2012,716968406.0
4,17,2013,749832842.2
4,17,2014,744271400.4
4,17,2015,792997778.8
4,19,2011,4636430985.0
4,19,2012,4711286238.0
4,19,2013,4723997935.0
4,19,2014,3415386452.0
4,19,2015,4288458994.0
4,21,2011,1550779244.5
4,21,2012,1539829012.2
4,21,2013,1525235672.8
4,21,2014,1485757210.5
4,21,2015,1533887979.2
4,23,2011,268579495.81
4,23,2012,275806171.27
4,23,2013,258745393.82000002
4,23,2014,255964170.48
4,23,2015,263472089.14000002
4,25,2011,1541461421.3000002
4,25,2012,1541493321.6
4,25,2013,1552615255.5
4,25,2014,1557745517.0
4,25,2015,1662314090.0
4,27,2011,748984320.5
4,27,2012,780813966.8
4,27,2013,766463656.6
4,27,2014,774392340.7
4,27,2015,799462941.6
5,1,2011,101018604.5
5,1,2012,107007778.7
5,1,2013,92422266.85
5,1,2014,95486565.95
5,1,2015,94759263.3
5,3,2011,101054936.6
5,3,2012,101221446.8
5,3,2013,78891939.5
5,3,2014,80851562.45
5,3,2015,80873305.5
5,5,2011,119725380.1
5,5,2012,123038121.2
5,5,2013,119774739.1
5,5,2014,123766218.5
5,5,2015,127758913.3
5,7,2011,794888510.1
5,7,2012,836720249.4
5,7,2013,828525369.8
5,7,2014,907997411.1
5,7,2015,915466143.3
5,9,2011,184375972.3
5,9,2012,193065157.4
5,9,2013,188226423.0
5,9,2014,189014837.6
5,9,2015,198849565.5
5,11,2011,11201010.5
5,11,2012,10959760.2
5,13,2011,50737518.5
5,13,2012,51757505.7
5,13,2013,51980380.0
5,13,2014,53733475.0
5,13,2015,55138725.0
5,15,2011,27402375.0
5,15,2012,25645620.0
5,15,2013,28494090.0
5,15,2014,29848605.0
5,15,2015,30867685.0
5,17,2011,107345094.8
5,17,2012,113348139.4
5,17,2013,99787174.8
5,17,2014,110597511.2
5,17,2015,108698423.5
5,19,2011,295616011.20000005
5,19,2012,282147511.42
5,19,2013,286261480.95
5,19,2014,306009674.55
5,19,2015,300776322.8
5,21,2011,40472747.6
5,21,2012,43749678.24
5,21,2013,43279331.15
5,21,2014,43731661.05
5,21,2015,45481328.7
5,25,2011,30612615.7
5,25,2012,32198850.0
5,25,2013,33441460.6
5,25,2014,31396978.8
5,25,2015,32623802.2
5,27,2011,97466880.75
5,27,2012,94544644.2
5,27,2013,61716433.8
5,27,2014,61369377.2
5,27,2015,62368615.8
5,29,2011,268004655.45
5,29,2012,265295308.57999998
5,29,2013,250312185.65
5,29,2014,257393375.45
5,29,2015,237901882.7
5,31,2011,314599172.1
5,31,2012,331280888.6
5,31,2013,378247269.9
5,31,2014,370779917.4
5,31,2015,395492348.2
5,33,2011,492296407.25
5,33,2012,489464789.38
5,33,2013,483886737.84999996
5,33,2014,498464615.25
5,33,2015,492969237.3
5,35,2011,597515760.25
5,35,2012,617965317.76
5,35,2013,638316752.3000001
5,35,2014,622278958.9
5,35,2015,608134500.85
5,37,2011,55886307.05
5,37,2012,55331327.34
5,37,2013,54454689.45
5,37,2014,55158497.05
5,37,2015,56043695.05
5,39,2011,38922253.15
5,39,2012,37100329.32
5,39,2013,37390683.95
5,39,2014,38053567.75
5,39,2015,34054886.9
5,41,2011,83915857.9
5,41,2012,87039854.46
5,41,2013,83684922.4
5,41,2014,87809101.2
5,41,2015,84245018.55
5,43,2011,80843875.55
5,43,2012,79639740.72
5,43,2013,86753013.85
5,43,2014,87986264.9
5,43,2015,88623562.2
5,45,2011,686246935.4
5,45,2012,696176172.5999999
5,45,2013,679797191.9
5,45,2014,659822537.7
5,45,2015,672785140.5
5,47,2011,177495711.3
5,47,2012,161464446.5
5,47,2013,161818924.8
5,47,2014,170192561.4
5,47,2015,158628857.7
5,49,2011,78493257.3
5,49,2012,80034812.1
5,49,2013,75168884.75
5,49,2014,77982155.1
5,49,2015,79583183.8
5,51,2011,380537863.9
5,51,2012,376219419.1
5,51,2013,389885181.7
5,51,2014,373816002.0
5,51,2015,400083577.4
5,53,2011,137333972.9
5,53,2012,133110228.94
5,53,2013,133003985.2
5,53,2014,126424933.2
5,53,2015,138003769.8
5,55,2011,155464008.4
5,55,2012,161836844.2
5,55,2013,157416236.4
5,55,2014,163403864.3
5,55,2015,166283524.5
5,57,2011,246328411.4
5,57,2012,230554314.07999998
5,57,2013,237821538.9
5,57,2014,239383381.2
5,57,2015,202406877.4
5,59,2011,359987765.25
5,59,2012,343865388.74
5,59,2013,346911125.6
5,59,2014,355194227.55
5,59,2015,352039324.54999995
5,63,2011,147099529.7
5,63,2012,147073769.4
5,63,2013,132462007.7
5,63,2014,142282902.1
5,63,2015,141162297.3
5,67,2011,29079185.0
5,67,2012,29998315.26
5,67,2013,20361700.2
5,67,2014,20157125.0
5,67,2015,19213278.8
5,69,2011,444223914.3
5,69,2012,451693106.2
5,69,2013,435914656.5
5,69,2014,425413515.2
5,69,2015,443581386.6
5,71,2011,270699910.35
5,71,2012,252269687.04
5,71,2013,243975256.4
5,71,2014,259440773.65
5,71,2015,241164223.5
5,73,2011,29608946.0
5,73,2012,27455856.0
5,73,2013,27330835.0
5,73,2014,25678991.0
5,73,2015,28346516.85
5,75,2011,125670908.9
5,75,2012,131638886.9
5,75,2013,130609826.1
5,75,2014,130557236.9
5,75,2015,138460906.8
5,77,2011,48694343.4
5,77,2012,48432311.52
5,77,2013,46985836.8
5,77,2014,60518664.4
5,77,2015,45730178.4
5,79,2011,69358205.2
5,79,2012,70913338.14
5,79,2013,82892751.95
5,79,2014,63322568.85
5,79,2015,66408271.55
5,81,2011,69488316.75
5,81,2012,69193489.5
5,81,2013,67239215.95
5,81,2014,66710312.7
5,81,2015,71497462.9
5,83,2011,2084880.0
5,83,2012,2090592.0
5,83,2013,1880480.0
5,83,2014,1798720.0
5,83,2015,1921360.0
5,85,2011,365396981.3
5,85,2012,409387129.6
5,85,2013,430254305.8
5,85,2014,413811245.6
5,85,2015,433732631.7
5,87,2011,59288351.6
5,87,2012,57719254.08
5,87,2013,56270925.8
5,87,2014,64061150.0
5,87,2015,66178515.0
5,89,2011,53136919.0
5,89,2012,52922297.04
5,89,2013,52818065.95
5,89,2014,52598343.25
5,89,2015,54938069.9
5,91,2011,319605727.5
5,91,2012,304596019.0
5,91,2013,286513068.2
5,91,2014,365616090.85
5,91,2015,387357293.9
5,93,2011,369353037.45
5,93,2012,380692257.52
5,93,2013,365830831.25
5,93,2014,385994519.0
5,93,2015,472241843.6
5,95,2011,188004597.85
5,95,2012,183131877.12
5,95,2013,180032640.15
5,95,2014,177134463.5
5,95,2015,183109148.5
5,97,2011,34781974.2
5,97,2012,35171260.44
5,97,2013,33306848.6
5,97,2014,34200171.5
5,97,2015,33320463.1
5,99,2011,106277050.0
5,99,2012,114697080.0
5,99,2013,126633100.0
5,99,2014,118236494.0
5,99,2015,123315104.0
5,101,2011,8336235.0
5,101,2012,8280384.0
5,101,2013,7829250.0
5,101,2014,8166510.0
5,101,2015,7869246.7
5,103,2011,103897115.0
5,103,2012,104181530.3
5,103,2013,95215016.9
5,103,2014,97201412.6
5,103,2015,98028663.2
5,105,2011,7217802.0
5,105,2012,7294994.88
5,105,2013,7732079.7
5,105,2014,6438337.2
5,105,2015,9706196.8
5,107,2011,78505400.85
5,107,2012,79604041.08
5,107,2013,68794188.95
5,107,2014,83525264.1
5,107,2015,67522112.85
5,111,2011,31940420.0
5,111,2012,33686274.0
5,111,2013,31755365.0
5,111,2014,34849105.0
5,111,2015,36347795.0
5,113,2011,97949220.95
5,113,2012,95211693.84
5,113,2013,85113203.9
5,113,2014,84467237.85
5,113,2015,85467604.3
5,115,2011,339887116.75
5,115,2012,337206260.28
5,115,2013,339467647.75
5,115,2014,347409544.09999996
5,115,2015,341763245.9
5,117,2011,199200940.0
5,117,2012,208663305.12
5,117,2013,218312982.4
5,117,2014,230438428.4
5,117,2015,234334515.1
5,119,2011,2786390250.0
5,119,2012,2850690412.8
5,119,2013,2843032990.7
5,119,2014,2680855197.3
5,119,2015,2732916519.6
5,121,2011,51651040.5
5,121,2012,53597347.44
5,121,2013,53134604.9
5,121,2014,56444888.45
5,121,2015,56715681.95
5,123,2011,525978680.2
5,123,2012,528649755.84000003
5,123,2013,539226753.05
5,123,2014,553229094.8
5,123,2015,566409923.7
5,125,2011,564511660.9
5,125,2012,584718587.84
5,125,2013,595674411.85
5,125,2014,531118310.95
5,125,2015,563999211.85
5,127,2011,74288074.05
5,127,2012,71134420.44
5,127,2013,70478879.3
5,127,2014,65316399.6
5,127,2015,66855465.9
5,129,2011,70096311.85
5,129,2012,71763054.72
5,129,2013,67140658.65
5,129,2014,69121900.55
5,129,2015,69907771.1
5,131,2011,557198652.3
5,131,2012,558524516.8
5,131,2013,548887160.7
5,131,2014,550194156.3
5,131,2015,530000878.0
5,133,2011,86552508.4
5,133,2012,84358578.72
5,133,2013,82423913.1
5,133,2014,83703833.05
5,133,2015,86019042.65
5,135,2011,97793734.6
5,135,2012,96347000.22
5,135,2013,95162402.15
5,135,2014,93145580.05
5,135,2015,95312369.7
5,139,2011,194684846.1
5,139,2012,180078357.4
5,139,2013,178493008.1
5,139,2014,176289612.6
5,139,2015,189853976.2
5,141,2011,109996108.0
5,141,2012,111605331.6
5,141,2013,105436812.7
5,141,2014,111018046.0
5,141,2015,109161520.9
5,143,2011,963054087.8
5,143,2012,1011964303.1
5,143,2013,1026655016.6
5,143,2014,883957978.2
5,143,2015,937557060.2
5,145,2011,105007839.2
5,145,2012,109223264.5
5,145,2013,103800667.4
5,145,2014,102155645.2
5,145,2015,106006344.1
5,149,2011,37729546.3
5,149,2012,38655470.64
5,149,2013,38590055.7
5,149,2014,38512551.6
5,149,2015,39599309.9
6,1,2011,8601499626.0
6,1,2012,10116027461.0
6,1,2013,9874769710.0
6,1,2014,9620856558.0
6,1,2015,9575961095.0
6,3,2011,28441986.25
6,3,2012,28550598.6
6,3,2013,28484727.75
6,3,2014,26146702.0
6,3,2015,29884822.13
6,5,2011,162455660.0
6,5,2012,161570773.2
6,5,2013,157256691.3
6,5,2014,202025191.4
6,5,2015,210470753.0
6,7,2011,595111304.5
6,7,2012,587066351.2
6,7,2013,608100779.9
6,7,2014,632252075.1
6,7,2015,753114344.8
6,9,2014,71402668.75
6,9,2015,109092413.6
6,11,2011,421310922.5
6,11,2012,421584273.6
6,11,2013,421723883.55
6,11,2014,416493908.05
6,11,2015,445046325.0
6,13,2011,4288708383.0
6,13,2012,4010263255.0
6,13,2013,4118567954.0
6,13,2014,4351132358.0
6,13,2015,4274025168.0
6,15,2011,138827567.5
6,15,2012,146000511.0
6,15,2013,150263565.0
6,15,2014,148014177.3
6,15,2015,154119797.3
6,17,2011,471848983.1
6,17,2012,479069964.8
6,17,2013,484463543.7
6,17,2014,467419450.0
6,17,2015,371782052.2
6,19,2011,1999770778.5
6,19,2012,2508103511.0
6,19,2013,2529855377.0
6,19,2014,2353746564.5
6,19,2015,2001954349.5
6,21,2011,298789806.65
6,21,2012,296527329.36
6,21,2013,296278150.45
6,21,2014,306211918.91
6,21,2015,327680946.21
6,23,2011,389653603.8
6,23,2012,397506980.1
6,23,2013,390249347.7
6,23,2014,403929623.2
6,23,2015,698657282.8
6,25,2011,942780049.6
6,25,2012,975913826.5
6,25,2013,971992598.4000001
6,25,2014,1185058513.7
6,25,2015,1192834042.6
6,27,2011,317854118.0
6,27,2012,311456032.0
6,27,2013,314801254.4
6,27,2014,322576300.4
6,27,2015,314600230.2
6,29,2011,4104658859.0
6,29,2012,4079162162.0
6,29,2013,4232510746.0
6,29,2014,4274455584.0
6,29,2015,2850416441.0
6,31,2011,676020978.6
6,31,2012,645082948.8
6,31,2013,665696473.9
6,31,2014,669730203.2
6,31,2015,559876320.7
6,33,2011,201617605.0
6,33,2012,205734693.9
6,33,2013,205230411.5
6,33,2014,208216969.3
6,33,2015,213506111.3
6,35,2011,213756574.3
6,35,2012,210540323.3
6,35,2013,207957275.4
6,35,2014,199812346.0
6,35,2015,214493091.3
6,37,2011,42454313051.0
6,37,2012,43254094379.0
6,37,2013,43296570260.0
6,37,2014,43099267509.0
6,37,2015,41987141295.0
6,39,2011,714152561.4
6,39,2012,710713593.7
6,39,2013,732985937.3
6,39,2014,710597420.5
6,39,2015,346472446.7
6,41,2011,551256503.4
6,41,2012,506576758.5
6,41,2013,510002985.7
6,41,2014,534516468.2
6,41,2015,341818686.8
6,43,2011,60903808.75
6,43,2012,61189847.25
6,43,2013,62324452.63
6,43,2014,72803985.88
6,43,2015,71044463.23
6,45,2011,387616403.8
6,45,2012,396444465.6
6,45,2013,400598614.3
6,45,2014,406716050.8
6,45,2015,484120451.0
6,47,2011,1321290601.3
6,47,2012,1361159043.5
6,47,2013,1374800086.7
6,47,2014,1395056242.8
6,47,2015,1013640250.3
6,49,2011,57767436.75
6,49,2012,57705858.48
6,49,2013,57459013.58
6,49,2014,52247839.23
6,49,2015,52849403.03
6,51,2011,215534018.4
6,51,2012,211941217.6
6,51,2013,211123433.2
6,51,2014,217028996.4
6,51,2015,213321864.7
6,53,2011,1639779400.0
6,53,2012,1630543957.0
6,53,2013,1625107215.0
6,53,2014,1565643117.0
6,53,2015,613688907.6
6,55,2011,273332932.8
6,55,2012,284974753.5
6,55,2013,293002881.3
6,55,2014,310024271.2
6,55,2015,345909275.8
6,57,2011,416060671.3
6,57,2012,515450939.4
6,57,2013,523534446.8
6,57,2014,508079285.0
6,57,2015,587907051.3
6,59,2011,14075369284.0
6,59,2012,14318832260.0
6,59,2013,14490123935.0
6,59,2014,14340083252.0
6,59,2015,13760030357.0
6,61,2011,1675740469.7
6,61,2012,1746709731.8
6,61,2013,1786540149.0
6,61,2014,1677051456.8
6,61,2015,1777487681.1
6,65,2011,9113664002.0
6,65,2012,9447312242.0
6,65,2013,9386426214.0
6,65,2014,9220722612.0
6,65,2015,9387795225.0
6,67,2011,4915564544.0
6,67,2012,6021098903.0
6,67,2013,6256205300.0
6,67,2014,5065463667.0
6,67,2015,4603299291.0
6,69,2011,267734989.8
6,69,2012,339483193.9
6,69,2013,343174646.2
6,69,2014,319282461.9
6,69,2015,203989498.7
6,71,2011,11723448903.0
6,71,2012,12600273620.0
6,71,2013,12832901937.0
6,71,2014,12335933591.0
6,71,2015,11408320944.0
6,73,2011,14030183160.0
6,73,2012,14156146044.0
6,73,2013,14334308144.0
6,73,2014,14422576788.0
6,73,2015,14279604728.0
6,75,2011,1390818659.0
6,75,2012,1702972504.0
6,75,2013,1766789412.0
6,75,2014,1684346987.0
6,75,2015,1517220726.2
6,77,2011,3553146031.0
6,77,2012,3711517541.0
6,77,2013,3716316667.0
6,77,2014,3545090853.0
6,77,2015,3200202867.0
6,79,2011,913658400.5
6,79,2012,940216427.2
6,79,2013,968831712.2
6,79,2014,1022289190.0
6,79,2015,425685946.1
6,81,2011,2090144771.0
6,81,2012,2105222035.7
6,81,2013,2097858086.0
6,81,2014,2074153940.8
6,81,2015,2052878250.5
6,83,2011,966879342.5
6,83,2012,993829435.4
6,83,2013,1018532865.0
6,83,2014,1008464236.0
6,83,2015,476765124.7
6,85,2011,6534822625.0
6,85,2012,6524858787.0
6,85,2013,6598060552.0
6,85,2014,6107993650.0
6,85,2015,6177575615.0
6,87,2011,359748821.7
6,87,2012,423148004.9
6,87,2013,425909079.4
6,87,2014,424120639.6
6,87,2015,195111280.7
6,89,2011,795526577.6
6,89,2012,816723316.8
6,89,2013,818371315.0999999
6,89,2014,846128146.0
6,89,2015,871011927.9
6,91,2011,24926580.0
6,91,2012,24586818.6
6,91,2013,24519641.5
6,91,2014,29223470.23
6,91,2015,33316839.380000003
6,93,2011,457698867.5
6,93,2012,511138306.5
6,93,2013,510619770.4
6,93,2014,497347202.4
6,93,2015,494011586.0
6,95,2011,3303417016.7
6,95,2012,3292516438.1
6,95,2013,3310824024.1
6,95,2014,3543361590.7
6,95,2015,3561609924.8
6,97,2011,665867492.5
6,97,2012,657977205.3
6,97,2013,654109611.4
6,97,2014,671909999.6
6,97,2015,439091425.6
6,99,2011,1197592407.9
6,99,2012,1195035299.1
6,99,2013,1202621789.6
6,99,2014,1192166490.9
6,99,2015,1136785313.2
6,101,2011,331289512.5
6,101,2012,333106701.6
6,101,2013,327668657.8
6,101,2014,346018062.6
6,101,2015,305230576.2
6,103,2011,511673844.75
6,103,2012,518804744.53000003
6,103,2013,517255082.38
6,103,2014,548783034.11
6,103,2015,574627274.5
6,105,2011,95340463.75
6,105,2012,72300225.6
6,105,2013,71758397.75
6,105,2014,72260519.13
6,105,2015,85814657.25
6,107,2011,1118711101.0
6,107,2012,1155953288.0
6,107,2013,1186012500.0
6,107,2014,1146603427.0
6,107,2015,545721533.5
6,109,2011,113535805.0
6,109,2012,113272333.5
6,109,2013,112847068.3
6,109,2014,188711539.0
6,109,2015,222083291.9
6,111,2011,1818595531.0
6,111,2012,2003321110.0
