State_Cd,COUNTY_CD,fsystem_cd,VMT,VMT_Total,Year
13,245,4,913845.7,334467526.2,2012
13,245,5,285487.8,104488534.8,2012
13,247,1,779268.3,285212197.8,2012
13,247,3,293772.2,107520625.2,2012
13,247,4,742594,271789404,2012
13,247,5,205316.8,75145948.8,2012
13,249,3,37008.4,13545074.4,2012
13,249,4,23343.9,8543867.4,2012
13,249,5,40647.2,14876875.2,2012
13,251,3,103610.9,37921589.4,2012
13,251,4,124634.7,45616300.2,2012
13,251,5,85505.4,31294976.4,2012
13,253,3,85622.5,31337835,2012
13,253,4,31440.1,11507076.6,2012
13,253,5,62224.4,22774130.4,2012
13,255,1,141314.6,51721143.6,2012
13,255,2,68141.2,24939679.2,2012
13,255,3,368105.9,134726759.4,2012
13,255,4,401033.6,146778297.6,2012
13,255,5,241187.7,88274698.2,2012
13,257,3,264816.7,96922912.2,2012
13,257,4,90845.2,33249343.2,2012
13,257,5,100287.7,36705298.2,2012
13,259,3,128026.8,46857808.8,2012
13,259,4,22491,8231706,2012
13,259,5,20862.4,7635638.4,2012
13,261,3,278973.9,102104447.4,2012
13,261,4,184325.7,67463206.2,2012
13,261,5,109402.9,40041461.4,2012
13,263,3,88080.7,32237536.2,2012
13,263,4,89108.1,32613564.6,2012
13,263,5,39014.5,14279307,2012
13,265,1,240048.7,87857824.2,2012
13,265,4,9118.2,3337261.2,2012
13,265,5,23178.7,8483404.2,2012
13,267,3,50440.9,18461369.4,2012
13,267,4,248259.2,90862867.2,2012
13,267,5,69616.7,25479712.2,2012
13,269,3,166807.3,61051471.8,2012
13,269,4,28149.9,10302863.4,2012
13,269,5,35862.4,13125638.4,2012
13,271,3,156805,57390630,2012
13,271,5,51058.7,18687484.2,2012
13,273,3,246278.4,90137894.4,2012
13,273,4,23926.3,8757025.8,2012
13,273,5,43864.4,16054370.4,2012
13,275,3,657092,240495672,2012
13,275,4,195979.7,71728570.2,2012
13,275,5,163190.6,59727759.6,2012
13,277,1,747304,273513264,2012
13,277,3,355102.6,129967551.6,2012
13,277,4,231241,84634206,2012
13,277,5,150840.6,55207659.6,2012
13,279,3,251906,92197596,2012
13,279,4,162326.6,59411535.6,2012
13,279,5,147551.3,54003775.8,2012
13,281,3,166889.3,61081483.8,2012
13,281,4,22719.6,8315373.6,2012
13,281,5,41223.8,15087910.8,2012
13,283,1,307309.1,112475130.6,2012
13,283,4,53185.7,19465966.2,2012
13,283,5,62992.4,23055218.4,2012
13,285,1,1216895.7,445383826.2,2012
13,285,3,236544,86575104,2012
13,285,4,601840.5,220273623,2012
13,285,5,230117.3,84222931.8,2012
13,287,1,588086.5,215239659,2012
13,287,4,76741.8,28087498.8,2012
13,287,5,62116.5,22734639,2012
13,289,1,461494.3,168906913.8,2012
13,289,3,27420.2,10035793.2,2012
13,289,4,178620.5,65375103,2012
13,289,5,62559,22896594,2012
13,291,3,308459.5,112896177,2012
13,291,5,122588.8,44867500.8,2012
13,293,3,195557.1,71573898.6,2012
13,293,4,140956.7,51590152.2,2012
13,293,5,69706.4,25512542.4,2012
13,295,3,432033.9,158124407.4,2012
13,295,4,284750.9,104218829.4,2012
13,295,5,220439.4,80680820.4,2012
13,297,1,43887.6,16062861.6,2012
13,297,2,56354.6,20625783.6,2012
13,297,3,104201.9,38137895.4,2012
13,297,4,974592.7,356700928.2,2012
13,297,5,259735.5,95063193,2012
13,299,3,610605.9,223481759.4,2012
13,299,4,127010.2,46485733.2,2012
13,299,5,115539,42287274,2012
13,301,1,306203.4,112070444.4,2012
13,301,3,14043,5139738,2012
13,301,4,73257.9,26812391.4,2012
13,301,5,44525,16296150,2012
13,303,3,74161.9,27143255.4,2012
13,303,4,207003.3,75763207.8,2012
13,303,5,138435.4,50667356.4,2012
13,305,3,405546.5,148430019,2012
13,305,4,147463.4,53971604.4,2012
13,305,5,52724,19296984,2012
13,307,3,64058.1,23445264.6,2012
13,307,5,26685.4,9766856.4,2012
13,309,3,70472.7,25793008.2,2012
13,309,5,75958.8,27800920.8,2012
13,311,3,129639.5,47448057,2012
13,311,4,245326.2,89789389.2,2012
13,311,5,101513.6,37153977.6,2012
13,313,1,1237898.4,453070814.4,2012
13,313,3,526437.8,192676234.8,2012
13,313,4,596768.8,218417380.8,2012
13,313,5,304793.5,111554421,2012
13,315,3,56017.1,20502258.6,2012
13,315,4,38128.2,13954921.2,2012
13,315,5,38373.7,14044774.2,2012
13,317,3,129971.3,47569495.8,2012
13,317,4,63048.8,23075860.8,2012
13,317,5,46831.2,17140219.2,2012
13,319,3,151036.9,55279505.4,2012
13,319,4,71979.3,26344423.8,2012
13,319,5,73926.9,27057245.4,2012
13,321,3,363758.3,133135537.8,2012
13,321,4,165896.9,60718265.4,2012
13,321,5,81260.8,29741452.8,2012
15,1,3,1506948.95,551543315.7,2012
15,1,4,1119899.83,409883337.8,2012
15,1,5,853487.253,312376334.6,2012
15,3,1,5055640.22,1850364321,2012
15,3,2,1385001.3,506910475.8,2012
15,3,3,3161051.547,1156944866,2012
15,3,4,1526173.892,558579644.5,2012
15,3,5,1309349.493,479221914.4,2012
15,7,3,455401.92,166677102.7,2012
15,7,4,580433.74,212438748.8,2012
15,7,5,320497.352,117302030.8,2012
15,9,3,1267620.95,463949267.7,2012
15,9,4,506685.7,185446966.2,2012
15,9,5,820089.729,300152840.8,2012
16,1,1,1892451.5,692637249,2012
16,1,3,2834589.95,1037459922,2012
16,1,4,1843128.5,674585031,2012
16,1,5,571776.333,209270137.9,2012
16,3,3,125480.7,45925936.2,2012
16,3,5,15133.402,5538825.13,2012
16,5,1,846897.2,309964375.2,2012
16,5,3,440542.592,161238588.7,2012
16,5,4,265976.543,97347414.74,2012
16,5,5,157360.201,57593833.57,2012
16,7,3,159160.98,58252918.68,2012
16,7,4,518,189588,2012
16,7,5,16517.612,6045445.99,2012
16,9,3,79889.8,29239666.8,2012
16,9,4,111712.7,40886848.2,2012
16,9,5,40595.03,14857780.98,2012
16,11,1,653554,239200764,2012
16,11,3,175270.8,64149112.8,2012
16,11,4,121896.443,44614098.14,2012
16,11,5,219254.06,80246985.96,2012
16,13,3,188940.83,69152343.78,2012
16,13,4,231375.839,84683557.07,2012
16,13,5,100234.406,36685792.6,2012
16,15,3,132192.2,48382345.2,2012
16,15,4,100682.91,36849945.06,2012
16,15,5,42575.824,15582751.58,2012
16,17,3,602374.7,220469140.2,2012
16,17,4,206996.392,75760679.47,2012
16,17,5,179780.882,65799802.81,2012
16,19,1,195276,71471016,2012
16,19,3,924763.502,338463441.7,2012
16,19,4,396246.204,145026110.7,2012
16,19,5,385312.201,141024265.6,2012
16,21,3,217563,79628058,2012
16,21,4,9906.43,3625753.38,2012
16,21,5,34390.44,12586901.04,2012
16,23,3,111577.6,40837401.6,2012
16,23,4,21434.85,7845155.1,2012
16,23,5,9276.73,3395283.18,2012
16,25,3,43027.8,15748174.8,2012
16,25,5,10590.66,3876181.56,2012
16,27,1,938808,343603728,2012
16,27,3,1352231.176,494916610.4,2012
16,27,4,446602.1,163456368.6,2012
16,27,5,782597.736,286430771.4,2012
16,29,3,104047.716,38081464.06,2012
16,29,4,25865.58,9466802.28,2012
16,29,5,46749.31,17110247.46,2012
16,31,1,474667.6,173728341.6,2012
16,31,3,79624.3,29142493.8,2012
16,31,4,42989.5,15734157,2012
16,31,5,196377.024,71873990.78,2012
16,33,1,112239.2,41079547.2,2012
16,33,4,11574.98,4236442.68,2012
16,33,5,23926.8,8757208.8,2012
16,35,3,51821.4,18966632.4,2012
16,35,5,100065.08,36623819.28,2012
16,37,3,68977.03,25245592.98,2012
16,37,4,69392.25,25397563.5,2012
16,37,5,18377.89,6726307.74,2012
16,39,1,999720,365897520,2012
16,39,3,129942.8,47559064.8,2012
16,39,4,115374.27,42226982.82,2012
16,39,5,209090.594,76527157.4,2012
16,41,4,114945.32,42069987.12,2012
16,41,5,72338.25,26475799.5,2012
16,43,3,276465.3,101186299.8,2012
16,43,4,24400,8930400,2012
16,43,5,100776.412,36884166.79,2012
16,45,3,71785.6,26273529.6,2012
16,45,4,59898.16,21922726.56,2012
16,45,5,149334.394,54656388.2,2012
16,47,1,425102,155587332,2012
16,47,4,63613.1,23282394.6,2012
16,47,5,160474.51,58733670.66,2012
16,49,3,285676.8,104557708.8,2012
16,49,4,44539.3,16301383.8,2012
16,49,5,191352.97,70035187.02,2012
16,51,1,130835.6,47885829.6,2012
16,51,3,155520,56920320,2012
16,51,4,65911.9,24123755.4,2012
16,51,5,135815.638,49708523.51,2012
16,53,1,668220.5,244568703,2012
16,53,3,152435.2,55791283.2,2012
16,53,4,66486.8,24334168.8,2012
16,53,5,148205.453,54243195.8,2012
16,55,1,955473,349703118,2012
16,55,3,1039688.26,380525903.2,2012
16,55,4,725943.066,265695162.2,2012
16,55,5,617322.428,225940008.6,2012
16,57,3,254258.4,93058574.4,2012
16,57,4,178506.387,65333337.64,2012
16,57,5,145147.798,53124094.07,2012
16,59,3,91748.61,33579991.26,2012
16,59,4,59132.25,21642403.5,2012
16,59,5,7762.66,2841133.56,2012
16,61,3,90404.8,33088156.8,2012
16,61,5,32017.434,11718380.84,2012
16,63,3,80685.4,29530856.4,2012
16,63,4,82242.5,30100755,2012
16,63,5,50360.318,18431876.39,2012
16,65,3,283683.364,103828111.2,2012
16,65,4,106608.054,39018547.76,2012
16,65,5,143078.598,52366766.87,2012
16,67,1,233317.5,85394205,2012
16,67,3,81129,29693214,2012
16,67,4,62975.68,23049098.88,2012
16,67,5,127063.18,46505123.88,2012
16,69,3,416868.18,152573753.9,2012
16,69,4,334070.38,122269759.1,2012
16,69,5,184295.26,67452065.16,2012
16,71,1,327544.4,119881250.4,2012
16,71,5,46255.854,16929642.56,2012
16,73,3,69039,25268274,2012
16,73,4,38172.31,13971065.46,2012
16,73,5,144835.978,53009967.95,2012
16,75,1,312483.5,114368961,2012
16,75,3,169226,61936716,2012
16,75,4,71808.7,26281984.2,2012
16,75,5,59541.906,21792337.6,2012
16,77,1,342760.7,125450416.2,2012
16,77,4,35530.4,13004126.4,2012
16,77,5,67762.094,24800926.4,2012
16,79,1,343567,125745522,2012
16,79,4,6798.7,2488324.2,2012
16,79,5,136660.792,50017849.87,2012
16,81,4,131013.8,47951050.8,2012
16,81,5,55389.166,20272434.76,2012
16,83,3,433788.8,158766700.8,2012
16,83,4,382427.821,139968582.5,2012
16,83,5,332678.976,121760505.2,2012
16,85,3,226301,82826166,2012
16,85,5,117034.992,42834807.07,2012
16,87,3,143523.544,52529617.1,2012
16,87,4,6622.56,2423856.96,2012
16,87,5,48360.562,17699965.69,2012
17,1,1,130503.53,47764291.98,2012
17,1,3,295499.03,108152645,2012
17,1,4,414186.75,151592350.5,2012
17,1,5,279176.21,102178492.9,2012
17,3,1,41331.16,15127204.56,2012
17,3,3,97811.19,35798895.54,2012
17,3,4,83943.92,30723474.72,2012
17,3,5,45280.86,16572794.76,2012
17,5,1,395361.73,144702393.2,2012
17,5,3,20263.22,7416338.52,2012
17,5,4,123477.12,45192625.92,2012
17,5,5,104071.91,38090319.06,2012
17,7,1,510125.09,186705782.9,2012
17,7,3,405894.62,148557430.9,2012
17,7,4,206866.94,75713300.04,2012
17,7,5,211317.11,77342062.26,2012
17,9,3,57545.49,21061649.34,2012
17,9,4,24875.55,9104451.3,2012
17,9,5,37636.34,13774900.44,2012
17,11,1,702501.6,257115585.6,2012
17,11,3,99742.64,36505806.24,2012
17,11,4,217508.19,79607997.54,2012
17,11,5,214350.68,78452348.88,2012
17,13,3,26950.81,9863996.46,2012
17,13,4,3483.24,1274865.84,2012
17,13,5,44829,16407414,2012
17,15,3,80908.46,29612496.36,2012
17,15,4,162734.59,59560859.94,2012
17,15,5,58765.69,21508242.54,2012
17,17,3,43930.99,16078742.34,2012
17,17,4,148960.47,54519532.02,2012
17,17,5,49791.67,18223751.22,2012
17,19,1,1880504.48,688264639.7,2012
17,19,3,639337.82,233997642.1,2012
17,19,4,931820.63,341046350.6,2012
17,19,5,658292.04,240934886.6,2012
17,21,3,231390.33,84688860.78,2012
17,21,4,285134.96,104359395.4,2012
17,21,5,155053.96,56749749.36,2012
17,23,1,577812.8,211479484.8,2012
17,23,3,83136.69,30428028.54,2012
17,23,4,44805.9,16398959.4,2012
17,23,5,140324.36,51358715.76,2012
17,25,1,4672,1709952,2012
17,25,3,160572.4,58769498.4,2012
17,25,4,51097.36,18701633.76,2012
17,25,5,90568.61,33148111.26,2012
17,27,1,161748.33,59199888.78,2012
17,27,3,204680.1,74912916.6,2012
17,27,4,245752.37,89945367.42,2012
17,27,5,248201.13,90841613.58,2012
17,29,1,373373,136654518,2012
17,29,3,365070.67,133615865.2,2012
17,29,4,273353.65,100047435.9,2012
17,29,5,202981.01,74291049.66,2012
17,31,1,29405794.51,10762520791,2012
17,31,2,1504534.87,550659762.4,2012
17,31,3,18262310.45,6684005625,2012
17,31,4,15592829.8,5706975707,2012
17,31,5,10731337.46,3927669510,2012
17,33,3,105912.72,38764055.52,2012
17,33,4,106208.94,38872472.04,2012
17,33,5,106424.83,38951487.78,2012
17,35,1,550031,201311346,2012
17,35,4,113389.55,41500575.3,2012
17,35,5,104781.12,38349889.92,2012
17,37,1,442655.85,162012041.1,2012
17,37,3,404161.62,147923152.9,2012
17,37,4,715029.32,261700731.1,2012
17,37,5,347097.13,127037549.6,2012
17,39,1,107906.22,39493676.52,2012
17,39,2,13849.72,5068997.52,2012
17,39,3,192153.98,70328356.68,2012
17,39,4,108080.27,39557378.82,2012
17,39,5,60060.82,21982260.12,2012
17,41,1,299735,109703010,2012
17,41,3,102020.47,37339492.02,2012
17,41,4,127344.24,46607991.84,2012
17,41,5,89869.46,32892222.36,2012
17,43,1,7171529.41,2624779764,2012
17,43,2,172439.86,63112988.76,2012
17,43,3,6060570.26,2218168715,2012
17,43,4,4444866,1626820956,2012
17,43,5,1667714.65,610383561.9,2012
17,45,3,166767.06,61036743.96,2012
17,45,4,111780.53,40911673.98,2012
17,45,5,72409.19,26501763.54,2012
17,47,3,12331.02,4513153.32,2012
17,47,4,114753.68,41999846.88,2012
17,47,5,33290.94,12184484.04,2012
17,49,1,919628.22,336583928.5,2012
17,49,3,213591.49,78174485.34,2012
17,49,4,233551.67,85479911.22,2012
17,49,5,278608.27,101970626.8,2012
17,51,1,642910,235305060,2012
17,51,3,123479.83,45193617.78,2012
17,51,4,89666.6,32817975.6,2012
17,51,5,127783.21,46768654.86,2012
17,53,1,112044.62,41008330.92,2012
17,53,3,73516.34,26906980.44,2012
17,53,4,111460.06,40794381.96,2012
17,53,5,59052.29,21613138.14,2012
17,55,1,558944.4,204573650.4,2012
17,55,3,93830.27,34341878.82,2012
17,55,4,339789.68,124363022.9,2012
17,55,5,183534.33,67173564.78,2012
17,57,3,234959.75,85995268.5,2012
17,57,4,323542.51,118416558.7,2012
17,57,5,144928.27,53043746.82,2012
17,59,3,78838.84,28855015.44,2012
17,59,4,44911.53,16437619.98,2012
17,59,5,38283.02,14011585.32,2012
17,61,3,59155.19,21650799.54,2012
17,61,4,89336.1,32697012.6,2012
17,61,5,124151.1,45439302.6,2012
17,63,1,1048931.64,383908980.2,2012
17,63,3,204336.83,74787279.78,2012
17,63,4,213572.64,78167586.24,2012
17,63,5,249410.66,91284301.56,2012
17,65,4,130809.91,47876427.06,2012
17,65,5,31238.25,11433199.5,2012
17,67,3,175290.75,64156414.5,2012
17,67,4,151859.28,55580496.48,2012
17,67,5,71414.35,26137652.1,2012
17,69,4,71521.26,26176781.16,2012
17,69,5,8818.42,3227541.72,2012
17,71,3,104795.73,38355237.18,2012
17,71,4,99955.95,36583877.7,2012
17,71,5,49192.47,18004444.02,2012
17,73,1,963168.3,352519597.8,2012
17,73,3,85308.81,31223024.46,2012
17,73,4,354124.45,129609548.7,2012
17,73,5,294897.45,107932466.7,2012
17,75,1,636249.39,232867276.7,2012
17,75,3,240670.59,88085435.94,2012
17,75,4,110467.09,40430954.94,2012
17,75,5,234083.7,85674634.2,2012
17,77,3,540657.5,197880645,2012
17,77,4,318386.4,116529422.4,2012
17,77,5,238475.98,87282208.68,2012
17,79,4,186345.49,68202449.34,2012
17,79,5,70303.4,25731044.4,2012
17,81,1,1004194,367535004,2012
17,81,3,160276.64,58661250.24,2012
17,81,4,249650.61,91372123.26,2012
17,81,5,236554.68,86579012.88,2012
17,83,3,202193.78,74002923.48,2012
17,83,4,115825.99,42392312.34,2012
17,83,5,125222.29,45831358.14,2012
17,85,3,363142.63,132910202.6,2012
17,85,4,44920.26,16440815.16,2012
17,85,5,81425.25,29801641.5,2012
17,87,1,402114.5,147173907,2012
17,87,3,38794.53,14198797.98,2012
17,87,4,105181.69,38496498.54,2012
17,87,5,54783.75,20050852.5,2012
17,89,1,1824167.36,667645253.8,2012
17,89,2,172257.2,63046135.2,2012
17,89,3,3523785.91,1289705643,2012
17,89,4,1748134.59,639817259.9,2012
17,89,5,871089.01,318818577.7,2012
17,91,1,555322.01,203247855.7,2012
17,91,3,642970.89,235327345.7,2012
17,91,4,484155.4,177200876.4,2012
17,91,5,454269.48,166262629.7,2012
17,93,3,917845.33,335931390.8,2012
17,93,4,500479.03,183175325,2012
17,93,5,280513.63,102667988.6,2012
17,95,1,493697.31,180693215.5,2012
17,95,2,72182.24,26418699.84,2012
17,95,3,15554.03,5692774.98,2012
17,95,4,366384.26,134096639.2,2012
17,95,5,255392.94,93473816.04,2012
17,97,1,2641022.34,966614176.4,2012
17,97,2,175184.17,64117406.22,2012
17,97,3,5265231.41,1927074696,2012
17,97,4,4222067.54,1545276720,2012
17,97,5,831922.81,304483748.5,2012
17,99,1,1439589.67,526889819.2,2012
17,99,3,463077.39,169486324.7,2012
17,99,4,666629.69,243986466.5,2012
17,99,5,617061.62,225844552.9,2012
17,101,3,179978.55,65872149.3,2012
17,101,4,19839.78,7261359.48,2012
17,101,5,127072.39,46508494.74,2012
17,103,1,763280.36,279360611.8,2012
17,103,3,241420.06,88359741.96,2012
17,103,4,229376.22,83951696.52,2012
17,103,5,173367.87,63452640.42,2012
17,105,1,600310.52,219713650.3,2012
17,105,3,215809.56,78986298.96,2012
17,105,4,239410.1,87624096.6,2012
17,105,5,242997.55,88937103.3,2012
17,107,1,821252.88,300578554.1,2012
17,107,3,146818.16,53735446.56,2012
17,107,4,127688.18,46733873.88,2012
17,107,5,138989.26,50870069.16,2012
17,109,3,275360.06,100781782,2012
17,109,4,173912.54,63651989.64,2012
17,109,5,106715.51,39057876.66,2012
17,111,1,388727.44,142274243,2012
17,111,3,2444300.8,894614092.8,2012
17,111,4,756622.15,276923706.9,2012
17,111,5,1087557.06,398045884,2012
17,113,1,1987392.14,727385523.2,2012
17,113,2,35374.13,12946931.58,2012
17,113,3,807171.66,295424827.6,2012
17,113,4,921628,337315848,2012
17,113,5,554756.04,203040710.6,2012
17,115,1,363688.73,133110075.2,2012
17,115,2,66004.97,24157819.02,2012
17,115,3,949684.03,347584355,2012
17,115,4,539685.76,197524988.2,2012
17,115,5,267767.42,98002875.72,2012
17,117,1,262394.27,96036302.82,2012
17,117,3,113618.04,41584202.64,2012
17,117,4,338748.9,123982097.4,2012
17,117,5,200867.33,73517442.78,2012
17,119,1,2575085.48,942481285.7,2012
17,119,2,335014.5,122615307,2012
17,119,3,1909198.41,698766618.1,2012
17,119,4,1321456.33,483653016.8,2012
17,119,5,647142.15,236854026.9,2012
17,121,1,460370.18,168495485.9,2012
17,121,3,307584.75,112576018.5,2012
17,121,4,89405.87,32722548.42,2012
17,121,5,239114.87,87516042.42,2012
17,123,1,182382.54,66752009.64,2012
17,123,3,61536.74,22522446.84,2012
17,123,4,121610.41,44509410.06,2012
17,123,5,71180.86,26052194.76,2012
17,125,3,58256.14,21321747.24,2012
17,125,4,90717.4,33202568.4,2012
17,125,5,78811.38,28844965.08,2012
17,127,1,251650.59,92104115.94,2012
17,127,3,45997.19,16834971.54,2012
17,127,4,47107.86,17241476.76,2012
17,127,5,129023.38,47222557.08,2012
17,129,4,126341.94,46241150.04,2012
17,129,5,58548.54,21428765.64,2012
17,131,3,73433.69,26876730.54,2012
17,131,4,101354.37,37095699.42,2012
17,131,5,106941.15,39140460.9,2012
17,133,1,182296.66,66720577.56,2012
17,133,2,26384.54,9656741.64,2012
17,133,3,371402.1,135933168.6,2012
17,133,4,134829.69,49347666.54,2012
17,133,5,110007.71,40262821.86,2012
17,135,1,650309.79,238013383.1,2012
17,135,3,158048.66,57845809.56,2012
17,135,4,154393.41,56507988.06,2012
17,135,5,169215.29,61932796.14,2012
17,137,1,215926.3,79029025.8,2012
17,137,3,276773.58,101299130.3,2012
17,137,4,154560.74,56569230.84,2012
17,137,5,165794.83,60680907.78,2012
17,139,3,194488.72,71182871.52,2012
17,139,4,105848.95,38740715.7,2012
17,139,5,54147.18,19817867.88,2012
17,141,1,675158.49,247108007.3,2012
17,141,3,280452.21,102645508.9,2012
17,141,4,343350.67,125666345.2,2012
17,141,5,340189.18,124509239.9,2012
17,143,1,886301.34,324386290.4,2012
17,143,2,126476.14,46290267.24,2012
17,143,3,1330974.4,487136630.4,2012
17,143,4,1029516.95,376803203.7,2012
17,143,5,580767.65,212560959.9,2012
17,145,3,222243.46,81341106.36,2012
17,145,4,112294.77,41099885.82,2012
17,145,5,86546.04,31675850.64,2012
17,147,1,353352.17,129326894.2,2012
17,147,3,29800.65,10907037.9,2012
17,147,4,94031.37,34415481.42,2012
17,147,5,82713.44,30273119.04,2012
17,149,1,278107.28,101787264.5,2012
17,149,3,119396.14,43698987.24,2012
17,149,4,87553.21,32044474.86,2012
17,149,5,103891.47,38024278.02,2012
17,151,4,78469.57,28719862.62,2012
17,151,5,15476.37,5664351.42,2012
17,153,1,182053.5,66631581,2012
17,153,4,32721.31,11975999.46,2012
17,153,5,73300.88,26828122.08,2012
17,155,1,2444.97,894859.02,2012
17,155,3,18498.52,6770458.32,2012
17,155,4,83209.44,30454655.04,2012
17,155,5,25781.47,9436018.02,2012
17,157,3,281514.09,103034156.9,2012
17,157,4,168559.2,61692667.2,2012
17,157,5,128050.79,46866589.14,2012
17,159,3,131121.06,47990307.96,2012
17,159,4,99349.48,36361909.68,2012
17,159,5,69677.84,25502089.44,2012
17,161,1,745267.09,272767754.9,2012
17,161,2,73740.95,26989187.7,2012
17,161,3,774541.1,283482042.6,2012
17,161,4,863763.54,316137455.6,2012
17,161,5,388952.9,142356761.4,2012
17,163,1,2506193.99,917267000.3,2012
17,163,2,24918.68,9120236.88,2012
17,163,3,1550755.47,567576502,2012
17,163,4,1664832.25,609328603.5,2012
17,163,5,744804.03,272598275,2012
17,165,3,280334.83,102602547.8,2012
17,165,4,177683.45,65032142.7,2012
17,165,5,89682.11,32823652.26,2012
17,167,1,1913115.94,700200434,2012
17,167,3,1237857.95,453056009.7,2012
17,167,4,1226940.51,449060226.7,2012
17,167,5,500467.5,183171105,2012
17,169,3,113835.41,41663760.06,2012
17,169,4,46808.37,17131863.42,2012
17,169,5,39307.92,14386698.72,2012
17,171,1,99817.2,36533095.2,2012
17,171,3,14860.3,5438869.8,2012
17,171,4,50634.11,18532084.26,2012
17,171,5,33659.68,12319442.88,2012
17,173,1,56722,20760252,2012
17,173,3,192344.98,70398262.68,2012
17,173,4,134395.95,49188917.7,2012
17,173,5,112816.37,41290791.42,2012
17,175,4,74389.32,27226491.12,2012
17,175,5,60108.39,21999670.74,2012
17,177,3,450968.77,165054569.8,2012
17,177,4,171531.72,62780609.52,2012
17,177,5,234423.15,85798872.9,2012
17,179,1,994081.67,363833891.2,2012
17,179,3,791178.46,289571316.4,2012
17,179,4,575472.01,210622755.7,2012
17,179,5,569883.37,208577313.4,2012
17,181,1,199455.95,73000877.7,2012
17,181,3,243463.88,89107780.08,2012
17,181,4,15016.49,5496035.34,2012
17,181,5,106118.22,38839268.52,2012
17,183,1,488309.73,178721361.2,2012
17,183,3,519074.9,189981413.4,2012
17,183,4,367664.57,134565232.6,2012
17,183,5,365519.43,133780111.4,2012
17,185,3,95175.05,34834068.3,2012
17,185,4,40228.94,14723792.04,2012
17,185,5,55100,20166600,2012
17,187,3,272595.33,99769890.78,2012
17,187,4,72257.78,26446347.48,2012
17,187,5,105746.72,38703299.52,2012
17,189,1,481492.84,176226379.4,2012
17,189,3,97438.74,35662578.84,2012
17,189,4,129020.26,47221415.16,2012
17,189,5,110720.96,40523871.36,2012
17,191,1,227011,83086026,2012
17,191,3,122188.09,44720840.94,2012
17,191,4,105048.44,38447729.04,2012
17,191,5,98081.73,35897913.18,2012
17,193,1,143441.5,52499589,2012
17,193,3,199000.11,72834040.26,2012
17,193,4,99220.97,36314875.02,2012
17,193,5,58729.28,21494916.48,2012
17,195,1,396386.9,145077605.4,2012
17,195,3,354233.93,129649618.4,2012
17,195,4,275548.62,100850794.9,2012
17,195,5,248910.68,91101308.88,2012
17,197,1,5516201.8,2018929859,2012
17,197,3,3383654.42,1238417518,2012
17,197,4,2548729.17,932834876.2,2012
17,197,5,1268381.12,464227489.9,2012
17,197,6,3980.25,1456771.5,2012
17,199,1,581986.86,213007190.8,2012
17,199,3,559630.13,204824627.6,2012
17,199,4,216590.03,79271950.98,2012
17,199,5,499149.84,182688841.4,2012
17,201,1,1200693.96,439453989.4,2012
17,201,2,292723.19,107136687.5,2012
17,201,3,1988030.54,727619177.6,2012
17,201,4,1352404.96,494980215.4,2012
17,201,5,776319.46,284132922.4,2012
17,203,1,517078.94,189250892,2012
17,203,3,92240.75,33760114.5,2012
17,203,4,289335.86,105896924.8,2012
17,203,5,193665.4,70881536.4,2012
18,1,3,305233.071,111715304,2012
18,1,4,111640.41,40860390.06,2012
18,1,5,152516.439,55821016.67,2012
18,1,6,3131.7,1146202.2,2012
18,3,1,2008403.264,735075594.6,2012
18,3,2,276763.314,101295372.9,2012
18,3,3,1770564.7,648026680.2,2012
18,3,4,2819834.958,1032059595,2012
18,3,5,1672555.445,612155292.9,2012
18,3,6,28.125,10293.75,2012
18,5,1,874892.21,320210548.9,2012
18,5,3,588148.516,215262356.9,2012
18,5,4,430343.534,157505733.4,2012
18,5,5,389329.91,142494747.1,2012
18,7,3,67140.5,24573423,2012
18,7,4,71857.91,26299995.06,2012
18,7,5,86957.57,31826470.62,2012
18,9,3,51824.83,18967887.78,2012
18,9,4,106113.07,38837383.62,2012
18,9,5,95256.98,34864054.68,2012
18,11,1,1435185.639,525277943.9,2012
18,11,3,177299.33,64891554.78,2012
18,11,4,403217.07,147577447.6,2012
18,11,5,539358.36,197405159.8,2012
18,11,6,2390.75,875014.5,2012
18,13,3,151456.76,55433174.16,2012
18,13,4,50874.067,18619908.52,2012
18,13,5,58073.76,21254996.16,2012
18,15,3,102313.2,37446631.2,2012
18,15,4,193129.522,70685405.05,2012
18,15,5,164596.92,60242472.72,2012
18,17,2,46188.406,16904956.6,2012
18,17,3,164841.65,60332043.9,2012
18,17,4,356101.65,130333203.9,2012
18,17,5,193617.44,70863983.04,2012
18,19,1,1276667.13,467260169.6,2012
18,19,2,206465.592,75566406.67,2012
18,19,3,392177.8,143537074.8,2012
18,19,4,845757.683,309547312,2012
18,19,5,493111.85,180478937.1,2012
18,19,6,21262.5,7782075,2012
18,21,1,372455.52,136318720.3,2012
18,21,3,115805.89,42384955.74,2012
18,21,4,200798.62,73492294.92,2012
18,21,5,149914.075,54868551.45,2012
18,21,6,2256.3,825805.8,2012
18,23,1,396480.29,145111786.1,2012
18,23,3,199646.03,73070446.98,2012
18,23,4,236575.46,86586618.36,2012
18,23,5,191851.98,70217824.68,2012
18,25,1,453688.09,166049840.9,2012
18,25,3,25579.64,9362148.24,2012
18,25,5,166461.549,60924926.93,2012
18,27,1,251524.229,92057867.81,2012
18,27,3,257789.402,94350921.13,2012
18,27,4,90519.28,33130056.48,2012
