b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_F","RCPTOT"
"18","2372",,602,,119581
"18","23721",,602,,119581
"18","2373",,115,,6069
"18","23731",,115,,6069
"18","2379",,362,,19967
"18","23799",,362,,19967
"18","238",,34633,,1463705
"18","2381",,6224,,306351
"18","2382",,4580,,180131
"18","23821",,2106,,71436
"18","23822",,2169,,96302
"18","23829",,305,,12393
"18","2383",,13272,,522788
"18","2389",,10557,,454435
"18","311",,342,,13047
"18","3111",,24,,935
"18","31111",,24,,935
"18","3112",,11,,290
"18","3113",,22,,543
"18","3114",,34,,393
"18","3115",,8,,219
"18","3116",,48,,4491
"18","31161",,48,,4491
"18","3117",,4,,109
"18","31171",,4,,109
"18","3118",,85,,3154
"18","3119",,106,,2913
"18","312",,13,,1407
"18","313",,17,,243
"18","31-33",,6417,,290315
"18","314",,29,,309
"18","315",,279,,4915
"18","316",,95,,4041
"18","3161",,24,,622
"18","31611",,24,,622
"18","3162",,6,,209
"18","31621",,6,,209
"18","3169",,65,,3210
"18","31699",,65,,3210
"18","321",,922,,43568
"18","322",,40,,3059
"18","323",,469,,18041
"18","3231",,469,,18041
"18","324",,18,,1068
"18","3241",,18,,1068
"18","325",,188,,11132
"18","3251",,12,,750
"18","3252",,9,,88
"18","3253",,7,,722
"18","3254",,22,,1765
"18","32541",,22,,1765
"18","3255",,37,,2771
"18","3256",,59,,517
"18","3259",,42,,4519
"18","326",,127,,7027
"18","327",,177,,6474
"18","3271",,51,,1318
"18","3272",,56,,911
"18","32721",,56,,911
"18","3273",,33,,2598
"18","3274",,3,,49
"18","3279",,34,,1598
"18","331",,114,,7701
"18","332",,955,,54589
"18","333",,384,,22563
"18","334",,154,,5941
"18","335",,135,,5073
"18","336",,152,,8050
"18","337",,489,,24150
"18","339",,1318,,47917
"18","3391",,94,,5087
"18","33911",,94,,5087
"18","3399",,1224,,42830
"18","42",,6522,,450639
"18","423",,3560,,258269
"18","4231",,382,,34043
"18","4232",,225,,11562
"18","4233",,184,,18428
"18","4234",,182,,16234
"18","4235",,61,,10188
"18","4236",,161,,8166
"18","4237",,110,,6764
"18","4238",,431,,50646
"18","4239",,1824,,102238
"18","42391",,228,,11894
"18","42392",,170,,6378
"18","42393",,154,,10242
"18","42394",,297,,9539
"18","42399",,975,,64185
"18","424",,2505,,163158
"18","4241",,132,,6072
"18","4242",,50,,2946
"18","42421",,50,,2946
"18","4243",,262,,9010
"18","4244",,367,,42040
"18","4245",,114,,12188
"18","4246",,93,,13111
"18","4247",,53,,6787
"18","4248",,38,,2155
"18","4249",,1396,,68849
"18","42491",,70,,5356
"18","42492",,436,,7823
"18","42493",,136,,6131
"18","42494",,18,,1160
"18","42495",,30,,1821
"18","42499",,706,,46558
"18","425",,457,,29212
"18","4251",,457,,29212
"18","42511",,99,,3045
"18","42512",,358,,26167
"18","441",,3259,,450988
"18","4411",,2028,,359401
"18","44112",,2028,,359401
"18","4412",,633,,52285
"18","44121",,103,,11281
"18","44122",,530,,41004
"18","441221",,91,,5078
"18","441222",,54,,3629
"18","441229",,385,,32297
"18","4413",,598,,39302
"18","442",,728,,43101
"18","4421",,255,,16703
"18","44211",,255,,16703
"18","4422",,473,,26398
"18","443",,461,,18505
"18","4431",,461,,18505
"18","44311",,286,,11201
"18","443111",,107,,4478
"18","443112",,179,,6723
"18","44312",,158,,6693
"18","44313",,17,,611
"18","444",,649,,42551
"18","4441",,414,,28273
"18","44411",,31,,1541
"18","44412",,31,,1715
"18","44413",,74,,4884
"18","44419",,278,,20133
"18","4442",,235,,14278
"18","44-45",,41983,,1413861
"18","445",,1030,,74115
"18","4451",,351,,34160
"18","4452",,553,,24197
"18","44521",,23,,2187
"18","44522",,11,,1221
"18","44523",,75,,4664
"18","44529",,444,,16125
"18","4453",,126,,15758
"18","44531",,126,,15758
"18","446",,2929,,34859
"18","4461",,2929,,34859
"18","44611",,48,,2254
"18","44612",,2174,,17984
"18","44613",,26,,1513
"18","44619",,681,,13108
"18","447",,132,,20490
"18","4471",,132,,20490
"18","448",,1397,,52839
"18","4481",,885,,34364
"18","44811",,31,,1315
"18","44812",,147,,6321
"18","44813",,95,,2784
"18","44814",,125,,4348
"18","44815",,133,,3904
"18","44819",,354,,15692
"18","4482",,48,,3615
"18","44821",,48,,3615
"18","4483",,464,,14860
"18","44831",,440,,13991
"18","44832",,24,,869
"18","451",,2236,,78527
"18","4511",,1526,,61068
"18","45111",,560,,28937
"18","45112",,426,,19338
"18","45113",,386,,7068
"18","45114",,154,,5725
"18","4512",,710,,17459
"18","45121",,632,,14537
"18","451211",,205,,7529
"18","451212",,427,,7008
"18","45122",,78,,2922
"18","452",,713,,21762
"18","453",,7153,,230725
"18","4531",,390,,11304
"18","45311",,390,,11304
"18","4532",,1543,,44673
"18","45321",,117,,7529
"18","45322",,1426,,37144
"18","4533",,1800,,35455
"18","45331",,1800,,35455
"18","4539",,3420,,139293
"18","45391",,200,,7864
"18","45392",,229,,7370
"18","45393",,37,,3620
"18","45399",,2954,,120439
"18","454",,21296,,345399
"18","4541",,1522,,38420
"18","45411",,1522,,38420
"18","4542",,521,,18238
"18","45421",,521,,18238
"18","4543",,19253,,288741
"18","45431",,60,,12817
"18","45439",,19193,,275924
"18","481",,329,,20785
"18","483",,69,,2576
"18","484",,12105,,970207
"18","4841",,10642,,871443
"18","48411",,3292,,207225
"18","48412",,7350,,664218
"18","4842",,1463,,98764
"18","48-49",,21693,,1238222
"18","485",,2967,,79566
"18","4851",,14,,305
"18","48511",,14,,305
"18","4852",,86,,2729
"18","48521",,86,,2729
"18","4853",,936,,20971
"18","4854",,1177,,35566
"18","48541",,1177,,35566
"18","4855",,77,,2675
"18","48551",,77,,2675
"18","4859",,677,,17320
"18","48599",,677,,17320
"18","486",,3,,41
"18","487",,52,,1671
"18","488",,1988,,79023
"18","492",,4016,,72514
"18","493",,164,,11839
"18","4931",,164,,11839
"18","51",,4632,,105485
"18","511",,1384,,26865
"18","512",,643,,13701
"18","5121",,410,,10157
"18","5122",,233,,3544
"18","515",,340,,7008
"18","516",,365,,6395
"18","5161",,365,,6395
"18","51611",,365,,6395
"18","517",,481,,15860
"18","518",,715,,18920
"18","5181",,190,,5998
"18","51811",,190,,5998
"18","518111",,130,,5090
"18","518112",,60,,908
"18","5182",,525,,12922
"18","51821",,525,,12922
"18","519",,704,,16736
"18","5191",,704,,16736
"18","52",,12715,,716790
"18","522",,1160,,52265
"18","5221",,156,,5016
"18","5222",,408,,28837
"18","5223",,596,,18412
"18","523",,3172,,288890
"18","5231",,437,,107088
"18","52311",,83,,7479
"18","52312",,294,,92282
"18","52313",,19,,2312
"18","52314",,41,,5015
"18","5232",,29,,937
"18","52321",,29,,937
"18","5239",,2706,,180865
"18","524",,8383,,375635
"18","5241","S",0,"S",0
"18","5242",,8373,,374810
"18","52421",,5967,,296189
"18","52429",,2406,,78621
"18","53",,41257,,3080700
"18","531",,39582,,2948453
"18","5311",,17771,,1994671
"18","5312",,11854,,392508
"18","53121",,11854,,392508
"18","5313",,9957,,561274
"18","53131",,1863,,100967
"18","53132",,1088,,45012
"18","53139",,7006,,415295
"18","532",,1651,,130483
"18","5321",,493,,28320
"18","5322",,320,,16246
"18","53221",,29,,3387
"18","53222",,15,,430
"18","53223",,64,,2346
"18","53229",,212,,10083
"18","5323",,65,,4592
"18","53231",,65,,4592
"18","5324",,773,,81325
"18","533",,24,,1764
"18","5331",,24,,1764
"18","53311",,24,,1764
"18","54",,41240,,1350802
"18","541",,41240,,1350802
"18","5411",,3289,,177043
"18","5412",,5272,,95739
"18","54121",,5272,,95739
"18","541211",,572,,28789
"18","541213",,1589,,18872
"18","541214",,77,,1842
"18","541219",,3034,,46236
"18","5413",,3492,,121933
"18","54131",,409,,21407
"18","54132",,735,,20387
"18","54133",,1480,,52947
"18","54134",,394,,8846
"18","54135",,209,,4955
"18","54136",,45,,1108
"18","54137",,160,,5363
"18","54138",,60,,6920
"18","5414",,2417,,63008
"18","5415",,4037,,139374
"18","54151",,4037,,139374
"18","5416",,7417,,252495
"18","5417",,385,,11723
"18","5418",,1826,,85751
"18","5419",,13105,,403736
"18","54191",,283,,7868
"18","54192",,1576,,29818
"18","54193",,404,,7188
"18","54194",,250,,14834
"18","54199",,10592,,344028
"18","56",,25611,,462210
"18","561",,25142,,432750
"18","5611",,2672,,29881
"18","56111",,2672,,29881
"18","5612",,414,,8311
"18","56121",,414,,8311
"18","5613",,290,,12371
"18","5614",,3097,,72933
"18","56141",,753,,8923
"18","56142",,212,,2730
"18","56143",,244,,8003
"18","56144",,77,,5799
"18","56145",,8,,152
"18","56149",,1803,,47326
"18","5615",,319,,9248
"18","5616",,1451,,18095
"18","5617",,15601,,248064
"18","56171",,88,,2896
"18","56172",,8649,,103455
"18","56173",,5102,,98547
"18","56174",,413,,11995
"18","56179",,1349,,31171
"18","5619",,1298,,33847
"18","562",,469,,29460
"18","61",,8427,,95210
"18","611",,8427,,95210
"18","62",,26032,,724211
"18","621",,10867,,507779
"18","6211",,2760,,208503
"18","62111",,2760,,208503
"18","621111",,2355,,188956
"18","621112",,405,,19547
"18","6212",,445,,36381
"18","62121",,445,,36381
"18","6213",,4141,,163124
"18","62131",,238,,11464
"18","62132",,342,,25783
"18","62133",,1053,,37206
"18","62134",,878,,33485
"18","62139",,1630,,55186
"18","621391",,42,,3006
"18","621399",,1588,,52180
"18","6214",,175,,27604
"18","6215",,328,,17705
"18","62151",,328,,17705
"18","6216",,2228,,36755
"18","62161",,2228,,36755
"18","6219",,790,,17707
"18","623",,414,,16801
"18","624",,14751,,199631
"18","6241",,1955,,38086
"18","6242",,116,,838
"18","6243",,175,,2480
"18","62431",,175,,2480
"18","6244",,12505,,158227
"18","62441",,12505,,158227
"18","71",,14841,,258755
"18","711",,12361,,175644
"18","7111",,641,,9602
"18","7112",,2477,,40292
"18","71121",,2477,,40292
"18","7113",,515,,16385
"18","7114",,378,,8262
"18","71141",,378,,8262
"18","7115",,8350,,101103
"18","71151",,8350,,101103
"18","712",,94,,736
"18","7121",,94,,736
"18","713",,2386,,82375
"18","7131",,97,,7095
"18","7132",,132,,11763
"18","7139",,2157,,63517
"18","72",,4043,,241505
"18","721",,748,,84626
"18","7211",,427,,74199
"18","7212",,139,,6623
"18","72121",,139,,6623
"18","7213",,182,,3804
"18","72131",,182,,3804
"18","722",,3295,,156879
"18","7221",,468,,54112
"18","72211",,468,,54112
"18","7222",,630,,36992
"18","72221",,630,,36992
"18","7223",,1745,,39089
"18","7224",,452,,26686
"18","72241",,452,,26686
"18","81",,58472,,1235128
"18","811",,13397,,428796
"18","8111",,5723,,228805
"18","81111",,2794,,118766
"18","81112",,1668,,62962
"18","81119",,1261,,47077
"18","8112",,803,,24305
"18","81121",,803,,24305
"18","8113",,1264,,53829
"18","81131",,1264,,53829
"18","8114",,5607,,121857
"18","81141",,840,,19586
"18","81142",,547,,11491
"18","81143",,56,,1374
"18","81149",,4164,,89406
"18","812",,40720,,757432
"18","8121",,18405,,357026
"18","81211",,16031,,322343
"18","812111",,1898,,38121
"18","812112",,12121,,225024
"18","812113",,2012,,59198
"18","81219",,2374,,34683
"18","8122",,365,,17484
"18","81221",,274,,15195
"18","81222",,91,,2289
"18","8123",,331,,13101
"18","81231",,153,,6049
"18","81232",,159,,6631
"18","81233",,19,,421
"18","8129",,21619,,369821
"18","81291",,1031,,19592
"18","81292",,250,,4689
"18","81293",,66,,2998
"18","81299",,20272,,342542
"18","813",,4355,,48900
"19","00",,195542,,7406131
"19","11",,3910,,170887
"19","113",,360,,24766
"19","114",,315,,5892
"19","1141",,119,,2666
"19","11411",,119,,2666
"19","1142",,196,,3226
"19","11421",,196,,3226
"19","115",,3235,,140229
"19","1151",,1887,,77032
"19","11511",,1887,,77032
"19","1152",,1205,,56698
"19","11521",,1205,,56698
"19","1153",,143,,6499
"19","11531",,143,,6499
"19","21",,42,,3663
"19","211","D",0,"D",0
"19","2111","D",0,"D",0
"19","21111","D",0,"D",0
"19","212",,32,,2674
"19","2123",,32,,2674
"19","213",,9,,102
"19","2131",,9,,102
"19","21311",,9,,102
"19","22",,172,,5273
"19","221",,172,,5273
"19","23",,27296,,1430399
"19","236",,8146,,593156
"19","2361",,6885,,521207
"19","2362",,1261,,71949
"19","237",,667,,67891
"19","2371",,39,,1440
"19","2372",,249,,42792
"19","23721",,249,,42792
"19","2373",,41,,1930
"19","23731",,41,,1930
"19","2379",,338,,21729
"19","23799",,338,,21729
"19","238",,18483,,769352
"19","2381",,3317,,156243
"19","2382",,2439,,113846
"19","23821",,1174,,46697
"19","23822",,1084,,59678
"19","23829",,181,,7471
"19","2383",,7350,,277981
"19","2389",,5377,,221282
"19","311",,271,,7298
"19","3111",,19,,1393
"19","31111",,19,,1393
"19","3112",,15,,700
"19","3113",,23,,266
"19","3114",,21,,430
"19","3115",,10,,645
"19","3116",,33,,1224
"19","31161",,33,,1224
"19","3117",,4,,23
"19","31171",,4,,23
"19","3118",,82,,1430
"19","3119",,64,,1187
"19","312",,14,,563
"19","313",,21,,259
"19","31-33",,2814,,103853
"19","314",,13,,449
"19","315",,149,,1836
"19","316",,50,,2429
"19","3161",,21,,1089
"19","31611",,21,,1089
"19","3162","D",0,"D",0
"19","31621","D",0,"D",0
"19","3169",,28,,724
"19","31699",,28,,724
"19","321",,348,,18862
"19","322",,11,,201
"19","323",,206,,6016
"19","3231",,206,,6016
"19","324",,6,,879
"19","3241",,6,,879
"19","325",,42,,1518
"19","3251","D",0,"D",0
"19","3253",,7,,318
"19","3254",,6,,101
"19","32541",,6,,101
"19","3255",,6,,154
"19","3256",,15,,529
"19","3259",,6,,318
"19","326",,40,,1432
"19","327",,77,,2825
"19","3271",,29,,608
"19","3272",,15,,559
"19","32721",,15,,559
"19","3273",,20,,669
"19","3274","D",0,"D",0
"19","3279",,12,,108
"19","331",,52,,2126
"19","332",,383,,15591
"19","333",,163,,9919
"19","334",,44,,1118
"19","335",,55,,2865
"19","336",,44,,1669
"19","337",,188,,6709
"19","339",,637,,19289
"19","3391",,27,,2103
"19","33911",,27,,2103
"19","3399",,610,,17186
"19","42",,3156,,210283
"19","423",,1665,,122852
"19","4231",,128,,8766
"19","4232",,104,,3830
"19","4233",,82,,10249
"19","4234",,72,,6545
"19","4235",,41,,5348
"19","4236",,56,,2607
"19","4237",,48,,4715
"19","4238",,223,,29511
"19","4239",,911,,51281
"19","42391",,92,,6650
"19","42392",,88,,1439
"19","42393",,150,,13338
"19","42394",,141,,3524
"19","42399",,440,,26330
"19","424",,1358,,82110
"19","4241",,47,,1315
"19","4242",,21,,1045
"19","42421",,21,,1045
"19","4243",,131,,3597
"19","4244",,166,,15743
"19","4245",,158,,18469
"19","4246",,36,,1675
"19","4247",,31,,5724
"19","4248",,25,,1129
"19","4249",,743,,33413
"19","42491",,132,,10659
"19","42492",,241,,3626
"19","42493",,54,,2382
"19","42494",,5,,145
"19","42495",,8,,192
"19","42499",,303,,16409
"19","425",,133,,5321
"19","4251",,133,,5321
"19","42511",,25,,622
"19","42512",,108,,4699
"19","441",,1605,,180486
"19","4411",,883,,128896
"19","44112",,883,,128896
"19","4412",,372,,26731
"19","44121",,65,,5472
"19","44122",,307,,21259
"19","441221",,56,,3981
"19","441222",,25,,1220
"19","441229",,226,,16058
"19","4413",,350,,24859
"19","442",,341,,19322
"19","4421",,109,,6999
"19","44211",,109,,6999
"19","4422",,232,,12323
"19","443",,305,,15508
"19","4431",,305,,15508
"19","44311",,203,,10641
"19","443111",,63,,3234
"19","443112",,140,,7407
"19","44312",,92,,4250
"19","44313",,10,,617
"19","444",,402,,33248
"19","4441",,286,,28451
"19","44411",,20,,1782
"19","44412",,20,,725
"19","44413",,58,,3699
"19","44419",,188,,22245
"19","4442",,116,,4797
"19","44-45",,24069,,748513
"19","445",,520,,35478
"19","4451",,159,,17649
"19","4452",,290,,9921
"19","44521",,15,,925
"19","44522","D",0,"D",0
"19","44523",,53,,625
"19","44529",,220,,8354
"19","4453",,71,,7908
"19","44531",,71,,7908
"19","446",,1258,,18927
"19","4461",,1258,,18927
"19","44611",,37,,1040
"19","44612",,823,,7856
"19","44613",,17,,2466
"19","44619",,381,,7565
"19","447",,119,,19688
"19","4471",,119,,19688
"19","448",,683,,23088
"19","4481",,441,,15299
"19","44811",,11,,753
"19","44812",,70,,3350
"19","44813",,39,,1165
"19","44814",,63,,1387
"19","44815",,67,,2552
"19","44819",,191,,6092
"19","4482",,12,,904
"19","44821",,12,,904
"19","4483",,230,,6885
"19","44831",,222,,6643
"19","44832",,8,,242
"19","451",,1272,,39527
"19","4511",,908,,30440
"19","45111",,339,,14062
"19","45112",,249,,9375
"19","45113",,257,,4026
"19","45114",,63,,2977
"19","4512",,364,,9087
"19","45121",,340,,7193
"19","451211",,105,,4051
"19","451212",,235,,3142
"19","45122",,24,,1894
"19","452",,320,,11044
"19","453",,3699,,130886
"19","4531",,207,,6926
"19","45311",,207,,6926
"19","4532",,894,,23659
"19","45321",,62,,2111
"19","45322",,832,,21548
"19","4533",,788,,18032
"19","45331",,788,,18032
"19","4539",,1810,,82269
"19","45391",,131,,3415
"19","45392",,137,,3344
"19","45393",,16,,1174
"19","45399",,1526,,74336
"19","454",,13545,,221311
"19","4541",,738,,20017
"19","45411",,738,,20017
"19","4542",,349,,10499
"19","45421",,349,,10499
"19","4543",,12458,,190795
"19","45431",,52,,6171
"19","45439",,12406,,184624
"19","481",,226,,10321
"19","483",,7,,186
"19","484",,7774,,783322
"19","4841",,7251,,741409
"19","48411",,2300,,170399
"19","48412",,4951,,571010
"19","4842",,523,,41913
"19","48-49",,10908,,866534
"19","485",,576,,12555
"19","4851",,4,,145
"19","48511",,4,,145
"19","4852",,8,,353
"19","48521",,8,,353
"19","4853",,314,,6457
"19","4854",,25,,389
"19","48541",,25,,389
"19","4855",,17,,970
"19","48551",,17,,970
"19","4859",,208,,4241
"19","48599",,208,,4241
"19","486",,4,,241
"19","487",,27,,768
"19","488",,638,,26625
"19","492",,1568,,25698
"19","493",,88,,6818
"19","4931",,88,,6818
"19","51",,2168,,53032
"19","511",,752,,15271
"19","512",,260,,5985
"19","5121",,182,,5030
"19","5122",,78,,955
"19","515",,130,,3531
"19","516",,159,,2504
"19","5161",,159,,2504
"19","51611",,159,,2504
"19","517",,182,,11217
"19","518",,342,,7651
"19","5181",,80,,1823
"19","51811",,80,,1823
"19","518111",,53,,1583
"19","518112",,27,,240
"19","5182",,262,,5828
"19","51821",,262,,5828
"19","519",,343,,6873
"19","5191",,343,,6873
"19","52",,7823,,419510
"19","522",,515,,25362
"19","5221",,127,,1230
"19","5222",,145,,16700
"19","5223",,243,,7432
"19","523",,2257,,177033
"19","5231",,366,,28818
"19","52311",,80,,4745
"19","52312",,198,,17323
"19","52313",,19,,1919
"19","52314",,69,,4831
"19","5232",,11,,7545
"19","52321",,11,,7545
"19","5239",,1880,,140670
"19","524",,5051,,217115
"19","5241",,7,,648
"19","5242",,5044,,216467
"19","52421",,3570,,174227
"19","52429",,1474,,42240
"19","53",,18804,,1357170
"19","531",,17901,,1285371
"19","5311",,9047,,840705
"19","5312",,4536,,186098
"19","53121",,4536,,186098
"19","5313",,4318,,258568
"19","53131",,964,,41533
"19","53132",,328,,13033
"19","53139",,3026,,204002
"19","532",,891,,71030
"19","5321",,206,,13220
"19","5322",,187,,7793
"19","53221",,15,,719
"19","53222",,3,,100
"19","53223",,32,,808
"19","53229",,137,,6166
"19","5323",,36,,1096
"19","53231",,36,,1096
"19","5324",,462,,48921
"19","533",,12,,769
"19","5331",,12,,769
"19","53311",,12,,769
"19","54",,18141,,539948
"19","541",,18141,,539948
"19","5411",,1176,,54855
"19","5412",,2338,,34331
"19","54121",,2338,,34331
"19","541211",,163,,7691
"19","541213",,570,,5830
"19","541214",,45,,2173
"19","541219",,1560,,18637
"19","5413",,1056,,37010
"19","54131",,152,,8793
"19","54132",,200,,4460
"19","54133",,394,,17242
"19","54134",,147,,2912
"19","54135",,69,,1403
"19","54136",,17,,379
"19","54137",,62,,1594
"19","54138",,15,,227
"19","5414",,1124,,27085
"19","5415",,1712,,48183
"19","54151",,1712,,48183
"19","5416",,3371,,93424
"19","5417",,187,,3409
"19","5418",,791,,35057
"19","5419",,6386,,206594
"19","54191",,86,,1708
"19","54192",,942,,16473
"19","54193",,218,,2547
"19","54194",,194,,8435
"19","54199",,4946,,177431
"19","56",,11604,,199378
"19","561",,11286,,178920
"19","5611",,996,,12764
"19","56111",,996,,12764
"19","5612",,256,,3640
"19","56121",,256,,3640
"19","5613",,164,,5926
"19","5614",,1517,,30054
"19","56141",,354,,5207
"19","56142",,90,,1047
"19","56143",,95,,1209
"19","56144",,25,,1080
"19","56145",,5,,162
"19","56149",,948,,21349
"19","5615",,139,,5591
"19","5616",,255,,3619
"19","5617",,7219,,98976
"19","56171",,74,,2361
"19","56172",,4210,,43833
"19","56173",,2002,,32824
"19","56174",,205,,4834
"19","56179",,728,,15124
"19","5619",,740,,18350
"19","562",,318,,20458
"19","61",,3457,,34863
"19","611",,3457,,34863
"19","62",,21690,,393771
"19","621",,5864,,179799
"19","6211",,1014,,62946
"19","62111",,1014,,62946
"19","621111",,874,,56582
"19","621112",,140,,6364
"19","6212",,138,,9774
"19","62121",,138,,9774
"19","6213",,1882,,68074
"19","62131",,316,,15592
"19","62132",,90,,6397
"19","62133",,254,,7441
"19","62134",,226,,8256
"19","62139",,996,,30388
"19","621391",,18,,1108
"19","621399",,978,,29280
"19","6214",,62,,3331
"19","6215",,97,,5195
"19","62151",,97,,5195
"19","6216",,2323,,21454
"19","62161",,2323,,21454
"19","6219",,348,,9025
"19","623",,248,,11402
"19","624",,15578,,202570
"19","6241",,1223,,13752
"19","6242",,54,,676
"19","6243",,72,,1760
"19","62431",,72,,1760
"19","6244",,14229,,186382
"19","62441",,14229,,186382
"19","71",,7621,,125321
"19","711",,6231,,80874
"19","7111",,280,,5099
"19","7112",,1545,,21670
"19","71121",,1545,,21670
"19","7113",,229,,7914
"19","7114",,148,,2169
"19","71141",,148,,2169
"19","7115",,4029,,44022
"19","71151",,4029,,44022
"19","712",,41,,239
"19","7121",,41,,239
"19","713",,1349,,44208
"19","7131",,42,,2224
"19","7132",,67,,15053
"19","7139",,1240,,26931
"19","72",,2561,,113404
"19","721",,475,,19266
"19","7211",,275,,14674
"19","7212",,72,,2037
"19","72121",,72,,2037
"19","7213",,128,,2555
"19","72131",,128,,2555
"19","722",,2086,,94138
"19","7221",,315,,22627
"19","72211",,315,,22627
"19","7222",,330,,25127
"19","72221",,330,,25127
"19","7223",,1017,,17291
"19","7224",,424,,29093
"19","72241",,424,,29093
"19","81",,29306,,630329
"19","811",,8515,,281290
"19","8111",,3909,,171636
"19","81111",,1849,,84008
"19","81112",,1195,,55789
"19","81119",,865,,31839
"19","8112",,482,,13378
"19","81121",,482,,13378
"19","8113",,858,,34790
"19","81131",,858,,34790
"19","8114",,3266,,61486
"19","81141",,432,,11122
"19","81142",,329,,6652
"19","81143",,34,,540
"19","81149",,2471,,43172
"19","812",,18993,,330972
"19","8121",,7839,,152389
"19","81211",,6695,,136897
"19","812111",,779,,15682
"19","812112",,5415,,106649
"19","812113",,501,,14566
"19","81219",,1144,,15492
"19","8122",,216,,7490
"19","81221",,165,,6633
"19","81222",,51,,857
"19","8123",,258,,8639
"19","81231",,180,,4731
"19","81232",,70,,3794
"19","81233",,8,,114
"19","8129",,10680,,162454
"19","81291",,458,,7740
"19","81292",,172,,3005
"19","81293",,44,,2085
"19","81299",,10006,,149624
"19","813",,1798,,18067
"20","00",,178694,,7284816
"20","11",,2523,,106555
"20","113",,104,,4578
"20","114",,387,,7749
"20","1141",,83,,810
"20","11411",,83,,810
"20","1142",,304,,6939
"20","11421",,304,,6939
"20","115",,2032,,94228
"20","1151",,1129,,56530
"20","11511",,1129,,56530
"20","1152",,810,,34909
"20","11521",,810,,34909
"20","1153",,93,,2789
"20","11531",,93,,2789
"20","21",,5813,,557188
"20","211",,5481,,532496
"20","2111",,5481,,532496
"20","21111",,5481,,532496
"20","212",,30,,1959
"20","2121",,5,,74
"20","21211",,5,,74
"20","2122","D",0,"D",0
"20","2123",,23,,1861
"20","213",,302,,22733
"20","2131",,302,,22733
"20","21311",,302,,22733
"20","22",,141,,10611
"20","221",,141,,10611
"20","23",,20473,,1094972
"20","236",,5046,,384223
"20","2361",,4331,,346018
"20","2362",,715,,38205
"20","237",,547,,64628
"20","2371",,56,,3003
"20","2372",,194,,41451
"20","23721",,194,,41451
"20","2373",,60,,3124
"20","23731",,60,,3124
"20","2379",,237,,17050
"20","23799",,237,,17050
"20","238",,14880,,646121
"20","2381",,2359,,122329
"20","2382",,2015,,92818
"20","23821",,872,,31741
"20","23822",,1027,,56599
"20","23829",,116,,4478
"20","2383",,5499,,211647
"20","2389",,5007,,219327
"20","311",,234,,7408
"20","3111",,16,,1499
"20","31111",,16,,1499
"20","3112",,12,,579
"20","3113",,11,,119
"20","3114",,17,,236
"20","3115",,6,,136
"20","3116",,23,,941
"20","31161",,23,,941
"20","3117","D",0,"D",0
"20","31171","D",0,"D",0
"20","3118",,84,,1920
"20","3119",,63,,1800
"20","312",,13,,1186
"20","313",,13,,148
"20","31-33",,2726,,106027
"20","314",,9,,742
"20","315",,179,,3843
"20","316",,43,,751
"20","3161",,13,,123
"20","31611",,13,,123
"20","3162",,3,,28
"20","31621",,3,,28
"20","3169",,27,,600
"20","31699",,27,,600
"20","321",,234,,7326
"20","322","S",0,"S",0
"20","323",,238,,7484
"20","3231",,238,,7484
"20","324",,41,,2038
"20","3241",,41,,2038
"20","325",,82,,3152
"20","3251",,9,,729
"20","3252","D",0,"D",0
"20","3253",,8,,639
"20","3254",,18,,383
"20","32541",,18,,383
"20","3255",,9,,345
"20","3256",,10,,161
"20","3259",,26,,878
"20","326",,36,,3039
"20","327",,76,,1843
"20","3271",,27,,198
"20","3272",,19,,655
"20","32721",,19,,655
"20","3273",,15,,426
"20","3274",,3,,36
"20","3279",,12,,528
"20","331",,52,,3265
"20","332",,411,,16660
"20","333",,170,,9254
"20","334",,59,,2374
"20","335",,51,,2757
"20","336",,41,,3672
"20","337",,111,,3996
"20","339",,626,,24998
"20","3391",,40,,2731
"20","33911",,40,,2731
"20","3399",,586,,22267
"20","42",,2983,,210072
"20","423",,1609,,132405
"20","4231",,138,,14749
"20","4232",,130,,7893
"20","4233",,57,,10494
"20","4234",,79,,7520
"20","4235",,33,,7019
"20","4236",,59,,6090
"20","4237",,44,,5697
"20","4238",,188,,23546
"20","4239",,881,,49397
"20","42391",,108,,7189
"20","42392",,76,,2682
"20","42393",,73,,4832
"20","42394",,150,,8334
"20","42399",,474,,26360
"20","424",,1166,,62322
"20","4241",,40,,3651
"20","4242",,27,,845
"20","42421",,27,,845
"20","4243",,157,,7263
"20","4244",,166,,10822
"20","4245",,70,,6176
"20","4246",,35,,2379
"20","4247",,37,,3236
"20","4248",,11,,406
"20","4249",,623,,27544
"20","42491",,73,,3322
"20","42492",,136,,3106
"20","42493",,38,,754
"20","42494",,4,,1022
"20","42495",,9,,411
"20","42499",,363,,18929
"20","425",,208,,15345
"20","4251",,208,,15345
"20","42511",,51,,1713
"20","42512",,157,,13632
"20","441",,1460,,226594
"20","4411",,862,,174842
"20","44112",,862,,174842
"20","4412",,292,,27883
"20","44121",,38,,1256
"20","44122",,254,,26627
"20","441221",,32,,2012
"20","441222",,6,,1210
"20","441229",,216,,23405
"20","4413",,306,,23869
"20","442",,333,,19851
"20","4421",,109,,5966
"20","44211",,109,,5966
"20","4422",,224,,13885
"20","443",,265,,16483
"20","4431",,265,,16483
"20","44311",,155,,9192
"20","443111",,67,,3199
"20","443112",,88,,5993
"20","44312",,100,,6171
