YEAR,STATE_CODE,COUNTY_CODE,VMT_TOTAL
2000,18,61,123519828.4
2000,18,63,421163746.9
2000,18,65,367034802.8
2000,18,67,230730598
2000,18,69,285743933.6
2000,18,71,388425892.3
2000,18,73,331982195.9
2000,18,75,50049936.36
2000,18,77,115785992.2
2000,18,79,103232580.2
2000,18,81,548118511
2000,18,83,154511002.9
2000,18,85,168118945.1
2000,18,87,208434789.4
2000,18,89,2558086912
2000,18,91,791672574.1
2000,18,93,206041599.6
2000,18,95,567941960.3
2000,18,97,6134432509
2000,18,99,221249291.2
2000,18,101,77555623.26
2000,18,103,209018757
2000,18,105,347123824.5
2000,18,107,204551635.5
2000,18,109,354655965.4
2000,18,111,122573103.5
2000,18,113,116088132.5
2000,18,117,75195318.54
2000,18,119,74358997.56
2000,18,123,123023440.9
2000,18,125,36947590.2
2000,18,127,861945313.5
2000,18,129,159016935
2000,18,131,25986775.92
2000,18,133,331825123.3
2000,18,135,95730396.36
2000,18,137,141153309.5
2000,18,139,56687291.46
2000,18,141,955553521
2000,18,143,181624279.2
2000,18,145,331498362.1
2000,18,147,123685330
2000,18,149,67686261.24
2000,18,151,402097321
2000,18,153,124479235.2
2000,18,157,764099177.2
2000,18,159,159769332.2
2000,18,161,23490827.94
2000,18,163,798775781.3
2000,18,165,167434883.7
2000,18,167,656442012
2000,18,169,70595503.74
2000,18,171,42848150.7
2000,18,173,242971047.1
2000,18,175,44876588.58
2000,18,177,528881810.9
2000,18,179,40460212.98
2000,18,181,257604056.5
2000,18,183,174906971.4
2000,19,1,173097760.2
2000,19,3,20270298.78
2000,19,5,4397790.12
2000,19,7,37371015.6
2000,19,9,21924713.94
2000,19,11,136701614.9
2000,19,13,451217664.1
2000,19,15,94800939.36
2000,19,17,125765846
2000,19,19,123764667.8
2000,19,21,48883974.19
2000,19,23,29829929.64
2000,19,25,22145016.66
2000,19,27,86540929.12
2000,19,29,190274597.7
2000,19,31,308982726.6
2000,19,33,263272913.4
2000,19,35,39305179.2
2000,19,37,64114291.56
2000,19,39,131955213.4
2000,19,41,63425132.96
2000,19,43,77596099.2
2000,19,45,188547370.5
2000,19,47,85841746.14
2000,19,49,367748517.4
2000,19,51,38544400.62
2000,19,53,108605925
2000,19,55,101023978.8
2000,19,57,144639089.8
2000,19,59,68852245.74
2000,19,61,306044463.6
2000,19,63,27906160.44
2000,19,65,85419659.2
2000,19,67,61407004.2
2000,19,69,178649211.6
2000,19,71,104618735.6
2000,19,73,43924684.8
2000,19,75,43180167.6
2000,19,77,5269093.38
2000,19,79,197504192
2000,19,81,33869237.4
2000,19,83,29554833.06
2000,19,85,185168231.6
2000,19,87,72948170.04
2000,19,89,40320115.5
2000,19,91,53712963.18
2000,19,93,36926084.04
2000,19,95,269146097.1
2000,19,97,45486721.56
2000,19,99,432038360.9
2000,19,101,60390614.88
2000,19,103,692399595.7
2000,19,105,73965975.78
2000,19,107,24202716.24
2000,19,109,70567135.08
2000,19,111,176714551.3
2000,19,113,798972157.5
2000,19,115,52236391.08
2000,19,117,42631625.1
2000,19,119,5107347
2000,19,121,46466225.4
2000,19,123,117027391
2000,19,125,115513095.3
2000,19,127,157296705.7
2000,19,129,148933963.3
2000,19,133,106787451.1
2000,19,135,51818250.72
2000,19,137,42048238.3
2000,19,139,169315388.1
2000,19,141,44035037.46
2000,19,143,21291515.64
2000,19,145,49408832.46
2000,19,147,29680242.96
2000,19,149,108886003.6
2000,19,151,20154672.06
2000,19,153,1920980832
2000,19,155,769771642.8
2000,19,157,272694159.7
2000,19,161,51844987.02
2000,19,163,777118925.6
2000,19,165,36980420.4
2000,19,167,102629145
2000,19,169,338608757.6
2000,19,171,108283453.4
2000,19,175,45486029.82
2000,19,179,118080479.2
2000,19,181,334743570.7
2000,19,183,136504502
2000,19,185,11653249.68
2000,19,187,122246591.3
2000,19,191,74884668.72
2000,19,193,404675292.4
2000,19,195,85418178
2000,19,197,53027675.76
2000,20,1,70155259.91
2000,20,3,51314352.9
2000,20,5,40933923.85
2000,20,9,112733786.5
2000,20,11,78759930.52
2000,20,13,69366069.11
2000,20,15,475222063.7
2000,20,17,131976521.9
2000,20,19,22664907.95
2000,20,21,118487295.5
2000,20,25,11224766.16
2000,20,27,15499851.12
2000,20,29,65084226.33
2000,20,31,106616615.1
2000,20,35,160926530.1
2000,20,37,101282304.2
2000,20,39,21085413.72
2000,20,41,143539115.3
2000,20,43,47741309.38
2000,20,45,477450490.5
2000,20,47,35931482.7
2000,20,51,191667529.6
2000,20,53,118180494.2
2000,20,55,170040813
2000,20,57,201572810.9
2000,20,59,239495635.2
2000,20,61,230712472.2
2000,20,63,124386615.2
2000,20,67,6672487.44
2000,20,69,48967473.06
2000,20,73,78895510.83
2000,20,75,27837542.76
2000,20,79,205880755.4
2000,20,81,30855576.93
2000,20,85,94436392.38
2000,20,87,85875222.33
2000,20,89,14293191.21
2000,20,91,2044883168
2000,20,93,33546121.62
2000,20,95,73163021.19
2000,20,97,55102283.81
2000,20,99,85862686.83
2000,20,103,251086700.4
2000,20,105,33048928.92
2000,20,107,46787957.7
2000,20,109,23205065.39
2000,20,111,251925454.9
2000,20,113,197836574.9
2000,20,115,50180099.87
2000,20,117,66383312.22
2000,20,119,39073556.1
2000,20,121,198272631
2000,20,123,27562050.9
2000,20,125,187252684.7
2000,20,127,8284876.65
2000,20,131,30681340.8
2000,20,133,38186712.48
2000,20,137,18755086.23
2000,20,139,143535254
2000,20,141,7892025.06
2000,20,143,58658296.62
2000,20,145,28847497.8
2000,20,147,38934118.88
2000,20,149,80162434.84
2000,20,151,95406025.2
2000,20,155,260107794.9
2000,20,157,51510038.46
2000,20,159,52755409.46
2000,20,161,207919483.3
2000,20,163,28927789.42
2000,20,165,25999016.42
2000,20,167,119931652.3
2000,20,169,390708792.2
2000,20,171,38523070.14
2000,20,173,1603376527
2000,20,175,94184648.43
2000,20,177,939172249.3
2000,20,179,6299696.31
2000,20,181,109414819.4
2000,20,183,25566995.88
2000,20,185,45869848.16
2000,20,191,226896610.8
2000,20,193,154247168.1
2000,20,195,109579757.7
2000,20,197,154179681.4
2000,20,201,19497553.83
2000,20,205,52883433.33
2000,20,207,44646814.15
2000,20,209,1022330836
2000,21,1,62267535.71
2000,21,3,32050518.25
2000,21,5,115642285.6
2000,21,7,51933760.69
2000,21,9,177679463.9
2000,21,11,90903243.95
2000,21,13,171094201.2
2000,21,15,762013867.7
2000,21,17,84191736.88
2000,21,19,285958551.6
2000,21,21,136367947.7
2000,21,23,55873785.46
2000,21,25,77429629.96
2000,21,27,51915888.17
2000,21,29,481013052.5
2000,21,31,57422533.12
2000,21,33,64035200.43
2000,21,35,98609880.86
2000,21,37,535778182
2000,21,39,13420538.51
2000,21,41,135494160.8
2000,21,43,199658447.5
2000,21,45,38213267.61
2000,21,47,442323642
2000,21,49,271682439.4
