ST,YEAR,FIPS_CODE,TMS_COUNT
17,2011,17169,1260.00000
36,2017,36043,18001.00000
36,2017,36109,71783.00000
6,2017,06065,420332.00000
24,2014,24027,222185.00000
29,2011,29005,0.00000
29,2011,29187,3795.00000
29,2011,29047,16579.00000
53,2015,53013,1279.00000
54,2015,54011,15892.00000
8,2005,08093,935.00000
46,2007,46013,0.00000
46,2007,46049,0.00000
47,2007,47151,295.00000
6,2008,06075,371087.00000
6,2010,06055,141680.00000
47,2011,47163,1128.00000
6,2018,06107,41578.00000
27,2018,27011,3279.00000
27,2018,27153,2784.00000
27,2018,27071,760.00000
27,2018,27029,1122.00000
27,2018,27099,3344.00000
27,2018,27059,4112.00000
16,2016,16051,4348.00000
17,2016,17047,387.00000
17,2016,17085,2214.00000
4,2013,04013,1301745.00000
51,2013,51153,513176.00000
51,2013,51093,328.00000
27,2007,27001,372.00000
28,2007,28007,0.00000
22,2013,22019,4248.00000
23,2013,23009,13734.00000
39,2017,39033,5681.00000
39,2017,39081,0.00000
22,2013,22039,1928.00000
36,2013,36021,25767.00000
39,2017,39175,2622.00000
5,2008,05083,342.00000
5,2008,05087,476.00000
5,2008,05039,360.00000
5,2008,05095,0.00000
37,2016,37061,3058.00000
37,2016,37131,240.00000
37,2016,37017,0.00000
38,2016,38025,780.00000
38,2016,38091,177.00000
39,2016,39103,16946.00000
39,2016,39153,132625.00000
39,2016,39161,0.00000
6,2015,06107,33544.00000
6,2015,06113,173758.00000
51,2016,51109,1614.00000
41,2010,41057,15048.00000
40,2013,40105,504.00000
40,2013,40001,230.00000
36,2014,36041,2468.00000
36,2014,36057,3328.00000
36,2014,36011,5640.00000
37,2014,37159,0.00000
13,2014,13277,0.00000
37,2014,37017,420.00000
45,2005,45069,0.00000
47,2005,47157,8294.00000
47,2005,47089,954.00000
12,2015,12131,20988.00000
54,2016,54089,0.00000
54,2016,54099,6193.00000
13,2016,13221,288.00000
13,2016,13001,0.00000
48,2009,48383,0.00000
48,2009,48435,0.00000
48,2009,48133,450.00000
48,2009,48263,90.00000
48,2009,48463,6210.00000
48,2009,48063,687.00000
48,2009,48371,192.00000
5,2009,05149,2124.00000
5,2009,05003,539.00000
6,2005,06025,12462.00000
26,2008,26109,0.00000
27,2008,27107,990.00000
29,2008,29023,0.00000
29,2008,29213,890.00000
48,2014,48197,34.00000
48,2014,48373,2980.00000
48,2014,48313,0.00000
30,2008,30093,6984.00000
30,2008,30101,5289.00000
31,2008,31101,0.00000
46,2009,46103,11776.00000
46,2009,46025,174.00000
47,2009,47107,0.00000
48,2013,48201,1377198.00000
48,2013,48033,0.00000
48,2013,48397,2915.00000
48,2013,48147,2259.00000
48,2013,48003,916.00000
48,2013,48031,0.00000
12,2014,12095,407565.00000
48,2016,48143,1136.00000
48,2016,48407,940.00000
34,2010,34011,29000.00000
35,2010,35007,1920.00000
35,2010,35039,891.00000
35,2010,35047,693.00000
29,2005,29219,230.00000
42,2006,42101,49773.00000
55,2017,55095,1690.00000
1,2017,01077,0.00000
12,2018,12086,1408570.00000
49,2016,49013,96.00000
12,2016,12111,13665.00000
19,2007,19043,3306.00000
48,2010,48273,1950.00000
29,2017,29045,240.00000
5,2016,05065,508.00000
28,2016,28121,0.00000
13,2015,13059,97590.00000
13,2015,13213,6920.00000
36,2018,36015,18534.00000
36,2018,36039,9840.00000
36,2018,36083,89292.00000
13,2008,13065,4526.00000
13,2008,13259,788.00000
13,2008,13281,546.00000
46,2008,46091,154.00000
46,2008,46071,920.00000
46,2008,46003,255.00000
40,2011,40023,270.00000
27,2006,27129,798.00000
27,2006,27123,733235.00000
13,2007,13079,2967.00000
13,2007,13319,2967.00000
13,2007,13313,19224.00000
15,2007,15003,1045661.00000
16,2007,16003,4394.00000
48,2018,48197,119.00000
13,2018,13105,975.00000
13,2018,13195,1170.00000
13,2018,13163,1104.00000
13,2018,13119,0.00000
20,2016,20083,0.00000
45,2017,45031,3760.00000
46,2017,46031,308.00000
47,2017,47125,40131.00000
42,2005,42085,2880.00000
29,2009,29147,240.00000
13,2009,13163,344.00000
12,2013,12033,46697.00000
13,2013,13149,171.00000
13,2013,13271,912.00000
13,2013,13307,244.00000
13,2013,13039,3322.00000
13,2013,13031,5796.00000
18,2016,18121,0.00000
18,2016,18153,0.00000
24,2009,24025,57045.00000
26,2007,26149,12903.00000
26,2007,26011,22526.00000
33,2007,,876.00000
42,2018,42055,4308.00000
22,2018,22023,0.00000
23,2018,23011,0.00000
36,2016,36069,9825.00000
36,2016,36123,1965.00000
36,2016,36107,6340.00000
21,2016,21163,3952.00000
21,2016,21151,0.00000
22,2018,22079,19305.00000
13,2010,13213,1416.00000
5,2011,05101,150.00000
5,2011,05097,726.00000
17,2013,17033,648.00000
17,2013,17073,0.00000
17,2013,17047,954.00000
17,2013,17091,32770.00000
48,2008,48359,92.00000
48,2008,48387,640.00000
48,2008,48391,274.00000
48,2008,48385,563.00000
8,2017,08047,734.00000
39,2018,39161,1332.00000
39,2018,39023,17160.00000
37,2006,37027,0.00000
48,2005,48341,968.00000
48,2005,48243,639.00000
37,2015,37045,1404.00000
37,2015,37027,0.00000
54,2009,54083,0.00000
54,2009,54005,0.00000
54,2009,54077,5096.00000
55,2009,55021,984.00000
54,2017,54059,0.00000
54,2017,54063,285.00000
54,2017,54067,665.00000
32,2012,32510,2464.00000
1,2013,01097,56797.00000
45,2015,45065,399.00000
26,2015,26097,1812.00000
26,2015,26109,2416.00000
48,2007,48083,660.00000
48,2007,48187,0.00000
48,2007,48375,5916.00000
42,2014,42125,24807.00000
1,2011,01095,2502.00000
41,2012,41009,5980.00000
39,2010,39085,15372.00000
48,2006,48257,15750.00000
48,2006,48473,0.00000
9,2006,09003,39156.00000
26,2016,26003,2376.00000
42,2017,42001,4715.00000
42,2017,42043,114135.00000
27,2013,27095,5306.00000
28,2013,28103,1137.00000
28,2013,28117,1560.00000
6,2012,06081,831607.00000
33,2008,33019,1330.00000
33,2008,33015,34134.00000
12,2017,12055,20433.00000
12,2017,12003,0.00000
47,2018,47133,84.00000
26,2016,26077,84152.00000
51,2015,51195,2288.00000
51,2015,51173,3798.00000
17,2015,17063,21370.00000
36,2012,36027,198890.00000
37,2012,37117,414.00000
37,2012,37053,504.00000
12,2009,12075,18050.00000
2,2010,02070,256.00000
2,2010,02150,640.00000
22,2007,22085,2296.00000
22,2007,22065,2500.00000
37,2009,37145,581.00000
38,2009,38077,948.00000
38,2009,38083,158.00000
21,2010,21119,2205.00000
21,2010,21105,461.00000
22,2010,22123,297.00000
2,2018,02185,399.00000
55,2013,55111,1508.00000
48,2015,48397,8899.00000
48,2015,48413,89.00000
48,2015,48235,89.00000
48,2015,48457,0.00000
48,2015,48161,217.00000
18,2015,18025,699.00000
2,2014,02105,34.00000
2,2014,02068,2696.00000
20,2007,20081,147.00000
20,2007,20095,768.00000
20,2007,20127,394.00000
21,2007,21121,1944.00000
29,2007,29135,1376.00000
55,2011,55105,14706.00000
54,2005,54089,128.00000
17,2018,17119,38515.00000
17,2018,17057,1980.00000
41,2016,41025,296.00000
42,2016,42079,49196.00000
18,2017,18019,19916.00000
18,2017,18105,84103.00000
18,2017,18103,540.00000
18,2017,18117,120.00000
40,2018,40069,0.00000
40,2018,40149,128.00000
21,2009,21193,0.00000
21,2009,21029,1602.00000
21,2009,21001,3871.00000
21,2009,21045,2765.00000
22,2009,22017,14175.00000
54,2014,54035,0.00000
39,2015,39081,2415.00000
39,2015,39067,780.00000
39,2015,39139,8820.00000
45,2016,45031,4112.00000
27,2010,27109,11121.00000
27,2010,27035,1616.00000
26,2011,26019,2448.00000
27,2011,27007,6870.00000
17,2012,17061,370.00000
48,2011,48087,96.00000
48,2011,48153,184.00000
48,2011,48299,852.00000
13,2017,13091,0.00000
13,2017,13257,790.00000
26,2006,26069,27210.00000
18,2005,18137,1512.00000
25,2005,25021,358300.00000
40,2017,40007,0.00000
22,2012,22037,380.00000
48,2012,48415,1472.00000
48,2012,48039,9292.00000
45,2012,45001,0.00000
29,2006,29173,390.00000
29,2006,29069,230.00000
29,2006,29081,492.00000
29,2006,29186,108.00000
5,2012,05041,770.00000
5,2012,05071,1998.00000
39,2006,39119,3952.00000
55,2006,55011,2715.00000
21,2006,21167,750.00000
24,2008,24001,2806.00000
25,2008,25025,3568694.00000
19,2011,19047,615.00000
19,2011,19075,312.00000
20,2011,20103,688.00000
20,2011,20081,12.00000
21,2011,21017,3474.00000
26,2017,26133,762.00000
26,2017,26053,2160.00000
26,2017,26131,1080.00000
26,2017,26115,5538.00000
26,2018,26045,11592.00000
40,2015,40023,350.00000
40,2015,40121,910.00000
27,2012,27003,174319.00000
27,2012,27165,1251.00000
27,2012,27109,115302.00000
29,2014,29003,2592.00000
29,2014,29099,1932.00000
30,2014,30027,608.00000
31,2014,31013,651.00000
29,2015,29083,0.00000
29,2015,29205,654.00000
30,2015,30039,107.00000
31,2015,31015,47.00000
31,2015,31107,648.00000
47,2015,47187,8843.00000
47,2015,47175,0.00000
19,2018,19069,0.00000
19,2018,19095,0.00000
20,2018,20007,80.00000
20,2018,20185,80.00000
20,2018,20019,170.00000
20,2018,20057,0.00000
21,2018,21079,888.00000
21,2018,21031,0.00000
21,2018,21213,0.00000
50,2012,50019,15260.00000
51,2012,51149,3458.00000
51,2012,51163,780.00000
51,2012,51029,1012.00000
16,2013,16043,2106.00000
5,2005,05003,0.00000
5,2005,05049,100.00000
22,2011,22123,0.00000
5,2017,05065,1536.00000
5,2017,05131,0.00000
40,2006,40145,31944.00000
40,2006,40041,0.00000
41,2006,41065,1424.00000
41,2006,41015,0.00000
1,2005,01015,8587.00000
1,2005,01123,660.00000
8,2010,08103,1788.00000
42,2012,42059,5274.00000
29,2016,29127,224.00000
29,2016,29213,2330.00000
35,2015,35019,0.00000
35,2015,35047,4872.00000
23,2015,23007,225.00000
24,2015,24001,3496.00000
5,2015,05081,0.00000
5,2015,05013,90.00000
50,2014,50017,4520.00000
51,2014,51071,11272.00000
51,2014,51685,5704.00000
34,2006,34035,176335.00000
31,2018,31159,196.00000
31,2018,31105,0.00000
40,2014,40111,0.00000
25,2009,25001,69214.00000
4,2008,04017,9703.00000
20,2014,20149,0.00000
28,2009,28033,0.00000
24,2018,24019,6750.00000
25,2018,25003,12441.00000
34,2005,34035,166970.00000
16,2006,16037,2595.00000
18,2018,18153,0.00000
18,2018,18165,0.00000
20,2005,20105,0.00000
21,2005,21025,441.00000
21,2005,21005,1075.00000
21,2005,21143,465.00000
48,2017,48055,0.00000
48,2017,48287,0.00000
48,2017,48295,98.00000
21,2014,21013,6966.00000
22,2014,22031,3458.00000
19,2017,19063,4396.00000
19,2017,19091,844.00000
5,2006,05047,1299.00000
5,2006,05017,288.00000
22,2006,22031,847.00000
18,2012,18093,5040.00000
18,2013,18175,3684.00000
19,2013,19009,297.00000
19,2013,19039,297.00000
19,2013,19181,9072.00000
35,2005,,5223.00000
13,2005,13243,496.00000
17,2005,17197,48174.00000
17,2005,17045,230.00000
17,2005,17169,1434.00000
2,2007,02275,158.00000
2,2007,02110,13362.00000
4,2007,04013,1233379.00000
18,2010,18135,792.00000
18,2010,18153,260.00000
18,2010,18033,6219.00000
42,2009,42019,308.00000
21,2015,21155,2142.00000
16,2009,16027,14496.00000
30,2007,30051,270.00000
30,2007,30021,393.00000
31,2007,31013,588.00000
31,2007,31055,97706.00000
5,2007,05101,156.00000
5,2007,05071,780.00000
54,2018,54065,3484.00000
55,2018,55083,715.00000
37,2011,37103,309.00000
37,2011,37173,670.00000
38,2011,38055,116.00000
2,2005,02050,177.00000
8,2012,08101,30867.00000
45,2010,45071,1744.00000
51,2018,51035,2646.00000
51,2018,51700,122056.00000
28,2018,28025,1640.00000
13,2006,13009,2052.00000
13,2006,13241,0.00000
13,2006,13185,2500.00000
13,2006,13013,0.00000
27,2015,27137,33200.00000
8,2015,08093,0.00000
5,2010,05125,1281.00000
5,2010,05133,400.00000
5,2010,05005,1773.00000
41,2017,41047,61951.00000
56,2013,56001,7460.00000
56,2013,56019,2674.00000
17,2014,17163,203550.00000
1,2008,01033,2576.00000
54,2008,54067,574.00000
32,2010,32033,8505.00000
35,2009,35009,11016.00000
35,2009,35059,918.00000
27,2014,27085,0.00000
27,2014,27061,5258.00000
37,2018,37063,122636.00000
37,2018,37139,3200.00000
38,2006,38017,0.00000
38,2006,38085,0.00000
1,2006,01067,0.00000
1,2006,01049,210.00000
28,2012,28161,1500.00000
28,2012,28131,0.00000
38,2012,38061,1857.00000
19,2012,19135,1317.00000
19,2012,19175,1756.00000
19,2012,19181,5568.00000
20,2012,20105,151.00000
20,2012,20159,150.00000
21,2012,21171,116.00000
21,2012,21005,0.00000
21,2012,21095,2046.00000
21,2012,21195,6213.00000
38,2007,38077,2838.00000
38,2007,38011,372.00000
38,2007,38089,1488.00000
54,2012,54023,0.00000
42,2013,42109,528.00000
45,2013,45071,1600.00000
19,2014,19011,889.00000
20,2017,20181,78.00000
20,2017,20195,39.00000
21,2017,21225,0.00000
21,2017,21027,3066.00000
46,2012,46101,0.00000
47,2012,47007,0.00000
1,2015,01119,0.00000
19,2015,19035,104.00000
19,2015,19045,10572.00000
5,2018,05063,0.00000
5,2018,05081,1124.00000
22,2005,22119,3520.00000
46,2016,46009,1458.00000
46,2016,46065,1620.00000
47,2016,47053,0.00000
40,2016,40037,2502.00000
40,2016,40015,0.00000
40,2010,40021,3438.00000
33,2017,33017,20850.00000
46,2018,46027,0.00000
51,2017,51143,10032.00000
51,2017,51520,1424.00000
51,2017,51595,2782.00000
51,2017,51775,10120.00000
51,2017,51157,754.00000
28,2017,28151,1672.00000
28,2017,28081,361.00000
27,2017,27139,47533.00000
27,2017,27045,3246.00000
18,2009,18031,1284.00000
18,2009,18069,11943.00000
38,2014,38015,5130.00000
19,2005,19089,633.00000
19,2005,19049,18663.00000
19,2005,19139,7360.00000
46,2013,46027,438.00000
19,2010,19067,1620.00000
11,2006,11001,4014760.00000
2,2006,02195,0.00000
1,2016,01063,519.00000
10,2017,10003,312805.00000
23,2017,23021,0.00000
53,2018,53003,5850.00000
38,2005,38039,848.00000
24,2006,24031,2519303.00000
29,2012,29159,506.00000
29,2012,29025,660.00000
29,2012,29059,0.00000
54,2006,54029,3944.00000
35,2006,35055,1134.00000
49,2017,49025,480.00000
38,2010,38013,265.00000
30,2016,30045,80.00000
31,2016,31019,3927.00000
31,2016,31081,0.00000
38,2008,38093,2472.00000
30,2010,30101,2322.00000
30,2010,30061,542.00000
31,2010,31167,632.00000
31,2010,31085,281.00000
29,2018,29035,152.00000
30,2018,30001,3426.00000
1,2009,01105,645.00000
1,2009,01093,4920.00000
1,2009,01099,2660.00000
2,2009,02275,184.00000
8,2013,08001,248245.00000
19,2019,19005,0.00000
19,2019,19151,444.00000
20,2019,20093,0.00000
21,2019,21105,58.00000
21,2019,21037,12325.00000
21,2019,21147,2508.00000
21,2019,21229,423.00000
22,2019,22067,632.00000
13,2019,13259,374.00000
13,2019,13125,16.00000
27,2019,27003,176473.00000
27,2019,27121,2148.00000
8,2019,08115,585.00000
9,2019,09001,1829683.00000
28,2019,28041,314.00000
28,2019,28015,0.00000
51,2019,51530,568.00000
51,2019,51680,26771.00000
51,2019,51081,3114.00000
53,2019,53005,3241.00000
54,2019,54041,305.00000
40,2019,40147,468.00000
42,2019,42071,78466.00000
42,2019,42129,69872.00000
49,2019,49057,51125.00000
12,2019,12043,3344.00000
12,2019,12111,29495.00000
12,2019,12023,276.00000
30,2019,30025,51.00000
31,2019,31127,0.00000
32,2019,32029,1351.00000
55,2019,55055,960.00000
18,2019,18105,72819.00000
34,2019,34041,9384.00000
37,2019,37167,0.00000
38,2019,38015,0.00000
39,2019,39035,1468733.00000
39,2019,39151,69358.00000
39,2019,39109,6846.00000
25,2019,25007,2060.00000
48,2019,48233,1960.00000
48,2019,48081,0.00000
48,2019,48117,1120.00000
48,2019,48097,1704.00000
48,2019,48055,648.00000
48,2019,48261,0.00000
47,2019,47043,150.00000
1,2019,01117,7968.00000
1,2019,01043,0.00000
4,2019,04011,177.00000
44,2019,44007,480141.00000
45,2019,45041,528.00000
46,2019,46055,115.00000
46,2019,46117,115.00000
46,2019,46041,230.00000
5,2019,05109,213.00000
5,2019,05093,1200.00000
5,2019,05139,0.00000
45,2020,45041,0.00000
46,2020,46041,438.00000
46,2020,46055,219.00000
46,2020,46117,219.00000
47,2020,47043,960.00000
48,2020,48055,2568.00000
48,2020,48261,0.00000
48,2020,48097,2104.00000
48,2020,48081,0.00000
48,2020,48233,259.00000
12,2020,12111,6635.00000
12,2020,12023,2160.00000
12,2020,12043,2088.00000
48,2020,48117,148.00000
42,2020,42129,50307.00000
42,2020,42071,50420.00000
21,2020,21147,0.00000
21,2020,21105,777.00000
21,2020,21229,0.00000
21,2020,21037,3025.00000
37,2020,37167,767.00000
38,2020,38015,0.00000
39,2020,39035,1083410.00000
39,2020,39151,90380.00000
39,2020,39109,294.00000
53,2020,53005,10288.00000
54,2020,54041,0.00000
55,2020,55055,2800.00000
51,2020,51081,1428.00000
51,2020,51530,5.00000
51,2020,51680,22173.00000
32,2020,32029,355.00000
34,2020,34041,13892.00000
5,2020,05139,680.00000
5,2020,05109,825.00000
5,2020,05093,684.00000
25,2020,25007,3630.00000
8,2020,08115,113.00000
9,2020,09001,1082815.00000
13,2020,13125,23.00000
13,2020,13259,404.00000
22,2020,22067,3288.00000
18,2020,18105,21359.00000
19,2020,19151,0.00000
19,2020,19005,500.00000
20,2020,20093,0.00000
1,2020,01117,0.00000
1,2020,01043,0.00000
27,2020,27121,1112.00000
27,2020,27003,57915.00000
28,2020,28041,1168.00000
28,2020,28015,0.00000
49,2020,49057,60275.00000
30,2020,30025,50.00000
31,2020,31127,0.00000
44,2020,44007,206709.00000
4,2020,04011,0.00000
40,2020,40147,2795.00000
28,2010,28053,714.00000
29,2011,29219,1175.00000
29,2011,29185,156.00000
30,2011,30047,12384.00000
36,2007,36113,12578.00000
55,2015,55101,57960.00000
55,2015,55089,11894.00000
53,2015,53001,6395.00000
55,2005,55123,756.00000
47,2007,47129,295.00000
6,2018,06101,6510.00000
27,2018,27009,11196.00000
36,2007,36015,108076.00000
55,2015,55103,110.00000
46,2007,46115,0.00000
47,2007,47019,1751.00000
16,2016,16011,7976.00000
35,2017,35009,0.00000
36,2017,36079,88540.00000
51,2013,51015,1339.00000
51,2013,51099,7385.00000
51,2013,51595,1422.00000
51,2013,51065,1036.00000
51,2013,51685,4306.00000
53,2013,53013,944.00000
27,2007,27077,2112.00000
42,2007,42055,15117.00000
42,2007,42025,4968.00000
22,2013,22115,14316.00000
35,2013,35053,1854.00000
35,2013,35037,0.00000
36,2013,36007,116427.00000
36,2013,36057,14496.00000
37,2017,37043,0.00000
37,2017,37089,0.00000
39,2017,39139,18690.00000
35,2013,35041,0.00000
36,2013,36115,7106.00000
37,2017,37117,0.00000
37,2016,37113,405.00000
38,2016,38027,692.00000
38,2016,38017,22704.00000
39,2016,39133,14385.00000
6,2016,06105,0.00000
6,2015,06091,695.00000
51,2016,51710,335938.00000
51,2016,51199,12375.00000
51,2016,51735,3300.00000
51,2016,51193,1468.00000
51,2016,51085,9154.00000
34,2009,34025,631106.00000
42,2010,42033,1180.00000
6,2014,06099,21676.00000
13,2014,13273,88.00000
13,2014,13315,2164.00000
36,2014,36027,380617.00000
36,2014,36079,100757.00000
46,2005,46081,1025.00000
42,2015,42029,198929.00000
12,2015,12071,77889.00000
54,2016,54049,5292.00000
55,2016,55063,6075.00000
13,2016,13075,0.00000
13,2016,13015,0.00000
48,2009,48327,0.00000
48,2009,48049,1080.00000
48,2009,48013,0.00000
6,2005,06005,2097.00000
26,2005,26089,2611.00000
26,2005,26045,45360.00000
27,2005,27137,47499.00000
27,2005,27033,1248.00000
48,2014,48033,159.00000
48,2014,48219,98.00000
48,2014,48063,132.00000
13,2016,13211,0.00000
48,2009,48447,90.00000
29,2008,29129,494.00000
4,2009,04015,26058.00000
31,2008,31037,636.00000
31,2008,31129,0.00000
48,2013,48245,8668.00000
48,2013,48301,229.00000
48,2013,48341,496.00000
48,2013,48273,0.00000
12,2014,12007,460.00000
12,2014,12063,0.00000
20,2015,20153,180.00000
48,2016,48037,972.00000
48,2016,48013,0.00000
48,2016,48065,134.00000
48,2016,48077,369.00000
48,2016,48481,4235.00000
28,2005,,435.00000
28,2005,28091,2604.00000
28,2005,28107,0.00000
28,2005,28029,462.00000
29,2005,29067,5130.00000
42,2006,42067,450.00000
12,2018,12123,985.00000
12,2018,12095,264195.00000
13,2015,13243,278.00000
35,2018,35059,47.00000
35,2018,35061,0.00000
12,2008,12029,3784.00000
13,2008,13019,3936.00000
13,2008,13045,16830.00000
13,2008,13125,84.00000
42,2008,42113,288.00000
46,2008,46065,1840.00000
28,2011,28029,1596.00000
39,2011,39049,45922.00000
40,2011,40007,870.00000
40,2011,40073,1160.00000
17,2006,17019,268793.00000
6,2007,06013,131691.00000
27,2006,27143,532.00000
48,2018,48205,501.00000
48,2018,48039,1962.00000
13,2018,13175,0.00000
13,2018,13129,459.00000
48,2018,48483,1002.00000
20,2016,20119,0.00000
46,2017,46135,365.00000
47,2017,47049,0.00000
26,2013,26085,352.00000
26,2013,26011,791.00000
26,2013,26017,9234.00000
21,2013,21237,850.00000
29,2009,29011,669.00000
30,2009,30111,48696.00000
31,2009,31155,0.00000
31,2009,31157,748.00000
31,2009,31163,100.00000
13,2009,13113,1500.00000
13,2009,13127,1472.00000
12,2013,12129,1960.00000
13,2013,13199,228.00000
13,2013,13257,0.00000
13,2013,13053,4670.00000
13,2013,13299,3987.00000
31,2009,31031,136.00000
18,2006,18093,1710.00000
18,2006,18171,0.00000
19,2007,19039,282.00000
19,2007,19005,2755.00000
27,2009,27077,654.00000
48,2010,48017,99.00000
48,2010,48125,99.00000
48,2010,48131,933.00000
48,2010,48377,438.00000
48,2010,48009,411.00000
48,2010,48111,182.00000
48,2010,48211,91.00000
48,2010,48073,3084.00000
29,2017,29027,1664.00000
29,2017,29205,240.00000
29,2017,29157,895.00000
29,2017,29141,165.00000
6,2011,06013,125374.00000
5,2016,05031,2363.00000
5,2016,05079,0.00000
5,2016,05033,1474.00000
28,2016,28065,990.00000
23,2007,23021,7200.00000
39,2007,39007,12350.00000
40,2007,40073,2812.00000
39,2009,39129,7787.00000
17,2007,17193,390.00000
17,2007,17125,1212.00000
16,2008,16083,14630.00000
21,2010,21129,1323.00000
21,2010,21085,728.00000
21,2010,21121,0.00000
22,2010,22003,1250.00000
22,2010,22053,1176.00000
1,2018,01007,176.00000
2,2018,02282,133.00000
55,2013,55045,3488.00000
48,2015,48129,422.00000
48,2015,48349,310.00000
18,2015,18075,749.00000
18,2015,18163,89817.00000
18,2015,18007,702.00000
13,2011,13111,1075.00000
13,2011,13017,4830.00000
6,2013,06107,40714.00000
39,2013,39155,16758.00000
1,2014,01027,968.00000
20,2007,20167,608.00000
21,2007,21129,1095.00000
29,2007,29161,0.00000
29,2007,29039,1899.00000
54,2011,54101,675.00000
55,2011,55011,1950.00000
55,2011,55053,1950.00000
55,2014,55101,44685.00000
18,2016,18171,0.00000
19,2016,19059,3140.00000
19,2016,19183,395.00000
19,2016,19073,60.00000
24,2009,24047,11560.00000
26,2007,26121,7052.00000
34,2007,34031,564383.00000
45,2018,45037,0.00000
22,2018,22087,8640.00000
35,2016,35039,3924.00000
35,2016,35051,1276.00000
36,2016,36065,40090.00000
21,2016,21035,3843.00000
18,2011,,7276.00000
18,2011,18101,1260.00000
18,2011,18061,546.00000
5,2011,05061,786.00000
17,2013,17049,6648.00000
48,2008,48055,120.00000
48,2008,48213,0.00000
48,2008,48319,0.00000
48,2008,48507,2252.00000
8,2017,08123,69485.00000
8,2017,08115,44.00000
9,2017,09015,11500.00000
39,2018,39019,0.00000
39,2018,39101,3006.00000
39,2005,39121,1263.00000
48,2005,48381,2755.00000
48,2005,48365,2658.00000
48,2005,48421,242.00000
36,2015,36123,2525.00000
37,2015,37105,4927.00000
37,2015,37009,4602.00000
37,2015,37035,0.00000
37,2015,37049,2079.00000
34,2016,34013,2868391.00000
55,2009,55045,3088.00000
55,2009,55049,2316.00000
55,2009,55011,1520.00000
31,2012,31173,684.00000
32,2012,32017,6786.00000
1,2013,01131,800.00000
1,2013,01125,28981.00000
26,2015,26061,3012.00000
39,2012,39157,3990.00000
39,2012,39047,1351.00000
40,2009,40139,0.00000
48,2007,48437,468.00000
48,2007,48487,80.00000
26,2014,26161,396272.00000
26,2014,26033,8096.00000
26,2014,26009,3232.00000
42,2014,42071,94970.00000
17,2010,17033,0.00000
17,2010,17153,690.00000
17,2010,17167,101919.00000
1,2011,01063,1551.00000
1,2011,01115,3029.00000
48,2006,48019,2070.00000
42,2017,42071,40960.00000
42,2017,42117,1980.00000
27,2013,27015,6064.00000
27,2013,27023,3032.00000
27,2013,27059,6064.00000
28,2013,28063,708.00000
6,2012,06045,17304.00000
6,2012,06077,115917.00000
47,2018,47003,1782.00000
47,2018,47045,0.00000
47,2018,47165,0.00000
51,2015,51059,2155245.00000
51,2015,51181,954.00000
17,2015,17193,3220.00000
36,2012,36113,3724.00000
31,2011,31015,49.00000
31,2011,31127,48.00000
31,2011,31099,0.00000
13,2012,13071,1480.00000
13,2012,13279,0.00000
13,2012,13113,19440.00000
37,2013,37045,4188.00000
37,2013,37095,0.00000
37,2013,37035,4433.00000
38,2013,38069,158.00000
20,2013,20167,0.00000
20,2013,20193,0.00000
20,2013,20045,20218.00000
20,2013,20129,48.00000
29,2013,29053,730.00000
29,2013,29093,128.00000
31,2013,31173,148.00000
45,2014,45025,1870.00000
46,2014,46047,466.00000
46,2014,46075,233.00000
47,2014,47033,300.00000
17,2018,17113,32472.00000
17,2018,17175,0.00000
22,2016,22011,2303.00000
22,2016,22117,1716.00000
22,2016,22021,435.00000
22,2016,22019,8366.00000
41,2016,41013,600.00000
1,2012,01027,1084.00000
1,2012,01079,2115.00000
17,2017,17013,106.00000
17,2017,17055,4728.00000
17,2017,17181,1165.00000
17,2017,17005,4992.00000
18,2017,18059,1320.00000
18,2017,18159,460.00000
18,2017,18013,0.00000
21,2009,21047,0.00000
22,2009,22035,318.00000
39,2015,39157,3276.00000
45,2016,45001,3492.00000
45,2016,45043,1890.00000
27,2010,27151,2356.00000
27,2010,27143,904.00000
27,2011,27097,4920.00000
17,2012,17139,2580.00000
17,2012,17147,2580.00000
17,2012,17177,4446.00000
48,2012,48227,0.00000
56,2011,56033,13068.00000
55,2006,55083,2794.00000
20,2006,20155,9520.00000
20,2006,20087,356.00000
24,2008,24027,195125.00000
19,2011,19007,585.00000
20,2011,20155,867.00000
20,2011,20037,1298.00000
21,2011,21103,2000.00000
21,2011,21189,196.00000
48,2011,48407,644.00000
48,2011,48411,284.00000
16,2018,16049,75.00000
29,2015,29125,819.00000
29,2015,29001,1526.00000
30,2015,30063,26000.00000
31,2015,31127,388.00000
31,2015,31165,47.00000
46,2015,46075,190.00000
47,2015,47089,1287.00000
47,2015,47093,81340.00000
47,2015,47105,1050.00000
47,2015,47079,693.00000
22,2012,22063,850.00000
24,2012,24011,4239.00000
29,2006,29203,1540.00000
54,2010,54019,1788.00000
54,2010,54043,210.00000
54,2010,54039,0.00000
55,2010,55117,14310.00000
37,2005,37177,0.00000
37,2005,37173,365.00000
37,2005,37011,0.00000
41,2006,41037,534.00000
41,2006,41055,178.00000
1,2005,01117,864.00000
1,2005,01017,594.00000
49,2013,49027,99.00000
29,2016,29175,642.00000
29,2016,29119,932.00000
35,2015,35028,2784.00000
39,2014,39157,8106.00000
23,2015,23009,2232.00000
24,2015,24043,10848.00000
26,2017,26033,2528.00000
26,2017,26139,31942.00000
26,2018,26047,6264.00000
26,2018,26005,1850.00000
40,2017,40025,0.00000
