ST,YEAR,FIPS_CODE,TMS_COUNT
18,2011,18075,1862.00000
18,2011,18033,3384.00000
47,2008,47189,12096.00000
47,2008,47123,7567.00000
48,2008,48253,1494.00000
48,2008,48413,0.00000
48,2008,48441,608.00000
48,2009,48419,1548.00000
48,2009,48169,24.00000
48,2009,48269,24.00000
6,2017,06015,0.00000
6,2017,06031,0.00000
8,2017,08045,10890.00000
37,2006,37125,4824.00000
37,2006,37013,6182.00000
6,2018,06099,55658.00000
48,2008,48271,563.00000
39,2018,39089,3456.00000
39,2015,39165,7791.00000
4,2015,04005,18732.00000
5,2015,05149,0.00000
6,2015,06047,56872.00000
48,2014,48429,0.00000
48,2014,48097,0.00000
48,2014,48465,0.00000
48,2014,48163,915.00000
41,2015,41051,1533781.00000
41,2015,41063,165.00000
34,2016,34033,16325.00000
8,2016,08069,124919.00000
8,2016,08015,0.00000
13,2015,13141,494.00000
13,2015,13263,417.00000
16,2015,16059,405.00000
48,2014,48179,532.00000
48,2017,48381,0.00000
48,2017,48013,0.00000
48,2017,48363,882.00000
48,2017,48397,3850.00000
51,2018,51515,152.00000
53,2018,53005,16315.00000
54,2018,54053,5040.00000
54,2018,54101,0.00000
54,2018,54027,4355.00000
37,2005,37191,44330.00000
37,2005,37157,0.00000
37,2005,37145,427.00000
37,2005,37141,3792.00000
37,2005,37105,4186.00000
22,2006,22115,4488.00000
24,2006,24025,48611.00000
5,2007,05067,830.00000
26,2017,26061,3240.00000
26,2017,26039,805.00000
6,2005,,697560.00000
39,2010,39119,4560.00000
39,2010,39107,0.00000
48,2006,48311,103.00000
26,2016,26025,7917.00000
26,2013,26013,1257.00000
26,2013,26115,92976.00000
26,2013,26111,6498.00000
27,2013,27073,2274.00000
28,2013,28045,1120.00000
48,2013,48269,15.00000
48,2013,48503,256.00000
48,2013,48051,880.00000
34,2008,34023,892127.00000
12,2017,12011,505318.00000
12,2017,12069,9048.00000
47,2018,47175,0.00000
48,2018,48125,0.00000
48,2018,48407,3156.00000
48,2018,48159,216.00000
48,2018,48187,0.00000
48,2018,48037,2880.00000
48,2018,48319,146.00000
48,2018,48443,0.00000
48,2018,48311,23.00000
5,2018,05137,0.00000
48,2005,48317,210.00000
48,2005,48113,716549.00000
48,2005,48093,456.00000
48,2005,48383,105.00000
48,2005,48065,484.00000
48,2005,48443,639.00000
50,2005,50005,2190.00000
50,2005,50023,4161.00000
47,2006,47171,784.00000
37,2011,37125,12996.00000
37,2011,37121,364.00000
37,2011,37075,402.00000
37,2011,37033,3360.00000
37,2011,37055,1672.00000
8,2007,08001,227374.00000
28,2012,28007,3000.00000
28,2012,28071,330.00000
29,2012,29195,368.00000
31,2012,31003,1026.00000
55,2012,55099,2640.00000
48,2005,48139,8494.00000
29,2012,29169,369.00000
6,2009,06017,22618.00000
36,2014,36113,19114.00000
17,2009,17141,2794.00000
37,2010,37195,43909.00000
29,2016,29019,10527.00000
29,2016,29027,2432.00000
29,2016,29153,778.00000
22,2016,22071,707254.00000
22,2016,22099,1210.00000
23,2016,23005,83299.00000
38,2008,38045,824.00000
38,2008,38001,0.00000
39,2008,39113,23314.00000
28,2009,28141,744.00000
29,2010,29153,1000.00000
29,2010,29129,0.00000
29,2010,29181,660.00000
31,2010,31041,1804.00000
31,2010,31087,281.00000
29,2018,29077,12540.00000
29,2018,29167,196.00000
30,2018,30033,433.00000
30,2018,30107,390.00000
31,2018,31107,273.00000
37,2008,37167,455.00000
28,2009,28003,1302.00000
55,2006,55115,5159.00000
55,2006,55081,4887.00000
55,2006,55121,4344.00000
50,2017,50001,8300.00000
51,2017,51790,636.00000
51,2017,51730,15301.00000
51,2017,51169,258.00000
17,2007,17077,0.00000
48,2007,48451,3800.00000
48,2007,48481,0.00000
48,2007,48115,0.00000
48,2007,48275,440.00000
48,2015,48151,212.00000
48,2015,48253,636.00000
48,2015,48425,132.00000
48,2015,48319,178.00000
48,2015,48341,844.00000
41,2013,41059,3405.00000
27,2014,27095,12922.00000
21,2006,21215,256.00000
21,2006,21111,367281.00000
21,2006,21097,7075.00000
18,2007,18111,1428.00000
18,2007,18029,880.00000
18,2007,18087,2800.00000
19,2007,19175,376.00000
42,2007,42093,2636.00000
42,2007,42097,15816.00000
2,2009,02105,368.00000
37,2016,37007,486.00000
37,2016,37141,2560.00000
37,2016,37015,1540.00000
55,2016,55081,3276.00000
55,2016,55093,2912.00000
55,2016,55099,3066.00000
28,2018,28037,312.00000
28,2018,28137,0.00000
12,2018,12041,1650.00000
12,2018,12015,16731.00000
48,2010,48303,24366.00000
48,2010,48493,594.00000
21,2012,21033,555.00000
22,2012,22119,5621.00000
53,2015,53061,519609.00000
37,2012,37033,0.00000
4,2010,04021,1316.00000
51,2016,51171,1449.00000
51,2016,51730,7700.00000
51,2016,51510,816354.00000
53,2016,53033,3922472.00000
17,2006,17165,702.00000
17,2006,17023,1448.00000
17,2006,17149,1800.00000
19,2006,19023,1715.00000
27,2009,27063,3316.00000
27,2009,27151,4296.00000
27,2009,27017,1920.00000
30,2017,30037,297.00000
28,2016,28093,84.00000
28,2016,28033,1947.00000
39,2012,39069,1267.00000
39,2012,39027,4392.00000
39,2012,39137,2310.00000
40,2009,40077,0.00000
40,2009,40025,0.00000
41,2009,41041,7740.00000
41,2009,41001,0.00000
8,2009,08059,335558.00000
42,2014,42001,14490.00000
1,2011,01047,7755.00000
1,2011,01065,3102.00000
41,2012,41069,375.00000
37,2014,37115,0.00000
37,2014,37123,0.00000
35,2015,35009,0.00000
24,2014,24037,56916.00000
39,2014,39001,1710.00000
39,2014,39033,3718.00000
6,2013,06007,21618.00000
37,2013,37063,189516.00000
37,2013,37141,0.00000
55,2015,55087,18520.00000
42,2008,42005,3363.00000
42,2008,42023,208.00000
33,2015,33017,40900.00000
34,2007,34017,3802638.00000
23,2008,23023,1530.00000
29,2009,29005,96.00000
29,2009,29135,2620.00000
20,2015,20121,9088.00000
20,2015,20017,387.00000
21,2015,21239,2616.00000
24,2005,24023,861.00000
13,2009,13195,2520.00000
13,2009,13033,516.00000
42,2010,42117,0.00000
45,2010,45003,2673.00000
46,2010,46097,0.00000
46,2010,46007,500.00000
27,2018,27119,4050.00000
27,2018,27125,810.00000
13,2006,13061,578.00000
13,2006,13307,1156.00000
48,2012,48221,0.00000
48,2012,48071,0.00000
8,2015,08125,1234.00000
9,2015,09003,469645.00000
55,2014,55113,2202.00000
47,2014,47115,228.00000
47,2014,47175,0.00000
27,2015,27039,4685.00000
27,2015,27011,1779.00000
8,2015,08115,617.00000
28,2010,28113,0.00000
28,2010,28159,0.00000
30,2011,30029,3040.00000
30,2011,30095,783.00000
30,2011,30087,1192.00000
8,2008,08013,236082.00000
8,2008,08015,3750.00000
54,2015,54085,387.00000
47,2007,47101,730.00000
6,2008,06019,54993.00000
46,2011,46067,105.00000
47,2011,47005,405.00000
47,2011,47141,450.00000
8,2018,08087,0.00000
8,2018,08125,0.00000
36,2017,36117,16583.00000
24,2010,24025,18971.00000
13,2011,13297,570.00000
13,2011,13117,26190.00000
13,2011,13027,4830.00000
12,2015,12111,11930.00000
36,2016,36051,1350.00000
36,2016,36121,990.00000
45,2018,45051,13744.00000
45,2014,45055,4080.00000
46,2014,46005,3282.00000
46,2014,46007,466.00000
17,2018,17131,660.00000
17,2018,17001,4716.00000
21,2016,21013,1953.00000
21,2016,21119,0.00000
37,2015,37005,186.00000
37,2015,37167,0.00000
35,2016,35053,1914.00000
54,2009,54037,21375.00000
55,2017,55017,8276.00000
1,2013,01017,0.00000
1,2013,01015,6386.00000
1,2013,01081,29025.00000
4,2013,04011,975.00000
36,2005,36043,6714.00000
40,2006,40047,3960.00000
40,2006,40111,6200.00000
8,2010,08045,9834.00000
44,2012,44003,43368.00000
45,2012,45031,2224.00000
45,2012,45047,0.00000
18,2017,18043,8860.00000
26,2018,26027,737.00000
4,2006,04019,318640.00000
39,2011,39097,13572.00000
51,2012,51181,988.00000
51,2012,51051,1228.00000
51,2012,51660,5467.00000
51,2012,51135,1012.00000
53,2012,53073,94486.00000
39,2016,39165,4206.00000
40,2013,40065,936.00000
13,2014,13009,6597.00000
13,2014,13287,0.00000
13,2014,13189,100.00000
20,2005,20159,216.00000
20,2005,20133,0.00000
21,2005,21145,2295.00000
21,2005,21027,1554.00000
21,2005,21095,0.00000
18,2015,18117,3246.00000
18,2015,18121,1232.00000
17,2011,17003,3208.00000
20,2014,20023,0.00000
21,2014,21095,8514.00000
27,2010,27137,49370.00000
27,2010,27033,3080.00000
27,2010,27097,808.00000
27,2010,27053,488298.00000
27,2010,27039,3425.00000
47,2009,47143,1596.00000
34,2005,34001,406801.00000
48,2016,48051,0.00000
48,2016,48309,11337.00000
48,2016,48069,201.00000
48,2016,48001,0.00000
48,2016,48273,0.00000
48,2016,48043,0.00000
19,2018,19083,0.00000
20,2016,20117,908.00000
46,2017,46009,0.00000
46,2017,46073,0.00000
27,2005,27029,2748.00000
27,2005,27057,6412.00000
27,2005,27091,1872.00000
28,2005,28079,3510.00000
28,2005,28117,0.00000
28,2005,28073,3472.00000
21,2013,21149,1998.00000
21,2013,21011,840.00000
21,2013,21121,0.00000
21,2013,21187,3297.00000
21,2013,21131,1275.00000
22,2013,22075,0.00000
13,2013,13001,1520.00000
13,2013,13103,4830.00000
48,2011,48445,276.00000
18,2005,18093,3060.00000
18,2005,18033,2169.00000
18,2005,18103,2080.00000
19,2005,19127,1410.00000
34,2011,34013,2442325.00000
34,2011,34037,34071.00000
34,2011,34015,92329.00000
13,2017,13101,98.00000
13,2017,13177,1455.00000
13,2017,13111,1560.00000
13,2017,13207,1150.00000
40,2017,40049,360.00000
40,2017,40117,390.00000
38,2011,38063,80.00000
38,2011,38051,183.00000
38,2011,38023,58.00000
4,2005,04003,1952.00000
35,2005,35009,7452.00000
47,2013,47171,0.00000
9,2014,09015,9825.00000
37,2009,37169,0.00000
21,2009,21115,3378.00000
21,2009,21099,1020.00000
21,2009,21137,0.00000
22,2009,22065,530.00000
26,2011,26149,14297.00000
22,2010,22009,0.00000
22,2010,22065,495.00000
22,2010,22071,8792.00000
22,2010,22073,8960.00000
13,2012,13107,420.00000
13,2012,13185,1150.00000
13,2012,13051,111576.00000
13,2012,13295,1235.00000
31,2013,31117,106.00000
1,2014,01103,19035.00000
1,2014,01055,3540.00000
37,2018,37167,0.00000
37,2018,37155,4276.00000
37,2018,37141,2912.00000
37,2018,37037,2587.00000
37,2018,37027,0.00000
17,2016,17019,371047.00000
17,2016,17071,1212.00000
17,2016,17145,1734.00000
17,2016,17173,2418.00000
17,2016,17123,2980.00000
18,2016,18103,940.00000
18,2016,18159,904.00000
51,2013,51069,0.00000
51,2013,51105,942.00000
51,2013,51680,36233.00000
51,2013,51045,322.00000
27,2007,27027,9503.00000
27,2007,27061,682.00000
28,2007,28011,1936.00000
37,2017,37015,0.00000
37,2017,37075,150.00000
38,2017,38051,179.00000
39,2017,39153,124038.00000
39,2017,39159,470.00000
39,2017,39079,1407.00000
39,2017,39107,558.00000
37,2017,37041,0.00000
18,2012,18085,2660.00000
18,2012,18057,3689.00000
19,2013,19135,297.00000
19,2013,19111,6446.00000
20,2013,20081,48.00000
20,2013,20197,0.00000
20,2013,20001,1880.00000
13,2005,13145,1240.00000
13,2005,13125,0.00000
13,2005,13149,378.00000
13,2005,13241,750.00000
16,2005,16057,1449.00000
17,2005,17159,850.00000
17,2005,17055,12228.00000
17,2005,17041,230.00000
2,2007,02170,8904.00000
18,2010,18053,1504.00000
18,2010,18131,568.00000
19,2016,19143,1256.00000
19,2016,19103,81648.00000
35,2012,35025,6354.00000
20,2018,20079,0.00000
20,2018,20111,1360.00000
21,2011,21235,696.00000
22,2011,22085,2730.00000
22,2011,22039,8768.00000
23,2011,23005,13609.00000
23,2011,23003,1224.00000
5,2017,05135,1536.00000
5,2017,05011,0.00000
5,2017,05029,336.00000
13,2018,13219,1170.00000
13,2018,13029,77.00000
13,2018,13005,0.00000
42,2016,42089,88308.00000
1,2012,01019,1626.00000
2,2012,02185,405.00000
2,2012,02275,135.00000
2,2012,02130,4576.00000
4,2012,04005,50484.00000
27,2012,27023,888.00000
27,2012,27141,11957.00000
38,2012,38015,3686.00000
38,2012,38037,619.00000
19,2012,19045,768.00000
19,2012,19195,1581.00000
20,2012,20173,54899.00000
54,2012,54051,7920.00000
5,2012,05109,1332.00000
5,2012,05129,0.00000
20,2006,20135,260.00000
20,2006,20117,292.00000
20,2006,20133,460.00000
55,2007,55029,7140.00000
19,2011,,112.00000
19,2011,19019,25224.00000
20,2011,20131,591.00000
16,2018,16053,3030.00000
25,2017,25025,5278596.00000
45,2005,45089,770.00000
50,2011,50007,65485.00000
31,2011,31103,49.00000
31,2011,31157,539.00000
38,2013,38055,326.00000
38,2013,38103,158.00000
38,2013,38047,0.00000
56,2007,56001,21780.00000
35,2008,35041,3400.00000
5,2010,05111,497.00000
55,2013,55069,2540.00000
16,2014,16071,935.00000
16,2014,16081,360.00000
16,2014,16085,1137.00000
40,2005,40025,0.00000
29,2006,29089,2616.00000
54,2010,54105,136.00000
56,2010,56019,1384.00000
2,2014,02270,17.00000
20,2007,20119,294.00000
20,2007,20145,512.00000
21,2007,21143,0.00000
21,2007,21095,2673.00000
22,2007,22003,320.00000
22,2007,22081,656.00000
29,2007,29067,2526.00000
54,2011,54099,36520.00000
54,2011,54085,597.00000
13,2008,13183,861.00000
13,2008,13119,975.00000
13,2008,13263,1182.00000
16,2008,16085,6873.00000
4,2018,04013,1007702.00000
4,2018,04009,0.00000
4,2018,04001,6416.00000
54,2013,54003,14322.00000
29,2015,29021,7675.00000
29,2015,29159,363.00000
29,2015,29215,108.00000
29,2015,29219,920.00000
30,2015,30079,181.00000
30,2015,30045,113.00000
31,2015,31055,156919.00000
31,2015,31155,0.00000
31,2015,31159,776.00000
31,2015,31049,47.00000
31,2015,31085,379.00000
46,2015,46009,2780.00000
47,2015,47075,0.00000
22,2008,22119,1650.00000
54,2016,54053,3378.00000
13,2016,13131,588.00000
27,2008,,12407.00000
29,2008,29197,190.00000
29,2008,29105,2292.00000
21,2008,21039,1665.00000
21,2008,21067,106459.00000
1,2006,01057,2900.00000
1,2006,01017,972.00000
1,2006,01037,324.00000
32,2005,32009,4083.00000
8,2012,08119,546.00000
8,2012,08063,624.00000
33,2012,33019,1820.00000
28,2015,28079,770.00000
50,2013,50027,1080.00000
12,2014,12111,4100.00000
12,2014,12019,2220.00000
12,2014,12089,0.00000
50,2007,50021,1200.00000
29,2014,29063,1296.00000
29,2014,29069,3050.00000
29,2014,29179,190.00000
29,2014,29059,564.00000
29,2014,29187,957.00000
31,2014,31057,105.00000
31,2014,31079,0.00000
19,2015,19155,48330.00000
19,2015,19111,1408.00000
46,2009,46129,348.00000
18,2009,18045,0.00000
20,2009,20095,303.00000
20,2009,20047,202.00000
20,2009,20037,396.00000
28,2006,28135,572.00000
1,2016,01051,4020.00000
1,2016,01021,945.00000
49,2015,49031,381.00000
46,2008,46105,1156.00000
54,2008,54065,5808.00000
46,2016,46073,729.00000
47,2016,47045,0.00000
47,2016,47171,544.00000
40,2010,40059,1282.00000
30,2008,30085,2073.00000
30,2008,30049,12222.00000
30,2008,30045,1763.00000
31,2008,31125,212.00000
31,2008,31135,0.00000
46,2006,46113,132.00000
1,2017,01059,0.00000
46,2013,46021,21.00000
19,2010,19151,57.00000
19,2010,19075,576.00000
20,2010,20077,0.00000
20,2010,20093,240.00000
1,2008,01079,900.00000
8,2014,08041,54691.00000
19,2008,19061,137202.00000
20,2008,20073,1029.00000
27,2016,27121,2464.00000
27,2016,27117,1610.00000
46,2018,46103,9729.00000
46,2018,46029,0.00000
46,2018,46089,0.00000
28,2017,28103,180.00000
28,2017,28107,0.00000
19,2014,19089,786.00000
20,2017,20203,39.00000
20,2017,20041,0.00000
21,2017,21067,129470.00000
21,2017,21077,2048.00000
21,2017,21071,7140.00000
21,2017,21135,592.00000
46,2012,46069,137.00000
46,2012,46117,137.00000
47,2012,47029,0.00000
40,2008,40065,3928.00000
40,2008,40091,7044.00000
38,2006,38035,9072.00000
30,2006,30047,1880.00000
31,2006,31031,206.00000
56,2012,56007,1475.00000
22,2005,22111,4158.00000
30,2005,30025,53.00000
31,2005,31083,155.00000
31,2005,31165,0.00000
45,2008,45031,7408.00000
18,2008,18053,0.00000
9,2019,09009,446531.00000
12,2019,12021,29464.00000
6,2019,06055,47000.00000
6,2019,06017,17114.00000
47,2019,47119,1088.00000
29,2019,29183,5056.00000
31,2019,31181,196.00000
30,2019,30047,27264.00000
30,2019,30081,34080.00000
8,2019,08003,724.00000
8,2019,08023,362.00000
8,2019,08071,1086.00000
36,2019,36003,1794.00000
40,2019,40141,0.00000
42,2019,42115,25498.00000
42,2019,42127,32452.00000
49,2019,49023,112.00000
50,2019,50011,32290.00000
51,2019,51790,3408.00000
51,2019,51830,1041.00000
13,2019,13167,1020.00000
13,2019,13017,0.00000
13,2019,13165,32.00000
13,2019,13049,90.00000
13,2019,13241,1140.00000
51,2019,51137,3760.00000
27,2019,27039,1320.00000
28,2019,28059,870.00000
54,2019,54105,454.00000
55,2019,55023,702.00000
38,2019,38049,124.00000
38,2019,38071,1539.00000
39,2019,39057,48860.00000
39,2019,39137,154.00000
19,2019,19097,4926.00000
24,2019,24027,169663.00000
26,2019,26081,245412.00000
26,2019,26017,3915.00000
45,2019,45019,105570.00000
46,2019,46093,1820.00000
46,2019,46015,68.00000
46,2019,46125,0.00000
4,2019,04007,944.00000
1,2019,01061,114.00000
1,2019,01125,80856.00000
2,2019,02060,212.00000
21,2019,21213,1640.00000
21,2019,21139,0.00000
21,2019,21207,1625.00000
51,2020,51830,1044.00000
51,2020,51137,2265.00000
51,2020,51790,30.00000
6,2020,06017,43559.00000
6,2020,06055,31520.00000
42,2020,42115,2783.00000
42,2020,42127,3542.00000
45,2020,45019,108577.00000
13,2020,13241,225.00000
13,2020,13017,110.00000
13,2020,13165,46.00000
13,2020,13049,1296.00000
13,2020,13167,384.00000
21,2020,21213,244.00000
21,2020,21139,232.00000
21,2020,21207,585.00000
36,2020,36003,4056.00000
38,2020,38071,75.00000
38,2020,38049,42.00000
39,2020,39137,322.00000
39,2020,39057,0.00000
24,2020,24027,71894.00000
27,2020,27039,1270.00000
28,2020,28059,0.00000
9,2020,09009,293793.00000
12,2020,12021,12180.00000
54,2020,54105,550.00000
55,2020,55023,1740.00000
49,2020,49023,0.00000
50,2020,50011,11450.00000
8,2020,08003,0.00000
8,2020,08023,0.00000
8,2020,08071,0.00000
26,2020,26081,266224.00000
26,2020,26017,6237.00000
29,2020,29183,1274.00000
30,2020,30047,5664.00000
30,2020,30081,7080.00000
31,2020,31181,0.00000
19,2020,19097,1272.00000
1,2020,01125,52052.00000
1,2020,01061,0.00000
46,2020,46015,742.00000
46,2020,46093,3870.00000
46,2020,46125,0.00000
47,2020,47119,0.00000
2,2020,02060,84.00000
4,2020,04007,0.00000
40,2020,40141,405.00000
48,2006,48115,388.00000
48,2006,48411,0.00000
48,2006,48351,768.00000
26,2016,26075,21622.00000
26,2016,26111,18031.00000
42,2017,42029,205526.00000
42,2017,42061,11844.00000
26,2013,26151,416.00000
28,2013,28055,102.00000
48,2013,48121,82594.00000
48,2013,48497,704.00000
48,2013,48287,3412.00000
48,2013,48375,27438.00000
48,2013,48027,9582.00000
48,2013,48119,92.00000
6,2012,06003,183.00000
28,2008,28141,676.00000
28,2008,28159,0.00000
28,2008,28091,492.00000
48,2018,48401,7241.00000
48,2018,48377,0.00000
48,2013,48017,15.00000
6,2012,06111,149844.00000
48,2018,48155,119.00000
48,2018,48321,143.00000
6,2016,06081,1192203.00000
47,2017,47075,894.00000
48,2017,48191,49.00000
48,2017,48399,660.00000
48,2017,48275,330.00000
48,2017,48467,0.00000
22,2017,22101,2278.00000
22,2017,22025,0.00000
22,2017,22043,0.00000
24,2017,24031,2662822.00000
51,2018,51045,514.00000
51,2018,51061,13515.00000
51,2018,51141,4752.00000
38,2005,38015,8911.00000
39,2005,39119,1919.00000
5,2007,05145,2158.00000
12,2016,12105,46774.00000
12,2016,12077,48.00000
26,2017,26151,3523.00000
22,2017,22113,559.00000
24,2006,24001,5221.00000
5,2007,05103,0.00000
13,2010,13069,7011.00000
13,2010,13003,2337.00000
5,2011,05071,312.00000
17,2013,17067,0.00000
47,2008,47147,5712.00000
47,2008,47061,248.00000
47,2008,47143,372.00000
48,2008,48191,92.00000
48,2009,48019,0.00000
48,2009,48317,0.00000
48,2009,48473,102.00000
50,2009,50005,1060.00000
50,2009,50023,2014.00000
6,2017,06093,0.00000
37,2006,37121,840.00000
6,2018,06059,1030808.00000
6,2018,06061,57508.00000
39,2018,39115,2020.00000
37,2006,37115,0.00000
48,2005,48097,1304.00000
48,2005,48045,242.00000
36,2011,36019,6327.00000
12,2012,12067,146.00000
12,2012,12061,8928.00000
12,2012,12111,5925.00000
41,2006,41027,712.00000
28,2012,28031,756.00000
29,2012,29055,66.00000
31,2012,31025,0.00000
31,2012,31119,3078.00000
31,2012,31109,48051.00000
55,2012,55067,282.00000
55,2012,55003,3520.00000
55,2012,55055,4880.00000
36,2013,36085,2483640.00000
36,2013,36015,12006.00000
36,2013,36039,18405.00000
8,2007,08069,7356.00000
51,2014,51087,68174.00000
51,2014,51520,2848.00000
51,2014,51670,6671.00000
17,2009,17045,340.00000
38,2010,38087,265.00000
30,2016,30005,320.00000
31,2016,31023,219.00000
31,2016,31143,146.00000
56,2008,56027,653.00000
37,2008,37025,7617.00000
38,2008,38019,70.00000
28,2009,28071,1210.00000
28,2009,28131,888.00000
30,2010,30103,223.00000
29,2018,29215,352.00000
29,2018,29129,78.00000
29,2018,29217,666.00000
29,2018,29155,1002.00000
31,2018,31161,0.00000
29,2016,29045,84.00000
54,2006,54093,513.00000
54,2006,54037,19035.00000
55,2006,55009,18090.00000
35,2006,35033,189.00000
12,2013,12111,19585.00000
12,2013,12061,5766.00000
49,2017,49055,240.00000
51,2017,51061,6409.00000
51,2017,51087,29069.00000
48,2007,48069,468.00000
48,2007,48435,0.00000
48,2007,48503,80.00000
48,2015,48453,555430.00000
48,2015,48213,612.00000
48,2015,48331,91.00000
48,2015,48267,178.00000
48,2015,48435,89.00000
48,2015,48187,1624.00000
1,2015,01115,0.00000
41,2013,41055,106.00000
26,2014,26057,1490.00000
27,2014,27089,3268.00000
17,2007,17065,234.00000
48,2015,48401,0.00000
48,2015,48423,2650.00000
21,2006,21229,237.00000
21,2006,21231,255.00000
21,2006,21085,2128.00000
21,2006,21163,2432.00000
19,2007,19045,22032.00000
19,2007,19181,41220.00000
19,2007,19017,4408.00000
42,2007,42117,1490.00000
1,2009,01041,1464.00000
37,2016,37019,2310.00000
28,2018,28019,984.00000
28,2018,28103,984.00000
28,2018,28057,805.00000
12,2018,12013,318.00000
12,2018,12039,954.00000
12,2018,12029,1320.00000
48,2010,48417,788.00000
48,2010,48119,580.00000
48,2010,48463,1085.00000
48,2010,48383,175.00000
48,2010,48297,1244.00000
48,2010,48053,328.00000
21,2012,21213,116.00000
21,2012,21153,1308.00000
21,2006,21117,39442.00000
51,2015,51510,771932.00000
17,2015,17027,3432.00000
37,2012,37133,1005.00000
26,2008,26157,5936.00000
32,2009,32001,23842.00000
32,2009,32023,34060.00000
33,2009,33009,4294.00000
34,2009,34017,3960096.00000
1,2010,01057,2885.00000
1,2010,01067,0.00000
1,2010,01019,0.00000
2,2010,02185,384.00000
51,2016,51059,1662501.00000
51,2016,51145,1990.00000
51,2016,51683,12439.00000
27,2009,27097,3496.00000
30,2017,30065,594.00000
30,2017,30091,594.00000
30,2017,30009,1400.00000
5,2016,05049,254.00000
36,2015,36053,3840.00000
37,2015,37059,0.00000
37,2015,37163,0.00000
37,2015,37117,96.00000
34,2016,34039,842643.00000
35,2016,35028,1744.00000
54,2009,54071,0.00000
55,2009,55053,1520.00000
55,2009,55073,21600.00000
53,2017,53009,3036.00000
54,2017,54081,2363.00000
54,2017,54025,665.00000
1,2013,01129,1000.00000
26,2015,26131,1004.00000
34,2016,34021,340292.00000
26,2015,26013,753.00000
25,2017,25001,25895.00000
26,2018,26137,1500.00000
25,2005,25003,19422.00000
40,2015,40093,1008.00000
40,2015,40083,1800.00000
26,2011,26061,2280.00000
48,2011,48431,225.00000
48,2011,48069,288.00000
48,2011,48067,1435.00000
39,2017,39133,5915.00000
39,2017,39009,1665.00000
39,2017,39075,904.00000
40,2017,40005,336.00000
20,2016,20011,310.00000
20,2016,20051,0.00000
20,2016,20145,258.00000
20,2016,20147,0.00000
20,2016,20133,60.00000
55,2015,55119,3624.00000
6,2015,06031,4563.00000
12,2005,12021,18792.00000
42,2005,42045,110556.00000
27,2005,27025,790.00000
27,2005,27139,3730.00000
27,2005,27021,0.00000
28,2005,28033,0.00000
28,2005,28039,375.00000
21,2013,21065,0.00000
22,2013,22069,999.00000
22,2013,22049,1170.00000
30,2009,30057,1233.00000
30,2009,30087,0.00000
31,2009,31143,0.00000
13,2009,13295,1404.00000
13,2009,13073,1440.00000
13,2009,13105,2100.00000
13,2009,13119,1990.00000
53,2012,53047,1210.00000
42,2008,42027,0.00000
42,2009,42129,67945.00000
53,2014,53047,4370.00000
53,2014,53051,2185.00000
20,2015,20051,1080.00000
20,2015,20003,2272.00000
21,2015,21019,5291.00000
21,2015,21011,246.00000
21,2015,21073,3597.00000
21,2015,21163,2768.00000
13,2007,13059,6750.00000
13,2007,13127,10320.00000
13,2007,13241,130.00000
16,2009,16037,1534.00000
16,2009,16009,898.00000
42,2010,42107,4520.00000
54,2005,54065,5460.00000
54,2005,54071,888.00000
45,2018,45069,2870.00000
45,2018,45049,2260.00000
47,2007,47131,2050.00000
47,2007,47007,399.00000
47,2007,47099,4015.00000
47,2007,47139,880.00000
6,2008,06081,563564.00000
6,2014,06003,523.00000
46,2014,46063,351.00000
46,2014,46119,233.00000
47,2014,47009,6328.00000
47,2014,47037,300405.00000
17,2018,17197,477773.00000
17,2018,17083,60.00000
21,2016,21071,930.00000
21,2016,21149,0.00000
21,2016,21207,0.00000
36,2017,36095,9800.00000
36,2017,36103,1090560.00000
17,2018,17049,1312.00000
38,2011,38037,58.00000
1,2005,01039,1722.00000
36,2005,36113,7581.00000
47,2013,47095,44.00000
47,2013,47025,171.00000
41,2014,41047,42814.00000
41,2014,41027,384.00000
42,2014,42119,1800.00000
42,2014,42043,92370.00000
21,2018,21137,1332.00000
39,2012,39093,30746.00000
39,2012,39055,420.00000
40,2009,40089,0.00000
40,2009,40129,355.00000
8,2009,08123,119229.00000
17,2010,17029,0.00000
17,2010,17141,330.00000
1,2011,01093,2082.00000
1,2011,01013,3771.00000
41,2012,41059,3060.00000
37,2014,37055,1320.00000
37,2014,37113,4806.00000
37,2014,37163,0.00000
39,2014,39025,3248.00000
37,2013,37145,42.00000
48,2014,48105,159.00000
48,2014,48463,0.00000
48,2014,48241,0.00000
50,2014,50021,3340.00000
37,2007,37121,316.00000
13,2015,13003,1893.00000
13,2015,13299,5679.00000
13,2015,13211,0.00000
26,2007,26025,2379.00000
40,2006,40027,38130.00000
40,2006,40011,145.00000
45,2012,45037,162.00000
45,2012,45045,24912.00000
25,2010,25013,98633.00000
26,2010,26121,11997.00000
26,2010,26061,180.00000
13,2011,13213,1720.00000
13,2011,13227,1290.00000
13,2011,13035,2253.00000
56,2016,56021,1575.00000
36,2016,36055,498035.00000
36,2016,36073,1023.00000
47,2011,47027,60.00000
31,2017,31163,120.00000
32,2017,32510,1988.00000
13,2017,13183,1188.00000
13,2017,13221,192.00000
13,2017,13185,5225.00000
13,2017,13319,690.00000
15,2017,15005,4852.00000
16,2017,16079,570.00000
16,2017,16059,696.00000
26,2006,26019,900.00000
26,2006,26047,1800.00000
26,2006,26007,10030.00000
1,2007,01025,747.00000
