state_and_county_fips_code,total_emissions,YEAR
9001,3601733.52499787,2011
9003,3821522.9886684,2011
9005,671915.565398447,2011
9007,841455.945848893,2011
9009,3564439.9207145,2011
9011,1400681.48730703,2011
9013,718423.462914734,2011
9015,494998.373665782,2011
10001,880829.7230210201,2011
10003,2597006.63637433,2011
10005,1246309.33009021,2011
11001,2401648.35659166,2011
23001,480317.540919158,2011
23003,377965.085722337,2011
23005,1635335.89015355,2011
23007,175167.193473724,2011
23009,348588.512950282,2011
23011,774130.820020948,2011
23013,182863.520817762,2011
23015,187310.546334238,2011
23017,282606.278367972,2011
23019,923159.856978326,2011
23021,88064.4434378362,2011
23023,246777.384256235,2011
23025,338430.406700454,2011
23027,201717.057485254,2011
23029,186960.556435705,2011
23031,1231617.330128598,2011
24001,443995.067057151,2011
24003,3127229.572945638,2011
24005,4450178.1846979,2011
24009,380348.94849237,2011
24011,197648.338710587,2011
24013,694144.711612854,2011
24015,779638.1807961729,2011
24017,650590.416006629,2011
24019,200766.253542923,2011
24021,1550913.8540109799,2011
24023,290701.62932795,2011
24025,1278255.450538236,2011
24027,2150096.982964963,2011
24029,115087.65808598099,2011
24031,4112970.12597604,2011
24033,4673509.54069636,2011
24035,501456.47925212403,2011
24037,437256.096745622,2011
24039,143330.942317518,2011
24041,304562.749958892,2011
24043,1196363.11205095,2011
24045,502230.922325783,2011
24047,356380.718249397,2011
24510,1984685.49706278,2011
25001,1321259.21238413,2011
25003,948829.73553469,2011
25005,2411008.32763393,2011
25007,55366.7684961642,2011
25009,3180091.13328175,2011
25011,660079.135293921,2011
25013,1982714.72479875,2011
25015,854347.8476396931,2011
25017,6023277.1704116,2011
25019,34002.2719749398,2011
25021,3303555.87034315,2011
25023,2036576.43083453,2011
25025,1466247.058407761,2011
25027,3962257.75738378,2011
33001,337407.0123255198,2011
33003,251933.16205487002,2011
33005,323021.367994522,2011
33007,175338.437251375,2011
33009,511934.90155202,2011
33011,1662690.1695696278,2011
33013,1040339.279329268,2011
33015,1853625.10688411,2011
33017,480290.8912080971,2011
33019,196622.411805433,2011
34001,1336880.30210147,2011
34003,4600212.70667329,2011
34005,2558120.94451515,2011
34007,2266685.04911189,2011
34009,537008.940484255,2011
34011,614064.79040522,2011
34013,2635313.83457067,2011
34015,1535200.84564951,2011
34017,1331488.68502194,2011
34019,935703.0885450001,2011
34021,2008292.48604421,2011
34023,3955846.3361279,2011
34025,3058105.52036077,2011
34027,2738444.03056082,2011
34029,2282058.8525985,2011
34031,1632391.17460496,2011
34033,401724.93207405,2011
34035,1703544.76274165,2011
34037,595743.6077585979,2011
34039,2421357.17131629,2011
34041,707442.60712629,2011
36001,1827728.0539160701,2011
36003,393045.05770692,2011
36005,2031670.3788074749,2011
36007,1124732.26061966,2011
36009,586825.89598493,2011
36011,442992.68212966,2011
36013,892553.75256157,2011
36015,526275.72737381,2011
36017,362955.342840743,2011
36019,549580.48318922,2011
36021,443240.91324468,2011
36023,389973.01357445,2011
36025,448831.47519267997,2011
36027,1334130.4157666408,2011
36029,3828992.9729628,2011
36031,354115.3426788,2011
36033,319414.36738661,2011
36035,240784.06060495,2011
36037,600123.04110948,2011
36039,435237.4044841,2011
36041,62288.70535012,2011
36043,450117.51959811,2011
36045,822142.17319256,2011
36047,3141419.520838675,2011
36049,254250.26878029798,2011
36051,463093.23310715,2011
36053,468133.35488197,2011
36055,3303326.4705856,2011
36057,465367.48930713,2011
36059,7387372.81433189,2011
36061,3005619.13565239,2011
36063,775788.42645565,2011
36065,1182203.43418337,2011
36067,2472049.3736223998,2011
36069,765686.32665211,2011
36071,2013719.49981265,2011
36073,221525.58252477998,2011
36075,652286.7708634,2011
36077,454725.95909382,2011
36079,726449.8241060061,2011
36081,5158144.62297026,2011
36083,799043.8613942,2011
36085,1446518.60264606,2011
36087,1741000.592810192,2011
36089,743037.8101168,2011
36091,1305550.01457899,2011
36093,662393.95746428,2011
36095,262377.33440199,2011
36097,150412.92460625,2011
36099,282890.96345835,2011
36101,903964.93967618,2011
36103,8924046.45438591,2011
36105,557160.05143439,2011
36107,405189.56775579,2011
36109,420081.81033879,2011
36111,1061949.02172713,2011
36113,506419.86761318,2011
36115,370061.179421087,2011
36117,431468.36907482997,2011
36119,4971819.715705,2011
36121,248670.01945832,2011
36123,175691.83212456,2011
42001,509517.47517611,2011
42003,4397522.8662152,2011
42005,308956.64063042996,2011
42007,684605.67602182,2011
42009,472578.67823867,2011
42011,1919652.06833676,2011
42013,541836.5908577,2011
42015,358673.77619662,2011
42017,2395821.94982923,2011
42019,933295.19652814,2011
42021,533220.58932753,2011
42023,28551.325309101903,2011
42025,402912.95950709,2011
42027,825975.83675826,2011
42029,2179159.3417495,2011
42031,389378.488653805,2011
42033,710374.98437592,2011
42035,378630.41632438,2011
42037,419138.867557013,2011
42039,467929.92579654,2011
42041,1502199.58723661,2011
42043,1559846.27346207,2011
42045,1760270.60246931,2011
42047,213340.082761118,2011
42049,1098350.97742142,2011
42051,495337.17100018,2011
42053,95371.8206819834,2011
42055,807292.44002445,2011
42057,212851.589195079,2011
42059,215940.41109566198,2011
42061,219393.60871915502,2011
42063,419322.38301292,2011
42065,435730.84823479,2011
42067,134732.772587892,2011
42069,1105130.88915408,2011
42071,2202240.82157034,2011
42073,376992.63522797,2011
42075,704024.32706175,2011
42077,1567605.86030428,2011
42079,1605369.806118,2011
42081,581987.28366322,2011
42083,256686.255661843,2011
42085,794357.11444206,2011
42087,205444.392068183,2011
42089,959628.39262415,2011
42091,3216320.01731189,2011
42093,192648.517100246,2011
42095,1181117.79798468,2011
42097,449699.5098891,2011
42099,271151.92932771,2011
42101,3378529.30937095,2011
42103,361975.710998077,2011
42105,95496.57972813,2011
42107,831575.33732878,2011
42109,220219.791308016,2011
42111,448571.51517167,2011
42113,54190.069124052,2011
42115,349674.97915073,2011
42117,328084.627554466,2011
42119,323502.25089408003,2011
42121,362051.97236152,2011
42123,253647.36973574,2011
42125,909610.15292594,2011
42127,254616.41066556002,2011
42129,1552629.42593852,2011
42131,158281.900970932,2011
42133,1790169.54567468,2011
44001,119606.6927260986,2011
44003,856760.017939563,2011
44005,292719.741908697,2011
44007,2137237.46839883,2011
44009,712594.512434191,2011
50001,189631.484242307,2011
50003,184681.973160189,2011
50005,207391.484405243,2011
50007,791520.14488308,2011
50009,31798.929879611198,2011
50011,240383.883868665,2011
50013,39172.0087647931,2011
50015,120508.663218766,2011
50017,221508.373747097,2011
50019,144942.771807932,2011
50021,316194.702438666,2011
50023,352321.747981022,2011
50025,357426.752479448,2011
50027,510109.45980708,2011
51001,204346.6994472578,2011
51003,604257.707754382,2011
51005,169520.423492555,2011
51007,91691.85351831051,2011
51009,171818.1643484492,2011
51011,79724.0072137258,2011
51013,706831.528932733,2011
51015,735844.453565553,2011
51017,23735.8235233991,2011
51019,282301.9308914955,2011
51021,183380.17742822648,2011
51023,479030.952581371,2011
51025,229801.65661895802,2011
51027,106411.93199570515,2011
51029,72812.7332877062,2011
51031,278749.4301691687,2011
51033,486261.3914197145,2011
51035,368092.1567536021,2011
51036,44891.7320598916,2011
51037,74541.97838155116,2011
51041,1511110.4769363839,2011
51043,122547.7703740021,2011
51045,16522.72450196525,2011
51047,243534.819049474,2011
51049,37083.915636071404,2011
51051,64103.8821579017,2011
51053,268440.0023866163,2011
51057,72051.8417340964,2011
51059,4217435.84743739,2011
51061,616495.9527524,2011
51063,54906.0459289706,2011
51065,83080.622345249,2011
51067,271618.512788538,2011
51069,638990.035502661,2011
51071,98954.274427801,2011
51073,143220.25105254198,2011
51075,300816.4033654956,2011
51077,51229.1722187858,2011
51079,71991.582255809,2011
51081,180320.8666638873,2011
51083,191331.4490371473,2011
51085,879860.379675836,2011
51087,1523066.704416442,2011
51089,272126.655456078,2011
51091,12312.12968892775,2011
51093,264208.5342718216,2011
51095,245123.39398985202,2011
51097,47000.20006353969,2011
51099,135490.869712412,2011
51101,73359.38214829861,2011
51103,53694.98284460392,2011
51105,96020.0344519306,2011
51107,1056919.4995366829,2011
51109,248458.012155745,2011
51111,43706.916333284,2011
51113,84979.0628841689,2011
51115,30878.49373442147,2011
51117,281281.150045355,2011
51119,53067.5349792066,2011
51121,607846.3243664791,2011
51125,119730.6408837567,2011
51127,316831.5507058151,2011
51131,121200.67503187948,2011
51133,53471.800251673696,2011
51135,93638.9936687759,2011
51137,136737.448313336,2011
51139,76503.00366892679,2011
51141,72019.9152352895,2011
51143,298993.0017543679,2011
51145,135350.1545912014,2011
51147,120996.3445130031,2011
51149,357051.6346452569,2011
51153,1568189.41759025,2011
51155,311093.6099440075,2011
51157,41048.4310381661,2011
51159,56399.66432857053,2011
51161,488797.407613669,2011
51163,516194.6349974904,2011
51165,536917.204605687,2011
51167,147141.7325331308,2011
51169,125638.8181127373,2011
51171,544348.30157464,2011
51173,248953.279769685,2011
51175,192832.11972421978,2011
51177,664488.717976145,2011
51179,886549.4255929961,2011
51181,28879.67798311429,2011
51183,218656.28600717982,2011
51185,192734.0857255022,2011
51187,243953.200654558,2011
51191,428968.596794036,2011
51193,69423.3095816261,2011
51195,203645.4913102182,2011
51197,506870.449642066,2011
51199,352008.54412078497,2011
51510,359701.5976441697,2011
51515,25937.39025644314,2011
51520,140425.4807208503,2011
51530,11408.85416219186,2011
51540,114653.9111841177,2011
51550,993341.0929852569,2011
51570,110966.27274693051,2011
51580,19341.08808981231,2011
51590,176830.2532950957,2011
51595,50148.794217808005,2011
51600,83469.62817034371,2011
51610,31263.656797316897,2011
51620,16597.0053585004,2011
51630,193797.460994721,2011
51640,23877.0842715983,2011
51650,689650.014093794,2011
51660,181222.538709348,2011
51670,54442.410811130605,2011
51678,13771.89512799085,2011
51680,265653.469568044,2011
51683,144011.0659577205,2011
51685,14765.6912640346,2011
51690,49303.88911038485,2011
51700,866360.471146959,2011
51710,1011663.964900931,2011
51720,25624.7450009141,2011
51730,185636.415678492,2011
51735,23647.2274294118,2011
51740,274375.158924106,2011
51750,38473.75040737173,2011
51760,924631.6330748319,2011
51770,382374.15144940297,2011
51775,79443.3141518527,2011
51790,63681.230885699,2011
51800,514025.491448458,2011
51810,1429118.335806657,2011
51820,67601.0374478185,2011
51830,43231.62584252033,2011
51840,74318.4338824642,2011
54001,67020.4918570523,2011
54003,551067.919718758,2011
54005,142874.748213928,2011
54007,229223.388132411,2011
54009,109261.16186438261,2011
54011,514300.174444353,2011
54013,32048.9400427799,2011
54015,53837.4365272961,2011
54017,51641.523806957004,2011
54019,366621.596850157,2011
54021,26409.9249017325,2011
54023,53352.3422233798,2011
54025,283059.290025745,2011
54027,100068.3249669641,2011
54029,89106.9105831873,2011
54031,81192.06691298941,2011
54033,394232.552515224,2011
54035,300951.86637613596,2011
54037,217401.31456432902,2011
54039,1365410.8735754,2011
54041,188839.594871446,2011
54043,103407.7333894848,2011
54045,194107.63223377342,2011
54047,124698.0447429218,2011
54049,243091.33062139497,2011
54051,111197.9449497649,2011
54053,145460.522346085,2011
54055,464171.29307107104,2011
54057,104472.1360382352,2011
54059,152078.7237987405,2011
54061,504158.637709695,2011
54063,66449.13204549049,2011
54065,94112.7570878274,2011
54067,167918.4114503159,2011
54069,258853.040704307,2011
54071,32351.0257048049,2011
54073,35087.193776247004,2011
54075,49271.6960080586,2011
54077,211426.59236985,2011
54079,333033.98615371,2011
54081,521718.067364391,2011
54083,161736.3383245631,2011
54085,64900.4059422975,2011
54087,92923.1572098444,2011
54089,71329.4620211367,2011
54091,46858.2154306656,2011
54093,45645.954499467196,2011
54095,37016.4946095517,2011
54097,99820.4434327507,2011
54099,198147.94560592598,2011
54101,28379.5669046723,2011
54103,66802.928338783,2011
54105,16809.2791596006,2011
54107,453917.28584969,2011
54109,112717.6099231461,2011
72001,161789.2297621122,2011
72003,107900.6933784331,2011
72005,165545.6991926198,2011
72007,93744.6970715116,2011
72009,83349.0765329227,2011
72011,76553.1264091001,2011
72013,186996.2468816776,2011
72015,2876.62990822418,2011
72017,7612.03628120197,2011
72019,91056.4180208542,2011
72021,715003.202006925,2011
72023,24075.1111982458,2011
72025,448622.648164242,2011
72027,104663.2517583079,2011
72029,137433.50710306468,2011
72031,593586.900722996,2011
72033,96688.8660136572,2011
72035,151173.2394046351,2011
72037,4599.7334801353,2011
72039,65069.41901826239,2011
72041,137338.4424169497,2011
72043,423419.272442941,2011
72045,64038.063469033405,2011
72047,116593.35047835251,2011
72049,7627.20176820941,2011
72051,108223.53974961171,2011
72053,3348.0029266965503,2011
72054,9883.69993040036,2011
72055,4384.22818909565,2011
72057,15382.281761203101,2011
72059,7756.5937076460805,2011
72061,319579.10070898,2011
72063,118933.2532696803,2011
72065,113654.1624568998,2011
72067,45590.4662478839,2011
72069,187429.3568632579,2011
72071,115503.56071735099,2011
72073,176498.0853548834,2011
72075,58571.2913297438,2011
72077,116755.4995291499,2011
72079,19688.2480066367,2011
72081,98012.2687008316,2011
72083,37987.989125099,2011
72085,111953.9137133973,2011
72087,103287.2230444055,2011
72089,4464.35155282368,2011
72091,138591.8560232363,2011
72093,47742.0905651632,2011
72095,41176.6237720732,2011
72097,271411.905161691,2011
72099,104386.990463293,2011
72101,95659.8560590694,2011
72103,65042.3285931923,2011
72105,93796.2014390198,2011
72107,77085.0534771009,2011
72109,25960.83947277,2011
72111,14840.55864365907,2011
72113,505504.639742426,2011
72115,74469.8724401529,2011
72117,38323.9064880171,2011
72119,167153.5726836203,2011
72121,7990.41750726165,2011
72123,267815.683977438,2011
72125,21958.3747985665,2011
72127,1385986.128377996,2011
72129,134300.9601640233,2011
72131,119065.0549758953,2011
72133,255232.525527738,2011
72135,203180.29333324888,2011
72137,300744.36277279,2011
72139,241694.9430943222,2011
72141,312688.925453924,2011
72143,120206.8525226022,2011
72145,197215.1689995501,2011
72147,111829.2223680237,2011
72149,16570.691768015502,2011
72151,125583.0516299999,2011
72153,19470.135603144703,2011
78010,83678.23468395001,2011
78020,7393.00822839143,2011
78030,86685.4731943397,2011
1001,445625.57445120404,2011
1003,1616348.456218287,2011
1005,260922.900631259,2011
1007,159991.6042734,2011
1009,363261.97681338503,2011
1011,102855.5305483043,2011
1013,449075.29291238,2011
1015,880943.1401316919,2011
1017,273792.39921947,2011
1019,178661.910159784,2011
1021,520706.85589033895,2011
1023,126805.86055263391,2011
1025,206150.631725727,2011
1027,115248.7712567977,2011
1029,397900.67634281603,2011
1031,298013.825837923,2011
1033,460233.450705237,2011
1035,316429.913826763,2011
1037,134145.6374975919,2011
1039,319572.46409320005,2011
1041,140720.2577649466,2011
1043,816305.713615874,2011
1045,456550.604402225,2011
1047,296717.677592384,2011
1049,603515.849725264,2011
1051,512411.32398437,2011
1053,473028.73568906396,2011
1055,806782.9801477421,2011
1057,157785.742895066,2011
1059,199272.365547154,2011
1061,194230.973067625,2011
1063,329289.000309776,2011
1065,133594.3050793215,2011
1067,168679.960992848,2011
1069,780820.21516052,2011
1071,445322.151742958,2011
1073,5912611.58435022,2011
1075,129802.4900701171,2011
1077,595944.139602981,2011
1079,304056.97723623,2011
1081,924653.607340596,2011
1083,787762.8695784151,2011
1085,269605.86732204404,2011
1087,438015.180691475,2011
1089,2058798.17306667,2011
1091,217980.503500683,2011
1093,321161.262375282,2011
1095,622132.886967503,2011
1097,3010099.80871617,2011
1099,192491.834305495,2011
1101,1971415.62858496,2011
1103,840654.00973032,2011
1105,104416.8570235464,2011
1107,173879.609275428,2011
1109,305266.47260383,2011
1111,151917.121075444,2011
1113,479626.119337699,2011
1115,890586.19559025,2011
1117,1319671.538990261,2011
1119,358491.859618625,2011
1121,749739.400451353,2011
1123,312864.557432771,2011
1125,1724619.19092039,2011
1127,531668.144206107,2011
1129,175672.390658846,2011
1131,120765.95492108479,2011
1133,166544.49748280598,2011
12001,1873181.326710012,2011
12003,294742.766738557,2011
