fips code,total emissions,YEAR
28069,86168.41792693593,2017
28071,343281.09127611085,2017
28073,419608.07414657203,2017
28075,693522.505199668,2017
28077,74058.5653412918,2017
28079,176417.55804148142,2017
28081,712503.312994955,2017
28083,174616.3336042121,2017
28085,327834.343958016,2017
28087,426783.283274161,2017
28089,879849.1659132267,2017
28091,167766.4869223226,2017
28093,467947.48341678584,2017
28095,295537.1763829398,2017
28097,137914.76880654352,2017
28099,196509.3290352986,2017
28101,254475.8413329633,2017
28103,90800.27364332898,2017
28105,303267.037770144,2017
28107,376021.320317521,2017
28109,449265.092722813,2017
28111,114320.0725676765,2017
28113,337504.979249277,2017
28115,252439.0854672286,2017
28117,188452.30396659888,2017
28119,49736.52915377594,2017
28121,1240097.1238066435,2017
28123,311777.1615149076,2017
28125,34782.94415091037,2017
28127,246988.96837065654,2017
28129,104197.2464841372,2017
28131,137306.63004425465,2017
28133,174122.0789763243,2017
