FIPS,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
17077,0,0,0,0,0,0,0,276498.069,602227.8621,628602.8966,635520.8276,684504.4138,745036.5517,1000667.862,1061364.138,486031.7241,1065609.594,1069872.033,1074151.521,1078448.127,1082761.92,1087092.967,1091441.339,1095807.104,1100190.333,1104591.094,1109009.459,1113445.496,1117899.278,1122370.876,1126860.359,1131367.8,1135893.272,1140436.845,1144998.592,1149578.587,1154176.901,1158793.608,1163428.783,1168082.498,1172754.828,1177445.847,1182155.631,1186884.253,1191631.79,1196398.317
17085,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17089,106292196.9,103016021.9,83623339.3,123069182.5,99177997.73,93551588.82,133803502.7,79788764.52,57309331.48,56440467.87,56072254.91,52695781.25,49339323.26,41590821.91,61890680.89,24083271.22,62138243.62,62386796.59,62636343.78,62886889.15,63138436.71,63390990.46,63644554.42,63899132.64,64154729.17,64411348.08,64668993.48,64927669.45,65187380.13,65448129.65,65709922.17,65972761.85,66236652.9,66501599.51,66767605.91,67034676.34,67302815.04,67572026.3,67842314.41,68113683.66,68386138.4,68659682.95,68934321.68,69210058.97,69486899.21,69764846.8
17091,172182,408391,472145,582564,701003,770470,873688,930776,964422,980180,961614,892781,705967,689055,680334,523995,683055.336,685787.5573,688530.7076,691284.8304,694049.9697,696826.1696,699613.4743,702411.9282,705221.5759,708042.4622,710874.632,713718.1306,716573.0031,719439.2951,722317.0523,725206.3205,728107.1458,731019.5744,733943.6527,736879.4273,739826.945,742786.2528,745757.3978,748740.4274,751735.3891,754742.3306,757761.2999,760792.3451,763835.5145,766890.8566
17093,,,,,,,,5957446.493,1988329.957,6507506.416,2090344.143,8445859.322,5415162.722,4906939.886,2630104.531,2073379.359,2640624.95,2651187.449,2661792.199,2672439.368,2683129.125,2693861.642,2704637.089,2715455.637,2726317.459,2737222.729,2748171.62,2759164.307,2770200.964,2781281.768,2792406.895,2803576.522,2814790.829,2826049.992,2837354.192,2848703.609,2860098.423,2871538.817,2883024.972,2894557.072,2906135.3,2917759.841,2929430.881,2941148.604,2952913.199,2964724.851
17097,,,,,,,,129046104.1,119891029.3,126675460.7,100627335.1,104570609.6,126714807.7,124114678.3,106038559.2,45613000.27,106462713.5,106888564.3,107316118.6,107745383.1,108176364.6,108609070.1,109043506.3,109479680.4,109917599.1,110357269.5,110798698.6,111241893.4,111686860.9,112133608.4,112582142.8,113032471.4,113484601.3,113938539.7,114394293.8,114851871,115311278.5,115772523.6,116235613.7,116700556.2,117167358.4,117636027.8,118106571.9,118578998.2,119053314.2,119529527.5
17111,,,,,,,,26217973.26,33871398.33,26064109.6,29694009.16,34702762.72,37030907.88,34424686.84,27660377.23,10843022.74,27771018.74,27882102.81,27993631.23,28105605.75,28218028.17,28330900.29,28444223.89,28558000.78,28672232.79,28786921.72,28902069.4,29017677.68,29133748.39,29250283.39,29367284.52,29484753.66,29602692.67,29721103.44,29839987.86,29959347.81,30079185.2,30199501.94,30320299.95,30441581.15,30563347.47,30685600.86,30808343.27,30931576.64,31055302.95,31179524.16
17113,0,1226228,1362070,1470666,1450186,1740136,1971798,2110309,2309012,2721922,2603322,2304865,2413176,2428726,2513951,1687671,2524006.804,2534102.831,2544239.243,2554416.2,2564633.864,2574892.4,2585191.969,2595532.737,2605914.868,2616338.528,2626803.882,2637311.097,2647860.342,2658451.783,2669085.59,2679761.933,2690480.98,2701242.904,2712047.876,2722896.067,2733787.652,2744722.802,2755701.693,2766724.5,2777791.398,2788902.564,2800058.174,2811258.407,2822503.44,2833793.454
17115,1074114,1156661,1207351,1292297,1276537,1298050,1341783,1434588,1473671,1525652,1386407,1260965,1185540,1154205,1076599,840900,1080905.396,1085229.018,1089569.934,1093928.213,1098303.926,1102697.142,1107107.931,1111536.362,1115982.508,1120446.438,1124928.223,1129427.936,1133945.648,1138481.431,1143035.356,1147607.498,1152197.928,1156806.72,1161433.946,1166079.682,1170744.001,1175426.977,1180128.685,1184849.2,1189588.596,1194346.951,1199124.339,1203920.836,1208736.519,1213571.465
17143,,,,,,,,3487349,3373418,3578116,3396984,2945283,2801858,2838105,2686860,1993646,2697607.44,2708397.87,2719231.461,2730108.387,2741028.821,2751992.936,2763000.908,2774052.911,2785149.123,2796289.719,2807474.878,2818704.778,2829979.597,2841299.515,2852664.713,2864075.372,2875531.674,2887033.8,2898581.936,2910176.263,2921816.968,2933504.236,2945238.253,2957019.206,2968847.283,2980722.672,2992645.563,3004616.145,3016634.61,3028701.148
17161,,,,,,,,7995194.14,4211730.806,5021198.273,4220979.81,5032512.503,5771993.679,4107955.028,3652064.697,2693293.869,3666672.955,3681339.647,3696065.006,3710849.266,3725692.663,3740595.433,3755557.815,3770580.046,3785662.367,3800805.016,3816008.236,3831272.269,3846597.358,3861983.748,3877431.683,3892941.409,3908513.175,3924147.228,3939843.817,3955603.192,3971425.605,3987311.307,4003260.552,4019273.594,4035350.689,4051492.092,4067698.06,4083968.852,4100304.728,4116705.947
17163,,,,,,,,16369178.9,14781818.83,14207511.87,14906190.18,19716325.07,13314029.5,12631408.68,13884996.04,5076610.714,13940536.02,13996298.17,14052283.36,14108492.49,14164926.46,14221586.17,14278472.51,14335586.4,14392928.75,14450500.46,14508302.47,14566335.68,14624601.02,14683099.42,14741831.82,14800799.15,14860002.34,14919442.35,14979120.12,15039036.6,15099192.75,15159589.52,15220227.88,15281108.79,15342233.23,15403602.16,15465216.57,15527077.43,15589185.74,15651542.49
17167,1385830,1348167,1350802,1578337,1659061,1674581,1844944,1898016,1865143,1973902,1906784,1790667,1657022,1609606,1583199,1105240,1589531.796,1595889.923,1602273.483,1608682.577,1615117.307,1621577.776,1628064.087,1634576.344,1641114.649,1647679.108,1654269.824,1660886.903,1667530.451,1674200.573,1680897.375,1687620.965,1694371.449,1701148.934,1707953.53,1714785.344,1721644.486,1728531.064,1735445.188,1742386.969,1749356.516,1756353.942,1763379.358,1770432.876,1777514.607,1784624.666
17183,0,441376,462769,530390,527301,564628,630967,651268,315594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17199,0,0,0,0,0,0,0,296247.931,645244.1379,673503.1034,680915.1724,733397.5862,798253.4483,1072144.138,1137175.862,520748.2759,1141724.566,1146291.464,1150876.63,1155480.136,1160102.057,1164742.465,1169401.435,1174079.041,1178775.357,1183490.458,1188224.42,1192977.318,1197749.227,1202540.224,1207350.385,1212179.786,1217028.505,1221896.619,1226784.206,1231691.343,1236618.108,1241564.581,1246530.839,1251516.962,1256523.03,1261549.122,1266595.319,1271661.7,1276748.347,1281855.34
17201,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18003,,,,,,,,2105011,2029818,2051011,1969599,1869566,1780659,1767061,1676800,1104835,1683507.2,1690241.229,1697002.194,1703790.202,1710605.363,1717447.785,1724317.576,1731214.846,1738139.706,1745092.264,1752072.633,1759080.924,1766117.248,1773181.717,1780274.444,1787395.541,1794545.123,1801723.304,1808930.197,1816165.918,1823430.582,1830724.304,1838047.201,1845399.39,1852780.988,1860192.112,1867632.88,1875103.411,1882603.825,1890134.24
18011,,,,,,,,804072.3449,942327.6128,933198.7616,788256.3505,1017174.166,414748.1899,699586.4444,639185.7574,401304.6841,641742.5004,644309.4704,646886.7083,649474.2551,652072.1522,654680.4408,657299.1625,659928.3592,662568.0726,665218.3449,667879.2183,670550.7352,673232.9381,675925.8699,678629.5733,681344.0916,684069.468,686805.7459,689552.9688,692311.1807,695080.4254,697860.7471,700652.1901,703454.7989,706268.6181,709093.6926,711930.0673,714777.7876,717636.8988,720507.4463
18029,15059093.38,16519423.26,11686898.5,11605855.52,7910801.632,7223252.904,12832697.8,930067.5267,1345503.965,773697.6882,1562138.314,812896.2207,1370871.924,2212061.348,1077754.655,1084914.506,1082065.674,1086393.936,1090739.512,1095102.47,1099482.88,1103880.811,1108296.335,1112729.52,1117180.438,1121649.16,1126135.757,1130640.3,1135162.861,1139703.512,1144262.326,1148839.376,1153434.733,1158048.472,1162680.666,1167331.389,1172000.714,1176688.717,1181395.472,1186121.054,1190865.538,1195629,1200411.516,1205213.162,1210034.015,1214874.151
18035,,,,,,,,166337.8634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18039,289624,296024,315293,351881,317059,308777,387540,431974,489510,488031,453125,453637,422381,443193,481384,416639,483309.536,485242.7741,487183.7452,489132.4802,491089.0101,493053.3662,495025.5796,497005.682,498993.7047,500989.6795,502993.6382,505005.6128,507025.6352,509053.7378,511089.9527,513134.3125,515186.8498,517247.5972,519316.5876,521393.8539,523479.4293,525573.3471,527675.6404,529786.343,531905.4884,534033.1103,536169.2428,538313.9197,540467.1754,542629.0441
18043,2337208.591,3804173.093,3841173.6,3731201.278,2814499.231,2445109.33,2348099.729,4807595.563,3297244.443,3710938.502,4711350.332,2918132.888,2859356.318,4725200.12,2315792.548,1884230.134,2325055.719,2334355.941,2343693.365,2353068.139,2362480.411,2371930.333,2381418.054,2390943.726,2400507.501,2410109.531,2419749.969,2429428.969,2439146.685,2448903.272,2458698.885,2468533.681,2478407.815,2488321.446,2498274.732,2508267.831,2518300.903,2528374.106,2538487.603,2548641.553,2558836.119,2569071.464,2579347.75,2589665.141,2600023.801,2610423.896
18057,,,,,,,,1827077.341,1733027.8,1594522.43,999784.405,2702504.613,1280020.241,2205394.469,2223371.843,1452377.2,2232265.33,2241194.391,2250159.169,2259159.806,2268196.445,2277269.231,2286378.307,2295523.821,2304705.916,2313924.74,2323180.439,2332473.16,2341803.053,2351170.265,2360574.946,2370017.246,2379497.315,2389015.304,2398571.366,2408165.651,2417798.314,2427469.507,2437179.385,2446928.102,2456715.815,2466542.678,2476408.849,2486314.484,2496259.742,2506244.781
18059,555055.7474,826428.5242,823730.6352,1276168.741,676506.7815,1203278.447,877983.3237,897394.7311,924590.7513,1019259.942,470725.5238,833235.1712,614426.3556,782461.2091,1005086.526,699449.1245,1009106.873,1013143.3,1017195.873,1021264.657,1025349.715,1029451.114,1033568.919,1037703.194,1041854.007,1046021.423,1050205.509,1054406.331,1058623.956,1062858.452,1067109.886,1071378.325,1075663.839,1079966.494,1084286.36,1088623.505,1092977.999,1097349.911,1101739.311,1106146.268,1110570.853,1115013.137,1119473.189,1123951.082,1128446.886,1132960.674
18061,157605,124989,132369,126220,113920,167640,329663,365024,454805,559518,490790,503578,474306,473074,461187,268362,463031.748,464883.875,466743.4105,468610.3841,470484.8257,472366.765,474256.232,476153.257,478057.87,479970.1015,481889.9819,483817.5418,485752.812,487695.8232,489646.6065,491605.1929,493571.6137,495545.9002,497528.0838,499518.1961,501516.2689,503522.334,505536.4233,507558.569,509588.8033,511627.1585,513673.6671,515728.3618,517791.2752,519862.4403
18063,2316923.309,4236356.202,3713425.358,5033750.452,3111638.651,4145055.975,3521817.083,901144.2912,439328.4141,1308912.32,1036153.224,1016411.286,1278938.651,1436731.027,1519537.533,1235542.303,1525615.683,1531718.146,1537845.018,1543996.398,1550172.384,1556373.074,1562598.566,1568848.96,1575124.356,1581424.853,1587750.553,1594101.555,1600477.961,1606879.873,1613307.393,1619760.622,1626239.665,1632744.623,1639275.602,1645832.704,1652416.035,1659025.699,1665661.802,1672324.449,1679013.747,1685729.802,1692472.721,1699242.612,1706039.582,1712863.741
18089,,,,,,,,175352066,155819229.9,176150813.8,169500085.6,139461255,146812545.8,128978128.1,167844148.5,62405130.37,168515525.1,169189587.2,169866345.6,170545811,171227994.2,171912906.2,172600557.8,173290960,173984123.9,174680060.4,175378780.6,176080295.7,176784616.9,177491755.4,178201722.4,178914529.3,179630187.4,180348708.2,181070103,181794383.4,182521560.9,183251647.2,183984653.8,184720592.4,185459474.8,186201312.6,186946117.9,187693902.4,188444678,189198456.7
18095,,,,,,,,242106.1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18097,46143055.22,45203662.96,45705264.44,50572246.34,45276368.24,45535451.81,50560720.18,55975558.78,57948145.48,57615874.09,55678751.93,50506808.43,50096131.79,49410684.1,51926565.83,32183445.35,52134272.1,52342809.19,52552180.42,52762389.14,52973438.7,53185332.46,53398073.79,53611666.08,53826112.74,54041417.2,54257582.86,54474613.2,54692511.65,54911281.7,55130926.82,55351450.53,55572856.33,55795147.76,56018328.35,56242401.66,56467371.27,56693240.75,56920013.72,57147693.77,57376284.55,57605789.68,57836212.84,58067557.69,58299827.92,58533027.24
18105,2183729,2401255,2600307,2861979,3056763,3265274,3411327,3430702,3485063,3539581,3527733,3479863,3338351,3141183,3197637,1383895,3210427.548,3223269.258,3236162.335,3249106.985,3262103.413,3275151.826,3288252.433,3301405.443,3314611.065,3327869.509,3341180.987,3354545.711,3367963.894,3381435.75,3394961.493,3408541.339,3422175.504,3435864.206,3449607.663,3463406.093,3477259.718,3491168.757,3505133.432,3519153.965,3533230.581,3547363.504,3561552.958,3575799.169,3590102.366,3604462.776
18109,1358097.727,1805200.316,1897771.566,2722296.465,1682856.329,1662719.771,2103493.41,1055584.508,1168267.94,979228.4536,736090.5718,892570.3309,699788.7714,1230954.749,892624.507,81791.33604,896195.005,899779.7851,903378.9042,906992.4198,910620.3895,914262.8711,917919.9225,921591.6022,925277.9686,928979.0805,932694.9968,936425.7768,940171.4799,943932.1659,947707.8945,951498.7261,955304.721,959125.9399,962962.4436,966814.2934,970681.5506,974564.2768,978462.5339,982376.384,986305.8896,990251.1131,994212.1176,998188.9661,1002181.722,1006190.449
18127,,,,,,,,27942377.31,29331158.8,11268526.87,37588902.05,22392605.19,31497756.24,17307048.79,23080367.62,6579419.172,23172689.09,23265379.84,23358441.36,23451875.13,23545682.63,23639865.36,23734424.82,23829362.52,23924679.97,24020378.69,24116460.2,24212926.04,24309777.75,24407016.86,24504644.93,24602663.51,24701074.16,24799878.46,24899077.97,24998674.28,25098668.98,25199063.66,25299859.91,25401059.35,25502663.59,25604674.24,25707092.94,25809921.31,25913161,26016813.64
18129,654558.3225,876465.9868,1054584.311,920715.9082,911194.5829,1336823.624,1332201.957,196119.9888,213004.8657,219242.4627,250296.077,130804.6775,159702.7688,164735.8664,113707.8154,49182.84252,114162.6467,114619.2973,115077.7745,115538.0856,116000.2379,116464.2389,116930.0958,117397.8162,117867.4075,118338.8771,118812.2326,119287.4815,119764.6315,120243.69,120724.6648,121207.5634,121692.3937,122179.1632,122667.8799,123158.5514,123651.1856,124145.7904,124642.3735,125140.943,125641.5068,126144.0728,126648.6491,127155.2437,127663.8647,128174.5201
18135,1584542,2053967,2034970,2029481,1874186,1911372,1950100,1932157,1910630,1922640,1843074,1613032,1433005,1391256,1408230,810108,1413862.92,1419518.372,1425196.445,1430897.231,1436620.82,1442367.303,1448136.772,1453929.319,1459745.037,1465584.017,1471446.353,1477332.138,1483241.467,1489174.433,1495131.131,1501111.655,1507116.102,1513144.566,1519197.144,1525273.933,1531375.029,1537500.529,1543650.531,1549825.133,1556024.434,1562248.531,1568497.525,1574771.515,1581070.602,1587394.884
18147,196278.5993,421917.3423,325826.804,423838.8404,237172.4765,212673.3218,260497.6586,162657.6805,326764.5206,160250.8186,226088.5583,113601.8334,132647.4347,191298.3323,221289.4895,102725.8449,222174.6474,223063.346,223955.5994,224851.4218,225750.8275,226653.8308,227560.4461,228470.6879,229384.5707,230302.109,231223.3174,232148.2107,233076.8035,234009.1107,234945.1472,235884.9278,236828.4675,237775.7813,238726.8845,239681.792,240640.5192,241603.0812,242569.4936,243539.7715,244513.9306,245491.9864,246473.9543,247459.8501,248449.6895,249443.4883
18157,4251685,4346081,4664409,5028088,4741647,4946242,5327744,5281590,5459000,5274218,4984644,4794873,4583247,4740475,5099775,2324834,5120174.1,5140654.796,5161217.416,5181862.285,5202589.734,5223400.093,5244293.694,5265270.868,5286331.952,5307477.28,5328707.189,5350022.018,5371422.106,5392907.794,5414479.425,5436137.343,5457881.892,5479713.42,5501632.274,5523638.803,5545733.358,5567916.291,5590187.957,5612548.708,5634998.903,5657538.899,5680169.054,5702889.731,5725701.29,5748604.095
18163,8555202.313,9398699.093,9354033.495,10099533.8,9336623.945,9651004.095,9772140.104,5414326.585,5145833.317,5487439.985,5198125.027,4887959.338,4213341.273,4013009.552,3417676.408,1985198.371,3431347.114,3445072.502,3458852.792,3472688.203,3486578.956,3500525.272,3514527.373,3528585.482,3542699.824,3556870.624,3571098.106,3585382.499,3599724.029,3614122.925,3628579.416,3643093.734,3657666.109,3672296.773,3686985.961,3701733.904,3716540.84,3731407.003,3746332.631,3761317.962,3776363.234,3791468.687,3806634.561,3821861.1,3837148.544,3852497.138
18167,175587,184581,229991,338397,298722,292191,343152,379597,409793,426606,396189,339507,277108,259078,237867,144126,238818.468,239773.7419,240732.8368,241695.7682,242662.5513,243633.2015,244607.7343,245586.1652,246568.5099,247554.7839,248545.003,249539.1831,250537.3398,251539.4891,252545.6471,253555.8297,254570.053,255588.3332,256610.6866,257637.1293,258667.6778,259702.3485,260741.1579,261784.1226,262831.259,263882.5841,264938.1144,265997.8669,267061.8583,268130.1058
19013,625421,656959,716442,848035,537628,550126,541706,571699,294416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19015,2171398.963,2206456.519,2324266.519,2462270.222,2739937.926,2783804.074,2907791.704,3004307.185,3250463.481,3523506,3484755.037,3486760.667,3417678.444,3349822.519,3084133.63,1358704.667,3096470.164,3108856.045,3121291.469,3133776.635,3146311.741,3158896.988,3171532.576,3184218.707,3196955.581,3209743.404,3222582.377,3235472.707,3248414.598,3261408.256,3274453.889,3287551.705,3300701.912,3313904.719,3327160.338,3340468.979,3353830.855,3367246.179,3380715.163,3394238.024,3407814.976,3421446.236,3435132.021,3448872.549,3462668.039,3476518.711
19061,181874,467222,511566,648340,707672,785364,828372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19103,4341758,5973505,6119230,6457145,6483440,6535993,6938415,7071989,7224283,7256102,7027144,6395649,5976534,5622067,5525531,2561791,5547633.124,5569823.656,5592102.951,5614471.363,5636929.248,5659476.965,5682114.873,5704843.333,5727662.706,5750573.357,5773575.65,5796669.953,5819856.633,5843136.059,5866508.603,5889974.638,5913534.536,5937188.675,5960937.429,5984781.179,6008720.304,6032755.185,6056886.206,6081113.751,6105438.206,6129859.958,6154379.398,6178996.916,6203712.903,6228527.755
19113,2337726,2429992,2604928,2792196,2291564,2392978,2520834,1556143.695,1151973.152,1150280.844,1677135.008,1314779.584,1343330.863,719845.7278,1475008.855,611566.4054,1480908.89,1486832.526,1492779.856,1498750.975,1504745.979,1510764.963,1516808.023,1522875.255,1528966.756,1535082.623,1541222.953,1547387.845,1553577.397,1559791.706,1566030.873,1572294.996,1578584.176,1584898.513,1591238.107,1597603.06,1603993.472,1610409.446,1616851.084,1623318.488,1629811.762,1636331.009,1642876.333,1649447.838,1656045.63,1662669.812
19153,4272069,4360038,4445058,5120246,4725397,4261909,4410113,4544584,4596629,4769372,4766674,4679828,4565884,4504372,4386721,2284885,4404267.884,4421884.956,4439572.495,4457330.785,4475160.108,4493060.749,4511032.992,4529077.124,4547193.432,4565382.206,4583643.735,4601978.31,4620386.223,4638867.768,4657423.239,4676052.932,4694757.144,4713536.172,4732390.317,4751319.878,4770325.158,4789406.458,4808564.084,4827798.341,4847109.534,4866497.972,4885963.964,4905507.82,4925129.851,4944830.371
19163,7179249,10297311,11218119,12099204,13261440,14361444,15325527,5767241.215,5488006.007,4503138.523,5819153.119,4421970.297,3384085.751,4705417.041,5403451.559,2549240.541,5425065.366,5446765.627,5468552.69,5490426.9,5512388.608,5534438.162,5556575.915,5578802.219,5601117.428,5623521.897,5646015.985,5668600.049,5691274.449,5714039.547,5736895.705,5759843.288,5782882.661,5806014.192,5829238.248,5852555.201,5875965.422,5899469.284,5923067.161,5946759.43,5970546.467,5994428.653,6018406.368,6042479.993,6066649.913,6090916.513
19169,6203997.037,6304161.481,6640761.481,7035057.778,7828394.074,7953725.926,8307976.296,8583734.815,9287038.519,10067160,9956442.963,9962173.333,9764795.556,9570921.481,8811810.37,3882013.333,8847057.612,8882445.842,8917975.626,8953647.528,8989462.118,9025419.967,9061521.647,9097767.733,9134158.804,9170695.439,9207378.221,9244207.734,9281184.565,9318309.303,9355582.54,9393004.871,9430576.89,9468299.198,9506172.394,9544197.084,9582373.872,9620703.368,9659186.181,9697822.926,9736614.218,9775560.675,9814662.917,9853921.569,9893337.255,9932910.604
19193,,,,,,,,2835516.725,2533227.351,2824492.351,2775363.698,2284253.752,2269252.828,2421663.725,2155658.016,1271245.498,2164280.648,2172937.771,2181629.522,2190356.04,2199117.464,2207913.934,2216745.59,2225612.572,2234515.022,2243453.082,2252426.895,2261436.602,2270482.349,2279564.278,2288682.535,2297837.265,2307028.614,2316256.729,2325521.756,2334823.843,2344163.138,2353539.791,2362953.95,2372405.766,2381895.389,2391422.97,2400988.662,2410592.617,2420234.987,2429915.927
20035,0,0,261415,375037,424939,2912495,2819469,2806986,2977251,3101589,2992970,3367113,3318704,2936420,2878361,1093141,2889874.444,2901433.942,2913039.678,2924691.836,2936390.604,2948136.166,2959928.711,2971768.426,2983655.499,2995590.121,3007572.482,3019602.772,3031681.183,3043807.907,3055983.139,3068207.072,3080479.9,3092801.82,3105173.027,3117593.719,3130064.094,3142584.35,3155154.688,3167775.306,3180446.408,3193168.193,3205940.866,3218764.629,3231639.688,3244566.247
20043,230867.4729,344668.215,399432.9585,368857.074,352527.3586,235292.0377,271197.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20077,1006179,1646457,1761621,1876264,1413372,1192746,1263560,1178306,1251641,1273484,1224400,1230402,1263887,1280089,1314181,927666,1319437.724,1324715.475,1330014.337,1335334.394,1340675.732,1346038.435,1351422.588,1356828.279,1362255.592,1367704.614,1373175.433,1378668.134,1384182.807,1389719.538,1395278.416,1400859.53,1406462.968,1412088.82,1417737.175,1423408.124,1429101.756,1434818.163,1440557.436,1446319.666,1452104.945,1457913.364,1463745.018,1469599.998,1475478.398,1481380.311
20173,,,,,,,,2244523,2152782,2125185,2123939,1427680,1336731,1262839,1366960,830293,1372427.84,1377917.551,1383429.222,1388962.938,1394518.79,1400096.865,1405697.253,1411320.042,1416965.322,1422633.183,1428323.716,1434037.011,1439773.159,1445532.252,1451314.381,1457119.638,1462948.117,1468799.909,1474675.109,1480573.809,1486496.104,1492442.089,1498411.857,1504405.505,1510423.127,1516464.819,1522530.678,1528620.801,1534735.284,1540874.225
20209,28945420,30422070,31750190,35641386,32313960,31663054,33583752,30021294.72,30908946.16,30555772.94,28709562.25,29049348.82,30121496.33,29629187.61,28732468.42,19598700.61,28847398.29,28962787.89,29078639.04,29194953.6,29311733.41,29428980.34,29546696.26,29664883.05,29783542.58,29902676.75,30022287.46,30142376.61,30262946.12,30383997.9,30505533.89,30627556.03,30750066.25,30873066.52,30996558.78,31120545.02,31245027.2,31370007.31,31495487.34,31621469.28,31747955.16,31874946.98,32002446.77,32130456.56,32258978.38,32388014.3
21015,36147223.57,35340960.14,25170099.71,29153484.35,33746021.03,29611225,25998702.04,1974173.484,1654027.908,2448990.029,2477468.893,1428213.499,2088217.508,1146817.506,1598759.669,567294.7232,1605154.708,1611575.327,1618021.628,1624493.714,1630991.689,1637515.656,1644065.719,1650641.981,1657244.549,1663873.528,1670529.022,1677211.138,1683919.982,1690655.662,1697418.285,1704207.958,1711024.79,1717868.889,1724740.365,1731639.326,1738565.883,1745520.147,1752502.227,1759512.236,1766550.285,1773616.486,1780710.952,1787833.796,1794985.131,1802165.072
21019,,,,,,,,495067.8342,502122.7606,481161.7859,512032.4861,434926.1256,510505.5755,548225.0353,569136.2012,279290.7321,571412.746,573698.397,575993.1906,578297.1633,580610.352,582932.7934,585264.5246,587605.5827,589956.005,592315.829,594685.0923,597063.8327,599452.088,601849.8964,604257.296,606674.3252,609101.0225,611537.4266,613983.5763,616439.5106,618905.2686,621380.8897,623866.4132,626361.8789,628867.3264,631382.7957,633908.3269,636443.9602,638989.7361,641545.695
21029,3298595.039,3327230.06,3534042.647,4721143.941,3942083.075,2803474.812,2618771.188,869455.929,1245459.151,1297221.474,1331790.26,1427486.975,898441.5376,757684.4994,2081782.252,532793.9786,2090109.381,2098469.818,2106863.697,2115291.152,2123752.317,2132247.326,2140776.315,2149339.421,2157936.778,2166568.525,2175234.799,2183935.739,2192671.482,2201442.168,2210247.936,2219088.928,2227965.284,2236877.145,2245824.653,2254807.952,2263827.184,2272882.493,2281974.023,2291101.919,2300266.326,2309467.392,2318705.261,2327980.082,2337292.003,2346641.171
21037,,,,,,,,5888869.767,6307413.252,8421199.328,8173027.613,4216899.145,4210072.4,5128267.811,5130289.404,2514650.142,5150810.561,5171413.803,5192099.459,5212867.857,5233719.328,5254654.205,5275672.822,5296775.513,5317962.615,5339234.466,5360591.404,5382033.769,5403561.904,5425176.152,5446876.857,5468664.364,5490539.022,5512501.178,5534551.182,5556689.387,5578916.145,5601231.809,5623636.736,5646131.283,5668715.809,5691390.672,5714156.234,5737012.859,5759960.911,5783000.754
21047,185834.5588,643907.8783,488319.0934,335444.0568,568987.8637,536501.7264,567793.8236,664349.3485,550827.171,322805.1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21059,0,0,0,0,0,0,0,0,0,0,83105,188891,202254,172233,148763,87742,149358.052,149955.4842,150555.3061,151157.5274,151762.1575,152369.2061,152978.6829,153590.5977,154204.9601,154821.7799,155441.067,156062.8313,156687.0826,157313.8309,157943.0863,158574.8586,159209.158,159845.9947,160485.3787,161127.3202,161771.8294,162418.9168,163068.5924,163720.8668,164375.7503,165033.2533,165693.3863,166356.1598,167021.5845,167689.6708
21067,5533388.78,8813902.938,9954406.465,10066707.45,10566529.46,11875424.77,10011290.86,9595919.374,9729012.951,8727463.776,7490864.563,7941921.98,8203618.804,8265963.696,8922678.406,5472128.002,8958369.12,8994202.596,9030179.406,9066300.124,9102565.325,9138975.586,9175531.488,9212233.614,9249082.549,9286078.879,9323223.194,9360516.087,9397958.151,9435549.984,9473292.184,9511185.353,9549230.094,9587427.015,9625776.723,9664279.829,9702936.949,9741748.697,9780715.691,9819838.554,9859117.908,9898554.38,9938148.597,9977901.192,10017812.8,10057884.05
21089,,,,,,,,342739.2698,347623.4496,333112.0056,354484.0289,301102.7023,353426.9369,379540.409,394017.3701,193355.1222,395593.4395,397175.8133,398764.5166,400359.5746,401961.0129,403568.857,405183.1324,406803.8649,408431.0804,410064.8047,411705.0639,413351.8842,415005.2917,416665.3129,418331.9741,420005.302,421685.3232,423372.0645,425065.5528,426765.815,428472.8783,430186.7698,431907.5169,433635.1469,435369.6875,437111.1663,438859.6109,440615.0494,442377.5096,444147.0196
