Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
17089,135587558.6,155300781.4,119937762.3,223173077.7,134086917.7,81353899.68,128332714.3,89012464.42,85420081.26,72674014.35,70437924.37,65761476.73,65191914.67,53665305.69,90789976.95,104342765.2,110389626.5,87422195.35,85442102.98,85101295.76,85070866.23,86254202.09,87763937.69,89864172.6,92219251.77,95899401.17,96387118.93,95627716.33,94218624.9,94867375,95767060.05,96785155.74,97903337.92,99015300.88,100089294.6,101065329,101909727.3,102483440.2,103065361.8,103775318.9,104687548.8,105624929,106565907.4,107499524.6,108415524.3,109755447.4
17091,0,60974,191521,891017,1159175,1582208,125329,88702,391991,210568,0,80230,0,94482,1968900,676044,930798,756066.144,496151.8365,535044.7754,548699.9085,580976.1361,636432.9491,689525.0488,755343.3489,818425.5686,708607.5547,711715.894,690803.5112,684573.8962,702559.6383,718549.6934,734762.6274,749442.247,760229.4982,766978.5593,768089.193,763284.3571,768503.5065,773924.1422,781858.3842,791144.6308,799600.471,807337.1361,814264.7029,822806.297
17093,,,,,,,,6646136.172,2963623.935,8379211.451,2625888.738,10539974.32,7155039.89,6331503.369,3858208.156,8983087.625,4435051.453,6337155.441,6515238.598,6502743.83,6840568.911,6693698.486,7081989.417,6751909.039,6713428.367,6749884.845,7025908.528,6839086.887,7068562.997,7138379.173,7197860.773,7264212.845,7304651.584,7362969.834,7389790.692,7450679.396,7521053.358,7594664.897,7648955.278,7726260.897,7789041.151,7851149.795,7913509.201,7975487.49,8039521.826,8151154.15
17097,,,,,,,,143964025.7,178698672.6,163110169,126407982.6,130498448.8,167427933.4,160147163.4,155552309.5,197622097.7,230194768.5,187654520.1,175758363.3,178793277.3,178802307.7,180300193.7,185444450.2,190689295.8,192909698.6,196037031.5,199901482.3,200119059.9,197248196.8,198163956.8,200302672.6,202355842.1,204604134,206924055.6,208974381.6,210719776.1,212419829,213983641.5,215327847.6,216779595.5,218643956.3,220598865.3,222536229.2,224462538.8,226358113.8,229195538.9
17111,,,,,,,,29248809.98,50485628.13,33560733.04,37301591.94,43307165.57,48928838.63,44418726.49,40576141.27,46978293.19,56652193,48936163.67,45855818.11,47441032.52,47150412.03,48447608.66,49511546.62,50103782.99,50215936.77,50769306.84,51742290.83,52197036.06,51771771.08,52042442.69,52632984.13,53128579.51,53699222.77,54200513.21,54648096.38,55081871.75,55546347.36,56002337.6,56408978.42,56811027.47,57292047.4,57793146.03,58285706.94,58777978.19,59262768.48,60030799.29
17113,1597268,126802,0,639172,0,7104095,2673152,247877,1352211,536745,124731,3114101,4278265,5410581,955601,799454,2800391,2934324.152,2152908.655,2334752.586,2428540.647,2609121.14,2846267.472,2820701.544,2681570.487,2421074.029,2560960.091,2729103.854,2722299.172,2702060.424,2754479.456,2794544.294,2829481.005,2850515.356,2850920.836,2853805.405,2870246.011,2913121.518,2946736.927,2967510.993,2990917.576,3018490.304,3043691.34,3067473.558,3090191.029,3133417.344
17115,21540,18164,35603,152477,28872,1686771,1715260,4085,122050,68541,137100,33694,0,101918,95131,5745197,2119593,1660738.834,962950.0205,1054478.045,1143482.54,1246090.597,1351948.79,1477782.202,1618843.23,1763640.638,1922907.467,1558052.557,1504450.97,1489532.583,1539797.282,1586123.209,1628375.273,1664866.083,1694735.461,1715444.635,1724665.679,1720945.342,1701667.139,1715375.803,1735509.537,1758989.156,1779912.017,1798410.039,1814640.63,1830817.044
17143,,,,,,,,2008868,7402265,483975,1117571,614655,4591848,2355605,1113922,2834014,6801247,3645507.016,3147086.442,3255734.566,2859929.389,3086725.035,3274689.738,3528602.145,3427110.495,3529390.565,3759958.019,3848343.585,3566475.532,3558931.617,3598244.111,3630938.204,3704534.5,3763507.222,3810167.072,3837043.724,3876173.714,3909275.742,3923528.798,3930705.568,3965472.981,4004279.202,4043037.097,4082373.809,4118440.289,4164002.296
17161,,,,,,,,7393622.949,17948369.16,24698956.02,4314912.814,7795544.349,22049608.62,7487336.416,5208449.149,10245713.38,6504154.084,10608023.9,11860675.03,12287075.46,11746679.24,10510325.55,11101705.86,11417294,10402391.24,10680646.48,11202992.59,11294369.24,11751617.05,11860778.21,11860788.06,11820096.99,11827105.05,11952797.64,12034038.22,12092909.25,12254276.88,12404487.06,12519175.17,12636088.46,12720515.28,12802581.09,12892479.51,12994843.3,13106309.22,13290446.05
17163,,,,,,,,20317492.26,15859817.56,17331069.9,21571663.7,35846064.2,16132466.82,11329187.87,11129600.78,13933768.04,18810860.96,14695192.2,18800458.5,18655650.73,18922525.72,19074437.41,18836065.81,17212384.14,17315467.16,17886884.73,18531898.2,18970810.62,18986078.54,19395663.15,19452478.14,19528538.94,19586385.65,19635253.44,19711539.53,19950095.27,20201582.5,20422530.93,20603000.41,20758800.35,20928014.7,21074284.62,21229093.42,21391419.08,21563717.73,21874425.09
17167,254137,1244015,638137,362318,1350057,1866686,3956155,5614033,2170673,6514864,2258861,1290591,3451387,9743460,2245424,3756284,1656645,4295759.2,4104352.751,3960246.909,4131069.873,3903525.888,4060516.627,4324918.619,4408301.183,3899036.023,4056880.807,4085574.139,4317426.465,4319494.704,4340030.982,4376283.098,4399689.815,4447050.917,4483947.372,4499127.389,4507797.163,4565906.181,4614494.967,4664982.864,4698158.702,4734303.902,4771939.044,4809706.203,4848844.131,4915768.108
17183,56205,58184,0,891480,348139,181315,1604419,139704,165020,396855,27991,1147189,2907783,376137,846284,0,0,850822.024,654606.7523,703756.5605,755181.414,789385.2989,862063.8456,834847.3536,636976.2238,661874.5133,644271.7896,705770.4604,773139.4589,765724.3049,776330.9804,783258.5387,785938.6279,785609.6275,778311.7248,772915.1421,785891.1297,797729.0795,812377.2753,822553.3804,827270.1638,833144.9958,838568.1518,843847.7058,849375.3905,863594.52
17199,0,0,0,0,0,0,0,2836771.034,956988.6207,1888924.138,3832961.379,3587980.345,392491.0345,955113.1034,5845804.138,292085.1724,1925256.207,1938614.429,2334149.007,2286171.45,2413047.993,2463077.997,2332316.402,2212457.571,2386181.649,2522783.647,2205586.237,2388238.611,2432432.386,2479569.554,2493450.607,2513236.344,2522799.778,2528500.493,2547227.156,2579182.435,2597605.237,2604747.298,2642849.036,2667152.758,2689557.885,2709602.225,2730234.88,2750948.376,2772726.197,2812532.33
17201,,,,,,,,27687.70458,102074.7752,1359615.806,77643.19153,0,0,52586.94501,500524.414,1099592.56,497092.8848,442858.1417,397060.0222,432318.2889,463841.5334,378335.8074,407038.2843,445891.9387,488454.3511,530059.8762,532879.1703,478783.8013,477036.116,480298.559,488244.0557,493582.4244,496421.3276,507693.1273,517301.0896,524117.4176,527521.6194,527279.3312,526744.8011,531322.8966,536504.8165,541869.9593,546988.7956,552086.6764,557400.187,563379.1896
18003,,,,,,,,6667120,3892252,864147,2571799,688719,1094513,1596289,1165845,288003,586272,974569.932,1946273.216,1495646.932,1266880.085,1305322.789,1184431.877,1231749.925,1244849.813,1211303.345,1215642.551,1304189.963,1372718.495,1410723.586,1359602.939,1346616.921,1354228.165,1358896.405,1375549.838,1389276.193,1403062.347,1421366.616,1441003.913,1454063.426,1461828.17,1466706.335,1476929.84,1489368.801,1502268.589,1523802.957
18011,,,,,,,,504822.7792,420269.2696,1097854.002,2151565.361,1690478.65,410180.0158,2500921.907,8029849.987,2802963.874,2643248.832,3375755.911,2446300.556,2631623.435,2842707.242,3009261.414,3091132.401,3224831.169,3493502.415,3588248.736,3164277.708,3198766.755,3251793.466,3239960.687,3315719.155,3381019.201,3432403.524,3472794.362,3509225.731,3536372.484,3540464.627,3535903.417,3571376.78,3606944.1,3640844.843,3679111.058,3713798.466,3745563.76,3775456.328,3822283.538
18029,6094483.932,14336865.08,3684158.516,7937703.308,13682374.34,6595600.096,16549063.68,1239863.953,1810745.192,1358789.447,7374442.33,1862220.681,711684.3053,1205227.959,2322903.287,2834933.236,2848351.089,2044158.575,2444907.823,2559934.738,2631448.286,2752929.357,2311784.937,2354697.888,2511531.003,2636223.566,2666131.411,2650018.51,2631086.764,2687111.727,2710231.191,2724577.67,2733467.293,2731609.551,2771683.719,2811486.911,2840119.066,2859581.819,2878047.539,2899813.947,2925465.178,2948217.098,2970933.935,2994449.76,3019361.722,3060836.105
18035,,,,,,,,0,0,839566.7187,674277.1779,175195.7794,407876.384,437474.5596,5925.529664,0,0,175362.9535,259223.9144,283968.0153,311074.0531,260627.0259,221142.2387,225528.0371,208122.0585,186229.3198,203440.1361,222859.4218,244132.3666,250696.7197,249882.7602,246629.1677,240477.6104,238554.2571,240216.3134,241618.3762,244815.7519,250408.0932,254891.3982,257948.9959,259267.856,260086.0099,261059.9565,262437.4409,264533.6065,269321.2832
18039,260057,64362,160430,132438,322410,1612824,667876,461675,315113,146134,2886762,1305721,223184,500498,1003775,23744,36645,368296.276,694102.24,716288.4765,754582.4993,812661.6742,614679.3704,548716.3057,579789.844,587358.611,547609.7738,597615.1431,651162.2932,678163.1403,676641.6807,672857.2139,665056.1639,650966.547,654430.3229,664521.2064,672609.2001,680746.7563,693455.2865,702603.6638,707513.9764,710315.6472,713529.9803,717412.3808,722410.0196,735663.4929
18043,1712636.186,549070.6186,744477.4707,1066892.618,772021.5754,3446872.518,862778.0528,1787082.599,2114811.114,5274120.435,6359197.467,2693186.687,3519519.57,5224378.022,3349071.697,1182117.485,2604902.202,3271277.729,3568058.933,3738061.219,3893007.82,3761174.343,3513181.227,3591453.433,3598319.847,3443105.203,3452081.128,3668759.476,3770309.489,3817944.338,3841797.036,3851699.091,3847755.985,3856020.597,3888746.173,3917124.116,3947555.433,3995707.501,4047599.109,4083761.074,4113681.452,4141910.904,4170558.137,4200994.682,4234712.922,4297542.768
18057,,,,,,,,1147098.6,772914.1306,1875862.789,2728936.459,4491390.463,1265921.674,7883971.146,27931383.25,10144314.24,11752340.12,12149453.67,7840978.715,8479939.999,9215610.65,9916222.946,10602282.11,11185594.5,12132472.36,12538011.11,11068643.77,11156875.22,11100035.39,10999863.64,11301393.57,11570714.14,11795519.47,11974906.87,12105930.14,12193780.36,12199632.49,12167332.71,12272207.56,12378671.1,12500722.7,12643986.51,12772143.11,12886824.97,12990995.04,13141702.5
18059,506485.8687,678137.0866,433229.7215,1032095.075,1165211.093,2032483.562,1102506.917,563413.6095,412358.7959,1199099.97,1284857.053,1384783.761,607658.86,2797187.388,12626523.57,4885391.837,3033026.863,4933656.435,3219486.913,3473021.183,3765175.32,4010118.877,4270257.505,4545689.09,4921591.975,5124376.05,4408261.968,4362717.754,4489642.793,4447259.673,4564456.163,4668638.593,4754878.269,4825968.939,4879014.121,4910831.51,4909804.375,4889322.533,4935241.951,4989891.988,5037643.047,5093997.824,5144544.983,5189972.411,5231504.124,5293718.452
18061,243402,34761,122188,227962,231532,1275360,238324,293901,1159363,99581,327901,1119166,8761,413086,242936,362377,2035850,630980.06,638963.3785,671901.1509,625370.7017,675559.7187,708745.3237,669568.8046,732645.9132,763149.3594,812806.0892,855801.5932,743160.6089,753868.7522,764836.9924,773708.1409,787867.6237,798587.9238,807163.8083,820297.8769,828664.6552,834918.388,837029.1074,835237.1883,844026.3164,852632.2657,861012.7236,869346.3428,877123.8569,886653.1501
18063,2114182.081,3476199.294,1953024.647,4071020.457,5359467.154,7001503.401,4422439.004,565767.7054,195936.3487,1539859.125,2828206.057,1689210.791,1264851.997,5136108.809,19089377.85,8629803.182,9410903.015,8967395.239,5662117.375,6148587.116,6716794.689,7210956.72,7629310.193,8196319.681,8857959.778,9213227.371,8270503.916,8236207.168,8124077.11,8043578.561,8270899.856,8473484.254,8641168.258,8777688.45,8887306.375,8953264.196,8962361.435,8938415.142,9002170.304,9075284.967,9166082.081,9273230.144,9368907.126,9454379.309,9532004,9639688.148
18089,,,,,,,,195623025.8,232249983.3,226815745.1,212925879.8,174040081.8,193983020.5,166422550.8,246217462.1,270375390.8,197490293.5,221344675.8,223123865,225748945.1,225128391.4,224967325.8,226116736.6,231087690,234629499.4,241140162.7,240655511.4,237818613.8,241668135.3,243608101.8,245563415.4,247454796.6,249585953.5,251935913.4,254400471.2,256625782.1,258725427.3,260404020.7,262289105.7,264624925.4,266816255.3,269031579.1,271271722,273545155.7,275832170.5,279438357.8
18095,,,,,,,,0,0,1154179.281,736970.8221,383148.2206,540637.616,499943.4404,6074.470336,0,0,215611.0385,337581.194,369804.8534,405104.4076,333601.806,295098.3999,286693.6443,262453.5379,239784.0472,262092.6887,287110.6271,314516.6415,323957.6309,322657.1999,318156.7421,309857.1922,307590.6608,308783.1039,310891.6433,315515.2806,322744.171,328533.6307,332487.6447,334203.0586,335181.0313,336376.4879,338115.6455,340813.0433,347045.9889
18097,42105329.99,37092476.12,24038050.95,40900050.84,77983736.43,76914913.23,63490435.68,35143277.01,25844328.92,67781720.86,151976541.5,83939097.32,49544356.39,176636158.8,652333893.8,224789388.8,207776184.7,270082476.4,185739981.4,200115121.4,216750060.7,230969765.8,238510028.2,253264526.1,272710542.3,281881278.9,246519893,248594168.4,252490430.4,250811189.7,257022532.3,262454603.3,266817309.7,270239120.7,273267806.8,275177210.8,275412665.6,274795207,277494214.3,280252855,282902904.6,285966204.7,288729009.8,291237021.3,293567993.8,297135045.6
18105,1609203,1163247,1465291,4013109,2609683,189170,53656,587283,4188168,3302746,898788,1192227,2573454,2132757,1937360,633341,2342745,1981649.342,2078094.933,2220399.708,2032567.28,1911322.948,2007974.011,2085840.771,2039295.872,2030374.583,2039253.247,2173453.962,2157294.363,2174060.478,2183220.826,2179671.933,2193713.74,2220669.225,2240971.95,2255779.926,2276444.313,2299932.787,2324815.834,2339264.013,2356633.843,2374061.301,2392277.892,2412572.097,2433463.122,2465615.7
18109,1239258.057,1481281.499,998106.677,2201643.626,2898541.325,2808535.808,2641412.396,662730.2982,521036.5346,1152005.255,2009177.567,1483395.015,692081.0659,4400487.922,11213705.57,571282.0438,4837294.459,4473259.318,3056116.163,3284575.723,3548368.1,3777111.827,3945869.188,4180923.541,4513949.413,4524779.828,3886291.462,4202724.179,4142151.562,4110545.821,4211195.925,4299646.035,4371358.929,4428082.516,4474111.97,4502098.139,4500966.881,4498693.826,4557150.416,4590982.011,4633824.918,4683774.286,4728884.038,4769856.757,4807895.186,4866592.448
18127,,,,,,,,31172557.71,43718359.7,14509608.35,47219150.43,27944756.69,41617900.31,22331563.11,33857537.41,28505877.95,62437517.44,38882581.62,37437025.57,38034997.5,37492494.75,39686315.72,38967272.41,40019421.63,39866839.58,41540661.42,42274050.53,43588285.19,41789040.29,42066474.98,42508376.97,42935381.38,43454929.65,43814660.98,44277366.25,44683806.42,45143607.8,45487525.41,45794266.19,46004837.1,46407254.07,46821601.17,47233318.02,47643575.61,48043400.91,48646724.85
18129,18794.92788,577030.2521,331151.8275,250704.9222,228313.998,1297474.337,51600.1663,165314.6208,28063.53634,97389.4982,91663.82737,127656.8479,136396.9746,357653.9544,165571.827,82147.94263,41424.37364,161338.1849,138850.2425,136324.0973,146658.0599,151360.9681,157059.3315,159865.9322,162106.1509,143440.2242,141327.6621,146976.6353,157052.0785,156642.9501,158341.345,160442.9913,161758.8257,162751.3485,163294.6773,163621.9667,163766.6582,165706.9087,168034.0186,170044.0415,171284.1835,172681.7557,174050.6131,175349.5225,176646.8163,179222.6556
18135,3263111,54101,1315824,183468,207541,3095501,162775,1326523,2385822,1348119,247799,80099,296547,541979,44050,205230,3897773,1027029.274,1088274.435,1065532.527,939504.8953,900500.8216,962804.1773,1047062.399,1118702.505,1173753.385,1281588.708,1384332.039,1144412.675,1155617.454,1162045.651,1171258.268,1193380.181,1221336.847,1246014.965,1265005.892,1278971.215,1289014.736,1289723.584,1280692.777,1293701.332,1306882.065,1320707.359,1334972.955,1348488.628,1360578.982
18147,337988.4772,99099.45483,96771.73554,217507.0686,396031.267,1590287.327,163707.4926,97321.47545,212397.5715,571248.9277,440550.9236,269488.4084,165291.2732,60988.35394,171960.976,111505.1298,879795.4861,286245.4911,311830.338,332306.1839,343752.006,322036.3908,310723.6399,314659.7302,328917.6284,354492.6955,371916.1778,396773.596,350666.961,356816.2832,361110.3961,363859.8891,365779.2779,369954.7354,375608.6126,381426.4605,386438.6672,389488.0554,391165.371,390630.0405,394444.698,398036.5013,401561.2659,405160.0336,408919.1058,413673.0505
18157,645615,406890,3036254,262416,5561769,3711535,6345823,3038453,4712529,2415107,6371272,5871799,1526067,4443882,1848328,2644315,5261823,3239229.49,3949222.247,4036159.311,3971596.75,4120170.772,3905292.927,3717580.984,3926770.955,3877410.355,4071095.489,4207288.172,4106628.03,4189425.163,4212353.623,4229172.171,4253758.916,4266510.511,4300990.372,4356679.449,4397716.169,4447381.724,4483299.956,4509646.535,4548116.484,4582355.201,4617673.533,4654757.754,4693034.916,4757763.205
18163,245653.2977,6187728.661,2937276.096,2750037.023,2339436.583,9366927.633,378504.2139,4563876.184,677967.0494,2437570.806,1903665.614,4770330.037,3598478.643,8712545.522,4976535.032,3315789.684,1070970.336,4464909.759,3865206.418,3798515.213,4096385.72,4254727.143,4479146.653,4451351.875,4532762.502,4133783.214,4053338.722,4123741.13,4415141.979,4410391.418,4462431.804,4525805.661,4566795.746,4596584.113,4607794.052,4622727.169,4631314.705,4678806.348,4738510.076,4797192.566,4833661.031,4874064.04,4913356.207,4950349.669,4986961.634,5059028.872
18167,252695,79928,82909,220000,296536,1260777,248906,167454,100358,217690,300954,252888,252887,0,0,0,161235,85309.132,146883.0808,144919.493,149173.0901,142632.8396,127520.3652,115553.4546,102444.3435,112223.1217,122935.3288,134670.0647,132134.3209,136603.998,135622.8128,134735.4024,133357.2595,132471.8633,132944.5062,134604.5612,137674.4001,140103.8404,141742.6528,142417.7635,143399.3648,144048.0135,144852.2372,145817.9351,147007.3632,149375.7322
19013,946905,1829085,975450,1301710,1349994,805248,1894930,1336259,887670,692527,273572,453448,377636,83796,82464,97319,1008822,339907.622,537735.6048,461512.9171,420834.2865,394899.982,406481.2894,401998.1033,404323.5769,434919.391,468562.8601,503999.7741,455812.198,466875.8166,460111.9277,459978.1969,463714.6611,470283.335,476373.5302,483473.0028,491028.1753,496384.0138,499039.6694,498566.2048,502647.2691,506061.8168,510447.9426,515265.5093,520186.272,526249.4148
19015,247349.9259,1126380.37,929616.0741,1380911.778,856966.963,2663798.667,3256163.037,4583288.37,3079339.407,2019627.556,1642452.519,317080.2963,1608612.444,1308390.741,750080.0741,1093300.963,1229884.444,1233995.345,1800850.433,1535254.085,1387864.122,1327559.431,1297501.454,1391087.11,1370323.329,1376235.076,1436004.417,1468717.019,1491514.674,1516096.064,1488914.965,1484491.686,1493715.226,1509575.552,1529818.989,1543061.577,1559550.228,1577048.492,1590511.791,1602137.655,1612697.122,1621918.132,1634613.888,1648943.735,1663761.002,1685478.379
19061,1987794,80084,60494,0,42548,0,8897166,3882735.149,404112.0176,225236.4231,456203.9945,55503.90051,3180482.995,5284906.558,614217.5836,3316316.931,270085.9646,2609198.067,1937631.778,1751962.82,1880621.306,2038635.318,2189685.58,2393402.922,2318272.552,2035093.851,2170722.95,2061370.797,2232357.076,2196385.891,2221085.147,2265865.005,2302638.268,2327838.549,2341025.878,2336026.251,2337720.922,2366608.052,2385306.175,2416227.28,2433778.526,2456438.732,2478904.302,2499239.871,2518006.388,2551591.771
19103,6837036,1835707,2998256,619757,3441174,3926359,2243665,3543286,3189678,3164897,7443978,2181003,1704750,7998041,396710,3544794,28316,2816557.866,3437510.128,3427413.34,3450106.259,3477330.779,3098696.272,3186294.266,3327714.401,2881910.498,3119134.182,3078503.017,3369657.233,3422453.081,3421015.818,3420405.145,3417570.039,3411865.604,3441759.041,3466144.315,3479358.079,3536387.167,3576215.861,3623724.814,3647976.719,3669503.976,3693223.3,3719265.033,3748063.191,3806474.637
19113,1903964,3390140,2423668,796090,1635170,1764854,2905210,2173310.173,6223712.294,6005843.598,3575322.253,706632.6487,415463.1322,470377.4903,2742598.324,13354.46179,331693.5855,818538.3206,2240971.69,2247430.29,1867876.099,1472888.292,1272201.414,1326187.523,1413120.306,1503109.393,1384794.54,1515704.73,1628723.975,1706059.878,1655000.115,1598449.961,1572732.012,1582262.549,1611859.294,1639127.963,1660701.421,1675744.296,1703516.773,1721444.286,1730294.861,1732608.201,1740016.245,1753529.391,1770787.322,1797810.62
19153,3296746,1058327,6196132,2832368,6434260,11405052,4600393,18033305,16540995,1389826,7946739,6281668,15903238,7051142,4461051,1261501,11390681,8253928.278,9403616.181,8579873.157,7819947.891,8433732.253,8480217.973,8690079.561,8001550.801,8092271.641,8438888.157,9124002.385,8907637.608,8970037.135,8928650.044,8961942.384,9070950.949,9131776.37,9193970.581,9242069.269,9360482.395,9481538.876,9581064.627,9624693.295,9693139.52,9762162.93,9841725.523,9925704.823,10007294.97,10141385.72
19163,3379269,8583918,3610905,3161166,336636,5399985,18977310,5333304.765,23387239.67,22150652.95,5948651.614,6849792.332,12927555.11,8576296.508,7706216.898,9697711.868,6594448.496,9373459.148,11315690.53,11886736.44,10788961.13,9704436.007,10062942.7,10369652.51,10125489.08,10273366.55,10518412.65,10596752.27,10978790.36,11132026.52,11114494.96,11040781,11064818.35,11194673.03,11302701.83,11391765.63,11512637.48,11630931.53,11737126.51,11845980.41,11928757.65,12004809.25,12089793.8,12189926.84,12297323.56,12465185.89
19169,706714.0741,3218229.63,2656045.926,3945462.222,2448477.037,7610853.333,9303322.963,13095109.63,8798112.593,5770364.444,4692721.481,905943.7037,4596035.556,3738259.259,2143085.926,3123717.037,3513955.556,3525700.987,5145286.953,4386440.243,3965326.064,3793026.946,3707147.013,3974534.601,3915209.51,3932100.216,4102869.762,4196334.34,4261470.497,4331703.041,4254042.759,4241404.817,4267757.789,4313073.006,4370911.396,4408747.363,4455857.794,4505852.835,4544319.402,4577536.157,4607706.061,4634051.804,4670325.395,4711267.814,4753602.862,4815652.511
19193,,,,,,,,1500580.918,65303.04925,1634826.047,1178559.611,663204.9246,981451.5904,2783898.939,5265337.634,3233492.926,1282757.033,2790669.253,2040826.002,2092394.851,2285889.977,2348036.989,2459668.92,2631149.575,2788620.746,2789071.464,2552700.602,2487715.88,2602734.679,2584795.47,2636719.828,2688678.122,2727126.081,2763311.858,2792295.956,2807678.111,2809497.223,2811446.955,2836145.47,2869404.658,2894859.52,2924456.543,2951922.32,2977050.175,3000906.566,3038334.196
20035,65991,1374343,309426,165915,0,836705,2920080,2477931,1357449,1807350,2511608,59500,1230391,1857672,1541306,3225842,1507949,1928810.96,1861918.128,1803116.899,1845657.926,1849314.592,1786095.675,1950907.081,2019683.616,2035148.361,2082287.859,1973130.418,2017534.099,2026003.126,2041665.785,2064436.361,2085319.757,2107847.522,2138560.199,2156472.542,2169529.666,2182356.973,2191909.025,2212792.437,2231430.733,2251039.732,2271025.427,2290745.292,2310354.093,2339046.627
20043,855941.35,0,69640.82119,0,0,415815.7209,459874.0101,0,548835.7635,13041.69411,69418.89886,0,25182.10511,149440.4668,182227.163,76206.79522,6023269.349,1330003.131,803500.6032,880198.388,911828.4568,997621.7386,1086222.919,1189907.834,1301086.199,1411016.019,1528309.5,1666919.304,1251085.891,1243552.881,1285557.871,1324251.277,1363618.91,1398555.003,1428368.52,1451130.677,1465453.104,1470649.371,1465145.45,1445885.218,1464479.7,1485568.169,1504660.061,1521880.899,1536987.726,1547796.77
20077,1238714,2208326,142316,74639,66151,33160,5408252,0,812317,999803,4714837,503855,1218080,483868,779500,1679004,2110983,1291915.61,1393079.158,1526054.896,1594184.422,1650920.831,1358456.106,1440031.666,1461217.961,1554510.458,1628488.729,1623666.816,1577150.271,1604377.216,1624546.576,1633948.055,1637743.675,1636485.855,1663025.058,1684310.791,1705606.016,1720028.774,1728766.687,1738798.948,1754229.049,1768533.087,1782277.254,1796435.95,1811583.849,1836090.193
20173,,,,,,,,61280,1503781,4751756,5546315,2194983,5834067,294819,1092836,7254668,68867,2996322.942,3016334.517,3298407.903,3469713.198,3347336.385,3137433.881,3227395.102,2978576.42,3234753.265,3439209.004,3075006.1,3361955.741,3396857.054,3433179.66,3446044.236,3443784.926,3452991.378,3483112.776,3507522.19,3558012.468,3588869.028,3603154.758,3653568.948,3681404.754,3708566.125,3734853.015,3762421.126,3792836.399,3848096.772
20209,31908090,29677710,26194456,29872720,21007904,49926680,39202124,47178548.39,45407036.64,31907225.15,120349994.2,95673455.9,48277577.37,90552853.35,72068921.86,23008100.85,37487627.68,55907386.71,63746333.14,65327803.5,67229331.25,70600986.83,65852217.94,63005645.23,64411506.25,61916195.85,60947072,64568519.25,67153513.44,68227007.36,68654708.08,68972276.24,69138648.26,68999061.4,69299441.91,69900213.41,70424135.46,71236256.97,72218406.44,72948622.95,73501792.49,74005294.71,74516032.52,75045209.26,75609017.35,76771533.34
21015,14628946.62,30671686.87,7934580.524,19939220.24,58366485.94,27038205.78,33527959.79,2631751.427,2225948.908,4300984.556,11695476.2,3271818.279,1084092.249,624836.4331,3445834.424,1482368.11,3596043.25,2108033.94,3480958.833,3562019.54,3689553.555,3631189.687,2861416.883,2822242.205,2988156.519,3213746.163,3191592.284,3354745.5,3331712.533,3448518.217,3445421.613,3434291.811,3409925.917,3388805.284,3439146.904,3498033.262,3546703.315,3578485.588,3615416.313,3640298.527,3669754.462,3690872.468,3714301.868,3741030.1,3772635.5,3829250.446
21019,,,,,,,,120975.3436,883266.4239,1391905.305,742887.6751,581751.6656,163250.0296,1279193.537,594078.4879,626049.176,1546991.651,867169.9536,839763.201,908374.7692,910771.4749,864845.0638,876486.4509,904620.2259,975387.381,946387.7025,980017.2184,1013805.077,962909.9949,972048.817,984676.0804,991959.3874,999709.1426,1012582.532,1025573.522,1037119.063,1043011.633,1052234.826,1059128.325,1063454.635,1073052.078,1082693.299,1092049.488,1101603.543,1111329.827,1124910.016
21029,2417111.271,480231.6358,684950.8522,1349954.946,1081319.601,3952060.615,962232.6846,323194.7325,798821.8344,1843658.223,1797598.704,1317448.199,1105872.169,837727.5345,3010648.784,334261.2278,1402065.276,1378258.448,1350639.354,1448713.613,1510748.737,1478971.013,1448556.552,1461071.44,1494976.825,1557714.258,1419025.053,1522570.691,1534073.48,1548946.733,1567876.074,1579250.673,1585789.494,1595985.803,1610058.596,1624280.097,1636622.682,1644154.849,1665644.512,1679301.558,1693164.239,1706930.455,1720203.828,1733658.447,1747773.211,1771956.417
21037,,,,,,,,7850394.881,8488357.162,14789545,38582704.39,9660269.782,2185647.251,2794105.035,11057401.67,6570900.5,10770905.55,6876065.761,11418873.8,11759501.34,12071746.92,11812320.73,9256965.932,9218468.746,9889783.525,10567098.29,10520296.6,10897284.41,10909347.85,11294342.96,11282455.93,11236919.77,11157231.73,11094700.5,11270120.62,11465960.12,11616413.34,11716575.23,11830765.46,11919870.47,12016329.45,12085246.34,12161876.33,12250167.64,12354493.34,12538831.3
21047,1420518.941,821500.392,1281868.108,94921.43811,156701.7116,975115.9553,1770015.598,357271.1695,247923.6423,339623.5349,200831.168,2269801.953,1700479.28,3017483.39,956074.313,2106565.683,461005.2611,1697771.233,1274779.287,1362359.607,1468737.586,1576516.654,1707832.087,1654189.509,1649770.94,1519216.57,1572971.058,1522037.026,1623317.33,1616210.367,1648801.516,1676143.698,1695941.554,1707341.203,1707294.346,1712363.444,1718338.183,1737345.247,1753035.51,1775085.365,1789572.314,1806120.5,1821137.312,1834977.612,1848249.235,1874611.737
