FIPS,Geotype,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
1021,D,3107.18,3105.56,3010.98,3010.98,3010.98,3010.948,3013.176,3013.188,3007.694,3084.843,3161.992,3166.67,2642.245,2620.583,2881.94,2914.498,2881.732,2881.75,2881.896,2881.236,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702,2879.702
1023,D,1706.3,1706.04,1691.06,1691.06,1691.06,1691.002,1691.002,1691.052,1691.052,1702.732,1714.412,1759.442,1576.771,1576.997,1689.352,1689.352,1689.131,1689.111,1689.113,1689.119,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915,1695.915
1025,C,2377.64,2377.64,2362.12,2362.12,2362.98,2368.552,2373.138,2371.504,2371.504,2405.083,2438.662,2533.339,2182.395,2182.883,2416.381,2420.991,2421.164,2421.552,2420.974,2420.162,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576,2420.576
1027,D,2156.18,2156.18,2141.46,2141.46,2141.46,2141.656,2141.656,2141.99,2141.83,2162.443,2183.056,2186.666,1777.079,1776.735,1861.145,1861.143,1860.893,1860.893,1860.919,1859.79,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2,1966.2
1029,C,1904.18,1904.18,2037.3,2037.26,2037.26,2035.348,2036.776,2036.74,2036.89,2115.382,2193.874,2194.191,1683.746,1600.997,1809.557,1809.773,1805.47,1805.489,1824.841,1827.839,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079,2039.079
1031,C,2589.66,2579.4,2576,2576,2572,2569.038,2575.328,2574.13,2574.95,2526.79,2478.63,2582.474,2162.519,2170.261,2647.227,2679.306,2656.225,2659.895,2659.645,2660.395,2660.761,2679.694487,2698.7627,2717.9666,2737.307151,2756.785326,2776.402104,2796.158472,2816.055422,2836.093955,2856.275079,2876.599808,2897.069164,2917.684176,2938.445881,2959.355322,2980.413551,3001.621626,3022.980615,3044.49159,3066.155633,3087.973833,3109.947288,3132.077101,3154.364387,3176.810264,3199.415863,3222.182319,3245.110776,3268.202389,3291.458317
1033,C,2474.91,2473.72,2498.46,2498.46,2504.35,2503.998,2503.296,2503.876,2503.876,2609.478,2715.08,2722.636,1874.722,1877.092,2563.167,2563.217,2565.177,2565.177,2565.167,2563.547,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696,2631.696
1035,C,2236.74,2238.3,2234.7,2234.7,1996.56,1995.94,1995.94,1994.752,1994.752,2057.898,2121.044,2179.896,2036.257,2037.836,2096.699,2098.497,2098.467,2098.587,2100.055,2100.097,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559,2100.559
1037,C,1761.91,1765.91,1747.33,1747.33,1747.33,1741.816,1743.064,1743.18,1742.96,1826.852,1910.744,1910.588,1545.171,1615.049,1663.622,1663.622,1663.474,1663.46,1663.458,1663.03,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584,1670.584
1039,C,3735.57,3735.57,3641.99,3641.99,3759.23,3800.81,3789.78,3789.448,3787.834,3910.365,4032.896,4121.874,3163.112,3184.986,3737.588,3755.584,3755.636,3755.092,3755.09,3769.097,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155,3865.155
1041,C,1920.46,1920.46,1913.32,1913.32,1913.32,1913.32,1913.32,1913.342,1913.382,1926.198,1939.014,1937.408,1616.82,1607.078,1749.368,1745.634,1745.634,1745.634,1744.41,1744.346,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586,1745.586
1043,C,3841.07,3843.68,3849.48,3849.48,3849.48,3849.476,3843.318,3850.69,3850.83,4225.8245,4600.819,4626.333,3856.121,3853.382,4335.188,4335.179,4334.394,4334.725,4333.322,4328.784,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813,4329.813
1045,C,2317.44,2317.44,2538.68,2538.68,2538.68,2538.68,2537.132,2536.676,2539.672,2640.0035,2740.335,2776.313,1739.764,1733.902,2294.842,2294.844,2294.5,2293.416,2293.422,2291.72,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514,2631.514
1047,C,2411.34,2417.28,2437.34,2437.34,2437.34,2437.34,2436.346,2436.922,2436.922,2532.133,2627.344,2628.284,2190.652,2191.938,2487.999,2488.218,2478.626,2488.545,2488.705,2485.605,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704,2408.704
1049,C,4154.36,4158.64,4152.92,4152.92,4152.92,4152.92,4153.752,4184.644,4184.644,4345.696,4506.748,4546.799,3807.799,3802.508,4593.583,4594.425,4596.513,4596.513,4597.775,4593.796,4628.791,4641.175613,4653.593362,4666.044336,4678.528623,4691.046312,4703.597493,4716.182255,4728.800689,4741.452885,4754.138932,4766.858921,4779.612943,4792.40109,4805.223452,4818.080121,4830.971189,4843.896747,4856.856889,4869.851707,4882.881293,4895.94574,4909.045142,4922.179592,4935.349185,4948.554013,4961.794172,4975.069755,4988.380858,5001.727576,5015.110004
1051,F,2541.8,2552.18,2553.78,2553.78,2612.352,2623.144,2617.916,2616.976,2616.584,2705.9625,2795.341,2807.974,2566.562,2530.64,3293.566,3273.81,3293.121,3293.223,3300.423,3304.187,2867.086,2874.361007,2881.654473,2888.966446,2896.296973,2903.6461,2911.013875,2918.400345,2925.805558,2933.229561,2940.672401,2948.134128,2955.614788,2963.114429,2970.633101,2978.17085,2985.727726,2993.303776,3000.899051,3008.513598,3016.147466,3023.800704,3031.473362,3039.165489,3046.877134,3054.608346,3062.359176,3070.129673,3077.919887,3085.729869,3093.559667
1053,C,2877.68,2877.68,2825.76,2825.76,2825.1,2826.364,2824.742,2826.028,2826.028,2932.362,3038.696,3066.019,4698.984,2830.611,2823.138,2826.018,2823.517,2826.563,2827.565,2833.097,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933,2871.933
1055,F,3851.2,3862.56,3846.48,3846.36,3750.916,3750.916,3851.896,3856.182,3848.022,3982.182,4116.342,4117.528,2668.385,2668.389,4016.937,4057.46,4048.005,4048.608,4048.301,4044.828,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784,4045.784
1057,F,2316.12,2314.32,2308.98,2308.98,2308.98,2308.98,2308.96,2321.602,2321.302,2519.807,2718.312,2718.15,2065.82,2046.642,2201.411,2201.411,2200.741,2200.741,2200.739,2199.691,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2,2213.2
1059,F,2273.64,2289.64,2292.2,2292.2,2292.2,2292.2,2293.062,2295.498,2295.358,2414.93,2534.502,2548.322,2077.1,2077.096,2410.34,2409.616,2408.75,2409.558,2409.584,2409.38,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366,2292.366
1061,F,2436.96,2436.96,2447.28,2449.08,2449.08,2449.092,2449.622,2447.986,2447.986,2559.132,2670.278,2664.928,2209.112,2191.652,2459.55,2491.898,2495.822,2495.822,2495.802,2496.014,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05,2496.05
1063,F,1333.46,1333.46,1330.98,1328.58,1276.14,1278.16,1328.914,1329.19,1326.25,1334.371,1342.492,1341.696,1221.308,1221.292,1293.048,1293.154,1292.956,1292.956,1293.108,1292.872,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914,1292.914
1065,E,1623.44,1623.44,1655.86,1655.86,1655.86,1660.548,1684.548,1683.262,1683.702,1644.28,1604.858,1622.988,1511.472,1511.874,1612.279,1612.279,1609.149,1609.153,1609.133,1605.721,1679.852,1687.5415,1695.266198,1703.026256,1710.821835,1718.653099,1726.52021,1734.423332,1742.362632,1750.338273,1758.350422,1766.399247,1774.484916,1782.607596,1790.767458,1798.964672,1807.199408,1815.471839,1823.782136,1832.130474,1840.517026,1848.941968,1857.405474,1865.907722,1874.44889,1883.029154,1891.648694,1900.30769,1909.006323,1917.744773,1926.523223
1067,F,1838.08,1857.82,1858.78,1858.78,1858.78,1858.78,1902.78,1902.64,1902.278,1971.142,2040.006,2041.302,1698.724,1702.934,1858.966,1858.928,1861.104,1858.91,1858.89,1859.816,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596,1855.596
1069,F,3670.9,3674.1,3693.46,3693.5,2759.4,2759.896,3699.268,3697.014,3697.024,3660.62,3624.216,3891.856,2565.959,2580.934,3608.243,3608.241,3605.505,3613.09,3617.765,3626.399,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493,3619.493
1071,F,3459.74,3519.08,3421.1,3421.1,3677.342,3677.482,3668.996,3675.51,3675.366,3708.294,3741.222,3744.737,2828.301,2823.385,3461.316,3461.229,3461.535,3461.537,3452.031,3459.049,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677,3463.677
1073,D,14247.3,14269.08,14346.52,14339.72,13466.15,13479.828,14758.176,14786.01,14786.01,15320.0545,15854.099,15935.268,6540.658,6526.695,12458.942,12450.79,12470.456,12483.706,12494.658,12471.211,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915,12471.915
1075,F,2425.96,2422.62,2417.94,2417.94,2417.94,2418.028,2417.94,2418,2417.74,2489.167,2560.594,2560.555,2092.3,2093.664,2243.448,2243.448,2243.318,2243.318,2243.288,2215.067,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775,2223.775
1077,C,4097.29,4094.63,4109.33,4109.33,4109.33,4112.032,4110.192,4116.988,4116.838,4214.364,4311.89,4328.524,3194.576,3191.725,3831.227,3831.207,3831.949,3832.106,3831.82,3856.103,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319,3884.319
1079,F,2669.74,2676.38,2615.44,2615.44,2626.04,2639.48,2636.562,2636.464,2636.644,2857.78,3078.916,3101.128,2361.192,2359.572,2549.912,2552.93,2552.931,2552.931,2552.943,2552.699,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309,2752.309
1081,D,3308.04,3359.98,3344.88,3346.18,3349.664,3365.348,3365.222,3509.046,3511.926,3645.573,3779.22,3854.864,2550.393,2569.678,3541.239,3541.161,3544.856,3544.692,3544.114,3580.008,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81,3545.81
1083,F,2645.26,2648.76,2701.62,2708.22,1397.736,1405.668,2742.006,2742.734,2742.734,3186.725,3630.716,3647.87,2681.517,2681.404,3085.936,3098.44,3078.269,3079.49,3104.657,3173.106,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424,3140.424
1085,F,1317.02,1317.02,1317.94,1317.94,1317.94,1317.956,1317.956,1318.152,1321.092,1404.233,1487.374,1488.242,1273.066,1273.85,1399.271,1399.271,1399.115,1399.027,1399.151,1399.155,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388,1398.388
1087,F,1813.48,1817.48,1832.28,1832.28,1832.02,1828.694,1832.8,1842.39,1842.238,1895.591,1948.944,1948.245,1510.566,1524.212,1704.201,1703.931,1701.51,1697.078,1697.074,1696.452,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119,1736.119
1089,F,5096.02,5038.13,5375.67,5375.67,5439.362,5442.922,5840.242,5845.568,5845.568,6365.4765,6885.385,6904.035,4206.051,4176.953,6703.511,6701.341,6712.333,6709.287,6732.101,7028.796,7005.791,7017.946803,7030.123698,7042.321722,7054.54091,7066.781299,7079.042928,7091.325831,7103.630046,7115.955611,7128.302562,7140.670936,7153.060771,7165.472103,7177.90497,7190.35941,7202.83546,7215.333156,7227.852538,7240.393642,7252.956506,7265.541168,7278.147666,7290.776038,7303.426321,7316.098554,7328.792774,7341.509021,7354.247331,7367.007744,7379.790297
1091,F,1705.21,1705.21,1819.07,1819.07,1272.07,1271.79,2059.022,2059,2059.256,2114.0615,2168.867,2165.804,1728.045,1730.979,1974.502,1974.502,1983.42,1973.51,1973.506,1971.912,2210.205,2214.381888,2218.56667,2222.759361,2226.959975,2231.168527,2235.385033,2239.609507,2243.841965,2248.082421,2252.330891,2256.58739,2260.851932,2265.124534,2269.405211,2273.693977,2277.990848,2282.295839,2286.608967,2290.930245,2295.259689,2299.597316,2303.943139,2308.297176,2312.659441,2317.02995,2321.408718,2325.795761,2330.191096,2334.594736,2339.006699
1093,F,3090,3117.4,3122.5,3122.5,3138.5,3136.4,3221.756,3221.798,3221.498,3264.313,3307.128,3307.335,2735.05,2729.091,3120.182,3120.176,3119.048,3119.216,3119.218,3117.872,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56,3113.56
1095,F,3031.16,3069.04,3071.4,3071.4,3109.84,3109.84,3167.192,3412.946,3413.046,4075.55,4738.054,4754.286,3847.163,3691.483,3857.828,3857.89,3853.531,3853.465,3855.333,3849.242,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773,3871.773
1097,F,7602.36,7597.2,7602.12,7602.12,7737.966,7746.926,7813.766,8374.274,8372.054,8627.22,8882.386,8897.111,5032.251,5026.404,7984.467,7982.995,7985.265,7983.257,7994.037,7991.681,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364,8001.364
1099,F,2192.65,2192.65,2207.17,2207.17,2215.143,2215.915,2267.891,2267.883,2267.883,2370.8045,2473.726,2525.752,2095.701,2052.929,2288.282,2292.556,2292.36,2292.359,2293.525,2291.865,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552,2297.552
1101,F,4049.08,4109.32,4184.39,4184.39,4486.01,4486.966,4513.212,4619.97,4619.97,4704.6285,4789.287,4866.099,2600.096,2589.952,4677.981,4674.669,4678.954,4677.546,4679.496,4700.865,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483,4722.483
