"ST","NAICS","LFO","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"01","441228","Z",,12,"G",,1478
"01","441228","S",,204,"G",,13776
"01","441228","P",,11,"G",,1702
"01","4413","-",,647,"G",,51926
"01","4413","C",,6,"H",,523
"01","4413","Z",,50,"G",,12375
"01","4413","S",,553,"G",,31558
"01","4413","P",,38,"G",,7470
"01","442","-",,659,"G",,37597
"01","442","C",,17,"G",,1816
"01","442","Z",,50,"G",,8472
"01","442","S",,538,"G",,21405
"01","442","P",,54,"H",,5904
"01","4421","-",,265,"G",,13552
"01","4421","C",,10,"H",,1320
"01","4421","Z",,22,"G",,3025
"01","4421","S",,215,"G",,8225
"01","4421","P",,18,"H",,982
"01","44211","-",,265,"G",,13552
"01","44211","C",,10,"H",,1320
"01","44211","Z",,22,"G",,3025
"01","44211","S",,215,"G",,8225
"01","44211","P",,18,"H",,982
"01","4422","-",,394,"G",,24045
"01","4422","C",,7,"G",,496
"01","4422","Z",,28,"H",,5447
"01","4422","S",,323,"G",,13180
"01","4422","P",,36,"H",,4922
"01","443","-",,289,"G",,13836
"01","443","C",,5,"H",,357
"01","443","Z",,22,"H",,2984
"01","443","S",,249,"G",,9439
"01","443","P",,13,"H",,1056
"01","4431","-",,289,"G",,13836
"01","4431","C",,5,"H",,357
"01","4431","Z",,22,"H",,2984
"01","4431","S",,249,"G",,9439
"01","4431","P",,13,"H",,1056
"01","44314","-",,289,"G",,13836
"01","44314","C",,5,"H",,357
"01","44314","Z",,22,"H",,2984
"01","44314","S",,249,"G",,9439
"01","44314","P",,13,"H",,1056
"01","443141","-",,65,"G",,4024
"01","443141","Z",,5,"H",,1483
"01","443141","S",,56,"H",,1835
"01","443142","-",,224,"G",,9812
"01","443142","C",,3,"H",,87
"01","443142","Z",,17,"H",,1501
"01","443142","S",,193,"G",,7604
"01","443142","P",,11,"G",,620
"01","444","-",,628,"G",,50008
"01","444","C",,11,"G",,1941
"01","444","Z",,35,"G",,6542
"01","444","S",,546,"G",,31370
"01","444","P",,36,"G",,10155
"01","4441","-",,387,"G",,36593
"01","4441","C",,10,"H",,1334
"01","4441","Z",,30,"G",,5197
"01","4441","S",,323,"G",,23573
"01","4441","P",,24,"H",,6489
"01","44411","-",,33,"G",,1745
"01","44411","S",,31,"G",,1636
"01","44412","-",,24,"G",,984
"01","44412","S",,23,"G",,964
"01","44413","-",,71,"G",,8252
"01","44413","Z",,6,"J",,564
"01","44413","S",,58,"G",,6009
"01","44413","P",,6,"G",,1635
"01","44419","-",,259,"G",,25612
"01","44419","C",,8,"H",,1270
"01","44419","Z",,22,"G",,4524
"01","44419","S",,211,"G",,14964
"01","44419","P",,18,"H",,4854
"01","4442","-",,241,"H",,13415
"01","4442","Z",,5,"H",,1345
"01","4442","S",,223,"G",,7797
"01","4442","P",,12,"J",,3666
"01","445","-",,1274,"G",,96512
"01","445","C",,17,"G",,4193
"01","445","Z",,83,"G",,16166
"01","445","S",,1082,"G",,60491
"01","445","P",,92,"G",,15662
"01","4451","-",,481,"G",,45372
"01","4451","C",,10,"G",,2928
"01","4451","Z",,32,"G",,7348
"01","4451","S",,412,"G",,27820
"01","4451","P",,27,"H",,7276
"01","4452","-",,678,"G",,37592
"01","4452","C",,4,"G",,297
"01","4452","Z",,40,"H",,4978
"01","4452","S",,579,"G",,26073
"01","4452","P",,55,"G",,6244
"01","44521","-",,41,"G",,3729
"01","44521","Z",,4,"J",,1357
"01","44521","S",,33,"H",,2151
"01","44521","P",,3,"G",,49
"01","44522","-",,49,"G",,4164
"01","44522","S",,43,"G",,3777
"01","44522","P",,4,"H",,249
"01","44523","-",,162,"G",,7399
"01","44523","S",,159,"G",,6467
"01","44529","-",,426,"G",,22300
"01","44529","Z",,34,"H",,3483
"01","44529","S",,344,"G",,13678
"01","44529","P",,46,"H",,5016
"01","4453","-",,115,"G",,13548
"01","4453","C",,3,"H",,968
"01","4453","Z",,11,"H",,3840
"01","4453","S",,91,"G",,6598
"01","4453","P",,10,"H",,2142
"01","44531","-",,115,"G",,13548
"01","44531","C",,3,"H",,968
"01","44531","Z",,11,"H",,3840
"01","44531","S",,91,"G",,6598
"01","44531","P",,10,"H",,2142
"01","446","-",,2672,"G",,61653
"01","446","Z",,58,"H",,7004
"01","446","S",,2569,"G",,47625
"01","446","P",,43,"G",,6974
"01","4461","-",,2672,"G",,61653
"01","4461","Z",,58,"H",,7004
"01","4461","S",,2569,"G",,47625
"01","4461","P",,43,"G",,6974
"01","44611","-",,142,"G",,9690
"01","44611","Z",,17,"H",,2775
"01","44611","S",,116,"G",,3203
"01","44611","P",,8,"H",,3694
"01","44612","-",,1552,"G",,26392
"01","44612","Z",,11,"H",,1565
"01","44612","S",,1532,"G",,23815
"01","44612","P",,9,"H",,1012
"01","44613","-",,36,"H",,1985
"01","44613","Z",,6,"G",,485
"01","44613","S",,29,"H",,1441
"01","44619","-",,942,"G",,23586
"01","44619","Z",,24,"H",,2179
"01","44619","S",,892,"G",,19166
"01","44619","P",,25,"H",,2209
"01","447","-",,305,"G",,48126
"01","447","C",,15,"H",,3534
"01","447","Z",,42,"G",,11839
"01","447","S",,226,"G",,26658
"01","447","P",,22,"G",,6095
"01","4471","-",,305,"G",,48126
"01","4471","C",,15,"H",,3534
"01","4471","Z",,42,"G",,11839
"01","4471","S",,226,"G",,26658
"01","4471","P",,22,"G",,6095
"01","448","-",,2979,"G",,93010
"01","448","C",,17,"H",,1499
"01","448","Z",,74,"G",,8164
"01","448","S",,2735,"G",,73737
"01","448","P",,153,"G",,9610
"01","4481","-",,2377,"G",,74155
"01","4481","C",,8,"H",,977
"01","4481","Z",,61,"G",,5745
"01","4481","S",,2176,"G",,59346
"01","4481","P",,132,"G",,8087
"01","44811","-",,62,"G",,3224
"01","44811","Z",,5,"G",,1684
"01","44811","S",,52,"H",,1095
"01","44811","P",,5,"J",,445
"01","44812","-",,575,"G",,20267
"01","44812","Z",,16,"G",,1689
"01","44812","S",,519,"G",,15736
"01","44812","P",,40,"G",,2842
"01","44813","-",,218,"G",,8112
"01","44813","Z",,12,"G",,692
"01","44813","S",,189,"G",,6490
"01","44813","P",,15,"H",,740
