YEAR,STATE_CODE,COUNTY_CODE,F_SYSTEM,"AVMT (1,000)",VMT_TOTAL
2001,13,317,2,"57,992",57992295
2001,13,319,2,"41,334",41334060
2001,13,321,2,"149,745",149744535
2001,13,321,14,"23,915",23914800
2001,15,1,2,"241,130",241129950
2001,15,1,14,"155,449",155449448.5
2001,15,3,1,"93,132",93131830.5
2001,15,3,2,"192,334",192334293.6
2001,15,3,11,"1,718,267",1718266543
2001,15,3,12,"528,604",528604490.2
2001,15,3,14,"963,642",963641898.4
2001,15,7,2,"70,541",70541279.7
2001,15,7,14,"63,977",63976908
2001,15,9,2,"203,187",203186648.8
2001,15,9,14,"124,794",124793740.9
2001,16,1,1,"141,955",141955054.7
2001,16,1,2,"114,958",114958083.7
2001,16,1,11,"473,759",473759054
2001,16,1,14,"658,652",658651706
2001,16,3,2,"47,954",47953820.45
2001,16,5,1,"188,762",188762338.2
2001,16,5,2,"28,206",28205886
2001,16,5,11,"96,950",96949574.28
2001,16,5,14,"129,625",129625349.9
2001,16,7,2,"71,504",71503801.86
2001,16,9,2,"25,871",25870861.65
2001,16,11,1,"174,798",174798371.2
2001,16,11,2,"27,120",27120428.2
2001,16,11,11,"35,313",35313357.63
2001,16,11,14,"14,119",14119342.09
2001,16,13,2,"25,979",25978553.07
2001,16,15,2,"44,142",44141523.2
2001,16,17,2,"165,908",165907709.6
2001,16,17,14,"32,446",32446281.9
2001,16,19,1,"35,287",35287119.6
2001,16,19,2,"144,356",144356414.1
2001,16,19,11,"20,810",20810264.4
2001,16,19,14,"121,011",121010607.5
2001,16,21,2,"71,988",71987502.41
2001,16,23,2,"40,625",40624559.5
2001,16,25,2,"13,938",13938391.15
2001,16,27,1,"48,776",48775711.39
2001,16,27,2,"94,825",94825477.95
2001,16,27,11,"225,066",225066221.9
2001,16,27,14,"176,453",176452585.1
2001,16,29,2,"43,635",43634772.53
2001,16,31,1,"155,670",155669648.6
2001,16,31,14,"30,674",30674128.42
2001,16,33,1,"37,379",37379211.27
2001,16,35,2,"18,294",18293839.06
2001,16,37,2,"25,003",25003258.11
2001,16,39,1,"312,158",312158137.9
2001,16,39,2,"23,985",23985120.9
2001,16,39,11,"13,872",13871940.34
2001,16,39,14,"16,678",16677854.48
2001,16,43,2,"90,251",90250953.76
2001,16,45,2,"14,567",14566652.14
2001,16,47,1,"130,234",130233730.1
2001,16,49,2,"106,751",106751423.7
2001,16,51,1,"44,920",44919719.99
2001,16,51,2,"47,247",47246698.65
2001,16,53,1,"215,290",215289928.3
2001,16,53,2,"50,581",50581389.75
2001,16,55,1,"106,297",106296653.8
2001,16,55,2,"168,600",168600178.4
2001,16,55,11,"218,491",218491318.1
2001,16,55,14,"100,735",100735037.8
2001,16,57,2,"58,869",58868509.62
2001,16,57,14,"27,039",27038669.66
2001,16,59,2,"36,893",36893061.93
2001,16,61,2,"31,755",31754851.81
2001,16,63,2,"23,070",23070122.11
2001,16,65,2,"29,399",29399172.47
2001,16,65,14,"44,654",44654486.9
2001,16,67,1,"56,394",56394325
2001,16,67,11,"18,980",18980141.62
2001,16,67,14,"28,041",28040614.73
2001,16,69,2,"126,056",126055971.5
2001,16,69,14,"29,527",29527030.88
2001,16,71,1,"105,624",105623919
2001,16,73,2,"22,846",22846198.63
2001,16,75,1,"103,418",103417618.8
2001,16,75,2,"50,488",50488484.48
2001,16,75,14,"11,686",11686418.89
2001,16,77,1,"119,181",119180532.9
2001,16,79,1,"122,286",122286367.6
2001,16,83,2,"70,710",70709546.16
2001,16,83,14,"63,908",63907658.01
2001,16,85,2,"78,644",78643588.39
2001,16,87,2,"49,231",49230627.68
2001,17,1,1,"40,818",40817858.75
2001,17,1,2,"50,626",50625865
2001,17,1,14,"51,186",51185552.35
2001,17,3,1,"16,781",16781152.4
2001,17,3,2,"34,378",34377707.5
2001,17,5,1,"161,752",161751575
2001,17,5,2,229,228855
2001,17,5,14,"7,337",7337230
2001,17,7,1,"138,850",138850139.1
2001,17,7,2,"22,763",22762677.5
2001,17,7,11,"25,479",25478872.45
2001,17,7,14,"34,589",34589225
2001,17,9,2,"22,108",22107502.5
2001,17,11,1,"234,463",234463144.7
2001,17,11,2,"15,745",15744822.5
2001,17,11,11,"14,394",14393775
2001,17,11,14,"23,042",23041537.5
2001,17,13,2,"10,793",10792867.5
2001,17,15,2,"30,672",30672147.2
2001,17,17,2,"8,250",8250277.5
2001,17,17,14,"8,486",8485808.35
2001,17,19,1,"444,601",444600813.3
2001,17,19,2,"30,231",30231307.5
2001,17,19,11,"157,523",157522743.4
2001,17,19,14,"198,460",198460125.1
2001,17,21,2,"34,522",34522430
2001,17,21,14,"48,329",48329277.7
2001,17,23,1,"211,830",211830341.5
2001,17,23,2,"32,473",32473137.5
2001,17,25,1,"1,717",1716960
2001,17,25,2,"56,834",56833785
2001,17,25,14,"6,946",6946296.75
2001,17,27,1,"59,211",59211128.55
2001,17,27,2,"68,789",68788995
2001,17,27,14,"6,111",6110830
2001,17,29,1,"105,405",105405430
2001,17,29,2,"10,551",10551420
2001,17,29,11,"19,213",19212505
2001,17,29,14,"115,393",115392998
2001,17,31,11,"10,964,691",10964691214
2001,17,31,12,"526,668",526667599.5
2001,17,31,14,"7,330,705",7330705362
2001,17,33,2,"29,501",29501125
2001,17,33,14,"15,452",15451910
2001,17,35,1,"198,327",198326765
2001,17,37,1,"103,657",103657229.7
2001,17,37,2,"40,946",40946393.5
2001,17,37,11,"16,773",16773261.1
2001,17,37,14,"79,953",79952954.35
2001,17,39,1,"34,015",34015080
2001,17,39,2,"57,035",57035265
2001,17,39,12,"3,091",3090820
2001,17,39,14,"13,693",13693073.55
2001,17,41,1,"104,147",104146545
2001,17,41,2,"41,855",41854703.3
2001,17,43,11,"2,430,666",2430666276
2001,17,43,12,"67,131",67130800
2001,17,43,14,"2,430,540",2430539946
2001,17,45,2,"48,296",48296070
2001,17,45,14,"21,907",21906935
2001,17,47,2,"4,755",4754672.5
2001,17,49,1,"285,973",285972711.2
2001,17,49,2,"19,698",19698137.5
2001,17,49,11,"53,109",53109471
2001,17,49,14,"52,594",52594339.2
2001,17,51,1,"214,515",214514880
2001,17,51,2,"30,777",30777475.25
2001,17,51,11,"23,447",23446870
2001,17,51,14,"15,871",15871492.1
2001,17,53,1,"33,502",33502255
2001,17,53,2,"24,308",24308087.5
2001,17,55,1,"125,890",125889960
2001,17,55,11,"58,609",58609210.7
2001,17,55,14,"40,237",40236961.25
2001,17,57,2,"65,928",65928278.3
2001,17,57,14,"24,569",24569310.7
2001,17,59,2,"28,758",28757985
2001,17,61,2,"43,850",43850187.5
2001,17,63,1,"315,436",315435920
2001,17,63,2,"41,991",41990877.5
2001,17,63,11,"39,309",39309405
2001,17,63,14,"30,169",30168710
2001,17,67,2,"52,003",52002787.35
2001,17,71,2,"40,950",40950080
2001,17,73,1,"270,074",270074347.8
2001,17,73,11,"35,656",35656262.35
2001,17,73,14,"31,302",31301637.15
2001,17,75,1,"193,181",193180630
2001,17,75,2,"84,912",84912322.5
2001,17,75,14,"14,635",14635040
2001,17,77,2,"59,665",59665272.5
2001,17,77,14,"145,796",145795600
2001,17,81,1,"335,586",335586475
2001,17,81,2,"6,242",6241500
2001,17,81,11,"36,021",36021120
2001,17,81,14,"56,486",56485976.5
2001,17,83,2,"88,210",88209550
2001,17,83,14,"18,449",18449144
2001,17,85,2,"98,477",98476970.8
2001,17,85,14,"20,593",20593446
2001,17,87,1,"136,895",136894892.5
2001,17,87,2,"16,851",16850590
2001,17,89,1,"230,158",230157517.1
2001,17,89,2,"227,798",227798354.2
2001,17,89,11,"285,927",285927356.3
2001,17,89,12,"61,054",61053915
2001,17,89,14,"767,111",767111130.5
2001,17,91,1,"77,602",77601555
2001,17,91,2,"81,783",81783177.5
2001,17,91,11,"122,745",122744514.1
2001,17,91,14,"153,429",153428961.8
2001,17,93,2,"124,234",124233955
2001,17,93,14,"121,982",121982350.3
2001,17,95,1,"144,962",144961575
2001,17,95,11,"20,325",20324660
2001,17,95,12,"26,075",26074534.2
2001,17,95,14,"7,700",7700040
2001,17,97,11,"931,289",931289488.3
2001,17,97,12,"102,263",102262601.2
2001,17,97,14,"2,014,150",2014150154
2001,17,99,1,"398,316",398316105
2001,17,99,2,"28,532",28531783.55
2001,17,99,11,"122,909",122908877.3
2001,17,99,14,"141,775",141775322.1
2001,17,101,2,"71,710",71710469.6
2001,17,103,1,"258,766",258765757.2
2001,17,103,2,"55,543",55542517.2
2001,17,103,11,"1,230",1230385.8
2001,17,103,14,"43,602",43601863.4
2001,17,105,1,"245,806",245806330
2001,17,105,2,"66,906",66905960
2001,17,105,11,"10,485",10484625
2001,17,105,14,"17,818",17817858.25
2001,17,107,1,"291,703",291703255
2001,17,107,2,"36,702",36702210
2001,17,107,14,"20,754",20754432.9
2001,17,109,2,"69,804",69803512.5
2001,17,109,14,"32,202",32202442.55
2001,17,111,1,"125,541",125540925.1
2001,17,111,2,"244,529",244529012.5
2001,17,111,14,"663,492",663492371.8
2001,17,113,1,"582,312",582311510
2001,17,113,2,"92,715",92714927.5
2001,17,113,11,"213,900",213900398.9
2001,17,113,12,"13,527",13526535
2001,17,113,14,"212,541",212540503.8
2001,17,115,1,"93,386",93386246.45
2001,17,115,2,"89,529",89529207.5
2001,17,115,11,"56,346",56346214.35
2001,17,115,12,"22,348",22348402.5
2001,17,115,14,"263,954",263954279.7
2001,17,117,1,"100,608",100608235
2001,17,117,2,"29,689",29688735
2001,17,117,14,"9,435",9434666
2001,17,119,1,"353,108",353108139.4
2001,17,119,2,"44,735",44735268.7
2001,17,119,11,"534,496",534496145
2001,17,119,12,"39,447",39447010
2001,17,119,14,"698,213",698212956.7
2001,17,121,1,"159,131",159131240
2001,17,121,2,"67,018",67017650
2001,17,121,11,"5,498",5497630
2001,17,121,14,"60,665",60665098.75
2001,17,123,1,"77,474",77474170
2001,17,123,2,"25,503",25502915
2001,17,125,2,"21,465",21464613.4
2001,17,127,1,"73,974",73974487.95
2001,17,127,11,"17,889",17888901.85
2001,17,127,14,"19,461",19460705
2001,17,131,2,"25,865",25865360
2001,17,133,2,"62,561",62560817.5
2001,17,133,11,"62,337",62337255
2001,17,133,12,"16,894",16893660
2001,17,133,14,"59,826",59825690
2001,17,135,1,"251,236",251236435
2001,17,135,2,"46,639",46638605
2001,17,135,11,"2,565",2565220
2001,17,135,14,"12,965",12964800
2001,17,137,1,"71,165",71165042.8
2001,17,137,2,"56,024",56023609.1
2001,17,137,11,"2,000",2000200
2001,17,137,14,"44,025",44024960.45
2001,17,139,2,"68,347",68347162.5
2001,17,141,1,"196,118",196117748.5
2001,17,141,2,"86,289",86289285
2001,17,141,11,"15,628",15628489.7
2001,17,141,14,"16,113",16112742.5
2001,17,143,1,"137,517",137517400
2001,17,143,2,"122,932",122932365
2001,17,143,11,"152,357",152357219.6
2001,17,143,12,"33,283",33282525
2001,17,143,14,"358,783",358783177.7
2001,17,145,2,"39,161",39160850
2001,17,145,14,"40,253",40253466.55
2001,17,147,1,"134,187",134187424.7
2001,17,149,1,"93,803",93803175
2001,17,149,2,"48,309",48308845
2001,17,153,1,"64,189",64188900
2001,17,155,1,"1,120",1120185
2001,17,155,2,"7,077",7076985
2001,17,157,2,"83,709",83708975.9
2001,17,157,14,"21,635",21635028.25
2001,17,159,2,"34,458",34457825
2001,17,159,14,"16,039",16039224.2
2001,17,161,1,"135,653",135652644.2
2001,17,161,2,"64,276",64276003.6
2001,17,161,11,"147,153",147153316.1
2001,17,161,12,"12,214",12213750.45
2001,17,161,14,"257,966",257966308.7
2001,17,163,1,"57,643",57642581.2
2001,17,163,2,"62,794",62793629.1
2001,17,163,11,"764,208",764208365.8
2001,17,163,12,"11,038",11037600
2001,17,163,14,"489,795",489794938.1
2001,17,165,2,"68,054",68054060.2
2001,17,165,14,"32,250",32249837.8
2001,17,167,1,"392,877",392877418.9
2001,17,167,2,"32,992",32992043.4
2001,17,167,11,"243,522",243522032.3
2001,17,167,14,"370,979",370979185.5
2001,17,169,2,"46,012",46012396.4
2001,17,171,1,"31,212",31211880
2001,17,171,2,"4,686",4686052.5
2001,17,173,1,"19,262",19262145
2001,17,173,2,"68,106",68106262.5
2001,17,177,2,"127,402",127401804.6
2001,17,177,14,"37,144",37144356.4
2001,17,179,1,"127,225",127224885.5
2001,17,179,2,"7,041",7041215
2001,17,179,11,"210,195",210194688.9
2001,17,179,14,"282,123",282122578.1
2001,17,181,1,"65,496",65495523.35
2001,17,181,2,"66,182",66182347.5
2001,17,181,14,"24,465",24464672.5
2001,17,183,1,"118,428",118427535
2001,17,183,2,"61,211",61210843.1
2001,17,183,11,"46,938",46937540
2001,17,183,14,"144,298",144298446.7
2001,17,185,2,"21,452",21451962.5
2001,17,185,14,"16,326",16325734.6
2001,17,187,2,"82,829",82829450
2001,17,187,14,"14,672",14671715.2
2001,17,189,1,"189,214",189214175
2001,17,189,2,"37,414",37413960
2001,17,191,1,"75,739",75739325
2001,17,191,2,"28,486",28486425
2001,17,191,14,"17,556",17556291.95
2001,17,193,1,"45,056",45055965
2001,17,193,2,"54,318",54317971.4
2001,17,193,14,"15,659",15658828.5
2001,17,195,1,"112,116",112115896.6
2001,17,195,2,"91,932",91931812.7
2001,17,195,11,"8,522",8522385
2001,17,195,14,"50,460",50459629.4
2001,17,197,1,"341,259",341258666.3
2001,17,197,2,"182,548",182547946.4
2001,17,197,11,"1,052,797",1052796510
2001,17,197,14,"926,920",926920055
2001,17,199,1,"158,555",158555270
2001,17,199,2,"93,112",93111587.6
2001,17,199,11,"38,726",38725755.4
2001,17,199,14,"101,978",101977715
2001,17,201,1,"126,712",126711593.3
2001,17,201,2,"67,393",67393318.95
2001,17,201,11,"243,717",243717230.6
2001,17,201,12,"104,971",104970806.3
2001,17,201,14,"657,679",657678640.9
2001,17,203,1,"202,654",202653840
2001,17,203,2,"35,314",35314297.5
2001,18,1,2,"85,377",85377314.25
2001,18,1,14,"24,824",24824259.55
2001,18,3,1,"400,780",400780063.1
2001,18,3,2,"220,913",220913078.2
2001,18,3,11,"326,645",326644931.3
2001,18,3,12,"24,229",24228747.45
2001,18,3,14,"606,964",606964288.9
2001,18,5,1,"218,097",218097387.9
2001,18,5,2,"47,755",47755223.95
2001,18,5,11,"90,376",90375868.8
2001,18,5,14,"126,173",126173411.7
2001,18,7,2,"30,451",30450530.15
2001,18,9,14,"18,509",18508810.55
2001,18,11,1,"414,719",414718697.7
2001,18,11,11,"145,805",145804615.5
2001,18,11,14,"38,106",38105817.5
2001,18,13,2,"52,982",52981571.35
2001,18,15,2,"34,059",34058989.5
2001,18,17,2,"35,068",35068437.15
2001,18,17,12,"14,347",14347471.1
2001,18,17,14,"15,007",15007153.85
2001,18,19,1,"210,726",210726008.5
2001,18,19,2,"1,398",1398227.4
2001,18,19,11,"267,772",267771822
2001,18,19,12,"73,420",73419877.75
2001,18,19,14,"109,529",109528721.9
2001,18,21,1,"149,534",149534422.8
2001,18,21,14,"39,788",39787584.2
2001,18,23,1,"177,428",177428438.2
2001,18,23,2,"35,854",35854201.85
2001,18,23,14,"38,420",38420305.15
2001,18,25,1,"98,118",98117905.7
2001,18,25,2,"3,170",3169674.6
2001,18,27,2,"82,741",82740824.35
2001,18,27,14,"19,127",19126689.85
2001,18,29,1,"159,706",159705932.5
2001,18,29,2,"136,527",136526863
2001,18,31,1,"172,352",172352430.6
2001,18,31,2,"63,213",63212809.7
2001,18,31,12,"6,086",6086411.5
2001,18,31,14,"16,191",16191283.2
2001,18,33,1,"219,753",219752954.9
2001,18,33,2,"53,947",53946737.2
2001,18,33,14,"14,373",14373466.4
2001,18,35,1,"238,875",238874658.8
2001,18,35,2,"74,330",74330027.15
2001,18,35,11,"12,551",12550689.25
2001,18,35,12,"56,597",56597279.6
2001,18,35,14,"229,520",229520402.3
2001,18,37,1,"14,487",14487273.4
2001,18,37,2,"43,158",43158074.5
2001,18,37,14,"65,799",65798513.5
2001,18,39,1,"131,849",131849417.2
2001,18,39,2,"25,103",25103203.5
2001,18,39,11,"72,621",72621188.4
2001,18,39,12,"82,685",82684654.5
2001,18,39,14,"459,785",459785302.4
2001,18,41,2,"13,441",13441358.6
2001,18,41,14,"64,376",64375798.25
2001,18,43,1,"129,232",129231947.5
2001,18,43,11,"161,511",161510507.1
2001,18,43,12,"5,408",5407858.25
2001,18,43,14,"74,689",74688672.5
2001,18,45,1,"101,420",101419684.8
2001,18,47,1,"32,270",32270409.2
2001,18,47,2,"44,450",44449940.9
2001,18,49,2,"48,990",48989767.1
2001,18,49,14,"17,362",17362170.35
2001,18,51,1,"31,925",31924779.75
2001,18,51,2,"197,011",197011425.5
2001,18,51,14,"21,619",21618866.05
2001,18,53,1,"180,930",180930105.8
2001,18,53,2,"14,031",14030892
2001,18,53,11,"37,401",37400502.45
2001,18,53,14,"147,431",147430500.7
2001,18,55,2,"47,951",47951097.55
2001,18,55,14,"25,685",25684615.65
2001,18,57,1,"268,005",268004549.6
2001,18,57,2,"192,739",192739074.9
2001,18,57,11,"118,011",118010588.2
2001,18,57,14,"287,312",287311673.6
2001,18,59,1,"243,056",243055540.4
2001,18,59,11,"37,181",37180852.75
2001,18,59,14,"66,205",66205229.35
2001,18,61,1,"142,154",142154495.1
2001,18,63,1,"300,826",300825762.1
2001,18,63,11,"26,518",26518191.7
2001,18,63,14,"131,528",131528235.5
2001,18,65,1,"243,779",243779214.9
2001,18,65,2,"65,770",65769547.1
2001,18,65,14,"43,178",43178094.75
2001,18,67,2,"73,682",73681652.1
2001,18,67,14,"119,623",119623081.6
2001,18,69,1,"187,193",187193097
2001,18,69,2,"88,875",88874718.7
2001,18,69,12,"15,375",15375300.15
2001,18,69,14,"39,181",39180815.5
2001,18,71,1,"248,355",248355110.4
2001,18,71,2,"66,854",66854385.5
2001,18,71,11,"25,438",25437744.25
2001,18,71,14,"56,777",56776896.1
2001,18,73,1,"365,059",365058922
2001,18,73,2,"14,254",14254308.5
2001,18,73,14,"5,593",5593168.75
2001,18,75,2,"28,729",28729062.4
2001,18,75,14,"21,886",21885502.2
2001,18,77,2,"66,400",66399778
2001,18,77,14,"61,431",61431295.8
2001,18,79,2,"45,191",45191073.4
2001,18,79,14,"42,247",42247206.05
2001,18,81,1,"365,051",365051030.7
2001,18,81,2,"80,031",80030608.1
2001,18,81,11,"10,661",10661358
2001,18,81,14,"191,092",191092070.8
2001,18,83,2,"129,708",129707626.4
2001,18,83,12,"51,614",51614153.6
2001,18,83,14,"29,881",29881079.05
2001,18,85,2,"112,619",112619326.5
2001,18,85,12,"42,299",42299189.35
2001,18,85,14,"59,303",59303039.2
2001,18,87,1,"216,033",216032659.5
2001,18,89,1,"207,197",207197440.3
2001,18,89,2,"58,482",58481982.65
2001,18,89,11,"1,269,763",1269763478
2001,18,89,12,"179,098",179097685.4
2001,18,89,14,"1,031,317",1031316505
2001,18,91,1,"400,042",400042138.9
2001,18,91,2,"131,102",131102284.1
2001,18,91,14,"247,850",247850067.2
2001,18,93,2,"142,793",142793124.6
2001,18,93,12,"43,606",43606112
2001,18,93,14,"43,163",43163202.75
2001,18,95,1,"231,345",231345128.6
2001,18,95,2,"21,089",21088886.05
2001,18,95,11,"102,546",102545691.5
2001,18,95,14,"278,380",278380298.8
2001,18,97,11,"4,103,861",4103860652
2001,18,97,12,"211,871",211870743.4
2001,18,97,14,"2,337,506",2337506468
2001,18,99,2,"205,285",205285194.4
2001,18,99,12,"20,697",20697412.6
2001,18,99,14,"20,163",20163377.45
2001,18,101,2,"75,070",75069681.4
2001,18,103,2,"197,759",197758803.1
2001,18,103,12,"4,464",4464351.5
2001,18,103,14,"35,266",35265551.75
2001,18,105,2,"197,146",197145606.8
2001,18,105,12,"77,028",77028479.45
2001,18,105,14,"155,616",155616374
2001,18,107,1,"130,179",130179367
2001,18,107,2,"48,565",48565458.25
2001,18,107,11,"7,099",7098578.4
2001,18,107,14,"41,976",41975919.8
2001,18,109,1,"135,750",135750084.6
2001,18,109,2,"153,467",153466721.1
2001,18,109,12,"39,839",39838768.15
2001,18,109,14,"103,845",103844843.3
2001,18,111,1,"34,987",34987089.6
2001,18,111,2,"83,989",83989460.15
2001,18,113,2,"101,392",101392269.6
2001,18,113,14,"19,132",19132241.5
2001,18,117,2,"68,170",68170203.2
2001,18,119,2,"79,302",79302425.8
2001,18,123,1,"62,943",62942760.8
2001,18,123,2,"39,354",39354128.45
2001,18,123,14,"24,854",24853722.35
2001,18,125,2,"40,661",40660627.7
2001,18,127,1,"183,145",183144626.5
2001,18,127,2,"108,064",108064108.3
2001,18,127,11,"329,261",329260506.7
2001,18,127,14,"321,562",321562353.8
2001,18,129,1,"81,192",81192414.05
2001,18,129,2,"73,183",73183259.2
2001,18,129,14,"29,516",29516301.7
2001,18,131,2,"26,488",26487904
2001,18,133,1,"252,228",252228224
2001,18,133,2,"70,706",70706190.35
2001,18,133,14,"15,359",15358729.15
2001,18,135,2,"82,441",82441360.1
2001,18,135,12,"4,427",4427198.15
2001,18,135,14,"12,719",12718800.95
2001,18,137,1,"64,515",64514772
2001,18,137,2,"86,114",86114179.9
2001,18,139,2,"40,216",40215999.3
2001,18,139,14,"19,789",19789022.5
2001,18,141,1,"92,085",92085054.3
2001,18,141,2,"58,093",58092816
2001,18,141,11,"157,022",157022175.1
2001,18,141,12,"204,324",204324288.1
2001,18,141,14,"613,116",613116254.4
2001,18,143,1,"112,822",112822317.6
2001,18,143,2,"14,173",14173055.85
2001,18,143,11,"41,277",41276557.9
2001,18,143,14,"13,030",13030069.3
2001,18,145,1,"223,886",223885773.2
2001,18,145,11,"90,934",90933563.25
2001,18,145,14,"62,984",62983750.3
2001,18,147,1,"41,736",41735669.5
2001,18,147,2,"89,133",89133219
2001,18,149,2,"72,766",72766429.2
2001,18,151,1,"388,440",388439657.6
2001,18,151,14,"44,363",44362519.75
2001,18,153,2,"125,350",125349544.7
2001,18,157,1,"337,394",337394152.1
2001,18,157,2,"118,676",118675833.6
2001,18,157,11,"33,447",33447140
2001,18,157,14,"374,748",374748365.3
2001,18,159,2,"146,518",146518281.8
2001,18,159,14,"1,778",1777550
2001,18,161,2,"24,322",24321574.25
2001,18,163,1,"114,205",114205017.9
2001,18,163,2,"46,437",46437457.15
2001,18,163,11,"73,304",73304420.95
2001,18,163,14,"479,846",479845987.1
2001,18,165,1,"49,565",49565415.9
2001,18,165,2,"111,886",111886264.2
2001,18,165,12,"6,334",6334151.6
2001,18,165,14,"11,269",11268739.9
2001,18,167,1,"58,797",58796663.75
2001,18,167,2,"92,333",92332768.85
2001,18,167,11,"141,114",141114106.4
2001,18,167,14,"326,823",326823036.7
2001,18,169,2,"35,525",35524595.9
2001,18,169,12,"10,302",10302165.15
2001,18,169,14,"32,933",32933110.5
2001,18,171,2,"41,476",41476114.35
2001,18,173,1,"122,484",122483999
2001,18,173,2,"61,662",61661866.3
2001,18,173,11,"11,156",11155918.4
2001,18,173,14,"33,560",33559702.35
2001,18,175,14,"33,688",33687547.25
2001,18,177,1,"165,957",165957426.2
2001,18,177,2,"69,813",69812750.65
2001,18,177,11,"136,378",136378392
2001,18,177,14,"130,440",130440053.7
2001,18,179,1,"9,118",9117517.5
2001,18,179,14,"28,116",28116493.85
2001,18,181,1,"193,277",193276679.8
2001,18,181,2,"86,300",86299705.75
2001,18,181,14,"10,614",10613962.75
2001,18,183,2,"141,513",141513332.4
2001,18,183,14,"37,116",37116025.1
2001,19,1,1,"174,502",174501791.5
2001,19,3,2,"20,540",20540188.85
2001,19,5,2,"4,546",4545874.25
2001,19,7,2,"22,167",22166986.55
2001,19,7,14,"15,420",15419691.45
2001,19,9,2,"22,167",22167249.35
2001,19,11,1,"46,384",46384236.5
2001,19,11,2,"92,552",92551549.85
2001,19,11,14,"6,122",6122082.95
2001,19,13,1,"57,562",57561704.5
2001,19,13,2,"90,160",90159741.35
2001,19,13,11,"49,197",49197328
2001,19,13,14,"308,134",308133903
2001,19,15,2,"86,812",86812253.35
2001,19,15,14,"9,018",9018420
2001,19,17,2,"115,345",115344533.3
2001,19,17,14,"23,954",23954256.5
2001,19,19,1,"29,026",29026187
2001,19,19,2,"90,645",90644669.4
2001,19,19,14,"9,364",9363929
2001,19,21,2,"35,789",35789359.6
2001,19,21,14,"13,463",13462787.75
2001,19,23,2,"31,809",31808968.9
2001,19,25,2,"22,369",22368510.35
2001,19,27,2,"70,646",70645571.15
2001,19,27,14,"16,687",16686810.85
2001,19,29,1,"162,006",162005870.5
2001,19,29,2,"15,864",15863743.15
2001,19,29,14,"13,781",13781246.6
2001,19,31,1,"270,903",270903219
2001,19,31,2,"41,368",41368121.8
2001,19,33,1,"120,704",120704040
2001,19,33,2,"59,676",59676142.2
2001,19,33,11,"17,284",17284100.5
2001,19,33,14,"91,540",91540102
2001,19,35,2,"29,255",29254717.15
2001,19,35,14,"10,449",10448862.3
2001,19,37,2,"69,666",69665984.15
2001,19,39,1,"97,953",97953079
2001,19,39,2,"35,391",35391024.15
2001,19,41,2,"56,297",56296753.2
2001,19,41,14,"7,867",7866918
2001,19,43,2,"80,367",80366652.65
2001,19,45,2,"125,494",125493825.5
2001,19,45,14,"64,859",64859397.7
2001,19,47,2,"71,038",71037887.75
2001,19,47,14,"15,432",15432086.85
2001,19,49,1,"215,855",215855123.5
2001,19,49,2,"97,186",97185922
2001,19,49,11,"35,291",35291229.5
2001,19,49,14,"22,554",22553601.85
2001,19,51,2,"39,043",39043038.95
2001,19,53,1,"109,585",109584899
2001,19,55,2,"100,767",100766980.8
2001,19,55,14,"11,507",11506756.4
2001,19,57,2,"81,740",81739676.8
2001,19,57,14,"63,347",63347399.8
2001,19,59,2,"68,977",68977331.35
2001,19,61,2,"193,480",193479776.7
2001,19,61,14,"142,743",142743262
2001,19,63,2,"15,642",15642002
2001,19,63,14,"12,417",12417351.1
2001,19,65,2,"82,624",82624232.4
2001,19,65,14,"7,362",7362093.8
2001,19,67,2,"75,461",75461005.2
2001,19,67,14,"9,090",9090036.65
2001,19,69,1,"118,535",118534589.5
2001,19,69,2,"52,752",52751767.35
2001,19,71,1,"96,798",96797890.5
2001,19,71,2,"8,591",8591231.3
2001,19,73,2,"44,264",44263593.8
2001,19,75,2,"59,982",59981815.1
2001,19,77,2,"5,343",5343410.2
2001,19,79,1,"149,472",149471588
2001,19,79,2,"40,644",40643735.5
2001,19,79,14,"8,104",8103660.65
2001,19,81,2,"35,056",35056300.9
2001,19,83,2,"22,716",22716479.45
2001,19,83,14,"8,400",8400000.5
2001,19,85,1,"130,047",130046762.5
2001,19,85,2,"56,739",56738666
2001,19,87,2,"76,447",76446724.2
2001,19,87,14,"3,066",3066000
2001,19,89,2,"41,819",41819210.7
2001,19,91,2,"54,226",54226283.4
2001,19,93,2,"37,371",37371222.15
2001,19,95,1,"248,845",248845283.5
2001,19,95,2,"22,733",22733236.6
2001,19,97,2,"38,979",38979258.85
2001,19,97,14,"10,215",10215295.15
2001,19,99,1,"282,843",282842661
2001,19,99,2,"91,801",91801204.75
2001,19,99,11,"44,055",44055025.5
2001,19,99,14,"19,098",19097551.9
2001,19,101,2,"43,370",43370395
2001,19,101,14,"17,485",17485127.9
2001,19,103,1,"333,003",333003333.5
2001,19,103,2,"123,531",123531446.8
2001,19,103,11,"124,490",124490185
2001,19,103,14,"115,231",115230609.5
2001,19,105,2,"69,461",69461014.75
2001,19,105,14,"7,078",7078109.2
2001,19,107,2,"24,486",24486171
2001,19,109,2,"58,748",58748491.05
2001,19,109,14,"12,532",12531588.8
2001,19,111,2,"109,370",109370074.6
2001,19,111,14,"67,748",67747511.3
2001,19,113,1,"84,848",84847827
2001,19,113,2,"167,026",167025525.7
2001,19,113,11,"275,017",275016842
2001,19,113,14,"357,985",357985196.4
2001,19,115,2,"52,883",52883050.55
