YEAR,STATE_CODE,COUNTY_CODE,F_SYSTEM,"AVMT (1,000)",VMT_TOTAL
2005,48,117,14,"28,228",28227753.52
2005,48,119,2,"24,994",24994372.55
2005,48,121,1,"265,378",265378427.2
2005,48,121,2,"218,168",218167965.3
2005,48,121,11,"1,145,493",1145492732
2005,48,121,12,"205,426",205426423.4
2005,48,121,14,"668,292",668292485.3
2005,48,123,2,"60,892",60891988.23
2005,48,123,14,"20,489",20488696.11
2005,48,125,2,"17,838",17838117.21
2005,48,127,2,"57,672",57671944.72
2005,48,127,14,"7,436",7436140.255
2005,48,129,1,"33,540",33539751.45
2005,48,129,2,"134,112",134111626.2
2005,48,131,2,"73,903",73902817.28
2005,48,133,1,"233,879",233879125
2005,48,133,2,"24,151",24151139.33
2005,48,135,1,"83,206",83205702.95
2005,48,135,2,"28,969",28968711.18
2005,48,135,11,"103,184",103184071.4
2005,48,135,12,"72,998",72997567.64
2005,48,135,14,"291,416",291415941.6
2005,48,137,2,"6,506",6505789.2
2005,48,139,1,"659,063",659063174.2
2005,48,139,2,"117,691",117691284.7
2005,48,139,11,"154,039",154038501.2
2005,48,139,12,"71,912",71912012.75
2005,48,139,14,"180,244",180243683.2
2005,48,141,1,"357,701",357700717.6
2005,48,141,2,"162,991",162990924.5
2005,48,141,11,"1,307,357",1307356537
2005,48,141,12,"354,725",354724560.5
2005,48,141,14,"1,499,978",1499978042
2005,48,143,1,"36,840",36840033.27
2005,48,143,2,"127,942",127942368.9
2005,48,143,14,"32,245",32244533.62
2005,48,145,1,"38,018",38017835.35
2005,48,145,2,"73,738",73738012.85
2005,48,145,12,"7,733",7733084.545
2005,48,145,14,"5,255",5255395.56
2005,48,147,2,"79,871",79871198.73
2005,48,147,14,"21,135",21134547.55
2005,48,149,1,"186,126",186125588.1
2005,48,149,2,"32,702",32702007.47
2005,48,157,1,"28,771",28770760
2005,48,157,2,"363,017",363017386.1
2005,48,157,11,"26,900",26900331.74
2005,48,157,12,"544,162",544161583
2005,48,157,14,"482,339",482339416.3
2005,48,159,1,"87,468",87467836.42
2005,48,159,2,813,813218.175
2005,48,161,1,"336,848",336848384.4
2005,48,161,2,"13,395",13394696.64
2005,48,163,1,"240,083",240082863.6
2005,48,163,14,"11,350",11349951.67
2005,48,165,2,"99,846",99845613.86
2005,48,165,14,"14,965",14964874.08
2005,48,167,1,"67,262",67262280.3
2005,48,167,2,"9,063",9062710.56
2005,48,167,11,"506,155",506155228.7
2005,48,167,12,"216,962",216962377.6
2005,48,167,14,"593,111",593111379.7
2005,48,169,2,"126,431",126430892.2
2005,48,171,1,"20,177",20176908
2005,48,171,2,"74,518",74517971.49
2005,48,171,14,"26,717",26717374.03
2005,48,173,2,"10,764",10764421.59
2005,48,175,2,"71,333",71332697.52
2005,48,177,1,"180,668",180667835.1
2005,48,177,2,"65,736",65735905.78
2005,48,177,14,"16,526",16525712.63
2005,48,179,1,"145,456",145456144.2
2005,48,179,2,"27,170",27170480.28
2005,48,179,14,"11,863",11863035.09
2005,48,181,2,"178,922",178921529.4
2005,48,181,12,"467,953",467952568.3
2005,48,181,14,"75,231",75231104.84
2005,48,183,1,"181,981",181980645.9
2005,48,183,2,"56,259",56258793.57
2005,48,183,11,"16,284",16284049.41
2005,48,183,14,"456,526",456525753.5
2005,48,185,2,"99,461",99460645.07
2005,48,185,12,"35,389",35389298.8
2005,48,185,14,"14,012",14011636.06
2005,48,187,1,"352,948",352948137.6
2005,48,187,2,"12,418",12417790.56
2005,48,187,11,"110,048",110048135.8
2005,48,187,14,"147,967",147967443.8
2005,48,189,1,"136,445",136445083.7
2005,48,189,11,"22,883",22882785.5
2005,48,189,14,"36,267",36266509.14
2005,48,191,2,"62,768",62767827.25
2005,48,193,2,"7,731",7731032.15
2005,48,197,2,"106,617",106616806.6
2005,48,199,2,"184,649",184648974.7
2005,48,199,12,"49,620",49619679.72
2005,48,199,14,"117,565",117564719.5
2005,48,201,1,"234,693",234693308.2
2005,48,201,2,"363,090",363089714.8
2005,48,201,11,"8,772,249",8772249395
2005,48,201,12,"7,628,126",7628125699
2005,48,201,14,"6,356,854",6356854492
2005,48,203,1,"429,300",429299922.1
2005,48,203,2,"112,238",112238182.6
2005,48,203,11,"22,033",22033207.12
2005,48,203,14,"108,670",108670453.6
2005,48,205,2,"70,774",70773721.19
2005,48,205,14,"1,763",1763461
2005,48,207,2,"36,287",36287278.73
2005,48,209,1,"361,233",361232733.2
2005,48,209,2,"90,017",90017074.9
2005,48,209,11,"291,384",291383840.9
2005,48,209,14,"61,862",61861882.29
2005,48,211,2,"43,155",43155258.16
2005,48,213,2,"237,293",237293429.5
2005,48,213,14,"63,308",63307733.79
2005,48,215,2,"288,310",288309938.7
2005,48,215,12,"1,055,031",1055030718
2005,48,215,14,"819,730",819730092.2
2005,48,217,1,"418,475",418474741.1
2005,48,217,2,"37,767",37766959.17
2005,48,217,11,"132,493",132492549.4
2005,48,217,14,"15,716",15715644.4
2005,48,219,2,"50,174",50174497.24
2005,48,219,14,"36,362",36361809.91
2005,48,221,2,"164,058",164057532.9
2005,48,223,1,"243,683",243682609.3
2005,48,223,11,"67,194",67194047.2
2005,48,223,14,"17,638",17637648.99
2005,48,225,2,"49,502",49501501.12
2005,48,225,14,"19,101",19100786.53
2005,48,227,1,"152,775",152774963.6
2005,48,227,2,"47,601",47601031.16
2005,48,227,11,"34,059",34058684
2005,48,227,14,"55,652",55652267.59
2005,48,229,1,"366,643",366643280.7
2005,48,229,2,"42,063",42063432.93
2005,48,231,1,"249,721",249721493
2005,48,231,2,"97,400",97400353.66
2005,48,231,11,"108,037",108036895.7
2005,48,231,14,"111,937",111936795.5
2005,48,233,2,"19,009",19009077
2005,48,233,14,"27,683",27682871.66
2005,48,237,2,"59,160",59160395.01
2005,48,239,2,"176,871",176871178.4
2005,48,239,14,"17,762",17762357.81
2005,48,241,2,"217,128",217127546.7
2005,48,241,14,"45,153",45153366.35
2005,48,243,1,"27,255",27255051.51
2005,48,245,1,"210,684",210684214.1
2005,48,245,2,"37,066",37066443.87
2005,48,245,11,"239,824",239824145.3
2005,48,245,12,"553,860",553859878.6
2005,48,245,14,"586,090",586090276.5
2005,48,249,2,"323,440",323439942.6
2005,48,249,14,"39,319",39318830.4
2005,48,251,1,"251,245",251245149
2005,48,251,2,"254,366",254365764
2005,48,251,11,"94,837",94836855
2005,48,251,12,"33,053",33053122.14
2005,48,251,14,"161,780",161779935.1
2005,48,253,2,"89,862",89862364.17
2005,48,253,12,586,586192.92
2005,48,257,1,"308,840",308839920.7
2005,48,257,2,"487,549",487548564.9
2005,48,257,11,"60,968",60968057.15
2005,48,257,12,"36,448",36448224.75
2005,48,257,14,"82,479",82479279.95
2005,48,259,1,"191,437",191436944.7
2005,48,261,2,"151,544",151544088.7
2005,48,265,1,"139,220",139219561.8
2005,48,265,11,"2,901",2901387.92
2005,48,265,14,"106,799",106799261
2005,48,267,1,"114,624",114624492
2005,48,267,2,"7,309",7308596.115
2005,48,269,2,"16,791",16790945.35
2005,48,271,2,"61,961",61960965.92
2005,48,273,2,"126,844",126844419.7
2005,48,273,14,"91,215",91214947.59
2005,48,275,2,"26,171",26171416.15
2005,48,277,2,"148,566",148566498.2
2005,48,277,14,"143,377",143376938.8
2005,48,279,2,"61,149",61148801.86
2005,48,279,14,"16,816",16815919.75
2005,48,281,2,"100,139",100139291
2005,48,281,14,"27,473",27473455.1
2005,48,283,1,"211,430",211430174.5
2005,48,285,14,"5,362",5361749.99
2005,48,287,2,"130,621",130620504.2
2005,48,289,1,"267,158",267158179.6
2005,48,289,2,"109,437",109437058.7
2005,48,291,2,"188,795",188795041.9
2005,48,291,12,"14,273",14273013.29
2005,48,291,14,"88,123",88122991.71
2005,48,293,14,"27,610",27609718
2005,48,295,2,"4,801",4801432.285
2005,48,297,1,"215,643",215642635.5
2005,48,297,2,"181,335",181335473.3
2005,48,303,1,"68,633",68633073.94
2005,48,303,2,"174,736",174736336.5
2005,48,303,11,"118,096",118096007.7
2005,48,303,12,"235,781",235781409
2005,48,303,14,"786,253",786252899.2
2005,48,305,2,"86,637",86637148.98
2005,48,307,2,"25,882",25881666.01
2005,48,307,14,"15,821",15821168.09
2005,48,309,1,"466,158",466158145.5
2005,48,309,2,"142,093",142093277.6
2005,48,309,11,"568,500",568499625.7
2005,48,309,12,"138,680",138679753.1
2005,48,309,14,"405,582",405582309.3
2005,48,311,2,"3,720",3719569
2005,48,313,1,"184,167",184167280.2
2005,48,313,2,"62,241",62241094.29
2005,48,315,2,"46,618",46618036.52
2005,48,317,1,"67,368",67367951.82
2005,48,317,2,"1,433",1433355.73
2005,48,321,14,"53,744",53743651.57
2005,48,323,2,"83,724",83724259.18
2005,48,323,14,"53,417",53417246.3
2005,48,325,1,"117,529",117528514.5
2005,48,325,2,"153,928",153928447.9
2005,48,325,14,"17,481",17481016.54
2005,48,329,1,"152,969",152969014.7
2005,48,329,2,19,19421.65
2005,48,329,11,"80,155",80154977.11
2005,48,329,12,"118,727",118727089.4
2005,48,329,14,"210,239",210238580.9
2005,48,331,2,"159,407",159406737.6
2005,48,331,14,"33,567",33567148.72
2005,48,333,2,"51,496",51495561.45
2005,48,335,1,"155,023",155023076.7
2005,48,335,2,"1,197",1196940.85
2005,48,337,2,"177,966",177966340.1
2005,48,339,1,"651,143",651142595
2005,48,339,2,"562,406",562405576.9
2005,48,339,11,"334,100",334100196.1
2005,48,339,12,"71,989",71988642.67
2005,48,339,14,"295,332",295332242.7
2005,48,341,2,"92,202",92202389.39
2005,48,341,14,"20,033",20033136.69
2005,48,343,1,"49,194",49193933.14
2005,48,347,2,"229,655",229655284.8
2005,48,347,14,"107,523",107523227.5
2005,48,349,1,"297,499",297499152.8
2005,48,349,2,"112,779",112778510.3
2005,48,349,11,"52,907",52907317.58
2005,48,349,14,"82,389",82389189.19
2005,48,351,2,"12,659",12659478.23
2005,48,353,1,"178,001",178001395.1
2005,48,353,2,"32,517",32516792.6
2005,48,353,11,"35,791",35791411.63
2005,48,353,14,"19,350",19350204.54
2005,48,355,2,"263,702",263702369.8
2005,48,355,11,"352,438",352437855.2
2005,48,355,12,"721,441",721441407
2005,48,355,14,"544,408",544407907.2
2005,48,357,14,"16,398",16398183.45
2005,48,359,1,"180,691",180691249.1
2005,48,361,1,"153,590",153590062.2
2005,48,361,2,"13,973",13972947.89
2005,48,361,11,"286,065",286064713.8
2005,48,361,14,"193,603",193602987.6
2005,48,363,1,"133,645",133644606.2
2005,48,363,14,"42,797",42797204.84
2005,48,365,2,"172,974",172974109.9
2005,48,365,14,"36,541",36540969.06
2005,48,367,1,"382,464",382463629.4
2005,48,367,2,"121,725",121724922.7
2005,48,367,11,"92,483",92482970
2005,48,367,14,"15,453",15453005
2005,48,369,2,"102,659",102658527.6
2005,48,371,1,"154,334",154333707.7
2005,48,371,2,"23,799",23799065.07
2005,48,371,11,"12,465",12465005.5
2005,48,371,14,"14,415",14415007.42
2005,48,373,2,"290,849",290849250.3
2005,48,373,14,"64,527",64526639.61
2005,48,375,1,"83,763",83762549.14
2005,48,375,2,"114,466",114465910.4
2005,48,375,11,"347,079",347078559.5
2005,48,375,12,"53,973",53972695.64
2005,48,375,14,"229,226",229225800.9
2005,48,379,2,"47,983",47982764.22
2005,48,381,1,"113,942",113941506.9
2005,48,381,2,"62,842",62842467.93
2005,48,381,11,"101,088",101087631.1
2005,48,381,12,"15,641",15641179.29
2005,48,381,14,"152,670",152670157.8
2005,48,387,2,"82,464",82464334.66
2005,48,389,1,"166,114",166114098.1
2005,48,389,2,463,463408.015
2005,48,389,11,"9,052",9052241.265
2005,48,389,14,"7,906",7906294.2
2005,48,391,2,"229,687",229687407.3
2005,48,393,2,"8,575",8574550.435
2005,48,395,2,"178,544",178544387.7
2005,48,395,14,"53,584",53584208.25
2005,48,397,1,"135,275",135274952.1
2005,48,397,11,"190,195",190194697.5
2005,48,397,14,"55,695",55695160.2
2005,48,399,2,"78,041",78041403
2005,48,401,2,"173,840",173839687.7
2005,48,401,14,"65,791",65791388.34
2005,48,403,2,"45,848",45847893.82
2005,48,405,2,"39,448",39448428.03
2005,48,407,2,"125,516",125515594.1
2005,48,409,1,"141,964",141964496.5
2005,48,409,2,"167,201",167201207.5
2005,48,409,11,"2,878",2877651.24
2005,48,409,12,"75,998",75997763.98
2005,48,409,14,"53,985",53985388.15
2005,48,411,2,"23,554",23553575.2
2005,48,413,2,"34,308",34307716.56
2005,48,415,2,"110,973",110973117.7
2005,48,415,12,"4,646",4645971.85
2005,48,415,14,"16,733",16733310.39
2005,48,419,2,"141,292",141291593.8
2005,48,421,2,"56,087",56087048.29
2005,48,423,1,"377,755",377755263
2005,48,423,2,"184,438",184437522.6
2005,48,423,14,"675,357",675356912.9
2005,48,425,2,"46,607",46606736.12
2005,48,427,2,"116,392",116392244.3
2005,48,427,14,"153,385",153384879.3
2005,48,429,14,"19,062",19061543.56
2005,48,431,2,"43,892",43891905.18
2005,48,435,1,"134,355",134355468.1
2005,48,435,2,"34,493",34493182.19
2005,48,437,1,"104,562",104561935.1
2005,48,439,2,"135,831",135831274.5
2005,48,439,11,"5,425,972",5425972052
2005,48,439,12,"2,950,298",2950297600
2005,48,439,14,"3,651,701",3651701437
2005,48,441,1,"121,329",121328585.7
2005,48,441,2,"44,850",44849738.18
2005,48,441,11,"133,020",133019536.4
2005,48,441,12,"103,957",103956880.4
2005,48,441,14,"93,796",93795573.88
2005,48,443,2,"31,380",31379861.76
2005,48,445,2,"96,439",96439219.6
2005,48,445,14,"19,478",19478377.21
2005,48,447,2,"11,054",11053586.64
2005,48,449,1,"133,618",133618228.4
2005,48,449,2,"35,863",35863246.19
2005,48,449,11,"26,953",26952509.58
2005,48,449,14,"59,364",59364429.28
2005,48,451,2,"163,443",163442955.4
2005,48,451,12,"149,194",149193827.7
2005,48,451,14,"58,410",58409628.7
2005,48,453,2,"234,349",234349018.3
2005,48,453,11,"1,434,918",1434917617
2005,48,453,12,"1,906,612",1906611776
2005,48,453,14,"1,680,600",1680600365
2005,48,457,2,"92,213",92212674.73
2005,48,459,2,"79,180",79180093.13
2005,48,463,2,"95,582",95582359.11
2005,48,463,14,"41,601",41601303.51
2005,48,465,2,"94,427",94426852.33
2005,48,465,12,"2,228",2228308.94
2005,48,465,14,"80,638",80638455.01
2005,48,467,1,"381,910",381910096.7
2005,48,469,2,"287,133",287132533.7
2005,48,469,12,"26,067",26066958.63
2005,48,469,14,"184,301",184301396.9
2005,48,471,1,"284,588",284587552.3
2005,48,471,11,"161,170",161169684.7
2005,48,471,12,"23,789",23788797.62
2005,48,471,14,"33,507",33506820.79
2005,48,473,1,"203,951",203951107.7
2005,48,473,2,"205,025",205024878.9
2005,48,475,1,"103,368",103367883.9
2005,48,475,11,"10,044",10044402.15
2005,48,475,14,"17,360",17359645.28
2005,48,477,2,"265,618",265617501.4
2005,48,477,12,"37,876",37876377.77
2005,48,477,14,"35,773",35773227.33
2005,48,479,1,"126,565",126565361.1
2005,48,479,2,"105,624",105624247.1
2005,48,479,11,"175,720",175719940.3
2005,48,479,12,"1,989",1989478.855
2005,48,479,14,"502,004",502003567.6
2005,48,481,2,"297,339",297339413.8
2005,48,481,14,"48,467",48466651.66
2005,48,483,1,"138,302",138301786.5
2005,48,485,1,"14,875",14875203.07
2005,48,485,2,"118,336",118336008.3
2005,48,485,11,"130,705",130704696.5
2005,48,485,12,"232,480",232480467.6
2005,48,485,14,"247,382",247382464.6
2005,48,487,2,"152,833",152832803.3
2005,48,487,12,854,853756.9
2005,48,487,14,"39,698",39698402.66
2005,48,489,2,"75,294",75293922.07
2005,48,489,12,"2,774",2773930.65
2005,48,489,14,"15,025",15025473.57
2005,48,491,1,"197,757",197756965.7
2005,48,491,2,"234,120",234119971
2005,48,491,11,"422,747",422746761.3
2005,48,491,12,"104,119",104118648.4
2005,48,491,14,"420,025",420025329
2005,48,493,2,"69,550",69549757.57
2005,48,493,14,"23,739",23739409.47
2005,48,495,14,"4,283",4283410.78
2005,48,497,2,"473,037",473036555.1
2005,48,499,2,"46,220",46220266.09
2005,48,501,14,"5,133",5132892.8
2005,48,503,2,"17,637",17637362.47
2005,48,503,14,"14,466",14466382.99
2005,48,505,2,"90,213",90212985.73
2005,48,505,14,"17,722",17722324.25
2005,48,507,14,"7,145",7144745.06
2005,49,1,1,"182,536",182535751.8
2005,49,3,1,"349,726",349725680.8
2005,49,3,2,"11,249",11249062.75
2005,49,3,11,"144,780",144780243
2005,49,3,14,"73,471",73470904.75
2005,49,5,2,"104,629",104628983.8
2005,49,5,14,"195,023",195023150
2005,49,7,2,"108,509",108508915.5
2005,49,7,12,"13,600",13600137.25
2005,49,7,14,"19,229",19229313.25
2005,49,11,11,"1,132,343",1132342584
2005,49,11,14,"169,032",169031609.5
2005,49,13,2,"98,247",98247123
2005,49,15,1,"135,752",135751621.3
2005,49,15,2,"58,009",58008866
2005,49,17,2,"45,724",45724079.25
2005,49,19,1,"151,731",151731284.8
2005,49,19,2,"64,998",64998178
2005,49,21,1,"340,592",340592085
2005,49,21,11,"57,673",57672901.75
2005,49,21,14,"41,275",41275441
2005,49,23,1,"296,801",296800735.5
2005,49,23,2,"25,562",25562373.5
2005,49,25,2,"100,769",100768561.3
2005,49,27,1,"288,470",288470377
2005,49,27,2,"30,823",30822571
2005,49,29,1,"91,825",91825112.25
2005,49,31,2,"13,494",13493630.25
2005,49,33,2,"9,410",9409554
2005,49,35,1,"280,223",280222946.5
2005,49,35,2,"29,219",29219472.75
2005,49,35,11,"2,580,458",2580458451
2005,49,35,12,"180,618",180617914
2005,49,35,14,"1,266,215",1266214941
2005,49,37,2,"125,865",125864756.8
2005,49,39,2,"42,001",42000750.75
2005,49,41,1,"237,189",237189300.5
2005,49,41,2,"24,972",24971967.75
2005,49,41,11,"12,613",12613013
2005,49,41,14,"9,935",9934862
2005,49,43,1,"294,788",294788326.3
2005,49,43,2,"90,777",90777361.5
2005,49,43,11,"95,268",95268212
2005,49,43,14,"34,131",34130858
2005,49,45,1,"349,207",349207380.8
2005,49,45,2,"79,996",79995845.5
2005,49,45,14,"93,022",93022403.5
2005,49,47,2,"95,052",95052113.75
2005,49,47,14,"41,437",41437409.75
2005,49,49,2,"128,944",128943677.8
2005,49,49,11,"1,333,259",1333258860
2005,49,49,14,"553,650",553650469
2005,49,51,2,"161,513",161513120.5
2005,49,51,14,"29,542",29541950.25
2005,49,53,1,"158,097",158097158.5
2005,49,53,2,"28,006",28005957.25
2005,49,53,11,"241,471",241470714
2005,49,53,14,"150,624",150623838.3
2005,49,57,11,"359,618",359618385.3
2005,49,57,14,"312,071",312070857.3
2005,50,1,2,"82,469",82468873.8
2005,50,1,14,"22,471",22471149.45
2005,50,3,2,"117,483",117483119.4
2005,50,3,12,"3,722",3722067.425
2005,50,3,14,"22,508",22507923.56
2005,50,5,1,"97,067",97066717.75
2005,50,5,2,"22,955",22954776.27
2005,50,5,11,"20,342",20341690.9
2005,50,5,12,"6,493",6492547
2005,50,5,14,"13,865",13865250.26
2005,50,7,1,"109,420",109419713.1
2005,50,7,2,"27,200",27200300.05
2005,50,7,11,"298,871",298870708.5
2005,50,7,12,"39,116",39115590
2005,50,7,14,"254,990",254990467.3
2005,50,9,2,"22,546",22546295.28
2005,50,11,1,"100,049",100049248.8
2005,50,11,2,"18,192",18192472.72
2005,50,11,12,"2,123",2123205
2005,50,13,2,"16,207",16207465.11
2005,50,17,1,"186,769",186769407.6
2005,50,19,1,"44,915",44915101.65
2005,50,19,14,"15,574",15573709.77
2005,50,21,2,"256,644",256643913.7
2005,50,21,12,"2,894",2894377
2005,50,21,14,"75,598",75598445.95
2005,50,23,1,"165,116",165115659.6
2005,50,23,2,"42,806",42806163.77
2005,50,23,11,"13,851",13851446.69
2005,50,23,12,"22,235",22234665.95
2005,50,23,14,"50,735",50735497.13
2005,50,25,1,"179,532",179532324.8
2005,50,25,2,"50,395",50394705.03
2005,50,25,11,"47,070",47069674.38
2005,50,25,14,"15,470",15470424.99
2005,50,27,1,"399,590",399589635.3
2005,50,27,2,"116,337",116336958.8
2005,51,1,2,"253,105",253104986.8
2005,51,3,1,"289,030",289029918.4
2005,51,3,2,"82,672",82672259.1
2005,51,3,11,"97,770",97770469.5
2005,51,3,12,"65,462",65462410.55
2005,51,3,14,"204,678",204678035.1
2005,51,5,1,"159,805",159805187
2005,51,5,2,"7,558",7558142.6
2005,51,7,2,"94,598",94597747.15
2005,51,9,2,"23,382",23381691.95
2005,51,9,12,"25,441",25441288.4
2005,51,9,14,"199,244",199244210.8
2005,51,11,2,"91,607",91606736.4
2005,51,13,11,"525,966",525965970.9
2005,51,13,12,"438,730",438730317.6
2005,51,13,14,"277,307",277306636.7
2005,51,15,1,"668,655",668655497.6
2005,51,19,2,"165,915",165914768.7
2005,51,19,14,"26,671",26670812.8
2005,51,21,1,"213,965",213964814.1
2005,51,23,1,"303,820",303819670.9
2005,51,23,2,"94,908",94907836.55
2005,51,23,11,"78,448",78447803.85
2005,51,23,14,"110,294",110294324
2005,51,25,1,"166,488",166487574.1
2005,51,25,2,"88,477",88476938.05
2005,51,27,2,"107,781",107780521.5
2005,51,31,2,"159,864",159863970.2
2005,51,31,12,"43,806",43806091.85
2005,51,31,14,"77,417",77417080.35
2005,51,33,1,"430,650",430650016.9
2005,51,33,2,"77,951",77951334.5
2005,51,35,1,"342,975",342975301.4
2005,51,37,2,"43,050",43050341.1
2005,51,41,2,"53,884",53884117.8
2005,51,41,11,"476,051",476050578.4
2005,51,41,12,"656,383",656383193.8
2005,51,41,14,"803,021",803021151.8
2005,51,43,2,"118,365",118364711.2
2005,51,47,2,"188,750",188750245.4
2005,51,47,14,"20,172",20171962.25
2005,51,53,1,"188,416",188415989.4
2005,51,53,2,"49,107",49107151.1
2005,51,53,11,"45,283",45282849
2005,51,53,14,"29,017",29017281
2005,51,57,2,"114,781",114780535.3
2005,51,59,11,"3,137,002",3137001924
2005,51,59,12,"768,150",768150380.4
2005,51,59,14,"2,573,217",2573217296
2005,51,61,1,"312,527",312526895.6
2005,51,61,2,"525,132",525131876.6
2005,51,65,1,"17,298",17297842.75
2005,51,67,2,"189,701",189700606.9
2005,51,69,1,"188,681",188680643.6
2005,51,69,2,"104,989",104988643.8
2005,51,69,11,"224,402",224401583.9
2005,51,69,14,"171,015",171015256.8
2005,51,71,2,"117,884",117884093.8
2005,51,73,2,"117,214",117213709.3
2005,51,73,14,"89,755",89755080.45
2005,51,75,1,"292,659",292658642.5
2005,51,75,2,"51,048",51047987.5
2005,51,75,12,"27,457",27456814.75
2005,51,79,2,"99,278",99277715.1
2005,51,81,1,"193,007",193007273.3
2005,51,81,2,"37,805",37804685.2
2005,51,83,2,"129,873",129873164.9
2005,51,85,1,"232,644",232644346.1
2005,51,85,2,"55,855",55855267.45
2005,51,85,11,"565,435",565435245.9
2005,51,85,14,"92,895",92894919.95
2005,51,87,1,"38,151",38150621.25
2005,51,87,11,"1,183,467",1183466933
2005,51,87,14,"429,900",429899945.6
2005,51,89,2,"190,990",190990151.9
2005,51,89,14,"24,981",24981399.35
2005,51,93,2,"48,745",48744592.95
2005,51,93,14,"136,930",136930104.1
2005,51,95,1,"153,415",153415387.5
2005,51,95,11,"67,968",67968423.9
2005,51,95,12,"89,291",89290574.15
2005,51,95,14,"42,661",42660583.15
2005,51,97,2,"32,446",32445667.6
2005,51,99,2,"94,107",94107482.8
2005,51,101,2,"47,204",47204329.45
2005,51,105,2,"16,507",16507431.6
2005,51,107,2,"270,197",270196779.8
2005,51,107,12,"38,684",38684170.95
2005,51,107,14,"793,810",793809559.2
2005,51,109,1,"200,530",200530145.9
2005,51,113,2,"100,943",100943476.6
2005,51,117,1,"169,170",169169915.3
2005,51,117,2,"129,092",129091751
2005,51,119,2,"32,063",32063100.15
2005,51,121,1,"345,237",345237118.8
2005,51,121,2,"16,285",16285241.5
2005,51,121,11,"75,694",75693951.85
2005,51,121,12,"59,288",59288118
2005,51,121,14,"84,092",84092127.35
2005,51,125,1,"14,192",14191579.6
2005,51,125,2,"97,118",97118313.05
2005,51,127,1,"386,602",386602127.2
2005,51,131,2,"210,348",210347645.8
2005,51,133,2,"47,934",47933537.4
2005,51,135,2,"90,170",90170472.35
2005,51,139,2,"50,907",50907407.75
2005,51,143,2,"208,636",208636190
2005,51,143,14,"68,598",68597709.45
2005,51,145,2,"40,356",40356049.8
2005,51,147,2,"126,895",126894524
2005,51,147,14,"17,020",17019705.45
2005,51,149,1,"138,030",138029794.3
2005,51,149,2,"33,796",33795642
2005,51,149,11,"96,972",96972269.25
2005,51,149,14,"72,934",72933829.15
2005,51,153,1,"38,917",38916738
2005,51,153,2,"32,138",32138279.2
2005,51,153,11,"1,076,880",1076880305
2005,51,153,14,"577,102",577101886.9
2005,51,155,1,"265,390",265390423.3
2005,51,155,14,"20,294",20293963.5
2005,51,157,2,"46,491",46491155.95
2005,51,159,2,"59,873",59873432
2005,51,161,1,"36,903",36902500.1
2005,51,161,2,"61,958",61958399.6
2005,51,161,11,"336,800",336799603.6
2005,51,161,14,"144,555",144554968.7
2005,51,163,1,"495,292",495291546.1
2005,51,165,1,"280,092",280091696.2
2005,51,165,2,"100,458",100458340.5
2005,51,165,11,"60,426",60425585.75
2005,51,165,14,"55,641",55640691.25
2005,51,167,2,"165,460",165460267
2005,51,169,2,"83,707",83707395.45
2005,51,169,12,"12,216",12216477
2005,51,169,14,"39,826",39825620.85
2005,51,171,1,"494,660",494660231.2
2005,51,171,2,"23,401",23400876.35
2005,51,173,1,"254,835",254835152.5
2005,51,173,11,"13,691",13691372.65
2005,51,175,2,"249,867",249866732.4
2005,51,177,1,"281,398",281397724.6
2005,51,177,11,"126,380",126379936
2005,51,177,14,"244,434",244433908.1
2005,51,179,2,"39,574",39573562.8
2005,51,179,11,"768,877",768877343.6
2005,51,179,14,"201,819",201819220.1
2005,51,183,1,"212,064",212063689.7
2005,51,183,2,"66,719",66718795.3
2005,51,185,2,"214,276",214275691.9
2005,51,185,12,"17,950",17950378.8
2005,51,187,1,"168,928",168927770.7
2005,51,187,2,"13,776",13776311.8
2005,51,187,14,"30,387",30386523.75
2005,51,191,1,"281,430",281429698.6
2005,51,191,2,"67,526",67526346.85
2005,51,191,11,"93,206",93206071.5
2005,51,191,14,"17,586",17586086.9
2005,51,195,2,"210,781",210780816.9
2005,51,197,1,"490,666",490666112.8
2005,51,197,11,"83,911",83910569.05
2005,51,197,14,"10,540",10540207.2
2005,51,199,1,"117,065",117065344.1
2005,51,199,11,"117,579",117579183.8
2005,51,199,12,"22,710",22709883.9
2005,51,199,14,"236,276",236275617.9
2005,51,510,11,"275,895",275894725.4
2005,51,510,12,"21,801",21801450
2005,51,510,14,"158,914",158913561.3
2005,51,515,12,"18,516",18516245.6
2005,51,515,14,"24,071",24070954.3
2005,51,520,11,"127,383",127383098.4
2005,51,520,14,"34,796",34796420.9
2005,51,530,14,"11,898",11897594.75
2005,51,540,11,"2,336",2335810.2
2005,51,540,12,"27,031",27031173.65
2005,51,540,14,"81,956",81956048.8
2005,51,550,11,"688,318",688318321.3
2005,51,550,12,"284,112",284112200.4
2005,51,550,14,"312,011",312010990
2005,51,560,1,"8,195",8194888.75
2005,51,570,11,"121,458",121457892.8
2005,51,570,14,"43,654",43653824.8
2005,51,580,11,"6,376",6375644.8
2005,51,580,14,"10,633",10633351.55
2005,51,590,12,"48,100",48100086.9
2005,51,590,14,"192,257",192257139.9
2005,51,595,11,"20,699",20698832.45
2005,51,595,12,"21,947",21947387.95
2005,51,600,14,"128,166",128165673
2005,51,610,14,"33,217",33216781.2
2005,51,620,14,"3,858",3857860.2
2005,51,630,11,"168,989",168989495.8
2005,51,630,14,"96,840",96839726.8
