ST_code,ST_name,COUNTY,DVMT,Total_VMT,
26,Michigan,77,"5,885,208",2148100862,2011
26,Michigan,79,"545,670",199169538,2011
26,Michigan,81,"14,197,224",5181986747,2011
26,Michigan,83,"82,011",29934178.89,2011
26,Michigan,85,"262,484",95806605.98,2011
26,Michigan,87,"2,179,117",795377630.5,2011
26,Michigan,89,"503,376",183732246.6,2011
26,Michigan,91,"2,012,762",734658007.7,2011
26,Michigan,93,"5,573,485",2034322059,2011
26,Michigan,95,"177,443",64766811.07,2011
26,Michigan,97,"638,681",233118566.1,2011
26,Michigan,99,"15,857,948",5788151077,2011
26,Michigan,101,"566,065",206613871.7,2011
26,Michigan,103,"1,376,827",502541905,2011
26,Michigan,105,"647,295",236262678.7,2011
26,Michigan,107,"1,055,897",385402269.2,2011
26,Michigan,109,"693,360",253076263.5,2011
26,Michigan,111,"1,902,429",694386511.6,2011
26,Michigan,113,"347,889",126979667.1,2011
26,Michigan,115,"4,461,228",1628348369,2011
26,Michigan,117,"1,407,742",513825958.1,2011
26,Michigan,119,"281,970",102918875.9,2011
26,Michigan,121,"3,801,439",1387525391,2011
26,Michigan,123,"923,683",337144315.1,2011
26,Michigan,125,"29,727,901",10850683891,2011
26,Michigan,127,"662,231",241714200.8,2011
26,Michigan,129,"693,515",253133036,2011
26,Michigan,131,"229,741",83855371.93,2011
26,Michigan,133,"791,003",288716163.6,2011
26,Michigan,135,"185,839",67831158.72,2011
26,Michigan,137,"822,870",300347625.9,2011
26,Michigan,139,"5,006,148",1827243879,2011
26,Michigan,141,"341,453",124630240.6,2011
26,Michigan,143,"965,324",352343289.2,2011
26,Michigan,145,"4,852,828",1771282224,2011
26,Michigan,147,"3,592,030",1311090786,2011
26,Michigan,149,"1,204,665",439702545.4,2011
26,Michigan,151,"938,686",342620232.7,2011
26,Michigan,153,"428,042",156235418,2011
26,Michigan,155,"1,803,134",658143775,2011
26,Michigan,157,"1,268,290",462925868.3,2011
26,Michigan,159,"2,179,028",795345044.4,2011
26,Michigan,161,"9,544,256",3483653379,2011
26,Michigan,163,"37,806,267",13799287537,2011
26,Michigan,165,"941,148",343518990.8,2011
27,Minnesota,1,"622,367",227163912.3,2011
27,Minnesota,3,"6,939,758",2533011602,2011
27,Minnesota,5,"860,953",314247888.1,2011
27,Minnesota,7,"947,990",346016317.9,2011
27,Minnesota,9,"1,133,385",413685477.6,2011
27,Minnesota,11,"136,788",49927615.26,2011
27,Minnesota,13,"1,408,259",514014379.9,2011
27,Minnesota,15,"481,258",175659223.7,2011
27,Minnesota,17,"1,178,764",430248954.9,2011
27,Minnesota,19,"1,801,369",657499709.8,2011
27,Minnesota,21,"990,472",361522224.2,2011
27,Minnesota,23,"347,539",126851914.2,2011
27,Minnesota,25,"1,831,743",668586035.9,2011
27,Minnesota,27,"1,706,562",622895249.4,2011
27,Minnesota,29,"241,737",88234180.2,2011
27,Minnesota,31,"294,412",107460271.6,2011
27,Minnesota,33,"310,886",113473568.9,2011
27,Minnesota,35,"1,816,561",663044788.4,2011
27,Minnesota,37,"9,204,257",3359553751,2011
27,Minnesota,39,"439,808",160529916,2011
27,Minnesota,41,"1,297,709",473663801.8,2011
27,Minnesota,43,"542,172",197892805.6,2011
27,Minnesota,45,"472,851",172590713.2,2011
27,Minnesota,47,"1,324,820",483559441.6,2011
27,Minnesota,49,"1,564,123",570904989.2,2011
27,Minnesota,51,"298,691",109022220.1,2011
27,Minnesota,53,"26,612,695",9713633632,2011
27,Minnesota,55,"416,770",152121230.3,2011
27,Minnesota,57,"581,460",212232875.9,2011
27,Minnesota,59,"880,585",321413684.1,2011
27,Minnesota,61,"1,075,485",392552069.5,2011
27,Minnesota,63,"569,467",207855309,2011
27,Minnesota,65,"416,322",151957543.5,2011
27,Minnesota,67,"1,037,467",378675593,2011
27,Minnesota,69,"162,950",59476609.11,2011
27,Minnesota,71,"313,856",114557575.4,2011
27,Minnesota,73,"215,577",78685449.88,2011
27,Minnesota,75,"395,150",144229861.7,2011
27,Minnesota,77,"104,455",38125921.7,2011
27,Minnesota,79,"583,341",212919636.2,2011
27,Minnesota,81,"149,986",54745008.26,2011
27,Minnesota,83,"623,960",227745565.7,2011
27,Minnesota,85,"784,780",286444530.3,2011
27,Minnesota,87,"162,475",59303527.94,2011
27,Minnesota,89,"266,524",97281273.51,2011
27,Minnesota,91,"688,418",251272547.7,2011
27,Minnesota,93,"570,219",208130103.3,2011
27,Minnesota,95,"1,032,847",376989062.7,2011
27,Minnesota,97,"1,119,900",408763359.8,2011
27,Minnesota,99,"933,750",340818825.2,2011
27,Minnesota,101,"217,831",79508484.36,2011
27,Minnesota,103,"894,772",326591670.5,2011
27,Minnesota,105,"638,035",232882782.3,2011
27,Minnesota,107,"199,620",72861448.92,2011
27,Minnesota,109,"3,288,415",1200271626,2011
27,Minnesota,111,"1,783,194",650865979.4,2011
27,Minnesota,113,"301,892",110190572,2011
27,Minnesota,115,"1,393,902",508774075.2,2011
27,Minnesota,117,"243,511",88881399.3,2011
27,Minnesota,119,"872,278",318381470,2011
27,Minnesota,121,"306,903",112019472,2011
27,Minnesota,123,"11,110,639",4055383311,2011
27,Minnesota,125,"116,476",42513861.91,2011
27,Minnesota,127,"469,223",171266500.5,2011
27,Minnesota,129,"500,987",182860163.8,2011
27,Minnesota,131,"1,654,982",604068300.8,2011
27,Minnesota,133,"394,025",143819156.8,2011
27,Minnesota,135,"324,906",118590561.2,2011
27,Minnesota,137,"4,839,072",1766261388,2011
27,Minnesota,139,"3,012,018",1099386567,2011
27,Minnesota,141,"2,117,246",772794732,2011
27,Minnesota,143,"414,154",151166226.1,2011
27,Minnesota,145,"4,293,006",1566947369,2011
27,Minnesota,147,"1,180,932",431040188.4,2011
27,Minnesota,149,"208,754",76195049.4,2011
27,Minnesota,151,"268,587",98034319.24,2011
27,Minnesota,153,"638,251",232961438.3,2011
27,Minnesota,155,"89,665",32727563.67,2011
27,Minnesota,157,"465,905",170055304.6,2011
27,Minnesota,159,"331,476",120988820.7,2011
27,Minnesota,161,"406,560",148394369,2011
27,Minnesota,163,"5,316,451",1940504580,2011
27,Minnesota,165,"384,725",140424460.4,2011
27,Minnesota,167,"378,521",138160260.6,2011
27,Minnesota,169,"1,419,693",518188123.1,2011
27,Minnesota,171,"3,518,336",1284192684,2011
27,Minnesota,173,"275,906",100705674.3,2011
28,Mississippi,1,"738,008",269373061.6,2011
28,Mississippi,3,"888,854",324431705.3,2011
28,Mississippi,5,"318,666",116312960.4,2011
28,Mississippi,7,"424,366",154893685.3,2011
28,Mississippi,9,"391,159",142773170.4,2011
28,Mississippi,11,"679,122",247879401.9,2011
28,Mississippi,13,"290,647",106086264.9,2011
28,Mississippi,15,"513,990",187606398.9,2011
28,Mississippi,17,"467,157",170512223.2,2011
28,Mississippi,19,"177,069",64630180.62,2011
28,Mississippi,21,"240,770",87881134.32,2011
28,Mississippi,23,"583,550",212995877,2011
28,Mississippi,25,"415,726",151740161.2,2011
28,Mississippi,27,"561,841",205071852.9,2011
28,Mississippi,29,"1,008,099",367956273,2011
28,Mississippi,31,"875,328",319494854.3,2011
28,Mississippi,33,"3,834,435",1399568674,2011
28,Mississippi,35,"2,052,313",749094324.6,2011
28,Mississippi,37,"271,349",99042564.95,2011
28,Mississippi,39,"491,079",179243771.5,2011
28,Mississippi,41,"266,646",97325937.1,2011
28,Mississippi,43,"683,470",249466646,2011
28,Mississippi,45,"1,510,418",551302489.7,2011
28,Mississippi,47,"5,060,379",1847038292,2011
28,Mississippi,49,"6,760,975",2467755738,2011
28,Mississippi,51,"684,655",249899254.9,2011
28,Mississippi,53,"235,906",86105784.54,2011
28,Mississippi,55,"50,617",18475235.3,2011
28,Mississippi,57,"674,680",246258288.7,2011
28,Mississippi,59,"3,960,805",1445693652,2011
28,Mississippi,61,"563,500",205677588.7,2011
28,Mississippi,63,"242,965",88682242.52,2011
28,Mississippi,65,"275,661",100616294.2,2011
28,Mississippi,67,"1,906,589",695905155.8,2011
28,Mississippi,69,"292,932",106920253,2011
28,Mississippi,71,"990,081",361379665,2011
28,Mississippi,73,"1,241,117",453007582.4,2011
28,Mississippi,75,"2,353,689",859096570,2011
28,Mississippi,77,"257,014",93810225.34,2011
28,Mississippi,79,"593,506",216629596.9,2011
28,Mississippi,81,"2,520,806",920094111.5,2011
28,Mississippi,83,"625,225",228206998.7,2011
28,Mississippi,85,"1,049,104",382922883,2011
28,Mississippi,87,"1,395,238",509262014.9,2011
28,Mississippi,89,"3,517,854",1284016648,2011
28,Mississippi,91,"557,245",203394253.5,2011
28,Mississippi,93,"1,375,045",501891472.1,2011
28,Mississippi,95,"983,302",358905117.9,2011
28,Mississippi,97,"445,213",162502668,2011
28,Mississippi,99,"721,143",263217241.4,2011
28,Mississippi,101,"832,985",304039574.6,2011
28,Mississippi,103,"308,833",112724145.4,2011
28,Mississippi,105,"904,323",330077840.6,2011
28,Mississippi,107,"1,265,851",462035722.7,2011
28,Mississippi,109,"1,499,663",547376901.9,2011
28,Mississippi,111,"396,328",144659727.7,2011
28,Mississippi,113,"1,064,409",388509434.3,2011
28,Mississippi,115,"758,881",276991615,2011
28,Mississippi,117,"697,695",254658658.2,2011
28,Mississippi,119,"177,504",64788852.33,2011
28,Mississippi,121,"4,264,108",1556399270,2011
28,Mississippi,123,"1,030,361",376081701.9,2011
28,Mississippi,125,"121,673",44410617.26,2011
28,Mississippi,127,"839,948",306581152.9,2011
28,Mississippi,129,"336,330",122760490.2,2011
28,Mississippi,131,"452,866",165296122.9,2011
28,Mississippi,133,"616,050",224858188.7,2011
28,Mississippi,135,"228,844",83528041.75,2011
28,Mississippi,137,"696,332",254161230,2011
28,Mississippi,139,"455,277",166176070.3,2011
28,Mississippi,141,"468,875",171139528.3,2011
28,Mississippi,143,"565,314",206339496.5,2011
28,Mississippi,145,"857,685",313055072.1,2011
28,Mississippi,147,"295,722",107938711.8,2011
28,Mississippi,149,"1,414,557",516313130.5,2011
28,Mississippi,151,"973,731",355411976.7,2011
28,Mississippi,153,"538,870",196687621.2,2011
28,Mississippi,155,"273,139",99695797.78,2011
28,Mississippi,157,"247,766",90434532.7,2011
28,Mississippi,159,"435,608",158996852.1,2011
28,Mississippi,161,"482,975",176285839.2,2011
28,Mississippi,163,"864,039",315374239.7,2011
29,Missouri,1,"357,488",130483214.9,2011
29,Missouri,3,"639,565",233441401.3,2011
29,Missouri,5,"386,974",141245603.8,2011
29,Missouri,7,"526,873",192308493.2,2011
29,Missouri,9,"734,014",267915196.5,2011
29,Missouri,11,"417,765",152484057.8,2011
29,Missouri,13,"573,194",209215665.1,2011
29,Missouri,15,"414,017",151116330.9,2011
29,Missouri,17,"218,163",79629563.26,2011
29,Missouri,19,"3,600,643",1314234527,2011
29,Missouri,21,"1,920,437",700959458.3,2011
29,Missouri,23,"1,068,508",390005318.5,2011
29,Missouri,25,"319,334",116556727.5,2011
29,Missouri,27,"1,909,847",697094286.8,2011
29,Missouri,29,"991,126",361760819.5,2011
29,Missouri,31,"1,749,108",638424594.8,2011
29,Missouri,33,"213,375",77881700.17,2011
29,Missouri,35,"261,510",95451216.07,2011
29,Missouri,37,"2,080,631",759430193.8,2011
29,Missouri,39,"215,355",78604708.96,2011
29,Missouri,41,"158,158",57727843.01,2011
29,Missouri,43,"1,467,284",535558632.6,2011
29,Missouri,45,"264,475",96533437.78,2011
29,Missouri,47,"5,498,419",2006922981,2011
29,Missouri,49,"623,093",227428942.8,2011
29,Missouri,51,"1,652,058",603001167.8,2011
29,Missouri,53,"975,241",355963070.5,2011
29,Missouri,55,"931,738",340084406.5,2011
29,Missouri,57,"149,593",54601482.96,2011
29,Missouri,59,"376,990",137601303.3,2011
29,Missouri,61,"514,500",187792586.5,2011
29,Missouri,63,"410,070",149675634.3,2011
29,Missouri,65,"288,910",105452006.6,2011
29,Missouri,67,"247,477",90329279.11,2011
29,Missouri,69,"627,896",229182184.5,2011
29,Missouri,71,"2,866,765",1046369331,2011
29,Missouri,73,"316,975",115695708.9,2011
29,Missouri,75,"129,448",47248403.93,2011
29,Missouri,77,"6,637,022",2422513202,2011
29,Missouri,79,"195,046",71191687.44,2011
29,Missouri,81,"552,604",201700365.8,2011
29,Missouri,83,"727,651",265592585.8,2011
29,Missouri,85,"190,021",69357652.96,2011
29,Missouri,87,"488,632",178350840.2,2011
29,Missouri,89,"182,006",66432052.76,2011
29,Missouri,91,"991,311",361828682.2,2011
29,Missouri,93,"220,449",80463919.31,2011
29,Missouri,95,"15,283,142",5578346718,2011
29,Missouri,97,"2,779,918",1014670114,2011
29,Missouri,99,"4,492,282",1639682906,2011
29,Missouri,101,"1,179,180",430400700,2011
29,Missouri,103,"131,679",48062840.84,2011
29,Missouri,105,"1,346,777",491573761.2,2011
29,Missouri,107,"1,450,891",529575247.9,2011
29,Missouri,109,"1,359,917",496369794.1,2011
29,Missouri,111,"320,931",117139935.1,2011
29,Missouri,113,"1,043,903",381024650.1,2011
29,Missouri,115,"316,401",115486260.6,2011
29,Missouri,117,"381,338",139188347,2011
29,Missouri,119,"672,283",245383444.3,2011
29,Missouri,121,"544,680",198808338.7,2011
29,Missouri,123,"282,730",103196438.3,2011
29,Missouri,125,"257,017",93811302.82,2011
29,Missouri,127,"871,866",318231078.3,2011
29,Missouri,129,"102,354",37359317.68,2011
29,Missouri,131,"646,399",235935771.1,2011
29,Missouri,133,"471,991",172276829.2,2011
29,Missouri,135,"301,484",110041710.7,2011
29,Missouri,137,"182,633",66661041.35,2011
29,Missouri,139,"828,071",302246062.5,2011
29,Missouri,141,"444,225",162142268.4,2011
29,Missouri,143,"1,134,629",414139573,2011
29,Missouri,145,"1,692,847",617889209.8,2011
29,Missouri,147,"466,026",170099533.1,2011
29,Missouri,149,"274,492",100189501.5,2011
29,Missouri,151,"362,294",132237201.6,2011
29,Missouri,153,"210,965",77002189.6,2011
29,Missouri,155,"986,991",360251777.4,2011
29,Missouri,157,"652,815",238277302.4,2011
29,Missouri,159,"960,620",350626379.6,2011
29,Missouri,161,"1,540,715",562361031.6,2011
29,Missouri,163,"621,745",226936887.4,2011
29,Missouri,165,"3,084,938",1126002297,2011
29,Missouri,167,"782,761",285707847.1,2011
29,Missouri,169,"1,250,433",456407949.4,2011
29,Missouri,171,"112,789",41168031.72,2011
29,Missouri,173,"427,060",155876882.5,2011
29,Missouri,175,"639,531",233428734.7,2011
29,Missouri,177,"393,364",143577886.3,2011
29,Missouri,179,"170,263",62146112.9,2011
29,Missouri,181,"203,413",74245877.5,2011
29,Missouri,183,"8,048,316",2937635185,2011
29,Missouri,185,"388,252",141711901.9,2011
29,Missouri,186,"767,385",280095603.5,2011
29,Missouri,187,"1,199,318",437750934.2,2011
29,Missouri,189,"25,396,268",9269637852,2011
29,Missouri,195,"970,488",354228242.6,2011
29,Missouri,197,"122,728",44795786.43,2011
29,Missouri,199,"93,081",33974628.88,2011
29,Missouri,201,"1,085,241",396112989.8,2011
29,Missouri,203,"228,531",83413675.94,2011
29,Missouri,205,"203,326",74213904.23,2011
29,Missouri,207,"757,187",276373412.3,2011
29,Missouri,209,"692,579",252791383.2,2011
29,Missouri,211,"121,203",44239146.1,2011
29,Missouri,213,"1,437,198",524577199.6,2011
29,Missouri,215,"670,558",244753645.9,2011
29,Missouri,217,"679,557",248038477.6,2011
29,Missouri,219,"1,010,839",368956235,2011
29,Missouri,221,"433,059",158066714.6,2011
29,Missouri,223,"341,968",124818152.5,2011
29,Missouri,225,"1,348,744",492291491.4,2011
29,Missouri,227,"35,481",12950616.83,2011
29,Missouri,229,"526,281",192092592,2011
29,Missouri,510,"6,261,972",2285619953,2011
30,Montana,NULL,"1,197,504",437089135.2,2011
30,Montana,1,"500,916",182834439.3,2011
30,Montana,3,"670,049",244567912.7,2011
30,Montana,5,"179,812",65631449.35,2011
30,Montana,7,"311,379",113653509.8,2011
30,Montana,9,"389,490",142163707.7,2011
30,Montana,11,"82,727",30195533.85,2011
30,Montana,13,"1,353,605",494065861.1,2011
30,Montana,15,"225,063",82147824.55,2011
30,Montana,17,"377,803",137897927.1,2011
30,Montana,19,"45,866",16741199.5,2011
30,Montana,21,"362,930",132469492,2011
30,Montana,23,"262,004",95631457.81,2011
30,Montana,25,"83,241",30383001.87,2011
30,Montana,27,"296,006",108042354.6,2011
30,Montana,29,"1,841,056",671985461.2,2011
30,Montana,31,"2,027,351",739983284,2011
30,Montana,33,"59,115",21576900.54,2011
30,Montana,35,"373,915",136478884.8,2011
30,Montana,37,"67,544",24653639.57,2011
30,Montana,39,"313,550",114445810.6,2011
30,Montana,41,"322,428",117686250.3,2011
30,Montana,43,"612,681",223628471.2,2011
30,Montana,45,"146,271",53389013.92,2011
30,Montana,47,"700,684",255749554.5,2011
30,Montana,51,"56,015",20445545.81,2011
30,Montana,53,"341,484",124641826.1,2011
30,Montana,55,"90,134",32898748.67,2011
30,Montana,57,"303,350",110722840.5,2011
30,Montana,59,"67,656",24694359.7,2011
30,Montana,61,"544,763",198838633.7,2011
30,Montana,63,"2,207,694",805808279.3,2011
30,Montana,65,"137,812",50301366.5,2011
30,Montana,67,"589,938",215327252.8,2011
30,Montana,69,"35,659",13015711.3,2011
30,Montana,71,"126,752",46264457.37,2011
30,Montana,73,"204,167",74520860.47,2011
30,Montana,75,"124,750",45533632.11,2011
30,Montana,77,"461,079",168293779.9,2011
30,Montana,79,"137,312",50118892.78,2011
30,Montana,81,"639,399",233380752.2,2011
30,Montana,83,"366,304",133700847.9,2011
30,Montana,85,"279,756",102110929.8,2011
30,Montana,87,"374,892",136835710.3,2011
30,Montana,89,"291,875",106534500.9,2011
30,Montana,91,"104,165",38020265.88,2011
30,Montana,93,"684,341",249784326.7,2011
30,Montana,95,"451,527",164807473.3,2011
30,Montana,97,"347,487",126832922.9,2011
30,Montana,99,"190,154",69406042.83,2011
30,Montana,101,"209,125",76330469.88,2011
30,Montana,103,"132,670",48424436.49,2011
30,Montana,105,"221,300",80774541.25,2011
30,Montana,107,"95,072",34701190.21,2011
30,Montana,109,"73,693",26897901.2,2011
30,Montana,111,"2,756,109",1005979661,2011
31,Nebraska,1,"540,054",197119618.8,2011
31,Nebraska,3,"224,436",81919176.5,2011
31,Nebraska,5,"17,915",6538847.25,2011
31,Nebraska,7,"71,767",26195046.25,2011
31,Nebraska,9,"39,711",14494387.25,2011
31,Nebraska,11,"145,018",52931497,2011
31,Nebraska,13,"229,637",83817377.25,2011
31,Nebraska,15,"52,548",19180038.25,2011
31,Nebraska,17,"90,777",33133586.75,2011
31,Nebraska,19,"1,444,260",527154918.3,2011
31,Nebraska,21,"198,310",72383277.75,2011
31,Nebraska,23,"311,946",113860180.5,2011
31,Nebraska,25,"1,025,123",374169891.4,2011
31,Nebraska,27,"290,928",106188720,2011
31,Nebraska,29,"116,764",42618969.5,2011
31,Nebraska,31,"294,991",107671660.3,2011
31,Nebraska,33,"516,956",188689031.3,2011
31,Nebraska,35,"172,419",62932935,2011
31,Nebraska,37,"290,566",106056517,2011
31,Nebraska,39,"303,008",110597938.3,2011
31,Nebraska,41,"368,173",134383309.3,2011
31,Nebraska,43,"454,929",166049012,2011
31,Nebraska,45,"227,069",82880272.6,2011
31,Nebraska,47,"1,064,126",388405990,2011
31,Nebraska,49,"322,097",117565441.5,2011
31,Nebraska,51,"153,070",55870550,2011
31,Nebraska,53,"812,912",296712916.5,2011
31,Nebraska,55,"10,040,840",3664906582,2011
31,Nebraska,57,"80,508",29385383.5,2011
31,Nebraska,59,"234,918",85745234.25,2011
31,Nebraska,61,"72,375",26416838.5,2011
31,Nebraska,63,"92,649",33816812,2011
31,Nebraska,65,"142,965",52182170.25,2011
31,Nebraska,67,"531,177",193879422.5,2011
31,Nebraska,69,"87,358",31885487.5,2011
31,Nebraska,71,"48,847",17829118.5,2011
31,Nebraska,73,"76,689",27991576.25,2011
31,Nebraska,75,"36,842",13447238.75,2011
31,Nebraska,77,"82,931",30269888,2011
31,Nebraska,79,"1,508,977",550776714.5,2011
31,Nebraska,81,"728,347",265846618.5,2011
31,Nebraska,83,"136,425",49795271,2011
31,Nebraska,85,"37,583",13717922.75,2011
31,Nebraska,87,"113,670",41489513.5,2011
31,Nebraska,89,"333,286",121649225.8,2011
31,Nebraska,91,"36,177",13204678,2011
31,Nebraska,93,"191,131",69762979.25,2011
31,Nebraska,95,"184,310",67273314.25,2011
31,Nebraska,97,"108,426",39575486.35,2011
31,Nebraska,99,"229,936",83926658.25,2011
31,Nebraska,101,"772,516",281968431.3,2011
31,Nebraska,103,"35,712",13034788.75,2011
31,Nebraska,105,"359,634",131266227.5,2011
31,Nebraska,107,"180,413",65850781.5,2011
31,Nebraska,109,"5,639,851",2058545615,2011
31,Nebraska,111,"1,431,801",522607419.8,2011
31,Nebraska,113,"54,350",19837859.5,2011
31,Nebraska,115,"38,304",13981033,2011
31,Nebraska,117,"669,260",244279845.3,2011
31,Nebraska,119,"22,254",8122783,2011
31,Nebraska,121,"319,639",116668162,2011
31,Nebraska,123,"275,596",100592686,2011
31,Nebraska,125,"89,203",32559186.25,2011
31,Nebraska,127,"179,524",65526077.5,2011
31,Nebraska,129,"102,587",37444200.25,2011
31,Nebraska,131,"607,025",221564198,2011
31,Nebraska,133,"73,194",26715775.33,2011
31,Nebraska,135,"102,532",37424344.25,2011
31,Nebraska,137,"269,471",98356969.75,2011
31,Nebraska,139,"261,802",95557547.5,2011
31,Nebraska,141,"695,027",253684946.3,2011
31,Nebraska,143,"133,798",48836160.5,2011
31,Nebraska,145,"252,251",92071633.25,2011
31,Nebraska,147,"170,937",62392140.05,2011
31,Nebraska,149,"85,372",31160597.5,2011
31,Nebraska,151,"263,331",96115705.5,2011
31,Nebraska,153,"2,776,841",1013547093,2011
31,Nebraska,155,"456,280",166542127,2011
31,Nebraska,157,"721,525",263356625,2011
31,Nebraska,159,"933,714",340805464,2011
31,Nebraska,161,"196,269",71638203.25,2011
31,Nebraska,163,"101,281",36967473.75,2011
31,Nebraska,165,"63,760",23272454.75,2011
31,Nebraska,167,"213,685",77995134.5,2011
31,Nebraska,169,"193,287",70549901,2011
31,Nebraska,171,"60,156",21956830.5,2011
31,Nebraska,173,"156,382",57079539.5,2011
31,Nebraska,175,"132,769",48460648.5,2011
31,Nebraska,177,"449,133",163933453.8,2011
31,Nebraska,179,"182,478",66604451.75,2011
31,Nebraska,181,"86,760",31667418.25,2011
31,Nebraska,183,"50,111",18290642.75,2011
31,Nebraska,185,"891,769",325495758,2011
32,Nevada,1,"705,087",257356875.5,2011
32,Nevada,3,"34,093,196",12444016591,2011
32,Nevada,5,"1,115,323",407092916.9,2011
32,Nevada,7,"1,755,213",640652661.1,2011
32,Nevada,9,"210,371",76785298.2,2011
32,Nevada,11,"322,934",117870851.6,2011
32,Nevada,13,"756,354",276069261.1,2011
32,Nevada,15,"274,132",100058315.1,2011
32,Nevada,17,"283,758",103571794.1,2011
32,Nevada,19,"982,290",358535667.5,2011
32,Nevada,21,"280,101",102237040.2,2011
32,Nevada,23,"1,232,749",449953341.2,2011
32,Nevada,27,"601,325",219483552,2011
32,Nevada,29,"46,880",17111145.25,2011
32,Nevada,31,"7,908,803",2886712942,2011
32,Nevada,33,"365,007",133227555,2011
32,Nevada,510,"908,285",331524152.8,2011
33,New Hampshire,NULL,324,118402.35,2011
33,New Hampshire,1,"1,592,238",581166690.4,2011
33,New Hampshire,3,"1,107,902",404384378.9,2011
33,New Hampshire,5,"1,447,101",528191812.1,2011
33,New Hampshire,7,"819,164",298994743.6,2011
33,New Hampshire,9,"2,198,810",802565632.1,2011
33,New Hampshire,11,"7,034,787",2567697148,2011
33,New Hampshire,13,"4,697,665",1714647718,2011
33,New Hampshire,15,"8,024,611",2928982962,2011
33,New Hampshire,17,"2,517,076",918732788.2,2011
33,New Hampshire,19,"842,455",307496173.9,2011
34,New Jersey,1,"6,315,811",2305271081,2011
34,New Jersey,3,"16,695,575",6093884904,2011
34,New Jersey,5,"10,756,090",3925972766,2011
34,New Jersey,7,"9,437,850",3444815276,2011
34,New Jersey,9,"2,283,033",833307161.8,2011
34,New Jersey,11,"2,492,083",909610138.1,2011
34,New Jersey,13,"11,261,474",4110438068,2011
34,New Jersey,15,"6,603,263",2410190856,2011
34,New Jersey,17,"5,408,460",1974087758,2011
34,New Jersey,19,"4,059,324",1481653355,2011
34,New Jersey,21,"8,342,637",3045062618,2011
34,New Jersey,23,"17,675,034",6451387454,2011
34,New Jersey,25,"13,244,185",4834127631,2011
34,New Jersey,27,"12,095,990",4415036324,2011
34,New Jersey,29,"9,072,766",3311559769,2011
34,New Jersey,31,"6,510,548",2376349852,2011
34,New Jersey,33,"1,770,297",646158259,2011
34,New Jersey,35,"7,009,010",2558288559,2011
34,New Jersey,37,"2,278,638",831702694.8,2011
34,New Jersey,39,"10,648,792",3886809036,2011
34,New Jersey,41,"3,330,315",1215564997,2011
35,New Mexico,NULL,"83,560",30499502.93,2011
35,New Mexico,1,"13,372,812",4881076306,2011
35,New Mexico,3,"149,570",54593049.27,2011
35,New Mexico,5,"1,370,853",500361300.1,2011
35,New Mexico,6,"1,637,384",597645287,2011
35,New Mexico,7,"637,021",232512542,2011
35,New Mexico,9,"685,221",250105759.5,2011
35,New Mexico,11,"155,672",56820335.48,2011
35,New Mexico,13,"3,920,137",1430850017,2011
35,New Mexico,15,"1,490,168",543911176.9,2011
35,New Mexico,17,"1,010,656",368889556.4,2011
35,New Mexico,19,"1,355,411",494725067.9,2011
35,New Mexico,21,"60,605",22121003.49,2011
35,New Mexico,23,"568,442",207481497.5,2011
35,New Mexico,25,"1,541,232",562549590.2,2011
35,New Mexico,27,"796,160",290598356.6,2011
35,New Mexico,28,"374,687",136760717.8,2011
35,New Mexico,29,"1,413,204",515819400.1,2011
35,New Mexico,31,"2,792,235",1019165955,2011
35,New Mexico,33,"313,361",114376728.5,2011
35,New Mexico,35,"1,378,928",503308668.5,2011
35,New Mexico,37,"1,186,295",432997593.6,2011
35,New Mexico,39,"1,119,932",408775122.7,2011
35,New Mexico,41,"556,793",203229496.8,2011
35,New Mexico,43,"3,002,605",1095950797,2011
35,New Mexico,45,"3,200,903",1168329659,2011
35,New Mexico,47,"739,804",270028595.1,2011
35,New Mexico,49,"3,905,532",1425519360,2011
35,New Mexico,51,"440,044",160616027.5,2011
35,New Mexico,53,"854,847",312019261.2,2011
35,New Mexico,55,"769,736",280953710.4,2011
35,New Mexico,57,"1,168,727",426585288.6,2011
35,New Mexico,59,"261,227",95347708.64,2011
35,New Mexico,61,"1,420,620",518526302.2,2011
36,New York,1,"7,945,262",2900020685,2011
36,New York,3,"856,962",312791005.9,2011
36,New York,5,"7,429,881",2711906631,2011
36,New York,7,"4,491,024",1639223873,2011
36,New York,9,"1,716,458",626507129.9,2011
36,New York,11,"1,446,618",528015748.9,2011
36,New York,13,"3,081,650",1124802082,2011
36,New York,15,"1,817,890",663529839.1,2011
36,New York,17,"925,939",337967826.3,2011
36,New York,19,"1,611,933",588355486.6,2011
36,New York,21,"1,464,773",534642134.1,2011
36,New York,23,"1,265,714",461985653.8,2011
36,New York,25,"1,174,506",428694551.3,2011
36,New York,27,"5,846,852",2134100995,2011
36,New York,29,"16,974,349",6195637235,2011
36,New York,31,"1,303,753",475869834.1,2011
36,New York,33,"846,652",309028100.5,2011
36,New York,35,"759,415",277186489.6,2011
36,New York,37,"2,352,443",858641541.7,2011
36,New York,39,"1,563,236",570581092.6,2011
36,New York,41,"239,384",87375123.5,2011
36,New York,43,"1,478,753",539744888.8,2011
36,New York,45,"2,378,376",868107075.8,2011
36,New York,47,"10,272,806",3749574084,2011
36,New York,49,"433,007",158047445.5,2011
36,New York,51,"1,539,733",562002705.6,2011
36,New York,53,"1,500,304",547611069.5,2011
36,New York,55,"13,539,724",4941999344,2011
