b'"ST","NAICS","ESTABF","ESTAB","RCPTOT_F","RCPTOT"
"13","31611","D",0,"D",0
"13","3162","D",0,"D",0
"13","31621","D",0,"D",0
"13","3169",,39,,1385
"13","31699",,39,,1385
"13","321",,664,,43233
"13","322",,39,,3970
"13","323",,728,,39563
"13","3231",,728,,39563
"13","324",,12,,1133
"13","3241",,12,,1133
"13","325",,170,,11813
"13","3251",,26,,2381
"13","3252",,9,,372
"13","3253",,9,,381
"13","3254",,14,,396
"13","32541",,14,,396
"13","3255",,41,,2636
"13","3256",,29,,2437
"13","3259",,42,,3210
"13","326",,117,,7107
"13","327",,304,,16185
"13","3271","D",0,"D",0
"13","3272",,65,,1602
"13","32721",,65,,1602
"13","3273",,73,,7498
"13","3274","D",0,"D",0
"13","3279",,75,,5136
"13","331",,66,,5357
"13","332",,742,,47738
"13","333",,300,,21050
"13","334",,217,,9362
"13","335",,174,,8087
"13","336",,107,,7478
"13","337",,373,,24658
"13","339",,1176,,55246
"13","3391",,92,,9541
"13","33911",,92,,9541
"13","3399",,1084,,45705
"13","42",,11007,,866625
"13","421",,6439,,528577
"13","4211",,506,,62433
"13","4212",,682,,49514
"13","4213",,274,,26332
"13","4214",,446,,34111
"13","4215",,111,,13267
"13","4216",,258,,21503
"13","4217",,217,,16233
"13","4218",,774,,86007
"13","4219",,3171,,219177
"13","42191",,318,,21391
"13","42192",,302,,16780
"13","42193",,162,,13900
"13","42194",,366,,20785
"13","42199",,2023,,146321
"13","422",,4568,,338048
"13","4221",,219,,19316
"13","4222",,84,,3854
"13","42221",,84,,3854
"13","4223",,631,,43110
"13","4224",,889,,94526
"13","4225",,115,,14753
"13","4226",,225,,22618
"13","4227",,63,,3948
"13","4228",,46,,5897
"13","4229",,2296,,130026
"13","42291",,76,,6435
"13","42292",,340,,9397
"13","42293",,314,,11880
"13","42294",,36,,4980
"13","42295",,38,,1456
"13","42299",,1492,,95878
"13","44-45",,45228,,1976746
"13","441",,3540,,416898
"13","4411",,2112,,300196
"13","44112",,2112,,300196
"13","4412",,685,,54410
"13","44121",,65,,2783
"13","44122",,620,,51627
"13","441221",,84,,6650
"13","441222",,74,,9420
"13","441229",,462,,35557
"13","4413",,743,,62292
"13","442",,1355,,93273
"13","4421",,495,,35565
"13","44211",,495,,35565
"13","4422",,860,,57708
"13","443",,797,,46761
"13","4431",,797,,46761
"13","44311",,470,,30220
"13","443111",,153,,9002
"13","443112",,317,,21218
"13","44312",,297,,15328
"13","44313",,30,,1213
"13","444",,928,,65127
"13","4441",,680,,48580
"13","44411",,68,,2375
"13","44412",,72,,3928
"13","44413",,187,,10989
"13","44419",,353,,31288
"13","4442",,248,,16547
"13","445",,2175,,225312
"13","4451",,1137,,130760
"13","4452",,780,,49983
"13","44521",,46,,4241
"13","44522",,61,,4651
"13","44523",,141,,8890
"13","44529",,532,,32201
"13","4453",,258,,44569
"13","44531",,258,,44569
"13","446",,3045,,66297
"13","4461",,3045,,66297
"13","44611",,108,,10389
"13","44612",,2010,,28529
"13","44613",,56,,4680
"13","44619",,871,,22699
"13","447",,459,,88986
"13","4471",,459,,88986
"13","448",,2556,,118696
"13","4481",,1800,,78249
"13","44811",,122,,9331
"13","44812",,353,,17353
"13","44813",,192,,7469
"13","44814",,304,,12332
"13","44815",,322,,10140
"13","44819",,507,,21624
"13","4482",,76,,5199
"13","44821",,76,,5199
"13","4483",,680,,35248
"13","44831",,644,,33432
"13","44832",,36,,1816
"13","451",,2038,,86379
"13","4511",,1374,,63481
"13","45111",,460,,31614
"13","45112",,402,,16064
"13","45113",,338,,7462
"13","45114",,174,,8341
"13","4512",,664,,22898
"13","45121",,520,,14798
"13","451211",,229,,8769
"13","451212",,291,,6029
"13","45122",,144,,8100
"13","452",,882,,43373
"13","453",,8901,,342935
"13","4531",,803,,31726
"13","45311",,803,,31726
"13","4532",,1927,,61371
"13","45321",,178,,12064
"13","45322",,1749,,49307
"13","4533",,2035,,57347
"13","45331",,2035,,57347
"13","4539",,4136,,192491
"13","45391",,214,,11564
"13","45392",,449,,15031
"13","45393",,120,,14627
"13","45399",,3353,,151269
"13","454",,18552,,382709
"13","4541",,1157,,27608
"13","45411",,1157,,27608
"13","4542",,903,,28212
"13","45421",,903,,28212
"13","4543",,16492,,326889
"13","45431",,38,,3579
"13","45439",,16454,,323310
"13","48-49",,22638,,1162882
"13","481",,540,,26327
"13","483",,86,,4058
"13","484",,13130,,881081
"13","4841",,11707,,775994
"13","48411",,3720,,210449
"13","48412",,7987,,565545
"13","4842",,1423,,105087
"13","485",,3433,,90493
"13","4851",,17,,278
"13","48511",,17,,278
"13","4852",,27,,539
"13","48521",,27,,539
"13","4853",,2477,,57238
"13","4854",,82,,1653
"13","48541",,82,,1653
"13","4855",,112,,3250
"13","48551",,112,,3250
"13","4859",,718,,27535
"13","48599",,718,,27535
"13","486",,8,,664
"13","487",,73,,1863
"13","488",,1595,,70235
"13","492",,3647,,76862
"13","493",,126,,11299
"13","4931",,126,,11299
"13","51",,6098,,199071
"13","511",,1369,,42759
"13","512",,1018,,32009
"13","5121",,691,,24290
"13","5122",,327,,7719
"13","513",,1375,,58418
"13","514",,2336,,65885
"13","5141",,1184,,39907
"13","5142",,1152,,25978
"13","51421",,1152,,25978
"13","52",,17972,,1202996
"13","522",,3597,,124927
"13","5221",,181,,7515
"13","5222",,2807,,94418
"13","5223",,609,,22994
"13","523",,3969,,636539
"13","5231",,593,,132922
"13","52311",,138,,27237
"13","52312",,402,,103262
"13","52313",,18,,316
"13","52314",,35,,2107
"13","5232",,34,,20043
"13","52321",,34,,20043
"13","5239",,3342,,483574
"13","524",,10406,,441530
"13","5241",,24,,1475
"13","5242",,10382,,440055
"13","52421",,7277,,344722
"13","52429",,3105,,95333
"13","53",,41723,,3070347
"13","531",,39990,,2939486
"13","5311",,13165,,1596910
"13","5312",,15342,,718307
"13","53121",,15342,,718307
"13","5313",,11483,,624269
"13","53131",,1968,,82966
"13","53132",,1358,,56404
"13","53139",,8157,,484899
"13","532",,1715,,128984
"13","5321",,442,,22956
"13","5322",,410,,16227
"13","53221","D",0,"D",0
"13","53222","D",0,"D",0
"13","53223",,125,,5811
"13","53229",,241,,7109
"13","5323",,61,,9295
"13","53231",,61,,9295
"13","5324",,802,,80506
"13","533",,18,,1877
"13","5331",,18,,1877
"13","53311",,18,,1877
"13","54",,63142,,2362282
"13","541",,63142,,2362282
"13","5411",,5038,,264292
"13","5412",,8190,,148722
"13","54121",,8190,,148722
"13","541211",,905,,38751
"13","541213",,1794,,22911
"13","541214",,127,,3807
"13","541219",,5364,,83253
"13","54131",,1008,,56113
"13","54132",,1053,,31404
"13","54133",,2189,,99010
"13","54134",,603,,11525
"13","54135",,280,,5933
"13","54136",,65,,2983
"13","54137",,283,,12210
"13","54138",,54,,3082
"13","5413-a",,5535,,222260
"13","5414",,3831,,140386
"13","5415",,7561,,297276
"13","54151",,7561,,297276
"13","5416",,10197,,445566
"13","5417",,427,,15559
"13","5418",,2640,,153294
"13","5419",,19723,,674927
"13","54191",,468,,16384
"13","54192",,1740,,50213
"13","54193",,475,,10596
"13","54194",,338,,20091
"13","54199",,16702,,577643
"13","56",,36146,,898852
"13","561",,35620,,856346
"13","5611",,4151,,53269
"13","56111",,4151,,53269
"13","5612",,723,,19958
"13","56121",,723,,19958
"13","5613",,607,,38276
"13","5614",,4494,,123769
"13","56141",,885,,12898
"13","56142",,348,,7347
"13","56143",,401,,17096
"13","56144",,188,,8760
"13","56145",,26,,1650
"13","56149",,2646,,76018
"13","5615",,755,,48600
"13","5616",,2632,,39853
"13","56171",,272,,13963
"13","56172",,11756,,221503
"13","56173",,5883,,165453
"13","56174",,730,,24333
"13","56179",,1482,,41696
"13","5617-a",,20123,,466948
"13","5619",,2135,,65673
"13","562",,526,,42506
"13","61",,6892,,96816
"13","611",,6892,,96816
"13","62",,28355,,904839
"13","621",,15019,,694283
"13","6211",,3935,,305191
"13","62111",,3935,,305191
"13","621111",,3322,,272225
"13","621112",,613,,32966
"13","6212",,644,,38943
"13","62121",,644,,38943
"13","6213",,5629,,206154
"13","62131",,636,,27439
"13","62132",,261,,22420
"13","62133",,1372,,45789
"13","62134",,1070,,33049
"13","62139",,2290,,77457
"13","621391",,42,,4803
"13","621399",,2248,,72654
"13","6214",,225,,26010
"13","6215",,434,,26876
"13","62151",,434,,26876
"13","6216",,2888,,46903
"13","62161",,2888,,46903
"13","6219",,1264,,44206
"13","623",,1368,,48043
"13","624",,11968,,162513
"13","6241",,1770,,26186
"13","6242",,109,,976
"13","6243",,193,,5951
"13","62431",,193,,5951
"13","6244",,9896,,129400
"13","62441",,9896,,129400
"13","71",,17725,,386580
"13","711",,14235,,280253
"13","7111",,478,,13328
"13","7112",,1547,,33592
"13","71121",,1547,,33592
"13","7113",,649,,22364
"13","7114",,755,,20111
"13","71141",,755,,20111
"13","7115",,10806,,190858
"13","71151",,10806,,190858
"13","712",,85,,813
"13","7121",,85,,813
"13","713",,3405,,105514
"13","7131",,178,,8520
"13","7132",,63,,2943
"13","7139",,3164,,94051
"13","72",,6036,,516932
"13","721",,1074,,142759
"13","7211",,772,,131051
"13","7212",,128,,6744
"13","72121",,128,,6744
"13","7213",,174,,4964
"13","72131",,174,,4964
"13","722",,4962,,374173
"13","7221",,1016,,163427
"13","72211",,1016,,163427
"13","7222",,1108,,127431
"13","72221",,1108,,127431
"13","7223",,2388,,58342
"13","7224",,450,,24973
"13","72241",,450,,24973
"13","81",,74312,,1818399
"13","811",,18270,,696589
"13","8111",,8621,,401596
"13","81111",,4072,,205043
"13","81112",,2374,,109487
"13","81119",,2175,,87066
"13","8112",,1337,,43259
"13","81121",,1337,,43259
"13","8113",,1692,,77944
"13","81131",,1692,,77944
"13","8114",,6620,,173790
"13","81141",,1139,,34151
"13","81142",,867,,25484
"13","81143",,93,,3008
"13","81149",,4521,,111147
"13","812",,49344,,1026909
"13","8121",,22058,,441315
"13","81211",,19907,,407334
"13","812111",,2403,,46303
"13","812112",,13336,,263555
"13","812113",,4168,,97476
"13","81219",,2151,,33981
"13","8122",,432,,16694
"13","81221",,351,,13134
"13","81222",,81,,3560
"13","8123",,1022,,49837
"13","81231",,404,,20064
"13","81232",,544,,27061
"13","81233",,74,,2712
"13","8129",,25832,,519063
"13","81291",,846,,16181
"13","81292",,365,,8850
"13","81293",,101,,5038
"13","81299",,24520,,488994
"13","813",,6698,,94901
"15","00",,73810,,2835688
"15","11",,1915,,61515
"15","113","D",0,"D",0
"15","114","D",0,"D",0
"15","1141",,1513,,51521
"15","11411",,1513,,51521
"15","1142","D",0,"D",0
"15","11421","D",0,"D",0
"15","115",,343,,6840
"15","1151",,267,,5287
"15","11511",,267,,5287
"15","1152",,55,,903
"15","11521",,55,,903
"15","1153",,21,,650
"15","11531",,21,,650
"15","21",,10,,1011
"15","212","D",0,"D",0
"15","2121","D",0,"D",0
"15","21211","D",0,"D",0
"15","2122","D",0,"D",0
"15","2123","D",0,"D",0
"15","213","D",0,"D",0
"15","2131","D",0,"D",0
"15","21311","D",0,"D",0
"15","22",,28,,2279
"15","221",,28,,2279
"15","23",,4992,,272815
"15","233",,1163,,97742
"15","2331",,66,,7409
"15","23311",,66,,7409
"15","2332",,983,,82773
"15","2333",,114,,7560
"15","234",,86,,6956
"15","2341",,9,,1732
"15","2349",,77,,5224
"15","235",,3743,,168117
"15","2351",,263,,16439
"15","23511",,263,,16439
"15","2352",,473,,16341
"15","23521",,473,,16341
"15","2353",,327,,16593
"15","23531",,327,,16593
"15","2354",,353,,16683
"15","2355",,1094,,42499
"15","2356",,104,,4909
"15","23561",,104,,4909
"15","2357",,57,,4420
"15","23571",,57,,4420
"15","2358",,10,,413
"15","23581",,10,,413
"15","2359",,1062,,49820
"15","31-33",,1967,,68546
"15","311",,170,,6256
"15","3111","D",0,"D",0
"15","31111","D",0,"D",0
"15","3113",,15,,415
"15","3114",,37,,1397
"15","3115","D",0,"D",0
"15","3116",,5,,25
"15","31161",,5,,25
"15","3117",,3,,44
"15","31171",,3,,44
"15","3118",,47,,1576
"15","3119",,57,,2398
"15","312",,9,,844
"15","313","D",0,"D",0
"15","314","D",0,"D",0
"15","315",,462,,11325
"15","316","D",0,"D",0
"15","3161","D",0,"D",0
"15","31611","D",0,"D",0
"15","3162","D",0,"D",0
"15","31621","D",0,"D",0
"15","3169",,10,,150
"15","31699",,10,,150
"15","321",,220,,7571
"15","322","D",0,"D",0
"15","323",,132,,5882
"15","3231",,132,,5882
"15","325",,23,,718
"15","3251","D",0,"D",0
"15","3252","D",0,"D",0
"15","3253","D",0,"D",0
"15","3254","D",0,"D",0
"15","32541","D",0,"D",0
"15","3255","D",0,"D",0
"15","3256",,6,,130
"15","3259",,3,,84
"15","326","D",0,"D",0
"15","327",,103,,3186
"15","3271",,50,,1260
"15","3272",,21,,746
"15","32721",,21,,746
"15","3273",,11,,318
"15","3279",,21,,862
"15","331",,8,,453
"15","332",,61,,2575
"15","333",,20,,602
"15","334",,22,,1542
"15","335",,12,,602
"15","336",,6,,1333
"15","337",,90,,3347
"15","339",,577,,20866
"15","3391",,9,,919
"15","33911",,9,,919
"15","3399",,568,,19947
"15","42",,2781,,182240
"15","421",,1373,,95798
"15","4211",,39,,3500
"15","4212",,59,,3568
"15","4213",,42,,5509
"15","4214",,40,,2479
"15","4215",,7,,905
"15","4216",,36,,6453
"15","4217",,29,,2706
"15","4218",,55,,7499
"15","4219",,1066,,63179
"15","42191",,115,,9541
"15","42192",,74,,1402
"15","42193",,14,,597
"15","42194",,220,,19534
"15","42199",,643,,32105
"15","422",,1408,,86442
"15","4221",,28,,921
"15","4222",,28,,1256
"15","42221",,28,,1256
"15","4223",,269,,19952
"15","4224",,187,,20195
"15","4225",,42,,2980
"15","4226",,12,,761
"15","4227",,5,,732
"15","4228",,12,,1185
"15","4229",,825,,38460
"15","42291","D",0,"D",0
"15","42292",,68,,3599
"15","42293",,208,,6207
"15","42294",,13,,1021
"15","42295","D",0,"D",0
"15","42299",,529,,27351
"15","44-45",,8752,,343117
"15","441",,162,,16339
"15","4411",,44,,5993
"15","44112",,44,,5993
"15","4412",,43,,3636
"15","44121","D",0,"D",0
"15","44122","D",0,"D",0
"15","441221",,12,,1477
"15","441222","D",0,"D",0
"15","441229","D",0,"D",0
"15","4413",,75,,6710
"15","442",,76,,8236
"15","4421",,32,,3453
"15","44211",,32,,3453
"15","4422",,44,,4783
"15","443",,111,,7149
"15","4431",,111,,7149
"15","44311",,71,,4077
"15","443111",,23,,1200
"15","443112",,48,,2877
"15","44312",,28,,2566
"15","44313",,12,,506
"15","444",,114,,8831
"15","4441",,83,,6670
"15","44411","D",0,"D",0
"15","44412","D",0,"D",0
"15","44413",,10,,935
"15","44419",,62,,4610
"15","4442",,31,,2161
"15","445",,446,,44594
"15","4451",,140,,17399
"15","4452",,258,,18578
"15","44521",,12,,1582
"15","44522",,23,,3670
"15","44523",,58,,3130
"15","44529",,165,,10196
"15","4453",,48,,8617
"15","44531",,48,,8617
"15","446",,376,,9962
"15","4461",,376,,9962
"15","44611",,9,,1750
"15","44612",,139,,1594
"15","44613",,9,,629
"15","44619",,219,,5989
"15","447",,11,,1672
"15","4471",,11,,1672
"15","448",,786,,57471
"15","4481",,561,,35457
"15","44811","D",0,"D",0
"15","44812",,81,,5090
"15","44813","D",0,"D",0
"15","44814",,133,,10798
"15","44815",,93,,4848
"15","44819",,233,,13731
"15","4482",,8,,794
"15","44821",,8,,794
"15","4483",,217,,21220
"15","44831",,196,,19833
"15","44832",,21,,1387
"15","451",,600,,21894
"15","4511",,506,,17546
"15","45111",,118,,8225
"15","45112",,83,,3907
"15","45113",,273,,3860
"15","45114",,32,,1554
"15","4512",,94,,4348
"15","45121",,76,,2885
"15","451211",,26,,932
"15","451212",,50,,1953
"15","45122",,18,,1463
"15","452",,120,,6462
"15","453",,1550,,81065
"15","4531",,180,,9399
"15","45311",,180,,9399
"15","4532",,578,,32484
"15","45321",,24,,1448
"15","45322",,554,,31036
"15","4533",,95,,4994
"15","45331",,95,,4994
"15","4539",,697,,34188
"15","45391",,26,,1157
"15","45392",,115,,6485
"15","45393",,7,,55
"15","45399",,549,,26491
"15","454",,4400,,79442
"15","4541",,233,,6138
"15","45411",,233,,6138
"15","4542",,129,,4733
"15","45421",,129,,4733
"15","4543",,4038,,68571
"15","45431",,5,,15
"15","45439",,4033,,68556
"15","48-49",,2168,,69321
"15","481",,67,,4925
"15","483",,37,,1509
"15","484",,163,,11142
"15","4841","D",0,"D",0
"15","48411",,106,,7925
"15","48412","D",0,"D",0
"15","4842","D",0,"D",0
"15","485",,1486,,35432
"15","4852","D",0,"D",0
"15","48521","D",0,"D",0
"15","4853",,1409,,33081
"15","4854","D",0,"D",0
"15","48541","D",0,"D",0
"15","4855","D",0,"D",0
"15","48551","D",0,"D",0
"15","4859",,66,,2066
"15","48599",,66,,2066
"15","487",,88,,3757
"15","488",,147,,7572
"15","492",,172,,4029
"15","493",,8,,955
"15","4931",,8,,955
"15","51",,854,,27558
"15","511",,237,,8088
"15","512",,286,,10167
"15","5121",,219,,7957
"15","5122",,67,,2210
"15","513",,118,,3666
"15","514",,213,,5637
"15","5141",,125,,4198
"15","5142",,88,,1439
"15","51421",,88,,1439
"15","52",,2678,,142832
"15","522",,532,,9650
"15","5221","D",0,"D",0
"15","5222",,404,,5433
"15","5223","D",0,"D",0
"15","523",,536,,69860
"15","5231",,93,,16747
"15","52311",,13,,298
"15","52312",,74,,16145
"15","52313","D",0,"D",0
"15","52314","D",0,"D",0
"15","5232",,8,,341
"15","52321",,8,,341
"15","5239",,435,,52772
"15","524",,1610,,63322
"15","5241","D",0,"D",0
"15","5242","D",0,"D",0
"15","52421",,1058,,47703
"15","52429","D",0,"D",0
"15","53",,8995,,577846
"15","531",,8615,,563528
"15","5311",,3360,,321214
"15","5312",,2928,,143452
"15","53121",,2928,,143452
"15","5313",,2327,,98862
"15","53131",,597,,20580
"15","53132",,93,,4459
"15","53139",,1637,,73823
"15","532","D",0,"D",0
"15","5321",,60,,2329
"15","5322",,148,,4389
"15","53221","D",0,"D",0
"15","53222","D",0,"D",0
"15","53223",,34,,1720
"15","53229",,95,,2336
"15","5323","D",0,"D",0
"15","53231","D",0,"D",0
"15","5324",,155,,6496
"15","533","D",0,"D",0
"15","5331","D",0,"D",0
"15","53311","D",0,"D",0
"15","54",,10891,,365328
"15","541",,10891,,365328
"15","5411",,878,,51564
"15","5412",,1662,,29806
"15","54121",,1662,,29806
"15","541211",,182,,8005
"15","541213",,327,,4811
"15","541214",,23,,412
"15","541219",,1130,,16578
"15","54131",,360,,20489
"15","54132",,100,,3481
"15","54133",,327,,14713
"15","54134",,226,,4598
"15","54135",,23,,601
"15","54136",,12,,588
"15","54137",,33,,1113
"15","54138",,8,,267
"15","5413-a",,1089,,45850
"15","5414",,591,,18181
"15","5415",,944,,24364
"15","54151",,944,,24364
"15","5416",,1446,,50208
"15","5417",,80,,1935
"15","5418",,405,,20164
"15","5419",,3796,,123256
"15","54191",,60,,1115
"15","54192",,481,,18094
"15","54193",,202,,3462
"15","54194",,39,,1415
"15","54199",,3014,,99170
"15","56",,4871,,117188
"15","561",,4834,,114511
"15","5611",,545,,6545
"15","56111",,545,,6545
"15","5612",,105,,2221
"15","56121",,105,,2221
"15","5613",,22,,842
"15","5614",,521,,11592
"15","56141",,80,,1298
"15","56142","D",0,"D",0
"15","56143",,50,,1935
"15","56144","D",0,"D",0
"15","56149",,353,,7753
"15","5615",,607,,29142
"15","5616",,151,,2540
"15","56171",,13,,650
"15","56172",,1368,,24830
"15","56173",,890,,17024
"15","56174",,101,,3908
"15","56179",,254,,5743
"15","5617-a",,2626,,52155
"15","5619",,257,,9474
"15","562",,37,,2677
"15","61",,1204,,20199
"15","611",,1204,,20199
"15","62",,5136,,167658
"15","621",,3124,,132700
"15","6211",,695,,50534
"15","62111",,695,,50534
"15","621111",,493,,36924
"15","621112",,202,,13610
"15","6212",,137,,9536
"15","62121",,137,,9536
"15","6213",,1474,,51900
"15","62131","D",0,"D",0
"15","62132","D",0,"D",0
"15","62133",,296,,12859
"15","62134",,225,,9105
"15","62139",,802,,22615
"15","621391",,9,,593
"15","621399",,793,,22022
"15","6214",,24,,496
"15","6215",,62,,1616
"15","62151",,62,,1616
"15","6216",,566,,14478
"15","62161",,566,,14478
"15","6219",,166,,4140
"15","623",,438,,15846
"15","624",,1574,,19112
"15","6241",,319,,5157
"15","6242",,14,,311
"15","6243",,50,,1287
"15","62431",,50,,1287
"15","6244",,1191,,12357
"15","62441",,1191,,12357
"15","71",,4436,,103448
"15","711",,3693,,66233
"15","7111",,118,,2018
"15","7112",,163,,4691
"15","71121",,163,,4691
"15","7113",,173,,4842
"15","7114",,283,,5547
"15","71141",,283,,5547
"15","7115",,2956,,49135
"15","71151",,2956,,49135
"15","712",,14,,146
"15","7121",,14,,146
"15","713",,729,,37069
"15","7131","D",0,"D",0
"15","7132","D",0,"D",0
"15","7139",,699,,35392
"15","72",,1110,,56473
"15","721",,343,,16921
"15","7211",,259,,14449
"15","7212","D",0,"D",0
"15","72121","D",0,"D",0
"15","7213","D",0,"D",0
"15","72131","D",0,"D",0
"15","722",,767,,39552
"15","7221",,107,,9364
"15","72211",,107,,9364
"15","7222",,232,,14957
"15","72221",,232,,14957
"15","7223",,380,,13112
"15","7224",,48,,2119
"15","72241",,48,,2119
"15","81",,11022,,256314
"15","811",,3267,,101990
"15","8111",,1024,,44780
"15","81111",,549,,24729
"15","81112",,248,,11717
"15","81119",,227,,8334
"15","8112",,241,,7293
"15","81121",,241,,7293
"15","8113",,283,,12485
"15","81131",,283,,12485
"15","8114",,1719,,37432
"15","81141",,352,,7470
"15","81142",,84,,3118
"15","81143",,20,,758
"15","81149",,1263,,26086
"15","812",,7140,,144353
"15","8121",,1934,,45701
"15","81211",,1492,,38961
"15","812111",,241,,4646
"15","812112",,1020,,29777
"15","812113",,231,,4538
"15","81219",,442,,6740
"15","8122",,13,,653
"15","81221",,7,,415
"15","81222",,6,,238
"15","8123",,100,,4037
"15","81231",,60,,3315
"15","81232","D",0,"D",0
"15","81233","D",0,"D",0
"15","8129",,5093,,93962
"15","81291",,90,,1343
"15","81292",,53,,1325
"15","81293",,10,,263
"15","81299",,4940,,91031
"15","813",,615,,9971
"16","00",,84378,,3102786
"16","11",,2455,,95497
"16","113",,879,,35027
"16","114",,293,,7557
"16","1141",,190,,5017
"16","11411",,190,,5017
"16","1142",,103,,2540
"16","11421",,103,,2540
"16","115",,1283,,52913
"16","1151",,612,,23510
"16","11511",,612,,23510
"16","1152",,520,,23646
"16","11521",,520,,23646
"16","1153",,151,,5757
"16","11531",,151,,5757
"16","21",,117,,4296
"16","212",,78,,3344
"16","2121","D",0,"D",0
"16","21211","D",0,"D",0
"16","2122","D",0,"D",0
"16","2123",,45,,2166
"16","213",,39,,952
"16","2131",,39,,952
"16","21311",,39,,952
"16","22",,116,,6892
"16","221",,116,,6892
"16","23",,11982,,638835
"16","233",,3248,,302561
"16","2331",,279,,41694
"16","23311",,279,,41694
"16","2332",,2633,,242652
"16","2333",,336,,18215
"16","234",,335,,18303
"16","2341",,61,,4843
"16","2349",,274,,13460
"16","235",,8399,,317971
"16","2351",,431,,21854
"16","23511",,431,,21854
"16","2352",,880,,24546
"16","23521",,880,,24546
"16","2353",,445,,21223
"16","23531",,445,,21223
"16","2354",,904,,34621
"16","2355",,2159,,69373
"16","2356",,492,,21919
"16","23561",,492,,21919
"16","2357",,286,,16373
"16","23571",,286,,16373
"16","2358",,50,,3128
"16","23581",,50,,3128
"16","2359",,2752,,104934
"16","31-33",,2128,,65107
"16","311",,142,,4484
"16","3111","D",0,"D",0
"16","31111","D",0,"D",0
"16","3112","D",0,"D",0
"16","3113",,13,,146
"16","3114",,22,,414
"16","3115",,7,,486
"16","3116",,28,,1023
"16","31161",,28,,1023
"16","3118",,27,,957
"16","3119",,36,,856
"16","312",,11,,259
"16","313","D",0,"D",0
"16","314",,6,,31
"16","315",,119,,2216
"16","316",,79,,1951
"16","3161",,27,,986
"16","31611",,27,,986
"16","3162","D",0,"D",0
"16","31621","D",0,"D",0
"16","3169","D",0,"D",0
"16","31699","D",0,"D",0
"16","321",,251,,5857
"16","322","D",0,"D",0
"16","323",,151,,5202
"16","3231",,151,,5202
"16","324","D",0,"D",0
"16","3241","D",0,"D",0
"16","325",,30,,1415
"16","3253",,4,,527
"16","3254","D",0,"D",0
"16","32541","D",0,"D",0
"16","3256",,13,,318
"16","3259","D",0,"D",0
"16","326",,32,,1309
"16","327",,86,,1628
"16","3271",,28,,280
"16","3272",,33,,912
"16","32721",,33,,912
"16","3273",,5,,243
"16","3279",,20,,193
"16","331",,15,,766
"16","332",,287,,11465
"16","333",,89,,6398
"16","334",,22,,560
"16","335",,30,,851
"16","336",,26,,951
"16","337",,162,,3649
"16","339",,580,,15698
"16","3391",,26,,1720
"16","33911",,26,,1720
"16","3399",,554,,13978
"16","42",,1669,,98756
"16","421",,906,,59359
"16","4211",,65,,8437
"16","4212",,50,,2608
"16","4213",,45,,6842
"16","4214",,44,,3034
"16","4215",,10,,828
"16","4216",,32,,2579
"16","4217",,36,,3490
"16","4218",,123,,11042
"16","4219",,501,,20499
"16","42191",,79,,3584
"16","42192",,64,,2407
"16","42193",,31,,2182
"16","42194",,45,,1976
"16","42199",,282,,10350
"16","422",,763,,39397
"16","4221",,14,,208
"16","4222",,10,,458
"16","42221",,10,,458
"16","4223",,60,,1399
"16","4224",,112,,8694
"16","4225",,57,,3536
"16","4226",,14,,1351
"16","4227",,15,,2253
"16","4228",,8,,213
"16","4229",,473,,21285
"16","42291",,28,,3032
"16","42292",,101,,1907
"16","42293","D",0,"D",0
"16","42294","D",0,"D",0
"16","42295","D",0,"D",0
"16","42299",,290,,13776
"16","44-45",,10472,,328807
"16","441",,566,,81598
"16","4411",,294,,51231
"16","44112",,294,,51231
"16","4412",,149,,19870
"16","44121",,27,,5907
"16","44122",,122,,13963
"16","441221",,10,,1160
"16","441222",,26,,2759
"16","441229",,86,,10044
"16","4413",,123,,10497
"16","442",,183,,11114
"16","4421",,62,,5729
"16","44211",,62,,5729
"16","4422",,121,,5385
"16","443",,183,,8898
"16","4431",,183,,8898
"16","44311",,90,,3683
"16","443111",,37,,2275
"16","443112",,53,,1408
"16","44312",,85,,5055
"16","44313",,8,,160
"16","444",,158,,13445
"16","4441",,113,,11550
"16","44411",,12,,895
"16","44412",,6,,309
"16","44413",,19,,575
"16","44419",,76,,9771
"16","4442",,45,,1895
"16","445",,278,,15996
"16","4451",,90,,8190
"16","4452",,159,,6562
"16","44521","D",0,"D",0
"16","44522","D",0,"D",0
"16","44523",,36,,1265
"16","44529",,106,,4412
"16","4453",,29,,1244
"16","44531",,29,,1244
"16","446",,445,,7291
"16","4461",,445,,7291
"16","44611",,16,,836
"16","44612",,230,,2118
"16","44613",,8,,864
"16","44619",,191,,3473
"16","447",,45,,5560
"16","4471",,45,,5560
"16","448",,302,,10499
"16","4481",,210,,7968
"16","44811",,6,,841
"16","44812",,39,,1630
"16","44813",,13,,168
"16","44814",,49,,1887
"16","44815",,20,,448
"16","44819",,83,,2994
"16","4482",,6,,111
"16","44821",,6,,111
"16","4483",,86,,2420
"16","44831",,75,,2042
"16","44832",,11,,378
"16","451",,639,,22480
"16","4511",,492,,18087
"16","45111",,215,,11583
"16","45112",,140,,3828
"16","45113",,113,,2151
"16","45114",,24,,525
"16","4512",,147,,4393
"16","45121",,128,,3335
"16","451211",,69,,2362
"16","451212",,59,,973
"16","45122",,19,,1058
"16","452",,165,,5876
"16","453",,1871,,62078
"16","4531",,120,,4757
"16","45311",,120,,4757
"16","4532",,444,,9686
"16","45321",,23,,857
