,STATE_CODE,COUNTY_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
384,12,111,1289927658,1368521141,1404392871,1454696954,1650378203,1779278245,1731199050,1781373812,1799936409,,,1608558848,1690259072,1677489664,1714970240,1776250496,1900688794,1976441408,2019621807,2062940868,1885816753
385,12,113,555148843.9,561695201.9,559180589.8,544504475.7,610797458.5,592740469.2,616807988.5,586590142.6,547112554.1,,,543273472,573883904,567126080,583398400,605388608,629616603.5,662361317.1,670247857.5,710334165,686395119
386,12,115,1605066169,1666016066,1769354585,1770894439,1882079174,2072560029,2140392146,2030013567,1932540752,,,1924435200,1938613504,1990956416,2063325696,2132062592,2249652148,2213175055,2205795390,2241416929,2188891391
387,12,117,1624724379,1654667036,1672792780,1726750158,1798405806,1886348612,1878558228,1920719424,1796080426,,,1744958848,1762982912,1789776000,1847518848,1919418624,2022376083,2097286262,2111027083,2096234182,1981342891
388,12,119,654453786.6,706730890.8,710829141.5,764621269.1,822738798.3,835134965.7,842817498.1,843480487.1,819581492.4,,,797009920,774872320,789490624,883323456,942634112,994947965.4,1061020223,1098450766,1148593900,1054418794
389,12,121,313352954,307644955.6,249576010.6,253452383.6,270299358,284947059.7,285224023.2,281430578.2,268700594.6,,,259057088,258894176,254440256,259942592,276162080,309931248.5,301084176.6,323212834.5,323159511.6,288230592.5
390,12,123,171120984.7,174380404.5,160036772.2,161072588.9,181591401.1,180133717.4,182719190.5,165168282,150352273.7,,,126375864,129532096,120508424,128408392,130618616,147647254.8,153064827.9,143841152,152187094.6,136054513
392,12,127,2838921421,2833338910,2913151395,2962823927,3021017518,3249017631,3273833171,3239120929,3180789833,,,2951561728,2946973440,2979205120,3086030592,3201540864,3369306630,3382611687,3454521134,3523454664,3471489962
393,12,129,111647465.2,126581096.3,122432646.4,112103594.6,114752543.6,123780798,125189894.7,132824564,123763044.9,,,103335104,107407144,105184576,118206632,123697072,129418386.9,131031563.5,134688985.8,136863064.5,130906541.1
394,12,131,506919334.9,532804032,553164678.5,535450638.6,622702701.7,660095935.5,665589784.8,661994791.7,648366098.7,,,620708800,640764096,647487808,696847872,736085184,761797929.2,723341986.8,831583015,901418229.5,857195036.4
395,12,133,167389481.5,167792458.2,179536533.3,176258860.7,180682047,185329399.7,189957514,195613230.2,184573508.7,,,218571328,217086720,209234176,220801920,229862544,250417719,254910005.6,261508339.1,277407906.3,246998979.6
397,13,1,102119490,98393415,103600140,98711695,94996983.6,88592836.5,89477779,96750477,85629250.2,,,83399488,79021768,83685008,81807864,94803872,98473416.3,102539720.1,99727409.7,105734469.8,102846571.3
398,13,3,83610870,86736410,87637960,82351738,79829833.8,76435489.5,74175263.5,75002098,70906900.2,,,56174404,56139628,56475944,54793184,71378128,66289722.36,66293719.95,67914593.7,72188923.28,78696486.98
399,13,5,35979264,37078160,36631400,37187477.5,37609245,35114387,35940126.5,37045711.5,30285475.2,,,29643572,29870370,29967576,29200336,34482496,35572498.92,36203357.2,35107510.4,38792625.59,34454237.16
401,13,9,119275740,122245070,124921250,117556316.5,112809178.8,120493909.5,131470883,125273365.5,124833962.4,,,98460128,96409064,96218600,97361512,103216760,160308340.4,113100221.3,119503358.3,53628245.14,58700107.36
402,13,11,115224852,116720430,113866130,139106318,143579201.4,142513009,164697818.5,153106951.5,151813579.2,,,142493632,150081088,151254800,159720592,186118512,184293864.9,174117101.6,181058432.5,178371365.6,167096540.6
403,13,13,174381798,192571810,182930335,204196695,204798520.8,208828034,210582297,213255228.5,195273663.6,,,195620480,193509984,208570720,228633920,235315232,256963293,260368260.5,263568854.3,262458149.4,156930535.5
404,13,15,983793360,995009089.5,995728395,1126661706,1139713679,1112624135,1107466758,1113834438,1042444421,,,997259648,1000502528,1035970816,1049540352,1122577664,1385314886,1188965494,1109168908,1203267407,1076842872
405,13,17,14020362,13582745,14764980,13041267.5,15320430.6,13007541.5,11593531.5,12601588.5,12829837.2,,,9369166,9148698,9721068,9381407,9697595,10688854.32,10840089.38,12024633,12296729.55,11626264.13
406,13,19,39255330,39915305,39781715,40139342,39402535.2,35008829,41637156,39318092,31940014.8,,,32055008,32401898,31592530,30829558,35570276,35594144.16,34250724,34761629.1,38644411.87,39575215.46
407,13,21,996848653.2,999369635,1014965830,1100992534,1132332604,1123989943,1146255673,1127705095,1065427098,,,1061006080,1056870080,1071590464,1104332416,1115973504,1060012161,1127426772,1373478385,1120494184,1044289554
408,13,23,13637892,14625550,14091920,12643892,14172544.8,13460981,14451372,14783668,13421000.4,,,12320810,12663522,13030735,12514476,13426026,13553346,13662059.5,14543498,14908108.55,13693231.2
409,13,25,79546440,79146235,84658465,84086583,77905332.6,74177380.5,76821988,81024014,77136622.8,,,69806904,66337092,63956912,66253472,82069056,74333534.94,76166455.3,74491185.6,84422027.86,76396972.67
410,13,27,57201774,60006365,59715460,58329080.5,59926314.6,56029361.5,59375316.5,61270287,45595621.2,,,51115956,48595664,49578628,57177632,58535380,53359736.58,54488331.5,55926833,55818362.67,51258188.37
411,13,29,367800720,395191705,391435855,420178437,397096714.2,394174924.5,421812907,425723663,401155581,,,403176832,406507744,416830016,439694144,450036096,477757411.9,505467158.5,450022162,523878288.4,475444842.4
412,13,31,358191756,370681955,349591160,354232317.5,369553786.8,361944037.5,363015203,373126031.5,362403793.8,,,386749600,383351040,410550656,413390592,427454944,452097918.7,466270571.3,434411203.2,465298479.9,422498667.5
413,13,33,84784266,83926640,77351457,77279880.5,79287092.4,77075042.5,76608536,78414154.5,72950534.4,,,65145372,69564680,68955560,72459800,75003360,102107027.7,95386384.4,86528846.18,91980450.41,78961201.61
414,13,35,103175766,152794475,162464420,159835836,140385778.2,146986777.5,156795678,154721748,138291562.8,,,148351952,149698880,149554528,157597088,163356624,156560899.3,169144462,155418715.5,180177320.3,161816802.4
416,13,39,441760170,451197305,459888320,499930134,479698595.4,503902940,570614391.5,560927328,505588593.6,,,541976576,544128064,537210752,583726720,580520448,617504706.8,647790068.2,619064838.3,655925438.2,581523499.3
417,13,43,91350306,98288295,100232285,102852328,99675232.2,111427163.5,108611261.5,113063860,107455367.4,,,114919424,115200568,118627432,121478792,125260496,139882638,146573999,134613496.5,151399057.4,135086903.4
418,13,45,580770996,612538766,624691915.5,585044666.5,465673512,495006612.5,501142408.5,519142310.5,475438611.6,,,450395840,444966688,454775648,482058976,490531840,530194147.7,570708813.4,506129418.1,516145542.6,381114079.8
419,13,47,371592480,370731595,384770590,394035567.5,394081130.4,397239318.5,409096270.5,393494017,364165571.4,,,439321888,419462816,420906272,449179616,445091648,478991585.9,498594051.5,479000198.2,490308330.3,439046095.5
420,13,49,75046836,76826660,74838505,70067517,71539238.4,76049319.5,67251761,72504950.5,63414331.2,,,45592484,45500580,44995796,45485736,48845796,46792770.6,47652049.4,51179504.3,50725883.76,48645844.34
421,13,51,1371962346,1477309213,1414070481,1648403474,1835093951,1836695885,1845640422,1917469173,1829278285,,,1688983680,1722995712,1819746560,1906850176,1971266304,2112887230,2189776292,2103081281,2022868399,1755622974
422,13,53,72843516,79378740,71046155,72022055.5,69620410.2,70007730,70755432.5,69428621,65801346.6,,,53417824,57567644,57469336,56773260,60869324,66040944.84,74782643.58,73207882.1,75283717.4,71357983.49
423,13,55,100619988,101989760,103381140,88099283.5,96432911.4,87951896.5,84754752,86477844,72505734.6,,,60058048,60645392,59835724,62082064,66057576,76456631.4,77675533.2,80377719.45,84150983.97,72844160.16
424,13,57,546385662,564585650,559237305,650802081,695608876.2,686568285,799977909.5,794667962.5,778938768,,,777985344,770604288,827723328,842769856,914482688,933049637.7,957528097.3,955801129,950234028.9,823193962.5
425,13,59,426610698,432814591,415476032.5,366195922.5,455999583,434819244,455606797,460962697.5,435285264,,,383924480,392211424,404330016,420014240,438043776,453230306.2,470349829.6,462798899.7,510546333.5,440930577.9
426,13,61,4125552,5071310,5077515,5765138.5,4592385,4950349,5587566,6880469,5272303.2,,,7295679.5,7653615,7736463,8056113.5,13360813,7203141.69,7404379.05,21378181.4,9825449.235,10305061.6
427,13,63,1561647336,1506995575,1573061305,1539098129,1643018689,1583392886,1571171883,1506975026,1420846953,,,1413540352,1420604800,1402908288,1465503232,1565406720,1788239720,1842089410,1646254175,1805890119,1676883500
428,13,65,77324820,76560575,75379070,70676300.5,74245845,72253976.5,69878264.5,71566426,65726316.6,,,58448804,56848788,54895672,54235924,78682424,59662443.24,58981448.65,75286186.63,63865689.22,90986021.81
429,13,67,3186594152,2857075095,2890440694,3006232455,3237736907,3118516346,3047688717,3059682143,2840773892,,,2908763648,2890162176,2866061568,3040718592,3222478336,3186354221,3344549896,3181058166,3377430128,3040152840
430,13,69,103557870,114862215,100910455,103037419.5,98740138.8,100632434.5,96845413.5,97894022,96025443.6,,,84332064,83185848,85342840,88964992,100375984,96164746.86,100690743.3,100550773.1,107642336.2,115606595.9
431,13,71,142164282,144035205,131505120,125858241.5,147188913,143526869.5,151000500,154121323,137714527.2,,,127149536,125329632,126154440,120927448,128654544,145569666.8,143868454.8,151029112.4,161751467.3,148989853.7
432,13,73,369784806,369281815,341409320,357413365.5,409944778.2,403181153.5,435334368.5,449033366,411409437,,,448169536,458264544,459348896,470500800,485519200,529159945.2,522902507.7,519263128.8,535372390.3,473920897.8
433,13,75,285361782,285807775,276693360,290952778.5,309100359,282721444.5,329633288.5,337334606,294093736.8,,,280401408,285148224,295859904,297663776,303323520,359928806.6,387877749.2,360663683.2,396984806.2,367884194.4
434,13,77,619298352,615980570,628733305,629229267,655185018,651226174.5,647921501,636381478.5,560567027.4,,,633031872,650609920,662330432,674819712,720615808,780369268,781538438,797152168.2,823445610.4,748254042.8
435,13,79,11082114,11686570,12245750,13703523.5,11301384.6,10411552,10852435.5,11162430,10418263.2,,,12274080,12261209,12215553,12660026,15079116,12610753.26,12525588.2,30399221.37,12867469.83,12302910.66
436,13,81,329669742,322687010,319431940,390855322.5,360220347.6,310030197,347675165.5,353223494,320968567.8,,,298962560,302979392,304084832,315235904,319679488,353324622.1,372237659.8,374493427.4,375920093,350767087.3
437,13,83,192384972,192931335,198733740,188634044,237899853.6,235158951.5,197534058,227851213.5,209860227.6,,,204547728,208003888,204745632,225129536,223831312,278670570,279437357,280270095,222841715.2,201841423.8
438,13,85,87573918,92870965,87864625,99360628.5,109910056.2,107834092.6,108657434,116373570.5,101232598.8,,,101494160,105573960,104739952,104188272,116838256,126870829.3,132256810.1,130778043.7,143238606,142044169.6
439,13,87,181857348,176934115,179321580,170879312.5,181480697.4,186501787,171965954,177855667,159269292,,,126585104,127870224,133257768,132593144,131854096,151658810.6,137907650.7,156598205.7,169110576.2,150983919.8
440,13,89,4259536109,4047390721,4075846595,4246822341,4442192032,4459297163,4413426956,4379724097,4308492379,,,4118885120,4130482176,4144292864,4206605056,4334531072,4702581323,4756934522,4739088080,4890936674,4362726190
441,13,91,65531934,68591895,69341605,60624748,66365206.2,66115406.5,69315471,72649198.5,64107681.6,,,61087028,61141672,61046132,59284640,70421056,65133641.82,65278640.35,73423783.25,66983123.92,94344490.51
442,13,93,266476182,267094955,266424085,309051340,314733684.6,300167641.5,320363566,315447965,285718229.4,,,268288560,274885536,276742368,289815424,310811456,322182663,347146061.5,322393842,350284686.6,318809131.2
443,13,95,451745748,494201203.5,498004978,479329497.5,522077296.2,476876040.5,492523700,489646076.5,453408449.4,,,385310944,379047328,366010048,375202816,369842400,393478663.3,395470114.2,374043291.8,445636847.6,389424141.6
444,13,97,891033588,800187675,800316885,751035789.5,803736658.8,788186840,766374403.5,790204012.5,756683223,,,805896448,789467584,793323904,799912960,839637120,926019227.9,960853015.5,930275728.9,858187535,757211686.7
445,13,99,45137682,46868555,48378925,47978228,52628421,47401783.5,52435681,49052094.5,46223164.8,,,39487380,40152496,39899280,40779712,45669992,40820300.25,41072444.43,54626940.25,53743273.43,67123369.71
446,13,101,1765584,2200950,1980855,1892817,2162840.4,2112912,2046883.5,2134921.5,2030421.6,,,798541,815910.375,797496.625,898540.3125,901553.5,1160000.4,1178658,1156831,733387.2,700377.6
447,13,103,36401262,39366345,36286475,39936073.5,40537098.6,42350694.5,43744994.5,45339971.5,43105576.8,,,114357720,112973496,116722904,117827496,122200400,128211798.4,137471519.5,133891555.7,141672074.2,95116495.41
448,13,105,96065850,102019690,103482610,92001900,102035639.4,100189945,92120707.5,92526259,80402587.2,,,73613144,72793312,72892776,75031816,92416848,81032932.53,78396103.43,179580784.8,102381425.8,125067897.5
449,13,107,126681018,136144635,125606720,124303378,164435016,149517213,140309248.5,139359956.5,124832827.8,,,124502552,123640704,130902048,126161840,131524776,144823696.6,150921249.4,175779701.4,164834263.9,186183717.6
450,13,109,24876288,26490970,25084625,26841187.5,25743598.2,22984159.5,22695043,24658013,22559691,,,20341698,20541278,21593522,20029072,21516106,22191970.8,22850266.55,22371076.3,24462451.11,26801916.85
451,13,111,91665432,97281625,104273930,113671293,119234418.6,99542106.5,104386824.5,109332757,101164047,,,110010936,110042424,110181248,104845320,117400512,131994862.2,135232609.5,154173598.3,147317077,131555919.9
452,13,113,359333310,352631975,345682010,350679626.5,357330448.2,319548886,347750246,343216763.5,314140728,,,253745376,257608768,269402272,239340304,278034112,335169294.6,342340836.5,356773528.5,322721206.5,284639573.2
453,13,115,417695670,428823900,424304470,422319344.5,435348142.8,433804763,430751392,427394669.5,391065144,,,388878944,377716320,386928544,386795264,410021920,430530861.8,499226136.6,517797216.2,478196249.9,447082608.2
454,13,117,357685944,369193485,366953115,370870331.5,387597367.2,394833859,486607561,494357606,468657327,,,549167936,566175104,601207808,575938816,637328704,683611645.1,722194650.2,656926811.3,732811132.2,639568071.8
455,13,119,321190986,323311890,314521595,350314736,357447312,347682356,376766432,367692933.5,336031188,,,333949696,338518464,343521632,373686912,394030592,395954516,399294852.5,425413161.2,408188067.3,362332791.3
456,13,121,7463717732,7156793199,7207694347,6907769213,7163092323,7053426623,6838509952,6752888945,6516141390,,,6365103104,6356452352,6402653184,6634263552,6811468800,7409074974,7720692512,7513698377,8268534649,7316160858
457,13,123,116926020,135978560,149672265,148718155,164716213.8,129474844,137606825,144125871,123884961,,,133309160,134574864,132698288,137421744,142985840,151421834.8,155565003.9,199473649.8,173078360.1,147973428.9
459,13,127,527127840,533278906.5,521858421.5,595200828,601539446.4,553436652,609373559,605747028.5,588454214.4,,,572682816,581879936,607739712,602202624,628312320,649094466.9,594922522.8,608478048.7,693470596.3,632512960.6
460,13,129,451410126,446559250,460495315,482309138.5,488736270,506711469,488887971.5,483080602.5,442960174.2,,,449856320,446865920,449520096,460902752,486286784,585433590.8,526569741.1,542510088.7,527315643.1,491562590.4
461,13,131,111385878,113166790,106905580,106927626,114406439.4,109559239.5,107227072,112854277,98248491,,,86438408,85611200,87647488,94966896,94033568,113314946.9,106475272.4,106706848.5,111260501.9,89827713.06
462,13,133,163384596,155577600,139913990,146047815,151820533.2,149897105,146136583,149619924,147042256.8,,,149254816,147446560,148200448,150194816,160526000,170373732,170776820.5,169401975,183953782.2,160354555.2
463,13,135,3491085656,2938472942,2916980903,3005330723,3141145370,3226167184,3250584260,3338901778,3263162304,,,3364881152,3408149248,3420214016,3596381440,3660914432,3970714931,4071887623,3786264735,3917074756,3712234806
464,13,137,158345508,156114880,153744205,164983650,190386502.2,167332863,153430232,172026945.5,156247156.8,,,171678848,178340112,178394160,187826944,190867360,203837679.3,201216995.6,223915787.2,224060041.7,168731876.1
465,13,139,618627108,664767017.5,683853962.5,779031946.5,810020220,798927950.5,794834220,816635049.5,791654779.2,,,793041280,804613056,847384768,843101312,853710336,956424685.2,992454392.5,932493607.6,1035543268,901741618.2
467,13,143,153147576,166589577,167795537,167344543,174090571.8,176439832,183500793.5,181315538.5,157661124.6,,,152131936,149390832,153012912,160380256,164251184,182631238.5,189079123.2,213266649.4,185066810.3,172807239.6
468,13,145,178192956,181073945,177229400,161742559.5,180884007.6,170720245.5,186302278,174671589.5,163946296.2,,,182204432,187009696,188903392,199703840,215901776,225498639,226569808,231635241.5,229436492.8,200260230.6
469,13,147,43861074,47509130,46394420,49456186,48186718.2,47397148,48242962.5,47903220.5,44632638.6,,,45742836,46346964,47372116,49491412,52670008,52384386.84,53024539.15,51239422.7,65091961.83,58252527.79
470,13,149,36800934,39660900,36525185,33538791.5,35409914.4,36759551.5,34085634.5,36176135.5,33033586.2,,,40496608,42329416,42028148,42847784,46697708,48928391.58,50397302,47015485.75,52216929.93,60667814.13
471,13,151,997657440,1011971625,1095942430,995896404.5,1087901548,1175286568,1213151340,1179949005,1076752090,,,1062810560,1074850048,1085471360,1125520768,1096015232,1197620867,1278551098,1263664393,1430891818,1371850593
472,13,153,589410060,610507614,615660684,595376575.5,630839649.6,626533778.5,654281662.5,664130421,607641142.2,,,614529472,629509056,637613312,638481216,668076480,643619145.3,737022005.1,605123050.8,771483137.3,706893633.4
474,13,157,510616482,517100245,515454095,491043077.5,518016489.6,510155317,536370091.5,541775814.5,499711146,,,544723584,553412288,572624832,606570240,652562880,696391490.3,725199622.2,720626911,713280619.8,632340524.5
476,13,161,35686098,37550105,33921640,35055439.5,30712304.4,29651943,27371240.5,27901439.5,26000164.2,,,27594988,28427728,28623898,28846120,31795972,33322762.8,34268603.53,30372025.95,38052796.87,31779139.13
477,13,163,112247442,122153820,113226285,111075814.5,125119003.2,115166296.5,112234762.5,114138639,97393588.2,,,94386456,92835760,93065880,94482808,102524616,98994259.92,105998916.4,121196125.7,121018164.5,124007110.6
478,13,165,39510432,41066515,41364720,41875318.5,47433966,41323913,40832112,40048895,26511942,,,40812720,40625096,38558448,41104524,46967136,52617777.72,53658834.33,51586114.3,58068517.95,52983414.65
480,13,169,21038046,24230160,24708675,23372811.5,23133286.2,23126217.5,23927903.5,23449571,21784576.2,,,67806384,67488480,68144688,63714860,67331320,58967140.23,75400718.15,87181353.03,63118040.37,51012083.02
481,13,171,52718640,54187900,57604300,70093140,64966830,69035297,75146054,72850934,62080480.8,,,61104268,59679664,58722748,60091152,77121632,70683018,76955614.5,71786940.75,81162260.67,73244395.8
482,13,173,6758556,6354285,7214225,6912516,6858766.8,6705269,7427129.5,7357487.5,6660797.4,,,6240635,6307037,6897281.5,6764066.5,8031050.5,5895110.76,5846033.45,10448150.55,8109972.23,11197714
483,13,175,349573188,360854330,358914720,352398411.5,423397693.8,424234718.5,371617669,378489633.5,354163779.6,,,384093856,381580896,386279776,394109824,411882464,414673692.2,435355865.2,424956111.8,452005630.4,406269168.3
484,13,177,62263188,61749970,60514445,70913623.5,102748058.4,76787495.5,97202420,95746690.5,95923549.2,,,81229384,85014024,84421328,91518624,94186024,38369474.58,106407906.2,81695260.68,125421930.7,121019463.6
485,13,179,286276782,349371430,353521480,374433899.5,427736587.2,378407545,373330541,375290116.5,332248687.8,,,345679872,350731008,349177152,357349248,356411648,419670979.3,446098242.2,374723862.8,441576291.5,390924788.5
487,13,183,48462426,51399300,51289435,51617898.5,55697623.8,37614929,52674026,51327139.5,49909736.4,,,54865332,55118452,51626284,51028556,67361136,76816779.06,77629331.5,83228745.4,59055548.03,46984759.19
488,13,185,671969412,680872314,660362380,692387115,732442347.6,694203647,697707720,709578615,652502530.8,,,684629504,699151936,723892288,763096320,771639424,782966017.9,823125833.6,788987646,836846915,806745428.4
489,13,187,73306140,68776950,68841920,64781404.5,78245346.6,63504999.5,70012000.5,65890530,63919338,,,84751512,87317128,87838520,87420792,130665096,99211323.54,109356609.8,131394521.4,109916262.4,108493812.6
490,13,189,200401470,194221245,171505470,177911913.5,189822166.8,165217031,179001292.5,181680246.5,166939700.4,,,188716048,192358208,196510064,200251280,201138352,192280164.2,237709825.2,232934017.4,255703601,213995520.7
491,13,191,316399680,323234510,325634750,367374106,368962330.8,343179241.5,359595773.5,357083478.5,332548039.2,,,347882464,348111200,349412096,378126016,385772384,417850854,445613133.5,418535024.5,442296584.4,394743663.6
493,13,195,50174940,52445390,52937410,53993428,55968976.2,47293415,52187919,55077478,53416528.8,,,53826020,55148864,55820500,56012312,58712388,57293297.79,58690892.23,69338287.15,84150897.83,74293930.08
495,13,199,61239120,62371200,63670600,67909892.5,67044063,66327289,68251459.5,70547528.5,65049765.6,,,70578960,72659208,72913848,74683832,79446208,83595315,84966525,83043157.5,88141845.42,78707934
496,13,201,22626852,23407450,23376790,21954494.5,17892751.8,18785966,18446151,19396027,17163899.4,,,19134814,19356482,18728802,18158160,28093638,22240136.4,22872633.75,22011679.05,25490076.49,26076344.9
497,13,205,98801334,98504010,98839445,100525781.5,109466793.6,112877564,108851395,112807301.5,108750568.2,,,38124768,38935304,37676296,42204816,45730916,0,21419285.88,42757457.8,100525038.4,82569858.03
498,13,207,530310576,543883580,573447485,714841075.5,654193633.8,683304528,728667786.5,718580245,626415002.4,,,633883840,629859008,636469888,650302336,690498112,759396198,749082966.5,735827352.8,765663136.8,700809004.2
499,13,209,21297174,22760670,21217085,22967698,22480818,21858207.5,21817181.5,20458250,18103348.2,,,18279712,18381592,18278930,18675120,21476220,20855724.93,21013926,21660943.25,29128811.5,23377597.06
500,13,211,302106282,305753200,296088730,332186938,350319242.4,329426735,334794863,352572224.5,342729097.8,,,324301728,322183712,324487168,340232992,346133024,381360738.2,386208848.8,324551850.1,430596075.4,365377918.2
501,13,213,98261484,105596325,87967190,88912357.5,90466196.4,70545995.5,73270319,79378630.5,72371961.6,,,41071352,41275464,40590020,41196536,50480640,58927478.64,18959187.7,86750612.15,29693395.69,43013085.67
502,13,215,757996248,785259905,754754592,758377253.5,797960812.8,765475883,826397850.5,804116060.5,765106749.6,,,862090240,877055680,887236608,884686656,917571136,880614479.3,969120887.8,1178417983,998547883.1,847479504.2
503,13,217,293494302,301302025,299104031.5,302191931.5,349807757.4,339790508.5,371874118,385563954,358943629.8,,,344271072,339322528,330894016,348570144,341591872,380219875.9,394653483.3,406371693.3,407258064.8,401283396.3
504,13,219,145247466,165631890,167846345,196639370,186738360.6,167710017.5,181393758,176167980,170513690.4,,,199928272,206294688,205683056,208116176,221861168,251149913.7,254045653.9,214783169.6,287739384.9,239886987.6
505,13,221,47347590,47241585,42679815,43004154,40474585.8,46649737.5,41939996.5,43912091.5,40091164.2,,,28896136,30887276,30168488,30469400,36729472,55156653.84,43854583.93,46507843.75,44121446.74,34910763.23
506,13,223,212119692,211867170,212718715,239642465.5,157690514.4,128607786.5,173422340.5,173115667.5,162428128.2,,,227667392,227140816,235105120,236210624,259757520,284600099.4,304888223,269133585.1,290436207.5,288646460
507,13,225,307828326,317756590,328938000,360327635,321949887,327809748.5,354842013.5,355834631,325654795.2,,,337289248,336473024,343149632,354236576,366153152,385946807.9,372436710.8,435351437,385927123.5,374169424.5
508,13,227,143565330,155571760,164046330,173037557.5,171707838.6,182432730.5,181116139,173786939,163985714.4,,,158896288,156960448,170279776,176416304,188562160,194094440.9,198060815.1,206170870.5,214415812.4,203862435.9
509,13,229,76480824,76018915,80999705,79751879.5,81201784.8,84253388,70158475,83227592,77663882.4,,,70186720,67916280,68706240,70709936,86153488,81687666.27,84760650.4,85353899.5,86351345.59,61840797.65
510,13,231,,,,,,63239608,66363716,62727805,56765538.6,,,57399396,59566088,60035792,59612204,64015256,184559785.9,67405561.05,43656628,67583725.22,50416653.72
511,13,233,160817106,165845050,168310260,157902613.5,168309455.4,158283965.5,162783503,165712664.5,153240686.4,,,148105712,150887488,162885344,160584496,168122928,169009108.3,171257947.1,181912014.2,182496477.8,180555526.3
512,13,235,32198118,30472755,30370920,26560940.5,29160427.8,26015813,29884703.5,28620818,22513318.8,,,29554468,30957648,31333992,29785512,37448188,35099729.4,36246211.85,43099897.88,36995783.15,39427094.53
513,13,237,82472610,88258460,90748490,66003278.5,73928010.6,66778611.5,82420139,80486661,72486263.4,,,65320348,64632592,66377004,68039920,69889512,72738532.56,78884097.48,23768716.05,107097862,94596665.98
514,13,239,21724662,24660495,21901460,7081547.5,19243108.8,21684942,22447171.5,25153208.5,18840801.6,,,16555495,16771495,16710411,15565799,15173663,16948823.16,17262514.4,16442209.75,17566762.71,20004243.86
515,13,241,103520172,101072515,108876945,91250949,90635178.6,110444912,114276426.5,113019622,103699182.6,,,111777056,108200048,101044032,103578784,120639296,128906477.3,125865727.7,128132667.5,133498284.3,112627889.5
516,13,243,41327622,40879270,41215070,44237562,41741238.6,36016813,40811489.5,37473966,33518206.8,,,35289152,35315020,35616408,35706708,42365244,38140003.56,39203635.3,56780370.9,53447841.33,100297257.6
517,13,245,1155191672,1112548470,1114685910,1099961628,1069754499,976961624.4,1050867960,1023786383,1036545818,,,1091603328,1085856512,1115189632,1137584640,1137809920,1206396350,1236876967,1329204882,1302179237,1124678710
518,13,247,361482462,364881630.5,368993976,412540410.5,430187689.2,440672749,420329766,449123302,399658933.8,,,438934688,426314464,427107136,429623008,467039328,497412611.1,509495353.2,539978626.4,516599848.6,491998734
519,13,249,,,,,,16285387.5,15920241.5,18453524,17092749,,,17822254,17048192,14203301,14864095,33231106,7012790.58,32733367.9,47193813.8,29655113.76,28421598.24
520,13,251,47894394,53250215,47786530,52681618,51486940.2,47810474,43600929,45081296,40413244.2,,,33172298,32504722,32229962,33238058,35263968,42590865.51,41510371.43,44631805.8,43353815.24,40358833.91
521,13,253,43052946,39550670,40266800,43912675.5,51256689.6,42853555,46223271.5,42945206.5,36445474.8,,,29838882,29004850,28302778,26043368,31993212,31064670.9,31945785.5,31160495.3,32756436.27,31063609.13
522,13,255,290120514,301020975,319725035,267278112,215693645.4,220500405.5,225198101.5,221487110,209144038.8,,,207196160,206840336,204779168,213241920,217595168,371647672.8,257609955.5,216160103.3,264086870.6,238027264.4
523,13,257,95818068,90077255,91070785,75478058,87082855.8,107580866.5,86782546,90844521.5,94801100.4,,,96495184,94322112,95054224,92932576,114635968,107409236.8,102243641.2,122636513.9,144360003.2,124154920.4
524,13,259,61301706,63288445,60534885,56894959,59916762,58130009.5,60151598.5,56432467.5,53386114.2,,,48495704,46115240,48500024,50219184,75650504,55160851.86,54867165,57391994.1,65132029.71,90306486.81
525,13,261,97096140,96367665,93248740,105564278,131698329,125733849.5,131277104.5,134099430.5,124591084.8,,,103996280,103472712,102312880,104620688,110254376,140956813.2,125802768.8,144272228.7,120736520.6,133146455.6
526,13,263,31996086,38110416.5,39011236.5,16110844.5,27060283.2,35430623,35804127.5,35141506.5,33411737.4,,,32914980,32532068,31941940,33203784,37707496,65972861.52,37619538.95,154660199.9,39276137.08,38362549.13
527,13,265,93679164,95414650,82261875,86645269.5,90362215.8,88621927,91310553.5,87509005.5,81162439.8,,,70945112,72168592,71737480,74645928,79705552,103245123,104021879.3,100110046.5,110372846.4,94460720.4
528,13,267,17704518,18116045,19975720,19621852.5,21170940.6,21431486,18046658.5,20073759,19020214.8,,,18406800,17894182,18566188,18700270,21036438,19693471.8,20511379.4,17932756.6,22028246.04,30000462.22
529,13,269,50387220,40158760,41918790,43982025.5,44493302.4,45577878.5,45925176,49035852,66488145.6,,,66796144,65991876,66457000,75283320,106147656,183092711.5,97236328.5,359116975.6,88330399.68,102557139.3
530,13,271,72282804,71309685,71324285,70872123,66431379,67888868.5,63603878,65237326,61638206.4,,,55592176,53975040,56684580,52853404,58609116,66230701.2,67450948.8,71682171.15,89067730.7,102280911
531,13,273,115020258,122323180,104621045,103552726.5,112396477.2,90182265.5,96622216,103897250,95615267.4,,,81354560,82736936,80932120,84990648,86877400,92209794.78,94846772.05,88435155.04,105489934.4,101624032.5
532,13,275,246739632,254872200,243957240,248637708,287096182.8,285328019,253600686,278517411,258165163.8,,,231924432,227611712,228536464,232062960,244433968,213525563.9,235522104.6,298230677,285538471.1,231790325.4
