,STATE_CODE,COUNTY_CODE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2579,48,61,1204552306,1264588179,1301942176,1326631867,1365873573,1370133994,1383597625,1491859445,1535497002,,,1567905792,1543300480,1550853888,1530813952,1656673536,1791225974,1780141845,1842840653,1884940312,1606274253
2580,48,63,41074076.6,39751620.39,44302505.72,48494513.57,46629511.18,48333809.18,45596445.32,47291305.3,48616741.48,,,39109524,37451752,40159196,42372924,44034532,44506243.79,45975519.36,51106741.92,46575049.38,43076097.7
2581,48,65,211335830.9,198905982.1,224349465.6,195698706.6,245399918.6,251016797.7,256299809.9,254014975.6,240055920.5,,,217805552,185019552,225322928,211113584,209828672,225552593.3,237485776.9,233237305,231692930.8,228782101.5
2582,48,67,178608277.8,178383871.7,166079906.3,174601347.4,173988003.9,189584536.5,171522107.1,168532715.8,187764451.4,,,138282480,132035056,156491984,147222928,140992576,140055244.7,145101383.9,159998743.2,151563949.4,144407399.7
2583,48,69,4701993.216,4819887.78,5083125.78,5113836.88,5417322.648,5080493.4,5364790.44,5540282.44,5367170.4,,,5427639,5131719,6203002.5,5217310.5,5598300.5,5588260.752,5578263.245,5743967.04,5100212.525,5179365.918
2584,48,71,551267689.9,517892103,529593350.4,592914405.2,580429360.3,592213010.2,700460939.8,656083815.7,661069459.8,,,739389696,717387776,742774016,729978304,766046208,850102120.7,789626161.3,803585608.9,869111913.8,831681775.2
2585,48,73,266842057.6,276806081.9,283115741.9,280356067.9,287017394.7,290502360.1,298879344.8,322930612.8,277583685.7,,,244314416,250073568,265785680,259106544,266900848,280496211.7,270092214.2,300941002.8,310390238.5,264269960.7
2586,48,75,102426298.7,103477201.4,102715670.9,115132794.3,111368608.3,103762403.7,107945615,113010430.6,112032862.1,,,117959088,180717216,186303984,115689560,126974064,126819338.2,121823753.4,131706059.1,138928534.9,140683249.1
2587,48,77,240085962.5,226871664.8,237590290.2,232870347.1,256754805.9,272671414.8,246938558.2,243822070.3,228165659.4,,,242808128,220191648,251207040,230301888,204593152,223877413.5,229161289.4,246877405.7,263559797.5,224915115
2589,48,81,6699264,6847984,7015008,7182032,7704153.6,9019296,8351200,8518224,8374080,,,9889804,9863339,12493283,12664494,10847540,12659934.14,11730933.93,10819201.89,11858007.58,10182473.56
2590,48,83,42929787.73,43880489.44,40937119.95,43865630.66,42874190.13,42708797.46,80815831.87,86441785.65,77447541.27,,,78352160,76600392,82150736,82594488,86328392,96316344.79,92296864.17,93574935.39,94609703.09,81631703.41
2591,48,85,2382869838,2439159257,2450093544,2591476188,2647163260,2845464462,2784214027,2885231436,2532594380,,,3022936832,3027250176,3032808960,3680090880,3832292864,4097915920,4138373349,3921730086,3923143443,3605479145
2593,48,89,303120166.8,348469310.6,296804033.6,302995129.7,312995674.7,318375443.1,364900109.7,350090849,362919509.4,,,429337184,440028256,480057920,453110144,493898688,510454717.3,528682046.5,536942443.6,531225938.1,467766386
2594,48,91,669681915.3,666434120.6,713086814.3,699646922,733132956.2,750486080.6,839885242.9,802624673.4,925194557.1,,,1100981248,1060961408,1101890560,1180679040,1206270976,1375794837,1307812459,1249083912,1506471790,1340461830
2595,48,93,67165594.03,66840095.75,70092691.78,70007049.64,68879139.42,72430509.12,75444247.69,75947553.12,63580314.76,,,68133304,67866832,73701136,66000404,69295432,70062796.96,68517963.89,79500423.7,82833886.94,68911253.72
2596,48,95,42317766.56,46211179.42,45493706.22,46818512.41,45908130.3,51193887.13,52347961.65,45030790.95,41478375.94,,,48972180,47541904,54261144,64310928,51743508,61137303.19,61884036.33,55449396.58,62433254.75,55886128.44
2597,48,97,375092441,372738712.1,382330441.3,410760800.8,434651956.2,472942446,428996681.2,427463016.8,416131030.6,,,446438816,457216480,485185344,474921248,532441632,543125061,528764652.2,542234661.8,555800700.8,482616438.5
2598,48,99,156471785.6,152359608.5,144985568.6,155901732.4,160287265.4,165177438,163666316.5,135443419.6,144362689.2,,,208175024,218032512,211544448,213020992,212196400,212627263,244151800.7,258052158.1,262129796.5,247709650.6
2600,48,103,6732936,6059872.35,7369207.65,6356431.2,6727325.22,7290871.35,9025460.85,8896610.01,51987783.38,,,51175252,65052940,75945200,79118872,74345120,69539464.91,74565962.06,88128533.14,91786984.35,67393430.86
2601,48,105,109735309.9,116049665.1,112398763.2,104925622.5,125171260.3,125601005.9,111315078.6,124514432,116053484.1,,,125027312,125049792,167812496,180833264,162591184,159525557.9,177545690.8,199911200.1,210796254.9,176521242.6
2602,48,107,44825985.42,40814007.27,43256233.95,45091870.78,46773628.07,47622872.03,43323116.92,42564441.42,39220509.13,,,41342896,39044280,39673304,38108304,41142104,42197736.49,42721823.22,44907584.47,46495473.17,43223769.55
2603,48,109,196042217.1,186187675.3,176304059.7,205203617.5,210022420.5,198199453,209892547.8,225369492.4,228757568.1,,,212901312,169216608,186052112,194000288,249964688,256822643.2,258885981.6,277971795.9,293115361.9,253048225.4
2604,48,111,81914217.71,81534984.8,94661965.62,100586244.9,88957545.13,81951819.19,93222215.09,83316230.06,87034302.24,,,84611896,81005392,100407768,95333008,81201080,99797484.25,92653223.52,140004440.7,118783905.7,121472765.9
2605,48,113,15215244768,14973320739,15590887931,15735681854,15986105333,16828666408,16108002158,16445724604,16526812112,,,15954629632,16112344064,16098672640,16308575232,17053047808,17821895715,17661055963,17738187743,17526534602,15952622845
2606,48,115,84698906.02,86506973.2,85666002.61,89631722.5,93797756.05,96235962.42,90972938.36,106604720.7,104522351,,,115450056,111207232,126585984,130847824,126873112,126303861.6,125786897.5,145893423.7,158530675.9,141922026.2
2607,48,117,77342042.49,77004693.87,77952235.32,79904478.7,85202994.88,83445104.27,85796278.78,81362039.41,81036044.99,,,81669432,80034888,80545336,79376056,78131272,80075247.41,80146351.43,89193461.16,80084156.16,82728824.27
2608,48,119,22952651.66,23489361.48,24287613.56,24515804.99,25118333.32,24994372.55,28684395.16,30820910.25,29308722.95,,,38721132,36064052,41653144,38296696,38727864,43526771.8,43062959.15,43414832.29,47850688.61,47444484.47
2609,48,121,2070775848,2051158547,2129930148,2263467869,2438472589,2502758033,2519066386,2423487191,2634054614,,,2933918464,2945569536,2967803136,3341168384,3364489728,3520329358,3546095481,3728513164,3897852068,3517792450
2610,48,123,75308538.81,73521443.75,79559541.29,72760023.45,76786593.57,81380684.34,78505495.02,80462489.25,76140501.46,,,87952360,99807056,115614576,130309576,136408416,93066698.87,97617545.09,93962822.35,103440687.2,96977505.86
2611,48,125,18250249.62,17613917.06,15556141.96,16835589.23,17800179.05,17838117.21,17570260.5,18794265.37,18734868.02,,,18055004,19311164,20891392,16737182,19764932,18628431.56,20381924.12,21054018.33,21326436.45,19581872.54
2612,48,127,55179286.54,62165252.77,62285813.36,65288527.47,64262323.92,65108084.98,62127436.58,66090939.09,63795938.17,,,110841736,131644392,182287984,174069008,163670688,113919950.4,97458531.38,116645005.3,121061508.6,94942597.1
2613,48,129,137445530.7,134853503.3,157651052.6,165913250.3,180378738.4,167651377.7,169258597.6,175731990.4,185029354.7,,,156654736,161577392,192847712,161024400,151876656,173255041,152841977.9,176152324.4,181880016.1,181976572.5
2614,48,131,63599559.41,69400813.48,70859068.05,71486955.28,73053586.82,73902817.28,67761801.78,68563975.06,74057209.7,,,78296408,77147720,93825616,83345648,81642624,68070568.56,61191612.35,73807349.71,76244712.4,58054984.05
2615,48,133,252351473.4,254249994.7,272865073.6,245376461.5,265003129,258030264.3,259904290.8,253329261.7,238848833,,,289121216,327308768,380152320,287368864,363696928,355177986.8,365309785.7,397448685.8,421401746.9,351975511
2616,48,135,520869673,496366577.3,555165501.1,538192104,568971328.4,579771994.8,617835173.8,637419378,609223800.5,,,645431168,744510528,815998144,836012224,860572288,831584965.6,934386949.8,992696581.6,1020773630,882386622.4
2617,48,137,5244087.162,4233866.045,4629996.895,4478877.04,5479174.452,6505789.2,5968878.215,6262859.435,5746273.566,,,3759758,3663489,4719573,3349944.25,3568760.5,3784803.072,3834582.325,4910577.87,6291856.13,4935332.856
2618,48,139,1049033841,1026412591,1002925390,1073048518,1144595388,1182948656,1185092473,1255610529,1286227782,,,1243605248,1322549760,1318534144,1420413824,1493645824,1654985489,1627921101,1621685103,1641897061,1559338362
2619,48,141,3109748523,3197431971,3199615646,3281562504,3609509302,3682750782,3852947365,3940357197,3920146282,,,3794580480,3798462976,3775922944,3683423232,4069772544,4206709229,4319220550,4536028044,4587354252,4150389135
2620,48,143,178516160.7,189916700.7,194186693.3,195630024.5,191939480.1,197026935.8,191990530,192991843.3,163106962.3,,,238150832,253942752,258029312,252960864,270584800,265729625.8,280069761.8,284917557.2,318073114,290076252.9
2621,48,145,104839234.9,113314271.9,115255312.7,116623418.1,122818259.5,124744328.3,130982721.8,130005133.2,121668629.7,,,128620376,122872168,140630416,135057648,126662216,133159631.9,139811194,151048147.8,156566382.4,130015213.6
2622,48,147,90267892.48,94339386.28,94945147.59,93172372.52,96521184.01,101005746.3,70211782.16,71047792.76,73095828.35,,,66868664,65622744,74680072,70933752,67208872,75480035.06,76949287.59,81335003.49,74552987.77,88236634.93
2623,48,149,206847867.2,241980689.8,200319670.5,211724191.5,214367909.6,218827595.6,225321354.4,250183034,239594365.2,,,351398816,391225024,422974592,403513184,448941760,462069534.5,463099056.7,468944164.2,469862271.7,404169289.1
2627,48,157,1186707133,1311280101,1401466015,1405636699,1369098999,1445189477,1454337726,1529400123,1632197265,,,1616220800,1576410368,1564603264,1578093312,1946490624,2199755138,2110833428,2172846386,2275905125,2044406132
2628,48,159,95954019.43,88496622.5,81644802.35,85755261.16,85971084.32,88281054.6,90418760.32,89448050.12,87313144.83,,,102390464,101890272,109269392,100658064,109956488,139553972.2,128247182.6,135371902.3,153651996.5,150183791.4
2629,48,161,293811199.5,296899947.6,306934121.7,315721456.2,342664985.6,350243081,369110366.9,340013365.1,359769361.4,,,368141632,345574944,348785312,359416256,365191392,366556400.9,387085463.8,389129981.4,392882514.3,385023964.1
2630,48,163,200350502.7,200298978.2,195077053.5,217850480,242350037,251432815.3,283155222.2,265736077.9,246163302,,,357700704,409493600,440267424,432920320,396647104,346712058.4,359548616.6,372987060.7,394577809.7,346549892.6
2631,48,165,105662102.8,96137504.76,95592056.79,97600384.25,105737684.4,114810487.9,109724323.9,112178816.4,115411682.2,,,123866976,122001080,148578592,151799984,145220096,142145344.1,148074396.8,168509165.7,172116074.5,168123106.9
2632,48,167,1256499408,1321249165,1327106109,1315347146,1323887951,1392553977,1375818167,1377174207,1391500912,,,1322568704,1344801152,1309443968,1314655360,1508910976,1661815160,1601468828,1585190159,1578371150,1445232812
2633,48,169,110017718.8,127238206.9,132577421,127785286.4,123911446.6,126430892.2,124566564.2,140354914,123865421.7,,,129923056,122608760,132867664,133228720,148335216,164458524.9,158062699.2,166773844.3,162194871.5,155517502.1
2634,48,171,107864447.4,98481442.42,103695749.9,104701504.1,113308844.6,121412253.5,124206117.9,129979551,116231243.3,,,146140144,142315904,142758864,140686608,175191376,129987899.4,192133636.6,178918693.7,181037681.2,189827021.1
2635,48,173,9305610.756,10022303.59,10022303.59,10393362.59,10421837.56,10764421.59,10771842.77,41802444.43,39711531.07,,,70007472,62040648,87547264,102959216,71155560,61021810.06,83066432.46,80399033.63,79565481.67,52022222.89
2636,48,175,60494301.95,67279253.17,66092798.77,67640170.64,68747410.53,71332697.52,67215739.15,67232378.41,56178829.62,,,61849196,63783452,77818880,62025636,70430192,56208812.71,59023963.12,65188512.73,61147193.67,54468826.01
2637,48,177,241461684.7,257462791.9,256640614.8,261924404.4,255431108,262929453.5,259582431.3,281342449,288842204.1,,,301925632,354400288,393645120,404203360,422482752,399190523.3,385610534.9,398421067.7,409367492.1,348529510.5
2638,48,179,147249907.7,142928172.1,166240100.5,181573107,192647317.1,184489659.6,186327539,195883409,185611792.1,,,168502816,159944736,196856032,155748928,158430816,155743543.4,155249686.2,157053140.6,157519350.7,156855308.6
2639,48,181,647533010.2,656124625.6,632799519.2,648719306.6,649981428,722105202.5,721680222.1,687317698.3,683869706.2,,,692578816,660004352,708034176,727562112,768411072,874670768.2,807692843.3,769683017.2,892014234.8,843073439.5
2640,48,183,649111582.1,653307895.1,677623470.5,678884374.4,681788685.5,711049242.4,738093375.7,754157565.5,714176105.6,,,787999168,792539840,770991552,786277248,813240256,840591798.5,814825258.7,869424011.1,915674149.5,794429384.9
2641,48,185,132884309.2,120169000,130217178.5,136665357.5,141485658,148861579.9,145746117,150916289.4,169674704.2,,,170180560,168919360,172142928,177941504,197485248,200350906,205409583.1,234320231.1,222190407,197710087.9
2642,48,187,563896508.2,542995177.7,586638919,585536799.3,614815995,623381507.8,703084808.8,669556305.1,621973507.5,,,763610560,783498688,821958400,886414208,934003456,1010854264,1019283544,1017987094,1024819145,877321840.5
2643,48,189,168056873.6,162927816.7,177516708.3,179009514.5,192338324.9,195594378.3,172886813.6,190383420.4,175217740.9,,,190580080,187548496,200104416,182747776,217431296,220414760.7,220266128.4,226101426.5,228593490.6,211347059.8
2644,48,191,54850968.44,50235896.08,55272735.85,60147572.55,66710556.85,62767827.25,60397669.82,65404173.34,74332931.04,,,59536040,73469408,78722032,60317640,54754872,68342523.76,59543789.55,70469983.52,72931639.15,73151577.47
2645,48,193,6803952.078,7782879.305,6814352.9,6904953.2,7259661.972,7731032.15,7185417.375,8141603.13,6035798.964,,,51982808,53020320,67534792,62344052,61990892,62361450.95,63459728.19,64314695.06,71006901.08,63741958.3
2647,48,197,95165500.98,99481025.58,100213991.9,109522008.4,109536216.1,106616806.6,109114856,104409990.3,112225529.6,,,128689320,120852464,132220416,106426896,123867072,123898183.1,117339701.8,132014957.8,135128428.3,135228576.5
2648,48,199,303791268.8,300968482.9,309667704.2,308858687.5,318195624.8,351833373.9,352659890.3,345407801.2,326043264.3,,,316819328,302054720,305741760,295667808,306267840,317337605.9,326233745.3,352464890.4,328028608,286734237
2649,48,201,20011165753,21947950073,23086989413,23460616840,23121113741,23355012609,23759570649,24517061702,23741112460,,,22834436096,22672693248,22744514560,21891325952,24472651776,27020246069,26359857443,27121303499,27534743364,23894176926
2650,48,203,622489841.7,600555277.2,605755871,638380935,642373948.6,672241765.4,669750196.1,628719825.1,658977046.3,,,691701952,720418240,790532864,701864320,679613312,698930027.5,757590696.8,798888663.4,794433259.8,734078415.9
2651,48,205,76582494.41,86297032.13,75565653.26,70444392.28,78543313.79,72537182.19,70958463.76,63611447.01,70210395.98,,,70492368,66599388,91978968,80507432,75345080,86730719.88,85108869.16,112199479.4,100144902.5,109736392.1
2652,48,207,30752897.09,30833422.82,32176258.18,37242859.68,36355028.15,36287278.73,38254483.46,36167082.77,31024077.11,,,39195568,37041176,40375708,40649748,36029356,35546047,42027230.77,47218106.74,46593966.6,42681735.62
2653,48,209,757297387,820092446.7,829492120.9,793894572.8,789561769.1,804495531.3,781065805.7,913713148.3,998390839.9,,,949088704,983189120,1032186240,1062518976,1185016448,1238116190,1223707129,1282313455,1474841587,1237525419
2654,48,211,30350342.48,30271570.29,30102796.11,39462328.32,40490575.24,43155258.16,44594299.5,38295679.19,44423057.12,,,44756168,47949968,57874928,48178144,40709996,30850970.09,29506748.56,30239205.37,24877782.79,23618973.69
2655,48,213,287484855.8,281326509.1,299125196.4,286091162.5,287173895.6,300601163.3,291098360.2,302625023.4,314936167.2,,,297856320,298487840,291171712,297848736,322238464,331724893.1,330982114.6,350862411.9,359114324.6,316792662.3
2656,48,215,1866566522,1946817165,2056980837,2135226058,2132230981,2163070749,2189359298,2294218423,2971805087,,,2661901824,2763579392,2683466752,2766640640,2916982016,3171076449,3173282968,3280380706,3366477980,2883861909
2657,48,217,494636682.3,499657466.3,525561320.7,533208408.6,601889135.9,604449894.1,574606841.7,548126938.2,556739593.3,,,555955712,556159296,561543808,552777920,630088000,690739810.6,694377656,712884802.9,730192006.4,629947178.7
2658,48,219,80130121.79,78956084.24,80732336.67,82125135.05,85320928.88,86536307.15,81276987.48,88403639.85,80605471.25,,,67657400,64805756,68388568,66658716,76994472,74774554.33,71722378.46,71547696.03,70259898.28,68083382.95
2659,48,221,145355414,160893802.4,161715070.6,154954834.4,158641988.5,164057532.9,168235506.9,162091939.7,165444110.9,,,150367616,158410784,150332720,151628288,171290736,172608862.9,184868962.1,181061844.2,183377084.8,176512942.8
2660,48,223,312837746.4,293816068.1,315934026.7,300885526.8,304131256.8,328514305.5,371314476.7,373413561.7,362327727.3,,,365553696,384598304,419556384,382514112,403250432,463901823.1,459151760.6,466763404.5,505096253.5,480391828.7
2661,48,225,68457788.14,72418462.66,69884353.44,66125690.38,68938665.3,68602287.65,78763065.3,78269510.11,70311139.67,,,75322728,76547432,79077344,75496952,83840960,76881101.73,76378431.97,86552918.66,87369814.94,71657167.63
2662,48,227,244537819.9,263412047.7,276281294.4,267102748.8,283168227.6,290086946.4,280304716.4,291406126.8,300183024.8,,,264689520,285355904,327626976,361030144,356353024,349561300.7,389419218,416333928.1,450498700.5,362183811
2663,48,229,376603578.1,357160365.7,313628084.8,397298031.3,416656842,408706713.6,369158455.2,431898911.9,332942027.3,,,374385376,392327328,465366112,454827072,361181024,472695192,522761212.1,573675772.1,608987084.6,540256675
2664,48,231,527389919.8,523494055.1,526959530.5,554896815.2,559655129.7,567095537.9,653834405.4,674736952.3,683272925.3,,,611458432,608905856,665489152,612990144,685375168,757554834.8,709944762.9,710585079.5,807743772.5,742533081.8
2667,48,237,49424924.02,57436470.08,52770640.04,55832398.38,54609281.81,59160395.01,57423233.72,59978587.77,59943040.43,,,52449876,56266188,58307256,62550364,55559192,55790179.71,53383619.95,50040142.57,52542934.43,47327697.17
2668,48,239,159796829.4,169245326.5,181324033.6,186562882.5,185896420.1,194633536.2,270752204.2,184271221.3,183545536.9,,,169550576,177794336,183738592,189274976,186576144,179928439.1,190801145.4,194018013,180956466.5,195953838
2669,48,241,237263634,233964891.6,249337546.6,244211889.9,254204463.7,262280913.1,259687635.5,254777565,246512500.5,,,262642624,231673136,242278256,244139904,231850800,248473117.8,238693242.9,271594846.6,232809902.8,235328181
2670,48,243,27176598,25433170.8,25145406.99,26058654.51,26989654.72,27255051.51,28607532,30300840,30932899.92,,,31390192,28802962,33170782,30524850,34668336,37063525.09,36707144.8,38651517.32,40208415.7,35484142.86
2671,48,245,1517705961,1476767548,1533377173,1560268983,1576078349,1627524958,1738460708,1677414247,1754217741,,,1721959680,1641411968,1625501312,1616820608,1602828800,1720386733,1748215749,1775532626,1725402487,1505902383
2673,48,249,275054373.6,292379422.2,296281342.3,310415175.7,331977349.3,362758773,318281427.9,323722073.7,283310300.7,,,307511136,298411616,303492512,260744016,284129056,269596318.8,286523998.1,296677317.7,303484212.5,258969894.2
2674,48,251,585704357.6,592455787.1,614842635.1,644247591.3,686197697.9,795280825.2,763917299.4,760680354.2,732407826.8,,,670935040,674363776,654764672,681372160,744311616,788069957.1,845307217.5,861819072.9,917659212.2,849652175
2675,48,253,83471060.2,81628337.57,82241293.02,78456945.28,86925221.8,90448557.09,81004705.87,86650827.72,77143743.33,,,72270560,82272864,82304752,82988320,78739480,93018910.25,82695030.72,82061686.37,91380270.33,86241709.48
2676,48,255,,,,,,,,,50892727.85,,,85628584,98150464,118235672,124768704,138014368,106427904.8,93351919.66,93050322.72,103438302.3,100126123
2677,48,257,832867036.5,868837915.6,872834284.3,886564541.7,944113143.6,976284047.5,994842753.9,949107356.7,810964110.6,,,829526784,814095872,814283968,873747392,869910272,1008210802,993213132.2,996875591.5,1034662573,985014114.6
2678,48,259,185892257.9,185728818.5,200658393.8,169609187.3,184165939.8,191436944.7,200172974.4,192395723.8,248033270.7,,,270266240,256097200,265507216,301309440,273192448,309964986.1,333598608,343030552.5,358248142.4,305451228.5
2679,48,261,160803852.4,168602653.5,171324818.7,166162801.5,161129279.1,151544088.7,160583440.7,160861595.5,180807737.6,,,161558080,144918544,165534624,199955360,129983992,154058556.2,166134584.4,186821576.6,171886651.5,143709584.5
2681,48,265,222109796.3,204512523.3,216847764,217567333.4,237368916,248920210.7,273173977.8,248499345.2,262878563.1,,,301975776,294776704,310282400,316110048,303374112,329924325.7,350491977.4,360297033.8,377433590,345292900.4
2682,48,267,126003270.6,125162957.8,117388577.8,116394641.2,124517753.4,121933088.1,116581364.3,135486135.2,141636419.6,,,137234624,133477248,147090656,155245136,170927728,179408967.6,191083507.5,214951389.3,222389762.7,186853280.9
2683,48,269,16077343.12,16080725.07,16087596.19,16664603.52,17797897.41,16790945.35,15924790.5,16231472.26,17419583.34,,,17368774,17821854,22439790,18752248,16734387,17112475.3,17749127.29,20207673.49,20710976.37,22155200.61
2684,48,271,57163902.15,56459395.01,59252699.5,53633768.68,61518506.1,61960965.92,58093042.3,57803262.6,61336589.46,,,57628076,55517780,59468912,59164216,61876460,66377049.59,66800304.18,72262652.55,71311776.82,56336584.77
2685,48,273,137439019.2,136219467.3,172767867.1,174662615.6,206382252.2,218059367.3,190373457,192641120.2,184127110.5,,,140265440,132674904,141813232,132946472,148498528,155322144.9,149804422.7,164613589.6,162322894.2,144242721.7
2686,48,275,23967374.58,25646721.35,27842408.78,27535347.06,27277476.02,26171416.15,26539782.18,25556202.08,24926923.37,,,27455636,30059346,35613140,29826630,27905152,29090343.56,29157492.83,33405767.98,33100852.82,39063716.19
2687,48,277,281327465,280629770.8,284870543.3,287058355.5,294309807.1,291943437,313549589.1,317019040.3,295103795.8,,,268687488,255450720,295046784,264832656,284368992,305726311.1,303519905.9,318862249.8,327008203,329113588.9
2688,48,279,73666248.86,77514902.18,78135882.52,79141353.86,79096719.33,77964721.61,74879747.45,78117303.29,69042715.8,,,75454056,73664024,82015616,77949216,88680688,96896161.99,82627601.35,81153974.08,79893105.67,81920620.15
2689,48,281,110426140.4,109471148.6,109126108.6,124932801.2,124383933.9,127612746.1,160730982.8,164780982.7,136410207.5,,,143431952,148886896,163835520,151745088,172336880,194377585.4,204734724.3,199314906.5,215512008.5,177684576.9
2690,48,283,178143895.9,176831778.1,166773261.8,175786172.1,210276884.9,211430174.5,202874070.1,230961973.1,216874960.9,,,244596144,280964384,356486208,331916224,338212288,318732606.5,324507106.6,337565053.1,366712471.6,296544159.9
2691,48,285,5717342.73,5963310.505,6294139.935,5409901.885,5694387.576,5361749.99,5019075.58,5103277.43,4078911.156,,,10375920,11543691,13388140,13834185,12753426,12459580.25,12075452.68,11221070.9,12376678.79,11643692.69
2692,48,287,126711465.9,116468551.2,115333297.1,120026054.3,127011351.3,130620504.2,130901373.9,147976903.9,128831382.9,,,127428672,133432144,139051296,143389904,149050144,130715055.4,143890616.5,152698522,142527887.5,141378083.3
2693,48,289,322647827.8,321088167,327274599.7,376060434,390714837.4,376595238.3,385868967.4,407393112.7,422552696,,,391328160,395747648,375260192,417974304,409890304,449519938,453455019.4,465128650.9,465544701.6,428159266
2694,48,291,256813711,268217984.4,264614243.9,266556528.2,280334507,291191046.9,290750093.3,286728155.7,306385175.2,,,415808928,404892064,423590336,396489408,416087136,418193540.9,433921156,464623016.8,464115862.1,432545425
2695,48,293,22104975.53,24035147.8,23178651.58,26235727.69,28683989.5,27609718,25875892.44,27228590.84,19287831.8,,,17687772,17566782,18432310,17595150,17462958,16250273.73,18591296.17,18461614.59,18805992.82,17839299.33
2696,48,295,3386892.996,3469049.79,3642406.905,4561249.145,4231382.73,4801432.285,5134592.24,5616189.3,6483993.048,,,4984132,5549677.5,6461121,5620891.5,4980537.5,4229158.182,4109432.8,4869155.845,3801875.405,4436417.394
2697,48,297,365422908.8,376121239.4,369478386.5,376210678.3,374996347,396978108.8,395232244.5,407365568.6,378821726.6,,,414985504,469970528,505376608,565009600,551835520,446897612.4,466143764.1,536929698.6,527672259.8,471293421.1
2700,48,303,1344743080,1270391952,1372838341,1367106642,1413488571,1383499726,1435976500,1494830872,1399250841,,,1474135168,1398066176,1422409728,1364259200,1502963072,1555419363,1630309262,1599353007,1629024875,1582349032
2701,48,305,71321843.18,77527288.82,78739320.59,82781394.1,83329588.75,86637148.98,79314731.41,89366940.55,83299418.64,,,88884672,83224528,99734272,91375568,106865432,105756821.1,111772116.6,125844481,123773663.4,111631090.7
2702,48,307,37530725.19,39456862.45,38800456.67,40636511.06,39985614.19,41702834.1,42193017.79,42492049.88,36375428.25,,,54573140,61115932,64326408,62320552,56702832,67208969.79,74162534.13,63733108.08,65725878.14,56068056.79
2703,48,309,1438426430,1452827011,1480456234,1491431648,1689982273,1721013111,1727545125,1577323180,1626916438,,,1749660800,1705526656,1723663744,1633979520,1795266432,1903436627,1940960060,1965954687,2039510263,1759075181
2704,48,311,3215310,3334786,3463047,3463047,3729759.6,3719569,3334786,3206525,2699574.276,,,2787349.25,4011576.75,5825627,5433425,4754019,2398621.26,2171129.5,2760677.5,3034062.5,2718553.572
2705,48,313,228936914.8,228848231.1,227025270.3,234527114.2,243384809.1,246408374.5,240246496,271289444.1,260088212.7,,,272513408,274736864,250251216,297763712,317142592,313500750.3,309185942.9,337253606.3,334821891.3,296672371.1
2706,48,315,41357999.27,40905050.68,42049065.8,40372420.05,43586951.71,46618036.52,48470226.83,52533884.25,51635415.42,,,38757552,36225000,43244648,42228572,34686040,35838500.03,37930110.15,40088735.12,37858068.64,37095683.68
2707,48,317,60048981.33,66441680,69962226.18,68087551.14,65162636.71,68801307.55,66615993.05,76004821.99,105210516.3,,,115856976,123512768,140441328,185199184,166850480,168763838.9,189980670.3,217936379.1,235384139.7,209049983.4
2709,48,321,52432595.63,46641202.71,47024857.49,53432271.53,51663493.48,53743651.57,44264808.52,50263188.59,60503037.27,,,45822232,44463212,46535916,47621636,55531364,61253922.5,63347025.31,56245704.67,57212325.04,54656027.33
2710,48,323,118055910,128704561.1,134240684.4,131739209.5,132764406.5,137141505.5,139261103.2,136379122,161427170.2,,,194779392,190995744,219688832,225671264,223099904,239202284.7,240021311.8,255302783.9,259485516.8,217110759.3
2711,48,325,250895107.8,237056449.3,250399474,268786366.1,278436819.3,288937978.9,302399210.3,293965159.3,287146396.5,,,323759040,355941056,341982912,346367200,335869248,360331697.2,374686391.5,379859816.1,381871478.6,347358106.2
2713,48,329,477866437.1,438062840.9,477061112.7,483168229.5,496574287.7,562109083.8,579035890.9,594961503.7,713796687,,,826939264,900381952,1070170560,1046993792,1046771200,1072657350,1223667940,1290902611,1294898920,1105015402
2714,48,331,170031948.4,168949739.3,174359173.6,190015674.5,188147674.7,192973886.3,181877947.3,196073814.6,178952422.9,,,175680464,172740592,172527152,166900192,155315776,179818117.9,183279971.8,184620136.8,174246378.4,196368099.5
2715,48,333,52762982,51615699.38,48863310.3,52620367.72,50125394.95,51495561.45,55039405.22,56957717.1,48231167.44,,,48596444,51488616,58165852,53884196,53630140,68783922.32,66142006.61,52423139.6,54531568.67,45010518.96
2716,48,335,135160430.6,147281338.3,143713409.3,148857477.4,142518776.5,156220017.5,183493713.6,163568332.3,127629475.2,,,144818624,156381008,170647408,199163136,206648848,194182399.8,212145404.8,239188385.1,252000692.4,214945423.2
2717,48,337,149067615.9,154743746.6,157573542.6,157872306.8,170118100,177966340.1,177170673,165651445.6,160611396.5,,,192451184,170224144,186454672,178031648,158173616,153925747.6,159402097.4,173479705,172961545.5,162244357.4
2718,48,339,1492473400,1621829923,1686423332,1768816612,1866153060,1914969253,1980437078,2016652900,2026399589,,,1964878976,1955437312,2101259520,2027684992,2262184704,2429604936,2510548725,2587801738,2692507179,2443159573
2719,48,341,113433379,118301651.3,118505531.5,120166796.5,111453690.9,112235526.1,110026173.1,111375953.6,109185492.2,,,113860768,100101904,148834000,125043008,111561832,111519235.2,127237265.5,138954893.7,129755112.5,141728837.5
