ST,CO,2016,2017,2018,2019,2020,average
30,15,0.634042244,0.651316279,0.628946215,0.627648921,0.637379821,0.635866696
30,17,0.766816321,0.778176072,0.796667585,0.799415906,0.799123758,0.788039928
30,19,0,0,0,0,0,0
30,21,0.857935781,0.864552396,0.872621775,0.871744083,0.869145823,0.867199972
30,23,0.478505717,0.48839717,0.500377755,0.507198908,0.516995227,0.498294955
30,25,0,0,0,0,0,0
30,27,0.773863319,0.766496828,0.765376038,0.765476377,0.772535259,0.768749564
30,29,0.633933257,0.632104824,0.652152461,0.636714899,0.621528836,0.635286855
30,31,0.669723915,0.681436683,0.680368564,0.67772954,0.68413854,0.678679448
30,33,0.839955587,0.843748952,0.842301219,0.85004439,0.863501554,0.84791034
30,35,0.36252807,0.372657626,0.366595285,0.366551483,0.34203567,0.362073627
30,37,0.916736136,0.918620166,0.910096938,0.908715045,0.912482746,0.913330206
30,39,0.810000789,0.819304999,0.788111385,0.781027685,0.777592801,0.795207532
30,41,0.656674982,0.636686721,0.629829278,0.630261621,0.634626189,0.637615758
30,43,0.863701482,0.862034875,0.856068992,0.856960228,0.846258547,0.857004825
30,45,0.906480359,0.916040176,0.909890452,0.909905734,0.887867275,0.906036799
30,47,0.77155342,0.777256316,0.761843906,0.769136345,0.753763805,0.766710758
30,49,0.556370013,0.564977822,0.562839387,0.556717196,0.550216112,0.558224106
30,51,0.559608553,0.5572901,0.560269993,0.560722593,0.67641634,0.582861516
30,53,0.684561115,0.683816513,0.688142033,0.711901681,0.697895103,0.693263289
30,55,0.291165558,0.305225131,0.322816724,0.291154587,0.329329486,0.307938297
30,57,0.225980809,0.23202782,0.215610168,0.228822084,0.241244332,0.228737043
30,59,0,0,0,0,0,0
30,61,0.945342716,0.941786822,0.944618386,0.950926898,0.945207053,0.945576375
30,63,0.758535071,0.758181055,0.754794508,0.747043353,0.74360946,0.752432689
30,65,0.686745163,0.68609246,0.700418794,0.697403261,0.68844532,0.691821
30,67,0.832509115,0.833749079,0.836435524,0.836660063,0.827040906,0.833278937
30,69,0.623668282,0.65231863,0.660516591,0.672777078,0.689410724,0.659738261
30,71,0.890828009,0.887027978,0.884225189,0.881101183,0.878394832,0.884315438
30,73,0.533505558,0.564653668,0.564190189,0.543115413,0.500806705,0.541254307
30,75,0.799152583,0.780835316,0.779279433,0.784439064,0.805046563,0.789750592
30,77,0.901288396,0.901135529,0.881214954,0.881651373,0.868917742,0.886841599
30,79,0.857355391,0.842319813,0.831700731,0.844170724,0.834595095,0.842028351
30,81,0.664964604,0.685150143,0.701444224,0.675565391,0.661629403,0.677750753
30,83,0.695403881,0.699581589,0.696435629,0.701179823,0.701037263,0.698727637
30,85,0.781034143,0.790062309,0.804763692,0.784046488,0.78752183,0.789485692
30,87,0.699214596,0.697837528,0.711966791,0.71081357,0.722132627,0.708393022
30,89,0,0,0,0,0,0
30,91,0.478491908,0.48936659,0.482903815,0.485393577,0.4883701,0.484905198
30,93,0.74740235,0.753250705,0.749867611,0.75489218,0.762298379,0.753542245
30,95,0.789985399,0.8038703,0.802912775,0.797801828,0.791713012,0.797256663
30,97,0.880481722,0.875295009,0.861748487,0.865836017,0.85758482,0.868189211
30,99,0.418635799,0.437024447,0.435952053,0.432441681,0.422009224,0.429212641
30,101,0.828510687,0.86512855,0.864451005,0.839029349,0.83138072,0.845700062
30,103,0.935910007,0.930701342,0.91822317,0.921022496,0.926131712,0.926397745
30,105,0.608971104,0.629813568,0.644135107,0.633681318,0.629033044,0.629126828
30,107,0.723976352,0.72656178,0.723227408,0.734338941,0.714458859,0.724512668
30,109,0.685472741,0.698680277,0.706212283,0.652509761,0.670577493,0.682690511
30,111,0.725793761,0.731131781,0.732330279,0.727306313,0.720571454,0.727426718
31,,,,,#DIV/0!,,#DIV/0!
31,1,0.408028126,0.40471059,0.405388705,0.390881466,0.385355652,0.398872908
31,3,0.518584091,0.525400597,0.537993283,0.555947422,0.538173212,0.535219721
31,5,0,0,0,0,0,0
31,7,0.701599056,0.692671946,0.687566906,0.683336325,0.668358951,0.686706637
31,9,0.574119004,0.57704542,0.573894636,0.559270848,0.565510085,0.569967999
31,11,0,0,0,0,0,0
31,13,0.483820348,0.495614895,0.485436705,0.497952806,0.484951626,0.489555276
31,15,0.318371974,0.318662017,0.302313929,0.30614391,0.282678782,0.305634122
31,17,0.585364349,0.573006949,0.618879959,0.631635761,0.583177338,0.598412871
31,19,0.544004511,0.509816518,0.514437425,0.50836703,0.52280618,0.519886333
31,21,0.304800261,0.298595452,0.312071268,0.319027572,0.305618743,0.308022659
31,23,0.478599632,0.477105514,0.493141149,0.498058809,0.510900829,0.491561187
31,25,0.715507773,0.716496327,0.711557104,0.715736281,0.696200364,0.71109957
31,27,0.503343863,0.49930733,0.499212913,0.509628136,0.497661131,0.501830675
31,29,0.320627239,0.325675377,0.306247457,0.305230191,0.312581117,0.314072276
31,31,0.777993468,0.767707578,0.776439543,0.786026175,0.76035384,0.773704121
31,33,0.727888196,0.734516663,0.73152485,0.729042684,0.739646192,0.732523717
31,35,0,0,0,0,0,0
31,37,0.564786479,0.598242732,0.582549457,0.572389047,0.555288191,0.574651181
31,39,0.546742821,0.550998146,0.542618934,0.543677911,0.54716426,0.546240414
31,41,0.408834823,0.403662272,0.408797635,0.409415854,0.395864052,0.405314927
31,43,0.584491163,0.581475368,0.581315221,0.587749311,0.6338289,0.593771993
31,45,0.791406154,0.797313217,0.803152934,0.805834793,0.796530737,0.798847567
31,47,0.690641712,0.691736061,0.699297193,0.682898085,0.702050233,0.693324657
31,49,0.867525746,0.865020957,0.861794838,0.847001294,0.825135714,0.85329571
31,51,0.274129658,0.272091358,0.245947494,0.245180572,0.248539004,0.257177617
31,53,0.678066591,0.678160229,0.679206329,0.68030979,0.67983168,0.679114924
31,55,0.713763968,0.719884366,0.714847441,0.715287237,0.704288524,0.713614307
31,57,0.630296605,0.625967259,0.619090972,0.626289422,0.66868295,0.634065442
31,59,0.598588194,0.598969121,0.580654592,0.605763454,0.578127788,0.59242063
31,61,0,0,0,0,0,0
31,63,0.463558016,0.460243139,0.433084251,0.429020758,0.41379944,0.439941121
31,65,0.559273575,0.553181656,0.557123276,0.55310866,0.496276464,0.543792726
31,67,0.619846094,0.615317895,0.612811853,0.604720915,0.588515443,0.60824244
31,69,0.820373277,0.815384737,0.802346441,0.791055107,0.782205099,0.802272932
31,71,0,0,0,0,0,0
31,73,0,0,0,0,0,0
31,75,0.710713334,0.693412226,0.655846258,0.700060119,0.720827916,0.696171971
31,77,0.465289405,0.467298256,0.471143497,0.4548645,0.440435265,0.459806185
31,79,0.604295437,0.59459745,0.592120616,0.598597165,0.60155928,0.59823399
31,81,0.707835868,0.711534669,0.718062969,0.715475067,0.719284595,0.714438634
31,83,0.622274029,0.616978344,0.629570735,0.629483671,0.616703111,0.623001978
31,85,0.441593676,0.44645021,0.479860983,0.44728614,0.447541819,0.452546566
31,87,0.73615534,0.723193622,0.712110461,0.71016226,0.699899341,0.716304205
31,89,0.742834703,0.745099668,0.741466097,0.740008058,0.728277822,0.73953727
31,91,0.591179797,0.5864308,0.662496299,0.631252978,0.598465114,0.613964998
31,93,0.477426536,0.472367111,0.461325875,0.460464955,0.459330017,0.466182899
31,95,0.305762131,0.302438135,0.313184442,0.312858434,0.29159997,0.305168622
31,97,0.314247422,0.309232489,0.315848333,0.279076652,0.27669643,0.299020265
31,99,0.335382807,0.338934085,0.32767402,0.320388998,0.319971615,0.328470305
31,101,0.83470471,0.826894497,0.833337597,0.819831802,0.829802215,0.828914164
31,103,0,0,0,0,0,0
31,105,0.861823251,0.862052805,0.852485094,0.841067711,0.878110535,0.859107879
31,107,0,0,0,0,0,0
31,109,0.537377417,0.540280209,0.522950876,0.524758852,0.511927076,0.527458886
31,111,0.72845156,0.73280699,0.73578744,0.732891814,0.744770287,0.734941618
31,113,0.619341264,0.616384006,0.618300509,0.618150002,0.566594752,0.607754107
31,115,0,0,0,0,0,0
31,117,0.601116469,0.596052897,0.600433129,0.610780449,0.595493022,0.600775193
31,119,0,0,0,0,0,0
31,121,0.634913794,0.631151037,0.645584486,0.631554756,0.608799715,0.630400758
31,123,0.892503174,0.895857058,0.914529613,0.892478769,0.886148468,0.896303416
31,125,0,0,0,0,0,0
31,127,0.794352487,0.786626866,0.782903762,0.823868769,0.786555345,0.794861446
31,129,0,0,0,0,0,0
31,131,0.711573921,0.706696087,0.710512313,0.731340208,0.689968485,0.710018203
31,133,0,0,0,0,0,0
31,135,0,0,0,0,0,0
31,137,0.667578225,0.672405884,0.665792815,0.664368086,0.660826869,0.666194376
31,139,0.603522653,0.600068293,0.584880968,0.580176981,0.550812937,0.583892366
31,141,0.52582564,0.527040174,0.535445079,0.525771601,0.519142483,0.526644995
31,143,0.565900794,0.5613369,0.556382692,0.544919819,0.554109164,0.556529874
31,145,0.763794585,0.762547786,0.757846628,0.749801994,0.757072415,0.758212682
31,147,0.549765255,0.546901024,0.545269355,0.638380595,0.536697617,0.563402769
31,149,0.626267533,0.620906897,0.613203518,0.610233032,0.559610547,0.606044305
31,151,0,0,0,0,0,0
31,153,0.732944069,0.73797738,0.734710191,0.725148393,0.711913828,0.728538772
31,155,0.525296461,0.525732341,0.561719483,0.542515251,0.544266599,0.539906027
31,157,0.418391761,0.420190504,0.439686729,0.435944053,0.429796671,0.428801944
31,159,0.692954252,0.693956822,0.684172564,0.676395789,0.682277577,0.685951401
31,161,0.577156308,0.576042667,0.560535979,0.5673983,0.567065173,0.569639685
31,163,0.299632769,0.293240704,0.290517258,0.275553294,0.257211574,0.28323112
31,165,0.309232492,0.293618703,0.295434161,0.303193898,0.288982399,0.298092331
31,167,0.494231646,0.490891814,0.495866806,0.514232255,0.516384087,0.502321322
31,169,0.628797676,0.618431571,0.641609343,0.649990288,0.632313526,0.634228481
31,171,0.945657162,0.943556476,0.949403166,0.949076904,0.943032313,0.946145204
31,173,0.506623279,0.513580508,0.501897544,0.437523315,0.429704678,0.477865865
31,175,0,0,0,0,0,0
31,177,0.643540532,0.643845171,0.638223684,0.672143145,0.636014923,0.646753491
31,179,0,0,0,0,0,0
31,181,0,0,0,0,0,0
31,183,0.583673662,0.571976635,0.594054739,0.576378499,0.544397983,0.574096304
31,185,0.852725296,0.849994923,0.83828158,0.853746705,0.840440316,0.847037764
32,,,,,#DIV/0!,,#DIV/0!
32,1,0.855550613,0.855685839,0.839730156,0.851760875,0.851888056,0.850923108
32,3,0.58765426,0.585547811,0.58791849,0.581970398,0.583927931,0.585403778
32,5,0.721942296,0.721034775,0.708962434,0.716843129,0.697647946,0.713286116
32,7,0.700450996,0.688169892,0.692381115,0.687412081,0.697413394,0.693165496
32,9,0.891684708,0.889405144,0.8925264,0.887608319,0.890387948,0.890322504
32,11,0.675583976,0.660590405,0.66147387,0.653480021,0.633605549,0.656946764
32,13,0.824172612,0.837103778,0.8319704,0.828949081,0.832857333,0.831010641
32,15,0.845759014,0.844432519,0.840931641,0.83721143,0.820069343,0.837680789
32,17,0.60068746,0.630020099,0.588907269,0.549308428,0.589797955,0.591744242
32,19,0.580856458,0.586271972,0.585316107,0.572781007,0.625330231,0.590111155
32,21,0.844716583,0.823891023,0.819361279,0.814432116,,0.82560025
32,23,0.66410927,0.797821821,0.782009979,0.807022191,0.814273644,0.773047381
32,27,0.939795108,0.93804781,0.943990823,0.944043682,0.941179245,0.941411334
32,29,0.51885592,0.709736137,0.758212492,0.755063023,0.743934679,0.69716045
32,31,0.711721798,0.720136041,0.721897883,0.71936147,0.711225297,0.716868498
32,33,0.881936772,0.874626726,0.856468607,0.863881731,0.86086997,0.867556761
32,510,0.445492186,0.548246197,0.585373074,0.57240076,0.56963842,0.544230127
33,1,0.430388917,0.436396008,0.433385265,0.432451841,0.436178186,0.433760043
33,3,0.62668786,0.618116057,0.628814341,0.63057739,0.619229235,0.624684977
33,5,0.433036733,0.436972487,0.432919619,0.43508401,0.424474195,0.432497409
33,7,0.271453882,0.271807502,0.273356879,0.287109829,0.282292032,0.277204025
33,9,0.449604531,0.452528521,0.453348055,0.441940073,0.457760384,0.451036313
33,11,0.625466109,0.62646565,0.62782077,0.629385423,0.629352587,0.627698108
33,13,0.723337276,0.724013058,0.719037067,0.718896411,0.714391191,0.719935001
33,15,0.66018218,0.668415323,0.664513929,0.672054277,0.670323525,0.667097847
33,17,0.510759334,0.512425938,0.517135549,0.51618678,0.5139285,0.51408722
33,19,0.267398969,0.270504286,0.271936413,0.278097164,0.273835322,0.272354431
34,1,0.614129429,0.615070706,0.608480221,0.602702487,0.581150183,0.604306605
34,3,0.770039646,0.769849426,0.763337781,0.761073256,0.753538253,0.763567672
34,5,0.73071303,0.735291689,0.730934841,0.731297817,0.719598995,0.729567274
34,7,0.72590361,0.723866334,0.724906286,0.724079956,0.712587359,0.722268709
34,9,0.443210483,0.449780248,0.445289201,0.446034122,0.443700608,0.445602932
34,11,0.30791673,0.30922522,0.312023133,0.316195877,0.309556136,0.310983419
34,13,0.758949535,0.758527836,0.748522378,0.740946402,0.740210346,0.749431299
34,15,0.684107011,0.683504107,0.678636408,0.679635851,0.656033236,0.676383323
34,17,0.747435266,0.738071591,0.717261679,0.723354627,0.715246411,0.728273915
34,19,0.750042429,0.752691812,0.75529824,0.754692929,0.745136746,0.751572431
34,21,0.709989952,0.713043576,0.710378105,0.71211416,0.691794696,0.707464098
34,23,0.789634797,0.795462328,0.800703315,0.800363665,0.782499261,0.793732673
34,25,0.715788386,0.722389805,0.714419456,0.711502888,0.704272618,0.713674631
34,27,0.777117249,0.776800974,0.762336242,0.759958929,0.76160551,0.767563781
34,29,0.677386667,0.674531799,0.664556622,0.665616382,0.649241241,0.666266542
34,31,0.803387806,0.799628589,0.786537086,0.786958237,0.773721186,0.790046581
34,33,0.639075648,0.638217436,0.638861275,0.636268269,0.609852993,0.632455124
34,35,0.729241844,0.739866745,0.741627139,0.737154508,0.729924325,0.735562912
34,37,0.457797951,0.456439392,0.449541453,0.446435533,0.45028713,0.452100292
34,39,0.770014897,0.758789748,0.752359268,0.753597322,0.751258592,0.757203965
34,41,0.745368445,0.748886743,0.74166278,0.739751113,0.72977011,0.741087838
35,,,,,#DIV/0!,,#DIV/0!
35,1,0.750676766,0.75511421,0.759988304,0.768031864,0.774698988,0.761702026
35,3,0.270266858,0.287081986,0.312306844,0.303664326,0.30285826,0.295235655
35,5,0.581845408,0.59768457,0.607116284,0.594569849,0.591620474,0.594567317
35,6,0.816116593,0.830298066,0.867645276,0.872345855,0.873407454,0.851962649
35,7,0.71277113,0.713038507,0.737002277,0.715864224,0.707981317,0.717331491
35,9,0.540326224,0.513533412,0.509866459,0.50692314,0.497761764,0.5136822
35,11,0.877829894,0.882709658,0.881327666,0.865690372,0.861649051,0.873841328
35,13,0.590908244,0.607463094,0.621894403,0.627541652,0.641673723,0.617896223
35,15,0.577580319,0.576176753,0.571009934,0.549743984,0.575954764,0.570093151
35,17,0.603682011,0.603709369,0.612577686,0.630752397,0.622093614,0.614563015
35,19,0.990888609,0.991215206,0.991255962,0.986751285,0.986202506,0.989262714
35,21,0,0,0,0,0,0
35,23,0.84364696,0.822186281,0.838681772,0.852021481,0.839805774,0.839268454
35,25,0.332473252,0.328816774,0.342124802,0.31721887,0.374806332,0.339088006
35,27,0.711303238,0.714096203,0.716690695,0.704447802,0.697143878,0.708736363
35,28,0.183555449,0.176564307,0.177701805,0.166979608,0.156507379,0.17226171
35,29,0.757223249,0.757779002,0.767534486,0.764885452,0.770527193,0.763589876
35,31,0.834572163,0.838459821,0.835014309,0.845255394,0.845872257,0.839834789
35,33,0.652256635,0.678406894,0.674811473,0.688174647,0.678287703,0.67438747
35,35,0.766394111,0.774090983,0.779372483,0.779527643,0.803055513,0.780488147
35,37,0.941940221,0.944069416,0.944705266,0.944709079,0.944415171,0.943967831
35,39,0.403208883,0.404839984,0.434930585,0.432561617,0.42794365,0.420696944
35,41,0.537101858,0.497405686,0.505671073,0.503205352,0.492805174,0.507237829
35,43,0.642881428,0.631658973,0.703636393,0.736014646,0.739296595,0.690697607
35,45,0.633677956,0.641355346,0.685208483,0.692521192,0.695502437,0.669653083
35,47,0.695514448,0.71337476,0.736791917,0.73665797,0.743418009,0.725151421
35,49,0.655880673,0.661406264,0.68182734,0.695296714,0.704384727,0.679759144
35,51,0.807490398,0.78486282,0.786426594,0.788671721,0.784753234,0.790440953
35,53,0.822735947,0.797578619,0.790234842,0.806972841,0.799782136,0.803460877
35,55,0.411972653,0.421128499,0.432882076,0.377486637,0.346626933,0.39801936
35,57,0.774492828,0.79384038,0.791009993,0.82269185,0.813552502,0.799117511
35,59,0.809759254,0.830057579,0.83198695,0.836013573,0.835345051,0.828632481
35,61,0.594835141,0.593848422,0.616017184,0.572197207,0.574623978,0.590304386
36,,,,,#DIV/0!,,#DIV/0!
36,1,0.77854353,0.779518981,0.786503322,0.782230669,0.760747444,0.777508789
36,3,0.396271533,0.403640299,0.40893151,0.408748033,0.372707436,0.398059762
36,5,0.812055447,0.82121449,0.824840132,0.838500538,0.84989382,0.829300885
36,7,0.569486197,0.643537959,0.647559197,0.626410186,0.615291889,0.620457086
36,9,0.590401529,0.598171171,0.603280134,0.604658192,0.583900087,0.596082223
36,11,0.5879685,0.591000476,0.602553806,0.60776284,0.586995412,0.595256207
36,13,0.653344652,0.655960699,0.656473615,0.652900506,0.623115509,0.648358996
36,15,0.679440707,0.685765355,0.690880914,0.692601275,0.663440008,0.682425652
36,17,0.634648071,0.633920945,0.631252679,0.637548127,0.626416458,0.632757256
36,19,0.61389619,0.613387188,0.611859069,0.612423914,0.570768831,0.604467038
36,21,0.589453043,0.606480485,0.606440828,0.603272326,0.563092011,0.593747739
36,23,0.682262811,0.683282773,0.686317592,0.689329044,0.655365119,0.679311468
36,25,0.542515631,0.52356083,0.524054326,0.518873952,0.505740926,0.522949133
36,27,0.6442543,0.662263991,0.64408904,0.642640685,0.624368014,0.643523206
36,29,0.709200554,0.699040989,0.703272661,0.699628693,0.677989485,0.697826476
36,31,0.577869981,0.573511094,0.56120529,0.552055435,0.515735516,0.556075463
36,33,0.563144186,0.563892168,0.55892765,0.543401725,0.534546967,0.552782539
36,35,0.544980257,0.544137463,0.542142642,0.539317634,0.531058844,0.540327368
36,37,0.657007045,0.661022288,0.665174338,0.672507385,0.612200416,0.653582294
36,39,0.578491671,0.58713216,0.582072748,0.576224761,0.533762407,0.571536749
36,41,0.448670021,0.444852385,0.464393493,0.483880198,0.480051876,0.464369595
36,43,0.633733739,0.631491673,0.643329144,0.640711612,0.60801348,0.63145593
36,45,0.583492467,0.583313233,0.587992832,0.584666008,0.530243815,0.573941671
36,47,0.736706828,0.74159437,0.736953839,0.7393574,0.746296406,0.740181769
36,49,0.722034861,0.722102874,0.726047718,0.71711721,0.709717811,0.719404095
36,51,0.489788928,0.503897553,0.507698597,0.510084721,0.465062781,0.495306516
36,53,0.649739686,0.653639687,0.665669004,0.660510258,0.630189035,0.651949534
36,55,0.562701081,0.585692298,0.589584568,0.584451267,0.543618692,0.573209581
36,57,0.678743282,0.684457772,0.690296745,0.688305875,0.654733319,0.679307399
36,59,0.66506407,0.665777491,0.666568772,0.670037285,0.671692205,0.667827965
36,61,0.765779244,0.775387511,0.777518287,0.780363067,0.797954297,0.779400481
36,63,0.498302445,0.496681441,0.499008837,0.490705112,0.478697246,0.492679016
36,65,0.605399709,0.607244132,0.611942015,0.612637868,0.596463865,0.606737518
36,67,0.687379268,0.68747994,0.681180814,0.677593584,0.649405269,0.676607775
36,69,0.643250162,0.701628445,0.70328469,0.700296165,0.651995063,0.680090905
36,71,0.624174348,0.636812601,0.642118633,0.632053799,0.618385184,0.630708913
36,73,0.460104044,0.464976801,0.46460738,0.464854214,0.451901648,0.461288817
36,75,0.551347603,0.547772711,0.554339713,0.56106678,0.528690428,0.548643447
36,77,0.453518384,0.448422467,0.446210629,0.454293054,0.444822948,0.449453496
36,79,0.708543198,0.725954215,0.723329466,0.712667677,0.69259242,0.712617395
36,81,0.829203878,0.853203704,0.854645013,0.847582832,0.857181485,0.848363382
36,83,0.575666824,0.573907577,0.57421117,0.571706379,0.544170549,0.5679325
36,85,0.809560246,0.817017519,0.812871193,0.818952479,0.835445975,0.818769482
36,87,0.735848938,0.747096231,0.742343738,0.731165051,0.719533427,0.735197477
36,89,0.622984856,0.623469329,0.625989227,0.624224782,0.620864081,0.623506455
36,91,0.698599731,0.706088874,0.703088162,0.706598117,0.677949776,0.698464932
36,93,0.668828248,0.671268041,0.678544504,0.676517491,0.652396348,0.669510926
36,95,0.399428492,0.391106353,0.406462784,0.424762131,0.401665711,0.404685094
36,97,0.327507491,0.313846831,0.312023312,0.299071879,0.273373315,0.305164566
36,99,0.549705436,0.552396646,0.548274329,0.542076251,0.513687314,0.541227995
36,101,0.588379753,0.596488291,0.603971572,0.604665641,0.563673407,0.591435733
36,103,0.641311958,0.644014218,0.649260711,0.650822993,0.657995771,0.64868113
36,105,0.588460251,0.599370048,0.607486925,0.591020268,0.566528374,0.590573173
36,107,0.532247666,0.533578686,0.535646195,0.523810759,0.499769728,0.525010607
36,109,0.387300665,0.386498311,0.388211056,0.388333685,0.379017204,0.385872184
36,111,0.718970696,0.724367468,0.714247909,0.710325116,0.692158699,0.712013978
36,113,0.666146463,0.674846142,0.670543741,0.664886795,0.635241874,0.662333003
36,115,0.363378676,0.361567184,0.363252034,0.364797026,0.343049384,0.359208861
36,117,0.529907217,0.53204786,0.531054643,0.529459362,0.511658114,0.526825439
36,119,0.789619711,0.798454705,0.800505593,0.794879858,0.786714876,0.794034949
36,121,0.037604663,0.036346142,0.035284725,0.034220266,0.034543172,0.035599794
36,123,0.212742077,0.230168417,0.227690881,0.226808718,0.176043406,0.2146907
37,1,0.593561792,0.595249578,0.584495194,0.589237397,0.587279221,0.589964636
37,3,0,0,0,0,0,0
37,5,0,0,0,0,0,0
37,7,0.700526004,0.688007483,0.686194214,0.692005134,0.695427549,0.692432077
37,9,0,0,0,0,0,0
37,11,0.382517566,0.385824561,0.372147356,0.369941904,0.370466089,0.376179495
37,13,0.337266474,0.348550807,0.362549921,0.328849827,0.321892624,0.339821931
37,15,0.435052962,0.418975903,0.423228273,0.421699728,0.424282867,0.424647947
37,17,0.175034146,0.196445955,0.19341047,0.18917408,0.192541934,0.189321317
37,19,0.539337434,0.539478613,0.547371022,0.546879572,0.549409798,0.544495288
37,21,0.727180145,0.730526804,0.731938598,0.726408523,0.72699127,0.728609068
37,23,0.643647147,0.65921343,0.664367169,0.654457078,0.646182082,0.653573381
37,25,0.525294288,0.521813424,0.518440971,0.530961374,0.530490634,0.525400138
37,27,0.565625059,0.55948034,0.552730467,0.58215453,0.578192493,0.567636578
37,29,0.426988791,0.434765935,0.426780549,0.410333769,0.394491898,0.418672188
37,31,0.582145421,0.583598266,0.580486858,0.577962569,0.575416073,0.579921837
37,33,0.39061961,0.395592134,0.394080101,0.396753386,0.387548065,0.392918659
37,35,0.68949605,0.700094066,0.699192737,0.696456001,0.697970321,0.696641835
37,37,0.659665773,0.666273714,0.671923108,0.657600083,0.657666708,0.662625877
37,39,0.582477643,0.582738235,0.581208425,0.584153778,0.668704764,0.599856569
37,41,0.363196824,0.369813373,0.378478577,0.374583699,0.371903612,0.371595217
37,43,0,0,0,0,0,0
37,45,0.575657895,0.595638677,0.599921495,0.594701886,0.595417209,0.592267432
37,47,0.508375975,0.514660387,0.508618861,0.515034014,0.519955524,0.513328952
37,49,0.69086275,0.696848498,0.702123205,0.692425988,0.688222622,0.694096613
37,51,0.625666854,0.629452646,0.639672055,0.638310875,0.659879706,0.638596427
37,53,0,0,0,0,0,0
37,55,0.495341607,0.50048071,0.526860245,0.513289012,0.501074821,0.507409279
37,57,0.677904041,0.692091471,0.682184342,0.673731276,0.678141736,0.680810573
37,59,0.538130427,0.539484979,0.548940171,0.540655779,0.53023246,0.539488763
37,61,0.536537102,0.587928254,0.577888464,0.57288398,0.576416429,0.570330846
37,63,0.71602106,0.722578565,0.722334349,0.716542413,0.704811696,0.716457617
37,65,0.491241557,0.514508513,0.516829527,0.509753019,0.508899103,0.508246344
37,67,0.633892987,0.625535506,0.626036938,0.610518069,0.608078803,0.620812461
37,69,0.443268959,0.441803455,0.442710865,0.440180222,0.439744247,0.44154155
37,71,0.692887399,0.696966573,0.691376468,0.688471588,0.692812959,0.692502997
37,73,0.604422877,0.605753823,0.614978959,0.619046159,0.618673408,0.612575045
37,75,0.088690381,0.102480985,0.097711702,0.095961102,0.602710798,0.197510994
37,77,0.550790105,0.550299359,0.574256329,0.565811119,0.548959248,0.558023232
37,79,0.152551167,0.155235412,0.175657363,0.1745595,0.164345655,0.164469819
37,81,0.678531383,0.680890193,0.682720772,0.696492643,0.701003982,0.687927795
37,83,0.663596865,0.70222417,0.674399113,0.695917051,0.696020252,0.68643149
37,85,0.544475602,0.548395025,0.541149755,0.538620062,0.533659346,0.541259958
37,87,0.759086781,0.845489273,0.826550081,0.822742397,0.822505092,0.815274725
37,89,0.60673492,0.621373047,0.596259021,0.615066296,0.61013148,0.609912953
37,91,0.104614268,0.100460683,0.095554325,0.098665584,0.099310401,0.099721052
37,93,0.361226262,0.34303553,0.338738955,0.343495229,0.346116842,0.346522564
37,95,0,0,0,0,0,0
37,97,0.673176201,0.689293095,0.66982355,0.654628095,0.658703872,0.669124963
37,99,0.654263976,0.667326722,0.658773456,0.65543822,0.655953284,0.658351132
37,101,0.607167252,0.6258964,0.603460043,0.61275546,0.607017519,0.611259335
37,103,0.58191646,0.581027016,0.60307993,0.574101424,0.58532949,0.585090864
37,105,0.699463664,0.723687591,0.730719298,0.732755347,0.730246358,0.723374452
37,107,0.564884593,0.567249005,0.582837838,0.583573814,0.580334367,0.575775923
37,109,0.631424339,0.636516195,0.642152725,0.64040239,0.634949178,0.637088965
37,111,0.67630438,0.690160526,0.703815932,0.705786352,,0.694016798
37,113,0.511652522,0.532729536,0.541809121,0.528783039,0.532150863,0.529425016
37,115,0.490494421,0.550497205,0.537871081,0.549213928,0.53145644,0.531906615
37,117,0.584578914,0.574997388,0.587557609,0.576799734,0.65598204,0.595983137
37,119,0.718484291,0.719137547,0.719726551,0.714221399,0.711663598,0.716646677
37,121,0.337915788,0.339537132,0.33846584,0.33985227,0.338261893,0.338806585
37,123,0.379137403,0.392785918,0.399195512,0.43165217,0.421694917,0.404893184
37,125,0.377286266,0.372305461,0.371631655,0.364040381,0.363727336,0.36979822
37,127,0.690219357,0.705616041,0.69366884,0.6964511,0.699438834,0.697078834
37,129,0.723585517,0.734867173,0.741347692,0.737368488,0.740446647,0.735523103
37,131,0.659687439,0.688247884,0.665818552,0.68461777,0.680232731,0.675720875
37,133,0.58997925,0.583701265,0.586917295,0.581609674,0.582968175,0.585035132
37,135,0.699057646,0.711380311,0.702559921,0.689457645,0.68798265,0.698087635
37,137,0,0,0,0,0,0
37,139,0.613818656,0.613706643,0.605857742,0.605151409,0.606744017,0.609055693
37,141,0.604429757,0.640658295,0.622376989,0.622854913,0.618238987,0.621711788
37,143,0.884508303,0.893220967,0.898774824,0.896412859,0.891301428,0.892843676
37,145,0.400363127,0.468379794,0.476839521,0.472518668,0.47264501,0.458149224
37,147,0.445860615,0.446679001,0.447525094,0.448376187,0.445463689,0.446780917
37,149,0.798704478,0.817675195,0.799422747,0.823524933,0.82538762,0.812942995
37,151,0.686246927,0.694743986,0.694282887,0.694249337,0.698138887,0.693532405
37,153,0.764836481,0.763804345,0.783597958,0.78540557,0.781839504,0.775896772
37,155,0.601159296,0.605246532,0.607740446,0.601151367,0.595018005,0.602063129
37,157,0.558215995,0.570443852,0.57623223,0.58096743,0.582343707,0.573640643
37,159,0.649617559,0.64428288,0.645100429,0.649824949,0.648585789,0.647482321
