ST,CO,2016,2017,2018,2019,2020,average
18,143,0.661543452,0.657813721,0.675991205,0.681189411,0.662092829,0.667726124
18,145,0.713672449,0.644677978,0.66607704,0.662778888,0.653961815,0.668233634
18,147,0.439504666,0.546567638,0.559821241,0.561400175,0.566187592,0.534696262
18,149,0.408213482,0.401975612,0.624543794,0.624310712,0.637639855,0.539336691
18,151,0.643558202,0.64785562,0.717631867,0.721436578,0.71578905,0.689254263
18,153,0.559447514,0.564535541,0.562788689,0.586417504,0.581369467,0.570911743
18,155,0,0,0,0,0,0
18,157,0.555826967,0.541927883,0.609683739,0.558669838,0.579299827,0.569081651
18,159,0.74191678,0.721688347,0.741721729,0.770058985,0.743051793,0.743687527
18,161,0,0.430859269,0.462606774,0.462972508,0.464020147,0.36409174
18,163,0.539768407,0.534775823,0.539308236,0.480673366,0.533896073,0.525684381
18,165,0.851193289,0.850634861,0.865277426,0.866142456,0.865956115,0.859840829
18,167,0.579230289,0.583651651,0.573926353,0.572208173,0.630524712,0.587908236
18,169,0.36335486,0.360800815,0.369280253,0.373260861,0.378234359,0.36898623
18,171,0.45035679,0.422635629,0.427233882,0.425996413,0.37241781,0.419728105
18,173,0.541646066,0.558810094,0.610401131,0.587017503,0.612820732,0.582139105
18,175,0.146267237,0.146174692,0.414272394,0.350404087,0.409780764,0.293379835
18,177,0.717848179,0.697537901,0.690050462,0.682983896,0.68825476,0.69533504
18,179,0.205284152,0.198934584,0.408470041,0.404003614,0.427523319,0.328843142
18,181,0.674625898,0.66884082,0.749587763,0.753735222,0.727759432,0.714909827
18,183,0.5173875,0.523869115,0.523259037,0.586855301,0.54958371,0.540190933
19,,,,,0.892977946,,0.892977946
19,1,0.776889982,0.764824261,0.768857712,0.768843292,0.755903916,0.767063833
19,3,0.528795033,0.481852293,0.483880452,0.48415592,0.475889507,0.490914641
19,5,0.036608769,0.023872142,0.023600999,0.023623475,0.023067173,0.026154512
19,7,0.423383698,0.404728773,0.402498831,0.403287456,0.395471641,0.40587408
19,9,0.524128262,0.556040704,0.559649209,0.560360528,0.545986184,0.549232977
19,11,0.621154064,0.613633467,0.602750245,0.604205474,0.590895505,0.606527751
19,13,0.569880735,0.589662336,0.591025561,0.592101229,0.58842718,0.586219408
19,15,0.480795796,0.493404976,0.495800797,0.479006654,0.473898155,0.484581276
19,17,0.7356303,0.714605131,0.707860889,0.714413925,0.707746152,0.716051279
19,19,0.658213464,0.635170951,0.634649487,0.636230689,0.624933688,0.637839656
19,21,0.448689603,0.431798754,0.434730948,0.442333322,0.431749863,0.437860498
19,23,0.301874673,0.303428631,0.3052067,0.268421384,0.263627849,0.288511847
19,25,0.393081504,0.452262409,0.456301441,0.517110669,0.508385273,0.465428259
19,27,0.557595696,0.556394633,0.560153076,0.561242292,0.552363806,0.557549901
19,29,0.777438184,0.79752422,0.787510529,0.787922949,0.778271047,0.785733386
19,31,0.805814584,0.80078918,0.796821238,0.797187704,0.790647359,0.798252013
19,33,0.672253368,0.660902374,0.666224115,0.668125435,0.658070154,0.665115089
19,35,0.412314023,0.410177369,0.412581106,0.440784071,0.43639267,0.422449848
19,37,0.567815263,0.581134723,0.562982433,0.570085889,0.56767699,0.56993906
19,39,0.873671763,0.878699259,0.881477944,0.881729304,0.875664713,0.878248597
19,41,0.585566071,0.576977269,0.58106614,0.598631155,0.58828709,0.586105545
19,43,0.51402764,0.529225721,0.505364084,0.505822899,0.506376037,0.512163276
19,45,0.644357156,0.641249274,0.63737754,0.636033449,0.632001203,0.638203724
19,47,0.551581213,0.552161358,0.55448566,0.553650656,0.55438462,0.553252701
19,49,0.691042229,0.691772951,0.687838642,0.690311685,0.6820291,0.688598921
19,51,0.591455283,0.560249195,0.639356565,0.641012173,0.631995671,0.612813777
19,53,0.731575227,0.717874783,0.712551353,0.712693151,0.704014498,0.715741802
19,55,0.672409621,0.66693626,0.667606655,0.66923126,0.661837928,0.667604345
19,57,0.541487914,0.549280006,0.539416831,0.54193806,0.54195361,0.542815284
19,59,0.624668634,0.621386952,0.623851258,0.601765515,0.594211045,0.613176681
19,61,0.632460353,0.636160763,0.635367577,0.638105972,0.64034675,0.636488283
19,63,0.432728159,0.438710282,0.441415065,0.427267229,0.424346379,0.432893423
19,65,0.575749754,0.55734799,0.548941477,0.549656593,0.540161941,0.554371551
19,67,0.661431086,0.654360461,0.65604194,0.668214296,0.657367491,0.659483055
19,69,0.835190824,0.836264873,0.842732101,0.84332204,0.830898971,0.837681762
19,71,0.689456769,0.684194993,0.697567449,0.697795938,0.683538816,0.690510793
19,73,0.517954162,0.513920916,0.516664701,0.526439327,0.518984282,0.518792678
19,75,0.654979689,0.666552941,0.669408835,0.670162419,0.661575273,0.664535831
19,77,0.069785952,0.060260259,0.060391117,0.060512808,0.059616836,0.062113394
19,79,0.733919663,0.718616541,0.726496323,0.732610668,0.722408094,0.726810258
19,81,0.395318547,0.395647925,0.398369926,0.396525821,0.385814551,0.394335354
19,83,0.511996233,0.536421321,0.528456591,0.505411949,0.49795311,0.516047841
19,85,0.790771143,0.785774555,0.785903708,0.785718215,0.777503873,0.785134299
19,87,0.680086709,0.702412864,0.700631048,0.707330628,0.692509958,0.696594241
19,89,0.538641389,0.544264125,0.545936558,0.54678146,0.535814061,0.542287519
19,91,0.692695824,0.683007221,0.687088433,0.659216885,0.647254265,0.673852526
19,93,0.592743061,0.59494984,0.612426648,0.624560034,0.609777954,0.606891507
19,95,0.729296244,0.743223512,0.754480778,0.755318275,0.742203491,0.74490446
19,97,0.388686285,0.388813068,0.405797172,0.406934629,0.402312104,0.398508652
19,99,0.796767625,0.798297537,0.804320952,0.806875276,0.796278426,0.800507963
19,101,0.566167277,0.547631913,0.570936502,0.572941449,0.560828544,0.563701137
19,103,0.695833561,0.694794193,0.702368158,0.707550516,0.698364305,0.699782147
19,105,0.544839097,0.565193441,0.575582539,0.576124022,0.56824453,0.565996726
19,107,0.225299122,0.223110775,0.182601949,0.182355978,0.180348462,0.198743257
19,109,0.569322964,0.568979032,0.572792027,0.553991103,0.547315964,0.562480218
19,111,0.620883782,0.61059082,0.61840566,0.62067006,0.610954657,0.616300996
19,113,0.646524748,0.644865781,0.648084156,0.645553539,0.638204435,0.644646532
19,115,0.59207759,0.584771791,0.603857101,0.604928122,0.594925831,0.596112087
19,117,0.526601633,0.522029309,0.477420948,0.478099566,0.473903859,0.495611063
19,119,0.059578039,0.061126255,0.061622262,0.057392378,0.055882254,0.059120238
19,121,0.470317708,0.522233799,0.503781103,0.504917368,0.491312897,0.498512575
19,123,0.761350803,0.761413108,0.763386133,0.764144057,0.756972896,0.761453399
19,125,0.581767728,0.595370232,0.611131542,0.613376448,0.60501663,0.601332516
19,127,0.622411151,0.635078937,0.649322358,0.651018202,0.639668598,0.639499849
19,129,0.777339153,0.776222582,0.78543045,0.780036926,0.767627755,0.777331373
19,131,0,0,0,0,0,0
19,133,0.682058117,0.701216636,0.701071947,0.696159856,0.679211274,0.691943566
19,135,0.744942104,0.737631112,0.74839457,0.747492908,0.743489586,0.744390056
19,137,0.602649757,0.61490762,0.617523349,0.618682653,0.612204586,0.613193593
19,139,0.571667834,0.573406702,0.58630197,0.583711678,0.580671691,0.579151975
19,141,0.430905893,0.432720346,0.435051624,0.446883085,0.447335919,0.438579373
19,143,0.363752299,0.379042067,0.381041961,0.413460135,0.393470959,0.386153484
19,145,0.529198081,0.525457981,0.528454051,0.529332078,0.524213453,0.527331129
19,147,0.445426033,0.453437965,0.456016729,0.452785991,0.439618412,0.449457026
19,149,0.560871839,0.57130739,0.574636657,0.572498454,0.56094095,0.568051058
19,151,0.230843749,0.220798274,0.222210694,0.223229348,0.220429876,0.223502388
19,153,0.680017516,0.68290252,0.684739001,0.683539121,0.676816079,0.681602847
19,155,0.754501243,0.756056955,0.765803494,0.776379938,0.767829869,0.7641143
19,157,0.7786279,0.773009891,0.788248669,0.788865719,0.780926336,0.781935703
19,159,0,0,0,0,0,0
19,161,0.481245777,0.438694564,0.457423494,0.530549889,0.527325925,0.48704793
19,163,0.648973426,0.652818,0.644468454,0.646681212,0.639263853,0.646440989
19,165,0.417381572,0.41123927,0.413355571,0.413896226,0.405922041,0.412358936
19,167,0.55345321,0.546376617,0.549686106,0.545423374,0.542237778,0.547435417
19,169,0.614120032,0.621887172,0.618252213,0.631756967,0.622784861,0.621760249
19,171,0.641175788,0.671139948,0.671822276,0.672564741,0.676764465,0.666693444
19,173,0,0,0,0,0,0
19,175,0.509056665,0.514162606,0.51675221,0.51781222,0.505091001,0.51257494
19,177,0,0,0,0,0,0
19,179,0.543634637,0.558748984,0.556838102,0.558931478,0.555198277,0.554670296
19,181,0.816187461,0.810426118,0.820636855,0.821733407,0.814237196,0.816644207
19,183,0.689531808,0.660639054,0.675690266,0.678481483,0.673161679,0.675500858
19,185,0.200602371,0.203351474,0.195847805,0.196344844,0.192161503,0.197661599
19,187,0.459411028,0.462502573,0.465393751,0.471806452,0.466168339,0.465056429
19,189,0,0,0,0,0,0
19,191,0.532617897,0.518101548,0.527200374,0.523484395,0.516906967,0.523662236
19,193,0.619922671,0.606291616,0.617448738,0.634845454,0.627816247,0.621264945
19,195,0.638368803,0.653956706,0.629681982,0.640840028,0.625122835,0.637594071
19,197,0.445672369,0.35250735,0.321189535,0.291962484,0.286108963,0.33948814
20,1,0.555024808,0.559588804,0.573525238,0.532022868,0.518781402,0.547788624
20,3,0.659466094,0.672668684,0.646969865,0.650074112,0.640810426,0.653997836
20,5,0.35530082,0.35795855,0.35850526,0.37312193,0.37940893,0.364859098
20,7,0,0,0,0,0,0
20,9,0.485847943,0.483427346,0.502282904,0.50314981,0.521329213,0.499207443
20,11,0.691605506,0.694587542,0.67675678,0.688091689,0.675399013,0.685288106
20,13,0.58569365,0.581452843,0.582007335,0.612976235,0.607077168,0.593841446
20,15,0.716517518,0.717707595,0.740163721,0.717267724,0.717682797,0.721867871
20,17,0.883732311,0.888744582,0.890316744,0.898857891,0.888283356,0.889986977
20,19,0.611184222,0.610617744,0.614120363,0.618707831,0.619207205,0.614767473
20,21,0.525602474,0.527807895,0.554597245,0.560721402,0.551561896,0.544058182
20,23,0,0,0,0,0,0
20,25,0.398198661,0.398126444,0.364433125,0.364370213,0.335425417,0.372110772
20,27,0.30510279,0.308826963,0.309803132,0.313909699,0.315583059,0.310645129
20,29,0.634282666,0.647860846,0.649172025,0.666284709,0.661783657,0.651876781
20,31,0.71834334,0.720797291,0.725054034,0.730044457,0.734282355,0.725704295
20,33,0,0,0,0,0,0
20,35,0.451853801,0.450555068,0.457239789,0.461134218,0.469458579,0.458048291
20,37,0.322705872,0.324898632,0.334390467,0.331100321,0.308525574,0.324324173
20,39,0.612417798,0.581367403,0.581354523,0.587978446,0.570036377,0.586630909
20,41,0.598418617,0.613733444,0.615232043,0.586236752,0.583434607,0.599411093
20,43,0.652363597,0.662100843,0.662859558,0.685688172,0.6925428,0.671110994
20,45,0.521008273,0.544544773,0.550423523,0.550054514,0.548296814,0.542865579
20,47,0.734181738,0.73198486,0.760487972,0.763523531,0.752823058,0.748600232
20,49,0,0,0,0,0,0
20,51,0.724894131,0.725161324,0.728340779,0.718369371,0.713342289,0.722021579
20,53,0.778319786,0.789825203,0.79104556,0.802205584,0.802263081,0.792731843
20,55,0.506933938,0.507793157,0.487435164,0.486980786,0.476578002,0.493144209
20,57,0.59029046,0.592112256,0.584379471,0.587028448,0.569771615,0.58471645
20,59,0.691154983,0.692788803,0.70426588,0.712486919,0.707801398,0.701699597
20,61,0.723675285,0.736315564,0.741412519,0.742482281,0.736483883,0.736073906
20,63,0.891306414,0.901181528,0.901688315,0.892005961,0.871288001,0.891494044
20,65,0,0,0,0,0,0
20,67,0,0,0,0,0,0
20,69,0.47007164,0.471205404,0.452150473,0.454324421,0.443878024,0.458325992
20,71,0,0,0,0,0,0
20,73,0.716790841,0.719377236,0.714511145,0.717996079,0.724297257,0.718594512
20,75,0.502298695,0.502748506,0.428506852,0.428246486,0.520067355,0.476373579
20,77,0,0,0,0,0,0
20,79,0.623729458,0.628842555,0.628379115,0.626906426,0.6575924,0.633089991
20,81,0.428638881,0.430371468,0.417563559,0.420035345,0.401543996,0.41963065
20,83,0,0,0,0,0,0
20,85,0.716961226,0.71639712,0.71636016,0.718798401,0.723466774,0.718396736
20,87,0.513077005,0.518964912,0.519283906,0.511255382,0.515655368,0.515647315
20,89,0.359073641,0.368382791,0.369423247,0.316633138,0.31903849,0.346510261
20,91,0.560736475,0.552082931,0.53232632,0.528501315,0.518916645,0.538512737
20,93,0.496367292,0.496489694,0.511438467,0.514383007,0.52281272,0.508298236
20,95,0.657864455,0.655584202,0.636794536,0.634879167,0.646840564,0.646392585
20,97,0.826466495,0.828854447,0.821714758,0.823281451,0.81779488,0.823622406
20,99,0.376492173,0.379381109,0.39004225,0.40293215,0.427693315,0.395308199
20,101,0,0,0,0,0,0
20,103,0.503964377,0.492622571,0.491856201,0.503335703,0.486625416,0.495680854
20,105,0.58584737,0.623371559,0.626981469,0.617480035,0.621130595,0.614962206
20,107,0.536461604,0.539592997,0.515556828,0.517851093,0.576000628,0.53709263
20,109,0.552084115,0.536053345,0.535319947,0.536620185,0.52088634,0.536192786
20,111,0.705707006,0.712128645,0.717265006,0.737698229,0.733132668,0.721186311
20,113,0.620801728,0.615031492,0.615721762,0.592168394,0.626055209,0.613955717
20,115,0.372879983,0.375504868,0.375853042,0.385596045,0.385255304,0.379017848
20,117,0.660997029,0.640023009,0.639890544,0.640293141,0.646816517,0.645604048
20,119,0.720738426,0.721670621,0.701220422,0.704105504,0.666528223,0.702852639
20,121,0.594688924,0.599383145,0.608493765,0.619425445,0.629337616,0.610265779
20,123,0.494451167,0.512592133,0.51327022,0.493439958,0.476848066,0.498120309
20,125,0.649067007,0.652899301,0.643095267,0.648449987,0.650932531,0.648888819
20,127,0.203403194,0.200685813,0.20067262,0.189771472,0.190175265,0.196941673
20,129,0,0,0,0,0,0
20,131,0.432003338,0.424136331,0.424327208,0.440925636,0.448278844,0.433934271
20,133,0.286170697,0.288492246,0.302145099,0.306539757,0.259522219,0.288574004
20,135,0,0,0,0,0,0
20,137,0.431114247,0.405127943,0.406009892,0.397395121,0.400072391,0.407943919
20,139,0.64953382,0.647920525,0.652050091,0.646473632,0.639790174,0.647153648
20,141,0.257296355,0.255295355,0.256117458,0.23524402,0.225556676,0.245901973
20,143,0.663985826,0.658847737,0.659186862,0.683007676,0.675557093,0.668117039
20,145,0.419609744,0.418545955,0.40842305,0.409542029,0.413889698,0.414002095
20,147,0.636210654,0.602445451,0.602106237,0.580254549,0.576729838,0.599549346
20,149,0.488931592,0.496053963,0.490129774,0.487553112,0.495548731,0.491643434
20,151,0.79046774,0.788915416,0.754525958,0.759362464,0.768526477,0.772359611
20,153,0,0,0,0,0,0
20,155,0.44422436,0.440572051,0.46040568,0.465536425,0.475356838,0.457219071
20,157,0.790441259,0.792248582,0.793214348,0.788113979,0.779111975,0.788626029
20,159,0.571481616,0.568570163,0.510158959,0.512349365,0.525845928,0.537681206
20,161,0.619422135,0.618390685,0.623224621,0.614539652,0.625522685,0.620219956
20,163,0.501259075,0.505474492,0.505773444,0.5125109,0.496338811,0.504271344
20,165,0.509547635,0.503611283,0.519350088,0.524550751,0.519104625,0.515232876
20,167,0.758311091,0.751775335,0.753073729,0.681401842,0.699085333,0.728729466
20,169,0.586140937,0.581425,0.584702282,0.581442009,0.590028153,0.584747676
20,171,0.626332825,0.627234649,0.66933994,0.670912787,0.640183533,0.646800747
20,173,0.455149173,0.459282765,0.488488585,0.488063802,0.493822411,0.476961347
20,175,0.572638205,0.575352624,0.581590564,0.58497745,0.590378578,0.580987484
20,177,0.577803933,0.585332426,0.585625399,0.555679453,0.576869645,0.576262171
20,179,0.205050046,0.25504325,0.254311411,0.235351076,0.2231626,0.234583677
20,181,0.780409059,0.811442123,0.812471296,0.808696482,0.798662123,0.802336217
20,183,0.573522917,0.565741083,0.566627883,0.543434399,0.532557625,0.556376781
20,185,0.71174921,0.709578426,0.413165469,0.424104583,0.438781824,0.539475902
20,187,0,0,0,0,0,0
20,189,0,0,0,0,0,0
20,191,0.603304682,0.608474501,0.596803052,0.592796245,0.599202919,0.60011628
20,193,0.768012246,0.789258069,0.788770474,0.776286723,0.770987208,0.778662944
20,195,0.850086867,0.847520265,0.848278223,0.851221793,0.839489868,0.847319403
20,197,0.785153596,0.786448276,0.786899123,0.787779294,0.778869835,0.785030025
20,199,0,0,0,0,0,0
20,201,0.318318341,0.303144207,0.303182889,0.291183195,0.294313964,0.302028519
20,203,0,0,0,0,0,0
20,205,0.558121581,0.562058778,0.552267795,0.5634237,0.568218838,0.560818138
20,207,0.851200176,0.85375943,0.847491589,0.850581009,0.856339298,0.8518743
20,209,0.734211701,0.735641443,0.734995545,0.733917978,0.720134144,0.731780162
21,1,0.495793472,0.490257399,0.489207831,0.508908029,0.494456907,0.495724728
21,3,0.392680934,0.391283705,0.385307959,0.407032494,0.406457394,0.396552497
21,5,0.71174611,0.711644465,0.713441048,0.718096274,0.68663834,0.708313247
21,7,0.627290115,0.627279602,0.627998861,0.599935946,0.599671429,0.616435191
21,9,0.438332573,0.440922904,0.442145917,0.447304026,0.436189812,0.440979046
21,11,0.634962702,0.641593263,0.643225662,0.654762492,0.609956233,0.63690007
21,13,0.68956217,0.672946849,0.68002291,0.695354819,0.706074462,0.688792242
21,15,0.714856043,0.720051998,0.719468605,0.716545343,0.712394545,0.716663307
21,17,0.510783085,0.511909764,0.50787042,0.517828096,0.488802313,0.507438736
21,19,0.673057659,0.678211713,0.678491355,0.698003825,0.681454601,0.681843831
21,21,0.391043003,0.403826276,0.397142025,0.402131564,0.392207898,0.397270153
21,23,0.616798143,0.622193519,0.630282392,0.630514467,0.624096257,0.624776956
21,25,0.549242843,0.541054723,0.553921797,0.55199983,0.551434242,0.549530687
21,27,0,0,0,0,0,0
21,29,0.645421944,0.653941303,0.652378933,0.646150547,0.642486581,0.648075862
21,31,0.497705637,0.499017352,0.482879262,0.505338827,0.48891869,0.494771954
21,33,0.522506193,0.510475834,0.519215929,0.515298638,0.516817144,0.516862748
21,35,0.493093493,0.508954177,0.513418042,0.525294553,0.536996753,0.515551404
21,37,0.68606116,0.689590032,0.676890476,0.688522304,0.677390778,0.68369095
21,39,0,0,0,0,0,0
21,41,0.688093071,0.706475094,0.697754518,0.701781334,0.716456605,0.702112124
21,43,0.693780275,0.678811404,0.685899878,0.692438679,0.66150966,0.682487979
21,45,0.530071739,0.534842672,0.535054791,0.543300264,0.53957186,0.536568265
21,47,0.787810429,0.788429865,0.773897801,0.780414706,0.772826979,0.780675956
21,49,0.72452652,0.719289345,0.719417969,0.733268557,0.745040014,0.728308481
21,51,0.380340468,0.409120208,0.40400082,0.414244466,0.399905183,0.401522229
21,53,0.354938111,0.35556944,0.359068921,0.358932406,0.369673199,0.359636415
21,55,0,0,0,0,0,0
21,57,0,0,0,0,0,0
21,59,0.420539519,0.422813256,0.417466773,0.420649934,0.415796021,0.419453101
21,61,0.377635494,0.385769284,0.385632143,0.383795464,0.367669763,0.38010043
21,63,0,0,0,0,0,0
21,65,0,0,0,0,0,0
21,67,0.714608669,0.715591584,0.721930817,0.723433947,0.723306692,0.719774342
21,69,0.063774213,0.065505848,0.069785288,0.074007069,0.074352449,0.069484973
21,71,0.62802191,0.629839453,0.63232425,0.645923254,0.648794551,0.636980684
21,73,0.724037114,0.723196355,0.723865817,0.725748911,0.699738951,0.71931743
21,75,0.193251572,0.200791716,0.215574237,0.21330101,0.218182572,0.208220221
21,77,0.79374038,0.795180118,0.783601214,0.8066733,0.800695187,0.79597804
21,79,0.617496589,0.624141377,0.612235906,0.611265281,0.607680893,0.614564009
21,81,0.848076752,0.843474665,0.844868811,0.835779636,0.831602461,0.840760465
21,83,0.563816727,0.568818107,0.572181598,0.573956578,0.586352057,0.573025013
21,85,0.486419203,0.475381558,0.492181582,0.499214571,0.47803135,0.486245653
21,87,0,0,0,0,0,0
21,89,0.550404651,0.544976944,0.566052201,0.670124618,0.666502906,0.599612264
21,91,0,0,0,0,0,0
21,93,0.61821375,0.620286288,0.619732996,0.634958132,0.621581981,0.622954629
21,95,0.429682695,0.434314305,0.41354181,0.428381779,0.452958734,0.431775865
21,97,0,0,0,0,0,0
21,99,0.754693826,0.763951592,0.765955769,0.769325306,0.756119786,0.762009256
21,101,0.652450081,0.648663473,0.64952097,0.658856305,0.655296375,0.652957441
21,103,0.714075644,0.728314587,0.709728317,0.71551161,0.727105037,0.718947039
21,105,0.267382172,0.292375785,0.28776495,0.289561288,0.289079154,0.28523267
21,107,0.565705998,0.556869036,0.55872816,0.560675579,0.556911668,0.559778088
21,109,0,0,0,0,0,0
21,111,0.692620418,0.689940005,0.693214251,0.692257089,0.68485805,0.690577963
21,113,0.49898141,0.481927366,0.474206952,0.483731795,0.471156876,0.48200088
21,115,0.47167059,0.442471391,0.455796392,0.467660558,0.451577552,0.457835297
21,117,0.651039815,0.655823331,0.648345241,0.646614949,0.636430262,0.64765072
21,119,0.543289298,0.542514524,0.533983219,0.541670319,0.512665217,0.534824515
21,121,0.73966622,0.736285139,0.74184805,0.744650105,0.731068492,0.738703601
21,123,0.396918301,0.392672686,0.398819542,0.395631946,0.385512253,0.393910946
21,125,0.671278872,0.659184559,0.626121611,0.655596936,0.647135476,0.651863491
21,127,0.619003535,0.63380253,0.626252922,0.621288928,0.610614481,0.622192479
21,129,0,0,0,0,0,0
21,131,0.337202689,0.334693673,0.320362122,0.361543246,0.337651632,0.338290672
21,133,0.630131798,0.637258818,0.661125162,0.671878956,0.637423354,0.647563618
21,135,0.661924479,0.676681546,0.693587818,0.692046186,0.681901888,0.681228383
21,137,0.723341839,0.726191848,0.719639794,0.72301747,0.710635269,0.720565244
21,139,0.409286468,0.415636546,0.420390627,0.431830658,0.425103571,0.420449574
21,141,0.49730955,0.491146303,0.496746679,0.511097211,0.522611865,0.503782322
21,143,0.808055911,0.789382091,0.805231159,0.797452745,0.792193454,0.798463072
21,145,0.660834518,0.668322482,0.671082445,0.663381866,0.660514685,0.664827199
21,147,0.781856791,0.784337115,0.777735928,0.777232563,0.770288903,0.77829026
21,149,0,0,0,0,0,0
21,151,0.670703419,0.667638658,0.663958768,0.665564031,0.661572897,0.665887555
21,153,0.552131077,0.549450061,0.534919967,0.580997193,0.590371066,0.561573873
21,155,0.390055652,0.391557356,0.376078391,0.382156281,0.382763428,0.384522222
21,157,0.646491787,0.626101608,0.624986616,0.629994905,0.63227884,0.631970751
21,159,0,0,0,0,0,0
21,161,0.533613485,0.537671139,0.54386668,0.554521761,0.555605909,0.545055795
21,163,0.127561152,0.127444751,0.122285769,0.123863665,0.127297499,0.125690567
21,165,0,0,0,0,0,0
21,167,0.62563563,0.632451984,0.620770727,0.638851466,0.625534164,0.628648794
21,169,0.380199079,0.351978635,0.368081454,0.380860896,0.345571274,0.365338268
21,171,0,0,0,0,0,0
21,173,0.383825578,0.385229578,0.400451848,0.413833119,0.402488412,0.397165707
21,175,0.110292517,0.110412205,0.105780325,0.108196356,0.113276529,0.109591586
21,177,0.353056602,0.353785715,0.344194413,0.339089699,0.346199992,0.347265284
21,179,0.31890968,0.313470182,0.31853584,0.319998518,0.32132003,0.31844685
21,181,0.519448249,0.519705424,0.534258341,0.561614949,0.554168613,0.537839115
21,183,0.564596762,0.552620925,0.541121036,0.565640559,0.543635715,0.553522999
21,185,0.553649809,0.562940656,0.537418288,0.537211328,0.564289727,0.551101962
21,187,0,0,0,0,0,0
21,189,0,0,0,0,0,0
21,191,0.178155609,0.180150135,0.178915248,0.182035395,0.151724508,0.174196179
21,193,0.650817619,0.627191706,0.632157593,0.633283387,0.629531446,0.63459635
21,195,0.661171734,0.650690367,0.656239781,0.664682154,0.649116937,0.656380195
21,197,0.637908135,0.612551619,0.604560765,0.623890572,0.587884643,0.613359147
21,199,0.654698524,0.65495286,0.661805028,0.665087777,0.638962605,0.655101359
21,201,0.189684795,0.200517237,0.208357931,0.21223485,0.213568555,0.204872674
21,203,0.877455748,0.870204524,0.862926376,0.860323027,0.854480156,0.865077966
21,205,0.421125529,0.427087844,0.431469894,0.434004997,0.357675483,0.414272749
21,207,0.718554895,0.724093537,0.721060774,0.726482626,0.72088105,0.722214576
21,209,0.753174045,0.739980879,0.739451111,0.719173509,0.714034264,0.733162762
21,211,0.631275328,0.64810348,0.653043594,0.656645142,0.631209964,0.644055502
21,213,0.682892152,0.695730338,0.691004694,0.692178893,0.67665939,0.687693093
21,215,0,0,0,0,0,0
21,217,0.405589789,0.404751388,0.403913805,0.401384975,0.408481103,0.404824212
21,219,0.444749972,0.451494402,0.433474232,0.461255482,0.454414848,0.449077787
21,221,0.876147015,0.880650026,0.885058948,0.890892833,0.87880949,0.882311662
21,223,0.148115827,0.155515483,0.14819435,0.145498421,0.157931234,0.151051063
21,225,0,0,0,0,0,0
21,227,0.681157892,0.670657254,0.674753938,0.68230529,0.685184839,0.678811843
21,229,0.500795388,0.512521725,0.511276504,0.517097426,0.500926614,0.508523531
21,231,0,0,0,0,0,0
21,233,0.388794458,0.377704766,0.393818857,0.395212177,0.389670388,0.389040129
21,235,0.711427776,0.703309784,0.677939458,0.706011617,0.695206368,0.698779001
21,237,0.703343243,0.695517941,0.728791846,0.706741628,0.679806042,0.70284014
21,239,0.758686733,0.763529761,0.762560973,0.762356321,0.723465223,0.754119802
22,,,,,0.229430311,,0.229430311
22,1,0.591028713,0.592059277,0.593313529,0.649137963,0.554090341,0.595925965
22,3,0.655535605,0.660770248,0.662950703,0.652334165,0.56579044,0.639476232
22,5,0.703099575,0.707777012,0.709792325,0.670042366,0.673381917,0.692818639
22,7,0.165476913,0.163880481,0.153604642,0.078013906,0.034839676,0.119163124
22,9,0.163276744,0.165575511,0.175101706,0.202410633,0.216906034,0.184654126
22,11,0.571471336,0.626209042,0.635689592,0.651991439,0.574711142,0.61201451
22,13,0.64143699,0.64810816,0.660314361,0.657065574,0.67775106,0.656935229
22,15,0.708512749,0.712401916,0.715614797,0.648209843,0.610806742,0.679109209
22,17,0.646753482,0.649334744,0.657858707,0.685561533,0.688011193,0.665503932
22,19,0.655704308,0.659813156,0.671863835,0.624728364,0.613566481,0.645135229
22,21,0.644900491,0.647657371,0.656064982,0.775567978,0.82528838,0.70989584
22,23,0,0,0,0,0,0
22,25,0.612254079,0.599038474,0.600165593,0.616005456,0.817147599,0.64892224
22,27,0,0,0,0,0,0
22,29,0.773873054,0.773889611,0.774594991,0.656097824,0.64130764,0.723952624
22,31,0.692647006,0.720974891,0.728345932,0.734400393,0.729416411,0.721156927
22,33,0.696401213,0.696511387,0.69619373,0.618827535,0.632610036,0.66810878
22,35,0.670308804,0.667431871,0.660045526,0.645933013,0.668527595,0.662449362
22,37,0.120711339,0.12285048,0.114351739,0.043845232,0.021148566,0.084581471
22,39,0.099136371,0.100662912,0.097148499,0.12394998,0.129657911,0.110111135
22,41,0.437342601,0.437978172,0.458233669,0.459744313,0.580295317,0.474718814
22,43,0.526454296,0.560137711,0.562983011,0.506787907,0.670977338,0.565468053
22,45,0.41788852,0.416025454,0.419009222,0.310287377,0.380300841,0.388702283
22,47,0.776238848,0.775957584,0.784712369,0.729892918,0.756865777,0.764733499
22,49,0.562250926,0.565921195,0.549586777,0.515042157,0.571966772,0.552953565
22,51,0.66324971,0.671814516,0.673159623,0.649669087,0.603394527,0.652257493
22,53,0.729489852,0.731395414,0.729322687,0.620639999,0.473247307,0.656819052
22,55,0.669852338,0.671631973,0.676574177,0.53375261,0.612945305,0.632951281
22,57,0.240438227,0.239832611,0.258127003,0.209122692,0.228442491,0.235192605
22,59,0.627999459,0.63007589,0.631877974,0.632847086,0.567764106,0.618112903
