"","YEAR","Full_FIPS_Code","fips_year","Log_predictions","Predictions"
"100",2005,"12069","12069-2005",8.53315873044606,5080.46834614562
"101",2005,"12071","12071-2005",10.7931265014495,48685.0120756646
"102",2005,"12073","12073-2005",11.0191832102131,61033.8074554511
"103",2005,"12081","12081-2005",10.1259385508534,24982.6921690622
"104",2005,"12083","12083-2005",8.76887320936952,6430.92207755415
"105",2005,"12086","12086-2005",13.3142039392241,605738.672911261
"106",2005,"12091","12091-2005",9.84887389836829,18937.017783847
"107",2005,"12095","12095-2005",12.1818849505022,195220.496596052
"108",2005,"12097","12097-2005",9.63750422658877,15329.0381450785
"109",2005,"12099","12099-2005",12.3950199667039,241595.463195917
"110",2005,"12101","12101-2005",10.3765218357646,32097.1280338371
"111",2005,"12103","12103-2005",12.169755056513,192866.79659267
"112",2005,"12105","12105-2005",10.646766304929,42056.3769256321
"113",2005,"12111","12111-2005",9.05317523854521,8545.6293025683
"114",2005,"12115","12115-2005",10.3521122793442,31323.1362047901
"115",2005,"12117","12117-2005",10.2044638611566,27023.5465980772
"116",2005,"12127","12127-2005",10.7968342629017,48865.8595492034
"117",2005,"13013","13013-2005",7.90573960169245,2712.80816793033
"118",2005,"13015","13015-2005",7.77337189267754,2376.47099885265
"119",2005,"13021","13021-2005",9.8644868798093,19235.0012430215
"120",2005,"13045","13045-2005",8.99823611778341,8088.80364001117
"121",2005,"13047","13047-2005",7.59217056847707,1982.61224235147
"122",2005,"13051","13051-2005",11.1319178444039,68317.2683437301
"123",2005,"13053","13053-2005",8.31553427353859,4086.86835974511
"124",2005,"13057","13057-2005",8.40752613413708,4480.66223204227
"125",2005,"13059","13059-2005",9.85873155577328,19124.6155354916
"126",2005,"13063","13063-2005",11.0145103443875,60749.2699828555
"127",2005,"13067","13067-2005",11.2701446083833,78444.3400541125
"128",2005,"13073","13073-2005",8.42632574247633,4565.69370192924
"129",2005,"13077","13077-2005",8.78679552957768,6547.21815711582
"130",2005,"13089","13089-2005",13.0416901813641,461247.55862277
"131",2005,"13095","13095-2005",9.17390550276611,9642.20892319625
"132",2005,"13097","13097-2005",8.77541603696017,6473.13644201608
"133",2005,"13113","13113-2005",8.84317509469562,6926.95148812383
"134",2005,"13115","13115-2005",8.39112011351524,4407.75211287475
"135",2005,"13117","13117-2005",9.66400882794419,15740.7603543764
"136",2005,"13121","13121-2005",13.1647737748322,521661.283899823
"137",2005,"13127","13127-2005",7.9182470271688,2746.95149135728
"138",2005,"13135","13135-2005",11.0985724084353,66076.762175214
"139",2005,"13139","13139-2005",9.86301410816873,19206.6933293477
"140",2005,"13151","13151-2005",9.32538872116634,11219.2768055539
"141",2005,"13153","13153-2005",7.20631783401006,1347.91985372364
"142",2005,"13177","13177-2005",7.01903377925142,1117.70614497485
"143",2005,"13179","13179-2005",7.99570343759566,2968.17759057217
"144",2005,"13185","13185-2005",8.38502450197941,4380.96589039189
"145",2005,"13215","13215-2005",10.6170064143742,40823.2240096943
"146",2005,"13217","13217-2005",8.78986818666231,6567.36645191928
"147",2005,"13223","13223-2005",8.52966284592933,5062.73862410352
"148",2005,"13225","13225-2005",7.39873326883079,1633.9133895288
"149",2005,"13245","13245-2005",10.0952221405664,24226.9793555947
"150",2005,"13247","13247-2005",9.17648988800672,9667.16033376525
"151",2005,"13255","13255-2005",7.76103910743778,2347.34247947938
"152",2005,"13295","13295-2005",8.04310626936863,3112.26572657116
"153",2005,"13297","13297-2005",7.12207311240356,1239.01639303795
"154",2005,"13313","13313-2005",8.70262849530048,6018.71159901718
"155",2005,"15003","15003-2005",13.3784728757115,645947.090210495
"156",2005,"16001","16001-2005",9.14035276540166,9324.05375530876
"157",2005,"16005","16005-2005",9.16592531425317,9565.56848759654
"158",2005,"16019","16019-2005",9.42113130104289,12346.5419777032
"159",2005,"16027","16027-2005",8.5180419521641,5004.245605236
"160",2005,"16045","16045-2005",5.5979458630299,269.871484683752
"161",2005,"16069","16069-2005",8.03309378171864,3081.25968724228
"162",2005,"17007","17007-2005",7.26750690102469,1432.97345133654
"163",2005,"17019","17019-2005",12.0602627606382,172864.401647533
"164",2005,"17027","17027-2005",7.76966281526283,2367.6728106113
"165",2005,"17031","17031-2005",15.9167111753036,8175980.24581049
"166",2005,"17037","17037-2005",9.20228929428509,9919.81245431407
"167",2005,"17039","17039-2005",6.98398059934001,1079.20571378175
"168",2005,"17043","17043-2005",13.152899826354,515503.734251622
"169",2005,"17053","17053-2005",6.99011609934571,1085.84753505646
"170",2005,"17063","17063-2005",9.05001388834276,8518.65623376517
"171",2005,"17077","17077-2005",8.37367360366044,4331.5191553658
"172",2005,"17089","17089-2005",11.0890533112627,65450.7552924241
"173",2005,"17091","17091-2005",9.70741885253971,16439.1152876078
"174",2005,"17093","17093-2005",9.1903648228442,9802.22640308153
"175",2005,"17097","17097-2005",12.5326256182627,277236.335529884
"176",2005,"17111","17111-2005",11.2569159681841,77413.461696644
"177",2005,"17113","17113-2005",10.0712586834718,23653.3180806391
"178",2005,"17115","17115-2005",9.48837279616542,13205.2901359758
"179",2005,"17119","17119-2005",10.4234287261316,33638.5740994047
"180",2005,"17133","17133-2005",7.19650165760022,1334.75316365479
"181",2005,"17143","17143-2005",10.8141633674487,49720.0408611075
"182",2005,"17161","17161-2005",10.086978563986,24028.0833296323
"183",2005,"17163","17163-2005",11.4625636293698,95088.5298093115
"184",2005,"17167","17167-2005",10.5773569244821,39236.2728009252
"185",2005,"17179","17179-2005",8.60494911611631,5458.60813611757
"186",2005,"17183","17183-2005",8.60292885237905,5447.59144010706
"187",2005,"17197","17197-2005",11.8299136038905,137298.628672912
"188",2005,"17199","17199-2005",8.37178405964983,4323.34228699816
"189",2005,"17201","17201-2005",10.9479381730808,56836.7369587015
"190",2005,"18003","18003-2005",10.6626516666495,42729.7922477345
"191",2005,"18005","18005-2005",8.88537522426215,7225.52535810846
"192",2005,"18011","18011-2005",7.44001939576194,1702.78324760898
"193",2005,"18019","18019-2005",9.0943616751601,8904.94193456986
"194",2005,"18035","18035-2005",9.89743104007985,19879.235824889
"195",2005,"18039","18039-2005",9.7008048357129,16330.7454774064
"196",2005,"18043","18043-2005",8.60734690094571,5471.71240822999
"197",2005,"18057","18057-2005",8.16702989407912,3522.86512712634
"198",2005,"18059","18059-2005",7.08035853024543,1188.3945175158
"199",2005,"18063","18063-2005",8.38192065655561,4367.38913044302
"200",2005,"18067","18067-2005",8.62966253979464,5595.18978029555
"201",2005,"18081","18081-2005",8.36438789506199,4291.48409531727
"202",2005,"18089","18089-2005",11.3560482090502,85480.897511985
"203",2005,"18091","18091-2005",10.1609020526442,25871.6241039752
"204",2005,"18095","18095-2005",9.20799685051726,9976.5922244361
"205",2005,"18097","18097-2005",12.4110272698645,245493.873291977
"206",2005,"18105","18105-2005",9.86793936060049,19301.5244843604
"207",2005,"18109","18109-2005",7.58255041344085,1963.63065450343
"208",2005,"18127","18127-2005",9.6636410924255,15734.9729818795
"209",2005,"18141","18141-2005",11.0059282784439,60230.1465040011
"210",2005,"18157","18157-2005",9.84822803952694,18924.791092266
"211",2005,"18163","18163-2005",10.5109984719284,36717.1222633307
"212",2005,"18167","18167-2005",8.73031721828128,6187.69064850139
"213",2005,"18173","18173-2005",7.16059476141177,1287.67656553095
"214",2005,"19013","19013-2005",9.16536061715064,9560.16836364816
"215",2005,"19049","19049-2005",8.5314453656978,5071.77110367862
"216",2005,"19061","19061-2005",9.68143377328949,16017.4458573586
"217",2005,"19103","19103-2005",10.0217685944178,22511.207930647
"218",2005,"19113","19113-2005",8.86411378159327,7073.52189742736
"219",2005,"19153","19153-2005",11.4935305866166,98079.1992238647
"220",2005,"19155","19155-2005",8.98628899212983,7992.74066735608
"221",2005,"19163","19163-2005",9.79881835843244,18012.4480902952
"222",2005,"19169","19169-2005",9.94050330533932,20754.1873508167
"223",2005,"19181","19181-2005",8.5541829867089,5188.41215769304
"224",2005,"19193","19193-2005",9.40753765974832,12179.8431041509
"225",2005,"20015","20015-2005",8.09550226658741,3279.6837091372
"226",2005,"20045","20045-2005",9.419676711712,12328.595884731
"227",2005,"20079","20079-2005",6.95040898008378,1043.5764428965
"228",2005,"20091","20091-2005",10.2092807806834,27154.0308611689
"229",2005,"20103","20103-2005",7.67407606404576,2151.83460958412
"230",2005,"20161","20161-2005",8.14256899550177,3437.73806724228
"231",2005,"20173","20173-2005",10.4575574301576,34806.4303949846
"232",2005,"20177","20177-2005",9.84419173495911,18848.5588233591
"233",2005,"20209","20209-2005",10.4188233015306,33484.0103716918
"234",2005,"21015","21015-2005",9.29950798664404,10932.6388803321
"235",2005,"21017","21017-2005",7.54277257050073,1887.05477121929
"236",2005,"21019","21019-2005",7.69114880801557,2188.88773014769
"237",2005,"21029","21029-2005",7.22498505062179,1373.31808522427
"238",2005,"21037","21037-2005",9.30136572150367,10952.9677016213
"239",2005,"21047","21047-2005",7.44266138276041,1707.2879268421
"240",2005,"21049","21049-2005",8.24451300816552,3806.68118388831
"241",2005,"21059","21059-2005",8.56034010961911,5220.45639798631
"242",2005,"21067","21067-2005",10.9995005556935,59844.2453824108
"243",2005,"21089","21089-2005",7.80878829026539,2462.14522171148
"244",2005,"21093","21093-2005",7.80777248341411,2459.64542759536
"245",2005,"21101","21101-2005",7.75122997283593,2324.42964241376
"246",2005,"21111","21111-2005",12.4712322653876,260727.809170104
"247",2005,"21113","21113-2005",7.41599050058271,1662.35491671856
"248",2005,"21117","21117-2005",10.7646116170882,47316.3706476745
"249",2005,"21185","21185-2005",7.98075230141228,2924.13006399923
"250",2005,"21209","21209-2005",8.88987828900181,7258.13573478775
"251",2005,"21211","21211-2005",7.41244778908557,1656.47609248054
"252",2005,"21227","21227-2005",7.6378947211048,2075.36998149373
"253",2005,"21239","21239-2005",7.39780865723244,1632.40335246461
"254",2005,"22005","22005-2005",7.85671513430108,2583.02154542299
"255",2005,"22017","22017-2005",10.5943485923987,39908.6588212815
"256",2005,"22019","22019-2005",9.49701013053465,13319.8426443138
"257",2005,"22033","22033-2005",11.4665175714511,95465.2486201634
"258",2005,"22055","22055-2005",9.04322907188793,8461.05434486812
"259",2005,"22057","22057-2005",8.77298940923758,6457.44759287061
"260",2005,"22063","22063-2005",7.52985252653624,1862.83076519336
"261",2005,"22073","22073-2005",9.98532440364315,21705.5746672221
"262",2005,"22079","22079-2005",9.68950576035209,16147.2617041465
"263",2005,"22093","22093-2005",8.48610029742947,4846.92759403894
"264",2005,"22099","22099-2005",7.03639716704142,1137.28277668978
"265",2005,"22105","22105-2005",8.47092282243432,4773.91891685528
"266",2005,"22121","22121-2005",7.40847774348821,1649.91284368138
"267",2005,"23001","23001-2005",8.25806316072376,3858.61334443123
"268",2005,"23005","23005-2005",10.4413367465204,34246.4006110755
"269",2005,"24001","24001-2005",8.26583005352796,3888.69946725136
"270",2005,"24003","24003-2005",11.7999930034381,133251.420640461
"271",2005,"24005","24005-2005",12.6913781640379,324934.260035699
"272",2005,"24013","24013-2005",9.89810938190042,19892.7253166359
"273",2005,"24015","24015-2005",8.90077085911974,7337.62763680072
"274",2005,"24017","24017-2005",11.4723474725737,96023.4270618861
"275",2005,"24021","24021-2005",10.9903959185336,59301.8581084936
"276",2005,"24025","24025-2005",10.3180656739234,30274.6398962194
"277",2005,"24027","24027-2005",11.6095602855393,110145.807033775
"278",2005,"24031","24031-2005",14.1534885975129,1402109.71210504
"279",2005,"24033","24033-2005",14.1212613022773,1357643.86391628
"280",2005,"24039","24039-2005",8.53381464022335,5083.80176809959
"281",2005,"24043","24043-2005",10.0268356492192,22625.5629317328
"282",2005,"24045","24045-2005",9.12200256574582,9154.51579237898
"283",2005,"24510","24510-2005",14.0392307777982,1250721.04353127
"284",2005,"25005","25005-2005",11.371692144897,86828.6699345553
"285",2005,"25009","25009-2005",11.9748231881332,158708.297309788
"286",2005,"25013","25013-2005",11.4873568937567,97475.5536503966
"287",2005,"25015","25015-2005",10.5258197538962,37265.3699158543
"288",2005,"25017","25017-2005",13.5046655418999,732827.44354987
"289",2005,"25021","25021-2005",13.0081218219486,446021.226067193
"290",2005,"25023","25023-2005",11.8782470461337,144097.732481294
"291",2005,"25025","25025-2005",14.7079191067735,2441001.84881018
"292",2005,"25027","25027-2005",11.6526144618181,114991.611570316
"293",2005,"26017","26017-2005",9.52612533826852,13713.353405961
"294",2005,"26021","26021-2005",9.50392820493732,13412.3097852519
"295",2005,"26025","26025-2005",9.44836098414269,12687.3534393955
"296",2005,"26045","26045-2005",10.0488420632862,23128.9894275204
"297",2005,"26049","26049-2005",11.4334019223553,92355.6276782862
"298",2005,"26065","26065-2005",11.961431610937,156597.110505802
"299",2005,"26075","26075-2005",9.15558798326991,9467.19537382999
"300",2005,"26077","26077-2005",10.7109501392882,44844.2269118722
"301",2005,"26081","26081-2005",11.9164515502502,149709.428379318
"302",2005,"26093","26093-2005",9.69581493464111,16249.4596458367
"303",2005,"26099","26099-2005",11.5932309022193,108361.799443292
"304",2005,"26111","26111-2005",9.18998695816259,9798.52318762386
"305",2005,"26115","26115-2005",9.74464922738784,17062.6855635542
"306",2005,"26121","26121-2005",9.24391772431904,10341.4743435941
"307",2005,"26125","26125-2005",11.6852314991323,118804.135882719
"308",2005,"26139","26139-2005",10.4290815218357,33829.2645458564
"309",2005,"26145","26145-2005",10.1418897661335,25384.3917510078
"310",2005,"26147","26147-2005",9.60463351577657,14833.3531549868
"311",2005,"26161","26161-2005",12.3579136225722,232795.024589365
"312",2005,"26163","26163-2005",13.5422569661525,760899.805200379
"313",2005,"27003","27003-2005",11.3961432136622,88977.892026677
"314",2005,"27009","27009-2005",8.72615822616227,6162.0095326562
"315",2005,"27013","27013-2005",8.92017672955377,7481.41129934036
"316",2005,"27019","27019-2005",9.68243913709126,16033.5573152016
"317",2005,"27027","27027-2005",8.00689250798017,3001.57523440563
"318",2005,"27037","27037-2005",12.0431348878681,169928.814120443
"319",2005,"27053","27053-2005",13.3507717316252,628299.17895957
"320",2005,"27103","27103-2005",8.20137159018223,3645.94762538063
"321",2005,"27109","27109-2005",10.1576183021185,25786.8074792568
"322",2005,"27119","27119-2005",7.51435564444501,1834.18522799994
"323",2005,"27123","27123-2005",13.2618734114057,574855.170927694
"324",2005,"27139","27139-2005",9.23380493700687,10237.4202383669
"325",2005,"27141","27141-2005",8.76811746489781,6426.06377979316
"326",2005,"27145","27145-2005",9.91399716063864,20211.3005602153
"327",2005,"27163","27163-2005",10.9831810126312,58875.5405522534
"328",2005,"27171","27171-2005",8.66800369663261,5813.88148580512
"329",2005,"28033","28033-2005",8.30479797924497,4043.22524020374
"330",2005,"28035","28035-2005",8.73843871183564,6238.14855766725
"331",2005,"28045","28045-2005",7.01565134062152,1113.93195910758
"332",2005,"28049","28049-2005",9.7695092476012,17492.1807819504
"333",2005,"28059","28059-2005",8.15163785087309,3469.05621179611
"334",2005,"28089","28089-2005",7.68373951341657,2172.72955038833
"335",2005,"28121","28121-2005",8.07127508247337,3201.18099767069
"336",2005,"28163","28163-2005",5.81882600139531,336.576681038135
"337",2005,"29019","29019-2005",9.64256923110237,15406.8767525138
"338",2005,"29021","29021-2005",8.70864537682749,6055.03463978706
"339",2005,"29031","29031-2005",7.69428377610223,2195.7605907975
"340",2005,"29037","29037-2005",8.3222222777464,4114.29295822309
"341",2005,"29043","29043-2005",7.97505919056567,2907.52996535196
"342",2005,"29047","29047-2005",9.59401341424177,14676.6549863941
"343",2005,"29051","29051-2005",8.67632596991592,5862.46809144548
"344",2005,"29077","29077-2005",10.181096992511,26399.4113757039
"345",2005,"29095","29095-2005",12.368108712226,235180.53029588
"346",2005,"29097","29097-2005",8.15053077580204,3465.21783122371
"347",2005,"29099","29099-2005",7.41750671385633,1664.87731307094
"348",2005,"29165","29165-2005",7.52127860271265,1846.92727121421
"349",2005,"29183","29183-2005",10.215820545498,27332.1937735598
"350",2005,"29189","29189-2005",12.6988110038829,327358.442469828
"351",2005,"29510","29510-2005",13.1504967241238,514266.413377921
"352",2005,"30013","30013-2005",9.34390289912858,11428.9272572863
"353",2005,"30111","30111-2005",9.40605969633217,12161.8550377549
"354",2005,"31043","31043-2005",6.829367037643,924.605386817464
"355",2005,"31055","31055-2005",11.4647226612087,95294.0507559825
"356",2005,"31079","31079-2005",7.96750168744893,2885.63912282487
"357",2005,"31109","31109-2005",10.7221170964786,45347.8069694454
"358",2005,"31153","31153-2005",8.96893424257602,7855.22537800012
"359",2005,"32003","32003-2005",13.3482732730632,626731.358878725
"360",2005,"32031","32031-2005",11.6499619359383,114686.997521589
"361",2005,"33011","33011-2005",10.9335670136907,56025.7683893503
"362",2005,"33015","33015-2005",10.4064737394389,33073.0403793784
"363",2005,"33017","33017-2005",9.91313522416178,20193.8872086971
"364",2005,"34001","34001-2005",12.2802879591064,215407.736316517
"365",2005,"34003","34003-2005",13.8782439527997,1064742.9354224
"366",2005,"34005","34005-2005",12.2244881623851,203717.225634956
"367",2005,"34007","34007-2005",13.0406829782145,460783.222508645
"368",2005,"34011","34011-2005",9.83496959403255,18675.533814418
"369",2005,"34013","34013-2005",14.4913986549177,1965778.00243385
"370",2005,"34015","34015-2005",11.1044023704053,66463.1122947599
"371",2005,"34017","34017-2005",14.9923123973512,3243982.81701143
"372",2005,"34019","34019-2005",10.4983503037391,36255.6425143888
"373",2005,"34021","34021-2005",12.496894170768,267505.169607781
"374",2005,"34023","34023-2005",13.4244333065214,676327.906714494
"375",2005,"34025","34025-2005",12.9424524498883,417672.307158665
"376",2005,"34027","34027-2005",12.3209661280878,224350.788969373
"377",2005,"34029","34029-2005",11.1812081114562,71769.0146787367
"378",2005,"34031","34031-2005",12.9904708561151,438217.594070755
"379",2005,"34033","34033-2005",9.46113629266702,12850.4780590083
"380",2005,"34035","34035-2005",11.605758763115,109727.880160892
"381",2005,"34037","34037-2005",10.4793664898467,35573.8639977034
"382",2005,"34039","34039-2005",13.0045722777476,444440.860458751
"383",2005,"34041","34041-2005",9.68533776105392,16080.0999909119
"384",2005,"35001","35001-2005",10.0820760200782,23910.572881516
"385",2005,"35013","35013-2005",8.80750968845858,6684.25265157508
"386",2005,"35043","35043-2005",9.3721241859492,11756.060642429
"387",2005,"35049","35049-2005",10.0404811491121,22936.4160983395
"388",2005,"35061","35061-2005",7.94865786745866,2831.77178580648
"389",2005,"36001","36001-2005",11.9171349801857,149811.779255141
"390",2005,"36005","36005-2005",15.9046340256029,8077831.57947391
"391",2005,"36007","36007-2005",10.5146579090498,36851.7324120028
"392",2005,"36015","36015-2005",9.74121138117599,17004.1273892983
"393",2005,"36027","36027-2005",12.1903171433933,196873.593299928
"394",2005,"36029","36029-2005",12.7238562635314,335660.752439527
"395",2005,"36045","36045-2005",8.53838741580273,5107.1020856353
"396",2005,"36047","36047-2005",16.7709201168115,19209588.5659088
"397",2005,"36055","36055-2005",12.278296258427,214979.135545654
"398",2005,"36059","36059-2005",13.0663398734959,472758.456143148
"399",2005,"36061","36061-2005",16.0287937951984,9145694.6384342
"400",2005,"36063","36063-2005",10.1036881012955,24432.9546706388
"401",2005,"36065","36065-2005",10.9079659215606,54609.6519396013
"402",2005,"36067","36067-2005",12.2838050724845,216166.683617153
"403",2005,"36069","36069-2005",8.58679511212381,5360.40661461835
"404",2005,"36071","36071-2005",11.8430389446858,139112.598408797
"405",2005,"36079","36079-2005",10.3274669350571,30560.6017866204
"406",2005,"36081","36081-2005",16.7315490388471,18467981.0931748
"407",2005,"36083","36083-2005",10.3461871776134,31138.0921799442
"408",2005,"36085","36085-2005",14.445720898596,1878005.55859841
"409",2005,"36087","36087-2005",12.0841453359177,177042.54252383
"410",2005,"36091","36091-2005",9.59915874739072,14752.3658776569
"411",2005,"36093","36093-2005",11.5777216446653,106694.153787129
"412",2005,"36103","36103-2005",12.9090823016796,403964.508032563
"413",2005,"36109","36109-2005",10.6850186127845,43696.2957823298
"414",2005,"36113","36113-2005",8.7393726974069,6243.97762011781
"415",2005,"36119","36119-2005",12.6094645229561,299378.675092818
"416",2005,"37001","37001-2005",9.10526043312983,9002.52554559148
"417",2005,"37021","37021-2005",9.84134485104819,18794.975473479
"418",2005,"37023","37023-2005",7.66483598516358,2132.04306657453
"419",2005,"37027","37027-2005",6.81291992401738,909.522670533384
"420",2005,"37035","37035-2005",8.73005528338375,6186.07008863524
"421",2005,"37049","37049-2005",8.13724108241285,3419.47080400516
"422",2005,"37051","37051-2005",9.83913490257282,18753.4854084258
"423",2005,"37057","37057-2005",8.2164738880838,3701.42769634786
"424",2005,"37063","37063-2005",11.2047804872942,73480.8779417228
"425",2005,"37065","37065-2005",9.01974254285566,8264.64901439617
"426",2005,"37067","37067-2005",10.8457779949051,51317.0325671208
"427",2005,"37071","37071-2005",8.77009076003161,6438.75681961734
"428",2005,"37081","37081-2005",11.2137642537967,74143.987140803
"429",2005,"37089","37089-2005",7.58743000559258,1973.23578673947
"430",2005,"37097","37097-2005",9.96371033872778,21241.4627083823
"431",2005,"37119","37119-2005",12.6117512788527,300064.064403761
"432",2005,"37127","37127-2005",9.16595218641503,9565.82553855489
"433",2005,"37133","37133-2005",8.79445810563979,6597.57941631604
"434",2005,"37135","37135-2005",10.424183560915,33663.9752508291
"435",2005,"37147","37147-2005",9.42729725798381,12422.9054087824
"436",2005,"37159","37159-2005",9.11307244748601,9073.12882223904
"437",2005,"37179","37179-2005",9.14513006717042,9368.70414307443
"438",2005,"37183","37183-2005",11.3051984499299,81242.8787283032
