ST,CO,YEAR,VMT_Total
48.0,441.0,2016.0,623125665.24
48.0,443.0,2016.0,24298238.580000002
48.0,445.0,2016.0,135341738.22000003
48.0,447.0,2016.0,0.0
48.0,449.0,2016.0,339637396.98
48.0,451.0,2016.0,296356103.58
48.0,453.0,2016.0,4583457473.099999
48.0,455.0,2016.0,0.0
48.0,457.0,2016.0,110020763.88
48.0,459.0,2016.0,204858779.04
48.0,461.0,2016.0,10513613.52
48.0,463.0,2016.0,149578907.64000002
48.0,465.0,2016.0,181067454.11999997
48.0,467.0,2016.0,519949577.16
48.0,469.0,2016.0,504675236.93999994
48.0,471.0,2016.0,595515013.2
48.0,473.0,2016.0,377465173.26
48.0,475.0,2016.0,230731604.52000004
48.0,477.0,2016.0,323073232.5
48.0,479.0,2016.0,1245795096.8400002
48.0,481.0,2016.0,357599289.84
48.0,483.0,2016.0,139179339.72
48.0,485.0,2016.0,469519743.78000003
48.0,487.0,2016.0,152726361.24
48.0,489.0,2016.0,92923626.53999999
48.0,491.0,2016.0,1894746717.6000001
48.0,493.0,2016.0,282151874.16
48.0,495.0,2016.0,0.0
48.0,497.0,2016.0,578746079.04
48.0,499.0,2016.0,75500236.8
48.0,501.0,2016.0,0.0
48.0,503.0,2016.0,32855358.839999996
48.0,505.0,2016.0,92888929.74
48.0,507.0,2016.0,115108720.19999999
49.0,1.0,2016.0,228224237.34
49.0,3.0,2016.0,744477163.26
49.0,5.0,2016.0,359000546.46000004
49.0,7.0,2016.0,146304199.5
49.0,9.0,2016.0,0.0
49.0,11.0,2016.0,1831933091.22
49.0,13.0,2016.0,132420443.34000002
49.0,15.0,2016.0,291145650.71999997
49.0,17.0,2016.0,55243139.64
49.0,19.0,2016.0,343588502.40000004
49.0,21.0,2016.0,600037078.62
49.0,23.0,2016.0,352823443.68
49.0,25.0,2016.0,121603898.94000001
49.0,27.0,2016.0,436234159.26000005
49.0,29.0,2016.0,86343455.28
49.0,31.0,2016.0,15734175.3
49.0,33.0,2016.0,11502604.08
49.0,35.0,2016.0,5904251086.62
49.0,37.0,2016.0,165398613.48000002
49.0,39.0,2016.0,117559093.85999998
49.0,41.0,2016.0,232377832.26
49.0,43.0,2016.0,569313300.1199999
49.0,45.0,2016.0,546894515.46
49.0,47.0,2016.0,162555444.96
49.0,49.0,2016.0,3068891026.56
49.0,51.0,2016.0,207363049.85999998
49.0,53.0,2016.0,839668236.66
49.0,55.0,2016.0,0.0
49.0,57.0,2016.0,978704704.6199999
50.0,1.0,2016.0,107953749.6
50.0,3.0,2016.0,139711057.20000002
50.0,5.0,2016.0,164143680.00000003
50.0,7.0,2016.0,733064437.8
50.0,9.0,2016.0,20481360.0
50.0,11.0,2016.0,140719570.20000002
50.0,13.0,2016.0,18009615.599999998
50.0,15.0,2016.0,0.0
50.0,17.0,2016.0,207336218.4
50.0,19.0,2016.0,66614452.199999996
50.0,21.0,2016.0,299541116.09999996
50.0,23.0,2016.0,289078914.6
50.0,25.0,2016.0,297618170.40000004
50.0,27.0,2016.0,538392844.2
51.0,1.0,2016.0,258444436.44
51.0,3.0,2016.0,755631814.8
51.0,5.0,2016.0,193157711.46
51.0,7.0,2016.0,93269394.06
51.0,9.0,2016.0,96898752.54
51.0,11.0,2016.0,92904093.12
51.0,13.0,2016.0,895286932.5600001
51.0,15.0,2016.0,764274531.48
51.0,17.0,2016.0,16407428.64
51.0,19.0,2016.0,167479978.62
51.0,21.0,2016.0,230112614.34
51.0,23.0,2016.0,595523153.04
51.0,25.0,2016.0,249995633.87999997
51.0,27.0,2016.0,70996852.02
51.0,29.0,2016.0,0.0
51.0,31.0,2016.0,143023338.9
51.0,33.0,2016.0,737562317.94
51.0,35.0,2016.0,442231244.93999994
51.0,36.0,2016.0,0.0
51.0,37.0,2016.0,39329664.6
51.0,41.0,2016.0,1437755944.38
51.0,43.0,2016.0,146211971.16
51.0,45.0,2016.0,0.0
51.0,47.0,2016.0,155968286.76
51.0,49.0,2016.0,0.0
51.0,51.0,2016.0,0.0
51.0,53.0,2016.0,331821532.86
51.0,57.0,2016.0,115555551.3
51.0,59.0,2016.0,5581623312.72
51.0,61.0,2016.0,821026795.2600001
51.0,63.0,2016.0,1122807.48
51.0,65.0,2016.0,20857941.060000002
51.0,67.0,2016.0,165557435.51999998
51.0,69.0,2016.0,731861655.66
51.0,71.0,2016.0,104420111.1
51.0,73.0,2016.0,221823021.78000003
51.0,75.0,2016.0,363785630.46000004
51.0,77.0,2016.0,41887448.28
51.0,79.0,2016.0,107479581.96
51.0,81.0,2016.0,265616422.38000003
51.0,83.0,2016.0,125350029.72
51.0,85.0,2016.0,1119258202.32
51.0,87.0,2016.0,2089013786.0399997
51.0,89.0,2016.0,187528605.84
51.0,91.0,2016.0,8006623.32
51.0,93.0,2016.0,180499480.68
51.0,95.0,2016.0,371740223.21999997
51.0,97.0,2016.0,67113258.96
51.0,99.0,2016.0,192327714.96
51.0,101.0,2016.0,54670832.76
51.0,103.0,2016.0,0.0
51.0,105.0,2016.0,13986455.76
51.0,107.0,2016.0,551333777.04
51.0,109.0,2016.0,254788758.9
51.0,111.0,2016.0,0.0
51.0,113.0,2016.0,103205803.62
51.0,115.0,2016.0,0.0
51.0,117.0,2016.0,296303564.28000003
51.0,119.0,2016.0,31457992.8
51.0,121.0,2016.0,522873584.1
51.0,125.0,2016.0,138192823.32
51.0,127.0,2016.0,566276986.08
51.0,131.0,2016.0,225610290.96
51.0,133.0,2016.0,46960940.28
51.0,135.0,2016.0,94483130.58
51.0,137.0,2016.0,30682841.4
51.0,139.0,2016.0,39582270.48
51.0,141.0,2016.0,49614224.339999996
51.0,143.0,2016.0,201582907.01999998
51.0,145.0,2016.0,121684766.63999999
51.0,147.0,2016.0,126295140.54
51.0,149.0,2016.0,360479113.26
51.0,153.0,2016.0,1961074957.8000002
51.0,155.0,2016.0,347353240.62
51.0,157.0,2016.0,40557594.6
51.0,159.0,2016.0,58197389.160000004
51.0,161.0,2016.0,544815942.9000001
51.0,163.0,2016.0,556131671.04
51.0,165.0,2016.0,615117651.12
51.0,167.0,2016.0,135249140.22
51.0,169.0,2016.0,126459990.6
51.0,171.0,2016.0,632263810.5
51.0,173.0,2016.0,251082039.0
51.0,175.0,2016.0,196052862.96
51.0,177.0,2016.0,771067249.9200001
51.0,179.0,2016.0,1098581317.8
51.0,181.0,2016.0,0.0
51.0,183.0,2016.0,308618743.26
51.0,185.0,2016.0,164444740.62
51.0,187.0,2016.0,272772644.70000005
51.0,191.0,2016.0,515650544.82
51.0,193.0,2016.0,0.0
51.0,195.0,2016.0,148889550.3
51.0,197.0,2016.0,596842872.1800001
51.0,199.0,2016.0,519985445.16
51.0,510.0,2016.0,503807560.74000007
51.0,515.0,2016.0,11507482.86
51.0,520.0,2016.0,170115255.48
51.0,530.0,2016.0,0.0
51.0,540.0,2016.0,77569450.74000001
51.0,550.0,2016.0,1055992873.3799999
51.0,570.0,2016.0,179531385.06
51.0,580.0,2016.0,19317498.3
51.0,590.0,2016.0,162094284.96
51.0,595.0,2016.0,30336938.46
51.0,600.0,2016.0,119755013.34
51.0,610.0,2016.0,29526032.52
51.0,620.0,2016.0,0.0
51.0,630.0,2016.0,267127984.08
51.0,640.0,2016.0,25715928.6
51.0,650.0,2016.0,862904401.8
51.0,660.0,2016.0,188932340.27999997
51.0,670.0,2016.0,80582505.48
51.0,678.0,2016.0,6390451.5
51.0,680.0,2016.0,224417745.84
51.0,683.0,2016.0,31992133.2
51.0,685.0,2016.0,4763347.26
51.0,690.0,2016.0,22660330.02
51.0,700.0,2016.0,1178063074.6200001
51.0,710.0,2016.0,1494545811.0
51.0,720.0,2016.0,511151.93999999994
51.0,730.0,2016.0,286849831.86
51.0,735.0,2016.0,0.0
51.0,740.0,2016.0,216077901.48000002
51.0,750.0,2016.0,30623318.82
51.0,760.0,2016.0,1058537539.6200001
51.0,770.0,2016.0,280988722.5
51.0,775.0,2016.0,79230582.0
51.0,790.0,2016.0,39154328.64
51.0,800.0,2016.0,523423671.11999995
51.0,810.0,2016.0,1469358587.7
51.0,820.0,2016.0,71676927.60000001
51.0,830.0,2016.0,28626946.200000003
51.0,840.0,2016.0,59933605.31999999
53.0,1.0,2016.0,243834679.01999998
53.0,3.0,2016.0,15925875.12
53.0,5.0,2016.0,695708735.64
53.0,7.0,2016.0,190728924.48000002
53.0,9.0,2016.0,231991442.39999998
53.0,11.0,2016.0,1462760903.3400002
53.0,13.0,2016.0,29721992.580000002
53.0,15.0,2016.0,896236600.0800002
53.0,17.0,2016.0,125003383.80000001
53.0,19.0,2016.0,10270161.299999999
53.0,21.0,2016.0,218701411.44
53.0,23.0,2016.0,28754361.78
53.0,25.0,2016.0,362071711.0199999
53.0,27.0,2016.0,218773074.24
53.0,29.0,2016.0,197060977.01999998
53.0,31.0,2016.0,138513025.74
53.0,33.0,2016.0,9101946231.3
53.0,35.0,2016.0,354870251.09999996
53.0,37.0,2016.0,1008549424.32
53.0,39.0,2016.0,105960788.1
53.0,41.0,2016.0,699467987.52
53.0,43.0,2016.0,151871883.0
53.0,45.0,2016.0,174523875.54
53.0,47.0,2016.0,52238839.620000005
53.0,49.0,2016.0,70362321.48
53.0,51.0,2016.0,24529503.0
53.0,53.0,2016.0,2985797856.2400002
53.0,55.0,2016.0,0.0
53.0,57.0,2016.0,697587882.1199999
53.0,59.0,2016.0,63985862.160000004
53.0,61.0,2016.0,3190014316.2599998
53.0,63.0,2016.0,2104549113.5399997
53.0,65.0,2016.0,104782315.67999999
53.0,67.0,2016.0,1238541921.1200001
53.0,69.0,2016.0,26147995.26
53.0,71.0,2016.0,144152950.32
53.0,73.0,2016.0,713750537.28
53.0,75.0,2016.0,142670613.72
53.0,77.0,2016.0,847549486.6800002
54.0,1.0,2016.0,14682196.14
54.0,3.0,2016.0,736811889.84
54.0,5.0,2016.0,99275179.55999999
54.0,7.0,2016.0,257077847.34
54.0,9.0,2016.0,68043253.98
54.0,11.0,2016.0,555664252.44
54.0,13.0,2016.0,0.0
54.0,15.0,2016.0,32419760.28
54.0,17.0,2016.0,114215244.66
54.0,19.0,2016.0,360378474.24
54.0,21.0,2016.0,2834450.4
54.0,23.0,2016.0,30227515.439999998
54.0,25.0,2016.0,215227716.42
54.0,27.0,2016.0,0.0
54.0,29.0,2016.0,57166143.9
54.0,31.0,2016.0,70562497.86
54.0,33.0,2016.0,533537290.55999994
54.0,35.0,2016.0,318559570.44
54.0,37.0,2016.0,238308207.11999997
54.0,39.0,2016.0,1600017052.14
54.0,41.0,2016.0,236041905.84
54.0,43.0,2016.0,20928106.92
54.0,45.0,2016.0,107448285.3
54.0,47.0,2016.0,84398882.64
54.0,49.0,2016.0,201479749.92
54.0,51.0,2016.0,165006481.08
54.0,53.0,2016.0,160870421.22000003
54.0,55.0,2016.0,488411188.8
54.0,57.0,2016.0,29562215.28
54.0,59.0,2016.0,132326388.66
54.0,61.0,2016.0,637146642.1199999
54.0,63.0,2016.0,33183470.52
54.0,65.0,2016.0,90408884.46
54.0,67.0,2016.0,165672231.42
54.0,69.0,2016.0,332104403.28000003
54.0,71.0,2016.0,0.0
54.0,73.0,2016.0,42949115.46
54.0,75.0,2016.0,24123784.68
54.0,77.0,2016.0,89874096.24
54.0,79.0,2016.0,337018114.32
54.0,81.0,2016.0,517621213.26000005
54.0,83.0,2016.0,145839430.74
54.0,85.0,2016.0,97552501.74000001
54.0,87.0,2016.0,61480416.48
54.0,89.0,2016.0,35969865.120000005
54.0,91.0,2016.0,0.0
54.0,93.0,2016.0,39257536.98
54.0,95.0,2016.0,22906245.42
54.0,97.0,2016.0,71318368.38
54.0,99.0,2016.0,140615443.20000002
54.0,101.0,2016.0,0.0
54.0,103.0,2016.0,65027648.220000006
54.0,105.0,2016.0,0.0
54.0,107.0,2016.0,471406770.24000007
54.0,109.0,2016.0,46854577.02
55.0,1.0,2016.0,45422272.620000005
55.0,3.0,2016.0,86278062.06
55.0,5.0,2016.0,154034020.68
55.0,7.0,2016.0,85864536.96
55.0,9.0,2016.0,1041090111.0
55.0,11.0,2016.0,17503971.96
55.0,13.0,2016.0,56035203.9
55.0,15.0,2016.0,135040831.32
55.0,17.0,2016.0,127090678.14000002
55.0,19.0,2016.0,189895593.72
55.0,21.0,2016.0,533306099.3400001
55.0,23.0,2016.0,113576259.9
55.0,25.0,2016.0,2339552245.5
55.0,27.0,2016.0,343237830.47999996
55.0,29.0,2016.0,94533561.72
55.0,31.0,2016.0,196044071.64
55.0,33.0,2016.0,419795950.02
55.0,35.0,2016.0,515856225.84
55.0,37.0,2016.0,26661310.26
55.0,39.0,2016.0,606458581.56
55.0,41.0,2016.0,37254049.32
55.0,43.0,2016.0,229704085.14000002
55.0,45.0,2016.0,129045162.05999999
55.0,47.0,2016.0,38514864.42
55.0,49.0,2016.0,187837348.79999998
55.0,51.0,2016.0,61509132.839999996
55.0,53.0,2016.0,413292990.12
55.0,55.0,2016.0,589206779.9399999
55.0,57.0,2016.0,497353436.22
55.0,59.0,2016.0,852799028.3399999
55.0,61.0,2016.0,12709990.5
55.0,63.0,2016.0,490014773.88000005
55.0,65.0,2016.0,79039844.75999999
55.0,67.0,2016.0,75292271.94
55.0,69.0,2016.0,143972501.34
55.0,71.0,2016.0,395400600.66
55.0,73.0,2016.0,582871173.54
55.0,75.0,2016.0,239046553.56
55.0,77.0,2016.0,144837926.64000002
55.0,78.0,2016.0,0.0
55.0,79.0,2016.0,4466818481.28
55.0,81.0,2016.0,502978387.73999995
55.0,83.0,2016.0,151483912.01999998
55.0,85.0,2016.0,212401394.87999997
55.0,87.0,2016.0,795115924.0799999
55.0,89.0,2016.0,718965005.16
55.0,91.0,2016.0,13721358.3
55.0,93.0,2016.0,68458927.5
55.0,95.0,2016.0,134522538.72
55.0,97.0,2016.0,420816947.28000003
55.0,99.0,2016.0,82239669.3
55.0,101.0,2016.0,839890288.86
55.0,103.0,2016.0,63879894.17999999
55.0,105.0,2016.0,933941949.36
55.0,107.0,2016.0,53984941.44
55.0,109.0,2016.0,729626036.16
55.0,111.0,2016.0,453363328.92
55.0,113.0,2016.0,26416346.46
55.0,115.0,2016.0,299442592.55999994
55.0,117.0,2016.0,445177640.1
55.0,119.0,2016.0,43477088.76
55.0,121.0,2016.0,140325446.76000002
55.0,123.0,2016.0,136537335.78
55.0,125.0,2016.0,89426492.88
55.0,127.0,2016.0,499177818.12
55.0,129.0,2016.0,168249709.56
55.0,131.0,2016.0,830313704.8800001
55.0,133.0,2016.0,2677576823.22
55.0,135.0,2016.0,209531200.92
55.0,137.0,2016.0,168418311.11999997
55.0,139.0,2016.0,829525476.3
55.0,141.0,2016.0,221136570.48000002
56.0,1.0,2016.0,326624537.82
56.0,3.0,2016.0,83423953.8
56.0,5.0,2016.0,235469390.34
56.0,7.0,2016.0,398226947.82
56.0,9.0,2016.0,238088680.32
56.0,11.0,2016.0,133573540.98
56.0,13.0,2016.0,282024012.06
56.0,15.0,2016.0,101473221.84
56.0,17.0,2016.0,54573180.3
56.0,19.0,2016.0,200441005.32
56.0,21.0,2016.0,740167978.0799999
56.0,23.0,2016.0,164247569.1
56.0,25.0,2016.0,384956124.53999996
56.0,27.0,2016.0,74645538.96
56.0,29.0,2016.0,159801404.76
56.0,31.0,2016.0,202636939.44
56.0,33.0,2016.0,142621445.27999997
56.0,35.0,2016.0,78997992.66
56.0,37.0,2016.0,758932842.0000001
56.0,39.0,2016.0,171087157.5
56.0,41.0,2016.0,254895876.11999997
56.0,43.0,2016.0,50509284.660000004
56.0,45.0,2016.0,42080183.879999995
1.0,1.0,2017.0,368891429.25
1.0,3.0,2017.0,1644975758.5000002
1.0,5.0,2017.0,135248268.0
1.0,7.0,2017.0,113928785.89999999
1.0,9.0,2017.0,291214202.45
1.0,11.0,2017.0,0.0
1.0,13.0,2017.0,425276979.65
1.0,15.0,2017.0,579835368.25
1.0,17.0,2017.0,201226430.85000002
1.0,19.0,2017.0,30945185.45
1.0,21.0,2017.0,457926284.40000004
1.0,23.0,2017.0,16972441.599999998
1.0,25.0,2017.0,190668521.15
1.0,27.0,2017.0,0.0
1.0,29.0,2017.0,349041637.9
1.0,31.0,2017.0,127390551.64999999
1.0,33.0,2017.0,354064866.45
1.0,35.0,2017.0,323610452.7
1.0,37.0,2017.0,104176318.05
1.0,39.0,2017.0,137006834.35
1.0,41.0,2017.0,77876546.0
1.0,43.0,2017.0,614952558.45
1.0,45.0,2017.0,250808235.25
1.0,47.0,2017.0,134877909.8
1.0,49.0,2017.0,391564557.65
1.0,51.0,2017.0,314236073.75
1.0,53.0,2017.0,347854449.85
1.0,55.0,2017.0,650849939.8
1.0,57.0,2017.0,17168355.349999998
1.0,59.0,2017.0,149121312.1
1.0,61.0,2017.0,0.0
1.0,63.0,2017.0,290299019.7
1.0,65.0,2017.0,13576536.35
1.0,67.0,2017.0,124274813.1
1.0,69.0,2017.0,621691925.75
1.0,71.0,2017.0,332409734.0
1.0,73.0,2017.0,5095947131.349999
1.0,75.0,2017.0,0.0
1.0,77.0,2017.0,390292733.4
1.0,79.0,2017.0,261606468.24999997
1.0,81.0,2017.0,784554739.6
1.0,83.0,2017.0,809827157.1
1.0,85.0,2017.0,294591058.35
1.0,87.0,2017.0,403152154.25000006
1.0,89.0,2017.0,1314356692.6000001
1.0,91.0,2017.0,126022177.6
1.0,93.0,2017.0,240502274.1
1.0,95.0,2017.0,296499380.54999995
1.0,97.0,2017.0,2532938067.75
1.0,99.0,2017.0,32737590.95
1.0,101.0,2017.0,1791605303.1999998
1.0,103.0,2017.0,800647815.9000001
1.0,105.0,2017.0,33599888.85
1.0,107.0,2017.0,80553244.3
1.0,109.0,2017.0,196747924.65
1.0,111.0,2017.0,70548349.75
1.0,113.0,2017.0,317875251.50000006
1.0,115.0,2017.0,677841562.05
1.0,117.0,2017.0,1166174802.9
1.0,119.0,2017.0,244585638.6
1.0,121.0,2017.0,628725001.25
1.0,123.0,2017.0,172549899.24999997
1.0,125.0,2017.0,1584662691.3
1.0,127.0,2017.0,412552148.90000004
1.0,129.0,2017.0,137495416.05
1.0,131.0,2017.0,29916192.05
1.0,133.0,2017.0,58555059.300000004
2.0,13.0,2017.0,0.0
2.0,16.0,2017.0,0.0
2.0,20.0,2017.0,1299839558.5500002
2.0,50.0,2017.0,0.0
2.0,60.0,2017.0,0.0
2.0,68.0,2017.0,47849492.5
2.0,70.0,2017.0,0.0
2.0,90.0,2017.0,326952067.85
2.0,100.0,2017.0,5444285.25
2.0,105.0,2017.0,381406.75
2.0,110.0,2017.0,97950053.15
2.0,122.0,2017.0,408499590.4
2.0,130.0,2017.0,0.0
2.0,150.0,2017.0,0.0
2.0,164.0,2017.0,0.0
2.0,170.0,2017.0,476672699.00000006
2.0,180.0,2017.0,0.0
2.0,185.0,2017.0,10953562.399999999
2.0,188.0,2017.0,0.0
2.0,195.0,2017.0,0.0
2.0,198.0,2017.0,0.0
2.0,220.0,2017.0,0.0
2.0,230.0,2017.0,2971078.0999999996
2.0,240.0,2017.0,47471921.9
2.0,261.0,2017.0,81126436.65
2.0,270.0,2017.0,0.0
2.0,275.0,2017.0,0.0
2.0,282.0,2017.0,0.0
2.0,290.0,2017.0,44852579.7
4.0,1.0,2017.0,454461835.79999995
4.0,3.0,2017.0,772900187.4
4.0,5.0,2017.0,1614585723.45
4.0,7.0,2017.0,306563781.05
4.0,9.0,2017.0,0.0
4.0,11.0,2017.0,0.0
4.0,12.0,2017.0,717235555.8
4.0,13.0,2017.0,10888167642.2
4.0,15.0,2017.0,1889981179.95
4.0,17.0,2017.0,830631821.3000001
4.0,19.0,2017.0,3978463981.8
4.0,21.0,2017.0,1617245248.5000002
4.0,23.0,2017.0,293235112.54999995
4.0,25.0,2017.0,1784445590.95
4.0,27.0,2017.0,844402263.9
5.0,1.0,2017.0,94223144.0
5.0,3.0,2017.0,71719131.05
5.0,5.0,2017.0,132429011.64999999
5.0,7.0,2017.0,948645241.8999999
5.0,9.0,2017.0,209805518.6
5.0,11.0,2017.0,0.0
5.0,13.0,2017.0,56267677.3
5.0,15.0,2017.0,34740846.0
5.0,17.0,2017.0,103989584.05
5.0,19.0,2017.0,308726333.05
5.0,21.0,2017.0,57952648.7
5.0,23.0,2017.0,0.0
5.0,25.0,2017.0,36424236.949999996
5.0,27.0,2017.0,62045791.55
5.0,29.0,2017.0,254171761.35
5.0,31.0,2017.0,531946065.2
5.0,33.0,2017.0,532387087.4
5.0,35.0,2017.0,646837268.5
5.0,37.0,2017.0,60702909.10000001
5.0,39.0,2017.0,35246308.949999996
5.0,41.0,2017.0,85352943.2
5.0,43.0,2017.0,94399044.80000001
5.0,45.0,2017.0,714510940.3
5.0,47.0,2017.0,175131807.04999998
5.0,49.0,2017.0,79843322.94999999
5.0,51.0,2017.0,386326347.75000006
5.0,53.0,2017.0,142948581.75
5.0,55.0,2017.0,181052410.0
5.0,57.0,2017.0,235808936.2
5.0,59.0,2017.0,406219975.59999996
5.0,61.0,2017.0,0.0
5.0,63.0,2017.0,155420533.2
5.0,65.0,2017.0,0.0
5.0,67.0,2017.0,3787824.0
5.0,69.0,2017.0,453317659.34999996
5.0,71.0,2017.0,264106473.7
5.0,73.0,2017.0,26924644.749999996
5.0,75.0,2017.0,131170301.85
5.0,77.0,2017.0,53142364.8
5.0,79.0,2017.0,63306476.0
5.0,81.0,2017.0,69173245.1
5.0,83.0,2017.0,1995965.9999999998
5.0,85.0,2017.0,451760138.65
5.0,87.0,2017.0,73097414.85000001
5.0,89.0,2017.0,60244717.3
5.0,91.0,2017.0,393216219.15
5.0,93.0,2017.0,405948484.95
5.0,95.0,2017.0,190472143.85
5.0,97.0,2017.0,34802315.65
5.0,99.0,2017.0,144234998.7
5.0,101.0,2017.0,8291124.65
5.0,103.0,2017.0,107180600.19999999
5.0,105.0,2017.0,8506927.25
5.0,107.0,2017.0,76304126.00000001
5.0,109.0,2017.0,0.0
5.0,111.0,2017.0,159541784.7
5.0,113.0,2017.0,90010368.75
5.0,115.0,2017.0,362229606.2
5.0,117.0,2017.0,263967868.6
5.0,119.0,2017.0,2857891479.55
5.0,121.0,2017.0,69397734.7
5.0,123.0,2017.0,655901123.7
5.0,125.0,2017.0,590560707.1
5.0,127.0,2017.0,73192975.5
5.0,129.0,2017.0,71118742.55
5.0,131.0,2017.0,547280339.35
5.0,133.0,2017.0,91317649.1
5.0,135.0,2017.0,101155767.85000001
5.0,137.0,2017.0,0.0
5.0,139.0,2017.0,186658747.95000002
5.0,141.0,2017.0,107158046.85
5.0,143.0,2017.0,999883423.5999999
5.0,145.0,2017.0,114479629.29999998
5.0,147.0,2017.0,0.0
5.0,149.0,2017.0,38313290.800000004
6.0,1.0,2017.0,10049482303.95
6.0,3.0,2017.0,27361385.5
6.0,5.0,2017.0,233087339.24999997
6.0,7.0,2017.0,819182479.4
6.0,9.0,2017.0,104505880.19999999
6.0,11.0,2017.0,481212068.95
6.0,13.0,2017.0,4557433708.75
6.0,15.0,2017.0,168847594.75
6.0,17.0,2017.0,392999679.25
6.0,19.0,2017.0,2213766036.95
6.0,21.0,2017.0,334679793.09999996
6.0,23.0,2017.0,743617624.4
6.0,25.0,2017.0,1304638713.6
6.0,27.0,2017.0,340252167.8
6.0,29.0,2017.0,3251383678.85
6.0,31.0,2017.0,609484548.1999999
6.0,33.0,2017.0,214073211.74999997
6.0,35.0,2017.0,228503150.95000002
6.0,37.0,2017.0,42855459241.5
6.0,39.0,2017.0,360005584.55
6.0,41.0,2017.0,394780623.75
6.0,43.0,2017.0,90381194.14999999
6.0,45.0,2017.0,536655028.75
6.0,47.0,2017.0,1029608979.8
6.0,49.0,2017.0,53618167.85
6.0,51.0,2017.0,212409406.7
6.0,53.0,2017.0,720014870.2
6.0,55.0,2017.0,274452555.65000004
6.0,57.0,2017.0,619923628.5
6.0,59.0,2017.0,14361123191.349998
6.0,61.0,2017.0,1869800227.7499998
6.0,63.0,2017.0,0.0
6.0,65.0,2017.0,9294378403.300001
6.0,67.0,2017.0,5060537627.25
6.0,69.0,2017.0,246173056.45
6.0,71.0,2017.0,11594898998.05
6.0,73.0,2017.0,14689977748.699999
6.0,75.0,2017.0,1449443400.65
6.0,77.0,2017.0,3262122143.1
6.0,79.0,2017.0,437131803.70000005
6.0,81.0,2017.0,2129537056.4999998
6.0,83.0,2017.0,478258978.05
6.0,85.0,2017.0,6259982632.750001
6.0,87.0,2017.0,196768295.29999998
6.0,89.0,2017.0,921067561.05
6.0,91.0,2017.0,63583054.75
6.0,93.0,2017.0,516596245.7
6.0,95.0,2017.0,3709948355.55
6.0,97.0,2017.0,414189735.99999994
6.0,99.0,2017.0,1231220263.0
6.0,101.0,2017.0,311604274.09999996
6.0,103.0,2017.0,590583778.75
6.0,105.0,2017.0,85792136.75
6.0,107.0,2017.0,587936006.7
6.0,109.0,2017.0,229497454.74999997
6.0,111.0,2017.0,1786785434.3999999
6.0,113.0,2017.0,1379805207.6
6.0,115.0,2017.0,227956005.0
8.0,1.0,2017.0,2831370335.0
8.0,3.0,2017.0,132393639.50000001
8.0,5.0,2017.0,2512344567.0
8.0,7.0,2017.0,113179017.5
8.0,9.0,2017.0,53737453.5
8.0,11.0,2017.0,47616111.5
8.0,13.0,2017.0,648556746.9999999
8.0,14.0,2017.0,275605295.0
8.0,15.0,2017.0,140174271.5
8.0,17.0,2017.0,57058081.150000006
8.0,19.0,2017.0,533828961.50000006
8.0,21.0,2017.0,38162246.5
8.0,23.0,2017.0,50206078.5
8.0,25.0,2017.0,0.0
8.0,27.0,2017.0,0.0
8.0,29.0,2017.0,117479046.00000001
8.0,31.0,2017.0,3480671390.0
8.0,33.0,2017.0,37599234.0
8.0,35.0,2017.0,1803905555.0
8.0,37.0,2017.0,608111900.0
8.0,39.0,2017.0,151833685.5
8.0,41.0,2017.0,3078960857.9999995
8.0,43.0,2017.0,139182128.5
8.0,45.0,2017.0,672246816.5
8.0,47.0,2017.0,0.0
8.0,49.0,2017.0,185698896.5
8.0,51.0,2017.0,77808291.0
8.0,53.0,2017.0,0.0
8.0,55.0,2017.0,191871375.0
8.0,57.0,2017.0,3432825.0
8.0,59.0,2017.0,2266630144.0
8.0,61.0,2017.0,33256843.6
8.0,63.0,2017.0,230672229.14999998
8.0,65.0,2017.0,0.0
8.0,67.0,2017.0,356984819.00000006
8.0,69.0,2017.0,1351194558.5000002
8.0,71.0,2017.0,171087691.0
8.0,73.0,2017.0,177433836.5
8.0,75.0,2017.0,183553171.0
8.0,77.0,2017.0,643451346.0
8.0,79.0,2017.0,27474060.999999996
8.0,81.0,2017.0,101114555.7
8.0,83.0,2017.0,245665695.49999997
8.0,85.0,2017.0,172377966.0
8.0,87.0,2017.0,264431564.60000002
8.0,89.0,2017.0,92307003.50000001
8.0,91.0,2017.0,81087305.0
8.0,93.0,2017.0,146543448.5
8.0,95.0,2017.0,8291810.850000001
8.0,97.0,2017.0,142713175.0
8.0,99.0,2017.0,115484868.50000001
8.0,101.0,2017.0,696642139.0
8.0,103.0,2017.0,36493065.0
8.0,105.0,2017.0,100565128.50000001
8.0,107.0,2017.0,138469721.5
8.0,109.0,2017.0,73636377.5
8.0,111.0,2017.0,22620108.5
8.0,113.0,2017.0,62180268.5
8.0,115.0,2017.0,77449076.25
8.0,117.0,2017.0,351458135.0
8.0,119.0,2017.0,82802440.0
8.0,121.0,2017.0,108403262.6
8.0,123.0,2017.0,1553557942.45
8.0,125.0,2017.0,73929271.75
9.0,1.0,2017.0,3067527890.0
9.0,3.0,2017.0,3971662455.0
9.0,5.0,2017.0,404242245.0
9.0,7.0,2017.0,742732660.0
9.0,9.0,2017.0,3588235430.0
9.0,11.0,2017.0,1438855915.0
9.0,13.0,2017.0,844999455.0
9.0,15.0,2017.0,451295855.0
