ST,CO,YEAR,VMT_Total
1.0,21.0,2018.0,469181355.05
1.0,23.0,2018.0,16395194.1
1.0,25.0,2018.0,186704975.2
1.0,27.0,2018.0,0.0
1.0,29.0,2018.0,309886365.1
1.0,31.0,2018.0,128192847.2
1.0,33.0,2018.0,368035942.24999994
1.0,35.0,2018.0,342396597.55
1.0,37.0,2018.0,103231271.00000001
1.0,39.0,2018.0,141478518.7
1.0,41.0,2018.0,81798091.39999999
1.0,43.0,2018.0,643184166.0
1.0,45.0,2018.0,249863137.10000002
1.0,47.0,2018.0,134351006.74999997
1.0,49.0,2018.0,388255661.1
1.0,51.0,2018.0,312324298.65
1.0,53.0,2018.0,330602732.15000004
1.0,55.0,2018.0,654981765.35
1.0,57.0,2018.0,17756698.849999998
1.0,59.0,2018.0,148890354.70000002
1.0,61.0,2018.0,0.0
1.0,63.0,2018.0,292545507.1
1.0,65.0,2018.0,13924271.850000001
1.0,67.0,2018.0,123902399.95
1.0,69.0,2018.0,623565868.5999999
1.0,71.0,2018.0,319246308.3
1.0,73.0,2018.0,5027232454.0
1.0,75.0,2018.0,0.0
1.0,77.0,2018.0,388314809.34999996
1.0,79.0,2018.0,259589748.35000002
1.0,81.0,2018.0,780017862.6
1.0,83.0,2018.0,814797570.15
1.0,85.0,2018.0,302966614.8
1.0,87.0,2018.0,414690220.34999996
1.0,89.0,2018.0,1333578315.3
1.0,91.0,2018.0,124897565.14999999
1.0,93.0,2018.0,228290224.54999998
1.0,95.0,2018.0,304706412.84999996
1.0,97.0,2018.0,2528601845.85
1.0,99.0,2018.0,33065306.200000003
1.0,101.0,2018.0,1858336249.35
1.0,103.0,2018.0,799266889.4999999
1.0,105.0,2018.0,33753137.75
1.0,107.0,2018.0,81099430.3
1.0,109.0,2018.0,200869913.45000002
1.0,111.0,2018.0,70789749.8
1.0,113.0,2018.0,319803141.35
1.0,115.0,2018.0,707896395.7
1.0,117.0,2018.0,1132368331.3500001
1.0,119.0,2018.0,244653284.04999998
1.0,121.0,2018.0,640527633.95
1.0,123.0,2018.0,172208686.3
1.0,125.0,2018.0,1623718954.2
1.0,127.0,2018.0,406101591.50000006
1.0,129.0,2018.0,136787385.4
1.0,131.0,2018.0,28061700.049999997
1.0,133.0,2018.0,58885092.3
2.0,13.0,2018.0,0.0
2.0,16.0,2018.0,0.0
2.0,20.0,2018.0,1291453161.6
2.0,50.0,2018.0,0.0
2.0,68.0,2018.0,48736037.35
2.0,70.0,2018.0,0.0
2.0,90.0,2018.0,339528847.3
2.0,100.0,2018.0,5468831.5
2.0,105.0,2018.0,381406.75
2.0,110.0,2018.0,85370025.2
2.0,122.0,2018.0,402387599.7
2.0,130.0,2018.0,0.0
2.0,150.0,2018.0,0.0
2.0,170.0,2018.0,456944522.0
2.0,180.0,2018.0,0.0
2.0,185.0,2018.0,11003498.05
2.0,188.0,2018.0,0.0
2.0,195.0,2018.0,0.0
2.0,198.0,2018.0,0.0
2.0,220.0,2018.0,0.0
2.0,230.0,2018.0,2975049.3
2.0,240.0,2018.0,50545532.15
2.0,261.0,2018.0,78491979.80000001
2.0,275.0,2018.0,0.0
2.0,282.0,2018.0,0.0
2.0,290.0,2018.0,46533306.150000006
4.0,1.0,2018.0,453138747.2999999
4.0,3.0,2018.0,804683036.9
4.0,5.0,2018.0,1632850538.8
4.0,7.0,2018.0,314164478.99999994
4.0,9.0,2018.0,0.0
4.0,11.0,2018.0,0.0
4.0,12.0,2018.0,740650327.7
4.0,13.0,2018.0,11077193265.500002
4.0,15.0,2018.0,1939688117.3000002
4.0,17.0,2018.0,858525555.65
4.0,19.0,2018.0,3963782013.75
4.0,21.0,2018.0,1627474490.3
4.0,23.0,2018.0,264465524.20000002
4.0,25.0,2018.0,1821609117.1499996
4.0,27.0,2018.0,839040311.7
5.0,1.0,2018.0,90510604.89999999
5.0,3.0,2018.0,78236381.25
5.0,5.0,2018.0,134138292.05000001
5.0,7.0,2018.0,959472437.6500001
5.0,9.0,2018.0,204318083.05
5.0,11.0,2018.0,0.0
5.0,13.0,2018.0,60109017.599999994
5.0,15.0,2018.0,36640243.949999996
5.0,17.0,2018.0,108325576.00000001
5.0,19.0,2018.0,313286628.45
5.0,21.0,2018.0,57624400.550000004
5.0,23.0,2018.0,0.0
5.0,25.0,2018.0,35002572.900000006
5.0,27.0,2018.0,64047265.400000006
5.0,29.0,2018.0,261670533.04999998
5.0,31.0,2018.0,525577293.35
5.0,33.0,2018.0,522860842.9
5.0,35.0,2018.0,654290969.9999999
5.0,37.0,2018.0,59504103.1
5.0,39.0,2018.0,36845987.15
5.0,41.0,2018.0,86501211.3
5.0,43.0,2018.0,96661095.8
5.0,45.0,2018.0,726412984.4
5.0,47.0,2018.0,171164651.25
5.0,49.0,2018.0,75408273.65
5.0,51.0,2018.0,392459847.9
5.0,53.0,2018.0,146916894.6
5.0,55.0,2018.0,179326434.5
5.0,57.0,2018.0,255539657.24999997
5.0,59.0,2018.0,369192733.09999996
5.0,61.0,2018.0,0.0
5.0,63.0,2018.0,150775922.79999998
5.0,65.0,2018.0,0.0
5.0,67.0,2018.0,3348656.0
5.0,69.0,2018.0,456992015.79999995
5.0,71.0,2018.0,256743733.85
5.0,73.0,2018.0,29266597.900000002
5.0,75.0,2018.0,136266760.35000002
5.0,77.0,2018.0,48579945.099999994
5.0,79.0,2018.0,61859652.5
5.0,81.0,2018.0,69076750.05
5.0,83.0,2018.0,1914498.0
5.0,85.0,2018.0,452170073.79999995
5.0,87.0,2018.0,73766467.15
5.0,89.0,2018.0,56228947.15
5.0,91.0,2018.0,405936706.4
5.0,93.0,2018.0,405474043.35
5.0,95.0,2018.0,203224072.20000002
5.0,97.0,2018.0,35982941.0
5.0,99.0,2018.0,155029764.20000002
5.0,101.0,2018.0,8633439.899999999
5.0,103.0,2018.0,102468023.15
5.0,105.0,2018.0,8161378.1
5.0,107.0,2018.0,69841757.2
5.0,109.0,2018.0,0.0
5.0,111.0,2018.0,173039630.70000002
5.0,113.0,2018.0,90541162.69999999
5.0,115.0,2018.0,359925123.95
5.0,117.0,2018.0,266494252.6
5.0,119.0,2018.0,2870021696.1
5.0,121.0,2018.0,72668642.05
5.0,123.0,2018.0,612934838.45
5.0,125.0,2018.0,608285413.7
5.0,127.0,2018.0,71318842.85
5.0,129.0,2018.0,67782500.2
5.0,131.0,2018.0,538778295.8
5.0,133.0,2018.0,93398941.15
5.0,135.0,2018.0,105406149.05
5.0,137.0,2018.0,0.0
5.0,139.0,2018.0,193990119.70000002
5.0,141.0,2018.0,102680391.10000001
5.0,143.0,2018.0,980093539.7
5.0,145.0,2018.0,111483428.25
5.0,147.0,2018.0,0.0
5.0,149.0,2018.0,39058766.8
6.0,1.0,2018.0,9896481757.25
6.0,3.0,2018.0,27486854.25
6.0,5.0,2018.0,233063241.95000002
6.0,7.0,2018.0,811256971.5999999
6.0,9.0,2018.0,109759544.2
6.0,11.0,2018.0,495686545.4499999
6.0,13.0,2018.0,4457004517.200001
6.0,15.0,2018.0,186494395.75
6.0,17.0,2018.0,417592627.35
6.0,19.0,2018.0,2207508053.5499997
6.0,21.0,2018.0,340885519.45
6.0,23.0,2018.0,783064623.45
6.0,25.0,2018.0,1321891712.4499998
6.0,27.0,2018.0,336521291.1
6.0,29.0,2018.0,3103589046.8500004
6.0,31.0,2018.0,634672318.55
6.0,33.0,2018.0,209883650.49999997
6.0,35.0,2018.0,239400645.7
6.0,37.0,2018.0,40923067072.700005
6.0,39.0,2018.0,375416008.65
6.0,41.0,2018.0,367930745.6
6.0,43.0,2018.0,98790965.7
6.0,45.0,2018.0,500122288.25
6.0,47.0,2018.0,1071402531.0
6.0,49.0,2018.0,62320110.95
6.0,51.0,2018.0,219673311.85000002
6.0,53.0,2018.0,862293709.8
6.0,55.0,2018.0,283723559.3
6.0,57.0,2018.0,622094922.25
6.0,59.0,2018.0,14069080771.05
6.0,61.0,2018.0,1913595508.3
6.0,63.0,2018.0,0.0
6.0,65.0,2018.0,10244702955.449999
6.0,67.0,2018.0,5125890344.35
6.0,69.0,2018.0,300004537.6
6.0,71.0,2018.0,12193916200.35
6.0,73.0,2018.0,15177654365.500002
6.0,75.0,2018.0,1273095585.1499999
6.0,77.0,2018.0,3327123452.8
6.0,79.0,2018.0,473054023.29999995
6.0,81.0,2018.0,2214595196.5
6.0,83.0,2018.0,525723457.6000001
6.0,85.0,2018.0,6256806191.05
6.0,87.0,2018.0,186834316.60000002
6.0,89.0,2018.0,938611610.9000001
6.0,91.0,2018.0,62608395.25
6.0,93.0,2018.0,558535311.45
6.0,95.0,2018.0,3900924020.55
6.0,97.0,2018.0,405256682.2
6.0,99.0,2018.0,1301556109.75
6.0,101.0,2018.0,314241574.3
6.0,103.0,2018.0,600334626.0
6.0,105.0,2018.0,81253215.75
6.0,107.0,2018.0,611562453.0500001
6.0,109.0,2018.0,233766929.10000002
6.0,111.0,2018.0,1668364462.1
6.0,113.0,2018.0,1361319676.75
6.0,115.0,2018.0,240275594.50000003
8.0,1.0,2018.0,2896906340.5
8.0,3.0,2018.0,147945267.5
8.0,5.0,2018.0,2543495674.5
8.0,7.0,2018.0,114033738.0
8.0,9.0,2018.0,52727133.5
8.0,11.0,2018.0,42045481.5
8.0,13.0,2018.0,650768136.0
8.0,14.0,2018.0,282985960.0
8.0,15.0,2018.0,143415690.5
8.0,17.0,2018.0,57767455.0
8.0,19.0,2018.0,528347756.50000006
8.0,21.0,2018.0,38372048.5
8.0,23.0,2018.0,53897141.0
8.0,25.0,2018.0,0.0
8.0,27.0,2018.0,0.0
8.0,29.0,2018.0,117797289.5
8.0,31.0,2018.0,3485332440.0
8.0,33.0,2018.0,38356244.0
8.0,35.0,2018.0,1838134780.5
8.0,37.0,2018.0,608013715.0
8.0,39.0,2018.0,150909104.0
8.0,41.0,2018.0,3162312696.0
8.0,43.0,2018.0,134086327.00000001
8.0,45.0,2018.0,699739127.5
8.0,47.0,2018.0,0.0
8.0,49.0,2018.0,187492397.0
8.0,51.0,2018.0,81872602.5
8.0,53.0,2018.0,0.0
8.0,55.0,2018.0,195948644.0
8.0,57.0,2018.0,3432825.0
8.0,59.0,2018.0,2281659530.0
8.0,61.0,2018.0,33695139.25
8.0,63.0,2018.0,231295554.24999997
8.0,65.0,2018.0,0.0
8.0,67.0,2018.0,358284766.50000006
8.0,69.0,2018.0,1347623252.5
8.0,71.0,2018.0,175979713.0
8.0,73.0,2018.0,179479041.0
8.0,75.0,2018.0,186098206.5
8.0,77.0,2018.0,661263711.0
8.0,79.0,2018.0,27264697.0
8.0,81.0,2018.0,91687733.55000001
8.0,83.0,2018.0,244327934.00000003
8.0,85.0,2018.0,183716764.0
8.0,87.0,2018.0,263727574.50000003
8.0,89.0,2018.0,94807837.5
8.0,91.0,2018.0,82937745.5
8.0,93.0,2018.0,147039702.5
8.0,95.0,2018.0,8679875.2
8.0,97.0,2018.0,153103630.0
8.0,99.0,2018.0,115968128.49999999
8.0,101.0,2018.0,704426574.3
8.0,103.0,2018.0,36656256.5
8.0,105.0,2018.0,93689331.5
8.0,107.0,2018.0,145223207.00000003
8.0,109.0,2018.0,77432158.5
8.0,111.0,2018.0,23436467.5
8.0,113.0,2018.0,60383884.49999999
8.0,115.0,2018.0,83277308.65
8.0,117.0,2018.0,359133720.0
8.0,119.0,2018.0,81958195.0
8.0,121.0,2018.0,111069594.9
8.0,123.0,2018.0,1594617872.85
8.0,125.0,2018.0,71729427.7
9.0,1.0,2018.0,3074825700.0
9.0,3.0,2018.0,4029226240.0
9.0,5.0,2018.0,396815590.0
9.0,7.0,2018.0,755582120.0
9.0,9.0,2018.0,3608518480.0
9.0,11.0,2018.0,1445462415.0
9.0,13.0,2018.0,854399665.0
9.0,15.0,2018.0,455921135.0
10.0,1.0,2018.0,351021069.40000004
10.0,3.0,2018.0,3062170952.9
10.0,5.0,2018.0,1149556524.4499998
12.0,1.0,2018.0,1837629620.5
12.0,3.0,2018.0,255721339.65
12.0,5.0,2018.0,968707645.7499999
12.0,7.0,2018.0,170785726.5
12.0,9.0,2018.0,3638550373.4
12.0,11.0,2018.0,8255325606.95
12.0,13.0,2018.0,53174477.5
12.0,15.0,2018.0,782773634.4999999
12.0,17.0,2018.0,559026335.0
12.0,19.0,2018.0,689818631.9
12.0,21.0,2018.0,1383214464.55
12.0,23.0,2018.0,857868891.45
12.0,27.0,2018.0,178606924.60000002
12.0,29.0,2018.0,85226624.0
12.0,31.0,2018.0,5532667693.2
12.0,33.0,2018.0,1312314933.7
12.0,35.0,2018.0,666810845.95
12.0,37.0,2018.0,84976642.8
12.0,39.0,2018.0,387467629.74999994
12.0,41.0,2018.0,58896655.50000001
12.0,43.0,2018.0,99904259.5
12.0,45.0,2018.0,46021152.75
12.0,47.0,2018.0,371575369.15
12.0,49.0,2018.0,208394523.5
12.0,51.0,2018.0,274821300.55
12.0,53.0,2018.0,784113177.2
12.0,55.0,2018.0,477490477.84999996
12.0,57.0,2018.0,7302014880.299999
12.0,59.0,2018.0,112632546.8
12.0,61.0,2018.0,828642604.15
12.0,63.0,2018.0,422542136.84999996
12.0,65.0,2018.0,244657204.14999998
12.0,67.0,2018.0,42559270.1
12.0,69.0,2018.0,1287819988.1
12.0,71.0,2018.0,2968161844.9
12.0,73.0,2018.0,1084896084.6
12.0,75.0,2018.0,227042559.65
12.0,77.0,2018.0,36368198.5
12.0,79.0,2018.0,326260892.9
12.0,81.0,2018.0,2110325098.9999998
12.0,83.0,2018.0,2167338412.9
12.0,85.0,2018.0,1261049059.45
12.0,86.0,2018.0,6034215912.35
12.0,87.0,2018.0,831048454.2
12.0,89.0,2018.0,488511572.54999995
12.0,91.0,2018.0,1192083422.7
12.0,93.0,2018.0,269153226.5
12.0,95.0,2018.0,4337767919.55
12.0,97.0,2018.0,1635013558.0
12.0,99.0,2018.0,6970537568.0
12.0,101.0,2018.0,2303539046.2
12.0,103.0,2018.0,3776852844.6000004
12.0,105.0,2018.0,3352343423.4500003
12.0,107.0,2018.0,342880200.65000004
12.0,109.0,2018.0,1525936958.0
12.0,111.0,2018.0,1519413221.75
12.0,113.0,2018.0,670247857.5
12.0,115.0,2018.0,2205795389.6
12.0,117.0,2018.0,1743844823.25
12.0,119.0,2018.0,911420749.75
12.0,121.0,2018.0,323212836.3
12.0,123.0,2018.0,143841152.75
12.0,125.0,2018.0,0.0
12.0,127.0,2018.0,3454521136.5499997
12.0,129.0,2018.0,134688985.79999998
12.0,131.0,2018.0,831583014.9499999
12.0,133.0,2018.0,261508337.99999997
13.0,1.0,2018.0,99727409.7
13.0,3.0,2018.0,67914593.7
13.0,5.0,2018.0,35107510.400000006
13.0,7.0,2018.0,0.0
13.0,9.0,2018.0,119503357.89999999
13.0,11.0,2018.0,181058432.50000003
13.0,13.0,2018.0,263568854.24999997
13.0,15.0,2018.0,1109168905.8
13.0,17.0,2018.0,12024632.999999998
13.0,19.0,2018.0,34761629.1
13.0,21.0,2018.0,1373478385.1999998
13.0,23.0,2018.0,14543497.999999998
13.0,25.0,2018.0,74491185.6
13.0,27.0,2018.0,55926833.00000001
13.0,29.0,2018.0,450022161.95000005
13.0,31.0,2018.0,434411203.2
13.0,33.0,2018.0,86528845.45
13.0,35.0,2018.0,155418715.49999997
13.0,37.0,2018.0,0.0
13.0,39.0,2018.0,619064838.25
13.0,43.0,2018.0,134613496.5
13.0,45.0,2018.0,506129418.09999996
13.0,47.0,2018.0,479000198.15000004
13.0,49.0,2018.0,51179504.300000004
13.0,51.0,2018.0,1857435374.5999997
13.0,53.0,2018.0,73207882.10000001
13.0,55.0,2018.0,80377719.45
13.0,57.0,2018.0,955801128.95
13.0,59.0,2018.0,248482772.79999998
13.0,61.0,2018.0,21378181.4
13.0,63.0,2018.0,1644540499.65
13.0,65.0,2018.0,75286188.45
13.0,67.0,2018.0,3181058165.2500005
13.0,69.0,2018.0,100550773.05
13.0,71.0,2018.0,151029112.35
13.0,73.0,2018.0,519263129.15
13.0,75.0,2018.0,360663683.2
13.0,77.0,2018.0,797152167.1
13.0,79.0,2018.0,30399222.1
13.0,81.0,2018.0,374493427.34999996
13.0,83.0,2018.0,280270097.2
13.0,85.0,2018.0,130778043.65
13.0,87.0,2018.0,137270670.95000002
13.0,89.0,2018.0,4332659281.0
13.0,91.0,2018.0,73423783.25
13.0,93.0,2018.0,322393842.0
13.0,95.0,2018.0,256463625.54999998
13.0,97.0,2018.0,930275729.9499999
13.0,99.0,2018.0,54626940.25
13.0,101.0,2018.0,1156831.0
13.0,103.0,2018.0,133891555.7
13.0,105.0,2018.0,179580784.75
13.0,107.0,2018.0,175779700.29999998
13.0,109.0,2018.0,22371076.3
13.0,111.0,2018.0,154173598.29999998
13.0,113.0,2018.0,356773527.8
13.0,115.0,2018.0,488577579.1500001
13.0,117.0,2018.0,293240445.2
13.0,119.0,2018.0,425413161.15
13.0,121.0,2018.0,6247007933.95
13.0,123.0,2018.0,199473649.75
13.0,125.0,2018.0,0.0
13.0,127.0,2018.0,608478049.75
13.0,129.0,2018.0,542510088.65
13.0,131.0,2018.0,106706848.45
13.0,133.0,2018.0,169401975.0
13.0,135.0,2018.0,3374233973.6000004
13.0,137.0,2018.0,223915787.15
13.0,139.0,2018.0,919628453.65
13.0,141.0,2018.0,0.0
13.0,143.0,2018.0,213266649.35
13.0,145.0,2018.0,231635241.5
13.0,147.0,2018.0,51239422.699999996
13.0,149.0,2018.0,47015485.75
13.0,151.0,2018.0,1263664393.95
13.0,153.0,2018.0,605123050.0500001
13.0,155.0,2018.0,0.0
13.0,157.0,2018.0,720626909.4999999
13.0,159.0,2018.0,0.0
13.0,161.0,2018.0,30372025.95
13.0,163.0,2018.0,121196125.7
13.0,165.0,2018.0,51586114.300000004
13.0,167.0,2018.0,0.0
13.0,169.0,2018.0,87181352.30000001
13.0,171.0,2018.0,71786940.75
13.0,173.0,2018.0,10448150.55
13.0,175.0,2018.0,424956111.8
13.0,177.0,2018.0,81695259.95
13.0,179.0,2018.0,374723862.8
13.0,181.0,2018.0,0.0
13.0,183.0,2018.0,83228745.39999999
13.0,185.0,2018.0,788987646.35
13.0,187.0,2018.0,131394521.35
13.0,189.0,2018.0,232934017.35
13.0,191.0,2018.0,418535024.5
13.0,193.0,2018.0,0.0
13.0,195.0,2018.0,69338287.15
13.0,197.0,2018.0,0.0
13.0,199.0,2018.0,83043157.5
13.0,201.0,2018.0,22011679.05
13.0,205.0,2018.0,42757457.8
13.0,207.0,2018.0,735827352.75
13.0,209.0,2018.0,21660943.25
13.0,211.0,2018.0,324551849.75
13.0,213.0,2018.0,86750612.15
13.0,215.0,2018.0,950252687.3
13.0,217.0,2018.0,406371695.15
13.0,219.0,2018.0,157927849.60000002
13.0,221.0,2018.0,46507843.75
13.0,223.0,2018.0,269133585.84999996
13.0,225.0,2018.0,435351435.9
13.0,227.0,2018.0,206170870.49999997
13.0,229.0,2018.0,85353899.5
13.0,231.0,2018.0,43656628.0
13.0,233.0,2018.0,181912014.2
13.0,235.0,2018.0,43099897.15
13.0,237.0,2018.0,23768716.05
13.0,239.0,2018.0,16442209.749999998
13.0,241.0,2018.0,128132666.00000001
13.0,243.0,2018.0,56780370.9
13.0,245.0,2018.0,1259509000.3500001
13.0,247.0,2018.0,539978627.5
13.0,249.0,2018.0,47193813.8
13.0,251.0,2018.0,44631805.8
13.0,253.0,2018.0,31160495.3
13.0,255.0,2018.0,195603452.55
13.0,257.0,2018.0,122636514.24999999
13.0,259.0,2018.0,57391994.1
13.0,261.0,2018.0,144272228.7
13.0,263.0,2018.0,154660201.70000002
13.0,265.0,2018.0,100110046.49999999
13.0,267.0,2018.0,17932756.599999998
13.0,269.0,2018.0,359116977.45
13.0,271.0,2018.0,71682171.15
13.0,273.0,2018.0,88435156.5
13.0,275.0,2018.0,298230677.75000006
13.0,277.0,2018.0,474034716.25
13.0,279.0,2018.0,104429912.74999999
13.0,281.0,2018.0,90429709.95
13.0,283.0,2018.0,134550424.5
13.0,285.0,2018.0,618005900.25
13.0,287.0,2018.0,253498814.50000003
13.0,289.0,2018.0,263211081.25
13.0,291.0,2018.0,142933854.0
13.0,293.0,2018.0,253646420.49999997
13.0,295.0,2018.0,124190392.25000001
13.0,297.0,2018.0,295094042.95000005
13.0,299.0,2018.0,265546369.49999997
13.0,301.0,2018.0,135170395.25
13.0,303.0,2018.0,73502145.1
13.0,305.0,2018.0,167382086.9
13.0,307.0,2018.0,28665063.3
13.0,309.0,2018.0,29979344.35
13.0,311.0,2018.0,77393132.7
13.0,313.0,2018.0,724774284.05
13.0,315.0,2018.0,19299291.049999997
13.0,317.0,2018.0,69093959.8
13.0,319.0,2018.0,127478151.65
13.0,321.0,2018.0,138470630.35
15.0,1.0,2018.0,599338263.6
15.0,3.0,2018.0,3122655329.2
15.0,7.0,2018.0,208887116.54999998
15.0,9.0,2018.0,563778722.5999999
16.0,1.0,2018.0,1956957435.3000002
16.0,3.0,2018.0,39249545.0
16.0,5.0,2018.0,541077204.5
16.0,7.0,2018.0,64178457.35
16.0,9.0,2018.0,35646593.5
16.0,11.0,2018.0,357081982.0
16.0,13.0,2018.0,29113330.75
16.0,15.0,2018.0,66139241.0
16.0,17.0,2018.0,109987019.5
16.0,19.0,2018.0,400351527.5
16.0,21.0,2018.0,87421361.69999999
16.0,23.0,2018.0,47212348.5
16.0,25.0,2018.0,18558717.0
16.0,27.0,2018.0,1027305139.9499999
16.0,29.0,2018.0,37746073.5
16.0,31.0,2018.0,224125402.99999997
16.0,33.0,2018.0,46390295.5
16.0,35.0,2018.0,18188497.5
16.0,37.0,2018.0,28263190.999999996
16.0,39.0,2018.0,503423519.8
16.0,41.0,2018.0,0.0
16.0,43.0,2018.0,104401023.0
16.0,45.0,2018.0,32113758.499999996
16.0,47.0,2018.0,192963184.9
16.0,49.0,2018.0,117896029.3
16.0,51.0,2018.0,56825645.50000001
16.0,53.0,2018.0,373188081.5
16.0,55.0,2018.0,825301244.5000001
16.0,57.0,2018.0,46585461.0
16.0,59.0,2018.0,39191145.0
16.0,61.0,2018.0,37942403.349999994
16.0,63.0,2018.0,27082613.1
16.0,65.0,2018.0,47857540.74999999
16.0,67.0,2018.0,103182032.5
16.0,69.0,2018.0,133263836.00000001
16.0,71.0,2018.0,155977786.0
16.0,73.0,2018.0,33772355.0
16.0,75.0,2018.0,212582862.00000003
16.0,77.0,2018.0,156219927.0
16.0,79.0,2018.0,151979291.3
16.0,81.0,2018.0,0.0
16.0,83.0,2018.0,122355665.0
16.0,85.0,2018.0,109470727.0
16.0,87.0,2018.0,56286832.5
17.0,1.0,2018.0,199417687.95
17.0,3.0,2018.0,36399814.8
17.0,5.0,2018.0,161137436.95000002
17.0,7.0,2018.0,366000676.7
17.0,9.0,2018.0,20554843.6
17.0,11.0,2018.0,339156759.00000006
17.0,13.0,2018.0,0.0
17.0,15.0,2018.0,30480551.4
17.0,17.0,2018.0,11317503.9
17.0,19.0,2018.0,1012569312.5
17.0,21.0,2018.0,117842191.79999998
17.0,23.0,2018.0,266267689.8
17.0,25.0,2018.0,58678290.6
17.0,27.0,2018.0,150176749.75
17.0,29.0,2018.0,259013157.85
17.0,31.0,2018.0,18363029290.85
17.0,33.0,2018.0,29768586.05
17.0,35.0,2018.0,232370888.04999998
17.0,37.0,2018.0,299168873.75
17.0,39.0,2018.0,47085967.25
17.0,41.0,2018.0,168327090.15
17.0,43.0,2018.0,5216669811.9
17.0,45.0,2018.0,54418437.65
17.0,47.0,2018.0,16458853.75
17.0,49.0,2018.0,452617165.95
17.0,51.0,2018.0,320611915.65000004
17.0,53.0,2018.0,66521093.050000004
17.0,55.0,2018.0,298667725.1
17.0,57.0,2018.0,107507019.7
17.0,59.0,2018.0,19431888.25
17.0,61.0,2018.0,45121898.6
17.0,63.0,2018.0,502565277.04999995
17.0,65.0,2018.0,0.0
17.0,67.0,2018.0,60891376.85
17.0,69.0,2018.0,0.0
17.0,71.0,2018.0,37484514.5
17.0,73.0,2018.0,388788969.9
17.0,75.0,2018.0,328168339.09999996
17.0,77.0,2018.0,211233949.74999997
17.0,79.0,2018.0,0.0
17.0,81.0,2018.0,524358726.25
17.0,83.0,2018.0,69498263.0
17.0,85.0,2018.0,130808860.60000002
17.0,87.0,2018.0,183558135.0
17.0,89.0,2018.0,1916409961.25
17.0,91.0,2018.0,420880105.70000005
17.0,93.0,2018.0,316643456.8
17.0,95.0,2018.0,222106485.79999998
17.0,97.0,2018.0,3140698859.65
17.0,99.0,2018.0,814246927.5
17.0,101.0,2018.0,69923561.00000001
17.0,103.0,2018.0,386755058.49999994
17.0,105.0,2018.0,328467832.55
17.0,107.0,2018.0,415758097.2
17.0,109.0,2018.0,101029707.80000001
17.0,111.0,2018.0,1089339444.95
17.0,113.0,2018.0,1054369882.6500001
17.0,115.0,2018.0,404527430.45000005
17.0,117.0,2018.0,219451559.74999997
17.0,119.0,2018.0,1672913562.95
17.0,121.0,2018.0,324759739.1499999
17.0,123.0,2018.0,103274731.55
17.0,125.0,2018.0,19997284.2
17.0,127.0,2018.0,129667571.30000003
17.0,129.0,2018.0,0.0
17.0,131.0,2018.0,27658991.9
17.0,133.0,2018.0,222284029.1
17.0,135.0,2018.0,361885458.65
17.0,137.0,2018.0,195417857.35
17.0,139.0,2018.0,69065438.7
17.0,141.0,2018.0,366984578.0
17.0,143.0,2018.0,780601880.85
17.0,145.0,2018.0,66572583.6
17.0,147.0,2018.0,160125416.05
17.0,149.0,2018.0,172622395.55
17.0,151.0,2018.0,0.0
17.0,153.0,2018.0,81743575.0
17.0,155.0,2018.0,8205678.149999999
17.0,157.0,2018.0,104481312.05
17.0,159.0,2018.0,34009042.900000006
17.0,161.0,2018.0,599086322.35
17.0,163.0,2018.0,1663194802.85
17.0,165.0,2018.0,80632730.35
17.0,167.0,2018.0,1231405945.8
17.0,169.0,2018.0,43083837.15
17.0,171.0,2018.0,52630726.05
17.0,173.0,2018.0,88258390.65
17.0,175.0,2018.0,0.0
17.0,177.0,2018.0,155180965.45
17.0,179.0,2018.0,592067700.85
17.0,181.0,2018.0,161096162.75
17.0,183.0,2018.0,373091079.09999996
17.0,185.0,2018.0,45188777.55
17.0,187.0,2018.0,62842155.849999994
17.0,189.0,2018.0,297233078.0
17.0,191.0,2018.0,154457440.55
17.0,193.0,2018.0,114989545.24999999
17.0,195.0,2018.0,253935850.90000007
17.0,197.0,2018.0,3495596101.3
17.0,199.0,2018.0,448146419.65
17.0,201.0,2018.0,1314374865.95
17.0,203.0,2018.0,245173073.24999997
18.0,1.0,2018.0,104304082.64999999
18.0,3.0,2018.0,1515337383.5500002
18.0,5.0,2018.0,553922656.8
18.0,7.0,2018.0,57441878.650000006
18.0,9.0,2018.0,0.0
18.0,11.0,2018.0,653145362.75
18.0,13.0,2018.0,55988335.50000001
18.0,15.0,2018.0,49153644.8
18.0,17.0,2018.0,96279258.35
18.0,19.0,2018.0,707115186.2
18.0,21.0,2018.0,201652805.6
18.0,23.0,2018.0,227464893.85
18.0,25.0,2018.0,115521269.95
18.0,27.0,2018.0,159028894.0
18.0,29.0,2018.0,331908767.85
18.0,31.0,2018.0,275493922.55
18.0,33.0,2018.0,336011645.24999994
18.0,35.0,2018.0,556945006.45
18.0,37.0,2018.0,117548954.45
18.0,39.0,2018.0,996841911.45
18.0,41.0,2018.0,51425536.2
18.0,43.0,2018.0,373929849.1
18.0,45.0,2018.0,109943865.55
18.0,47.0,2018.0,67508261.10000001
18.0,49.0,2018.0,84970131.2
18.0,51.0,2018.0,299537304.75
18.0,53.0,2018.0,326105019.65000004
18.0,55.0,2018.0,101597377.69999999
18.0,57.0,2018.0,1083731438.95
18.0,59.0,2018.0,456062342.55
18.0,61.0,2018.0,155083495.85000002
18.0,63.0,2018.0,837566339.4999999
