ST,CO,RINT,ROFE,ROPA,RmART,RMCOLL,RmCOLL,RLOC,RTOT,UINT,UOFE,UOPA,UmART,UMCOLL,UmCOLL,ULOC,UTOT,YEAR
1.00,1.00,542253.47,0.00,81363.17,179803.30,144347.90,RmCOLL,RLOC,RTOT,78954.19,0.00,252979.47,147280.79,96769.33,0.00,ULOC,UTOT,2016.00
1.00,3.00,1555496.62,0.00,500149.43,633085.03,439257.73,RmCOLL,RLOC,RTOT,536207.40,0.00,1721101.11,1335508.96,758756.15,5241.63,ULOC,UTOT,2016.00
1.00,5.00,0.00,0.00,125438.60,126057.30,127182.33,RmCOLL,RLOC,RTOT,0.00,0.00,247580.40,38071.48,60032.75,0.00,ULOC,UTOT,2016.00
1.00,7.00,0.00,0.00,248494.80,114772.45,103297.69,RmCOLL,RLOC,RTOT,0.00,0.00,66264.57,5349.06,38714.51,0.00,ULOC,UTOT,2016.00
1.00,9.00,343590.44,0.00,395921.70,348380.49,172222.58,RmCOLL,RLOC,RTOT,0.00,0.00,66989.40,77084.63,4626.53,1548.12,ULOC,UTOT,2016.00
1.00,11.00,0.00,0.00,10666.05,153171.73,62065.71,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,37496.51,16596.31,1374.78,ULOC,UTOT,2016.00
1.00,13.00,846511.90,0.00,0.00,125867.05,138851.05,RmCOLL,RLOC,RTOT,168245.45,0.00,0.00,118821.15,40838.42,1434.66,ULOC,UTOT,2016.00
1.00,15.00,68162.70,0.00,333405.54,249221.74,121074.95,RmCOLL,RLOC,RTOT,365113.39,0.00,794015.27,767208.79,221850.75,1800.26,ULOC,UTOT,2016.00
1.00,17.00,193058.21,0.00,137179.23,86470.19,139536.24,RmCOLL,RLOC,RTOT,219017.34,0.00,0.00,167083.12,130427.06,0.00,ULOC,UTOT,2016.00
1.00,19.00,0.00,0.00,88466.81,362414.85,172055.93,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,21.00,840021.30,0.00,60435.98,299715.83,176775.38,RmCOLL,RLOC,RTOT,273039.43,0.00,0.00,169096.10,29947.27,27001.97,ULOC,UTOT,2016.00
1.00,23.00,0.00,0.00,42843.91,223409.30,103662.59,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,25.00,0.00,0.00,498718.08,61712.51,111893.25,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,197.20,0.00,ULOC,UTOT,2016.00
1.00,27.00,0.00,0.00,0.00,222417.55,66658.89,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,29.00,821901.02,0.00,71101.63,146355.82,75853.61,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,31.00,0.00,0.00,101831.76,324104.23,193620.46,RmCOLL,RLOC,RTOT,0.00,0.00,238783.96,181542.07,81887.18,421.39,ULOC,UTOT,2016.00
1.00,33.00,0.00,0.00,559261.56,96529.15,178072.97,RmCOLL,RLOC,RTOT,0.00,0.00,413020.73,267129.55,50449.19,688.12,ULOC,UTOT,2016.00
1.00,35.00,750965.20,0.00,166036.01,58600.60,113013.11,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,37.00,0.00,0.00,281027.73,108073.69,67070.35,RmCOLL,RLOC,RTOT,0.00,0.00,2062.96,2285.52,1180.53,0.00,ULOC,UTOT,2016.00
1.00,39.00,0.00,0.00,264945.22,287436.15,213150.16,RmCOLL,RLOC,RTOT,0.00,0.00,110475.43,94119.54,43965.50,1130.88,ULOC,UTOT,2016.00
1.00,41.00,0.00,0.00,211682.38,101752.42,97176.25,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,43.00,627554.44,0.00,314971.29,351973.89,271343.98,RmCOLL,RLOC,RTOT,508585.71,0.00,221339.50,243445.24,179803.27,2817.10,ULOC,UTOT,2016.00
1.00,45.00,0.00,0.00,175159.91,148764.97,127178.11,RmCOLL,RLOC,RTOT,0.00,0.00,484971.15,307573.04,134209.90,2367.28,ULOC,UTOT,2016.00
1.00,47.00,0.00,0.00,199070.20,182390.42,107363.69,RmCOLL,RLOC,RTOT,0.00,0.00,170480.50,159212.67,109895.56,750.35,ULOC,UTOT,2016.00
1.00,49.00,521623.66,0.00,150175.90,525740.51,263920.84,RmCOLL,RLOC,RTOT,212204.83,0.00,169272.58,38297.46,75386.95,0.00,ULOC,UTOT,2016.00
1.00,51.00,0.00,0.00,61440.08,466482.22,285962.84,RmCOLL,RLOC,RTOT,310923.85,0.00,447591.55,339329.47,173259.48,2955.30,ULOC,UTOT,2016.00
1.00,53.00,504638.38,0.00,182459.22,172068.69,121943.58,RmCOLL,RLOC,RTOT,125111.68,0.00,83083.32,179548.61,120419.65,9361.95,ULOC,UTOT,2016.00
1.00,55.00,215161.24,0.00,180175.22,115121.61,107376.01,RmCOLL,RLOC,RTOT,312835.97,0.00,1085827.10,369486.78,214323.76,4321.99,ULOC,UTOT,2016.00
1.00,57.00,0.00,0.00,46339.05,163658.21,151179.42,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,59.00,0.00,0.00,221945.86,50696.41,188119.58,RmCOLL,RLOC,RTOT,0.00,0.00,167928.18,26041.12,43618.99,0.00,ULOC,UTOT,2016.00
1.00,61.00,0.00,0.00,0.00,391595.76,223932.55,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,6844.80,1139.04,0.00,ULOC,UTOT,2016.00
1.00,63.00,702934.25,0.00,87725.92,31706.01,128643.72,RmCOLL,RLOC,RTOT,0.00,0.00,174.42,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,65.00,0.00,0.00,37418.21,228862.28,116731.67,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,67.00,0.00,0.00,338788.83,83808.73,193513.16,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,69.00,0.00,0.00,465392.02,159255.85,169014.13,RmCOLL,RLOC,RTOT,0.00,0.00,1188094.53,538971.02,144485.54,2069.63,ULOC,UTOT,2016.00
1.00,71.00,0.00,0.00,587332.53,136310.55,236546.30,RmCOLL,RLOC,RTOT,0.00,0.00,311950.10,165172.16,32327.54,686.18,ULOC,UTOT,2016.00
1.00,73.00,423387.62,0.00,133023.44,55636.49,383578.48,RmCOLL,RLOC,RTOT,9914307.71,286761.17,3358866.25,3200219.22,2183644.29,719.15,ULOC,UTOT,2016.00
1.00,75.00,0.00,0.00,0.00,187902.67,105569.58,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,77.00,0.00,0.00,375521.35,158166.89,240427.25,RmCOLL,RLOC,RTOT,0.00,0.00,667820.68,209683.41,126590.17,6348.94,ULOC,UTOT,2016.00
1.00,79.00,0.00,0.00,677192.55,52418.87,272354.52,RmCOLL,RLOC,RTOT,0.00,0.00,4982.61,0.00,3328.43,179.52,ULOC,UTOT,2016.00
1.00,81.00,208010.64,0.00,419832.11,103284.34,284227.15,RmCOLL,RLOC,RTOT,746373.51,0.00,716559.33,811380.38,359476.88,10274.49,ULOC,UTOT,2016.00
1.00,83.00,885453.48,0.00,353389.10,68222.13,197233.01,RmCOLL,RLOC,RTOT,420353.00,0.00,553403.41,186677.27,378302.50,14063.54,ULOC,UTOT,2016.00
1.00,85.00,573949.77,0.00,204996.63,107693.40,93782.25,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,87.00,831325.32,0.00,8401.80,111013.44,110838.72,RmCOLL,RLOC,RTOT,271634.81,0.00,24399.92,106883.44,53583.54,2148.27,ULOC,UTOT,2016.00
1.00,89.00,0.00,0.00,182099.66,79114.66,164899.12,RmCOLL,RLOC,RTOT,1104112.23,904748.61,2303417.76,2175557.70,2037907.75,27041.17,ULOC,UTOT,2016.00
1.00,91.00,0.00,0.00,246239.21,138608.16,139486.68,RmCOLL,RLOC,RTOT,0.00,0.00,124305.86,0.00,32096.06,1613.36,ULOC,UTOT,2016.00
1.00,93.00,570803.86,0.00,102316.37,291007.03,163690.66,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,95.00,0.00,0.00,161783.01,165495.55,171050.61,RmCOLL,RLOC,RTOT,0.00,0.00,672457.57,478152.78,285911.50,5344.61,ULOC,UTOT,2016.00
1.00,97.00,450625.93,0.00,498847.39,329131.78,388234.30,RmCOLL,RLOC,RTOT,3079702.24,0.00,2833772.95,2209545.09,797112.86,1587.99,ULOC,UTOT,2016.00
1.00,99.00,0.00,0.00,90730.03,249316.19,161885.42,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,101.00,199941.30,0.00,675760.10,89600.80,197627.67,RmCOLL,RLOC,RTOT,2243168.75,193339.90,1885106.81,1107990.02,464728.85,0.00,ULOC,UTOT,2016.00
1.00,103.00,431424.93,0.00,357878.63,174735.99,262611.35,RmCOLL,RLOC,RTOT,276765.07,0.00,996636.13,378058.53,286701.30,257.40,ULOC,UTOT,2016.00
1.00,105.00,0.00,0.00,93159.71,46154.17,75653.33,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,107.00,0.00,0.00,215175.10,147457.03,153360.63,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,109.00,0.00,0.00,299454.85,168987.72,133124.88,RmCOLL,RLOC,RTOT,0.00,0.00,253949.55,99371.15,127287.40,2200.94,ULOC,UTOT,2016.00
1.00,111.00,0.00,0.00,196487.18,146153.00,123707.19,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,113.00,0.00,0.00,263373.47,125750.42,180304.17,RmCOLL,RLOC,RTOT,0.00,119662.26,564673.38,196382.96,77877.14,1436.71,ULOC,UTOT,2016.00
1.00,115.00,1087536.84,0.00,0.00,346680.72,357473.14,RmCOLL,RLOC,RTOT,708107.69,0.00,0.00,432408.76,113798.86,0.00,ULOC,UTOT,2016.00
1.00,117.00,0.00,0.00,326838.95,259294.40,128099.98,RmCOLL,RLOC,RTOT,1569858.45,0.00,1204331.74,1194271.12,600461.17,21617.33,ULOC,UTOT,2016.00
1.00,119.00,567079.94,0.00,102255.06,72316.21,211958.32,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,121.00,547407.83,0.00,349578.93,157819.95,270742.18,RmCOLL,RLOC,RTOT,195395.80,0.00,582180.18,84194.98,292590.91,9064.89,ULOC,UTOT,2016.00
1.00,123.00,0.00,0.00,277510.88,242127.40,180424.57,RmCOLL,RLOC,RTOT,0.00,0.00,187188.67,108528.68,127513.92,0.00,ULOC,UTOT,2016.00
1.00,125.00,1377415.15,0.00,402062.30,260394.37,366343.21,RmCOLL,RLOC,RTOT,720391.02,0.00,1613777.12,986134.06,272168.27,6206.72,ULOC,UTOT,2016.00
1.00,127.00,614605.11,0.00,150452.86,185744.06,340796.32,RmCOLL,RLOC,RTOT,197335.19,0.00,127764.60,119824.09,200433.59,0.00,ULOC,UTOT,2016.00
1.00,129.00,0.00,0.00,368039.14,117366.99,92181.71,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,131.00,0.00,0.00,74011.34,190272.83,68532.07,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
1.00,133.00,0.00,0.00,163732.16,22377.25,274935.69,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,13.00,0.00,0.00,0.00,0.00,1149.81,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,16.00,0.00,0.00,0.00,0.00,12888.57,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,20.00,687143.42,0.00,0.00,37667.77,26965.03,RmCOLL,RLOC,RTOT,1297396.12,0.00,1716586.81,569280.87,239676.27,129297.43,ULOC,UTOT,2016.00
2.00,50.00,0.00,0.00,0.00,18830.89,11122.40,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,68.00,131985.68,0.00,0.00,0.00,22237.38,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,70.00,0.00,0.00,0.00,0.00,19080.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,90.00,179421.69,0.00,41271.61,65573.85,151437.07,RmCOLL,RLOC,RTOT,356831.56,0.00,361356.93,293357.63,159748.17,71552.23,ULOC,UTOT,2016.00
2.00,100.00,0.00,0.00,15291.29,0.00,3112.88,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,105.00,0.00,0.00,880.08,0.00,5543.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,110.00,0.00,0.00,0.00,12135.93,0.00,RmCOLL,RLOC,RTOT,0.00,0.00,256302.56,94236.52,71327.63,22831.85,ULOC,UTOT,2016.00
2.00,122.00,472122.38,0.00,598318.54,88243.48,124672.98,RmCOLL,RLOC,RTOT,5710.96,0.00,46311.65,69713.98,6713.99,25573.59,ULOC,UTOT,2016.00
2.00,130.00,0.00,0.00,0.00,0.00,642.98,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,124004.06,17011.41,12844.26,ULOC,UTOT,2016.00
2.00,150.00,0.00,0.00,0.00,0.00,24907.73,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,71630.62,11929.39,6429.48,ULOC,UTOT,2016.00
2.00,170.00,659146.60,0.00,0.00,28360.58,202181.95,RmCOLL,RLOC,RTOT,439113.76,0.00,272626.74,220047.19,146980.06,44381.73,ULOC,UTOT,2016.00
2.00,180.00,0.00,0.00,0.00,4528.80,36411.55,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,185.00,0.00,0.00,38430.85,6194.95,7236.78,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,188.00,0.00,0.00,0.00,0.00,5286.41,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,195.00,0.00,0.00,0.00,3690.83,18527.66,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,198.00,0.00,0.00,0.00,0.00,50570.95,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,220.00,0.00,0.00,0.00,0.00,0.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,53200.57,12347.42,2597.03,ULOC,UTOT,2016.00
2.00,230.00,0.00,0.00,8316.79,0.00,0.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,240.00,148524.83,0.00,0.00,52641.51,26715.77,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,261.00,104826.96,0.00,117584.43,28266.24,66099.12,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,275.00,0.00,0.00,0.00,0.00,9185.90,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,282.00,0.00,0.00,0.00,0.00,4111.94,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
2.00,290.00,64295.40,0.00,69822.55,3818.22,8090.42,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
4.00,1.00,937967.11,0.00,263307.57,418514.12,776720.37,RmCOLL,RLOC,RTOT,0.00,0.00,15668.75,5643.44,34219.96,3660.97,ULOC,UTOT,2016.00
4.00,3.00,1443505.09,0.00,434673.29,365075.29,313530.45,RmCOLL,RLOC,RTOT,0.00,0.00,197028.92,413494.59,188777.44,35530.85,ULOC,UTOT,2016.00
4.00,5.00,2068018.92,0.00,1280869.11,350944.69,660040.03,RmCOLL,RLOC,RTOT,632292.71,0.00,380271.26,421100.05,331572.85,9156.18,ULOC,UTOT,2016.00
4.00,7.00,0.00,0.00,544673.78,353205.49,173596.36,RmCOLL,RLOC,RTOT,0.00,0.00,280221.74,119785.05,52714.92,937.83,ULOC,UTOT,2016.00
4.00,9.00,0.00,0.00,0.00,295575.79,156658.42,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,223917.50,89838.14,18146.52,ULOC,UTOT,2016.00
4.00,11.00,0.00,0.00,0.00,9560.05,158573.69,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
4.00,12.00,1496660.25,0.00,245330.40,0.00,469091.31,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
4.00,13.00,2158234.23,0.00,1497949.49,110135.92,803610.19,RmCOLL,RLOC,RTOT,13082619.48,20480828.99,12197271.62,31216109.82,6303048.48,89245.26,ULOC,UTOT,2016.00
4.00,15.00,1890505.30,0.00,2085936.88,47232.38,269145.05,RmCOLL,RLOC,RTOT,193747.74,0.00,865616.38,711567.95,397587.90,7206.50,ULOC,UTOT,2016.00
4.00,17.00,815632.57,0.00,763111.27,247091.27,756080.20,RmCOLL,RLOC,RTOT,122754.98,0.00,501899.61,148312.72,172931.81,11194.19,ULOC,UTOT,2016.00
4.00,19.00,962106.56,0.00,110307.49,381570.31,466787.31,RmCOLL,RLOC,RTOT,4898060.93,334220.65,5859298.99,6210619.82,2160093.24,68147.90,ULOC,UTOT,2016.00
4.00,21.00,2466101.37,0.00,650098.68,1036742.68,604851.38,RmCOLL,RLOC,RTOT,846412.08,284766.54,322314.25,1298033.03,578990.59,14945.90,ULOC,UTOT,2016.00
4.00,23.00,253989.54,0.00,0.00,0.00,121911.03,RmCOLL,RLOC,RTOT,337022.10,0.00,171983.13,68308.69,96225.55,23565.76,ULOC,UTOT,2016.00
4.00,25.00,2658287.68,0.00,1000535.14,161759.16,833279.50,RmCOLL,RLOC,RTOT,87380.70,243714.25,979917.29,936855.45,587038.61,93713.02,ULOC,UTOT,2016.00
4.00,27.00,746305.89,82829.08,270736.25,172695.73,225791.45,RmCOLL,RLOC,RTOT,487296.91,24274.76,703555.98,799523.37,479515.74,27235.95,ULOC,UTOT,2016.00
5.00,1.00,0.00,0.00,212608.09,16556.27,113262.79,RmCOLL,RLOC,RTOT,0.00,0.00,61572.35,68707.05,23813.29,2246.20,ULOC,UTOT,2016.00
5.00,3.00,0.00,0.00,177142.46,60802.47,128550.42,RmCOLL,RLOC,RTOT,0.00,0.00,26809.19,56927.09,19986.83,3408.70,ULOC,UTOT,2016.00
5.00,5.00,0.00,0.00,135714.74,97815.16,212837.57,RmCOLL,RLOC,RTOT,0.00,0.00,221439.67,74295.06,58797.56,3024.28,ULOC,UTOT,2016.00
5.00,7.00,0.00,0.00,312168.70,205154.25,314522.03,RmCOLL,RLOC,RTOT,1119659.55,19458.00,1125811.11,1795895.00,713723.34,8693.31,ULOC,UTOT,2016.00
5.00,9.00,0.00,0.00,349550.60,21403.20,200189.25,RmCOLL,RLOC,RTOT,0.00,0.00,209950.75,125376.14,34710.95,1282.28,ULOC,UTOT,2016.00
5.00,11.00,0.00,0.00,0.00,115270.45,53947.67,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,60311.64,24635.55,692.54,ULOC,UTOT,2016.00
5.00,13.00,0.00,0.00,153501.10,51177.47,71317.46,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,15.00,0.00,0.00,91081.57,320449.57,212001.81,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,17.00,0.00,0.00,288651.35,42901.77,64389.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,19.00,570994.18,0.00,5025.00,142379.20,129314.58,RmCOLL,RLOC,RTOT,200613.00,0.00,60330.98,49751.73,27984.55,3915.90,ULOC,UTOT,2016.00
5.00,21.00,0.00,0.00,139208.42,105243.69,88666.66,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,23.00,0.00,0.00,0.00,193612.44,245840.39,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,122745.34,17663.04,0.00,ULOC,UTOT,2016.00
5.00,25.00,0.00,0.00,91156.60,116302.81,55944.10,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,27.00,0.00,0.00,120820.61,132575.62,105307.62,RmCOLL,RLOC,RTOT,0.00,0.00,56460.38,96101.97,36860.45,2636.02,ULOC,UTOT,2016.00
5.00,29.00,587073.93,0.00,0.00,110259.33,182049.82,RmCOLL,RLOC,RTOT,100599.77,0.00,0.00,100134.78,25625.29,2031.08,ULOC,UTOT,2016.00
5.00,31.00,0.00,26511.32,384399.68,115996.37,78168.34,RmCOLL,RLOC,RTOT,281480.40,109218.35,754692.22,530215.29,192628.66,40911.91,ULOC,UTOT,2016.00
5.00,33.00,568377.56,0.00,0.00,106919.14,127848.16,RmCOLL,RLOC,RTOT,731068.88,0.00,76254.91,256462.40,142315.17,11596.18,ULOC,UTOT,2016.00
5.00,35.00,694879.66,0.00,11383.87,97313.40,84806.20,RmCOLL,RLOC,RTOT,907039.12,0.00,112503.59,224090.97,102944.19,20875.61,ULOC,UTOT,2016.00
5.00,37.00,0.00,0.00,80991.87,149377.84,74341.28,RmCOLL,RLOC,RTOT,0.00,0.00,80151.71,30756.13,12289.35,50.60,ULOC,UTOT,2016.00
5.00,39.00,0.00,0.00,96917.71,65419.08,88249.94,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,41.00,0.00,0.00,191703.27,0.00,101495.11,RmCOLL,RLOC,RTOT,0.00,0.00,42918.15,4730.93,11900.18,52.76,ULOC,UTOT,2016.00
5.00,43.00,0.00,0.00,146144.53,71754.58,198897.10,RmCOLL,RLOC,RTOT,0.00,0.00,105116.49,41549.71,34404.32,840.00,ULOC,UTOT,2016.00
5.00,45.00,0.00,0.00,423227.34,230592.79,127229.00,RmCOLL,RLOC,RTOT,992026.35,0.00,512086.15,665825.80,167745.54,4533.44,ULOC,UTOT,2016.00
5.00,47.00,402809.23,0.00,0.00,158546.24,146277.19,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,49.00,0.00,0.00,226785.98,41547.56,60858.53,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,51.00,0.00,0.00,291360.21,102083.00,239044.66,RmCOLL,RLOC,RTOT,0.00,384900.37,783534.06,168910.94,177347.70,7847.96,ULOC,UTOT,2016.00
5.00,53.00,34034.00,0.00,358965.37,61096.81,98574.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,55.00,0.00,0.00,189209.13,106328.22,78273.12,RmCOLL,RLOC,RTOT,0.00,0.00,292359.14,151570.75,49710.23,831.56,ULOC,UTOT,2016.00
5.00,57.00,534812.94,0.00,0.00,121074.67,230031.49,RmCOLL,RLOC,RTOT,75399.24,0.00,0.00,150525.23,19231.06,0.00,ULOC,UTOT,2016.00
5.00,59.00,609666.11,0.00,96766.76,146229.73,185856.88,RmCOLL,RLOC,RTOT,215881.41,0.00,141041.95,45280.04,48299.55,1282.29,ULOC,UTOT,2016.00
5.00,61.00,0.00,0.00,0.00,137126.24,146885.73,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,63.00,0.00,0.00,200892.08,199775.57,164731.59,RmCOLL,RLOC,RTOT,0.00,0.00,197039.74,108325.80,30452.92,1026.85,ULOC,UTOT,2016.00
5.00,65.00,0.00,0.00,0.00,143130.10,77851.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,67.00,0.00,205931.96,50403.66,95605.97,98730.35,RmCOLL,RLOC,RTOT,0.00,45244.37,0.00,104924.89,36260.92,1680.83,ULOC,UTOT,2016.00
5.00,69.00,236872.96,0.00,257217.14,149226.92,95930.46,RmCOLL,RLOC,RTOT,412985.54,0.00,319345.41,353023.47,155251.70,2083.60,ULOC,UTOT,2016.00
5.00,71.00,517829.83,0.00,0.00,29613.68,163667.05,RmCOLL,RLOC,RTOT,151589.44,0.00,0.00,113167.57,36161.04,839.57,ULOC,UTOT,2016.00
5.00,73.00,0.00,0.00,80392.11,50962.43,82633.24,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,75.00,0.00,80998.06,292635.49,44353.39,86728.08,RmCOLL,RLOC,RTOT,0.00,23837.20,96856.64,47765.42,35840.54,1550.29,ULOC,UTOT,2016.00
5.00,77.00,0.00,0.00,136665.06,10273.64,68391.52,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,79.00,0.00,0.00,171256.18,43007.00,116017.69,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,81.00,0.00,0.00,198739.23,75245.58,127674.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,83.00,0.00,0.00,5691.60,296262.91,108410.36,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,85.00,799771.84,0.00,222868.45,189336.67,158487.14,RmCOLL,RLOC,RTOT,0.00,346877.58,170815.26,267384.00,75197.03,0.00,ULOC,UTOT,2016.00
5.00,87.00,0.00,0.00,196713.78,98916.48,158677.61,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,89.00,0.00,0.00,159236.17,32562.03,141797.98,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2016.00
5.00,91.00,467694.93,0.00,75491.60,56350.13,102446.31,RmCOLL,RLOC,RTOT,347840.09,21492.00,184076.48,162954.36,60229.07,7076.10,ULOC,UTOT,2016.00
