ST,CO,RINT,ROFE,ROPA,RmART,RMCOLL,RmCOLL,RLOC,RTOT,UINT,UOFE,UOPA,UmART,UMCOLL,UmCOLL,ULOC,UTOT,YEAR
20.00,21.00,0.00,0.00,354953.46,196572.64,69095.12,RmCOLL,RLOC,RTOT,0.00,0.00,42831.81,40492.45,5471.47,0.00,ULOC,UTOT,2019.00
20.00,23.00,0.00,0.00,0.00,85436.73,17991.80,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,25.00,0.00,0.00,45054.32,43779.33,34816.20,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,27.00,0.00,0.00,59466.09,71563.30,58407.55,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,29.00,0.00,145652.34,50748.72,0.00,90361.09,RmCOLL,RLOC,RTOT,0.00,2774.55,24025.61,6104.64,15326.81,0.00,ULOC,UTOT,2019.00
20.00,31.00,188765.05,0.00,97853.76,15739.85,90245.94,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,33.00,0.00,0.00,0.00,34094.98,17974.92,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,35.00,0.00,51112.33,150230.69,79802.09,120253.39,RmCOLL,RLOC,RTOT,0.00,52940.53,62688.98,99222.67,52854.89,18270.30,ULOC,UTOT,2019.00
20.00,37.00,0.00,22169.00,71863.56,111001.73,114779.78,RmCOLL,RLOC,RTOT,0.00,11793.60,112905.50,147004.84,59447.82,9654.67,ULOC,UTOT,2019.00
20.00,39.00,0.00,0.00,74360.25,39392.11,12715.29,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,41.00,397205.70,0.00,19218.97,86259.33,160191.13,RmCOLL,RLOC,RTOT,5819.70,0.00,0.00,41318.31,10249.40,0.00,ULOC,UTOT,2019.00
20.00,43.00,0.00,0.00,107451.22,13565.67,54086.36,RmCOLL,RLOC,RTOT,0.00,0.00,71363.06,11374.87,2939.58,0.00,ULOC,UTOT,2019.00
20.00,45.00,399834.40,144764.50,83125.71,115947.94,119971.03,RmCOLL,RLOC,RTOT,271908.00,382254.40,161913.21,661089.81,248856.16,35166.00,ULOC,UTOT,2019.00
20.00,47.00,0.00,0.00,114729.37,16321.29,19212.38,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,49.00,0.00,0.00,0.00,49008.56,13852.58,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,51.00,364627.20,0.00,93714.43,0.00,93995.53,RmCOLL,RLOC,RTOT,83704.30,0.00,76250.69,81757.73,61536.20,5108.50,ULOC,UTOT,2019.00
20.00,53.00,327959.99,0.00,95289.74,55468.92,48888.91,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,55.00,0.00,88350.01,182591.60,71870.03,92733.98,RmCOLL,RLOC,RTOT,0.00,33580.56,79549.63,168353.14,71650.63,0.00,ULOC,UTOT,2019.00
20.00,57.00,0.00,0.00,376988.66,39857.69,81109.37,RmCOLL,RLOC,RTOT,0.00,0.00,91652.65,152605.19,54357.49,1757.07,ULOC,UTOT,2019.00
20.00,59.00,541474.67,46891.29,85499.29,87863.92,124502.24,RmCOLL,RLOC,RTOT,22852.80,0.00,44255.54,69285.07,17357.21,0.00,ULOC,UTOT,2019.00
20.00,61.00,282962.80,48849.94,54649.65,31520.98,38542.19,RmCOLL,RLOC,RTOT,244111.96,0.00,61867.68,74601.57,49090.18,46407.16,ULOC,UTOT,2019.00
20.00,63.00,436756.10,0.00,902.84,24521.80,28465.02,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,65.00,0.00,0.00,0.00,67471.74,11014.31,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,67.00,0.00,0.00,0.00,84298.46,41902.23,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,21287.16,8114.02,49.39,ULOC,UTOT,2019.00
20.00,69.00,0.00,0.00,139770.92,111878.53,55996.18,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,71.00,0.00,0.00,0.00,50708.69,8402.63,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,73.00,0.00,0.00,203111.97,45431.79,34343.54,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,75.00,0.00,0.00,45802.41,45558.90,15592.07,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,77.00,0.00,0.00,0.00,114469.47,40783.20,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,79.00,281160.10,0.00,152699.00,38847.55,180875.68,RmCOLL,RLOC,RTOT,126577.40,0.00,38253.62,109927.56,26650.29,0.00,ULOC,UTOT,2019.00
20.00,81.00,0.00,0.00,99717.85,87727.63,49958.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,83.00,0.00,0.00,0.00,92077.14,11621.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,85.00,0.00,179751.87,92518.93,46537.73,59977.51,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,87.00,0.00,0.00,189931.77,132355.61,80461.35,RmCOLL,RLOC,RTOT,0.00,0.00,32869.96,0.00,0.00,174.73,ULOC,UTOT,2019.00
20.00,89.00,0.00,0.00,36715.06,25780.19,53459.32,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,91.00,74602.36,428220.78,24317.88,0.00,121791.55,RmCOLL,RLOC,RTOT,4061494.88,1804959.91,408096.36,4246582.22,1591210.43,108497.03,ULOC,UTOT,2019.00
20.00,93.00,0.00,0.00,80573.02,52790.29,23276.82,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,95.00,0.00,196388.35,16921.92,44929.70,77745.65,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,97.00,0.00,0.00,177595.76,20564.36,17556.83,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,99.00,0.00,0.00,185741.83,118846.25,72965.20,RmCOLL,RLOC,RTOT,0.00,0.00,10813.38,78096.92,20055.84,1292.76,ULOC,UTOT,2019.00
20.00,101.00,0.00,0.00,0.00,46453.52,19871.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,103.00,561135.20,0.00,43611.91,282360.69,275394.75,RmCOLL,RLOC,RTOT,0.00,0.00,217230.12,154647.41,98679.58,0.00,ULOC,UTOT,2019.00
20.00,105.00,124055.00,0.00,0.00,53772.66,23077.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,107.00,0.00,160499.06,0.00,31931.70,117502.09,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,109.00,8210.00,0.00,86855.70,67442.44,14648.26,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,111.00,581516.01,0.00,38490.03,82294.86,93493.91,RmCOLL,RLOC,RTOT,147801.72,0.00,63880.62,80608.32,39324.56,0.00,ULOC,UTOT,2019.00
20.00,113.00,358663.80,140619.22,47179.54,86361.91,216798.83,RmCOLL,RLOC,RTOT,33522.94,2010.14,37130.60,78324.46,44912.52,0.00,ULOC,UTOT,2019.00
20.00,115.00,0.00,0.00,142485.52,129825.72,97208.94,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,117.00,0.00,24616.22,155556.85,27129.90,74088.57,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,119.00,0.00,0.00,158090.94,16031.79,50404.62,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,121.00,63706.05,474983.53,31738.39,110778.58,239412.12,RmCOLL,RLOC,RTOT,0.00,103307.20,0.00,47048.75,16702.97,0.00,ULOC,UTOT,2019.00
20.00,123.00,0.00,0.00,81781.39,32177.91,51777.97,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,125.00,0.00,37949.56,317517.49,48634.01,118006.00,RmCOLL,RLOC,RTOT,0.00,2887.71,119977.91,47192.08,43889.55,1601.15,ULOC,UTOT,2019.00
20.00,127.00,0.00,0.00,28500.34,82821.05,38861.04,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,129.00,0.00,0.00,0.00,44149.98,38328.82,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,131.00,0.00,0.00,96375.75,15304.99,106895.23,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,133.00,0.00,0.00,99797.98,161116.61,60162.88,RmCOLL,RLOC,RTOT,0.00,0.00,34279.83,69220.18,12801.39,12.39,ULOC,UTOT,2019.00
20.00,135.00,0.00,0.00,0.00,81589.68,31136.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,137.00,0.00,0.00,64383.31,57374.60,40255.43,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,139.00,240028.56,56691.90,103921.45,125599.22,93493.21,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,141.00,0.00,0.00,22863.16,42381.27,31944.69,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,143.00,0.00,194532.70,0.00,30670.32,59614.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,145.00,0.00,0.00,82435.17,89626.09,29224.97,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,147.00,0.00,0.00,93681.92,20329.30,47438.48,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,149.00,0.00,0.00,206238.07,105402.18,124839.50,RmCOLL,RLOC,RTOT,0.00,0.00,51198.40,11710.95,24186.90,4441.29,ULOC,UTOT,2019.00
20.00,151.00,0.00,50598.78,188066.05,26692.61,43731.95,RmCOLL,RLOC,RTOT,0.00,0.00,49269.85,11590.59,9178.77,50.90,ULOC,UTOT,2019.00
20.00,153.00,0.00,0.00,0.00,67537.46,28896.11,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,155.00,0.00,219937.91,265396.93,63554.02,205112.78,RmCOLL,RLOC,RTOT,0.00,18232.01,92172.81,177318.53,154554.73,83404.58,ULOC,UTOT,2019.00
20.00,157.00,0.00,144329.37,56456.38,0.00,53981.65,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,159.00,0.00,0.00,143428.42,42890.31,93623.88,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,161.00,108945.20,49990.96,149826.34,17601.00,42041.82,RmCOLL,RLOC,RTOT,0.00,167001.40,221864.97,173147.60,162028.36,42757.97,ULOC,UTOT,2019.00
20.00,163.00,0.00,0.00,78011.08,55731.87,18470.56,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,165.00,0.00,0.00,78588.46,43512.16,27719.89,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,167.00,370583.58,0.00,0.00,78802.02,94469.08,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,169.00,703404.85,54743.34,0.00,57998.33,141429.74,RmCOLL,RLOC,RTOT,171344.70,0.00,0.00,339550.14,120956.58,9171.79,ULOC,UTOT,2019.00
20.00,171.00,0.00,0.00,126415.81,32775.70,29232.10,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,173.00,131090.40,311600.62,0.00,89583.68,318808.75,RmCOLL,RLOC,RTOT,2158593.93,2106952.56,235033.42,2303947.78,2124402.38,348315.83,ULOC,UTOT,2019.00
20.00,175.00,0.00,0.00,216921.21,29025.35,45748.56,RmCOLL,RLOC,RTOT,0.00,0.00,52018.92,94822.64,21207.76,0.00,ULOC,UTOT,2019.00
20.00,177.00,401374.76,84107.38,90376.72,25905.80,142243.69,RmCOLL,RLOC,RTOT,1034357.04,432540.16,144070.75,1227365.09,347373.63,5695.58,ULOC,UTOT,2019.00
20.00,179.00,0.00,0.00,27586.77,76283.34,13345.29,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,181.00,400689.17,0.00,0.00,47252.66,47533.52,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,183.00,0.00,0.00,65873.90,18187.38,37156.48,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,185.00,0.00,0.00,142068.35,6759.21,186156.67,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,187.00,0.00,0.00,0.00,60908.53,27831.42,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,189.00,0.00,0.00,0.00,112724.02,83792.66,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,191.00,648359.20,0.00,49510.38,278342.95,128401.92,RmCOLL,RLOC,RTOT,0.00,0.00,8060.03,70169.02,7761.54,241.94,ULOC,UTOT,2019.00
20.00,193.00,399990.94,0.00,63670.52,60388.05,29735.35,RmCOLL,RLOC,RTOT,24137.60,0.00,0.00,41974.79,8477.61,0.00,ULOC,UTOT,2019.00
20.00,195.00,382345.26,0.00,0.00,44858.71,21968.34,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,197.00,516080.52,0.00,0.00,63082.26,75945.22,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,199.00,0.00,0.00,0.00,76580.77,6471.37,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,201.00,0.00,10496.83,50648.27,49300.47,99542.84,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,203.00,0.00,0.00,0.00,63179.27,13016.43,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,205.00,0.00,10585.28,141758.70,55684.03,62361.72,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,207.00,0.00,0.00,96135.14,0.00,16887.77,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
20.00,209.00,0.00,0.00,0.00,0.00,0.00,RmCOLL,RLOC,RTOT,2751810.98,356015.79,327533.26,931664.36,313632.35,193.34,ULOC,UTOT,2019.00
21.00,1.00,0.00,145656.30,68434.20,93205.86,113389.66,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,3.00,0.00,0.00,135255.89,59473.36,137568.28,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,5.00,0.00,193357.55,95099.05,17097.50,47373.88,RmCOLL,RLOC,RTOT,0.00,0.00,103942.32,11256.67,77572.34,744.02,ULOC,UTOT,2019.00
21.00,7.00,0.00,0.00,104590.75,69745.78,0.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,9.00,341825.88,149413.60,0.00,250370.03,157215.35,RmCOLL,RLOC,RTOT,0.00,70974.70,0.00,215178.99,63869.80,8046.62,ULOC,UTOT,2019.00
21.00,11.00,295521.70,0.00,0.00,42184.70,113635.43,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,13.00,0.00,0.00,344991.19,0.00,98788.37,RmCOLL,RLOC,RTOT,0.00,0.00,74385.23,52658.59,32288.02,0.00,ULOC,UTOT,2019.00
21.00,15.00,616625.30,0.00,0.00,19866.21,110060.37,RmCOLL,RLOC,RTOT,1931832.69,0.00,328146.67,736898.65,252507.08,18609.62,ULOC,UTOT,2019.00
21.00,17.00,0.00,0.00,148959.61,114318.75,42449.66,RmCOLL,RLOC,RTOT,0.00,0.00,82327.46,37503.14,21089.74,0.00,ULOC,UTOT,2019.00
21.00,19.00,209499.27,0.00,98446.92,23285.11,42392.01,RmCOLL,RLOC,RTOT,0.00,0.00,391256.12,127597.96,88483.44,20756.18,ULOC,UTOT,2019.00
21.00,21.00,0.00,0.00,61672.84,155562.55,28516.67,RmCOLL,RLOC,RTOT,0.00,0.00,191199.41,138966.81,43821.85,9089.52,ULOC,UTOT,2019.00
21.00,23.00,0.00,0.00,128366.40,13899.53,61324.01,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,25.00,0.00,0.00,153342.63,11856.86,112595.21,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,27.00,0.00,0.00,0.00,241078.43,57291.51,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,29.00,837247.07,0.00,0.00,174562.35,41768.83,RmCOLL,RLOC,RTOT,729667.01,0.00,0.00,539272.06,70524.77,31956.37,ULOC,UTOT,2019.00
21.00,31.00,184944.41,6925.31,0.00,23228.14,164587.43,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,33.00,220876.28,0.00,0.00,16152.01,123684.68,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,64060.94,3863.52,0.00,ULOC,UTOT,2019.00
21.00,35.00,0.00,0.00,219204.93,15139.03,122620.65,RmCOLL,RLOC,RTOT,0.00,0.00,98590.20,87859.57,61570.24,0.00,ULOC,UTOT,2019.00
21.00,37.00,0.00,0.00,78727.89,53724.22,32197.22,RmCOLL,RLOC,RTOT,901657.82,28672.44,381133.27,403059.55,138528.70,1393.14,ULOC,UTOT,2019.00
21.00,39.00,0.00,0.00,0.00,81819.69,26639.48,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,41.00,515164.52,0.00,0.00,23452.35,111831.61,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,44012.68,35690.78,3929.30,ULOC,UTOT,2019.00
21.00,43.00,539045.85,0.00,59917.24,37302.35,160860.97,RmCOLL,RLOC,RTOT,0.00,0.00,4603.56,27941.63,39175.57,2806.41,ULOC,UTOT,2019.00
21.00,45.00,0.00,0.00,124288.07,0.00,104476.90,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,47.00,776371.58,454293.27,204915.74,21475.46,179959.02,RmCOLL,RLOC,RTOT,0.00,97785.13,294697.48,222234.80,86596.06,4096.82,ULOC,UTOT,2019.00
21.00,49.00,452457.67,171481.03,32406.18,12923.80,97766.77,RmCOLL,RLOC,RTOT,99545.71,0.00,86033.79,155165.71,40399.47,0.00,ULOC,UTOT,2019.00
21.00,51.00,0.00,0.00,168755.70,98870.22,139755.98,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,53.00,0.00,0.00,65222.97,56955.55,59535.29,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,55.00,0.00,0.00,0.00,109266.47,34433.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,57.00,0.00,0.00,0.00,131788.36,0.00,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,59.00,109016.56,72564.36,55564.80,153544.88,253124.76,RmCOLL,RLOC,RTOT,0.00,346892.25,211787.50,400651.52,219954.14,68794.15,ULOC,UTOT,2019.00
21.00,61.00,105427.48,0.00,0.00,98147.38,71122.18,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,63.00,0.00,0.00,0.00,45300.49,15422.77,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,65.00,0.00,0.00,0.00,94214.57,98980.50,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,67.00,1118902.50,0.00,172131.28,87405.24,199309.02,RmCOLL,RLOC,RTOT,1104156.81,867463.04,2108891.75,984185.82,588862.62,193758.71,ULOC,UTOT,2019.00
21.00,69.00,0.00,0.00,19441.46,151078.04,92177.77,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,71.00,0.00,0.00,544865.18,12536.08,223154.50,RmCOLL,RLOC,RTOT,0.00,0.00,114941.43,67149.11,54799.59,4047.94,ULOC,UTOT,2019.00
21.00,73.00,596400.41,0.00,63430.80,118653.46,130.09,RmCOLL,RLOC,RTOT,0.00,0.00,355180.90,173393.12,74222.68,17160.55,ULOC,UTOT,2019.00
21.00,75.00,0.00,28780.35,0.00,37353.49,68794.51,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,77.00,623817.82,0.00,0.00,29352.73,120150.97,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,79.00,0.00,0.00,203321.98,99830.01,29472.79,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,81.00,988705.00,0.00,0.00,97940.14,96328.17,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,83.00,72691.76,111470.96,178105.76,28145.31,229900.04,RmCOLL,RLOC,RTOT,41196.11,0.00,93536.58,76358.48,33348.31,1167.90,ULOC,UTOT,2019.00
21.00,85.00,0.00,368035.07,0.00,51663.40,189894.86,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,80535.10,46776.63,323.16,ULOC,UTOT,2019.00
21.00,87.00,0.00,0.00,0.00,112281.19,50483.24,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,89.00,0.00,0.00,216899.00,8448.00,81630.85,RmCOLL,RLOC,RTOT,0.00,0.00,239762.70,74927.81,39207.59,20581.92,ULOC,UTOT,2019.00
21.00,91.00,0.00,0.00,0.00,148867.30,24758.68,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,93.00,1053551.54,366256.20,148389.41,203323.56,181023.12,RmCOLL,RLOC,RTOT,190743.89,29231.65,419690.01,664107.78,200635.48,20225.75,ULOC,UTOT,2019.00
21.00,95.00,0.00,0.00,120740.38,59288.29,72868.13,RmCOLL,RLOC,RTOT,0.00,0.00,82652.19,76026.47,40748.11,22469.21,ULOC,UTOT,2019.00
21.00,97.00,0.00,0.00,0.00,175305.50,48747.70,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,35111.59,22899.19,0.00,ULOC,UTOT,2019.00
21.00,99.00,849961.57,0.00,0.00,46291.29,208561.40,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,101.00,149424.54,150420.92,0.00,150646.11,75008.58,RmCOLL,RLOC,RTOT,0.00,115758.11,369439.18,137626.62,42629.39,570.02,ULOC,UTOT,2019.00
21.00,103.00,508482.40,0.00,0.00,103217.40,98955.90,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,105.00,0.00,33786.66,0.00,39137.18,43758.41,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,107.00,358943.15,148444.55,0.00,54047.21,157304.92,RmCOLL,RLOC,RTOT,185525.30,0.00,0.00,245154.49,77140.17,9293.92,ULOC,UTOT,2019.00
21.00,109.00,0.00,0.00,0.00,134888.83,42002.26,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,111.00,323362.79,0.00,77579.76,103073.21,16105.55,RmCOLL,RLOC,RTOT,8685993.22,669952.87,2925914.27,3934123.28,1383960.68,200877.72,ULOC,UTOT,2019.00
21.00,113.00,0.00,0.00,107289.55,164286.92,59785.09,RmCOLL,RLOC,RTOT,0.00,0.00,321881.22,161310.28,68936.90,3718.15,ULOC,UTOT,2019.00
21.00,115.00,0.00,0.00,200937.82,22102.43,68164.79,RmCOLL,RLOC,RTOT,0.00,0.00,2995.75,104671.68,31867.19,5332.12,ULOC,UTOT,2019.00
21.00,117.00,174851.50,0.00,0.00,16035.01,100555.62,RmCOLL,RLOC,RTOT,2143504.42,0.00,173561.10,781675.18,428889.36,34715.94,ULOC,UTOT,2019.00
21.00,119.00,0.00,0.00,178909.19,59430.05,91952.42,RmCOLL,RLOC,RTOT,0.00,0.00,0.00,0.00,0.00,0.00,ULOC,UTOT,2019.00
21.00,121.00,0.00,0.00,143744.38,0.00,71557.43,RmCOLL,RLOC,RTOT,0.00,0.00,324960.95,14629.16,40418.65,34119.72,ULOC,UTOT,2019.00
