,STATE_CODE,YEAR,NAICS,ESTAB_F,ESTAB,RCPTOT_F,RCPTOT,RCPTOT_N_F,LFO
38037,25,2013,4853,,6461,,211164000,G,S
38038,25,2013,4853,,27,,2387000,H,P
39863,26,2013,4853,,2491,,62249000,G,-
39864,26,2013,4853,,122,,11750000,G,C
39865,26,2013,4853,,2340,,48943000,G,S
39866,26,2013,4853,,29,,1556000,H,P
41690,27,2013,4853,,3084,,79535000,G,-
41691,27,2013,4853,,50,,5184000,H,C
41692,27,2013,4853,,3018,,73257000,G,S
41693,27,2013,4853,,16,,1094000,G,P
43485,28,2013,4853,,269,,6534000,G,-
43486,28,2013,4853,,8,,474000,G,C
43487,28,2013,4853,,256,,5597000,G,S
43488,28,2013,4853,,5,,463000,H,P
45273,29,2013,4853,,1804,,48727000,G,-
45274,29,2013,4853,,16,,1424000,G,C
45275,29,2013,4853,,1768,,45843000,G,S
45276,29,2013,4853,D,0,D,0,D,P
47050,30,2013,4853,,42,,668000,G,-
47051,30,2013,4853,D,0,D,0,D,C
47052,30,2013,4853,,37,,557000,H,S
47053,30,2013,4853,D,0,D,0,D,P
48777,31,2013,4853,,290,,6226000,G,-
48778,31,2013,4853,D,0,D,0,D,C
48779,31,2013,4853,,276,,5097000,G,S
48780,31,2013,4853,,6,,217000,H,P
50551,32,2013,4853,,1190,,13776000,G,-
50552,32,2013,4853,,12,,991000,H,C
50553,32,2013,4853,,1173,,12494000,G,S
50554,32,2013,4853,D,0,D,0,D,P
52276,33,2013,4853,,203,,6362000,G,-
52277,33,2013,4853,,5,,431000,G,C
52278,33,2013,4853,,187,,5003000,G,S
52279,33,2013,4853,,11,,928000,G,P
54053,34,2013,4853,,10799,,482387000,G,-
54054,34,2013,4853,,700,,60448000,G,C
54055,34,2013,4853,,9853,,397467000,G,S
54056,34,2013,4853,,246,,24472000,G,P
55832,35,2013,4853,,128,,2831000,G,-
55833,35,2013,4853,D,0,D,0,D,C
55834,35,2013,4853,,123,,2559000,G,S
57647,36,2013,4853,,67562,,3306211000,G,-
57648,36,2013,4853,,3902,,358501000,G,C
57649,36,2013,4853,,63389,,2920150000,G,S
57650,36,2013,4853,,271,,27560000,G,P
59479,37,2013,4853,,3002,,81849000,G,-
59480,37,2013,4853,,84,,8984000,G,C
59481,37,2013,4853,,2877,,68812000,G,S
59482,37,2013,4853,,41,,4053000,H,P
61191,38,2013,4853,,47,,895000,G,-
61192,38,2013,4853,D,0,D,0,D,C
61193,38,2013,4853,,39,,664000,G,S
61194,38,2013,4853,,5,,120000,H,P
62955,39,2013,4853,,3102,,68662000,G,-
62956,39,2013,4853,,37,,3408000,H,C
62957,39,2013,4853,,3022,,61809000,G,S
62958,39,2013,4853,,43,,3445000,G,P
64765,40,2013,4853,,465,,13419000,G,-
64766,40,2013,4853,,9,,451000,G,C
64767,40,2013,4853,,446,,11382000,G,S
64768,40,2013,4853,,10,,1586000,H,P
66568,41,2013,4853,,1304,,47764000,G,-
66569,41,2013,4853,,18,,2461000,G,C
66570,41,2013,4853,,1276,,43775000,G,S
66571,41,2013,4853,,10,,1528000,H,P
68391,42,2013,4853,,5653,,212368000,G,-
68392,42,2013,4853,,606,,45117000,G,C
68393,42,2013,4853,,4996,,162621000,G,S
68394,42,2013,4853,,51,,4630000,H,P
70107,44,2013,4853,,365,,11195000,G,-
70108,44,2013,4853,,21,,2912000,H,C
70109,44,2013,4853,,340,,7728000,G,S
70110,44,2013,4853,D,0,D,0,D,P
71838,45,2013,4853,,900,,25556000,G,-
71839,45,2013,4853,,28,,4028000,G,C
71840,45,2013,4853,,862,,20615000,G,S
71841,45,2013,4853,,10,,913000,H,P
73537,46,2013,4853,,61,,892000,G,-
73538,46,2013,4853,D,0,D,0,D,C
73539,46,2013,4853,,52,,784000,G,S
73540,46,2013,4853,D,0,D,0,D,P
75278,47,2013,4853,,1414,,41178000,G,-
75279,47,2013,4853,,25,,3357000,G,C
75280,47,2013,4853,,1377,,36601000,G,S
75281,47,2013,4853,,12,,1220000,H,P
77118,48,2013,4853,,9277,,312173000,G,-
77119,48,2013,4853,,152,,19925000,G,C
77120,48,2013,4853,,9066,,285288000,G,S
77121,48,2013,4853,,59,,6960000,G,P
78947,49,2013,4853,,488,,15816000,G,-
78948,49,2013,4853,,20,,1595000,G,C
78949,49,2013,4853,,457,,13332000,G,S
78950,49,2013,4853,,11,,889000,G,P
80622,50,2013,4853,,108,,3375000,G,-
80623,50,2013,4853,D,0,D,0,D,C
80624,50,2013,4853,,103,,2762000,G,S
80625,50,2013,4853,D,0,D,0,D,P
82366,51,2013,4853,,9531,,282726000,G,-
82367,51,2013,4853,,224,,26554000,G,C
82368,51,2013,4853,,9256,,252227000,G,S
82369,51,2013,4853,,51,,3945000,G,P
84178,53,2013,4853,,4156,,143654000,G,-
84179,53,2013,4853,,41,,4110000,H,C
84180,53,2013,4853,,4078,,136623000,G,S
84181,53,2013,4853,,37,,2921000,G,P
85918,54,2013,4853,,103,,2528000,G,-
85919,54,2013,4853,D,0,D,0,D,C
85920,54,2013,4853,,100,,2161000,G,S
87683,55,2013,4853,,971,,29503000,G,-
87684,55,2013,4853,,23,,1973000,G,C
87685,55,2013,4853,,933,,27060000,G,S
87686,55,2013,4853,,15,,470000,G,P
89420,56,2013,4853,,54,,1135000,G,-
89421,56,2013,4853,D,0,D,0,D,C
89422,56,2013,4853,,50,,997000,H,S
89423,56,2013,4853,D,0,D,0,D,P
1134,01,2014,4853,,431,,8986000,G,-
1135,01,2014,4853,D,0,D,0,D,C
1136,01,2014,4853,,9,,1547000,H,Z
1137,01,2014,4853,,413,,6658000,G,S
1138,01,2014,4853,,7,,539000,H,P
3093,02,2014,4853,,663,,26810000,G,-
3094,02,2014,4853,D,0,D,0,D,C
3095,02,2014,4853,D,0,D,0,D,Z
3096,02,2014,4853,,654,,25792000,G,S
3097,02,2014,4853,D,0,D,0,D,P
5146,04,2014,4853,,4594,,107365000,G,-
5147,04,2014,4853,,13,,2179000,G,C
5148,04,2014,4853,,36,,3867000,H,Z
5149,04,2014,4853,,4498,,97450000,G,S
5150,04,2014,4853,,47,,3869000,G,P
7324,05,2014,4853,,260,,5634000,G,-
7325,05,2014,4853,D,0,D,0,D,C
7326,05,2014,4853,D,0,D,0,D,Z
7327,05,2014,4853,,252,,4147000,G,S
7328,05,2014,4853,D,0,D,0,D,P
9577,06,2014,4853,,45575,,1278215000,G,-
9578,06,2014,4853,,203,,19439000,G,C
9579,06,2014,4853,,539,,68394000,G,Z
9580,06,2014,4853,,44382,,1132145000,G,S
9581,06,2014,4853,,451,,58237000,G,P
11844,08,2014,4853,,4716,,134003000,G,-
11845,08,2014,4853,D,0,D,0,D,C
11846,08,2014,4853,,76,,7737000,G,Z
11847,08,2014,4853,,4599,,122326000,G,S
11848,08,2014,4853,,29,,2463000,G,P
14009,09,2014,4853,,1779,,71082000,G,-
14010,09,2014,4853,,24,,4016000,G,C
14011,09,2014,4853,,30,,3410000,G,Z
14012,09,2014,4853,,1691,,57589000,G,S
14013,09,2014,4853,,34,,6067000,H,P
16078,10,2014,4853,,288,,10876000,G,-
16079,10,2014,4853,,5,,277000,H,C
16080,10,2014,4853,,26,,1797000,H,Z
16081,10,2014,4853,,251,,7122000,G,S
16082,10,2014,4853,,6,,1680000,H,P
17870,11,2014,4853,,2288,,49855000,G,-
17871,11,2014,4853,,21,,2572000,G,C
17872,11,2014,4853,,7,,820000,G,Z
17873,11,2014,4853,,2251,,45409000,G,S
17874,11,2014,4853,,9,,1054000,H,P
19992,12,2014,4853,,14828,,389773000,G,-
19993,12,2014,4853,,206,,16004000,G,C
19994,12,2014,4853,,748,,63757000,G,Z
19995,12,2014,4853,,13742,,298012000,G,S
19996,12,2014,4853,,132,,12000000,G,P
22284,13,2014,4853,,7062,,159642000,G,-
22285,13,2014,4853,,36,,2815000,G,C
22286,13,2014,4853,,118,,10821000,G,Z
22287,13,2014,4853,,6871,,141571000,G,S
22288,13,2014,4853,,37,,4435000,H,P
24356,15,2014,4853,,2094,,52955000,G,-
24357,15,2014,4853,,5,,197000,H,C
24358,15,2014,4853,,13,,754000,G,Z
24359,15,2014,4853,,2068,,51312000,G,S
24360,15,2014,4853,,8,,692000,G,P
26392,16,2014,4853,,322,,6890000,G,-
26393,16,2014,4853,D,0,D,0,D,Z
26394,16,2014,4853,,318,,6612000,G,S
26395,16,2014,4853,D,0,D,0,D,P
28568,17,2014,4853,,24100,,731866000,G,-
28569,17,2014,4853,,1299,,59944000,G,C
28570,17,2014,4853,,2319,,127115000,G,Z
28571,17,2014,4853,,20302,,535677000,G,S
28572,17,2014,4853,,180,,9130000,G,P
30809,18,2014,4853,,2008,,38473000,G,-
30810,18,2014,4853,,3,,76000,G,C
30811,18,2014,4853,,38,,3986000,H,Z
30812,18,2014,4853,,1949,,33690000,G,S
30813,18,2014,4853,,18,,721000,H,P
32955,19,2014,4853,,560,,13415000,G,-
32956,19,2014,4853,D,0,D,0,D,C
32957,19,2014,4853,,13,,763000,H,Z
32958,19,2014,4853,,532,,11156000,G,S
32959,19,2014,4853,,13,,1035000,H,P
35066,20,2014,4853,,536,,11134000,G,-
35067,20,2014,4853,,4,,476000,H,C
35068,20,2014,4853,,9,,681000,H,Z
35069,20,2014,4853,,516,,9663000,G,S
35070,20,2014,4853,,7,,314000,G,P
37221,21,2014,4853,,1233,,27266000,G,-
37222,21,2014,4853,D,0,D,0,D,C
37223,21,2014,4853,,11,,1067000,G,Z
37224,21,2014,4853,,1205,,25581000,G,S
37225,21,2014,4853,,11,,207000,H,P
39425,22,2014,4853,,2439,,73287000,G,-
39426,22,2014,4853,,32,,1008000,H,C
39427,22,2014,4853,,38,,2150000,G,Z
39428,22,2014,4853,,2327,,67519000,G,S
39429,22,2014,4853,,42,,2610000,G,P
41516,23,2014,4853,,434,,8821000,G,-
41517,23,2014,4853,D,0,D,0,D,Z
41518,23,2014,4853,,424,,7796000,G,S
41519,23,2014,4853,,6,,634000,H,P
43633,24,2014,4853,,9533,,224776000,G,-
43634,24,2014,4853,,44,,2429000,H,C
43635,24,2014,4853,,103,,12882000,G,Z
43636,24,2014,4853,,9336,,206334000,G,S
43637,24,2014,4853,,50,,3131000,G,P
45847,25,2014,4853,,12274,,369536000,G,-
45848,25,2014,4853,,515,,25781000,G,C
45849,25,2014,4853,,910,,68290000,G,Z
45850,25,2014,4853,,10811,,272217000,G,S
45851,25,2014,4853,,38,,3248000,G,P
48102,26,2014,4853,,3099,,70705000,G,-
48103,26,2014,4853,,23,,2427000,H,C
48104,26,2014,4853,,97,,10148000,G,Z
48105,26,2014,4853,,2943,,56301000,G,S
48106,26,2014,4853,,36,,1829000,H,P
50333,27,2014,4853,,4104,,98800000,G,-
50334,27,2014,4853,,15,,2238000,H,C
50335,27,2014,4853,,44,,3236000,H,Z
50336,27,2014,4853,,4024,,91730000,G,S
50337,27,2014,4853,,21,,1596000,G,P
52487,28,2014,4853,,301,,6950000,G,-
52488,28,2014,4853,D,0,D,0,D,C
52489,28,2014,4853,,7,,448000,G,Z
52490,28,2014,4853,,287,,5941000,G,S
52491,28,2014,4853,,6,,557000,G,P
54655,29,2014,4853,,2003,,54779000,G,-
54656,29,2014,4853,,5,,465000,H,C
54657,29,2014,4853,,12,,768000,H,Z
54658,29,2014,4853,,1962,,51682000,G,S
54659,29,2014,4853,D,0,D,0,D,P
56781,30,2014,4853,,37,,667000,G,-
56782,30,2014,4853,D,0,D,0,D,C
56783,30,2014,4853,D,0,D,0,D,Z
56784,30,2014,4853,,32,,510000,G,S
56785,30,2014,4853,D,0,D,0,D,P
58816,31,2014,4853,,417,,8229000,G,-
58817,31,2014,4853,D,0,D,0,D,Z
58818,31,2014,4853,,403,,6980000,G,S
58819,31,2014,4853,,7,,304000,H,P
60933,32,2014,4853,,1701,,18115000,G,-
60934,32,2014,4853,,5,,396000,G,C
60935,32,2014,4853,,5,,141000,H,Z
60936,32,2014,4853,,1686,,16201000,G,S
60937,32,2014,4853,D,0,D,0,D,P
63024,33,2014,4853,,253,,7662000,G,-
63025,33,2014,4853,D,0,D,0,D,C
63026,33,2014,4853,D,0,D,0,D,Z
63027,33,2014,4853,,239,,5409000,G,S
63028,33,2014,4853,,10,,1756000,H,P
65167,34,2014,4853,,12959,,535489000,G,-
65168,34,2014,4853,,347,,27273000,G,C
65169,34,2014,4853,,348,,32545000,G,Z
65170,34,2014,4853,,11973,,445505000,G,S
65171,34,2014,4853,,291,,30166000,G,P
67289,35,2014,4853,,205,,3472000,G,-
67290,35,2014,4853,D,0,D,0,D,C
67291,35,2014,4853,D,0,D,0,D,Z
67292,35,2014,4853,,199,,3131000,G,S
67293,35,2014,4853,D,0,D,0,D,P
69516,36,2014,4853,,76083,,3663540000,G,-
69517,36,2014,4853,,1933,,166440000,G,C
69518,36,2014,4853,,2648,,245739000,G,Z
69519,36,2014,4853,,71137,,3218002000,G,S
69520,36,2014,4853,,365,,33359000,G,P
71798,37,2014,4853,,4243,,98329000,G,-
71799,37,2014,4853,,18,,1497000,H,C
71800,37,2014,4853,,59,,7152000,G,Z
71801,37,2014,4853,,4128,,85763000,G,S
71802,37,2014,4853,,38,,3917000,G,P
73845,38,2014,4853,,128,,2730000,G,-
73846,38,2014,4853,D,0,D,0,D,C
73847,38,2014,4853,D,0,D,0,D,Z
73848,38,2014,4853,,121,,2539000,G,S
73849,38,2014,4853,D,0,D,0,D,P
75956,39,2014,4853,,4099,,80136000,G,-
75957,39,2014,4853,,8,,799000,H,C
75958,39,2014,4853,,28,,2569000,G,Z
75959,39,2014,4853,,4013,,72673000,G,S
75960,39,2014,4853,,50,,4095000,G,P
78161,40,2014,4853,,695,,16131000,G,-
78162,40,2014,4853,D,0,D,0,D,C
78163,40,2014,4853,,7,,506000,H,Z
78164,40,2014,4853,,675,,13719000,G,S
78165,40,2014,4853,,11,,1590000,H,P
80354,41,2014,4853,,1505,,56803000,G,-
80355,41,2014,4853,,5,,1269000,G,C
80356,41,2014,4853,,12,,1476000,G,Z
80357,41,2014,4853,,1477,,52385000,G,S
80358,41,2014,4853,,11,,1673000,H,P
82600,42,2014,4853,,6981,,243459000,G,-
82601,42,2014,4853,,134,,8649000,G,C
82602,42,2014,4853,,478,,33387000,G,Z
82603,42,2014,4853,,6291,,194747000,G,S
82604,42,2014,4853,,78,,6676000,G,P
84652,44,2014,4853,,534,,11587000,G,-
84653,44,2014,4853,D,0,D,0,D,C
84654,44,2014,4853,,14,,1422000,H,Z
84655,44,2014,4853,,515,,9684000,G,S
84656,44,2014,4853,,4,,364000,G,P
86720,45,2014,4853,,1177,,28629000,G,-
86721,45,2014,4853,,5,,683000,H,C
86722,45,2014,4853,,23,,2823000,G,Z
86723,45,2014,4853,,1135,,22973000,G,S
86724,45,2014,4853,,14,,2150000,G,P
88701,46,2014,4853,,71,,1174000,G,-
88702,46,2014,4853,D,0,D,0,D,C
88703,46,2014,4853,D,0,D,0,D,Z
88704,46,2014,4853,,61,,1021000,G,S
88705,46,2014,4853,D,0,D,0,D,P
90777,47,2014,4853,,2407,,50279000,G,-
90778,47,2014,4853,,8,,931000,H,C
90779,47,2014,4853,,15,,885000,G,Z
90780,47,2014,4853,,2368,,46872000,G,S
90781,47,2014,4853,,16,,1591000,H,P
93053,48,2014,4853,,13853,,383866000,G,-
93054,48,2014,4853,,52,,6260000,G,C
93055,48,2014,4853,,116,,17706000,G,Z
93056,48,2014,4853,,13616,,352191000,G,S
93057,48,2014,4853,,69,,7709000,G,P
95274,49,2014,4853,,661,,17584000,G,-
95275,49,2014,4853,D,0,D,0,D,C
95276,49,2014,4853,,21,,1377000,G,Z
95277,49,2014,4853,,622,,14628000,G,S
95278,49,2014,4853,,17,,1454000,H,P
97256,50,2014,4853,,117,,2641000,G,-
97257,50,2014,4853,D,0,D,0,D,C
97258,50,2014,4853,D,0,D,0,D,Z
97259,50,2014,4853,,112,,2237000,H,S
97260,50,2014,4853,D,0,D,0,D,P
99332,51,2014,4853,,12851,,350646000,G,-
99333,51,2014,4853,,81,,7921000,G,C
99334,51,2014,4853,,184,,20040000,G,Z
99335,51,2014,4853,,12530,,317582000,G,S
99336,51,2014,4853,,56,,5103000,G,P
101552,53,2014,4853,,6051,,186021000,G,-
101553,53,2014,4853,,12,,789000,H,C
101554,53,2014,4853,,35,,4094000,G,Z
101555,53,2014,4853,,5961,,178233000,G,S
101556,53,2014,4853,,43,,2905000,H,P
103621,54,2014,4853,,97,,2919000,G,-
103622,54,2014,4853,D,0,D,0,D,C
103623,54,2014,4853,D,0,D,0,D,Z
103624,54,2014,4853,,93,,2714000,G,S
103625,54,2014,4853,D,0,D,0,D,P
105716,55,2014,4853,,1408,,32190000,G,-
105717,55,2014,4853,,7,,279000,G,C
105718,55,2014,4853,,18,,1229000,G,Z
105719,55,2014,4853,,1366,,29625000,G,S
105720,55,2014,4853,,17,,1057000,G,P
107788,56,2014,4853,,62,,2031000,G,-
107789,56,2014,4853,D,0,D,0,D,C
107790,56,2014,4853,,56,,1700000,G,S
107791,56,2014,4853,D,0,D,0,D,P
1138,01,2015,4853,D,0,D,0,D,C
1139,01,2015,4853,,12,,1950000,H,Z
1140,01,2015,4853,,530,,7797000,G,S
1141,01,2015,4853,,7,,530000,H,P
1142,01,2015,4853,,551,,10521000,G,-
3106,02,2015,4853,,670,,25782000,G,S
3107,02,2015,4853,,7,,340000,J,P
3108,02,2015,4853,,679,,26568000,G,-
3109,02,2015,4853,D,0,D,0,D,C
5170,04,2015,4853,,10,,1628000,H,C
5171,04,2015,4853,,41,,4487000,G,P
5172,04,2015,4853,,37,,2787000,G,Z
5173,04,2015,4853,,8371,,139848000,G,-
5174,04,2015,4853,,8283,,130946000,G,S
7349,05,2015,4853,,465,,5444000,G,S
7350,05,2015,4853,D,0,D,0,D,Z
7351,05,2015,4853,,3,,73000,J,C
7352,05,2015,4853,,473,,6312000,G,-
7353,05,2015,4853,D,0,D,0,D,P
9593,06,2015,4853,,225,,25199000,G,C
9594,06,2015,4853,,454,,65150000,G,P
9595,06,2015,4853,,612,,85635000,G,Z
9596,06,2015,4853,,89112,,1803401000,G,-
9597,06,2015,4853,,87821,,1627417000,G,S
11850,08,2015,4853,,8857,,169305000,G,-
11851,08,2015,4853,,27,,2543000,G,P
11852,08,2015,4853,,8745,,158776000,G,S
11853,08,2015,4853,,7,,639000,H,C
11854,08,2015,4853,,78,,7347000,G,Z
13999,09,2015,4853,,24,,3668000,H,C
14000,09,2015,4853,,39,,6873000,H,P
14001,09,2015,4853,,33,,4641000,G,Z
14002,09,2015,4853,,3479,,91268000,G,-
14003,09,2015,4853,,3383,,76086000,G,S
16071,10,2015,4853,,610,,14206000,G,-
16072,10,2015,4853,,10,,2329000,H,P
16073,10,2015,4853,,568,,9378000,G,S
16074,10,2015,4853,,5,,292000,G,C
16075,10,2015,4853,,27,,2207000,H,Z
17855,11,2015,4853,,8,,734000,H,P
17856,11,2015,4853,,3536,,58133000,G,S
17857,11,2015,4853,,7,,851000,H,Z
17858,11,2015,4853,,3567,,60544000,G,-
17859,11,2015,4853,,16,,826000,H,C
19984,12,2015,4853,,210,,14479000,G,C
19985,12,2015,4853,,134,,12982000,G,P
19986,12,2015,4853,,762,,60926000,G,Z
19987,12,2015,4853,,30238,,529432000,G,-
19988,12,2015,4853,,29132,,441045000,G,S
22270,13,2015,4853,,12279,,184398000,G,S
22271,13,2015,4853,,32,,3363000,H,P
22272,13,2015,4853,,34,,3176000,G,C
22273,13,2015,4853,,12468,,202005000,G,-
22274,13,2015,4853,,123,,11068000,G,Z
24373,15,2015,4853,,2629,,57910000,G,S
24374,15,2015,4853,,11,,694000,G,P
24375,15,2015,4853,,2659,,60539000,G,-
24376,15,2015,4853,,6,,154000,G,C
24377,15,2015,4853,,13,,1781000,G,Z
26411,16,2015,4853,,503,,8446000,G,-
26412,16,2015,4853,D,0,D,0,D,C
26413,16,2015,4853,,498,,8124000,G,S
26414,16,2015,4853,,4,,253000,J,P
28583,17,2015,4853,,172,,7434000,G,P
28584,17,2015,4853,,32885,,665126000,G,S
28585,17,2015,4853,,36671,,856603000,G,-
28586,17,2015,4853,,1252,,60907000,G,C
28587,17,2015,4853,,2362,,123136000,G,Z
30822,18,2015,4853,,3700,,50814000,G,-
30823,18,2015,4853,,9,,1126000,H,C
30824,18,2015,4853,,38,,3009000,G,Z
30825,18,2015,4853,,3634,,45958000,G,S
30826,18,2015,4853,,19,,721000,G,P
32968,19,2015,4853,,1083,,17397000,G,-
32969,19,2015,4853,D,0,D,0,D,C
32970,19,2015,4853,,8,,780000,H,Z
32971,19,2015,4853,,1060,,14141000,G,S
32972,19,2015,4853,,13,,1750000,G,P
35079,20,2015,4853,,9,,473000,H,P
35080,20,2015,4853,,1032,,13888000,G,S
35081,20,2015,4853,,11,,391000,G,Z
35082,20,2015,4853,,1057,,15253000,G,-
35083,20,2015,4853,,5,,501000,H,C
37228,21,2015,4853,,1914,,32255000,G,-
37229,21,2015,4853,,5,,300000,J,C
37230,21,2015,4853,,9,,1389000,J,Z
37231,21,2015,4853,,1892,,30403000,G,S
37232,21,2015,4853,,8,,163000,H,P
39421,22,2015,4853,,4029,,84327000,G,-
39422,22,2015,4853,,34,,1223000,H,C
39423,22,2015,4853,,28,,1798000,G,Z
39424,22,2015,4853,,3933,,79081000,G,S
39425,22,2015,4853,,34,,2225000,G,P
41491,23,2015,4853,,5,,633000,H,P
41492,23,2015,4853,,619,,7886000,G,S
41493,23,2015,4853,,5,,420000,G,Z
41494,23,2015,4853,,629,,8939000,G,-
43610,24,2015,4853,,17073,,293606000,G,-
43611,24,2015,4853,,37,,1804000,G,C
43612,24,2015,4853,,96,,9981000,G,Z
43613,24,2015,4853,,16886,,278026000,G,S
43614,24,2015,4853,,54,,3795000,G,P
45823,25,2015,4853,,515,,26461000,G,C
45824,25,2015,4853,,36,,3538000,G,P
45825,25,2015,4853,,932,,64106000,G,Z
45826,25,2015,4853,,19639,,463360000,G,-
45827,25,2015,4853,,18156,,369255000,G,S
48080,26,2015,4853,,22,,2459000,H,C
48081,26,2015,4853,,116,,12816000,G,Z
48082,26,2015,4853,,5580,,77770000,G,S
48083,26,2015,4853,,34,,2226000,H,P
48084,26,2015,4853,,5752,,95271000,G,-
50299,27,2015,4853,,11,,1369000,G,C
50300,27,2015,4853,,19,,1565000,H,P
50301,27,2015,4853,,5752,,122471000,G,-
50302,27,2015,4853,,5679,,116250000,G,S
50303,27,2015,4853,,43,,3287000,H,Z
52466,28,2015,4853,,444,,6686000,G,S
52467,28,2015,4853,,6,,745000,H,P
52468,28,2015,4853,,8,,790000,H,Z
52469,28,2015,4853,,458,,8221000,G,-
54623,29,2015,4853,,3056,,65228000,G,-
54624,29,2015,4853,,6,,525000,J,C
54625,29,2015,4853,,12,,837000,H,Z
54626,29,2015,4853,,3016,,61306000,G,S
54627,29,2015,4853,,22,,2560000,H,P
56733,30,2015,4853,D,0,D,0,D,P
56734,30,2015,4853,,47,,613000,G,-
56735,30,2015,4853,D,0,D,0,D,C
56736,30,2015,4853,,43,,508000,G,S
58745,31,2015,4853,,749,,10040000,G,-
58746,31,2015,4853,,10,,1230000,H,Z
58747,31,2015,4853,,730,,8487000,G,S
58748,31,2015,4853,,9,,323000,J,P
60858,32,2015,4853,D,0,D,0,D,C
60859,32,2015,4853,,7,,392000,J,P
60860,32,2015,4853,,5,,320000,J,Z
60861,32,2015,4853,,3603,,29581000,G,-
60862,32,2015,4853,,3587,,28272000,G,S
62940,33,2015,4853,,566,,11302000,G,-
62941,33,2015,4853,,3,,474000,H,C
62942,33,2015,4853,D,0,D,0,D,Z
62943,33,2015,4853,,551,,8625000,G,S
62944,33,2015,4853,,10,,2026000,G,P
65077,34,2015,4853,,330,,29591000,G,P
65078,34,2015,4853,,20140,,540474000,G,S
65079,34,2015,4853,,21147,,627439000,G,-
65080,34,2015,4853,,353,,26864000,G,C
65081,34,2015,4853,,324,,30510000,G,Z
67194,35,2015,4853,,469,,5049000,G,-
67195,35,2015,4853,D,0,D,0,D,P
67196,35,2015,4853,,465,,4904000,G,S
67197,35,2015,4853,D,0,D,0,D,Z
67198,35,2015,4853,D,0,D,0,D,C
69417,36,2015,4853,,88410,,4074363000,G,-
69418,36,2015,4853,,2159,,191319000,G,C
69419,36,2015,4853,,2834,,240538000,G,Z
69420,36,2015,4853,,82985,,3603050000,G,S
69421,36,2015,4853,,432,,39456000,G,P
71689,37,2015,4853,,38,,2974000,G,P
71690,37,2015,4853,,7679,,123703000,G,-
71691,37,2015,4853,,17,,2101000,G,C
71692,37,2015,4853,,62,,7714000,H,Z
71693,37,2015,4853,,7562,,110914000,G,S
73720,38,2015,4853,,213,,3140000,G,-
73721,38,2015,4853,D,0,D,0,D,P
73722,38,2015,4853,D,0,D,0,D,Z
73723,38,2015,4853,,210,,3041000,G,S
75815,39,2015,4853,,7602,,113448000,G,-
75816,39,2015,4853,,8,,766000,H,C
75817,39,2015,4853,,37,,4247000,H,Z
75818,39,2015,4853,,7504,,103736000,G,S
75819,39,2015,4853,,53,,4699000,G,P
78027,40,2015,4853,,15,,1082000,H,P
78028,40,2015,4853,,1404,,19441000,G,-
78029,40,2015,4853,D,0,D,0,D,C
78030,40,2015,4853,,8,,430000,H,Z
78031,40,2015,4853,,1379,,17656000,G,S
80225,41,2015,4853,,10,,1457000,G,Z
80226,41,2015,4853,,3398,,69022000,G,S
80227,41,2015,4853,,7,,1241000,J,C
80228,41,2015,4853,,3425,,73240000,G,-
80229,41,2015,4853,,10,,1520000,J,P
82472,42,2015,4853,,140,,9768000,H,C
82473,42,2015,4853,,87,,6986000,H,P
82474,42,2015,4853,,496,,31704000,G,Z
82475,42,2015,4853,,13231,,286730000,G,-
82476,42,2015,4853,,12508,,238272000,G,S
84540,44,2015,4853,,1200,,16029000,G,S
84541,44,2015,4853,,1222,,18711000,G,-
84542,44,2015,4853,,4,,385000,G,P
84543,44,2015,4853,D,0,D,0,D,C
84544,44,2015,4853,,16,,1991000,H,Z
86615,45,2015,4853,,2370,,36434000,G,-
86616,45,2015,4853,,3,,524000,J,C
86617,45,2015,4853,,24,,2820000,G,Z
86618,45,2015,4853,,2324,,31818000,G,S
86619,45,2015,4853,,19,,1272000,H,P
88587,46,2015,4853,,82,,1388000,G,-
88588,46,2015,4853,D,0,D,0,D,Z
88589,46,2015,4853,,75,,1290000,G,S
88590,46,2015,4853,,5,,91000,H,P
90659,47,2015,4853,,5158,,68626000,G,-
90660,47,2015,4853,,12,,1194000,G,P
90661,47,2015,4853,,5125,,66116000,G,S
90662,47,2015,4853,,15,,1112000,G,Z
90663,47,2015,4853,,6,,204000,J,C
92935,48,2015,4853,,26957,,501246000,G,-
92936,48,2015,4853,,60,,9404000,H,C
92937,48,2015,4853,,137,,17724000,G,Z
92938,48,2015,4853,,26684,,466927000,G,S
92939,48,2015,4853,,76,,7191000,G,P
95149,49,2015,4853,,1414,,24412000,G,-
95150,49,2015,4853,D,0,D,0,D,C
95151,49,2015,4853,,16,,1139000,H,Z
95152,49,2015,4853,,1385,,22265000,G,S
95153,49,2015,4853,,12,,890000,H,P
97132,50,2015,4853,,261,,3888000,G,-
97133,50,2015,4853,D,0,D,0,D,Z
97134,50,2015,4853,,254,,3440000,G,S
97135,50,2015,4853,,5,,245000,J,P
99215,51,2015,4853,,73,,6983000,H,C
99216,51,2015,4853,,204,,23600000,G,Z
99217,51,2015,4853,,18424,,393967000,G,S
99218,51,2015,4853,,54,,5768000,G,P
99219,51,2015,4853,,18755,,430318000,G,-
101441,53,2015,4853,,10166,,251744000,G,-
101442,53,2015,4853,,16,,928000,H,C
101443,53,2015,4853,,32,,3398000,G,Z
101444,53,2015,4853,,10077,,244134000,G,S
