"st","naics","lfo","estab_f","estab","rcptot_n_f","rcptot_f","rcptot"
"01","00","-",,321641,"G",,12396692
"01","00","C",,13122,"G",,1613529
"01","00","S",,287353,"G",,8157589
"01","00","P",,21166,"G",,2625574
"01","11","-",,4609,"G",,204554
"01","11","C",,222,"G",,39703
"01","11","S",,4205,"G",,145503
"01","11","P",,182,"G",,19348
"01","113","-",,1494,"G",,99108
"01","113","C",,68,"G",,13675
"01","113","S",,1357,"G",,75134
"01","113","P",,69,"H",,10299
"01","114","-",,1448,"G",,52622
"01","114","C",,93,"G",,17387
"01","114","S",,1302,"G",,31402
"01","114","P",,53,"G",,3833
"01","1141","-",,1203,"G",,46997
"01","1141","C",,69,"G",,16477
"01","1141","S",,1109,"G",,27506
"01","1141","P",,25,"G",,3014
"01","11411","-",,1203,"G",,46997
"01","11411","C",,69,"G",,16477
"01","11411","S",,1109,"G",,27506
"01","11411","P",,25,"G",,3014
"01","1142","-",,245,"G",,5625
"01","1142","C",,24,"G",,910
"01","1142","S",,193,"G",,3896
"01","1142","P",,28,"G",,819
"01","11421","-",,245,"G",,5625
"01","11421","C",,24,"G",,910
"01","11421","S",,193,"G",,3896
"01","11421","P",,28,"G",,819
"01","115","-",,1667,"G",,52824
"01","115","C",,61,"H",,8641
"01","115","S",,1546,"G",,38967
"01","115","P",,60,"G",,5216
"01","1151","-",,702,"G",,18037
"01","1151","C",,21,"H",,4186
"01","1151","S",,663,"G",,11660
"01","1151","P",,18,"G",,2191
"01","11511","-",,702,"G",,18037
"01","11511","C",,21,"H",,4186
"01","11511","S",,663,"G",,11660
"01","11511","P",,18,"G",,2191
"01","1152","-",,581,"G",,18537
"01","1152","C",,15,"H",,1796
"01","1152","S",,547,"G",,15074
"01","1152","P",,19,"H",,1667
"01","11521","-",,581,"G",,18537
"01","11521","C",,15,"H",,1796
"01","11521","S",,547,"G",,15074
"01","11521","P",,19,"H",,1667
"01","1153","-",,384,"G",,16250
"01","1153","C",,25,"H",,2659
"01","1153","S",,336,"G",,12233
"01","1153","P",,23,"G",,1358
"01","11531","-",,384,"G",,16250
"01","11531","C",,25,"H",,2659
"01","11531","S",,336,"G",,12233
"01","11531","P",,23,"G",,1358
"01","21","-",,722,"G",,38874
"01","21","C",,51,"H",,6762
"01","21","S",,624,"G",,24317
"01","21","P",,47,"G",,7795
"01","211","-",,513,"G",,21263
"01","211","C",,26,"G",,2899
"01","211","S",,459,"G",,13839
"01","211","P",,28,"H",,4525
"01","2111","-",,513,"G",,21263
"01","2111","C",,26,"G",,2899
"01","2111","S",,459,"G",,13839
"01","2111","P",,28,"H",,4525
"01","21111","-",,513,"G",,21263
"01","21111","C",,26,"G",,2899
"01","21111","S",,459,"G",,13839
"01","21111","P",,28,"H",,4525
"01","212","-",,95,"G",,6768
"01","212","C",,19,"H",,2433
"01","212","S",,63,"G",,2765
"01","212","P",,13,"H",,1570
"01","2121","-",,32,"G",,2183
"01","2121","C","D",0,"D","D",0
"01","2121","S",,26,"H",,357
"01","2121","P","D",0,"D","D",0
"01","21211","-",,32,"G",,2183
"01","21211","C","D",0,"D","D",0
"01","21211","S",,26,"H",,357
"01","21211","P","D",0,"D","D",0
"01","2122","-","D",0,"D","D",0
"01","2122","S","D",0,"D","D",0
"01","2123","-",,60,"G",,4551
"01","2123","C",,15,"H",,1453
"01","2123","S",,34,"G",,2374
"01","2123","P",,11,"H",,724
"01","213","-",,114,"G",,10843
"01","213","C","D",0,"D","D",0
"01","213","S",,102,"G",,7713
"01","213","P",,6,"H",,1700
