b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"26","515",,432,"G",,10270
"26","517",,874,"G",,33096
"26","518",,1211,"G",,29370
"26","5182",,1203,"G",,27372
"26","51821",,1203,"G",,27372
"26","519",,1844,"G",,50268
"26","5191",,1844,"G",,50268
"26","52",,19130,"G",,1230740
"26","522",,1677,"G",,70880
"26","5221",,164,"G",,3521
"26","5222",,639,"G",,39962
"26","5223",,874,"G",,27397
"26","523",,6234,"G",,609853
"26","5231",,920,"G",,101149
"26","52311",,240,"H",,29575
"26","52312",,632,"G",,69182
"26","52313",,14,"H",,649
"26","52314",,34,"G",,1743
"26","5232","D",0,"D","D",0
"26","52321","D",0,"D","D",0
"26","5239",,5277,"G",,484673
"26","524",,11219,"G",,550007
"26","5241",,117,"G",,6667
"26","5242",,11102,"G",,543340
"26","52421",,7510,"G",,402769
"26","52429",,3592,"G",,140571
"26","53",,54871,"G",,3458258
"26","531",,52022,"G",,3268350
"26","5311",,19360,"G",,1995619
"26","5312",,17738,"G",,551149
"26","53121",,17738,"G",,551149
"26","5313",,14924,"G",,721582
"26","53131",,3397,"G",,173433
"26","53132",,1631,"G",,64076
"26","53139",,9896,"G",,484073
"26","532",,2823,"G",,187172
"26","5321",,755,"G",,34195
"26","5322",,641,"G",,23695
"26","53221",,45,"H",,4888
"26","53222",,17,"H",,425
"26","53223",,85,"H",,2718
"26","53229",,494,"G",,15664
"26","5323",,116,"G",,6752
"26","53231",,116,"G",,6752
"26","5324",,1311,"G",,122530
"26","533",,26,"H",,2736
"26","5331",,26,"H",,2736
"26","53311",,26,"H",,2736
"26","54",,79974,"G",,2811432
"26","541",,79974,"G",,2811432
"26","5411",,7627,"G",,367797
"26","5412",,9848,"G",,192831
"26","54121",,9848,"G",,192831
"26","541211",,952,"G",,50175
"26","541213",,3043,"G",,42002
"26","541214",,129,"G",,4127
"26","541219",,5724,"G",,96527
"26","5413",,7232,"G",,293965
"26","54131",,946,"G",,42352
"26","54132",,1066,"G",,34336
"26","54133",,3624,"G",,169645
"26","54134",,601,"G",,16742
"26","54135",,585,"G",,14272
"26","54136",,71,"G",,3387
"26","54137",,217,"G",,6389
"26","54138",,122,"G",,6842
"26","5414",,4837,"G",,138279
"26","5415",,7682,"G",,276899
"26","54151",,7682,"G",,276899
"26","5416",,16559,"G",,622187
"26","5417",,799,"G",,23146
"26","5418",,3698,"G",,153597
"26","5419",,21692,"G",,742731
"26","54191",,694,"G",,18713
"26","54192",,3365,"G",,62254
"26","54193",,999,"G",,18762
"26","54194",,357,"G",,20644
"26","54199",,16277,"G",,622358
"26","56",,52954,"G",,1028938
"26","561",,52206,"G",,977687
"26","5611",,6064,"G",,82286
"26","56111",,6064,"G",,82286
"26","5612",,800,"G",,19954
"26","56121",,800,"G",,19954
"26","5613",,803,"G",,30832
"26","5614",,7451,"G",,177794
"26","56141",,2577,"G",,32945
"26","56142",,532,"G",,7079
"26","56143",,506,"G",,14811
"26","56144",,163,"G",,5332
"26","56145",,17,"H",,214
"26","56149",,3656,"G",,117413
"26","5615",,942,"G",,30214
"26","5616",,1403,"G",,29257
"26","5617",,31903,"G",,534039
"26","56171",,178,"G",,5580
"26","56172",,17684,"G",,214821
"26","56173",,9644,"G",,214988
"26","56174",,805,"G",,24757
"26","56179",,3592,"G",,73893
"26","5619",,2840,"G",,73311
"26","562",,748,"G",,51251
"26","61",,16586,"G",,218903
"26","611",,16586,"G",,218903
"26","62",,72145,"G",,1657823
"26","621",,29034,"G",,1109868
"26","6211",,5879,"G",,419364
"26","62111",,5879,"G",,419364
"26","621111",,4635,"G",,333176
"26","621112",,1244,"G",,86188
"26","6212",,1099,"G",,83382
"26","62121",,1099,"G",,83382
"26","6213",,9725,"G",,382460
"26","62131",,607,"G",,37409
"26","62132",,389,"G",,24557
"26","62133",,3087,"G",,117619
"26","62134",,1637,"G",,72071
"26","62139",,4005,"G",,130804
"26","621391",,137,"G",,10030
"26","621399",,3868,"G",,120774
"26","6214",,417,"G",,17526
"26","6215",,567,"G",,18814
"26","62151",,567,"G",,18814
"26","6216",,10173,"G",,157229
"26","62161",,10173,"G",,157229
"26","6219",,1174,"G",,31093
"26","623",,1696,"G",,70668
"26","624",,41415,"G",,477287
"26","6241",,4478,"G",,70323
"26","6242",,215,"G",,3232
"26","6243",,368,"G",,9372
"26","62431",,368,"G",,9372
"26","6244",,36354,"G",,394360
"26","62441",,36354,"G",,394360
"26","71",,29624,"G",,598833
"26","711",,24972,"G",,380152
"26","7111",,1563,"G",,23714
"26","7112",,4408,"G",,69289
"26","71121",,4408,"G",,69289
"26","7113",,1045,"G",,35897
"26","7114",,844,"G",,18023
"26","71141",,844,"G",,18023
"26","7115",,17112,"G",,233229
"26","71151",,17112,"G",,233229
"26","712",,139,"G",,1912
"26","7121",,139,"G",,1912
"26","713",,4513,"G",,216769
"26","7131",,141,"G",,7079
"26","7132",,384,"G",,41335
"26","7139",,3988,"G",,168355
"26","72",,8461,"G",,427755
"26","721",,1974,"G",,92967
"26","7211",,1212,"G",,68536
"26","7212",,291,"G",,12720
"26","72121",,291,"G",,12720
"26","7213",,471,"G",,11711
"26","72131",,471,"G",,11711
"26","722",,6487,"G",,334788
"26","7221",,964,"G",,110129
"26","72211",,964,"G",,110129
"26","7222",,1043,"G",,93153
"26","72221",,1043,"G",,93153
"26","7223",,3794,"G",,89402
"26","7224",,686,"G",,42104
"26","72241",,686,"G",,42104
"26","81",,100516,"G",,2262124
"26","811",,21694,"G",,761797
"26","8111",,8590,"G",,391886
"26","81111",,3900,"G",,177751
"26","81112",,2626,"G",,114910
"26","81119",,2064,"G",,99225
"26","8112",,1428,"G",,43161
"26","81121",,1428,"G",,43161
"26","8113",,1848,"G",,90950
"26","81131",,1848,"G",,90950
"26","8114",,9828,"G",,235800
"26","81141",,1231,"G",,34535
"26","81142",,786,"G",,21576
"26","81143",,84,"G",,2744
"26","81149",,7727,"G",,176945
"26","812",,72834,"G",,1417355
"26","8121",,37732,"G",,676105
"26","81211",,32485,"G",,592579
"26","812111",,4235,"G",,75281
"26","812112",,23566,"G",,404397
"26","812113",,4684,"G",,112901
"26","81219",,5247,"G",,83526
"26","8122",,474,"G",,22717
"26","81221",,355,"G",,17945
"26","81222",,119,"G",,4772
"26","8123",,766,"G",,33625
"26","81231",,271,"G",,11421
"26","81232",,429,"G",,19178
"26","81233",,66,"G",,3026
"26","8129",,33862,"G",,684908
"26","81291",,2175,"G",,42139
"26","81292",,540,"G",,10631
"26","81293",,267,"G",,7583
"26","81299",,30880,"G",,624555
"26","813",,5988,"G",,82972
"27","00",,386984,"G",,15587465
"27","11",,4986,"G",,201114
"27","113",,1255,"G",,75138
"27","114",,898,"G",,15933
"27","1141",,564,"G",,10495
"27","11411",,564,"G",,10495
"27","1142",,334,"G",,5438
"27","11421",,334,"G",,5438
"27","115",,2833,"G",,110043
"27","1151",,1548,"G",,53090
"27","11511",,1548,"G",,53090
"27","1152",,999,"G",,48189
"27","11521",,999,"G",,48189
"27","1153",,286,"G",,8764
"27","11531",,286,"G",,8764
"27","21",,174,"G",,12825
"27","211","D",0,"D","D",0
"27","2111","D",0,"D","D",0
"27","21111","D",0,"D","D",0
"27","212",,127,"G",,10874
"27","2121","D",0,"D","D",0
"27","21211","D",0,"D","D",0
"27","2122",,15,"H",,817
"27","2123",,109,"H",,9429
"27","213",,43,"G",,1931
"27","2131",,43,"G",,1931
"27","21311",,43,"G",,1931
"27","22",,316,"G",,16166
"27","221",,316,"G",,16166
"27","23",,49056,"G",,2552512
"27","236",,12765,"G",,894920
"27","2361",,11487,"G",,821241
"27","2362",,1278,"G",,73679
"27","237",,1094,"G",,98129
"27","2371",,116,"G",,7455
"27","2372",,330,"G",,54661
"27","23721",,330,"G",,54661
"27","2373",,225,"G",,10196
"27","23731",,225,"G",,10196
"27","2379",,423,"G",,25817
"27","23799",,423,"G",,25817
"27","238",,35197,"G",,1559463
"27","2381",,6601,"G",,330380
"27","2382",,3580,"G",,182211
"27","23821",,1414,"G",,60526
"27","23822",,1848,"G",,106739
"27","23829",,318,"G",,14946
"27","2383",,14714,"G",,578207
"27","2389",,10302,"G",,468665
"27","311",,463,"G",,24932
"27","3111",,23,"H",,3129
"27","31111",,23,"H",,3129
"27","3112",,14,"G",,1925
"27","3113",,31,"G",,610
"27","3114",,44,"G",,934
"27","3115",,25,"H",,3532
"27","3116",,67,"G",,2349
"27","31161",,67,"G",,2349
"27","3117","D",0,"D","D",0
"27","31171","D",0,"D","D",0
"27","3118",,123,"G",,4800
"27","3119",,128,"G",,7437
"27","312",,35,"G",,2464
"27","313",,56,"G",,851
"27","31-33",,7516,"G",,291340
"27","314",,108,"H",,1421
"27","315",,643,"G",,13454
"27","316",,100,"G",,2122
"27","3161",,32,"G",,556
"27","31611",,32,"G",,556
"27","3162","D",0,"D","D",0
"27","31621","D",0,"D","D",0
"27","3169",,59,"G",,1416
"27","31699",,59,"G",,1416
"27","321",,792,"G",,26556
"27","322",,24,"G",,410
"27","323",,564,"G",,25900
"27","3231",,564,"G",,25900
"27","324",,22,"G",,1629
"27","3241",,22,"G",,1629
"27","325",,164,"G",,8264
"27","3251",,13,"H",,858
"27","3252",,13,"H",,1545
"27","3253","D",0,"D","D",0
"27","3254","D",0,"D","D",0
"27","32541","D",0,"D","D",0
"27","3255","D",0,"D","D",0
"27","3256",,38,"G",,381
"27","3259",,44,"G",,2144
"27","326",,161,"G",,7255
"27","327",,198,"G",,7892
"27","3271",,70,"G",,1130
"27","3272",,57,"G",,2249
"27","32721",,57,"G",,2249
"27","3273",,35,"H",,2443
"27","3274","D",0,"D","D",0
"27","3279",,34,"H",,2049
"27","331",,106,"G",,6171
"27","332",,1020,"G",,49088
"27","333",,374,"G",,17288
"27","334",,165,"G",,6500
"27","335",,152,"G",,7562
"27","336",,102,"G",,9529
"27","337",,432,"G",,14110
"27","339",,1835,"G",,57942
"27","3391",,126,"G",,7111
"27","33911",,126,"G",,7111
"27","3399",,1709,"G",,50831
"27","42",,7188,"G",,490184
"27","423",,3876,"G",,289867
"27","4231",,255,"G",,27357
"27","4232",,243,"G",,13666
"27","4233",,174,"G",,13717
"27","4234",,171,"G",,10903
"27","4235",,46,"G",,3607
"27","4236",,146,"G",,15113
"27","4237",,113,"G",,11005
"27","4238",,424,"G",,48847
"27","4239",,2304,"G",,145652
"27","42391",,371,"G",,23635
"27","42392",,211,"G",,6442
"27","42393",,230,"G",,12805
"27","42394",,371,"G",,14251
"27","42399",,1121,"G",,88519
"27","424",,2603,"G",,163466
"27","4241",,136,"G",,9261
"27","4242",,39,"G",,1741
"27","42421",,39,"G",,1741
"27","4243",,328,"G",,16294
"27","4244",,357,"G",,38133
"27","4245",,137,"G",,11155
"27","4246",,41,"G",,3419
"27","4247",,42,"G",,6099
"27","4248",,60,"G",,4481
"27","4249",,1463,"G",,72883
"27","42491",,64,"G",,7537
"27","42492",,343,"G",,10067
"27","42493",,138,"H",,6395
"27","42494","D",0,"D","D",0
"27","42495",,39,"G",,1111
"27","42499",,864,"G",,46035
"27","425",,709,"G",,36851
"27","4251",,709,"G",,36851
"27","42511",,93,"G",,3200
"27","42512",,616,"G",,33651
"27","441",,2532,"G",,290016
"27","4411",,1360,"G",,206429
"27","44112",,1360,"G",,206429
"27","4412",,643,"G",,48593
"27","44121",,107,"H",,6310
"27","44122",,536,"G",,42283
"27","441221",,67,"G",,2969
"27","441222",,69,"H",,5011
"27","441229",,400,"G",,34303
"27","4413",,529,"G",,34994
"27","442",,735,"G",,38348
"27","4421",,227,"G",,16718
"27","44211",,227,"G",,16718
"27","4422",,508,"G",,21630
"27","443",,544,"G",,25550
"27","4431",,544,"G",,25550
"27","44311",,338,"G",,17298
"27","443111",,117,"G",,7062
"27","443112",,221,"G",,10236
"27","44312",,172,"G",,7530
"27","44313",,34,"G",,722
"27","444",,750,"G",,46454
"27","4441",,534,"G",,33785
"27","44411",,52,"H",,1664
"27","44412",,25,"G",,1135
"27","44413",,82,"H",,6941
"27","44419",,375,"G",,24045
"27","4442",,216,"G",,12669
"27","44-45",,40921,"G",,1349764
"27","445",,1355,"G",,108839
"27","4451",,487,"G",,46748
"27","4452",,662,"G",,28459
"27","44521",,72,"G",,7044
"27","44522","D",0,"D","D",0
"27","44523",,100,"H",,2593
"27","44529",,478,"G",,18570
"27","4453",,206,"G",,33632
"27","44531",,206,"G",,33632
"27","446",,2358,"G",,38709
"27","4461",,2358,"G",,38709
"27","44611",,69,"G",,1853
"27","44612",,1391,"G",,16599
"27","44613",,46,"G",,3345
"27","44619",,852,"G",,16912
"27","447",,179,"G",,29728
"27","4471",,179,"G",,29728
"27","448",,1939,"G",,62161
"27","4481",,1210,"G",,40907
"27","44811",,52,"G",,1775
"27","44812",,195,"G",,8097
"27","44813",,87,"G",,2568
"27","44814",,192,"G",,5928
"27","44815",,253,"G",,7952
"27","44819",,431,"G",,14587
"27","4482",,65,"G",,4813
"27","44821",,65,"G",,4813
"27","4483",,664,"G",,16441
"27","44831",,639,"G",,15815
"27","44832",,25,"G",,626
"27","451",,2019,"G",,71977
"27","4511",,1452,"G",,59114
"27","45111",,537,"G",,30108
"27","45112",,329,"G",,13539
"27","45113",,442,"G",,9461
"27","45114",,144,"G",,6006
"27","4512",,567,"G",,12863
"27","45121",,487,"G",,9682
"27","451211",,219,"G",,6004
"27","451212",,268,"G",,3678
"27","45122",,80,"G",,3181
"27","452",,445,"G",,20281
"27","453",,5581,"G",,196275
"27","4531",,397,"G",,13493
"27","45311",,397,"G",,13493
"27","4532",,1200,"G",,33900
"27","45321",,91,"H",,3382
"27","45322",,1109,"G",,30518
"27","4533",,1297,"G",,37033
"27","45331",,1297,"G",,37033
"27","4539",,2687,"G",,111849
"27","45391",,156,"G",,6188
"27","45392",,348,"H",,19318
"27","45393",,29,"H",,2225
"27","45399",,2154,"G",,84118
"27","454",,22484,"G",,421426
"27","4541",,1655,"G",,52508
"27","45411",,1655,"G",,52508
"27","4542",,529,"G",,15553
"27","45421",,529,"G",,15553
"27","4543",,20300,"G",,353365
"27","45431",,69,"G",,17442
"27","45439",,20231,"G",,335923
"27","481",,408,"G",,20393
"27","483",,57,"G",,1862
"27","484",,10284,"G",,1067812
"27","4841",,9356,"G",,985788
"27","48411",,3373,"G",,271707
"27","48412",,5983,"G",,714081
"27","4842",,928,"G",,82024
"27","48-49",,19254,"G",,1328355
"27","485",,2616,"G",,73072
"27","4851",,21,"H",,471
"27","48511",,21,"H",,471
"27","4852",,30,"H",,1512
"27","48521",,30,"H",,1512
"27","4853",,1934,"G",,47994
"27","4854",,88,"G",,2258
"27","48541",,88,"G",,2258
"27","4855",,60,"G",,4375
"27","48551",,60,"G",,4375
"27","4859",,483,"G",,16462
"27","48599",,483,"G",,16462
"27","486",,8,"H",,666
"27","487",,85,"G",,3454
"27","488",,1338,"G",,59719
"27","492",,4280,"G",,92565
"27","493",,178,"G",,8812
"27","4931",,178,"G",,8812
"27","51",,5642,"G",,149708
"27","511",,1619,"G",,42961
"27","512",,1028,"G",,23675
"27","5121",,723,"G",,17210
"27","5122",,305,"G",,6465
"27","515",,302,"G",,8609
"27","517",,452,"G",,22913
"27","518",,1160,"G",,16654
"27","5182",,1160,"G",,16654
"27","51821",,1160,"G",,16654
"27","519",,1081,"G",,34896
"27","5191",,1081,"G",,34896
"27","52",,14498,"G",,903647
"27","522",,1436,"G",,60689
"27","5221",,203,"G",,3727
"27","5222",,512,"G",,32456
"27","5223",,721,"G",,24506
"27","523",,5520,"G",,461993
"27","5231",,787,"G",,76973
"27","52311",,191,"G",,21719
"27","52312",,499,"G",,48017
"27","52313",,27,"G",,1998
"27","52314",,70,"H",,5239
"27","5232",,25,"G",,2338
"27","52321",,25,"G",,2338
"27","5239",,4708,"G",,382682
"27","524",,7542,"G",,380965
"27","5241",,31,"H",,2456
"27","5242",,7511,"G",,378509
"27","52421",,5554,"G",,303028
"27","52429",,1957,"G",,75481
"27","53",,37473,"G",,3015218
"27","531",,36039,"G",,2904959
"27","5311",,14328,"G",,1931478
"27","5312",,12248,"G",,431021
"27","53121",,12248,"G",,431021
"27","5313",,9463,"G",,542460
"27","53131",,1832,"G",,108010
"27","53132",,921,"G",,30409
"27","53139",,6710,"G",,404041
"27","532",,1409,"G",,108824
"27","5321",,296,"G",,16627
"27","5322",,354,"G",,15578
"27","53221",,22,"G",,1200
"27","53222",,14,"G",,438
"27","53223",,42,"H",,1169
"27","53229",,276,"G",,12771
"27","5323",,68,"H",,7843
"27","53231",,68,"H",,7843
"27","5324",,691,"G",,68776
"27","533",,25,"G",,1435
"27","5331",,25,"G",,1435
"27","53311",,25,"G",,1435
"27","54",,54875,"G",,1930411
"27","541",,54875,"G",,1930411
"27","5411",,3456,"G",,174998
"27","5412",,5570,"G",,107162
"27","54121",,5570,"G",,107162
"27","541211",,417,"G",,18403
"27","541213",,1356,"G",,23266
"27","541214",,82,"H",,3174
"27","541219",,3715,"G",,62319
"27","5413",,3313,"G",,127867
"27","54131",,604,"G",,32422
"27","54132",,473,"G",,17591
"27","54133",,1283,"G",,57219
"27","54134",,443,"G",,9302
"27","54135",,261,"G",,6165
"27","54136",,34,"G",,802
"27","54137",,123,"G",,2941
"27","54138",,92,"G",,1425
"27","5414",,4106,"G",,123162
"27","5415",,5400,"G",,225380
"27","54151",,5400,"G",,225380
"27","5416",,12098,"G",,463050
"27","5417",,827,"G",,15719
"27","5418",,2693,"G",,124257
"27","5419",,17412,"G",,568816
"27","54191",,476,"G",,19821
"27","54192",,2262,"G",,55555
"27","54193",,1587,"G",,24111
"27","54194",,274,"G",,15349
"27","54199",,12813,"G",,453980
"27","56",,25855,"G",,547081
"27","561",,25395,"G",,515182
"27","5611",,2943,"G",,45381
"27","56111",,2943,"G",,45381
"27","5612",,357,"H",,12748
"27","56121",,357,"H",,12748
"27","5613",,578,"G",,13973
"27","5614",,4639,"G",,117016
"27","56141",,1003,"G",,10936
"27","56142",,189,"G",,2475
"27","56143",,323,"G",,6060
"27","56144",,101,"G",,3975
"27","56145",,17,"G",,179
"27","56149",,3006,"G",,93391
"27","5615",,587,"G",,22552
"27","5616",,861,"G",,11083
"27","5617",,13672,"G",,252780
"27","56171",,72,"H",,2771
"27","56172",,7601,"G",,102837
"27","56173",,3705,"G",,91920
"27","56174",,378,"G",,10915
"27","56179",,1916,"G",,44337
"27","5619",,1758,"G",,39649
"27","562",,460,"G",,31899
"27","61",,10401,"G",,120282
"27","611",,10401,"G",,120282
"27","62",,33426,"G",,824542
"27","621",,10332,"G",,372295
"27","6211",,1846,"G",,96173
"27","62111",,1846,"G",,96173
"27","621111",,1355,"G",,67996
"27","621112",,491,"G",,28177
"27","6212",,368,"G",,20449
"27","62121",,368,"G",,20449
"27","6213",,4973,"G",,177861
"27","62131",,614,"G",,26099
"27","62132",,196,"G",,12255
"27","62133",,1466,"G",,68425
"27","62134",,401,"G",,11709
"27","62139",,2296,"G",,59373
"27","621391",,16,"G",,783
"27","621399",,2280,"G",,58590
"27","6214",,166,"G",,6582
"27","6215",,349,"G",,17408
"27","62151",,349,"G",,17408
"27","6216",,1942,"G",,38108
"27","62161",,1942,"G",,38108
"27","6219",,688,"G",,15714
"27","623",,559,"G",,19915
"27","624",,22535,"G",,432332
"27","6241",,2106,"G",,36760
"27","6242",,138,"G",,2197
"27","6243",,137,"H",,4516
"27","62431",,137,"H",,4516
"27","6244",,20154,"G",,388859
"27","62441",,20154,"G",,388859
"27","71",,24286,"G",,424298
"27","711",,20994,"G",,308985
"27","7111",,1066,"G",,14396
"27","7112",,3525,"G",,34618
"27","71121",,3525,"G",,34618
"27","7113",,672,"G",,20298
"27","7114",,511,"G",,11079
"27","71141",,511,"G",,11079
"27","7115",,15220,"G",,228594
"27","71151",,15220,"G",,228594
"27","712",,92,"G",,1189
"27","7121",,92,"G",,1189
"27","713",,3200,"G",,114124
"27","7131",,89,"H",,6695
"27","7132",,280,"G",,31220
"27","7139",,2831,"G",,76209
"27","72",,3916,"G",,214449
"27","721",,1413,"G",,92989
"27","7211",,831,"G",,62870
"27","7212",,391,"G",,24230
"27","72121",,391,"G",,24230
"27","7213",,191,"G",,5889
"27","72131",,191,"G",,5889
"27","722",,2503,"G",,121460
"27","7221",,329,"G",,44950
"27","72211",,329,"G",,44950
"27","7222",,359,"G",,18288
"27","72221",,359,"G",,18288
"27","7223",,1582,"G",,39586
"27","7224",,233,"G",,18636
"27","72241",,233,"G",,18636
"27","81",,47201,"G",,1215569
"27","811",,12914,"G",,461687
"27","8111",,5312,"G",,247930
"27","81111",,2630,"G",,128749
"27","81112",,1741,"G",,83430
"27","81119",,941,"G",,35751
"27","8112",,744,"G",,21551
"27","81121",,744,"G",,21551
"27","8113",,1238,"G",,56655
"27","81131",,1238,"G",,56655
"27","8114",,5620,"G",,135551
"27","81141",,663,"G",,19335
"27","81142",,518,"G",,12612
"27","81143",,56,"G",,1912
"27","81149",,4383,"G",,101692
"27","812",,31108,"G",,715402
"27","8121",,11352,"G",,256330
"27","81211",,9140,"G",,216228
"27","812111",,1209,"G",,28772
"27","812112",,6888,"G",,168002
"27","812113",,1043,"G",,19454
"27","81219",,2212,"G",,40102
"27","8122",,257,"G",,26970
"27","81221",,189,"G",,24892
"27","81222",,68,"G",,2078
"27","8123",,405,"G",,19011
"27","81231",,229,"G",,9373
"27","81232",,156,"G",,9110
"27","81233",,20,"H",,528
"27","8129",,19094,"G",,413091
"27","81291",,1143,"G",,25604
"27","81292",,259,"G",,5337
"27","81293",,104,"G",,3987
"27","81299",,17588,"G",,378163
"27","813",,3179,"G",,38480
"28","00",,185968,"G",,8021765
"28","11",,4157,"G",,270889
"28","113",,1834,"G",,153964
"28","114",,968,"G",,53242
"28","1141",,825,"G",,49151
"28","11411",,825,"G",,49151
"28","1142",,143,"G",,4091
"28","11421",,143,"G",,4091
"28","115",,1355,"G",,63683
"28","1151",,587,"G",,24242
"28","11511",,587,"G",,24242
"28","1152",,411,"G",,14778
"28","11521",,411,"G",,14778
"28","1153",,357,"G",,24663
"28","11531",,357,"G",,24663
"28","21",,1574,"G",,128297
"28","211",,1397,"G",,116432
"28","2111",,1397,"G",,116432
"28","21111",,1397,"G",,116432
"28","212",,39,"G",,1738
"28","2121","D",0,"D","D",0
"28","21211","D",0,"D","D",0
"28","2122","D",0,"D","D",0
"28","2123",,36,"G",,1704
"28","213",,138,"G",,10127
"28","2131",,138,"G",,10127
"28","21311",,138,"G",,10127
"28","22",,278,"G",,11584
"28","221",,278,"G",,11584
"28","23",,34994,"G",,1961497
"28","236",,9227,"G",,784298
"28","2361",,7798,"G",,701091
"28","2362",,1429,"G",,83207
"28","237",,938,"G",,79186
"28","2371",,142,"G",,6516
"28","2372",,292,"G",,34279
"28","23721",,292,"G",,34279
"28","2373",,120,"G",,5053
"28","23731",,120,"G",,5053
"28","2379",,384,"G",,33338
"28","23799",,384,"G",,33338
"28","238",,24829,"G",,1098013
"28","2381",,4984,"G",,222858
"28","2382",,3821,"G",,188098
"28","23821",,1723,"G",,73402
"28","23822",,1884,"G",,102649
"28","23829",,214,"G",,12047
"28","2383",,9611,"G",,376056
"28","2389",,6413,"G",,311001
"28","311",,243,"G",,5981
"28","3111","D",0,"D","D",0
"28","31111","D",0,"D","D",0
"28","3112","D",0,"D","D",0
"28","3113",,10,"H",,301
"28","3114",,19,"G",,234
"28","3115",,6,"G",,160
"28","3116",,50,"H",,923
"28","31161",,50,"H",,923
"28","3117","D",0,"D","D",0
"28","31171","D",0,"D","D",0
"28","3118",,64,"G",,1156
"28","3119",,40,"G",,899
"28","312",,10,"H",,210
"28","313",,11,"H",,80
"28","31-33",,2347,"G",,102669
"28","314",,14,"H",,216
"28","315",,164,"G",,4624
"28","316",,39,"H",,841
"28","3161",,18,"H",,340
"28","31611",,18,"H",,340
"28","3162",,5,"H",,84
"28","31621",,5,"H",,84
"28","3169",,16,"H",,417
"28","31699",,16,"H",,417
"28","321",,271,"G",,17713
"28","322",,9,"G",,179
"28","323",,196,"G",,6952
"28","3231",,196,"G",,6952
"28","324",,25,"H",,680
"28","3241",,25,"H",,680
"28","325",,80,"G",,2946
"28","3251",,6,"G",,198
"28","3252","D",0,"D","D",0
"28","3253",,7,"H",,67
"28","3254","D",0,"D","D",0
"28","32541","D",0,"D","D",0
"28","3255",,22,"G",,795
"28","3256",,14,"G",,431
"28","3259",,20,"G",,1202
"28","326",,39,"G",,2717
"28","327",,86,"G",,4007
"28","3271",,26,"G",,596
"28","3272",,15,"H",,468
"28","32721",,15,"H",,468
"28","3273",,30,"H",,2046
"28","3274","D",0,"D","D",0
"28","3279",,13,"H",,727
"28","331",,21,"G",,2429
"28","332",,310,"G",,16249
"28","333",,124,"G",,6132
"28","334",,46,"G",,2696
"28","335",,38,"H",,707
"28","336",,76,"G",,6296
"28","337",,157,"G",,6076
"28","339",,388,"G",,14938
"28","3391",,45,"G",,1194
"28","33911",,45,"G",,1194
"28","3399",,343,"G",,13744
"28","42",,2841,"G",,234493
"28","423",,1468,"G",,131352
"28","4231",,187,"G",,25522
"28","4232",,174,"G",,16712
"28","4233",,117,"H",,12285
"28","4234",,76,"G",,6727
"28","4235",,17,"H",,3481
"28","4236",,46,"G",,2824
"28","4237",,33,"G",,3432
"28","4238",,137,"G",,14586
"28","4239",,681,"G",,45783
"28","42391",,77,"G",,4560
"28","42392",,54,"H",,2328
"28","42393",,83,"H",,8250
"28","42394",,110,"H",,4674
"28","42399",,357,"G",,25971
"28","424",,1083,"G",,86681
"28","4241",,43,"G",,2419
"28","4242",,33,"G",,1632
"28","42421",,33,"G",,1632
"28","4243",,125,"G",,6516
"28","4244",,290,"G",,36673
"28","4245",,40,"G",,3505
"28","4246",,28,"H",,1873
"28","4247",,21,"G",,4583
"28","4248",,13,"H",,796
"28","4249",,490,"G",,28684
"28","42491",,36,"G",,3876
"28","42492",,93,"G",,2407
"28","42493",,70,"G",,4610
"28","42494",,9,"G",,2300
"28","42495",,20,"G",,567
"28","42499",,262,"G",,14924
"28","425",,290,"G",,16460
"28","4251",,290,"G",,16460
"28","42511",,31,"G",,832
"28","42512",,259,"G",,15628
"28","441",,2304,"G",,287883
"28","4411",,1535,"G",,215039
"28","44112",,1535,"G",,215039
"28","4412",,357,"G",,40840
"28","44121",,52,"G",,5298
"28","44122",,305,"G",,35542
"28","441221",,33,"H",,2191
"28","441222",,31,"G",,1951
"28","441229",,241,"G",,31400
"28","4413",,412,"G",,32004
"28","442",,556,"G",,34971
"28","4421",,247,"G",,19489
"28","44211",,247,"G",,19489
"28","4422",,309,"G",,15482
"28","443",,258,"G",,16957
"28","4431",,258,"G",,16957
"28","44311",,164,"G",,12109
"28","443111",,56,"G",,3346
"28","443112",,108,"G",,8763
"28","44312",,73,"G",,3925
"28","44313",,21,"H",,923
"28","444",,451,"G",,34617
"28","4441",,290,"G",,26125
"28","44411",,27,"G",,1246
"28","44412",,22,"G",,1675
"28","44413",,57,"G",,8426
"28","44419",,184,"G",,14778
"28","4442",,161,"G",,8492
"28","44-45",,16938,"G",,955660
"28","445",,1349,"G",,147346
"28","4451",,736,"G",,90103
"28","4452",,430,"G",,24682
"28","44521",,24,"G",,1083
"28","44522",,57,"G",,4126
"28","44523",,84,"H",,5176
"28","44529",,265,"G",,14297
"28","4453",,183,"G",,32561
"28","44531",,183,"G",,32561
"28","446",,1294,"G",,29705
"28","4461",,1294,"G",,29705
"28","44611",,76,"H",,3696
"28","44612",,903,"G",,15106
"28","44613",,13,"G",,835
"28","44619",,302,"G",,10068
"28","447",,320,"G",,56626
"28","4471",,320,"G",,56626
"28","448",,1147,"G",,43721
"28","4481",,846,"G",,33015
"28","44811",,33,"G",,1456
