"ST","NAICS","LFO","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"01","00","-",,"324994","G",,13580507
"01","00","C",,"2293","G",,306427
"01","00","Z",,"10332","G",,1395603
"01","00","S",,"289997","G",,9054952
"01","00","P",,"22372","G",,2823525
"01","11","-",,"4207","G",,207375
"01","11","C",,"37","G",,6184
"01","11","Z",,"139","G",,23982
"01","11","S",,"3835","G",,153752
"01","11","P",,"196","G",,23457
"01","113","-",,"1385","G",,94375
"01","113","C",,"18","G",,3909
"01","113","Z",,"44","H",,6585
"01","113","S",,"1240","G",,73320
"01","113","P",,"83","G",,10561
"01","114","-",,"1355","G",,59503
"01","114","C",,"11","H",,1642
"01","114","Z",,"56","G",,12410
"01","114","S",,"1218","G",,38341
"01","114","P",,"70","G",,7110
"01","1141","-",,"1077","G",,50749
"01","1141","C",,"6","H",,1058
"01","1141","Z",,"42","G",,11391
"01","1141","S",,"997","G",,33366
"01","1141","P",,"32","G",,4934
"01","11411","-",,"1077","G",,50749
"01","11411","C",,"6","H",,1058
"01","11411","Z",,"42","G",,11391
"01","11411","S",,"997","G",,33366
"01","11411","P",,"32","G",,4934
"01","1142","-",,"278","G",,8754
"01","1142","C",,"5","G",,584
"01","1142","Z",,"14","G",,1019
"01","1142","S",,"221","G",,4975
"01","1142","P",,"38","G",,2176
"01","11421","-",,"278","G",,8754
"01","11421","C",,"5","G",,584
"01","11421","Z",,"14","G",,1019
"01","11421","S",,"221","G",,4975
"01","11421","P",,"38","G",,2176
"01","115","-",,"1467","G",,53497
"01","115","C",,"8","G",,633
"01","115","Z",,"39","G",,4987
"01","115","S",,"1377","G",,42091
"01","115","P",,"43","H",,5786
"01","1151","-",,"601","G",,15308
"01","1151","C",D,"0","D","D",0
"01","1151","Z",,"9","H",,1427
"01","1151","S",,"580","G",,12425
"01","1151","P",,"10","J",,1372
"01","11511","-",,"601","G",,15308
"01","11511","C",D,"0","D","D",0
"01","11511","Z",,"9","H",,1427
"01","11511","S",,"580","G",,12425
"01","11511","P",,"10","J",,1372
"01","1152","-",,"496","G",,18739
"01","1152","C",D,"0","D","D",0
"01","1152","Z",,"6","H",,414
"01","1152","S",,"472","G",,16918
"01","1152","P",,"15","H",,1220
"01","11521","-",,"496","G",,18739
"01","11521","C",D,"0","D","D",0
"01","11521","Z",,"6","H",,414
"01","11521","S",,"472","G",,16918
"01","11521","P",,"15","H",,1220
"01","1153","-",,"370","G",,19450
"01","1153","C",D,"0","D","D",0
"01","1153","Z",,"24","G",,3146
"01","1153","S",,"325","G",,12748
"01","1153","P",,"18","G",,3194
"01","11531","-",,"370","G",,19450
"01","11531","C",D,"0","D","D",0
"01","11531","Z",,"24","G",,3146
"01","11531","S",,"325","G",,12748
"01","11531","P",,"18","G",,3194
"01","21","-",,"525","G",,23688
"01","21","C",,"8","J",,426
"01","21","Z",,"41","G",,3918
"01","21","S",,"434","G",,15365
"01","21","P",,"42","G",,3979
"01","211","-",,"373","G",,13136
"01","211","C",D,"0","D","D",0
"01","211","Z",,"18","H",,1241
"01","211","S",,"317","G",,9036
"01","211","P",,"35","H",,2570
"01","2111","-",,"373","G",,13136
"01","2111","C",D,"0","D","D",0
"01","2111","Z",,"18","H",,1241
"01","2111","S",,"317","G",,9036
"01","2111","P",,"35","H",,2570
"01","21111","-",,"373","G",,13136
"01","21111","C",D,"0","D","D",0
"01","21111","Z",,"18","H",,1241
"01","21111","S",,"317","G",,9036
"01","21111","P",,"35","H",,2570
"01","212","-",,"64","G",,3999
"01","212","C",,"3","H",,76
"01","212","Z",,"12","G",,1613
"01","212","S",,"45","G",,1563
"01","212","P",,"4","J",,747
"01","2121","-",,"13","G",,365
"01","2121","Z",D,"0","D","D",0
"01","2121","S",,"10","J",,186
"01","21211","-",,"13","G",,365
"01","21211","Z",D,"0","D","D",0
"01","21211","S",,"10","J",,186
"01","2122","-",,"10","J",,49
"01","2122","S",,"10","J",,49
"01","2123","-",,"41","G",,3585
"01","2123","C",,"3","H",,76
"01","2123","Z",,"9","G",,1434
"01","2123","S",,"25","G",,1328
"01","2123","P",,"4","J",,747
"01","213","-",,"88","G",,6553
"01","213","C",D,"0","D","D",0
"01","213","Z",,"11","H",,1064
"01","213","S",,"72","G",,4766
"01","213","P",,"3","J",,662
"01","2131","-",,"88","G",,6553
"01","2131","C",D,"0","D","D",0
"01","2131","Z",,"11","H",,1064
"01","2131","S",,"72","G",,4766
"01","2131","P",,"3","J",,662
"01","21311","-",,"88","G",,6553
"01","21311","C",D,"0","D","D",0
"01","21311","Z",,"11","H",,1064
"01","21311","S",,"72","G",,4766
"01","21311","P",,"3","J",,662
"01","22","-",,"272","G",,10360
"01","22","C",,"5","G",,195
"01","22","Z",,"12","H",,1326
"01","22","S",,"239","G",,5656
"01","22","P",,"16","G",,3183
"01","221","-",,"272","G",,10360
"01","221","C",,"5","G",,195
"01","221","Z",,"12","H",,1326
"01","221","S",,"239","G",,5656
"01","221","P",,"16","G",,3183
"01","23","-",,"40258","G",,2331640
"01","23","C",,"238","G",,38502
"01","23","Z",,"1348","G",,260280
"01","23","S",,"37767","G",,1846623
"01","23","P",,"905","G",,186235
"01","236","-",,"10689","G",,874372
"01","236","C",,"95","G",,19145
"01","236","Z",,"553","G",,119740
"01","236","S",,"9662","G",,650279
"01","236","P",,"379","G",,85208
"01","2361","-",,"8907","G",,730114
"01","2361","C",,"77","G",,14583
"01","2361","Z",,"459","G",,102647
"01","2361","S",,"8052","G",,541025
"01","2361","P",,"319","G",,71859
"01","2362","-",,"1782","G",,144258
"01","2362","C",,"18","H",,4562
"01","2362","Z",,"94","G",,17093
"01","2362","S",,"1610","G",,109254
"01","2362","P",,"60","G",,13349
"01","237","-",,"797","G",,77579
"01","237","C",,"21","H",,4085
"01","237","Z",,"93","G",,18840
"01","237","S",,"613","G",,40122
"01","237","P",,"70","G",,14532
"01","2371","-",,"163","G",,11388
"01","2371","C",,"3","J",,483
"01","2371","Z",,"5","J",,1496
"01","2371","S",,"154","G",,9118
"01","2371","P",D,"0","D","D",0
"01","2372","-",,"225","G",,31254
"01","2372","C",,"8","H",,1543
"01","2372","Z",,"54","G",,11009
"01","2372","S",,"112","G",,7263
"01","2372","P",,"51","G",,11439
"01","23721","-",,"225","G",,31254
"01","23721","C",,"8","H",,1543
"01","23721","Z",,"54","G",,11009
"01","23721","S",,"112","G",,7263
"01","23721","P",,"51","G",,11439
"01","2373","-",,"110","G",,10040
"01","2373","C",,"5","H",,1841
"01","2373","Z",,"9","G",,1513
"01","2373","S",,"91","G",,6108
"01","2373","P",,"5","G",,578
"01","23731","-",,"110","G",,10040
"01","23731","C",,"5","H",,1841
"01","23731","Z",,"9","G",,1513
"01","23731","S",,"91","G",,6108
"01","23731","P",,"5","G",,578
"01","2379","-",,"299","G",,24897
"01","2379","C",,"5","J",,218
"01","2379","Z",,"25","G",,4822
"01","2379","S",,"256","G",,17633
