b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_F","RCPTOT"
"13","5232",,53,,31623
"13","52321",,53,,31623
"13","5239",,5236,,338223
"13","524",,11571,,506933
"13","5241",,15,,654
"13","5242",,11556,,506279
"13","52421",,7744,,384915
"13","52429",,3812,,121364
"13","53",,64497,,5110676
"13","531",,62468,,4944987
"13","5311",,20154,,2629970
"13","5312",,22007,,999242
"13","53121",,22007,,999242
"13","5313",,20307,,1315775
"13","53131",,3287,,178881
"13","53132",,2000,,74910
"13","53139",,15020,,1061984
"13","532",,1999,,161826
"13","5321",,556,,27718
"13","5322",,457,,16876
"13","53221",,37,,2157
"13","53222",,24,,517
"13","53223",,90,,3552
"13","53229",,306,,10650
"13","5323",,107,,8553
"13","53231",,107,,8553
"13","5324",,879,,108679
"13","533",,30,,3863
"13","5331",,30,,3863
"13","53311",,30,,3863
"13","54",,77441,,3078639
"13","541",,77441,,3078639
"13","5411",,6063,,354785
"13","5412",,9260,,187208
"13","54121",,9260,,187208
"13","541211",,942,,44045
"13","541213",,2134,,38220
"13","541214",,163,,3909
"13","541219",,6021,,101034
"13","5413",,7048,,288820
"13","54131",,1134,,62115
"13","54132",,1678,,52807
"13","54133",,2589,,126160
"13","54134",,709,,15262
"13","54135",,451,,10387
"13","54136",,84,,4654
"13","54137",,335,,14269
"13","54138",,68,,3166
"13","5414",,5035,,174095
"13","5415",,10028,,400968
"13","54151",,10028,,400968
"13","5416",,11786,,542964
"13","5417",,645,,19839
"13","5418",,3303,,161452
"13","5419",,24273,,948508
"13","54191",,626,,21122
"13","54192",,2245,,54887
"13","54193",,634,,12880
"13","54194",,401,,23835
"13","54199",,20367,,835784
"13","56",,53000,,1166394
"13","561",,52298,,1106585
"13","5611",,6701,,90573
"13","56111",,6701,,90573
"13","5612",,824,,19423
"13","56121",,824,,19423
"13","5613",,848,,41944
"13","5614",,5965,,151082
"13","56141",,1516,,23060
"13","56142",,423,,6587
"13","56143",,647,,19039
"13","56144",,244,,9890
"13","56145",,15,,442
"13","56149",,3120,,92064
"13","5615",,829,,38697
"13","5616",,3329,,51891
"13","5617",,31436,,628823
"13","56171",,366,,15639
"13","56172",,18069,,277683
"13","56173",,10131,,240134
"13","56174",,1063,,31761
"13","56179",,1807,,63606
"13","5619",,2366,,84152
"13","562",,702,,59809
"13","61",,11324,,152537
"13","611",,11324,,152537
"13","62",,41939,,1264422
"13","621",,21332,,954246
"13","6211",,4505,,379744
"13","62111",,4505,,379744
"13","621111",,3774,,335145
"13","621112",,731,,44599
"13","6212",,954,,74520
"13","62121",,954,,74520
"13","6213",,7227,,283243
"13","62131",,753,,36234
"13","62132",,332,,29026
"13","62133",,1507,,53679
"13","62134",,1535,,50442
"13","62139",,3100,,113862
"13","621391",,61,,4442
"13","621399",,3039,,109420
"13","6214",,401,,48574
"13","6215",,549,,34104
"13","62151",,549,,34104
"13","6216",,6149,,81499
"13","62161",,6149,,81499
"13","6219",,1547,,52562
"13","623",,2000,,62843
"13","624",,18607,,247333
"13","6241",,3379,,54127
"13","6242",,162,,2313
"13","6243",,321,,6806
"13","62431",,321,,6806
"13","6244",,14745,,184087
"13","62441",,14745,,184087
"13","71",,23197,,482116
"13","711",,19207,,356914
"13","7111",,801,,17368
"13","7112",,2521,,42124
"13","71121",,2521,,42124
"13","7113",,1113,,37194
"13","7114",,1076,,26019
"13","71141",,1076,,26019
"13","7115",,13696,,234209
"13","71151",,13696,,234209
"13","712",,134,,1760
"13","7121",,134,,1760
"13","713",,3856,,123442
"13","7131",,186,,5779
"13","7132",,88,,4626
"13","7139",,3582,,113037
"13","72",,8767,,591884
"13","721",,1346,,180650
"13","7211",,934,,167051
"13","7212",,123,,6242
"13","72121",,123,,6242
"13","7213",,289,,7357
"13","72131",,289,,7357
"13","722",,7421,,411234
"13","7221",,1360,,161523
"13","72211",,1360,,161523
"13","7222",,1441,,140394
"13","72221",,1441,,140394
"13","7223",,4114,,87919
"13","7224",,506,,21398
"13","72241",,506,,21398
"13","81",,99563,,2456314
"13","811",,22668,,844584
"13","8111",,10842,,454217
"13","81111",,5251,,226254
"13","81112",,2885,,126931
"13","81119",,2706,,101032
"13","8112",,1524,,52008
"13","81121",,1524,,52008
"13","8113",,1908,,98825
"13","81131",,1908,,98825
"13","8114",,8394,,239534
"13","81141",,1534,,46773
"13","81142",,831,,24939
"13","81143",,116,,3591
"13","81149",,5913,,164231
"13","812",,69178,,1496545
"13","8121",,32831,,683141
"13","81211",,29365,,622655
"13","812111",,3409,,62252
"13","812112",,18410,,369213
"13","812113",,7546,,191190
"13","81219",,3466,,60486
"13","8122",,559,,24336
"13","81221",,455,,18563
"13","81222",,104,,5773
"13","8123",,1192,,62383
"13","81231",,468,,25831
"13","81232",,656,,34075
"13","81233",,68,,2477
"13","8129",,34596,,726685
"13","81291",,1286,,24345
"13","81292",,488,,8552
"13","81293",,167,,9580
"13","81299",,32655,,684208
"13","813",,7717,,115185
"15","00",,84331,,3694870
"15","11",,1752,,53249
"15","113","D",0,"D",0
"15","114","D",0,"D",0
"15","1141",,1308,,43159
"15","11411",,1308,,43159
"15","1142","D",0,"D",0
"15","11421","D",0,"D",0
"15","115","D",0,"D",0
"15","1151",,284,,4984
"15","11511",,284,,4984
"15","1152","D",0,"D",0
"15","11521","D",0,"D",0
"15","1153","D",0,"D",0
"15","11531","D",0,"D",0
"15","21","D",0,"D",0
"15","212","D",0,"D",0
"15","2122","D",0,"D",0
"15","2123","D",0,"D",0
"15","213","D",0,"D",0
"15","2131","D",0,"D",0
"15","21311","D",0,"D",0
"15","22","D",0,"D",0
"15","221","D",0,"D",0
"15","23",,6255,,448480
"15","236",,1712,,181458
"15","2361",,1539,,167422
"15","2362",,173,,14036
"15","237",,132,,11197
"15","2371","D",0,"D",0
"15","2372","D",0,"D",0
"15","23721","D",0,"D",0
"15","2373",,16,,2653
"15","23731",,16,,2653
"15","2379",,69,,5149
"15","23799",,69,,5149
"15","238",,4411,,255825
"15","2381",,596,,38458
"15","2382",,759,,55302
"15","23821",,434,,30588
"15","23822",,292,,22073
"15","23829",,33,,2641
"15","2383",,1682,,76486
"15","2389",,1374,,85579
"15","31-33",,2023,,80889
"15","311",,185,,11939
"15","3111","D",0,"D",0
"15","31111","D",0,"D",0
"15","3113",,18,,498
"15","3114",,27,,1016
"15","3115","D",0,"D",0
"15","3116",,8,,201
"15","31161",,8,,201
"15","3117",,11,,1309
"15","31171",,11,,1309
"15","3118",,42,,3296
"15","3119",,72,,5028
"15","312",,16,,1837
"15","314","D",0,"D",0
"15","315",,466,,9365
"15","316",,12,,672
"15","3161","D",0,"D",0
"15","31611","D",0,"D",0
"15","3162","D",0,"D",0
"15","31621","D",0,"D",0
"15","3169",,8,,635
"15","31699",,8,,635
"15","321",,209,,9328
"15","322",,4,,55
"15","323",,118,,5050
"15","3231",,118,,5050
"15","324","D",0,"D",0
"15","3241","D",0,"D",0
"15","325",,32,,678
"15","3251","D",0,"D",0
"15","3252","D",0,"D",0
"15","3253","D",0,"D",0
"15","3254","D",0,"D",0
"15","32541","D",0,"D",0
"15","3255",,5,,66
"15","3256",,5,,78
"15","3259",,10,,238
"15","326","D",0,"D",0
"15","327",,109,,3788
"15","3271",,44,,709
"15","3272",,31,,1104
"15","32721",,31,,1104
"15","3273",,15,,871
"15","3279",,19,,1104
"15","331",,15,,1012
"15","332",,58,,4351
"15","333","D",0,"D",0
"15","334",,14,,1140
"15","335","D",0,"D",0
"15","336",,8,,256
"15","337",,107,,5421
"15","339",,618,,23355
"15","3391",,11,,1476
"15","33911",,11,,1476
"15","3399",,607,,21879
"15","42",,2578,,188486
"15","423",,1261,,101667
"15","4231",,57,,3825
"15","4232",,48,,2800
"15","4233",,41,,5965
"15","4234",,45,,2878
"15","4235",,5,,544
"15","4236",,28,,2937
"15","4237",,24,,5552
"15","4238",,35,,3983
"15","4239",,978,,73183
"15","42391",,111,,8649
"15","42392","D",0,"D",0
"15","42393","D",0,"D",0
"15","42394",,233,,19346
"15","42399",,556,,40686
"15","424",,1227,,82528
"15","4241",,29,,1758
"15","4242",,26,,1074
"15","42421",,26,,1074
"15","4243",,257,,15867
"15","4244",,143,,15081
"15","4245",,39,,3453
"15","4246",,13,,1386
"15","4247",,8,,457
"15","4248",,11,,1660
"15","4249",,701,,41792
"15","42491",,5,,44
"15","42492",,54,,2258
"15","42493",,162,,5404
"15","42494",,6,,193
"15","42495",,10,,1121
"15","42499",,464,,32772
"15","425",,90,,4291
"15","4251",,90,,4291
"15","42511","D",0,"D",0
"15","42512","D",0,"D",0
"15","44-45",,8897,,409541
"15","441",,247,,24662
"15","4411",,87,,12172
"15","44112",,87,,12172
"15","4412",,61,,3825
"15","44121","D",0,"D",0
"15","44122","D",0,"D",0
"15","441221","D",0,"D",0
"15","441222",,10,,1060
"15","441229","D",0,"D",0
"15","4413",,99,,8665
"15","442",,99,,9932
"15","4421",,43,,5497
"15","44211",,43,,5497
"15","4422",,56,,4435
"15","443","D",0,"D",0
"15","4431","D",0,"D",0
"15","44311",,52,,2943
"15","443111",,19,,887
"15","443112",,33,,2056
"15","44312",,29,,4731
"15","44313","D",0,"D",0
"15","444",,121,,13338
"15","4441",,92,,11388
"15","44411","D",0,"D",0
"15","44412","D",0,"D",0
"15","44413",,11,,269
"15","44419",,68,,10207
"15","4442",,29,,1950
"15","445",,488,,52524
"15","4451",,162,,21413
"15","4452",,287,,22058
"15","44521",,11,,1265
"15","44522",,33,,2875
"15","44523",,62,,3133
"15","44529",,181,,14785
"15","4453",,39,,9053
"15","44531",,39,,9053
"15","446",,429,,10091
"15","4461",,429,,10091
"15","44611","D",0,"D",0
"15","44612",,182,,3136
"15","44613","D",0,"D",0
"15","44619",,232,,6377
"15","447","D",0,"D",0
"15","4471","D",0,"D",0
"15","448",,818,,64716
"15","4481",,559,,41140
"15","44811","D",0,"D",0
"15","44812",,91,,7678
"15","44813","D",0,"D",0
"15","44814",,140,,11636
"15","44815",,131,,8183
"15","44819",,173,,12751
"15","4482",,15,,1092
"15","44821",,15,,1092
"15","4483",,244,,22484
"15","44831","D",0,"D",0
"15","44832","D",0,"D",0
"15","451",,644,,29984
"15","4511",,547,,26067
"15","45111",,115,,11928
"15","45112",,92,,6428
"15","45113",,310,,5768
"15","45114",,30,,1943
"15","4512",,97,,3917
"15","45121",,77,,2918
"15","451211","D",0,"D",0
"15","451212","D",0,"D",0
"15","45122",,20,,999
"15","452",,156,,7064
"15","453",,1495,,95245
"15","4531",,177,,11856
"15","45311",,177,,11856
"15","4532",,562,,33440
"15","45321",,22,,1419
"15","45322",,540,,32021
"15","4533",,83,,3532
"15","45331",,83,,3532
"15","4539",,673,,46417
"15","45391","D",0,"D",0
"15","45392",,139,,8500
"15","45393","D",0,"D",0
"15","45399",,504,,35940
"15","454",,4307,,92787
"15","4541",,306,,8611
"15","45411",,306,,8611
"15","4542",,117,,4907
"15","45421",,117,,4907
"15","4543",,3884,,79269
"15","45431","D",0,"D",0
"15","45439","D",0,"D",0
"15","48-49",,2296,,76522
"15","481",,53,,3058
"15","483",,54,,2387
"15","484",,173,,13630
"15","4841",,133,,10893
"15","48411","D",0,"D",0
"15","48412","D",0,"D",0
"15","4842",,40,,2737
"15","485",,1530,,37632
"15","4852","D",0,"D",0
"15","48521","D",0,"D",0
"15","4853",,1462,,35241
"15","4854","D",0,"D",0
"15","48541","D",0,"D",0
"15","4855","D",0,"D",0
"15","48551","D",0,"D",0
"15","4859",,54,,2186
"15","48599",,54,,2186
"15","487",,104,,4016
"15","488",,186,,10697
"15","492",,181,,4284
"15","493",,15,,818
"15","4931",,15,,818
"15","51",,1071,,39571
"15","511",,280,,11259
"15","512",,366,,13686
"15","5121",,270,,8741
"15","5122",,96,,4945
"15","515",,57,,1437
"15","516",,60,,1685
"15","5161",,60,,1685
"15","51611",,60,,1685
"15","517",,56,,2650
"15","518",,136,,3495
"15","5181",,43,,1080
"15","51811",,43,,1080
"15","518111",,33,,892
"15","518112",,10,,188
"15","5182",,93,,2415
"15","51821",,93,,2415
"15","519",,116,,5359
"15","5191",,116,,5359
"15","52",,2704,,134245
"15","522",,394,,16007
"15","5221",,9,,69
"15","5222",,101,,5652
"15","5223",,284,,10286
"15","523",,705,,43072
"15","5231",,86,,4723
"15","52311",,16,,593
"15","52312",,59,,3822
"15","52313","D",0,"D",0
"15","52314","D",0,"D",0
"15","5232",,10,,220
"15","52321",,10,,220
"15","5239",,609,,38129
"15","524",,1605,,75166
"15","5241","D",0,"D",0
"15","5242","D",0,"D",0
"15","52421",,1048,,54075
"15","52429","D",0,"D",0
"15","53",,10832,,803799
"15","531",,10427,,779877
"15","5311",,2820,,326404
"15","5312",,4227,,262095
"15","53121",,4227,,262095
"15","5313",,3380,,191378
"15","53131",,726,,28314
"15","53132",,144,,10730
"15","53139",,2510,,152334
"15","532",,399,,23290
"15","5321",,60,,4438
"15","5322",,150,,5569
"15","53221","D",0,"D",0
"15","53222","D",0,"D",0
"15","53223",,28,,1636
"15","53229",,109,,3374
"15","5323",,20,,666
"15","53231",,20,,666
"15","5324",,169,,12617
"15","533",,6,,632
"15","5331",,6,,632
"15","53311",,6,,632
"15","54",,12341,,479445
"15","541",,12341,,479445
"15","5411",,917,,56904
"15","5412",,1736,,38071
"15","54121",,1736,,38071
"15","541211",,195,,10997
"15","541213",,322,,5885
"15","541214",,16,,169
"15","541219",,1203,,21020
"15","5413",,1130,,58592
"15","54131",,366,,24613
"15","54132",,103,,5332
"15","54133",,315,,14953
"15","54134",,245,,8437
"15","54135",,34,,1355
"15","54136",,18,,1526
"15","54137",,35,,1519
"15","54138",,14,,857
"15","5414",,731,,27174
"15","5415",,1154,,34016
"15","54151",,1154,,34016
"15","5416",,1574,,71365
"15","5417",,129,,3274
"15","5418",,480,,25048
"15","5419",,4490,,165001
"15","54191",,71,,1655
"15","54192",,515,,18390
"15","54193",,216,,3797
"15","54194",,39,,1518
"15","54199",,3649,,139641
"15","56",,5744,,150102
"15","561",,5688,,143919
"15","5611",,753,,10960
"15","56111",,753,,10960
"15","5612",,113,,2042
"15","56121",,113,,2042
"15","5613",,30,,1452
"15","5614",,694,,16297
"15","56141",,162,,3022
"15","56142","D",0,"D",0
"15","56143",,63,,3938
"15","56144","D",0,"D",0
"15","56149",,432,,8541
"15","5615",,466,,23820
"15","5616",,228,,4874
"15","5617",,3095,,75446
"15","56171",,20,,738
"15","56172",,1550,,34867
"15","56173",,1080,,26445
"15","56174",,83,,3223
"15","56179",,362,,10173
"15","5619",,309,,9028
"15","562",,56,,6183
"15","61",,1597,,28571
"15","611",,1597,,28571
"15","62",,6230,,233558
"15","621",,3924,,182072
"15","6211",,876,,71764
"15","62111",,876,,71764
"15","621111",,668,,55902
"15","621112",,208,,15862
"15","6212",,119,,8507
"15","62121",,119,,8507
"15","6213",,1764,,67510
"15","62131",,132,,6772
"15","62132",,50,,3030
"15","62133",,305,,14471
"15","62134",,274,,11525
"15","62139",,1003,,31712
"15","621391",,15,,1392
"15","621399",,988,,30320
"15","6214",,39,,3723
"15","6215",,61,,2145
"15","62151",,61,,2145
"15","6216",,913,,23368
"15","62161",,913,,23368
"15","6219",,152,,5055
"15","623",,636,,24991
"15","624",,1670,,26495
"15","6241",,430,,8105
"15","6242",,18,,383
"15","6243",,77,,2638
"15","62431",,77,,2638
"15","6244",,1145,,15369
"15","62441",,1145,,15369
"15","71",,5151,,133082
"15","711",,4339,,86225
"15","7111",,157,,2997
"15","7112",,186,,4995
"15","71121",,186,,4995
"15","7113",,204,,7611
"15","7114",,243,,3751
"15","71141",,243,,3751
"15","7115",,3549,,66871
"15","71151",,3549,,66871
"15","712",,31,,266
"15","7121",,31,,266
"15","713",,781,,46591
"15","7131",,26,,1776
"15","7132",,11,,2284
"15","7139",,744,,42531
"15","72",,1391,,78087
"15","721",,429,,18887
"15","7211",,311,,15744
"15","7212","D",0,"D",0
"15","72121","D",0,"D",0
"15","7213","D",0,"D",0
"15","72131","D",0,"D",0
"15","722",,962,,59200
"15","7221",,134,,19924
"15","72211",,134,,19924
"15","7222",,243,,17264
"15","72221",,243,,17264
"15","7223",,525,,18321
"15","7224",,60,,3691
"15","72241",,60,,3691
"15","81",,13413,,354962
"15","811",,3718,,138020
"15","8111",,1062,,52315
"15","81111",,496,,24731
"15","81112",,288,,15649
"15","81119",,278,,11935
"15","8112",,210,,10134
"15","81121",,210,,10134
"15","8113",,313,,19327
"15","81131",,313,,19327
"15","8114",,2133,,56244
"15","81141",,373,,10644
"15","81142",,80,,3664
"15","81143",,18,,632
"15","81149",,1662,,41304
"15","812",,9011,,206062
"15","8121",,2648,,72602
"15","81211",,1941,,58458
"15","812111",,251,,5568
"15","812112",,1232,,40159
"15","812113",,458,,12731
"15","81219",,707,,14144
"15","8122",,29,,1182
"15","81221",,19,,894
"15","81222",,10,,288
"15","8123",,98,,4996
"15","81231",,46,,3252
"15","81232",,42,,1559
"15","81233",,10,,185
"15","8129",,6236,,127282
"15","81291",,121,,3389
"15","81292",,49,,1174
"15","81293",,13,,1905
"15","81299",,6053,,120814
"15","813",,684,,10880
"16","00",,99835,,4042418
"16","11",,2553,,102079
"16","113",,740,,33679
"16","114",,396,,9106
"16","1141",,244,,6834
"16","11411",,244,,6834
"16","1142",,152,,2272
"16","11421",,152,,2272
"16","115",,1417,,59294
"16","1151",,703,,28905
"16","11511",,703,,28905
"16","1152",,539,,23128
"16","11521",,539,,23128
"16","1153",,175,,7261
"16","11531",,175,,7261
"16","21",,143,,8559
"16","212",,90,,6462
"16","2121","D",0,"D",0
"16","21211","D",0,"D",0
"16","2122","D",0,"D",0
"16","2123",,57,,5594
"16","213",,53,,2097
"16","2131",,53,,2097
"16","21311",,53,,2097
"16","22",,132,,9667
"16","221",,132,,9667
"16","23",,14699,,872869
"16","236",,3835,,387226
"16","2361",,3371,,355004
"16","2362",,464,,32222
"16","237",,525,,57640
"16","2371",,37,,1973
"16","2372",,190,,37676
"16","23721",,190,,37676
"16","2373",,82,,4569
"16","23731",,82,,4569
"16","2379",,216,,13422
"16","23799",,216,,13422
"16","238",,10339,,428003
"16","2381",,1738,,80695
"16","2382",,1200,,56580
"16","23821",,592,,24485
"16","23822",,529,,28745
"16","23829",,79,,3350
"16","2383",,3965,,147212
"16","2389",,3436,,143516
"16","31-33",,2317,,79972
"16","311",,140,,7931
"16","3111","D",0,"D",0
"16","31111","D",0,"D",0
"16","3112","D",0,"D",0
"16","3113",,10,,125
"16","3114",,19,,886
"16","3115","D",0,"D",0
"16","3116",,29,,4511
"16","31161",,29,,4511
"16","3117",,4,,40
"16","31171",,4,,40
"16","3118",,25,,615
"16","3119",,41,,1349
"16","312",,17,,999
"16","313","D",0,"D",0
"16","314",,9,,389
"16","315",,154,,3061
"16","316",,86,,1432
"16","3161","D",0,"D",0
"16","31611","D",0,"D",0
"16","3162","D",0,"D",0
"16","31621","D",0,"D",0
"16","3169",,55,,995
"16","31699",,55,,995
"16","321",,255,,6807
"16","322","D",0,"D",0
"16","323",,126,,6165
"16","3231",,126,,6165
"16","324","D",0,"D",0
"16","3241","D",0,"D",0
"16","325",,55,,2325
"16","3251","D",0,"D",0
"16","3252","D",0,"D",0
"16","3253",,7,,733
"16","3254",,6,,92
"16","32541",,6,,92
"16","3255",,6,,224
"16","3256",,20,,289
"16","3259",,8,,220
"16","326",,27,,494
"16","327",,73,,1542
"16","3271",,20,,175
"16","3272",,27,,342
"16","32721",,27,,342
"16","3273",,11,,402
"16","3279",,15,,623
"16","331",,32,,2215
"16","332",,353,,12805
"16","333",,90,,6343
"16","334",,30,,2035
"16","335",,36,,1494
"16","336",,24,,938
"16","337",,187,,4991
"16","339",,606,,17043
"16","3391",,26,,925
"16","33911",,26,,925
"16","3399",,580,,16118
"16","42",,1676,,102204
"16","423",,883,,61507
"16","4231",,49,,7133
"16","4232",,61,,3384
"16","4233",,45,,8368
"16","4234",,40,,2639
"16","4235",,10,,580
"16","4236",,38,,3620
"16","4237",,33,,2786
"16","4238",,111,,11179
"16","4239",,496,,21818
"16","42391",,101,,4409
"16","42392",,46,,1334
"16","42393",,24,,1890
"16","42394",,54,,878
"16","42399",,271,,13307
"16","424",,727,,37096
"16","4241",,21,,480
"16","4242",,20,,857
"16","42421",,20,,857
"16","4243",,66,,2540
"16","4244",,96,,5632
"16","4245",,49,,6018
"16","4246",,14,,603
"16","4247",,17,,597
"16","4248",,13,,365
"16","4249",,431,,20004
"16","42491",,24,,2814
"16","42492",,95,,1630
"16","42493",,39,,1799
"16","42494","D",0,"D",0
"16","42495","D",0,"D",0
"16","42499",,265,,13520
"16","425",,66,,3601
"16","4251",,66,,3601
"16","42511",,17,,605
"16","42512",,49,,2996
"16","44-45",,11515,,373943
"16","441",,751,,95157
"16","4411",,380,,58335
"16","44112",,380,,58335
"16","4412",,225,,25048
"16","44121",,32,,5460
"16","44122",,193,,19588
"16","441221",,33,,2042
"16","441222",,24,,2871
"16","441229",,136,,14675
"16","4413",,146,,11774
"16","442",,179,,10149
"16","4421",,46,,3064
"16","44211",,46,,3064
"16","4422",,133,,7085
"16","443",,139,,6914
"16","4431",,139,,6914
"16","44311","D",0,"D",0
"16","443111",,30,,2151
"16","443112","D",0,"D",0
"16","44312",,57,,3250
"16","44313","D",0,"D",0
"16","444",,174,,12223
"16","4441",,132,,9721
"16","44411","D",0,"D",0
"16","44412","D",0,"D",0
"16","44413",,18,,1268
"16","44419",,93,,7954
"16","4442",,42,,2502
"16","445",,301,,17942
"16","4451",,86,,7569
"16","4452",,186,,8879
"16","44521",,12,,1332
"16","44522",,5,,391
"16","44523",,22,,529
"16","44529",,147,,6627
"16","4453",,29,,1494
"16","44531",,29,,1494
"16","446",,684,,11470
"16","4461",,684,,11470
"16","44611","D",0,"D",0
"16","44612",,409,,3756
"16","44613","D",0,"D",0
"16","44619",,248,,5466
"16","447",,38,,6165
"16","4471",,38,,6165
"16","448",,383,,12972
"16","4481",,268,,9487
"16","44811",,5,,481
"16","44812",,57,,2020
"16","44813",,21,,388
"16","44814",,39,,2612
"16","44815",,51,,823
"16","44819",,95,,3163
"16","4482",,7,,690
"16","44821",,7,,690
"16","4483",,108,,2795
"16","44831",,95,,2440
"16","44832",,13,,355
"16","451",,647,,23392
"16","4511",,489,,18723
"16","45111",,222,,9977
"16","45112",,129,,4381
"16","45113",,101,,2995
"16","45114",,37,,1370
"16","4512",,158,,4669
"16","45121",,141,,3992
"16","451211",,77,,3154
"16","451212",,64,,838
"16","45122",,17,,677
"16","452",,147,,5661
"16","453",,1829,,69352
"16","4531",,105,,3960
"16","45311",,105,,3960
"16","4532",,467,,11669
"16","45321",,30,,1335
"16","45322",,437,,10334
"16","4533",,345,,9496
"16","45331",,345,,9496
"16","4539",,912,,44227
"16","45391",,56,,2095
"16","45392",,98,,4076
"16","45393",,18,,2013
"16","45399",,740,,36043
"16","454",,6243,,102546
"16","4541",,480,,10948
"16","45411",,480,,10948
"16","4542",,275,,5063
"16","45421",,275,,5063
"16","4543",,5488,,86535
"16","45431","D",0,"D",0
"16","45439","D",0,"D",0
"16","48-49",,3927,,261486
"16","481",,157,,6318
"16","483","D",0,"D",0
"16","484",,2592,,225633
"16","4841",,2314,,200757
"16","48411",,753,,41055
"16","48412",,1561,,159702
"16","4842",,278,,24876
"16","485",,216,,4462
"16","4851","D",0,"D",0
"16","48511","D",0,"D",0
"16","4852","D",0,"D",0
"16","48521","D",0,"D",0
"16","4853",,122,,2646
"16","4854","D",0,"D",0
"16","48541","D",0,"D",0
"16","4855",,7,,286
"16","48551",,7,,286
"16","4859",,65,,1218
"16","48599",,65,,1218
"16","486","D",0,"D",0
"16","487",,22,,530
"16","488",,299,,12744
"16","492","D",0,"D",0
"16","493",,21,,1606
"16","4931",,21,,1606
"16","51",,1081,,28570
"16","511",,376,,8022
"16","512",,163,,3761
"16","5121",,116,,2931
"16","5122",,47,,830
"16","515",,58,,2213
"16","516",,76,,1930
"16","5161",,76,,1930
"16","51611",,76,,1930
"16","517",,90,,2983
"16","518",,174,,3295
"16","5181",,46,,799
"16","51811",,46,,799
"16","518111",,35,,689
"16","518112",,11,,110
"16","5182",,128,,2496
"16","51821",,128,,2496
"16","519",,144,,6366
"16","5191",,144,,6366
"16","52",,3381,,161866
"16","522",,435,,21453
"16","5221","D",0,"D",0
"16","5222",,164,,10852
"16","5223","D",0,"D",0
"16","523",,1021,,56145
"16","5231","D",0,"D",0
"16","52311",,29,,1781
"16","52312",,102,,6939
"16","52313","D",0,"D",0
"16","52314","D",0,"D",0
"16","5232","D",0,"D",0
"16","52321","D",0,"D",0
"16","5239",,864,,44689
"16","524",,1925,,84268
"16","5241","D",0,"D",0
"16","5242","D",0,"D",0
"16","52421",,1350,,68916
"16","52429","D",0,"D",0
"16","53",,11856,,886631
"16","531",,11199,,850209
"16","5311",,4726,,494647
"16","5312",,3587,,177061
"16","53121",,3587,,177061
"16","5313",,2886,,178501
"16","53131",,690,,26335
"16","53132",,214,,10394
"16","53139",,1982,,141772
"16","532",,643,,36259
"16","5321",,120,,3168
"16","5322",,116,,2969
"16","53221","D",0,"D",0
"16","53222","D",0,"D",0
"16","53223",,23,,566
"16","53229",,84,,2009
"16","5323",,27,,1774
"16","53231",,27,,1774
"16","5324",,380,,28348
"16","533",,14,,163
"16","5331",,14,,163
"16","53311",,14,,163
"16","54",,11281,,363799
"16","541",,11281,,363799
"16","5411",,743,,39883
"16","5412",,1697,,25600
"16","54121",,1697,,25600
"16","541211",,175,,6595
"16","541213",,278,,3658
"16","541214",,35,,293
"16","541219",,1209,,15054
"16","5413",,1174,,41097
"16","54131",,253,,12753
"16","54132",,99,,1981
"16","54133",,458,,18242
"16","54134",,212,,3824
"16","54135",,70,,1746
"16","54136",,18,,466
"16","54137",,51,,1728
"16","54138",,13,,357
"16","5414",,567,,15503
"16","5415",,1244,,34808
"16","54151",,1244,,34808
"16","5416",,1589,,65865
"16","5417",,110,,3037
"16","5418",,433,,19426
"16","5419",,3724,,118580
"16","54191",,69,,1261
"16","54192",,392,,7511
"16","54193",,111,,1543
"16","54194",,126,,7592
"16","54199",,3026,,100673
"16","56",,5502,,95322
"16","561",,5425,,92049
"16","5611",,685,,6978
"16","56111",,685,,6978
"16","5612",,120,,3496
"16","56121",,120,,3496
"16","5613",,49,,1491
"16","5614",,863,,16252
"16","56141",,208,,2050
"16","56142","D",0,"D",0
"16","56143",,58,,1445
"16","56144",,27,,1132
"16","56145","D",0,"D",0
"16","56149",,531,,11092
"16","5615",,79,,2074
"16","5616",,138,,3093
"16","5617",,3180,,49717
"16","56171",,32,,803
"16","56172",,1985,,20707
"16","56173",,782,,17595
"16","56174",,105,,3450
"16","56179",,276,,7162
"16","5619",,311,,8948
"16","562",,77,,3273
"16","61",,1881,,21658
"16","611",,1881,,21658
"16","62",,8723,,257161
"16","621",,3643,,191913
"16","6211",,672,,83949
"16","62111",,672,,83949
"16","621111",,568,,78153
"16","621112",,104,,5796
"16","6212",,141,,8890
"16","62121",,141,,8890
"16","6213",,1414,,56693
"16","62131",,118,,5985
"16","62132",,62,,5839
"16","62133",,320,,9610
"16","62134",,227,,10423
"16","62139",,687,,24836
"16","621391",,12,,870
"16","621399",,675,,23966
"16","6214",,63,,6289
"16","6215",,94,,6641
"16","62151",,94,,6641
"16","6216",,936,,17551
"16","62161",,936,,17551
"16","6219",,323,,11900
"16","623",,310,,10993
"16","624",,4770,,54255
"16","6241",,737,,13199
"16","6242",,21,,369
"16","6243",,71,,995
"16","62431",,71,,995
"16","6244",,3941,,39692
"16","62441",,3941,,39692
"16","71",,3761,,62797
"16","711",,3004,,42298
"16","7111",,133,,2262
"16","7112",,543,,8601
"16","71121",,543,,8601
"16","7113",,147,,2810
"16","7114",,83,,1177
