Sum of Capital Funding,Column Labels,,,,,,,,,,,,,,,,,,
Row Labels,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,(blank),Grand Total
48085,,,,,,,,27949954,10981792,5246830,4340954,12460778,10094237,2872255,6177219,4462963,1788587,,86375569
48113,461174714.6,621605908.4,1404904705,2077032034,2641417038,2080724714,1362294357,1097992978,958840070.5,779727306.7,758957786.2,758895128.2,1068878414,1290711402,1510762044,910845679.1,1050365033,,20835129313
48135,0,1780453,77144,94050,1891308,1863799,259573,155003,5507831,1741604,1561799,626882,682975,1483240,1133770,165545,1529469,,20554445
48139,21702339.51,32363092.94,49613697.64,86474607.38,124631680.2,117623348.5,47182097.99,36845617.03,23313650.02,15586579.69,14023367.49,18325504.65,31850419.39,37521271.34,40853108.01,31819055.61,42521170.86,,772250608.3
48141,,,,,,,,9305350,8223962,44312269,7632200,4091239,42064791,40565209,95389098,22744628,509719,,274838465
48157,22578628.31,19799774.73,40512432.9,33034954.73,37184090.02,37704116.7,59294162.08,50815093.13,92908324.34,35603596.7,21375226.55,16969228.29,8699870.975,18383257.94,18902121.82,17931328.86,13949793.3,,545646001.4
48167,2250963,983341,967933,0,392849,2280200,694654,3013618,3055053,659322,3134206,3350212,4810218,1450880,23735,80115,41066,,27188365
48187,12636869,24261617,15017582,26612434,15182925,33192431,17758705,38819982,52086066,36625680,32267625,33532891,183177998,78562370,34713371,24934445,41277956,,700660947
48189,79313,3156751,225236,72224,228956,1422134,97777,355270,1478864,541538,1294677,0,195154,23531,1455354,3547283,9938589,,24112651
48199,0,0,1406145.469,1046489.813,6376519.875,1159814.906,545172.375,38258.34031,132763.2168,0,0,0,368577.9638,0,230479.7733,0,28128.59447,,11332350.33
48201,525829159.3,419352574.9,720540316.1,791665419.6,665459447.1,989782934.2,1133480333,1418404109,1568280362,1066557905,754051907.5,379508348.9,294821828.3,391501734,509281749.1,426332583.4,270660266.3,,12325510978
48209,,,,,,,,3780758.29,11602715.87,6723126.39,5288041.522,6806254.174,31292066.4,14465997.51,17289859.44,10030072.93,16904625.44,,124183518
48215,,,,,,,,1583690,3006456,5432702,12083565,2977805,1966282,4587725,3090523,4706457,7530808,,46966013
48245,,,,,,,,437703.01,1135127.733,0,0,0,3427554.196,0,1119571.387,0,210404.3616,,6330360.688
48257,25233125.53,32278775.57,66163321.71,82884528.94,146293050,128275498.9,90518942.8,20719138.82,11702602.16,9874478.996,10630617.29,12668197.47,14311239.74,24888697,12450503.87,17174625.49,17212772.76,,723280117
48281,203130,614086,332349,1155713,4587750,7300392,2913073,4456671,1650195,275958,2525429,473490,1098760,2050626,434510,1037019,391240,,31500391
48303,394003,2393800,1436418,1167808,134348,41592,0,280714,692627,110080,47074,480508,984924,110584,272532,140628,286490,,8974130
48339,0,0,0,0,0,0,0,0,0,0,25838,1211234,242223,86330,15360,0,77970,,1658955
48361,0,0,2684459.531,1997844.188,12173356.13,2214192.094,1040783.625,73038.64968,253457.0502,0,0,0,703648.8399,0,440006.8399,0,53700.04398,,21634486.99
48375,260741.958,394724.1891,5784.617959,52263.70112,32464.25355,3410304.297,544461.3423,663657.2106,939550.4054,176955.5868,109011.0403,722546.8077,4635176.904,422288.9544,572446.6127,4157863.228,1137351.38,,18237592.49
48381,177918.042,110679.8109,3205.382041,11346.29888,14235.74645,2720649.703,214436.6577,311272.7894,234517.5946,87104.41316,41362.95966,316135.1923,1820983.096,82331.04557,130397.3873,1448304.772,937326.6204,,8662207.511
48397,5028582.621,11015151.72,18755438.38,19783653.37,44082205.56,46357621.06,22597722.41,15489574.72,16029633.05,16577495.13,13140732.47,18058791.06,17141976.21,22993731.43,27180495.25,10748287.84,11795819.3,,336776911.6
48409,740427,1514532,3294247,7467311,14396497,3750174,5864724,13594352,10209229,5601798,20625320,10002063,15143943,1217961,1466101,2200465,10595565,,127684709
48439,206614502.8,273836741.3,608584447.3,808318046.4,1297020371,1133748238,677856669.8,518759256.9,429310674.3,383443819.4,355482226.6,307705098.6,506666080.8,630354022.8,692225073.6,426815272,483304189.2,,9740044730
48451,0,0,48444,0,2222679,1097426,1823043,2181242,90244,805251,1000235,833225,946942,886140,72775,632734,243941,,12884321
48453,166585494.9,143269256.6,160285839.6,207773840.5,161797338.1,44736875.56,33412113.76,101677192.9,110757285.1,76985060.83,66180280.31,150563402.2,310313438.8,246389363.9,333891829.2,304540421.3,138431346.8,,2757590380
48479,514726,3919316,211235,314399,2156762,661824,5318736,1121096,2515740,304462,1016255,1279455,1444958,689211,3307401,796146,981954,,26553676
48491,28235713.15,21511578.73,20848204.12,34576720.41,29842811.6,10314365.43,7473708.548,10533751.03,11450229.81,14449338.45,11170194.51,18538152.59,41956968.26,37954657.71,43085462.27,45665147.17,22744531.71,,410351535.5
49005,,,,,,,,315145,1773014,656560,2412194,261570,1052627,71911,2137492,202291,2430547,,11313351
49035,,,,,,,,307818940,115704237,54775279,55698374,47091778,152301830,86039389,57449956,72854309,139017007,,1088751099
50007,1365840,1140299,1091885,4812488,5993408,4488705,1887092,4186341,4973844,2040507,3181201,8264739,3260835,6392952,3546563,5279364,3107004,,65013067
51003,,,,,,,,6545426.219,1854956.191,5391322.427,3337169.353,3615088.216,4433605.812,2854774.363,3819874.066,2791442.153,1106153.206,,35749812.01
51009,,,,,,,,1628037.378,861197.64,3416279.411,573996.7054,4052048.715,2018922.715,367618.6246,223568.0764,51924.0518,1187168.819,,14380762.14
51013,,,,,,,,329619057.3,389942062,353504986.6,866889738.8,673026533.8,485373454.3,682391442.2,751127246.9,573166166.6,1198709367,,6303750056
51041,,,,,,,,2108517.755,4442628.897,11290917.53,5897534.044,2678086.191,18848214.87,29313058.58,8609267.247,2126804.934,1699574.226,,87014604.27
51053,,,,,,,,864481.1282,3147456.935,6888329.721,2013561.383,1652056.457,12542857.73,10933071.2,4596830.079,922400.0334,702467.3013,,44263511.97
51059,,,,,,,,515049549.4,490756159,582612402.1,1049087426,1013292709,698605853.6,802062931.3,964144557.3,769690188.9,1742470984,,8627772761
51069,,,,,,,,187147.5789,1167984.632,236165.2632,891699.7895,37984.21053,885081.4737,30598.10526,0,532776.6316,0,,3969437.684
51075,,,,,,,,116023.4038,564662.9991,1773827.337,259522.1301,280465.947,3126437.171,2955791.907,1406007.44,310470.7631,232708.7849,,11025917.88
51085,,,,,,,,533707.6574,2597449.796,8159605.752,1193801.798,1290143.356,14381610.99,13596642.77,6467634.225,1428165.51,1070460.41,,50719222.26
51087,,,,,,,,5545491.621,12717860.32,53552304.18,10784007.91,11468246.68,42173901.26,73575034.73,26344461.5,8248226.745,3934838.286,,248344373.2
51095,,,,,,,,4975624.13,685383.4333,708658.069,1001779.312,3241205.871,680357.3491,887411.2763,2374890.589,3504976.997,2739326.013,,20799613.04
51121,,,,,,,,3911549.793,6402412.138,10017525.52,4054752,4429671.724,3102546.207,7793812.966,2671031.172,4996326.621,19356792.83,,66736420.97
51145,,,,,,,,116023.4038,564662.9991,1773827.337,259522.1301,280465.947,3126437.171,2955791.907,1406007.44,310470.7631,232708.7849,,11025917.88
51149,,,,,,,,864481.1282,3147456.935,6888329.721,2013561.383,1652056.457,12542857.73,10933071.2,4596830.079,922400.0334,702467.3013,,44263511.97
51153,,,,,,,,139338064.8,144209514.2,143114311.5,339076646.4,199016138.2,108725834.3,155883685.4,257396370.3,112285876.8,378732250.8,,1977778693
51155,,,,,,,,2444718.621,4001507.586,6260953.448,2534220,2768544.828,1939091.379,4871133.103,1669394.483,3122704.138,12097995.52,,41710263.1
51161,,,,,,,,438209.7855,407591.647,3524389.104,1057781.313,487362.7116,887769.878,2041141.264,4584303.56,1960327.328,4198603.307,,19587479.9
51169,,,,,,,,528450.5607,6480.735797,8395.858462,56899.67571,195690.2178,763229.3878,1828722.769,4093331.698,844459.0496,120022.4074,,8445682.361
51177,,,,,,,,1106476.977,6855519.356,4469957.079,588943.1019,876799.1297,3011930.952,544663.8832,263002.6353,1400696.553,194420.4763,,19312410.14
51179,,,,,,,,825732.0192,5427264.8,2876494.844,333144.7348,542333.3485,2204024.767,622726.4592,398074.3893,991894.457,126110.0649,,14347799.88
51199,,,,,,,,6784941.995,934613.7726,966351.9122,1366062.698,4419826.188,927760.0214,1210106.286,3238487.167,4779514.087,3735444.564,,28363108.69
51510,,,,,,,,238862035.4,253484209.5,302230312.5,473734075.3,476470378.6,304000596.8,354254515,577923899.2,487988142.9,932527479.2,,4401475644
51540,,,,,,,,4486083.781,1190023.809,3343469.573,2146134.647,2712027.784,2939462.188,2085195.637,2679855.934,2147847.847,805370.7937,,24535471.99
51550,,,,,,,,11241355.26,2746685.45,3528569.505,4351461.033,14211267.22,1834482.229,3116880.455,9591436.281,9485049.919,9924131.999,,70031319.35
51570,,,,,,,,617486.5201,2248183.525,4920235.515,1438258.131,1180040.326,8959184.093,7809336.572,3283450.057,658857.1667,501762.3581,,31616794.26
51600,,,,,,,,4186807.04,4793613.511,8127629.579,23008640.66,15270774.57,15960055.56,7472613.298,14642422.57,11751919.65,30116789.01,,135331265.5
51610,,,,,,,,4573570.381,6837506.666,5337332.398,5140816.996,9984310.064,4132049.299,10055125.06,12231049.63,12698678.52,16793600.23,,87784039.25
51630,,,,,,,,183496.0043,1206058.844,639221.0765,74032.1633,120518.5219,489783.2815,138383.6576,88460.9754,220420.9904,28024.45886,,3188399.974
51650,,,,,,,,32098847.76,3063964.592,6339775.068,7366111.735,19380617.56,3550667.794,7682882.889,13145757.24,18312435.84,14276884.17,,125217944.6
51660,,,,,,,,3232091,3003769,5751668,2919559,597835,4120018,83489,109898,282436,3188652,,23289415
51670,,,,,,,,864481.1282,3147456.935,6888329.721,2013561.383,1652056.457,12542857.73,10933071.2,4596830.079,922400.0334,702467.3013,,44263511.97
51680,,,,,,,,7396530.622,4720900.36,12124814.59,1728771.295,20053911.29,19288997.29,2393747.375,621835.9236,308645.9482,6929359.181,,75567513.86
51683,,,,,,,,15429228.81,10200809.55,16660352.17,51553703.46,21728923.96,12804386.13,7411194.559,26976894.52,16818730.92,25707637.91,,205291862
51685,,,,,,,,4408351.09,2914517.014,4760100.621,14729629.56,6208263.988,3658396.037,2117484.16,7707684.148,4805351.69,7345039.404,,58654817.71
51700,,,,,,,,41307360.48,6315338.916,13353068.13,16118968.51,35359815.25,10750146.17,13205131.36,35499425.22,31649096.05,34183643.8,,237741993.9
51710,,,,,,,,150462028.9,22622446.19,35567567.48,36851640.95,132327259.9,17506896.01,25088840.58,76103578.23,66937797,74334876.59,,637802931.8
51730,,,,,,,,1358470.344,4946003.755,10824518.13,3164167.887,2596088.718,19710205.01,17180540.46,7223590.125,1449485.767,1103877.188,,69556947.38
51735,,,,,,,,1809317.865,249230.3394,257693.8433,364283.3863,1178620.317,247402.6724,322695.0096,863596.5778,1274537.09,996118.5503,,7563495.651
51740,,,,,,,,30652449.49,3767725.046,7288042.507,7982525.389,31439772.31,3264775.772,5151757.653,15143442.62,14572463.83,18072423.12,,137335377.7
51750,,,,,,,,733415.5862,1200452.276,1878286.034,760266,830563.4483,581727.4138,1461339.931,500818.3448,936811.2414,3629398.655,,12513078.93
51760,,,,,,,,20543829.91,63715303.91,197791084.1,46109749.82,41691351.47,266000296.2,339842174.5,86573546.72,26960820.25,13700436.06,,1102928593
51770,,,,,,,,729078.8191,813813.3971,6230659.664,2292190.421,910617.0584,2193228.35,4150698.891,8552108.433,3534314.445,7296758.783,,36703468.26
51775,,,,,,,,158495.3955,176915.9559,1354491.231,498302.2655,197960.2301,476788.7718,902325.8458,1859154.007,768329.2272,1586251.909,,7979014.84
51800,,,,,,,,9461958.02,2325910.617,6295770.836,6698106.504,13681641.67,2617881.932,3766485.595,7419895.756,8005037.555,7175589.632,,67448278.12
51810,,,,,,,,31160396.12,6593531.646,7757882.649,15415540.49,27034113.68,6347510.051,8993748.895,24081960.32,28734871.65,24995691.56,,181115247.1
51830,,,,,,,,369830,1126710,807350,2496401,416080,2615989,2048098,3479193,705106,2844272,,16909029
51840,,,,,,,,66838.42105,417137.3684,84344.73684,318464.2105,13565.78947,316100.5263,10927.89474,0,190277.3684,0,,1417656.316
53017,,,,,,,,1188242,780587,2305195,1020698,989562,4105896,4015797,8831630,2766477,6749547,,32753631
53033,,,,,,,,854257792,961008073,1109716863,1203227177,1390510063,1871944172,2122537665,2500180960,2474142485,2280703528,,16768228778
53035,,,,,,,,6215409,3371217,5126707,10579902,19342344,6803236,34758275,45203569,21740750,12846076,,165987485
53057,,,,,,,,2180240,2912739,2123313,6689538,2375585,3121243,2648597,5432143,6780187,2760694,,37024279
53063,,,,,,,,13506324,6600663,11286027,12185428,13129882,14201694,24513861,25375441,24581501,51884142,,197264963
53067,,,,,,,,12523504,3252302,8946698,1816887,2228551,4835423,7292980,27019047,22834090,35263846,,126013328
53071,,,,,,,,55233,1858823,6591056,7750300,1957858,3519539,13745170,3173745,5116779,4051619,,47820122
53073,,,,,,,,1819051,5837499,4006129,1857809,6073945,1562750,2915468,6791717,4406800,12604962,,47876130
54003,153044.8601,170763.3619,55221.48954,81143.51445,1616147.116,481550.5813,1426981.622,162890.1911,110080.2349,40409.20569,293584.4042,53435.49867,30528.10487,185340.6187,129764.4224,165659.8421,0,,5156545.067
54011,41722963.38,957761.25,1081279.5,2218.5,163386,24124353.25,7966187.625,574331.2531,3995364.587,6514082.798,3153197.889,2950622.916,630433.6342,5029913.047,2501731.833,4010610.624,5965557.186,,111343995.3
54039,705799.8629,639137.0349,2667995.184,766888.548,851841.1417,9838860.66,1719493.61,1990212.998,753964.5256,8613515.308,2023006.91,922525.5707,5041471.733,7095572.175,1255636.172,8933284.358,1818523.74,,55637729.53
54051,85685.33333,389838,303484,178598.6667,88266,1123422,360804.6667,267404.6667,15690,12616,668966,6068.666667,28780,396628,27828.66667,529919.3333,37379.33333,,4521379.333
54057,0,335632.4744,23366.62198,122530.9403,242886.7527,467593.8108,88793.8422,9634.8797,28489.52702,0,83672.37845,992.8574826,0,289685.1012,230320.2902,15559.00023,521816.3395,,2460974.816
54069,171370.6667,779676,606968,357197.3333,176532,2246844,721609.3333,534809.3333,31380,25232,1337932,12137.33333,57560,793256,55657.33333,1059838.667,74758.66667,,9042758.667
54073,0,21269,0,50760,231417,172266,1544427,3225863,2105071,8874373,12143907,14646164,13353685,2099577,6059952,2014034,11328682,,77871447
54077,0,0,0,0,0,665593.1133,78478.44924,57543.11405,397438.3481,309699.9091,432932.8136,383848.7002,28726.31407,85098.23385,342672.9096,60954.37944,320968.9073,,3163955.192
54079,115410.1371,236592.9651,778914.8163,127687.452,143978.8583,2796515.34,436334.3897,103847.002,67941.47437,655458.6925,153415.0897,45612.42933,343928.2668,623219.8249,48757.82771,275797.642,143918.2601,,7097330.467
54099,15825951.63,363288.75,410140.5,841.5,61974,9150616.75,3021657.375,217849.7857,1515483.119,2470858.992,1196040.578,1119201.796,239129.9992,1907898.052,948932.7644,1521266.099,2262797.553,,42233929.24
55009,0,59118.81387,119164.9736,76480.20723,4607365.284,1325892.897,5552836.229,189319.6335,406839.1157,84457.04064,3013568.283,532475.0328,769288.0213,4373741.043,2544340.139,3937209.693,903222.2736,,28495318.68
55015,,,,,,,,81004.12154,33446.66808,7458.849998,0,0,687223.5029,435643.6007,1610439.213,680665.3351,673254.3027,,4209135.594
55025,,,,,,,,5324763,1068053,12140773,6667368,6764493,7086846,9386493,14389194,12803878,21047445,,96679306
55031,1385704,3640122,5218926,2439162,4997257,4839468,332591,951080,6296654,7158462,26449415,7322064,821731,13440253,2290580,12135021,1447257,,101165747
55035,,,,,,,,0,1639828,51496,67625,65776,66433,0,1821230,1092116,3986797,,8791301
55039,,,,,,,,780039,54589,78607,56796,62977,62888,0,64569,66957,0,,1227422
55059,,,,,,,,1151462,2894613,8343,151037,0,0,82162,2653654,1836237,124099,,8901607
55063,1631774.636,195234.6413,2944908.953,6054922.708,23294333.52,7711360.365,243492.6686,53567.81032,2045140.192,0,0,0,0,0,2112279.484,0,3392079.746,,49679094.73
55071,,,,,,,,0,0,81590,0,0,59234,19000,2233985,1391850,0,,3785659
55079,,,,,,,,72048650.48,88201307.59,67930742.86,85025710.5,134188866.5,197770780.5,179876554.5,87031385.51,12944259.06,32157756.75,,957176014.3
55083,0,17491.18613,37549.02636,25971.79277,1495604.716,492495.1033,2699055.771,36374.36647,46284.88433,16894.95936,524247.7166,71130.96719,91233.97872,656676.9573,198871.8613,394232.3071,139511.7264,,6943627.321
55087,3696111,1202598,47319,28917,951231,2049921,1549464,409744.4461,169017.1823,23758.74734,0,0,1420703.673,845537.9427,5531229.082,3389719.328,3624961.982,,24940233.38
55089,,,,,,,,2270641.547,4060602.069,2459293.954,2491829.465,3222145.853,3895771.726,7269781.6,5547218.592,522988.5099,1703571.281,,33443844.6
55101,,,,,,,,1463347,5949973,151230,342081,277667,32795,140631,23685,256909,9011652,,17649970
55105,224690,1481886,1985624,191020,2728374,1160416,807788,8180.295417,36047.22483,247492.1936,17172.80847,0,0,16413.05499,138275.586,225603.4397,108611.1152,,9377593.718
55111,118328,2432937,385103,143181,72045,2004,259293,20106,104441,7447317,0,106092,91105,0,2615460,4191025,315368,,18303805
55123,839251.364,145969.3587,970215.0468,1451647.292,8663466.477,3433815.635,102601.3314,22558.18968,1619909.808,0,0,0,0,0,1201984.516,0,2269376.254,,20720795.27
55131,,,,,,,,3066663.964,4626737.787,3624222.67,3302275,4748425.468,5741137.28,6089785.726,5942561.715,434130.4357,1988815.361,,39564755.41
55133,,,,,,,,6839279.008,5574250.553,4744716.52,9456593.034,8086018.171,13430406.51,15807225.14,8001156.178,1360381.999,2675890.611,,75975917.72
55139,,,,,,,,516561.4324,302121.1497,36936.40267,0,0,2228467.824,1399102.457,6412922.704,3768480.337,3856839.715,,18521432.02
56021,100505,423250,1554037,312980,345240,431854,1122810,176062,168053,244512,516945,596114,183890,787163,250663,191175,78427,,7483680
56025,0,19667,17500,18556,44005,0,1099715,5000,9708,69595,8574,56197,337069,209721,156040,149182,0,,2200529
(blank),,,,,,,,,,,,,,,,,,,
Grand Total,1.03561E+11,1.06825E+11,1.11059E+11,1.40467E+11,1.46356E+11,1.32935E+11,1.1172E+11,1.32464E+11,1.31249E+11,1.2649E+11,1.37031E+11,1.36082E+11,1.35724E+11,1.58465E+11,1.8847E+11,1.68137E+11,1.73531E+11,,2.34057E+12
