b'"ST","NAICS","ESTAB_F","ESTAB","RCPTOT_F","RCPTOT"
"08","1141",,277,,4630
"08","11411",,277,,4630
"08","1142",,439,,17192
"08","11421",,439,,17192
"08","115",,2194,,74561
"08","1151",,800,,28754
"08","11511",,800,,28754
"08","1152",,1126,,37632
"08","11521",,1126,,37632
"08","1153",,268,,8175
"08","11531",,268,,8175
"08","21",,2627,,210078
"08","211",,2019,,163891
"08","2111",,2019,,163891
"08","21111",,2019,,163891
"08","212",,163,,12529
"08","2121",,18,,647
"08","21211",,18,,647
"08","2122",,48,,3174
"08","2123",,97,,8708
"08","213",,445,,33658
"08","2131",,445,,33658
"08","21311",,445,,33658
"08","22",,313,,11416
"08","221",,313,,11416
"08","23",,52887,,3363842
"08","236",,12489,,1265548
"08","2361",,11157,,1156776
"08","2362",,1332,,108772
"08","237",,1117,,127752
"08","2371",,101,,7065
"08","2372",,376,,73264
"08","23721",,376,,73264
"08","2373",,170,,13283
"08","23731",,170,,13283
"08","2379",,470,,34140
"08","23799",,470,,34140
"08","238",,39280,,1968771
"08","2381",,5749,,372442
"08","2382",,4414,,214782
"08","23821",,1862,,70171
"08","23822",,2262,,132045
"08","23829",,290,,12566
"08","2383",,15230,,732025
"08","2389",,13887,,649522
"08","31-33",,6004,,248912
"08","311",,380,,19168
"08","3111",,29,,3350
"08","31111",,29,,3350
"08","3112",,9,,655
"08","3113",,37,,864
"08","3114",,44,,892
"08","3115",,10,,448
"08","3116",,49,,3925
"08","31161",,49,,3925
"08","3117",,9,,594
"08","31171",,9,,594
"08","3118",,83,,3978
"08","3119",,110,,4462
"08","312",,38,,2991
"08","313",,16,,148
"08","314",,40,,761
"08","315",,510,,10030
"08","316",,124,,3811
"08","3161",,29,,668
"08","31611",,29,,668
"08","3162",,16,,793
"08","31621",,16,,793
"08","3169",,79,,2350
"08","31699",,79,,2350
"08","321",,488,,17121
"08","322",,15,,735
"08","323",,469,,21117
"08","3231",,469,,21117
"08","324",,37,,2933
"08","3241",,37,,2933
"08","325",,102,,5644
"08","3251",,9,,160
"08","3252",,3,,13
"08","3253",,8,,233
"08","3254",,16,,1257
"08","32541",,16,,1257
"08","3255",,11,,560
"08","3256",,34,,855
"08","3259",,21,,2566
"08","326",,116,,7074
"08","327",,289,,8810
"08","3271",,104,,1391
"08","3272",,110,,3352
"08","32721",,110,,3352
"08","3273",,36,,2660
"08","3274","S",0,"S",0
"08","3279",,36,,1398
"08","331",,69,,5183
"08","332",,734,,38651
"08","333",,199,,12439
"08","334",,172,,8649
"08","335",,151,,5971
"08","336",,85,,6439
"08","337",,333,,12924
"08","339",,1637,,58313
"08","3391",,118,,6463
"08","33911",,118,,6463
"08","3399",,1519,,51850
"08","42",,6634,,474646
"08","423",,3626,,295256
"08","4231",,337,,47383
"08","4232",,291,,16345
"08","4233",,143,,21464
"08","4234",,184,,14642
"08","4235",,50,,5317
"08","4236",,149,,16059
"08","4237",,64,,5687
"08","4238",,268,,31431
"08","4239",,2140,,136928
"08","42391",,332,,19843
"08","42392",,194,,6607
"08","42393",,65,,7810
"08","42394",,431,,29859
"08","42399",,1118,,72809
"08","424",,2555,,155158
"08","4241",,98,,5225
"08","4242",,47,,889
"08","42421",,47,,889
"08","4243",,383,,19387
"08","4244",,406,,30454
"08","4245",,58,,6458
"08","4246",,65,,4292
"08","4247",,44,,4947
"08","4248",,106,,15176
"08","4249",,1348,,68330
"08","42491",,39,,2436
"08","42492",,320,,7861
"08","42493",,109,,6529
"08","42494",,21,,2034
"08","42495",,16,,1227
"08","42499",,843,,48243
"08","425",,454,,26003
"08","4251",,454,,26003
"08","42511",,94,,2993
"08","42512",,360,,23010
"08","44-45",,36313,,1467533
"08","441",,1930,,313285
"08","4411",,964,,188307
"08","44112",,964,,188307
"08","4412",,476,,90347
"08","44121",,65,,5773
"08","44122",,411,,84574
"08","441221",,64,,4654
"08","441222",,16,,687
"08","441229",,331,,79233
"08","4413",,490,,34631
"08","442",,735,,52680
"08","4421",,220,,13817
"08","44211",,220,,13817
"08","4422",,515,,38863
"08","443",,453,,26882
"08","4431",,453,,26882
"08","44311",,289,,16950
"08","443111",,102,,5257
"08","443112",,187,,11693
"08","44312",,142,,9106
"08","44313",,22,,826
"08","444",,536,,50322
"08","4441",,430,,43246
"08","44411",,36,,2978
"08","44412",,21,,4487
"08","44413",,47,,2660
"08","44419",,326,,33121
"08","4442",,106,,7076
"08","445",,1299,,150215
"08","4451",,330,,27044
"08","4452",,575,,27372
"08","44521",,35,,3482
"08","44522",,7,,571
"08","44523",,48,,1873
"08","44529",,485,,21446
"08","4453",,394,,95799
"08","44531",,394,,95799
"08","446",,2096,,43920
"08","4461",,2096,,43920
"08","44611",,43,,2657
"08","44612",,1103,,11603
"08","44613",,41,,3633
"08","44619",,909,,26027
"08","447",,90,,16086
"08","4471",,90,,16086
"08","448",,1703,,73664
"08","4481",,1033,,42940
"08","44811",,33,,1934
"08","44812",,205,,10655
"08","44813",,87,,2585
"08","44814",,138,,7444
"08","44815",,189,,6162
"08","44819",,381,,14160
"08","4482",,56,,2942
"08","44821",,56,,2942
"08","4483",,614,,27782
"08","44831",,582,,26277
"08","44832",,32,,1505
"08","451",,1713,,67565
"08","4511",,1106,,50160
"08","45111",,443,,27616
"08","45112",,306,,10448
"08","45113",,253,,6025
"08","45114",,104,,6071
"08","4512",,607,,17405
"08","45121",,524,,13887
"08","451211",,268,,10461
"08","451212",,256,,3426
"08","45122",,83,,3518
"08","452",,539,,19709
"08","453",,5394,,261354
"08","4531",,373,,13362
"08","45311",,373,,13362
"08","4532",,1314,,50441
"08","45321",,128,,8133
"08","45322",,1186,,42308
"08","4533",,845,,25055
"08","45331",,845,,25055
"08","4539",,2862,,172496
"08","45391",,213,,13142
"08","45392",,476,,37143
"08","45393",,39,,7373
"08","45399",,2134,,114838
"08","454",,19826,,392049
"08","4541",,1735,,52878
"08","45411",,1735,,52878
"08","4542",,725,,17258
"08","45421",,725,,17258
"08","4543",,17366,,321913
"08","45431",,41,,7740
"08","45439",,17325,,314173
"08","48-49",,12502,,774893
"08","481",,527,,29166
"08","483",,63,,3716
"08","484",,6080,,555906
"08","4841",,5310,,494773
"08","48411",,2447,,171428
"08","48412",,2863,,323345
"08","4842",,770,,61133
"08","485",,1849,,64141
"08","4851",,10,,767
"08","48511",,10,,767
"08","4852",,17,,257
"08","48521",,17,,257
"08","4853",,1435,,48409
"08","4854",,18,,184
"08","48541",,18,,184
"08","4855",,22,,1295
"08","48551",,22,,1295
"08","4859",,347,,13229
"08","48599",,347,,13229
"08","486",,19,,2055
"08","487",,88,,3158
"08","488",,871,,53177
"08","492",,2865,,55012
"08","493",,139,,8364
"08","4931",,139,,8364
"08","51",,6315,,214699
"08","511",,2092,,60587
"08","512",,1010,,29849
"08","5121",,752,,25150
"08","5122",,258,,4699
"08","515",,336,,11208
"08","516",,456,,11201
"08","5161",,456,,11201
"08","51611",,456,,11201
"08","517",,559,,27909
"08","518",,953,,38559
"08","5181",,227,,12580
"08","51811",,227,,12580
"08","518111",,150,,6014
"08","518112",,77,,6566
"08","5182",,726,,25979
"08","51821",,726,,25979
"08","519",,909,,35386
"08","5191",,909,,35386
"08","52",,18595,,1146193
"08","522",,3361,,173935
"08","5221",,123,,2999
"08","5222",,1162,,90496
"08","5223",,2076,,80440
"08","523",,8446,,648818
"08","5231",,788,,70091
"08","52311",,215,,17902
"08","52312",,506,,46642
"08","52313",,13,,1878
"08","52314",,54,,3669
"08","5232",,37,,4905
"08","52321",,37,,4905
"08","5239",,7621,,573822
"08","524",,6788,,323440
"08","5241",,11,,456
"08","5242",,6777,,322984
"08","52421",,4866,,256076
"08","52429",,1911,,66908
"08","53",,55597,,4462931
"08","531",,53793,,4327031
"08","5311",,19901,,2345051
"08","5312",,17829,,914577
"08","53121",,17829,,914577
"08","5313",,16063,,1067403
"08","53131",,3353,,204535
"08","53132",,1274,,53707
"08","53139",,11436,,809161
"08","532",,1786,,133615
"08","5321",,488,,20881
"08","5322",,324,,15409
"08","53221",,36,,996
"08","53222",,11,,308
"08","53223",,49,,1634
"08","53229",,228,,12471
"08","5323",,59,,6884
"08","53231",,59,,6884
"08","5324",,915,,90441
"08","533",,18,,2285
"08","5331",,18,,2285
"08","53311",,18,,2285
"08","54",,66406,,2653104
"08","541",,66406,,2653104
"08","5411",,4525,,258915
"08","5412",,7752,,159804
"08","54121",,7752,,159804
"08","541211",,792,,31307
"08","541213",,1299,,21427
"08","541214",,70,,2224
"08","541219",,5591,,104846
"08","5413",,5538,,283676
"08","54131",,1260,,75995
"08","54132",,577,,26074
"08","54133",,2370,,134387
"08","54134",,638,,17699
"08","54135",,246,,7658
"08","54136",,166,,8152
"08","54137",,233,,10284
"08","54138",,48,,3427
"08","5414",,3802,,154422
"08","5415",,7167,,323988
"08","54151",,7167,,323988
"08","5416",,14804,,595969
"08","5417",,707,,24414
"08","5418",,2416,,120144
"08","5419",,19695,,731772
"08","54191",,386,,20718
"08","54192",,2009,,46896
"08","54193",,650,,14167
"08","54194",,481,,17823
"08","54199",,16169,,632168
"08","56",,24304,,592102
"08","561",,23988,,568745
"08","5611",,4552,,60685
"08","56111",,4552,,60685
"08","5612",,491,,15420
"08","56121",,491,,15420
"08","5613",,381,,22721
"08","5614",,3784,,105587
"08","56141",,799,,11922
"08","56142",,249,,3718
"08","56143",,291,,7428
"08","56144",,79,,4611
"08","56145",,3,,66
"08","56149",,2363,,77842
"08","5615",,646,,23969
"08","5616",,716,,17073
"08","5617",,11820,,270520
"08","56171",,48,,3326
"08","56172",,7403,,119667
"08","56173",,2757,,83531
"08","56174",,412,,16620
"08","56179",,1200,,47376
"08","5619",,1598,,52770
"08","562",,316,,23357
"08","61",,9424,,131765
"08","611",,9424,,131765
"08","62",,28632,,816537
"08","621",,15925,,626236
"08","6211",,3045,,220057
"08","62111",,3045,,220057
"08","621111",,2331,,182771
"08","621112",,714,,37286
"08","6212",,624,,35871
"08","62121",,624,,35871
"08","6213",,8715,,268485
"08","62131",,578,,28907
"08","62132",,246,,13899
"08","62133",,2359,,77763
"08","62134",,1227,,34208
"08","62139",,4305,,113708
"08","621391",,31,,2917
"08","621399",,4274,,110791
"08","6214",,188,,19176
"08","6215",,231,,18352
"08","62151",,231,,18352
"08","6216",,2178,,32279
"08","62161",,2178,,32279
"08","6219",,944,,32016
"08","623",,528,,24188
"08","624",,12179,,166113
"08","6241",,2097,,35427
"08","6242",,95,,1027
"08","6243",,187,,3379
"08","62431",,187,,3379
"08","6244",,9800,,126280
"08","62441",,9800,,126280
"08","71",,19472,,368331
"08","711",,16219,,268834
"08","7111",,528,,8760
"08","7112",,1856,,28158
"08","71121",,1856,,28158
"08","7113",,661,,24069
"08","7114",,496,,14133
"08","71141",,496,,14133
"08","7115",,12678,,193714
"08","71151",,12678,,193714
"08","712",,79,,950
"08","7121",,79,,950
"08","713",,3174,,98547
"08","7131",,73,,2865
"08","7132",,203,,7485
"08","7139",,2898,,88197
"08","72",,4514,,251744
"08","721",,1195,,100722
"08","7211",,864,,87080
"08","7212",,117,,8218
"08","72121",,117,,8218
"08","7213",,214,,5424
"08","72131",,214,,5424
"08","722",,3319,,151022
"08","7221",,481,,46774
"08","72211",,481,,46774
"08","7222",,507,,36987
"08","72221",,507,,36987
"08","7223",,2060,,51187
"08","7224",,271,,16074
"08","72241",,271,,16074
"08","81",,47271,,1245887
"08","811",,11055,,440477
"08","8111",,4381,,234852
"08","81111",,2127,,111017
"08","81112",,1238,,64911
"08","81119",,1016,,58924
"08","8112",,678,,20266
"08","81121",,678,,20266
"08","8113",,794,,36774
"08","81131",,794,,36774
"08","8114",,5202,,148585
"08","81141",,720,,24417
"08","81142",,426,,13980
"08","81143",,70,,1791
"08","81149",,3986,,108397
"08","812",,33374,,760463
"08","8121",,12549,,307717
"08","81211",,9999,,261522
"08","812111",,758,,19594
"08","812112",,7020,,184755
"08","812113",,2221,,57173
"08","81219",,2550,,46195
"08","8122",,124,,5168
"08","81221",,90,,3588
"08","81222",,34,,1580
"08","8123",,487,,25674
"08","81231",,212,,11733
"08","81232",,240,,12211
"08","81233",,35,,1730
"08","8129",,20214,,421904
"08","81291",,1194,,22610
"08","81292",,286,,4921
"08","81293",,70,,2935
"08","81299",,18664,,391438
"08","813",,2842,,44947
"09","00",,252044,,15074474
"09","11",,1246,,57677
"09","113",,299,,17507
"09","114",,439,,17492
"09","1141",,402,,16568
"09","11411",,402,,16568
"09","1142",,37,,924
"09","11421",,37,,924
"09","115",,508,,22678
"09","1151",,116,,4246
"09","11511",,116,,4246
"09","1152",,291,,14247
"09","11521",,291,,14247
"09","1153",,101,,4185
"09","11531",,101,,4185
"09","21",,59,,8585
"09","211","D",0,"D",0
"09","2111","D",0,"D",0
"09","21111","D",0,"D",0
"09","212",,51,,7844
"09","2121","D",0,"D",0
"09","21211","D",0,"D",0
"09","2122",,4,,53
"09","2123",,46,,7788
"09","213",,7,,738
"09","2131",,7,,738
"09","21311",,7,,738
"09","22",,128,,7793
"09","221",,128,,7793
"09","23",,35326,,3325595
"09","236",,7333,,1288208
"09","2361",,6733,,1217674
"09","2362",,600,,70534
"09","237",,498,,72525
"09","2371",,29,,1993
"09","2372",,210,,40433
"09","23721",,210,,40433
"09","2373",,56,,2021
"09","23731",,56,,2021
"09","2379",,203,,28078
"09","23799",,203,,28078
"09","238",,27495,,1964862
"09","2381",,4404,,367805
"09","2382",,3694,,263588
"09","23821",,1836,,103680
"09","23822",,1707,,150659
"09","23829",,151,,9249
"09","2383",,12080,,784652
"09","2389",,7317,,548817
"09","31-33",,3525,,213140
"09","311",,184,,11277
"09","3111",,9,,936
"09","31111",,9,,936
"09","3112","D",0,"D",0
"09","3113",,18,,959
"09","3114",,21,,432
"09","3115","S",0,"S",0
"09","3116",,4,,223
"09","31161",,4,,223
"09","3117",,7,,551
"09","31171",,7,,551
"09","3118",,67,,4097
"09","3119",,46,,3200
"09","312",,12,,477
"09","313",,8,,75
"09","314",,18,,299
"09","315",,215,,5423
"09","316",,39,,2118
"09","3161","D",0,"D",0
"09","31611","D",0,"D",0
"09","3162",,7,,325
"09","31621",,7,,325
"09","3169",,30,,1776
"09","31699",,30,,1776
"09","321",,193,,10298
"09","322",,21,,787
"09","323",,313,,22641
"09","3231",,313,,22641
"09","324",,11,,2715
"09","3241",,11,,2715
"09","325",,86,,7596
"09","3251",,16,,1021
"09","3252",,7,,476
"09","3253","D",0,"D",0
"09","3254",,12,,1368
"09","32541",,12,,1368
"09","3255",,13,,1233
"09","3256",,14,,610
"09","3259",,22,,2856
"09","326",,74,,4771
"09","327",,90,,4015
"09","3271",,39,,769
"09","3272",,24,,731
"09","32721",,24,,731
"09","3273",,13,,1488
"09","3279",,14,,1027
"09","331",,74,,6468
"09","332",,515,,40307
"09","333",,303,,16305
"09","334",,92,,7905
"09","335",,157,,7068
"09","336",,24,,3181
"09","337",,172,,8942
"09","339",,924,,50472
"09","3391",,47,,3851
"09","33911",,47,,3851
"09","3399",,877,,46621
"09","42",,4598,,506638
"09","423",,2380,,258276
"09","4231",,152,,23668
"09","4232",,211,,22945
"09","4233",,75,,9314
"09","4234",,117,,14077
"09","4235",,44,,6571
"09","4236",,133,,13783
"09","4237",,65,,5056
"09","4238",,251,,30481
"09","4239",,1332,,132381
"09","42391",,142,,12389
"09","42392",,113,,9865
"09","42393",,32,,8021
"09","42394",,256,,20577
"09","42399",,789,,81529
"09","424",,1845,,207774
"09","4241",,92,,10504
"09","4242",,40,,4955
"09","42421",,40,,4955
"09","4243",,259,,21432
"09","4244",,429,,76588
"09","4245",,19,,3826
"09","4246",,46,,6229
"09","4247",,25,,4491
"09","4248",,72,,8605
"09","4249",,863,,71144
"09","42491",,7,,966
"09","42492",,208,,5669
"09","42493",,83,,4682
"09","42494",,7,,777
"09","42495",,8,,360
"09","42499",,550,,58690
"09","425",,373,,40588
"09","4251",,373,,40588
"09","42511",,44,,7471
"09","42512",,329,,33117
"09","44-45",,19967,,1220084
"09","441",,1090,,150161
"09","4411",,512,,95909
"09","44112",,512,,95909
"09","4412",,327,,30076
"09","44121",,33,,3389
"09","44122",,294,,26687
"09","441221",,35,,3191
"09","441222",,63,,10748
"09","441229",,196,,12748
"09","4413",,251,,24176
"09","442",,527,,48580
"09","4421",,166,,13571
"09","44211",,166,,13571
"09","4422",,361,,35009
"09","443",,281,,20233
"09","4431",,281,,20233
"09","44311",,171,,12858
"09","443111",,81,,5041
"09","443112",,90,,7817
"09","44312",,92,,5968
"09","44313",,18,,1407
"09","444",,329,,41152
"09","4441",,261,,36664
"09","44411",,18,,735
"09","44412",,18,,1243
"09","44413",,46,,6697
"09","44419",,179,,27989
"09","4442",,68,,4488
"09","445",,1481,,256162
"09","4451",,666,,100900
"09","4452",,417,,36581
"09","44521",,19,,1507
"09","44522",,24,,3313
"09","44523",,35,,4190
"09","44529",,339,,27571
"09","4453",,398,,118681
"09","44531",,398,,118681
"09","446",,954,,20880
"09","4461",,954,,20880
"09","44611",,15,,969
"09","44612",,569,,7154
"09","44613",,17,,1818
"09","44619",,353,,10939
"09","447",,96,,22762
"09","4471",,96,,22762
"09","448",,1138,,66853
"09","4481",,692,,39235
"09","44811",,27,,3511
"09","44812",,171,,11672
"09","44813",,54,,2214
"09","44814",,63,,3755
"09","44815",,142,,7097
"09","44819",,235,,10986
"09","4482",,40,,4374
"09","44821",,40,,4374
"09","4483",,406,,23244
"09","44831",,391,,21855
"09","44832",,15,,1389
"09","451",,1128,,69717
"09","4511",,784,,58225
"09","45111",,279,,24940
"09","45112",,251,,20234
"09","45113",,157,,4189
"09","45114",,97,,8862
"09","4512",,344,,11492
"09","45121",,298,,9251
"09","451211",,146,,5918
"09","451212",,152,,3333
"09","45122",,46,,2241
"09","452",,313,,17768
"09","453",,3726,,228151
"09","4531",,261,,13602
"09","45311",,261,,13602
"09","4532",,784,,32980
"09","45321",,72,,5010
"09","45322",,712,,27970
"09","4533",,834,,38182
"09","45331",,834,,38182
"09","4539",,1847,,143387
"09","45391",,89,,6765
"09","45392",,303,,32598
"09","45393",,8,,863
"09","45399",,1447,,103161
"09","454",,8904,,277665
"09","4541",,957,,43442
"09","45411",,957,,43442
"09","4542",,243,,8281
"09","45421",,243,,8281
"09","4543",,7704,,225942
"09","45431",,104,,39615
"09","45439",,7600,,186327
"09","48-49",,6393,,353249
"09","481",,225,,12945
"09","483",,103,,7191
"09","484",,2196,,193865
"09","4841",,1893,,164561
"09","48411",,1048,,79012
"09","48412",,845,,85549
"09","4842",,303,,29304
"09","485",,1303,,55939
"09","4851",,6,,44
"09","48511",,6,,44
"09","4852",,13,,397
"09","48521",,13,,397
"09","4853",,1017,,42388
"09","4854",,65,,2533
"09","48541",,65,,2533
"09","4855",,19,,1421
"09","48551",,19,,1421
"09","4859",,183,,9156
"09","48599",,183,,9156
"09","486","D",0,"D",0
"09","487",,31,,641
"09","488",,347,,24897
"09","492",,2125,,48085
"09","493",,62,,9168
"09","4931",,62,,9168
"09","51",,4008,,180249
"09","511",,1350,,47796
"09","512",,719,,36116
"09","5121",,544,,31498
"09","5122",,175,,4618
"09","515",,195,,12278
"09","516",,229,,9578
"09","5161",,229,,9578
"09","51611",,229,,9578
"09","517",,291,,19069
"09","518",,634,,22966
"09","5181",,153,,3579
"09","51811",,153,,3579
"09","518111",,101,,2365
"09","518112",,52,,1214
"09","5182",,481,,19387
"09","51821",,481,,19387
"09","519",,590,,32446
"09","5191",,590,,32446
"09","52",,11571,,1091027
"09","522",,951,,60772
"09","5221",,62,,3033
"09","5222",,344,,29058
"09","5223",,545,,28681
"09","523",,6041,,738253
"09","5231",,529,,164818
"09","52311",,185,,23297
"09","52312",,297,,135148
"09","52313",,14,,539
"09","52314",,33,,5834
"09","5232",,26,,5305
"09","52321",,26,,5305
"09","5239",,5486,,568130
"09","524",,4579,,292002
"09","5241",,3,,47
"09","5242",,4576,,291955
"09","52421",,2965,,210312
"09","52429",,1611,,81643
"09","53",,36315,,3136435
"09","531",,35726,,3079700
"09","5311",,15962,,1995017
"09","5312",,11695,,544242
"09","53121",,11695,,544242
"09","5313",,8069,,540441
"09","53131",,1602,,98025
"09","53132",,770,,43850
"09","53139",,5697,,398566
"09","532",,572,,54357
"09","5321",,114,,10178
"09","5322",,141,,6780
"09","53221",,10,,483
"09","53222",,12,,665
"09","53223",,17,,725
"09","53229",,102,,4907
"09","5323",,29,,2321
"09","53231",,29,,2321
"09","5324",,288,,35078
"09","533",,17,,2378
"09","5331",,17,,2378
"09","53311",,17,,2378
"09","54",,43902,,2377643
"09","541",,43902,,2377643
"09","5411",,3907,,260664
"09","5412",,4821,,125577
"09","54121",,4821,,125577
"09","541211",,533,,33003
"09","541213",,1141,,20166
"09","541214",,51,,1600
"09","541219",,3096,,70808
"09","5413",,3690,,207505
"09","54131",,973,,67224
"09","54132",,563,,27153
"09","54133",,1515,,91590
"09","54134",,311,,8938
"09","54135",,130,,5376
"09","54136",,34,,1110
"09","54137",,124,,4758
"09","54138",,40,,1356
"09","5414",,2951,,157343
"09","5415",,4486,,247055
"09","54151",,4486,,247055
"09","5416",,8937,,514800
"09","5417",,435,,16620
"09","5418",,1860,,149860
"09","5419",,12815,,698219
"09","54191",,467,,32947
"09","54192",,1169,,40290
"09","54193",,251,,6532
"09","54194",,195,,10666
"09","54199",,10733,,607784
"09","56",,15912,,524801
"09","561",,15688,,496191
"09","5611",,2358,,37486
"09","56111",,2358,,37486
"09","5612",,272,,8626
"09","56121",,272,,8626
"09","5613",,351,,28449
"09","5614",,2348,,87408
"09","56141",,476,,8042
"09","56142",,99,,2085
"09","56143",,206,,6826
"09","56144",,52,,1752
"09","56145",,6,,312
"09","56149",,1509,,68391
"09","5615",,416,,19068
"09","5616",,350,,12247
"09","5617",,8740,,268203
"09","56171",,47,,2110
"09","56172",,4179,,76953
"09","56173",,3572,,147257
"09","56174",,169,,6108
"09","56179",,773,,35775
"09","5619",,853,,34704
"09","562",,224,,28610
"09","61",,7364,,103667
"09","611",,7364,,103667
"09","62",,20130,,648268
"09","621",,11658,,510534
"09","6211",,2724,,193834
"09","62111",,2724,,193834
"09","621111",,1856,,129466
"09","621112",,868,,64368
"09","6212",,474,,30326
"09","62121",,474,,30326
"09","6213",,5171,,217886
"09","62131",,232,,16201
"09","62132",,177,,14395
"09","62133",,1847,,86510
"09","62134",,839,,33807
"09","62139",,2076,,66973
"09","621391",,46,,3643
"09","621399",,2030,,63330
"09","6214",,112,,3541
"09","6215",,172,,8455
"09","62151",,172,,8455
"09","6216",,2388,,41524
"09","62161",,2388,,41524
"09","6219",,617,,14968
"09","623",,711,,21957
"09","624",,7761,,115777
"09","6241",,1575,,30565
"09","6242",,94,,1810
"09","6243",,147,,3068
"09","62431",,147,,3068
"09","6244",,5945,,80334
"09","62441",,5945,,80334
"09","71",,13355,,346726
"09","711",,11156,,261542
"09","7111",,379,,11375
"09","7112",,981,,23001
"09","71121",,981,,23001
"09","7113",,392,,18146
"09","7114",,393,,14307
"09","71141",,393,,14307
"09","7115",,9011,,194713
"09","71151",,9011,,194713
"09","712",,94,,1162
"09","7121",,94,,1162
"09","713",,2105,,84022
"09","7131",,49,,2640
"09","7132",,84,,11316
"09","7139",,1972,,70066
"09","72",,2984,,140695
"09","721",,470,,23899
"09","7211",,312,,17474
"09","7212",,52,,3501
"09","72121",,52,,3501
"09","7213",,106,,2924
"09","72131",,106,,2924
"09","722",,2514,,116796
"09","7221",,350,,25056
"09","72211",,350,,25056
"09","7222",,691,,40040
"09","72221",,691,,40040
"09","7223",,1332,,40521
"09","7224",,141,,11179
"09","72241",,141,,11179
"09","81",,25261,,832202
"09","811",,5742,,274297
"09","8111",,1623,,122152
"09","81111",,841,,66068
"09","81112",,416,,28842
"09","81119",,366,,27242
"09","8112",,481,,19870
"09","81121",,481,,19870
"09","8113",,447,,26014
"09","81131",,447,,26014
"09","8114",,3191,,106261
"09","81141",,423,,16119
"09","81142",,316,,15683
"09","81143",,50,,1473
"09","81149",,2402,,72986
"09","812",,17879,,532015
"09","8121",,5881,,159939
"09","81211",,4399,,124889
"09","812111",,794,,21243
"09","812112",,2754,,79382
"09","812113",,851,,24264
"09","81219",,1482,,35050
"09","8122",,214,,12597
"09","81221",,171,,11081
"09","81222",,43,,1516
"09","8123",,395,,24323
"09","81231",,175,,12704
"09","81232",,193,,11093
"09","81233",,27,,526
"09","8129",,11389,,335156
"09","81291",,641,,17689
"09","81292",,188,,6506
"09","81293",,39,,3442
"09","81299",,10521,,307519
"09","813",,1640,,25890
"10","00",,52314,,2771567
"10","11",,424,,20522
"10","113",,34,,2196
"10","114",,212,,9843
"10","1141",,193,,9252
"10","11411",,193,,9252
"10","1142",,19,,591
"10","11421",,19,,591
"10","115",,178,,8483
"10","1151",,53,,4346
"10","11511",,53,,4346
"10","1152",,106,,3379
"10","11521",,106,,3379
"10","1153",,19,,758
"10","11531",,19,,758
"10","21",,3,,96
"10","212",,3,,96
"10","2123",,3,,96
"10","22",,35,,1781
"10","221",,35,,1781
"10","23",,7122,,507468
"10","236",,1778,,179845
"10","2361",,1630,,170800
"10","2362",,148,,9045
"10","237",,110,,24661
"10","2371",,19,,1485
"10","2372",,56,,17188
"10","23721",,56,,17188
"10","2373",,15,,1339
"10","23731",,15,,1339
"10","2379",,20,,4649
"10","23799",,20,,4649
"10","238",,5234,,302962
"10","2381",,828,,61458
"10","2382",,659,,35532
"10","23821",,367,,17779
"10","23822",,268,,16441
"10","23829",,24,,1312
"10","2383",,2172,,121070
"10","2389",,1575,,84902
"10","31-33",,503,,34617
"10","311",,35,,2754
"10","3111",,3,,75
"10","31111",,3,,75
"10","3112","D",0,"D",0
"10","3113","D",0,"D",0
"10","3115",,4,,592
"10","3116",,6,,78
"10","31161",,6,,78
"10","3117",,3,,64
"10","31171",,3,,64
"10","3118",,8,,657
"10","3119",,8,,146
"10","312","D",0,"D",0
"10","314",,6,,117
"10","315",,38,,1389
"10","316",,3,,156
"10","3161","D",0,"D",0
"10","31611","D",0,"D",0
"10","3169","D",0,"D",0
"10","31699","D",0,"D",0
"10","321",,47,,3775
"10","322",,4,,73
"10","323",,51,,4130
"10","3231",,51,,4130
"10","324",,3,,499
"10","3241",,3,,499
"10","325",,42,,4926
"10","3251",,6,,130
"10","3252",,4,,59
"10","3254",,5,,366
"10","32541",,5,,366
"10","3255",,5,,1438
"10","3256",,9,,527
"10","3259",,13,,2406
"10","326",,14,,1685
"10","327",,10,,772
"10","3271","D",0,"D",0
"10","3272",,6,,701
"10","32721",,6,,701
"10","3279","D",0,"D",0
"10","331",,10,,876
"10","332",,50,,2242
"10","333",,25,,1722
"10","334",,19,,809
"10","335",,6,,100
"10","336",,11,,632
"10","337",,27,,2357
"10","339",,100,,5561
"10","3391",,10,,1796
"10","33911",,10,,1796
"10","3399",,90,,3765
"10","42",,825,,78611
"10","423",,448,,43347
"10","4231",,36,,4277
"10","4232",,33,,1980
"10","4233",,16,,1682
"10","4234",,23,,2317
"10","4235",,7,,1628
"10","4236",,20,,2574
"10","4237",,14,,882
"10","4238",,39,,5993
"10","4239",,260,,22014
"10","42391",,28,,1946
"10","42392",,27,,697
"10","42393",,5,,384
"10","42394",,39,,1368
"10","42399",,161,,17619
"10","424",,327,,33003
"10","4241",,12,,737
"10","4242",,6,,640
"10","42421",,6,,640
"10","4243",,42,,3252
"10","4244",,57,,9009
"10","4245",,10,,2141
"10","4246",,17,,2728
"10","4247",,6,,1291
"10","4248",,8,,1575
"10","4249",,169,,11630
"10","42491",,3,,258
"10","42492",,45,,822
"10","42493",,15,,1149
"10","42494",,4,,477
"10","42495",,6,,232
"10","42499",,96,,8692
"10","425",,50,,2261
"10","4251",,50,,2261
"10","42511",,11,,1171
