Year,ST,CO,VMT
2019,46,69,8674011.84
2019,46,71,133489196.5
2019,46,73,7478488.65
2019,46,75,87998777.1
2019,46,77,46070353.29
2019,46,79,41500237.57
2019,46,81,188898712.1
2019,46,83,303280502.4
2019,46,85,139090688.7
2019,46,87,114281466.8
2019,46,89,0
2019,46,91,0
2019,46,93,240701077.9
2019,46,95,14222726.51
2019,46,97,5914952.75
2019,46,99,784997971.5
2019,46,101,144424513.3
2019,46,103,542797217.4
2019,46,105,18884229.84
2019,46,107,23166654.39
2019,46,109,93224836.88
2019,46,111,0
2019,46,113,44162638.82
2019,46,115,44733057.17
2019,46,117,33950740.72
2019,46,119,12320087.36
2019,46,121,55723252.43
2019,46,123,28636217.35
2019,46,125,10745777.39
2019,46,127,255967670.9
2019,46,129,37235811.17
2019,46,135,64917506.07
2019,46,137,11858660.2
2019,47,1,523336485.4
2019,47,3,160045335.1
2019,47,5,157418871.7
2019,47,7,47643851.5
2019,47,9,521779906.4
2019,47,11,668643861.4
2019,47,13,439151994.8
2019,47,15,59513436.15
2019,47,17,111761722.5
2019,47,19,179811548.7
2019,47,21,225711948.5
2019,47,23,47664244.05
2019,47,25,150327637.1
2019,47,27,29448163.5
2019,47,29,290988833.2
2019,47,31,646318964.9
2019,47,33,101895079
2019,47,35,518099980
2019,47,37,6576062526
2019,47,39,142375849.3
2019,47,41,0
2019,47,43,383234597
2019,47,45,261303094.9
2019,47,47,397628682.3
2019,47,49,63792145
2019,47,51,137833143.3
2019,47,53,175799487
2019,47,55,278016017.8
2019,47,57,104868405.5
2019,47,59,620353635
2019,47,61,110792392
2019,47,63,413809486.3
2019,47,65,2346596527
2019,47,67,0
2019,47,69,88201881.35
2019,47,71,89848932.9
2019,47,73,217198976.9
2019,47,75,300810749.6
2019,47,77,453955376.4
2019,47,79,175534252.4
2019,47,81,195469618
2019,47,83,0
2019,47,85,178288849
2019,47,87,0
2019,47,89,589018874.1
2019,47,91,1658998
2019,47,93,3541806306
2019,47,95,0
2019,47,97,106930049.6
2019,47,99,198406732.9
2019,47,101,32441200
2019,47,103,179286284.5
2019,47,105,617160304.8
2019,47,107,498363648.9
2019,47,109,162678547.3
2019,47,111,68770164.65
2019,47,113,864688960.3
2019,47,115,592420367.5
2019,47,117,162509402.6
2019,47,119,735298314.5
2019,47,121,13391503.25
2019,47,123,218873337.7
2019,47,125,806070015
2019,47,127,37855646.5
2019,47,129,40404788.25
2019,47,131,176534060.4
2019,47,133,118657576.3
2019,47,135,24790325.5
2019,47,137,28076555.55
2019,47,139,128696813.7
2019,47,141,762653779.7
2019,47,143,146571626.5
2019,47,145,510243690.8
2019,47,147,709000958.7
2019,47,149,2022994845
2019,47,151,84703527.9
2019,47,153,101866630.9
2019,47,155,643209675.9
2019,47,157,5467999585
2019,47,159,254533516.5
2019,47,161,76900901
2019,47,163,1009301767
2019,47,165,921141236.3
2019,47,167,168382168.7
2019,47,169,25339103
2019,47,171,146932027.5
2019,47,173,0
2019,47,175,33877913
2019,47,177,167707166.9
2019,47,179,678553896.1
2019,47,181,38544273.75
2019,47,183,141683637.8
2019,47,185,122413915.4
2019,47,187,2053399403
2019,47,189,1185724831
2019,48,1,257816487.1
2019,48,3,136700906.7
2019,48,5,571331617.2
2019,48,7,0
2019,48,9,44524749.48
2019,48,11,138694227.5
2019,48,13,513918640.7
2019,48,15,430406506.8
2019,48,17,46660871.83
2019,48,19,98879439.88
2019,48,21,616832159.9
2019,48,23,78559803.74
2019,48,25,133885939.1
2019,48,27,2322751079
2019,48,29,11422478308
2019,48,31,215357490.9
2019,48,33,0
2019,48,35,93815083.49
2019,48,37,902446501.7
2019,48,39,1460874027
2019,48,41,980329480.8
2019,48,43,44136940.63
2019,48,45,0
2019,48,47,172688400.3
2019,48,49,235268991.3
2019,48,51,210322948.8
2019,48,53,412383706.9
2019,48,55,247174352.6
2019,48,57,78060150.86
2019,48,59,292837853.5
2019,48,61,1884940312
2019,48,63,46575049.38
2019,48,65,231692930.8
2019,48,67,151563949.4
2019,48,69,5100212.525
2019,48,71,869111913.8
2019,48,73,310390238.5
2019,48,75,138928534.9
2019,48,77,226464834.4
2019,48,79,0
2019,48,81,11858007.58
2019,48,83,94609703.09
2019,48,85,3923143443
2019,48,87,0
2019,48,89,531225938.1
2019,48,91,1506471790
2019,48,93,82833886.94
2019,48,95,62433254.75
2019,48,97,555800700.8
2019,48,99,262129796.5
2019,48,101,0
2019,48,103,91786984.35
2019,48,105,210796254.9
2019,48,107,46495473.17
2019,48,109,293115361.9
2019,48,111,118783905.7
2019,48,113,17526534602
2019,48,115,158530675.9
2019,48,117,80084156.16
2019,48,119,47850688.61
2019,48,121,3897852068
2019,48,123,103440687.2
2019,48,125,21326436.45
2019,48,127,121061508.6
2019,48,129,181880016.1
2019,48,131,76244712.4
2019,48,133,421401746.9
2019,48,135,1020773630
2019,48,137,6291856.13
2019,48,139,1641888686
2019,48,141,4574168242
2019,48,143,318073114
2019,48,145,156566382.4
2019,48,147,74552987.77
2019,48,149,469862271.7
2019,48,151,0
2019,48,153,0
2019,48,155,0
2019,48,157,2275905125
2019,48,159,153651996.5
2019,48,161,392882514.3
2019,48,163,394577809.7
2019,48,165,172116074.5
2019,48,167,1578371150
2019,48,169,162194871.5
2019,48,171,181037681.2
2019,48,173,79565481.67
2019,48,175,61147193.67
2019,48,177,409367492.1
2019,48,179,157519350.7
2019,48,181,710061423.1
2019,48,183,915674149.5
2019,48,185,217108945.6
2019,48,187,987725693
2019,48,189,228593490.6
2019,48,191,72931639.15
2019,48,193,71006901.08
2019,48,195,0
2019,48,197,135128428.3
2019,48,199,328028608
2019,48,201,27400534702
2019,48,203,794433259.8
2019,48,205,100144902.5
2019,48,207,46593966.6
2019,48,209,1474841587
2019,48,211,24877782.79
2019,48,213,359114324.6
2019,48,215,3366477980
2019,48,217,730192006.4
2019,48,219,70259898.28
2019,48,221,183377084.8
2019,48,223,505096253.5
2019,48,225,87369814.94
2019,48,227,450498700.5
2019,48,229,608987084.6
2019,48,231,807743772.5
2019,48,233,0
2019,48,235,0
2019,48,237,52542934.43
2019,48,239,180956466.5
2019,48,241,232809902.8
2019,48,243,40208415.7
2019,48,245,1725402487
2019,48,247,0
2019,48,249,303484212.5
2019,48,251,917058969.7
2019,48,253,91376009.68
2019,48,255,103438302.3
2019,48,257,934666160.9
2019,48,259,358248142.4
2019,48,261,171886651.5
2019,48,263,0
2019,48,265,377433590
2019,48,267,222389762.7
2019,48,269,20710976.37
2019,48,271,71311776.82
2019,48,273,157428270.5
2019,48,275,33100852.82
2019,48,277,327008203
2019,48,279,79893105.67
2019,48,281,215512008.5
2019,48,283,366712471.6
2019,48,285,12376678.79
2019,48,287,142527887.5
2019,48,289,465544701.6
2019,48,291,464083779.7
2019,48,293,18805992.82
2019,48,295,3801875.405
2019,48,297,527672259.8
2019,48,299,0
2019,48,301,0
2019,48,303,1629024875
2019,48,305,111706123.9
2019,48,307,65725878.14
2019,48,309,1998720416
2019,48,311,3034062.5
2019,48,313,334821891.3
2019,48,315,37858068.64
2019,48,317,235384139.7
2019,48,319,0
2019,48,321,57212325.04
2019,48,323,259485516.8
2019,48,325,381871478.6
2019,48,327,0
2019,48,329,1294898920
2019,48,331,174246378.4
2019,48,333,54531568.67
2019,48,335,252000692.4
2019,48,337,150510184.9
2019,48,339,2692507179
2019,48,341,129755112.5
2019,48,343,130772530.3
2019,48,345,0
2019,48,347,377286498.2
2019,48,349,630079211.5
2019,48,351,20444928.96
2019,48,353,388884178
2019,48,355,2149229859
2019,48,357,0
2019,48,359,251520724.7
2019,48,361,808757039.2
2019,48,363,262078326
2019,48,365,204057593.5
2019,48,367,959371952.1
2019,48,369,95957832.42
2019,48,371,356024863.5
2019,48,373,473779672.1
2019,48,375,709629241.2
2019,48,377,55369595.53
2019,48,379,64337783.87
2019,48,381,411014115.9
2019,48,383,0
2019,48,385,0
2019,48,387,82211877.3
2019,48,389,516118230
2019,48,391,177215924.6
2019,48,393,8675124.725
2019,48,395,280636637.9
2019,48,397,561185422.8
2019,48,399,90483047.4
2019,48,401,216461921.4
2019,48,403,41846174.35
2019,48,405,46797622.36
2019,48,407,174814449.4
2019,48,409,541655566.7
2019,48,411,31785472.76
2019,48,413,30983125.38
2019,48,415,158941929.1
2019,48,417,0
2019,48,419,109243101.7
2019,48,421,74482983.69
2019,48,423,1594791896
2019,48,425,59709066.66
2019,48,427,290625419.1
2019,48,429,21763771.78
2019,48,431,87068986.69
2019,48,433,0
2019,48,435,270680943.9
2019,48,437,123862568.6
2019,48,439,12604332268
2019,48,441,855131574.3
2019,48,443,26802265.36
2019,48,445,148490138.4
2019,48,447,0
2019,48,449,364879220.4
2019,48,451,457248709
2019,48,453,7255933545
2019,48,455,0
2019,48,457,114968920.2
2019,48,459,217520617.8
2019,48,461,12417775.6
2019,48,463,160345908.2
2019,48,465,219181958
2019,48,467,542011443.2
2019,48,469,671464806.9
2019,48,471,624705067.5
2019,48,473,492414642.4
2019,48,475,321058350.4
2019,48,477,380297317.5
2019,48,479,1296530692
2019,48,481,337084272.2
2019,48,483,144343043.4
2019,48,485,641703294.2
2019,48,487,180029920.5
2019,48,489,87640289.43
2019,48,491,2974723825
2019,48,493,314551850.6
2019,48,495,0
2019,48,497,593950166.1
2019,48,499,95072877.87
2019,48,501,0
2019,48,503,34435210.33
2019,48,505,96139244.35
2019,48,507,121862415
2019,49,1,244661130.8
2019,49,3,814964808.8
2019,49,5,381882181.5
2019,49,7,183832119.7
2019,49,9,0
2019,49,11,2029482818
2019,49,13,148490548.3
2019,49,15,314170975.6
2019,49,17,56941849.09
2019,49,19,368102256.9
2019,49,21,651444048.5
2019,49,23,393040759.6
2019,49,25,134073842.9
2019,49,27,465628738.1
2019,49,29,107647124.2
2019,49,31,15963535.61
2019,49,33,11290528.58
2019,49,35,6485006272
2019,49,37,180142381.8
2019,49,39,127358607.9
2019,49,41,244618000.2
2019,49,43,629185960.5
2019,49,45,578299344.6
2019,49,47,152309982.8
2019,49,49,3312453250
2019,49,51,217072035.3
2019,49,53,967741219.9
2019,49,55,0
2019,49,57,1007836192
2019,50,1,101631620.9
2019,50,3,149195857.1
2019,50,5,176221586.1
2019,50,7,871375085.7
2019,50,9,21651308.71
2019,50,11,144430292
2019,50,13,32619654.34
2019,50,15,0
2019,50,17,210647453.5
2019,50,19,66437038.3
2019,50,21,297888096.1
2019,50,23,307934258.6
2019,50,25,292619149.5
2019,50,27,536716962.7
2019,51,1,262288083.9
2019,51,3,836010658.4
2019,51,5,183693316.4
2019,51,7,97422971.25
2019,51,9,194499619.6
2019,51,11,91525961.9
2019,51,13,1141802932
2019,51,15,811555972.3
2019,51,17,14553101.15
2019,51,19,172536153.4
2019,51,21,222521691.6
2019,51,23,600036143.6
2019,51,25,248810798.3
2019,51,27,67594433.95
2019,51,29,0
2019,51,31,273399830.7
2019,51,33,751571273.7
2019,51,35,442881765.5
2019,51,36,0
2019,51,37,44539559.35
2019,51,41,2222626700
2019,51,43,149619445.9
2019,51,45,0
2019,51,47,164149205.3
2019,51,49,0
2019,51,51,0
2019,51,53,342226712
2019,51,57,119618654.1
2019,51,59,6308865053
2019,51,61,901273341
2019,51,63,1173033.35
2019,51,65,22440072.25
2019,51,67,207566736.4
2019,51,69,837741418.3
2019,51,71,100474309.2
2019,51,73,205233966.6
2019,51,75,387239424.5
2019,51,77,48577448.5
2019,51,79,110883612.8
2019,51,81,265026956.3
2019,51,83,123232117.6
2019,51,85,1148329903
2019,51,87,2174370937
2019,51,89,243037578.7
2019,51,91,8158845
2019,51,93,177252015.4
2019,51,95,495847977.7
2019,51,97,71837099.05
2019,51,99,186593037
2019,51,101,58252591.1
2019,51,103,0
2019,51,105,13100346.4
2019,51,107,1277874035
2019,51,109,271552079.5
2019,51,111,0
2019,51,113,107678193.8
2019,51,115,0
2019,51,117,298172420.1
2019,51,119,31158075.35
2019,51,121,660831704.3
2019,51,125,139282839.3
2019,51,127,579625106.4
2019,51,131,235348919.4
2019,51,133,45684276
2019,51,135,94170094.9
2019,51,137,29452872
2019,51,139,39787927.3
2019,51,141,46643376.28
2019,51,143,226557938.6
2019,51,145,120192864.8
2019,51,147,125555791.6
2019,51,149,380702543.1
2019,51,153,2249899686
2019,51,155,351371686.2
2019,51,157,41634531.65
2019,51,159,56895754.7
2019,51,161,552199269.2
2019,51,163,578676507.9
2019,51,165,626448014.5
2019,51,167,135859898.5
2019,51,169,137688913.5
2019,51,171,639606790.1
2019,51,173,255150300.8
2019,51,175,223990783.7
2019,51,177,799797895.2
2019,51,179,1155946627
2019,51,181,0
2019,51,183,301816112.9
2019,51,185,177021043.4
2019,51,187,271567296.4
2019,51,191,541008544.4
2019,51,193,0
2019,51,195,165142560.1
2019,51,197,604503523.5
2019,51,199,561573159
2019,51,510,525176749.7
2019,51,515,25974363.6
2019,51,520,173013646.4
2019,51,530,0
2019,51,540,113159913.4
2019,51,550,1348573264
2019,51,570,184725272.1
2019,51,580,17620838.55
2019,51,590,220679655.9
2019,51,595,46449903.65
2019,51,600,120073250.7
2019,51,610,28011877.55
2019,51,620,0
2019,51,630,275254259.2
2019,51,640,25550452.6
2019,51,650,877573298.9
2019,51,660,190633900.9
2019,51,670,74423253.26
2019,51,678,5672266.075
2019,51,680,304232439.2
2019,51,683,31955503.99
2019,51,685,4995393.65
2019,51,690,22315680.25
2019,51,700,1197040886
2019,51,710,1442993549
2019,51,720,19912699.1
2019,51,730,287222950.8
2019,51,735,0
2019,51,740,347877990.9
2019,51,750,30427538.8
2019,51,760,1352497707
2019,51,770,363684448.8
2019,51,775,78532188.2
2019,51,790,42964741.3
2019,51,800,813858552.9
2019,51,810,1457576853
2019,51,820,73638720.8
2019,51,830,31534485.25
2019,51,840,52945426.86
2019,53,1,256812040
2019,53,3,18687404.32
2019,53,5,1009105127
2019,53,7,252023640
2019,53,9,262846260.1
2019,53,11,2055354175
2019,53,13,29726720.55
2019,53,15,973766451.6
2019,53,17,215734504.1
2019,53,19,11635170.7
2019,53,21,310021819.2
2019,53,23,28840102.7
2019,53,25,435337040.3
2019,53,27,320356339
2019,53,29,212199849.3
2019,53,31,147772250.2
2019,53,33,11269578936
2019,53,35,1025527452
2019,53,37,1052882354
2019,53,39,104227266.2
2019,53,41,723587769.4
2019,53,43,153211746.7
2019,53,45,207396560.9
2019,53,47,60049851.1
2019,53,49,73433835.35
2019,53,51,29037122.4
2019,53,53,4160267952
2019,53,55,0
2019,53,57,798513344.4
2019,53,59,66395292.15
2019,53,61,3790848275
2019,53,63,2292259509
2019,53,65,109698487
2019,53,67,1414966326
2019,53,69,26508931.65
2019,53,71,209673554.3
2019,53,73,749640400.3
2019,53,75,149350408.4
2019,53,77,996207361.9
2019,54,NULL,0
2019,54,1,14994565
2019,54,3,726677368.5
2019,54,5,100032630
2019,54,7,256680045
2019,54,9,136245375
2019,54,11,569801536.5
2019,54,13,0
2019,54,15,35479825
2019,54,17,98149595
2019,54,19,337584485
2019,54,21,2744800
2019,54,23,24866720
2019,54,25,225722570
2019,54,27,0
2019,54,29,62387260
2019,54,31,59994247
2019,54,33,519646485
2019,54,35,286006298.5
2019,54,37,245517396
2019,54,39,1649343385
2019,54,41,231178225
2019,54,43,23483370
2019,54,45,128575265
2019,54,47,81330322
2019,54,49,229243360
2019,54,51,154942500
2019,54,53,156833200
2019,54,55,514855531.5
2019,54,57,30834835
2019,54,59,137846593.5
2019,54,61,683240142
2019,54,63,30375665
2019,54,65,76009790
2019,54,67,159758748
2019,54,69,343494528.5
2019,54,71,0
2019,54,73,46939000
2019,54,75,21468935
2019,54,77,98111270
2019,54,79,334525420
2019,54,81,526561045
2019,54,83,137016620
2019,54,85,78851315
2019,54,87,55616510
2019,54,89,36252895
2019,54,91,0
2019,54,93,33946460
2019,54,95,22588755
2019,54,97,66743900
2019,54,99,139397515
2019,54,101,0
2019,54,103,53346903.5
2019,54,105,0
2019,54,107,474460945
2019,54,109,40374110
2019,55,1,48333267.15
2019,55,3,86032066.22
2019,55,5,182704514.2
2019,55,7,84243116.9
2019,55,9,1506728283
2019,55,11,17087920.3
2019,55,13,53946817.5
2019,55,15,181689045.9
2019,55,17,278382459.9
2019,55,19,175943209.4
2019,55,21,572740266.8
2019,55,23,82392216.87
2019,55,25,3426228705
2019,55,27,420406964.2
2019,55,29,122038980.1
2019,55,31,219645597.8
2019,55,33,414189068.1
2019,55,35,653468463.7
2019,55,37,26047754.15
2019,55,39,640520512.8
2019,55,41,31925710.5
2019,55,43,221750427.6
2019,55,45,141794050.3
2019,55,47,38234056.6
2019,55,49,188308599.1
2019,55,51,57822728.05
2019,55,53,411175073.3
2019,55,55,672924168.5
2019,55,57,493569002.3
2019,55,59,936310427.9
2019,55,61,14787011.4
2019,55,63,596867795.4
2019,55,65,76494082.95
2019,55,67,79116841.55
2019,55,69,155563032.9
2019,55,71,416530661.3
2019,55,73,842063829.7
2019,55,75,226442120.1
2019,55,77,164708341.5
2019,55,78,0
2019,55,79,4669713600
2019,55,81,510113708.5
2019,55,83,176426111.7
2019,55,85,220022852.6
2019,55,87,917244985
2019,55,89,717069058.1
2019,55,91,13435628.1
2019,55,93,68341575.81
2019,55,95,144318678.6
2019,55,97,463970851.6
2019,55,99,71042507.92
2019,55,101,976462679.6
2019,55,103,65099651.65
2019,55,105,1002993016
2019,55,107,58202170
2019,55,109,824181252.6
2019,55,111,486877539.5
2019,55,113,26700542.05
2019,55,115,322192113.8
2019,55,117,536152240.9
2019,55,119,45204614.9
2019,55,121,144488768.6
2019,55,123,124578854.5
2019,55,125,91013720.9
2019,55,127,573326069.6
2019,55,129,166113084.1
2019,55,131,969313314
2019,55,133,3041347319
2019,55,135,237565971.4
2019,55,137,163215035.2
2019,55,139,1009732441
2019,55,141,248747871.2
2019,56,1,341724013.1
2019,56,3,91582081.02
2019,56,5,251262515.7
2019,56,7,478013814.5
2019,56,9,286880643.6
2019,56,11,126634847.3
2019,56,13,305131591.5
2019,56,15,104625937.5
2019,56,17,54866376.97
2019,56,19,190785822.7
2019,56,21,734584620.5
2019,56,23,175978011.7
2019,56,25,428626268.6
2019,56,27,85132644.53
2019,56,29,185353930.6
2019,56,31,215556188.1
2019,56,33,153944899.2
2019,56,35,93886193.52
2019,56,37,902366115.2
2019,56,39,184275450.2
2019,56,41,291546705.8
2019,56,43,51652414.73
2019,56,45,65117737.77
2019,72,NULL,107196375.5
2019,72,1,34414284.15
2019,72,3,83170478.99
2019,72,5,226908536.8
2019,72,7,0
2019,72,9,56506942.47
2019,72,11,441036525.2
2019,72,13,24034812
2019,72,15,70857158
2019,72,17,351886331.8
2019,72,19,77071316.22
2019,72,21,652360616
2019,72,23,57616085.49
2019,72,25,381274371.1
2019,72,27,88575963.28
2019,72,29,345397222.8
2019,72,31,20637793.5
2019,72,33,41937081.61
2019,72,35,0
2019,72,37,0
2019,72,39,27222504.1
2019,72,41,114358874.2
2019,72,43,72623490.09
2019,72,45,72531818.15
2019,72,47,79518383.89
2019,72,49,354924117.7
2019,72,51,132844562
2019,72,53,138288359.6
2019,72,54,0
2019,72,55,73183912.19
2019,72,57,71287804.71
2019,72,59,76866607.79
2019,72,61,141688259
2019,72,63,163639814.9
2019,72,69,146673495.8
2019,72,79,31290142.94
2019,72,81,53053073.03
2019,72,83,0
2019,72,85,99227622.5
2019,72,87,7572187.8
2019,72,89,84956422.9
2019,72,91,260806494.1
2019,72,93,0
2019,72,95,16055600.66
2019,72,97,179765022.9
2019,72,99,42036602.88
2019,72,101,34413573.86
2019,72,103,57821037
2019,72,105,30127794.6
2019,72,107,0
2019,72,109,26799935.2
2019,72,111,75531146.89
2019,72,113,454235426.7
2019,72,115,49531013.92
2019,72,117,0
2019,72,119,147653826
2019,72,121,49280938.92
2019,72,123,188704332.1
2019,72,125,100719424.2
2019,72,127,1643415025
2019,72,129,32594156.17
2019,72,131,54614358.34
2019,72,133,84576400.59
2019,72,135,14234474.4
2019,72,137,310754543.9
2019,72,139,49291084.09
2019,72,141,37067177.88
2019,72,143,98114266.65
2019,72,145,244904420.8
2019,72,147,0
2019,72,149,3873892.46
2019,72,151,22933034.68
2019,72,153,57832674.66
2020,1,1,372532589.8
2020,1,3,1555626538
2020,1,5,131890254.6
2020,1,7,109310606.8
2020,1,9,307554387.1
2020,1,11,0
2020,1,13,383468769.7
2020,1,15,550638168.8
2020,1,17,172023472.2
2020,1,19,34261949.91
2020,1,21,434173525.1
2020,1,23,15710472.77
2020,1,25,179914085.3
2020,1,27,0
2020,1,29,295076120
2020,1,31,124847956.4
2020,1,33,362652003.7
2020,1,35,302033271.6
2020,1,37,101948020.1
2020,1,39,139151062.6
2020,1,41,79880495.15
2020,1,43,566717594.4
2020,1,45,231783292
2020,1,47,123279873.3
2020,1,49,355063214.7
2020,1,51,258283337.1
2020,1,53,306864528.3
2020,1,55,629649980.1
2020,1,57,17494440.22
2020,1,59,145587813.4
2020,1,61,0
2020,1,63,276671452
2020,1,65,14252983.55
2020,1,67,119321084.1
2020,1,69,587201933
2020,1,71,317093432.3
2020,1,73,4672063633
2020,1,75,0
2020,1,77,378497541.8
2020,1,79,264452734.5
2020,1,81,722842967.3
2020,1,83,763842114.9
2020,1,85,289697701.3
2020,1,87,385430461.3
2020,1,89,1570209906
2020,1,91,116184850.6
2020,1,93,258295311.2
2020,1,95,297995336
2020,1,97,2339487627
2020,1,99,34957351.01
2020,1,101,1703409944
2020,1,103,761898294.4
2020,1,105,32509622.43
2020,1,107,76109691.58
2020,1,109,174653810.7
2020,1,111,61860297.76
2020,1,113,343815422.8
2020,1,115,672641606.5
2020,1,117,1062276152
2020,1,119,236249982.7
2020,1,121,605732735.5
2020,1,123,173518721.7
2020,1,125,1500894749
2020,1,127,422489624.4
2020,1,129,128717188.7
2020,1,131,26015278.54
2020,1,133,55802216.35
2020,2,13,0
2020,2,16,0
2020,2,20,1173517800
2020,2,50,0
2020,2,68,38417932.98
2020,2,70,0
2020,2,90,285686820.7
2020,2,100,4902002.7
2020,2,105,347641.44
2020,2,110,70201775.58
2020,2,122,327994007.3
2020,2,130,0
2020,2,150,0
2020,2,170,445710027.4
2020,2,180,0
2020,2,185,8145348.3
2020,2,188,0
2020,2,195,0
2020,2,198,0
2020,2,220,0
2020,2,230,2798776.38
2020,2,240,37770768.12
2020,2,261,58665016.38
2020,2,275,0
2020,2,282,0
2020,2,290,36407762.16
2020,4,1,445858594.8
2020,4,3,773465043.3
2020,4,5,1586871637
2020,4,7,331032062.1
2020,4,9,0
2020,4,11,0
2020,4,12,757272732.6
2020,4,13,17435247076
2020,4,15,1752071396
2020,4,17,826451589.8
2020,4,19,3757809928
2020,4,21,1757112899
2020,4,23,268515935.5
2020,4,25,1864533041
2020,4,27,834294275.1
2020,5,1,92666037.57
2020,5,3,70818511.2
2020,5,5,135301377.2
2020,5,7,834590906.8
2020,5,9,177836903.9
2020,5,11,0
2020,5,13,50399186
2020,5,15,34312112.04
2020,5,17,102168760.2
2020,5,19,317598919.3
2020,5,21,59312763.91
2020,5,23,0
2020,5,25,32237269.02
2020,5,27,62413253.49
2020,5,29,193608145.1
2020,5,31,477789565.8
2020,5,33,473179421
2020,5,35,581320897.5
2020,5,37,54511650.94
2020,5,39,31894764.02
2020,5,41,84833561.81
2020,5,43,92722680.1
2020,5,45,653818740
2020,5,47,171898488
2020,5,49,73609604.87
2020,5,51,483142469.5
2020,5,53,133517080.7
2020,5,55,211780478.1
2020,5,57,239560542
2020,5,59,330052288.9
2020,5,61,0
2020,5,63,134532771
2020,5,65,0
2020,5,67,19697241.6
2020,5,69,401116363
2020,5,71,206701300.6
2020,5,73,29770866.02
2020,5,75,148183000.8
2020,5,77,46488630.09
2020,5,79,63317579.47
2020,5,81,67236405.52
2020,5,83,2001434.4
2020,5,85,448093435.8
2020,5,87,60858415.22
2020,5,89,60520535.36
2020,5,91,387400231.2
2020,5,93,271586876.1
2020,5,95,188454338.1
2020,5,97,33193165.13
2020,5,99,151239252
2020,5,101,6908944.668
2020,5,103,99007209.37
2020,5,105,5269631.4
2020,5,107,67704011.51
2020,5,109,0
2020,5,111,151434240.7
2020,5,113,79417305.68
2020,5,115,324997637.4
2020,5,117,266039627.4
2020,5,119,3066231677
2020,5,121,73011731.43
2020,5,123,545352288.8
2020,5,125,697235878.3
2020,5,127,67931454.52
2020,5,129,64327791.07
2020,5,131,524474027.1
2020,5,133,91382704.32
2020,5,135,92578111.93
2020,5,137,0
2020,5,139,196806219.1
2020,5,141,104866388.8
2020,5,143,883878245.9
2020,5,145,208680219.8
2020,5,147,0
2020,5,149,37101840.17
2020,6,1,9195065117
2020,6,3,29243637.9
2020,6,5,230108134.5
2020,6,7,818541022.4
2020,6,9,109220493.9
2020,6,11,495034452.9
2020,6,13,5614779332
2020,6,15,175918375.8
2020,6,17,641391222.8
2020,6,19,3781772132
2020,6,21,320714733.3
2020,6,23,746368860.2
2020,6,25,1332438518
2020,6,27,330102969.2
2020,6,29,4350206822
2020,6,31,725161659.3
2020,6,33,291507425.3
2020,6,35,212383922
2020,6,37,48912228174
2020,6,39,551831735.4
2020,6,41,1398682615
2020,6,43,87173703.22
2020,6,45,476099927.9
2020,6,47,1619851279
2020,6,49,61698417.06
2020,6,51,213520822.4
2020,6,53,1325631427
2020,6,55,434137890.6
2020,6,57,680904661.5
2020,6,59,18958248900
2020,6,61,1963130339
2020,6,63,0
2020,6,65,12149021595
2020,6,67,7732788715
2020,6,69,287206636.5
2020,6,71,13925068424
2020,6,73,16420930151
2020,6,75,1540529415
2020,6,77,4813879095
2020,6,79,1295712811
2020,6,81,4049393704
2020,6,83,1447113747
2020,6,85,9435268785
2020,6,87,736662577.9
2020,6,89,1030414864
2020,6,91,35716069.74
2020,6,93,520124638.6
2020,6,95,3611083523
2020,6,97,1628127024
2020,6,99,2381146420
2020,6,101,314458616.6
2020,6,103,601710606.3
2020,6,105,79373642.25
2020,6,107,1345115937
2020,6,109,232423662.8
2020,6,111,4015580448
2020,6,113,1287973051
2020,6,115,356303671.8
2020,8,1,3114285399
2020,8,3,133421932.8
2020,8,5,2654018842
2020,8,7,103663973.4
2020,8,9,52519645.8
2020,8,11,40490653.2
2020,8,13,930041136
2020,8,14,376881912
2020,8,15,152962160.4
2020,8,17,63033731.46
2020,8,19,480549618.6
2020,8,21,36260205.6
2020,8,23,51366965.4
2020,8,25,0
2020,8,27,0
2020,8,29,111670260
2020,8,31,3655282992
2020,8,33,36053452.2
2020,8,35,2013485353
2020,8,37,590195496
2020,8,39,139801861.8
2020,8,41,3503355111
2020,8,43,167379778.8
2020,8,45,688767640.8
2020,8,47,0
2020,8,49,192500298.6
2020,8,51,90121314.6
2020,8,53,0
2020,8,55,181769910.6
2020,8,57,3673029.6
2020,8,59,2928590212
2020,8,61,36035843.94
2020,8,63,218715107.2
2020,8,65,0
2020,8,67,321646033.8
2020,8,69,1266488795
2020,8,71,180251925.6
2020,8,73,169267753.2
2020,8,75,174960993
2020,8,77,613939892.4
2020,8,79,26347278.6
2020,8,81,86896400.76
2020,8,83,221374551
2020,8,85,185005131
2020,8,87,250551661.1
2020,8,89,91347927
2020,8,91,89316736.8
2020,8,93,159909609
2020,8,95,10216857.06
2020,8,97,152051040
2020,8,99,103314443.4
2020,8,101,858444830.9
2020,8,103,30336971.4
2020,8,105,88492395
2020,8,107,139889262.6
2020,8,109,74191201.2
2020,8,111,21259073.4
2020,8,113,59636223
2020,8,115,82393381.98
2020,8,117,326934624
2020,8,119,81055128.6
2020,8,121,100700555.6
2020,8,123,1818854667
2020,8,125,71390679
2020,9,1,4220945142
2020,9,3,4883594364
2020,9,5,475901382
2020,9,7,1103151816
2020,9,9,4645273464
2020,9,11,1410300297
2020,9,13,784320798
2020,9,15,439415574
