Year,ST,CO,VMT
2017,8,13,1080518187
2017,8,14,438086870
2017,8,15,140174271.5
2017,8,17,57058081.15
2017,8,19,533828961.5
2017,8,21,38162246.5
2017,8,23,50206078.5
2017,8,25,0
2017,8,27,0
2017,8,29,117479046
2017,8,31,4184417670
2017,8,33,37599234
2017,8,35,2280693375
2017,8,37,608111900
2017,8,39,151833685.5
2017,8,41,3784713178
2017,8,43,179190508.5
2017,8,45,672246816.5
2017,8,47,0
2017,8,49,185698896.5
2017,8,51,91399321.5
2017,8,53,0
2017,8,55,191871375
2017,8,57,3432825
2017,8,59,3358835339
2017,8,61,33256843.6
2017,8,63,230672229.2
2017,8,65,0
2017,8,67,356984819
2017,8,69,1391223379
2017,8,71,171087691
2017,8,73,177433836.5
2017,8,75,183553171
2017,8,77,643451346
2017,8,79,27474061
2017,8,81,101114555.7
2017,8,83,245665695.5
2017,8,85,172377966
2017,8,87,264431564.6
2017,8,89,92307003.5
2017,8,91,81087305
2017,8,93,146543448.5
2017,8,95,8291810.85
2017,8,97,142713175
2017,8,99,115484868.5
2017,8,101,950054850
2017,8,103,36493065
2017,8,105,100565128.5
2017,8,107,138469721.5
2017,8,109,73636377.5
2017,8,111,22620108.5
2017,8,113,62180268.5
2017,8,115,77449076.25
2017,8,117,351458135
2017,8,119,82802440
2017,8,121,108403262.6
2017,8,123,1938472853
2017,8,125,73929271.75
2017,9,1,4489790540
2017,9,3,4869492375
2017,9,5,535857595
2017,9,7,1122396535
2017,9,9,4742512890
2017,9,11,1617170825
2017,9,13,868183525
2017,9,15,458198370
2017,10,1,674409905.1
2017,10,3,3558994824
2017,10,5,1168409344
2017,11,1,633864709
2017,11,2,339298158.2
2017,11,3,185948503.9
2017,11,4,174228024
2017,11,5,609721778.5
2017,12,1,1718098541
2017,12,3,241629846.7
2017,12,5,953065006.1
2017,12,7,178323826.2
2017,12,9,3778975715
2017,12,11,10308832454
2017,12,13,51402703.63
2017,12,15,779882932.3
2017,12,17,556878295.8
2017,12,19,672390947.3
2017,12,21,1406448300
2017,12,23,857629913.2
2017,12,27,178821935.2
2017,12,29,87033921.5
2017,12,31,6503743116
2017,12,33,1295715076
2017,12,35,634043890.4
2017,12,37,82470461.55
2017,12,39,391712326.4
2017,12,41,57209516
2017,12,43,97865588.5
2017,12,45,45018676.6
2017,12,47,408045646.8
2017,12,49,203732524.5
2017,12,51,274280852.4
2017,12,53,812010845.2
2017,12,55,502898119.8
2017,12,57,8051177352
2017,12,59,108103765.5
2017,12,61,763183603.4
2017,12,63,414383833.5
2017,12,65,259970234.6
2017,12,67,44890328
2017,12,69,1584343035
2017,12,71,2995030361
2017,12,73,1073885564
2017,12,75,233328779.1
2017,12,77,35168115
2017,12,79,323944106.5
2017,12,81,2058568559
2017,12,83,2113391693
2017,12,85,1252037705
2017,12,86,10653778390
2017,12,87,821149785.6
2017,12,89,499923616.9
2017,12,91,1183852641
2017,12,93,286230737
2017,12,95,7693539911
2017,12,97,1922141887
2017,12,99,8359701223
2017,12,101,2349287482
2017,12,103,3791857281
2017,12,105,3411620855
2017,12,107,337434082.4
2017,12,109,1592515805
2017,12,111,1719242568
2017,12,113,662361317.1
2017,12,115,2213175055
2017,12,117,2097286262
2017,12,119,957571813.3
2017,12,121,301084176.6
2017,12,123,153064827.9
2017,12,125,0
2017,12,127,3382611687
2017,12,129,131031563.5
2017,12,131,723341986.8
2017,12,133,254910005.6
2017,13,1,102539720.1
2017,13,3,66293719.95
2017,13,5,36203357.2
2017,13,7,0
2017,13,9,113100221.3
2017,13,11,174117101.6
2017,13,13,260368260.5
2017,13,15,1188965494
2017,13,17,10840089.38
2017,13,19,34250724
2017,13,21,1127426772
2017,13,23,13662059.5
2017,13,25,76166455.3
2017,13,27,54488331.5
2017,13,29,505467158.5
2017,13,31,466270571.3
2017,13,33,95386384.4
2017,13,35,169144462
2017,13,37,0
2017,13,39,647790068.2
2017,13,43,146573999
2017,13,45,570708813.4
2017,13,47,498594051.5
2017,13,49,47652049.4
2017,13,51,2189776292
2017,13,53,74782643.58
2017,13,55,77675533.2
2017,13,57,957528097.3
2017,13,59,470349829.6
2017,13,61,7404379.05
2017,13,63,1842089410
2017,13,65,58981448.65
2017,13,67,3344549896
2017,13,69,100690743.3
2017,13,71,143868454.8
2017,13,73,522902507.7
2017,13,75,387877749.2
2017,13,77,781538438
2017,13,79,12525588.2
2017,13,81,372237659.8
2017,13,83,279437357
2017,13,85,132256810.1
2017,13,87,137907650.7
2017,13,89,4756934522
2017,13,91,65278640.35
2017,13,93,347146061.5
2017,13,95,395470114.2
2017,13,97,960853015.5
2017,13,99,41072444.43
2017,13,101,1178658
2017,13,103,137471519.5
2017,13,105,78396103.43
2017,13,107,150921249.4
2017,13,109,22850266.55
2017,13,111,135232609.5
2017,13,113,342340836.5
2017,13,115,499226136.6
2017,13,117,722194650.2
2017,13,119,399294852.5
2017,13,121,7720692512
2017,13,123,155565003.9
2017,13,125,0
2017,13,127,594922522.8
2017,13,129,526569741.1
2017,13,131,106475272.4
2017,13,133,170776820.5
2017,13,135,4071887623
2017,13,137,201216995.6
2017,13,139,992454392.5
2017,13,141,0
2017,13,143,189079123.2
2017,13,145,226569808
2017,13,147,53024539.15
2017,13,149,50397302
2017,13,151,1278551098
2017,13,153,737022005.1
2017,13,155,0
2017,13,157,725199622.2
2017,13,159,0
2017,13,161,34268603.53
2017,13,163,105998916.4
2017,13,165,53658834.33
2017,13,167,0
2017,13,169,75400718.15
2017,13,171,76955614.5
2017,13,173,5846033.45
2017,13,175,435355865.2
2017,13,177,106407906.2
2017,13,179,446098242.2
2017,13,181,0
2017,13,183,77629331.5
2017,13,185,823125833.6
2017,13,187,109356609.8
2017,13,189,237709825.2
2017,13,191,445613133.5
2017,13,193,0
2017,13,195,58690892.23
2017,13,197,0
2017,13,199,84966525
2017,13,201,22872633.75
2017,13,205,21419285.88
2017,13,207,749082966.5
2017,13,209,21013926
2017,13,211,386208848.8
2017,13,213,18959187.7
2017,13,215,969120887.8
2017,13,217,394653483.3
2017,13,219,254045653.9
2017,13,221,43854583.93
2017,13,223,304888223
2017,13,225,372436710.8
2017,13,227,198060815.1
2017,13,229,84760650.4
2017,13,231,67405561.05
2017,13,233,171257947.1
2017,13,235,36246211.85
2017,13,237,78884097.48
2017,13,239,17262514.4
2017,13,241,125865727.7
2017,13,243,39203635.3
2017,13,245,1236876967
2017,13,247,509495353.2
2017,13,249,32733367.9
2017,13,251,41510371.43
2017,13,253,31945785.5
2017,13,255,257609955.5
2017,13,257,102243641.2
2017,13,259,54867165
2017,13,261,125802768.8
2017,13,263,37619538.95
2017,13,265,104021879.3
2017,13,267,20511379.4
2017,13,269,97236328.5
2017,13,271,67450948.8
2017,13,273,94846772.05
2017,13,275,235522104.6
2017,13,277,490953167.1
2017,13,279,104162150.6
2017,13,281,69688108.63
2017,13,283,140556663.8
2017,13,285,621273942.4
2017,13,287,274872302
2017,13,289,246941863.3
2017,13,291,127067908.1
2017,13,293,62958406.53
2017,13,295,128655419
2017,13,297,285592932.4
2017,13,299,226429323.2
2017,13,301,139121952.8
2017,13,303,29006137.55
2017,13,305,252408169
2017,13,307,27145520.85
2017,13,309,26057428.48
2017,13,311,64953947.3
2017,13,313,767985290.9
2017,13,315,19178600.15
2017,13,317,56583462.53
2017,13,319,75444397.7
2017,13,321,156590190.3
2017,15,1,599225975
2017,15,3,3575794600
2017,15,7,199496648.4
2017,15,9,548494599.5
2017,16,1,1982730231
2017,16,3,37692929.5
2017,16,5,521940356.7
2017,16,7,62512593.7
2017,16,9,34528817.5
2017,16,11,341666243.5
2017,16,13,29411024.75
2017,16,15,60587116.5
2017,16,17,143827264.5
2017,16,19,464164295
2017,16,21,88748096.92
2017,16,23,46124429.5
2017,16,25,19373543
2017,16,27,982740870.1
2017,16,29,37362422
2017,16,31,217092875
2017,16,33,46390295.5
2017,16,35,19418073
2017,16,37,26873873.25
2017,16,39,492987834
2017,16,41,0
2017,16,43,96345473
2017,16,45,28952457
2017,16,47,189230235
2017,16,49,114429814.1
2017,16,51,57282589
2017,16,53,365795846
2017,16,55,818417636.5
2017,16,57,55076164
2017,16,59,36527791.1
2017,16,61,37196602.5
2017,16,63,29916130
2017,16,65,56998199.25
2017,16,67,103182032.5
2017,16,69,130419354.5
2017,16,71,149829288
2017,16,73,29955878.5
2017,16,75,204503915.5
2017,16,77,145028260.5
2017,16,79,149811074.5
2017,16,81,0
2017,16,83,137038593
2017,16,85,105765940.5
2017,16,87,55658010.5
2017,17,1,200579764
2017,17,3,46403260.3
2017,17,5,161449355
2017,17,7,358386864.3
2017,17,9,20736015
2017,17,11,339825519.3
2017,17,13,0
2017,17,15,30761470
2017,17,17,11390653.55
2017,17,19,1019395656
2017,17,21,118673410
2017,17,23,267159377.5
2017,17,25,59197831.6
2017,17,27,150930799.6
2017,17,29,259842660.5
2017,17,31,19035989982
2017,17,33,30033295
2017,17,35,232792620
2017,17,37,311629273
2017,17,39,76831894.1
2017,17,41,168939326.6
2017,17,43,5342961184
2017,17,45,54837052.5
2017,17,47,16605127.5
2017,17,49,453262394.7
2017,17,51,321500395
2017,17,53,66826390
2017,17,55,297025498.9
2017,17,57,108399890
2017,17,59,19615224.1
2017,17,61,45537765
2017,17,63,503225500
2017,17,65,0
2017,17,67,62155915.7
2017,17,69,0
2017,17,71,37832432.5
2017,17,73,396148563.5
2017,17,75,328625085.5
2017,17,77,212327686.9
2017,17,79,0
2017,17,81,508039609.1
2017,17,83,70014668.65
2017,17,85,131900477.1
2017,17,87,178562288.8
2017,17,89,2001255168
2017,17,91,423409395.1
2017,17,93,317874926.7
2017,17,95,251821143.1
2017,17,97,3192360445
2017,17,99,816725244.7
2017,17,101,70351709.65
2017,17,103,385486661.6
2017,17,105,329452102.5
2017,17,107,415784366.3
2017,17,109,93601804.5
2017,17,111,1089264474
2017,17,113,1071647373
2017,17,115,433513066
2017,17,117,222781403.7
2017,17,119,1843790616
2017,17,121,325901196.4
2017,17,123,103569297.5
2017,17,125,20224591.6
2017,17,127,126050764.4
2017,17,129,0
2017,17,131,27915747.5
2017,17,133,242681371.6
2017,17,135,362939421.7
2017,17,137,196036196.6
2017,17,139,69615701.75
2017,17,141,370496513.1
2017,17,143,856600133.2
2017,17,145,66984982.5
2017,17,147,160381412.5
2017,17,149,173204727.5
2017,17,151,0
2017,17,153,81471285
2017,17,155,8271812.5
2017,17,157,105374127.6
2017,17,159,34364545.6
2017,17,161,621943429
2017,17,163,1678338208
2017,17,165,81272907.5
2017,17,167,1235567632
2017,17,169,43352510
2017,17,171,54055729.85
2017,17,173,89078907
2017,17,175,0
2017,17,177,156625325.2
2017,17,179,591059121.9
2017,17,181,161594216.2
2017,17,183,374304528.9
2017,17,185,45479146
2017,17,187,69307185.5
2017,17,189,298688990
2017,17,191,152130978
2017,17,193,108939225
2017,17,195,253945830
2017,17,197,3616111801
2017,17,199,431859072.1
2017,17,201,1434236019
2017,17,203,245740995
2017,18,1,103456534.4
2017,18,3,1383240669
2017,18,5,556132983.7
2017,18,7,26034397.71
2017,18,9,0
2017,18,11,654995221.4
2017,18,13,55765242.03
2017,18,15,49418810.73
2017,18,17,61135257.81
2017,18,19,743628042.6
2017,18,21,182755434.7
2017,18,23,229193438.2
2017,18,25,115478742.3
2017,18,27,159192685.9
2017,18,29,336181938.6
2017,18,31,300638686.4
2017,18,33,332390567.5
2017,18,35,574546930
2017,18,37,117622679
2017,18,39,1073056035
2017,18,41,51594032.98
2017,18,43,365922840.1
2017,18,45,104711389.8
2017,18,47,64114049.09
2017,18,49,72113942.43
2017,18,51,307080928
2017,18,53,333559327.8
2017,18,55,89520618.32
2017,18,57,1284343886
2017,18,59,448667353.9
2017,18,61,155165597.5
2017,18,63,565756437.1
2017,18,65,375612078.6
2017,18,67,221027010.7
2017,18,69,272010095.4
2017,18,71,410515324.4
2017,18,73,446175341.2
2017,18,75,40258510.85
2017,18,77,103217897.8
2017,18,79,61523475.82
2017,18,81,676091471.4
2017,18,83,200994701.8
2017,18,85,198610074
2017,18,87,105835187.6
2017,18,89,3390078825
2017,18,91,975764458.7
2017,18,93,211616712.1
2017,18,95,559280992.2
2017,18,97,6282445196
2017,18,99,157823939.6
2017,18,101,74700961.69
2017,18,103,236961672.3
2017,18,105,418462832.2
2017,18,107,226844167.9
2017,18,109,410959729.8
2017,18,111,133397711.8
2017,18,113,123818053.6
2017,18,115,0
2017,18,117,45317344.79
2017,18,119,78669075.61
2017,18,121,0
2017,18,123,132419333.7
2017,18,125,63205798.42
2017,18,127,1124136949
2017,18,129,171200123.4
2017,18,131,0
2017,18,133,340267485
2017,18,135,85593749.4
2017,18,137,162381304
2017,18,139,48985241.47
2017,18,141,1197198482
2017,18,143,174159759.1
2017,18,145,418571278.5
2017,18,147,158612003.4
2017,18,149,23748910.79
2017,18,151,352177920.1
2017,18,153,113008667.3
2017,18,155,0
2017,18,157,706611045.6
2017,18,159,124627566.3
2017,18,161,20367719.05
2017,18,163,708600067.9
2017,18,165,167003790.7
2017,18,167,530338335.5
2017,18,169,47140512.49
2017,18,171,40261235.94
2017,18,173,282229708.8
2017,18,175,27587051.13
2017,18,177,452682630.5
2017,18,179,39762691.57
2017,18,181,282595416.2
2017,18,183,68347803.81
2017,19,1,192984333
2017,19,3,21202185.7
2017,19,5,2363623.2
2017,19,7,37523492.85
2017,19,9,26827408.75
2017,19,11,165497781.7
2017,19,13,563897528.3
2017,19,15,126532812.6
2017,19,17,162773545.8
2017,19,19,149769293
2017,19,21,60691035.65
2017,19,23,26191513.05
2017,19,25,56833303.2
2017,19,27,88414570.5
2017,19,29,245171365.1
2017,19,31,339772751.3
2017,19,33,323316959.9
2017,19,35,40378493.65
2017,19,37,76442570.5
2017,19,39,159225446.5
2017,19,41,86703574.6
2017,19,43,84384543.45
2017,19,45,239076116.9
2017,19,47,80170611.15
2017,19,49,474094955.5
2017,19,51,36717627.6
2017,19,53,116443760
2017,19,55,126797342.7
2017,19,57,158691415
2017,19,59,105126686.8
2017,19,61,403551486.5
2017,19,63,28147580.9
2017,19,65,72578855.7
2017,19,67,128935005.4
2017,19,69,187202532.3
2017,19,71,126862064.5
2017,19,73,43222445.9
2017,19,75,137052568.9
2017,19,77,5068671.05
2017,19,79,255235959
2017,19,81,39255651.45
2017,19,83,101847322.4
2017,19,85,218173862.7
2017,19,87,166679553.9
2017,19,89,46303480.25
2017,19,91,50349344.65
2017,19,93,44616840.8
2017,19,95,300153019.6
2017,19,97,61904098.55
2017,19,99,475845280.5
2017,19,101,70601515.65
2017,19,103,925880976.7
2017,19,105,104572989.1
2017,19,107,19877232.05
2017,19,109,79116655.4
2017,19,111,183466290.8
2017,19,113,1080414363
2017,19,115,52747401.95
2017,19,117,45719005.75
2017,19,119,6588447.1
2017,19,121,62170486.5
2017,19,123,160829464.6
2017,19,125,155154470.1
2017,19,127,186842029.1
2017,19,129,180756657.8
2017,19,131,0
2017,19,133,152283219.5
2017,19,135,58077803.55
2017,19,137,48794988.5
2017,19,139,185265809.4
2017,19,141,52612012.5
2017,19,143,29683004.5
2017,19,145,52759673.25
2017,19,147,35755378.1
2017,19,149,150360655
2017,19,151,15953383.5
2017,19,153,2562048403
2017,19,155,890972989.5
2017,19,157,306529204.6
2017,19,159,0
2017,19,161,51803103.15
2017,19,163,947598491.6
2017,19,165,39418182.3
2017,19,167,147595309.2
2017,19,169,495180206.9
2017,19,171,110379420.1
2017,19,173,0
2017,19,175,43310900
2017,19,177,0
2017,19,179,167283431.1
2017,19,181,418689094.7
2017,19,183,168291491.7
2017,19,185,10082818.4
2017,19,187,150638099.2
2017,19,189,0
2017,19,191,87827256.3
2017,19,193,459725785.9
2017,19,195,127919323.5
2017,19,197,35833426.05
2017,20,1,65802517.55
2017,20,3,62190554.2
2017,20,5,38078146.85
2017,20,7,0
2017,20,9,106095407.8
2017,20,11,60484646.4
2017,20,13,77716610.3
2017,20,15,398428504.9
2017,20,17,156611966.2
2017,20,19,23520454
2017,20,21,129512796.7
2017,20,23,0
2017,20,25,16946574.05
2017,20,27,19690706.1
2017,20,29,24345865
2017,20,31,107072056.5
2017,20,33,0
2017,20,35,99384583.45
2017,20,37,74195864.1
2017,20,39,24675023.83
2017,20,41,159124885.4
2017,20,43,60811978.4
2017,20,45,470240479.2
2017,20,47,40174630.2
2017,20,49,0
2017,20,51,234267993.8
2017,20,53,143586550.7
2017,20,55,110318760.7
2017,20,57,163360794.3
2017,20,59,237074891.3
2017,20,61,232815447.1
2017,20,63,160057026
2017,20,65,0
2017,20,67,0
2017,20,69,49295221
2017,20,71,0
2017,20,73,78509864.8
2017,20,75,18610163.75
2017,20,77,0
2017,20,79,218490142.5
2017,20,81,34386343.4
2017,20,83,0
2017,20,85,33623139.35
2017,20,87,85131256.8
2017,20,89,14077082.75
2017,20,91,2424181440
2017,20,93,25731952.5
2017,20,95,6925933.4
2017,20,97,64271072.45
2017,20,99,67536023
2017,20,101,0
2017,20,103,290167568.6
2017,20,105,41455714.5
2017,20,107,0
2017,20,109,32056351.3
2017,20,111,284133844.9
2017,20,113,203606114.1
2017,20,115,49531281.1
2017,20,117,57506896.1
2017,20,119,55221441.3
2017,20,121,67637171.8
2017,20,123,30675468.7
2017,20,125,168707577.1
2017,20,127,11607547.5
2017,20,129,0
2017,20,131,34598039.75
2017,20,133,44491393.95
2017,20,135,0
2017,20,137,23077104.93
2017,20,139,127293936.2
2017,20,141,8691055.15
2017,20,143,0
2017,20,145,30259675.3
2017,20,147,38176926.8
2017,20,149,94776772.35
2017,20,151,85295791.5
2017,20,153,0
2017,20,155,136281075.7
2017,20,157,20809978.6
2017,20,159,56528287.3
2017,20,161,248012543.3
2017,20,163,26992972.75
2017,20,165,25866133.8
2017,20,167,149892141
2017,20,169,322572619
2017,20,171,47052058.75
2017,20,173,1711467491
2017,20,175,98276041.95
2017,20,177,821542197.1
2017,20,179,9627732.75
2017,20,181,140869925
2017,20,183,24797041.5
2017,20,185,50665938.35
2017,20,187,0
2017,20,189,0
2017,20,191,253862602.7
2017,20,193,195202773.8
2017,20,195,138738544
2017,20,197,189532929.5
2017,20,199,0
2017,20,201,16592305.05
2017,20,203,0
2017,20,205,50227358
2017,20,207,36471391.3
2017,20,209,1271761930
2017,21,1,24728292.66
2017,21,3,46490416.1
2017,21,5,69668832.98
2017,21,7,39957413.23
2017,21,9,151083222.1
2017,21,11,102668085.5
2017,21,13,147148273.6
2017,21,15,1058237036
2017,21,17,81606977.77
2017,21,19,257327161.2
2017,21,21,90578393.07
2017,21,23,47246199.7
2017,21,25,55240698.34
2017,21,27,0
2017,21,29,577622316.3
2017,21,31,0
2017,21,33,77446556.66
2017,21,35,110978961.4
2017,21,37,507808605.7
2017,21,39,0
2017,21,41,192336259.1
2017,21,43,210798523.7
2017,21,45,45210080.78
2017,21,47,532191301.8
2017,21,49,234742910.6
2017,21,51,60219008.89
2017,21,53,23509092.28
2017,21,55,0
2017,21,57,0
2017,21,59,240868607.8
2017,21,61,38965434.84
2017,21,63,0
2017,21,65,0
2017,21,67,2007791913
2017,21,69,6250929.41
2017,21,71,221706914.1
2017,21,73,368481390.4
2017,21,75,0
2017,21,77,220918828.4
2017,21,79,77214551.34
2017,21,81,390129698.1
2017,21,83,116883132
2017,21,85,0
2017,21,87,0
2017,21,89,147805399.5
2017,21,91,0
2017,21,93,634151963.2
2017,21,95,78240363.4
2017,21,97,0
2017,21,99,301187362.4
2017,21,101,230406742.4
2017,21,103,187562387.2
2017,21,105,0
2017,21,107,194600328.5
2017,21,109,0
2017,21,111,4562300905
2017,21,113,150056425.3
2017,21,115,70629953.53
2017,21,117,928106174.3
2017,21,119,62270420.58
2017,21,121,166576124.2
2017,21,123,59025420.93
2017,21,125,524439508.8
2017,21,127,90352189.79
2017,21,129,0
2017,21,131,27290039.68
2017,21,133,96657427.19
2017,21,135,64348719.27
2017,21,137,125393024.9
2017,21,139,49112227.52
2017,21,141,108447618.9
2017,21,143,194065742.6
2017,21,145,452344574.8
2017,21,147,69248310.27
2017,21,149,0
2017,21,151,625961046.1
2017,21,153,29108562.76
2017,21,155,46960712.03
2017,21,157,175659516
2017,21,159,0
2017,21,161,83869530.28
2017,21,163,24047109.22
2017,21,165,0
2017,21,167,84968370.44
2017,21,169,0
2017,21,171,0
2017,21,173,101398488.8
2017,21,175,0
2017,21,177,0
2017,21,179,0
2017,21,181,20695798.57
2017,21,183,0
2017,21,185,278747284
2017,21,187,0
2017,21,189,0
2017,21,191,12720559.52
2017,21,193,146019910
2017,21,195,331471807.4
2017,21,197,0
2017,21,199,312670532.9
2017,21,201,1963389.02
2017,21,203,391582466.7
2017,21,205,116388680
2017,21,207,45733045.84
2017,21,209,500152077.7
2017,21,211,417744665.2
2017,21,213,238827370.9
2017,21,215,0
2017,21,217,69025050.72
2017,21,219,39934261.28
2017,21,221,149368221.1
2017,21,223,9265187.74
2017,21,225,0
2017,21,227,846913444.2
2017,21,229,40796423.4
2017,21,231,0
2017,21,233,43986035.39
2017,21,235,373835641.5
2017,21,237,18105026.75
2017,21,239,213995980.7
2017,22,1,443551869
2017,22,3,154307327
2017,22,5,937569660
2017,22,7,16931875.5
2017,22,9,46743907.5
2017,22,11,210948538
2017,22,13,203611162
2017,22,15,817587188.5
2017,22,17,1648666190
2017,22,19,1476482305
2017,22,21,72737309.5
2017,22,23,0
2017,22,25,48994278.5
2017,22,27,0
2017,22,29,141496630
2017,22,31,401508431.5
2017,22,33,2552867011
2017,22,35,39591586.5
2017,22,37,21630739.5
2017,22,39,25340198
2017,22,41,67216137
2017,22,43,89901909
2017,22,45,237058484.5
2017,22,47,343983920.5
2017,22,49,76075563
2017,22,51,1717443282
2017,22,53,367475831.5
2017,22,55,1353534055
2017,22,57,196925424.2
2017,22,59,80472134
2017,22,61,488396243.5
2017,22,63,702640257
2017,22,65,329951422.5
2017,22,67,76689858
2017,22,69,408019995
2017,22,71,2059164651
2017,22,73,902004297.3
2017,22,75,71425025
2017,22,77,144738122
2017,22,79,917876997.5
2017,22,81,0
2017,22,83,356988834
2017,22,85,125126088
2017,22,87,168286483.9
2017,22,89,707451358.5
2017,22,91,0
2017,22,93,182385426.5
2017,22,95,570548593.7
2017,22,97,512928149
2017,22,99,460528457
2017,22,101,304107415
2017,22,103,1778492503
2017,22,105,1164502351
2017,22,107,30727269.5
2017,22,109,287531013
2017,22,111,29656542
2017,22,113,129952592.5
2017,22,115,246641340.5
2017,22,117,32085398
2017,22,119,239803613
2017,22,121,617482223.8
2017,22,123,0
2017,22,125,90526789
2017,22,127,117506238.5
2017,23,1,418939842.4
2017,23,3,227314116
2017,23,5,1523335957
2017,23,7,93839988.9
2017,23,9,171144331.7
2017,23,11,531391750.7
2017,23,13,98432079.45
2017,23,15,120601788.9
2017,23,17,190238412.5
2017,23,19,714193415.9
2017,23,21,0
2017,23,23,284866520.3
2017,23,25,323428646.2
2017,23,27,177405910.4
2017,23,29,93304490.1
2017,23,31,1073728848
2017,24,1,482655039.9
2017,24,3,4122292059
2017,24,5,5754634351
2017,24,9,490095801.8
2017,24,11,99750251.4
2017,24,13,580109028.1
2017,24,15,790301332.5
2017,24,17,657337064
2017,24,19,146788181
2017,24,21,1786660672
2017,24,23,276809223
2017,24,25,1384757504
2017,24,27,2980370228
2017,24,29,0
2017,24,31,5212952329
2017,24,33,6731876156
2017,24,35,405342946.3
2017,24,37,366904639.4
2017,24,39,150230642
2017,24,41,358680302.4
2017,24,43,1223761707
2017,24,45,561454459.9
2017,24,47,498678242.4
2017,24,510,2482715228
2017,25,1,1548451225
2017,25,3,642189546.8
2017,25,5,3002221572
2017,25,7,45992246.94
2017,25,9,4437815516
2017,25,11,435836330.7
2017,25,13,2400541542
2017,25,15,510754812.3
2017,25,17,8524471823
2017,25,19,0
2017,25,21,4558750512
2017,25,23,2653779099
2017,25,25,2556404969
2017,25,27,5291191848
2017,26,1,27323827
2017,26,3,72785645.36
2017,26,5,561014321.4
2017,26,7,120959071.7
2017,26,9,112514130.9
2017,26,11,210225194.9
2017,26,13,79498308.89
2017,26,15,0
2017,26,17,591342785.3
2017,26,19,77634111.91
2017,26,21,1087212543
2017,26,23,276454110.9
2017,26,25,1034816300
2017,26,27,8737957.65
2017,26,29,96753645.2
2017,26,31,255041194.3
2017,26,33,93605077.09
2017,26,35,74233849.29
2017,26,37,634524451.6
2017,26,39,171761316
2017,26,41,222913193.5
2017,26,43,113034960.8
2017,26,45,649909893.3
2017,26,47,160182768.5
2017,26,49,2273588804
2017,26,51,0
2017,26,53,66268489.33
2017,26,55,339470194.4
2017,26,57,172192206.9
2017,26,59,99559752.43
2017,26,61,74530509.24
2017,26,63,71651690.37
2017,26,65,1218880964
2017,26,67,400194878.6
2017,26,69,80936292.82
2017,26,71,64658971.82
2017,26,73,119424408.4
2017,26,75,823403474.1
2017,26,77,1384952035
2017,26,79,136911710.6
2017,26,81,3392649829
2017,26,83,0
2017,26,85,37457641.01
2017,26,87,414460761.6
2017,26,89,0
2017,26,91,200893295.7
2017,26,93,1417050900
2017,26,95,32481876.33
2017,26,97,155463318.5
2017,26,99,3831367942
2017,26,101,75623136.01
2017,26,103,267169380.7
2017,26,105,125068739.2
2017,26,107,65890463.94
2017,26,109,148864390.4
2017,26,111,301843625.9
2017,26,113,0
2017,26,115,872892249.8
2017,26,117,85774926.27
2017,26,119,50005001.1
2017,26,121,623781665.7
2017,26,123,0
2017,26,125,8210537630
2017,26,127,4037139.44
2017,26,129,114858970.9
2017,26,131,46652013.28
2017,26,133,107451837.2
2017,26,135,35999817.87
2017,26,137,218587542
2017,26,139,1164372233
2017,26,141,46897391.46
2017,26,143,93783004.01
2017,26,145,1013519883
2017,26,147,593557562.2
2017,26,149,155979118.6
2017,26,151,156282023
2017,26,153,97018656.74
2017,26,155,325951709.8
2017,26,157,78786484.43
2017,26,159,488991662.5
2017,26,161,2104479639
2017,26,163,10887955932
2017,26,165,167400058.4
2017,27,1,109637819.3
2017,27,3,1445397456
2017,27,5,227714999.2
2017,27,7,146022322.7
2017,27,9,284277366.5
2017,27,11,10357367.75
2017,27,13,234387228.4
2017,27,15,81682886.09
2017,27,17,294852332.3
2017,27,19,269005038.3
2017,27,21,183640158.5
2017,27,23,73241926.02
2017,27,25,485333200
2017,27,27,399898783.3
2017,27,29,35178359.82
2017,27,31,78153631.74
2017,27,33,61642017.6
2017,27,35,351329123.9
2017,27,37,2142383955
2017,27,39,83868822.54
2017,27,41,236364922.5
2017,27,43,128776745.7
2017,27,45,78820246.93
2017,27,47,311763279.4
2017,27,49,342864804.6
2017,27,51,69772307.19
2017,27,53,6797664918
2017,27,55,18719188.16
2017,27,57,137320612.8
2017,27,59,72528855.08
2017,27,61,210605233.2
2017,27,63,161696002.7
2017,27,65,43783841.09
2017,27,67,237594426.8
2017,27,69,16104578.55
2017,27,71,57833913.11
2017,27,73,29280335.04
2017,27,75,94499463.24
2017,27,77,18122998.25
2017,27,79,45465383.31
2017,27,81,13768440.94
2017,27,83,112919197.7
2017,27,85,176962086.4
2017,27,87,30212956.4
2017,27,89,17611613.54
2017,27,91,122807566.8
2017,27,93,93190727.27
2017,27,95,242241209.7
2017,27,97,240684175.5
2017,27,99,182793060.7
2017,27,101,27702952.5
2017,27,103,245261558
2017,27,105,184117107.7
2017,27,107,0
2017,27,109,577406150.5
2017,27,111,391440857.3
2017,27,113,24679319.88
2017,27,115,322844775
2017,27,117,36324252.14
2017,27,119,147816369.9
2017,27,121,40209805.25
2017,27,123,2582049281
2017,27,125,12665833.25
2017,27,127,79998218
2017,27,129,104290165.6
2017,27,131,388857732.3
2017,27,133,88872135.96
2017,27,135,81988662.65
2017,27,137,895071539.4
2017,27,139,616046235.3
2017,27,141,521568388.1
