"ST","NAICS","LFO","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"01","21","P",,43,"H",,3764
"01","211","-",,255,"G",,10559
"01","211","C","S",0,"S","S",0
"01","211","Z",,11,"G",,889
"01","211","S",,215,"G",,7906
"01","211","P",,27,"H",,1705
"01","2111","-",,255,"G",,10559
"01","2111","C","S",0,"S","S",0
"01","2111","Z",,11,"G",,889
"01","2111","S",,215,"G",,7906
"01","2111","P",,27,"H",,1705
"01","21112","-",,199,"G",,9109
"01","21112","C","S",0,"S","S",0
"01","21112","Z",,11,"G",,889
"01","21112","S",,164,"G",,6739
"01","21112","P",,22,"H",,1422
"01","21113","-",,56,"H",,1450
"01","21113","S",,51,"H",,1167
"01","21113","P",,5,"H",,283
"01","212","-",,86,"G",,5362
"01","212","C",,4,"J",,164
"01","212","Z",,11,"G",,1384
"01","212","S",,59,"G",,2248
"01","212","P",,12,"J",,1566
"01","2121","-",,26,"G",,817
"01","2121","C","S",0,"S","S",0
"01","2121","S",,23,"G",,610
"01","2121","P","S",0,"S","S",0
"01","21211","-",,26,"G",,817
"01","21211","C","S",0,"S","S",0
"01","21211","S",,23,"G",,610
"01","21211","P","S",0,"S","S",0
"01","2122","-",,9,"H",,46
"01","2122","S",,9,"H",,46
"01","2123","-",,51,"G",,4499
"01","2123","C",,3,"H",,74
"01","2123","Z",,11,"G",,1384
"01","2123","S",,27,"G",,1592
"01","2123","P",,10,"J",,1449
"01","213","-",,97,"G",,7503
"01","213","Z",,9,"G",,1399
"01","213","S",,84,"G",,5611
"01","213","P",,4,"J",,493
"01","2131","-",,97,"G",,7503
"01","2131","Z",,9,"G",,1399
"01","2131","S",,84,"G",,5611
"01","2131","P",,4,"J",,493
"01","21311","-",,97,"G",,7503
"01","21311","Z",,9,"G",,1399
"01","21311","S",,84,"G",,5611
"01","21311","P",,4,"J",,493
"01","22","-",,171,"G",,7656
"01","22","C",,6,"G",,843
"01","22","Z",,14,"J",,1541
"01","22","S",,136,"G",,3150
"01","22","P",,15,"G",,2122
"01","221","-",,171,"G",,7656
"01","221","C",,6,"G",,843
"01","221","Z",,14,"J",,1541
"01","221","S",,136,"G",,3150
"01","221","P",,15,"G",,2122
"01","23","-",,39917,"G",,2480687
"01","23","C",,238,"G",,40394
"01","23","Z",,1398,"G",,275566
"01","23","S",,37399,"G",,1967248
"01","23","P",,882,"G",,197479
"01","236","-",,10703,"G",,944819
"01","236","C",,92,"G",,20000
"01","236","Z",,570,"G",,125190
"01","236","S",,9676,"G",,710366
"01","236","P",,365,"G",,89263
"01","2361","-",,8987,"G",,803079
"01","2361","C",,73,"G",,15958
"01","2361","Z",,480,"G",,109501
"01","2361","S",,8117,"G",,599575
"01","2361","P",,317,"G",,78045
"01","2362","-",,1716,"G",,141740
"01","2362","C",,19,"G",,4042
"01","2362","Z",,90,"G",,15689
"01","2362","S",,1559,"G",,110791
"01","2362","P",,48,"H",,11218
"01","237","-",,775,"G",,78952
"01","237","C",,16,"G",,4442
"01","237","Z",,83,"G",,16662
"01","237","S",,595,"G",,40877
"01","237","P",,81,"G",,16971
"01","2371","-",,143,"G",,10936
"01","2371","C","S",0,"S","S",0
"01","2371","Z",,5,"J",,1110
"01","2371","S",,134,"G",,8951
"01","2371","P","S",0,"S","S",0
"01","2372","-",,223,"G",,34496
"01","2372","C",,6,"G",,1778
"01","2372","Z",,47,"G",,9229
"01","2372","S",,111,"G",,9210
"01","2372","P",,59,"G",,14279
"01","23721","-",,223,"G",,34496
"01","23721","C",,6,"G",,1778
"01","23721","Z",,47,"G",,9229
"01","23721","S",,111,"G",,9210
"01","23721","P",,59,"G",,14279
"01","2373","-",,106,"G",,7980
"01","2373","C",,4,"G",,1367
"01","2373","Z",,8,"H",,1109
"01","2373","S",,89,"G",,5046
"01","2373","P",,5,"H",,458
"01","23731","-",,106,"G",,7980
"01","23731","C",,4,"G",,1367
"01","23731","Z",,8,"H",,1109
"01","23731","S",,89,"G",,5046
"01","23731","P",,5,"H",,458
"01","2379","-",,303,"G",,25540
"01","2379","C","S",0,"S","S",0
"01","2379","Z",,23,"G",,5214
"01","2379","S",,261,"G",,17670
"01","2379","P",,16,"G",,2151
"01","23799","-",,303,"G",,25540
"01","23799","C","S",0,"S","S",0
"01","23799","Z",,23,"G",,5214
"01","23799","S",,261,"G",,17670
"01","23799","P",,16,"G",,2151
"01","238","-",,28439,"G",,1456916
"01","238","C",,130,"G",,15952
"01","238","Z",,745,"G",,133714
"01","238","S",,27128,"G",,1216005
"01","238","P",,436,"G",,91245
"01","2381","-",,5213,"G",,299360
"01","2381","C",,17,"G",,3199
"01","2381","Z",,81,"G",,18294
"01","2381","S",,5073,"G",,262527
"01","2381","P",,42,"H",,15340
"01","2382","-",,5126,"G",,272648
"01","2382","C",,35,"G",,2676
"01","2382","Z",,221,"G",,29983
"01","2382","S",,4768,"G",,219467
"01","2382","P",,102,"G",,20522
"01","23821","-",,2082,"G",,86929
"01","23821","C",,10,"H",,801
"01","23821","Z",,79,"G",,9523
"01","23821","S",,1957,"G",,70546
"01","23821","P",,36,"G",,6059
"01","23822","-",,2682,"G",,164630
"01","23822","C",,21,"H",,1799
"01","23822","Z",,120,"G",,17757
"01","23822","S",,2487,"G",,134077
"01","23822","P",,54,"G",,10997
"01","23829","-",,362,"G",,21089
"01","23829","C",,4,"G",,76
"01","23829","Z",,22,"H",,2703
"01","23829","S",,324,"G",,14844
"01","23829","P",,12,"H",,3466
"01","2383","-",,9537,"G",,424574
"01","2383","C",,20,"H",,2043
"01","2383","Z",,115,"G",,21042
"01","2383","S",,9325,"G",,386797
"01","2383","P",,77,"G",,14692
"01","2389","-",,8563,"G",,460334
"01","2389","C",,58,"G",,8034
"01","2389","Z",,328,"G",,64395
"01","2389","S",,7962,"G",,347214
"01","2389","P",,215,"G",,40691
"01","31-33","-",,4570,"G",,194112
"01","31-33","C",,69,"G",,9973
"01","31-33","Z",,301,"G",,35930
"01","31-33","S",,3914,"G",,122729
"01","31-33","P",,286,"G",,25480
"01","311","-",,679,"G",,19551
"01","311","C",,7,"G",,766
"01","311","Z",,27,"G",,3916
"01","311","S",,609,"G",,12738
"01","311","P",,36,"G",,2131
"01","3111","-",,28,"H",,921
"01","3111","S",,27,"G",,811
"01","3111","P","S",0,"S","S",0
"01","31111","-",,28,"H",,921
"01","31111","S",,27,"G",,811
"01","31111","P","S",0,"S","S",0
"01","3112","-","S",0,"S","S",0
"01","3112","S","S",0,"S","S",0
"01","3112","P","S",0,"S","S",0
"01","3113","-",,14,"H",,144
"01","3113","S",,14,"H",,144
"01","3114","-",,40,"G",,1169
"01","3114","Z",,3,"H",,24
"01","3114","S",,33,"H",,696
"01","3114","P","S",0,"S","S",0
"01","3115","-",,13,"G",,363
"01","3115","S",,13,"G",,363
"01","3116","-",,99,"G",,3150
"01","3116","Z",,6,"H",,1138
"01","3116","S",,89,"G",,1832
"01","3116","P",,4,"J",,180
"01","31161","-",,99,"G",,3150
"01","31161","Z",,6,"H",,1138
"01","31161","S",,89,"G",,1832
"01","31161","P",,4,"J",,180
"01","3117","-",,44,"G",,3362
"01","3117","C","S",0,"S","S",0
"01","3117","Z",,5,"G",,1627
"01","3117","S",,35,"H",,1375
"01","3117","P",,3,"H",,348
"01","31171","-",,44,"G",,3362
"01","31171","C","S",0,"S","S",0
"01","31171","Z",,5,"G",,1627
"01","31171","S",,35,"H",,1375
"01","31171","P",,3,"H",,348
"01","3118","-",,280,"G",,5468
"01","3118","C",,4,"G",,674
"01","3118","Z","S",0,"S","S",0
"01","3118","S",,265,"G",,4118
"01","3118","P",,8,"H",,264
"01","3119","-",,159,"G",,4891
"01","3119","C","S",0,"S","S",0
"01","3119","Z",,10,"G",,715
"01","3119","S",,132,"G",,3397
"01","3119","P",,15,"G",,699
"01","312","-",,33,"H",,1613
"01","312","C","S",0,"S","S",0
"01","312","Z",,4,"G",,199
"01","312","S",,20,"H",,697
"01","312","P",,7,"J",,519
"01","313","-",,29,"G",,628
"01","313","S",,29,"G",,628
"01","314","-",,55,"G",,1411
"01","314","C","S",0,"S","S",0
"01","314","Z",,4,"G",,458
"01","314","S",,47,"H",,665
"01","314","P","S",0,"S","S",0
"01","315","-",,374,"G",,9788
"01","315","C",,5,"J",,704
"01","315","Z",,14,"G",,2099
"01","315","S",,330,"G",,5788
"01","315","P",,25,"G",,1197
"01","316","-",,53,"G",,2619
"01","316","C","S",0,"S","S",0
"01","316","Z","S",0,"S","S",0
"01","316","S",,50,"G",,2506
"01","316","P","S",0,"S","S",0
"01","3161","-",,17,"G",,863
"01","3161","S",,17,"G",,863
"01","31611","-",,17,"G",,863
"01","31611","S",,17,"G",,863
"01","3162","-",,4,"H",,131
"01","3162","S",,4,"H",,131
"01","31621","-",,4,"H",,131
"01","31621","S",,4,"H",,131
"01","3169","-",,32,"G",,1625
"01","3169","C","S",0,"S","S",0
"01","3169","Z","S",0,"S","S",0
"01","3169","S",,29,"G",,1512
"01","3169","P","S",0,"S","S",0
"01","31699","-",,32,"G",,1625
"01","31699","C","S",0,"S","S",0
"01","31699","Z","S",0,"S","S",0
"01","31699","S",,29,"G",,1512
"01","31699","P","S",0,"S","S",0
"01","321","-",,357,"G",,15023
"01","321","C","S",0,"S","S",0
"01","321","Z",,16,"G",,925
"01","321","S",,328,"G",,12807
"01","321","P",,12,"G",,1268
"01","322","-",,25,"H",,1389
"01","322","C","S",0,"S","S",0
"01","322","Z","S",0,"S","S",0
"01","322","S",,22,"H",,698
"01","322","P","S",0,"S","S",0
"01","323","-",,396,"G",,15686
"01","323","C",,8,"H",,1359
"01","323","Z",,34,"G",,3515
"01","323","S",,333,"G",,9478
"01","323","P",,21,"H",,1334
"01","3231","-",,396,"G",,15686
"01","3231","C",,8,"H",,1359
"01","3231","Z",,34,"G",,3515
"01","3231","S",,333,"G",,9478
"01","3231","P",,21,"H",,1334
"01","324","-",,26,"G",,2006
"01","324","Z",,6,"G",,1389
"01","324","S",,18,"H",,371
"01","324","P","S",0,"S","S",0
"01","3241","-",,26,"G",,2006
"01","3241","Z",,6,"G",,1389
"01","3241","S",,18,"H",,371
"01","3241","P","S",0,"S","S",0
"01","325","-",,168,"G",,6830
"01","325","C","S",0,"S","S",0
"01","325","Z",,12,"H",,1133
"01","325","S",,146,"G",,4062
"01","325","P",,7,"G",,1089
"01","3251","-",,7,"G",,267
"01","3251","S",,5,"J",,112
"01","3251","P","S",0,"S","S",0
"01","3252","-",,4,"J",,32
"01","3252","Z","S",0,"S","S",0
"01","3252","S",,3,"G",,4
"01","3253","-",,22,"G",,1562
"01","3253","Z","S",0,"S","S",0
"01","3253","S",,18,"G",,628
"01","3253","P",,3,"H",,930
"01","3254","-",,9,"H",,707
"01","3254","C","S",0,"S","S",0
"01","3254","Z","S",0,"S","S",0
"01","3254","S",,4,"J",,79
"01","3254","P","S",0,"S","S",0
"01","32541","-",,9,"H",,707
"01","32541","C","S",0,"S","S",0
"01","32541","Z","S",0,"S","S",0
"01","32541","S",,4,"J",,79
"01","32541","P","S",0,"S","S",0
"01","3255","-",,35,"H",,2237
"01","3255","Z",,5,"J",,772
"01","3255","S",,30,"H",,1465
"01","3256","-",,62,"H",,1018
"01","3256","C","S",0,"S","S",0
"01","3256","Z","S",0,"S","S",0
"01","3256","S",,59,"H",,940
"01","3256","P","S",0,"S","S",0
"01","3259","-",,29,"G",,1007
"01","3259","Z","S",0,"S","S",0
"01","3259","S",,27,"G",,834
"01","326","-",,48,"G",,1082
"01","326","Z",,6,"H",,187
"01","326","S",,38,"H",,660
"01","326","P",,4,"J",,235
"01","327","-",,115,"G",,2395
"01","327","Z",,6,"J",,247
"01","327","S",,106,"G",,1840
"01","327","P",,3,"J",,308
"01","3271","-",,29,"H",,414
"01","3271","Z","S",0,"S","S",0
"01","3271","S",,28,"H",,410
"01","3272","-",,19,"G",,362
"01","3272","Z","S",0,"S","S",0
"01","3272","S",,17,"G",,167
"01","3272","P","S",0,"S","S",0
"01","32721","-",,19,"G",,362
"01","32721","Z","S",0,"S","S",0
"01","32721","S",,17,"G",,167
"01","32721","P","S",0,"S","S",0
"01","3273","-",,44,"G",,1161
"01","3273","Z","S",0,"S","S",0
"01","3273","S",,41,"G",,934
"01","3273","P","S",0,"S","S",0
"01","3274","-","S",0,"S","S",0
"01","3274","Z","S",0,"S","S",0
"01","3279","-",,22,"G",,452
"01","3279","Z","S",0,"S","S",0
"01","3279","S",,20,"G",,329
"01","331","-",,68,"H",,2963
"01","331","C",,4,"J",,104
"01","331","Z",,7,"H",,1086
"01","331","S",,51,"G",,1444
"01","331","P",,6,"H",,329
"01","332","-",,574,"G",,34960
"01","332","C",,12,"G",,3351
"01","332","Z",,53,"G",,5672
"01","332","S",,455,"G",,18623
"01","332","P",,54,"H",,7314
"01","333","-",,234,"G",,10706
"01","333","C",,6,"G",,642
"01","333","Z",,19,"G",,2714
"01","333","S",,189,"G",,4973
"01","333","P",,20,"G",,2377
"01","334","-",,110,"G",,5845
"01","334","C","S",0,"S","S",0
"01","334","Z",,7,"J",,1494
"01","334","S",,93,"G",,3549
"01","334","P",,8,"G",,509
"01","335","-",,75,"G",,3661
"01","335","C","S",0,"S","S",0
"01","335","Z",,6,"G",,939
"01","335","S",,64,"H",,2640
"01","335","P",,4,"H",,77
"01","336","-",,161,"G",,12591
"01","336","C","S",0,"S","S",0
"01","336","Z",,12,"G",,2914
"01","336","S",,136,"G",,7351
"01","336","P",,10,"J",,1344
"01","337","-",,262,"G",,9731
"01","337","C","S",0,"S","S",0
"01","337","Z",,6,"J",,349
"01","337","S",,243,"G",,9041
"01","337","P",,11,"J",,283
"01","339","-",,728,"G",,33634
"01","339","C",,9,"H",,731
"01","339","Z",,60,"G",,6589
"01","339","S",,607,"G",,22170
"01","339","P",,52,"J",,4144
"01","3391","-",,91,"H",,4664
"01","3391","C","S",0,"S","S",0
"01","3391","Z",,10,"G",,597
"01","3391","S",,76,"H",,3605
"01","3391","P",,4,"J",,350
"01","33911","-",,91,"H",,4664
"01","33911","C","S",0,"S","S",0
"01","33911","Z",,10,"G",,597
"01","33911","S",,76,"H",,3605
"01","33911","P",,4,"J",,350
"01","3399","-",,637,"G",,28970
"01","3399","C",,8,"J",,619
"01","3399","Z",,50,"G",,5992
"01","3399","S",,531,"G",,18565
"01","3399","P",,48,"J",,3794
"01","42","-",,4893,"G",,393563
"01","42","C",,87,"G",,11729
"01","42","Z",,408,"G",,65955
"01","42","S",,4087,"G",,274556
"01","42","P",,311,"G",,41323
"01","423","-",,2434,"G",,219120
"01","423","C",,45,"G",,5566
"01","423","Z",,228,"G",,39624
"01","423","S",,1993,"G",,149921
"01","423","P",,168,"G",,24009
"01","4231","-",,324,"G",,43909
"01","4231","C",,7,"H",,1164
"01","4231","Z",,30,"G",,7259
"01","4231","S",,269,"G",,33912
"01","4231","P",,18,"H",,1574
"01","4232","-",,194,"G",,13418
"01","4232","C","S",0,"S","S",0
"01","4232","Z",,17,"H",,2093
"01","4232","S",,170,"G",,10422
"01","4232","P",,6,"H",,878
"01","4233","-",,130,"G",,16954
"01","4233","C","S",0,"S","S",0
"01","4233","Z",,15,"H",,3541
"01","4233","S",,102,"G",,11380
"01","4233","P",,12,"H",,1866
"01","4234","-",,148,"G",,13927
"01","4234","C","S",0,"S","S",0
"01","4234","Z",,23,"J",,2074
"01","4234","S",,113,"G",,10412
"01","4234","P",,10,"H",,1272
"01","4235","-",,47,"H",,4318
"01","4235","C","S",0,"S","S",0
"01","4235","Z",,3,"J",,320
"01","4235","S",,38,"G",,2493
"01","4235","P",,5,"J",,1340
"01","4236","-",,82,"G",,9495
"01","4236","Z",,11,"G",,2596
"01","4236","S",,66,"H",,5244
"01","4236","P",,5,"G",,1655
"01","4237","-",,59,"G",,4725
"01","4237","Z",,8,"H",,896
"01","4237","S",,45,"H",,3064
"01","4237","P",,6,"G",,765
"01","4238","-",,225,"G",,31151
"01","4238","C",,11,"G",,1744
"01","4238","Z",,34,"G",,6742
"01","4238","S",,159,"G",,16077
"01","4238","P",,21,"G",,6588
"01","4239","-",,1225,"G",,81223
"01","4239","C",,22,"G",,2132
"01","4239","Z",,87,"G",,14103
"01","4239","S",,1031,"G",,56917
"01","4239","P",,85,"G",,8071
"01","42391","-",,184,"G",,7844
"01","42391","C","S",0,"S","S",0
"01","42391","Z",,17,"H",,1522
"01","42391","S",,147,"G",,5823
"01","42391","P",,19,"G",,492
"01","42392","-",,93,"G",,2559
"01","42392","C","S",0,"S","S",0
"01","42392","Z",,3,"H",,215
"01","42392","S",,83,"G",,2106
"01","42392","P",,6,"H",,227
"01","42393","-",,170,"G",,14445
"01","42393","C","S",0,"S","S",0
"01","42393","Z",,11,"H",,2314
"01","42393","S",,146,"G",,9411
"01","42393","P",,10,"H",,2249
"01","42394","-",,198,"G",,9211
"01","42394","C","S",0,"S","S",0
"01","42394","Z",,6,"G",,1563
"01","42394","S",,185,"G",,6816
"01","42394","P",,5,"J",,340
"01","42399","-",,580,"G",,47164
"01","42399","C",,15,"H",,1151
"01","42399","Z",,50,"G",,8489
"01","42399","S",,470,"G",,32761
"01","42399","P",,45,"G",,4763
"01","424","-",,1844,"G",,126407
"01","424","C",,34,"G",,5371
"01","424","Z",,136,"H",,22171
"01","424","S",,1558,"G",,85208
"01","424","P",,116,"G",,13657
"01","4241","-",,70,"H",,5186
"01","4241","Z",,4,"J",,148
"01","4241","S",,60,"H",,3822
"01","4241","P",,6,"H",,1216
"01","4242","-",,46,"G",,4329
"01","4242","C","S",0,"S","S",0
"01","4242","Z",,4,"H",,796
"01","4242","S",,33,"G",,3000
"01","4242","P",,8,"H",,412
"01","42421","-",,46,"G",,4329
"01","42421","C","S",0,"S","S",0
"01","42421","Z",,4,"H",,796
"01","42421","S",,33,"G",,3000
"01","42421","P",,8,"H",,412
"01","4243","-",,380,"G",,16172
"01","4243","C",,6,"H",,340
"01","4243","Z",,11,"G",,1658
"01","4243","S",,331,"H",,12495
"01","4243","P",,32,"G",,1679
"01","4244","-",,394,"G",,44909
"01","4244","C",,8,"H",,2045
"01","4244","Z",,55,"G",,10954
"01","4244","S",,313,"G",,30033
"01","4244","P",,18,"G",,1877
"01","4245","-",,83,"G",,3565
"01","4245","C",,4,"H",,368
"01","4245","Z",,3,"J",,647
"01","4245","S",,71,"G",,1341
"01","4245","P",,5,"H",,1209
"01","4246","-",,29,"G",,1974
"01","4246","C","S",0,"S","S",0
"01","4246","Z","S",0,"S","S",0
"01","4246","S",,21,"G",,866
"01","4246","P",,4,"G",,364
"01","4247","-",,32,"H",,2678
"01","4247","C","S",0,"S","S",0
"01","4247","Z","S",0,"S","S",0
"01","4247","S",,26,"H",,1066
"01","4248","-",,38,"G",,2238
"01","4248","C","S",0,"S","S",0
"01","4248","Z","S",0,"S","S",0
"01","4248","S",,28,"H",,1433
"01","4248","P",,7,"J",,494
"01","4249","-",,772,"G",,45356
"01","4249","C",,9,"G",,721
"01","4249","Z",,52,"H",,7077
"01","4249","S",,675,"G",,31152
"01","4249","P",,36,"G",,6406
"01","42491","-",,45,"H",,1724
"01","42491","Z","S",0,"S","S",0
"01","42491","S",,41,"H",,1065
"01","42491","P","S",0,"S","S",0
"01","42492","-",,112,"G",,2485
"01","42492","C","S",0,"S","S",0
"01","42492","Z","S",0,"S","S",0
"01","42492","S",,109,"G",,2471
"01","42492","P","S",0,"S","S",0
"01","42493","-",,127,"H",,7541
"01","42493","C","S",0,"S","S",0
"01","42493","Z","S",0,"S","S",0
"01","42493","S",,119,"G",,6199
"01","42493","P",,5,"J",,494
"01","42494","-",,10,"H",,2607
"01","42494","C","S",0,"S","S",0
"01","42494","Z","S",0,"S","S",0
"01","42494","S",,7,"G",,1417
"01","42494","P","S",0,"S","S",0
"01","42495","-",,33,"G",,2313
"01","42495","Z","S",0,"S","S",0
"01","42495","S",,29,"G",,1580
"01","42495","P",,3,"G",,700
"01","42499","-",,445,"G",,28686
"01","42499","C",,6,"G",,656
"01","42499","Z",,46,"G",,6133
"01","42499","S",,370,"G",,18420
"01","42499","P",,23,"G",,3477
"01","425","-",,615,"G",,48036
"01","425","C",,8,"H",,792
"01","425","Z",,44,"G",,4160
"01","425","S",,536,"G",,39427
"01","425","P",,27,"H",,3657
"01","4251","-",,615,"G",,48036
"01","4251","C",,8,"H",,792
"01","4251","Z",,44,"G",,4160
"01","4251","S",,536,"G",,39427
"01","4251","P",,27,"H",,3657
"01","42511","-",,70,"G",,4646
"01","42511","Z","S",0,"S","S",0
"01","42511","S",,62,"G",,4184
"01","42511","P",,6,"G",,234
"01","42512","-",,545,"G",,43390
"01","42512","C",,8,"H",,792
"01","42512","Z",,42,"G",,3932
"01","42512","S",,474,"G",,35243
"01","42512","P",,21,"H",,3423
"01","44-45","-",,29638,"G",,1311540
"01","44-45","C",,194,"G",,23976
"01","44-45","Z",,938,"G",,129180
"01","44-45","S",,27423,"G",,1035262
"01","44-45","P",,1083,"G",,123122
"01","441","-",,3267,"G",,392789
"01","441","C",,36,"G",,5261
"01","441","Z",,187,"G",,34850
"01","441","S",,2885,"G",,326257
"01","441","P",,159,"G",,26421
"01","4411","-",,2254,"G",,310619
"01","4411","C",,23,"G",,3656
"01","4411","Z",,114,"H",,18965
"01","4411","S",,2011,"G",,270234
"01","4411","P",,106,"G",,17764
"01","44112","-",,2254,"G",,310619
"01","44112","C",,23,"G",,3656
"01","44112","Z",,114,"H",,18965
"01","44112","S",,2011,"G",,270234
"01","44112","P",,106,"G",,17764
"01","4412","-",,384,"G",,35585
"01","4412","C",,7,"G",,1291
"01","4412","Z",,23,"G",,4552
"01","4412","S",,337,"G",,28190
"01","4412","P",,17,"H",,1552
"01","44121","-",,84,"H",,10470
"01","44121","C","S",0,"S","S",0
"01","44121","Z",,7,"H",,1469
"01","44121","S",,72,"H",,8828
"01","44121","P",,4,"J",,114
"01","44122","-",,300,"G",,25115
"01","44122","C",,6,"H",,1232
"01","44122","Z",,16,"G",,3083
"01","44122","S",,265,"G",,19362
"01","44122","P",,13,"G",,1438
"01","441222","-",,59,"G",,7107
"01","441222","Z",,5,"H",,1150
"01","441222","S",,52,"G",,5880
"01","441222","P","S",0,"S","S",0
"01","441228","-",,241,"G",,18008
"01","441228","C",,6,"H",,1232
"01","441228","Z",,11,"G",,1933
"01","441228","S",,213,"G",,13482
"01","441228","P",,11,"H",,1361
"01","4413","-",,629,"G",,46585
"01","4413","C",,6,"J",,314
"01","4413","Z",,50,"G",,11333
"01","4413","S",,537,"G",,27833
"01","4413","P",,36,"H",,7105
"01","442","-",,650,"G",,36949
"01","442","C",,15,"G",,1757
"01","442","Z",,49,"G",,8449
"01","442","S",,529,"G",,19086
"01","442","P",,57,"G",,7657
"01","4421","-",,268,"G",,15482
"01","4421","C",,8,"G",,931
"01","4421","Z",,21,"G",,3645
"01","4421","S",,222,"G",,8389
"01","4421","P",,17,"G",,2517
"01","44211","-",,268,"G",,15482
"01","44211","C",,8,"G",,931
"01","44211","Z",,21,"G",,3645
"01","44211","S",,222,"G",,8389
"01","44211","P",,17,"G",,2517
"01","4422","-",,382,"G",,21467
"01","4422","C",,7,"H",,826
"01","4422","Z",,28,"G",,4804
"01","4422","S",,307,"G",,10697
"01","4422","P",,40,"G",,5140
"01","443","-",,279,"G",,13174
"01","443","C",,6,"G",,353
"01","443","Z",,26,"G",,3415
"01","443","S",,231,"G",,8439
"01","443","P",,16,"G",,967
"01","4431","-",,279,"G",,13174
"01","4431","C",,6,"G",,353
"01","4431","Z",,26,"G",,3415
"01","4431","S",,231,"G",,8439
"01","4431","P",,16,"G",,967
"01","44314","-",,279,"G",,13174
"01","44314","C",,6,"G",,353
"01","44314","Z",,26,"G",,3415
"01","44314","S",,231,"G",,8439
"01","44314","P",,16,"G",,967
"01","443141","-",,59,"H",,3283
"01","443141","C","S",0,"S","S",0
"01","443141","Z",,7,"H",,1623
"01","443141","S",,49,"H",,1434
"01","443141","P","S",0,"S","S",0
"01","443142","-",,220,"G",,9891
"01","443142","C",,5,"J",,162
"01","443142","Z",,19,"G",,1792
"01","443142","S",,182,"G",,7005
"01","443142","P",,14,"G",,932
"01","444","-",,665,"G",,44389
"01","444","C",,12,"J",,1651
"01","444","Z",,38,"G",,5505
"01","444","S",,583,"G",,29680
"01","444","P",,32,"G",,7553
"01","4441","-",,395,"G",,32729
"01","4441","C",,11,"H",,1632
"01","4441","Z",,31,"G",,4557
"01","4441","S",,330,"G",,21544
"01","4441","P",,23,"H",,4996
"01","44411","-",,37,"H",,1251
"01","44411","Z",,3,"H",,219
"01","44411","S",,34,"G",,1032
"01","44412","-",,23,"G",,1105
"01","44412","C","S",0,"S","S",0
"01","44412","Z","S",0,"S","S",0
"01","44412","S",,21,"G",,1003
"01","44413","-",,73,"G",,7904
