ST,PUMA,YEAR,TMS
53,10600,2012,0.00868898543
53,11613,2012,0.04655195636
53,11615,2012,0.03358598619
53,11616,2012,0.02044673540
53,11104,2012,0.01830977144
36,1501,2008,0.01001575058
17,2700,2016,0.00000000000
17,3501,2016,0.44115641338
34,1501,2017,0.03041251778
34,501,2017,0.09404732098
35,100,2017,0.00184061627
35,600,2017,0.01401982954
36,3207,2017,0.10432812879
36,402,2017,0.01729246890
36,3701,2017,0.58079984083
36,3211,2017,0.20085752538
36,3303,2017,0.04826804845
18,202,2008,0.02825932924
18,2800,2008,0.00175052740
18,2001,2008,0.00332988430
19,1100,2008,0.00538443266
26,1700,2008,0.00266891417
26,1500,2008,0.00539243688
26,4103,2008,0.00445359906
26,2301,2008,0.00252519062
26,3802,2008,0.01034427761
53,2006,2009,0.04985438804
53,1804,2009,0.20946803783
53,1402,2009,0.02308244708
53,1805,2009,0.18349276848
53,1003,2009,0.05777349826
54,1200,2009,0.00139608623
54,400,2009,0.01209359167
54,1000,2009,0.00000000000
56,400,2006,0.00880430788
20,1100,2006,0.00000000000
20,1300,2006,0.00000000000
20,604,2006,0.00612987484
38,200,2011,0.00072003960
23,800,2010,0.00071213544
1,500,2011,0.00179126020
1,1600,2011,0.00487362986
1,1000,2011,0.00189209644
27,1601,2006,0.00714463442
27,1405,2006,0.05694977358
39,4700,2016,0.00227568270
39,4101,2016,0.00370027752
39,904,2016,0.00928669279
39,903,2016,0.00923122736
39,300,2016,0.00000000000
39,4103,2016,0.00000000000
40,100,2016,0.00187094939
38,500,2017,0.01022179722
39,4108,2017,0.03227825325
39,1600,2017,0.00152522309
39,4101,2017,0.00671131105
39,5301,2017,0.00499687695
13,2200,2018,0.00197720400
13,2100,2018,0.00166059190
13,1008,2018,0.07192598488
13,2400,2018,0.00599663740
22,2201,2012,0.00000000000
22,800,2012,0.00805674753
22,100,2012,0.02747918244
20,802,2014,0.00373545411
21,2500,2014,0.00334182855
21,100,2014,0.00051927977
22,2301,2014,0.00461829586
22,2302,2014,0.02137775777
22,800,2014,0.00193443465
35,200,2015,0.00271802258
45,104,2014,0.01066979784
47,2800,2014,0.00284791619
47,2501,2014,0.00991932590
47,1000,2014,0.00174181836
47,600,2014,0.00000000000
47,2200,2014,0.00000000000
47,2001,2014,0.03457933242
55,102,2014,0.00090907314
17,105,2017,0.01027599691
17,3108,2017,0.03527563824
17,3409,2017,0.09481012845
17,3005,2017,0.00692464945
17,3522,2017,0.29071236771
18,300,2017,0.00291072301
18,2600,2017,0.00447963534
41,1318,2018,0.04166032485
41,200,2012,0.00779463729
41,1319,2012,0.01710228482
41,1322,2012,0.04400837878
42,2100,2012,0.01718941651
42,3602,2012,0.00242860998
42,2003,2012,0.00000000000
42,3103,2012,0.08616258219
42,3702,2012,0.00000000000
24,801,2013,0.24515010064
24,1107,2013,0.26351641187
24,1002,2013,0.15373405706
9,102,2016,0.15206868294
9,302,2016,0.14439202315
9,104,2016,0.13714328740
9,500,2016,0.01500216911
10,200,2016,0.01093320436
11,105,2016,0.31197882712
13,2900,2013,0.00374256499
13,1006,2013,0.03465993335
13,2300,2013,0.00000000000
13,4500,2013,0.00709143490
13,3003,2013,0.00690638583
55,1601,2013,0.00249336627
55,1301,2013,0.00438020149
55,200,2013,0.05303353363
15,301,2014,0.06006615861
15,304,2014,0.11608211499
16,900,2014,0.00901755051
17,3523,2014,0.24711446095
17,3309,2014,0.03071932591
17,1300,2014,0.01618411901
17,3207,2014,0.04488920178
17,3700,2014,0.02412764464
36,3901,2018,0.23129097294
36,3102,2018,0.14485421382
36,4101,2018,0.68483205336
36,2002,2018,0.02017904529
36,2401,2018,0.02031920748
36,3809,2018,0.50514751790
36,2901,2018,0.01917850367
36,1102,2018,0.00355607013
36,3204,2018,0.16085950307
36,3312,2018,0.07310765881
56,100,2014,0.02685908662
8,822,2016,0.02026790331
8,4106,2016,0.00209902859
15,308,2018,0.06553933254
16,500,2018,0.00000000000
27,1401,2016,0.02666932695
27,1408,2016,0.06682545984
27,1402,2016,0.02877835867
24,1102,2015,0.08249654095
24,1201,2015,0.04173314491
29,2100,2018,0.00387388556
29,1808,2018,0.00138694094
31,600,2018,0.00072870039
31,902,2018,0.00870589933
1,2400,2012,0.00361607065
1,2300,2012,0.00000000000
1,900,2012,0.00000000000
4,206,2012,0.04572082985
4,120,2012,0.01303560412
4,129,2012,0.00567592181
26,2902,2017,0.00000000000
26,3202,2017,0.00817372384
26,2906,2017,0.00126673905
26,802,2017,0.00870282155
18,3200,2007,0.00161117961
18,2100,2007,0.01280597200
18,2304,2007,0.01128063994
23,700,2012,0.00196071377
15,303,2015,0.03737301796
16,1200,2015,0.02301123400
37,3108,2013,0.01757497295
37,3200,2013,0.00380367536
37,1701,2013,0.00599271238
37,5002,2013,0.00160585817
10,101,2014,0.08092723125
11,103,2014,0.34146735038
9,100,2017,0.04430649982
10,200,2017,0.01070943862
,33,2002,0.00664462611
37,600,2010,0.00667136558
37,4600,2010,0.00641001279
37,1300,2010,0.00187518158
37,905,2010,0.00876415695
37,4100,2010,0.00032482421
41,1309,2010,0.02313521471
41,1313,2010,0.07680294495
28,1500,2010,0.00000000000
30,200,2011,0.02271526677
11,103,2013,0.40934326575
40,800,2014,0.00000000000
32,403,2015,0.04290272874
32,402,2015,0.02159873472
18,102,2015,0.01212830822
18,2200,2015,0.00188694725
37,3900,2016,0.00556902182
37,5003,2016,0.00120992136
37,4400,2016,0.00317214554
37,3103,2016,0.02162479009
37,1302,2016,0.05472163600
37,4300,2016,0.00000000000
18,900,2014,0.00077482606
18,2304,2014,0.01970929537
18,3000,2014,0.00312573594
18,1600,2014,0.00412361581
18,1002,2014,0.00299629108
32,200,2014,0.00047970978
32,300,2014,0.08123256996
,42,2002,0.05221807940
25,2300,2009,0.03770145817
25,100,2009,0.00781360130
25,4000,2009,0.06062875767
26,2302,2009,0.00580112823
49,100,2007,0.01776971209
49,700,2007,0.00727093997
49,505,2007,0.02624845841
23,500,2008,0.01083473460
23,100,2008,0.00753113932
13,200,2007,0.00495260012
13,2200,2007,0.00000000000
13,4300,2007,0.00871782072
13,2100,2007,0.00499395264
13,1503,2007,0.00406190341
1,1600,2018,0.00380983630
1,2200,2018,0.00669672753
4,900,2018,0.00332319654
4,300,2018,0.00819220004
4,126,2018,0.00908039510
4,125,2018,0.04520716929
17,3408,2011,0.15616621984
17,3403,2011,0.03806352704
17,1300,2011,0.03605741845
18,2600,2011,0.00635360331
18,3700,2011,0.02050183018
18,1700,2011,0.00915465070
18,2301,2011,0.01277220878
28,900,2005,0.02064926288
28,1800,2005,0.01025568316
28,1600,2005,0.02042262432
29,500,2005,0.00015200234
29,1702,2005,0.02368403930
29,1703,2005,0.08003859219
45,900,2006,0.00292618179
45,201,2006,0.00754449767
45,800,2006,0.00289225189
46,600,2006,0.00708081727
47,2300,2006,0.00057225118
47,2000,2006,0.00000000000
47,2400,2006,0.00371027980
54,600,2007,0.00785724428
1,1900,2008,0.00727677986
1,200,2008,0.00592131290
1,2200,2008,0.01027983335
38,300,2008,0.00356906321
45,600,2008,0.00214804164
45,1100,2008,0.05283447493
9,2400,2009,0.13983169474
10,103,2009,0.03724177090
10,102,2009,0.04222222222
11,104,2009,0.46664029810
4,700,2010,0.01981542194
4,121,2010,0.00611770864
4,118,2010,0.02367774805
5,1600,2010,0.00464519554
5,1500,2010,0.00166063303
17,3404,2005,0.07457640033
17,3401,2005,0.03431247849
17,3302,2005,0.02638354908
5,1800,2013,0.00329781837
39,1500,2013,0.01595045077
39,5700,2013,0.00524789978
39,1000,2013,0.00599682748
39,700,2013,0.00548261434
39,4200,2013,0.00327439424
39,906,2013,0.08809242207
39,4601,2013,0.00961083977
40,1204,2013,0.00801725594
40,1001,2013,0.01207431572
37,3101,2018,0.04938004516
37,1803,2018,0.00183483409
37,1201,2018,0.02968678962
37,1701,2018,0.00815871601
37,3107,2018,0.01228415484
27,1602,2005,0.02687717473
37,4100,2006,0.00000000000
37,2802,2006,0.02508389419
37,3000,2006,0.00458075878
44,600,2009,0.02092457421
18,1500,2009,0.00430246316
19,1600,2009,0.03546916978
19,600,2009,0.00231774375
20,1000,2009,0.00000000000
20,1600,2009,0.00000000000
1,2702,2013,0.00471708273
1,2300,2013,0.00468816292
1,1500,2013,0.00497278839
54,1100,2013,0.00035322376
8,1002,2015,0.00739008186
8,4105,2015,0.00574988981
19,2000,2015,0.00175006087
19,1600,2015,0.00017017656
5,1600,2018,0.00621959092
5,500,2018,0.01236296615
5,900,2018,0.00518706774
56,400,2017,0.00717958134
54,1300,2017,0.00000000000
37,1800,2007,0.03137498991
37,1602,2007,0.00343002744
37,2200,2007,0.00415435870
37,4400,2007,0.00071618417
37,600,2007,0.00100430634
37,3400,2007,0.00846793163
1,1100,2009,0.00000000000
24,1500,2006,0.02097032348
24,501,2006,0.00922295339
45,800,2012,0.00355732879
19,100,2014,0.00000000000
41,800,2013,0.00765886288
41,705,2013,0.00607524696
41,1305,2013,0.12732542260
41,1000,2013,0.00306707202
28,1200,2014,0.00000000000
8,4103,2014,0.01455817628
8,817,2014,0.02127626652
8,815,2014,0.07054519065
34,1302,2018,0.26186034884
34,1600,2018,0.01926671651
34,800,2018,0.02739357493
1,400,2006,0.00029982610
1,2100,2006,0.00036105885
34,1103,2009,0.06788311854
27,1409,2013,0.03315742625
27,1000,2015,0.00499762724
27,1900,2015,0.00797632638
27,1407,2015,0.14913880899
5,400,2016,0.00252314539
8,300,2018,0.00605010397
8,820,2018,0.06110323516
13,1600,2006,0.00299530998
13,700,2006,0.00738537988
13,2400,2006,0.00000000000
53,1802,2010,0.20661351238
53,1804,2010,0.18619555028
53,1005,2010,0.01084530618
24,602,2008,0.01683065327
24,902,2008,0.05703460188
25,1100,2008,0.07544806321
27,1203,2008,0.02128449960
27,1406,2008,0.06183220060
29,800,2008,0.00510131318
29,1004,2008,0.02464690113
29,2700,2008,0.00109709947
9,1900,2010,0.04271794541
27,1102,2014,0.01698387523
27,1304,2014,0.14237997314
27,1407,2014,0.12430776482
29,2800,2014,0.00099359682
16,400,2005,0.00786841847
25,3900,2007,0.09945423070
25,1300,2007,0.06453522795
25,3000,2007,0.18612211021
18,1002,2012,0.00000000000
18,1003,2012,0.00064468420
18,2306,2012,0.01503800291
19,2000,2012,0.00683194370
19,1700,2012,0.02400510069
19,1500,2012,0.01255783901
20,200,2012,0.00199616630
50,300,2012,0.01922573694
15,302,2013,0.03970956756
29,2001,2015,0.00674852206
29,1500,2015,0.00607246925
29,2700,2015,0.01014074222
29,2602,2015,0.01295757494
29,1005,2016,0.00991542724
29,1805,2016,0.05358649091
29,1702,2016,0.00000000000
29,2800,2016,0.00417698592
30,700,2016,0.00342167836
31,902,2016,0.00555128964
22,2500,2016,0.00980410748
22,1500,2016,0.00831477776
23,900,2016,0.00419584385
44,101,2016,0.00670019272
29,1004,2009,0.00739942959
,19,2000,0.00568736889
,56,2002,0.01762360015
9,600,2007,0.01632838659
9,700,2007,0.01322375541
11,101,2007,0.29170967205
11,105,2007,0.37760404328
16,500,2013,0.00000000000
,33000,2003,0.00447490187
16,100,2006,0.00832063626
16,200,2006,0.00395606339
32,509,2006,0.10443264955
29,1600,2012,0.00304493453
29,1004,2012,0.00760449373
29,1200,2012,0.00053583941
29,1701,2012,0.00133669984
29,1803,2012,0.05848016902
40,701,2012,0.00711679564
40,800,2012,0.00386023953
40,1004,2012,0.00178832710
5,500,2015,0.00351562500
32,200,2009,0.05272127379
32,509,2009,0.05184257042
32,501,2009,0.01365854498
31,901,2006,0.00140540130
31,701,2006,0.00347611139
,1,2001,0.00545357786
32,300,2018,0.04883859440
32,102,2018,0.00000000000
33,100,2018,0.00604204325
33,600,2018,0.00571517639
9,300,2006,0.01887856794
11,105,2006,0.35840895865
29,1705,2007,0.02481973985
29,2000,2007,0.00575128871
29,1701,2007,0.05160280029
31,200,2007,0.00000000000
20,200,2008,0.00000000000
20,1000,2008,0.00307698188
20,601,2008,0.00167852196
,2,2000,0.02585692360
47,1300,2012,0.00111444492
47,3205,2012,0.00000000000
47,1200,2012,0.00506559709
29,1701,2017,0.00000000000
29,1808,2017,0.00198946585
29,1001,2017,0.04020835443
51,502,2007,0.06286626631
51,1500,2007,0.00541917685
51,600,2007,0.01610297390
51,900,2007,0.02735026495
1,1400,2005,0.00451200991
2,200,2005,0.00404971862
46,500,2010,0.00199568281
40,1400,2009,0.00228342584
20,800,2007,0.00952358529
20,1100,2007,0.00494666873
20,601,2007,0.00161640531
31,902,2011,0.00107004907
31,903,2011,0.01127334748
8,1002,2017,0.00790312583
8,807,2017,0.04378095667
8,4106,2017,0.00000000000
8,4104,2017,0.01504283383
40,602,2017,0.00182845355
40,1203,2017,0.00413276747
41,1321,2017,0.03752428829
49,506,2005,0.02951699463
47,802,2009,0.00165074283
47,1100,2009,0.00340178386
47,2100,2009,0.00476309852
,21,2001,0.01061325891
,22,2001,0.02323736027
4,206,2011,0.00343330008
4,106,2011,0.01522357840
4,201,2011,0.03420235878
5,400,2011,0.00543490171
5,300,2011,0.00129310345
5,700,2011,0.00000000000
25,100,2015,0.01194058518
25,3602,2015,0.11727714749
25,1400,2015,0.05878621608
21,900,2016,0.00641328762
21,100,2016,0.00505271628
54,1200,2011,0.00000000000
54,600,2011,0.00301725445
31,802,2014,0.02049394985
19,1600,2011,0.05194338066
15,302,2011,0.04635761589
5,100,2017,0.00203650217
47,3208,2016,0.02595992498
47,1700,2016,0.00000000000
29,1300,2019,0.00000000000
29,500,2019,0.00312193505
29,2300,2019,0.00261450566
31,500,2019,0.00163791951
31,902,2019,0.00417437974
32,411,2019,0.01581621383
41,1314,2019,0.12577389641
42,3202,2019,0.14072703876
42,2401,2019,0.01721793160
42,801,2019,0.00091686092
42,3403,2019,0.03090183140
12,6901,2019,0.00000000000
12,3105,2019,0.00511397778
12,11704,2019,0.00655557224
12,1107,2019,0.07425341498
12,10303,2019,0.00000000000
12,10302,2019,0.00864228217
9,905,2019,0.13323989871
11,102,2019,0.42214015177
41,1319,2019,0.02160956525
12,7104,2019,0.01666666667
12,3101,2019,0.00681219369
9,906,2019,0.00583851358
13,4005,2019,0.01006223463
13,1500,2019,0.00045974155
13,1900,2019,0.00149281295
13,3700,2019,0.00040678217
44,104,2019,0.04791762815
45,502,2019,0.00395487724
45,1600,2019,0.00000000000
45,501,2019,0.00700214467
17,3524,2019,0.30680761795
17,3529,2019,0.31419853491
17,2200,2019,0.00199551396
17,600,2019,0.00000000000
17,3700,2019,0.02624079544
51,51010,2019,0.00569944108
51,51206,2019,0.00417946402
51,55002,2019,0.00572206615
53,10100,2019,0.01909084965
47,2504,2019,0.00333594446
47,400,2019,0.00016836151
47,2700,2019,0.00075556343
48,4302,2019,0.00307727161
48,6500,2019,0.00300904630
48,600,2019,0.00096856209
48,2312,2019,0.01601039241
48,3900,2019,0.00553828612
48,4636,2019,0.01798397205
48,2700,2019,0.00226891728
48,1000,2019,0.00000000000
48,1901,2019,0.03643670819
48,2310,2019,0.02924743050
48,2003,2019,0.00211057928
48,2302,2019,0.06094264718
48,5902,2019,0.06457785219
48,3306,2019,0.00984225199
48,5202,2019,0.00341242121
48,4622,2019,0.00362926222
48,2301,2019,0.02260442260
48,2506,2019,0.00949000849
48,4614,2019,0.08315945346
18,103,2019,0.03494749515
18,401,2019,0.02382688592
18,3500,2019,0.00282959259
19,1500,2019,0.00000000000
49,49004,2019,0.01238300340
49,35009,2019,0.02430872075
49,35003,2019,0.02959163891
50,300,2019,0.00466694951
34,1302,2019,0.32726997693
34,702,2019,0.50125282946
34,1403,2019,0.17586912065
36,2002,2019,0.01181933305
36,4010,2019,0.66682705740
36,4107,2019,0.69998181047
36,4105,2019,0.33963806310
36,4001,2019,0.64411961067
36,4003,2019,0.65173702850
36,4101,2019,0.67570047137
36,3307,2019,0.07419449175
22,2402,2019,0.02926223210
22,1200,2019,0.00760518387
23,400,2019,0.00000000000
24,804,2019,0.15291666019
24,100,2019,0.01377287192
24,1102,2019,0.09218547158
6,8512,2019,0.02418981893
6,3735,2019,0.08240802676
6,5907,2019,0.02749375627
6,6509,2019,0.01014952871
6,7901,2019,0.02531022863
6,1305,2019,0.10279598950
6,7301,2019,0.02383777878
6,3702,2019,0.02398507790
6,9502,2019,0.02713751752
6,108,2019,0.12535257757
6,6507,2019,0.01990517019
6,2904,2019,0.00989945061
6,6704,2019,0.03179208593
6,3748,2019,0.02454318240
6,7114,2019,0.01424602281
55,300,2019,0.00151188894
55,1500,2019,0.00532431776
55,41001,2019,0.06275889715
55,102,2019,0.02408201099
56,100,2019,0.00945742276
25,504,2019,0.05695423520
25,2400,2019,0.04699584507
26,802,2019,0.01035118655
26,3002,2019,0.00038047918
26,3005,2019,0.00147403488
39,5600,2019,0.00000000000
39,5506,2019,0.00871067333
39,1700,2019,0.00279203498
39,3400,2019,0.00000000000
39,1600,2019,0.00828299469
37,1208,2019,0.00000000000
37,100,2019,0.00369047619
37,4600,2019,0.00519963176
37,2100,2019,0.00327303442
1,1700,2019,0.00229538448
2,300,2019,0.02101935896
4,900,2019,0.00647194725
4,205,2019,0.00031315240
4,122,2019,0.05943091690
4,132,2019,0.00000000000
4,108,2019,0.02740890429
4,125,2019,0.06543083513
4,105,2019,0.00430681153
27,1410,2019,0.07653829928
5,200,2019,0.00841522244
51,51206,2020,0.00406646568
51,55002,2020,0.00000000000
51,51010,2020,0.01303136813
53,10100,2020,0.00457554165
17,3524,2020,0.16655598872
17,2200,2020,0.00158619685
17,3700,2020,0.00306884896
17,3529,2020,0.22402757262
17,600,2020,0.00161550889
9,905,2020,0.04532476290
9,906,2020,0.00632080118
11,102,2020,0.18929298412
12,3105,2020,0.00000000000
12,11704,2020,0.00284807657
12,3101,2020,0.01745331193
27,1410,2020,0.07114042305
12,10303,2020,0.00074719801
12,6901,2020,0.00000000000
12,1107,2020,0.05590449088
12,10302,2020,0.00799756419
12,7104,2020,0.01396250808
48,4614,2020,0.04539525624
48,4302,2020,0.00032153733
48,2301,2020,0.00815355206
48,600,2020,0.00000000000
48,2700,2020,0.00482510860
48,5902,2020,0.02108244685
48,3900,2020,0.00000000000
48,1901,2020,0.01742637547
48,5202,2020,0.00000000000
48,2003,2020,0.00000000000
48,4636,2020,0.01755422399
48,2312,2020,0.03398600299
48,4622,2020,0.00000000000
48,2302,2020,0.03825494840
48,2506,2020,0.00000000000
48,1000,2020,0.00000000000
48,6500,2020,0.00251182367
49,35003,2020,0.00968920027
49,35009,2020,0.00888181243
49,49004,2020,0.00457648736
48,2310,2020,0.01554637064
48,3306,2020,0.00855028413
50,300,2020,0.00038555456
1,1700,2020,0.00000000000
2,300,2020,0.01511697066
4,900,2020,0.00000000000
4,205,2020,0.00000000000
4,122,2020,0.06480823121
4,132,2020,0.00430478684
4,125,2020,0.02069886948
4,108,2020,0.01773659828
4,105,2020,0.00128497658
5,200,2020,0.00673117037
6,6704,2020,0.02692087843
6,7901,2020,0.00789059635
6,108,2020,0.03773904214
6,3702,2020,0.02429127043
6,7301,2020,0.01821240366
6,8512,2020,0.02876685963
6,5907,2020,0.01911821175
6,3748,2020,0.01260472583
6,3735,2020,0.04257854391
6,9502,2020,0.01490666344
6,6509,2020,0.00667637167
6,6507,2020,0.00157559812
6,1305,2020,0.02165348670
6,7114,2020,0.00851658028
6,2904,2020,0.00579824535
18,401,2020,0.02684467155
18,3500,2020,0.00000000000
18,103,2020,0.01017201606
24,1102,2020,0.05685113209
24,100,2020,0.00524989500
25,504,2020,0.03395784543
25,2400,2020,0.02822700665
26,3005,2020,0.01396877568
26,802,2020,0.00498024064
26,3002,2020,0.00000000000
41,1314,2020,0.05895547029
41,1319,2020,0.02104264345
42,3403,2020,0.00455190846
42,2401,2020,0.00647513490
42,801,2020,0.00000000000
42,3202,2020,0.12513373145
55,41001,2020,0.02362856864
55,300,2020,0.00149760263
55,1500,2020,0.00488562302
55,102,2020,0.00822602267
56,100,2020,0.00493756553
13,1500,2020,0.00314586623
13,1900,2020,0.00000000000
13,3700,2020,0.00000000000
13,4005,2020,0.01126966218
36,4105,2020,0.25095115781
36,4101,2020,0.46476442442
36,4001,2020,0.36125278929
36,4107,2020,0.55459453401
36,4003,2020,0.42972652748
36,4010,2020,0.56008205857
36,3307,2020,0.06930552743
36,2002,2020,0.01299029519
37,100,2020,0.00454830037
37,2100,2020,0.00158305776
37,4600,2020,0.00000000000
37,1208,2020,0.00000000000
19,1500,2020,0.00311210980
29,500,2020,0.02241886109
29,1300,2020,0.00136529828
29,2300,2020,0.00278947809
31,500,2020,0.00000000000
31,902,2020,0.00000000000
32,411,2020,0.00488403516
39,3400,2020,0.00000000000
39,5600,2020,0.00000000000
39,1700,2020,0.00162028598
39,1600,2020,0.01091230830
39,5506,2020,0.00032866807
34,702,2020,0.25071748820
34,1403,2020,0.09940207783
34,1302,2020,0.22618209392
44,104,2020,0.01565442368
45,1600,2020,0.00000000000
45,502,2020,0.00440528634
45,501,2020,0.00622784642
47,400,2020,0.00103780418
47,2700,2020,0.00000000000
47,2504,2020,0.00179284369
22,2402,2020,0.02541607310
22,1200,2020,0.00151120375
23,400,2020,0.00000000000
24,804,2020,0.08535414349
,55,2000,0.01458117515
51,900,2006,0.03020677962
53,500,2006,0.03724418323
17,3414,2006,0.13558029587
17,1000,2006,0.00355138244
17,3303,2006,0.02387543253
17,3103,2006,0.04885040940
17,3507,2006,0.33541655491
17,3406,2006,0.07762072624
18,2700,2006,0.00265120389
19,1800,2006,0.00104217229
19,300,2007,0.00079112056
39,4000,2010,0.04893970060
39,901,2010,0.00363938858
39,601,2010,0.01915869058
12,2502,2010,0.00592613496
12,1802,2010,0.00232358544
12,4017,2010,0.03647466332
12,2404,2010,0.00682458294
12,1103,2010,0.00692423291
12,3612,2010,0.01117786166
12,4001,2010,0.04865164844
36,4301,2007,0.11078848671
36,4114,2007,0.38040242620
36,2800,2007,0.00264971802
36,3201,2007,0.02683998878
36,3302,2007,0.04705902730
36,4015,2007,0.63465531089
36,1001,2007,0.01390832905
36,4014,2007,0.43435589308
8,802,2008,0.02469010951
9,900,2008,0.00887867875
39,2400,2012,0.00627913614
39,400,2012,0.00754766300
25,505,2013,0.16104321644
25,3305,2013,0.29056260784
26,200,2013,0.01306785231
26,2500,2013,0.00423361721
6,9702,2014,0.02015943836
6,7502,2014,0.27325298361
6,7107,2014,0.03632694248
6,6709,2014,0.04367101415
6,3701,2014,0.01095932113
35,700,2014,0.00790009502
36,3703,2014,0.41172670899
21,800,2011,0.00302917726
12,1701,2016,0.00153451514
12,1106,2016,0.02476613426
48,1902,2017,0.01524188204
48,2509,2017,0.00707462329
22,1500,2013,0.00800280390
36,2203,2013,0.01734733214
36,3707,2013,0.64819128660
36,3207,2013,0.10071785216
12,8608,2015,0.01651245798
49,35001,2017,0.03385855070
6,8110,2007,0.07612905148
6,1403,2007,0.02807276757
6,1902,2007,0.01009136992
34,1404,2008,0.21802169329
55,1001,2012,0.00283668155
48,5916,2012,0.01705898427
6,5303,2013,0.00175079671
17,3206,2006,0.03130636681
17,3512,2006,0.16370506995
18,2800,2006,0.00000000000
39,1800,2010,0.00368447496
12,2602,2010,0.02000264644
12,1502,2010,0.00327814117
36,4103,2007,0.39160970834
36,4003,2007,0.67934012115
9,800,2008,0.11785287014
39,4105,2012,0.05489323843
39,4700,2012,0.00167069347
39,5502,2012,0.01639439567
25,2800,2013,0.09965471310
26,2906,2013,0.00080477057
6,300,2014,0.00732965216
6,3762,2014,0.03429299658
6,5907,2014,0.02778569555
6,7901,2014,0.01113752122
6,3707,2014,0.05356423681
6,1700,2014,0.01318395886
6,4101,2014,0.06867298058
6,3760,2014,0.00797120419
6,3733,2014,0.26456495526
6,3730,2014,0.08895539196
6,3709,2014,0.01676258494
34,2001,2014,0.03221470216
34,1904,2014,0.07945455628
35,100,2014,0.00532633349
36,3808,2014,0.46769263767
36,1203,2014,0.00000000000
36,2100,2014,0.03356745990
36,3102,2014,0.16119660258
36,3206,2014,0.17652230242
21,1704,2011,0.01690615400
22,400,2011,0.01275034111
22,800,2011,0.00166124106
22,1502,2011,0.00772047251
34,1301,2015,0.25425033682
21,100,2015,0.01144342671
21,1400,2015,0.00506412987
21,800,2015,0.00516681812
21,600,2015,0.00391948908
22,300,2015,0.00047235216
22,2402,2015,0.06428453812
12,10900,2016,0.00195318587
12,10304,2016,0.01363848669
12,10504,2016,0.02023850476
12,10308,2016,0.02828815718
12,1113,2016,0.02075820915
48,1600,2017,0.00000000000
48,4625,2017,0.01011479112
48,5301,2017,0.00398126763
48,4607,2017,0.02317750016
48,5203,2017,0.02004473503
48,4301,2017,0.00707579529
34,1204,2013,0.01057906459
36,1205,2013,0.10784111107
36,4108,2013,0.59777091907
36,3106,2013,0.25458087020
42,3004,2015,0.03445460483
42,3702,2015,0.00623435194
42,1900,2015,0.00595091723
42,1702,2015,0.17179994903
12,1101,2015,0.01830022794
12,9908,2015,0.00989389160
51,51155,2017,0.02088107970
36,2800,2006,0.00711945240
36,4112,2006,0.53072062601
36,3804,2006,0.75027438683
36,2900,2006,0.01443044144
36,1900,2006,0.00996645279
36,700,2006,0.05988750626
6,8116,2007,0.03393562182
6,6701,2007,0.02342098684
6,5100,2007,0.04488016465
39,3700,2005,0.00258226165
40,400,2005,0.00424686217
42,1801,2005,0.02755899905
28,2100,2008,0.00193040029
34,303,2008,0.22520800385
23,900,2015,0.00982016407
53,11402,2016,0.00431293674
24,1400,2011,0.00138231986
24,507,2011,0.03900833134
25,1900,2011,0.06323711705
39,1900,2009,0.00145819017
39,201,2009,0.00322017979
39,1000,2009,0.00721288702
34,1502,2010,0.02295550116
6,3711,2012,0.02379209370
6,3300,2012,0.01410910585
6,7702,2012,0.01124975243
6,5917,2012,0.07892049599
6,5303,2012,0.01095479929
55,40101,2012,0.06088496116
33,400,2013,0.00148286089
12,5702,2014,0.01612959334
48,4607,2012,0.04443716288
6,701,2013,0.00964056629
6,300,2013,0.02435792173
6,8702,2013,0.01673301508
6,2904,2013,0.00154870262
6,3727,2013,0.02737353160
1,900,2015,0.00308133791
36,3703,2007,0.33596905076
25,3500,2013,0.09275351368
6,1306,2014,0.12143296322
6,5905,2014,0.01314398085
6,10702,2014,0.00048617019
6,3739,2014,0.03215667649
6,2903,2014,0.01231958670
36,3104,2014,0.23680649526
21,600,2011,0.00251822748
21,1701,2011,0.11457412970
22,1501,2011,0.04210350445
34,1302,2015,0.27860096485
20,1301,2015,0.00496299413
22,2500,2015,0.02363067604
12,10302,2016,0.00752302304
12,11300,2016,0.00068963615
12,5701,2016,0.04683141298
12,9509,2016,0.01204403194
48,3801,2017,0.00749497919
48,3802,2017,0.01150635482
35,700,2013,0.00968059360
36,402,2013,0.01658161421
36,100,2013,0.00186228302
36,4109,2013,0.70981400484
36,4114,2013,0.42230829551
42,1803,2015,0.05107125062
12,10304,2015,0.01183431953
12,11101,2015,0.00787768610
12,9905,2015,0.02907933220
49,35009,2017,0.01614983458
51,51246,2017,0.05853932755
36,2000,2006,0.00662824816
36,4006,2006,0.69064490596
36,4114,2006,0.37542337776
36,4312,2006,0.05195289902
36,3303,2006,0.05235856422
36,2601,2006,0.00485563167
36,3903,2006,0.38689923420
6,1402,2007,0.02567292225
6,5300,2007,0.12099478980
6,900,2007,0.04109227624
6,3600,2007,0.00875382535
6,100,2007,0.00686064617
6,5414,2007,0.31860485968
6,8114,2007,0.03162717791
39,3600,2005,0.00881601541
39,4404,2005,0.01214844400
39,2400,2005,0.00414812580
42,700,2005,0.03534841189
42,1802,2005,0.04282820276
42,1300,2005,0.03014467427
42,3402,2005,0.00070242728
42,1804,2005,0.08087567222
42,4301,2005,0.01849167874
42,2202,2005,0.00458116737
42,3600,2005,0.08180876769
