Fips_Txt,True_Fips,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
27009,27009,1259098,1259253,1392620,1542057,1530537,1532307,1497821,1476478,1387414,1416412,1430672,1457286,1453349,1504710,1556238,1658443,1754200,1695615,1678669,1643765,1720011
27011,27011,143613,163177,149810,169523,170499,172186,160459,191974,202874,183667,171809,219896,210995,193270,211706,199707,197893,185086,182759,206423,215985
27013,27013,2654923,2818148,2784095,2965745,3107175,3320174,3280975,3233643,3173566,3296325,3406739,3617122,3704227,3803347,3872632,3819378,3773940,3720800,3782006,3706641,3663156
27015,27015,1174505,1152950,1159311,1249645,1253542,1302889,1268174,1368734,1284656,1235306,1202555,1217006,1236398,1275972,1311994,1422978,1440342,1478409,1389980,1283076,1326100
27017,27017,1090484,1111360,1099712,1143237,1130282,1087521,1135088,1158956,1133976,1141271,1130695,1077436,1084230,1052391,1089468,1134923,1185637,1180255,1194893,1199765,1249080
27019,27019,2793411,2964822,3140797,3345053,3555726,3751372,3860130,3993620,3673363,3964201,4155396,4284774,4382461,4642343,4801113,4724332,4945366,5107462,5149636,5039942,5427398
27021,27021,769828,801273,826770,802766,803124,771464,798145,761931,763497,839357,813425,803139,797347,783541,857754,873329,901889,929373,918642,900162,1189210
27023,27023,473460,535553,496343,486126,566979,572316,534131,548310,559768,548365,555842,595742,573990,525430,552749,522540,536455,527887,558064,542529,582183
27025,27025,1197386,1261709,1301239,1379390,1433879,1379446,1377650,1358182,1269632,1316863,1341397,1203123,1333059,1323628,1330769,1372173,1409590,1455703,1503981,1464753,1578871
27027,27027,1400502,1409863,1523998,1454915,1493864,1575644,1552225,1660594,1576706,1662621,1671175,1793722,1810785,1743637,1853945,1824043,1798455,1820834,1871512,1837948,1894378
27029,27029,189093,222743,205870,219863,218375,211159,195692,183137,171854,226866,248325,236397,267365,349940,288312,316692,277132,262649,259660,251247,308404
27031,27031,247142,290746,281143,320307,300375,295356,287667,278973,269451,301532,296007,288366,296013,278101,283571,260470,233147,257418,237773,246799,234308
27033,27033,431016,501165,457075,499222,501164,525262,510458,554191,552324,550686,569687,567082,550385,556542,573229,584892,635426,649835,596388,657912,638968
27035,27035,2182193,2247096,2254098,2380791,2462862,2361649,2379108,2309150,2307839,2419495,2392584,2447124,2433449,2596942,2651201,2624740,2471107,2482655,2555954,2473980,2583702
27037,27037,16334825,17114586,18438281,20070017,21011522,20482780,20408855,20157121,19532671,19919797,21320246,22045545,22817718,24573127,24307898,24628101,24515307,26005057,25758686,24544727,25709004
27039,27039,486234,524031,496218,570543,573669,605467,584941,604177,549955,607848,684159,710151,719840,614756,648221,673534,683252,707138,723849,682700,744595
27041,27041,1252915,1334640,1349736,1462545,1469377,1493823,1510216,1704159,1705440,1781415,1800422,1907389,1889741,1740538,1821669,1868694,1799971,1789127,1833735,1806881,1908854
27043,27043,482548,547699,530585,567786,579552,591146,612757,590352,596766,553368,579019,595482,601567,525702,497179,473097,428116,423307,452464,486904,527751
27045,27045,568686,615099,567317,619703,616748,621950,630889,642519,595740,617798,675133,677315,681236,686536,711242,644416,654959,602948,577214,609959,608049
27047,27047,977229,1025360,1026884,1075221,1095280,1121629,1119574,1111434,1074860,1132871,1194154,1191326,1257955,1161213,1153047,1134816,1155306,1117056,1162013,1158976,1243606
27049,27049,2299143,2364975,2871235,2662627,2553242,2466390,2306400,2366165,2311909,2455400,2571213,2545098,2714734,2678537,2666391,2682202,2740746,2716877,2663247,2601998,2714893
27051,27051,241117,245379,213439,239417,238314,236369,235088,272296,258233,262834,254135,323431,328451,269675,305733,271298,254204,253552,260210,265868,269872
27053,27053,93227957,92927240,96615780,101215531,105126514,104458639,107309460,106585692,101257468,104169182,106850548,109365228,111985522,115782783,117751854,119636522,121761895,125457219,127307475,121855895,129831191
27055,27055,414533,429104,449618,473187,469560,483298,459192,474004,461227,496116,492023,516840,492261,521504,500140,519212,535503,521663,528860,538659,540135
27057,27057,537923,596130,649852,894817,824970,654919,571176,548291,511830,518484,528833,557079,562303,544729,539669,565043,589970,614454,711357,685602,705274
27059,27059,796323,853454,872618,902676,982574,990621,989301,979523,957361,999460,1036947,957960,976493,972186,976554,1016712,1014115,1033862,1061148,1037617,1092533
27061,27061,1785838,1806837,1755966,1785744,1782355,1774988,1746167,1775052,1637754,1931488,2069424,2046794,2114176,2004541,1887649,1963601,1911777,2012835,1971596,1808824,1974270
27063,27063,353670,384790,430145,538435,635793,565353,496665,566378,618996,608987,630217,666999,653422,641124,627604,621867,637183,651975,670876,635428,624376
27065,27065,344140,352668,340446,374258,334226,349906,324368,312186,305941,317933,320982,321245,364721,378509,375237,393585,364798,373905,391632,381943,400586
27067,27067,1604099,1619903,1655976,1775321,1850207,1894182,1850411,1951396,1919597,1946821,2018531,2104256,2092728,2077441,2242567,2212282,2186235,2178791,2146987,2071606,2094970
27069,27069,152109,161405,259510,154768,145227,167967,190539,253241,139058,184570,183306,232914,229686,180641,199348,172442,193139,180233,182013,218672,207920
27071,27071,545000,548951,559965,623998,577257,529645,532982,494698,496464,522650,512050,496292,458433,427676,476062,503074,490784,509002,499196,473473,477167
27073,27073,241652,266633,221261,266919,285567,285136,272732,282023,404015,358603,317540,364862,324777,255241,272655,219182,237123,224650,238968,265486,280485
27075,27075,514642,539324,529347,596607,628559,622133,586143,600355,541442,772495,788862,746922,737477,702361,501880,516165,550779,589286,589062,529252,564773
27077,27077,145743,166483,170233,159796,144490,153387,134298,126883,126815,135977,131876,133436,153227,164344,175596,177834,177235,184161,184250,175398,185065
27079,27079,744628,785365,778103,798299,790987,786062,761415,775722,726479,786333,817235,840634,843950,898219,841841,904420,938859,941634,914634,891991,886118
27081,27081,186116,154089,165659,172721,196591,207268,211446,228305,282547,291066,298053,308839,293875,275240,293768,261457,289126,289966,342033,353651,417768
27083,27083,1286869,1288676,1203817,1259707,1304805,1274888,1268593,1339363,1348813,1335918,1323996,1312000,1356510,1374098,1498527,1538855,1481752,1486025,1499202,1386387,1427631
27085,27085,1188961,1267513,1359169,1426135,1490446,1555043,1549439,1558805,1461745,1536758,1543409,1537134,1549554,1624805,1682041,1747870,1691395,1733309,1713418,1670130,1750658
27087,27087,147613,157161,165407,144199,154791,151201,148687,151827,136427,133252,144961,158399,160986,134902,154042,177069,149476,153810,160372,145192,176390
27089,27089,228219,241934,359568,214138,230302,255924,281600,395981,236934,286359,306349,382269,367859,278091,292320,309042,312363,304621,353330,372649,381240
27091,27091,828266,885136,915023,1021965,1102877,1152399,1032270,1059075,991270,1025623,1030625,1055429,1000596,1039756,986503,928466,1036732,1070325,1114531,984200,1065764
27093,27093,557142,603248,579411,651182,662953,681371,675777,705853,621961,691188,694831,701290,695719,736950,756042,747938,786367,856819,938457,908460,1033123
27095,27095,695435,720277,692893,715108,696900,687827,694807,667556,648735,668762,664760,701904,730782,730947,731144,762204,748932,765103,789469,751095,809442
27097,27097,851135,892834,912295,996469,1016652,1034870,1003167,1047576,1021062,1044708,1026019,1073261,1053160,1131241,1185434,1302080,1206076,1206880,1154510,1138860,1123279
27099,27099,1374629,1461925,1364865,1458424,1476302,1554032,1568565,1561642,1542544,1639178,1696925,1745462,1820825,1699812,1802500,1782211,1724299,1640822,1685962,1710761,1749276
27101,27101,304659,335907,300883,325334,363825,370526,374790,434903,487505,472428,486339,476818,497375,493056,566541,571150,502098,542038,594092,577041,521214
27103,27103,1066223,1077539,1086181,1169610,1206165,1314144,1254999,1343663,1200782,1327590,1284878,1295181,1297440,1348947,1344542,1324375,1448069,1529943,1477492,1425067,1496295
27105,27105,849026,904704,888567,950572,981105,997689,1025935,1078036,1111378,1088474,1119205,1111552,1096170,1170101,1200550,1213233,1245479,1276130,1256034,1265944,1236722
27107,27107,258320,219121,311010,208904,228186,264199,253235,304885,202150,234423,230650,255668,233845,163476,172926,206244,185778,202589,221498,217589,234376
27109,27109,6332670,6760789,7323170,7513066,7820707,8032188,8109339,8378770,8459198,8756389,8753482,8958502,9194897,9414820,9681213,9898046,10263497,10784174,11025383,10787175,11340877
27111,27111,1747196,1821474,1850059,1860907,1864382,1892484,1875668,2018303,1881986,1950581,2030261,2056404,2164945,2269211,2190151,2201356,2214652,2196019,2144902,2168617,2259352
27113,27113,598093,620861,672368,654247,700915,705973,719883,768658,707616,797137,833161,920926,1060090,1066432,1201041,1212403,1307110,1590223,1624938,1672475,1867249
27115,27115,608137,644220,630532,663209,634148,668505,676849,630234,658883,659809,658527,629404,665242,666538,649874,652271,630918,650167,678097,652660,700839
27117,27117,441487,393178,384524,442898,490137,500948,474893,518332,549485,573148,586447,569352,548109,651775,625555,653566,713949,734427,747268,686831,632322
27119,27119,905233,933235,1109755,939530,996046,1120971,1096310,1319714,1148796,1190225,1202684,1255784,1327354,1137251,1146666,1187118,1140694,1195874,1271728,1281084,1337483
27121,27121,291909,302920,334255,373387,396365,353832,353092,426305,384640,423850,441237,504233,528503,515109,513723,483231,503176,510496,516671,520036,561847
27123,27123,30897714,31615194,33633505,33915636,34781309,34317319,34373286,34196025,33034366,34194813,34857601,34375028,35226648,36377090,37599061,38064340,38072237,38623339,39076914,37157003,38197788
27125,27125,102200,100241,123486,93428,96807,102754,106126,125142,118382,111719,120795,133436,133612,116873,146234,153297,158146,168751,145004,147554,164640
27127,27127,618713,652236,607292,640688,665158,686663,682889,776651,827579,790434,735080,755528,748448,802495,843089,880376,764436,860216,852353,875399,874109
27129,27129,606664,776618,657347,668940,723404,756216,724985,795335,782307,744276,685049,741160,807476,761374,781854,741203,709472,764999,723839,772376,817480
27131,27131,1925484,2008775,2024570,2063417,2083106,2184397,2497992,2180301,2135716,2155232,2123497,2199541,2251679,2267576,2323315,2386392,2517321,2566568,2579739,2531934,2561810
27133,27133,397581,412383,348024,392889,425638,447301,435683,449279,451359,480217,509305,483883,505801,630803,660536,772556,781359,790906,736911,679405,631510
27135,27135,596642,601499,731530,644541,648487,649588,655615,780477,728713,804967,707107,796426,836160,897690,1273264,1355331,1286370,1065179,1011515,1078011,1194688
27137,27137,8563944,8954566,9049036,9633201,9874147,9697156,9354012,9436706,8916011,9915592,10407803,9880378,10125409,9935104,8822983,9149645,9048248,9625597,9793365,9295227,9642732
27139,27139,3951185,4072613,4326842,4697833,4855111,4784901,4638624,4738411,4347593,4473801,4940768,4982454,5105413,5300088,5413895,5806189,6139932,6573002,6463198,6204135,6574801
27141,27141,2626310,2695652,2750382,2938580,2868745,2993522,3043304,2932373,2862224,2928780,3074653,2777743,3010132,3212470,3110018,3149005,3213060,3184299,3161816,3009190,3188104
27143,27143,355184,434897,382872,396589,398586,406674,378389,409958,441246,448057,449339,456831,448731,448333,459241,416080,435049,418506,418123,428167,458071
27145,27145,6047765,6253840,6199209,6407553,6564714,6735059,6756273,6874287,6750740,6741415,7047733,7025980,7320183,7630433,7646294,7866917,7991716,8114800,8162798,8000881,8356632
27147,27147,1580184,1550168,1573209,1761607,1842832,1844748,1860335,1911181,1782536,1831807,1882550,1960471,2066205,2014418,2033540,2033423,2117886,2100879,2180053,2036359,2164608
27149,27149,528106,562568,546383,558005,526692,539599,567768,607520,511418,569017,567383,684371,651289,697990,614463,588753,622185,619370,618840,643015,626126
27151,27151,339617,371566,344316,378992,415406,435934,390181,441101,411148,444731,457391,506298,478553,504950,551172,515545,522951,508754,454995,464418,489630
27153,27153,495334,524277,552006,591598,611383,639920,628095,701490,676623,687673,699987,745895,731430,760537,751857,739179,792073,807543,848222,767382,771401
27155,27155,118581,130909,121822,123588,120092,134435,135043,154517,160505,161375,147896,240484,240676,177603,249449,275015,199667,198669,181962,240019,215449
27157,27157,557640,611658,737304,892219,763490,716310,659021,679601,610582,698625,703410,715762,704285,738626,715755,678284,725629,702207,705542,712350,697187
27159,27159,434718,470238,446709,460364,463272,457649,437664,436610,425551,420671,438078,449333,449850,447988,468931,485975,470483,495584,496325,500890,517882
27161,27161,602566,651965,620727,667057,698722,691367,734163,771080,743623,824155,833023,864315,894787,969797,1003464,868919,790596,742046,736774,782660,794222
27163,27163,7829367,7814600,8326670,8357096,8765738,8692404,8675773,9335977,10288920,9682721,8681782,8703429,9077812,9488192,9830432,10037371,10533659,10938925,11196740,10954408,12090159
27165,27165,432286,441426,413239,464380,459828,509352,466329,473146,480239,459021,468090,448424,431944,414342,406529,398628,433954,441074,463530,451213,472663
27167,27167,252563,266483,302597,246460,242485,280524,260585,308672,228033,291781,272894,339107,342371,262761,256405,286304,261795,262079,277926,258782,277744
27169,27169,1733844,1797966,1796546,1850819,1888724,1961396,1940047,2048889,2009387,2146439,2160680,2163206,2092638,2204575,2214928,2190045,2230930,2239674,2236850,2220551,2263085
27171,27171,2876339,3109486,3160455,3402855,3502271,3541855,3623677,3630382,3374201,3576621,3684698,3869116,3807312,3931813,4040422,4222675,4211894,4375059,4493398,4513826,4854370
27173,27173,413135,429181,392495,452924,486039,485623,484125,520684,519141,521186,533917,514570,522030,505480,635465,553386,485177,481327,494371,505182,518059
28001,28001,974564,1006668,935885,902993,913364,959100,913974,1084491,940531,885552,890155,923514,969326,934339,907047,890117,876541,880534,870059,830728,846255
28003,28003,912144,938579,967221,989291,997372,1036449,1001871,1029588,994492,1001317,1003957,1120731,1157591,1112607,1120669,1086222,1069836,1118592,1117379,1127958,1182364
28005,28005,191371,192558,189713,213821,214140,203065,177387,193662,179273,174383,157519,173908,191822,215693,212539,214681,226696,232485,225075,216464,220800
28007,28007,426200,543385,455927,435212,500291,489700,490641,507944,473111,480534,503442,481655,481827,513493,482889,471402,450646,428140,411162,447270,449883
28009,28009,98103,98462,107117,118933,152206,141711,160410,131846,126547,159335,218278,301650,300478,269519,279905,314983,303601,303087,226808,265383,229592
28011,28011,1078628,1005509,1126075,1058853,982558,1054224,1067083,906831,913847,946268,1009265,1060666,1135988,1018162,938467,975226,981434,954931,852228,856668,875784
28013,28013,280252,269508,279010,287800,292029,270185,258106,245170,233934,267481,308225,257432,276874,259865,256106,254927,242456,248439,245280,273898,261370
28015,28015,124443,113639,114096,117627,120078,115603,105523,113257,104298,108130,131438,125017,126097,114474,107489,105238,102537,106740,98436,95501,97754
28017,28017,459202,445171,467897,491356,504587,493241,439886,483131,465005,503340,500731,487677,474635,487881,465218,485391,493017,469925,488308,521623,475857
28019,28019,199586,343462,460879,475267,459379,462159,505166,463453,480219,539330,457833,492313,458057,518150,633710,663803,668139,710122,644571,632704,549336
28021,28021,630947,704223,736765,732551,676628,699312,609783,656937,715428,690986,772338,719600,784150,730935,738207,526549,580266,550176,677857,531941,636583
28023,28023,293960,295327,255830,269805,269100,289887,260154,273686,284510,291738,299636,337909,334091,316806,301524,287142,280318,287874,275130,268367,254500
28025,28025,659674,611092,616127,647245,622340,661778,625763,614866,553702,544876,583505,529819,512728,529247,482608,504957,506020,487510,499301,513785,497277
28027,28027,780014,718567,751875,739283,761290,754538,720289,665143,663177,690540,739370,636786,711094,653229,648211,661910,662115,638232,624410,608129,600328
28029,28029,527345,531689,558151,581663,601781,623000,606569,608951,570825,551963,587097,600411,640687,667790,654276,655053,653539,618410,621621,571171,620797
28031,28031,432655,432002,423397,462117,462067,464474,463518,491130,459071,423791,399582,439663,492521,537310,572527,545287,595153,603665,559014,558665,650430
28033,28033,3017218,3193484,3397120,3648513,4039552,4255039,4002573,4038361,3986365,4131686,4246184,4382724,4456402,4604228,4825453,5120150,5199543,5252415,5357214,5497268,5774897
28035,28035,2685777,2770982,2891719,2970530,3151382,3300369,3194848,3289882,3303674,3377796,3371487,3459811,3407200,3342804,3321313,3264165,3286511,3254491,3204799,3172342,3277458
28037,28037,129856,136156,137343,136721,143052,148538,129862,142162,154626,167282,169188,174322,164629,157968,161483,165114,164475,166606,170385,172122,171834
28039,28039,276251,303956,325882,320979,356827,349463,337362,408727,375526,350313,350241,371891,384426,449836,415336,397172,403376,412441,426853,441448,455626
28041,28041,137876,148036,159672,161382,165833,181839,161307,168799,166039,164244,159825,152933,160106,155234,154460,146878,145585,147537,139260,137758,138269
28043,28043,714540,745431,794784,826956,804505,840099,786629,748707,688079,836738,833960,817384,798306,793666,819705,826970,791628,833067,834209,817446,854677
28045,28045,1239236,1307735,1339144,1359747,1411949,1439189,2588472,1940671,1819681,1825223,1533022,1502260,1441802,1405535,1346166,1333245,1304290,1318191,1381616,1471193,1564707
28047,28047,7898908,8092598,8402300,8507127,8541769,8413657,9860530,9452717,8970586,8614757,8235558,8024483,7939989,7852004,7561424,7584033,7741259,7662966,7789240,7715888,8137581
28049,28049,12238404,12443306,12400102,12458394,12477757,12428469,11969942,12078630,11699649,11669801,11535820,11393305,11341866,11206517,11234831,11176808,11031134,10883045,10877275,10661146,10686753
28051,28051,258108,249412,280950,294320,311907,321522,317575,293718,283046,308036,335016,279814,314315,264550,261998,254229,252593,256590,244538,243213,244599
28053,28053,255443,220769,247429,256432,226469,234457,225273,208887,196962,213891,241214,155351,198065,154811,150303,159670,158750,154302,164090,172878,165152
28055,28055,37482,18984,37486,34175,43490,35442,43943,17312,18793,19522,27988,28058,30622,11472,11148,12914,12959,12118,18741,24370,17801
28057,28057,408336,407771,402042,401029,433524,436109,466244,438263,412692,416538,450190,497352,491663,526814,533856,534821,521184,520057,512266,543473,544227
28059,28059,5168855,4926660,5745422,5592154,6063625,6740779,8082701,7044746,6603293,6792531,6590938,7256840,5959452,7007965,6901194,7314353,7231687,6892502,6889426,7089912,7644424
28061,28061,358237,372245,387837,410852,382899,411986,407787,459811,481099,531925,497005,554980,562545,547172,572529,542500,576881,588672,568740,551968,535500
28063,28063,138692,149732,150673,156231,134904,143430,142154,136134,151548,139464,125450,127661,147131,131601,130389,127002,110555,108508,104628,105899,104598
28065,28065,211593,218980,218841,233009,219173,218211,203960,270165,239619,197240,182728,181360,197949,185887,195933,185925,191483,185554,173167,161886,164884
28067,28067,2091378,2099743,2168914,2230103,2341261,2579900,2659630,2957738,2682606,2568694,2428110,2585053,2632031,2700282,2723239,2533671,2507949,2481371,2407394,2268139,2349563
28069,28069,151070,160060,162234,167319,178956,178499,159443,602318,502988,368697,238972,273798,426854,409101,423271,444397,380925,332094,316518,286158,258715
28071,28071,1217163,1264420,1290981,1313086,1429198,1526421,1521775,1591120,1501370,1482957,1514231,1605638,1655980,1704921,1733273,1822330,1839655,1904111,1908768,1864085,1968855
28073,28073,1036606,1112521,1172314,1222325,1265454,1419463,1403961,1456651,1398691,1481873,1469907,1455209,1496909,1479797,1544186,1529949,1533684,1516180,1552803,1563488,1658858
28075,28075,2704378,2723178,2858820,2868436,2978641,3052480,2897999,3318412,3115730,2946673,2990313,2999289,2881142,2811347,2778283,2794568,2860031,2897953,2978145,3027316,3124167
28077,28077,291574,284749,308913,354710,342028,326418,311054,311070,321718,332232,295107,338447,353133,353845,365925,325740,335106,344769,315450,306438,310716
28079,28079,455278,455090,446165,494911,474775,457887,414414,503513,675414,604710,476163,410316,456827,515549,540145,511005,549495,573769,577759,511138,606642
28081,28081,3873329,3963159,4012254,4086455,4028868,3908151,3832573,4004724,3770382,3978152,4140816,4243210,4258561,4154642,4384473,4364248,4417686,4383154,4481884,4321935,4588900
28083,28083,1082465,1081911,1136970,1162922,1171587,1230890,1248055,1171691,1057779,1093184,1121183,1087032,1111450,1031844,1038857,1035558,1058312,1034507,1054871,1076416,1117463
28085,28085,937661,936580,948738,924048,934945,953316,896474,924761,907235,929581,957722,1038987,1045212,1027920,980058,1011595,1075531,1073505,1047676,1050686,1085466
28087,28087,2112385,2048180,2076370,2078482,2126867,2270108,2412455,2424331,2414394,2476052,2609033,2752629,2711247,2508219,2460868,2604800,2584832,2555720,2669854,2688644,2657919
28089,28089,2599820,2760950,3343592,3726242,4035689,4234613,4039754,4056009,3753397,4187105,4547858,4771922,5168956,5440470,5550949,5575239,5636200,5677149,5708562,5706886,6305185
28091,28091,520873,528770,542682,573958,571465,583349,563511,625274,643035,651010,610431,644404,693581,676763,688381,706281,761945,823047,801170,761177,791651
28093,28093,479506,484611,493349,512665,540738,526452,468154,501166,492238,525418,522581,517306,530371,512194,553535,536324,563106,591234,625439,687511,716922
28095,28095,945823,962652,988660,1001113,990393,990320,932246,875192,883748,879551,912652,910983,945403,947952,899231,900685,924599,916277,831520,824976,863238
28097,28097,194934,189864,196526,199875,201942,194539,172493,181739,181422,191043,210689,187813,195291,185863,184436,186721,180631,171023,168381,177202,173348
28099,28099,959609,1007982,1020251,1051031,1068375,1007441,933155,1022275,996760,1021642,950760,990986,949419,955441,930212,932926,963900,959407,965793,893329,967719
28101,28101,402117,400412,406851,445116,445962,419213,439430,555936,691079,486510,457949,451688,460233,480971,493855,478396,474336,482473,470463,463768,483316
28103,28103,260768,260384,264349,276927,268037,271671,246237,242686,235770,246317,239058,227582,263986,209638,207591,221403,220427,202986,210206,215973,226765
28105,28105,1220453,1247773,1229032,1253958,1335948,1369272,1376087,1448724,1453244,1432764,1464799,1465504,1483505,1478082,1466509,1562801,1552350,1567222,1569629,1586043,1602624
28107,28107,847429,818501,874496,873776,913213,956239,934867,969419,970639,998954,1049581,1105601,1053092,995372,1024328,1036161,1009145,987627,999447,968734,938830
28109,28109,828735,868814,948628,938579,1084621,1130899,1010505,1272096,1212714,1053031,1056224,1049364,926256,908408,900681,901382,913486,944450,1000808,996054,1019998
28111,28111,232612,241473,267978,318350,302759,304111,269976,254389,273947,284391,295591,285741,285127,271558,271524,275820,274250,278772,266228,276510,278203
28113,28113,1010421,1015642,1042026,1075020,1095187,1164550,1110173,1171650,1094335,1088622,1068125,1115929,1135201,1121715,1111294,1086649,1063107,1017123,1013341,1002007,1014420
28115,28115,670389,669540,688754,784377,797258,804250,735567,761623,700094,746291,751239,778307,798714,798817,848264,870180,800742,870305,871510,845357,874457
28117,28117,545889,546559,610372,619575,572956,556861,530388,541312,520202,549887,553237,531386,530445,528506,550549,538634,525673,531335,529632,528824,551337
28119,28119,182055,143992,165217,171702,177886,166189,153870,147775,134780,128659,166177,97886,134945,99039,98557,96841,86117,92433,85069,87763,87337
28121,28121,4338569,4419686,4680552,4934114,5171319,5359893,5355592,5725742,5648057,5649726,5785631,5878334,5924081,6164029,6249162,6151384,6047348,5982111,6000375,6089712,6351150
28123,28123,692937,716918,744413,789334,790739,871269,859187,946427,945665,945302,825125,912376,996591,1034606,1036120,995177,1098311,1071046,1080757,1025508,1121903
28125,28125,118782,97431,128721,119167,122561,107639,113696,79924,80086,80016,105940,106489,116963,81288,80159,79057,89070,84379,84264,93665,91671
28127,28127,505980,543341,532932,574951,558357,525336,496852,572431,596687,605444,506079,630780,635897,660766,633365,590249,603425,608768,584903,544510,597014
28129,28129,332386,379121,364846,380664,376332,341451,293601,324130,382935,394818,302964,343525,388619,421212,428077,421431,427340,434783,376353,344320,379311
28131,28131,228778,246877,276322,298259,310633,336968,321675,314926,292979,307688,317967,318929,316439,311273,309327,311289,308195,314915,328439,340803,352038
28133,28133,765843,709244,720501,700944,702959,708811,694500,635400,619922,609849,596573,623600,667183,602162,561651,642686,612721,602431,558151,608528,603450
28135,28135,213414,181513,217845,239017,252676,231657,252891,252098,260110,230843,288805,289187,298875,228310,230970,263160,257719,246302,244462,261971,244844
28137,28137,469023,473457,495087,499405,499208,482000,445116,459799,478203,487824,503040,465414,488488,450375,441444,441592,456932,454921,454190,451918,463507
28139,28139,526983,525852,540631,564960,572100,569625,534795,520471,471134,501620,507639,483474,499122,480754,483296,491759,548121,591307,578598,594711,587395
28141,28141,376060,394550,374266,394217,390361,400036,375258,395153,382730,415930,432912,438885,425530,393446,412526,416190,435476,472563,508046,520106,524483
28143,28143,1055103,1092346,1107872,1132920,1061769,1013932,1033305,977547,840474,797629,812962,744526,758825,653448,606226,598443,534497,482494,459959,442185,453565
28145,28145,634090,648106,635641,630811,637175,633428,631625,710302,638596,681283,755285,823364,844879,885528,1006929,1283750,965155,979180,1028172,991779,1085185
28147,28147,209562,212908,211500,238984,241275,243488,219244,240313,236010,241104,220955,240757,255920,256133,248770,230611,255826,265766,246145,236444,246068
28149,28149,2027573,2001825,2111710,2083595,2290221,2269854,2072048,2451235,2220919,2014004,2087636,2162589,1964060,1837537,1833740,1906129,1977598,2032711,2023178,2059610,2123281
28151,28151,1722181,1653151,1744430,1751700,1646206,1615294,1585860,1618821,1512811,1593924,1540994,1593468,1599190,1446735,1425795,1404025,1333159,1302485,1253645,1268273,1257728
28153,28153,432640,443381,445089,482671,486996,491700,503456,562775,607287,607843,558672,652099,652373,670072,679049,674260,659279,677627,641941,575453,618454
28155,28155,176499,155732,154469,159535,166495,162075,167143,165573,171791,176050,187080,159083,167766,156070,153345,162246,163889,164396,172310,179875,175151
28157,28157,159962,161762,164146,166001,166002,165310,145365,157485,167916,170905,168087,173454,158933,144426,136983,136593,137938,134777,133781,137996,142570
28159,28159,389851,400052,433167,466159,467045,492864,468663,489116,401657,468301,432331,441443,464921,465321,458987,470683,486034,493712,486703,453694,471916
28161,28161,217565,224843,246812,229936,226339,230543,216388,223697,209039,236612,285142,290444,268688,252485,224702,215450,248729,253924,297070,290693,304840
28163,28163,667939,654579,680215,637132,614714,632711,570652,517788,564865,636418,747560,704925,767739,706347,687393,697239,703663,718920,681785,686772,626951
29001,29001,729129,728202,717328,740144,779069,787049,772581,770295,778335,805225,845858,717462,740759,741410,734374,704943,722099,733931,736266,714698,714345
29003,29003,231876,244331,233721,275302,260731,253025,254542,254515,276243,263080,257436,248911,291673,286612,245326,270017,275078,259903,314522,306581,309059
29005,29005,181839,164201,170756,189671,191442,194456,201456,222767,305634,284930,271137,279853,308278,297870,189914,274618,257461,279176,309956,322709,371646
29007,29007,871840,863176,850773,935553,883003,934836,934560,951162,949620,964647,926368,884581,911704,975089,993567,1016275,1006149,884967,845728,832579,839314
29009,29009,1160589,1198372,1203811,1258739,1368692,1398853,1339124,1378780,1268949,1329247,1255015,1254176,1347223,1415907,1675374,1503617,1459595,1597394,1501099,1421888,1481399
29011,29011,375485,379760,412694,421565,396182,381439,346436,335654,352519,349518,336255,366113,344879,347678,317066,346630,340881,319418,308925,345645,341695
29013,29013,381082,353696,379825,403271,406574,399681,391670,406407,399349,391052,374969,418959,425518,407576,367336,402085,417205,393746,429092,436613,421861
29015,29015,292226,290106,294130,339806,333442,329324,321932,324087,333423,358876,351755,336057,358355,358702,396055,356291,354649,387244,371986,344138,359640
29017,29017,171956,165218,165092,177194,176178,162144,157225,157657,202171,170543,163453,172296,169880,178109,160232,168329,190634,187205,180240,179767,176163
29019,29019,6181879,6281158,6458556,6662732,6897568,7006682,6955683,7093101,7060113,7190522,7358988,7628381,7870972,7888336,8097724,8132616,8307257,8376293,8755124,8753923,9255256
29021,29021,3712664,3849502,3899174,4075280,4097993,4161213,4162075,4273407,4176867,4233259,4283264,4721179,4762870,4569232,4431573,4446210,4640734,4543520,4621158,4463954,4585493
29023,29023,1319194,1343047,1432638,1421051,1480351,1430967,1376725,1444543,1419923,1424683,1440968,1454781,1454481,1444060,1369603,1399653,1336030,1318464,1288467,1322798,1368087
29025,29025,166623,135836,143680,167305,166000,170106,172266,173494,178844,173014,175507,158112,166840,173185,162019,168129,192579,218856,198719,206963,202969
29027,29027,1321708,1320792,1346710,1379222,1411053,1435765,1471789,1520103,1537956,1589093,1565263,1599034,1594895,1594421,1709300,1760666,1622076,1690290,1677591,1626293,1514295
29029,29029,1231043,1252123,1290458,1344119,1449226,1462504,1442171,1417429,1384558,1381822,1418485,1391641,1348899,1381243,1411598,1309205,1362348,1409199,1410299,1369966,1472777
29031,29031,2957668,3074178,3107182,3247596,3422518,3475848,3547157,3561519,3479560,3442969,3455257,3502129,3506661,3522799,3636253,3687148,3670386,3727298,3693087,3561205,3676134
29033,29033,240398,271263,247228,274760,279560,299598,280963,287890,292286,256424,301704,285411,323603,339213,273646,354864,339003,286506,354330,315617,294080
