Fips_Txt,True_Fips,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
13293,13293,647342,638009,631679,636945,653510,611208,612078,617930,616951,607785,616823,640655,607914,605588,616121,610920,617457,619504,642464,614881,638939
13295,13295,1226624,1278128,1311330,1396985,1403776,1379220,1376231,1281197,1231834,1253520,1234784,1328039,1386017,1314803,1339128,1285762,1354888,1338327,1327582,1305796,1459109
13297,13297,1490761,1510986,1620583,1715954,1818361,1902164,1905157,1897810,1847932,1876894,1886340,1857779,1840807,1905826,2033186,2166870,2249110,2272267,2408590,2393280,2588991
13299,13299,1161954,1178321,1151054,1231150,1261731,1273183,1208287,1157741,1165996,1208083,1184022,1158177,1158328,1166645,1227836,1258983,1300732,1296675,1272678,1195248,1196985
13301,13301,135349,122269,120075,122736,119245,112049,124662,125848,120701,125362,128343,129179,141512,138773,141374,126015,125919,139460,145581,147952,148775
13303,13303,753052,745208,771632,758616,704429,685602,646648,616998,566055,569712,560146,578734,584820,566496,573196,551901,553747,541936,557973,541524,541183
13305,13305,754786,783933,824586,870889,874004,914977,853788,837665,807551,758312,797522,824300,963590,1213643,680226,686856,757126,767829,927245,1009257,982127
13307,13307,44306,45225,48169,41645,50884,49613,48608,56330,51746,58418,60121,59470,57069,44948,51176,50365,51137,46448,51294,55630,50313
13309,13309,89971,97489,108531,108378,110778,106273,102377,98598,104901,104406,113693,118782,108102,115009,112331,111272,94718,95152,92673,93969,99456
13311,13311,500316,511441,515858,530958,560445,546750,535270,524496,504399,558583,569603,667299,657791,698726,727211,724838,771444,758713,814734,779039,845818
13313,13313,4915794,5120386,5189660,5786967,6001817,5882395,5771356,5439824,4839111,4645607,4680463,4814592,4903297,5081488,5149111,5233972,5268556,5265294,5264271,5127365,5432339
13315,13315,148804,146230,150346,136139,146177,136667,128943,130868,146322,126669,160992,154646,132666,113258,140266,139958,148904,141195,146534,139824,128782
13317,13317,288752,282609,282940,289160,296758,284630,287510,274645,280929,281398,268947,262441,270412,290806,317105,323868,332278,340223,308121,265538,287370
13319,13319,679837,674676,677942,633090,547987,544316,524037,508663,496405,490757,470564,443450,473651,465887,441713,457726,508732,512585,544186,548694,583539
13321,13321,329196,341009,353329,322853,342343,353107,335436,335379,341302,310643,348485,354184,325955,304984,320512,313912,312602,318895,330745,321186,299768
15001,15001,5081925,5231271,5615140,6046736,6731302,6837005,6878451,6900804,6312979,6597278,6415201,6636595,6674708,6728537,7076094,7254498,7672561,7740955,7804436,7044128,7458530
15003,15003,42312634,43209767,45240956,47591362,49948213,50784856,51815340,52658034,51770852,52901544,53973856,54584258,55329201,55680185,57193903,58095975,59174396,59317673,58463852,52576965,55363444
15007,15007,2393579,2436891,2595921,2708253,2854638,3012937,3123597,3070514,2798968,2887571,2910593,3072364,3259011,3274194,3341704,3431089,3456056,3675334,3724382,3142993,3378463
15901,15901,5878213,6100388,6514571,6960658,7583071,8120956,8258742,7827998,7045222,7242277,7346348,7612076,7800068,7829304,8255858,8518874,8642183,9102935,9209126,7347821,8340310
16001,16001,14346281,14750352,15843458,17248028,19221652,19102974,19188467,20060559,19304357,19400865,19394042,19329339,20222092,21218372,21430336,22405688,23175599,24955953,25901395,26164023,28597802
16003,16003,72373,74154,75301,86357,94658,98047,100808,93478,89724,92198,94475,102731,104568,106168,113310,115192,112685,109035,110813,115068,125353
16005,16005,2173173,2138029,2233168,2430938,2598112,2555567,2567447,2702035,2509972,2516728,2463814,2508699,2468083,2520603,2504111,2524411,2559640,2550388,2608525,2588432,2715753
16007,16007,121715,117685,133912,135050,138306,131834,138989,144526,138353,135103,142171,164583,159511,166323,163645,162492,166681,164140,170538,172971,172722
16009,16009,247744,257495,256428,275325,300248,294932,311008,314567,308795,335835,351037,294982,289975,278981,294304,291468,289447,293534,303315,304296,303798
16011,16011,1061313,1172004,1076841,1094337,1069344,1288986,1278866,1287209,1328293,1251234,1326436,1298868,1272542,1184133,1181580,1140656,1114778,1177880,1296183,1309536,1262474
16013,16013,1152194,1176194,1163747,1236376,1283604,1338581,1327375,1315425,1158627,1099238,1088432,1171388,1216076,1250541,1225782,1240095,1308966,1364332,1388651,1379661,1552878
16015,16015,120990,125926,132438,136127,140330,142670,142391,153170,143363,141059,143944,151253,166135,149653,131123,134250,156257,198411,198932,162930,174865
16017,16017,990849,1078666,1109072,1181593,1287818,1332596,1365441,1374812,1280112,1294308,1272916,1208804,1239823,1264592,1230983,1271776,1283557,1359681,1424869,1440567,1588335
16019,16019,2885075,2993945,3092324,3251752,3453521,3774868,3900519,3889916,3842153,3829465,3735058,3925761,4005450,4102098,4326672,4470211,4717329,5027518,5656313,5775481,6076564
16021,16021,235652,247475,256846,278058,268733,276124,273342,288937,277873,304305,319852,320515,299357,306589,315302,308489,318939,322845,344122,317186,322827
16023,16023,906325,976322,930452,952605,937906,960364,902786,965406,1023364,1064852,1054888,930473,905671,866845,925878,971733,1025227,1020426,1122331,1220902,1303256
16025,16025,30632,34758,31753,32876,33830,35452,34027,44969,53104,46274,52098,55039,64795,63730,65535,64707,61572,67479,72218,76891,78444
16027,16027,3558476,3610123,3733984,3910211,4211108,4469991,4655914,4578610,4146334,4290801,4284609,4442366,4541271,4589601,4736943,4831590,5108978,5552732,5944964,6147816,6660789
16029,16029,851441,480640,479293,501588,604277,555354,569401,731002,660800,598685,617166,537387,608145,530927,527251,623707,550042,572776,608021,661609,710609
16031,16031,889871,957374,967219,907217,1049902,1035557,1032041,1104517,1079043,1164891,1122345,1094053,1266178,1334507,1447594,1570928,1483481,1613657,1578135,1530663,1507988
16033,16033,49546,47671,48552,42431,40160,42318,47240,60679,49122,44361,46553,38394,48428,45259,51203,50060,55340,48596,45885,44662,38706
16035,16035,277686,350368,322482,319533,304099,323210,323687,320120,323005,326272,368739,350489,354677,341372,329556,332114,305268,299185,304510,307223,329878
16037,16037,201029,180102,187195,196278,301814,280848,277046,346572,343070,373821,371658,268678,336275,366530,208566,205385,175702,185176,181171,187278,193400
16039,16039,882990,869392,914915,954578,976368,997618,985779,1018857,921322,997935,985866,979735,1077812,1079689,1087585,1187346,1177237,1228656,1229482,1207723,1257183
16041,16041,228434,208902,223955,255327,279549,275326,286642,291800,260540,271822,263649,283238,282334,309738,324127,330084,330820,341456,354782,378240,384432
16043,16043,228339,270601,233699,262031,249269,297158,303539,309012,423948,319986,332322,298876,305095,299244,299495,313757,300099,336356,356339,353558,324938
16045,16045,241713,229517,227342,231990,248161,272529,282858,276992,268257,253601,253866,286782,297222,299514,305685,321552,353678,348169,368711,378880,406060
16047,16047,678369,574242,569960,711976,774540,726468,846005,827976,515722,887595,873156,894500,906316,1165233,987992,1138975,1215397,1260115,1371355,1398070,1374479
16049,16049,339305,348166,350280,363300,381294,373994,383523,420798,416981,436263,414408,428541,433944,416506,435517,393882,393522,390563,403590,421873,455373
16051,16051,374108,451299,417672,444070,442372,505228,560333,579063,603098,551836,563478,543321,557671,548573,584570,639124,648501,725411,814264,797150,804426
16053,16053,766742,726515,719368,757266,810597,852004,902837,910024,781221,957733,910693,977310,1005628,1129460,1112162,1195497,1164371,1223797,1278999,1311044,1316984
16055,16055,3456795,3528914,3683118,3978816,4366120,4565234,4774355,4786125,4418018,4615565,4475695,4549770,4934304,5032654,5065926,5293700,5454643,5754147,5874552,6042537,6553224
16057,16057,984061,1008546,1027987,1082908,1104736,1117294,1126522,1149224,1092749,1091069,1099477,1105806,1117926,1094276,1128596,1131879,1165794,1205668,1245397,1208568,1275493
16059,16059,180333,176263,183777,192925,202884,208983,213094,210240,209892,206917,197998,196506,198413,212756,211404,213002,222141,236688,241050,239297,249783
16061,16061,90915,86047,91163,101107,109763,105503,127129,149352,159781,161884,147222,150546,149477,125240,142372,127319,135557,139838,144322,146178,162576
16063,16063,134112,130796,132590,140297,148251,147980,201076,224685,205339,224208,212293,204989,215071,255713,229600,263938,289641,298514,297505,292059,280832
16065,16065,671652,759582,731917,779564,796740,883662,915438,916175,914299,854445,899695,936277,961497,947522,976594,1005875,1020842,1112234,1176563,1180080,1215301
16067,16067,616152,707216,616141,616722,606210,702543,661148,674647,688416,651866,753154,712772,719488,690325,727438,709582,661434,732288,815691,841876,783475
16069,16069,1578887,1590027,1611683,1660836,1670325,1659772,1680778,1752896,1712765,1761166,1718398,1706347,1759702,1777672,1819326,1904579,1854758,1824667,1920195,1929090,2041024
16071,16071,78094,72951,87645,89726,110210,107473,105091,118739,113503,107742,105756,96876,112148,129800,125480,143585,128878,133195,121242,130998,144912
16073,16073,277766,287593,281888,306763,325391,353846,341942,311814,300806,324118,323277,327160,347764,422956,396711,438911,411688,440962,444136,438237,436237
16075,16075,443525,485247,513921,484634,534518,545197,557934,568165,510749,571656,607940,670348,723453,711848,770184,755797,737531,724837,777291,767723,810197
16077,16077,531297,419249,350983,361284,364042,427292,411983,399575,411506,352936,399971,430136,373946,307660,328994,313079,336002,365481,385407,399608,354199
16079,16079,408462,405101,428523,451505,569313,547106,589335,724614,646834,740594,785496,571713,725627,842247,739431,709893,495916,501658,469444,550207,702882
16081,16081,145792,158283,154024,174964,221486,290231,332863,307424,273921,233019,223521,231865,227756,244377,254472,268326,279846,300061,318518,326538,353384
16083,16083,2222716,2278970,2310893,2455871,2607341,2737394,2845954,2819744,2598131,2603909,2641375,2734616,2854214,2974588,3013168,3167586,3311686,3454002,3520586,3547086,3666968
16085,16085,271284,274880,291142,331264,390001,453331,445499,409862,350680,356866,353225,393384,389431,385783,402051,411221,425516,439461,458477,459505,496105
16087,16087,290981,325524,323981,316409,297107,342986,315923,352764,395150,429819,429392,418724,391681,386672,375578,401530,409699,401206,437487,417865,401799
17001,17001,2563923,2628305,2783978,2902101,2948081,3012225,3005302,3057903,2968856,3059515,3158018,3218817,3194106,3296070,3275472,3366416,3124099,3207080,3169804,3009901,3238565
17003,17003,187795,187688,185628,188698,184464,193709,187803,227137,202695,207037,175249,153592,158495,153163,159608,150671,150891,147757,157976,153491,143212
17005,17005,408444,408587,426216,454343,434996,453469,426781,455890,465505,490238,482028,484761,479699,462490,526003,490271,499572,517469,513761,498022,521134
17007,17007,1265194,1327054,1312806,1347999,1394486,1727322,1736900,1609328,1185661,1369527,1479934,1592839,1627042,1567899,1605375,1624487,1562938,1776699,1767849,1583466,1596850
17009,17009,237735,248732,285051,293132,281950,281941,289033,301394,316260,320548,319225,340411,364155,365854,407593,401086,420793,441545,455135,424794,437714
17011,17011,1155960,1259354,1183154,1202838,1125050,1118334,1122392,1143525,1073450,1054230,1193106,1188294,1372324,1234099,1302420,1158198,1200765,1176418,1208105,1147624,1232269
17013,17013,86509,91151,85181,86085,82212,87328,76986,89885,94403,95620,92834,88828,89146,83856,79070,79848,89535,88436,81614,80877,83828
17015,17015,463637,454562,459318,454754,452378,475120,475560,445457,431256,503284,561230,526186,612297,563123,583279,641864,549233,550989,515333,522275,546406
17017,17017,515574,506711,575319,592202,580162,594044,575800,769457,930299,1005893,544238,542022,577632,574681,549090,563619,580224,578049,593562,595366,613138
17019,17019,8129936,8555112,8607433,8790877,8782774,8924526,9094482,9487453,9349612,9710652,9801142,9830961,10206719,10431572,10481939,10143000,10103937,9957225,10015127,9905088,10291381
17021,17021,1244607,1254163,1342977,1437456,1301400,1260725,1408939,1503757,1493594,1516458,1516885,1407506,1523001,1555104,1460014,1445674,1519126,1473287,1406245,1270243,1458273
17023,17023,317593,338841,378423,429805,437455,443299,473110,521950,499181,545943,495157,457383,506720,467782,549431,510521,524717,554729,557136,514925,554208
17025,17025,406864,459215,451328,478044,493443,464374,466102,456980,396804,441422,455792,525335,531902,539937,589421,512855,525392,538996,522055,486895,562332
17027,17027,948409,1007947,1010992,1015337,1002904,1068629,997762,1070750,1024228,1053955,1074002,1006685,1004382,1037839,992205,1027474,992137,969551,970631,952167,972919
17029,17029,2031227,2057564,2034393,2081375,2093810,2101580,2125631,2140947,2042271,2155485,2218385,2085289,2137247,2139972,2105639,2140841,2219680,2229321,2246173,2202184,2373750
17031,17031,319416863,317677627,319584069,325626391,332506023,339220028,340913867,332248828,321486761,322477275,327295325,334799049,335559101,342702955,349888900,350611919,352296359,362125306,366674036,343215769,367715512
17033,17033,1942028,1578236,1859532,1872685,1787270,1532308,2073004,2909439,6970804,3123262,1054869,2143331,2548298,2945383,2418629,1751547,2156497,2153390,1775288,1301382,1395013
17035,17035,222346,245504,230080,231494,219409,239626,226404,251985,237334,265177,273213,288115,305423,418262,581057,752013,996622,1146407,1315704,964250,758610
17037,17037,2879092,2922237,3117942,3324111,3391051,3408645,3550996,3488962,3275695,3462738,3559835,3528111,3684365,3645028,3642290,3695862,3672959,3769523,3780169,3822799,4002025
17039,17039,913304,905969,895419,936568,895906,896590,943161,979364,967399,1028192,1078898,1117173,1077689,1120391,1090164,1165814,1092129,1101949,1087924,1138593,1099395
17041,17041,796778,804889,809379,828220,802024,862460,841517,846654,831026,907674,936490,948842,1001339,1023850,997228,1058904,1023743,1036657,1008964,957625,994292
17043,17043,66580833,67774944,69526810,71446235,72938892,75383703,75408865,74941651,71993689,72929052,74589501,76490456,77648180,79348104,81728251,81751562,83579315,85549529,86856916,83079682,87957178
17045,17045,639490,586243,587952,612757,584429,626408,597546,661227,601793,640137,666996,683018,756897,733990,726027,697378,756456,747733,716317,714964,832936
17047,17047,193156,235563,229662,248747,213981,238509,212558,220673,161257,214747,247697,291350,272256,249291,248461,245894,279476,269685,277225,247753,278043
17049,17049,1483698,1525539,1533621,1538957,1553638,1548338,1578940,1651091,1589095,1706902,1768693,1793410,1777671,1789767,1764840,1806889,1892548,1937241,1925568,1905977,2043732
17051,17051,488331,491084,497869,545477,525043,534967,504351,589612,567846,588900,587435,504395,542599,481928,502872,500312,530323,527800,509091,484917,515533
17053,17053,473793,500936,512669,549156,535565,532820,577028,627456,609808,642886,596226,611623,637393,627814,585091,617010,578533,597525,616230,660529,653475
17055,17055,799059,851063,805601,823425,806551,818301,827194,843334,841715,880497,942866,971331,952692,992442,1030124,1024302,1030044,1060047,982876,847515,843337
17057,17057,772327,786400,825744,843525,779565,821872,780679,870210,891791,923687,881320,883552,913296,872121,848704,849007,849662,861479,878194,744358,784252
17059,17059,228183,225888,201139,183831,203149,261429,261328,270459,247830,253263,255392,240549,288633,227612,205931,213673,207526,209228,201697,148190,160474
17061,17061,292825,329454,343728,345085,315446,338461,337293,345014,331120,382088,394532,314414,352311,325456,266838,301180,292114,292695,287886,276312,298745
17063,17063,2596630,2908595,2741064,2712986,2603282,2754017,2978295,3003179,3076115,3259835,3603858,4088434,3607681,3314379,3258016,3414027,3571988,3725686,3988771,4028129,4096418
17065,17065,139226,146431,139722,157717,159839,178189,167143,187000,191393,196479,191464,189582,267918,290358,393344,275959,390564,355737,339605,280984,299165
17067,17067,460629,480575,514391,528811,498218,516740,520365,585397,602204,603681,533291,541484,593801,648434,471501,524623,535517,527773,493151,514320,546244
17069,17069,102413,103942,104160,98274,91371,89173,86819,83071,84699,84468,87291,94343,98491,98004,83710,77877,78513,73306,72637,74084,75262
17071,17071,133151,145808,169077,152461,138416,145175,147847,165495,172255,161181,171838,169270,208157,202568,146105,170474,168006,164527,150455,160069,171351
17073,17073,1188060,1262632,1342236,1325017,1311730,1343962,1373520,1445029,1331830,1359214,1444829,1423111,1537771,1532868,1395651,1357873,1333249,1329118,1328791,1333866,1416264
17075,17075,810506,861987,862205,877926,861497,968005,955691,1040442,1011706,985577,998911,974658,1099006,1112940,1190032,1204358,1059279,1031934,1001096,1026662,1035594
17077,17077,2258256,2348100,2309653,2350205,2399140,2381265,2307252,2404717,2423054,2481760,2458930,2420776,2348153,2365689,2357184,2303342,2243387,2354947,2304898,2214142,2229594
17079,17079,506539,533762,504378,581975,541151,527810,562514,631057,588487,639985,637753,563739,591252,562366,565556,502199,491074,457724,439158,426638,454053
17081,17081,1570130,1621242,1590183,1721159,1752169,1788657,1789450,1721429,1660337,1790231,1808525,1866868,1701370,1619552,1662037,1707609,1791759,1818721,1777062,1647797,1746322
17083,17083,418688,448969,454812,468339,473455,466046,463577,491978,495979,506065,500192,439525,460704,461301,501088,465580,464725,476817,466870,451914,497343
17085,17085,695019,727149,798670,755255,800263,838921,817144,747532,717602,758206,798207,774950,849934,822625,851589,789380,751180,743750,721570,664739,738589
17087,17087,197206,211787,214740,196619,198886,201144,198621,197711,201303,209850,253238,261708,261702,205194,205339,202843,200816,205036,210312,203594,215571
17089,17089,18359834,19043720,19705200,20604904,21230614,21807727,22067977,21751315,20694754,21297700,21316231,21960340,22201778,22543931,23091016,23198631,24101932,25131527,25194735,24064009,25589099
17091,17091,3580152,3695775,3733035,3813823,3787656,3921613,3934777,4049852,4081705,4120493,4134594,4407159,4316841,4497116,4582537,4966510,5444636,5672933,5801776,5622995,5884610
17093,17093,1764190,1773569,1865292,2140393,2435728,2702960,2903095,2993998,2757598,2911284,3005522,3022172,3037854,2981999,3123363,3117365,3232468,3298226,3378652,3354295,3619554
17095,17095,1906852,1958872,1953299,1909093,1783197,1785171,1756189,1821459,1760050,1812775,1850533,1847055,1930360,1921841,1753613,1709636,1637195,1632654,1579028,1537833,1601590
17097,17097,42261693,43636707,45065579,47218308,48171986,50879025,52497261,50620191,49698898,51690341,51455673,53729471,52934952,54616610,56243389,55310673,55316776,56598193,56595842,54584721,57204678
17099,17099,4850964,4819653,4874817,5058775,4941846,5026367,4957111,5025607,4904495,5186920,5345777,5223033,5243346,5194649,5167093,5322888,5330051,5250298,5034045,4902590,5062678
17101,17101,367468,382730,371897,429330,395268,398405,403079,438649,447701,454044,496127,481647,477938,507478,553325,521960,519452,544928,529933,517305,559032
17103,17103,1170689,1223366,1246611,1300422,1271963,1233529,1368724,1237437,1180761,1234649,1330428,1272118,1428493,1424599,1335088,1376498,1428957,1454357,1449248,1421933,1443956
17105,17105,1424551,1503722,1544057,1627612,1608133,1582942,1621812,1710544,1554521,1624168,1649445,1637977,1753573,1685039,1590087,1722556,1675406,1757287,1825548,1828606,1949312
17107,17107,766974,801469,813233,819475,786032,855496,924467,992323,1015434,996927,1025378,890083,1032507,971582,891770,973377,935439,949954,929042,940759,986901
17109,17109,1045574,1096887,1082088,1055494,1048879,1078257,1095844,1156704,1206652,1209731,1196734,1207879,1233536,1213938,1148392,1127113,1082012,1072552,1015254,974626,1004159
17111,17111,9035354,9542560,9980726,10524680,10656455,11037953,11163548,11248534,10510459,10860932,11185862,10915884,10658995,10650215,10951016,10783186,10930740,10819805,10662765,9921082,10542533
17113,17113,8680940,8923939,9230280,9609909,9695646,10429046,10384296,10113373,10206043,10582882,10582938,10840529,10745210,11902890,12830672,13220672,13035369,13503964,13518228,12412266,12925097
17115,17115,5571513,5573614,5656991,5837223,5922448,5973383,6131875,6464974,6428163,6493232,6613363,6476234,6954656,7176098,7356235,6873997,6130893,6032020,5954333,5914362,6365709
17117,17117,1179085,1224384,1301615,1282113,1212679,1225913,1178591,1131340,1121192,1124789,1118083,1051431,1164565,1091661,1162283,1114192,1117398,1135520,1056650,1028275,1088113
17119,17119,11426622,10875123,11415258,11554549,11145774,10222865,10474261,10625780,10845339,10396717,11494922,11056617,12386844,15259271,14955648,13607733,12162743,12864025,13223711,11946636,12699798
17121,17121,1213694,1209040,1212026,1220508,1205548,1272219,1253989,1252738,1153583,1229304,1297996,1300818,1256387,1201971,1221607,1177604,1222071,1251358,1223412,1146016,1212950
17123,17123,348043,368245,374886,391901,391374,408201,442943,440493,409545,415281,436125,433482,420457,389248,337600,390710,349821,356949,345553,367910,391868
17125,17125,451138,480677,455885,463596,446597,445648,498058,520616,528932,543333,552933,527399,571327,565551,438354,507202,512127,503843,437383,367862,398318
17127,17127,878917,853320,858444,909458,885065,865927,818431,836966,769143,862764,857316,780330,741813,767470,664703,589704,546287,563845,557835,531092,605545
17129,17129,229269,244739,270565,266249,240546,259567,261452,286832,300223,286703,284137,247706,275609,249160,219836,217175,216424,223358,211407,219434,234779
17131,17131,298450,308768,360132,349508,330980,338491,329512,382685,383960,384250,425797,408371,442478,460852,361192,391290,389287,392211,368010,391369,411791
17133,17133,627464,657650,687187,761960,780270,811429,771238,818625,798020,865730,831453,807155,865546,852160,875166,861474,859645,856672,850288,801017,866823
17135,17135,1102120,1153035,1151907,1214505,1078657,1171945,1132739,1160430,1115348,1215876,1237189,1218293,1329515,1258627,1134652,1117343,1199278,1191206,996607,876461,932552
17137,17137,1370584,1302671,1380653,1375899,1306066,1315632,1323745,1419942,1416574,1417301,1367270,1417951,1447752,1405993,1329612,1355304,1386572,1442407,1458533,1411475,1488871
17139,17139,426265,467156,491216,544903,531797,573931,567468,537768,536848,567874,661889,731611,734203,688743,572775,574401,657833,755531,816080,820389,815139
17141,17141,2375666,2306679,2419780,2539599,2441266,2562217,2670772,2667280,2443050,2571044,2632800,2579891,2641863,2618536,2649873,2635228,2523264,2451127,2478626,2515577,2556897
17143,17143,9083816,9078048,9283182,9916013,10102912,10286599,10427231,10693809,10227409,10513374,11229468,11654138,11030539,11019847,11121786,10911100,11388121,12221226,11835391,11214934,11594941
17145,17145,497548,511014,538179,543785,554586,552777,541347,548714,582962,601962,650742,632928,628338,601557,611748,564698,563159,577437,584550,567792,569007
17147,17147,369228,386341,368920,373583,343330,385614,404518,434287,463566,483026,491362,467021,518317,483040,418955,493269,468789,501497,481396,482828,508254
17149,17149,405879,407058,432199,449397,420979,440805,436452,424452,445463,486075,479759,476632,548408,561638,429445,523180,492163,498621,505675,510793,543529
17151,17151,62725,65885,74379,71627,119408,71012,104483,109743,87408,107663,116175,122398,69911,62393,64095,56331,59879,57732,55540,54739,58199
17153,17153,157401,170137,177106,177022,175983,189385,181876,200607,187514,200150,199762,188861,190747,225113,221411,236205,209806,189742,179972,147942,152950
17155,17155,256960,273399,255087,396823,422816,300952,273112,279913,276160,330277,359770,375343,316771,324033,314515,311853,318108,370307,375219,301376,321631
17157,17157,1601995,1643437,1683966,1772887,1654684,1738652,1715920,1755894,1624635,1704690,1754098,1668024,1674504,1584786,1508247,1505187,1418257,1372958,1371566,1218906,1385382
17159,17159,471572,475757,480880,521078,507595,511093,511722,529181,598344,630337,586667,584881,601255,591335,652410,549841,573387,575833,556583,534284,540481
17161,17161,8457857,8041091,8294969,8982706,9069976,9219781,9332183,9820435,9294368,9677998,9970982,10264516,9612376,9606162,9289190,9222247,9225328,9241568,9229942,9170737,9555556
17163,17163,8858756,9316500,9698696,9945503,10057558,10058641,10121452,10312895,10273213,10357815,10966659,10686113,10497974,10330430,10498626,10458987,10720749,10926522,10736759,10124592,10744688
17165,17165,1141707,1127020,1149150,1105475,1137004,1148516,1165802,1090590,1103743,1086089,1027120,1109832,1101084,1111666,1100741,815435,834568,789949,795340,732014,757276
17167,17167,9748216,9919679,9650489,9642292,9619324,9656080,9559361,9672989,9640520,9890783,9886748,9846069,9811763,10027548,10065856,10097283,10041233,10360108,10364278,9763895,10447104
17169,17169,196475,194418,228317,223693,206596,218961,207065,227558,255473,237948,224491,241232,258826,305624,240191,268447,236357,235519,233461,234817,231045
17171,17171,137591,143604,144456,153053,152956,143724,146128,157150,159295,165221,161911,159611,172388,169226,140560,150785,142681,152973,138203,141779,146329
17173,17173,487002,491104,502042,539111,539747,562609,571107,655249,639665,690402,623672,596074,620877,624058,654426,686365,692396,738330,769053,773246,744886
17175,17175,153446,156366,155003,153359,136666,147140,169607,202102,188508,184551,210520,195810,244897,240830,185722,196840,196036,198507,179168,206981,223900
17177,17177,1675239,1647705,1752446,1799599,1798166,1849063,1938549,1883694,1755904,1808093,1854935,1885587,1916681,1906223,2046314,1812446,1721459,1642812,1707753,1672255,1770579
17179,17179,6138571,5963450,6019332,5967856,6726086,7548681,8424443,8453526,8368904,9897409,12066207,14604910,10891956,10540264,8608596,7390753,5970388,5664045,5277514,4854498,5197060
17181,17181,410931,439287,423077,413527,406934,420138,394511,397576,388738,432371,410862,407848,404122,378838,370244,395753,367681,377486,380226,394022,401352
17183,17183,2830502,2928942,3049688,3185689,3119654,3246385,3212199,3230933,3037577,3034548,3071758,3131054,3153906,3100438,3026740,2976307,3014231,3005674,3005642,2925344,3024701
17185,17185,398578,394868,401104,397919,402383,405698,388617,380310,364917,388681,402757,406471,409095,358768,357129,330074,317306,330720,329946,328533,323486
17187,17187,519403,588731,605003,597352,579623,593506,596720,624050,635374,610647,629378,623131,719694,730904,674591,729668,746070,769070,738322,745776,769771
17189,17189,442517,472099,484172,523408,469554,533233,492723,547832,642787,1017324,1038257,756680,742985,699627,833867,779703,821738,915140,999475,965259,1034447
17191,17191,316269,331516,403349,653070,720738,701640,418973,639189,481756,737100,504516,538649,473430,429350,412211,392212,407870,410578,415612,399600,413993
17193,17193,485247,509945,536919,555551,512219,542503,540974,575430,556152,572257,602739,582555,588903,610174,574150,523215,532333,528183,536616,472420,494483
17195,17195,1698230,1688806,1766735,1833723,1846480,1885866,1956194,1967054,1926475,2025594,2173617,2166777,2249989,2112767,1988351,1964562,1951374,1978697,1954737,1911388,2024422
17197,17197,18674165,19462729,20365036,21568490,22401553,22964397,24226057,24708956,24417513,25144755,26575948,26296106,26031529,27221101,28388989,29563498,30616177,31625286,31534004,30431448,32341254
17199,17199,1947473,2045353,2116395,2160060,2252288,2349285,2356282,2512647,2517623,2627717,2788302,2815870,2705300,2618703,2596842,2610947,2685983,2714845,2757522,2565447,2707770
17201,17201,11865587,12052862,12325043,12612004,12810554,12923755,13136868,13064597,12304260,12193141,12532656,12484649,12203816,12344079,12516600,12422081,12647394,12872238,12772024,11690958,12406967
17203,17203,872065,912559,941419,962716,937244,966550,1002408,1045581,1015187,1055443,1079311,1090621,1230925,1181304,1087959,1083038,1062923,1057453,1034702,1069125,1127529
18001,18001,1138734,1216963,1265377,1284325,1212825,1246060,1238563,1146085,967960,1118112,1193072,1221886,1298731,1389770,1455298,1492335,1620205,1652705,1728236,1595806,1740932
18003,18003,14655134,15027210,15698130,16066339,16532354,17120414,17405952,16447635,15189472,15561086,15764212,16369285,16159764,17336854,18023538,18474751,19005446,19727390,19722746,18540694,19625150
18005,18005,3592314,3488337,3658747,3934847,4179120,4549382,5093263,5331660,4384006,5286815,5438197,5944569,6233867,5944979,5754567,5651578,5629014,6065973,6041654,5590432,6067893
18007,18007,237854,261228,243471,247520,235867,256908,253962,285217,265307,340481,373960,325452,425050,391748,337262,433180,403819,395623,440008,468540,464520
18009,18009,327625,335823,341994,357459,359663,349044,349013,321040,273131,292082,280112,279726,287086,296822,278757,284139,295749,319327,315528,300732,318415
18011,18011,1400530,1483735,1597141,1756156,1836458,1871607,1926467,2002975,1875791,1978296,2146968,2167185,2614690,2763000,2829265,2802186,2928368,3077510,3249082,3525647,3805313
18013,18013,256307,261906,264562,262051,266384,269132,270372,255117,237336,245002,240989,244597,245104,252090,249601,253184,255148,267478,260363,237603,250416
18015,18015,541027,565466,567112,575149,549784,585620,615251,620317,574492,624080,640607,566947,601492,581678,524303,552366,600327,636538,644477,661780,704078
18017,18017,1221314,1271130,1311521,1353931,1299897,1364654,1344877,1352709,1169732,1210807,1248956,1197883,1266175,1287892,1239628,1243819,1252615,1256687,1268888,1277337,1353532
18019,18019,3526537,3411433,3524325,3586678,3749333,3968217,4099086,4116697,4040266,4259377,4386125,4470902,4516659,4527798,4585967,4677095,4779086,4862798,4855192,4832266,4964376
18021,18021,532946,548062,602927,623541,627212,649385,630630,614977,556862,642133,639664,578694,637999,645088,652011,675545,712237,705389,687873,677811,727666
18023,18023,1260619,1413439,1281711,1293978,1185019,1214330,1245044,1228215,1133377,1164611,1212890,1093659,1166726,1258759,1274035,1345718,1397186,1399786,1385006,1360551,1417421
18025,18025,164555,172845,182454,178015,175777,184597,171151,160613,153049,174513,174987,177562,180579,182970,178734,176722,175080,176174,162194,161762,162202
