,STATE_CODE,YEAR,NAICS,ESTAB_F,ESTAB,RCPTOT_F,RCPTOT,RCPTOT_N_F,LFO
34525,23,2012,492,,8,,333000,H,C
34526,23,2012,492,,478,,10076000,G,S
34527,23,2012,492,D,0,D,0,D,P
36311,24,2012,492,,4242,,112899000,G,-
36312,24,2012,492,,64,,7490000,H,C
36313,24,2012,492,,4160,,102640000,G,S
36314,24,2012,492,,18,,2769000,H,P
38125,25,2012,492,,3343,,85481000,G,-
38126,25,2012,492,,43,,4174000,G,C
38127,25,2012,492,,3294,,80899000,G,S
38128,25,2012,492,,6,,408000,G,P
39957,26,2012,492,,3754,,76638000,G,-
39958,26,2012,492,,58,,6495000,G,C
39959,26,2012,492,,3683,,67591000,G,S
39960,26,2012,492,D,0,D,0,D,P
41778,27,2012,492,,3504,,80441000,G,-
41779,27,2012,492,,84,,5316000,G,C
41780,27,2012,492,,3409,,73356000,G,S
41781,27,2012,492,,11,,1769000,G,P
43568,28,2012,492,,868,,18901000,G,-
43569,28,2012,492,,6,,354000,G,C
43570,28,2012,492,,860,,17553000,G,S
43571,28,2012,492,D,0,D,0,D,P
45352,29,2012,492,,3281,,79905000,G,-
45353,29,2012,492,,26,,2641000,G,C
45354,29,2012,492,,3233,,75418000,G,S
45355,29,2012,492,,22,,1846000,G,P
47139,30,2012,492,,430,,8894000,G,-
47140,30,2012,492,,4,,556000,H,C
47141,30,2012,492,,423,,8207000,G,S
47142,30,2012,492,,3,,131000,G,P
48859,31,2012,492,,961,,20173000,G,-
48860,31,2012,492,,6,,252000,G,C
48861,31,2012,492,,950,,19753000,G,S
48862,31,2012,492,,5,,168000,H,P
50639,32,2012,492,,1169,,27074000,G,-
50640,32,2012,492,,22,,2912000,G,C
50641,32,2012,492,,1141,,23969000,G,S
50642,32,2012,492,D,0,D,0,D,P
52373,33,2012,492,,520,,13963000,G,-
52374,33,2012,492,D,0,D,0,D,C
52375,33,2012,492,,516,,13678000,G,S
52376,33,2012,492,D,0,D,0,D,P
54170,34,2012,492,,5067,,149907000,G,-
54171,34,2012,492,,105,,11335000,G,C
54172,34,2012,492,,4889,,130557000,G,S
54173,34,2012,492,,73,,8015000,G,P
55953,35,2012,492,,572,,14015000,G,-
55954,35,2012,492,,8,,420000,G,C
55955,35,2012,492,,560,,13473000,G,S
55956,35,2012,492,D,0,D,0,D,P
57771,36,2012,492,,11802,,285567000,G,-
57772,36,2012,492,,452,,50089000,G,C
57773,36,2012,492,,11320,,231439000,G,S
57774,36,2012,492,,30,,4039000,H,P
59608,37,2012,492,,3960,,91845000,G,-
59609,37,2012,492,,69,,6141000,G,C
59610,37,2012,492,,3871,,83564000,G,S
59611,37,2012,492,,20,,2140000,H,P
61308,38,2012,492,,345,,8663000,G,-
61309,38,2012,492,,3,,203000,G,C
61310,38,2012,492,,341,,8431000,G,S
61311,38,2012,492,D,0,D,0,D,P
63069,39,2012,492,,7140,,150267000,G,-
63070,39,2012,492,,47,,5283000,G,C
63071,39,2012,492,,7077,,143117000,G,S
63072,39,2012,492,,16,,1867000,G,P
64883,40,2012,492,,1392,,32585000,G,-
64884,40,2012,492,,17,,1822000,G,C
64885,40,2012,492,,1370,,30444000,G,S
64886,40,2012,492,D,0,D,0,D,P
66682,41,2012,492,,1493,,37876000,G,-
66683,41,2012,492,D,0,D,0,D,C
66684,41,2012,492,,1466,,34967000,G,S
66685,41,2012,492,,16,,1717000,G,P
68511,42,2012,492,,5789,,128056000,G,-
68512,42,2012,492,,71,,5560000,G,C
68513,42,2012,492,,5700,,120644000,G,S
68514,42,2012,492,,18,,1852000,G,P
70216,44,2012,492,,495,,11307000,G,-
70217,44,2012,492,,3,,272000,H,C
70218,44,2012,492,,489,,10894000,G,S
70219,44,2012,492,D,0,D,0,D,P
71972,45,2012,492,,1771,,41071000,G,-
71973,45,2012,492,,27,,3687000,G,C
71974,45,2012,492,,1737,,36554000,G,S
71975,45,2012,492,D,0,D,0,D,P
73679,46,2012,492,,428,,9408000,G,-
73680,46,2012,492,,428,,9408000,G,S
75435,47,2012,492,,3060,,74528000,G,-
75436,47,2012,492,,20,,4784000,G,C
75437,47,2012,492,,3027,,67694000,G,S
75438,47,2012,492,,13,,2050000,H,P
77276,48,2012,492,,13450,,353364000,G,-
77277,48,2012,492,,120,,18038000,G,C
77278,48,2012,492,,13278,,327235000,G,S
77279,48,2012,492,,52,,8091000,G,P
79100,49,2012,492,,898,,21339000,G,-
79101,49,2012,492,,21,,2636000,H,C
79102,49,2012,492,,867,,17196000,G,S
79103,49,2012,492,D,0,D,0,D,P
80775,50,2012,492,,251,,4380000,G,-
80776,50,2012,492,,247,,4337000,G,S
80777,50,2012,492,,4,,43000,H,P
82528,51,2012,492,,3974,,96368000,G,-
82529,51,2012,492,,64,,7071000,G,C
82530,51,2012,492,,3894,,88325000,G,S
82531,51,2012,492,,16,,972000,G,P
84336,53,2012,492,,2347,,59682000,G,-
84337,53,2012,492,,25,,2338000,G,C
84338,53,2012,492,,2313,,55518000,G,S
84339,53,2012,492,,9,,1826000,G,P
86084,54,2012,492,,854,,19563000,G,-
86085,54,2012,492,,12,,484000,G,C
86086,54,2012,492,,839,,18116000,G,S
86087,54,2012,492,,3,,963000,G,P
87861,55,2012,492,,1890,,38926000,G,-
87862,55,2012,492,,20,,2693000,G,C
87863,55,2012,492,,1856,,35607000,G,S
87864,55,2012,492,,14,,626000,H,P
89598,56,2012,492,,227,,4318000,G,-
89599,56,2012,492,S,0,S,0,S,C
89600,56,2012,492,,220,,4056000,G,S
89601,56,2012,492,D,0,D,0,D,P
984,01,2013,492,,1805,,38486000,G,-
985,01,2013,492,,16,,2111000,G,C
986,01,2013,492,,1782,,35769000,G,S
987,01,2013,492,,7,,606000,H,P
2666,02,2013,492,,208,,5002000,G,-
2667,02,2013,492,,5,,761000,G,C
2668,02,2013,492,,200,,3794000,G,S
2669,02,2013,492,,3,,447000,G,P
4416,04,2013,492,,3243,,77200000,G,-
4417,04,2013,492,,32,,4591000,G,C
4418,04,2013,492,,3189,,71120000,G,S
4419,04,2013,492,,22,,1489000,H,P
6208,05,2013,492,,1226,,25665000,G,-
6209,05,2013,492,,15,,1988000,G,C
6210,05,2013,492,,1206,,23124000,G,S
6211,05,2013,492,,5,,553000,H,P
8040,06,2013,492,,17816,,493946000,G,-
8041,06,2013,492,,203,,28041000,G,C
8042,06,2013,492,,17531,,449496000,G,S
8043,06,2013,492,,82,,16409000,G,P
9877,08,2013,492,,2412,,58208000,G,-
9878,08,2013,492,,44,,4804000,G,C
9879,08,2013,492,,2349,,50557000,G,S
9880,08,2013,492,,19,,2847000,H,P
11668,09,2013,492,,1939,,52500000,G,-
11669,09,2013,492,,18,,3770000,H,C
11670,09,2013,492,,1912,,46707000,G,S
11671,09,2013,492,,9,,2023000,H,P
13388,10,2013,492,,373,,8722000,G,-
13389,10,2013,492,,11,,1162000,G,C
13390,10,2013,492,,361,,7442000,G,S
13391,10,2013,492,D,0,D,0,D,P
14918,11,2013,492,,307,,6684000,G,-
14919,11,2013,492,,6,,900000,G,C
14920,11,2013,492,,298,,5635000,G,S
14921,11,2013,492,D,0,D,0,D,P
16683,12,2013,492,,17764,,384420000,G,-
16684,12,2013,492,,915,,79036000,G,C
16685,12,2013,492,,16755,,295827000,G,S
16686,12,2013,492,,94,,9557000,G,P
18519,13,2013,492,,5279,,118746000,G,-
18520,13,2013,492,,72,,8591000,G,C
18521,13,2013,492,,5183,,106397000,G,S
18522,13,2013,492,,24,,3758000,G,P
20247,15,2013,492,,246,,5436000,G,-
20248,15,2013,492,,14,,884000,G,C
20249,15,2013,492,,230,,4437000,G,S
20250,15,2013,492,D,0,D,0,D,P
21982,16,2013,492,,593,,11669000,G,-
21983,16,2013,492,,4,,704000,G,C
21984,16,2013,492,,583,,10571000,G,S
21985,16,2013,492,,6,,394000,G,P
23788,17,2013,492,,6950,,162890000,G,-
23789,17,2013,492,,260,,26456000,G,C
23790,17,2013,492,,6682,,135619000,G,S
23791,17,2013,492,,8,,815000,H,P
25622,18,2013,492,,3367,,71589000,G,-
25623,18,2013,492,,40,,3875000,G,C
25624,18,2013,492,,3315,,66535000,G,S
25625,18,2013,492,D,0,D,0,D,P
27393,19,2013,492,,1296,,26545000,G,-
27394,19,2013,492,,10,,600000,H,C
27395,19,2013,492,,1280,,24757000,G,S
27396,19,2013,492,,6,,1188000,H,P
29148,20,2013,492,,1080,,23920000,G,-
29149,20,2013,492,,13,,1645000,H,C
29150,20,2013,492,,1065,,22211000,G,S
29151,20,2013,492,D,0,D,0,D,P
30943,21,2013,492,,2150,,55114000,G,-
30944,21,2013,492,,21,,3965000,G,C
30945,21,2013,492,,2121,,50415000,G,S
30946,21,2013,492,,8,,734000,H,P
32771,22,2013,492,,1783,,42020000,G,-
32772,22,2013,492,,21,,2156000,G,C
32773,22,2013,492,,1743,,37473000,G,S
32774,22,2013,492,,19,,2391000,H,P
34497,23,2013,492,,515,,10233000,G,-
34498,23,2013,492,,9,,323000,G,C
34499,23,2013,492,,504,,9552000,G,S
34500,23,2013,492,D,0,D,0,D,P
36269,24,2013,492,,4314,,109739000,G,-
36270,24,2013,492,,58,,6839000,G,C
36271,24,2013,492,,4234,,100706000,G,S
36272,24,2013,492,,22,,2194000,G,P
38073,25,2013,492,,3303,,82141000,G,-
38074,25,2013,492,,42,,4377000,G,C
38075,25,2013,492,,3256,,77180000,G,S
38076,25,2013,492,D,0,D,0,D,P
39903,26,2013,492,,3709,,74267000,G,-
39904,26,2013,492,,52,,4929000,H,C
39905,26,2013,492,,3646,,67608000,G,S
39906,26,2013,492,D,0,D,0,D,P
41728,27,2013,492,,3537,,81041000,G,-
41729,27,2013,492,,73,,4364000,G,C
41730,27,2013,492,,3454,,74898000,G,S
41731,27,2013,492,,10,,1779000,H,P
43522,28,2013,492,,859,,19180000,G,-
43523,28,2013,492,,4,,166000,H,C
43524,28,2013,492,,852,,18498000,G,S
43525,28,2013,492,,3,,516000,H,P
45310,29,2013,492,,3343,,79893000,G,-
45311,29,2013,492,,28,,3080000,G,C
45312,29,2013,492,,3295,,74559000,G,S
45313,29,2013,492,,20,,2254000,G,P
47086,30,2013,492,,390,,9089000,G,-
47087,30,2013,492,D,0,D,0,D,C
47088,30,2013,492,,381,,7761000,G,S
47089,30,2013,492,,4,,193000,G,P
48809,31,2013,492,,969,,19522000,G,-
48810,31,2013,492,,8,,412000,G,C
48811,31,2013,492,,955,,18768000,G,S
48812,31,2013,492,,6,,342000,G,P
50587,32,2013,492,,1187,,25470000,G,-
50588,32,2013,492,,19,,2095000,G,C
50589,32,2013,492,,1161,,22955000,G,S
50590,32,2013,492,,7,,420000,H,P
52306,33,2013,492,,556,,13335000,G,-
52307,33,2013,492,D,0,D,0,D,C
52308,33,2013,492,,553,,13114000,G,S
52309,33,2013,492,D,0,D,0,D,P
54092,34,2013,492,,5157,,154133000,G,-
54093,34,2013,492,,105,,12738000,G,C
54094,34,2013,492,,4980,,130494000,G,S
54095,34,2013,492,,72,,10901000,G,P
55870,35,2013,492,,563,,15770000,G,-
55871,35,2013,492,D,0,D,0,D,C
55872,35,2013,492,,556,,15264000,G,S
55873,35,2013,492,D,0,D,0,D,P
57687,36,2013,492,,11899,,286648000,G,-
57688,36,2013,492,,444,,47400000,G,C
57689,36,2013,492,,11419,,234684000,G,S
57690,36,2013,492,,36,,4564000,G,P
59518,37,2013,492,,4082,,91073000,G,-
59519,37,2013,492,,62,,5823000,G,C
59520,37,2013,492,,3996,,82520000,G,S
59521,37,2013,492,,24,,2730000,H,P
61224,38,2013,492,,369,,8130000,G,-
61225,38,2013,492,D,0,D,0,D,C
61226,38,2013,492,,366,,8049000,G,S
61227,38,2013,492,D,0,D,0,D,P
62995,39,2013,492,,7115,,152020000,G,-
62996,39,2013,492,,55,,6814000,G,C
62997,39,2013,492,,7039,,142837000,G,S
62998,39,2013,492,,21,,2369000,G,P
64803,40,2013,492,,1409,,32064000,G,-
64804,40,2013,492,,20,,1302000,H,C
64805,40,2013,492,,1383,,30368000,G,S
64806,40,2013,492,,6,,394000,H,P
66602,41,2013,492,,1501,,35328000,G,-
66603,41,2013,492,D,0,D,0,D,C
66604,41,2013,492,,1472,,32603000,G,S
66605,41,2013,492,,19,,1614000,G,P
68431,42,2013,492,,5879,,129378000,G,-
68432,42,2013,492,,70,,7005000,G,C
68433,42,2013,492,,5789,,120868000,G,S
68434,42,2013,492,,20,,1505000,G,P
70137,44,2013,492,,465,,11908000,G,-
70138,44,2013,492,,5,,354000,H,C
70139,44,2013,492,,458,,11176000,G,S
70140,44,2013,492,D,0,D,0,D,P
71875,45,2013,492,,1799,,41325000,G,-
71876,45,2013,492,,26,,3677000,H,C
71877,45,2013,492,,1764,,36862000,G,S
71878,45,2013,492,D,0,D,0,D,P
73569,46,2013,492,,433,,9456000,G,-
73570,46,2013,492,,433,,9456000,G,S
75317,47,2013,492,,3093,,75302000,G,-
75318,47,2013,492,D,0,D,0,D,C
75319,47,2013,492,,3058,,70162000,G,S
75320,47,2013,492,,13,,2066000,H,P
77158,48,2013,492,,13771,,357585000,G,-
77159,48,2013,492,,115,,17953000,G,C
77160,48,2013,492,,13608,,331689000,G,S
77161,48,2013,492,,48,,7943000,H,P
78978,49,2013,492,,893,,21865000,G,-
78979,49,2013,492,,15,,2057000,G,C
78980,49,2013,492,,867,,17295000,G,S
78981,49,2013,492,,11,,2513000,G,P
80648,50,2013,492,,248,,4788000,G,-
80649,50,2013,492,,246,,4757000,G,S
80650,50,2013,492,D,0,D,0,D,P
82403,51,2013,492,,3989,,90418000,G,-
82404,51,2013,492,,59,,5899000,G,C
82405,51,2013,492,,3914,,83808000,G,S
82406,51,2013,492,,16,,711000,H,P
84212,53,2013,492,,2444,,62685000,G,-
84213,53,2013,492,,21,,2129000,G,C
84214,53,2013,492,,2411,,59377000,G,S
84215,53,2013,492,,12,,1179000,G,P
85948,54,2013,492,,855,,19049000,G,-
85949,54,2013,492,,10,,360000,G,C
85950,54,2013,492,,841,,18010000,G,S
85951,54,2013,492,,4,,679000,H,P
87721,55,2013,492,,1941,,40173000,G,-
87722,55,2013,492,,23,,2744000,G,C
87723,55,2013,492,,1907,,36581000,G,S
87724,55,2013,492,,11,,848000,G,P
89450,56,2013,492,,233,,4534000,G,-
89451,56,2013,492,D,0,D,0,D,C
89452,56,2013,492,,229,,4376000,G,S
89453,56,2013,492,D,0,D,0,D,P
1172,01,2014,492,,1839,,42642000,G,-
1173,01,2014,492,,7,,1153000,H,C
1174,01,2014,492,D,0,D,0,D,Z
1175,01,2014,492,,1813,,38537000,G,S
1176,01,2014,492,,7,,1461000,H,P
3136,02,2014,492,,225,,4456000,G,-
3137,02,2014,492,D,0,D,0,D,C
3138,02,2014,492,,5,,291000,H,Z
3139,02,2014,492,,214,,3651000,G,S
3140,02,2014,492,,4,,474000,H,P
5187,04,2014,492,,3350,,84371000,G,-
5188,04,2014,492,D,0,D,0,D,C
5189,04,2014,492,,34,,3468000,G,Z
5190,04,2014,492,,3286,,77330000,G,S
5191,04,2014,492,,26,,2366000,G,P
7361,05,2014,492,,1193,,24840000,G,-
7362,05,2014,492,,18,,1728000,H,Z
7363,05,2014,492,,1171,,22854000,G,S
7364,05,2014,492,,4,,258000,H,P
9627,06,2014,492,,19719,,520060000,G,-
9628,06,2014,492,,95,,11108000,G,C
9629,06,2014,492,,147,,19486000,G,Z
9630,06,2014,492,,19395,,474456000,G,S
9631,06,2014,492,,82,,15010000,G,P
11888,08,2014,492,,2547,,62371000,G,-
11889,08,2014,492,D,0,D,0,D,C
11890,08,2014,492,,40,,4535000,H,Z
11891,08,2014,492,,2487,,54257000,G,S
11892,08,2014,492,,17,,3323000,G,P
14051,09,2014,492,,1952,,55418000,G,-
14052,09,2014,492,,7,,1998000,H,C
14053,09,2014,492,,8,,1736000,G,Z
14054,09,2014,492,,1926,,49744000,G,S
14055,09,2014,492,,11,,1940000,H,P
16117,10,2014,492,,366,,8733000,G,-
16118,10,2014,492,D,0,D,0,D,C
16119,10,2014,492,D,0,D,0,D,Z
16120,10,2014,492,,355,,7525000,G,S
16121,10,2014,492,,3,,294000,H,P
17903,11,2014,492,,352,,7834000,G,-
17904,11,2014,492,D,0,D,0,D,C
17905,11,2014,492,,5,,1029000,H,Z
17906,11,2014,492,,343,,5877000,G,S
17907,11,2014,492,D,0,D,0,D,P
20042,12,2014,492,,18181,,406314000,G,-
20043,12,2014,492,,333,,25671000,G,C
20044,12,2014,492,,649,,60531000,G,Z
20045,12,2014,492,,17082,,306574000,G,S
20046,12,2014,492,,117,,13538000,G,P
22332,13,2014,492,,5515,,128487000,G,-
22333,13,2014,492,,17,,2734000,H,C
22334,13,2014,492,,76,,8301000,G,Z
22335,13,2014,492,,5398,,113572000,G,S
22336,13,2014,492,,24,,3880000,G,P
24389,15,2014,492,,258,,5116000,G,-
24390,15,2014,492,D,0,D,0,D,C
24391,15,2014,492,,9,,669000,G,Z
24392,15,2014,492,,240,,3965000,G,S
24393,15,2014,492,,4,,143000,G,P
26424,16,2014,492,,586,,11411000,G,-
26425,16,2014,492,D,0,D,0,D,Z
26426,16,2014,492,,576,,10122000,G,S
26427,16,2014,492,,6,,376000,G,P
28614,17,2014,492,,7369,,172224000,G,-
28615,17,2014,492,,77,,7421000,G,C
28616,17,2014,492,,199,,21252000,G,Z
28617,17,2014,492,,7080,,142267000,G,S
28618,17,2014,492,,13,,1284000,H,P
30855,18,2014,492,,3459,,75684000,G,-
30856,18,2014,492,,3,,431000,H,C
30857,18,2014,492,,35,,3803000,H,Z
30858,18,2014,492,,3412,,69553000,G,S
30859,18,2014,492,,9,,1897000,H,P
32991,19,2014,492,,1271,,26947000,G,-
32992,19,2014,492,,10,,1022000,H,Z
32993,19,2014,492,,1256,,24776000,G,S
32994,19,2014,492,,5,,1149000,H,P
35108,20,2014,492,,1055,,24541000,G,-
35109,20,2014,492,D,0,D,0,D,C
35110,20,2014,492,,8,,1219000,H,Z
35111,20,2014,492,,1043,,22992000,G,S
35112,20,2014,492,D,0,D,0,D,P
37260,21,2014,492,,2161,,55990000,G,-
37261,21,2014,492,D,0,D,0,D,C
37262,21,2014,492,,14,,2290000,G,Z
37263,21,2014,492,,2140,,53213000,G,S
37264,21,2014,492,,6,,404000,H,P
39472,22,2014,492,,1859,,43552000,G,-
39473,22,2014,492,,4,,465000,H,C
39474,22,2014,492,,16,,1698000,G,Z
39475,22,2014,492,,1823,,38438000,G,S
39476,22,2014,492,,16,,2951000,G,P
41550,23,2014,492,,502,,9409000,G,-
41551,23,2014,492,D,0,D,0,D,C
41552,23,2014,492,,6,,206000,H,Z
41553,23,2014,492,,493,,8817000,G,S
41554,23,2014,492,D,0,D,0,D,P
43681,24,2014,492,,4395,,112235000,G,-
43682,24,2014,492,,18,,1355000,G,C
43683,24,2014,492,,42,,5573000,G,Z
43684,24,2014,492,,4305,,102052000,G,S
43685,24,2014,492,,30,,3255000,G,P
45892,25,2014,492,,3703,,90539000,G,-
45893,25,2014,492,,15,,1244000,G,C
45894,25,2014,492,,35,,3937000,G,Z
45895,25,2014,492,,3645,,84064000,G,S
45896,25,2014,492,,8,,1294000,H,P
48149,26,2014,492,,3759,,78766000,G,-
48150,26,2014,492,,9,,1283000,H,C
48151,26,2014,492,,52,,3640000,G,Z
48152,26,2014,492,,3687,,72304000,G,S
48153,26,2014,492,D,0,D,0,D,P
50376,27,2014,492,,3657,,90435000,G,-
50377,27,2014,492,,10,,890000,H,C
50378,27,2014,492,,69,,4544000,G,Z
50379,27,2014,492,,3567,,82494000,G,S
50380,27,2014,492,,11,,2507000,H,P
52533,28,2014,492,,894,,18269000,G,-
52534,28,2014,492,D,0,D,0,D,C
52535,28,2014,492,,6,,544000,H,Z
52536,28,2014,492,,884,,17517000,G,S
52537,28,2014,492,D,0,D,0,D,P
54699,29,2014,492,,3350,,81339000,G,-
54700,29,2014,492,,6,,794000,H,C
54701,29,2014,492,,20,,2326000,H,Z
54702,29,2014,492,,3310,,77033000,G,S
54703,29,2014,492,,14,,1186000,G,P
56823,30,2014,492,,435,,9281000,G,-
56824,30,2014,492,D,0,D,0,D,C
56825,30,2014,492,D,0,D,0,D,Z
56826,30,2014,492,,428,,7637000,G,S
56827,30,2014,492,,3,,187000,H,P
58849,31,2014,492,,995,,20548000,G,-
58850,31,2014,492,,6,,287000,H,Z
58851,31,2014,492,,979,,19782000,G,S
58852,31,2014,492,,10,,479000,G,P
60976,32,2014,492,,1240,,28048000,G,-
60977,32,2014,492,,11,,1858000,G,C
60978,32,2014,492,D,0,D,0,D,Z
60979,32,2014,492,,1209,,24417000,G,S
60980,32,2014,492,D,0,D,0,D,P
63058,33,2014,492,,488,,12640000,G,-
63059,33,2014,492,D,0,D,0,D,Z
63060,33,2014,492,,484,,12324000,G,S
63061,33,2014,492,,3,,292000,H,P
65215,34,2014,492,,5308,,157571000,G,-
65216,34,2014,492,,44,,4174000,G,C
65217,34,2014,492,,73,,9667000,G,Z
65218,34,2014,492,,5107,,132681000,G,S
65219,34,2014,492,,84,,11049000,G,P
67331,35,2014,492,,589,,15805000,G,-
67332,35,2014,492,D,0,D,0,D,C
67333,35,2014,492,,7,,1228000,H,Z
67334,35,2014,492,,580,,14278000,G,S
67335,35,2014,492,D,0,D,0,D,P
69566,36,2014,492,,12315,,301869000,G,-
69567,36,2014,492,,249,,26186000,G,C
69568,36,2014,492,,235,,24876000,G,Z
69569,36,2014,492,,11788,,245580000,G,S
69570,36,2014,492,,43,,5227000,G,P
71846,37,2014,492,,4219,,97710000,G,-
71847,37,2014,492,,10,,1599000,G,C
71848,37,2014,492,,58,,5345000,G,Z
71849,37,2014,492,,4131,,86867000,G,S
71850,37,2014,492,,20,,3899000,H,P
73886,38,2014,492,,385,,8215000,G,-
73887,38,2014,492,D,0,D,0,D,Z
73888,38,2014,492,,382,,8121000,G,S
73889,38,2014,492,D,0,D,0,D,P
76002,39,2014,492,,7116,,153178000,G,-
76003,39,2014,492,,15,,1607000,H,C
76004,39,2014,492,,40,,4223000,H,Z
76005,39,2014,492,,7039,,145399000,G,S
76006,39,2014,492,,22,,1949000,G,P
78205,40,2014,492,,1463,,33453000,G,-
78206,40,2014,492,D,0,D,0,D,C
78207,40,2014,492,,23,,2378000,G,Z
78208,40,2014,492,,1431,,30183000,G,S
78209,40,2014,492,,6,,355000,H,P
80395,41,2014,492,,1581,,37075000,G,-
80396,41,2014,492,,4,,262000,H,C
80397,41,2014,492,,8,,258000,H,Z
80398,41,2014,492,,1546,,33727000,G,S
80399,41,2014,492,,23,,2828000,G,P
82648,42,2014,492,,6151,,135860000,G,-
82649,42,2014,492,,14,,963000,G,C
82650,42,2014,492,,53,,5660000,H,Z
82651,42,2014,492,,6066,,127303000,G,S
82652,42,2014,492,,18,,1934000,G,P
84687,44,2014,492,,517,,12775000,G,-
84688,44,2014,492,,5,,370000,H,Z
84689,44,2014,492,,510,,11807000,G,S
84690,44,2014,492,D,0,D,0,D,P
86760,45,2014,492,,1842,,42473000,G,-
86761,45,2014,492,D,0,D,0,D,C
86762,45,2014,492,,17,,2148000,H,Z
86763,45,2014,492,,1812,,39254000,G,S
86764,45,2014,492,D,0,D,0,D,P
88734,46,2014,492,,427,,9815000,G,-
88735,46,2014,492,,426,,9643000,G,S
88736,46,2014,492,D,0,D,0,D,P
90825,47,2014,492,,3094,,78078000,G,-
90826,47,2014,492,D,0,D,0,D,C
90827,47,2014,492,S,0,S,0,S,Z
90828,47,2014,492,,3061,,71741000,G,S
90829,47,2014,492,,12,,2681000,G,P
93103,48,2014,492,,14617,,387792000,G,-
93104,48,2014,492,,45,,8259000,G,C
93105,48,2014,492,,77,,13045000,G,Z
93106,48,2014,492,,14449,,358176000,G,S
93107,48,2014,492,,46,,8312000,H,P
95313,49,2014,492,,900,,19619000,G,-
95314,49,2014,492,D,0,D,0,D,C
95315,49,2014,492,,12,,876000,G,Z
95316,49,2014,492,,877,,17140000,G,S
95317,49,2014,492,,10,,1548000,H,P
97288,50,2014,492,,239,,4692000,G,-
97289,50,2014,492,,238,,4685000,G,S
97290,50,2014,492,D,0,D,0,D,P
99381,51,2014,492,,4085,,96433000,G,-
99382,51,2014,492,,18,,1922000,G,C
99383,51,2014,492,,49,,5419000,H,Z
99384,51,2014,492,,4006,,88214000,G,S
99385,51,2014,492,D,0,D,0,D,P
101589,53,2014,492,,2666,,70643000,G,-
101590,53,2014,492,,4,,114000,G,C
101591,53,2014,492,,12,,816000,H,Z
101592,53,2014,492,,2639,,68675000,G,S
101593,53,2014,492,,11,,1038000,G,P
103655,54,2014,492,,813,,19263000,G,-
103656,54,2014,492,D,0,D,0,D,C
103657,54,2014,492,,7,,276000,G,Z
103658,54,2014,492,,802,,17880000,G,S
103659,54,2014,492,D,0,D,0,D,P
105761,55,2014,492,,1987,,41689000,G,-
105762,55,2014,492,,4,,599000,G,C
105763,55,2014,492,,16,,1228000,H,Z
105764,55,2014,492,,1953,,38791000,G,S
105765,55,2014,492,,14,,1071000,G,P
107824,56,2014,492,,246,,4392000,G,-
107825,56,2014,492,D,0,D,0,D,C
107826,56,2014,492,D,0,D,0,D,Z
107827,56,2014,492,,240,,4229000,G,S
107828,56,2014,492,D,0,D,0,D,P
1176,01,2015,492,,1893,,42303000,G,-
1177,01,2015,492,,6,,1011000,H,P
1178,01,2015,492,,1866,,38630000,G,S
1179,01,2015,492,,15,,2122000,G,Z
1180,01,2015,492,,6,,540000,H,C
3149,02,2015,492,,3,,422000,H,P
3150,02,2015,492,,205,,4443000,G,-
3151,02,2015,492,D,0,D,0,D,Z
3152,02,2015,492,,201,,3987000,G,S
5211,04,2015,492,D,0,D,0,D,C
5212,04,2015,492,,21,,2106000,G,P
5213,04,2015,492,,3535,,80217000,G,S
5214,04,2015,492,,3589,,85669000,G,-
5215,04,2015,492,,30,,2906000,G,Z
7387,05,2015,492,,1210,,27315000,G,-
7388,05,2015,492,D,0,D,0,D,C
7389,05,2015,492,,13,,1565000,H,Z
7390,05,2015,492,,1192,,24673000,G,S
7391,05,2015,492,,4,,363000,H,P
9639,06,2015,492,,77,,12712000,G,P
9640,06,2015,492,,24888,,581838000,G,-
9641,06,2015,492,,111,,17137000,G,C
9642,06,2015,492,,163,,26682000,G,Z
9643,06,2015,492,,24537,,525307000,G,S
11892,08,2015,492,,2729,,63766000,G,-
11893,08,2015,492,D,0,D,0,D,C
11894,08,2015,492,,36,,3834000,G,Z
11895,08,2015,492,,2673,,57143000,G,S
11896,08,2015,492,,18,,2637000,G,P
14039,09,2015,492,,9,,1905000,H,P
14040,09,2015,492,D,0,D,0,D,C
14041,09,2015,492,,1950,,56881000,G,-
14042,09,2015,492,,1930,,51868000,G,S
14043,09,2015,492,,9,,2601000,H,Z
16110,10,2015,492,,6,,634000,J,C
16111,10,2015,492,D,0,D,0,D,P
16112,10,2015,492,,395,,10509000,G,-
16113,10,2015,492,,8,,1697000,G,Z
16114,10,2015,492,,380,,8166000,G,S
17888,11,2015,492,,456,,7841000,G,-
17889,11,2015,492,D,0,D,0,D,P
17890,11,2015,492,,448,,6284000,G,S
17891,11,2015,492,D,0,D,0,D,C
17892,11,2015,492,,4,,476000,H,Z
20034,12,2015,492,,18917,,424102000,G,-
20035,12,2015,492,,340,,31469000,G,C
20036,12,2015,492,,668,,64206000,G,Z
20037,12,2015,492,,17785,,313198000,G,S
20038,12,2015,492,,124,,15229000,G,P
22318,13,2015,492,,22,,3584000,G,P
22319,13,2015,492,,5784,,130386000,G,-
22320,13,2015,492,,15,,1977000,G,C
22321,13,2015,492,,68,,6468000,G,Z
22322,13,2015,492,,5679,,118357000,G,S
24406,15,2015,492,D,0,D,0,D,C
24407,15,2015,492,,4,,349000,H,P
