,STATE_CODE,YEAR,NAICS,ESTAB_F,ESTAB,RCPTOT_F,RCPTOT,RCPTOT_N_F,LFO
25685,18,2009,492,,3539,,67657000,G,-
25686,18,2009,492,,33,,4249000,G,C
25687,18,2009,492,,3499,,63123000,G,S
25688,18,2009,492,,7,,285000,G,P
27484,19,2009,492,,1431,,23965000,G,-
27485,19,2009,492,,8,,370000,H,C
27486,19,2009,492,,1418,,22099000,G,S
27487,19,2009,492,D,0,D,0,D,P
29264,20,2009,492,,1214,,24011000,G,-
29265,20,2009,492,,11,,1415000,G,C
29266,20,2009,492,,1200,,22517000,G,S
29267,20,2009,492,D,0,D,0,D,P
31089,21,2009,492,,2375,,51641000,G,-
31090,21,2009,492,,15,,1042000,H,C
31091,21,2009,492,,2353,,49617000,G,S
31092,21,2009,492,,7,,982000,H,P
32904,22,2009,492,,1665,,39286000,G,-
32905,22,2009,492,,28,,3165000,H,C
32906,22,2009,492,,1620,,33810000,G,S
32907,22,2009,492,,17,,2311000,H,P
34652,23,2009,492,,654,,13879000,G,-
34653,23,2009,492,,10,,422000,G,C
34654,23,2009,492,,644,,13457000,G,S
36451,24,2009,492,,4530,,113718000,G,-
36452,24,2009,492,,52,,5292000,G,C
36453,24,2009,492,,4458,,106957000,G,S
36454,24,2009,492,,20,,1469000,G,P
38263,25,2009,492,,3868,,95948000,G,-
38264,25,2009,492,,34,,4737000,G,C
38265,25,2009,492,,3825,,90212000,G,S
38266,25,2009,492,,9,,999000,H,P
40109,26,2009,492,,4257,,76940000,G,-
40110,26,2009,492,,63,,5784000,G,C
40111,26,2009,492,,4183,,69742000,G,S
40112,26,2009,492,,11,,1414000,H,P
41932,27,2009,492,,3719,,79998000,G,-
41933,27,2009,492,,74,,7447000,G,C
41934,27,2009,492,,3636,,71464000,G,S
41935,27,2009,492,,9,,1087000,G,P
43731,28,2009,492,,955,,21900000,G,-
43732,28,2009,492,D,0,D,0,D,C
43733,28,2009,492,,951,,20591000,G,S
43734,28,2009,492,D,0,D,0,D,P
45539,29,2009,492,,3598,,81190000,G,-
45540,29,2009,492,,32,,2862000,H,C
45541,29,2009,492,,3549,,76807000,G,S
45542,29,2009,492,,17,,1521000,G,P
47314,30,2009,492,,452,,9662000,G,-
47315,30,2009,492,D,0,D,0,D,C
47316,30,2009,492,,445,,9131000,G,S
47317,30,2009,492,,4,,96000,G,P
49050,31,2009,492,,1068,,19144000,G,-
49051,31,2009,492,,9,,471000,H,C
49052,31,2009,492,,1052,,18372000,G,S
49053,31,2009,492,D,0,D,0,D,P
50830,32,2009,492,,1100,,27309000,G,-
50831,32,2009,492,,37,,4864000,H,C
50832,32,2009,492,,1047,,21186000,G,S
50833,32,2009,492,,16,,1259000,G,P
52581,33,2009,492,,586,,14022000,G,-
52582,33,2009,492,D,0,D,0,D,C
52583,33,2009,492,,581,,13676000,G,S
52584,33,2009,492,,4,,196000,H,P
54393,34,2009,492,,5586,,152208000,G,-
54394,34,2009,492,,111,,13037000,G,C
54395,34,2009,492,,5412,,132297000,G,S
54396,34,2009,492,,63,,6874000,G,P
56191,35,2009,492,,643,,14914000,G,-
56192,35,2009,492,,5,,252000,H,C
56193,35,2009,492,,632,,14303000,G,S
56194,35,2009,492,S,0,S,0,S,P
58020,36,2009,492,,12885,,300320000,G,-
58021,36,2009,492,,381,,42558000,G,C
58022,36,2009,492,,12473,,251954000,G,S
58023,36,2009,492,,31,,5808000,G,P
59856,37,2009,492,,3983,,88686000,G,-
59857,37,2009,492,,67,,6192000,G,C
59858,37,2009,492,,3901,,81335000,G,S
59859,37,2009,492,,15,,1159000,H,P
61570,38,2009,492,,380,,6954000,G,-
61571,38,2009,492,,3,,61000,G,C
61572,38,2009,492,,375,,6755000,G,S
61573,38,2009,492,D,0,D,0,D,P
63338,39,2009,492,,7665,,145766000,G,-
63339,39,2009,492,,58,,5567000,H,C
63340,39,2009,492,,7587,,138419000,G,S
63341,39,2009,492,,20,,1780000,H,P
65149,40,2009,492,,1589,,35368000,G,-
65150,40,2009,492,,25,,2535000,G,C
65151,40,2009,492,,1555,,32063000,G,S
65152,40,2009,492,,9,,770000,H,P
66968,41,2009,492,,1524,,32195000,G,-
66969,41,2009,492,,6,,234000,H,C
66970,41,2009,492,,1508,,30491000,G,S
66971,41,2009,492,,10,,1470000,H,P
68818,42,2009,492,,6302,,137142000,G,-
68819,42,2009,492,,62,,5474000,G,C
68820,42,2009,492,,6229,,130353000,G,S
68821,42,2009,492,,11,,1315000,H,P
70529,44,2009,492,,586,,15100000,G,-
70530,44,2009,492,D,0,D,0,D,C
70531,44,2009,492,,580,,14337000,G,S
70532,44,2009,492,,3,,514000,G,P
72283,45,2009,492,,1783,,38062000,G,-
72284,45,2009,492,,21,,1535000,G,C
72285,45,2009,492,,1752,,35363000,G,S
72286,45,2009,492,,10,,1164000,G,P
73985,46,2009,492,,458,,9772000,G,-
73986,46,2009,492,,456,,9526000,G,S
73987,46,2009,492,D,0,D,0,D,P
75760,47,2009,492,,3421,,74763000,G,-
75761,47,2009,492,,16,,1528000,H,C
75762,47,2009,492,,3386,,71094000,G,S
75763,47,2009,492,,19,,2141000,H,P
77613,48,2009,492,,13922,,336649000,G,-
77614,48,2009,492,,124,,16589000,G,C
77615,48,2009,492,,13744,,313416000,G,S
77616,48,2009,492,,54,,6644000,H,P
79439,49,2009,492,,951,,19478000,G,-
79440,49,2009,492,,12,,805000,G,C
79441,49,2009,492,,922,,16692000,G,S
79442,49,2009,492,,17,,1981000,G,P
81125,50,2009,492,,280,,5814000,G,-
81126,50,2009,492,D,0,D,0,D,C
81127,50,2009,492,,274,,4753000,G,S
81128,50,2009,492,D,0,D,0,D,P
82885,51,2009,492,,4166,,97326000,G,-
82886,51,2009,492,,62,,7949000,G,C
82887,51,2009,492,,4091,,88532000,G,S
82888,51,2009,492,,13,,845000,H,P
84701,53,2009,492,,2502,,56895000,G,-
84702,53,2009,492,,22,,1480000,H,C
84703,53,2009,492,,2469,,53709000,G,S
84704,53,2009,492,,11,,1706000,H,P
86442,54,2009,492,,919,,19479000,G,-
86443,54,2009,492,D,0,D,0,D,C
86444,54,2009,492,,908,,19278000,G,S
86445,54,2009,492,D,0,D,0,D,P
88223,55,2009,492,,2072,,38062000,G,-
88224,55,2009,492,,22,,1995000,H,C
88225,55,2009,492,,2036,,35378000,G,S
88226,55,2009,492,,14,,689000,G,P
89931,56,2009,492,,260,,4660000,G,-
89932,56,2009,492,D,0,D,0,D,C
89933,56,2009,492,,256,,4291000,G,S
89934,56,2009,492,D,0,D,0,D,P
998,01,2010,492,,1910,,42686000,G,-
999,01,2010,492,,25,,3017000,G,C
1000,01,2010,492,,1878,,39288000,G,S
1001,01,2010,492,,7,,381000,G,P
2697,02,2010,492,,279,,6156000,G,-
2698,02,2010,492,,7,,256000,H,C
2699,02,2010,492,,268,,5391000,G,S
2700,02,2010,492,,4,,509000,G,P
4451,04,2010,492,,3291,,76301000,G,-
4452,04,2010,492,,39,,4532000,G,C
4453,04,2010,492,,3229,,70101000,G,S
4454,04,2010,492,,23,,1668000,G,P
6258,05,2010,492,,1270,,25110000,G,-
6259,05,2010,492,D,0,D,0,D,C
6260,05,2010,492,,1254,,23699000,G,S
6261,05,2010,492,D,0,D,0,D,P
8097,06,2010,492,,17261,,429653000,G,-
8098,06,2010,492,,183,,24705000,G,C
8099,06,2010,492,,17008,,396252000,G,S
8100,06,2010,492,,70,,8696000,G,P
9948,08,2010,492,,2458,,55027000,G,-
9949,08,2010,492,,37,,3511000,G,C
9950,08,2010,492,,2400,,48682000,G,S
9951,08,2010,492,,21,,2834000,H,P
11754,09,2010,492,,2097,,54286000,G,-
11755,09,2010,492,,10,,2784000,G,C
11756,09,2010,492,,2077,,50772000,G,S
11757,09,2010,492,,10,,730000,G,P
13461,10,2010,492,,379,,9212000,G,-
13462,10,2010,492,,7,,544000,H,C
13463,10,2010,492,,367,,8311000,G,S
13464,10,2010,492,D,0,D,0,D,P
14974,11,2010,492,,299,,6738000,G,-
14975,11,2010,492,,4,,665000,G,C
14976,11,2010,492,,294,,5970000,G,S
14977,11,2010,492,D,0,D,0,D,P
16738,12,2010,492,,19044,,385263000,G,-
16739,12,2010,492,,892,,74397000,G,C
16740,12,2010,492,,18082,,301777000,G,S
16741,12,2010,492,,70,,9089000,H,P
18575,13,2010,492,,4958,,113136000,G,-
18576,13,2010,492,,89,,10275000,G,C
18577,13,2010,492,,4845,,98460000,G,S
18578,13,2010,492,,24,,4401000,G,P
20302,15,2010,492,,217,,5889000,G,-
20303,15,2010,492,,12,,659000,G,C
20304,15,2010,492,,203,,4739000,G,S
20305,15,2010,492,D,0,D,0,D,P
22045,16,2010,492,,616,,11806000,G,-
22046,16,2010,492,,5,,385000,H,C
22047,16,2010,492,,605,,11127000,G,S
22048,16,2010,492,,6,,294000,H,P
23862,17,2010,492,,6949,,151686000,G,-
23863,17,2010,492,,197,,18292000,H,C
23864,17,2010,492,,6742,,131724000,G,S
23865,17,2010,492,D,0,D,0,D,P
25704,18,2010,492,,3551,,70055000,G,-
25705,18,2010,492,,31,,4711000,H,C
25706,18,2010,492,,3511,,64922000,G,S
25707,18,2010,492,,9,,422000,G,P
27497,19,2010,492,,1354,,23703000,G,-
27498,19,2010,492,,9,,565000,H,C
27499,19,2010,492,,1339,,22411000,G,S
27500,19,2010,492,,6,,727000,G,P
29281,20,2010,492,,1182,,24681000,G,-
29282,20,2010,492,,10,,1222000,G,C
29283,20,2010,492,,1170,,22762000,G,S
29284,20,2010,492,D,0,D,0,D,P
31097,21,2010,492,,2309,,53462000,G,-
31098,21,2010,492,,21,,2438000,G,C
31099,21,2010,492,,2279,,50131000,G,S
31100,21,2010,492,D,0,D,0,D,P
32915,22,2010,492,,1774,,40114000,G,-
32916,22,2010,492,,23,,2232000,H,C
32917,22,2010,492,,1733,,35444000,G,S
32918,22,2010,492,,18,,2438000,H,P
34648,23,2010,492,,553,,12128000,G,-
34649,23,2010,492,,8,,293000,G,C
34650,23,2010,492,,545,,11835000,G,S
36447,24,2010,492,,4447,,107768000,G,-
36448,24,2010,492,,61,,6736000,H,C
36449,24,2010,492,,4369,,99507000,G,S
36450,24,2010,492,,17,,1525000,H,P
38269,25,2010,492,,3677,,87511000,G,-
38270,25,2010,492,,33,,3790000,G,C
38271,25,2010,492,,3637,,83132000,G,S
38272,25,2010,492,,7,,589000,G,P
40112,26,2010,492,,4058,,76567000,G,-
40113,26,2010,492,,63,,6405000,G,C
40114,26,2010,492,,3983,,68367000,G,S
40115,26,2010,492,D,0,D,0,D,P
41933,27,2010,492,,3682,,76967000,G,-
41934,27,2010,492,,66,,5902000,G,C
41935,27,2010,492,,3608,,69833000,G,S
41936,27,2010,492,,8,,1232000,G,P
43741,28,2010,492,,1023,,22018000,G,-
43742,28,2010,492,,9,,376000,G,C
43743,28,2010,492,,1012,,20375000,G,S
43744,28,2010,492,D,0,D,0,D,P
45545,29,2010,492,,3551,,83782000,G,-
45546,29,2010,492,,33,,4996000,G,C
45547,29,2010,492,,3493,,77228000,G,S
45548,29,2010,492,,25,,1558000,G,P
47320,30,2010,492,,444,,9268000,G,-
47321,30,2010,492,D,0,D,0,D,C
47322,30,2010,492,,436,,8740000,G,S
47323,30,2010,492,,5,,242000,H,P
49063,31,2010,492,,1028,,19514000,G,-
49064,31,2010,492,,8,,373000,H,C
49065,31,2010,492,,1014,,18684000,G,S
49066,31,2010,492,,6,,457000,H,P
50843,32,2010,492,,1067,,25382000,G,-
50844,32,2010,492,,32,,3005000,H,C
50845,32,2010,492,,1022,,20865000,G,S
50846,32,2010,492,,13,,1512000,H,P
52584,33,2010,492,,541,,13352000,G,-
52585,33,2010,492,,536,,12612000,G,S
52586,33,2010,492,,5,,740000,H,P
54381,34,2010,492,,5523,,151325000,G,-
54382,34,2010,492,,108,,11823000,G,C
54383,34,2010,492,,5362,,132752000,G,S
54384,34,2010,492,,53,,6750000,G,P
56166,35,2010,492,,610,,14414000,G,-
56167,35,2010,492,,4,,213000,H,C
56168,35,2010,492,,603,,13887000,G,S
56169,35,2010,492,D,0,D,0,D,P
58000,36,2010,492,,12877,,302527000,G,-
58001,36,2010,492,,423,,48388000,G,C
58002,36,2010,492,,12426,,251046000,G,S
58003,36,2010,492,,28,,3093000,G,P
59845,37,2010,492,,4047,,94941000,G,-
59846,37,2010,492,,68,,8664000,G,C
59847,37,2010,492,,3959,,85121000,G,S
59848,37,2010,492,,20,,1156000,G,P
61554,38,2010,492,,348,,6896000,G,-
61555,38,2010,492,,6,,168000,H,C
61556,38,2010,492,,340,,6595000,G,S
61557,38,2010,492,D,0,D,0,D,P
63321,39,2010,492,,7760,,150398000,G,-
63322,39,2010,492,,56,,6117000,G,C
63323,39,2010,492,,7685,,142751000,G,S
63324,39,2010,492,,19,,1530000,H,P
65136,40,2010,492,,1473,,35421000,G,-
65137,40,2010,492,,24,,2362000,H,C
65138,40,2010,492,,1441,,31837000,G,S
65139,40,2010,492,D,0,D,0,D,P
66957,41,2010,492,,1488,,34332000,G,-
66958,41,2010,492,D,0,D,0,D,C
66959,41,2010,492,,1468,,32079000,G,S
66960,41,2010,492,,9,,1356000,H,P
68811,42,2010,492,,6216,,134192000,G,-
68812,42,2010,492,,68,,6204000,G,C
68813,42,2010,492,,6137,,126751000,G,S
68814,42,2010,492,,11,,1237000,H,P
70516,44,2010,492,,511,,14063000,G,-
70517,44,2010,492,,6,,611000,G,C
70518,44,2010,492,,503,,13256000,G,S
70519,44,2010,492,D,0,D,0,D,P
72278,45,2010,492,,1787,,39963000,G,-
72279,45,2010,492,,17,,2102000,G,C
72280,45,2010,492,,1764,,36185000,G,S
72281,45,2010,492,,6,,1676000,G,P
73977,46,2010,492,,460,,9390000,G,-
73978,46,2010,492,D,0,D,0,D,C
73979,46,2010,492,,458,,9188000,G,S
73980,46,2010,492,D,0,D,0,D,P
75752,47,2010,492,,3420,,75492000,G,-
75753,47,2010,492,,21,,2972000,H,C
75754,47,2010,492,,3385,,70450000,G,S
75755,47,2010,492,,14,,2070000,H,P
77605,48,2010,492,,13835,,340634000,G,-
77606,48,2010,492,,131,,17449000,G,C
77607,48,2010,492,,13652,,316828000,G,S
77608,48,2010,492,,52,,6357000,H,P
79442,49,2010,492,,927,,19784000,G,-
79443,49,2010,492,,13,,1743000,H,C
79444,49,2010,492,,901,,16450000,G,S
79445,49,2010,492,,13,,1591000,H,P
81131,50,2010,492,,242,,5055000,G,-
81132,50,2010,492,D,0,D,0,D,C
81133,50,2010,492,,240,,4125000,G,S
81134,50,2010,492,D,0,D,0,D,P
82883,51,2010,492,,4149,,98714000,G,-
82884,51,2010,492,,76,,9058000,G,C
82885,51,2010,492,,4059,,88691000,G,S
82886,51,2010,492,,14,,965000,H,P
84708,53,2010,492,,2404,,57734000,G,-
84709,53,2010,492,,25,,2583000,G,C
84710,53,2010,492,,2369,,53712000,G,S
84711,53,2010,492,,10,,1439000,H,P
86465,54,2010,492,,902,,21071000,G,-
86466,54,2010,492,,8,,389000,G,C
86467,54,2010,492,,892,,19945000,G,S
86468,54,2010,492,D,0,D,0,D,P
88246,55,2010,492,,2094,,42455000,G,-
88247,55,2010,492,,22,,2582000,G,C
88248,55,2010,492,,2059,,39299000,G,S
88249,55,2010,492,,13,,574000,G,P
89963,56,2010,492,,262,,3833000,G,-
89964,56,2010,492,D,0,D,0,D,C
89965,56,2010,492,,256,,3446000,G,S
89966,56,2010,492,,3,,164000,G,P
998,01,2011,492,,1903,,40963000,G,-
999,01,2011,492,,26,,2866000,G,C
1000,01,2011,492,,1869,,37609000,G,S
1001,01,2011,492,,8,,488000,H,P
2690,02,2011,492,,246,,5635000,G,-
2691,02,2011,492,,6,,535000,G,C
2692,02,2011,492,,237,,4614000,G,S
2693,02,2011,492,,3,,486000,G,P
4439,04,2011,492,,3201,,76099000,G,-
4440,04,2011,492,,37,,4478000,G,C
4441,04,2011,492,,3136,,69565000,G,S
4442,04,2011,492,,28,,2056000,G,P
6250,05,2011,492,,1236,,25502000,G,-
6251,05,2011,492,D,0,D,0,D,C
6252,05,2011,492,,1215,,23797000,G,S
6253,05,2011,492,D,0,D,0,D,P
8093,06,2011,492,,17164,,446196000,G,-
8094,06,2011,492,,175,,25782000,G,C
8095,06,2011,492,,16901,,409753000,G,S
8096,06,2011,492,,88,,10661000,G,P
9947,08,2011,492,,2506,,60010000,G,-
9948,08,2011,492,,44,,4994000,G,C
9949,08,2011,492,,2442,,52286000,G,S
9950,08,2011,492,,20,,2730000,H,P
11750,09,2011,492,,2065,,53267000,G,-
11751,09,2011,492,,13,,2394000,G,C
11752,09,2011,492,,2040,,48308000,G,S
11753,09,2011,492,D,0,D,0,D,P
13455,10,2011,492,,354,,8051000,G,-
13456,10,2011,492,,10,,591000,G,C
13457,10,2011,492,,340,,7279000,G,S
13458,10,2011,492,,4,,181000,H,P
14997,11,2011,492,,303,,6426000,G,-
14998,11,2011,492,D,0,D,0,D,C
14999,11,2011,492,,301,,6268000,G,S
15000,11,2011,492,D,0,D,0,D,P
16762,12,2011,492,,18370,,377938000,G,-
16763,12,2011,492,,909,,76195000,G,C
16764,12,2011,492,,17386,,294593000,G,S
16765,12,2011,492,,75,,7150000,G,P
18598,13,2011,492,,4760,,109684000,G,-
18599,13,2011,492,,91,,11984000,G,C
18600,13,2011,492,,4644,,94668000,G,S
18601,13,2011,492,,25,,3032000,H,P
20317,15,2011,492,,239,,5153000,G,-
20318,15,2011,492,,12,,828000,G,C
20319,15,2011,492,,223,,3837000,G,S
20320,15,2011,492,,4,,488000,H,P
22068,16,2011,492,,564,,10405000,G,-
22069,16,2011,492,,4,,329000,H,C
22070,16,2011,492,,555,,9716000,G,S
22071,16,2011,492,,5,,360000,G,P
23884,17,2011,492,,6917,,153357000,G,-
23885,17,2011,492,,204,,17411000,G,C
23886,17,2011,492,,6705,,135502000,G,S
23887,17,2011,492,,8,,444000,G,P
25725,18,2011,492,,3585,,72511000,G,-
25726,18,2011,492,,39,,4843000,G,C
25727,18,2011,492,,3536,,67214000,G,S
25728,18,2011,492,,10,,454000,H,P
27517,19,2011,492,,1344,,25158000,G,-
27518,19,2011,492,,8,,1375000,H,C
27519,19,2011,492,,1332,,23222000,G,S
27520,19,2011,492,D,0,D,0,D,P
29300,20,2011,492,,1058,,22260000,G,-
29301,20,2011,492,,14,,1508000,G,C
29302,20,2011,492,,1044,,20752000,G,S
31102,21,2011,492,,2206,,52860000,G,-
31103,21,2011,492,,21,,2794000,G,C
31104,21,2011,492,,2178,,49270000,G,S
31105,21,2011,492,D,0,D,0,D,P
32927,22,2011,492,,1771,,41255000,G,-
32928,22,2011,492,,24,,2757000,H,C
32929,22,2011,492,,1732,,36734000,G,S
32930,22,2011,492,,15,,1764000,G,P
34660,23,2011,492,,535,,12339000,G,-
34661,23,2011,492,,8,,300000,H,C
34662,23,2011,492,,525,,11598000,G,S
34663,23,2011,492,D,0,D,0,D,P
36452,24,2011,492,,4289,,106226000,G,-
36453,24,2011,492,,72,,6822000,H,C
36454,24,2011,492,,4199,,98094000,G,S
36455,24,2011,492,,18,,1310000,H,P
38280,25,2011,492,,3574,,87288000,G,-
38281,25,2011,492,,44,,5482000,G,C
38282,25,2011,492,,3524,,81430000,G,S
38283,25,2011,492,D,0,D,0,D,P
40117,26,2011,492,,4017,,77787000,G,-
40118,26,2011,492,,66,,6733000,G,C
40119,26,2011,492,,3940,,68926000,G,S
40120,26,2011,492,D,0,D,0,D,P
41943,27,2011,492,,3705,,80730000,G,-
41944,27,2011,492,,86,,7464000,H,C
41945,27,2011,492,,3609,,72044000,G,S
41946,27,2011,492,,10,,1222000,G,P
43747,28,2011,492,,988,,20412000,G,-
43748,28,2011,492,,11,,627000,H,C
43749,28,2011,492,,974,,18926000,G,S
43750,28,2011,492,D,0,D,0,D,P
45553,29,2011,492,,3420,,82464000,G,-
45554,29,2011,492,,29,,3222000,G,C
45555,29,2011,492,,3370,,77416000,G,S
45556,29,2011,492,,21,,1826000,G,P
47330,30,2011,492,,448,,8947000,G,-
47331,30,2011,492,D,0,D,0,D,C
47332,30,2011,492,,438,,8515000,G,S
47333,30,2011,492,,6,,178000,G,P
49073,31,2011,492,,998,,20530000,G,-
49074,31,2011,492,,10,,507000,G,C
49075,31,2011,492,,983,,19196000,G,S
49076,31,2011,492,,5,,827000,G,P
50863,32,2011,492,,1061,,24336000,G,-
50864,32,2011,492,,23,,2283000,H,C
50865,32,2011,492,,1033,,21920000,G,S
50866,32,2011,492,D,0,D,0,D,P
52601,33,2011,492,,547,,12904000,G,-
52602,33,2011,492,D,0,D,0,D,C
52603,33,2011,492,,542,,12363000,G,S
52604,33,2011,492,D,0,D,0,D,P
54408,34,2011,492,,5244,,143954000,G,-
54409,34,2011,492,,119,,10481000,G,C
54410,34,2011,492,,5061,,126581000,G,S
54411,34,2011,492,,64,,6892000,G,P
56196,35,2011,492,,586,,13842000,G,-
56197,35,2011,492,,8,,370000,H,C
56198,35,2011,492,,577,,13462000,G,S
56199,35,2011,492,D,0,D,0,D,P
58025,36,2011,492,,12202,,285985000,G,-
58026,36,2011,492,,439,,46797000,G,C
58027,36,2011,492,,11729,,234944000,G,S
58028,36,2011,492,,34,,4244000,G,P
59866,37,2011,492,,3959,,89919000,G,-
59867,37,2011,492,,64,,6394000,H,C
59868,37,2011,492,,3876,,81778000,G,S
59869,37,2011,492,,19,,1747000,H,P
61575,38,2011,492,,377,,7914000,G,-
61576,38,2011,492,D,0,D,0,D,C
61577,38,2011,492,,372,,7611000,G,S
61578,38,2011,492,D,0,D,0,D,P
63347,39,2011,492,,7444,,150745000,G,-
63348,39,2011,492,,48,,5041000,G,C
63349,39,2011,492,,7375,,143634000,G,S
63350,39,2011,492,,21,,2070000,G,P
65167,40,2011,492,,1425,,32872000,G,-
65168,40,2011,492,D,0,D,0,D,C
65169,40,2011,492,,1402,,31228000,G,S
65170,40,2011,492,D,0,D,0,D,P
66984,41,2011,492,,1540,,34881000,G,-
66985,41,2011,492,D,0,D,0,D,C
66986,41,2011,492,,1519,,32409000,G,S
66987,41,2011,492,,12,,1363000,H,P
68832,42,2011,492,,6138,,132301000,G,-
68833,42,2011,492,,67,,6471000,G,C
68834,42,2011,492,,6053,,123641000,G,S
68835,42,2011,492,,18,,2189000,G,P
70541,44,2011,492,,491,,13363000,G,-
70542,44,2011,492,,4,,353000,H,C
70543,44,2011,492,,485,,12840000,G,S
70544,44,2011,492,D,0,D,0,D,P
72297,45,2011,492,,1834,,39662000,G,-
72298,45,2011,492,,24,,3472000,H,C
72299,45,2011,492,,1804,,35371000,G,S
72300,45,2011,492,D,0,D,0,D,P
74004,46,2011,492,,454,,9927000,G,-
74005,46,2011,492,D,0,D,0,D,C
74006,46,2011,492,,453,,9917000,G,S
75771,47,2011,492,,3250,,76258000,G,-
75772,47,2011,492,,23,,4089000,G,C
75773,47,2011,492,,3213,,69874000,G,S
75774,47,2011,492,,14,,2295000,H,P
77625,48,2011,492,,13542,,343068000,G,-
77626,48,2011,492,,132,,21996000,G,C
77627,48,2011,492,,13360,,314545000,G,S
77628,48,2011,492,,50,,6527000,H,P
79460,49,2011,492,,977,,21200000,G,-
79461,49,2011,492,,14,,1622000,H,C
79462,49,2011,492,,947,,17809000,G,S
79463,49,2011,492,D,0,D,0,D,P
81148,50,2011,492,,255,,4377000,G,-
81149,50,2011,492,D,0,D,0,D,C
81150,50,2011,492,,251,,4279000,G,S
81151,50,2011,492,,3,,86000,H,P
82906,51,2011,492,,4171,,97376000,G,-
82907,51,2011,492,,68,,7711000,G,C
82908,51,2011,492,,4082,,87926000,G,S
82909,51,2011,492,,21,,1739000,G,P
84720,53,2011,492,,2536,,60867000,G,-
84721,53,2011,492,,24,,2875000,G,C
84722,53,2011,492,,2502,,56444000,G,S
84723,53,2011,492,,10,,1548000,H,P
86467,54,2011,492,,937,,21291000,G,-
86468,54,2011,492,,13,,600000,G,C
86469,54,2011,492,,921,,19870000,G,S
86470,54,2011,492,,3,,821000,G,P
88234,55,2011,492,,2030,,40518000,G,-
88235,55,2011,492,,25,,2912000,G,C
88236,55,2011,492,,1990,,37085000,G,S
88237,55,2011,492,,15,,521000,H,P
89955,56,2011,492,,215,,3731000,G,-
89956,56,2011,492,D,0,D,0,D,C
89957,56,2011,492,,211,,3668000,G,S
89958,56,2011,492,D,0,D,0,D,P
982,01,2012,492,,1888,,39488000,G,-
983,01,2012,492,,18,,2346000,H,C
984,01,2012,492,,1864,,36629000,G,S
985,01,2012,492,,6,,513000,H,P
2652,02,2012,492,,231,,5369000,G,-
2653,02,2012,492,S,0,S,0,S,C
2654,02,2012,492,,223,,4245000,G,S
2655,02,2012,492,,3,,478000,G,P
4394,04,2012,492,,3099,,76205000,G,-
4395,04,2012,492,,37,,3513000,G,C
4396,04,2012,492,,3033,,69392000,G,S
4397,04,2012,492,,29,,3300000,G,P
6200,05,2012,492,,1178,,25488000,G,-
6201,05,2012,492,,12,,791000,G,C
6202,05,2012,492,,1160,,23378000,G,S
6203,05,2012,492,,6,,1319000,H,P
8032,06,2012,492,,16821,,461633000,G,-
8033,06,2012,492,,186,,25230000,G,C
8034,06,2012,492,,16563,,424783000,G,S
8035,06,2012,492,,72,,11620000,G,P
9870,08,2012,492,,2356,,57432000,G,-
9871,08,2012,492,,48,,4480000,G,C
9872,08,2012,492,,2285,,49133000,G,S
9873,08,2012,492,,23,,3819000,G,P
11671,09,2012,492,,1956,,51673000,G,-
11672,09,2012,492,,14,,2538000,G,C
11673,09,2012,492,,1932,,46902000,G,S
11674,09,2012,492,,10,,2233000,H,P
13368,10,2012,492,,329,,8362000,G,-
13369,10,2012,492,,13,,1115000,H,C
13370,10,2012,492,,314,,7136000,G,S
13371,10,2012,492,D,0,D,0,D,P
14910,11,2012,492,,310,,7118000,G,-
14911,11,2012,492,,4,,866000,H,C
14912,11,2012,492,,304,,6115000,G,S
14913,11,2012,492,D,0,D,0,D,P
16660,12,2012,492,,17966,,379612000,G,-
16661,12,2012,492,,930,,80067000,G,C
16662,12,2012,492,,16949,,292624000,G,S
16663,12,2012,492,,87,,6921000,H,P
18492,13,2012,492,,4908,,113773000,G,-
18493,13,2012,492,,83,,12334000,G,C
18494,13,2012,492,,4796,,98524000,G,S
18495,13,2012,492,,29,,2915000,G,P
20231,15,2012,492,,226,,4539000,G,-
20232,15,2012,492,,14,,817000,G,C
20233,15,2012,492,,209,,3575000,G,S
20234,15,2012,492,D,0,D,0,D,P
21983,16,2012,492,,580,,10672000,G,-
21984,16,2012,492,,5,,496000,H,C
21985,16,2012,492,,569,,9867000,G,S
21986,16,2012,492,,6,,309000,H,P
23787,17,2012,492,,6848,,155861000,G,-
23788,17,2012,492,,204,,18365000,G,C
23789,17,2012,492,,6634,,137091000,G,S
23790,17,2012,492,,10,,405000,H,P
25616,18,2012,492,,3437,,70766000,G,-
25617,18,2012,492,,40,,4607000,G,C
25618,18,2012,492,,3386,,65026000,G,S
25619,18,2012,492,,11,,1133000,H,P
27409,19,2012,492,,1288,,23668000,G,-
27410,19,2012,492,,10,,593000,H,C
27411,19,2012,492,,1272,,22482000,G,S
27412,19,2012,492,,6,,593000,H,P
29176,20,2012,492,,1089,,23444000,G,-
29177,20,2012,492,,15,,1739000,H,C
29178,20,2012,492,,1073,,21637000,G,S
29179,20,2012,492,D,0,D,0,D,P
30975,21,2012,492,,2080,,55317000,G,-
30976,21,2012,492,,29,,4598000,G,C
30977,21,2012,492,,2045,,50122000,G,S
30978,21,2012,492,,6,,597000,H,P
32795,22,2012,492,,1725,,38445000,G,-
32796,22,2012,492,,20,,2289000,H,C
32797,22,2012,492,,1688,,33860000,G,S
32798,22,2012,492,,17,,2296000,G,P
34524,23,2012,492,,488,,10862000,G,-
