b'"ST","NAICS","ESTABF","ESTAB","RCPTOT_F","RCPTOT"
"01","4221",,107,,6620
"01","4222",,60,,4093
"01","42221",,60,,4093
"01","4223",,257,,12458
"01","4224",,489,,47631
"01","4225",,70,,3593
"01","4226",,48,,2714
"01","4227",,31,,3710
"01","4228",,16,,1476
"01","4229",,1088,,58947
"01","42291",,38,,4303
"01","42292",,231,,5575
"01","42293",,233,,10276
"01","42294",,10,,1115
"01","42295",,21,,1157
"01","42299",,555,,36521
"01","44-45",,27701,,1349854
"01","441",,3348,,448478
"01","4411",,2220,,341583
"01","44112",,2220,,341583
"01","4412",,567,,65081
"01","44121",,69,,10674
"01","44122",,498,,54407
"01","441221",,38,,3023
"01","441222",,53,,4453
"01","441229",,407,,46931
"01","4413",,561,,41814
"01","442",,735,,38054
"01","4421",,330,,20520
"01","44211",,330,,20520
"01","4422",,405,,17534
"01","443",,436,,24646
"01","4431",,436,,24646
"01","44311",,284,,16076
"01","443111",,87,,5047
"01","443112",,197,,11029
"01","44312",,137,,8143
"01","44313",,15,,427
"01","444",,571,,42567
"01","4441",,396,,30664
"01","44411",,34,,1548
"01","44412",,37,,1810
"01","44413",,88,,6284
"01","44419",,237,,21022
"01","4442",,175,,11903
"01","445",,1369,,144997
"01","4451",,775,,94292
"01","4452",,485,,33132
"01","44521",,22,,3396
"01","44522",,50,,3633
"01","44523",,121,,8235
"01","44529",,292,,17868
"01","4453",,109,,17573
"01","44531",,109,,17573
"01","446",,1757,,31464
"01","4461",,1757,,31464
"01","44611",,63,,3426
"01","44612",,1274,,13484
"01","44613",,31,,2855
"01","44619",,389,,11699
"01","447",,543,,98167
"01","4471",,543,,98167
"01","448",,1418,,50837
"01","4481",,1046,,36736
"01","44811",,42,,1491
"01","44812",,242,,9402
"01","44813",,125,,4631
"01","44814",,174,,6630
"01","44815",,220,,5141
"01","44819",,243,,9441
"01","4482",,45,,2549
"01","44821",,45,,2549
"01","4483",,327,,11552
"01","44831",,319,,11382
"01","44832",,8,,170
"01","451",,1269,,48805
"01","4511",,833,,37244
"01","45111",,261,,19467
"01","45112",,226,,6781
"01","45113",,255,,5442
"01","45114",,91,,5554
"01","4512",,436,,11561
"01","45121",,388,,9234
"01","451211",,119,,4735
"01","451212",,269,,4499
"01","45122",,48,,2327
"01","452",,533,,32007
"01","453",,5582,,203360
"01","4531",,586,,19697
"01","45311",,586,,19697
"01","4532",,1210,,35630
"01","45321",,102,,6583
"01","45322",,1108,,29047
"01","4533",,1175,,26482
"01","45331",,1175,,26482
"01","4539",,2611,,121551
"01","45391",,132,,3476
"01","45392",,159,,4282
"01","45393",,123,,16554
"01","45399",,2197,,97239
"01","454",,10140,,186472
"01","4541",,471,,13925
"01","45411",,471,,13925
"01","4542",,559,,18589
"01","45421",,559,,18589
"01","4543",,9110,,153958
"01","45431",,25,,5403
"01","45439",,9085,,148555
"01","48-49",,11370,,650532
"01","481",,308,,12632
"01","483",,67,,3181
"01","484",,8311,,555387
"01","4841",,7550,,500119
"01","48411",,1956,,114291
"01","48412",,5594,,385828
"01","4842",,761,,55268
"01","485",,619,,17437
"01","4851",,10,,149
"01","48511",,10,,149
"01","4852",,11,,246
"01","48521",,11,,246
"01","4853",,171,,3756
"01","4854",,19,,98
"01","48541",,19,,98
"01","4855",,89,,3021
"01","48551",,89,,3021
"01","4859",,319,,10167
"01","48599",,319,,10167
"01","486",,8,,1136
"01","487",,21,,575
"01","488",,790,,35544
"01","492",,1183,,20224
"01","493",,63,,4416
"01","4931",,63,,4416
"01","51",,2148,,59490
"01","511",,582,,15558
"01","512",,227,,7202
"01","5121",,143,,5399
"01","5122",,84,,1803
"01","513",,569,,19329
"01","514",,770,,17401
"01","5141",,400,,10955
"01","5142",,370,,6446
"01","51421",,370,,6446
"01","52",,7357,,281493
"01","522",,1737,,47251
"01","5221",,92,,1441
"01","5222",,1396,,36071
"01","5223",,249,,9739
"01","523",,1345,,79224
"01","5231",,190,,23997
"01","52311",,53,,4866
"01","52312",,115,,17011
"01","52313","D",0,"D",0
"01","52314","D",0,"D",0
"01","5232",,20,,133
"01","52321",,20,,133
"01","5239",,1135,,55094
"01","524",,4275,,155018
"01","5241",,15,,363
"01","5242",,4260,,154655
"01","52421",,2971,,117137
"01","52429",,1289,,37518
"01","53",,20495,,1612061
"01","531",,19540,,1544636
"01","5311",,9593,,1082788
"01","5312",,5276,,201560
"01","53121",,5276,,201560
"01","5313",,4671,,260288
"01","53131",,871,,39218
"01","53132",,464,,22085
"01","53139",,3336,,198985
"01","532",,944,,65992
"01","5321",,216,,13643
"01","5322",,275,,11242
"01","53221",,10,,642
"01","53222",,16,,780
"01","53223",,99,,3096
"01","53229",,150,,6724
"01","5323",,39,,4040
"01","53231",,39,,4040
"01","5324",,414,,37067
"01","533",,11,,1433
"01","5331",,11,,1433
"01","53311",,11,,1433
"01","54",,24168,,749837
"01","541",,24168,,749837
"01","5411",,2344,,116128
"01","5412",,3856,,60194
"01","54121",,3856,,60194
"01","541211",,410,,13501
"01","541213",,1165,,13872
"01","541214",,68,,3365
"01","541219",,2213,,29456
"01","54131",,324,,15952
"01","54132",,531,,13438
"01","54133",,1194,,45001
"01","54134",,349,,6439
"01","54135",,114,,4315
"01","54136",,49,,1357
"01","54137",,169,,5454
"01","54138",,43,,1474
"01","5413-a",,2773,,93430
"01","5414",,1101,,33972
"01","5415",,2107,,65796
"01","54151",,2107,,65796
"01","5416",,3310,,111479
"01","5417",,198,,9477
"01","5418",,951,,51868
"01","5419",,7528,,207493
"01","54191",,140,,2919
"01","54192",,747,,19401
"01","54193",,168,,3025
"01","54194",,163,,4787
"01","54199",,6310,,177361
"01","56",,16071,,288470
"01","561",,15870,,276707
"01","5611",,1350,,16233
"01","56111",,1350,,16233
"01","5612",,292,,5977
"01","56121",,292,,5977
"01","5613",,120,,6376
"01","5614",,1915,,40424
"01","56141",,444,,6094
"01","56142",,101,,1336
"01","56143",,153,,5418
"01","56144",,57,,2315
"01","56145",,6,,165
"01","56149",,1154,,25096
"01","5615",,214,,12944
"01","5616",,883,,12238
"01","56171",,206,,5997
"01","56172",,5600,,63939
"01","56173",,3495,,62408
"01","56174",,329,,9522
"01","56179",,743,,20134
"01","5617-a",,10373,,162000
"01","5619",,723,,20515
"01","562",,201,,11763
"01","61",,3166,,37627
"01","611",,3166,,37627
"01","62",,12045,,361207
"01","621",,6343,,287886
"01","6211",,1871,,133933
"01","62111",,1871,,133933
"01","621111",,1608,,120802
"01","621112",,263,,13131
"01","6212",,286,,23897
"01","62121",,286,,23897
"01","6213",,2126,,82821
"01","62131",,146,,6281
"01","62132",,172,,11226
"01","62133",,442,,14415
"01","62134",,396,,12955
"01","62139",,970,,37944
"01","621391",,22,,1284
"01","621399",,948,,36660
"01","6214",,80,,12600
"01","6215",,172,,4319
"01","62151",,172,,4319
"01","6216",,1333,,19514
"01","62161",,1333,,19514
"01","6219",,475,,10802
"01","623",,409,,10759
"01","624",,5293,,62562
"01","6241",,830,,10382
"01","6242",,35,,1598
"01","6243",,81,,2553
"01","62431",,81,,2553
"01","6244",,4347,,48029
"01","62441",,4347,,48029
"01","71",,6610,,118839
"01","711",,4899,,66314
"01","7111",,155,,2328
"01","7112",,951,,15543
"01","71121",,951,,15543
"01","7113",,191,,3495
"01","7114",,174,,2633
"01","71141",,174,,2633
"01","7115",,3428,,42315
"01","71151",,3428,,42315
"01","712",,33,,302
"01","7121",,33,,302
"01","713",,1678,,52223
"01","7131",,116,,3891
"01","7132",,55,,5406
"01","7139",,1507,,42926
"01","72",,2642,,175532
"01","721",,504,,33814
"01","7211",,301,,26715
"01","7212",,94,,4068
"01","72121",,94,,4068
"01","7213",,109,,3031
"01","72131",,109,,3031
"01","722",,2138,,141718
"01","7221",,497,,54094
"01","72211",,497,,54094
"01","7222",,451,,58294
"01","72221",,451,,58294
"01","7223",,933,,19675
"01","7224",,257,,9655
"01","72241",,257,,9655
"01","81",,42669,,873054
"01","811",,11281,,362673
"01","8111",,5755,,216981
"01","81111",,2667,,96071
"01","81112",,1786,,77839
"01","81119",,1302,,43071
"01","8112",,780,,24620
"01","81121",,780,,24620
"01","8113",,944,,41051
"01","81131",,944,,41051
"01","8114",,3802,,80021
"01","81141",,665,,14849
"01","81142",,549,,12178
"01","81143",,44,,1440
"01","81149",,2544,,51554
"01","812",,27041,,452423
"01","8121",,12028,,210450
"01","81211",,10750,,194224
"01","812111",,1840,,29025
"01","812112",,7777,,138891
"01","812113",,1133,,26308
"01","81219",,1278,,16226
"01","8122",,242,,10963
"01","81221",,179,,9247
"01","81222",,63,,1716
"01","8123",,443,,12831
"01","81231",,261,,7653
"01","81232",,142,,4427
"01","81233",,40,,751
"01","8129",,14328,,218179
"01","81291",,375,,5424
"01","81292",,203,,5546
"01","81293",,34,,1016
"01","81299",,13716,,206193
"01","813",,4347,,57958
"02","00",,46643,,1722085
"02","11",,8627,,288982
"02","113",,179,,5002
"02","114",,8254,,277449
"02","1141",,7945,,269248
"02","11411",,7945,,269248
"02","1142",,309,,8201
"02","11421",,309,,8201
"02","115",,194,,6531
"02","1151",,36,,1198
"02","11511",,36,,1198
"02","1152",,100,,4193
"02","11521",,100,,4193
"02","1153",,58,,1140
"02","11531",,58,,1140
"02","21",,191,,7070
"02","211","D",0,"D",0
"02","2111","D",0,"D",0
"02","21111","D",0,"D",0
"02","212",,152,,4892
"02","2121","D",0,"D",0
"02","21211","D",0,"D",0
"02","2122",,124,,3848
"02","2123","D",0,"D",0
"02","213","D",0,"D",0
"02","2131","D",0,"D",0
"02","21311","D",0,"D",0
"02","22",,82,,2146
"02","221",,82,,2146
"02","23",,3919,,207442
"02","233",,1000,,79709
"02","2331",,130,,10483
"02","23311",,130,,10483
"02","2332",,730,,56659
"02","2333",,140,,12567
"02","234",,196,,11946
"02","2341",,43,,3068
"02","2349",,153,,8878
"02","235",,2723,,115787
"02","2351",,186,,9396
"02","23511",,186,,9396
"02","2352",,247,,7952
"02","23521",,247,,7952
"02","2353",,145,,7241
"02","23531",,145,,7241
"02","2354",,200,,12070
"02","2355",,876,,32335
"02","2356",,76,,4548
"02","23561",,76,,4548
"02","2357",,55,,3289
"02","23571",,55,,3289
"02","2358",,24,,2657
"02","23581",,24,,2657
"02","2359",,914,,36299
"02","31-33",,1012,,28897
"02","311",,69,,3052
"02","3111","D",0,"D",0
"02","31111","D",0,"D",0
"02","3113","D",0,"D",0
"02","3114","D",0,"D",0
"02","3116","D",0,"D",0
"02","31161","D",0,"D",0
"02","3117",,27,,1815
"02","31171",,27,,1815
"02","3118",,14,,525
"02","3119",,17,,444
"02","312","D",0,"D",0
"02","314","D",0,"D",0
"02","315",,83,,1356
"02","316",,31,,754
"02","3161",,18,,487
"02","31611",,18,,487
"02","3162","D",0,"D",0
"02","31621","D",0,"D",0
"02","3169","D",0,"D",0
"02","31699","D",0,"D",0
"02","321",,146,,4089
"02","323",,70,,2013
"02","3231",,70,,2013
"02","324","D",0,"D",0
"02","3241","D",0,"D",0
"02","325",,21,,370
"02","3251","D",0,"D",0
"02","3255","D",0,"D",0
"02","3256","D",0,"D",0
"02","3259","D",0,"D",0
"02","326",,9,,177
"02","327",,67,,1893
"02","3271","D",0,"D",0
"02","3272",,28,,304
"02","32721",,28,,304
"02","3273",,3,,980
"02","3279","D",0,"D",0
"02","331","D",0,"D",0
"02","332",,102,,3355
"02","333",,11,,864
"02","334","D",0,"D",0
"02","335","D",0,"D",0
"02","336",,21,,1750
"02","337",,40,,816
"02","339",,314,,8056
"02","3391","D",0,"D",0
"02","33911","D",0,"D",0
"02","3399","D",0,"D",0
"02","42",,621,,35186
"02","421",,340,,21245
"02","4211","D",0,"D",0
"02","4212",,12,,505
"02","4213",,14,,4422
"02","4214",,17,,2700
"02","4215","D",0,"D",0
"02","4216",,11,,1123
"02","4217","D",0,"D",0
"02","4218",,23,,2840
"02","4219",,239,,8953
"02","42191",,36,,1910
"02","42192",,27,,868
"02","42193","D",0,"D",0
"02","42194","D",0,"D",0
"02","42199",,120,,4528
"02","422",,281,,13941
"02","4221",,10,,521
"02","4222","D",0,"D",0
"02","42221","D",0,"D",0
"02","4223",,23,,464
"02","4224",,52,,3336
"02","4225","D",0,"D",0
"02","4226",,4,,332
"02","4227",,9,,1249
"02","4228","D",0,"D",0
"02","4229",,169,,7467
"02","42291","D",0,"D",0
"02","42292",,40,,517
"02","42293","D",0,"D",0
"02","42294","D",0,"D",0
"02","42295","D",0,"D",0
"02","42299",,104,,6266
"02","44-45",,4199,,155393
"02","441",,181,,24464
"02","4411",,74,,15453
"02","44112",,74,,15453
"02","4412",,61,,5926
"02","44121",,13,,1059
"02","44122",,48,,4867
"02","441221","D",0,"D",0
"02","441222","D",0,"D",0
"02","441229",,31,,2795
"02","4413",,46,,3085
"02","442",,31,,2727
"02","4421","D",0,"D",0
"02","44211","D",0,"D",0
"02","4422","D",0,"D",0
"02","443",,51,,5087
"02","4431",,51,,5087
"02","44311",,38,,2518
"02","443111",,10,,601
"02","443112",,28,,1917
"02","44312","D",0,"D",0
"02","44313","D",0,"D",0
"02","444",,91,,5792
"02","4441",,61,,4938
"02","44411",,4,,235
"02","44412",,5,,165
"02","44413",,18,,2169
"02","44419",,34,,2369
"02","4442",,30,,854
"02","445",,176,,14181
"02","4451",,77,,7795
"02","4452",,83,,4175
"02","44521","D",0,"D",0
"02","44522",,10,,392
"02","44523","D",0,"D",0
"02","44529",,60,,3383
"02","4453",,16,,2211
"02","44531",,16,,2211
"02","446",,179,,3033
"02","4461",,179,,3033
"02","44611","D",0,"D",0
"02","44612","D",0,"D",0
"02","44613","D",0,"D",0
"02","44619",,90,,1593
"02","447",,20,,3870
"02","4471",,20,,3870
"02","448",,180,,11361
"02","4481",,112,,6699
"02","44811","D",0,"D",0
"02","44812",,32,,2440
"02","44813","D",0,"D",0
"02","44814",,13,,737
"02","44815",,14,,435
"02","44819",,44,,2957
"02","4482",,4,,361
"02","44821",,4,,361
"02","4483",,64,,4301
"02","44831","D",0,"D",0
"02","44832","D",0,"D",0
"02","451",,334,,11785
"02","4511",,264,,10122
"02","45111",,138,,5854
"02","45112",,52,,1883
"02","45113",,63,,1531
"02","45114",,11,,854
"02","4512",,70,,1663
"02","45121",,61,,1341
"02","451211",,33,,1024
"02","451212",,28,,317
"02","45122",,9,,322
"02","452",,100,,6283
"02","453",,848,,31277
"02","4531",,30,,963
"02","45311",,30,,963
"02","4532",,342,,10669
"02","45321",,11,,317
"02","45322",,331,,10352
"02","4533",,74,,2121
"02","45331",,74,,2121
"02","4539",,402,,17524
"02","45391","D",0,"D",0
"02","45392",,72,,1696
"02","45393","D",0,"D",0
"02","45399",,297,,14304
"02","454",,2008,,35533
"02","4541",,116,,2155
"02","45411",,116,,2155
"02","4542",,64,,2438
"02","45421",,64,,2438
"02","4543",,1828,,30940
"02","45431",,18,,3534
"02","45439",,1810,,27406
"02","48-49",,2036,,92855
"02","481",,235,,13966
"02","483",,148,,8795
"02","484",,552,,39985
"02","4841",,476,,33649
"02","48411",,245,,13846
"02","48412",,231,,19803
"02","4842",,76,,6336
"02","485",,552,,16004
"02","4852","D",0,"D",0
"02","48521","D",0,"D",0
"02","4853",,491,,15026
"02","4854",,6,,185
"02","48541",,6,,185
"02","4855","D",0,"D",0
"02","48551","D",0,"D",0
"02","4859",,48,,636
"02","48599",,48,,636
"02","486","D",0,"D",0
"02","487",,99,,3491
"02","488",,250,,6777
"02","492","D",0,"D",0
"02","493",,14,,405
"02","4931",,14,,405
"02","51",,447,,10756
"02","511",,136,,2844
"02","512",,80,,1725
"02","5121",,62,,1440
"02","5122",,18,,285
"02","513",,89,,3198
"02","514",,142,,2989
"02","5141",,80,,1418
"02","5142",,62,,1571
"02","51421",,62,,1571
"02","52",,804,,59775
"02","522",,201,,4166
"02","5221","D",0,"D",0
"02","5222",,181,,3628
"02","5223","D",0,"D",0
"02","523",,292,,41913
"02","5231","D",0,"D",0
"02","52311","D",0,"D",0
"02","52312",,19,,920
"02","52313","D",0,"D",0
"02","52314","D",0,"D",0
"02","5232","D",0,"D",0
"02","52321","D",0,"D",0
"02","5239",,259,,14650
"02","524",,311,,13696
"02","5241","D",0,"D",0
"02","5242","D",0,"D",0
"02","52421",,196,,10352
"02","52429","D",0,"D",0
"02","53",,3582,,275981
"02","531",,3025,,245060
"02","5311",,1389,,164537
"02","5312",,869,,45658
"02","53121",,869,,45658
"02","5313",,767,,34865
"02","53131",,194,,8860
"02","53132",,43,,2505
"02","53139",,530,,23500
"02","532","D",0,"D",0
"02","5321",,149,,4730
"02","5322","D",0,"D",0
"02","53221","D",0,"D",0
"02","53223","D",0,"D",0
"02","53229",,55,,1591
"02","5323","D",0,"D",0
"02","53231","D",0,"D",0
"02","5324",,291,,21464
"02","533","D",0,"D",0
"02","5331","D",0,"D",0
"02","53311","D",0,"D",0
"02","54",,5578,,188077
"02","541",,5578,,188077
"02","5411",,488,,30283
"02","5412",,886,,16095
"02","54121",,886,,16095
"02","541211","D",0,"D",0
"02","541213",,105,,1978
"02","541214","D",0,"D",0
"02","541219",,678,,11044
"02","54131",,77,,4237
"02","54132",,21,,764
"02","54133",,302,,18150
"02","54134",,74,,1107
"02","54135",,34,,895
"02","54136",,15,,1746
"02","54137",,56,,1893
"02","54138",,6,,404
"02","5413-a",,585,,29196
"02","5414",,185,,4724
"02","5415",,521,,15170
"02","54151",,521,,15170
"02","5416",,908,,34585
"02","5417",,72,,1876
"02","5418",,134,,8187
"02","5419",,1799,,47961
"02","54191",,21,,282
"02","54192",,212,,5329
"02","54193",,39,,1092
"02","54194",,40,,1271
"02","54199",,1487,,39987
"02","56",,2070,,41030
"02","561",,2021,,38335
"02","5611",,318,,4297
"02","56111",,318,,4297
"02","5612",,77,,1663
"02","56121",,77,,1663
"02","5613","D",0,"D",0
"02","5614",,349,,8023
"02","56141",,80,,1193
"02","56142","D",0,"D",0
"02","56143",,34,,679
"02","56144","D",0,"D",0
"02","56149",,220,,5087
"02","5615",,87,,4490
"02","5616","D",0,"D",0
"02","56171","D",0,"D",0
"02","56172",,691,,11099
"02","56173",,136,,2643
"02","56174","D",0,"D",0
"02","56179",,152,,2578
"02","5617-a",,1015,,16998
"02","5619",,114,,1572
"02","562",,49,,2695
"02","61",,868,,10820
"02","611",,868,,10820
"02","62",,4027,,98498
"02","621",,1480,,67560
"02","6211",,317,,29613
"02","62111",,317,,29613
"02","621111",,248,,23733
"02","621112",,69,,5880
"02","6212",,65,,3702
"02","62121",,65,,3702
"02","6213",,698,,25185
"02","62131",,53,,3550
"02","62132",,16,,1574
"02","62133",,166,,6273
"02","62134",,128,,3008
"02","62139",,335,,10780
"02","621391",,5,,326
"02","621399",,330,,10454
"02","6214",,15,,1072
"02","6215",,18,,965
"02","62151",,18,,965
"02","6216",,251,,4305
"02","62161",,251,,4305
"02","6219",,116,,2718
"02","623",,49,,2110
"02","624",,2498,,28828
"02","6241",,200,,3545
"02","6242",,12,,63
"02","6243",,26,,925
"02","62431",,26,,925
"02","6244",,2260,,24295
"02","62441",,2260,,24295
"02","71",,2365,,43381
"02","711",,1614,,19831
"02","7111","D",0,"D",0
"02","7112",,161,,1545
"02","71121",,161,,1545
"02","7113",,41,,1828
"02","7114","D",0,"D",0
"02","71141","D",0,"D",0
"02","7115",,1306,,14874
"02","71151",,1306,,14874
"02","712",,14,,124
"02","7121",,14,,124
"02","713",,737,,23426
"02","7131","D",0,"D",0
"02","7132","D",0,"D",0
"02","7139",,715,,21552
"02","72",,1482,,51986
"02","721",,1058,,34052
"02","7211",,734,,23378
"02","7212",,124,,7390
"02","72121",,124,,7390
"02","7213",,200,,3284
"02","72131",,200,,3284
"02","722",,424,,17934
"02","7221",,91,,4724
"02","72211",,91,,4724
"02","7222",,153,,7939
"02","72221",,153,,7939
"02","7223",,150,,3445
"02","7224",,30,,1826
"02","72241",,30,,1826
"02","81",,4733,,123810
"02","811",,1682,,62418
"02","8111",,652,,31128
"02","81111",,403,,18590
"02","81112",,156,,7948
"02","81119",,93,,4590
"02","8112",,129,,4109
"02","81121",,129,,4109
"02","8113",,288,,12516
"02","81131",,288,,12516
"02","8114",,613,,14665
"02","81141",,86,,2343
"02","81142","D",0,"D",0
"02","81143","D",0,"D",0
"02","81149",,474,,10433
"02","812",,2657,,55379
"02","8121",,854,,21980
"02","81211",,683,,19486
"02","812111",,94,,2538
"02","812112",,483,,14035
"02","812113",,106,,2913
"02","81219",,171,,2494
"02","8122","D",0,"D",0
"02","81221","D",0,"D",0
"02","81222","D",0,"D",0
"02","8123","D",0,"D",0
"02","81231","D",0,"D",0
"02","81232",,31,,1825
"02","81233","D",0,"D",0
"02","8129",,1737,,30572
"02","81291",,81,,1344
"02","81292","D",0,"D",0
"02","81293","D",0,"D",0
"02","81299",,1629,,28654
"02","813",,394,,6013
"04","00",,276858,,12070773
"04","11",,1790,,66268
"04","113",,162,,6320
"04","114",,437,,6920
"04","1141",,204,,3364
"04","11411",,204,,3364
"04","1142",,233,,3556
"04","11421",,233,,3556
"04","115",,1191,,53028
"04","1151",,379,,24997
"04","11511",,379,,24997
"04","1152",,742,,26626
"04","11521",,742,,26626
"04","1153",,70,,1405
"04","11531",,70,,1405
"04","21",,263,,16258
"04","211",,6,,82
"04","2111",,6,,82
"04","21111",,6,,82
"04","212",,148,,10321
"04","2121",,5,,80
"04","21211",,5,,80
"04","2122",,55,,1920
"04","2123",,88,,8321
"04","213",,109,,5855
"04","2131",,109,,5855
"04","21311",,109,,5855
"04","22",,257,,14189
"04","221",,257,,14189
"04","23",,23679,,1469673
"04","233",,5344,,606180
"04","2331",,545,,83063
"04","23311",,545,,83063
"04","2332",,4074,,458016
"04","2333",,725,,65101
"04","234",,442,,24325
"04","2341",,91,,4373
"04","2349",,351,,19952
"04","235",,17893,,839168
"04","2351",,1407,,89839
"04","23511",,1407,,89839
"04","2352",,2230,,76679
"04","23521",,2230,,76679
"04","2353",,1083,,51512
"04","23531",,1083,,51512
"04","2354",,1988,,94594
"04","2355",,3405,,145240
"04","2356",,580,,31184
"04","23561",,580,,31184
"04","2357",,579,,31365
"04","23571",,579,,31365
"04","2358",,61,,4818
"04","23581",,61,,4818
"04","2359",,6560,,313937
"04","31-33",,5246,,234331
"04","311",,205,,11421
"04","3111",,8,,685
"04","31111",,8,,685
"04","3112","D",0,"D",0
"04","3113",,15,,254
"04","3114",,17,,439
"04","3115","D",0,"D",0
"04","3116",,23,,4475
"04","31161",,23,,4475
"04","3117","D",0,"D",0
"04","31171","D",0,"D",0
"04","3118",,54,,2412
"04","3119",,74,,2965
"04","312",,24,,1355
"04","313","D",0,"D",0
"04","314",,36,,3237
"04","315",,314,,7518
"04","316",,105,,3382
"04","3161",,19,,161
"04","31611",,19,,161
"04","3162",,7,,675
"04","31621",,7,,675
"04","3169",,79,,2546
"04","31699",,79,,2546
"04","321",,366,,12764
"04","322","D",0,"D",0
"04","323",,480,,27695
"04","3231",,480,,27695
"04","324",,23,,1003
"04","3241",,23,,1003
"04","325",,107,,5676
"04","3251",,7,,202
"04","3252",,3,,26
"04","3253",,6,,160
"04","3254",,17,,712
"04","32541",,17,,712
"04","3255",,24,,1356
"04","3256",,20,,961
"04","3259",,30,,2259
"04","326",,111,,5999
"04","327",,223,,8511
"04","3271",,93,,1990
"04","3272",,69,,3428
"04","32721",,69,,3428
"04","3273",,15,,1395
"04","3274","D",0,"D",0
"04","3279","D",0,"D",0
"04","331",,63,,3437
"04","332",,776,,39172
"04","333",,193,,12590
"04","334",,173,,10682
"04","335",,152,,7240
"04","336",,76,,7082
"04","337",,328,,20478
"04","339",,1465,,44562
"04","3391",,74,,4026
"04","33911",,74,,4026
"04","3399",,1391,,40536
"04","42",,6701,,554576
"04","421",,3957,,352174
"04","4211",,384,,77657
"04","4212",,349,,24667
"04","4213",,152,,19753
"04","4214",,242,,22184
"04","4215",,73,,5796
"04","4216",,165,,19386
"04","4217",,108,,10112
"04","4218",,347,,39528
"04","4219",,2137,,133091
"04","42191",,197,,12241
"04","42192",,188,,8272
"04","42193",,60,,3671
"04","42194",,458,,27596
"04","42199",,1234,,81311
"04","422",,2744,,202402
"04","4221",,99,,7136
"04","4222",,72,,7120
"04","42221",,72,,7120
"04","4223",,322,,15377
"04","4224",,631,,78476
"04","4225",,74,,6396
