,UZA,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CountyFIPS,UZA_CODE
134,31.0,2982741.0,5456714.0,4516394.0,5398581.0,12779080.0,11586788.0,7486751.0,12008045.0,18027511.0,8883482.0,17989484.0,15786698.0,13609731.0,15954045.0,14838855.0,13097228.0,14936360.0,10503952.0,24963340.0,19601062.0,27012288.0,24705837.0,17675764.0,67086541.0,53272978.0,25927730.0,47730538.0,38135622.0,12670860.0,20852974.0,52381441.0,20209.0,31.0
135,31.0,2982741.0,5456714.0,4516394.0,5398581.0,12779080.0,11586788.0,7486751.0,12008045.0,18027511.0,8883482.0,17989484.0,15786698.0,13609731.0,15954045.0,14838855.0,13097228.0,14936360.0,10503952.0,24963340.0,19601062.0,27012288.0,24705837.0,17675764.0,67086541.0,53272978.0,25927730.0,47730538.0,38135622.0,12670860.0,20852974.0,52381441.0,29165.0,31.0
136,32.0,2556773.0,2891366.0,10112856.0,16582590.0,11415215.0,18575701.0,23912925.0,39913521.0,9336796.0,6845426.0,14222151.0,13750726.0,22106838.0,30664521.0,30114012.0,21911574.0,25935896.0,14503057.0,15676362.0,23886852.0,12494967.0,145819173.0,153732033.0,57834906.0,86765176.0,140435925.0,113555814.0,92037240.0,55540472.0,59225601.0,48231350.0,12117.0,32.0
137,33.0,2386563.0,707431.0,1523012.0,2725597.0,2302446.0,9917446.0,5819398.0,3538905.0,15482964.0,9002312.0,0.0,8926608.0,3916859.0,7660876.0,7121349.0,4570402.0,8034135.0,14567826.0,14792906.0,11942799.0,6431185.0,4694474.0,12441067.0,27163214.0,15779726.0,8964175.0,33225806.0,121870789.0,41970524.0,39908833.0,68874269.0,18011.0,33.0
138,33.0,2386563.0,707431.0,1523012.0,2725597.0,2302446.0,9917446.0,5819398.0,3538905.0,15482964.0,9002312.0,0.0,8926608.0,3916859.0,7660876.0,7121349.0,4570402.0,8034135.0,14567826.0,14792906.0,11942799.0,6431185.0,4694474.0,12441067.0,27163214.0,15779726.0,8964175.0,33225806.0,121870789.0,41970524.0,39908833.0,68874269.0,18057.0,33.0
139,33.0,2386563.0,707431.0,1523012.0,2725597.0,2302446.0,9917446.0,5819398.0,3538905.0,15482964.0,9002312.0,0.0,8926608.0,3916859.0,7660876.0,7121349.0,4570402.0,8034135.0,14567826.0,14792906.0,11942799.0,6431185.0,4694474.0,12441067.0,27163214.0,15779726.0,8964175.0,33225806.0,121870789.0,41970524.0,39908833.0,68874269.0,18059.0,33.0
140,33.0,2386563.0,707431.0,1523012.0,2725597.0,2302446.0,9917446.0,5819398.0,3538905.0,15482964.0,9002312.0,0.0,8926608.0,3916859.0,7660876.0,7121349.0,4570402.0,8034135.0,14567826.0,14792906.0,11942799.0,6431185.0,4694474.0,12441067.0,27163214.0,15779726.0,8964175.0,33225806.0,121870789.0,41970524.0,39908833.0,68874269.0,18063.0,33.0
141,33.0,2386563.0,707431.0,1523012.0,2725597.0,2302446.0,9917446.0,5819398.0,3538905.0,15482964.0,9002312.0,0.0,8926608.0,3916859.0,7660876.0,7121349.0,4570402.0,8034135.0,14567826.0,14792906.0,11942799.0,6431185.0,4694474.0,12441067.0,27163214.0,15779726.0,8964175.0,33225806.0,121870789.0,41970524.0,39908833.0,68874269.0,18097.0,33.0
142,33.0,2386563.0,707431.0,1523012.0,2725597.0,2302446.0,9917446.0,5819398.0,3538905.0,15482964.0,9002312.0,0.0,8926608.0,3916859.0,7660876.0,7121349.0,4570402.0,8034135.0,14567826.0,14792906.0,11942799.0,6431185.0,4694474.0,12441067.0,27163214.0,15779726.0,8964175.0,33225806.0,121870789.0,41970524.0,39908833.0,68874269.0,18109.0,33.0
143,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51095.0,34.0
144,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51199.0,34.0
145,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51550.0,34.0
146,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51650.0,34.0
147,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51700.0,34.0
148,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51710.0,34.0
149,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51735.0,34.0
150,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51740.0,34.0
151,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51800.0,34.0
152,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13819020.0,15130410.0,22333198.0,25385322.0,20009190.0,10382408.0,9664046.0,14416007.0,50465643.0,112730362.0,112117487.0,99890994.0,31995428.0,4930483.0,8206338.0,9751648.0,28227414.0,4772788.0,6942594.0,18746247.0,18725578.0,19043413.0,7419327.0,51810.0,34.0
153,35.0,19812412.0,4013247.0,8940168.0,6254506.0,29700024.0,14040448.0,9157834.0,3079370.0,27679409.0,21228282.0,20794319.0,17846228.0,17957485.0,5230531.0,1972796.0,2595308.0,2551724.0,2066758.0,26644376.0,19163076.0,21008886.0,25385467.0,19689744.0,25006352.0,37561364.0,55209524.0,51476480.0,26251889.0,3758340.0,9543004.0,25683786.0,55079.0,35.0
154,35.0,19812412.0,4013247.0,8940168.0,6254506.0,29700024.0,14040448.0,9157834.0,3079370.0,27679409.0,21228282.0,20794319.0,17846228.0,17957485.0,5230531.0,1972796.0,2595308.0,2551724.0,2066758.0,26644376.0,19163076.0,21008886.0,25385467.0,19689744.0,25006352.0,37561364.0,55209524.0,51476480.0,26251889.0,3758340.0,9543004.0,25683786.0,55089.0,35.0
155,35.0,19812412.0,4013247.0,8940168.0,6254506.0,29700024.0,14040448.0,9157834.0,3079370.0,27679409.0,21228282.0,20794319.0,17846228.0,17957485.0,5230531.0,1972796.0,2595308.0,2551724.0,2066758.0,26644376.0,19163076.0,21008886.0,25385467.0,19689744.0,25006352.0,37561364.0,55209524.0,51476480.0,26251889.0,3758340.0,9543004.0,25683786.0,55131.0,35.0
156,35.0,19812412.0,4013247.0,8940168.0,6254506.0,29700024.0,14040448.0,9157834.0,3079370.0,27679409.0,21228282.0,20794319.0,17846228.0,17957485.0,5230531.0,1972796.0,2595308.0,2551724.0,2066758.0,26644376.0,19163076.0,21008886.0,25385467.0,19689744.0,25006352.0,37561364.0,55209524.0,51476480.0,26251889.0,3758340.0,9543004.0,25683786.0,55133.0,35.0
157,36.0,3206550.0,17214207.0,2951333.0,21888769.0,3310886.0,3017790.0,4165141.0,14941801.0,11460373.0,32438831.0,5869628.0,10084147.0,12165834.0,10749067.0,6701443.0,12546371.0,23280124.0,41540965.0,41735295.0,28916774.0,40086896.0,38668136.0,40258824.0,37872562.0,22349685.0,52113313.0,12377439.0,53967061.0,98161004.0,124528394.0,91952657.0,39041.0,36.0
158,36.0,3206550.0,17214207.0,2951333.0,21888769.0,3310886.0,3017790.0,4165141.0,14941801.0,11460373.0,32438831.0,5869628.0,10084147.0,12165834.0,10749067.0,6701443.0,12546371.0,23280124.0,41540965.0,41735295.0,28916774.0,40086896.0,38668136.0,40258824.0,37872562.0,22349685.0,52113313.0,12377439.0,53967061.0,98161004.0,124528394.0,91952657.0,39049.0,36.0
159,36.0,3206550.0,17214207.0,2951333.0,21888769.0,3310886.0,3017790.0,4165141.0,14941801.0,11460373.0,32438831.0,5869628.0,10084147.0,12165834.0,10749067.0,6701443.0,12546371.0,23280124.0,41540965.0,41735295.0,28916774.0,40086896.0,38668136.0,40258824.0,37872562.0,22349685.0,52113313.0,12377439.0,53967061.0,98161004.0,124528394.0,91952657.0,39089.0,36.0
160,36.0,3206550.0,17214207.0,2951333.0,21888769.0,3310886.0,3017790.0,4165141.0,14941801.0,11460373.0,32438831.0,5869628.0,10084147.0,12165834.0,10749067.0,6701443.0,12546371.0,23280124.0,41540965.0,41735295.0,28916774.0,40086896.0,38668136.0,40258824.0,37872562.0,22349685.0,52113313.0,12377439.0,53967061.0,98161004.0,124528394.0,91952657.0,39097.0,36.0
161,36.0,3206550.0,17214207.0,2951333.0,21888769.0,3310886.0,3017790.0,4165141.0,14941801.0,11460373.0,32438831.0,5869628.0,10084147.0,12165834.0,10749067.0,6701443.0,12546371.0,23280124.0,41540965.0,41735295.0,28916774.0,40086896.0,38668136.0,40258824.0,37872562.0,22349685.0,52113313.0,12377439.0,53967061.0,98161004.0,124528394.0,91952657.0,39159.0,36.0
162,37.0,2114184.0,11404820.0,5670297.0,3972999.0,0.0,10850261.0,41498868.0,22945606.0,36410741.0,35062624.0,27831760.0,33034635.0,33219545.0,50886221.0,43177427.0,46801384.0,62662508.0,49684247.0,14454706.0,10610526.0,29657483.0,34031783.0,24934395.0,21166576.0,45058252.0,97121334.0,77011072.0,100205480.0,91719197.0,45158194.0,66097159.0,48055.0,37.0
163,37.0,2114184.0,11404820.0,5670297.0,3972999.0,0.0,10850261.0,41498868.0,22945606.0,36410741.0,35062624.0,27831760.0,33034635.0,33219545.0,50886221.0,43177427.0,46801384.0,62662508.0,49684247.0,14454706.0,10610526.0,29657483.0,34031783.0,24934395.0,21166576.0,45058252.0,97121334.0,77011072.0,100205480.0,91719197.0,45158194.0,66097159.0,48209.0,37.0
164,37.0,2114184.0,11404820.0,5670297.0,3972999.0,0.0,10850261.0,41498868.0,22945606.0,36410741.0,35062624.0,27831760.0,33034635.0,33219545.0,50886221.0,43177427.0,46801384.0,62662508.0,49684247.0,14454706.0,10610526.0,29657483.0,34031783.0,24934395.0,21166576.0,45058252.0,97121334.0,77011072.0,100205480.0,91719197.0,45158194.0,66097159.0,48453.0,37.0
165,37.0,2114184.0,11404820.0,5670297.0,3972999.0,0.0,10850261.0,41498868.0,22945606.0,36410741.0,35062624.0,27831760.0,33034635.0,33219545.0,50886221.0,43177427.0,46801384.0,62662508.0,49684247.0,14454706.0,10610526.0,29657483.0,34031783.0,24934395.0,21166576.0,45058252.0,97121334.0,77011072.0,100205480.0,91719197.0,45158194.0,66097159.0,48491.0,37.0
166,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37025.0,38.0
167,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37035.0,38.0
168,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37071.0,38.0
169,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37097.0,38.0
170,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37109.0,38.0
171,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37119.0,38.0
172,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,37179.0,38.0
173,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,45057.0,38.0
174,38.0,9741841.0,1331245.0,381381.0,3502346.0,2775931.0,10745712.0,10035547.0,17256577.0,15914402.0,21542508.0,26995165.0,37882909.0,117847961.0,86284032.0,188155286.0,178961130.0,67593101.0,58966075.0,46580978.0,38865484.0,47049193.0,97946314.0,133525156.0,257169644.0,303336189.0,233115220.0,116497261.0,75978722.0,87633946.0,26856264.0,53232244.0,45091.0,38.0
175,39.0,5677363.0,13727521.0,4266639.0,8028362.0,4876910.0,4898907.0,11241775.0,21065117.0,19057815.0,35135276.0,26540663.0,10332840.0,9997160.0,6997149.0,13506864.0,7808535.0,7067734.0,19188452.0,30327127.0,51238380.0,10320042.0,38562434.0,11775739.0,7530107.0,19197359.0,22728863.0,9628747.0,15208125.0,29814520.0,27875795.0,13995526.0,44001.0,39.0
176,39.0,5677363.0,13727521.0,4266639.0,8028362.0,4876910.0,4898907.0,11241775.0,21065117.0,19057815.0,35135276.0,26540663.0,10332840.0,9997160.0,6997149.0,13506864.0,7808535.0,7067734.0,19188452.0,30327127.0,51238380.0,10320042.0,38562434.0,11775739.0,7530107.0,19197359.0,22728863.0,9628747.0,15208125.0,29814520.0,27875795.0,13995526.0,44003.0,39.0
177,39.0,5677363.0,13727521.0,4266639.0,8028362.0,4876910.0,4898907.0,11241775.0,21065117.0,19057815.0,35135276.0,26540663.0,10332840.0,9997160.0,6997149.0,13506864.0,7808535.0,7067734.0,19188452.0,30327127.0,51238380.0,10320042.0,38562434.0,11775739.0,7530107.0,19197359.0,22728863.0,9628747.0,15208125.0,29814520.0,27875795.0,13995526.0,44005.0,39.0
178,40.0,3315332.0,12745704.0,12361040.0,34199057.0,26952107.0,34232567.0,18512292.0,24025741.0,25906275.0,11684372.0,11223526.0,7307334.0,10515278.0,15180467.0,4462625.0,14396353.0,12956976.0,10818486.0,13664236.0,14459973.0,12514179.0,24293401.0,15835193.0,26911467.0,30122148.0,26893269.0,39745988.0,23639997.0,18795324.0,31252310.0,28437540.0,12019.0,40.0
179,40.0,3315332.0,12745704.0,12361040.0,34199057.0,26952107.0,34232567.0,18512292.0,24025741.0,25906275.0,11684372.0,11223526.0,7307334.0,10515278.0,15180467.0,4462625.0,14396353.0,12956976.0,10818486.0,13664236.0,14459973.0,12514179.0,24293401.0,15835193.0,26911467.0,30122148.0,26893269.0,39745988.0,23639997.0,18795324.0,31252310.0,28437540.0,12031.0,40.0
180,40.0,3315332.0,12745704.0,12361040.0,34199057.0,26952107.0,34232567.0,18512292.0,24025741.0,25906275.0,11684372.0,11223526.0,7307334.0,10515278.0,15180467.0,4462625.0,14396353.0,12956976.0,10818486.0,13664236.0,14459973.0,12514179.0,24293401.0,15835193.0,26911467.0,30122148.0,26893269.0,39745988.0,23639997.0,18795324.0,31252310.0,28437540.0,12109.0,40.0
181,41.0,26443379.0,11619040.0,2216463.0,9093632.0,4766615.0,12231962.0,21363678.0,11299310.0,21388675.0,6511841.0,23233127.0,43762297.0,19557497.0,5293346.0,8143382.0,2450782.0,5481014.0,2334852.0,19913323.0,25783817.0,10580256.0,12347933.0,15677493.0,4596124.0,6581294.0,9753985.0,10915499.0,7004046.0,15634597.0,12275587.0,8680640.0,5035.0,41.0
182,41.0,26443379.0,11619040.0,2216463.0,9093632.0,4766615.0,12231962.0,21363678.0,11299310.0,21388675.0,6511841.0,23233127.0,43762297.0,19557497.0,5293346.0,8143382.0,2450782.0,5481014.0,2334852.0,19913323.0,25783817.0,10580256.0,12347933.0,15677493.0,4596124.0,6581294.0,9753985.0,10915499.0,7004046.0,15634597.0,12275587.0,8680640.0,28033.0,41.0
183,42.0,22588393.0,29828771.0,4086181.0,22540370.0,33797428.0,69708273.0,121429822.0,96998065.0,60757939.0,111262512.0,256931828.0,69072028.0,44202408.0,124200756.0,248350109.0,337552056.0,594942466.0,655732058.0,624469173.0,444819159.0,307818940.0,115704237.0,54775279.0,55698374.0,47091778.0,152301830.0,86039389.0,57449956.0,72854309.0,139017007.0,91983487.0,49035.0,42.0
184,43.0,3404474.0,2294444.0,10530322.0,1869723.0,5921793.0,8140796.0,5735197.0,14644980.0,13250270.0,9040508.0,14674085.0,11834835.0,528937.0,10917784.0,2288332.0,3042326.0,4549892.0,3895586.0,19735106.0,5388426.0,6379567.0,9973289.0,21680219.0,19647170.0,12554808.0,15838757.0,13645231.0,15845315.0,3588577.0,9735385.0,15497500.0,18043.0,43.0
185,43.0,3404474.0,2294444.0,10530322.0,1869723.0,5921793.0,8140796.0,5735197.0,14644980.0,13250270.0,9040508.0,14674085.0,11834835.0,528937.0,10917784.0,2288332.0,3042326.0,4549892.0,3895586.0,19735106.0,5388426.0,6379567.0,9973289.0,21680219.0,19647170.0,12554808.0,15838757.0,13645231.0,15845315.0,3588577.0,9735385.0,15497500.0,21029.0,43.0
186,43.0,3404474.0,2294444.0,10530322.0,1869723.0,5921793.0,8140796.0,5735197.0,14644980.0,13250270.0,9040508.0,14674085.0,11834835.0,528937.0,10917784.0,2288332.0,3042326.0,4549892.0,3895586.0,19735106.0,5388426.0,6379567.0,9973289.0,21680219.0,19647170.0,12554808.0,15838757.0,13645231.0,15845315.0,3588577.0,9735385.0,15497500.0,21111.0,43.0
187,43.0,3404474.0,2294444.0,10530322.0,1869723.0,5921793.0,8140796.0,5735197.0,14644980.0,13250270.0,9040508.0,14674085.0,11834835.0,528937.0,10917784.0,2288332.0,3042326.0,4549892.0,3895586.0,19735106.0,5388426.0,6379567.0,9973289.0,21680219.0,19647170.0,12554808.0,15838757.0,13645231.0,15845315.0,3588577.0,9735385.0,15497500.0,21185.0,43.0
188,43.0,3404474.0,2294444.0,10530322.0,1869723.0,5921793.0,8140796.0,5735197.0,14644980.0,13250270.0,9040508.0,14674085.0,11834835.0,528937.0,10917784.0,2288332.0,3042326.0,4549892.0,3895586.0,19735106.0,5388426.0,6379567.0,9973289.0,21680219.0,19647170.0,12554808.0,15838757.0,13645231.0,15845315.0,3588577.0,9735385.0,15497500.0,21211.0,43.0
189,44.0,8873138.0,3364512.0,1401467.0,2241703.0,2467957.0,7626541.0,5921733.0,8753438.0,7682026.0,10134675.0,1388084.0,1493752.0,10059565.0,16931828.0,11032533.0,18496292.0,32989228.0,23295227.0,7029595.0,47873584.0,13473835.0,33136945.0,21322140.0,21037944.0,9631398.0,7897256.0,26121587.0,68477016.0,24098303.0,29608129.0,17442077.0,47037.0,44.0
190,44.0,8873138.0,3364512.0,1401467.0,2241703.0,2467957.0,7626541.0,5921733.0,8753438.0,7682026.0,10134675.0,1388084.0,1493752.0,10059565.0,16931828.0,11032533.0,18496292.0,32989228.0,23295227.0,7029595.0,47873584.0,13473835.0,33136945.0,21322140.0,21037944.0,9631398.0,7897256.0,26121587.0,68477016.0,24098303.0,29608129.0,17442077.0,47147.0,44.0
191,44.0,8873138.0,3364512.0,1401467.0,2241703.0,2467957.0,7626541.0,5921733.0,8753438.0,7682026.0,10134675.0,1388084.0,1493752.0,10059565.0,16931828.0,11032533.0,18496292.0,32989228.0,23295227.0,7029595.0,47873584.0,13473835.0,33136945.0,21322140.0,21037944.0,9631398.0,7897256.0,26121587.0,68477016.0,24098303.0,29608129.0,17442077.0,47165.0,44.0
192,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51041.0,45.0
193,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51053.0,45.0
194,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51075.0,45.0
195,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51085.0,45.0
196,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51087.0,45.0
197,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51145.0,45.0
198,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51149.0,45.0
199,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51570.0,45.0
200,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51670.0,45.0
201,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51730.0,45.0
202,45.0,2002163.0,307761.0,708505.0,1344565.0,768376.0,10876747.0,4438680.0,11146362.0,2253084.0,13055619.0,6507269.0,2895801.0,11982537.0,2280126.0,5317542.0,7052384.0,12967746.0,36789987.0,28886287.0,9289412.0,3048454.0,9203557.0,28250119.0,6831568.0,6038278.0,37632260.0,47275235.0,14100405.0,4023682.0,2234888.0,18654473.0,51760.0,45.0
203,46.0,17720900.0,10179182.0,17918067.0,6758642.0,17659107.0,18278696.0,4501315.0,9791144.0,12114509.0,11879512.0,23082892.0,18057001.0,8607998.0,18718000.0,11007000.0,22715145.0,22581000.0,8561000.0,23413001.0,32496002.0,28929349.0,21573136.0,13482047.0,13177301.0,25970363.0,34221523.0,37864920.0,27382892.0,35455125.0,27110738.0,22147385.0,36029.0,46.0
