YEAR,STATE_CODE,COUNTY_CODE,FIPS_CODE,Capital Funding
2006,15.0,9.0,15009.0,0.0
2006,16.0,1.0,16001.0,343970.0
2006,16.0,55.0,16055.0,0.0
2006,17.0,19.0,17019.0,1451206.0
2006,17.0,31.0,17031.0,7767965972.87229
2006,17.0,43.0,17043.0,361690675.7528579
2006,17.0,77.0,17077.0,0.0
2006,17.0,89.0,17089.0,155300781.37485245
2006,17.0,91.0,17091.0,60974.0
2006,17.0,113.0,17113.0,126802.0
2006,17.0,115.0,17115.0,18164.0
2006,17.0,167.0,17167.0,1244015.0
2006,17.0,183.0,17183.0,58184.0
2006,17.0,199.0,17199.0,0.0
2006,18.0,29.0,18029.0,14336865.081440832
2006,18.0,39.0,18039.0,64362.0
2006,18.0,43.0,18043.0,549070.618563843
2006,18.0,59.0,18059.0,678137.0865560041
2006,18.0,61.0,18061.0,34761.0
2006,18.0,63.0,18063.0,3476199.2937763976
2006,18.0,97.0,18097.0,37092476.12064885
2006,18.0,105.0,18105.0,1163247.0
2006,18.0,109.0,18109.0,1481281.4990187432
2006,18.0,129.0,18129.0,577030.2521144401
2006,18.0,135.0,18135.0,54101.0
2006,18.0,147.0,18147.0,99099.45482918397
2006,18.0,157.0,18157.0,406890.0
2006,18.0,163.0,18163.0,6187728.660971869
2006,18.0,167.0,18167.0,79928.0
2006,19.0,13.0,19013.0,1829085.0
2006,19.0,15.0,19015.0,1126380.3703703703
2006,19.0,61.0,19061.0,80084.0
2006,19.0,103.0,19103.0,1835707.0
2006,19.0,113.0,19113.0,3390140.0
2006,19.0,153.0,19153.0,1058327.0
2006,19.0,163.0,19163.0,8583918.0
2006,19.0,169.0,19169.0,3218229.6296296297
2006,20.0,35.0,20035.0,1374343.0
2006,20.0,43.0,20043.0,0.0
2006,20.0,77.0,20077.0,2208326.0
2006,20.0,209.0,20209.0,29677710.0
2006,21.0,15.0,21015.0,30671686.866834026
2006,21.0,29.0,21029.0,480231.6357812634
2006,21.0,47.0,21047.0,821500.3920164076
2006,21.0,59.0,21059.0,0.0
2006,21.0,67.0,21067.0,3520138.200486717
2006,21.0,93.0,21093.0,0.0
2006,21.0,101.0,21101.0,289756.0869136914
2006,21.0,111.0,21111.0,9955532.4830495
2006,21.0,113.0,21113.0,316135.799513283
2006,21.0,117.0,21117.0,92089096.05172515
2006,21.0,163.0,21163.0,0.0
2006,21.0,185.0,21185.0,257973.66834154472
2006,21.0,211.0,21211.0,198851.59426384832
2006,21.0,227.0,21227.0,0.0
2006,22.0,5.0,22005.0,3567822.3772091446
2006,22.0,17.0,22017.0,292012.0
2006,22.0,33.0,22033.0,31942416.565171592
2006,22.0,43.0,22043.0,33228.47899547365
2006,22.0,53.0,22053.0,1252632.0
2006,22.0,55.0,22055.0,95195.0
2006,22.0,63.0,22063.0,4676421.057619265
2006,22.0,71.0,22071.0,19026303.540135663
2006,22.0,79.0,22079.0,270109.52100452635
2006,22.0,87.0,22087.0,8009207.459864337
2006,22.0,109.0,22109.0,0.0
2006,23.0,1.0,23001.0,54529.0
2006,23.0,5.0,23005.0,2351323.0
2006,23.0,19.0,23019.0,233725.0
2006,23.0,27.0,23027.0,0.0
2006,23.0,31.0,23031.0,151935.96133177614
2006,24.0,1.0,24001.0,782815.5255756552
2006,24.0,3.0,24003.0,54731978.324374154
2006,24.0,5.0,24005.0,619335.686106584
2006,24.0,13.0,24013.0,24404667.677199453
2006,24.0,15.0,24015.0,30874.964972030582
2006,24.0,25.0,24025.0,86460.34892138539
2006,24.0,27.0,24027.0,35137579.04918507
2006,24.0,31.0,24031.0,206749058.14990672
2006,24.0,33.0,24033.0,241309404.99085057
2006,24.0,35.0,24035.0,10867198.031541733
2006,24.0,43.0,24043.0,277804.6381015161
2006,24.0,45.0,24045.0,872290.0
2006,24.0,510.0,24510.0,812198071.7769423
2006,25.0,1.0,25001.0,5991805.375417152
2006,25.0,3.0,25003.0,405917.0
2006,25.0,5.0,25005.0,380512054.344446
2006,25.0,9.0,25009.0,61202670.33125081
2006,25.0,13.0,25013.0,11613287.0
2006,25.0,17.0,25017.0,295897305.06889516
2006,25.0,21.0,25021.0,189852682.1139926
2006,25.0,23.0,25023.0,4821798.6245828485
2006,25.0,25.0,25025.0,2962925179.2025633
2006,25.0,27.0,25027.0,3469826.0
2006,26.0,21.0,26021.0,1831913.5451708161
2006,26.0,37.0,26037.0,9665094.0
2006,26.0,93.0,26093.0,61174271.85546209
2006,26.0,115.0,26115.0,43284740.297557294
2006,26.0,121.0,26121.0,51910.0
2006,26.0,147.0,26147.0,17676815.003899913
2006,26.0,151.0,26151.0,9623144.0
2006,27.0,19.0,27019.0,19629589.169004142
2006,27.0,27.0,27027.0,4819402.159398456
2006,27.0,53.0,27053.0,141448253.00710642
2006,27.0,61.0,27061.0,7119806.0
2006,27.0,95.0,27095.0,0.0
2006,27.0,123.0,27123.0,212346997.8238894
2006,28.0,33.0,28033.0,7067864.272710047
2006,28.0,47.0,28047.0,1363885.0
2006,28.0,49.0,28049.0,0.0
2006,28.0,121.0,28121.0,0.0
2006,29.0,3.0,29003.0,0.0
2006,29.0,19.0,29019.0,1084494.0
2006,29.0,51.0,29051.0,892716.0
2006,29.0,119.0,29119.0,58018.46340480657
2006,29.0,189.0,29189.0,610659435.0
2006,30.0,13.0,30013.0,28081.0
2006,30.0,89.0,30089.0,2019207.0
2006,30.0,111.0,30111.0,2797103.0
2006,31.0,43.0,31043.0,1082765.4071237075
2006,31.0,55.0,31055.0,5704134.6297708405
2006,31.0,109.0,31109.0,356143.0
2006,31.0,153.0,31153.0,680039.3702291598
2006,32.0,5.0,32005.0,0.0
2006,33.0,11.0,33011.0,240327919.33558816
2006,33.0,15.0,33015.0,70963027.30218677
2006,33.0,17.0,33017.0,87814.03866822385
2006,34.0,1.0,34001.0,0.0
2006,34.0,3.0,34003.0,572618689.9018054
2006,34.0,13.0,34013.0,2761734647.6420436
2006,34.0,15.0,34015.0,318667777.60317516
2006,34.0,17.0,34017.0,2693498686.5464606
2006,34.0,19.0,34019.0,476168.4406233668
2006,34.0,21.0,34021.0,425191523.33748996
2006,34.0,23.0,34023.0,548200633.2989904
2006,34.0,35.0,34035.0,127497738.37133074
2006,34.0,37.0,34037.0,0.0
2006,34.0,39.0,34039.0,473605611.2339347
2006,34.0,41.0,34041.0,809197.1779419361
2006,35.0,1.0,35001.0,30422796.0
2006,35.0,49.0,35049.0,117835.0
2006,36.0,5.0,36005.0,9795113187.530128
2006,36.0,7.0,36007.0,0.0
2006,36.0,15.0,36015.0,0.0
2006,36.0,47.0,36047.0,20609875373.716614
2006,36.0,55.0,36055.0,12416927.0
2006,36.0,59.0,36059.0,189104214.51291573
2006,36.0,61.0,36061.0,17260285078.71128
2006,36.0,79.0,36079.0,136736.95428017862
2006,36.0,81.0,36081.0,14159046434.828762
2006,36.0,83.0,36083.0,7864973.769286025
2006,36.0,85.0,36085.0,1088296741.728383
2006,36.0,93.0,36093.0,9158810.230713975
2006,36.0,103.0,36103.0,266114614.43976513
2006,36.0,107.0,36107.0,0.0
2006,36.0,109.0,36109.0,2873151.0
