YEAR,STATE_CODE,COUNTY_CODE,Capital Funding
2007,48.0,439.0,4179.301148642679
2007,48.0,139.0,340.7096327833954
2007,48.0,113.0,9647.830918763319
2007,48.0,397.0,128.7982719725584
2007,48.0,201.0,16737471.173651591
2007,48.0,157.0,941065.5624054853
2007,48.0,71.0,181791.26394292287
2007,11.0,1.0,190018209.0
2007,26.0,147.0,101435.46036942727
2007,26.0,115.0,106743.1820662059
2007,26.0,93.0,236591.35756436686
2007,4.0,13.0,4140227.0
2007,27.0,53.0,105058.38618746104
2007,27.0,19.0,6154.612006237195
2007,27.0,123.0,184247.00180630173
2007,8.0,1.0,242543.95643770526
2007,8.0,31.0,1148061.7098279323
2007,8.0,5.0,515563.3449576805
2007,8.0,14.0,20641.26554409422
2007,8.0,59.0,385140.07018699165
2007,8.0,123.0,398808.6530455961
2007,24.0,3.0,618616.709717358
2007,24.0,510.0,6388420.835612414
2007,24.0,31.0,2161062.925752664
2007,24.0,33.0,2173062.5838042046
2007,24.0,35.0,126895.46648999292
2007,24.0,27.0,170118.350122563
2007,24.0,13.0,238651.128500803
2007,29.0,189.0,5278321.0
2007,41.0,51.0,12192177.0
2007,39.0,85.0,218540.1660352758
2007,39.0,35.0,1017496.8339647242
2007,6.0,81.0,23173884.0
2007,18.0,63.0,0.0
2007,18.0,59.0,0.0
2007,18.0,109.0,0.0
2007,18.0,97.0,0.0
2007,28.0,33.0,3410862.7747439463
2007,5.0,35.0,6392601.225256054
2007,18.0,43.0,68666.40512145375
2007,21.0,29.0,63176.00539063973
2007,21.0,111.0,1200106.2336451346
2007,21.0,211.0,29051.54481791021
2007,21.0,185.0,42034.81102486164
2007,47.0,147.0,1176003.0
2007,9.0,3.0,0.0
2007,22.0,71.0,0.0
2007,22.0,87.0,0.0
2007,4.0,19.0,0.0
2007,31.0,55.0,0.0
2007,31.0,153.0,0.0
2008,34.0,23.0,761864.8672192667
2008,34.0,13.0,3850308.180085243
2008,34.0,3.0,825391.2035710539
2008,34.0,39.0,703150.5166559903
2008,36.0,85.0,1465961.2430052266
2008,36.0,47.0,30246683.258165255
2008,36.0,5.0,13735550.130493471
2008,36.0,81.0,19773814.71762997
2008,36.0,59.0,299946.1470143675
2008,36.0,103.0,410450.63705603644
2008,36.0,61.0,24697513.432770036
2008,34.0,17.0,3599551.059941852
2008,34.0,35.0,148994.57353300517
2008,36.0,119.0,188582.84009395333
2008,34.0,21.0,701144.1927652727
2008,17.0,89.0,496153.6617572777
2008,17.0,43.0,1493556.1740962588
2008,17.0,31.0,21604247.164146464
2008,42.0,101.0,372177.8402912257
2008,42.0,91.0,239295.48635510702
2008,34.0,15.0,315234.0690657987
2008,42.0,45.0,935579.6042878686
2008,48.0,439.0,517984.13022700715
2008,48.0,397.0,12677.705920087521
2008,48.0,113.0,1330997.9114945673
2008,48.0,257.0,53113.83411820284
2008,48.0,139.0,55414.41824013526
2008,48.0,157.0,452194.9609045147
2008,48.0,201.0,10836615.832778199
2008,48.0,71.0,122632.20631728703
2008,11.0,1.0,317524312.0
2008,26.0,93.0,592124.4076774219
2008,26.0,147.0,354143.94406215835
2008,26.0,115.0,422148.64826041966
2008,4.0,13.0,11028707.0
2008,27.0,123.0,61339.32624267709
2008,27.0,53.0,38437.934029462245
2008,27.0,19.0,3812.739727860658
2008,8.0,123.0,427854.3167962809
2008,8.0,14.0,48429.305511856364
2008,8.0,5.0,727799.208617887
2008,8.0,31.0,2098201.3727184446
2008,8.0,59.0,620033.1648779811
2008,8.0,1.0,436445.63147755025
2008,24.0,27.0,71242.43366466503
2008,24.0,33.0,505196.3196226819
2008,24.0,35.0,34909.86736442667
2008,24.0,510.0,1794424.5978804189
2008,24.0,31.0,545897.1257807409
2008,24.0,13.0,61318.257371450214
2008,24.0,3.0,144723.3983156166
2008,29.0,189.0,6354043.0
2008,41.0,51.0,15608214.0
2008,39.0,85.0,981793.00499804
2008,39.0,35.0,5865927.99500196
2008,6.0,81.0,33295244.0
2008,18.0,59.0,0.0
2008,18.0,63.0,0.0
2008,18.0,109.0,0.0
2008,18.0,97.0,0.0
2008,28.0,33.0,2681003.026169317
2008,5.0,35.0,6492348.973830683
2008,21.0,185.0,49405.29354299748
2008,21.0,29.0,79456.37711548469
2008,21.0,211.0,35301.720386257606
2008,18.0,43.0,62795.741792938905
2008,21.0,111.0,1112040.8671623212
2008,47.0,147.0,2197396.0
2008,9.0,3.0,0.0
2008,22.0,87.0,0.0
2008,22.0,71.0,0.0
2008,4.0,19.0,0.0
2008,31.0,153.0,0.0
2008,31.0,55.0,0.0
2009,34.0,17.0,4003758.632898115
2009,36.0,61.0,25363086.99929746
2009,34.0,21.0,851942.9264877321
2009,36.0,59.0,271843.36963888234
2009,36.0,85.0,1838153.9819994564
2009,34.0,23.0,761950.088612457
2009,36.0,119.0,190122.0705312006
2009,36.0,81.0,21131809.917141784
2009,36.0,47.0,31419784.405498914
2009,34.0,13.0,3621052.5811152505
2009,36.0,5.0,14622848.833786562
2009,34.0,3.0,1044322.3751444159
2009,36.0,103.0,388458.5310166911
2009,34.0,39.0,742751.0951748034
2009,34.0,35.0,197849.19165627228
2009,17.0,43.0,694595.9960899608
2009,17.0,89.0,229510.20048567394
2009,17.0,31.0,12258883.803424366
2009,34.0,15.0,983808.5401815051
2009,42.0,91.0,718133.5036392523
2009,42.0,101.0,862621.4085611852
2009,42.0,45.0,2338264.5476180576
2009,48.0,113.0,392795.37268292595
2009,48.0,139.0,18533.516879341398
2009,48.0,397.0,6555.301987140705
2009,48.0,257.0,21754.69918472278
2009,48.0,439.0,192875.10926586913
2009,48.0,201.0,11521256.191482294
2009,48.0,157.0,643776.9111935042
2009,48.0,71.0,137852.89732420212
2009,11.0,1.0,220062423.0
2009,26.0,93.0,400454.36474820727
2009,26.0,115.0,369274.1736957604
2009,26.0,147.0,346082.46155603236
2009,4.0,13.0,4392362.0
2009,27.0,123.0,299665.94656228274
2009,27.0,53.0,163048.44889032305
2009,27.0,19.0,12576.604547394232
2009,8.0,59.0,1026805.3469130823
2009,8.0,123.0,671898.3585776214
2009,8.0,1.0,633889.3905833934
2009,8.0,31.0,2742293.3645905126
2009,8.0,5.0,1237328.043484305
2009,8.0,14.0,44739.49585108549
2009,24.0,3.0,180844.55319516585
2009,24.0,510.0,2015747.1593084082
2009,24.0,33.0,646932.4282429416
2009,24.0,27.0,81951.62856837234
2009,24.0,35.0,26940.273147030086
2009,24.0,31.0,732556.6778540498
2009,24.0,13.0,67345.27968403188
2009,29.0,189.0,16950419.0
2009,41.0,51.0,6038880.0
2009,39.0,85.0,381443.75199291407
2009,39.0,35.0,2457923.2480070856
2009,6.0,81.0,37381038.0
2009,18.0,59.0,0.0
2009,18.0,109.0,0.0
2009,18.0,63.0,0.0
2009,18.0,97.0,0.0
2009,28.0,33.0,2154837.343765477
2009,5.0,35.0,5061595.656234522
2009,18.0,43.0,19306.950460859345
2009,21.0,29.0,27041.96959953643
2009,21.0,211.0,12819.157262215187
2009,21.0,185.0,19067.525916713188
2009,21.0,111.0,408874.3967606759
2009,47.0,147.0,5632454.0
2009,9.0,3.0,690276.0
2009,22.0,71.0,0.0
2009,22.0,87.0,0.0
2009,4.0,19.0,0.0
2009,31.0,55.0,0.0
2009,31.0,153.0,0.0
2010,36.0,103.0,359590.32733931014
2010,36.0,47.0,26163056.388952695
2010,36.0,119.0,214710.10931637848
2010,36.0,85.0,1297162.3819219817
2010,34.0,13.0,2894539.2054347754
2010,36.0,5.0,11707889.179757096
2010,34.0,17.0,3142394.0647130813
2010,36.0,81.0,16975352.714982923
2010,34.0,3.0,783343.5316583805
2010,36.0,61.0,20014952.44167733
2010,36.0,59.0,272475.20654630056
2010,34.0,35.0,162902.1832644972
2010,34.0,23.0,658491.301642921
2010,34.0,39.0,535406.2821593318
2010,34.0,21.0,524991.6806329995
2010,17.0,89.0,229122.00154596416
2010,17.0,31.0,12902386.572128039
2010,17.0,43.0,709685.4263259962
2010,42.0,45.0,257528.40583388708
2010,42.0,91.0,89970.18801963574
2010,42.0,101.0,90256.85462745243
2010,34.0,15.0,86718.55151902477
2010,48.0,113.0,1306019.247382147
2010,48.0,439.0,711625.6228399402
2010,48.0,257.0,80515.34610337653
2010,48.0,397.0,29097.527880795908
2010,48.0,139.0,73829.25579374032
2010,48.0,157.0,1068624.8799008057
2010,48.0,71.0,317029.560312369
2010,48.0,201.0,28052816.559786826
2010,11.0,1.0,75502796.0
2010,26.0,147.0,115408.7831119475
2010,26.0,93.0,191727.00485313794
2010,26.0,115.0,198357.21203491456
2010,4.0,13.0,11994470.0
2010,27.0,53.0,85022.09235739624
2010,27.0,123.0,147491.4713922726
2010,27.0,19.0,8952.436250331144
2010,8.0,5.0,1063732.4912844982
2010,8.0,123.0,673469.3725587515
2010,8.0,1.0,681039.4735068993
2010,8.0,14.0,65521.66519109221
2010,8.0,59.0,1085229.5409101055
2010,8.0,31.0,2913383.456548653
2010,24.0,35.0,64051.088435060396
2010,24.0,27.0,156283.3849266181
2010,24.0,13.0,106295.96392076212
2010,24.0,33.0,1260945.0235468955
2010,24.0,31.0,1258245.8381862564
2010,24.0,510.0,3687623.171885619
2010,24.0,3.0,355220.5290987891
2010,29.0,189.0,5941432.0
2010,41.0,51.0,7075971.0
2010,39.0,85.0,276226.6191946379
2010,39.0,35.0,1877196.3808053622
2010,6.0,81.0,28313151.0
2010,18.0,63.0,0.0
2010,18.0,97.0,0.0
2010,18.0,59.0,0.0
2010,18.0,109.0,0.0
2010,28.0,33.0,2870134.769648295
2010,5.0,35.0,4392233.230351705
2010,21.0,185.0,142354.57497337114
2010,21.0,29.0,221646.30919483324
2010,18.0,43.0,193313.47525391183
2010,21.0,211.0,100095.65500997644
2010,21.0,111.0,4876681.985567907
2010,47.0,147.0,2872164.0
2010,9.0,3.0,1002657.0
2010,22.0,71.0,0.0
2010,22.0,87.0,0.0
2010,4.0,19.0,0.0
2010,31.0,153.0,0.0
2010,31.0,55.0,0.0
2011,34.0,13.0,10021504.400164977
2011,34.0,3.0,2501973.6951415613
2011,36.0,119.0,629740.5636946495
2011,36.0,47.0,80813110.23165408
2011,34.0,39.0,1726101.483545837
2011,36.0,103.0,1087601.9563963353
2011,36.0,85.0,4178949.144908256
2011,34.0,17.0,10346269.344757807
2011,36.0,81.0,53690107.00086131
2011,34.0,21.0,1730422.7724170478
2011,36.0,61.0,63369185.863166586
2011,36.0,59.0,1036043.0857896127
2011,34.0,35.0,436367.57968024217
2011,34.0,23.0,2219152.659557565
2011,36.0,5.0,37189177.21826414
2011,17.0,31.0,7893274.926461293
2011,17.0,43.0,431337.77501626936
2011,17.0,89.0,195915.298522438
2011,34.0,15.0,426359.477357939
2011,42.0,45.0,1218784.6739317302
2011,42.0,91.0,322986.1854350753
2011,42.0,101.0,517844.6632752554
2011,48.0,397.0,4335.400852875806
2011,48.0,257.0,17366.170566016404
2011,48.0,139.0,9051.943560056083
2011,48.0,439.0,130047.63625291645
2011,48.0,113.0,261357.84876813524
2011,48.0,71.0,100038.8445331897
2011,48.0,201.0,11824370.49607802
2011,48.0,157.0,618551.6593887905
2011,11.0,1.0,114548135.0
2011,26.0,147.0,687093.8117273004
2011,26.0,93.0,1373596.1312843452
2011,26.0,115.0,1236026.0569883543
2011,4.0,13.0,6635775.0
2011,27.0,19.0,27615.717403576284
2011,27.0,123.0,434882.6874607428
2011,27.0,53.0,239251.59513568092
2011,8.0,5.0,234281.1458163702
2011,8.0,31.0,658478.7440755265
2011,8.0,123.0,129628.24466347665
2011,8.0,14.0,25560.536497407717
2011,8.0,1.0,125885.14236961899
2011,8.0,59.0,234111.18657759996
2011,24.0,13.0,90422.77940019181
2011,24.0,3.0,159717.96449141807
2011,24.0,31.0,821884.9583512576
2011,24.0,27.0,101432.63558198918
2011,24.0,510.0,2295224.7097390885
2011,24.0,35.0,39166.696265307975
2011,24.0,33.0,789598.2561707469
2011,29.0,189.0,6819575.0
2011,41.0,51.0,1420694.0
2011,39.0,85.0,1282616.6661280172
2011,39.0,35.0,6970980.333871983
2011,6.0,81.0,26362612.0
2011,18.0,97.0,0.0
2011,18.0,63.0,0.0
2011,18.0,109.0,0.0
2011,18.0,59.0,0.0
2011,5.0,35.0,4043095.5133863166
2011,28.0,33.0,3897490.486613684
2011,21.0,211.0,10463.624798254967
2011,21.0,111.0,419878.7616816488
2011,18.0,43.0,15421.146596500152
2011,21.0,29.0,17198.781587158745
2011,21.0,185.0,18596.685336437353
2011,47.0,147.0,2087438.0
2011,9.0,3.0,18358.0
2011,22.0,71.0,0.0
2011,22.0,87.0,0.0
2011,4.0,19.0,0.0
2011,31.0,55.0,0.0
2011,31.0,153.0,0.0
2012,36.0,61.0,40641857.495458044
2012,36.0,103.0,1468660.6167248727
2012,36.0,5.0,23974673.798414115
2012,36.0,27.0,770926.6263122852
2012,34.0,39.0,1097666.7334323286
2012,34.0,17.0,6401489.664516651
2012,34.0,21.0,1138808.2746702323
2012,36.0,87.0,527100.4917942035
2012,34.0,23.0,1404061.220313014
2012,34.0,3.0,1513634.4050487834
2012,34.0,13.0,6908502.520881448
2012,36.0,47.0,51303072.73075488
2012,34.0,35.0,435422.0716032528
2012,36.0,119.0,5204625.426341512
2012,36.0,85.0,2826727.83605644
2012,36.0,59.0,1779058.5587927147
2012,36.0,81.0,35405028.52888522
2012,6.0,59.0,13506324.0
2012,18.0,127.0,30575.219490088137
2012,17.0,97.0,141205.34242435795
2012,17.0,111.0,28688.335219015273
2012,18.0,89.0,191874.43672036435
2012,17.0,89.0,87306.77997627556
2012,17.0,31.0,5881580.351911516
2012,17.0,37.0,19105.371152486652
2012,17.0,93.0,6518.7808496570415
2012,17.0,43.0,153591.3822562391
2012,34.0,15.0,37570.5353436497
2012,42.0,101.0,1201257.321886717
2012,42.0,91.0,111773.39817445575
2012,42.0,45.0,162624.36781873446
2012,34.0,33.0,12441.37677644302
2012,48.0,439.0,90283.03919491568
2012,48.0,397.0,2695.7511851047457
2012,48.0,113.0,191090.84167839968
2012,48.0,139.0,6412.481786694463
2012,48.0,257.0,3605.8861548854325
2012,48.0,71.0,70889.32199316143
2012,48.0,201.0,18903950.445532516
2012,48.0,157.0,677244.2324743253
2012,51.0,510.0,12458273.75277367
2012,51.0,683.0,804738.8362281803
2012,51.0,685.0,229925.3817794801
2012,51.0,610.0,238542.68739983538
2012,51.0,59.0,26863324.146291357
2012,51.0,600.0,218370.35833400366
2012,11.0,1.0,187933741.11112624
2012,51.0,153.0,7267424.279712145
2012,51.0,13.0,17191867.446355093
2012,26.0,115.0,323125.6667387386
2012,26.0,125.0,3887764.744579621
2012,26.0,147.0,819604.7483747887
2012,26.0,99.0,2794125.6372044156
2012,26.0,93.0,258489.2031024355
2012,4.0,13.0,4090350.0
2012,27.0,3.0,16593.15029611907
2012,27.0,53.0,163182.41189649334
2012,27.0,123.0,72077.42817638579
2012,27.0,19.0,3204.009631001784
2012,8.0,59.0,8277.227446810437
2012,8.0,123.0,6401.996594148469
2012,8.0,1.0,5994.025855422123
2012,8.0,14.0,850.780439091049
2012,8.0,5.0,9994.233431371662
2012,8.0,31.0,23714.736233156258
2012,24.0,31.0,1860683.979304581
2012,24.0,33.0,2112117.8041062215
2012,24.0,35.0,141678.0411274151
2012,24.0,13.0,233514.6568361864
2012,24.0,3.0,543964.1831786297
2012,24.0,510.0,7400088.438242272
2012,24.0,27.0,231456.89720469445
2012,29.0,510.0,3840529.1354522035
2012,17.0,163.0,674397.1161125563
2012,29.0,189.0,1700482.7484352402
2012,6.0,71.0,26496.390009900282
2012,6.0,65.0,29477.609990099718
2012,32.0,3.0,573677.0
2012,41.0,67.0,291503.9976433688
2012,41.0,51.0,1435013.0023566312
2012,39.0,93.0,201449.27904738724
2012,39.0,35.0,2548128.0433923188
2012,39.0,85.0,97066.67756029406
2012,6.0,115.0,1021207.0
2012,6.0,81.0,1686258.8176004933
2012,6.0,85.0,5384339.182399507
2012,18.0,57.0,0.0
2012,18.0,97.0,0.0
2012,18.0,11.0,0.0
2012,18.0,109.0,0.0
2012,18.0,63.0,0.0
2012,18.0,59.0,0.0
2012,51.0,650.0,103851.90201795053
2012,51.0,810.0,100815.65634110868
2012,51.0,95.0,16098.024246871637
2012,51.0,740.0,99172.25704940468
2012,51.0,800.0,30613.00967498476
2012,51.0,700.0,133644.92036235536
2012,51.0,199.0,21951.85124573405
2012,51.0,550.0,36370.03214176482
2012,51.0,710.0,486801.51992096304
2012,51.0,735.0,5853.826998862413
2012,55.0,89.0,2076516.6538490066
2012,55.0,131.0,3060129.8056722204
2012,55.0,133.0,6824706.518597833
2012,55.0,79.0,71895136.02188094
2012,12.0,109.0,69866497.21351981
2012,12.0,19.0,52249310.25597544
2012,12.0,31.0,444201607.5305047
2012,28.0,33.0,43471077.80262501
2012,5.0,35.0,70292598.19737498
2012,49.0,35.0,347345.0
2012,21.0,111.0,1081767.386122318
2012,21.0,211.0,9303.912416635654
2012,21.0,29.0,12039.486545699156
2012,21.0,185.0,18559.718693700357
2012,18.0,43.0,66571.49622164678
2012,47.0,37.0,1802819.9195164016
2012,47.0,147.0,88686.31256206123
2012,47.0,165.0,288733.76792153716
2012,51.0,149.0,6907.265517539044
2012,51.0,570.0,4933.7610839564595
2012,51.0,670.0,6907.265517539044
2012,51.0,760.0,164146.65781318105
2012,51.0,87.0,44308.87130015906
2012,51.0,85.0,4264.362029683634
2012,51.0,75.0,927.0352238442684
2012,51.0,730.0,10854.274384704211
2012,51.0,53.0,6907.265517539044
2012,51.0,41.0,16847.206388009938
2012,51.0,145.0,927.0352238442684
2012,36.0,29.0,2010015.0948390171
2012,36.0,63.0,322135.9051609828
2012,9.0,3.0,17798.0
2012,22.0,71.0,0.0
2012,22.0,87.0,0.0
2012,22.0,89.0,0.0
2012,37.0,183.0,0.0
2012,4.0,19.0,0.0
2012,48.0,141.0,0.0
2012,48.0,215.0,1510423.0
2012,31.0,153.0,2992208.689371496
2012,31.0,55.0,32042704.310628504
2012,55.0,89.0,0.0
2013,36.0,85.0,1730242.460824675
2013,36.0,87.0,349173.4613453178
2013,34.0,13.0,3801125.5433497233
2013,36.0,61.0,23819055.18970491
2013,36.0,119.0,3175401.224876857
2013,34.0,39.0,709619.0713216963
2013,36.0,5.0,13807110.918643204
2013,34.0,23.0,953338.4834250867
2013,36.0,59.0,1370152.0263441338
2013,36.0,81.0,21228149.166634284
2013,34.0,17.0,3966933.543649551
2013,36.0,103.0,1040265.8885845307
2013,34.0,3.0,916279.4434302283
2013,34.0,35.0,174940.4682110236
2013,36.0,27.0,510103.90989663673
2013,36.0,47.0,29907239.152287234
2013,34.0,21.0,699132.0474709085
2013,6.0,59.0,6600663.0
2013,17.0,111.0,63651.45203944368
2013,17.0,31.0,9909992.013660347
2013,17.0,97.0,225300.35597478162
2013,17.0,43.0,253472.4891423385
2013,17.0,37.0,42922.60183789566
2013,18.0,89.0,292816.9702459094
2013,17.0,93.0,3736.48845700579
2013,18.0,127.0,55119.39098000264
2013,17.0,89.0,107696.23766227452
2013,34.0,33.0,70530.6851421042
2013,42.0,101.0,4742636.467819979
2013,42.0,45.0,691801.6683940417
2013,34.0,15.0,125660.81386110192
2013,42.0,91.0,520747.3647827724
2013,48.0,139.0,2827.434647081365
2013,48.0,113.0,116286.28009286255
2013,48.0,397.0,1944.0430740825448
2013,48.0,439.0,52065.973097347414
2013,48.0,257.0,1419.2690886261157
2013,48.0,201.0,2993543.9041071627
2013,48.0,157.0,177344.02261223574
2013,48.0,71.0,17043.07328060137
2013,51.0,600.0,342887.7397470244
2013,51.0,683.0,729665.1101816678
2013,51.0,153.0,10315323.555714969
2013,51.0,685.0,208475.7457661908
2013,51.0,610.0,489087.658186188
2013,51.0,13.0,27892601.6808787
2013,51.0,510.0,18131755.402043298
2013,51.0,59.0,35103845.93378974
2013,11.0,1.0,296877098.1736922
2013,26.0,115.0,241443.87439947153
2013,26.0,99.0,1989331.0912810501
2013,26.0,125.0,2553927.822514174
2013,26.0,147.0,460031.32812296506
2013,26.0,93.0,327716.8836823393
2013,4.0,13.0,7513084.0
2013,27.0,53.0,1895212.6149269342
2013,27.0,19.0,19416.92222037225
2013,27.0,123.0,878529.5516733013
2013,27.0,3.0,229977.91117939196
2013,8.0,14.0,21374.205841331142
2013,8.0,1.0,197615.50950202026
2013,8.0,123.0,182940.2215625708
2013,8.0,31.0,847855.7705894762
2013,8.0,5.0,350296.72575140075
2013,8.0,59.0,258740.56675320078
2013,24.0,27.0,53388.260371282646
2013,24.0,510.0,1856059.4906847242
2013,24.0,33.0,578344.4579727954
2013,24.0,3.0,138534.18069806788
2013,24.0,35.0,31464.40412335464
2013,24.0,31.0,536525.6739430424
2013,24.0,13.0,57985.53220673307
2013,29.0,510.0,2055601.7584441162
2013,17.0,163.0,328710.6715289854
2013,29.0,189.0,986904.5700268983
2013,6.0,65.0,238383.1826812409
2013,6.0,71.0,153189.8173187591
2013,32.0,3.0,558692.0
2013,41.0,67.0,269658.22162223276
2013,41.0,51.0,1099286.7783777672
2013,39.0,85.0,154026.3094427879
2013,39.0,93.0,346191.24894763844
2013,39.0,35.0,4576519.441609574
2013,6.0,115.0,110556.0
2013,6.0,85.0,12308101.03833351
2013,6.0,81.0,5865002.961666492
2013,18.0,11.0,0.0
2013,18.0,63.0,0.0
2013,18.0,109.0,0.0
