ST,YEAR,FIPS_CODE,ZERO_CAR_HOUSEHOLDS,PERCENT_WITHOUT_VEHICLE
51,2020,51021,11064,0.071638544
53,2020,53069,3506,0.065429979
36,2020,36117,94530,0.080450995
36,2020,36013,237456,0.1284493
46,2020,46009,7690,0.071413978
46,2020,46067,11535,0.071413978
46,2020,46077,7690,0.071413978
46,2020,46065,10760,0.070800653
46,2020,46119,2690,0.070800653
47,2020,47109,20412,0.055076022
26,2020,26025,158730,0.055051332
28,2020,28157,10134,0.073635412
28,2020,28081,51053,0.047372225
13,2020,13205,14580,0.0678108
13,2020,13273,11664,0.0678108
13,2020,13139,167364,0.066539761
13,2020,13223,39083,0.035193074
30,2020,30051,5054,0.083627037
31,2020,31099,1944,0.021989458
31,2020,31059,4842,0.045563188
32,2020,32009,4164,0.056535375
33,2020,33005,30048,0.038633231
40,2020,40069,7311,0.052745493
38,2020,38023,2837,0.03142759
38,2020,38089,22696,0.03142759
39,2020,39063,25597,0.044540457
39,2020,39071,28053,0.070221682
55,2020,55139,189707,0.065490007
55,2020,55078,7588,0.058978983
55,2020,55073,59778,0.039534302
56,2020,56021,36036,0.031720211
1,2020,1067,28548,0.060015136
1,2020,1017,26568,0.061862151
2,2020,2170,74808,0.05242885
4,2020,4005,156884,0.098984189
5,2020,5011,15225,0.079427185
26,2005,26129,63679,0.121643667
26,2005,26141,16366,0.057888482
36,2006,36039,102015,0.115951171
13,2013,13193,29168,0.11644284
13,2013,13291,7716,0.024394408
13,2013,13201,11238,0.087023185
17,2013,17089,174090,0.04916766
17,2013,17021,36830,0.062960494
17,2013,17085,23214,0.072720096
29,2014,29019,120553,0.06186196
17,2013,17001,65376,0.080845854
17,2013,17133,25848,0.070180011
1,2021,1039,24864,0.038653231
1,2021,1121,101684,0.071834882
2,2021,2016,20622,0.313213852
6,2021,6059,1748858,0.047446134
6,2021,6023,88567,0.051773191
6,2014,6101,56343,0.046769864
6,2015,6059,1637344,0.046826967
13,2005,13255,12216,0.01559962
13,2005,13269,9189,0.038480866
12,2005,12059,11724,0.042120541
40,2014,40099,5337,0.044490572
41,2014,41005,171803,0.041424645
41,2014,41039,419929,0.097746948
42,2014,42011,414354,0.089757828
42,2014,42129,422175,0.080840291
13,2007,13183,13128,0.0675465
13,2007,13047,53504,0.092039283
17,2007,17165,38799,0.070588813
8,2008,8001,229518,0.054676121
12,2008,12011,654069,0.065265333
16,2009,16031,13872,0.04120698
36,2005,36089,56336,0.050251005
36,2005,36051,19260,0.032697548
31,2007,31077,2854,0.071228911
31,2007,31167,7314,0.050692394
31,2007,31049,2295,0.048025614
2,2007,2230,5772,0.090505684
31,2007,31127,4770,0.043102669
1,2007,1023,23768,0.08052909
22,2017,22009,28026,0.075912338
22,2017,22081,14862,0.107930283
22,2017,22107,11994,0.075908029
25,2017,25023,246728,0.053392599
17,2015,17025,10052,0.05728027
17,2015,17045,16580,0.083396207
18,2015,18085,64125,0.072027659
48,2015,48165,7011,0.064857214
48,2015,48363,15273,0.037282773
48,2015,48063,5133,0.039716806
48,2015,48265,29080,0.059586501
48,2015,48127,8514,0.082388233
48,2016,48341,8280,0.034459797
48,2016,48091,39696,0.034030121
48,2016,48167,270370,0.064479771
48,2016,48475,4683,0.044087327
48,2015,48277,52164,0.075071237
37,2010,37167,57200,0.101548616
37,2010,37091,22000,0.071396119
34,2011,34029,372356,0.064449642
31,2014,31149,1249,0.026724581
32,2014,32021,4348,0.035800741
19,2013,19057,44726,0.093725508
20,2013,20175,9585,0.039645117
20,2013,20191,14670,0.051771233
21,2013,21107,45420,0.085866606
22,2013,22097,97546,0.118447767
22,2013,22101,106658,0.094972828
48,2014,48321,38379,0.059208852
48,2014,48201,2256980,0.069203677
48,2014,48217,37169,0.058014559
48,2014,48073,33936,0.062817921
19,2013,19171,14658,0.05281477
21,2013,21115,34974,0.098974429
48,2014,48337,10770,0.031592657
54,2008,54033,112486,0.083293964
54,2008,54091,20452,0.083293964
27,2017,27137,215231,0.065802894
27,2017,27019,16872,0.021268442
17,2002,,483487,0.104447126
48,2008,48321,28479,0.055376126
48,2008,48473,15534,0.055376126
50,2008,50001,31010,0.055330538
29,2008,29107,19327,0.041510682
30,2008,30027,7832,0.069143301
31,2008,31155,7355,0.035769867
36,2014,36101,112404,0.090053237
38,2014,38051,2856,0.050398814
38,2014,38091,3415,0.074793578
17,2011,17045,15400,0.074951938
17,2011,17125,17694,0.06726887
20,2012,20171,2293,0.048220895
21,2012,21201,5307,0.102327285
21,2012,21177,18675,0.049009188
21,2012,21157,35016,0.072990145
24,2007,24013,91048,0.040760084
25,2007,25009,65549,0.055736244
38,2008,38007,1987,0.044275592
39,2008,39049,183050,0.055893113
15,2018,15007,44574,0.034711925
16,2018,16061,2859,0.022605437
17,2018,17071,15852,0.076124069
17,2018,17019,435934,0.120276667
12,2019,12009,296287,0.043600118
13,2017,13067,250140,0.036763528
6,2018,6051,10653,0.046130662
6,2018,6035,28341,0.059738584
1,2018,1085,11896,0.044674778
55,2009,55135,64764,0.050348437
55,2009,55111,56004,0.052254919
16,2010,16055,68748,0.059585016
16,2010,16031,17136,0.048815506
26,2015,26041,53547,0.077136276
29,2015,29167,8316,0.049114103
29,2015,29071,29699,0.04229205
48,2011,48201,2569029,0.07941155
48,2011,48427,38925,0.076598382
48,2011,48007,22650,0.091104354
55,2017,55051,17024,0.054589298
55,2017,55129,21280,0.054589298
55,2018,55041,7796,0.037157074
56,2018,56043,5034,0.044289598
53,2019,53001,10970,0.052765753
53,2019,53013,2194,0.052765753
54,2019,54095,14313,0.116116628
54,2019,54043,11380,0.06025787
55,2019,55109,21518,0.029675252
26,2013,26119,22210,0.075281756
29,2013,29087,8349,0.060977213
29,2013,29186,12712,0.06697153
30,2013,30041,17478,0.049267666
30,2013,30083,9652,0.043582704
31,2013,31073,1254,0.028984837
33,2013,33009,75962,0.080195776
31,2013,31055,638683,0.076377982
2,2013,2050,31527,0.322263109
26,2014,26139,93875,0.035246262
26,2014,26127,21000,0.057402143
26,2014,26093,125599,0.029723409
30,2016,30079,4609,0.077094206
12,2016,12017,109872,0.06171558
48,2018,48317,4196,0.057805698
48,2018,48005,52955,0.05839895
48,2018,48213,44353,0.055208752
17,2012,17199,81120,0.073514219
17,2012,17069,6854,0.060217888
17,2012,17021,31620,0.054162384
27,2013,27087,5048,0.055377594
28,2013,28009,6198,0.052687057
17,2019,17181,14635,0.055258736
18,2019,18113,66960,0.107137714
12,2012,12011,1451637,0.081505523
13,2012,13157,22539,0.04509243
13,2012,13169,27492,0.071886914
13,2012,13277,24795,0.059150636
55,2010,55078,8262,0.039906103
42,2012,42023,10868,0.07425932
42,2012,42065,57967,0.075675034
45,2012,45027,94356,0.110929278
47,2012,47177,26208,0.062041929
48,2012,48281,11660,0.037034096
48,2012,48261,4558,0.071120959
48,2012,48153,3460,0.039168629
48,2012,48271,5551,0.107133207
48,2012,48197,2409,0.042074193
48,2012,48389,6320,0.033827544
48,2012,48005,65314,0.070757671
39,2013,39043,80864,0.074892659
31,2009,31169,8896,0.078170858
31,2009,31105,2520,0.052952301
35,2009,35007,7659,0.04108597
35,2009,35001,18942,0.112254211
28,2010,28021,12105,0.117180694
28,2010,28135,12668,0.07969501
28,2010,28137,15835,0.07969501
28,2010,28035,48620,0.07052847
26,2012,26075,206340,0.089870904
8,2021,8095,3414,0.040881332
9,2021,9011,254690,0.069389898
12,2021,12125,11583,0.053260315
12,2021,12019,91350,0.037845833
29,2012,29151,14200,0.061276625
29,2012,29201,34660,0.069125067
29,2012,29149,8862,0.05788298
31,2012,31053,20007,0.054879404
31,2012,31115,1607,0.037654943
34,2012,34011,125460,0.095157914
50,2013,50015,24584,0.059146485
51,2013,51710,882640,0.144136494
51,2013,51520,24704,0.078547082
51,2013,51169,43614,0.090615573
26,2010,26043,21210,0.072067358
26,2010,26067,54067,0.060656885
13,2011,13127,35136,0.038531724
12,2006,12007,18964,0.052735201
13,2006,,112345,0.073985754
13,2006,13123,20680,0.059271148
16,2006,,974,0.016880416
12,2021,12013,15378,0.07450798
53,2013,53033,1972942,0.095844012
53,2013,53027,53397,0.064048449
48,2010,48019,14950,0.072362052
48,2010,48089,16295,0.073448874
48,2010,48473,19554,0.073448874
48,2010,48025,22246,0.077474403
49,2010,,39753,0.045172632
40,2010,40027,232190,0.048979218
40,2010,40073,21604,0.065679229
41,2010,41009,36760,0.055098401
42,2010,42113,6064,0.075692139
45,2010,45021,43940,0.075271691
42,2011,42055,99279,0.071077863
18,2014,18127,35706,0.017508941
19,2014,19031,16085,0.061772726
19,2014,19139,32170,0.061772726
19,2014,19075,8668,0.040585845
19,2014,19165,17884,0.060603185
20,2014,20137,1863,0.039884393
20,2014,20151,8463,0.061282124
20,2014,20113,14805,0.052708967
22,2014,22049,38880,0.131160814
1,2006,1083,61280,0.055104742
2,2006,2090,87780,0.080913517
5,2006,5133,14132,0.055901899
5,2006,5021,25008,0.060454862
5,2006,5011,18430,0.077868852
6,2006,6031,177201,0.090925464
29,2006,29041,9696,0.063869731
29,2006,29213,29150,0.045651731
29,2006,29219,14125,0.06952306
29,2006,29027,26032,0.047339861
30,2006,30077,6720,0.065063321
30,2006,30037,2491,0.049035433
30,2006,30097,2293,0.050037097
19,2008,19055,13680,0.069438805
45,2008,45053,27065,0.117490016
45,2008,45069,28210,0.056184475
45,2008,45083,178992,0.048635945
46,2008,46013,25392,0.075033687
46,2008,46005,11352,0.041562322
13,2019,13133,16212,0.050701635
13,2019,13017,25890,0.106641952
5,2010,5149,29880,0.069667888
51,2019,51093,23144,0.048327013
53,2014,53025,35264,0.046487102
55,2014,55123,39466,0.071576382
55,2014,55083,34254,0.061838473
12,2014,12113,58526,0.040134793
29,2011,29173,9438,0.079190475
30,2011,30017,7896,0.022697873
51,2018,51730,51150,0.07219488
51,2018,51580,7254,0.045093992
51,2018,51520,19588,0.061540202
51,2018,51011,5190,0.034334253
6,2019,6019,773861,0.081578828
48,2006,48333,3322,0.045520568
48,2006,48321,50413,0.101623132
48,2006,48479,287919,0.096189169
48,2006,48455,18060,0.069269715
48,2006,48337,12666,0.037668177
40,2007,40045,13108,0.077675196
42,2007,42107,154040,0.075169331
48,2013,48191,3576,0.05681421
48,2013,48137,4921,0.094815129
48,2013,48175,4294,0.045001991
48,2013,48221,29130,0.059372643
36,2015,36035,55140,0.087307619
36,2015,36079,39729,0.059753101
18,2018,18159,14256,0.064025869
18,2018,18101,12408,0.064682608
18,2018,18117,24816,0.064682608
19,2018,19027,17352,0.057577447
19,2018,19017,13240,0.033918105
20,2018,20071,1526,0.033482535
20,2018,20115,10716,0.062631505
21,2018,21053,6438,0.053076771
21,2018,21029,13572,0.0178356
26,2007,26031,22500,0.059237495
26,2007,26035,56947,0.080319603
28,2007,,5437,0.047701351
28,2007,28039,10660,0.047351471
28,2007,28117,12595,0.066450353
41,2008,41019,54855,0.058180665
42,2008,42063,89539,0.054350254
39,2018,39065,18627,0.05781766
40,2018,40129,2999,0.076029915
40,2018,40029,7066,0.07632318
13,2016,13307,12098,0.099884412
13,2016,13139,99324,0.044472743
13,2016,13151,11705,0.0125224
13,2016,13101,6418,0.057157615
17,2016,17061,15155,0.055319304
17,2016,17129,7770,0.046014995
48,2009,48047,10794,0.076787366
48,2009,48223,31437,0.05892574
48,2009,48187,78590,0.056492464
48,2009,48077,3576,0.021486769
48,2009,48039,50663,0.032986301
48,2009,48089,18555,0.084486841
39,2012,39165,34971,0.027294652
41,2012,41047,198783,0.089666294
20,2006,20021,14016,0.056199779
20,2006,20159,6159,0.048377595
21,2006,21239,36800,0.083142046
21,2006,21061,15276,0.063299741
41,2006,41033,65424,0.057109736
29,2007,29199,6782,0.082500061
1,2015,1009,12744,0.027321666
1,2015,1051,45225,0.045737951
2,2015,2240,5688,0.047083754
4,2015,4003,92032,0.044002448
5,2015,5123,25104,0.104412058
18,2006,18031,11700,0.038323965
18,2006,18015,18067,0.051285618
18,2006,18155,8598,0.057722906
19,2006,19079,16540,0.047949673
19,2006,19161,11036,0.042122781
54,2011,54003,139510,0.098526795
2,2012,2090,86298,0.074550677
5,2012,5141,14585,0.052887318
5,2012,5001,26404,0.081533084
27,2019,27077,6590,0.068650124
1,2005,1035,30750,0.078906851
46,2009,46017,3707,0.099559542
47,2009,47109,20629,0.068913104
27,2011,27131,36088,0.048263152
27,2011,27005,39210,0.086826546
27,2011,27125,7168,0.062196307
27,2011,27075,34124,0.103004033
28,2011,28085,21696,0.102060401
35,2012,35001,449406,0.06916686
35,2012,35039,24444,0.055132655
36,2019,36113,59242,0.058079538
36,2019,36109,119715,0.12908906
53,2021,53061,297235,0.037709927
53,2021,53027,52513,0.055620577
54,2021,54039,369092,0.086900097
55,2021,55111,43927,0.065679243
55,2021,55051,19808,0.060593454
28,2009,28011,21824,0.069598939
28,2009,28075,55480,0.048859662
28,2009,28029,20562,0.080131877
28,2009,28115,25116,0.102822333
39,2009,39095,149400,0.057590097
56,2016,56037,18000,0.036093265
48,2017,48167,294633,0.0705289
48,2017,48401,24154,0.040744721
56,2014,56017,5136,0.056787776
37,2011,37175,18564,0.061632852
39,2011,39113,131253,0.052320673
39,2011,39119,54150,0.072554161
39,2021,39011,24288,0.04626506
40,2021,40109,832820,0.063867054
42,2021,42091,564493,0.047050074
42,2021,42127,35644,0.043024199
20,2005,20181,2930,0.034595948
20,2005,20145,5004,0.057496093
21,2005,21007,13869,0.057392211
37,2007,37069,40032,0.066568224
37,2007,37039,28616,0.067609361
37,2007,37175,14938,0.055964963
38,2007,38105,14210,0.04609132
5,2011,5075,31098,0.068709981
5,2011,5015,12795,0.039571961
5,2011,5085,89616,0.050332495
5,2011,5017,10980,0.064143007
5,2011,5145,44343,0.073468597
42,2013,42051,197964,0.10462926
42,2013,42005,93746,0.079830437
27,2016,27015,17072,0.051943626
28,2016,28021,11985,0.063810756
28,2016,28109,23049,0.047271855
28,2016,28131,7683,0.047271855
28,2016,28125,13050,0.148758635
28,2016,28061,18688,0.110689917
48,2007,48471,28910,0.055262454
53,2007,,160708,0.064244473
12,2015,12033,288512,0.063394573
12,2015,12075,50470,0.078690927
55,2015,55033,10880,0.027665331
40,2016,40137,34221,0.075693431
40,2016,40007,3339,0.028230102
40,2016,40095,13228,0.072120208
49,2014,49017,3682,0.040816779
28,2012,28065,10920,0.072033563
28,2012,28137,26055,0.123319765
28,2012,28017,9640,0.047151354
28,2012,28023,14880,0.08478246
49,2003,,25908,0.034450753
37,2005,37023,30132,0.034862653
22,2016,22091,5412,0.052227283
48,2005,48457,19120,0.067087719
48,2005,48123,13825,0.03948477
50,2005,50001,34450,0.06337497
40,2006,40057,4972,0.062990929
47,2007,47063,82524,0.083001424
47,2007,47171,6588,0.033496715
47,2007,47157,126142,0.023700273
47,2007,47115,19716,0.059676013
1,2008,1075,17367,0.085073552
2,2008,2270,12204,0.421088952
51,2014,51147,31740,0.09213219
51,2014,51153,138842,0.027487445
51,2014,51063,15399,0.07640212
51,2014,51073,47048,0.085884105
51,2014,51620,11364,0.103828232
46,2017,46015,6078,0.053956643
47,2017,47085,18190,0.066117805
45,2007,45065,18144,0.098946404
20,2008,20037,24728,0.056468224
21,2008,21225,8028,0.040552828
23,2008,23027,25304,0.060184569
24,2008,24005,688522,0.072589882
21,2007,21013,54279,0.135190872
21,2007,21049,29180,0.072634042
46,2007,46041,5990,0.081996386
46,2007,46037,6801,0.05358958
18,2017,18135,18352,0.054755937
19,2017,19121,8448,0.046269368
20,2017,20051,13392,0.048803953
20,2017,20129,1601,0.03459303
20,2017,20095,7422,0.053325861
21,2017,21051,24516,0.102714932
21,2017,21203,16344,0.102714932
21,2017,21107,40344,0.078617529
40,2017,40093,2928,0.023227588
40,2017,40033,3616,0.045423712
40,2017,40083,22744,0.059525554
47,2014,47129,20230,0.08491259
47,2014,47169,3632,0.037307914
13,2015,13207,17395,0.054574261
13,2015,13201,14130,0.107901308
13,2015,13257,14645,0.059798697
15,2015,15007,50677,0.040266371
15,2015,15001,165300,0.051494525
46,2018,46109,10308,0.046688166
46,2018,46115,7731,0.046688166
46,2018,46065,15580,0.110130913
8,2019,8087,18152,0.05160454
42,2015,42113,5616,0.065102476
42,2015,42015,39312,0.065102476
47,2016,47155,23472,0.02331069
47,2016,47181,12748,0.076160206
55,2012,55043,39768,0.057372366
55,2012,55041,11520,0.057175756
25,2013,25023,270038,0.061801583
4,2014,4019,914684,0.08723014
5,2014,5061,6660,0.057927147
41,2013,41001,17214,0.060888389
1,2011,1027,11824,0.073090522
1,2009,1031,44492,0.03685535
1,2009,1113,21008,0.021697974
5,2009,5119,638652,0.085445276
5,2009,5019,16510,0.074552392
16,2017,16043,2715,0.021490312
29,2018,29137,7842,0.054453796
29,2018,29039,4860,0.03331277
31,2018,31053,13590,0.034906838
32,2018,32019,28400,0.04096469
34,2018,34005,335588,0.052516804
13,2009,13291,22872,0.094807004
13,2009,13027,6915,0.017508545
13,2009,13215,67522,0.019745203
1,2017,1079,22194,0.043498968
1,2017,1019,17202,0.045465358
2,2017,2122,37063,0.055527423
29,2017,29173,9681,0.066068833
29,2017,29199,6454,0.066068833
29,2017,29105,16374,0.065095532
31,2017,31103,1721,0.038581389
31,2017,31003,10728,0.048846453
48,2021,48275,6532,0.044998002
48,2021,48479,156337,0.065529718
48,2021,48045,2569,0.041792744
48,2021,48363,31968,0.062888405
48,2021,48459,17857,0.056469286
48,2021,48173,1785,0.047960664
48,2021,48319,3570,0.047960664
48,2021,48267,3570,0.047960664
51,2021,51171,19926,0.052143194
34,2019,34029,289581,0.050799522
34,2019,34005,334746,0.051357575
18,2005,18097,1354225,0.114735097
18,2005,18021,13662,0.053205907
55,2007,55069,63000,0.046830748
55,2007,55113,20724,0.043378336
17,2008,17031,4477574,0.150131547
37,2021,37047,25805,0.055650565
38,2021,38095,1671,0.036438571
5,2008,5113,27006,0.072657713
21,2010,21227,82032,0.078475491
21,2010,21059,80983,0.085114098
22,2010,22051,217296,0.109903983
23,2010,23005,263795,0.077819445
25,2011,25017,416158,0.087065458
8,2012,8077,100733,0.069155067
28,2019,28067,48776,0.073813559
37,2006,37025,117872,0.07549258
37,2006,37163,74415,0.088729457
37,2006,37043,7018,0.058853127
37,2015,37181,58030,0.123544315
37,2015,37097,85798,0.037636265
37,2015,37175,22554,0.052935958
37,2015,37033,19782,0.074144871
38,2015,38017,131670,0.054330065
39,2015,39035,3875457,0.153480443
39,2015,39089,115584,0.055688318
45,2019,45003,144540,0.057113053
46,2019,46105,2646,0.034520098
46,2019,46055,2709,0.077477477
47,2019,47029,20799,0.046845861
47,2019,47109,20321,0.05588173
8,2017,8025,2556,0.062409962
8,2017,8125,5112,0.062409962
8,2017,8057,695,0.017667395
8,2017,8021,6686,0.07933645
1,2019,1039,40376,0.063228975
13,2008,13111,20625,0.056070574
25,2001,,285982,0.116609405
46,2005,46047,5124,0.067677515
46,2005,46089,2193,0.052372651
47,2005,47073,41067,0.069579965
45,2014,45043,74115,0.108531389
45,2014,45069,38052,0.096822457
37,2016,37099,27275,0.065326838
37,2016,37077,29783,0.051090496
30,2010,30083,16568,0.076215361
31,2010,31095,5589,0.034139637
31,2010,31139,5066,0.035569848
31,2010,31179,5066,0.035569848
31,2010,31163,1818,0.043583535
31,2010,31005,888,0.020715719
34,2010,34039,448391,0.118763972
34,2010,34021,439669,0.113365751
46,2010,46019,7446,0.070906182
46,2010,46105,3723,0.070906182
46,2010,46017,2634,0.073916094
47,2010,47083,7923,0.055646861
55,2006,55093,40096,0.063207809
17,2021,17071,11211,0.052736304
17,2021,17161,211200,0.087726585
17,2021,17199,86280,0.075719081
49,2016,49025,2422,0.02703125
51,2016,51177,63600,0.032916188
53,2016,53003,14892,0.063226004
26,2018,26031,27684,0.051360828
46,2015,46051,7164,0.065025596
46,2015,46067,5172,0.032249013
46,2015,46023,9003,0.085173412
47,2015,47097,26973,0.066582245
19,2009,19031,19545,0.045561565
19,2009,19097,19788,0.06246922
19,2009,19131,8094,0.049533671
21,2009,21221,11745,0.059076505
21,2009,21153,22044,0.074066608
22,2009,22033,355336,0.116189476
22,2009,22113,39481,0.051155505
24,2009,24011,22437,0.04339199
24,2009,24017,45415,0.029993449
40,2011,40089,18896,0.055601328
41,2011,41009,38230,0.059747445
35,2013,35028,13068,0.068400226
36,2013,36047,20798417,0.515679997
13,2021,13293,28665,0.069564774
13,2021,13147,11500,0.045320197
13,2021,13175,46657,0.074357221
13,2021,13139,156132,0.059858669
27,2009,27027,47515,0.063427332
38,2010,38075,1949,0.04273092
39,2010,39101,60120,0.064183866
30,2015,30097,1622,0.027946725
31,2015,31027,9918,0.070103763
20,2019,20023,1935,0.041965777
20,2019,20057,14203,0.043681378
20,2019,20129,2029,0.043681378
13,2010,13139,273528,0.151246118
13,2010,13293,10682,0.019944323
5,2016,5095,13116,0.113842308
29,2021,29185,11655,0.076375646
29,2021,29141,16150,0.065239346
30,2021,30089,9258,0.034227659
31,2021,31129,4024,0.042781203
31,2021,31107,8418,0.039459437
31,2021,31123,1228,0.028562125
18,2009,18005,51120,0.063282207
5,2019,5065,14612,0.064787883
5,2019,5097,14175,0.071152138
5,2019,5125,39291,0.041161588
5,2019,5061,6327,0.054583571
48,2019,48045,1935,0.031541371
48,2019,48041,225498,0.067136837
48,2019,48135,85876,0.057699182
48,2019,48187,28072,0.017269986
48,2019,48293,25648,0.053813616
27,2006,27041,30744,0.048759599
28,2006,28105,37872,0.139039004
18,2021,18015,15155,0.044131436
18,2021,18177,59704,0.077063173
19,2021,19173,7038,0.055970416
21,2021,21199,30240,0.056190005
36,2018,36099,31900,0.06497342
36,2018,36095,20872,0.060406103
22,2011,22063,56185,0.074010211
24,2011,24033,931107,0.097242353
13,2014,13049,10960,0.092065252
13,2014,13067,281872,0.04223357
13,2014,13061,6109,0.104384526
16,2014,16001,118199,0.047280546
16,2014,16069,16910,0.04065197
49,2015,49045,27500,0.069060773
50,2015,50021,67480,0.061894629
51,2015,51171,24768,0.068296315
30,2019,30053,3745,0.014090336
31,2019,31047,14567,0.047268597
37,2019,37183,522486,0.052249446
37,2019,37137,13640,0.048247321
37,2019,37101,81925,0.044544429
39,2019,39153,445536,0.073349112
39,2019,39147,34482,0.050008122
19,2011,19159,6400,0.054642943
19,2011,19005,17825,0.068667296
19,2011,19061,70122,0.050027824
20,2011,20203,1768,0.041503322
21,2011,21219,13132,0.081701217
21,2011,21025,39536,0.097537388
27,2014,27015,16296,0.049261203
28,2014,28069,6798,0.073247996
23,2015,23019,281014,0.103368923
2,2016,2013,11705,0.357754141
28,2015,28151,111074,0.130171454
28,2015,28127,11805,0.036340968
50,2017,50023,80845,0.068497561
51,2017,51640,7658,0.050443306
51,2017,51107,65204,0.023283975
51,2017,51057,10146,0.047740041
35,2018,35001,480283,0.072692173
40,2015,40089,35120,0.0636564
41,2015,41031,10590,0.03961396
8,2013,8043,28602,0.05151156
8,2013,8113,7960,0.05055509
8,2013,8033,1006,0.023000069
37,2013,37039,14875,0.052073123
38,2013,38015,37943,0.037358526
26,2021,26117,50778,0.053505383
27,2021,27069,6276,0.051848914
28,2021,28005,13290,0.067073448
28,2021,28107,21852,0.088348737
9,2007,,87013,0.097075453
36,2009,36107,21890,0.052859075
41,2016,41039,375730,0.085933607
27,2018,27007,32000,0.066822586
27,2018,27141,30261,0.056768469
28,2018,28035,70890,0.065822705
22,2019,22125,5079,0.041397692
22,2019,22019,204456,0.082002363
23,2019,23019,218224,0.074013979
24,2019,24043,172736,0.096007114
27,2005,27105,11706,0.040662776
28,2005,28119,5268,0.042909855
30,2005,30015,8432,0.076540431
30,2005,30067,8268,0.030342398
31,2005,31163,1362,0.032892195
24,2012,24047,60673,0.055484734
19,2016,19037,10900,0.056153149
19,2016,19033,30206,0.056662952
20,2016,20029,11504,0.048748241
21,2016,21137,12336,0.046231337
19,2015,19085,22015,0.060197148
19,2015,19027,11100,0.035843683
19,2015,19139,33940,0.064657472
19,2015,19087,4920,0.022727273
20,2015,20135,4470,0.047152894
20,2015,20091,303410,0.041405011
20,2015,20185,2388,0.026955638
21,2015,21021,18851,0.057244282
21,2015,21219,12392,0.080756999
21,2015,21095,48224,0.091472448
40,2019,40027,214024,0.03176502
41,2019,41049,4196,0.042809337
22,2012,22025,9135,0.068801121
27,2015,27055,15625,0.069837084
27,2015,27167,7232,0.058003561
46,2011,46095,3481,0.094677292
46,2011,46049,2373,0.054754378
46,2011,46109,9492,0.054754378
56,2012,56027,1053,0.026357947
56,2012,56003,4503,0.033927805
37,2012,37171,101420,0.07369397
38,2012,38069,4602,0.044058515
22,2021,22115,77172,0.097330266
24,2021,24013,56468,0.023160126
8,2020,8027,1567,0.042001715
8,2020,8099,8365,0.04398349
8,2020,8045,11869,0.027766341
9,2020,9013,88914,0.053574237
17,2020,17201,690286,0.113052034
17,2020,17017,13070,0.047920219
19,2020,19087,11930,0.055784158
20,2020,20009,19720,0.054382598
20,2020,20003,2524,0.032088281
21,2020,21195,79743,0.079230537
6,2020,6073,2006025,0.05803991
37,2020,37067,368979,0.072407545
37,2020,37093,52902,0.107182582
37,2020,37073,4668,0.035213977
48,2020,48287,10056,0.039257941
48,2020,48391,5458,0.060488518
48,2020,48345,1668,0.036135965
48,2020,48265,27330,0.051245992
50,2020,50027,49338,0.046895584
51,2020,51660,32219,0.063089648
51,2020,51710,748295,0.11596419
51,2020,51005,21654,0.045809957
48,2020,48455,14855,0.047291597
35,2020,35025,33408,0.04129951
35,2020,35033,1639,0.032391304
36,2020,36037,34245,0.06038724
45,2020,45045,408123,0.058376548
47,2020,47167,34580,0.058908205
47,2020,47001,32112,0.040138595
26,2020,26117,67197,0.065104855
26,2020,26103,114850,0.060412393
27,2020,27053,1891351,0.112525842
27,2020,27115,22176,0.041050854
27,2020,27011,6123,0.03312989
28,2020,28099,23254,0.077385389
24,2020,24015,31559,0.042345443
16,2020,16017,13626,0.026184711
40,2020,40009,7304,0.049503877
40,2020,40113,25710,0.05009489
41,2020,41069,2758,0.052223968
42,2020,42109,38400,0.083453588
42,2020,42125,208980,0.071777779
30,2020,30049,46256,0.049850629
31,2020,31043,11604,0.043046652
31,2020,31023,7263,0.045563188
32,2020,32019,17420,0.027335781
38,2020,38093,14262,0.050530388
38,2020,38013,2837,0.03142759
39,2020,39079,8484,0.031801842
54,2020,54045,21960,0.064217286
55,2020,55015,34265,0.052360861
55,2020,55027,42220,0.031149476
56,2020,56023,6784,0.036783205
56,2020,56009,3080,0.017724374
4,2020,4019,847878,0.073961371
5,2020,5105,11955,0.069903696
1,2021,1083,22864,0.01731114
1,2021,1109,39032,0.087179487
1,2021,1095,24480,0.026269026
1,2021,1085,11952,0.042276837
2,2021,2282,10311,0.313213852
6,2014,6087,128775,0.05055317
6,2015,6019,754844,0.082739613
55,2016,55067,13722,0.045929228
55,2016,55065,13350,0.046593606
13,2005,13143,21020,0.102014074
16,2005,16023,2798,0.045858328
6,2021,6081,446114,0.063534513
13,2005,13111,28810,0.08395623
5,2007,5019,19565,0.085666747
6,2007,6025,163091,0.080220182
19,2010,19035,12832,0.047780045
19,2010,19005,15330,0.059740462
27,2017,27037,189085,0.036140894
28,2017,28105,43560,0.083822103
28,2017,28075,58102,0.068861466
36,2017,36115,59891,0.070271672
36,2017,36101,83868,0.074504233
37,2017,37123,15966,0.053780392
37,2017,37157,56448,0.04818586
37,2017,37023,46080,0.049986332
38,2017,38069,6948,0.066023034
38,2017,38023,4413,0.053572079
39,2017,39089,66656,0.032859036
42,2018,42043,349395,0.092010702
38,2001,,15306,0.061439283
48,2008,48077,10224,0.059934578
48,2008,48079,3266,0.068640844
48,2008,48231,24586,0.032982438
29,2008,,23731,0.037799171
29,2008,29215,28796,0.10513326
29,2008,29221,29045,0.117353535
