ST,YEAR,FIPS_CODE,ZERO_CAR_HOUSEHOLDS,PERCENT_WITHOUT_VEHICLE
39,2015,39165,60600,0.045794604
41,2015,41051,1227327,0.135738182
41,2015,41063,8598,0.062777912
37,2013,37063,291620,0.083918748
37,2013,37141,27536,0.0439816
38,2013,38055,6788,0.042723531
38,2013,38103,5198,0.049752101
38,2013,38047,1997,0.037358526
55,2016,55081,46674,0.065146662
55,2016,55093,41488,0.065146662
55,2016,55099,19368,0.041875308
48,2017,48363,14364,0.033495635
48,2017,48397,25894,0.036313711
48,2017,48013,21384,0.059749201
48,2017,48381,50170,0.035348685
6,2018,6099,261113,0.060712404
47,2013,47171,19544,0.074491927
48,2013,48269,2264,0.050548126
55,2014,55113,25512,0.054078803
40,2009,40077,6396,0.049151605
40,2009,40025,8760,0.050638765
37,2011,37125,60354,0.048870427
37,2011,37121,16824,0.051295185
37,2011,37033,40554,0.075734487
38,2011,38063,4122,0.047780779
38,2011,38023,2043,0.042886832
39,2011,39097,23232,0.025169661
48,2013,48051,15190,0.055136116
48,2013,48503,9896,0.043335844
37,2011,37075,16101,0.088238195
37,2011,37055,45837,0.052626926
38,2011,38051,2197,0.051426699
26,2011,26149,116892,0.172443196
8,2012,8063,9480,0.080331495
8,2012,8119,1542,0.006570369
27,2019,27037,200155,0.037834267
27,2019,27075,18864,0.080191807
27,2019,27149,9957,0.050984669
28,2019,28107,21336,0.083719835
28,2019,28083,27304,0.076317614
47,2021,47025,18657,0.040914205
47,2021,47179,48898,0.037461895
48,2021,48349,26960,0.045278963
48,2021,48067,16401,0.051105876
48,2021,48049,39192,0.044998002
48,2021,48303,271382,0.061484317
48,2021,48221,35520,0.062888405
48,2021,48491,130678,0.02398393
37,2006,37013,55451,0.083575111
37,2006,37125,67986,0.055757307
38,2006,38035,93672,0.08627321
40,2006,40111,52460,0.056002733
29,2009,29005,5838,0.067324769
29,2009,29135,17124,0.060738912
47,2021,47009,35336,0.022760884
48,2021,48225,38122,0.079799549
48,2021,48103,1171,0.02733682
40,2006,40047,51924,0.045238319
24,2019,24023,26334,0.094551121
48,2019,48211,1935,0.031541371
48,2019,48003,3660,0.024881033
48,2019,48475,2745,0.024881033
21,2021,21011,11595,0.074019458
21,2021,21165,7730,0.074019458
48,2012,48071,9002,0.034093319
48,2012,48221,21260,0.04496711
6,2013,6007,154917,0.071412306
24,2014,24037,55116,0.043507296
42,2016,42089,92730,0.049053837
46,2016,46073,3927,0.073938093
47,2016,47045,31160,0.07158479
47,2016,47171,17848,0.070461903
48,2016,48069,6210,0.034459797
48,2016,48043,4683,0.044087327
48,2016,48309,112599,0.050436734
48,2016,48001,23122,0.045596529
48,2016,48051,11590,0.043839244
48,2016,48273,19710,0.10084111
53,2012,53073,222190,0.082691164
54,2012,54051,51201,0.103218666
55,2012,55099,33240,0.06948974
26,2013,26111,94316,0.063014116
26,2013,26013,17337,0.081814964
26,2013,26115,119769,0.052514578
46,2006,46113,9447,0.09003574
47,2006,47171,6044,0.029517484
48,2006,48311,2486,0.070663142
1,2014,1103,99441,0.063118027
1,2014,1055,89700,0.075288311
2,2014,2270,11083,0.336082724
42,2008,42023,8792,0.082484286
42,2008,42005,73967,0.054350254
45,2008,45031,65024,0.0668586
46,2011,46067,5286,0.038218771
47,2011,47005,15200,0.06754805
47,2011,47141,44115,0.062290846
48,2011,48445,7107,0.052894813
56,2012,56007,5525,0.024950889
37,2012,37033,14562,0.055060233
38,2012,38015,47614,0.048133992
38,2012,38037,5504,0.072768619
39,2012,39137,10570,0.034830346
39,2012,39069,13545,0.039005806
39,2012,39027,24003,0.060714367
13,2013,13001,28685,0.105964057
13,2013,13103,30210,0.063688493
39,2019,39017,199756,0.053320734
39,2019,39117,27918,0.075468332
42,2019,42089,110088,0.059281373
42,2019,42107,189640,0.081403135
42,2019,42055,47736,0.035633108
21,2012,21033,6225,0.049009188
22,2012,22119,51656,0.074762784
27,2015,27039,16120,0.063188429
27,2015,27011,10848,0.058003561
28,2015,28079,13860,0.062593145
40,2013,40065,8992,0.027369241
41,2013,41059,43035,0.060888389
36,2014,36113,71250,0.075094619
13,2019,13167,8517,0.056554911
13,2019,13289,8746,0.064841862
42,2021,42107,209000,0.089758125
45,2021,45057,50176,0.054159426
8,2010,8045,35563,0.062529011
1,2011,1047,25890,0.03077362
1,2011,1065,10356,0.03077362
8,2018,8087,15024,0.045476559
8,2018,8125,3756,0.045476559
12,2018,12041,15705,0.044436585
12,2018,12015,141960,0.048549517
39,2018,39089,98016,0.049214306
4,2005,4003,67296,0.028516028
6,2005,,828281,0.076999249
28,2006,28135,9968,0.062680786
55,2007,55029,41510,0.045107308
18,2021,18089,379836,0.06819979
18,2021,18071,15760,0.031103217
18,2021,18057,55177,0.026797401
19,2021,19021,10482,0.035090186
19,2021,19123,30548,0.092420424
19,2021,19003,4692,0.055970416
20,2021,20021,14370,0.047446412
20,2021,20165,5010,0.058391608
29,2021,29091,20256,0.05468092
29,2021,29017,9480,0.060871073
37,2018,37167,10660,0.020713347
37,2018,37155,113464,0.089002402
37,2018,37141,21296,0.029363101
37,2018,37037,31434,0.047682903
37,2018,37027,55573,0.070848053
20,2021,20097,2505,0.058391608
42,2014,42001,59961,0.052794654
45,2014,45055,37860,0.062937935
46,2014,46005,13458,0.04171859
46,2014,46007,5534,0.074297836
47,2014,47115,17928,0.069517472
47,2014,47175,6494,0.07362311
5,2015,5149,16932,0.053848796
6,2015,6047,143225,0.069742019
36,2016,36051,32415,0.05451289
36,2016,36121,23771,0.05451289
37,2016,37007,9138,0.037784063
37,2016,37141,21456,0.029610493
37,2016,37015,11464,0.068275484
39,2016,39165,63759,0.046715024
55,2017,55017,38845,0.057228769
53,2018,53005,76089,0.050423326
54,2018,54053,33822,0.089222685
54,2018,54101,12738,0.097325051
54,2018,54027,31935,0.067821987
53,2019,53021,16427,0.031692593
31,2013,31117,1254,0.028984837
36,2017,36117,100533,0.087439237
12,2014,12019,64290,0.03048104
12,2014,12111,158520,0.066691348
12,2014,12089,14924,0.031545395
35,2015,35009,29568,0.068008059
1,2017,1059,27873,0.041429775
5,2017,5135,9452,0.0448992
5,2017,5011,20125,0.108327054
5,2017,5029,17712,0.057629236
6,2017,6015,27728,0.068669018
30,2017,30037,4002,0.066748949
6,2017,6031,96525,0.083083502
51,2013,51105,43614,0.090615573
51,2013,51680,114361,0.114956359
51,2013,51045,4226,0.05071342
51,2013,51069,49252,0.078318752
54,2013,54003,58520,0.046611729
55,2013,55069,30220,0.060465395
12,2017,12011,1375512,0.074858546
12,2017,12069,169074,0.049230434
39,2008,39113,117841,0.048434184
40,2008,40065,34856,0.055601639
40,2008,40091,37932,0.063967783
48,2010,48493,28303,0.02995448
48,2010,48303,155146,0.04227021
8,2016,8015,7860,0.038511478
8,2016,8069,182220,0.034962419
48,2018,48407,11172,0.044939662
48,2018,48443,2362,0.061364994
48,2018,48037,52038,0.061451801
48,2018,48311,2380,0.081778511
48,2018,48125,2344,0.054875337
48,2018,48319,4196,0.057805698
48,2018,48159,10374,0.057430413
48,2018,48187,49735,0.031301904
18,2012,18085,68875,0.077076822
18,2012,18057,43855,0.026076941
27,2013,27073,6894,0.054611564
28,2013,28045,19480,0.045045878
31,2021,31127,3096,0.027453136
13,2021,13185,39100,0.03464853
13,2021,13179,37455,0.05481166
16,2021,16051,2812,0.014971463
16,2021,16079,5721,0.035858671
17,2009,17141,32230,0.075093547
18,2009,18045,14930,0.073000196
13,2012,13051,421536,0.104513403
13,2012,13295,39975,0.046993199
13,2012,13185,67175,0.066915702
1,2019,1111,29682,0.0798818
2,2019,2230,5339,0.086909103
5,2019,5019,23625,0.071152138
6,2019,6087,151934,0.058664585
13,2012,13107,20892,0.067893772
37,2014,37115,10470,0.039141358
37,2014,37123,11868,0.041000767
39,2014,39033,45877,0.072813931
39,2014,39001,24792,0.095010347
17,2011,17003,13132,0.060328194
18,2011,18075,22820,0.080753034
18,2011,18033,27180,0.048436247
19,2012,19045,27012,0.043048384
19,2012,19195,7017,0.046901005
20,2012,20173,446200,0.063055347
6,2009,6017,78088,0.027696437
22,2005,22111,30114,0.082658103
24,2005,24023,28294,0.09690257
29,2014,29059,9180,0.071322021
29,2014,29063,7838,0.090226776
29,2014,29179,6120,0.076318743
29,2014,29069,42490,0.097698374
29,2014,29187,24442,0.045541186
41,2012,41069,2146,0.049229216
16,2005,16057,19803,0.036477339
17,2005,17159,12965,0.055898077
17,2005,17055,93576,0.101508702
17,2005,17041,15330,0.075239264
20,2006,20117,6956,0.042400156
20,2006,20133,11680,0.056199779
20,2006,20135,4152,0.049657944
21,2006,21215,11444,0.066750659
21,2006,21111,1067589,0.120387024
21,2006,21097,19340,0.09503919
22,2006,22115,51936,0.089846588
24,2006,24025,105934,0.040791462
5,2021,5039,7329,0.069367937
54,2016,54053,50352,0.129724382
30,2000,,20400,0.056713928
13,2005,13149,11184,0.095012361
13,2005,13125,3476,0.07950231
13,2005,13145,15315,0.038480866
13,2005,13241,18285,0.097005226
37,2015,37005,12390,0.065975495
37,2015,37167,17368,0.032574243
13,2016,13131,21534,0.085328452
40,2005,40025,9878,0.059115718
45,2019,45079,544926,0.08119237
46,2019,46013,12848,0.028385592
47,2019,47059,64800,0.063344037
47,2019,47179,70633,0.055018095
47,2019,47147,28770,0.028836035
8,2017,8045,10835,0.025836743
22,2007,22081,16210,0.123251217
22,2007,22003,19825,0.071327061
37,2008,37167,52507,0.096751785
38,2008,38045,7638,0.04663687
38,2008,38001,1987,0.044275592
13,2018,13219,12162,0.045722148
13,2018,13005,11877,0.066479715
13,2018,13029,17479,0.056848192
16,2018,16053,8030,0.038230813
17,2018,17131,21136,0.076124069
17,2018,17001,62424,0.080658666
13,2017,13111,17415,0.051968011
13,2017,13207,28085,0.084434423
13,2017,13101,11244,0.092459502
13,2017,13177,24570,0.109003793
17,2007,17077,65170,0.061511424
6,2008,6019,301695,0.106246346
8,2008,8015,11790,0.034414817
8,2008,8013,116424,0.035714417
54,2004,,67578,0.091666983
34,2005,34001,475056,0.14128694
35,2005,35009,20340,0.027556495
36,2005,36043,43020,0.040474174
34,2007,34017,2647054,0.345810746
2,2007,2170,43440,0.043132209
5,2007,5067,11490,0.052920044
51,2012,51181,10410,0.086318408
51,2012,51135,23952,0.084309529
51,2012,51051,32620,0.101284217
51,2012,51660,33858,0.06795002
1,2013,1017,31950,0.070600402
1,2013,1015,73439,0.054025086
1,2013,1081,66582,0.04338494
4,2013,4011,9561,0.076568244
29,2016,29153,5494,0.056172423
29,2016,29027,35608,0.080392299
29,2016,29019,93032,0.046595399
34,2016,34033,114425,0.123223132
18,2007,18111,21992,0.077049203
18,2007,18029,25660,0.051581
18,2007,18087,18192,0.037182988
19,2007,19175,13532,0.056391792
20,2007,20119,3758,0.035468222
20,2007,20145,5726,0.066282354
29,2010,29153,12810,0.093723935
29,2010,29129,5940,0.070002593
29,2010,29181,17172,0.048649751
31,2010,31041,7272,0.043583535
31,2010,31087,888,0.020715719
45,2010,45003,195690,0.053255022
46,2010,46097,2117,0.048457242
46,2010,46007,5268,0.073916094
37,2005,37191,212212,0.068245859
37,2005,37105,39637,0.054883537
37,2005,37141,75072,0.080185938
37,2005,37145,41279,0.067946399
55,2006,55115,60467,0.053324926
55,2006,55081,45108,0.063207809
55,2006,55121,40096,0.063207809
48,2007,48275,2642,0.027783036
48,2007,48115,7472,0.044729659
48,2007,48481,24453,0.048917349
48,2007,48451,68400,0.055799156
54,2008,54065,27296,0.067952561
19,2010,19075,15788,0.054779121
19,2010,19151,9624,0.047780045
28,2017,28103,16335,0.083822103
28,2017,28107,21108,0.084080208
37,2017,37041,7077,0.052679768
37,2017,37075,7965,0.059157754
38,2017,38051,3179,0.054212142
39,2017,39153,571531,0.09279137
39,2017,39159,22010,0.041087963
39,2017,39079,19271,0.066378936
39,2017,39107,18747,0.044432594
48,2008,48253,13092,0.043393525
48,2008,48413,3601,0.084043224
48,2008,48441,113620,0.051716683
48,2008,48271,2579,0.059232889
29,2008,29105,21354,0.055318951
29,2008,29197,7456,0.089469137
30,2008,30085,11397,0.07345605
30,2008,30049,25620,0.036521843
30,2008,30045,3916,0.069143301
31,2008,31125,4650,0.065124226
31,2008,31135,1806,0.0425853
34,2008,34023,525169,0.079751335
35,2008,35041,15930,0.05028171
37,2017,37015,11252,0.068222055
37,2010,37195,47101,0.021660492
34,2011,34013,2669285,0.28334136
34,2011,34037,57933,0.025810105
34,2011,34015,276335,0.068308888
31,2014,31057,2664,0.060615714
31,2014,31079,22680,0.037734091
19,2013,19135,8481,0.062410314
19,2013,19111,44726,0.093725508
20,2013,20081,1917,0.039645117
20,2013,20197,1758,0.019085461
20,2013,20001,13570,0.066620845
21,2013,21121,40240,0.10492282
21,2013,21149,6525,0.050634385
21,2013,21011,13629,0.08611506
21,2013,21131,13188,0.101738064
48,2014,48429,9888,0.047847168
48,2014,48179,21126,0.046835718
48,2014,48163,6390,0.051162567
48,2014,48097,26336,0.045015725
48,2014,48465,33760,0.064521061
21,2013,21187,13017,0.073396823
22,2013,22075,30042,0.081601721
41,2009,41041,80748,0.067372531
41,2009,41001,17694,0.06436897
12,2015,12111,151870,0.063522272
27,2008,,13232,0.039451284
27,2012,27141,19525,0.038701378
27,2012,27023,10856,0.065118288
28,2012,28007,24498,0.090445916
28,2012,28071,24100,0.047151354
8,2015,8115,1914,0.048684947
8,2015,8125,3828,0.048684947
9,2015,9003,1227861,0.109209697
37,2005,37157,30828,0.027316202
51,2018,51515,1730,0.034334253
42,2007,42093,17780,0.093069514
42,2007,42097,106680,0.093069514
54,2010,54105,11978,0.11738764
56,2010,56019,3298,0.031527225
50,2011,50007,163240,0.055190694
44,2012,44003,182364,0.067219643
45,2012,45031,125840,0.100991294
45,2012,45047,41804,0.077129721
46,2012,46069,3016,0.085390713
46,2012,46117,3016,0.085390713
47,2012,47029,26055,0.061511984
27,2010,27137,488894,0.088303898
27,2010,27097,19024,0.050720928
27,2010,27033,12912,0.061925682
27,2010,27053,530327,0.061327878
27,2010,27039,21130,0.082192314
28,2010,28113,32280,0.117180694
28,2010,28159,19045,0.118394878
2,2009,2105,22686,0.389191971
29,2018,29077,381186,0.107983693
29,2018,29167,10832,0.059662033
30,2018,30033,2174,0.036584545
30,2018,30107,4694,0.078051214
31,2018,31107,6645,0.030614219
13,2009,13033,21324,0.079465164
13,2009,13195,19392,0.065703076
54,2009,54037,89970,0.058763018
4,2018,4013,2402245,0.056992439
4,2018,4009,21726,0.057646385
4,2018,4001,98848,0.109889719
5,2018,5137,6297,0.038607269
18,2010,18053,29568,0.039343425
18,2010,18131,22144,0.081460881
29,2015,29021,63250,0.058078142
29,2015,29159,40810,0.075224558
29,2015,29215,15080,0.076349791
29,2015,29219,16820,0.067195334
4,2010,4021,27964,0.049344984
5,2010,5111,27692,0.109251588
51,2019,51001,32448,0.038422189
51,2019,51109,8040,0.02794228
51,2019,51515,2107,0.041353457
30,2011,30087,5264,0.022697873
30,2011,30029,37354,0.031319697
30,2011,30095,3747,0.023961631
31,2011,31103,2974,0.063721289
31,2011,31157,32714,0.063721289
13,2011,13297,50460,0.076931873
13,2011,13117,212715,0.071639665
13,2011,13027,16190,0.039175831
29,2019,29003,16588,0.094100295
31,2019,31125,3516,0.049500908
31,2019,31173,7032,0.049500908
31,2019,31001,23679,0.055786438
31,2019,31055,663356,0.074282747
31,2019,31013,5103,0.036478662
38,2019,38031,3716,0.07297292
22,2016,22071,1863742,0.204861878
22,2016,22099,60522,0.084466824
23,2016,23005,330268,0.096551381
48,2005,48113,1364930,0.066940672
48,2005,48139,64232,0.03330333
48,2005,48443,1598,0.035707103
48,2005,48065,6538,0.050221225
48,2005,48317,4868,0.055596163
48,2005,48383,2434,0.055596163
48,2005,48093,5872,0.032121133
50,2005,50005,36270,0.059079359
50,2005,50023,68913,0.059079359
47,2007,47101,9010,0.086917096
1,2008,1079,26415,0.049478245
26,2021,26081,635806,0.074621877
26,2021,26011,25662,0.071498225
27,2021,27153,19392,0.042416183
27,2021,27019,33060,0.037877963
28,2021,28119,10926,0.088348737
28,2021,28135,14568,0.088348737
28,2021,28043,16190,0.076121964
28,2021,28051,16190,0.076121964
28,2021,28109,25830,0.051696808
8,2007,8001,173507,0.041761237
13,2008,13119,4050,0.016609252
13,2008,13263,8484,0.033706392
13,2008,13183,12093,0.060625658
16,2008,16085,6075,0.029614788
37,2009,37169,21798,0.043656945
30,2006,30047,41192,0.091055387
31,2006,31031,4476,0.048382912
8,2014,8041,287340,0.051131644
9,2014,9015,75850,0.067943119
13,2015,13141,11982,0.133623285
13,2015,13263,19290,0.107744898
45,2005,45089,54527,0.089408751
29,2007,29067,20106,0.09852405
4,2015,4005,70196,0.05460565
17,2006,17165,44613,0.081013941
17,2006,17149,16920,0.07404652
17,2006,17023,9084,0.05080196
19,2006,19023,16540,0.047949673
54,2011,54099,127699,0.100650251
54,2011,54085,16692,0.08063885
1,2012,1019,22068,0.057711318
2,2012,2185,38784,0.396430652
2,2012,2275,12928,0.396430652
2,2012,2130,18168,0.074550677
4,2012,4005,85008,0.065477603
5,2012,5109,9516,0.076609105
5,2012,5129,7011,0.036882723
1,2006,1037,25497,0.112987065
1,2006,1057,26805,0.07645792
1,2006,1017,76491,0.112987065
4,2006,4019,798271,0.079886664
29,2006,29089,9696,0.063869731
19,2008,19061,88920,0.069438805
46,2008,46105,2265,0.04502445
47,2008,47189,63420,0.031464889
47,2008,47123,51835,0.109798049
16,2019,16005,41580,0.04021191
17,2019,17003,11708,0.055258736
18,2015,18121,6436,0.038643514
18,2015,18117,26004,0.069196749
51,2016,51171,22518,0.06054593
51,2016,51730,66044,0.093273264
51,2016,51510,257412,0.096943156
53,2016,53033,2225415,0.102706682
26,2018,26027,30239,0.055585886
46,2015,46009,3448,0.032249013
47,2015,47075,19938,0.064422946
48,2015,48151,6380,0.047640382
48,2015,48253,19140,0.047640382
48,2015,48341,12352,0.048651374
48,2015,48319,4378,0.0608715
48,2015,48425,3394,0.037282773
20,2009,20047,4350,0.050430105
20,2009,20095,6525,0.050430105
20,2009,20037,21901,0.048886488
21,2009,21115,33066,0.074066608
21,2009,21099,18965,0.058138287
21,2009,21137,22812,0.079277701
22,2009,22065,25850,0.086196836
27,2009,27017,19778,0.053846992
27,2009,27151,15940,0.055209964
27,2009,27063,10004,0.049378085
28,2009,28003,20433,0.07273135
28,2009,28141,11676,0.07273135
39,2010,39119,61123,0.08207889
39,2010,39107,62694,0.140525711
30,2015,30079,2027,0.035382628
30,2015,30045,6156,0.102077702
31,2015,31055,638193,0.074978051
31,2015,31155,5345,0.02624601
31,2015,31159,12228,0.054958291
31,2015,31049,3005,0.065294859
31,2015,31085,1572,0.036222867
33,2015,33017,97575,0.067716918
17,2016,17123,21680,0.073764077
17,2016,17019,462379,0.131364836
17,2016,17145,49074,0.107734661
17,2016,17071,9660,0.047459026
17,2016,17173,15540,0.046014995
18,2016,18103,32900,0.063163553
18,2016,18159,17516,0.079099005
40,2017,40049,15822,0.043730255
40,2017,40117,7810,0.041506125
49,2021,49019,3882,0.03546177
51,2021,51145,13670,0.033214277
51,2021,51037,13878,0.067816985
51,2021,51820,21435,0.063591189
8,2019,8025,2269,0.05160454
18,2005,18103,16550,0.035082885
18,2005,18033,22977,0.04126194
18,2005,18093,46700,0.079152542
19,2005,19127,38270,0.054445867
20,2005,20159,4443,0.035271142
20,2005,20133,9640,0.04883609
22,2011,22085,53305,0.11312318
22,2011,22039,39112,0.097762403
23,2011,23005,345421,0.100656471
23,2011,23003,66816,0.036233016
13,2014,13189,20770,0.09156839
13,2014,13287,14796,0.157625602
13,2014,13009,39960,0.067445428
40,2010,40059,10802,0.065679229
42,2010,42117,30320,0.075692139
19,2014,19089,9168,0.061610419
20,2014,20023,1863,0.039884393
21,2014,21095,58223,0.112772984
35,2016,35053,17094,0.079385867
53,2015,53061,421039,0.058644319
54,2015,54085,9708,0.076753398
55,2015,55087,93800,0.03270435
1,2016,1051,54855,0.054978427
1,2016,1021,26685,0.057672483
50,2017,50001,37660,0.070317606
51,2017,51790,25878,0.066470425
51,2017,51730,74360,0.108946155
51,2017,51169,34056,0.075560111
46,2017,46009,6078,0.053956643
46,2017,46073,3039,0.053956643
20,2008,20073,5802,0.040425576
21,2008,21067,349569,0.066095178
21,2008,21039,18399,0.075337502
22,2008,22119,37136,0.057680808
23,2008,23023,26037,0.066760511
21,2007,21143,9402,0.078211175
21,2007,21095,66341,0.135190872
18,2017,18043,53620,0.049989745
20,2017,20041,18492,0.05270268
20,2017,20203,2232,0.048803953
21,2017,21135,23160,0.108865282
21,2017,21067,431014,0.078087622
21,2017,21077,6238,0.050818737
21,2017,21071,41780,0.074397236
16,2015,16059,7209,0.057750541
45,2018,45051,219824,0.046008382
46,2018,46103,63480,0.036397684
46,2018,46029,18039,0.046688166
46,2018,46089,2577,0.046688166
47,2018,47175,6796,0.075790695
27,2018,27119,36620,0.061702809
27,2018,27125,7324,0.061702809
28,2018,28137,16190,0.076497827
28,2018,28037,7752,0.063287832
21,2019,21129,12882,0.100609185
26,2016,26025,210288,0.071028678
27,2016,27117,10455,0.043231062
27,2016,27121,13916,0.058427381
28,2016,28033,49104,0.024377857
28,2016,28093,16878,0.048694779
26,2017,26039,20165,0.068636294
26,2017,26061,52632,0.065952904
50,2007,50021,49680,0.044394402
25,2017,25025,3733608,0.339488072
18,2019,18079,14742,0.057124922
53,2021,53077,118803,0.060902253
53,2021,53019,6444,0.049751013
19,2019,19109,20610,0.06851911
19,2019,19055,15504,0.062815007
20,2019,20169,46200,0.065072256
37,2021,37097,120791,0.046301205
48,2009,48419,23124,0.065432937
48,2009,48169,2324,0.049966675
48,2009,48269,2324,0.049966675
19,2018,19083,33132,0.10211743
20,2018,20079,16698,0.045052045
20,2018,20111,21432,0.062631505
27,2007,27027,55146,0.075041129
27,2007,27061,36872,0.073633109
28,2007,28011,22584,0.069876238
16,2014,16071,1676,0.037898831
16,2014,16081,424,0.010566452
16,2014,16085,5073,0.04065197
49,2015,49031,2121,0.04488034
19,2011,,3810,0.054789399
19,2011,19019,16182,0.050027824
20,2011,20131,3246,0.025599773
21,2011,21235,47616,0.133897237
29,2012,29195,33352,0.08207016
29,2012,29169,28170,0.062079772
27,2014,27095,22841,0.052596796
40,2021,40095,10584,0.055374184
40,2021,40081,16198,0.0462504
40,2021,40093,7419,0.06154497
40,2021,40127,13455,0.069008493
21,2005,21145,78591,0.057392211
21,2005,21027,14274,0.048727034
21,2005,21095,59884,0.120335986
46,2013,46021,1903,0.034015551
46,2009,46129,3912,0.047074679
47,2009,47143,15558,0.043846596
35,2012,35025,13356,0.017410892
55,2021,55015,22473,0.031995865
56,2007,56001,22500,0.037582682
18,2008,18053,33504,0.045788507
8,2009,8059,329986,0.049972007
20,2010,20077,6066,0.047246302
20,2010,20093,1228,0.023591793
22,2010,22073,174440,0.076412251
22,2010,22009,31626,0.079890872
22,2010,22065,32960,0.113087784
22,2010,22071,166152,0.071937736
24,2010,24025,132894,0.05194057
8,2021,8057,1574,0.035523257
31,2012,31003,9324,0.043253775
33,2012,33019,16220,0.034055598
50,2013,50027,69552,0.070253268
13,2006,13061,3291,0.040041368
13,2006,13307,6582,0.040041368
27,2005,27029,7326,0.056662877
27,2005,27057,17094,0.056662877
27,2005,27091,11706,0.040662776
28,2005,28079,30665,0.094921917
28,2005,28117,11375,0.060621403
28,2005,28073,20776,0.060406587
30,2005,30025,2503,0.050381434
31,2005,31083,2382,0.054020955
31,2005,31165,1439,0.030677724
32,2005,32009,2622,0.043681072
19,2016,19143,8500,0.087452159
19,2016,19103,75960,0.055315728
20,2016,20117,11504,0.048748241
21,2016,21119,35950,0.156590295
21,2016,21013,42264,0.107849892
19,2015,19155,132090,0.060197148
19,2015,19111,10824,0.022727273
20,2015,20017,2668,0.059114174
20,2015,20121,19784,0.060571177
21,2015,21239,13832,0.036023835
26,2020,26081,803532,0.092002396
26,2020,26017,149688,0.070387487
27,2020,27039,14860,0.058018546
28,2020,28059,63481,0.038903798
1,2020,1125,115516,0.05986926
1,2020,1061,28548,0.060015136
2,2020,2060,10246,0.307152707
4,2020,4007,22384,0.031722637
6,2020,6055,77880,0.04062513
6,2020,6017,152134,0.046617651
40,2020,40141,10480,0.050777654
42,2020,42115,35915,0.053051475
42,2020,42127,45710,0.053051475
45,2020,45019,480913,0.06467064
29,2020,29183,152523,0.036129852
30,2020,30047,33344,0.048827347
30,2020,30081,41680,0.048827347
31,2020,31181,1944,0.021989458
24,2020,24027,123572,0.038399819
12,2020,12021,171302,0.044981958
13,2020,13241,13510,0.049857918
13,2020,13167,8199,0.052691448
13,2020,13049,9086,0.083760463
13,2020,13165,7034,0.072702842
13,2020,13017,9045,0.039307288
49,2020,49023,1752,0.016240267
50,2020,50011,61890,0.070131106
51,2020,51790,30972,0.076824622
51,2020,51830,10686,0.053117404
51,2020,51137,9635,0.029491889
36,2020,36003,73593,0.113635907
46,2020,46015,7690,0.071413978
46,2020,46093,18635,0.050281289
46,2020,46125,5806,0.044573762
47,2020,47119,41956,0.036979323
38,2020,38071,7131,0.050530388
38,2020,38049,5674,0.03142759
39,2020,39137,13783,0.044540457
39,2020,39057,80920,0.035206871
8,2020,8071,10038,0.04398349
8,2020,8003,6692,0.04398349
8,2020,8023,3346,0.04398349
9,2020,9009,1045736,0.114129964
54,2020,54105,5222,0.064566384
55,2020,55023,33648,0.066752369
19,2020,19097,21306,0.057603089
21,2020,21207,8265,0.039378707
21,2020,21213,16332,0.059131064
21,2020,21139,6774,0.08290092
56,2016,56021,68145,0.061189471
48,2017,48399,17324,0.063922425
48,2017,48191,2265,0.036540509
48,2017,48275,8662,0.063922425
48,2017,48467,19530,0.042614008
6,2018,6061,154882,0.037771648
6,2018,6059,1595050,0.044861624
47,2013,47095,7294,0.065056458
47,2013,47025,23841,0.058167366
48,2013,48027,200293,0.059840186
48,2013,48121,204841,0.035036835
48,2013,48287,7316,0.034423699
48,2013,48497,27214,0.043335844
40,2009,40089,17056,0.049151605
40,2009,40129,3688,0.048245098
36,2011,36019,123291,0.093247496
38,2011,38037,2043,0.042886832
48,2013,48119,6330,0.053524318
48,2013,48375,140930,0.095960181
48,2013,48017,2264,0.050548126
26,2011,26061,34320,0.067226101
6,2012,6003,3450,0.047592771
6,2012,6111,368736,0.046859077
8,2012,8041,260029,0.0477004
47,2021,47147,21378,0.02070705
48,2021,48311,3094,0.098979494
37,2006,37115,22314,0.065963107
37,2006,37121,17404,0.0553506
40,2006,40027,215512,0.04760796
40,2006,40011,27145,0.064362011
26,2019,26081,630504,0.076316478
26,2019,26143,29980,0.060742362
48,2019,48061,263547,0.068758034
48,2019,48337,12780,0.035478122
48,2019,48205,1935,0.031541371
21,2021,21195,79819,0.076354053
21,2021,21179,11565,0.029552458
21,2021,21039,13077,0.056302554
22,2021,22087,51210,0.062985676
26,2014,26057,32160,0.06176657
48,2019,48359,1935,0.031541371
47,2016,47021,17721,0.029044725
48,2016,48283,4327,0.084660536
48,2016,48449,24408,0.051391322
48,2016,48105,1898,0.053808862
48,2016,48057,10038,0.041575547
53,2012,53047,17150,0.040261051
54,2012,54001,16708,0.085262298
55,2012,55055,86560,0.066033993
55,2012,55003,44320,0.06948974
55,2012,55067,17280,0.057175756
26,2013,26151,41782,0.062451422
45,2006,45013,171462,0.09158199
48,2006,48351,16644,0.068044676
48,2006,48115,8736,0.052646804
48,2006,48411,3322,0.045520568
39,2013,39041,47810,0.02075767
5,2014,5091,43560,0.086370991
6,2014,6003,3159,0.042592493
42,2008,42027,180079,0.08153898
25,2010,25013,434173,0.186064999
26,2010,26121,94772,0.041855784
26,2010,26061,36360,0.072067358
45,2011,45065,17058,0.090888747
46,2011,46091,2373,0.054754378
