"ST","NAICS","LFO","ESTAB_F","ESTAB","RCPTOT_N_F","RCPTOT_F","RCPTOT"
"01","00","-",,345095,"G",,15363219
"01","00","C",,2128,"G",,303648
"01","00","Z",,11002,"G",,1528993
"01","00","S",,308147,"G",,10388117
"01","00","P",,23818,"G",,3142461
"01","11","-",,4355,"G",,206063
"01","11","C",,28,"G",,5115
"01","11","Z",,170,"G",,29016
"01","11","S",,3960,"G",,146776
"01","11","P",,197,"G",,25156
"01","113","-",,1293,"G",,90248
"01","113","C",,10,"H",,2287
"01","113","Z",,49,"H",,9197
"01","113","S",,1156,"G",,66180
"01","113","P",,78,"G",,12584
"01","114","-",,1235,"G",,53414
"01","114","C",,11,"H",,2247
"01","114","Z",,75,"G",,13206
"01","114","S",,1084,"G",,33338
"01","114","P",,65,"G",,4623
"01","1141","-",,989,"G",,44314
"01","1141","C",,5,"H",,1382
"01","1141","Z",,59,"G",,12002
"01","1141","S",,897,"G",,27253
"01","1141","P",,28,"G",,3677
"01","11411","-",,989,"G",,44314
"01","11411","C",,5,"H",,1382
"01","11411","Z",,59,"G",,12002
"01","11411","S",,897,"G",,27253
"01","11411","P",,28,"G",,3677
"01","1142","-",,246,"G",,9100
"01","1142","C",,6,"G",,865
"01","1142","Z",,16,"H",,1204
"01","1142","S",,187,"G",,6085
"01","1142","P",,37,"G",,946
"01","11421","-",,246,"G",,9100
"01","11421","C",,6,"G",,865
"01","11421","Z",,16,"H",,1204
"01","11421","S",,187,"G",,6085
"01","11421","P",,37,"G",,946
"01","115","-",,1827,"G",,62401
"01","115","C",,7,"J",,581
"01","115","Z",,46,"G",,6613
"01","115","S",,1720,"G",,47258
"01","115","P",,54,"G",,7949
"01","1151","-",,696,"G",,16192
"01","1151","Z",,9,"H",,1374
"01","1151","S",,670,"G",,11991
"01","1151","P",,17,"G",,2827
"01","11511","-",,696,"G",,16192
"01","11511","Z",,9,"H",,1374
"01","11511","S",,670,"G",,11991
"01","11511","P",,17,"G",,2827
"01","1152","-",,805,"G",,25068
"01","1152","Z",,9,"G",,897
"01","1152","S",,778,"G",,22509
"01","1152","P",,17,"G",,1656
"01","11521","-",,805,"G",,25068
"01","11521","Z",,9,"G",,897
"01","11521","S",,778,"G",,22509
"01","11521","P",,17,"G",,1656
"01","1153","-",,326,"G",,21141
"01","1153","C",,6,"J",,575
"01","1153","Z",,28,"G",,4342
"01","1153","S",,272,"G",,12758
"01","1153","P",,20,"G",,3466
"01","11531","-",,326,"G",,21141
"01","11531","C",,6,"J",,575
"01","11531","Z",,28,"G",,4342
"01","11531","S",,272,"G",,12758
"01","11531","P",,20,"G",,3466
"01","21","-",,321,"G",,21213
"01","21","C",,6,"J",,703
"01","21","Z",,30,"G",,3770
"01","21","S",,258,"G",,13478
"01","21","P",,27,"G",,3262
"01","211","-",,133,"G",,6000
"01","211","Z",,6,"H",,752
"01","211","S",,109,"G",,3533
"01","211","P",,18,"H",,1715
"01","2111","-",,133,"G",,6000
"01","2111","Z",,6,"H",,752
"01","2111","S",,109,"G",,3533
"01","2111","P",,18,"H",,1715
"01","21112","-",,103,"G",,5172
"01","21112","Z",,6,"H",,752
"01","21112","S",,84,"G",,2939
"01","21112","P",,13,"H",,1481
"01","21113","-",,30,"H",,828
"01","21113","S",,25,"H",,594
"01","21113","P",,5,"H",,234
"01","212","-",,88,"H",,6481
"01","212","C",,5,"J",,688
"01","212","Z",,14,"G",,1864
"01","212","S",,65,"H",,3703
"01","212","P",,4,"J",,226
"01","2121","-",,28,"G",,422
"01","2121","S",,26,"G",,298
"01","21211","-",,28,"G",,422
"01","21211","S",,26,"G",,298
"01","2122","-",,8,"G",,300
"01","2122","S",,7,"J",,128
"01","2123","-",,52,"H",,5759
"01","2123","C",,5,"J",,688
"01","2123","Z",,11,"G",,1568
"01","2123","S",,32,"J",,3277
"01","2123","P",,4,"J",,226
"01","213","-",,100,"G",,8732
"01","213","Z",,10,"H",,1154
"01","213","S",,84,"G",,6242
"01","213","P",,5,"J",,1321
"01","2131","-",,100,"G",,8732
"01","2131","Z",,10,"H",,1154
"01","2131","S",,84,"G",,6242
"01","2131","P",,5,"J",,1321
"01","21311","-",,100,"G",,8732
"01","21311","Z",,10,"H",,1154
"01","21311","S",,84,"G",,6242
"01","21311","P",,5,"J",,1321
"01","22","-",,162,"G",,8010
"01","22","C",,4,"H",,506
"01","22","Z",,11,"H",,1432
"01","22","S",,134,"G",,3266
"01","22","P",,13,"H",,2806
"01","221","-",,162,"G",,8010
"01","221","C",,4,"H",,506
"01","221","Z",,11,"H",,1432
"01","221","S",,134,"G",,3266
"01","221","P",,13,"H",,2806
"01","23","-",,43491,"G",,2857169
"01","23","C",,224,"G",,43615
"01","23","Z",,1413,"G",,299669
"01","23","S",,40892,"G",,2283264
"01","23","P",,962,"G",,230621
"01","236","-",,12667,"G",,1128543
"01","236","C",,92,"G",,21155
"01","236","Z",,585,"G",,142773
"01","236","S",,11585,"G",,851900
"01","236","P",,405,"G",,112715
"01","2361","-",,10838,"G",,959000
"01","2361","C",,69,"G",,16708
"01","2361","Z",,487,"G",,121610
"01","2361","S",,9935,"G",,725884
"01","2361","P",,347,"G",,94798
"01","2362","-",,1829,"G",,169543
"01","2362","C",,23,"G",,4447
"01","2362","Z",,98,"G",,21163
"01","2362","S",,1650,"G",,126016
"01","2362","P",,58,"G",,17917
"01","237","-",,765,"G",,75981
"01","237","C",,13,"G",,3974
"01","237","Z",,79,"G",,15230
"01","237","S",,603,"G",,41839
"01","237","P",,70,"G",,14938
"01","2371","-",,152,"G",,9996
"01","2371","C",,3,"H",,891
"01","2371","Z",,5,"H",,699
"01","2371","S",,142,"G",,7890
"01","2372","-",,184,"G",,29335
"01","2372","C",,6,"H",,2427
"01","2372","Z",,44,"H",,9227
"01","2372","S",,90,"G",,7843
"01","2372","P",,44,"G",,9838
"01","23721","-",,184,"G",,29335
"01","23721","C",,6,"H",,2427
"01","23721","Z",,44,"H",,9227
"01","23721","S",,90,"G",,7843
"01","23721","P",,44,"G",,9838
"01","2373","-",,115,"G",,8820
"01","2373","Z",,7,"H",,546
"01","2373","S",,97,"G",,6594
"01","2373","P",,9,"H",,1158
"01","23731","-",,115,"G",,8820
"01","23731","Z",,7,"H",,546
"01","23731","S",,97,"G",,6594
"01","23731","P",,9,"H",,1158
"01","2379","-",,314,"G",,27830
"01","2379","Z",,23,"G",,4758
"01","2379","S",,274,"G",,19512
"01","2379","P",,15,"G",,3426
"01","23799","-",,314,"G",,27830
"01","23799","Z",,23,"G",,4758
"01","23799","S",,274,"G",,19512
"01","23799","P",,15,"G",,3426
"01","238","-",,30059,"G",,1652645
"01","238","C",,119,"G",,18486
"01","238","Z",,749,"G",,141666
"01","238","S",,28704,"G",,1389525
"01","238","P",,487,"G",,102968
"01","2381","-",,5563,"G",,338684
"01","2381","C",,20,"G",,5011
"01","2381","Z",,75,"G",,16914
"01","2381","S",,5426,"G",,303164
"01","2381","P",,42,"G",,13595
"01","2382","-",,5514,"G",,313292
"01","2382","C",,26,"G",,2739
"01","2382","Z",,212,"G",,30188
"01","2382","S",,5171,"G",,262189
"01","2382","P",,105,"G",,18176
"01","23821","-",,2227,"G",,100161
"01","23821","C",,8,"J",,808
"01","23821","Z",,80,"G",,9315
"01","23821","S",,2106,"G",,86033
"01","23821","P",,33,"G",,4005
"01","23822","-",,2942,"G",,191045
"01","23822","C",,16,"H",,1839
"01","23822","Z",,110,"G",,17159
"01","23822","S",,2756,"G",,160009
"01","23822","P",,60,"G",,12038
"01","23829","-",,345,"G",,22086
"01","23829","Z",,22,"G",,3714
"01","23829","S",,309,"G",,16147
"01","23829","P",,12,"H",,2133
"01","2383","-",,10012,"G",,485760
"01","2383","C",,17,"G",,1397
"01","2383","Z",,131,"G",,29115
"01","2383","S",,9774,"G",,433969
"01","2383","P",,90,"G",,21279
"01","2389","-",,8970,"G",,514909
"01","2389","C",,56,"G",,9339
"01","2389","Z",,331,"G",,65449
"01","2389","S",,8333,"G",,390203
"01","2389","P",,250,"G",,49918
"01","31-33","-",,4820,"G",,221302
"01","31-33","C",,58,"G",,8561
"01","31-33","Z",,321,"G",,38206
"01","31-33","S",,4156,"G",,150366
"01","31-33","P",,285,"G",,24169
"01","311","-",,739,"G",,23010
"01","311","C",,6,"J",,2001
"01","311","Z",,33,"G",,3513
"01","311","S",,656,"G",,14909
"01","311","P",,44,"G",,2587
"01","3111","-",,33,"H",,1796
"01","3111","S",,30,"H",,1678
"01","31111","-",,33,"H",,1796
"01","31111","S",,30,"H",,1678
"01","3112","-",,4,"H",,131
"01","3112","S",,3,"J",,39
"01","3113","-",,24,"G",,349
"01","3113","S",,22,"H",,266
"01","3114","-",,52,"H",,1232
"01","3114","Z",,3,"J",,16
"01","3114","S",,46,"H",,1201
"01","3114","P",,3,"J",,15
"01","3115","-",,9,"H",,329
"01","3115","S",,7,"G",,186
"01","3116","-",,85,"G",,2420
"01","3116","Z",,5,"G",,370
"01","3116","S",,77,"G",,1779
"01","3116","P",,3,"J",,271
"01","31161","-",,85,"G",,2420
"01","31161","Z",,5,"G",,370
"01","31161","S",,77,"G",,1779
"01","31161","P",,3,"J",,271
"01","3117","-",,46,"G",,3848
"01","3117","Z","S",0,"S","S",0
"01","3117","S",,42,"G",,1949
"01","31171","-",,46,"G",,3848
"01","31171","Z","S",0,"S","S",0
"01","31171","S",,42,"G",,1949
"01","3118","-",,323,"G",,5624
"01","3118","C",,3,"H",,661
"01","3118","Z",,5,"G",,371
"01","3118","S",,305,"G",,4016
"01","3118","P",,10,"J",,576
"01","3119","-",,163,"G",,7281
"01","3119","Z",,13,"H",,829
"01","3119","S",,124,"G",,3795
"01","3119","P",,24,"G",,1322
"01","312","-",,38,"G",,1609
"01","312","Z",,4,"G",,331
"01","312","S",,27,"H",,773
"01","312","P",,6,"J",,499
"01","313","-",,35,"G",,742
"01","313","S",,34,"H",,652
"01","314","-",,62,"G",,1579
"01","314","Z",,4,"J",,331
